ENSORLP00000011382	ENSTNIP00000006282
ENSORLP00000025775	ENSTNIP00000021237
ENSORLP00000021714	ENSTNIP00000019467
ENSORLP00000002564	ENSTNIP00000011302
ENSORLP00000010983	ENSTNIP00000011117
ENSORLP00000007447	ENSTNIP00000018904
ENSORLP00000025465	ENSTNIP00000006177
ENSORLP00000009295	ENSTNIP00000010981
ENSORLP00000011157	ENSTNIP00000013593
ENSORLP00000006726	ENSTNIP00000002675
ENSORLP00000020343	ENSTNIP00000008627
ENSORLP00000020163	ENSTNIP00000008716
ENSORLP00000025150	ENSTNIP00000009497
ENSORLP00000008468	ENSTNIP00000005361
ENSORLP00000020149	ENSTNIP00000007828
ENSORLP00000008899	ENSTNIP00000011256
ENSORLP00000012936	ENSTNIP00000008240
ENSORLP00000003698	ENSTNIP00000005397
ENSORLP00000001398	ENSTNIP00000009370
ENSORLP00000011472	ENSTNIP00000021531
ENSORLP00000013596	ENSTNIP00000009108
ENSORLP00000002408	ENSTNIP00000019023
ENSORLP00000005511	ENSTNIP00000001795
ENSORLP00000000483	ENSTNIP00000014113
ENSORLP00000018487	ENSTNIP00000014881
ENSORLP00000012148	ENSTNIP00000022560
ENSORLP00000023652	ENSTNIP00000005861
ENSORLP00000011357	ENSTNIP00000016909
ENSORLP00000000749	ENSTNIP00000020804
ENSORLP00000013807	ENSTNIP00000020115
ENSORLP00000005104	ENSTNIP00000009413
ENSORLP00000019631	ENSTNIP00000016777
ENSORLP00000022441	ENSTNIP00000004649
ENSORLP00000005220	ENSTNIP00000014953
ENSORLP00000005891	ENSTNIP00000019314
ENSORLP00000024030	ENSTNIP00000013830
ENSORLP00000007042	ENSTNIP00000012284
ENSORLP00000015188	ENSTNIP00000010611
ENSORLP00000006073	ENSTNIP00000019294
ENSORLP00000006675	ENSTNIP00000012886
ENSORLP00000021547	ENSTNIP00000013630
ENSORLP00000006572	ENSTNIP00000018228
ENSORLP00000020644	ENSTNIP00000018298
ENSORLP00000014646	ENSTNIP00000018053
ENSORLP00000005509	ENSTNIP00000008148
ENSORLP00000010857	ENSTNIP00000015674
ENSORLP00000009887	ENSTNIP00000018983
ENSORLP00000007280	ENSTNIP00000007284
ENSORLP00000021544	ENSTNIP00000022827
ENSORLP00000009852	ENSTNIP00000021130
ENSORLP00000003407	ENSTNIP00000019213
ENSORLP00000022772	ENSTNIP00000007467
ENSORLP00000020637	ENSTNIP00000011182
ENSORLP00000013940	ENSTNIP00000019711
ENSORLP00000003147	ENSTNIP00000012728
ENSORLP00000005378	ENSTNIP00000014944
ENSORLP00000012648	ENSTNIP00000012560
ENSORLP00000012011	ENSTNIP00000011981
ENSORLP00000003227	ENSTNIP00000015919
ENSORLP00000020823	ENSTNIP00000019406
ENSORLP00000023824	ENSTNIP00000011770
ENSORLP00000019555	ENSTNIP00000018361
ENSORLP00000019628	ENSTNIP00000020474
ENSORLP00000006539	ENSTNIP00000021752
ENSORLP00000024308	ENSTNIP00000005279
ENSORLP00000020375	ENSTNIP00000020526
ENSORLP00000009106	ENSTNIP00000001735
ENSORLP00000016604	ENSTNIP00000011553
ENSORLP00000014854	ENSTNIP00000009449
ENSORLP00000018053	ENSTNIP00000005237
ENSORLP00000021838	ENSTNIP00000006834
ENSORLP00000023538	ENSTNIP00000017428
ENSORLP00000006246	ENSTNIP00000001515
ENSORLP00000021830	ENSTNIP00000020636
ENSORLP00000008140	ENSTNIP00000003522
ENSORLP00000006207	ENSTNIP00000020958
ENSORLP00000002344	ENSTNIP00000006395
ENSORLP00000020424	ENSTNIP00000020531
ENSORLP00000012220	ENSTNIP00000019659
ENSORLP00000007364	ENSTNIP00000002997
ENSORLP00000015759	ENSTNIP00000011055
ENSORLP00000000933	ENSTNIP00000016182
ENSORLP00000010092	ENSTNIP00000000448
ENSORLP00000018041	ENSTNIP00000008020
ENSORLP00000013769	ENSTNIP00000021704
ENSORLP00000022346	ENSTNIP00000021948
ENSORLP00000012022	ENSTNIP00000021032
ENSORLP00000003658	ENSTNIP00000007242
ENSORLP00000004649	ENSTNIP00000014287
ENSORLP00000018409	ENSTNIP00000013789
ENSORLP00000001923	ENSTNIP00000009357
ENSORLP00000000754	ENSTNIP00000020803
ENSORLP00000004945	ENSTNIP00000017815
ENSORLP00000018374	ENSTNIP00000001370
ENSORLP00000022350	ENSTNIP00000021949
ENSORLP00000022613	ENSTNIP00000015345
ENSORLP00000003651	ENSTNIP00000015901
ENSORLP00000013564	ENSTNIP00000009110
ENSORLP00000017854	ENSTNIP00000012132
ENSORLP00000014999	ENSTNIP00000021479
ENSORLP00000024274	ENSTNIP00000009472
ENSORLP00000019039	ENSTNIP00000015506
ENSORLP00000011332	ENSTNIP00000008889
ENSORLP00000002398	ENSTNIP00000017737
ENSORLP00000013697	ENSTNIP00000021082
ENSORLP00000008962	ENSTNIP00000013971
ENSORLP00000004418	ENSTNIP00000005817
ENSORLP00000002880	ENSTNIP00000010786
ENSORLP00000018057	ENSTNIP00000003153
ENSORLP00000016119	ENSTNIP00000020385
ENSORLP00000001724	ENSTNIP00000005409
ENSORLP00000013235	ENSTNIP00000023086
ENSORLP00000001198	ENSTNIP00000012476
ENSORLP00000024518	ENSTNIP00000006145
ENSORLP00000014118	ENSTNIP00000020850
ENSORLP00000025673	ENSTNIP00000014841
ENSORLP00000009325	ENSTNIP00000012681
ENSORLP00000006750	ENSTNIP00000009862
ENSORLP00000011844	ENSTNIP00000001205
ENSORLP00000006060	ENSTNIP00000022084
ENSORLP00000002422	ENSTNIP00000023100
ENSORLP00000020473	ENSTNIP00000020536
ENSORLP00000014527	ENSTNIP00000010147
ENSORLP00000006696	ENSTNIP00000018223
ENSORLP00000017797	ENSTNIP00000009954
ENSORLP00000015025	ENSTNIP00000011376
ENSORLP00000009771	ENSTNIP00000022477
ENSORLP00000022993	ENSTNIP00000005121
ENSORLP00000002886	ENSTNIP00000005675
ENSORLP00000003541	ENSTNIP00000007152
ENSORLP00000017268	ENSTNIP00000009089
ENSORLP00000008714	ENSTNIP00000010948
ENSORLP00000003634	ENSTNIP00000005401
ENSORLP00000010158	ENSTNIP00000003353
ENSORLP00000003284	ENSTNIP00000002966
ENSORLP00000018598	ENSTNIP00000009982
ENSORLP00000006626	ENSTNIP00000013997
ENSORLP00000009304	ENSTNIP00000020199
ENSORLP00000010553	ENSTNIP00000011951
ENSORLP00000016135	ENSTNIP00000016419
ENSORLP00000001914	ENSTNIP00000009356
ENSORLP00000019343	ENSTNIP00000005939
ENSORLP00000004572	ENSTNIP00000012313
ENSORLP00000019623	ENSTNIP00000007938
ENSORLP00000001194	ENSTNIP00000009309
ENSORLP00000017981	ENSTNIP00000010465
ENSORLP00000008209	ENSTNIP00000019160
ENSORLP00000023660	ENSTNIP00000001529
ENSORLP00000005763	ENSTNIP00000013147
ENSORLP00000021974	ENSTNIP00000011776
ENSORLP00000008235	ENSTNIP00000019159
ENSORLP00000009703	ENSTNIP00000010994
ENSORLP00000009989	ENSTNIP00000014061
ENSORLP00000001024	ENSTNIP00000008318
ENSORLP00000016416	ENSTNIP00000014682
ENSORLP00000012900	ENSTNIP00000010881
ENSORLP00000009229	ENSTNIP00000011243
ENSORLP00000016925	ENSTNIP00000021652
ENSORLP00000019034	ENSTNIP00000016160
ENSORLP00000016693	ENSTNIP00000009555
ENSORLP00000013622	ENSTNIP00000020836
ENSORLP00000019748	ENSTNIP00000014387
ENSORLP00000022206	ENSTNIP00000001135
ENSORLP00000010888	ENSTNIP00000013584
ENSORLP00000018806	ENSTNIP00000014853
ENSORLP00000018743	ENSTNIP00000021886
ENSORLP00000021320	ENSTNIP00000013871
ENSORLP00000017366	ENSTNIP00000010113
ENSORLP00000003881	ENSTNIP00000008044
ENSORLP00000003528	ENSTNIP00000007544
ENSORLP00000003985	ENSTNIP00000015875
ENSORLP00000000187	ENSTNIP00000017681
ENSORLP00000004840	ENSTNIP00000019097
ENSORLP00000018064	ENSTNIP00000008334
ENSORLP00000012609	ENSTNIP00000021481
ENSORLP00000023184	ENSTNIP00000005552
ENSORLP00000007609	ENSTNIP00000007877
ENSORLP00000006167	ENSTNIP00000009758
ENSORLP00000013469	ENSTNIP00000021074
ENSORLP00000005196	ENSTNIP00000007137
ENSORLP00000017826	ENSTNIP00000010459
ENSORLP00000006923	ENSTNIP00000017257
ENSORLP00000010847	ENSTNIP00000021337
ENSORLP00000005906	ENSTNIP00000019313
ENSORLP00000020256	ENSTNIP00000020517
ENSORLP00000005452	ENSTNIP00000008149
ENSORLP00000004689	ENSTNIP00000003487
ENSORLP00000015414	ENSTNIP00000016673
ENSORLP00000014702	ENSTNIP00000020270
ENSORLP00000002966	ENSTNIP00000019235
ENSORLP00000015343	ENSTNIP00000000942
ENSORLP00000016380	ENSTNIP00000015044
ENSORLP00000008911	ENSTNIP00000002086
ENSORLP00000004663	ENSTNIP00000019091
ENSORLP00000018587	ENSTNIP00000013772
ENSORLP00000010418	ENSTNIP00000019614
ENSORLP00000023376	ENSTNIP00000005105
ENSORLP00000010732	ENSTNIP00000019619
ENSORLP00000022330	ENSTNIP00000015178
ENSORLP00000001901	ENSTNIP00000014208
ENSORLP00000004751	ENSTNIP00000010250
ENSORLP00000011664	ENSTNIP00000019640
ENSORLP00000005379	ENSTNIP00000009244
ENSORLP00000016226	ENSTNIP00000013141
ENSORLP00000022996	ENSTNIP00000007419
ENSORLP00000020020	ENSTNIP00000010069
ENSORLP00000018764	ENSTNIP00000018395
ENSORLP00000009672	ENSTNIP00000008435
ENSORLP00000016696	ENSTNIP00000005894
ENSORLP00000023142	ENSTNIP00000005135
ENSORLP00000003466	ENSTNIP00000022232
ENSORLP00000019289	ENSTNIP00000020460
ENSORLP00000013531	ENSTNIP00000006550
ENSORLP00000003562	ENSTNIP00000019900
ENSORLP00000001863	ENSTNIP00000023057
ENSORLP00000008930	ENSTNIP00000002934
ENSORLP00000014328	ENSTNIP00000011371
ENSORLP00000001064	ENSTNIP00000014219
ENSORLP00000023390	ENSTNIP00000012743
ENSORLP00000012911	ENSTNIP00000019681
ENSORLP00000013119	ENSTNIP00000009751
ENSORLP00000013715	ENSTNIP00000012796
ENSORLP00000000652	ENSTNIP00000017662
ENSORLP00000023541	ENSTNIP00000006358
ENSORLP00000002214	ENSTNIP00000008213
ENSORLP00000011642	ENSTNIP00000022602
ENSORLP00000011707	ENSTNIP00000005561
ENSORLP00000014742	ENSTNIP00000007315
ENSORLP00000006738	ENSTNIP00000011602
ENSORLP00000020791	ENSTNIP00000015645
ENSORLP00000025084	ENSTNIP00000002854
ENSORLP00000020383	ENSTNIP00000019438
ENSORLP00000018942	ENSTNIP00000018793
ENSORLP00000002610	ENSTNIP00000018453
ENSORLP00000012332	ENSTNIP00000017300
ENSORLP00000024787	ENSTNIP00000017753
ENSORLP00000021270	ENSTNIP00000017011
ENSORLP00000003894	ENSTNIP00000007748
ENSORLP00000003372	ENSTNIP00000009940
ENSORLP00000005002	ENSTNIP00000017820
ENSORLP00000011468	ENSTNIP00000002108
ENSORLP00000008920	ENSTNIP00000015767
ENSORLP00000020957	ENSTNIP00000007780
ENSORLP00000013455	ENSTNIP00000005196
ENSORLP00000002397	ENSTNIP00000016490
ENSORLP00000011490	ENSTNIP00000022543
ENSORLP00000023451	ENSTNIP00000015598
ENSORLP00000006594	ENSTNIP00000017548
ENSORLP00000020851	ENSTNIP00000015650
ENSORLP00000007237	ENSTNIP00000009844
ENSORLP00000001095	ENSTNIP00000006785
ENSORLP00000013783	ENSTNIP00000020116
ENSORLP00000005430	ENSTNIP00000010268
ENSORLP00000002887	ENSTNIP00000011047
ENSORLP00000015573	ENSTNIP00000012987
ENSORLP00000022470	ENSTNIP00000011711
ENSORLP00000001496	ENSTNIP00000018698
ENSORLP00000016869	ENSTNIP00000008236
ENSORLP00000020435	ENSTNIP00000004158
ENSORLP00000021500	ENSTNIP00000007091
ENSORLP00000002723	ENSTNIP00000017288
ENSORLP00000019119	ENSTNIP00000013496
ENSORLP00000014434	ENSTNIP00000015939
ENSORLP00000010042	ENSTNIP00000021312
ENSORLP00000001771	ENSTNIP00000016592
ENSORLP00000005692	ENSTNIP00000019319
ENSORLP00000019231	ENSTNIP00000021686
ENSORLP00000008555	ENSTNIP00000007573
ENSORLP00000010651	ENSTNIP00000018736
ENSORLP00000004464	ENSTNIP00000016111
ENSORLP00000013696	ENSTNIP00000002709
ENSORLP00000008974	ENSTNIP00000018964
ENSORLP00000019020	ENSTNIP00000016159
ENSORLP00000007084	ENSTNIP00000016832
ENSORLP00000012276	ENSTNIP00000014895
ENSORLP00000007813	ENSTNIP00000018627
ENSORLP00000015961	ENSTNIP00000015287
ENSORLP00000019735	ENSTNIP00000017372
ENSORLP00000000651	ENSTNIP00000013318
ENSORLP00000017372	ENSTNIP00000010386
ENSORLP00000012430	ENSTNIP00000018506
ENSORLP00000004544	ENSTNIP00000016107
ENSORLP00000016481	ENSTNIP00000014684
ENSORLP00000019523	ENSTNIP00000010439
ENSORLP00000013660	ENSTNIP00000021081
ENSORLP00000016281	ENSTNIP00000002183
ENSORLP00000025873	ENSTNIP00000000650
ENSORLP00000006045	ENSTNIP00000012509
ENSORLP00000024273	ENSTNIP00000016236
ENSORLP00000000927	ENSTNIP00000013804
ENSORLP00000007375	ENSTNIP00000017191
ENSORLP00000018012	ENSTNIP00000010464
ENSORLP00000013574	ENSTNIP00000002752
ENSORLP00000016291	ENSTNIP00000007631
ENSORLP00000004252	ENSTNIP00000019806
ENSORLP00000015275	ENSTNIP00000015298
ENSORLP00000004736	ENSTNIP00000017805
ENSORLP00000006543	ENSTNIP00000011596
ENSORLP00000014104	ENSTNIP00000000753
ENSORLP00000017842	ENSTNIP00000015339
ENSORLP00000012503	ENSTNIP00000007611
ENSORLP00000001934	ENSTNIP00000018646
ENSORLP00000013862	ENSTNIP00000011368
ENSORLP00000018584	ENSTNIP00000015238
ENSORLP00000008476	ENSTNIP00000011269
ENSORLP00000025703	ENSTNIP00000014461
ENSORLP00000018480	ENSTNIP00000009876
ENSORLP00000009683	ENSTNIP00000001003
ENSORLP00000011401	ENSTNIP00000009706
ENSORLP00000014572	ENSTNIP00000008147
ENSORLP00000006075	ENSTNIP00000007809
ENSORLP00000014428	ENSTNIP00000014573
ENSORLP00000013421	ENSTNIP00000005155
ENSORLP00000009184	ENSTNIP00000018969
ENSORLP00000023395	ENSTNIP00000007424
ENSORLP00000013580	ENSTNIP00000008574
ENSORLP00000020142	ENSTNIP00000020511
ENSORLP00000002725	ENSTNIP00000019924
ENSORLP00000012458	ENSTNIP00000010193
ENSORLP00000002409	ENSTNIP00000002224
ENSORLP00000005602	ENSTNIP00000014640
ENSORLP00000006284	ENSTNIP00000019286
ENSORLP00000009293	ENSTNIP00000018973
ENSORLP00000000777	ENSTNIP00000020214
ENSORLP00000015913	ENSTNIP00000001334
ENSORLP00000001264	ENSTNIP00000014211
ENSORLP00000006498	ENSTNIP00000016695
ENSORLP00000018917	ENSTNIP00000011703
ENSORLP00000001053	ENSTNIP00000005281
ENSORLP00000025713	ENSTNIP00000004063
ENSORLP00000024785	ENSTNIP00000008850
ENSORLP00000001326	ENSTNIP00000014241
ENSORLP00000015009	ENSTNIP00000004356
ENSORLP00000023476	ENSTNIP00000022503
ENSORLP00000016393	ENSTNIP00000018745
ENSORLP00000003947	ENSTNIP00000012024
ENSORLP00000003958	ENSTNIP00000016369
ENSORLP00000015930	ENSTNIP00000020949
ENSORLP00000002112	ENSTNIP00000020288
ENSORLP00000020543	ENSTNIP00000011160
ENSORLP00000011024	ENSTNIP00000007295
ENSORLP00000014191	ENSTNIP00000006448
ENSORLP00000023123	ENSTNIP00000010209
ENSORLP00000025002	ENSTNIP00000004251
ENSORLP00000006325	ENSTNIP00000009808
ENSORLP00000018088	ENSTNIP00000007513
ENSORLP00000003183	ENSTNIP00000016301
ENSORLP00000018284	ENSTNIP00000014869
ENSORLP00000002145	ENSTNIP00000017499
ENSORLP00000014626	ENSTNIP00000010170
ENSORLP00000008771	ENSTNIP00000012942
ENSORLP00000009787	ENSTNIP00000011219
ENSORLP00000000881	ENSTNIP00000018816
ENSORLP00000020093	ENSTNIP00000022457
ENSORLP00000006556	ENSTNIP00000017546
ENSORLP00000001074	ENSTNIP00000006786
ENSORLP00000001114	ENSTNIP00000018678
ENSORLP00000022186	ENSTNIP00000004069
ENSORLP00000022808	ENSTNIP00000003612
ENSORLP00000010753	ENSTNIP00000012190
ENSORLP00000012253	ENSTNIP00000013273
ENSORLP00000008184	ENSTNIP00000021448
ENSORLP00000002213	ENSTNIP00000017598
ENSORLP00000019882	ENSTNIP00000011648
ENSORLP00000019782	ENSTNIP00000014357
ENSORLP00000005880	ENSTNIP00000012852
ENSORLP00000020228	ENSTNIP00000020825
ENSORLP00000004388	ENSTNIP00000014624
ENSORLP00000021649	ENSTNIP00000005514
ENSORLP00000003834	ENSTNIP00000013385
ENSORLP00000005299	ENSTNIP00000014254
ENSORLP00000021548	ENSTNIP00000021905
ENSORLP00000012715	ENSTNIP00000005727
ENSORLP00000012358	ENSTNIP00000016809
ENSORLP00000022701	ENSTNIP00000010374
ENSORLP00000024161	ENSTNIP00000006465
ENSORLP00000001907	ENSTNIP00000016426
ENSORLP00000017635	ENSTNIP00000016623
ENSORLP00000020022	ENSTNIP00000001969
ENSORLP00000006171	ENSTNIP00000012074
ENSORLP00000014181	ENSTNIP00000010917
ENSORLP00000022289	ENSTNIP00000013185
ENSORLP00000022583	ENSTNIP00000013896
ENSORLP00000010587	ENSTNIP00000009910
ENSORLP00000014518	ENSTNIP00000005216
ENSORLP00000011645	ENSTNIP00000005564
ENSORLP00000015310	ENSTNIP00000017058
ENSORLP00000001555	ENSTNIP00000007568
ENSORLP00000009099	ENSTNIP00000011249
ENSORLP00000013214	ENSTNIP00000003068
ENSORLP00000024920	ENSTNIP00000005931
ENSORLP00000019023	ENSTNIP00000005309
ENSORLP00000008636	ENSTNIP00000018951
ENSORLP00000005886	ENSTNIP00000010282
ENSORLP00000014884	ENSTNIP00000015289
ENSORLP00000025216	ENSTNIP00000005446
ENSORLP00000019593	ENSTNIP00000010099
ENSORLP00000019703	ENSTNIP00000020480
ENSORLP00000018953	ENSTNIP00000001111
ENSORLP00000001003	ENSTNIP00000012487
ENSORLP00000003887	ENSTNIP00000015881
ENSORLP00000012605	ENSTNIP00000018782
ENSORLP00000007151	ENSTNIP00000003482
ENSORLP00000004184	ENSTNIP00000014983
ENSORLP00000000148	ENSTNIP00000009055
ENSORLP00000021597	ENSTNIP00000011364
ENSORLP00000001159	ENSTNIP00000007716
ENSORLP00000017148	ENSTNIP00000001521
ENSORLP00000010927	ENSTNIP00000009385
ENSORLP00000013372	ENSTNIP00000008566
ENSORLP00000001916	ENSTNIP00000020776
ENSORLP00000017623	ENSTNIP00000004300
ENSORLP00000005462	ENSTNIP00000004878
ENSORLP00000018950	ENSTNIP00000000588
ENSORLP00000019512	ENSTNIP00000010440
ENSORLP00000010992	ENSTNIP00000021334
ENSORLP00000006829	ENSTNIP00000020161
ENSORLP00000006430	ENSTNIP00000009988
ENSORLP00000004212	ENSTNIP00000019808
ENSORLP00000003066	ENSTNIP00000012411
ENSORLP00000011631	ENSTNIP00000015705
ENSORLP00000025615	ENSTNIP00000017520
ENSORLP00000018083	ENSTNIP00000010461
ENSORLP00000020946	ENSTNIP00000007781
ENSORLP00000012440	ENSTNIP00000016805
ENSORLP00000018343	ENSTNIP00000013785
ENSORLP00000006531	ENSTNIP00000000576
ENSORLP00000011498	ENSTNIP00000022598
ENSORLP00000007957	ENSTNIP00000021463
ENSORLP00000006385	ENSTNIP00000006986
ENSORLP00000017031	ENSTNIP00000017036
ENSORLP00000020035	ENSTNIP00000015393
ENSORLP00000006349	ENSTNIP00000011139
ENSORLP00000022060	ENSTNIP00000008349
ENSORLP00000015095	ENSTNIP00000005761
ENSORLP00000016772	ENSTNIP00000015030
ENSORLP00000009964	ENSTNIP00000006929
ENSORLP00000003332	ENSTNIP00000006219
ENSORLP00000009886	ENSTNIP00000005832
ENSORLP00000014708	ENSTNIP00000007313
ENSORLP00000021098	ENSTNIP00000020583
ENSORLP00000016797	ENSTNIP00000009895
ENSORLP00000022162	ENSTNIP00000017883
ENSORLP00000006456	ENSTNIP00000017868
ENSORLP00000021212	ENSTNIP00000018537
ENSORLP00000021691	ENSTNIP00000001620
ENSORLP00000015480	ENSTNIP00000008495
ENSORLP00000007673	ENSTNIP00000013044
ENSORLP00000021642	ENSTNIP00000015658
ENSORLP00000022129	ENSTNIP00000022335
ENSORLP00000025044	ENSTNIP00000022039
ENSORLP00000012665	ENSTNIP00000019674
ENSORLP00000016358	ENSTNIP00000005212
ENSORLP00000005495	ENSTNIP00000012538
ENSORLP00000017947	ENSTNIP00000010466
ENSORLP00000005028	ENSTNIP00000007227
ENSORLP00000004747	ENSTNIP00000017806
ENSORLP00000020692	ENSTNIP00000022951
ENSORLP00000018158	ENSTNIP00000015154
ENSORLP00000002949	ENSTNIP00000012407
ENSORLP00000003904	ENSTNIP00000016366
ENSORLP00000006197	ENSTNIP00000001413
ENSORLP00000018616	ENSTNIP00000013961
ENSORLP00000001739	ENSTNIP00000022190
ENSORLP00000007518	ENSTNIP00000006789
ENSORLP00000012696	ENSTNIP00000010682
ENSORLP00000005944	ENSTNIP00000000855
ENSORLP00000000305	ENSTNIP00000017676
ENSORLP00000007255	ENSTNIP00000009843
ENSORLP00000007153	ENSTNIP00000012282
ENSORLP00000020525	ENSTNIP00000018320
ENSORLP00000005930	ENSTNIP00000012324
ENSORLP00000002084	ENSTNIP00000004070
ENSORLP00000004838	ENSTNIP00000017809
ENSORLP00000011804	ENSTNIP00000011976
ENSORLP00000023721	ENSTNIP00000013393
ENSORLP00000006697	ENSTNIP00000005009
ENSORLP00000011773	ENSTNIP00000012155
ENSORLP00000007589	ENSTNIP00000022129
ENSORLP00000020947	ENSTNIP00000022382
ENSORLP00000018483	ENSTNIP00000020433
ENSORLP00000018537	ENSTNIP00000004481
ENSORLP00000020137	ENSTNIP00000019539
ENSORLP00000017611	ENSTNIP00000022037
ENSORLP00000021676	ENSTNIP00000011356
ENSORLP00000019562	ENSTNIP00000014365
ENSORLP00000015340	ENSTNIP00000016878
ENSORLP00000014820	ENSTNIP00000006389
ENSORLP00000018191	ENSTNIP00000014864
ENSORLP00000020269	ENSTNIP00000022368
ENSORLP00000017232	ENSTNIP00000001185
ENSORLP00000009252	ENSTNIP00000020871
ENSORLP00000010908	ENSTNIP00000019622
ENSORLP00000020894	ENSTNIP00000014085
ENSORLP00000012913	ENSTNIP00000021268
ENSORLP00000004894	ENSTNIP00000019781
ENSORLP00000019606	ENSTNIP00000014379
ENSORLP00000012497	ENSTNIP00000012001
ENSORLP00000000378	ENSTNIP00000014233
ENSORLP00000020752	ENSTNIP00000019574
ENSORLP00000015234	ENSTNIP00000001118
ENSORLP00000020287	ENSTNIP00000020520
ENSORLP00000022586	ENSTNIP00000013894
ENSORLP00000009885	ENSTNIP00000000030
ENSORLP00000000050	ENSTNIP00000007800
ENSORLP00000019969	ENSTNIP00000012600
ENSORLP00000023551	ENSTNIP00000005103
ENSORLP00000000829	ENSTNIP00000018665
ENSORLP00000004990	ENSTNIP00000020931
ENSORLP00000021115	ENSTNIP00000014048
ENSORLP00000020950	ENSTNIP00000019590
ENSORLP00000001757	ENSTNIP00000012740
ENSORLP00000006388	ENSTNIP00000020142
ENSORLP00000014210	ENSTNIP00000005569
ENSORLP00000019044	ENSTNIP00000013949
ENSORLP00000001382	ENSTNIP00000014237
ENSORLP00000012674	ENSTNIP00000011073
ENSORLP00000010583	ENSTNIP00000007592
ENSORLP00000001143	ENSTNIP00000022749
ENSORLP00000008249	ENSTNIP00000008406
ENSORLP00000008915	ENSTNIP00000018959
ENSORLP00000014177	ENSTNIP00000018037
ENSORLP00000024979	ENSTNIP00000007060
ENSORLP00000007877	ENSTNIP00000012905
ENSORLP00000017227	ENSTNIP00000017124
ENSORLP00000020504	ENSTNIP00000019429
ENSORLP00000018797	ENSTNIP00000005016
ENSORLP00000018804	ENSTNIP00000018786
ENSORLP00000000527	ENSTNIP00000014111
ENSORLP00000015379	ENSTNIP00000000229
ENSORLP00000021807	ENSTNIP00000015240
ENSORLP00000019205	ENSTNIP00000020453
ENSORLP00000018654	ENSTNIP00000017408
ENSORLP00000013502	ENSTNIP00000006701
ENSORLP00000013676	ENSTNIP00000012797
ENSORLP00000014266	ENSTNIP00000018043
ENSORLP00000021129	ENSTNIP00000019396
ENSORLP00000006772	ENSTNIP00000011604
ENSORLP00000018055	ENSTNIP00000010462
ENSORLP00000011699	ENSTNIP00000004515
ENSORLP00000018349	ENSTNIP00000014422
ENSORLP00000020363	ENSTNIP00000019557
ENSORLP00000003506	ENSTNIP00000017994
ENSORLP00000004773	ENSTNIP00000002435
ENSORLP00000021713	ENSTNIP00000018573
ENSORLP00000020534	ENSTNIP00000002137
ENSORLP00000009644	ENSTNIP00000011533
ENSORLP00000024415	ENSTNIP00000009882
ENSORLP00000002233	ENSTNIP00000021391
ENSORLP00000011788	ENSTNIP00000018492
ENSORLP00000021581	ENSTNIP00000013627
ENSORLP00000011385	ENSTNIP00000004284
ENSORLP00000015077	ENSTNIP00000019495
ENSORLP00000015942	ENSTNIP00000005920
ENSORLP00000006784	ENSTNIP00000022312
ENSORLP00000013566	ENSTNIP00000008573
ENSORLP00000005555	ENSTNIP00000012536
ENSORLP00000009983	ENSTNIP00000006250
ENSORLP00000012668	ENSTNIP00000018513
ENSORLP00000021539	ENSTNIP00000021906
ENSORLP00000013689	ENSTNIP00000020839
ENSORLP00000025796	ENSTNIP00000008657
ENSORLP00000008844	ENSTNIP00000007562
ENSORLP00000003682	ENSTNIP00000016348
ENSORLP00000022673	ENSTNIP00000011745
ENSORLP00000015467	ENSTNIP00000010769
ENSORLP00000001404	ENSTNIP00000012467
ENSORLP00000023990	ENSTNIP00000008852
ENSORLP00000024535	ENSTNIP00000023069
ENSORLP00000018811	ENSTNIP00000019866
ENSORLP00000016088	ENSTNIP00000020943
ENSORLP00000012029	ENSTNIP00000022558
ENSORLP00000022799	ENSTNIP00000021954
ENSORLP00000004964	ENSTNIP00000010311
ENSORLP00000015675	ENSTNIP00000019763
ENSORLP00000002547	ENSTNIP00000005843
ENSORLP00000007354	ENSTNIP00000004471
ENSORLP00000004732	ENSTNIP00000019790
ENSORLP00000005569	ENSTNIP00000012339
