ENSGACP00000024945	ENSLOCP00000011371
ENSGACP00000014778	ENSLOCP00000011785
ENSGACP00000021344	ENSLOCP00000016013
ENSGACP00000017268	ENSLOCP00000002670
ENSGACP00000010256	ENSLOCP00000011519
ENSGACP00000020923	ENSLOCP00000016599
ENSGACP00000004167	ENSLOCP00000006717
ENSGACP00000007166	ENSLOCP00000009953
ENSGACP00000021159	ENSLOCP00000005550
ENSGACP00000008149	ENSLOCP00000011885
ENSGACP00000010862	ENSLOCP00000006622
ENSGACP00000002598	ENSLOCP00000001310
ENSGACP00000015330	ENSLOCP00000019905
ENSGACP00000027050	ENSLOCP00000011354
ENSGACP00000022751	ENSLOCP00000000006
ENSGACP00000012540	ENSLOCP00000015205
ENSGACP00000009031	ENSLOCP00000012718
ENSGACP00000002557	ENSLOCP00000003201
ENSGACP00000018177	ENSLOCP00000020579
ENSGACP00000017601	ENSLOCP00000021098
ENSGACP00000015756	ENSLOCP00000013643
ENSGACP00000010532	ENSLOCP00000012961
ENSGACP00000005207	ENSLOCP00000012281
ENSGACP00000027591	ENSLOCP00000001522
ENSGACP00000018526	ENSLOCP00000004880
ENSGACP00000027186	ENSLOCP00000010331
ENSGACP00000007001	ENSLOCP00000009640
ENSGACP00000004564	ENSLOCP00000016717
ENSGACP00000026227	ENSLOCP00000021995
ENSGACP00000012489	ENSLOCP00000010388
ENSGACP00000024787	ENSLOCP00000003245
ENSGACP00000017682	ENSLOCP00000007791
ENSGACP00000010544	ENSLOCP00000018895
ENSGACP00000017359	ENSLOCP00000018014
ENSGACP00000013213	ENSLOCP00000020212
ENSGACP00000011324	ENSLOCP00000009865
ENSGACP00000016197	ENSLOCP00000015636
ENSGACP00000027175	ENSLOCP00000010111
ENSGACP00000011964	ENSLOCP00000006562
ENSGACP00000007155	ENSLOCP00000009969
ENSGACP00000009417	ENSLOCP00000007918
ENSGACP00000006275	ENSLOCP00000011455
ENSGACP00000018127	ENSLOCP00000014583
ENSGACP00000015323	ENSLOCP00000017922
ENSGACP00000000426	ENSLOCP00000015159
ENSGACP00000015635	ENSLOCP00000002660
ENSGACP00000019696	ENSLOCP00000011234
ENSGACP00000005927	ENSLOCP00000015367
ENSGACP00000014358	ENSLOCP00000007777
ENSGACP00000009495	ENSLOCP00000018394
ENSGACP00000006094	ENSLOCP00000008416
ENSGACP00000022435	ENSLOCP00000018461
ENSGACP00000010281	ENSLOCP00000005924
ENSGACP00000021931	ENSLOCP00000005924
ENSGACP00000024511	ENSLOCP00000002590
ENSGACP00000014569	ENSLOCP00000015715
ENSGACP00000012768	ENSLOCP00000015715
ENSGACP00000018966	ENSLOCP00000007393
ENSGACP00000022037	ENSLOCP00000008697
ENSGACP00000020031	ENSLOCP00000006310
ENSGACP00000021198	ENSLOCP00000011145
ENSGACP00000010879	ENSLOCP00000004619
ENSGACP00000026403	ENSLOCP00000019052
ENSGACP00000021611	ENSLOCP00000009772
ENSGACP00000023558	ENSLOCP00000009772
ENSGACP00000015781	ENSLOCP00000009974
ENSGACP00000026679	ENSLOCP00000005697
ENSGACP00000020687	ENSLOCP00000005666
ENSGACP00000000280	ENSLOCP00000019227
ENSGACP00000005852	ENSLOCP00000009117
ENSGACP00000017450	ENSLOCP00000019271
ENSGACP00000018229	ENSLOCP00000002925
ENSGACP00000020435	ENSLOCP00000003586
ENSGACP00000008230	ENSLOCP00000008080
ENSGACP00000008039	ENSLOCP00000020404
ENSGACP00000016245	ENSLOCP00000016452
ENSGACP00000007326	ENSLOCP00000007163
ENSGACP00000025828	ENSLOCP00000004863
ENSGACP00000023723	ENSLOCP00000015847
ENSGACP00000020969	ENSLOCP00000006470
ENSGACP00000008652	ENSLOCP00000020843
ENSGACP00000021241	ENSLOCP00000009119
ENSGACP00000005200	ENSLOCP00000014438
ENSGACP00000027104	ENSLOCP00000005130
ENSGACP00000003426	ENSLOCP00000007051
ENSGACP00000009718	ENSLOCP00000015898
ENSGACP00000003904	ENSLOCP00000015700
ENSGACP00000004041	ENSLOCP00000005190
ENSGACP00000007550	ENSLOCP00000016093
ENSGACP00000003814	ENSLOCP00000001640
ENSGACP00000015172	ENSLOCP00000002190
ENSGACP00000000115	ENSLOCP00000009884
ENSGACP00000019487	ENSLOCP00000009884
ENSGACP00000006486	ENSLOCP00000016174
ENSGACP00000012077	ENSLOCP00000005001
ENSGACP00000003602	ENSLOCP00000003479
ENSGACP00000015773	ENSLOCP00000010742
ENSGACP00000020462	ENSLOCP00000007690
ENSGACP00000000840	ENSLOCP00000004286
ENSGACP00000013125	ENSLOCP00000020197
ENSGACP00000026114	ENSLOCP00000019004
ENSGACP00000023286	ENSLOCP00000008775
ENSGACP00000003579	ENSLOCP00000019864
ENSGACP00000000549	ENSLOCP00000001949
ENSGACP00000017672	ENSLOCP00000006882
ENSGACP00000027572	ENSLOCP00000005796
ENSGACP00000024617	ENSLOCP00000010748
ENSGACP00000020011	ENSLOCP00000010457
ENSGACP00000015954	ENSLOCP00000013293
ENSGACP00000017646	ENSLOCP00000016577
ENSGACP00000024044	ENSLOCP00000016577
ENSGACP00000012046	ENSLOCP00000004981
ENSGACP00000013958	ENSLOCP00000013125
ENSGACP00000011099	ENSLOCP00000006870
ENSGACP00000011929	ENSLOCP00000010900
ENSGACP00000014499	ENSLOCP00000007585
ENSGACP00000026698	ENSLOCP00000004417
ENSGACP00000026631	ENSLOCP00000006058
ENSGACP00000018925	ENSLOCP00000003356
ENSGACP00000010259	ENSLOCP00000008193
ENSGACP00000016825	ENSLOCP00000013682
ENSGACP00000016445	ENSLOCP00000011262
ENSGACP00000025857	ENSLOCP00000013130
ENSGACP00000013222	ENSLOCP00000008071
ENSGACP00000022014	ENSLOCP00000003489
ENSGACP00000012877	ENSLOCP00000007770
ENSGACP00000020148	ENSLOCP00000013502
ENSGACP00000007826	ENSLOCP00000008717
ENSGACP00000004327	ENSLOCP00000002185
ENSGACP00000020397	ENSLOCP00000012724
ENSGACP00000011236	ENSLOCP00000002391
ENSGACP00000017746	ENSLOCP00000019883
ENSGACP00000025696	ENSLOCP00000010408
ENSGACP00000016201	ENSLOCP00000016412
ENSGACP00000008495	ENSLOCP00000014014
ENSGACP00000015450	ENSLOCP00000008300
ENSGACP00000022864	ENSLOCP00000018840
ENSGACP00000019704	ENSLOCP00000004370
ENSGACP00000025878	ENSLOCP00000014878
ENSGACP00000017553	ENSLOCP00000021281
ENSGACP00000011884	ENSLOCP00000010693
ENSGACP00000015866	ENSLOCP00000000817
ENSGACP00000008827	ENSLOCP00000006995
ENSGACP00000003091	ENSLOCP00000006345
ENSGACP00000009345	ENSLOCP00000011191
ENSGACP00000011398	ENSLOCP00000006864
ENSGACP00000026478	ENSLOCP00000018673
ENSGACP00000012103	ENSLOCP00000012182
ENSGACP00000016128	ENSLOCP00000010321
ENSGACP00000009582	ENSLOCP00000014666
ENSGACP00000002071	ENSLOCP00000009285
ENSGACP00000017074	ENSLOCP00000021217
ENSGACP00000010836	ENSLOCP00000006561
ENSGACP00000007083	ENSLOCP00000013129
ENSGACP00000009570	ENSLOCP00000014695
ENSGACP00000009731	ENSLOCP00000017164
ENSGACP00000004928	ENSLOCP00000020621
ENSGACP00000006899	ENSLOCP00000002311
ENSGACP00000010405	ENSLOCP00000009501
ENSGACP00000002444	ENSLOCP00000018325
ENSGACP00000011190	ENSLOCP00000012372
ENSGACP00000025567	ENSLOCP00000019256
ENSGACP00000014799	ENSLOCP00000011797
ENSGACP00000006141	ENSLOCP00000018343
ENSGACP00000009425	ENSLOCP00000007935
ENSGACP00000004745	ENSLOCP00000020999
ENSGACP00000008783	ENSLOCP00000003658
ENSGACP00000000967	ENSLOCP00000017849
ENSGACP00000020077	ENSLOCP00000012542
ENSGACP00000026100	ENSLOCP00000019867
ENSGACP00000013541	ENSLOCP00000010338
ENSGACP00000002899	ENSLOCP00000001983
ENSGACP00000006510	ENSLOCP00000004558
ENSGACP00000027468	ENSLOCP00000005703
ENSGACP00000007846	ENSLOCP00000008442
ENSGACP00000008388	ENSLOCP00000001061
ENSGACP00000023616	ENSLOCP00000016997
ENSGACP00000026131	ENSLOCP00000019037
ENSGACP00000021315	ENSLOCP00000019061
ENSGACP00000000970	ENSLOCP00000013608
ENSGACP00000019893	ENSLOCP00000001571
ENSGACP00000010790	ENSLOCP00000004707
ENSGACP00000009507	ENSLOCP00000004707
ENSGACP00000001565	ENSLOCP00000016079
ENSGACP00000019965	ENSLOCP00000011737
ENSGACP00000017763	ENSLOCP00000000458
ENSGACP00000005229	ENSLOCP00000015224
ENSGACP00000003588	ENSLOCP00000019863
ENSGACP00000022749	ENSLOCP00000002835
ENSGACP00000009726	ENSLOCP00000019942
ENSGACP00000022975	ENSLOCP00000007287
ENSGACP00000015025	ENSLOCP00000001852
ENSGACP00000010926	ENSLOCP00000013297
ENSGACP00000024476	ENSLOCP00000016766
ENSGACP00000023191	ENSLOCP00000015371
ENSGACP00000026249	ENSLOCP00000018683
ENSGACP00000013661	ENSLOCP00000007187
ENSGACP00000021472	ENSLOCP00000010863
ENSGACP00000018913	ENSLOCP00000017274
ENSGACP00000022088	ENSLOCP00000000963
ENSGACP00000007641	ENSLOCP00000016102
ENSGACP00000027622	ENSLOCP00000011776
ENSGACP00000018724	ENSLOCP00000000506
ENSGACP00000025216	ENSLOCP00000015613
ENSGACP00000006771	ENSLOCP00000014912
ENSGACP00000023215	ENSLOCP00000001587
ENSGACP00000025071	ENSLOCP00000021040
ENSGACP00000012708	ENSLOCP00000018295
ENSGACP00000009203	ENSLOCP00000008026
ENSGACP00000014761	ENSLOCP00000019821
ENSGACP00000018614	ENSLOCP00000001483
ENSGACP00000018777	ENSLOCP00000020468
ENSGACP00000007484	ENSLOCP00000022193
ENSGACP00000022005	ENSLOCP00000006454
ENSGACP00000003410	ENSLOCP00000007614
ENSGACP00000024614	ENSLOCP00000013728
ENSGACP00000013568	ENSLOCP00000000880
ENSGACP00000004673	ENSLOCP00000019617
ENSGACP00000002586	ENSLOCP00000011301
ENSGACP00000021687	ENSLOCP00000016804
ENSGACP00000010737	ENSLOCP00000006339
ENSGACP00000005672	ENSLOCP00000017048
ENSGACP00000014758	ENSLOCP00000016701
ENSGACP00000011571	ENSLOCP00000005787
ENSGACP00000027274	ENSLOCP00000007263
ENSGACP00000019458	ENSLOCP00000007816
ENSGACP00000018362	ENSLOCP00000013049
ENSGACP00000020801	ENSLOCP00000005628
ENSGACP00000017606	ENSLOCP00000010733
ENSGACP00000006338	ENSLOCP00000017557
ENSGACP00000002775	ENSLOCP00000004456
ENSGACP00000020389	ENSLOCP00000020607
ENSGACP00000025400	ENSLOCP00000014895
ENSGACP00000005988	ENSLOCP00000015098
ENSGACP00000014320	ENSLOCP00000018928
ENSGACP00000006536	ENSLOCP00000000261
ENSGACP00000019448	ENSLOCP00000017750
ENSGACP00000016167	ENSLOCP00000016313
ENSGACP00000024863	ENSLOCP00000011626
ENSGACP00000016704	ENSLOCP00000006784
ENSGACP00000004330	ENSLOCP00000009627
ENSGACP00000018864	ENSLOCP00000017320
ENSGACP00000007665	ENSLOCP00000013089
ENSGACP00000021119	ENSLOCP00000012592
ENSGACP00000016378	ENSLOCP00000012592
ENSGACP00000018025	ENSLOCP00000011659
ENSGACP00000004833	ENSLOCP00000008318
ENSGACP00000022468	ENSLOCP00000015747
ENSGACP00000010051	ENSLOCP00000004733
ENSGACP00000014550	ENSLOCP00000007364
ENSGACP00000006955	ENSLOCP00000009776
ENSGACP00000012192	ENSLOCP00000007110
ENSGACP00000020368	ENSLOCP00000005571
ENSGACP00000004277	ENSLOCP00000004455
ENSGACP00000011274	ENSLOCP00000001698
ENSGACP00000015685	ENSLOCP00000020851
ENSGACP00000014391	ENSLOCP00000007650
ENSGACP00000027279	ENSLOCP00000007194
ENSGACP00000015710	ENSLOCP00000020863
ENSGACP00000009533	ENSLOCP00000008043
ENSGACP00000019715	ENSLOCP00000011716
ENSGACP00000017977	ENSLOCP00000011979
ENSGACP00000002209	ENSLOCP00000009716
ENSGACP00000020081	ENSLOCP00000013382
ENSGACP00000024286	ENSLOCP00000004129
ENSGACP00000000645	ENSLOCP00000004317
ENSGACP00000003929	ENSLOCP00000005329
ENSGACP00000020813	ENSLOCP00000006974
ENSGACP00000012290	ENSLOCP00000004713
ENSGACP00000021383	ENSLOCP00000003893
ENSGACP00000006740	ENSLOCP00000009617
ENSGACP00000014694	ENSLOCP00000019970
ENSGACP00000011597	ENSLOCP00000005269
ENSGACP00000027092	ENSLOCP00000005269
ENSGACP00000018039	ENSLOCP00000016001
ENSGACP00000017888	ENSLOCP00000007430
ENSGACP00000007108	ENSLOCP00000005925
ENSGACP00000008591	ENSLOCP00000006149
ENSGACP00000016357	ENSLOCP00000020535
ENSGACP00000026533	ENSLOCP00000021140
ENSGACP00000018194	ENSLOCP00000012525
ENSGACP00000014702	ENSLOCP00000020500
ENSGACP00000016863	ENSLOCP00000021237
ENSGACP00000019986	ENSLOCP00000009556
ENSGACP00000011282	ENSLOCP00000013951
ENSGACP00000018405	ENSLOCP00000009367
ENSGACP00000003181	ENSLOCP00000020638
ENSGACP00000010367	ENSLOCP00000013494
ENSGACP00000012320	ENSLOCP00000009125
ENSGACP00000000639	ENSLOCP00000014973
ENSGACP00000004860	ENSLOCP00000014973
ENSGACP00000020698	ENSLOCP00000005892
ENSGACP00000023618	ENSLOCP00000012391
ENSGACP00000021177	ENSLOCP00000012391
ENSGACP00000005593	ENSLOCP00000003493
ENSGACP00000010286	ENSLOCP00000013217
ENSGACP00000008546	ENSLOCP00000020866
ENSGACP00000020428	ENSLOCP00000016876
ENSGACP00000006639	ENSLOCP00000015989
ENSGACP00000012333	ENSLOCP00000012533
ENSGACP00000018330	ENSLOCP00000003927
ENSGACP00000025053	ENSLOCP00000019636
ENSGACP00000017529	ENSLOCP00000021284
ENSGACP00000003409	ENSLOCP00000005808
ENSGACP00000023450	ENSLOCP00000002162
ENSGACP00000011620	ENSLOCP00000015544
ENSGACP00000019222	ENSLOCP00000012977
ENSGACP00000020372	ENSLOCP00000007133
ENSGACP00000018880	ENSLOCP00000017314
ENSGACP00000011601	ENSLOCP00000020067
ENSGACP00000008912	ENSLOCP00000018506
ENSGACP00000001582	ENSLOCP00000018506
ENSGACP00000025268	ENSLOCP00000010213
ENSGACP00000024740	ENSLOCP00000014523
ENSGACP00000017539	ENSLOCP00000021283
ENSGACP00000014547	ENSLOCP00000021107
ENSGACP00000014344	ENSLOCP00000018076
ENSGACP00000005838	ENSLOCP00000009083
ENSGACP00000019823	ENSLOCP00000012652
ENSGACP00000025398	ENSLOCP00000016902
ENSGACP00000011947	ENSLOCP00000010678
ENSGACP00000013801	ENSLOCP00000010097
ENSGACP00000018607	ENSLOCP00000017355
ENSGACP00000025219	ENSLOCP00000018943
ENSGACP00000014209	ENSLOCP00000005186
ENSGACP00000001977	ENSLOCP00000017666
ENSGACP00000011592	ENSLOCP00000019470
ENSGACP00000003887	ENSLOCP00000013743
ENSGACP00000022986	ENSLOCP00000014650
ENSGACP00000025695	ENSLOCP00000017019
ENSGACP00000005263	ENSLOCP00000021192
ENSGACP00000023313	ENSLOCP00000002686
ENSGACP00000001397	ENSLOCP00000018629
ENSGACP00000026043	ENSLOCP00000019656
ENSGACP00000014023	ENSLOCP00000014050
ENSGACP00000013250	ENSLOCP00000010427
ENSGACP00000023156	ENSLOCP00000002396
ENSGACP00000022622	ENSLOCP00000001524
ENSGACP00000017673	ENSLOCP00000021265
ENSGACP00000021420	ENSLOCP00000020563
ENSGACP00000018967	ENSLOCP00000015905
ENSGACP00000014385	ENSLOCP00000015905
ENSGACP00000008625	ENSLOCP00000007043
ENSGACP00000026875	ENSLOCP00000018201
ENSGACP00000008710	ENSLOCP00000014815
ENSGACP00000003845	ENSLOCP00000000231
ENSGACP00000010246	ENSLOCP00000013276
ENSGACP00000014236	ENSLOCP00000001687
ENSGACP00000009640	ENSLOCP00000008248
ENSGACP00000005194	ENSLOCP00000005261
ENSGACP00000022814	ENSLOCP00000006497
ENSGACP00000011745	ENSLOCP00000004968
ENSGACP00000023257	ENSLOCP00000018218
ENSGACP00000004862	ENSLOCP00000007035
ENSGACP00000027634	ENSLOCP00000007193
ENSGACP00000021352	ENSLOCP00000010063
ENSGACP00000003159	ENSLOCP00000016614
ENSGACP00000000010	ENSLOCP00000009427
ENSGACP00000011356	ENSLOCP00000006571
ENSGACP00000005164	ENSLOCP00000002056
ENSGACP00000013399	ENSLOCP00000008227
ENSGACP00000018599	ENSLOCP00000002808
ENSGACP00000019835	ENSLOCP00000015996
ENSGACP00000020622	ENSLOCP00000006829
ENSGACP00000020533	ENSLOCP00000003125
ENSGACP00000024387	ENSLOCP00000011288
ENSGACP00000022444	ENSLOCP00000005946
ENSGACP00000005403	ENSLOCP00000019548
ENSGACP00000013990	ENSLOCP00000021311
ENSGACP00000024625	ENSLOCP00000013334
ENSGACP00000020158	ENSLOCP00000012329
ENSGACP00000002249	ENSLOCP00000005410
ENSGACP00000017406	ENSLOCP00000017654
ENSGACP00000027441	ENSLOCP00000008472
ENSGACP00000026361	ENSLOCP00000020963
ENSGACP00000007068	ENSLOCP00000000011
ENSGACP00000005691	ENSLOCP00000008919
ENSGACP00000008448	ENSLOCP00000014007
ENSGACP00000009869	ENSLOCP00000003029
ENSGACP00000007038	ENSLOCP00000001730
ENSGACP00000003506	ENSLOCP00000016787
ENSGACP00000012441	ENSLOCP00000012388
ENSGACP00000010821	ENSLOCP00000009837
ENSGACP00000009022	ENSLOCP00000003873
ENSGACP00000024868	ENSLOCP00000018804
ENSGACP00000019029	ENSLOCP00000008033
ENSGACP00000003757	ENSLOCP00000009389
ENSGACP00000021330	ENSLOCP00000019043
ENSGACP00000001329	ENSLOCP00000019043
ENSGACP00000017716	ENSLOCP00000008526
ENSGACP00000010033	ENSLOCP00000005024
ENSGACP00000011739	ENSLOCP00000005968
ENSGACP00000019627	ENSLOCP00000002014
ENSGACP00000018425	ENSLOCP00000009574
ENSGACP00000017527	ENSLOCP00000021359
ENSGACP00000013391	ENSLOCP00000005133
ENSGACP00000017058	ENSLOCP00000004717
ENSGACP00000000017	ENSLOCP00000007771
ENSGACP00000012242	ENSLOCP00000010730
ENSGACP00000001394	ENSLOCP00000009181
ENSGACP00000002666	ENSLOCP00000004351
ENSGACP00000005831	ENSLOCP00000019305
ENSGACP00000023959	ENSLOCP00000006969
ENSGACP00000015699	ENSLOCP00000007691
ENSGACP00000023796	ENSLOCP00000004006
ENSGACP00000017637	ENSLOCP00000003488
ENSGACP00000020720	ENSLOCP00000006089
ENSGACP00000003786	ENSLOCP00000017862
ENSGACP00000001263	ENSLOCP00000003715
ENSGACP00000027585	ENSLOCP00000005969
ENSGACP00000026634	ENSLOCP00000006141
ENSGACP00000015956	ENSLOCP00000017337
ENSGACP00000010641	ENSLOCP00000008398
ENSGACP00000014524	ENSLOCP00000007391
ENSGACP00000010497	ENSLOCP00000013759
ENSGACP00000020065	ENSLOCP00000006675
ENSGACP00000003307	ENSLOCP00000003057
ENSGACP00000019989	ENSLOCP00000013412
ENSGACP00000006263	ENSLOCP00000014840
ENSGACP00000005868	ENSLOCP00000013870
ENSGACP00000027056	ENSLOCP00000011190
ENSGACP00000005047	ENSLOCP00000016499
ENSGACP00000025424	ENSLOCP00000008357
ENSGACP00000013945	ENSLOCP00000017182
ENSGACP00000000765	ENSLOCP00000020387
ENSGACP00000005693	ENSLOCP00000020387
ENSGACP00000009561	ENSLOCP00000014703
ENSGACP00000009808	ENSLOCP00000015706
ENSGACP00000024616	ENSLOCP00000014140
ENSGACP00000023178	ENSLOCP00000002121
ENSGACP00000009642	ENSLOCP00000015598
ENSGACP00000010489	ENSLOCP00000015427
ENSGACP00000009639	ENSLOCP00000014592
ENSGACP00000019315	ENSLOCP00000015048
ENSGACP00000010570	ENSLOCP00000009226
ENSGACP00000008930	ENSLOCP00000005263
ENSGACP00000004941	ENSLOCP00000002561
ENSGACP00000020045	ENSLOCP00000010129
ENSGACP00000000398	ENSLOCP00000012895
ENSGACP00000020211	ENSLOCP00000007932
ENSGACP00000002922	ENSLOCP00000012615
ENSGACP00000004525	ENSLOCP00000010644
ENSGACP00000005762	ENSLOCP00000011969
ENSGACP00000016030	ENSLOCP00000006981
ENSGACP00000011632	ENSLOCP00000018110
ENSGACP00000023222	ENSLOCP00000007404
ENSGACP00000023312	ENSLOCP00000001763
ENSGACP00000013680	ENSLOCP00000008386
ENSGACP00000026023	ENSLOCP00000019677
ENSGACP00000024302	ENSLOCP00000014533
ENSGACP00000024327	ENSLOCP00000013030
ENSGACP00000026758	ENSLOCP00000003911
ENSGACP00000019775	ENSLOCP00000013701
ENSGACP00000015514	ENSLOCP00000019468
ENSGACP00000005093	ENSLOCP00000016449
ENSGACP00000007943	ENSLOCP00000021083
ENSGACP00000026784	ENSLOCP00000004716
ENSGACP00000001276	ENSLOCP00000013931
ENSGACP00000017502	ENSLOCP00000007407
ENSGACP00000001346	ENSLOCP00000019582
ENSGACP00000002857	ENSLOCP00000020558
ENSGACP00000003164	ENSLOCP00000006536
ENSGACP00000004302	ENSLOCP00000008078
ENSGACP00000021531	ENSLOCP00000021689
ENSGACP00000006812	ENSLOCP00000009698
ENSGACP00000026496	ENSLOCP00000019376
ENSGACP00000021922	ENSLOCP00000009842
ENSGACP00000014145	ENSLOCP00000020677
ENSGACP00000003469	ENSLOCP00000010691
ENSGACP00000005765	ENSLOCP00000013569
ENSGACP00000007121	ENSLOCP00000000900
ENSGACP00000001929	ENSLOCP00000001727
ENSGACP00000006941	ENSLOCP00000002082
ENSGACP00000002661	ENSLOCP00000001558
ENSGACP00000009830	ENSLOCP00000001743
ENSGACP00000009072	ENSLOCP00000005086
ENSGACP00000015377	ENSLOCP00000001696
ENSGACP00000020723	ENSLOCP00000013065
ENSGACP00000015587	ENSLOCP00000014527
ENSGACP00000016765	ENSLOCP00000007656
ENSGACP00000026506	ENSLOCP00000019394
ENSGACP00000008255	ENSLOCP00000012379
ENSGACP00000006161	ENSLOCP00000001274
ENSGACP00000007696	ENSLOCP00000013079
ENSGACP00000014379	ENSLOCP00000018921
ENSGACP00000006507	ENSLOCP00000011628
ENSGACP00000005223	ENSLOCP00000016636
ENSGACP00000022433	ENSLOCP00000008706
ENSGACP00000006738	ENSLOCP00000002177
ENSGACP00000017456	ENSLOCP00000004564
ENSGACP00000011737	ENSLOCP00000004564
ENSGACP00000017449	ENSLOCP00000004601
ENSGACP00000001402	ENSLOCP00000019948
ENSGACP00000006598	ENSLOCP00000021124
ENSGACP00000024731	ENSLOCP00000015178
ENSGACP00000021588	ENSLOCP00000014393
ENSGACP00000019259	ENSLOCP00000015836
ENSGACP00000004589	ENSLOCP00000015540
ENSGACP00000001106	ENSLOCP00000018685
ENSGACP00000014697	ENSLOCP00000007138
ENSGACP00000002026	ENSLOCP00000005715
ENSGACP00000023546	ENSLOCP00000009752
ENSGACP00000001468	ENSLOCP00000006917
ENSGACP00000024393	ENSLOCP00000009614
ENSGACP00000011851	ENSLOCP00000004842
ENSGACP00000019045	ENSLOCP00000008052
ENSGACP00000026202	ENSLOCP00000002116
ENSGACP00000016265	ENSLOCP00000016471
ENSGACP00000012798	ENSLOCP00000012333
ENSGACP00000006545	ENSLOCP00000016047
ENSGACP00000011457	ENSLOCP00000019541
ENSGACP00000026010	ENSLOCP00000019683
ENSGACP00000013497	ENSLOCP00000002264
ENSGACP00000023566	ENSLOCP00000009807
ENSGACP00000008986	ENSLOCP00000003734
ENSGACP00000027534	ENSLOCP00000015266
ENSGACP00000003876	ENSLOCP00000013724
ENSGACP00000011544	ENSLOCP00000003404
ENSGACP00000004535	ENSLOCP00000003404
ENSGACP00000026305	ENSLOCP00000019325
ENSGACP00000009226	ENSLOCP00000004425
ENSGACP00000020401	ENSLOCP00000012741
ENSGACP00000006051	ENSLOCP00000009212
ENSGACP00000023870	ENSLOCP00000009138
ENSGACP00000027442	ENSLOCP00000001221
ENSGACP00000025532	ENSLOCP00000018569
ENSGACP00000025399	ENSLOCP00000014905
ENSGACP00000002460	ENSLOCP00000003665
ENSGACP00000009117	ENSLOCP00000001886
ENSGACP00000008209	ENSLOCP00000010817
ENSGACP00000001666	ENSLOCP00000017534
ENSGACP00000002432	ENSLOCP00000012630
ENSGACP00000014729	ENSLOCP00000016679
ENSGACP00000011810	ENSLOCP00000020792
ENSGACP00000003627	ENSLOCP00000020163
ENSGACP00000024330	ENSLOCP00000013016
ENSGACP00000022932	ENSLOCP00000003558
ENSGACP00000008136	ENSLOCP00000016859
ENSGACP00000018158	ENSLOCP00000012242
ENSGACP00000026777	ENSLOCP00000004239
ENSGACP00000011688	ENSLOCP00000021322
ENSGACP00000006807	ENSLOCP00000017146
ENSGACP00000006635	ENSLOCP00000014101
ENSGACP00000000650	ENSLOCP00000007556
ENSGACP00000027006	ENSLOCP00000010708
ENSGACP00000025273	ENSLOCP00000020430
ENSGACP00000017210	ENSLOCP00000002491
ENSGACP00000013593	ENSLOCP00000010241
ENSGACP00000020984	ENSLOCP00000016252
ENSGACP00000017169	ENSLOCP00000002394
ENSGACP00000005089	ENSLOCP00000011726
ENSGACP00000023337	ENSLOCP00000016959
ENSGACP00000012034	ENSLOCP00000005053
ENSGACP00000002630	ENSLOCP00000015809
ENSGACP00000021501	ENSLOCP00000007088
ENSGACP00000020293	ENSLOCP00000006408
ENSGACP00000003389	ENSLOCP00000002239
ENSGACP00000005313	ENSLOCP00000010752
ENSGACP00000010591	ENSLOCP00000015912
ENSGACP00000022465	ENSLOCP00000001097
ENSGACP00000006828	ENSLOCP00000021094
ENSGACP00000010474	ENSLOCP00000005591
ENSGACP00000018788	ENSLOCP00000015319
ENSGACP00000014329	ENSLOCP00000017969
ENSGACP00000012083	ENSLOCP00000005162
ENSGACP00000001983	ENSLOCP00000012583
ENSGACP00000003752	ENSLOCP00000008832
ENSGACP00000006584	ENSLOCP00000021126
ENSGACP00000024180	ENSLOCP00000021129
ENSGACP00000019066	ENSLOCP00000014952
ENSGACP00000026301	ENSLOCP00000019322
ENSGACP00000008236	ENSLOCP00000000328
ENSGACP00000002880	ENSLOCP00000003771
ENSGACP00000003942	ENSLOCP00000020458
ENSGACP00000006662	ENSLOCP00000014141
ENSGACP00000000822	ENSLOCP00000019418
ENSGACP00000019674	ENSLOCP00000008531
ENSGACP00000023608	ENSLOCP00000015202
ENSGACP00000015294	ENSLOCP00000020107
