ENSP00000262384	ENSACAP00000005936
ENSP00000277458	ENSACAP00000008150
ENSP00000256722	ENSACAP00000006924
ENSP00000276571	ENSACAP00000016393
ENSP00000347338	ENSACAP00000013554
ENSP00000305664	ENSACAP00000002224
ENSP00000231749	ENSACAP00000019852
ENSP00000298717	ENSACAP00000002807
ENSP00000312599	ENSACAP00000012799
ENSP00000436152	ENSACAP00000014265
ENSP00000391549	ENSACAP00000009024
ENSP00000356470	ENSACAP00000002219
ENSP00000218056	ENSACAP00000006242
ENSP00000418803	ENSACAP00000013497
ENSP00000372445	ENSACAP00000007716
ENSP00000261234	ENSACAP00000000708
ENSP00000224600	ENSACAP00000011058
ENSP00000256441	ENSACAP00000016161
ENSP00000359518	ENSACAP00000022337
ENSP00000262753	ENSACAP00000013755
ENSP00000366032	ENSACAP00000008841
ENSP00000007390	ENSACAP00000019542
ENSP00000473172	ENSACAP00000012476
ENSP00000254742	ENSACAP00000010702
ENSP00000237455	ENSACAP00000011369
ENSP00000379839	ENSACAP00000001875
ENSP00000355944	ENSACAP00000006191
ENSP00000285947	ENSACAP00000014409
ENSP00000314733	ENSACAP00000009585
ENSP00000385597	ENSACAP00000008542
ENSP00000260372	ENSACAP00000015480
ENSP00000355900	ENSACAP00000014658
ENSP00000298585	ENSACAP00000014695
ENSP00000294973	ENSACAP00000014444
ENSP00000360899	ENSACAP00000010463
ENSP00000371061	ENSACAP00000010402
ENSP00000387982	ENSACAP00000015677
ENSP00000364526	ENSACAP00000007339
ENSP00000243878	ENSACAP00000001238
ENSP00000419087	ENSACAP00000010939
ENSP00000361486	ENSACAP00000007392
ENSP00000072869	ENSACAP00000010935
ENSP00000362340	ENSACAP00000014524
ENSP00000356702	ENSACAP00000013102
ENSP00000377232	ENSACAP00000006836
ENSP00000362021	ENSACAP00000007779
ENSP00000193322	ENSACAP00000022975
ENSP00000307821	ENSACAP00000005686
ENSP00000463159	ENSACAP00000002917
ENSP00000385814	ENSACAP00000014043
ENSP00000379367	ENSACAP00000009604
ENSP00000293273	ENSACAP00000012754
ENSP00000378409	ENSACAP00000016114
ENSP00000376910	ENSACAP00000010863
ENSP00000352021	ENSACAP00000015290
ENSP00000341684	ENSACAP00000022672
ENSP00000318423	ENSACAP00000009616
ENSP00000384334	ENSACAP00000022917
ENSP00000258443	ENSACAP00000001917
ENSP00000385757	ENSACAP00000017200
ENSP00000233616	ENSACAP00000000524
ENSP00000278980	ENSACAP00000009557
ENSP00000352271	ENSACAP00000010421
ENSP00000383851	ENSACAP00000020094
ENSP00000274137	ENSACAP00000000702
ENSP00000248114	ENSACAP00000011852
ENSP00000397172	ENSACAP00000011763
ENSP00000367301	ENSACAP00000017627
ENSP00000263897	ENSACAP00000010445
ENSP00000319341	ENSACAP00000001122
ENSP00000311665	ENSACAP00000006299
ENSP00000417581	ENSACAP00000003135
ENSP00000420716	ENSACAP00000014567
ENSP00000253108	ENSACAP00000003830
ENSP00000377372	ENSACAP00000014676
ENSP00000360998	ENSACAP00000000659
ENSP00000361518	ENSACAP00000009468
ENSP00000283946	ENSACAP00000005296
ENSP00000461625	ENSACAP00000013600
ENSP00000040663	ENSACAP00000003371
ENSP00000355721	ENSACAP00000005083
ENSP00000255476	ENSACAP00000004319
ENSP00000387020	ENSACAP00000006079
ENSP00000321976	ENSACAP00000004156
ENSP00000258662	ENSACAP00000014478
ENSP00000304903	ENSACAP00000010419
ENSP00000331111	ENSACAP00000011295
ENSP00000365601	ENSACAP00000001915
ENSP00000385285	ENSACAP00000010859
ENSP00000339495	ENSACAP00000012280
ENSP00000324203	ENSACAP00000003181
ENSP00000219097	ENSACAP00000013213
ENSP00000440832	ENSACAP00000021342
ENSP00000390478	ENSACAP00000008735
ENSP00000333441	ENSACAP00000012653
ENSP00000293604	ENSACAP00000010716
ENSP00000367319	ENSACAP00000013840
ENSP00000268130	ENSACAP00000022141
ENSP00000371345	ENSACAP00000006784
ENSP00000255759	ENSACAP00000000202
ENSP00000270517	ENSACAP00000016712
ENSP00000379754	ENSACAP00000010167
ENSP00000417161	ENSACAP00000000661
ENSP00000253099	ENSACAP00000008058
ENSP00000262293	ENSACAP00000016862
ENSP00000305892	ENSACAP00000019994
ENSP00000355627	ENSACAP00000001655
ENSP00000267425	ENSACAP00000004208
ENSP00000451974	ENSACAP00000010557
ENSP00000302537	ENSACAP00000003831
ENSP00000361084	ENSACAP00000001498
ENSP00000468969	ENSACAP00000003694
ENSP00000361095	ENSACAP00000015446
ENSP00000156084	ENSACAP00000007458
ENSP00000353564	ENSACAP00000002759
ENSP00000238044	ENSACAP00000010284
ENSP00000321345	ENSACAP00000021093
ENSP00000363339	ENSACAP00000017495
ENSP00000370214	ENSACAP00000000498
ENSP00000369636	ENSACAP00000017383
ENSP00000229769	ENSACAP00000002237
ENSP00000356791	ENSACAP00000010487
ENSP00000414066	ENSACAP00000014454
ENSP00000279028	ENSACAP00000016447
ENSP00000257776	ENSACAP00000003846
ENSP00000346954	ENSACAP00000016545
ENSP00000365401	ENSACAP00000013240
ENSP00000369176	ENSACAP00000001231
ENSP00000259873	ENSACAP00000010588
ENSP00000255389	ENSACAP00000004425
ENSP00000369786	ENSACAP00000021386
ENSP00000380251	ENSACAP00000007279
ENSP00000247933	ENSACAP00000000416
ENSP00000245816	ENSACAP00000015316
ENSP00000332646	ENSACAP00000018719
ENSP00000432305	ENSACAP00000000204
ENSP00000366748	ENSACAP00000008413
ENSP00000365426	ENSACAP00000003431
ENSP00000240361	ENSACAP00000013330
ENSP00000307887	ENSACAP00000008844
ENSP00000445446	ENSACAP00000000386
ENSP00000377470	ENSACAP00000016716
ENSP00000338990	ENSACAP00000016491
ENSP00000322832	ENSACAP00000006122
ENSP00000359221	ENSACAP00000004674
ENSP00000348757	ENSACAP00000016659
ENSP00000377668	ENSACAP00000005234
ENSP00000403852	ENSACAP00000015030
ENSP00000219400	ENSACAP00000008655
ENSP00000354553	ENSACAP00000012800
ENSP00000372720	ENSACAP00000023014
ENSP00000242729	ENSACAP00000011416
ENSP00000220597	ENSACAP00000013291
ENSP00000359339	ENSACAP00000004339
ENSP00000349296	ENSACAP00000010815
ENSP00000335201	ENSACAP00000008235
ENSP00000366249	ENSACAP00000018978
ENSP00000368688	ENSACAP00000001310
ENSP00000415556	ENSACAP00000001040
ENSP00000329860	ENSACAP00000009655
ENSP00000270115	ENSACAP00000021340
ENSP00000308351	ENSACAP00000006496
ENSP00000310375	ENSACAP00000002325
ENSP00000339637	ENSACAP00000008525
ENSP00000452773	ENSACAP00000013676
ENSP00000382327	ENSACAP00000008889
ENSP00000250156	ENSACAP00000002457
ENSP00000156109	ENSACAP00000016316
ENSP00000328088	ENSACAP00000013736
ENSP00000357901	ENSACAP00000014453
ENSP00000317331	ENSACAP00000011146
ENSP00000366006	ENSACAP00000016157
ENSP00000379226	ENSACAP00000014839
ENSP00000288607	ENSACAP00000011281
ENSP00000375907	ENSACAP00000005610
ENSP00000430598	ENSACAP00000023089
ENSP00000270176	ENSACAP00000019234
ENSP00000371805	ENSACAP00000001081
ENSP00000420037	ENSACAP00000008667
ENSP00000330361	ENSACAP00000005168
ENSP00000310448	ENSACAP00000017999
ENSP00000308944	ENSACAP00000007049
ENSP00000220659	ENSACAP00000000214
ENSP00000323076	ENSACAP00000012190
ENSP00000383063	ENSACAP00000001061
ENSP00000318222	ENSACAP00000022599
ENSP00000360492	ENSACAP00000003574
ENSP00000337065	ENSACAP00000022579
ENSP00000341268	ENSACAP00000020341
ENSP00000233331	ENSACAP00000000595
ENSP00000354777	ENSACAP00000006932
ENSP00000287078	ENSACAP00000001355
ENSP00000331849	ENSACAP00000017470
ENSP00000329360	ENSACAP00000014817
ENSP00000326110	ENSACAP00000006561
ENSP00000415430	ENSACAP00000007616
ENSP00000328079	ENSACAP00000016011
ENSP00000219431	ENSACAP00000010527
ENSP00000431808	ENSACAP00000001784
ENSP00000376349	ENSACAP00000009174
ENSP00000389427	ENSACAP00000005441
ENSP00000318999	ENSACAP00000009672
ENSP00000323275	ENSACAP00000019599
ENSP00000345974	ENSACAP00000008434
ENSP00000265239	ENSACAP00000019626
ENSP00000272342	ENSACAP00000021284
ENSP00000259895	ENSACAP00000010156
ENSP00000309792	ENSACAP00000004447
ENSP00000226105	ENSACAP00000019665
ENSP00000280245	ENSACAP00000001922
ENSP00000332681	ENSACAP00000002111
ENSP00000364749	ENSACAP00000000370
ENSP00000317579	ENSACAP00000021772
ENSP00000327832	ENSACAP00000010691
ENSP00000301727	ENSACAP00000013557
ENSP00000424191	ENSACAP00000010770
ENSP00000222284	ENSACAP00000009947
ENSP00000377170	ENSACAP00000006189
ENSP00000273968	ENSACAP00000012713
ENSP00000216492	ENSACAP00000008683
ENSP00000355361	ENSACAP00000022414
ENSP00000368119	ENSACAP00000006019
ENSP00000221486	ENSACAP00000003260
ENSP00000378050	ENSACAP00000000613
ENSP00000468785	ENSACAP00000005965
ENSP00000297562	ENSACAP00000017291
ENSP00000304713	ENSACAP00000010926
ENSP00000295958	ENSACAP00000023002
ENSP00000332404	ENSACAP00000011313
ENSP00000333283	ENSACAP00000014929
ENSP00000302552	ENSACAP00000006265
ENSP00000412922	ENSACAP00000010226
ENSP00000369962	ENSACAP00000022700
ENSP00000316598	ENSACAP00000011603
ENSP00000406164	ENSACAP00000000805
ENSP00000216223	ENSACAP00000015828
ENSP00000429190	ENSACAP00000015365
ENSP00000376445	ENSACAP00000020452
ENSP00000221455	ENSACAP00000004140
ENSP00000297866	ENSACAP00000014662
ENSP00000321706	ENSACAP00000015722
ENSP00000367229	ENSACAP00000001750
ENSP00000302783	ENSACAP00000005525
ENSP00000465432	ENSACAP00000009018
ENSP00000313759	ENSACAP00000011268
ENSP00000330075	ENSACAP00000016593
ENSP00000280325	ENSACAP00000006484
ENSP00000306157	ENSACAP00000008767
ENSP00000313034	ENSACAP00000007025
ENSP00000343636	ENSACAP00000021672
ENSP00000347979	ENSACAP00000000381
ENSP00000434847	ENSACAP00000001209
ENSP00000457016	ENSACAP00000009990
ENSP00000292778	ENSACAP00000001625
ENSP00000373485	ENSACAP00000001402
ENSP00000314343	ENSACAP00000008948
ENSP00000352734	ENSACAP00000001583
ENSP00000350704	ENSACAP00000016937
ENSP00000363999	ENSACAP00000017157
ENSP00000239878	ENSACAP00000001882
ENSP00000300714	ENSACAP00000015082
ENSP00000367910	ENSACAP00000023434
ENSP00000320303	ENSACAP00000004098
ENSP00000255631	ENSACAP00000016777
ENSP00000354762	ENSACAP00000013605
ENSP00000303208	ENSACAP00000000160
ENSP00000313422	ENSACAP00000015402
ENSP00000368869	ENSACAP00000003682
ENSP00000457810	ENSACAP00000001405
ENSP00000473755	ENSACAP00000004492
ENSP00000450310	ENSACAP00000007467
ENSP00000377971	ENSACAP00000021511
ENSP00000442563	ENSACAP00000001060
ENSP00000437532	ENSACAP00000011415
ENSP00000252505	ENSACAP00000016667
ENSP00000346173	ENSACAP00000010248
ENSP00000372482	ENSACAP00000016230
ENSP00000412894	ENSACAP00000011629
ENSP00000468025	ENSACAP00000004830
ENSP00000455026	ENSACAP00000008760
ENSP00000384971	ENSACAP00000012545
ENSP00000429275	ENSACAP00000012996
ENSP00000221671	ENSACAP00000019138
ENSP00000374234	ENSACAP00000011515
ENSP00000254803	ENSACAP00000012606
ENSP00000361548	ENSACAP00000021157
ENSP00000287437	ENSACAP00000010131
ENSP00000337850	ENSACAP00000013514
ENSP00000356156	ENSACAP00000007428
ENSP00000256010	ENSACAP00000010944
ENSP00000296597	ENSACAP00000008694
ENSP00000376946	ENSACAP00000009907
ENSP00000337513	ENSACAP00000012912
ENSP00000258083	ENSACAP00000000567
ENSP00000247815	ENSACAP00000003477
ENSP00000377118	ENSACAP00000000863
ENSP00000330721	ENSACAP00000015729
ENSP00000335500	ENSACAP00000007993
ENSP00000397415	ENSACAP00000015387
ENSP00000363984	ENSACAP00000017180
ENSP00000325958	ENSACAP00000001995
ENSP00000414786	ENSACAP00000010342
ENSP00000417480	ENSACAP00000020587
ENSP00000270502	ENSACAP00000020905
ENSP00000368127	ENSACAP00000001991
ENSP00000386563	ENSACAP00000006071
ENSP00000328133	ENSACAP00000016504
ENSP00000361923	ENSACAP00000009485
ENSP00000366970	ENSACAP00000000635
ENSP00000367952	ENSACAP00000001089
ENSP00000280191	ENSACAP00000005737
ENSP00000300091	ENSACAP00000008625
ENSP00000380702	ENSACAP00000016728
ENSP00000245812	ENSACAP00000015279
ENSP00000330488	ENSACAP00000014122
ENSP00000295682	ENSACAP00000020079
ENSP00000379869	ENSACAP00000020745
ENSP00000303452	ENSACAP00000023094
ENSP00000352928	ENSACAP00000017089
ENSP00000376799	ENSACAP00000022452
ENSP00000368318	ENSACAP00000013850
ENSP00000473185	ENSACAP00000004759
ENSP00000264771	ENSACAP00000001257
ENSP00000353854	ENSACAP00000016884
ENSP00000357069	ENSACAP00000003349
ENSP00000419370	ENSACAP00000013358
ENSP00000401597	ENSACAP00000006832
ENSP00000327889	ENSACAP00000015079
ENSP00000253237	ENSACAP00000015928
ENSP00000267485	ENSACAP00000000715
ENSP00000359401	ENSACAP00000004522
ENSP00000380531	ENSACAP00000000402
ENSP00000442424	ENSACAP00000003791
ENSP00000367265	ENSACAP00000015256
ENSP00000295083	ENSACAP00000022450
ENSP00000310182	ENSACAP00000018733
ENSP00000367193	ENSACAP00000000755
ENSP00000381235	ENSACAP00000008209
ENSP00000475473	ENSACAP00000008855
ENSP00000406327	ENSACAP00000021834
ENSP00000354888	ENSACAP00000010495
ENSP00000386878	ENSACAP00000000760
ENSP00000268711	ENSACAP00000004374
ENSP00000332389	ENSACAP00000013498
ENSP00000247665	ENSACAP00000011016
ENSP00000321691	ENSACAP00000014982
ENSP00000298546	ENSACAP00000004199
ENSP00000222224	ENSACAP00000018105
ENSP00000246041	ENSACAP00000023115
ENSP00000343298	ENSACAP00000002188
ENSP00000274897	ENSACAP00000016434
ENSP00000360327	ENSACAP00000000111
ENSP00000344331	ENSACAP00000003615
ENSP00000418086	ENSACAP00000021963
ENSP00000454153	ENSACAP00000002644
ENSP00000384869	ENSACAP00000003184
ENSP00000328729	ENSACAP00000020534
ENSP00000328729	ENSACAP00000019277
ENSP00000300557	ENSACAP00000006599
ENSP00000416168	ENSACAP00000003708
ENSP00000419417	ENSACAP00000021909
ENSP00000332809	ENSACAP00000009016
ENSP00000229281	ENSACAP00000005298
ENSP00000280200	ENSACAP00000011461
ENSP00000259229	ENSACAP00000005729
ENSP00000443476	ENSACAP00000015568
ENSP00000270066	ENSACAP00000004381
ENSP00000378733	ENSACAP00000007267
ENSP00000295981	ENSACAP00000008469
ENSP00000325978	ENSACAP00000015493
ENSP00000339830	ENSACAP00000022659
ENSP00000405674	ENSACAP00000022273
ENSP00000448665	ENSACAP00000006576
ENSP00000296776	ENSACAP00000009346
ENSP00000243786	ENSACAP00000014044
ENSP00000414884	ENSACAP00000000175
ENSP00000281453	ENSACAP00000002583
ENSP00000340954	ENSACAP00000004637
ENSP00000377778	ENSACAP00000003377
ENSP00000328182	ENSACAP00000005064
ENSP00000361577	ENSACAP00000023095
ENSP00000362507	ENSACAP00000014077
ENSP00000335325	ENSACAP00000002549
ENSP00000356560	ENSACAP00000004770
ENSP00000222008	ENSACAP00000014744
ENSP00000386439	ENSACAP00000003267
ENSP00000306407	ENSACAP00000009490
ENSP00000305702	ENSACAP00000018542
ENSP00000389810	ENSACAP00000004634
ENSP00000411268	ENSACAP00000005621
ENSP00000280236	ENSACAP00000014336
ENSP00000290310	ENSACAP00000021514
ENSP00000229243	ENSACAP00000006072
ENSP00000360803	ENSACAP00000005099
ENSP00000290130	ENSACAP00000002701
ENSP00000307852	ENSACAP00000000509
ENSP00000300952	ENSACAP00000019929
ENSP00000257940	ENSACAP00000004886
ENSP00000261623	ENSACAP00000006491
ENSP00000299440	ENSACAP00000004974
ENSP00000268314	ENSACAP00000005954
ENSP00000464330	ENSACAP00000003637
ENSP00000313752	ENSACAP00000007478
ENSP00000263468	ENSACAP00000019441
ENSP00000259953	ENSACAP00000010184
ENSP00000378312	ENSACAP00000011794
ENSP00000344233	ENSACAP00000011350
ENSP00000320649	ENSACAP00000021261
ENSP00000411584	ENSACAP00000005674
ENSP00000229903	ENSACAP00000021629
ENSP00000296333	ENSACAP00000022783
ENSP00000476140	ENSACAP00000018328
ENSP00000355692	ENSACAP00000006736
ENSP00000280357	ENSACAP00000015126
ENSP00000281471	ENSACAP00000012531
ENSP00000308727	ENSACAP00000022771
ENSP00000358778	ENSACAP00000004494
ENSP00000363530	ENSACAP00000016983
ENSP00000382828	ENSACAP00000001860
ENSP00000329614	ENSACAP00000004937
ENSP00000369849	ENSACAP00000004942
ENSP00000322524	ENSACAP00000010546
ENSP00000299328	ENSACAP00000012507
ENSP00000309606	ENSACAP00000003757
ENSP00000265643	ENSACAP00000013907
ENSP00000329213	ENSACAP00000022953
ENSP00000375849	ENSACAP00000002337
ENSP00000457205	ENSACAP00000007067
ENSP00000221573	ENSACAP00000021409
ENSP00000288014	ENSACAP00000007872
ENSP00000324775	ENSACAP00000005025
ENSP00000354632	ENSACAP00000021688
ENSP00000360320	ENSACAP00000000123
ENSP00000438273	ENSACAP00000020510
ENSP00000388320	ENSACAP00000006628
ENSP00000444210	ENSACAP00000011407
ENSP00000410409	ENSACAP00000014295
ENSP00000216471	ENSACAP00000016932
ENSP00000417841	ENSACAP00000014334
ENSP00000318982	ENSACAP00000001905
ENSP00000380466	ENSACAP00000009489
ENSP00000367817	ENSACAP00000005719
ENSP00000363259	ENSACAP00000018894
ENSP00000360210	ENSACAP00000014207
ENSP00000278520	ENSACAP00000013277
ENSP00000300035	ENSACAP00000022467
ENSP00000274311	ENSACAP00000004247
ENSP00000407763	ENSACAP00000006248
ENSP00000450444	ENSACAP00000015829
ENSP00000370886	ENSACAP00000003997
ENSP00000431759	ENSACAP00000013200
ENSP00000203629	ENSACAP00000005787
ENSP00000332103	ENSACAP00000004340
ENSP00000361667	ENSACAP00000011915
ENSP00000265462	ENSACAP00000006272
ENSP00000262265	ENSACAP00000017059
ENSP00000364737	ENSACAP00000008881
ENSP00000357384	ENSACAP00000008613
ENSP00000324651	ENSACAP00000004342
ENSP00000379667	ENSACAP00000015899
ENSP00000442688	ENSACAP00000006600
ENSP00000258749	ENSACAP00000017754
ENSP00000340474	ENSACAP00000014167
ENSP00000360323	ENSACAP00000000121
ENSP00000302111	ENSACAP00000008384
ENSP00000304676	ENSACAP00000006533
ENSP00000324901	ENSACAP00000022667
ENSP00000419457	ENSACAP00000002031
ENSP00000363322	ENSACAP00000014921
ENSP00000402297	ENSACAP00000008238
ENSP00000269967	ENSACAP00000003738
ENSP00000310036	ENSACAP00000018353
ENSP00000222139	ENSACAP00000016624
ENSP00000354876	ENSACAP00000021686
ENSP00000254337	ENSACAP00000020134
ENSP00000360411	ENSACAP00000013825
ENSP00000358753	ENSACAP00000018601
ENSP00000354554	ENSACAP00000021695
ENSP00000335557	ENSACAP00000001767
ENSP00000401477	ENSACAP00000006926
ENSP00000364813	ENSACAP00000017009
ENSP00000301327	ENSACAP00000010381
ENSP00000272139	ENSACAP00000006760
ENSP00000337289	ENSACAP00000022533
ENSP00000223136	ENSACAP00000017312
ENSP00000219454	ENSACAP00000007870
ENSP00000230036	ENSACAP00000002715
ENSP00000298352	ENSACAP00000016888
ENSP00000373669	ENSACAP00000020873
ENSP00000308620	ENSACAP00000004971
ENSP00000356444	ENSACAP00000006949
ENSP00000305193	ENSACAP00000010471
ENSP00000354813	ENSACAP00000021693
ENSP00000325301	ENSACAP00000022150
ENSP00000346931	ENSACAP00000005503
ENSP00000262109	ENSACAP00000023316
ENSP00000283006	ENSACAP00000016155
ENSP00000382474	ENSACAP00000000933
ENSP00000416445	ENSACAP00000016287
ENSP00000379566	ENSACAP00000016972
ENSP00000342676	ENSACAP00000008846
ENSP00000295131	ENSACAP00000001140
ENSP00000382646	ENSACAP00000003241
ENSP00000379290	ENSACAP00000012411
ENSP00000354518	ENSACAP00000009607
ENSP00000345359	ENSACAP00000007277
ENSP00000277570	ENSACAP00000016668
ENSP00000244869	ENSACAP00000011194
ENSP00000424951	ENSACAP00000012865
ENSP00000326267	ENSACAP00000014486
ENSP00000354982	ENSACAP00000021689
ENSP00000411898	ENSACAP00000018994
ENSP00000340125	ENSACAP00000021868
ENSP00000380286	ENSACAP00000004919
ENSP00000386607	ENSACAP00000014170
ENSP00000316628	ENSACAP00000011288
ENSP00000253794	ENSACAP00000022757
ENSP00000290219	ENSACAP00000004088
ENSP00000466690	ENSACAP00000008660
ENSP00000380635	ENSACAP00000016526
ENSP00000356713	ENSACAP00000019661
ENSP00000379696	ENSACAP00000013115
ENSP00000358045	ENSACAP00000001668
ENSP00000233047	ENSACAP00000022257
ENSP00000399475	ENSACAP00000009845
ENSP00000365433	ENSACAP00000016979
ENSP00000336661	ENSACAP00000015392
ENSP00000403104	ENSACAP00000013282
ENSP00000375840	ENSACAP00000001934
ENSP00000380453	ENSACAP00000007609
ENSP00000376945	ENSACAP00000003658
ENSP00000342015	ENSACAP00000022522
ENSP00000360660	ENSACAP00000000325
ENSP00000347919	ENSACAP00000006233
ENSP00000237353	ENSACAP00000020350
ENSP00000387907	ENSACAP00000007396
ENSP00000439056	ENSACAP00000019981
ENSP00000430325	ENSACAP00000005154
ENSP00000322170	ENSACAP00000015053
ENSP00000325776	ENSACAP00000004318
ENSP00000331106	ENSACAP00000012189
ENSP00000355306	ENSACAP00000007982
ENSP00000364482	ENSACAP00000011882
ENSP00000294811	ENSACAP00000005777
ENSP00000279206	ENSACAP00000000641
ENSP00000306776	ENSACAP00000001982
ENSP00000357219	ENSACAP00000011695
ENSP00000279168	ENSACAP00000018829
ENSP00000227752	ENSACAP00000007294
ENSP00000343957	ENSACAP00000022553
ENSP00000338607	ENSACAP00000001187
ENSP00000370215	ENSACAP00000016935
ENSP00000357603	ENSACAP00000007412
ENSP00000446830	ENSACAP00000015517
ENSP00000310303	ENSACAP00000014663
ENSP00000324204	ENSACAP00000002779
ENSP00000354499	ENSACAP00000021685
ENSP00000348129	ENSACAP00000005849
ENSP00000368244	ENSACAP00000019523
ENSP00000352941	ENSACAP00000015814
ENSP00000302478	ENSACAP00000015479
ENSP00000378195	ENSACAP00000012134
ENSP00000194214	ENSACAP00000023055
ENSP00000247977	ENSACAP00000004420
ENSP00000324792	ENSACAP00000005632
ENSP00000316609	ENSACAP00000007157
ENSP00000361980	ENSACAP00000016597
ENSP00000376154	ENSACAP00000002502
ENSP00000333374	ENSACAP00000003977
ENSP00000420854	ENSACAP00000018009
ENSP00000396896	ENSACAP00000022314
ENSP00000384432	ENSACAP00000017597
ENSP00000269127	ENSACAP00000014967
ENSP00000307129	ENSACAP00000021129
ENSP00000295268	ENSACAP00000013703
ENSP00000309561	ENSACAP00000016671
ENSP00000356951	ENSACAP00000001269
ENSP00000310726	ENSACAP00000002645
ENSP00000299732	ENSACAP00000004437
ENSP00000299290	ENSACAP00000008537
ENSP00000349313	ENSACAP00000003071
ENSP00000286349	ENSACAP00000015229
ENSP00000330098	ENSACAP00000010417
ENSP00000443900	ENSACAP00000014679
ENSP00000259938	ENSACAP00000018757
ENSP00000380762	ENSACAP00000007662
ENSP00000316990	ENSACAP00000016801
ENSP00000329287	ENSACAP00000005418
