ENSTGUP00000008915	ENSMGAP00000004951
ENSTGUP00000002331	ENSMGAP00000002537
ENSTGUP00000001145	ENSMGAP00000009332
ENSTGUP00000008662	ENSMGAP00000008661
ENSTGUP00000001944	ENSMGAP00000002282
ENSTGUP00000003939	ENSMGAP00000006002
ENSTGUP00000002354	ENSMGAP00000004652
ENSTGUP00000005979	ENSMGAP00000000713
ENSTGUP00000007204	ENSMGAP00000009899
ENSTGUP00000008575	ENSMGAP00000011882
ENSTGUP00000005184	ENSMGAP00000006847
ENSTGUP00000003366	ENSMGAP00000001656
ENSTGUP00000004662	ENSMGAP00000008795
ENSTGUP00000012381	ENSMGAP00000013201
ENSTGUP00000012565	ENSMGAP00000014292
ENSTGUP00000013047	ENSMGAP00000013952
ENSTGUP00000004931	ENSMGAP00000001655
ENSTGUP00000014997	ENSMGAP00000004856
ENSTGUP00000009086	ENSMGAP00000015758
ENSTGUP00000012486	ENSMGAP00000015927
ENSTGUP00000006074	ENSMGAP00000006794
ENSTGUP00000008708	ENSMGAP00000012729
ENSTGUP00000002433	ENSMGAP00000004325
ENSTGUP00000006873	ENSMGAP00000005443
ENSTGUP00000008590	ENSMGAP00000008992
ENSTGUP00000011778	ENSMGAP00000012228
ENSTGUP00000003966	ENSMGAP00000010641
ENSTGUP00000006716	ENSMGAP00000006600
ENSTGUP00000000490	ENSMGAP00000005461
ENSTGUP00000006040	ENSMGAP00000002933
ENSTGUP00000002525	ENSMGAP00000000329
ENSTGUP00000015837	ENSMGAP00000001006
ENSTGUP00000008075	ENSMGAP00000011132
ENSTGUP00000001404	ENSMGAP00000001604
ENSTGUP00000010079	ENSMGAP00000008309
ENSTGUP00000007810	ENSMGAP00000003959
ENSTGUP00000008111	ENSMGAP00000007331
ENSTGUP00000014039	ENSMGAP00000015196
ENSTGUP00000001880	ENSMGAP00000012946
ENSTGUP00000012813	ENSMGAP00000017876
ENSTGUP00000005427	ENSMGAP00000004163
ENSTGUP00000013102	ENSMGAP00000013697
ENSTGUP00000014087	ENSMGAP00000013698
ENSTGUP00000009889	ENSMGAP00000008926
ENSTGUP00000014647	ENSMGAP00000010583
ENSTGUP00000001858	ENSMGAP00000001029
ENSTGUP00000010190	ENSMGAP00000012753
ENSTGUP00000006023	ENSMGAP00000005991
ENSTGUP00000008692	ENSMGAP00000006690
ENSTGUP00000012015	ENSMGAP00000016008
ENSTGUP00000013589	ENSMGAP00000014507
ENSTGUP00000004035	ENSMGAP00000004053
ENSTGUP00000010957	ENSMGAP00000006992
ENSTGUP00000011158	ENSMGAP00000011686
ENSTGUP00000007389	ENSMGAP00000006219
ENSTGUP00000012429	ENSMGAP00000014203
ENSTGUP00000001515	ENSMGAP00000008947
ENSTGUP00000013809	ENSMGAP00000015161
ENSTGUP00000017831	ENSMGAP00000009046
ENSTGUP00000004778	ENSMGAP00000018771
ENSTGUP00000004785	ENSMGAP00000001770
ENSTGUP00000000249	ENSMGAP00000002117
ENSTGUP00000007134	ENSMGAP00000005710
ENSTGUP00000009823	ENSMGAP00000017215
ENSTGUP00000006552	ENSMGAP00000005560
ENSTGUP00000017626	ENSMGAP00000002832
ENSTGUP00000006323	ENSMGAP00000000379
ENSTGUP00000017934	ENSMGAP00000005272
ENSTGUP00000010410	ENSMGAP00000012576
ENSTGUP00000003650	ENSMGAP00000000501
ENSTGUP00000011691	ENSMGAP00000013299
ENSTGUP00000008501	ENSMGAP00000009076
ENSTGUP00000007707	ENSMGAP00000007298
ENSTGUP00000003248	ENSMGAP00000006314
ENSTGUP00000009833	ENSMGAP00000012955
ENSTGUP00000014022	ENSMGAP00000015211
ENSTGUP00000010955	ENSMGAP00000011458
ENSTGUP00000002432	ENSMGAP00000002915
ENSTGUP00000005914	ENSMGAP00000000636
ENSTGUP00000015004	ENSMGAP00000014877
ENSTGUP00000007489	ENSMGAP00000004462
ENSTGUP00000007867	ENSMGAP00000010533
ENSTGUP00000001059	ENSMGAP00000009772
ENSTGUP00000013423	ENSMGAP00000014816
ENSTGUP00000008342	ENSMGAP00000015567
ENSTGUP00000004122	ENSMGAP00000002230
ENSTGUP00000003661	ENSMGAP00000001211
ENSTGUP00000000124	ENSMGAP00000002681
ENSTGUP00000013416	ENSMGAP00000014389
ENSTGUP00000008193	ENSMGAP00000007377
ENSTGUP00000009684	ENSMGAP00000013116
ENSTGUP00000006773	ENSMGAP00000000382
ENSTGUP00000006659	ENSMGAP00000001901
ENSTGUP00000011531	ENSMGAP00000011930
ENSTGUP00000002409	ENSMGAP00000016927
ENSTGUP00000012265	ENSMGAP00000012637
ENSTGUP00000006301	ENSMGAP00000006514
ENSTGUP00000010666	ENSMGAP00000011193
ENSTGUP00000013764	ENSMGAP00000015084
ENSTGUP00000003946	ENSMGAP00000019263
ENSTGUP00000012699	ENSMGAP00000013608
ENSTGUP00000002377	ENSMGAP00000004551
ENSTGUP00000010491	ENSMGAP00000010826
ENSTGUP00000008926	ENSMGAP00000009075
ENSTGUP00000011141	ENSMGAP00000011666
ENSTGUP00000001201	ENSMGAP00000008475
ENSTGUP00000010784	ENSMGAP00000010605
ENSTGUP00000001726	ENSMGAP00000010151
ENSTGUP00000012755	ENSMGAP00000014341
ENSTGUP00000000429	ENSMGAP00000003285
ENSTGUP00000012690	ENSMGAP00000014379
ENSTGUP00000011973	ENSMGAP00000013983
ENSTGUP00000009714	ENSMGAP00000013125
ENSTGUP00000007135	ENSMGAP00000009806
ENSTGUP00000005943	ENSMGAP00000006660
ENSTGUP00000005345	ENSMGAP00000018989
ENSTGUP00000010037	ENSMGAP00000006350
ENSTGUP00000015949	ENSMGAP00000010791
ENSTGUP00000000589	ENSMGAP00000004342
ENSTGUP00000008653	ENSMGAP00000006543
ENSTGUP00000009616	ENSMGAP00000007570
ENSTGUP00000017538	ENSMGAP00000006930
ENSTGUP00000016207	ENSMGAP00000013447
ENSTGUP00000003840	ENSMGAP00000002533
ENSTGUP00000007847	ENSMGAP00000006091
ENSTGUP00000002058	ENSMGAP00000004806
ENSTGUP00000002789	ENSMGAP00000003345
ENSTGUP00000010216	ENSMGAP00000012735
ENSTGUP00000012611	ENSMGAP00000013080
ENSTGUP00000012399	ENSMGAP00000015941
ENSTGUP00000013649	ENSMGAP00000015081
ENSTGUP00000009596	ENSMGAP00000009586
ENSTGUP00000004907	ENSMGAP00000001740
ENSTGUP00000001629	ENSMGAP00000001038
ENSTGUP00000017296	ENSMGAP00000014959
ENSTGUP00000004248	ENSMGAP00000004796
ENSTGUP00000006065	ENSMGAP00000002953
ENSTGUP00000013597	ENSMGAP00000015124
ENSTGUP00000004450	ENSMGAP00000004324
ENSTGUP00000010817	ENSMGAP00000012282
ENSTGUP00000012291	ENSMGAP00000014130
ENSTGUP00000017728	ENSMGAP00000011131
ENSTGUP00000006296	ENSMGAP00000004343
ENSTGUP00000006043	ENSMGAP00000007997
ENSTGUP00000001197	ENSMGAP00000007146
ENSTGUP00000003669	ENSMGAP00000010128
ENSTGUP00000006680	ENSMGAP00000005965
ENSTGUP00000012319	ENSMGAP00000015640
ENSTGUP00000004947	ENSMGAP00000001064
ENSTGUP00000011663	ENSMGAP00000016043
ENSTGUP00000005211	ENSMGAP00000012238
ENSTGUP00000006549	ENSMGAP00000004832
ENSTGUP00000000555	ENSMGAP00000017685
ENSTGUP00000011107	ENSMGAP00000013207
ENSTGUP00000008067	ENSMGAP00000003578
ENSTGUP00000010931	ENSMGAP00000011207
ENSTGUP00000001795	ENSMGAP00000005012
ENSTGUP00000009959	ENSMGAP00000015719
ENSTGUP00000009773	ENSMGAP00000015729
ENSTGUP00000012329	ENSMGAP00000014692
ENSTGUP00000012920	ENSMGAP00000014527
ENSTGUP00000010517	ENSMGAP00000010325
ENSTGUP00000002208	ENSMGAP00000004283
ENSTGUP00000008458	ENSMGAP00000015575
ENSTGUP00000006199	ENSMGAP00000006580
ENSTGUP00000012266	ENSMGAP00000015965
ENSTGUP00000010643	ENSMGAP00000009503
ENSTGUP00000008579	ENSMGAP00000007917
ENSTGUP00000009016	ENSMGAP00000012108
ENSTGUP00000009028	ENSMGAP00000000935
ENSTGUP00000013411	ENSMGAP00000016187
ENSTGUP00000008975	ENSMGAP00000012074
ENSTGUP00000011375	ENSMGAP00000013604
ENSTGUP00000002805	ENSMGAP00000018711
ENSTGUP00000006960	ENSMGAP00000001344
ENSTGUP00000007594	ENSMGAP00000019120
ENSTGUP00000012175	ENSMGAP00000015978
ENSTGUP00000009043	ENSMGAP00000007769
ENSTGUP00000003383	ENSMGAP00000004309
ENSTGUP00000012862	ENSMGAP00000013376
ENSTGUP00000001994	ENSMGAP00000001312
ENSTGUP00000008442	ENSMGAP00000008772
ENSTGUP00000001251	ENSMGAP00000009193
ENSTGUP00000017614	ENSMGAP00000003106
ENSTGUP00000002997	ENSMGAP00000006649
ENSTGUP00000005990	ENSMGAP00000005281
ENSTGUP00000004029	ENSMGAP00000001843
ENSTGUP00000002512	ENSMGAP00000003582
ENSTGUP00000005628	ENSMGAP00000005158
ENSTGUP00000004832	ENSMGAP00000000588
ENSTGUP00000007315	ENSMGAP00000004773
ENSTGUP00000004531	ENSMGAP00000018592
ENSTGUP00000004721	ENSMGAP00000008823
ENSTGUP00000004996	ENSMGAP00000008550
ENSTGUP00000007640	ENSMGAP00000004356
ENSTGUP00000010980	ENSMGAP00000006917
ENSTGUP00000003987	ENSMGAP00000004270
ENSTGUP00000006156	ENSMGAP00000006707
ENSTGUP00000007266	ENSMGAP00000003289
ENSTGUP00000010930	ENSMGAP00000009816
ENSTGUP00000013964	ENSMGAP00000016205
ENSTGUP00000002246	ENSMGAP00000007321
ENSTGUP00000005213	ENSMGAP00000000353
ENSTGUP00000004799	ENSMGAP00000001426
ENSTGUP00000008019	ENSMGAP00000010651
ENSTGUP00000006730	ENSMGAP00000006068
ENSTGUP00000012136	ENSMGAP00000014017
ENSTGUP00000008982	ENSMGAP00000009704
ENSTGUP00000002813	ENSMGAP00000001140
ENSTGUP00000017703	ENSMGAP00000000451
ENSTGUP00000006188	ENSMGAP00000006605
ENSTGUP00000006193	ENSMGAP00000016014
ENSTGUP00000013272	ENSMGAP00000014754
ENSTGUP00000004416	ENSMGAP00000005638
ENSTGUP00000001608	ENSMGAP00000003051
ENSTGUP00000003232	ENSMGAP00000005524
ENSTGUP00000003442	ENSMGAP00000005787
ENSTGUP00000011983	ENSMGAP00000016010
ENSTGUP00000005381	ENSMGAP00000003609
ENSTGUP00000005812	ENSMGAP00000007603
ENSTGUP00000007272	ENSMGAP00000001737
ENSTGUP00000012032	ENSMGAP00000013068
ENSTGUP00000012367	ENSMGAP00000015950
ENSTGUP00000004906	ENSMGAP00000001128
ENSTGUP00000003234	ENSMGAP00000010152
ENSTGUP00000011363	ENSMGAP00000013614
ENSTGUP00000005849	ENSMGAP00000003500
ENSTGUP00000006906	ENSMGAP00000001154
ENSTGUP00000002723	ENSMGAP00000003565
ENSTGUP00000006889	ENSMGAP00000018943
ENSTGUP00000005235	ENSMGAP00000019575
ENSTGUP00000004822	ENSMGAP00000007927
ENSTGUP00000007282	ENSMGAP00000001690
ENSTGUP00000012531	ENSMGAP00000013396
ENSTGUP00000004166	ENSMGAP00000004630
ENSTGUP00000008165	ENSMGAP00000010776
ENSTGUP00000010459	ENSMGAP00000010059
ENSTGUP00000013437	ENSMGAP00000014403
ENSTGUP00000012412	ENSMGAP00000013252
ENSTGUP00000012173	ENSMGAP00000014043
ENSTGUP00000006082	ENSMGAP00000003044
ENSTGUP00000001264	ENSMGAP00000007079
ENSTGUP00000000501	ENSMGAP00000015379
ENSTGUP00000008831	ENSMGAP00000007461
ENSTGUP00000001020	ENSMGAP00000006850
ENSTGUP00000001285	ENSMGAP00000005423
ENSTGUP00000007024	ENSMGAP00000001365
ENSTGUP00000006602	ENSMGAP00000008013
ENSTGUP00000018058	ENSMGAP00000009773
ENSTGUP00000002718	ENSMGAP00000010675
ENSTGUP00000007661	ENSMGAP00000003892
ENSTGUP00000016807	ENSMGAP00000005414
ENSTGUP00000013364	ENSMGAP00000014786
ENSTGUP00000008059	ENSMGAP00000006412
ENSTGUP00000011338	ENSMGAP00000013630
ENSTGUP00000009041	ENSMGAP00000009103
ENSTGUP00000004605	ENSMGAP00000005315
ENSTGUP00000012742	ENSMGAP00000013222
ENSTGUP00000000188	ENSMGAP00000002443
ENSTGUP00000011642	ENSMGAP00000013794
ENSTGUP00000010230	ENSMGAP00000013386
ENSTGUP00000009063	ENSMGAP00000000844
ENSTGUP00000005488	ENSMGAP00000003864
ENSTGUP00000005487	ENSMGAP00000003846
ENSTGUP00000002609	ENSMGAP00000010903
ENSTGUP00000006484	ENSMGAP00000004703
ENSTGUP00000009319	ENSMGAP00000009272
ENSTGUP00000004294	ENSMGAP00000004762
ENSTGUP00000013066	ENSMGAP00000014667
ENSTGUP00000005245	ENSMGAP00000012142
ENSTGUP00000006974	ENSMGAP00000000237
ENSTGUP00000013378	ENSMGAP00000014339
ENSTGUP00000002061	ENSMGAP00000003677
ENSTGUP00000006033	ENSMGAP00000007984
ENSTGUP00000003937	ENSMGAP00000002816
ENSTGUP00000006518	ENSMGAP00000010504
ENSTGUP00000004711	ENSMGAP00000008255
ENSTGUP00000006922	ENSMGAP00000001199
ENSTGUP00000016889	ENSMGAP00000000749
ENSTGUP00000012098	ENSMGAP00000013112
ENSTGUP00000009963	ENSMGAP00000010134
ENSTGUP00000017082	ENSMGAP00000001720
ENSTGUP00000010353	ENSMGAP00000012664
ENSTGUP00000010128	ENSMGAP00000012807
ENSTGUP00000012298	ENSMGAP00000013367
ENSTGUP00000003707	ENSMGAP00000003593
ENSTGUP00000000993	ENSMGAP00000000841
ENSTGUP00000005418	ENSMGAP00000007062
ENSTGUP00000006902	ENSMGAP00000001139
ENSTGUP00000008742	ENSMGAP00000001592
ENSTGUP00000004635	ENSMGAP00000007680
ENSTGUP00000008855	ENSMGAP00000012794
ENSTGUP00000008886	ENSMGAP00000008944
ENSTGUP00000009996	ENSMGAP00000012079
ENSTGUP00000007655	ENSMGAP00000012246
ENSTGUP00000009011	ENSMGAP00000008663
ENSTGUP00000008238	ENSMGAP00000007456
ENSTGUP00000000375	ENSMGAP00000003660
ENSTGUP00000003460	ENSMGAP00000005743
ENSTGUP00000007366	ENSMGAP00000009372
ENSTGUP00000010211	ENSMGAP00000012329
ENSTGUP00000005349	ENSMGAP00000001788
ENSTGUP00000008576	ENSMGAP00000002180
ENSTGUP00000012878	ENSMGAP00000014500
ENSTGUP00000009797	ENSMGAP00000008553
ENSTGUP00000006068	ENSMGAP00000001519
ENSTGUP00000004311	ENSMGAP00000008413
ENSTGUP00000013687	ENSMGAP00000015032
ENSTGUP00000005566	ENSMGAP00000009356
ENSTGUP00000013394	ENSMGAP00000014374
ENSTGUP00000006617	ENSMGAP00000007167
ENSTGUP00000006312	ENSMGAP00000004374
ENSTGUP00000005480	ENSMGAP00000004162
ENSTGUP00000011538	ENSMGAP00000012190
ENSTGUP00000001704	ENSMGAP00000001146
ENSTGUP00000006201	ENSMGAP00000005701
ENSTGUP00000010483	ENSMGAP00000007895
ENSTGUP00000001982	ENSMGAP00000011137
ENSTGUP00000014040	ENSMGAP00000015195
ENSTGUP00000007003	ENSMGAP00000002255
ENSTGUP00000011651	ENSMGAP00000011739
ENSTGUP00000003972	ENSMGAP00000001787
ENSTGUP00000014763	ENSMGAP00000014964
ENSTGUP00000012040	ENSMGAP00000016811
ENSTGUP00000002367	ENSMGAP00000003450
ENSTGUP00000007197	ENSMGAP00000001633
ENSTGUP00000008987	ENSMGAP00000009564
ENSTGUP00000012973	ENSMGAP00000013866
ENSTGUP00000001535	ENSMGAP00000008998
ENSTGUP00000003925	ENSMGAP00000000906
ENSTGUP00000014024	ENSMGAP00000015207
ENSTGUP00000012069	ENSMGAP00000012265
ENSTGUP00000002594	ENSMGAP00000000287
ENSTGUP00000007467	ENSMGAP00000007089
ENSTGUP00000012779	ENSMGAP00000015873
ENSTGUP00000008052	ENSMGAP00000008043
ENSTGUP00000005473	ENSMGAP00000001996
ENSTGUP00000006511	ENSMGAP00000000741
ENSTGUP00000006494	ENSMGAP00000018535
ENSTGUP00000008869	ENSMGAP00000011799
ENSTGUP00000005890	ENSMGAP00000005123
ENSTGUP00000008660	ENSMGAP00000008370
ENSTGUP00000007805	ENSMGAP00000002959
ENSTGUP00000003398	ENSMGAP00000004255
ENSTGUP00000013370	ENSMGAP00000016171
ENSTGUP00000006052	ENSMGAP00000002960
ENSTGUP00000006824	ENSMGAP00000015482
ENSTGUP00000009477	ENSMGAP00000012359
ENSTGUP00000005064	ENSMGAP00000003208
ENSTGUP00000013998	ENSMGAP00000015242
ENSTGUP00000004079	ENSMGAP00000004584
ENSTGUP00000015894	ENSMGAP00000015264
ENSTGUP00000009945	ENSMGAP00000013240
ENSTGUP00000011669	ENSMGAP00000013322
ENSTGUP00000009038	ENSMGAP00000008815
ENSTGUP00000007860	ENSMGAP00000004018
ENSTGUP00000001950	ENSMGAP00000012787
ENSTGUP00000002303	ENSMGAP00000004721
ENSTGUP00000002690	ENSMGAP00000000793
ENSTGUP00000013579	ENSMGAP00000014869
ENSTGUP00000018102	ENSMGAP00000019181
ENSTGUP00000011961	ENSMGAP00000014006
ENSTGUP00000010093	ENSMGAP00000008639
ENSTGUP00000010252	ENSMGAP00000012781
ENSTGUP00000010455	ENSMGAP00000008416
ENSTGUP00000012525	ENSMGAP00000014274
ENSTGUP00000003340	ENSMGAP00000014697
ENSTGUP00000004723	ENSMGAP00000006181
ENSTGUP00000004542	ENSMGAP00000009021
ENSTGUP00000012453	ENSMGAP00000019573
ENSTGUP00000010441	ENSMGAP00000017547
ENSTGUP00000002963	ENSMGAP00000004231
ENSTGUP00000006330	ENSMGAP00000008638
ENSTGUP00000003430	ENSMGAP00000000447
ENSTGUP00000006701	ENSMGAP00000004708
ENSTGUP00000010371	ENSMGAP00000013479
ENSTGUP00000008913	ENSMGAP00000009676
ENSTGUP00000012661	ENSMGAP00000013567
ENSTGUP00000013255	ENSMGAP00000014736
ENSTGUP00000014333	ENSMGAP00000003782
ENSTGUP00000009892	ENSMGAP00000009551
ENSTGUP00000001552	ENSMGAP00000002460
ENSTGUP00000001967	ENSMGAP00000002744
ENSTGUP00000013359	ENSMGAP00000014783
ENSTGUP00000007474	ENSMGAP00000006688
ENSTGUP00000002546	ENSMGAP00000002931
ENSTGUP00000008198	ENSMGAP00000010804
ENSTGUP00000005785	ENSMGAP00000010520
ENSTGUP00000007772	ENSMGAP00000012333
ENSTGUP00000011535	ENSMGAP00000016797
ENSTGUP00000002585	ENSMGAP00000005764
ENSTGUP00000013362	ENSMGAP00000014785
ENSTGUP00000013000	ENSMGAP00000014161
ENSTGUP00000002815	ENSMGAP00000000597
ENSTGUP00000005222	ENSMGAP00000000327
ENSTGUP00000010027	ENSMGAP00000009097
ENSTGUP00000006823	ENSMGAP00000006478
ENSTGUP00000001182	ENSMGAP00000009262
ENSTGUP00000013489	ENSMGAP00000014763
ENSTGUP00000012085	ENSMGAP00000014405
ENSTGUP00000014896	ENSMGAP00000000929
ENSTGUP00000009348	ENSMGAP00000008783
ENSTGUP00000003217	ENSMGAP00000010041
ENSTGUP00000010904	ENSMGAP00000010806
ENSTGUP00000005158	ENSMGAP00000017767
ENSTGUP00000012256	ENSMGAP00000014104
ENSTGUP00000013852	ENSMGAP00000016258
ENSTGUP00000017580	ENSMGAP00000001126
ENSTGUP00000000498	ENSMGAP00000015381
ENSTGUP00000016569	ENSMGAP00000002657
ENSTGUP00000013606	ENSMGAP00000014493
ENSTGUP00000004657	ENSMGAP00000000024
ENSTGUP00000010381	ENSMGAP00000010676
ENSTGUP00000013557	ENSMGAP00000014859
ENSTGUP00000008649	ENSMGAP00000011928
ENSTGUP00000003120	ENSMGAP00000006236
ENSTGUP00000015547	ENSMGAP00000006840
ENSTGUP00000011237	ENSMGAP00000011541
ENSTGUP00000013055	ENSMGAP00000013961
ENSTGUP00000005063	ENSMGAP00000017591
ENSTGUP00000003704	ENSMGAP00000003875
ENSTGUP00000011036	ENSMGAP00000011561
ENSTGUP00000005589	ENSMGAP00000018724
ENSTGUP00000018222	ENSMGAP00000007652
ENSTGUP00000013401	ENSMGAP00000016181
ENSTGUP00000005475	ENSMGAP00000018792
ENSTGUP00000011964	ENSMGAP00000016789
ENSTGUP00000003744	ENSMGAP00000017783
ENSTGUP00000006127	ENSMGAP00000005600
ENSTGUP00000014301	ENSMGAP00000000520
ENSTGUP00000003601	ENSMGAP00000003254
ENSTGUP00000000627	ENSMGAP00000004845
ENSTGUP00000004971	ENSMGAP00000003539
ENSTGUP00000013332	ENSMGAP00000014773
ENSTGUP00000002614	ENSMGAP00000003800
ENSTGUP00000013827	ENSMGAP00000015180
ENSTGUP00000001798	ENSMGAP00000019729
ENSTGUP00000004039	ENSMGAP00000002240
ENSTGUP00000011896	ENSMGAP00000014026
ENSTGUP00000010044	ENSMGAP00000009188
ENSTGUP00000005468	ENSMGAP00000000206
ENSTGUP00000002955	ENSMGAP00000004180
ENSTGUP00000001420	ENSMGAP00000004794
ENSTGUP00000009452	ENSMGAP00000008456
ENSTGUP00000007239	ENSMGAP00000003815
ENSTGUP00000000034	ENSMGAP00000003955
ENSTGUP00000008523	ENSMGAP00000011853
ENSTGUP00000000836	ENSMGAP00000002360
ENSTGUP00000005337	ENSMGAP00000002491
ENSTGUP00000010373	ENSMGAP00000012601
ENSTGUP00000010385	ENSMGAP00000008107
ENSTGUP00000009504	ENSMGAP00000005647
ENSTGUP00000006758	ENSMGAP00000000400
ENSTGUP00000012157	ENSMGAP00000014032
ENSTGUP00000010448	ENSMGAP00000007946
ENSTGUP00000007493	ENSMGAP00000004453
ENSTGUP00000017273	ENSMGAP00000005351
ENSTGUP00000000694	ENSMGAP00000005540
ENSTGUP00000010325	ENSMGAP00000008742
ENSTGUP00000002198	ENSMGAP00000004308
ENSTGUP00000005496	ENSMGAP00000006209
ENSTGUP00000017696	ENSMGAP00000000281
ENSTGUP00000000829	ENSMGAP00000000094
ENSTGUP00000001309	ENSMGAP00000008675
ENSTGUP00000006433	ENSMGAP00000008752
ENSTGUP00000009214	ENSMGAP00000008365
ENSTGUP00000005098	ENSMGAP00000015407
ENSTGUP00000013834	ENSMGAP00000015185
ENSTGUP00000011825	ENSMGAP00000012463
ENSTGUP00000007457	ENSMGAP00000007052
ENSTGUP00000013448	ENSMGAP00000014419
ENSTGUP00000012707	ENSMGAP00000017744
ENSTGUP00000004617	ENSMGAP00000006916
ENSTGUP00000007639	ENSMGAP00000005772
ENSTGUP00000000319	ENSMGAP00000003318
ENSTGUP00000013060	ENSMGAP00000018104
ENSTGUP00000009947	ENSMGAP00000012573
ENSTGUP00000009702	ENSMGAP00000005775
ENSTGUP00000010473	ENSMGAP00000018998
ENSTGUP00000012005	ENSMGAP00000012683
ENSTGUP00000002930	ENSMGAP00000004054
ENSTGUP00000006379	ENSMGAP00000001039
ENSTGUP00000004953	ENSMGAP00000012261
ENSTGUP00000009223	ENSMGAP00000008317
ENSTGUP00000000167	ENSMGAP00000000790
ENSTGUP00000013195	ENSMGAP00000014121
ENSTGUP00000013390	ENSMGAP00000016179
ENSTGUP00000011224	ENSMGAP00000011754
ENSTGUP00000008312	ENSMGAP00000001481
ENSTGUP00000017219	ENSMGAP00000000130
ENSTGUP00000000867	ENSMGAP00000019189
ENSTGUP00000002181	ENSMGAP00000004145
ENSTGUP00000006380	ENSMGAP00000013459
ENSTGUP00000009156	ENSMGAP00000009504
ENSTGUP00000013642	ENSMGAP00000018178
ENSTGUP00000013123	ENSMGAP00000014656
ENSTGUP00000013231	ENSMGAP00000016133
ENSTGUP00000007923	ENSMGAP00000007881
ENSTGUP00000001517	ENSMGAP00000004327
ENSTGUP00000006854	ENSMGAP00000007352
ENSTGUP00000010563	ENSMGAP00000012506
ENSTGUP00000009091	ENSMGAP00000011654
ENSTGUP00000007876	ENSMGAP00000007426
ENSTGUP00000009385	ENSMGAP00000018680
ENSTGUP00000008750	ENSMGAP00000011985
ENSTGUP00000005809	ENSMGAP00000001409
ENSTGUP00000015208	ENSMGAP00000014891
ENSTGUP00000006088	ENSMGAP00000001480
ENSTGUP00000010123	ENSMGAP00000008605
ENSTGUP00000009347	ENSMGAP00000008166
ENSTGUP00000004983	ENSMGAP00000003913
ENSTGUP00000005364	ENSMGAP00000007482
ENSTGUP00000008235	ENSMGAP00000008504
ENSTGUP00000002280	ENSMGAP00000007112
ENSTGUP00000004984	ENSMGAP00000001339
ENSTGUP00000003802	ENSMGAP00000009970
ENSTGUP00000017585	ENSMGAP00000017920
ENSTGUP00000010420	ENSMGAP00000013503
ENSTGUP00000002871	ENSMGAP00000008060
ENSTGUP00000013484	ENSMGAP00000014475
ENSTGUP00000012427	ENSMGAP00000015945
ENSTGUP00000008685	ENSMGAP00000011949
ENSTGUP00000001317	ENSMGAP00000000943
ENSTGUP00000001532	ENSMGAP00000008983
ENSTGUP00000007158	ENSMGAP00000001531
ENSTGUP00000012511	ENSMGAP00000013011
ENSTGUP00000011322	ENSMGAP00000010637
ENSTGUP00000009866	ENSMGAP00000008959
ENSTGUP00000009812	ENSMGAP00000006880
ENSTGUP00000007021	ENSMGAP00000010916
ENSTGUP00000012651	ENSMGAP00000014331
ENSTGUP00000010990	ENSMGAP00000019467
ENSTGUP00000000807	ENSMGAP00000006187
ENSTGUP00000002029	ENSMGAP00000004949
ENSTGUP00000010384	ENSMGAP00000010608
ENSTGUP00000008546	ENSMGAP00000008257
ENSTGUP00000011203	ENSMGAP00000013454
ENSTGUP00000011630	ENSMGAP00000011713
ENSTGUP00000007241	ENSMGAP00000010000
ENSTGUP00000000057	ENSMGAP00000003866
ENSTGUP00000016554	ENSMGAP00000016729
ENSTGUP00000009851	ENSMGAP00000008968
ENSTGUP00000000834	ENSMGAP00000002430
ENSTGUP00000008997	ENSMGAP00000009663
ENSTGUP00000002250	ENSMGAP00000003999
ENSTGUP00000004459	ENSMGAP00000008633
ENSTGUP00000002854	ENSMGAP00000006191
ENSTGUP00000007203	ENSMGAP00000009953
ENSTGUP00000004397	ENSMGAP00000001865
ENSTGUP00000000697	ENSMGAP00000005533
ENSTGUP00000010915	ENSMGAP00000010817
ENSTGUP00000006117	ENSMGAP00000002786
ENSTGUP00000006049	ENSMGAP00000006784
ENSTGUP00000012974	ENSMGAP00000013584
ENSTGUP00000001010	ENSMGAP00000006874
ENSTGUP00000017327	ENSMGAP00000005394
ENSTGUP00000013202	ENSMGAP00000016124
ENSTGUP00000003160	ENSMGAP00000000584
ENSTGUP00000012391	ENSMGAP00000014562
ENSTGUP00000011267	ENSMGAP00000015785
ENSTGUP00000011798	ENSMGAP00000016028
ENSTGUP00000004388	ENSMGAP00000005623
ENSTGUP00000004815	ENSMGAP00000000949
ENSTGUP00000012044	ENSMGAP00000012249
ENSTGUP00000005154	ENSMGAP00000009100
ENSTGUP00000011499	ENSMGAP00000012127
ENSTGUP00000013400	ENSMGAP00000014804
ENSTGUP00000004098	ENSMGAP00000010738
ENSTGUP00000007007	ENSMGAP00000008089
ENSTGUP00000005732	ENSMGAP00000004671
ENSTGUP00000012802	ENSMGAP00000013275
ENSTGUP00000002262	ENSMGAP00000008244
ENSTGUP00000006833	ENSMGAP00000006509
ENSTGUP00000003343	ENSMGAP00000014696
ENSTGUP00000009046	ENSMGAP00000009612
ENSTGUP00000008319	ENSMGAP00000009031
ENSTGUP00000012371	ENSMGAP00000015946
ENSTGUP00000006386	ENSMGAP00000010363
ENSTGUP00000003267	ENSMGAP00000010620
ENSTGUP00000001829	ENSMGAP00000004945
ENSTGUP00000007718	ENSMGAP00000016487
ENSTGUP00000013376	ENSMGAP00000016174
ENSTGUP00000006890	ENSMGAP00000006307
