ENSACAP00000005936	ENSCAFP00000014731
ENSACAP00000000708	ENSCAFP00000000480
ENSACAP00000011058	ENSCAFP00000023856
ENSACAP00000016161	ENSCAFP00000021761
ENSACAP00000022337	ENSCAFP00000018708
ENSACAP00000013755	ENSCAFP00000025641
ENSACAP00000008841	ENSCAFP00000006173
ENSACAP00000019542	ENSCAFP00000028964
ENSACAP00000012476	ENSCAFP00000032477
ENSACAP00000010702	ENSCAFP00000023024
ENSACAP00000011369	ENSCAFP00000037164
ENSACAP00000001875	ENSCAFP00000003351
ENSACAP00000006191	ENSCAFP00000018187
ENSACAP00000014409	ENSCAFP00000030400
ENSACAP00000009585	ENSCAFP00000014674
ENSACAP00000007498	ENSCAFP00000019524
ENSACAP00000008542	ENSCAFP00000024107
ENSACAP00000015480	ENSCAFP00000016383
ENSACAP00000014658	ENSCAFP00000015890
ENSACAP00000014695	ENSCAFP00000028672
ENSACAP00000014444	ENSCAFP00000003546
ENSACAP00000010463	ENSCAFP00000005862
ENSACAP00000013547	ENSCAFP00000002253
ENSACAP00000010402	ENSCAFP00000039435
ENSACAP00000005337	ENSCAFP00000000022
ENSACAP00000015677	ENSCAFP00000018971
ENSACAP00000001696	ENSCAFP00000026644
ENSACAP00000007339	ENSCAFP00000005917
ENSACAP00000001238	ENSCAFP00000030179
ENSACAP00000010939	ENSCAFP00000005853
ENSACAP00000007392	ENSCAFP00000014475
ENSACAP00000010935	ENSCAFP00000005861
ENSACAP00000014524	ENSCAFP00000005274
ENSACAP00000013102	ENSCAFP00000021668
ENSACAP00000006836	ENSCAFP00000029765
ENSACAP00000007779	ENSCAFP00000037945
ENSACAP00000022975	ENSCAFP00000005599
ENSACAP00000005686	ENSCAFP00000006924
ENSACAP00000002917	ENSCAFP00000008008
ENSACAP00000014043	ENSCAFP00000022853
ENSACAP00000009604	ENSCAFP00000039193
ENSACAP00000016114	ENSCAFP00000021174
ENSACAP00000010863	ENSCAFP00000038355
ENSACAP00000015290	ENSCAFP00000039063
ENSACAP00000022672	ENSCAFP00000016205
ENSACAP00000009616	ENSCAFP00000015715
ENSACAP00000022917	ENSCAFP00000041369
ENSACAP00000004159	ENSCAFP00000005163
ENSACAP00000001917	ENSCAFP00000002898
ENSACAP00000017200	ENSCAFP00000005181
ENSACAP00000000524	ENSCAFP00000012442
ENSACAP00000009557	ENSCAFP00000037619
ENSACAP00000010421	ENSCAFP00000007380
ENSACAP00000000702	ENSCAFP00000040732
ENSACAP00000009772	ENSCAFP00000026393
ENSACAP00000011852	ENSCAFP00000028781
ENSACAP00000011763	ENSCAFP00000041611
ENSACAP00000017627	ENSCAFP00000021333
ENSACAP00000010445	ENSCAFP00000022832
ENSACAP00000001122	ENSCAFP00000005023
ENSACAP00000006299	ENSCAFP00000008343
ENSACAP00000003135	ENSCAFP00000026298
ENSACAP00000014567	ENSCAFP00000007139
ENSACAP00000003830	ENSCAFP00000026436
ENSACAP00000014676	ENSCAFP00000015971
ENSACAP00000000659	ENSCAFP00000037568
ENSACAP00000009468	ENSCAFP00000033987
ENSACAP00000005296	ENSCAFP00000015673
ENSACAP00000013600	ENSCAFP00000023409
ENSACAP00000003371	ENSCAFP00000024457
ENSACAP00000018158	ENSCAFP00000025433
ENSACAP00000004319	ENSCAFP00000039788
ENSACAP00000006079	ENSCAFP00000042068
ENSACAP00000004156	ENSCAFP00000006793
ENSACAP00000014478	ENSCAFP00000006639
ENSACAP00000010419	ENSCAFP00000024923
ENSACAP00000011295	ENSCAFP00000017950
ENSACAP00000001915	ENSCAFP00000042334
ENSACAP00000005982	ENSCAFP00000025242
ENSACAP00000010859	ENSCAFP00000007620
ENSACAP00000012280	ENSCAFP00000028763
ENSACAP00000003181	ENSCAFP00000024592
ENSACAP00000013213	ENSCAFP00000005487
ENSACAP00000021342	ENSCAFP00000029274
ENSACAP00000022105	ENSCAFP00000039333
ENSACAP00000012653	ENSCAFP00000028294
ENSACAP00000010716	ENSCAFP00000034471
ENSACAP00000013840	ENSCAFP00000033725
ENSACAP00000022141	ENSCAFP00000017670
ENSACAP00000006784	ENSCAFP00000028101
ENSACAP00000003410	ENSCAFP00000038342
ENSACAP00000006881	ENSCAFP00000027312
ENSACAP00000000202	ENSCAFP00000036579
ENSACAP00000010009	ENSCAFP00000018538
ENSACAP00000016712	ENSCAFP00000025541
ENSACAP00000010167	ENSCAFP00000036754
ENSACAP00000008058	ENSCAFP00000026378
ENSACAP00000016862	ENSCAFP00000025927
ENSACAP00000019994	ENSCAFP00000030212
ENSACAP00000001655	ENSCAFP00000017760
ENSACAP00000004208	ENSCAFP00000018014
ENSACAP00000010557	ENSCAFP00000027017
ENSACAP00000003831	ENSCAFP00000000594
ENSACAP00000001498	ENSCAFP00000037374
ENSACAP00000003694	ENSCAFP00000025406
ENSACAP00000015446	ENSCAFP00000036270
ENSACAP00000007458	ENSCAFP00000023058
ENSACAP00000002759	ENSCAFP00000017348
ENSACAP00000010284	ENSCAFP00000003083
ENSACAP00000021093	ENSCAFP00000027367
ENSACAP00000017495	ENSCAFP00000018485
ENSACAP00000000498	ENSCAFP00000006051
ENSACAP00000017383	ENSCAFP00000041850
ENSACAP00000002237	ENSCAFP00000001884
ENSACAP00000010487	ENSCAFP00000022484
ENSACAP00000014454	ENSCAFP00000003197
ENSACAP00000016447	ENSCAFP00000034981
ENSACAP00000003846	ENSCAFP00000035989
ENSACAP00000016545	ENSCAFP00000025699
ENSACAP00000006211	ENSCAFP00000006362
ENSACAP00000001231	ENSCAFP00000037071
ENSACAP00000010588	ENSCAFP00000000593
ENSACAP00000004425	ENSCAFP00000040148
ENSACAP00000021386	ENSCAFP00000017632
ENSACAP00000007279	ENSCAFP00000042748
ENSACAP00000000416	ENSCAFP00000024558
ENSACAP00000015316	ENSCAFP00000027588
ENSACAP00000018719	ENSCAFP00000021763
ENSACAP00000000204	ENSCAFP00000036230
ENSACAP00000008413	ENSCAFP00000012352
ENSACAP00000003431	ENSCAFP00000008759
ENSACAP00000013330	ENSCAFP00000025880
ENSACAP00000008844	ENSCAFP00000028430
ENSACAP00000000386	ENSCAFP00000040783
ENSACAP00000003301	ENSCAFP00000004183
ENSACAP00000016716	ENSCAFP00000023173
ENSACAP00000016491	ENSCAFP00000010878
ENSACAP00000006122	ENSCAFP00000028272
ENSACAP00000004674	ENSCAFP00000039871
ENSACAP00000016659	ENSCAFP00000025635
ENSACAP00000005234	ENSCAFP00000000124
ENSACAP00000008655	ENSCAFP00000000477
ENSACAP00000012800	ENSCAFP00000024753
ENSACAP00000023014	ENSCAFP00000026897
ENSACAP00000011416	ENSCAFP00000016763
ENSACAP00000013291	ENSCAFP00000012389
ENSACAP00000004339	ENSCAFP00000032770
ENSACAP00000015781	ENSCAFP00000036034
ENSACAP00000010815	ENSCAFP00000001570
ENSACAP00000008235	ENSCAFP00000012322
ENSACAP00000018978	ENSCAFP00000037319
ENSACAP00000017814	ENSCAFP00000037273
ENSACAP00000001434	ENSCAFP00000003984
ENSACAP00000001310	ENSCAFP00000001044
ENSACAP00000001040	ENSCAFP00000017514
ENSACAP00000009655	ENSCAFP00000017352
ENSACAP00000021340	ENSCAFP00000009761
ENSACAP00000002325	ENSCAFP00000001006
ENSACAP00000008525	ENSCAFP00000024092
ENSACAP00000013676	ENSCAFP00000013474
ENSACAP00000008889	ENSCAFP00000032461
ENSACAP00000002457	ENSCAFP00000026338
ENSACAP00000016316	ENSCAFP00000023225
ENSACAP00000013736	ENSCAFP00000008633
ENSACAP00000014453	ENSCAFP00000018416
ENSACAP00000011146	ENSCAFP00000028462
ENSACAP00000016157	ENSCAFP00000024411
ENSACAP00000014839	ENSCAFP00000024860
ENSACAP00000011281	ENSCAFP00000024242
ENSACAP00000005610	ENSCAFP00000040134
ENSACAP00000023089	ENSCAFP00000041904
ENSACAP00000016675	ENSCAFP00000002881
ENSACAP00000019234	ENSCAFP00000019980
ENSACAP00000001081	ENSCAFP00000023608
ENSACAP00000005168	ENSCAFP00000038481
ENSACAP00000017999	ENSCAFP00000019318
ENSACAP00000007049	ENSCAFP00000012193
ENSACAP00000000214	ENSCAFP00000009282
ENSACAP00000012190	ENSCAFP00000017597
ENSACAP00000001061	ENSCAFP00000011935
ENSACAP00000022599	ENSCAFP00000038645
ENSACAP00000022579	ENSCAFP00000001519
ENSACAP00000009495	ENSCAFP00000016204
ENSACAP00000020341	ENSCAFP00000030230
ENSACAP00000000595	ENSCAFP00000012489
ENSACAP00000006932	ENSCAFP00000024557
ENSACAP00000001355	ENSCAFP00000030668
ENSACAP00000017470	ENSCAFP00000028304
ENSACAP00000014817	ENSCAFP00000033939
ENSACAP00000006561	ENSCAFP00000031129
ENSACAP00000007616	ENSCAFP00000031071
ENSACAP00000016011	ENSCAFP00000019176
ENSACAP00000010527	ENSCAFP00000029155
ENSACAP00000009174	ENSCAFP00000027181
ENSACAP00000005441	ENSCAFP00000011666
ENSACAP00000009672	ENSCAFP00000010401
ENSACAP00000019599	ENSCAFP00000023433
ENSACAP00000008434	ENSCAFP00000027117
ENSACAP00000019626	ENSCAFP00000018716
ENSACAP00000000159	ENSCAFP00000038250
ENSACAP00000021284	ENSCAFP00000004806
ENSACAP00000010156	ENSCAFP00000000671
ENSACAP00000004447	ENSCAFP00000015747
ENSACAP00000019665	ENSCAFP00000025074
ENSACAP00000001922	ENSCAFP00000006709
ENSACAP00000002111	ENSCAFP00000011232
ENSACAP00000000370	ENSCAFP00000023438
ENSACAP00000021772	ENSCAFP00000024903
ENSACAP00000010691	ENSCAFP00000000597
ENSACAP00000013557	ENSCAFP00000028658
ENSACAP00000010770	ENSCAFP00000035782
ENSACAP00000009947	ENSCAFP00000010348
ENSACAP00000006189	ENSCAFP00000003473
ENSACAP00000012713	ENSCAFP00000037162
ENSACAP00000008683	ENSCAFP00000034158
ENSACAP00000022414	ENSCAFP00000014546
ENSACAP00000006019	ENSCAFP00000002867
ENSACAP00000006658	ENSCAFP00000013093
ENSACAP00000003260	ENSCAFP00000025274
ENSACAP00000000613	ENSCAFP00000021508
ENSACAP00000005965	ENSCAFP00000027924
ENSACAP00000017291	ENSCAFP00000023727
ENSACAP00000010926	ENSCAFP00000043099
ENSACAP00000023002	ENSCAFP00000031019
ENSACAP00000011313	ENSCAFP00000028057
ENSACAP00000014929	ENSCAFP00000008608
ENSACAP00000006265	ENSCAFP00000022889
ENSACAP00000010226	ENSCAFP00000031812
ENSACAP00000010040	ENSCAFP00000040602
ENSACAP00000022700	ENSCAFP00000014803
ENSACAP00000011603	ENSCAFP00000016099
ENSACAP00000000805	ENSCAFP00000031915
ENSACAP00000015828	ENSCAFP00000002178
ENSACAP00000015365	ENSCAFP00000008499
ENSACAP00000020452	ENSCAFP00000015327
ENSACAP00000004140	ENSCAFP00000006856
ENSACAP00000014662	ENSCAFP00000032771
ENSACAP00000015722	ENSCAFP00000033303
ENSACAP00000001750	ENSCAFP00000004751
ENSACAP00000005525	ENSCAFP00000024852
ENSACAP00000011268	ENSCAFP00000025049
ENSACAP00000016593	ENSCAFP00000019071
ENSACAP00000006484	ENSCAFP00000020946
ENSACAP00000016385	ENSCAFP00000039072
ENSACAP00000008767	ENSCAFP00000027663
ENSACAP00000007025	ENSCAFP00000028889
ENSACAP00000021672	ENSCAFP00000037336
ENSACAP00000000381	ENSCAFP00000023091
ENSACAP00000001209	ENSCAFP00000007776
ENSACAP00000009990	ENSCAFP00000025129
ENSACAP00000001625	ENSCAFP00000022543
ENSACAP00000001402	ENSCAFP00000030177
ENSACAP00000008948	ENSCAFP00000008268
ENSACAP00000001583	ENSCAFP00000001455
ENSACAP00000016937	ENSCAFP00000038700
ENSACAP00000017157	ENSCAFP00000041006
ENSACAP00000001882	ENSCAFP00000009020
ENSACAP00000015082	ENSCAFP00000008551
ENSACAP00000023434	ENSCAFP00000002933
ENSACAP00000016777	ENSCAFP00000003791
ENSACAP00000000160	ENSCAFP00000039033
ENSACAP00000015402	ENSCAFP00000040489
ENSACAP00000003682	ENSCAFP00000000731
ENSACAP00000004492	ENSCAFP00000031322
ENSACAP00000007467	ENSCAFP00000009750
ENSACAP00000021511	ENSCAFP00000022741
ENSACAP00000001060	ENSCAFP00000043187
ENSACAP00000011415	ENSCAFP00000024515
ENSACAP00000016667	ENSCAFP00000004867
ENSACAP00000010555	ENSCAFP00000021836
ENSACAP00000010248	ENSCAFP00000004217
ENSACAP00000016230	ENSCAFP00000037695
ENSACAP00000011629	ENSCAFP00000010966
ENSACAP00000004830	ENSCAFP00000021226
ENSACAP00000008760	ENSCAFP00000029009
ENSACAP00000014178	ENSCAFP00000008658
ENSACAP00000012996	ENSCAFP00000007927
ENSACAP00000019138	ENSCAFP00000023053
ENSACAP00000011515	ENSCAFP00000037984
ENSACAP00000012606	ENSCAFP00000004314
ENSACAP00000021157	ENSCAFP00000032164
ENSACAP00000013514	ENSCAFP00000006107
ENSACAP00000007428	ENSCAFP00000014189
ENSACAP00000010944	ENSCAFP00000008959
ENSACAP00000008694	ENSCAFP00000010631
ENSACAP00000009907	ENSCAFP00000037171
ENSACAP00000012912	ENSCAFP00000008706
ENSACAP00000000567	ENSCAFP00000013110
ENSACAP00000003477	ENSCAFP00000000540
ENSACAP00000000863	ENSCAFP00000003336
ENSACAP00000015729	ENSCAFP00000018036
ENSACAP00000007993	ENSCAFP00000020824
ENSACAP00000017180	ENSCAFP00000003790
ENSACAP00000001995	ENSCAFP00000036528
ENSACAP00000010342	ENSCAFP00000013261
ENSACAP00000020905	ENSCAFP00000025968
ENSACAP00000001991	ENSCAFP00000032318
ENSACAP00000006071	ENSCAFP00000009463
ENSACAP00000016504	ENSCAFP00000011088
ENSACAP00000009485	ENSCAFP00000021929
ENSACAP00000000635	ENSCAFP00000001769
ENSACAP00000001089	ENSCAFP00000007075
ENSACAP00000005737	ENSCAFP00000037482
ENSACAP00000008625	ENSCAFP00000000214
ENSACAP00000016728	ENSCAFP00000042402
ENSACAP00000015279	ENSCAFP00000027580
ENSACAP00000014122	ENSCAFP00000020821
ENSACAP00000020079	ENSCAFP00000041753
ENSACAP00000020745	ENSCAFP00000023743
ENSACAP00000023094	ENSCAFP00000006846
ENSACAP00000017089	ENSCAFP00000022711
ENSACAP00000022452	ENSCAFP00000021286
ENSACAP00000013850	ENSCAFP00000028470
ENSACAP00000004759	ENSCAFP00000006039
ENSACAP00000001257	ENSCAFP00000024574
ENSACAP00000016884	ENSCAFP00000026575
ENSACAP00000003349	ENSCAFP00000017461
ENSACAP00000013358	ENSCAFP00000004063
ENSACAP00000006832	ENSCAFP00000023982
ENSACAP00000015079	ENSCAFP00000023105
ENSACAP00000015928	ENSCAFP00000005943
ENSACAP00000000715	ENSCAFP00000022496
ENSACAP00000004522	ENSCAFP00000042277
ENSACAP00000000402	ENSCAFP00000028827
ENSACAP00000003791	ENSCAFP00000000592
ENSACAP00000015256	ENSCAFP00000002754
ENSACAP00000022450	ENSCAFP00000038961
ENSACAP00000018733	ENSCAFP00000017102
ENSACAP00000000755	ENSCAFP00000004842
ENSACAP00000008209	ENSCAFP00000008029
ENSACAP00000008855	ENSCAFP00000035152
ENSACAP00000010495	ENSCAFP00000030686
ENSACAP00000000760	ENSCAFP00000038608
ENSACAP00000004374	ENSCAFP00000027247
ENSACAP00000013498	ENSCAFP00000028682
ENSACAP00000011016	ENSCAFP00000028916
ENSACAP00000004199	ENSCAFP00000029452
ENSACAP00000018105	ENSCAFP00000003942
ENSACAP00000023115	ENSCAFP00000009243
ENSACAP00000002188	ENSCAFP00000006338
ENSACAP00000016434	ENSCAFP00000003356
ENSACAP00000003615	ENSCAFP00000000040
ENSACAP00000021963	ENSCAFP00000010573
ENSACAP00000002644	ENSCAFP00000040339
ENSACAP00000003184	ENSCAFP00000004168
ENSACAP00000006599	ENSCAFP00000024731
ENSACAP00000003708	ENSCAFP00000007112
ENSACAP00000021909	ENSCAFP00000039149
ENSACAP00000005298	ENSCAFP00000021355
ENSACAP00000011461	ENSCAFP00000000049
ENSACAP00000005729	ENSCAFP00000036040
ENSACAP00000015568	ENSCAFP00000002765
ENSACAP00000004381	ENSCAFP00000007041
ENSACAP00000007267	ENSCAFP00000007921
ENSACAP00000008469	ENSCAFP00000007841
ENSACAP00000015493	ENSCAFP00000021737
ENSACAP00000022659	ENSCAFP00000025937
ENSACAP00000022273	ENSCAFP00000014473
ENSACAP00000020865	ENSCAFP00000029420
ENSACAP00000006576	ENSCAFP00000039330
ENSACAP00000009346	ENSCAFP00000012060
ENSACAP00000014044	ENSCAFP00000023007
ENSACAP00000000175	ENSCAFP00000042990
ENSACAP00000002583	ENSCAFP00000011465
ENSACAP00000004637	ENSCAFP00000012299
ENSACAP00000003377	ENSCAFP00000024062
ENSACAP00000005064	ENSCAFP00000024048
ENSACAP00000023095	ENSCAFP00000022733
ENSACAP00000014077	ENSCAFP00000035851
ENSACAP00000002549	ENSCAFP00000010895
ENSACAP00000004770	ENSCAFP00000018872
ENSACAP00000014744	ENSCAFP00000007398
ENSACAP00000003267	ENSCAFP00000015459
ENSACAP00000009490	ENSCAFP00000029322
ENSACAP00000018542	ENSCAFP00000030203
ENSACAP00000009404	ENSCAFP00000014816
ENSACAP00000004634	ENSCAFP00000012646
ENSACAP00000005621	ENSCAFP00000038844
ENSACAP00000014336	ENSCAFP00000012857
ENSACAP00000021514	ENSCAFP00000014030
ENSACAP00000006072	ENSCAFP00000021786
ENSACAP00000005099	ENSCAFP00000029131
ENSACAP00000002701	ENSCAFP00000013042
ENSACAP00000000509	ENSCAFP00000014215
ENSACAP00000019929	ENSCAFP00000028882
ENSACAP00000004886	ENSCAFP00000000145
ENSACAP00000022608	ENSCAFP00000030122
ENSACAP00000006491	ENSCAFP00000029449
ENSACAP00000004974	ENSCAFP00000010152
ENSACAP00000005954	ENSCAFP00000024847
ENSACAP00000003637	ENSCAFP00000030703
ENSACAP00000007478	ENSCAFP00000028808
ENSACAP00000019441	ENSCAFP00000022307
ENSACAP00000010184	ENSCAFP00000000641
ENSACAP00000015973	ENSCAFP00000026651
ENSACAP00000014050	ENSCAFP00000024976
ENSACAP00000011350	ENSCAFP00000033668
ENSACAP00000021261	ENSCAFP00000032782
ENSACAP00000005674	ENSCAFP00000021645
ENSACAP00000021629	ENSCAFP00000002242
ENSACAP00000022783	ENSCAFP00000019210
ENSACAP00000018328	ENSCAFP00000001692
ENSACAP00000006736	ENSCAFP00000033690
ENSACAP00000015126	ENSCAFP00000038185
ENSACAP00000012531	ENSCAFP00000015691
ENSACAP00000022771	ENSCAFP00000006915
ENSACAP00000004494	ENSCAFP00000029261
ENSACAP00000016983	ENSCAFP00000019095
ENSACAP00000001860	ENSCAFP00000040108
ENSACAP00000004937	ENSCAFP00000017699
ENSACAP00000004942	ENSCAFP00000009838
ENSACAP00000012507	ENSCAFP00000043107
ENSACAP00000003757	ENSCAFP00000013443
ENSACAP00000013907	ENSCAFP00000015855
ENSACAP00000002337	ENSCAFP00000036757
ENSACAP00000007067	ENSCAFP00000042291
ENSACAP00000021409	ENSCAFP00000036566
ENSACAP00000007872	ENSCAFP00000017125
ENSACAP00000005025	ENSCAFP00000020124
ENSACAP00000021688	ENSCAFP00000030314
ENSACAP00000000123	ENSCAFP00000028032
ENSACAP00000022936	ENSCAFP00000000870
ENSACAP00000020510	ENSCAFP00000034852
ENSACAP00000006628	ENSCAFP00000029442
ENSACAP00000011407	ENSCAFP00000037407
ENSACAP00000013184	ENSCAFP00000009726
ENSACAP00000016932	ENSCAFP00000025325
ENSACAP00000014334	ENSCAFP00000005953
ENSACAP00000001905	ENSCAFP00000036878
ENSACAP00000009489	ENSCAFP00000014826
ENSACAP00000005719	ENSCAFP00000041563
ENSACAP00000018894	ENSCAFP00000039142
ENSACAP00000014207	ENSCAFP00000017764
ENSACAP00000013277	ENSCAFP00000006052
ENSACAP00000022467	ENSCAFP00000040037
ENSACAP00000015771	ENSCAFP00000015748
ENSACAP00000006248	ENSCAFP00000006877
ENSACAP00000015829	ENSCAFP00000024763
ENSACAP00000003997	ENSCAFP00000001943
ENSACAP00000013200	ENSCAFP00000009717
ENSACAP00000005787	ENSCAFP00000021640
ENSACAP00000004340	ENSCAFP00000037928
ENSACAP00000017059	ENSCAFP00000005445
ENSACAP00000008881	ENSCAFP00000003340
ENSACAP00000008613	ENSCAFP00000034248
ENSACAP00000004342	ENSCAFP00000009608
ENSACAP00000015899	ENSCAFP00000003917
ENSACAP00000006600	ENSCAFP00000010448
ENSACAP00000017754	ENSCAFP00000004833
ENSACAP00000014167	ENSCAFP00000028755
ENSACAP00000009188	ENSCAFP00000040491
ENSACAP00000000121	ENSCAFP00000028034
ENSACAP00000008384	ENSCAFP00000035481
ENSACAP00000006533	ENSCAFP00000011349
ENSACAP00000019948	ENSCAFP00000013037
ENSACAP00000022667	ENSCAFP00000026638
ENSACAP00000008943	ENSCAFP00000028415
ENSACAP00000002031	ENSCAFP00000005208
ENSACAP00000014921	ENSCAFP00000040407
ENSACAP00000008238	ENSCAFP00000031904
ENSACAP00000003738	ENSCAFP00000007465
ENSACAP00000018353	ENSCAFP00000017250
ENSACAP00000016624	ENSCAFP00000025668
ENSACAP00000021686	ENSCAFP00000030312
ENSACAP00000020134	ENSCAFP00000024135
ENSACAP00000013825	ENSCAFP00000028127
ENSACAP00000021695	ENSCAFP00000030321
ENSACAP00000001767	ENSCAFP00000034630
ENSACAP00000006926	ENSCAFP00000010990
ENSACAP00000010381	ENSCAFP00000002415
ENSACAP00000006760	ENSCAFP00000001675
ENSACAP00000022533	ENSCAFP00000003114
ENSACAP00000017312	ENSCAFP00000020348
ENSACAP00000007870	ENSCAFP00000029572
ENSACAP00000002715	ENSCAFP00000015152
ENSACAP00000016888	ENSCAFP00000025285
ENSACAP00000020873	ENSCAFP00000025039
ENSACAP00000004971	ENSCAFP00000010147
ENSACAP00000001162	ENSCAFP00000036075
ENSACAP00000010471	ENSCAFP00000005738
ENSACAP00000021693	ENSCAFP00000030319
ENSACAP00000022150	ENSCAFP00000001117
ENSACAP00000005503	ENSCAFP00000006032
ENSACAP00000023316	ENSCAFP00000023927
ENSACAP00000016155	ENSCAFP00000011451
ENSACAP00000000933	ENSCAFP00000021541
ENSACAP00000016287	ENSCAFP00000023199
ENSACAP00000016972	ENSCAFP00000000702
ENSACAP00000008846	ENSCAFP00000028422
ENSACAP00000013392	ENSCAFP00000022310
ENSACAP00000001140	ENSCAFP00000021707
ENSACAP00000003241	ENSCAFP00000003030
ENSACAP00000012411	ENSCAFP00000017403
ENSACAP00000009607	ENSCAFP00000027091
ENSACAP00000007277	ENSCAFP00000006041
ENSACAP00000016668	ENSCAFP00000007252
ENSACAP00000011194	ENSCAFP00000038777
ENSACAP00000012865	ENSCAFP00000006457
ENSACAP00000014486	ENSCAFP00000040138
ENSACAP00000021689	ENSCAFP00000030315
ENSACAP00000018994	ENSCAFP00000004566
ENSACAP00000021868	ENSCAFP00000037104
ENSACAP00000004919	ENSCAFP00000017312
ENSACAP00000014170	ENSCAFP00000006241
ENSACAP00000011288	ENSCAFP00000038078
ENSACAP00000008660	ENSCAFP00000000211
ENSACAP00000016526	ENSCAFP00000033990
ENSACAP00000019661	ENSCAFP00000000378
ENSACAP00000013115	ENSCAFP00000012265
ENSACAP00000001668	ENSCAFP00000017697
ENSACAP00000022257	ENSCAFP00000026290
ENSACAP00000009845	ENSCAFP00000029028
ENSACAP00000016257	ENSCAFP00000010824
ENSACAP00000016979	ENSCAFP00000000705
ENSACAP00000015392	ENSCAFP00000024278
ENSACAP00000007609	ENSCAFP00000041090
ENSACAP00000003658	ENSCAFP00000025388
ENSACAP00000022522	ENSCAFP00000016698
ENSACAP00000000325	ENSCAFP00000028863
ENSACAP00000012235	ENSCAFP00000007230
ENSACAP00000020350	ENSCAFP00000030021
ENSACAP00000019981	ENSCAFP00000010319
ENSACAP00000005154	ENSCAFP00000038811
ENSACAP00000015053	ENSCAFP00000040704
ENSACAP00000004318	ENSCAFP00000009265
ENSACAP00000012189	ENSCAFP00000023911
ENSACAP00000007982	ENSCAFP00000028840
ENSACAP00000011882	ENSCAFP00000037789
ENSACAP00000005777	ENSCAFP00000039353
ENSACAP00000000641	ENSCAFP00000021494
ENSACAP00000014957	ENSCAFP00000025215
ENSACAP00000001982	ENSCAFP00000011213
ENSACAP00000011695	ENSCAFP00000031767
ENSACAP00000007294	ENSCAFP00000018903
ENSACAP00000001187	ENSCAFP00000037685
ENSACAP00000016935	ENSCAFP00000025329
ENSACAP00000007412	ENSCAFP00000016380
ENSACAP00000012598	ENSCAFP00000035905
ENSACAP00000015517	ENSCAFP00000012612
ENSACAP00000015406	ENSCAFP00000021633
ENSACAP00000014663	ENSCAFP00000039556
ENSACAP00000002779	ENSCAFP00000004567
ENSACAP00000021685	ENSCAFP00000030311
ENSACAP00000005849	ENSCAFP00000011058
ENSACAP00000019523	ENSCAFP00000008973
ENSACAP00000015814	ENSCAFP00000016290
ENSACAP00000015479	ENSCAFP00000010078
ENSACAP00000023055	ENSCAFP00000028137
ENSACAP00000004420	ENSCAFP00000030345
ENSACAP00000005632	ENSCAFP00000025496
ENSACAP00000007157	ENSCAFP00000031223
ENSACAP00000016597	ENSCAFP00000013936
ENSACAP00000002502	ENSCAFP00000009078
ENSACAP00000003977	ENSCAFP00000014672
ENSACAP00000018009	ENSCAFP00000007272
ENSACAP00000022314	ENSCAFP00000021485
ENSACAP00000017597	ENSCAFP00000015775
ENSACAP00000014967	ENSCAFP00000026209
ENSACAP00000021129	ENSCAFP00000011949
ENSACAP00000013703	ENSCAFP00000015035
ENSACAP00000016671	ENSCAFP00000027731
ENSACAP00000001269	ENSCAFP00000019150
ENSACAP00000004437	ENSCAFP00000013278
ENSACAP00000008537	ENSCAFP00000020775
ENSACAP00000003071	ENSCAFP00000039487
ENSACAP00000015229	ENSCAFP00000034513
ENSACAP00000010417	ENSCAFP00000002299
ENSACAP00000014679	ENSCAFP00000040731
ENSACAP00000018757	ENSCAFP00000001934
ENSACAP00000007662	ENSCAFP00000039495
ENSACAP00000016801	ENSCAFP00000032944
ENSACAP00000005418	ENSCAFP00000027884
ENSACAP00000003276	ENSCAFP00000025564
ENSACAP00000000026	ENSCAFP00000040619
ENSACAP00000021692	ENSCAFP00000030318
ENSACAP00000005022	ENSCAFP00000024377
ENSACAP00000009969	ENSCAFP00000025114
ENSACAP00000021279	ENSCAFP00000032636
ENSACAP00000014216	ENSCAFP00000043043
