ENSORLP00000011382	ENSDARP00000122973
ENSORLP00000008811	ENSDARP00000079389
ENSORLP00000025818	ENSDARP00000116604
ENSORLP00000012349	ENSDARP00000115049
ENSORLP00000010907	ENSDARP00000097404
ENSORLP00000024738	ENSDARP00000018012
ENSORLP00000005321	ENSDARP00000060978
ENSORLP00000013888	ENSDARP00000009190
ENSORLP00000010288	ENSDARP00000022217
ENSORLP00000019014	ENSDARP00000129776
ENSORLP00000009539	ENSDARP00000118052
ENSORLP00000013318	ENSDARP00000099833
ENSORLP00000012935	ENSDARP00000091573
ENSORLP00000007331	ENSDARP00000122284
ENSORLP00000023788	ENSDARP00000106157
ENSORLP00000002578	ENSDARP00000084029
ENSORLP00000013185	ENSDARP00000125427
ENSORLP00000017786	ENSDARP00000081663
ENSORLP00000001498	ENSDARP00000103895
ENSORLP00000021334	ENSDARP00000106174
ENSORLP00000012122	ENSDARP00000110578
ENSORLP00000016744	ENSDARP00000102255
ENSORLP00000007744	ENSDARP00000002061
ENSORLP00000021562	ENSDARP00000119261
ENSORLP00000006933	ENSDARP00000112935
ENSORLP00000006118	ENSDARP00000029067
ENSORLP00000004918	ENSDARP00000103068
ENSORLP00000004266	ENSDARP00000120647
ENSORLP00000013230	ENSDARP00000017636
ENSORLP00000013109	ENSDARP00000103307
ENSORLP00000013694	ENSDARP00000074479
ENSORLP00000022269	ENSDARP00000117954
ENSORLP00000006455	ENSDARP00000122676
ENSORLP00000009558	ENSDARP00000064925
ENSORLP00000002309	ENSDARP00000015683
ENSORLP00000015780	ENSDARP00000060055
ENSORLP00000008028	ENSDARP00000033907
ENSORLP00000004236	ENSDARP00000116628
ENSORLP00000003589	ENSDARP00000046273
ENSORLP00000009306	ENSDARP00000046545
ENSORLP00000011096	ENSDARP00000097770
ENSORLP00000010155	ENSDARP00000048752
ENSORLP00000012826	ENSDARP00000126942
ENSORLP00000009915	ENSDARP00000081301
ENSORLP00000007199	ENSDARP00000092552
ENSORLP00000000372	ENSDARP00000077102
ENSORLP00000022365	ENSDARP00000023863
ENSORLP00000024287	ENSDARP00000013624
ENSORLP00000025643	ENSDARP00000106853
ENSORLP00000025344	ENSDARP00000001151
ENSORLP00000006371	ENSDARP00000014124
ENSORLP00000020523	ENSDARP00000090537
ENSORLP00000011435	ENSDARP00000128760
ENSORLP00000011735	ENSDARP00000033337
ENSORLP00000025583	ENSDARP00000104523
ENSORLP00000010572	ENSDARP00000051195
ENSORLP00000013667	ENSDARP00000038867
ENSORLP00000018554	ENSDARP00000115401
ENSORLP00000019970	ENSDARP00000012786
ENSORLP00000019303	ENSDARP00000009313
ENSORLP00000012743	ENSDARP00000115443
ENSORLP00000010738	ENSDARP00000022647
ENSORLP00000015196	ENSDARP00000028693
ENSORLP00000019050	ENSDARP00000119077
ENSORLP00000017646	ENSDARP00000044330
ENSORLP00000006964	ENSDARP00000114539
ENSORLP00000016472	ENSDARP00000066578
ENSORLP00000018309	ENSDARP00000064737
ENSORLP00000016861	ENSDARP00000105122
ENSORLP00000019204	ENSDARP00000104384
ENSORLP00000005519	ENSDARP00000002982
ENSORLP00000010498	ENSDARP00000081244
ENSORLP00000018366	ENSDARP00000069263
ENSORLP00000003471	ENSDARP00000099037
ENSORLP00000025586	ENSDARP00000049943
ENSORLP00000015717	ENSDARP00000116163
ENSORLP00000009367	ENSDARP00000121836
ENSORLP00000004515	ENSDARP00000101794
ENSORLP00000019326	ENSDARP00000053833
ENSORLP00000013298	ENSDARP00000069816
ENSORLP00000022308	ENSDARP00000040031
ENSORLP00000005637	ENSDARP00000058671
ENSORLP00000014401	ENSDARP00000112922
ENSORLP00000016518	ENSDARP00000089695
ENSORLP00000002987	ENSDARP00000123818
ENSORLP00000009499	ENSDARP00000063869
ENSORLP00000009144	ENSDARP00000099995
ENSORLP00000025236	ENSDARP00000052536
ENSORLP00000000668	ENSDARP00000109978
ENSORLP00000014413	ENSDARP00000070468
ENSORLP00000004069	ENSDARP00000033749
ENSORLP00000018497	ENSDARP00000123733
ENSORLP00000016836	ENSDARP00000096681
ENSORLP00000024681	ENSDARP00000030117
ENSORLP00000015486	ENSDARP00000008437
ENSORLP00000013761	ENSDARP00000018263
ENSORLP00000002088	ENSDARP00000022134
ENSORLP00000012724	ENSDARP00000115722
ENSORLP00000020060	ENSDARP00000011655
ENSORLP00000009969	ENSDARP00000075198
ENSORLP00000000062	ENSDARP00000108297
ENSORLP00000022788	ENSDARP00000019360
ENSORLP00000003032	ENSDARP00000110509
ENSORLP00000019117	ENSDARP00000025772
ENSORLP00000006217	ENSDARP00000104715
ENSORLP00000007328	ENSDARP00000068086
ENSORLP00000007846	ENSDARP00000069883
ENSORLP00000012247	ENSDARP00000003969
ENSORLP00000017409	ENSDARP00000009364
ENSORLP00000003269	ENSDARP00000123883
ENSORLP00000021763	ENSDARP00000056582
ENSORLP00000018079	ENSDARP00000107407
ENSORLP00000003287	ENSDARP00000108320
ENSORLP00000004978	ENSDARP00000107014
ENSORLP00000007536	ENSDARP00000123084
ENSORLP00000022602	ENSDARP00000005398
ENSORLP00000001997	ENSDARP00000004738
ENSORLP00000007555	ENSDARP00000028571
ENSORLP00000016100	ENSDARP00000106301
ENSORLP00000021890	ENSDARP00000112722
ENSORLP00000001600	ENSDARP00000125851
ENSORLP00000019994	ENSDARP00000107575
ENSORLP00000021190	ENSDARP00000096357
ENSORLP00000022927	ENSDARP00000065207
ENSORLP00000021077	ENSDARP00000088969
ENSORLP00000021077	ENSDARP00000112621
ENSORLP00000009932	ENSDARP00000010437
ENSORLP00000005364	ENSDARP00000041530
ENSORLP00000002016	ENSDARP00000003359
ENSORLP00000008173	ENSDARP00000023158
ENSORLP00000005343	ENSDARP00000045294
ENSORLP00000017864	ENSDARP00000007797
ENSORLP00000000009	ENSDARP00000010454
ENSORLP00000022896	ENSDARP00000085542
ENSORLP00000000459	ENSDARP00000088456
ENSORLP00000006511	ENSDARP00000126807
ENSORLP00000012578	ENSDARP00000118188
ENSORLP00000011433	ENSDARP00000018567
ENSORLP00000006843	ENSDARP00000006424
ENSORLP00000025305	ENSDARP00000015026
ENSORLP00000016091	ENSDARP00000103462
ENSORLP00000003862	ENSDARP00000013353
ENSORLP00000004726	ENSDARP00000091709
ENSORLP00000012872	ENSDARP00000117977
ENSORLP00000000452	ENSDARP00000019097
ENSORLP00000000957	ENSDARP00000110828
ENSORLP00000008346	ENSDARP00000003288
ENSORLP00000015031	ENSDARP00000026849
ENSORLP00000018733	ENSDARP00000112326
ENSORLP00000007082	ENSDARP00000038241
ENSORLP00000015301	ENSDARP00000122098
ENSORLP00000001642	ENSDARP00000127725
ENSORLP00000023591	ENSDARP00000011049
ENSORLP00000003592	ENSDARP00000011642
ENSORLP00000016754	ENSDARP00000125786
ENSORLP00000009805	ENSDARP00000047417
ENSORLP00000009569	ENSDARP00000007708
ENSORLP00000019826	ENSDARP00000067391
ENSORLP00000019710	ENSDARP00000097862
ENSORLP00000009490	ENSDARP00000032799
ENSORLP00000017507	ENSDARP00000024121
ENSORLP00000018932	ENSDARP00000043811
ENSORLP00000004969	ENSDARP00000004700
ENSORLP00000024327	ENSDARP00000080392
ENSORLP00000012867	ENSDARP00000111590
ENSORLP00000014299	ENSDARP00000116308
ENSORLP00000004756	ENSDARP00000024082
ENSORLP00000025484	ENSDARP00000111959
ENSORLP00000012493	ENSDARP00000107604
ENSORLP00000010536	ENSDARP00000074782
ENSORLP00000004886	ENSDARP00000098846
ENSORLP00000008793	ENSDARP00000075433
ENSORLP00000019513	ENSDARP00000069117
ENSORLP00000008395	ENSDARP00000061986
ENSORLP00000012296	ENSDARP00000017790
ENSORLP00000018897	ENSDARP00000121524
ENSORLP00000023281	ENSDARP00000113328
ENSORLP00000009820	ENSDARP00000075852
ENSORLP00000002152	ENSDARP00000039524
ENSORLP00000012685	ENSDARP00000089770
ENSORLP00000014486	ENSDARP00000088874
ENSORLP00000021811	ENSDARP00000104568
ENSORLP00000012873	ENSDARP00000027768
ENSORLP00000022056	ENSDARP00000105643
ENSORLP00000003485	ENSDARP00000070795
ENSORLP00000019048	ENSDARP00000027014
ENSORLP00000003842	ENSDARP00000095384
ENSORLP00000001697	ENSDARP00000095193
ENSORLP00000014869	ENSDARP00000058006
ENSORLP00000008279	ENSDARP00000102382
ENSORLP00000001004	ENSDARP00000112379
ENSORLP00000014111	ENSDARP00000108965
ENSORLP00000024468	ENSDARP00000129592
ENSORLP00000019364	ENSDARP00000089712
ENSORLP00000010474	ENSDARP00000111810
ENSORLP00000024638	ENSDARP00000005644
ENSORLP00000005727	ENSDARP00000005075
ENSORLP00000018471	ENSDARP00000043545
ENSORLP00000015819	ENSDARP00000069612
ENSORLP00000025857	ENSDARP00000072975
ENSORLP00000015515	ENSDARP00000092527
ENSORLP00000003628	ENSDARP00000104671
ENSORLP00000005485	ENSDARP00000129362
ENSORLP00000014694	ENSDARP00000056247
ENSORLP00000005398	ENSDARP00000064557
ENSORLP00000014529	ENSDARP00000029924
ENSORLP00000001727	ENSDARP00000117225
ENSORLP00000016919	ENSDARP00000003237
ENSORLP00000012555	ENSDARP00000111156
ENSORLP00000023991	ENSDARP00000111785
ENSORLP00000013150	ENSDARP00000009582
ENSORLP00000005976	ENSDARP00000009149
ENSORLP00000010819	ENSDARP00000121482
ENSORLP00000002491	ENSDARP00000072616
ENSORLP00000023646	ENSDARP00000094415
ENSORLP00000004372	ENSDARP00000068241
ENSORLP00000019272	ENSDARP00000039876
ENSORLP00000022273	ENSDARP00000126559
ENSORLP00000017647	ENSDARP00000060839
ENSORLP00000020322	ENSDARP00000089504
ENSORLP00000018173	ENSDARP00000098078
ENSORLP00000011907	ENSDARP00000098792
ENSORLP00000005702	ENSDARP00000069524
ENSORLP00000017206	ENSDARP00000126013
ENSORLP00000006439	ENSDARP00000024189
ENSORLP00000015236	ENSDARP00000092349
ENSORLP00000018927	ENSDARP00000009194
ENSORLP00000016052	ENSDARP00000094388
ENSORLP00000002061	ENSDARP00000092988
ENSORLP00000018711	ENSDARP00000047463
ENSORLP00000000714	ENSDARP00000106923
ENSORLP00000015879	ENSDARP00000033046
ENSORLP00000015989	ENSDARP00000031014
ENSORLP00000002925	ENSDARP00000073630
ENSORLP00000017833	ENSDARP00000102398
ENSORLP00000011974	ENSDARP00000090059
ENSORLP00000001379	ENSDARP00000037227
ENSORLP00000001769	ENSDARP00000058106
ENSORLP00000023268	ENSDARP00000102660
ENSORLP00000016978	ENSDARP00000104226
ENSORLP00000011486	ENSDARP00000119692
ENSORLP00000002157	ENSDARP00000078191
ENSORLP00000007690	ENSDARP00000108838
ENSORLP00000019140	ENSDARP00000123026
ENSORLP00000004655	ENSDARP00000113543
ENSORLP00000021893	ENSDARP00000111346
ENSORLP00000017042	ENSDARP00000033355
ENSORLP00000022697	ENSDARP00000102143
ENSORLP00000005429	ENSDARP00000122494
ENSORLP00000005777	ENSDARP00000083382
ENSORLP00000017989	ENSDARP00000038801
ENSORLP00000024797	ENSDARP00000017863
ENSORLP00000021600	ENSDARP00000058604
ENSORLP00000015514	ENSDARP00000099794
ENSORLP00000024398	ENSDARP00000104494
ENSORLP00000001248	ENSDARP00000049571
ENSORLP00000005297	ENSDARP00000071111
ENSORLP00000012898	ENSDARP00000075597
ENSORLP00000011748	ENSDARP00000122093
ENSORLP00000020318	ENSDARP00000128481
ENSORLP00000016908	ENSDARP00000090402
ENSORLP00000001207	ENSDARP00000074914
ENSORLP00000009234	ENSDARP00000029637
ENSORLP00000015361	ENSDARP00000093632
ENSORLP00000019210	ENSDARP00000072858
ENSORLP00000007432	ENSDARP00000074126
ENSORLP00000001742	ENSDARP00000079496
ENSORLP00000023900	ENSDARP00000127813
ENSORLP00000023979	ENSDARP00000074789
ENSORLP00000024957	ENSDARP00000058788
ENSORLP00000003170	ENSDARP00000072946
ENSORLP00000006078	ENSDARP00000098966
ENSORLP00000024183	ENSDARP00000107549
ENSORLP00000018167	ENSDARP00000072525
ENSORLP00000016296	ENSDARP00000105487
ENSORLP00000021439	ENSDARP00000066929
ENSORLP00000011980	ENSDARP00000101664
ENSORLP00000004219	ENSDARP00000084917
ENSORLP00000008129	ENSDARP00000066691
ENSORLP00000014513	ENSDARP00000024862
ENSORLP00000017964	ENSDARP00000005947
ENSORLP00000020002	ENSDARP00000128561
ENSORLP00000009430	ENSDARP00000117676
ENSORLP00000018722	ENSDARP00000129484
ENSORLP00000009365	ENSDARP00000105025
ENSORLP00000002769	ENSDARP00000104513
ENSORLP00000001613	ENSDARP00000101812
ENSORLP00000013978	ENSDARP00000121511
ENSORLP00000022316	ENSDARP00000089816
ENSORLP00000007765	ENSDARP00000105409
ENSORLP00000009225	ENSDARP00000098256
ENSORLP00000002942	ENSDARP00000100929
ENSORLP00000011856	ENSDARP00000029170
ENSORLP00000014579	ENSDARP00000047211
ENSORLP00000025793	ENSDARP00000058585
ENSORLP00000007350	ENSDARP00000025759
ENSORLP00000025485	ENSDARP00000114858
ENSORLP00000020119	ENSDARP00000075657
ENSORLP00000022612	ENSDARP00000023186
ENSORLP00000013684	ENSDARP00000042375
ENSORLP00000021925	ENSDARP00000090723
ENSORLP00000006468	ENSDARP00000072618
ENSORLP00000006597	ENSDARP00000016104
ENSORLP00000011533	ENSDARP00000033740
ENSORLP00000007086	ENSDARP00000088419
ENSORLP00000001890	ENSDARP00000069175
ENSORLP00000024412	ENSDARP00000016016
ENSORLP00000024776	ENSDARP00000032176
ENSORLP00000009156	ENSDARP00000023444
ENSORLP00000002635	ENSDARP00000101510
ENSORLP00000009258	ENSDARP00000108944
ENSORLP00000025276	ENSDARP00000024847
ENSORLP00000022700	ENSDARP00000062440
ENSORLP00000013507	ENSDARP00000026554
ENSORLP00000015013	ENSDARP00000112499
ENSORLP00000018213	ENSDARP00000059310
ENSORLP00000000526	ENSDARP00000020323
ENSORLP00000007019	ENSDARP00000013243
ENSORLP00000012722	ENSDARP00000082397
ENSORLP00000001347	ENSDARP00000075935
ENSORLP00000009692	ENSDARP00000093298
ENSORLP00000014602	ENSDARP00000116849
ENSORLP00000004466	ENSDARP00000106673
ENSORLP00000019433	ENSDARP00000080946
ENSORLP00000023491	ENSDARP00000104753
ENSORLP00000009646	ENSDARP00000066759
ENSORLP00000013072	ENSDARP00000105424
ENSORLP00000010333	ENSDARP00000097153
ENSORLP00000015553	ENSDARP00000061543
ENSORLP00000003825	ENSDARP00000072160
ENSORLP00000018540	ENSDARP00000094421
ENSORLP00000012161	ENSDARP00000061664
ENSORLP00000022240	ENSDARP00000018924
ENSORLP00000009742	ENSDARP00000025119
ENSORLP00000017616	ENSDARP00000098071
ENSORLP00000014194	ENSDARP00000022256
ENSORLP00000002947	ENSDARP00000004926
ENSORLP00000011076	ENSDARP00000110193
ENSORLP00000000151	ENSDARP00000071563
ENSORLP00000021538	ENSDARP00000063922
ENSORLP00000000743	ENSDARP00000022858
ENSORLP00000017226	ENSDARP00000004298
ENSORLP00000017315	ENSDARP00000015461
ENSORLP00000009947	ENSDARP00000101926
ENSORLP00000009204	ENSDARP00000083337
ENSORLP00000007343	ENSDARP00000062417
ENSORLP00000004164	ENSDARP00000062993
ENSORLP00000010895	ENSDARP00000111972
ENSORLP00000006374	ENSDARP00000117779
ENSORLP00000001787	ENSDARP00000011011
ENSORLP00000021680	ENSDARP00000113849
ENSORLP00000013721	ENSDARP00000118855
ENSORLP00000008042	ENSDARP00000090568
ENSORLP00000018851	ENSDARP00000117092
ENSORLP00000006487	ENSDARP00000002650
ENSORLP00000024086	ENSDARP00000041303
ENSORLP00000018326	ENSDARP00000076630
ENSORLP00000023238	ENSDARP00000004882
ENSORLP00000009260	ENSDARP00000010686
ENSORLP00000004368	ENSDARP00000026224
ENSORLP00000015657	ENSDARP00000102576
ENSORLP00000016467	ENSDARP00000005176
ENSORLP00000020927	ENSDARP00000003452
ENSORLP00000019120	ENSDARP00000088129
ENSORLP00000021880	ENSDARP00000060684
ENSORLP00000023419	ENSDARP00000096361
ENSORLP00000002682	ENSDARP00000120146
ENSORLP00000015261	ENSDARP00000008647
ENSORLP00000018113	ENSDARP00000124976
ENSORLP00000008191	ENSDARP00000094955
ENSORLP00000007016	ENSDARP00000113369
ENSORLP00000002124	ENSDARP00000083350
ENSORLP00000009832	ENSDARP00000064522
ENSORLP00000004814	ENSDARP00000003814
ENSORLP00000003399	ENSDARP00000064200
ENSORLP00000016542	ENSDARP00000104575
ENSORLP00000014315	ENSDARP00000093426
ENSORLP00000016449	ENSDARP00000055553
ENSORLP00000024757	ENSDARP00000124587
ENSORLP00000021849	ENSDARP00000076240
ENSORLP00000011231	ENSDARP00000044503
ENSORLP00000015287	ENSDARP00000009876
ENSORLP00000007414	ENSDARP00000029422
ENSORLP00000016310	ENSDARP00000031098
ENSORLP00000008882	ENSDARP00000122360
ENSORLP00000025462	ENSDARP00000035728
ENSORLP00000024092	ENSDARP00000068371
ENSORLP00000020520	ENSDARP00000017257
ENSORLP00000016912	ENSDARP00000057289
ENSORLP00000014084	ENSDARP00000099636
ENSORLP00000009071	ENSDARP00000103344
ENSORLP00000002217	ENSDARP00000039099
ENSORLP00000009582	ENSDARP00000102456
ENSORLP00000014362	ENSDARP00000111754
ENSORLP00000019361	ENSDARP00000094021
ENSORLP00000012274	ENSDARP00000105326
ENSORLP00000004883	ENSDARP00000095835
ENSORLP00000024031	ENSDARP00000094818
ENSORLP00000009363	ENSDARP00000100659
ENSORLP00000007251	ENSDARP00000118938
ENSORLP00000020896	ENSDARP00000122798
ENSORLP00000022329	ENSDARP00000034076
ENSORLP00000011322	ENSDARP00000057468
ENSORLP00000002983	ENSDARP00000069664
ENSORLP00000011040	ENSDARP00000022810
ENSORLP00000016161	ENSDARP00000057878
ENSORLP00000010054	ENSDARP00000090730
ENSORLP00000015247	ENSDARP00000118511
ENSORLP00000012655	ENSDARP00000126135
ENSORLP00000006558	ENSDARP00000050124
ENSORLP00000025572	ENSDARP00000074570
ENSORLP00000006777	ENSDARP00000095488
ENSORLP00000003106	ENSDARP00000040189
ENSORLP00000019449	ENSDARP00000055753
ENSORLP00000000193	ENSDARP00000018644
ENSORLP00000019527	ENSDARP00000013627
ENSORLP00000022328	ENSDARP00000062349
ENSORLP00000005760	ENSDARP00000128052
ENSORLP00000014013	ENSDARP00000048926
ENSORLP00000003669	ENSDARP00000070780
ENSORLP00000000285	ENSDARP00000070240
ENSORLP00000007075	ENSDARP00000008133
ENSORLP00000024586	ENSDARP00000098875
ENSORLP00000025398	ENSDARP00000093249
ENSORLP00000016073	ENSDARP00000052184
ENSORLP00000008145	ENSDARP00000087584
ENSORLP00000015593	ENSDARP00000022060
ENSORLP00000023227	ENSDARP00000109711
ENSORLP00000005558	ENSDARP00000098290
ENSORLP00000024618	ENSDARP00000061774
ENSORLP00000002446	ENSDARP00000072847
ENSORLP00000006105	ENSDARP00000067287
ENSORLP00000004681	ENSDARP00000063503
ENSORLP00000016357	ENSDARP00000107624
ENSORLP00000004634	ENSDARP00000069296
ENSORLP00000014102	ENSDARP00000110209
ENSORLP00000000133	ENSDARP00000066063
ENSORLP00000001138	ENSDARP00000026984
ENSORLP00000007648	ENSDARP00000078551
ENSORLP00000019085	ENSDARP00000059666
ENSORLP00000016595	ENSDARP00000111582
ENSORLP00000002034	ENSDARP00000054908
ENSORLP00000025144	ENSDARP00000101995
ENSORLP00000007143	ENSDARP00000065543
ENSORLP00000016569	ENSDARP00000108895
ENSORLP00000009391	ENSDARP00000106559
ENSORLP00000006850	ENSDARP00000096969
ENSORLP00000001278	ENSDARP00000065863
ENSORLP00000009800	ENSDARP00000023024
ENSORLP00000024510	ENSDARP00000099718
ENSORLP00000018224	ENSDARP00000019505
ENSORLP00000003542	ENSDARP00000066387
ENSORLP00000009424	ENSDARP00000073799
ENSORLP00000006437	ENSDARP00000052645
ENSORLP00000021494	ENSDARP00000040032
ENSORLP00000000644	ENSDARP00000103873
ENSORLP00000018626	ENSDARP00000074153
ENSORLP00000012018	ENSDARP00000054860
ENSORLP00000014605	ENSDARP00000116242
ENSORLP00000001874	ENSDARP00000025466
ENSORLP00000022246	ENSDARP00000129175
ENSORLP00000014845	ENSDARP00000006173
ENSORLP00000017827	ENSDARP00000010013
ENSORLP00000011750	ENSDARP00000044042
ENSORLP00000021405	ENSDARP00000116237
ENSORLP00000015030	ENSDARP00000106416
ENSORLP00000012010	ENSDARP00000036773
ENSORLP00000019948	ENSDARP00000055486
ENSORLP00000024624	ENSDARP00000056179
ENSORLP00000008650	ENSDARP00000105727
ENSORLP00000014198	ENSDARP00000128519
ENSORLP00000012373	ENSDARP00000062091
ENSORLP00000014621	ENSDARP00000066190
ENSORLP00000005385	ENSDARP00000088640
ENSORLP00000011843	ENSDARP00000121705
ENSORLP00000003664	ENSDARP00000016213
ENSORLP00000018920	ENSDARP00000104242
ENSORLP00000007346	ENSDARP00000017149
ENSORLP00000000604	ENSDARP00000102969
ENSORLP00000014430	ENSDARP00000110068
ENSORLP00000004204	ENSDARP00000080925
ENSORLP00000007522	ENSDARP00000025243
ENSORLP00000014018	ENSDARP00000118084
ENSORLP00000013303	ENSDARP00000071726
ENSORLP00000022891	ENSDARP00000118992
ENSORLP00000017709	ENSDARP00000129851
ENSORLP00000011051	ENSDARP00000064693
ENSORLP00000010190	ENSDARP00000005886
ENSORLP00000021447	ENSDARP00000072990
ENSORLP00000025620	ENSDARP00000076735
ENSORLP00000000354	ENSDARP00000064065
ENSORLP00000009934	ENSDARP00000102047
ENSORLP00000010537	ENSDARP00000101565
ENSORLP00000001930	ENSDARP00000050846
ENSORLP00000021874	ENSDARP00000060688
ENSORLP00000007095	ENSDARP00000004687
ENSORLP00000007218	ENSDARP00000121982
ENSORLP00000025754	ENSDARP00000031745
ENSORLP00000020083	ENSDARP00000042220
ENSORLP00000018904	ENSDARP00000067234
ENSORLP00000017607	ENSDARP00000037419
ENSORLP00000007634	ENSDARP00000116409
ENSORLP00000003546	ENSDARP00000109353
ENSORLP00000013393	ENSDARP00000059559
ENSORLP00000024894	ENSDARP00000017103
ENSORLP00000022636	ENSDARP00000018505
ENSORLP00000025094	ENSDARP00000124362
ENSORLP00000019365	ENSDARP00000097615
ENSORLP00000007210	ENSDARP00000060189
ENSORLP00000024034	ENSDARP00000123267
ENSORLP00000015773	ENSDARP00000097707
ENSORLP00000008353	ENSDARP00000101015
ENSORLP00000010261	ENSDARP00000037304
ENSORLP00000022685	ENSDARP00000106732
ENSORLP00000016946	ENSDARP00000098431
ENSORLP00000009554	ENSDARP00000038195
ENSORLP00000017342	ENSDARP00000065502
ENSORLP00000008868	ENSDARP00000055445
ENSORLP00000006745	ENSDARP00000089478
ENSORLP00000020629	ENSDARP00000076893
ENSORLP00000004862	ENSDARP00000088158
ENSORLP00000015978	ENSDARP00000108208
ENSORLP00000019730	ENSDARP00000124404
ENSORLP00000016009	ENSDARP00000106280
ENSORLP00000020115	ENSDARP00000056900
ENSORLP00000007599	ENSDARP00000126728
ENSORLP00000011877	ENSDARP00000044114
ENSORLP00000020332	ENSDARP00000032165
ENSORLP00000025222	ENSDARP00000126427
ENSORLP00000022681	ENSDARP00000067396
ENSORLP00000011147	ENSDARP00000070899
ENSORLP00000011122	ENSDARP00000111067
ENSORLP00000013578	ENSDARP00000034563
ENSORLP00000002641	ENSDARP00000123964
ENSORLP00000020538	ENSDARP00000123352
ENSORLP00000017560	ENSDARP00000050244
ENSORLP00000012660	ENSDARP00000127074
ENSORLP00000000403	ENSDARP00000071703
ENSORLP00000018850	ENSDARP00000118435
ENSORLP00000007886	ENSDARP00000012858
ENSORLP00000016603	ENSDARP00000087580
ENSORLP00000009735	ENSDARP00000124120
ENSORLP00000024512	ENSDARP00000051775
ENSORLP00000019903	ENSDARP00000081745
ENSORLP00000017972	ENSDARP00000118997
ENSORLP00000005120	ENSDARP00000124644
ENSORLP00000017472	ENSDARP00000106592
ENSORLP00000024933	ENSDARP00000101805
ENSORLP00000014083	ENSDARP00000076262
ENSORLP00000005014	ENSDARP00000059298
ENSORLP00000003901	ENSDARP00000013430
