ENSLOCP00000009128	ENSMGAP00000004951
ENSLOCP00000014912	ENSMGAP00000009372
ENSLOCP00000021040	ENSMGAP00000014633
ENSLOCP00000008026	ENSMGAP00000012329
ENSLOCP00000019821	ENSMGAP00000001788
ENSLOCP00000020468	ENSMGAP00000014500
ENSLOCP00000007614	ENSMGAP00000001519
ENSLOCP00000019508	ENSMGAP00000008413
ENSLOCP00000000880	ENSMGAP00000015032
ENSLOCP00000019617	ENSMGAP00000009356
ENSLOCP00000011301	ENSMGAP00000014374
ENSLOCP00000016804	ENSMGAP00000007167
ENSLOCP00000006339	ENSMGAP00000004374
ENSLOCP00000017048	ENSMGAP00000004162
ENSLOCP00000016701	ENSMGAP00000012190
ENSLOCP00000005787	ENSMGAP00000001146
ENSLOCP00000007263	ENSMGAP00000005701
ENSLOCP00000011948	ENSMGAP00000011137
ENSLOCP00000013049	ENSMGAP00000015195
ENSLOCP00000004879	ENSMGAP00000002255
ENSLOCP00000005628	ENSMGAP00000011739
ENSLOCP00000017557	ENSMGAP00000001787
ENSLOCP00000004456	ENSMGAP00000015461
ENSLOCP00000009364	ENSMGAP00000001463
ENSLOCP00000014895	ENSMGAP00000000796
ENSLOCP00000015098	ENSMGAP00000003450
ENSLOCP00000018928	ENSMGAP00000001633
ENSLOCP00000000261	ENSMGAP00000019495
ENSLOCP00000018101	ENSMGAP00000019495
ENSLOCP00000017750	ENSMGAP00000009564
ENSLOCP00000016313	ENSMGAP00000013866
ENSLOCP00000006784	ENSMGAP00000006297
ENSLOCP00000009627	ENSMGAP00000015486
ENSLOCP00000013089	ENSMGAP00000008998
ENSLOCP00000012592	ENSMGAP00000000906
ENSLOCP00000011659	ENSMGAP00000015207
ENSLOCP00000015747	ENSMGAP00000012265
ENSLOCP00000007364	ENSMGAP00000007089
ENSLOCP00000009776	ENSMGAP00000007749
ENSLOCP00000007110	ENSMGAP00000015873
ENSLOCP00000005571	ENSMGAP00000008043
ENSLOCP00000006059	ENSMGAP00000001996
ENSLOCP00000004455	ENSMGAP00000000741
ENSLOCP00000001698	ENSMGAP00000018535
ENSLOCP00000020851	ENSMGAP00000011799
ENSLOCP00000007650	ENSMGAP00000005123
ENSLOCP00000007194	ENSMGAP00000008370
ENSLOCP00000020863	ENSMGAP00000002959
ENSLOCP00000008043	ENSMGAP00000004255
ENSLOCP00000011716	ENSMGAP00000016171
ENSLOCP00000009716	ENSMGAP00000015482
ENSLOCP00000013382	ENSMGAP00000017266
ENSLOCP00000004129	ENSMGAP00000012359
ENSLOCP00000004317	ENSMGAP00000003208
ENSLOCP00000005329	ENSMGAP00000015242
ENSLOCP00000006974	ENSMGAP00000004584
ENSLOCP00000003893	ENSMGAP00000013240
ENSLOCP00000009617	ENSMGAP00000010707
ENSLOCP00000019970	ENSMGAP00000013322
ENSLOCP00000016001	ENSMGAP00000013914
ENSLOCP00000007430	ENSMGAP00000004018
ENSLOCP00000005925	ENSMGAP00000012787
ENSLOCP00000019803	ENSMGAP00000004721
ENSLOCP00000006149	ENSMGAP00000000793
ENSLOCP00000021140	ENSMGAP00000014006
ENSLOCP00000012525	ENSMGAP00000008416
ENSLOCP00000020500	ENSMGAP00000014274
ENSLOCP00000021237	ENSMGAP00000014697
ENSLOCP00000009556	ENSMGAP00000006181
ENSLOCP00000013951	ENSMGAP00000014605
ENSLOCP00000020638	ENSMGAP00000008481
ENSLOCP00000013494	ENSMGAP00000019573
ENSLOCP00000009125	ENSMGAP00000019480
ENSLOCP00000001206	ENSMGAP00000017547
ENSLOCP00000014973	ENSMGAP00000004231
ENSLOCP00000005892	ENSMGAP00000008638
ENSLOCP00000008859	ENSMGAP00000000447
ENSLOCP00000012391	ENSMGAP00000013479
ENSLOCP00000003493	ENSMGAP00000009676
ENSLOCP00000013217	ENSMGAP00000013567
ENSLOCP00000020866	ENSMGAP00000014736
ENSLOCP00000016876	ENSMGAP00000004696
ENSLOCP00000005886	ENSMGAP00000003782
ENSLOCP00000012533	ENSMGAP00000009551
ENSLOCP00000003927	ENSMGAP00000002460
ENSLOCP00000019636	ENSMGAP00000002744
ENSLOCP00000021284	ENSMGAP00000014783
ENSLOCP00000005808	ENSMGAP00000006688
ENSLOCP00000015544	ENSMGAP00000002931
ENSLOCP00000012977	ENSMGAP00000010804
ENSLOCP00000007133	ENSMGAP00000010520
ENSLOCP00000017314	ENSMGAP00000012333
ENSLOCP00000020067	ENSMGAP00000016797
ENSLOCP00000018506	ENSMGAP00000005764
ENSLOCP00000014523	ENSMGAP00000011453
ENSLOCP00000021283	ENSMGAP00000014785
ENSLOCP00000021107	ENSMGAP00000014161
ENSLOCP00000018076	ENSMGAP00000000597
ENSLOCP00000009083	ENSMGAP00000000327
ENSLOCP00000012652	ENSMGAP00000009097
ENSLOCP00000016902	ENSMGAP00000006478
ENSLOCP00000010678	ENSMGAP00000009262
ENSLOCP00000010097	ENSMGAP00000014763
ENSLOCP00000017355	ENSMGAP00000009727
ENSLOCP00000005186	ENSMGAP00000000929
ENSLOCP00000017666	ENSMGAP00000008783
ENSLOCP00000019470	ENSMGAP00000010041
ENSLOCP00000013743	ENSMGAP00000010806
ENSLOCP00000017019	ENSMGAP00000017767
ENSLOCP00000021192	ENSMGAP00000014104
ENSLOCP00000002686	ENSMGAP00000016258
ENSLOCP00000018629	ENSMGAP00000001126
ENSLOCP00000019656	ENSMGAP00000002657
ENSLOCP00000014050	ENSMGAP00000014493
ENSLOCP00000010427	ENSMGAP00000000024
ENSLOCP00000001524	ENSMGAP00000010676
ENSLOCP00000021265	ENSMGAP00000014859
ENSLOCP00000020563	ENSMGAP00000011928
ENSLOCP00000015905	ENSMGAP00000006236
ENSLOCP00000018201	ENSMGAP00000008127
ENSLOCP00000014815	ENSMGAP00000011541
ENSLOCP00000012587	ENSMGAP00000008725
ENSLOCP00000000231	ENSMGAP00000000743
ENSLOCP00000013276	ENSMGAP00000013961
ENSLOCP00000001687	ENSMGAP00000017591
ENSLOCP00000008248	ENSMGAP00000003875
ENSLOCP00000005261	ENSMGAP00000010139
ENSLOCP00000006497	ENSMGAP00000011561
ENSLOCP00000006054	ENSMGAP00000008613
ENSLOCP00000004968	ENSMGAP00000004120
ENSLOCP00000018218	ENSMGAP00000018724
ENSLOCP00000007035	ENSMGAP00000007652
ENSLOCP00000019820	ENSMGAP00000004922
ENSLOCP00000007193	ENSMGAP00000016181
ENSLOCP00000016614	ENSMGAP00000016789
ENSLOCP00000009427	ENSMGAP00000017783
ENSLOCP00000006571	ENSMGAP00000005600
ENSLOCP00000008227	ENSMGAP00000000520
ENSLOCP00000015996	ENSMGAP00000007712
ENSLOCP00000006829	ENSMGAP00000003110
ENSLOCP00000011288	ENSMGAP00000004845
ENSLOCP00000005946	ENSMGAP00000007271
ENSLOCP00000019548	ENSMGAP00000003539
ENSLOCP00000021311	ENSMGAP00000014773
ENSLOCP00000013334	ENSMGAP00000003800
ENSLOCP00000012329	ENSMGAP00000015180
ENSLOCP00000005410	ENSMGAP00000019729
ENSLOCP00000020963	ENSMGAP00000014026
ENSLOCP00000000011	ENSMGAP00000009188
ENSLOCP00000008919	ENSMGAP00000000206
ENSLOCP00000014007	ENSMGAP00000004180
ENSLOCP00000003029	ENSMGAP00000004794
ENSLOCP00000001730	ENSMGAP00000002427
ENSLOCP00000016787	ENSMGAP00000008456
ENSLOCP00000012388	ENSMGAP00000009688
ENSLOCP00000009837	ENSMGAP00000003815
ENSLOCP00000018804	ENSMGAP00000011853
ENSLOCP00000009389	ENSMGAP00000002491
ENSLOCP00000019043	ENSMGAP00000012601
ENSLOCP00000005024	ENSMGAP00000016015
ENSLOCP00000002014	ENSMGAP00000005647
ENSLOCP00000009574	ENSMGAP00000000400
ENSLOCP00000021359	ENSMGAP00000014032
ENSLOCP00000005133	ENSMGAP00000017480
ENSLOCP00000004717	ENSMGAP00000015226
ENSLOCP00000007771	ENSMGAP00000007946
ENSLOCP00000010730	ENSMGAP00000004453
ENSLOCP00000009181	ENSMGAP00000005351
ENSLOCP00000004351	ENSMGAP00000005540
ENSLOCP00000012737	ENSMGAP00000008742
ENSLOCP00000019305	ENSMGAP00000004308
ENSLOCP00000006969	ENSMGAP00000006209
ENSLOCP00000007691	ENSMGAP00000000281
ENSLOCP00000003377	ENSMGAP00000000094
ENSLOCP00000004006	ENSMGAP00000019451
ENSLOCP00000006089	ENSMGAP00000008752
ENSLOCP00000011373	ENSMGAP00000014388
ENSLOCP00000017862	ENSMGAP00000008365
ENSLOCP00000006141	ENSMGAP00000015185
ENSLOCP00000017337	ENSMGAP00000012463
ENSLOCP00000008398	ENSMGAP00000011589
ENSLOCP00000007391	ENSMGAP00000007052
ENSLOCP00000013759	ENSMGAP00000014419
ENSLOCP00000002844	ENSMGAP00000005724
ENSLOCP00000006675	ENSMGAP00000017744
ENSLOCP00000003057	ENSMGAP00000006916
ENSLOCP00000014840	ENSMGAP00000012076
ENSLOCP00000013870	ENSMGAP00000005772
ENSLOCP00000011190	ENSMGAP00000003318
ENSLOCP00000020387	ENSMGAP00000018104
ENSLOCP00000014703	ENSMGAP00000012573
ENSLOCP00000015706	ENSMGAP00000009804
ENSLOCP00000015598	ENSMGAP00000018998
ENSLOCP00000014592	ENSMGAP00000012775
ENSLOCP00000015048	ENSMGAP00000004054
ENSLOCP00000019219	ENSMGAP00000002424
ENSLOCP00000001772	ENSMGAP00000008151
ENSLOCP00000002561	ENSMGAP00000012261
ENSLOCP00000010129	ENSMGAP00000008317
ENSLOCP00000012895	ENSMGAP00000000210
ENSLOCP00000012615	ENSMGAP00000008720
ENSLOCP00000010644	ENSMGAP00000011978
ENSLOCP00000011969	ENSMGAP00000014121
ENSLOCP00000006981	ENSMGAP00000016179
ENSLOCP00000018110	ENSMGAP00000011754
ENSLOCP00000007404	ENSMGAP00000001481
ENSLOCP00000008386	ENSMGAP00000000130
ENSLOCP00000019677	ENSMGAP00000005983
ENSLOCP00000014533	ENSMGAP00000019189
ENSLOCP00000013030	ENSMGAP00000004145
ENSLOCP00000003911	ENSMGAP00000013459
ENSLOCP00000013701	ENSMGAP00000009504
ENSLOCP00000021083	ENSMGAP00000014656
ENSLOCP00000007401	ENSMGAP00000011775
ENSLOCP00000004716	ENSMGAP00000016133
ENSLOCP00000015933	ENSMGAP00000007881
ENSLOCP00000013931	ENSMGAP00000004327
ENSLOCP00000007407	ENSMGAP00000007352
ENSLOCP00000019582	ENSMGAP00000012506
ENSLOCP00000020558	ENSMGAP00000011654
ENSLOCP00000006536	ENSMGAP00000007426
ENSLOCP00000021689	ENSMGAP00000018680
ENSLOCP00000009698	ENSMGAP00000010756
ENSLOCP00000019376	ENSMGAP00000011985
ENSLOCP00000009842	ENSMGAP00000001409
ENSLOCP00000020677	ENSMGAP00000014891
ENSLOCP00000010691	ENSMGAP00000006144
ENSLOCP00000013569	ENSMGAP00000001480
ENSLOCP00000001727	ENSMGAP00000008605
ENSLOCP00000009960	ENSMGAP00000008166
ENSLOCP00000002082	ENSMGAP00000003913
ENSLOCP00000001558	ENSMGAP00000008359
ENSLOCP00000003425	ENSMGAP00000008504
ENSLOCP00000001743	ENSMGAP00000007112
ENSLOCP00000005086	ENSMGAP00000001339
ENSLOCP00000010984	ENSMGAP00000009970
ENSLOCP00000012431	ENSMGAP00000013503
ENSLOCP00000013065	ENSMGAP00000008060
ENSLOCP00000014527	ENSMGAP00000014475
ENSLOCP00000012732	ENSMGAP00000015945
ENSLOCP00000019394	ENSMGAP00000011949
ENSLOCP00000012379	ENSMGAP00000000943
ENSLOCP00000001274	ENSMGAP00000008112
ENSLOCP00000013079	ENSMGAP00000008983
ENSLOCP00000018921	ENSMGAP00000001531
ENSLOCP00000011628	ENSMGAP00000013011
ENSLOCP00000016636	ENSMGAP00000007174
ENSLOCP00000008706	ENSMGAP00000010637
ENSLOCP00000002177	ENSMGAP00000003806
ENSLOCP00000019948	ENSMGAP00000010916
ENSLOCP00000021124	ENSMGAP00000014331
ENSLOCP00000015178	ENSMGAP00000019467
ENSLOCP00000014411	ENSMGAP00000006187
ENSLOCP00000015836	ENSMGAP00000004949
ENSLOCP00000007138	ENSMGAP00000008257
ENSLOCP00000005715	ENSMGAP00000011713
ENSLOCP00000013509	ENSMGAP00000015052
ENSLOCP00000009752	ENSMGAP00000010000
ENSLOCP00000006917	ENSMGAP00000003866
ENSLOCP00000009614	ENSMGAP00000016729
ENSLOCP00000004842	ENSMGAP00000008968
ENSLOCP00000008052	ENSMGAP00000002430
ENSLOCP00000012333	ENSMGAP00000009474
ENSLOCP00000016047	ENSMGAP00000003999
ENSLOCP00000019541	ENSMGAP00000008633
ENSLOCP00000019683	ENSMGAP00000006191
ENSLOCP00000009807	ENSMGAP00000009953
ENSLOCP00000003734	ENSMGAP00000001865
ENSLOCP00000015266	ENSMGAP00000005533
ENSLOCP00000013724	ENSMGAP00000010817
ENSLOCP00000003404	ENSMGAP00000002786
ENSLOCP00000019325	ENSMGAP00000006784
ENSLOCP00000012741	ENSMGAP00000006874
ENSLOCP00000009138	ENSMGAP00000016124
ENSLOCP00000001221	ENSMGAP00000000584
ENSLOCP00000018569	ENSMGAP00000014562
ENSLOCP00000014905	ENSMGAP00000001629
ENSLOCP00000003665	ENSMGAP00000015785
ENSLOCP00000001886	ENSMGAP00000016028
ENSLOCP00000009101	ENSMGAP00000005623
ENSLOCP00000017534	ENSMGAP00000000949
ENSLOCP00000012630	ENSMGAP00000012249
ENSLOCP00000019191	ENSMGAP00000009100
ENSLOCP00000016679	ENSMGAP00000012127
ENSLOCP00000020792	ENSMGAP00000014804
ENSLOCP00000020163	ENSMGAP00000010738
ENSLOCP00000003558	ENSMGAP00000008089
ENSLOCP00000016859	ENSMGAP00000004671
ENSLOCP00000012242	ENSMGAP00000008244
ENSLOCP00000004239	ENSMGAP00000006509
ENSLOCP00000021322	ENSMGAP00000014696
ENSLOCP00000017146	ENSMGAP00000010269
ENSLOCP00000014101	ENSMGAP00000009612
ENSLOCP00000007556	ENSMGAP00000009031
ENSLOCP00000010708	ENSMGAP00000015946
ENSLOCP00000020430	ENSMGAP00000010363
ENSLOCP00000002491	ENSMGAP00000010620
ENSLOCP00000016252	ENSMGAP00000004945
ENSLOCP00000002394	ENSMGAP00000016487
ENSLOCP00000011726	ENSMGAP00000016174
ENSLOCP00000016959	ENSMGAP00000006307
ENSLOCP00000005053	ENSMGAP00000006424
ENSLOCP00000015809	ENSMGAP00000018795
ENSLOCP00000007088	ENSMGAP00000016159
ENSLOCP00000006408	ENSMGAP00000014482
ENSLOCP00000002239	ENSMGAP00000015105
ENSLOCP00000008021	ENSMGAP00000001517
ENSLOCP00000015912	ENSMGAP00000014199
ENSLOCP00000021094	ENSMGAP00000014529
ENSLOCP00000015319	ENSMGAP00000003652
ENSLOCP00000017969	ENSMGAP00000012898
ENSLOCP00000005162	ENSMGAP00000006324
ENSLOCP00000012583	ENSMGAP00000006280
ENSLOCP00000021126	ENSMGAP00000014333
ENSLOCP00000021129	ENSMGAP00000016908
ENSLOCP00000014952	ENSMGAP00000001722
ENSLOCP00000019322	ENSMGAP00000006809
ENSLOCP00000000328	ENSMGAP00000007229
ENSLOCP00000003771	ENSMGAP00000002927
ENSLOCP00000020458	ENSMGAP00000011662
ENSLOCP00000014141	ENSMGAP00000004760
ENSLOCP00000008531	ENSMGAP00000007894
ENSLOCP00000015202	ENSMGAP00000018798
ENSLOCP00000020107	ENSMGAP00000013363
ENSLOCP00000013358	ENSMGAP00000016041
ENSLOCP00000009508	ENSMGAP00000000528
ENSLOCP00000013052	ENSMGAP00000008897
ENSLOCP00000013014	ENSMGAP00000011831
ENSLOCP00000006880	ENSMGAP00000005340
ENSLOCP00000021009	ENSMGAP00000014689
ENSLOCP00000002214	ENSMGAP00000004217
ENSLOCP00000001456	ENSMGAP00000017460
ENSLOCP00000017262	ENSMGAP00000013189
ENSLOCP00000018062	ENSMGAP00000011288
ENSLOCP00000011769	ENSMGAP00000008977
ENSLOCP00000017880	ENSMGAP00000009005
ENSLOCP00000003674	ENSMGAP00000015153
ENSLOCP00000001419	ENSMGAP00000019552
ENSLOCP00000003829	ENSMGAP00000008455
ENSLOCP00000018137	ENSMGAP00000003971
ENSLOCP00000005582	ENSMGAP00000008476
ENSLOCP00000011322	ENSMGAP00000014037
ENSLOCP00000020811	ENSMGAP00000014641
ENSLOCP00000012950	ENSMGAP00000015903
ENSLOCP00000001916	ENSMGAP00000006877
ENSLOCP00000004281	ENSMGAP00000010317
ENSLOCP00000021211	ENSMGAP00000010930
ENSLOCP00000009560	ENSMGAP00000012295
ENSLOCP00000013055	ENSMGAP00000005778
ENSLOCP00000008638	ENSMGAP00000009722
ENSLOCP00000020477	ENSMGAP00000014227
ENSLOCP00000010640	ENSMGAP00000015940
ENSLOCP00000012017	ENSMGAP00000013326
ENSLOCP00000001411	ENSMGAP00000011764
ENSLOCP00000003280	ENSMGAP00000003277
ENSLOCP00000002434	ENSMGAP00000016061
ENSLOCP00000015490	ENSMGAP00000008911
ENSLOCP00000020981	ENSMGAP00000010562
ENSLOCP00000016855	ENSMGAP00000008425
ENSLOCP00000005411	ENSMGAP00000000939
ENSLOCP00000002077	ENSMGAP00000013092
ENSLOCP00000012938	ENSMGAP00000019027
ENSLOCP00000004465	ENSMGAP00000015530
ENSLOCP00000013836	ENSMGAP00000003863
ENSLOCP00000020962	ENSMGAP00000014027
ENSLOCP00000007762	ENSMGAP00000011368
ENSLOCP00000020919	ENSMGAP00000014457
ENSLOCP00000003659	ENSMGAP00000000084
ENSLOCP00000015165	ENSMGAP00000011632
ENSLOCP00000002438	ENSMGAP00000010612
ENSLOCP00000015519	ENSMGAP00000005186
ENSLOCP00000003591	ENSMGAP00000006862
ENSLOCP00000018354	ENSMGAP00000002710
ENSLOCP00000015332	ENSMGAP00000004927
ENSLOCP00000020408	ENSMGAP00000013466
ENSLOCP00000021005	ENSMGAP00000014189
ENSLOCP00000005667	ENSMGAP00000005673
ENSLOCP00000020280	ENSMGAP00000010527
ENSLOCP00000011454	ENSMGAP00000015193
ENSLOCP00000012385	ENSMGAP00000014337
ENSLOCP00000005638	ENSMGAP00000008497
ENSLOCP00000001945	ENSMGAP00000003496
ENSLOCP00000005888	ENSMGAP00000005104
ENSLOCP00000006107	ENSMGAP00000005465
ENSLOCP00000002552	ENSMGAP00000012551
ENSLOCP00000009619	ENSMGAP00000012285
ENSLOCP00000017444	ENSMGAP00000006011
ENSLOCP00000009018	ENSMGAP00000004911
ENSLOCP00000001712	ENSMGAP00000002441
ENSLOCP00000001060	ENSMGAP00000002013
ENSLOCP00000011872	ENSMGAP00000011806
ENSLOCP00000003517	ENSMGAP00000001368
ENSLOCP00000015276	ENSMGAP00000005079
ENSLOCP00000008011	ENSMGAP00000002900
ENSLOCP00000003908	ENSMGAP00000012951
ENSLOCP00000002871	ENSMGAP00000007783
ENSLOCP00000013357	ENSMGAP00000009214
ENSLOCP00000005006	ENSMGAP00000008334
ENSLOCP00000015275	ENSMGAP00000005601
ENSLOCP00000008513	ENSMGAP00000012621
ENSLOCP00000003780	ENSMGAP00000015787
ENSLOCP00000010873	ENSMGAP00000018821
ENSLOCP00000016140	ENSMGAP00000007396
ENSLOCP00000003822	ENSMGAP00000014806
ENSLOCP00000004004	ENSMGAP00000012913
ENSLOCP00000001165	ENSMGAP00000000553
ENSLOCP00000004534	ENSMGAP00000005948
ENSLOCP00000001662	ENSMGAP00000003688
ENSLOCP00000005534	ENSMGAP00000001055
ENSLOCP00000012912	ENSMGAP00000011696
ENSLOCP00000010707	ENSMGAP00000000598
ENSLOCP00000006363	ENSMGAP00000005323
ENSLOCP00000016285	ENSMGAP00000013817
ENSLOCP00000011903	ENSMGAP00000006896
ENSLOCP00000010294	ENSMGAP00000001749
ENSLOCP00000002266	ENSMGAP00000005417
ENSLOCP00000013257	ENSMGAP00000015352
ENSLOCP00000003978	ENSMGAP00000007417
ENSLOCP00000006821	ENSMGAP00000016099
ENSLOCP00000008633	ENSMGAP00000008059
ENSLOCP00000011242	ENSMGAP00000013244
ENSLOCP00000003832	ENSMGAP00000013249
ENSLOCP00000015683	ENSMGAP00000004426
ENSLOCP00000001564	ENSMGAP00000008779
ENSLOCP00000017913	ENSMGAP00000008606
ENSLOCP00000012839	ENSMGAP00000008019
ENSLOCP00000004108	ENSMGAP00000008443
ENSLOCP00000020651	ENSMGAP00000005058
ENSLOCP00000009991	ENSMGAP00000011046
ENSLOCP00000020129	ENSMGAP00000015854
ENSLOCP00000011553	ENSMGAP00000005682
ENSLOCP00000021011	ENSMGAP00000014687
ENSLOCP00000007269	ENSMGAP00000005768
ENSLOCP00000007928	ENSMGAP00000011434
ENSLOCP00000018874	ENSMGAP00000014467
ENSLOCP00000004512	ENSMGAP00000009878
ENSLOCP00000005877	ENSMGAP00000019512
ENSLOCP00000009923	ENSMGAP00000007503
ENSLOCP00000012775	ENSMGAP00000003964
ENSLOCP00000022108	ENSMGAP00000016863
ENSLOCP00000011916	ENSMGAP00000011832
ENSLOCP00000014062	ENSMGAP00000008746
ENSLOCP00000003739	ENSMGAP00000003275
ENSLOCP00000012651	ENSMGAP00000008813
ENSLOCP00000016199	ENSMGAP00000007348
ENSLOCP00000001830	ENSMGAP00000015416
ENSLOCP00000020675	ENSMGAP00000011533
ENSLOCP00000020153	ENSMGAP00000011603
ENSLOCP00000016669	ENSMGAP00000013996
ENSLOCP00000017207	ENSMGAP00000004916
ENSLOCP00000008184	ENSMGAP00000007373
ENSLOCP00000012864	ENSMGAP00000004177
ENSLOCP00000004211	ENSMGAP00000007555
ENSLOCP00000007563	ENSMGAP00000008995
ENSLOCP00000015583	ENSMGAP00000006300
ENSLOCP00000005434	ENSMGAP00000008185
ENSLOCP00000007793	ENSMGAP00000003142
ENSLOCP00000016937	ENSMGAP00000008078
ENSLOCP00000012091	ENSMGAP00000015736
ENSLOCP00000022063	ENSMGAP00000001076
ENSLOCP00000019800	ENSMGAP00000007683
ENSLOCP00000001406	ENSMGAP00000008571
ENSLOCP00000003152	ENSMGAP00000017525
ENSLOCP00000000494	ENSMGAP00000014623
ENSLOCP00000020937	ENSMGAP00000014436
ENSLOCP00000020931	ENSMGAP00000014441
ENSLOCP00000005270	ENSMGAP00000001108
ENSLOCP00000018475	ENSMGAP00000000826
ENSLOCP00000010421	ENSMGAP00000011175
ENSLOCP00000018616	ENSMGAP00000014550
ENSLOCP00000015795	ENSMGAP00000011608
ENSLOCP00000001701	ENSMGAP00000015668
ENSLOCP00000000472	ENSMGAP00000019652
ENSLOCP00000019662	ENSMGAP00000014975
ENSLOCP00000000732	ENSMGAP00000001355
ENSLOCP00000010794	ENSMGAP00000003494
ENSLOCP00000004603	ENSMGAP00000010190
ENSLOCP00000007820	ENSMGAP00000009376
ENSLOCP00000011232	ENSMGAP00000006831
ENSLOCP00000015370	ENSMGAP00000004719
ENSLOCP00000003537	ENSMGAP00000017702
ENSLOCP00000008303	ENSMGAP00000010285
ENSLOCP00000011576	ENSMGAP00000012387
ENSLOCP00000008044	ENSMGAP00000011454
ENSLOCP00000013700	ENSMGAP00000014407
ENSLOCP00000015179	ENSMGAP00000012504
ENSLOCP00000020738	ENSMGAP00000002229
ENSLOCP00000015786	ENSMGAP00000010070
ENSLOCP00000014691	ENSMGAP00000000072
ENSLOCP00000001489	ENSMGAP00000015061
ENSLOCP00000020484	ENSMGAP00000014284
ENSLOCP00000001611	ENSMGAP00000008910
ENSLOCP00000015037	ENSMGAP00000012938
ENSLOCP00000004007	ENSMGAP00000002811
ENSLOCP00000017908	ENSMGAP00000007291
ENSLOCP00000007118	ENSMGAP00000013626
ENSLOCP00000020314	ENSMGAP00000007892
ENSLOCP00000010282	ENSMGAP00000000767
ENSLOCP00000020062	ENSMGAP00000013562
ENSLOCP00000000641	ENSMGAP00000006386
ENSLOCP00000005212	ENSMGAP00000000917
ENSLOCP00000000137	ENSMGAP00000019358
ENSLOCP00000000760	ENSMGAP00000000461
ENSLOCP00000022192	ENSMGAP00000009717
ENSLOCP00000008172	ENSMGAP00000018621
ENSLOCP00000015343	ENSMGAP00000018621
ENSLOCP00000021130	ENSMGAP00000018462
ENSLOCP00000006718	ENSMGAP00000015893
ENSLOCP00000016284	ENSMGAP00000003441
ENSLOCP00000005405	ENSMGAP00000005931
ENSLOCP00000013998	ENSMGAP00000015838
ENSLOCP00000006191	ENSMGAP00000005191
ENSLOCP00000004514	ENSMGAP00000007130
ENSLOCP00000001321	ENSMGAP00000000543
ENSLOCP00000016702	ENSMGAP00000017747
ENSLOCP00000020716	ENSMGAP00000015015
ENSLOCP00000019439	ENSMGAP00000008970
ENSLOCP00000010816	ENSMGAP00000001035
ENSLOCP00000018097	ENSMGAP00000007444
ENSLOCP00000016507	ENSMGAP00000002288
ENSLOCP00000020798	ENSMGAP00000014809
ENSLOCP00000006194	ENSMGAP00000018834
ENSLOCP00000010071	ENSMGAP00000008283
ENSLOCP00000000789	ENSMGAP00000006751
ENSLOCP00000004391	ENSMGAP00000006827
ENSLOCP00000007431	ENSMGAP00000015833
ENSLOCP00000002605	ENSMGAP00000012559
ENSLOCP00000019717	ENSMGAP00000011367
ENSLOCP00000015707	ENSMGAP00000008555
ENSLOCP00000010598	ENSMGAP00000015955
ENSLOCP00000003056	ENSMGAP00000010299
ENSLOCP00000005365	ENSMGAP00000003817
ENSLOCP00000021138	ENSMGAP00000014367
ENSLOCP00000003410	ENSMGAP00000008807
ENSLOCP00000004168	ENSMGAP00000010367
ENSLOCP00000012056	ENSMGAP00000007945
ENSLOCP00000018157	ENSMGAP00000008216
ENSLOCP00000009962	ENSMGAP00000015990
ENSLOCP00000011265	ENSMGAP00000002595
ENSLOCP00000009434	ENSMGAP00000006051
ENSLOCP00000021896	ENSMGAP00000016421
ENSLOCP00000019412	ENSMGAP00000012773
ENSLOCP00000004041	ENSMGAP00000006652
ENSLOCP00000010934	ENSMGAP00000009883
ENSLOCP00000007497	ENSMGAP00000009128
ENSLOCP00000006654	ENSMGAP00000004761
ENSLOCP00000020880	ENSMGAP00000008935
ENSLOCP00000020283	ENSMGAP00000009239
ENSLOCP00000017825	ENSMGAP00000008349
ENSLOCP00000002771	ENSMGAP00000011613
ENSLOCP00000014626	ENSMGAP00000012233
ENSLOCP00000004565	ENSMGAP00000000253
ENSLOCP00000020031	ENSMGAP00000011164
ENSLOCP00000019029	ENSMGAP00000012676
ENSLOCP00000003709	ENSMGAP00000012993
ENSLOCP00000000591	ENSMGAP00000005304
ENSLOCP00000011056	ENSMGAP00000001808
ENSLOCP00000004606	ENSMGAP00000000196
ENSLOCP00000000645	ENSMGAP00000012390
ENSLOCP00000020645	ENSMGAP00000011489
ENSLOCP00000003120	ENSMGAP00000001208
ENSLOCP00000005471	ENSMGAP00000008170
ENSLOCP00000015781	ENSMGAP00000018984
ENSLOCP00000016357	ENSMGAP00000011691
ENSLOCP00000019576	ENSMGAP00000012476
ENSLOCP00000013013	ENSMGAP00000009405
ENSLOCP00000009030	ENSMGAP00000004918
ENSLOCP00000004126	ENSMGAP00000006538
ENSLOCP00000013676	ENSMGAP00000003983
ENSLOCP00000005508	ENSMGAP00000015823
ENSLOCP00000005433	ENSMGAP00000015325
ENSLOCP00000007329	ENSMGAP00000003230
ENSLOCP00000001540	ENSMGAP00000008786
ENSLOCP00000017064	ENSMGAP00000004184
ENSLOCP00000001446	ENSMGAP00000007273
ENSLOCP00000014916	ENSMGAP00000014468
ENSLOCP00000005169	ENSMGAP00000001261
ENSLOCP00000007736	ENSMGAP00000002804
ENSLOCP00000007068	ENSMGAP00000003848
ENSLOCP00000018675	ENSMGAP00000013790
ENSLOCP00000003284	ENSMGAP00000010433
ENSLOCP00000008436	ENSMGAP00000007782
ENSLOCP00000016991	ENSMGAP00000009887
