ENSTNIP00000006282	ENSDARP00000122973
ENSTNIP00000014321	ENSDARP00000127799
ENSTNIP00000009605	ENSDARP00000058459
ENSTNIP00000020789	ENSDARP00000063544
ENSTNIP00000006427	ENSDARP00000077729
ENSTNIP00000015189	ENSDARP00000026560
ENSTNIP00000016936	ENSDARP00000076298
ENSTNIP00000011085	ENSDARP00000123048
ENSTNIP00000020771	ENSDARP00000110651
ENSTNIP00000015718	ENSDARP00000098016
ENSTNIP00000012598	ENSDARP00000088637
ENSTNIP00000000816	ENSDARP00000022189
ENSTNIP00000014362	ENSDARP00000066998
ENSTNIP00000016375	ENSDARP00000013664
ENSTNIP00000009499	ENSDARP00000041069
ENSTNIP00000018999	ENSDARP00000073961
ENSTNIP00000020960	ENSDARP00000074168
ENSTNIP00000006367	ENSDARP00000080456
ENSTNIP00000020295	ENSDARP00000031013
ENSTNIP00000006047	ENSDARP00000121091
ENSTNIP00000016493	ENSDARP00000031494
ENSTNIP00000001821	ENSDARP00000107682
ENSTNIP00000011927	ENSDARP00000041503
ENSTNIP00000018679	ENSDARP00000035258
ENSTNIP00000011470	ENSDARP00000115880
ENSTNIP00000021838	ENSDARP00000017350
ENSTNIP00000001201	ENSDARP00000073678
ENSTNIP00000010719	ENSDARP00000102557
ENSTNIP00000022270	ENSDARP00000099918
ENSTNIP00000012008	ENSDARP00000052239
ENSTNIP00000017599	ENSDARP00000128879
ENSTNIP00000018271	ENSDARP00000066545
ENSTNIP00000002339	ENSDARP00000118802
ENSTNIP00000019116	ENSDARP00000039092
ENSTNIP00000013747	ENSDARP00000060632
ENSTNIP00000017087	ENSDARP00000078068
ENSTNIP00000006708	ENSDARP00000115081
ENSTNIP00000002280	ENSDARP00000127595
ENSTNIP00000006552	ENSDARP00000106615
ENSTNIP00000021326	ENSDARP00000015592
ENSTNIP00000020656	ENSDARP00000111715
ENSTNIP00000004941	ENSDARP00000084220
ENSTNIP00000019704	ENSDARP00000028927
ENSTNIP00000005928	ENSDARP00000055709
ENSTNIP00000015245	ENSDARP00000127228
ENSTNIP00000006386	ENSDARP00000086442
ENSTNIP00000004765	ENSDARP00000066986
ENSTNIP00000005924	ENSDARP00000108504
ENSTNIP00000019315	ENSDARP00000127487
ENSTNIP00000020616	ENSDARP00000020953
ENSTNIP00000015476	ENSDARP00000109292
ENSTNIP00000018687	ENSDARP00000051669
ENSTNIP00000005033	ENSDARP00000076556
ENSTNIP00000012859	ENSDARP00000013392
ENSTNIP00000019444	ENSDARP00000060694
ENSTNIP00000017896	ENSDARP00000066782
ENSTNIP00000006050	ENSDARP00000082215
ENSTNIP00000012310	ENSDARP00000014583
ENSTNIP00000007646	ENSDARP00000072446
ENSTNIP00000018010	ENSDARP00000064112
ENSTNIP00000003084	ENSDARP00000063788
ENSTNIP00000012102	ENSDARP00000108800
ENSTNIP00000007805	ENSDARP00000080008
ENSTNIP00000013220	ENSDARP00000081257
ENSTNIP00000005899	ENSDARP00000004251
ENSTNIP00000007461	ENSDARP00000041450
ENSTNIP00000012514	ENSDARP00000085810
ENSTNIP00000012318	ENSDARP00000126605
ENSTNIP00000020673	ENSDARP00000024527
ENSTNIP00000012996	ENSDARP00000114762
ENSTNIP00000019708	ENSDARP00000017721
ENSTNIP00000023070	ENSDARP00000119405
ENSTNIP00000020056	ENSDARP00000044127
ENSTNIP00000019069	ENSDARP00000112036
ENSTNIP00000023064	ENSDARP00000094053
ENSTNIP00000006995	ENSDARP00000073846
ENSTNIP00000009989	ENSDARP00000105555
ENSTNIP00000009274	ENSDARP00000025779
ENSTNIP00000007088	ENSDARP00000111696
ENSTNIP00000008088	ENSDARP00000068223
ENSTNIP00000021714	ENSDARP00000037308
ENSTNIP00000010400	ENSDARP00000000019
ENSTNIP00000005291	ENSDARP00000068523
ENSTNIP00000009152	ENSDARP00000119233
ENSTNIP00000004348	ENSDARP00000072564
ENSTNIP00000007383	ENSDARP00000022829
ENSTNIP00000018310	ENSDARP00000089506
ENSTNIP00000002368	ENSDARP00000108030
ENSTNIP00000013322	ENSDARP00000067993
ENSTNIP00000022485	ENSDARP00000079916
ENSTNIP00000012597	ENSDARP00000064111
ENSTNIP00000006666	ENSDARP00000063391
ENSTNIP00000022910	ENSDARP00000095418
ENSTNIP00000016924	ENSDARP00000107908
ENSTNIP00000016866	ENSDARP00000091951
ENSTNIP00000019739	ENSDARP00000006549
ENSTNIP00000006842	ENSDARP00000042671
ENSTNIP00000012716	ENSDARP00000020042
ENSTNIP00000016521	ENSDARP00000101486
ENSTNIP00000006451	ENSDARP00000017003
ENSTNIP00000022618	ENSDARP00000129538
ENSTNIP00000018420	ENSDARP00000048858
ENSTNIP00000002207	ENSDARP00000037364
ENSTNIP00000021911	ENSDARP00000026769
ENSTNIP00000004762	ENSDARP00000069247
ENSTNIP00000021413	ENSDARP00000099210
ENSTNIP00000010084	ENSDARP00000065995
ENSTNIP00000019920	ENSDARP00000034979
ENSTNIP00000018213	ENSDARP00000086095
ENSTNIP00000015148	ENSDARP00000107015
ENSTNIP00000015537	ENSDARP00000074549
ENSTNIP00000014050	ENSDARP00000076844
ENSTNIP00000021581	ENSDARP00000079717
ENSTNIP00000009313	ENSDARP00000120246
ENSTNIP00000020820	ENSDARP00000040775
ENSTNIP00000000334	ENSDARP00000093822
ENSTNIP00000004460	ENSDARP00000097766
ENSTNIP00000014452	ENSDARP00000048870
ENSTNIP00000012248	ENSDARP00000073498
ENSTNIP00000018621	ENSDARP00000097488
ENSTNIP00000011613	ENSDARP00000045123
ENSTNIP00000016796	ENSDARP00000099447
ENSTNIP00000021007	ENSDARP00000122983
ENSTNIP00000010413	ENSDARP00000002108
ENSTNIP00000022557	ENSDARP00000015118
ENSTNIP00000018616	ENSDARP00000095073
ENSTNIP00000002499	ENSDARP00000109409
ENSTNIP00000015213	ENSDARP00000097737
ENSTNIP00000000560	ENSDARP00000055565
ENSTNIP00000019103	ENSDARP00000008857
ENSTNIP00000016466	ENSDARP00000126236
ENSTNIP00000022366	ENSDARP00000113240
ENSTNIP00000003019	ENSDARP00000125625
ENSTNIP00000008904	ENSDARP00000121684
ENSTNIP00000018952	ENSDARP00000004923
ENSTNIP00000012465	ENSDARP00000047207
ENSTNIP00000016303	ENSDARP00000003173
ENSTNIP00000011478	ENSDARP00000103116
ENSTNIP00000021006	ENSDARP00000092338
ENSTNIP00000020743	ENSDARP00000091471
ENSTNIP00000016097	ENSDARP00000096200
ENSTNIP00000011258	ENSDARP00000060730
ENSTNIP00000008186	ENSDARP00000058907
ENSTNIP00000014716	ENSDARP00000051551
ENSTNIP00000003750	ENSDARP00000031054
ENSTNIP00000010980	ENSDARP00000128871
ENSTNIP00000009121	ENSDARP00000046839
ENSTNIP00000004846	ENSDARP00000056925
ENSTNIP00000010536	ENSDARP00000087506
ENSTNIP00000022325	ENSDARP00000064438
ENSTNIP00000021745	ENSDARP00000025069
ENSTNIP00000008468	ENSDARP00000068087
ENSTNIP00000010471	ENSDARP00000081911
ENSTNIP00000003801	ENSDARP00000069326
ENSTNIP00000016803	ENSDARP00000107199
ENSTNIP00000003987	ENSDARP00000075733
ENSTNIP00000016905	ENSDARP00000106102
ENSTNIP00000006875	ENSDARP00000052323
ENSTNIP00000015971	ENSDARP00000006223
ENSTNIP00000009634	ENSDARP00000006732
ENSTNIP00000003027	ENSDARP00000112480
ENSTNIP00000005124	ENSDARP00000121489
ENSTNIP00000010783	ENSDARP00000056648
ENSTNIP00000003573	ENSDARP00000053932
ENSTNIP00000015067	ENSDARP00000058289
ENSTNIP00000005165	ENSDARP00000102182
ENSTNIP00000001684	ENSDARP00000049223
ENSTNIP00000002431	ENSDARP00000034175
ENSTNIP00000016916	ENSDARP00000060133
ENSTNIP00000019136	ENSDARP00000106420
ENSTNIP00000019390	ENSDARP00000098710
ENSTNIP00000005664	ENSDARP00000122064
ENSTNIP00000011428	ENSDARP00000009619
ENSTNIP00000005146	ENSDARP00000106401
ENSTNIP00000017629	ENSDARP00000012488
ENSTNIP00000013791	ENSDARP00000128752
ENSTNIP00000009072	ENSDARP00000022770
ENSTNIP00000012177	ENSDARP00000052348
ENSTNIP00000008079	ENSDARP00000113407
ENSTNIP00000016069	ENSDARP00000120704
ENSTNIP00000020538	ENSDARP00000055610
ENSTNIP00000021537	ENSDARP00000115495
ENSTNIP00000014567	ENSDARP00000002605
ENSTNIP00000010804	ENSDARP00000024616
ENSTNIP00000006558	ENSDARP00000107556
ENSTNIP00000021129	ENSDARP00000072692
ENSTNIP00000021197	ENSDARP00000116055
ENSTNIP00000013831	ENSDARP00000105892
ENSTNIP00000006146	ENSDARP00000095783
ENSTNIP00000005289	ENSDARP00000117101
ENSTNIP00000005667	ENSDARP00000126600
ENSTNIP00000012519	ENSDARP00000073936
ENSTNIP00000022095	ENSDARP00000112810
ENSTNIP00000018508	ENSDARP00000004735
ENSTNIP00000005325	ENSDARP00000071531
ENSTNIP00000018617	ENSDARP00000103971
ENSTNIP00000014605	ENSDARP00000109722
ENSTNIP00000010030	ENSDARP00000008455
ENSTNIP00000000779	ENSDARP00000047250
ENSTNIP00000013390	ENSDARP00000116431
ENSTNIP00000015721	ENSDARP00000020711
ENSTNIP00000013015	ENSDARP00000074588
ENSTNIP00000022364	ENSDARP00000115398
ENSTNIP00000018348	ENSDARP00000035352
ENSTNIP00000008039	ENSDARP00000021768
ENSTNIP00000018927	ENSDARP00000061405
ENSTNIP00000019899	ENSDARP00000002618
ENSTNIP00000006161	ENSDARP00000080966
ENSTNIP00000019009	ENSDARP00000035108
ENSTNIP00000011642	ENSDARP00000084619
ENSTNIP00000014269	ENSDARP00000042491
ENSTNIP00000018607	ENSDARP00000124483
ENSTNIP00000017169	ENSDARP00000065565
ENSTNIP00000015905	ENSDARP00000072728
ENSTNIP00000012293	ENSDARP00000026192
ENSTNIP00000015503	ENSDARP00000067667
ENSTNIP00000013507	ENSDARP00000071213
ENSTNIP00000022056	ENSDARP00000082118
ENSTNIP00000016539	ENSDARP00000096299
ENSTNIP00000006859	ENSDARP00000095264
ENSTNIP00000001336	ENSDARP00000101392
ENSTNIP00000019379	ENSDARP00000025160
ENSTNIP00000006097	ENSDARP00000104227
ENSTNIP00000016029	ENSDARP00000060576
ENSTNIP00000013931	ENSDARP00000051892
ENSTNIP00000011292	ENSDARP00000016305
ENSTNIP00000010990	ENSDARP00000103658
ENSTNIP00000013821	ENSDARP00000073284
ENSTNIP00000013309	ENSDARP00000074130
ENSTNIP00000007280	ENSDARP00000124965
ENSTNIP00000012853	ENSDARP00000074049
ENSTNIP00000012562	ENSDARP00000079877
ENSTNIP00000000495	ENSDARP00000116017
ENSTNIP00000016589	ENSDARP00000079466
ENSTNIP00000012835	ENSDARP00000076392
ENSTNIP00000019478	ENSDARP00000091524
ENSTNIP00000017850	ENSDARP00000058668
ENSTNIP00000017893	ENSDARP00000065337
ENSTNIP00000015263	ENSDARP00000008022
ENSTNIP00000001465	ENSDARP00000109358
ENSTNIP00000008411	ENSDARP00000057160
ENSTNIP00000002648	ENSDARP00000078444
ENSTNIP00000018903	ENSDARP00000025305
ENSTNIP00000001945	ENSDARP00000117319
ENSTNIP00000008310	ENSDARP00000035286
ENSTNIP00000015776	ENSDARP00000127494
ENSTNIP00000014530	ENSDARP00000117314
ENSTNIP00000011524	ENSDARP00000084908
ENSTNIP00000012184	ENSDARP00000032121
ENSTNIP00000015558	ENSDARP00000012553
ENSTNIP00000012045	ENSDARP00000126028
ENSTNIP00000018910	ENSDARP00000109261
ENSTNIP00000005340	ENSDARP00000119793
ENSTNIP00000009729	ENSDARP00000011338
ENSTNIP00000022508	ENSDARP00000128195
ENSTNIP00000019241	ENSDARP00000065340
ENSTNIP00000012440	ENSDARP00000027115
ENSTNIP00000016321	ENSDARP00000038215
ENSTNIP00000019826	ENSDARP00000071305
ENSTNIP00000018023	ENSDARP00000072280
ENSTNIP00000013862	ENSDARP00000039986
ENSTNIP00000010168	ENSDARP00000097969
ENSTNIP00000009143	ENSDARP00000090050
ENSTNIP00000010469	ENSDARP00000117221
ENSTNIP00000021771	ENSDARP00000110677
ENSTNIP00000012818	ENSDARP00000081548
ENSTNIP00000013833	ENSDARP00000006705
ENSTNIP00000001313	ENSDARP00000111674
ENSTNIP00000008290	ENSDARP00000104495
ENSTNIP00000000980	ENSDARP00000110236
ENSTNIP00000002944	ENSDARP00000073520
ENSTNIP00000005240	ENSDARP00000016280
ENSTNIP00000005865	ENSDARP00000121984
ENSTNIP00000021582	ENSDARP00000049098
ENSTNIP00000022389	ENSDARP00000060705
ENSTNIP00000012810	ENSDARP00000072835
ENSTNIP00000021545	ENSDARP00000072745
ENSTNIP00000012044	ENSDARP00000004826
ENSTNIP00000018231	ENSDARP00000113910
ENSTNIP00000011035	ENSDARP00000098511
ENSTNIP00000017977	ENSDARP00000051541
ENSTNIP00000015124	ENSDARP00000125000
ENSTNIP00000010079	ENSDARP00000009133
ENSTNIP00000005887	ENSDARP00000119212
ENSTNIP00000008530	ENSDARP00000103018
ENSTNIP00000019289	ENSDARP00000101488
ENSTNIP00000013305	ENSDARP00000124229
ENSTNIP00000019027	ENSDARP00000051054
ENSTNIP00000011760	ENSDARP00000124457
ENSTNIP00000012456	ENSDARP00000107782
ENSTNIP00000009021	ENSDARP00000069232
ENSTNIP00000011103	ENSDARP00000005452
ENSTNIP00000010010	ENSDARP00000118562
ENSTNIP00000012665	ENSDARP00000111486
ENSTNIP00000015847	ENSDARP00000106702
ENSTNIP00000014561	ENSDARP00000110919
ENSTNIP00000016609	ENSDARP00000122322
ENSTNIP00000016243	ENSDARP00000112332
ENSTNIP00000016798	ENSDARP00000083675
ENSTNIP00000015765	ENSDARP00000081872
ENSTNIP00000005454	ENSDARP00000033056
ENSTNIP00000022759	ENSDARP00000022891
ENSTNIP00000016109	ENSDARP00000098029
ENSTNIP00000007584	ENSDARP00000027942
ENSTNIP00000006353	ENSDARP00000111856
ENSTNIP00000009763	ENSDARP00000056033
ENSTNIP00000012780	ENSDARP00000084122
ENSTNIP00000015899	ENSDARP00000018811
ENSTNIP00000006093	ENSDARP00000079227
ENSTNIP00000018307	ENSDARP00000016277
ENSTNIP00000016226	ENSDARP00000068161
ENSTNIP00000022292	ENSDARP00000093328
ENSTNIP00000014897	ENSDARP00000067719
ENSTNIP00000013852	ENSDARP00000116117
ENSTNIP00000020716	ENSDARP00000094838
ENSTNIP00000021511	ENSDARP00000003398
ENSTNIP00000011078	ENSDARP00000063823
ENSTNIP00000017226	ENSDARP00000110172
ENSTNIP00000013395	ENSDARP00000056131
ENSTNIP00000016433	ENSDARP00000006504
ENSTNIP00000019654	ENSDARP00000125093
ENSTNIP00000010625	ENSDARP00000097860
ENSTNIP00000019208	ENSDARP00000091982
ENSTNIP00000007233	ENSDARP00000100426
ENSTNIP00000020731	ENSDARP00000085842
ENSTNIP00000015680	ENSDARP00000048272
ENSTNIP00000014994	ENSDARP00000058099
ENSTNIP00000016876	ENSDARP00000121195
ENSTNIP00000015409	ENSDARP00000005284
ENSTNIP00000007228	ENSDARP00000005117
ENSTNIP00000015284	ENSDARP00000040264
ENSTNIP00000009493	ENSDARP00000115627
ENSTNIP00000022224	ENSDARP00000104908
ENSTNIP00000012280	ENSDARP00000110518
ENSTNIP00000010061	ENSDARP00000099760
ENSTNIP00000013677	ENSDARP00000115456
ENSTNIP00000009063	ENSDARP00000017491
ENSTNIP00000006088	ENSDARP00000065754
ENSTNIP00000020243	ENSDARP00000009932
ENSTNIP00000000926	ENSDARP00000098119
ENSTNIP00000011205	ENSDARP00000122374
ENSTNIP00000013178	ENSDARP00000092435
ENSTNIP00000014191	ENSDARP00000012513
ENSTNIP00000012350	ENSDARP00000086334
ENSTNIP00000002737	ENSDARP00000024931
ENSTNIP00000014546	ENSDARP00000079164
ENSTNIP00000020653	ENSDARP00000106010
ENSTNIP00000009494	ENSDARP00000073957
ENSTNIP00000019449	ENSDARP00000121341
ENSTNIP00000013933	ENSDARP00000078815
ENSTNIP00000015147	ENSDARP00000056187
ENSTNIP00000019309	ENSDARP00000075336
ENSTNIP00000001671	ENSDARP00000073252
ENSTNIP00000011427	ENSDARP00000105226
ENSTNIP00000020761	ENSDARP00000101747
ENSTNIP00000000146	ENSDARP00000012236
ENSTNIP00000019991	ENSDARP00000011002
ENSTNIP00000006825	ENSDARP00000091815
ENSTNIP00000008558	ENSDARP00000042485
ENSTNIP00000020341	ENSDARP00000079032
ENSTNIP00000016028	ENSDARP00000078268
ENSTNIP00000018468	ENSDARP00000051091
ENSTNIP00000005717	ENSDARP00000104754
ENSTNIP00000005563	ENSDARP00000050901
ENSTNIP00000016235	ENSDARP00000008668
ENSTNIP00000000002	ENSDARP00000045503
ENSTNIP00000016399	ENSDARP00000003498
ENSTNIP00000022792	ENSDARP00000065035
ENSTNIP00000014902	ENSDARP00000104084
ENSTNIP00000000612	ENSDARP00000104602
ENSTNIP00000012748	ENSDARP00000087847
ENSTNIP00000013526	ENSDARP00000101591
ENSTNIP00000008557	ENSDARP00000006941
ENSTNIP00000012126	ENSDARP00000094663
ENSTNIP00000006492	ENSDARP00000023925
ENSTNIP00000022092	ENSDARP00000048255
ENSTNIP00000022597	ENSDARP00000099555
ENSTNIP00000012518	ENSDARP00000025936
ENSTNIP00000021576	ENSDARP00000028398
ENSTNIP00000015639	ENSDARP00000018434
ENSTNIP00000014906	ENSDARP00000008898
ENSTNIP00000013768	ENSDARP00000055429
ENSTNIP00000007941	ENSDARP00000038323
ENSTNIP00000021953	ENSDARP00000030612
ENSTNIP00000018909	ENSDARP00000062365
ENSTNIP00000007095	ENSDARP00000066287
ENSTNIP00000013771	ENSDARP00000105174
ENSTNIP00000017846	ENSDARP00000100881
ENSTNIP00000021014	ENSDARP00000113544
ENSTNIP00000006000	ENSDARP00000056120
ENSTNIP00000004089	ENSDARP00000027770
ENSTNIP00000005973	ENSDARP00000103059
ENSTNIP00000008376	ENSDARP00000122028
ENSTNIP00000020481	ENSDARP00000027502
ENSTNIP00000008084	ENSDARP00000113321
ENSTNIP00000018550	ENSDARP00000023515
ENSTNIP00000011247	ENSDARP00000098870
ENSTNIP00000018230	ENSDARP00000017782
ENSTNIP00000001823	ENSDARP00000087723
ENSTNIP00000016748	ENSDARP00000112137
ENSTNIP00000017517	ENSDARP00000116659
ENSTNIP00000005949	ENSDARP00000097545
ENSTNIP00000020144	ENSDARP00000115988
ENSTNIP00000008615	ENSDARP00000108106
ENSTNIP00000007353	ENSDARP00000098600
ENSTNIP00000005805	ENSDARP00000105827
ENSTNIP00000008928	ENSDARP00000060048
ENSTNIP00000013232	ENSDARP00000104290
ENSTNIP00000009060	ENSDARP00000023984
ENSTNIP00000020833	ENSDARP00000011778
ENSTNIP00000017626	ENSDARP00000062723
ENSTNIP00000006053	ENSDARP00000125701
ENSTNIP00000012697	ENSDARP00000120399
ENSTNIP00000012530	ENSDARP00000073346
ENSTNIP00000017699	ENSDARP00000087753
ENSTNIP00000008568	ENSDARP00000101882
ENSTNIP00000020244	ENSDARP00000098507
ENSTNIP00000017890	ENSDARP00000011140
ENSTNIP00000015251	ENSDARP00000061828
ENSTNIP00000021966	ENSDARP00000013902
ENSTNIP00000020496	ENSDARP00000118462
ENSTNIP00000017135	ENSDARP00000032159
ENSTNIP00000018810	ENSDARP00000074317
ENSTNIP00000014361	ENSDARP00000040444
ENSTNIP00000021716	ENSDARP00000004350
ENSTNIP00000010683	ENSDARP00000056457
ENSTNIP00000020796	ENSDARP00000118390
ENSTNIP00000013167	ENSDARP00000012395
ENSTNIP00000005443	ENSDARP00000060173
ENSTNIP00000011879	ENSDARP00000118229
ENSTNIP00000014987	ENSDARP00000053462
ENSTNIP00000006843	ENSDARP00000091811
ENSTNIP00000013448	ENSDARP00000047739
ENSTNIP00000004412	ENSDARP00000008507
ENSTNIP00000000062	ENSDARP00000066979
ENSTNIP00000001904	ENSDARP00000007903
ENSTNIP00000009039	ENSDARP00000003132
ENSTNIP00000021781	ENSDARP00000077497
ENSTNIP00000007444	ENSDARP00000088722
ENSTNIP00000021237	ENSDARP00000067085
ENSTNIP00000019467	ENSDARP00000079159
ENSTNIP00000011302	ENSDARP00000084049
ENSTNIP00000011117	ENSDARP00000029689
ENSTNIP00000018904	ENSDARP00000117869
ENSTNIP00000006177	ENSDARP00000086283
ENSTNIP00000013593	ENSDARP00000030536
ENSTNIP00000002675	ENSDARP00000070510
ENSTNIP00000009256	ENSDARP00000003782
ENSTNIP00000008627	ENSDARP00000106969
ENSTNIP00000008716	ENSDARP00000065137
ENSTNIP00000005361	ENSDARP00000120275
ENSTNIP00000007828	ENSDARP00000124189
ENSTNIP00000011256	ENSDARP00000119003
ENSTNIP00000008240	ENSDARP00000103296
ENSTNIP00000005397	ENSDARP00000089192
ENSTNIP00000009370	ENSDARP00000109834
ENSTNIP00000021531	ENSDARP00000129461
ENSTNIP00000019023	ENSDARP00000062956
ENSTNIP00000001795	ENSDARP00000093287
ENSTNIP00000014113	ENSDARP00000062675
ENSTNIP00000014881	ENSDARP00000074610
ENSTNIP00000008191	ENSDARP00000083766
ENSTNIP00000005861	ENSDARP00000069553
ENSTNIP00000016909	ENSDARP00000083959
ENSTNIP00000020804	ENSDARP00000063577
ENSTNIP00000020115	ENSDARP00000049146
ENSTNIP00000010649	ENSDARP00000122697
ENSTNIP00000016777	ENSDARP00000101599
ENSTNIP00000004649	ENSDARP00000099746
ENSTNIP00000014953	ENSDARP00000105673
ENSTNIP00000019314	ENSDARP00000062334
ENSTNIP00000013830	ENSDARP00000098756
ENSTNIP00000012284	ENSDARP00000077215
ENSTNIP00000010611	ENSDARP00000107067
ENSTNIP00000019294	ENSDARP00000129633
ENSTNIP00000012886	ENSDARP00000097730
ENSTNIP00000013630	ENSDARP00000091019
ENSTNIP00000018228	ENSDARP00000007588
ENSTNIP00000004051	ENSDARP00000059344
ENSTNIP00000018298	ENSDARP00000012036
ENSTNIP00000018053	ENSDARP00000109032
ENSTNIP00000008148	ENSDARP00000105166
ENSTNIP00000006117	ENSDARP00000126101
ENSTNIP00000015674	ENSDARP00000101853
ENSTNIP00000001565	ENSDARP00000012019
ENSTNIP00000018983	ENSDARP00000026992
ENSTNIP00000007284	ENSDARP00000123226
ENSTNIP00000022827	ENSDARP00000090567
ENSTNIP00000019213	ENSDARP00000109832
ENSTNIP00000007467	ENSDARP00000120194
ENSTNIP00000011182	ENSDARP00000111839
ENSTNIP00000019711	ENSDARP00000100377
ENSTNIP00000012728	ENSDARP00000129643
ENSTNIP00000014944	ENSDARP00000118830
ENSTNIP00000012560	ENSDARP00000011821
ENSTNIP00000015919	ENSDARP00000066396
ENSTNIP00000019406	ENSDARP00000006629
ENSTNIP00000011770	ENSDARP00000011386
ENSTNIP00000018361	ENSDARP00000069565
ENSTNIP00000020474	ENSDARP00000128453
ENSTNIP00000021752	ENSDARP00000110877
ENSTNIP00000005279	ENSDARP00000032193
ENSTNIP00000020526	ENSDARP00000079444
ENSTNIP00000005237	ENSDARP00000087357
ENSTNIP00000006834	ENSDARP00000104318
ENSTNIP00000017428	ENSDARP00000103076
ENSTNIP00000001515	ENSDARP00000032739
ENSTNIP00000020636	ENSDARP00000100232
ENSTNIP00000003522	ENSDARP00000086049
ENSTNIP00000020958	ENSDARP00000084458
ENSTNIP00000006395	ENSDARP00000074043
ENSTNIP00000020531	ENSDARP00000128101
ENSTNIP00000019659	ENSDARP00000093542
ENSTNIP00000002997	ENSDARP00000066805
ENSTNIP00000011055	ENSDARP00000094011
ENSTNIP00000000448	ENSDARP00000075478
ENSTNIP00000008020	ENSDARP00000060728
ENSTNIP00000019163	ENSDARP00000129379
ENSTNIP00000021704	ENSDARP00000070015
ENSTNIP00000021948	ENSDARP00000063737
ENSTNIP00000007242	ENSDARP00000109135
ENSTNIP00000013789	ENSDARP00000117903
ENSTNIP00000009357	ENSDARP00000116343
ENSTNIP00000020803	ENSDARP00000047623
ENSTNIP00000022500	ENSDARP00000108890
ENSTNIP00000017815	ENSDARP00000106292
ENSTNIP00000001370	ENSDARP00000017532
ENSTNIP00000021949	ENSDARP00000078783
ENSTNIP00000009426	ENSDARP00000121956
ENSTNIP00000015345	ENSDARP00000071098
ENSTNIP00000015901	ENSDARP00000045608
ENSTNIP00000009110	ENSDARP00000054808
ENSTNIP00000012132	ENSDARP00000098626
ENSTNIP00000021479	ENSDARP00000018076
ENSTNIP00000009472	ENSDARP00000107467
ENSTNIP00000015506	ENSDARP00000097904
ENSTNIP00000008889	ENSDARP00000095950
ENSTNIP00000017737	ENSDARP00000129235
ENSTNIP00000021082	ENSDARP00000102003
ENSTNIP00000013971	ENSDARP00000122164
ENSTNIP00000005817	ENSDARP00000051817
ENSTNIP00000010786	ENSDARP00000092475
ENSTNIP00000003153	ENSDARP00000085270
ENSTNIP00000020385	ENSDARP00000109599
ENSTNIP00000005409	ENSDARP00000081395
ENSTNIP00000023086	ENSDARP00000117074
ENSTNIP00000012476	ENSDARP00000027609
ENSTNIP00000006145	ENSDARP00000102907
ENSTNIP00000020850	ENSDARP00000123820
ENSTNIP00000009862	ENSDARP00000093918
ENSTNIP00000001205	ENSDARP00000075220
ENSTNIP00000022084	ENSDARP00000127125
ENSTNIP00000023100	ENSDARP00000124545
ENSTNIP00000020536	ENSDARP00000055540
ENSTNIP00000010147	ENSDARP00000012197
ENSTNIP00000018223	ENSDARP00000072766
ENSTNIP00000011376	ENSDARP00000088351
ENSTNIP00000022477	ENSDARP00000058992
ENSTNIP00000005121	ENSDARP00000070238
ENSTNIP00000005675	ENSDARP00000008366
ENSTNIP00000007152	ENSDARP00000091561
ENSTNIP00000009089	ENSDARP00000065564
ENSTNIP00000010948	ENSDARP00000123161
ENSTNIP00000005401	ENSDARP00000015326
ENSTNIP00000003353	ENSDARP00000014434
ENSTNIP00000002966	ENSDARP00000085164
ENSTNIP00000009982	ENSDARP00000042495
ENSTNIP00000016500	ENSDARP00000100055
ENSTNIP00000013997	ENSDARP00000115796
ENSTNIP00000020199	ENSDARP00000055960
ENSTNIP00000011951	ENSDARP00000063070
ENSTNIP00000016419	ENSDARP00000085077
ENSTNIP00000009356	ENSDARP00000102884
ENSTNIP00000005939	ENSDARP00000041067
ENSTNIP00000012313	ENSDARP00000102207
ENSTNIP00000007938	ENSDARP00000060634
ENSTNIP00000009309	ENSDARP00000089482
ENSTNIP00000014343	ENSDARP00000072408
ENSTNIP00000019160	ENSDARP00000129029
