ENSMGAP00000004951	ENSP00000262384
ENSMGAP00000001653	ENSP00000252711
ENSMGAP00000004430	ENSP00000281141
ENSMGAP00000011784	ENSP00000334642
ENSMGAP00000016731	ENSP00000354335
ENSMGAP00000003472	ENSP00000362273
ENSMGAP00000007416	ENSP00000354152
ENSMGAP00000010075	ENSP00000458290
ENSMGAP00000014306	ENSP00000378399
ENSMGAP00000017787	ENSP00000362873
ENSMGAP00000018247	ENSP00000296666
ENSMGAP00000007053	ENSP00000296824
ENSMGAP00000014981	ENSP00000271526
ENSMGAP00000002172	ENSP00000377492
ENSMGAP00000011847	ENSP00000360421
ENSMGAP00000012288	ENSP00000357787
ENSMGAP00000010721	ENSP00000246337
ENSMGAP00000005447	ENSP00000364261
ENSMGAP00000013302	ENSP00000377577
ENSMGAP00000001728	ENSP00000265857
ENSMGAP00000003554	ENSP00000394394
ENSMGAP00000003929	ENSP00000334767
ENSMGAP00000007605	ENSP00000312625
ENSMGAP00000013667	ENSP00000356632
ENSMGAP00000006005	ENSP00000361232
ENSMGAP00000016450	ENSP00000373304
ENSMGAP00000000165	ENSP00000304945
ENSMGAP00000006773	ENSP00000377007
ENSMGAP00000006986	ENSP00000215917
ENSMGAP00000003423	ENSP00000401018
ENSMGAP00000007877	ENSP00000259400
ENSMGAP00000009397	ENSP00000360310
ENSMGAP00000011970	ENSP00000413908
ENSMGAP00000002952	ENSP00000458954
ENSMGAP00000008203	ENSP00000379157
ENSMGAP00000012028	ENSP00000355499
ENSMGAP00000000313	ENSP00000295702
ENSMGAP00000008006	ENSP00000363360
ENSMGAP00000005532	ENSP00000475924
ENSMGAP00000001501	ENSP00000367638
ENSMGAP00000015377	ENSP00000370966
ENSMGAP00000008174	ENSP00000338039
ENSMGAP00000004431	ENSP00000376767
ENSMGAP00000008960	ENSP00000225728
ENSMGAP00000015572	ENSP00000381378
ENSMGAP00000015067	ENSP00000320794
ENSMGAP00000016000	ENSP00000255304
ENSMGAP00000004519	ENSP00000373657
ENSMGAP00000004596	ENSP00000296679
ENSMGAP00000019844	ENSP00000354728
ENSMGAP00000008773	ENSP00000378857
ENSMGAP00000004507	ENSP00000309515
ENSMGAP00000000650	ENSP00000363680
ENSMGAP00000009724	ENSP00000381282
ENSMGAP00000018060	ENSP00000279281
ENSMGAP00000003776	ENSP00000369391
ENSMGAP00000009252	ENSP00000261368
ENSMGAP00000008888	ENSP00000427550
ENSMGAP00000013609	ENSP00000344432
ENSMGAP00000003409	ENSP00000219299
ENSMGAP00000004488	ENSP00000419628
ENSMGAP00000009800	ENSP00000359507
ENSMGAP00000010119	ENSP00000355958
ENSMGAP00000005746	ENSP00000265983
ENSMGAP00000006328	ENSP00000312706
ENSMGAP00000007059	ENSP00000421917
ENSMGAP00000012750	ENSP00000322609
ENSMGAP00000011897	ENSP00000427820
ENSMGAP00000015170	ENSP00000373176
ENSMGAP00000011163	ENSP00000460964
ENSMGAP00000004496	ENSP00000443216
ENSMGAP00000003467	ENSP00000225927
ENSMGAP00000005805	ENSP00000219066
ENSMGAP00000011770	ENSP00000413632
ENSMGAP00000000843	ENSP00000374125
ENSMGAP00000004564	ENSP00000297977
ENSMGAP00000006016	ENSP00000299505
ENSMGAP00000018671	ENSP00000238018
ENSMGAP00000005132	ENSP00000285697
ENSMGAP00000004895	ENSP00000370013
ENSMGAP00000008445	ENSP00000462717
ENSMGAP00000005551	ENSP00000268668
ENSMGAP00000009049	ENSP00000249299
ENSMGAP00000010347	ENSP00000310686
ENSMGAP00000009333	ENSP00000323184
ENSMGAP00000002323	ENSP00000222990
ENSMGAP00000012547	ENSP00000355587
ENSMGAP00000011496	ENSP00000361499
ENSMGAP00000013348	ENSP00000393541
ENSMGAP00000014240	ENSP00000318883
ENSMGAP00000016933	ENSP00000339324
ENSMGAP00000008764	ENSP00000226230
ENSMGAP00000013663	ENSP00000356630
ENSMGAP00000008863	ENSP00000361301
ENSMGAP00000008042	ENSP00000379047
ENSMGAP00000013427	ENSP00000243326
ENSMGAP00000001156	ENSP00000232888
ENSMGAP00000009134	ENSP00000359606
ENSMGAP00000008698	ENSP00000325326
ENSMGAP00000016200	ENSP00000434480
ENSMGAP00000002311	ENSP00000380242
ENSMGAP00000000578	ENSP00000333401
ENSMGAP00000005990	ENSP00000462333
ENSMGAP00000008163	ENSP00000370803
ENSMGAP00000011004	ENSP00000358742
ENSMGAP00000013359	ENSP00000276689
ENSMGAP00000014792	ENSP00000371471
ENSMGAP00000001271	ENSP00000392395
ENSMGAP00000011861	ENSP00000234827
ENSMGAP00000006270	ENSP00000246062
ENSMGAP00000010959	ENSP00000224950
ENSMGAP00000017380	ENSP00000319979
ENSMGAP00000007626	ENSP00000253462
ENSMGAP00000007215	ENSP00000361894
ENSMGAP00000009070	ENSP00000318264
ENSMGAP00000015454	ENSP00000291560
ENSMGAP00000002702	ENSP00000305255
ENSMGAP00000004505	ENSP00000225729
ENSMGAP00000006858	ENSP00000355077
ENSMGAP00000011445	ENSP00000419475
ENSMGAP00000013811	ENSP00000374501
ENSMGAP00000018525	ENSP00000325425
ENSMGAP00000017619	ENSP00000369318
ENSMGAP00000007977	ENSP00000307617
ENSMGAP00000007980	ENSP00000333813
ENSMGAP00000009655	ENSP00000245543
ENSMGAP00000004732	ENSP00000361625
ENSMGAP00000004291	ENSP00000366237
ENSMGAP00000005559	ENSP00000364613
ENSMGAP00000010209	ENSP00000310998
ENSMGAP00000003040	ENSP00000253233
ENSMGAP00000006029	ENSP00000380679
ENSMGAP00000010067	ENSP00000219548
ENSMGAP00000001439	ENSP00000418287
ENSMGAP00000006012	ENSP00000339834
ENSMGAP00000014131	ENSP00000317542
ENSMGAP00000009945	ENSP00000441930
ENSMGAP00000015266	ENSP00000266263
ENSMGAP00000008478	ENSP00000297156
ENSMGAP00000002946	ENSP00000369335
ENSMGAP00000005708	ENSP00000301634
ENSMGAP00000015179	ENSP00000442297
ENSMGAP00000012766	ENSP00000359904
ENSMGAP00000013290	ENSP00000384053
ENSMGAP00000016234	ENSP00000299563
ENSMGAP00000001711	ENSP00000305069
ENSMGAP00000010157	ENSP00000380883
ENSMGAP00000008610	ENSP00000388169
ENSMGAP00000017691	ENSP00000281703
ENSMGAP00000012466	ENSP00000330393
ENSMGAP00000015848	ENSP00000375082
ENSMGAP00000002991	ENSP00000457748
ENSMGAP00000016397	ENSP00000378427
ENSMGAP00000002184	ENSP00000304854
ENSMGAP00000008488	ENSP00000359404
ENSMGAP00000011266	ENSP00000374390
ENSMGAP00000006402	ENSP00000246070
ENSMGAP00000013317	ENSP00000451812
ENSMGAP00000006284	ENSP00000365550
ENSMGAP00000010403	ENSP00000262319
ENSMGAP00000000971	ENSP00000332721
ENSMGAP00000008261	ENSP00000286732
ENSMGAP00000001101	ENSP00000411169
ENSMGAP00000011674	ENSP00000476383
ENSMGAP00000011669	ENSP00000321029
ENSMGAP00000013165	ENSP00000249079
ENSMGAP00000000658	ENSP00000290541
ENSMGAP00000003193	ENSP00000292566
ENSMGAP00000013180	ENSP00000385205
ENSMGAP00000015168	ENSP00000320251
ENSMGAP00000016035	ENSP00000319417
ENSMGAP00000011200	ENSP00000256996
ENSMGAP00000012716	ENSP00000379430
ENSMGAP00000004286	ENSP00000444156
ENSMGAP00000016467	ENSP00000247271
ENSMGAP00000012293	ENSP00000379472
ENSMGAP00000012567	ENSP00000355593
ENSMGAP00000004825	ENSP00000286307
ENSMGAP00000011895	ENSP00000330737
ENSMGAP00000012785	ENSP00000421169
ENSMGAP00000016932	ENSP00000304133
ENSMGAP00000003006	ENSP00000349977
ENSMGAP00000013747	ENSP00000243706
ENSMGAP00000009369	ENSP00000267260
ENSMGAP00000006302	ENSP00000445920
ENSMGAP00000009385	ENSP00000367029
ENSMGAP00000006358	ENSP00000393583
ENSMGAP00000003174	ENSP00000419270
ENSMGAP00000019511	ENSP00000238628
ENSMGAP00000001216	ENSP00000270708
ENSMGAP00000002542	ENSP00000274031
ENSMGAP00000005695	ENSP00000260453
ENSMGAP00000004331	ENSP00000261520
ENSMGAP00000009432	ENSP00000340220
ENSMGAP00000000274	ENSP00000362036
ENSMGAP00000008921	ENSP00000309772
ENSMGAP00000008517	ENSP00000385080
ENSMGAP00000004930	ENSP00000300213
ENSMGAP00000010744	ENSP00000238892
ENSMGAP00000004274	ENSP00000366434
ENSMGAP00000003117	ENSP00000348527
ENSMGAP00000013721	ENSP00000422168
ENSMGAP00000012765	ENSP00000312458
ENSMGAP00000014676	ENSP00000359691
ENSMGAP00000000554	ENSP00000287859
ENSMGAP00000001646	ENSP00000314004
ENSMGAP00000019711	ENSP00000221480
ENSMGAP00000006977	ENSP00000204679
ENSMGAP00000016213	ENSP00000299427
ENSMGAP00000001435	ENSP00000328854
ENSMGAP00000009095	ENSP00000199706
ENSMGAP00000014946	ENSP00000345528
ENSMGAP00000006159	ENSP00000365756
ENSMGAP00000016670	ENSP00000354911
ENSMGAP00000011522	ENSP00000376505
ENSMGAP00000002632	ENSP00000356982
ENSMGAP00000000425	ENSP00000363043
ENSMGAP00000002124	ENSP00000355672
ENSMGAP00000013323	ENSP00000216185
ENSMGAP00000004332	ENSP00000331258
ENSMGAP00000003562	ENSP00000352447
ENSMGAP00000001669	ENSP00000274054
ENSMGAP00000016393	ENSP00000286317
ENSMGAP00000008620	ENSP00000347988
ENSMGAP00000003958	ENSP00000300658
ENSMGAP00000007237	ENSP00000309572
ENSMGAP00000014373	ENSP00000358272
ENSMGAP00000008999	ENSP00000317376
ENSMGAP00000008079	ENSP00000386076
ENSMGAP00000007765	ENSP00000364938
ENSMGAP00000017839	ENSP00000418823
ENSMGAP00000014179	ENSP00000351284
ENSMGAP00000010888	ENSP00000290536
ENSMGAP00000016614	ENSP00000257663
ENSMGAP00000013143	ENSP00000356001
ENSMGAP00000003979	ENSP00000262765
ENSMGAP00000012865	ENSP00000223273
ENSMGAP00000013453	ENSP00000256319
ENSMGAP00000017072	ENSP00000307181
ENSMGAP00000006301	ENSP00000297203
ENSMGAP00000000365	ENSP00000378166
ENSMGAP00000013195	ENSP00000356489
ENSMGAP00000007493	ENSP00000457408
ENSMGAP00000012719	ENSP00000395706
ENSMGAP00000015274	ENSP00000356828
ENSMGAP00000007858	ENSP00000301019
ENSMGAP00000000808	ENSP00000385357
ENSMGAP00000013351	ENSP00000384537
ENSMGAP00000003756	ENSP00000370812
ENSMGAP00000001067	ENSP00000288466
ENSMGAP00000010485	ENSP00000359170
ENSMGAP00000009509	ENSP00000350467
ENSMGAP00000012040	ENSP00000360270
ENSMGAP00000006189	ENSP00000409964
ENSMGAP00000000211	ENSP00000319179
ENSMGAP00000010971	ENSP00000384474
ENSMGAP00000001630	ENSP00000277540
ENSMGAP00000014096	ENSP00000350353
ENSMGAP00000016846	ENSP00000416290
ENSMGAP00000001103	ENSP00000367454
ENSMGAP00000013064	ENSP00000333948
ENSMGAP00000009478	ENSP00000416515
ENSMGAP00000012052	ENSP00000289388
ENSMGAP00000008454	ENSP00000240316
ENSMGAP00000010948	ENSP00000342576
ENSMGAP00000002783	ENSP00000396976
ENSMGAP00000001841	ENSP00000319914
ENSMGAP00000006741	ENSP00000477141
ENSMGAP00000000671	ENSP00000396225
ENSMGAP00000010319	ENSP00000431605
ENSMGAP00000012780	ENSP00000255784
ENSMGAP00000019565	ENSP00000363384
ENSMGAP00000004438	ENSP00000280350
ENSMGAP00000013876	ENSP00000388431
ENSMGAP00000009041	ENSP00000342499
ENSMGAP00000011527	ENSP00000226796
ENSMGAP00000010802	ENSP00000263795
ENSMGAP00000006582	ENSP00000364683
ENSMGAP00000002332	ENSP00000356590
ENSMGAP00000006572	ENSP00000220478
ENSMGAP00000013713	ENSP00000377176
ENSMGAP00000010047	ENSP00000438863
ENSMGAP00000004844	ENSP00000469468
ENSMGAP00000004031	ENSP00000454565
ENSMGAP00000017022	ENSP00000314776
ENSMGAP00000004207	ENSP00000307004
ENSMGAP00000015764	ENSP00000383059
ENSMGAP00000014554	ENSP00000358956
ENSMGAP00000015710	ENSP00000258457
ENSMGAP00000001902	ENSP00000332613
ENSMGAP00000001726	ENSP00000288774
ENSMGAP00000015531	ENSP00000368808
ENSMGAP00000018900	ENSP00000370557
ENSMGAP00000015852	ENSP00000367049
ENSMGAP00000012141	ENSP00000357882
ENSMGAP00000015433	ENSP00000386126
ENSMGAP00000006093	ENSP00000314606
ENSMGAP00000003542	ENSP00000412237
ENSMGAP00000019092	ENSP00000381047
ENSMGAP00000002759	ENSP00000304941
ENSMGAP00000006667	ENSP00000225519
ENSMGAP00000001340	ENSP00000282276
ENSMGAP00000017537	ENSP00000263341
ENSMGAP00000003588	ENSP00000316740
ENSMGAP00000019107	ENSP00000251289
ENSMGAP00000017850	ENSP00000348593
ENSMGAP00000013950	ENSP00000334308
ENSMGAP00000013764	ENSP00000372335
ENSMGAP00000001991	ENSP00000386385
ENSMGAP00000003764	ENSP00000344503
ENSMGAP00000010436	ENSP00000454945
ENSMGAP00000010069	ENSP00000321106
ENSMGAP00000014776	ENSP00000281017
ENSMGAP00000007266	ENSP00000252137
ENSMGAP00000013020	ENSP00000297581
ENSMGAP00000014120	ENSP00000399863
ENSMGAP00000012969	ENSP00000386302
ENSMGAP00000007016	ENSP00000381213
ENSMGAP00000002111	ENSP00000387185
ENSMGAP00000007523	ENSP00000281950
ENSMGAP00000014464	ENSP00000358595
ENSMGAP00000003908	ENSP00000403536
ENSMGAP00000008666	ENSP00000215912
ENSMGAP00000009283	ENSP00000380793
ENSMGAP00000004384	ENSP00000324292
ENSMGAP00000013606	ENSP00000421922
ENSMGAP00000007472	ENSP00000232744
ENSMGAP00000019236	ENSP00000277458
ENSMGAP00000014791	ENSP00000256722
ENSMGAP00000008159	ENSP00000305664
ENSMGAP00000000912	ENSP00000231749
ENSMGAP00000012092	ENSP00000312599
ENSMGAP00000010969	ENSP00000436152
ENSMGAP00000004337	ENSP00000391549
ENSMGAP00000000362	ENSP00000356470
ENSMGAP00000007873	ENSP00000218056
ENSMGAP00000015291	ENSP00000418803
ENSMGAP00000001075	ENSP00000417548
ENSMGAP00000006940	ENSP00000420514
ENSMGAP00000010529	ENSP00000261234
ENSMGAP00000008105	ENSP00000224600
ENSMGAP00000005799	ENSP00000359518
ENSMGAP00000004437	ENSP00000262753
ENSMGAP00000006955	ENSP00000007390
ENSMGAP00000013383	ENSP00000254742
ENSMGAP00000013881	ENSP00000237455
ENSMGAP00000007179	ENSP00000379839
ENSMGAP00000017924	ENSP00000355944
ENSMGAP00000008798	ENSP00000314733
ENSMGAP00000002525	ENSP00000385597
ENSMGAP00000012093	ENSP00000260372
ENSMGAP00000009725	ENSP00000355900
ENSMGAP00000010437	ENSP00000294973
ENSMGAP00000011320	ENSP00000360899
ENSMGAP00000005300	ENSP00000248150
ENSMGAP00000007504	ENSP00000360850
ENSMGAP00000006533	ENSP00000364526
ENSMGAP00000002826	ENSP00000243878
ENSMGAP00000008623	ENSP00000361486
ENSMGAP00000013955	ENSP00000072869
ENSMGAP00000003798	ENSP00000362340
ENSMGAP00000003842	ENSP00000377232
ENSMGAP00000009579	ENSP00000362021
ENSMGAP00000014263	ENSP00000193322
ENSMGAP00000009520	ENSP00000307821
ENSMGAP00000000820	ENSP00000381566
ENSMGAP00000010780	ENSP00000379367
ENSMGAP00000009018	ENSP00000293273
ENSMGAP00000004882	ENSP00000378409
ENSMGAP00000011620	ENSP00000376910
ENSMGAP00000013216	ENSP00000352021
ENSMGAP00000000155	ENSP00000341684
ENSMGAP00000009651	ENSP00000318423
ENSMGAP00000005061	ENSP00000384334
ENSMGAP00000015723	ENSP00000258443
ENSMGAP00000012964	ENSP00000385757
ENSMGAP00000004633	ENSP00000352271
ENSMGAP00000007303	ENSP00000274137
ENSMGAP00000010123	ENSP00000262302
ENSMGAP00000016462	ENSP00000397172
ENSMGAP00000015474	ENSP00000367301
ENSMGAP00000005170	ENSP00000263897
ENSMGAP00000016648	ENSP00000319341
ENSMGAP00000016240	ENSP00000311665
ENSMGAP00000008009	ENSP00000417581
ENSMGAP00000010462	ENSP00000420716
ENSMGAP00000006409	ENSP00000406934
ENSMGAP00000019099	ENSP00000377372
ENSMGAP00000008469	ENSP00000360998
ENSMGAP00000011501	ENSP00000361518
ENSMGAP00000011475	ENSP00000306425
ENSMGAP00000002273	ENSP00000355721
ENSMGAP00000015968	ENSP00000255476
ENSMGAP00000006024	ENSP00000361219
ENSMGAP00000004840	ENSP00000385285
ENSMGAP00000001854	ENSP00000339495
ENSMGAP00000005156	ENSP00000219097
ENSMGAP00000006614	ENSP00000440832
ENSMGAP00000005113	ENSP00000367319
ENSMGAP00000008820	ENSP00000371345
ENSMGAP00000007261	ENSP00000255759
ENSMGAP00000007182	ENSP00000361646
ENSMGAP00000006009	ENSP00000379754
ENSMGAP00000015595	ENSP00000417161
ENSMGAP00000013748	ENSP00000401508
ENSMGAP00000007290	ENSP00000262293
ENSMGAP00000001959	ENSP00000305892
ENSMGAP00000012712	ENSP00000355627
ENSMGAP00000014177	ENSP00000451974
ENSMGAP00000010844	ENSP00000302537
ENSMGAP00000011338	ENSP00000361084
ENSMGAP00000009920	ENSP00000468969
ENSMGAP00000010901	ENSP00000361095
ENSMGAP00000012587	ENSP00000353564
ENSMGAP00000015713	ENSP00000238044
ENSMGAP00000012550	ENSP00000321345
ENSMGAP00000000063	ENSP00000363339
ENSMGAP00000014968	ENSP00000370214
ENSMGAP00000003915	ENSP00000369636
ENSMGAP00000005836	ENSP00000229769
ENSMGAP00000015183	ENSP00000356791
ENSMGAP00000014501	ENSP00000257776
ENSMGAP00000011692	ENSP00000335605
ENSMGAP00000007404	ENSP00000252445
ENSMGAP00000004257	ENSP00000255389
ENSMGAP00000005536	ENSP00000380251
ENSMGAP00000007568	ENSP00000247933
ENSMGAP00000013705	ENSP00000332646
ENSMGAP00000010855	ENSP00000366748
ENSMGAP00000019576	ENSP00000365426
ENSMGAP00000006378	ENSP00000361092
ENSMGAP00000007173	ENSP00000240361
ENSMGAP00000002499	ENSP00000307887
ENSMGAP00000003233	ENSP00000292616
ENSMGAP00000011179	ENSP00000445446
ENSMGAP00000002966	ENSP00000377470
ENSMGAP00000010613	ENSP00000322832
ENSMGAP00000007455	ENSP00000359221
ENSMGAP00000013169	ENSP00000403852
ENSMGAP00000006758	ENSP00000219400
ENSMGAP00000006030	ENSP00000354553
ENSMGAP00000010424	ENSP00000372720
ENSMGAP00000014515	ENSP00000242729
ENSMGAP00000012198	ENSP00000220597
ENSMGAP00000014624	ENSP00000359339
ENSMGAP00000013536	ENSP00000349296
ENSMGAP00000002324	ENSP00000368688
ENSMGAP00000011676	ENSP00000329860
ENSMGAP00000009542	ENSP00000270115
ENSMGAP00000000750	ENSP00000308351
ENSMGAP00000008047	ENSP00000310375
ENSMGAP00000002581	ENSP00000339637
ENSMGAP00000002762	ENSP00000452773
ENSMGAP00000011477	ENSP00000328088
ENSMGAP00000007720	ENSP00000366006
ENSMGAP00000017829	ENSP00000378736
ENSMGAP00000002664	ENSP00000288502
ENSMGAP00000001883	ENSP00000379226
ENSMGAP00000003956	ENSP00000329858
ENSMGAP00000002272	ENSP00000288607
ENSMGAP00000005921	ENSP00000375907
ENSMGAP00000005981	ENSP00000430598
ENSMGAP00000006326	ENSP00000294485
ENSMGAP00000003668	ENSP00000371805
ENSMGAP00000015405	ENSP00000420037
ENSMGAP00000010362	ENSP00000330361
ENSMGAP00000001359	ENSP00000220659
ENSMGAP00000017059	ENSP00000383063
ENSMGAP00000013530	ENSP00000318222
ENSMGAP00000007868	ENSP00000360492
ENSMGAP00000008338	ENSP00000337065
ENSMGAP00000000293	ENSP00000341268
ENSMGAP00000006611	ENSP00000357051
ENSMGAP00000000339	ENSP00000331849
ENSMGAP00000006422	ENSP00000329360
ENSMGAP00000017013	ENSP00000326110
ENSMGAP00000007668	ENSP00000415430
ENSMGAP00000008991	ENSP00000219431
ENSMGAP00000017843	ENSP00000376349
ENSMGAP00000006974	ENSP00000389427
ENSMGAP00000006392	ENSP00000318999
ENSMGAP00000007690	ENSP00000380495
ENSMGAP00000005914	ENSP00000323275
ENSMGAP00000000932	ENSP00000398882
ENSMGAP00000008254	ENSP00000265239
ENSMGAP00000001243	ENSP00000290953
ENSMGAP00000004344	ENSP00000272342
ENSMGAP00000004663	ENSP00000309792
ENSMGAP00000002740	ENSP00000457352
ENSMGAP00000016169	ENSP00000280245
ENSMGAP00000013304	ENSP00000371770
ENSMGAP00000006139	ENSP00000332681
ENSMGAP00000000316	ENSP00000366729
ENSMGAP00000006198	ENSP00000301727
ENSMGAP00000013871	ENSP00000216492
ENSMGAP00000003525	ENSP00000297562
ENSMGAP00000016081	ENSP00000304713
ENSMGAP00000012910	ENSP00000295958
ENSMGAP00000006082	ENSP00000332404
ENSMGAP00000005402	ENSP00000302552
ENSMGAP00000003555	ENSP00000412922
ENSMGAP00000018154	ENSP00000264434
ENSMGAP00000016433	ENSP00000468778
ENSMGAP00000015418	ENSP00000369962
ENSMGAP00000015632	ENSP00000316598
ENSMGAP00000007521	ENSP00000406164
ENSMGAP00000013315	ENSP00000216223
ENSMGAP00000008748	ENSP00000288757
ENSMGAP00000000126	ENSP00000376445
ENSMGAP00000015499	ENSP00000297866
ENSMGAP00000016431	ENSP00000321706
ENSMGAP00000004491	ENSP00000367229
ENSMGAP00000015078	ENSP00000313759
ENSMGAP00000003608	ENSP00000330075
ENSMGAP00000009164	ENSP00000306157
ENSMGAP00000000234	ENSP00000313034
ENSMGAP00000014717	ENSP00000343636
ENSMGAP00000008558	ENSP00000347979
ENSMGAP00000016580	ENSP00000434847
ENSMGAP00000000368	ENSP00000292778
ENSMGAP00000002369	ENSP00000373485
ENSMGAP00000014038	ENSP00000352734
ENSMGAP00000016963	ENSP00000363999
ENSMGAP00000015959	ENSP00000239878
ENSMGAP00000009880	ENSP00000300714
ENSMGAP00000003828	ENSP00000367910
ENSMGAP00000017076	ENSP00000320303
ENSMGAP00000006275	ENSP00000255631
ENSMGAP00000018889	ENSP00000354762
ENSMGAP00000011961	ENSP00000303208
ENSMGAP00000003218	ENSP00000313422
ENSMGAP00000017046	ENSP00000368869
ENSMGAP00000002346	ENSP00000457810
ENSMGAP00000004707	ENSP00000473755
ENSMGAP00000001351	ENSP00000377971
ENSMGAP00000007866	ENSP00000442563
ENSMGAP00000003418	ENSP00000349087
ENSMGAP00000000307	ENSP00000437532
ENSMGAP00000016453	ENSP00000412894
ENSMGAP00000007516	ENSP00000468025
ENSMGAP00000005357	ENSP00000455026
ENSMGAP00000010467	ENSP00000384971
ENSMGAP00000005546	ENSP00000221671
ENSMGAP00000008345	ENSP00000374234
ENSMGAP00000010341	ENSP00000254803
ENSMGAP00000010082	ENSP00000361548
ENSMGAP00000013966	ENSP00000401980
ENSMGAP00000013390	ENSP00000287437
ENSMGAP00000006989	ENSP00000337850
ENSMGAP00000002416	ENSP00000356156
ENSMGAP00000011336	ENSP00000376946
ENSMGAP00000007368	ENSP00000341610
ENSMGAP00000014033	ENSP00000258083
ENSMGAP00000010731	ENSP00000247815
ENSMGAP00000016439	ENSP00000377118
ENSMGAP00000006420	ENSP00000335500
ENSMGAP00000002628	ENSP00000363984
ENSMGAP00000011038	ENSP00000325958
ENSMGAP00000012494	ENSP00000414786
ENSMGAP00000009086	ENSP00000417480
ENSMGAP00000011921	ENSP00000368127
ENSMGAP00000007578	ENSP00000386563
ENSMGAP00000008844	ENSP00000328133
ENSMGAP00000016821	ENSP00000366970
ENSMGAP00000007145	ENSP00000280191
ENSMGAP00000002439	ENSP00000380702
ENSMGAP00000007607	ENSP00000471455
ENSMGAP00000010792	ENSP00000303452
ENSMGAP00000003661	ENSP00000352928
ENSMGAP00000002707	ENSP00000368318
ENSMGAP00000013405	ENSP00000303550
ENSMGAP00000008417	ENSP00000367462
ENSMGAP00000007339	ENSP00000264771
ENSMGAP00000007515	ENSP00000342356
ENSMGAP00000001736	ENSP00000353854
ENSMGAP00000007076	ENSP00000358953
ENSMGAP00000012752	ENSP00000355623
ENSMGAP00000010897	ENSP00000419370
ENSMGAP00000008774	ENSP00000254079
ENSMGAP00000007232	ENSP00000249064
ENSMGAP00000013049	ENSP00000401597
ENSMGAP00000005733	ENSP00000327889
ENSMGAP00000014396	ENSP00000267485
ENSMGAP00000008468	ENSP00000359401
ENSMGAP00000010611	ENSP00000380531
ENSMGAP00000010820	ENSP00000442424
ENSMGAP00000011455	ENSP00000310182
ENSMGAP00000004216	ENSP00000367193
ENSMGAP00000011974	ENSP00000406327
ENSMGAP00000011196	ENSP00000386878
ENSMGAP00000006183	ENSP00000332389
ENSMGAP00000003592	ENSP00000321691
ENSMGAP00000006047	ENSP00000298546
ENSMGAP00000011076	ENSP00000343298
ENSMGAP00000004822	ENSP00000472836
ENSMGAP00000014721	ENSP00000274897
ENSMGAP00000011936	ENSP00000360327
ENSMGAP00000008380	ENSP00000344331
ENSMGAP00000009140	ENSP00000418086
ENSMGAP00000013799	ENSP00000372394
ENSMGAP00000008850	ENSP00000328729
ENSMGAP00000017150	ENSP00000300557
ENSMGAP00000012522	ENSP00000416168
ENSMGAP00000005174	ENSP00000332809
ENSMGAP00000014953	ENSP00000229281
ENSMGAP00000008596	ENSP00000280200
ENSMGAP00000016392	ENSP00000310594
ENSMGAP00000016968	ENSP00000443476
ENSMGAP00000005278	ENSP00000378733
ENSMGAP00000008492	ENSP00000384006
ENSMGAP00000006096	ENSP00000295981
ENSMGAP00000007608	ENSP00000406026
ENSMGAP00000010648	ENSP00000325978
ENSMGAP00000008393	ENSP00000367439
ENSMGAP00000004857	ENSP00000296776
ENSMGAP00000011711	ENSP00000243786
ENSMGAP00000004869	ENSP00000249075
ENSMGAP00000000232	ENSP00000414884
ENSMGAP00000006281	ENSP00000281453
ENSMGAP00000017147	ENSP00000377778
ENSMGAP00000013969	ENSP00000369682
ENSMGAP00000014765	ENSP00000328182
