ENSP00000262384	ENSLOCP00000009128
ENSP00000367318	ENSLOCP00000011540
ENSP00000306561	ENSLOCP00000017863
ENSP00000326813	ENSLOCP00000013181
ENSP00000370839	ENSLOCP00000017379
ENSP00000368801	ENSLOCP00000007218
ENSP00000412524	ENSLOCP00000011904
ENSP00000264193	ENSLOCP00000012387
ENSP00000420939	ENSLOCP00000009841
ENSP00000313318	ENSLOCP00000018033
ENSP00000383873	ENSLOCP00000005070
ENSP00000364404	ENSLOCP00000009394
ENSP00000289081	ENSLOCP00000011323
ENSP00000367359	ENSLOCP00000005486
ENSP00000307833	ENSLOCP00000018134
ENSP00000361170	ENSLOCP00000003402
ENSP00000447057	ENSLOCP00000018523
ENSP00000333539	ENSLOCP00000011437
ENSP00000276416	ENSLOCP00000018387
ENSP00000215730	ENSLOCP00000002687
ENSP00000229238	ENSLOCP00000008608
ENSP00000476966	ENSLOCP00000010281
ENSP00000246151	ENSLOCP00000001147
ENSP00000367104	ENSLOCP00000019705
ENSP00000228865	ENSLOCP00000020369
ENSP00000252711	ENSLOCP00000012334
ENSP00000281141	ENSLOCP00000019344
ENSP00000334642	ENSLOCP00000011824
ENSP00000354152	ENSLOCP00000001201
ENSP00000458290	ENSLOCP00000013570
ENSP00000378399	ENSLOCP00000021808
ENSP00000362873	ENSLOCP00000003472
ENSP00000296666	ENSLOCP00000010286
ENSP00000296824	ENSLOCP00000011419
ENSP00000271526	ENSLOCP00000009738
ENSP00000377492	ENSLOCP00000012086
ENSP00000360421	ENSLOCP00000003752
ENSP00000357787	ENSLOCP00000009576
ENSP00000246337	ENSLOCP00000003510
ENSP00000364261	ENSLOCP00000009386
ENSP00000377577	ENSLOCP00000013433
ENSP00000265857	ENSLOCP00000001927
ENSP00000331907	ENSLOCP00000018385
ENSP00000394394	ENSLOCP00000008730
ENSP00000334767	ENSLOCP00000003834
ENSP00000312625	ENSLOCP00000004273
ENSP00000288937	ENSLOCP00000005301
ENSP00000356632	ENSLOCP00000001363
ENSP00000260599	ENSLOCP00000019631
ENSP00000361232	ENSLOCP00000006804
ENSP00000373304	ENSLOCP00000013675
ENSP00000377007	ENSLOCP00000000753
ENSP00000215917	ENSLOCP00000010547
ENSP00000401018	ENSLOCP00000003953
ENSP00000259400	ENSLOCP00000006491
ENSP00000360310	ENSLOCP00000004141
ENSP00000413908	ENSLOCP00000010921
ENSP00000368920	ENSLOCP00000010763
ENSP00000417764	ENSLOCP00000006409
ENSP00000458954	ENSLOCP00000002784
ENSP00000355499	ENSLOCP00000018941
ENSP00000216027	ENSLOCP00000004478
ENSP00000295702	ENSLOCP00000008833
ENSP00000363360	ENSLOCP00000003396
ENSP00000475924	ENSLOCP00000000877
ENSP00000367638	ENSLOCP00000019884
ENSP00000370966	ENSLOCP00000008131
ENSP00000338039	ENSLOCP00000009023
ENSP00000376767	ENSLOCP00000001765
ENSP00000381378	ENSLOCP00000012328
ENSP00000320794	ENSLOCP00000003592
ENSP00000255304	ENSLOCP00000000221
ENSP00000373657	ENSLOCP00000008103
ENSP00000296679	ENSLOCP00000006940
ENSP00000391747	ENSLOCP00000006806
ENSP00000354728	ENSLOCP00000022479
ENSP00000378857	ENSLOCP00000017700
ENSP00000309515	ENSLOCP00000005236
ENSP00000381282	ENSLOCP00000017351
ENSP00000279281	ENSLOCP00000002643
ENSP00000369391	ENSLOCP00000014316
ENSP00000261368	ENSLOCP00000010627
ENSP00000427550	ENSLOCP00000011713
ENSP00000219299	ENSLOCP00000004383
ENSP00000419628	ENSLOCP00000019342
ENSP00000389087	ENSLOCP00000001543
ENSP00000359507	ENSLOCP00000015713
ENSP00000355958	ENSLOCP00000020200
ENSP00000421917	ENSLOCP00000013581
ENSP00000427820	ENSLOCP00000005081
ENSP00000373176	ENSLOCP00000010506
ENSP00000460964	ENSLOCP00000011122
ENSP00000225927	ENSLOCP00000015364
ENSP00000409016	ENSLOCP00000003654
ENSP00000219066	ENSLOCP00000003638
ENSP00000413632	ENSLOCP00000005555
ENSP00000374125	ENSLOCP00000005369
ENSP00000299505	ENSLOCP00000002404
ENSP00000238018	ENSLOCP00000011703
ENSP00000285697	ENSLOCP00000006563
ENSP00000462717	ENSLOCP00000005773
ENSP00000268668	ENSLOCP00000010832
ENSP00000363746	ENSLOCP00000017748
ENSP00000249299	ENSLOCP00000019181
ENSP00000310686	ENSLOCP00000004202
ENSP00000323184	ENSLOCP00000017208
ENSP00000222990	ENSLOCP00000001678
ENSP00000355587	ENSLOCP00000019513
ENSP00000361499	ENSLOCP00000020653
ENSP00000393541	ENSLOCP00000013796
ENSP00000318883	ENSLOCP00000020489
ENSP00000339324	ENSLOCP00000021638
ENSP00000226230	ENSLOCP00000006279
ENSP00000356630	ENSLOCP00000001385
ENSP00000361301	ENSLOCP00000003260
ENSP00000379047	ENSLOCP00000016764
ENSP00000243326	ENSLOCP00000003151
ENSP00000232888	ENSLOCP00000013080
ENSP00000359606	ENSLOCP00000006479
ENSP00000325326	ENSLOCP00000008330
ENSP00000434480	ENSLOCP00000001198
ENSP00000380242	ENSLOCP00000001647
ENSP00000333401	ENSLOCP00000002176
ENSP00000351137	ENSLOCP00000008460
ENSP00000370803	ENSLOCP00000003302
ENSP00000258975	ENSLOCP00000014432
ENSP00000358742	ENSLOCP00000014619
ENSP00000276689	ENSLOCP00000011002
ENSP00000371471	ENSLOCP00000020777
ENSP00000392395	ENSLOCP00000003173
ENSP00000234827	ENSLOCP00000003809
ENSP00000246062	ENSLOCP00000019645
ENSP00000224950	ENSLOCP00000014696
ENSP00000319979	ENSLOCP00000017227
ENSP00000253462	ENSLOCP00000001028
ENSP00000361894	ENSLOCP00000021232
ENSP00000318264	ENSLOCP00000018663
ENSP00000291560	ENSLOCP00000001492
ENSP00000356978	ENSLOCP00000005702
ENSP00000305255	ENSLOCP00000016361
ENSP00000225729	ENSLOCP00000007347
ENSP00000355077	ENSLOCP00000004773
ENSP00000374501	ENSLOCP00000013484
ENSP00000325425	ENSLOCP00000015360
ENSP00000386433	ENSLOCP00000001252
ENSP00000369318	ENSLOCP00000001659
ENSP00000333813	ENSLOCP00000019764
ENSP00000245543	ENSLOCP00000013201
ENSP00000361625	ENSLOCP00000005075
ENSP00000366237	ENSLOCP00000007897
ENSP00000364613	ENSLOCP00000017360
ENSP00000310998	ENSLOCP00000007658
ENSP00000253233	ENSLOCP00000006881
ENSP00000380679	ENSLOCP00000017110
ENSP00000219548	ENSLOCP00000011008
ENSP00000418287	ENSLOCP00000018711
ENSP00000350409	ENSLOCP00000001869
ENSP00000339834	ENSLOCP00000004995
ENSP00000317542	ENSLOCP00000020857
ENSP00000441930	ENSLOCP00000018424
ENSP00000266263	ENSLOCP00000009139
ENSP00000369335	ENSLOCP00000019272
ENSP00000301634	ENSLOCP00000015599
ENSP00000442297	ENSLOCP00000012339
ENSP00000359904	ENSLOCP00000004073
ENSP00000305069	ENSLOCP00000009621
ENSP00000380883	ENSLOCP00000004362
ENSP00000388169	ENSLOCP00000017882
ENSP00000281703	ENSLOCP00000007642
ENSP00000330393	ENSLOCP00000008348
ENSP00000237283	ENSLOCP00000000782
ENSP00000375082	ENSLOCP00000013897
ENSP00000457748	ENSLOCP00000005328
ENSP00000378427	ENSLOCP00000022405
ENSP00000304854	ENSLOCP00000013086
ENSP00000359404	ENSLOCP00000005795
ENSP00000374390	ENSLOCP00000002537
ENSP00000246070	ENSLOCP00000020297
ENSP00000451812	ENSLOCP00000013401
ENSP00000365550	ENSLOCP00000002558
ENSP00000421491	ENSLOCP00000002345
ENSP00000262319	ENSLOCP00000003821
ENSP00000332721	ENSLOCP00000002906
ENSP00000286732	ENSLOCP00000015791
ENSP00000411169	ENSLOCP00000018623
ENSP00000476383	ENSLOCP00000019602
ENSP00000321029	ENSLOCP00000015110
ENSP00000249079	ENSLOCP00000014526
ENSP00000292566	ENSLOCP00000002165
ENSP00000320251	ENSLOCP00000010544
ENSP00000242257	ENSLOCP00000001629
ENSP00000256996	ENSLOCP00000006620
ENSP00000379430	ENSLOCP00000010051
ENSP00000444156	ENSLOCP00000005846
ENSP00000258383	ENSLOCP00000011777
ENSP00000331479	ENSLOCP00000017228
ENSP00000221233	ENSLOCP00000017513
ENSP00000379472	ENSLOCP00000001498
ENSP00000355593	ENSLOCP00000019494
ENSP00000286307	ENSLOCP00000011297
ENSP00000421169	ENSLOCP00000015355
ENSP00000304133	ENSLOCP00000004871
ENSP00000342295	ENSLOCP00000013410
ENSP00000223073	ENSLOCP00000019130
ENSP00000367029	ENSLOCP00000015831
ENSP00000419270	ENSLOCP00000002734
ENSP00000238628	ENSLOCP00000012986
ENSP00000270708	ENSLOCP00000006389
ENSP00000274031	ENSLOCP00000012888
ENSP00000260453	ENSLOCP00000016672
ENSP00000261520	ENSLOCP00000018202
ENSP00000340220	ENSLOCP00000007863
ENSP00000362036	ENSLOCP00000004692
ENSP00000309772	ENSLOCP00000019444
ENSP00000385080	ENSLOCP00000015723
ENSP00000300213	ENSLOCP00000008605
ENSP00000238892	ENSLOCP00000020158
ENSP00000348527	ENSLOCP00000011220
ENSP00000422168	ENSLOCP00000015388
ENSP00000312458	ENSLOCP00000019402
ENSP00000359691	ENSLOCP00000021038
ENSP00000287859	ENSLOCP00000001790
ENSP00000314004	ENSLOCP00000000831
ENSP00000221480	ENSLOCP00000003034
ENSP00000204679	ENSLOCP00000004371
ENSP00000351157	ENSLOCP00000012437
ENSP00000308733	ENSLOCP00000022403
ENSP00000328854	ENSLOCP00000007339
ENSP00000199706	ENSLOCP00000018286
ENSP00000345528	ENSLOCP00000020239
ENSP00000365756	ENSLOCP00000006626
ENSP00000347748	ENSLOCP00000017006
ENSP00000354911	ENSLOCP00000007930
ENSP00000376505	ENSLOCP00000010467
ENSP00000333001	ENSLOCP00000011071
ENSP00000356982	ENSLOCP00000002273
ENSP00000363043	ENSLOCP00000005775
ENSP00000355672	ENSLOCP00000011460
ENSP00000415662	ENSLOCP00000015615
ENSP00000216185	ENSLOCP00000014765
ENSP00000364498	ENSLOCP00000009827
ENSP00000331258	ENSLOCP00000014932
ENSP00000352447	ENSLOCP00000013172
ENSP00000274054	ENSLOCP00000009699
ENSP00000286317	ENSLOCP00000022404
ENSP00000461749	ENSLOCP00000017831
ENSP00000347988	ENSLOCP00000019540
ENSP00000364293	ENSLOCP00000017911
ENSP00000300658	ENSLOCP00000015650
ENSP00000309572	ENSLOCP00000004167
ENSP00000301159	ENSLOCP00000004866
ENSP00000317376	ENSLOCP00000017885
ENSP00000427882	ENSLOCP00000010677
ENSP00000364938	ENSLOCP00000009559
ENSP00000418823	ENSLOCP00000008642
ENSP00000351284	ENSLOCP00000021023
ENSP00000290536	ENSLOCP00000001649
ENSP00000356001	ENSLOCP00000009849
ENSP00000218224	ENSLOCP00000018192
ENSP00000262765	ENSLOCP00000013806
ENSP00000223273	ENSLOCP00000013896
ENSP00000256319	ENSLOCP00000012934
ENSP00000307181	ENSLOCP00000015937
ENSP00000462963	ENSLOCP00000016987
ENSP00000282185	ENSLOCP00000002398
ENSP00000378166	ENSLOCP00000013726
ENSP00000356489	ENSLOCP00000019912
ENSP00000457408	ENSLOCP00000002977
ENSP00000356828	ENSLOCP00000011341
ENSP00000301019	ENSLOCP00000005741
ENSP00000389903	ENSLOCP00000005323
ENSP00000385357	ENSLOCP00000010001
ENSP00000368931	ENSLOCP00000010908
ENSP00000281623	ENSLOCP00000009771
ENSP00000370812	ENSLOCP00000014776
ENSP00000288466	ENSLOCP00000005690
ENSP00000334564	ENSLOCP00000007730
ENSP00000359170	ENSLOCP00000014375
ENSP00000350467	ENSLOCP00000013718
ENSP00000360270	ENSLOCP00000010796
ENSP00000363191	ENSLOCP00000008794
ENSP00000384474	ENSLOCP00000017434
ENSP00000277540	ENSLOCP00000002281
ENSP00000350353	ENSLOCP00000018577
ENSP00000361186	ENSLOCP00000002474
ENSP00000416290	ENSLOCP00000014653
ENSP00000215565	ENSLOCP00000012169
ENSP00000367454	ENSLOCP00000007192
ENSP00000333948	ENSLOCP00000013671
ENSP00000416515	ENSLOCP00000014422
ENSP00000381553	ENSLOCP00000015788
ENSP00000307288	ENSLOCP00000016112
ENSP00000425040	ENSLOCP00000015859
ENSP00000289388	ENSLOCP00000000875
ENSP00000240316	ENSLOCP00000017037
ENSP00000342576	ENSLOCP00000014294
ENSP00000319914	ENSLOCP00000022082
ENSP00000477141	ENSLOCP00000006260
ENSP00000396225	ENSLOCP00000014002
ENSP00000255784	ENSLOCP00000014586
ENSP00000347206	ENSLOCP00000010826
ENSP00000363384	ENSLOCP00000005178
ENSP00000280350	ENSLOCP00000001744
ENSP00000388431	ENSLOCP00000021819
ENSP00000342499	ENSLOCP00000011696
ENSP00000226796	ENSLOCP00000014394
ENSP00000263795	ENSLOCP00000018019
ENSP00000333097	ENSLOCP00000018844
ENSP00000364683	ENSLOCP00000008941
ENSP00000356590	ENSLOCP00000011025
ENSP00000220478	ENSLOCP00000016423
ENSP00000377176	ENSLOCP00000010266
ENSP00000438863	ENSLOCP00000020204
ENSP00000454565	ENSLOCP00000002378
ENSP00000314776	ENSLOCP00000002088
ENSP00000307004	ENSLOCP00000019710
ENSP00000383059	ENSLOCP00000013622
ENSP00000358956	ENSLOCP00000020042
ENSP00000258457	ENSLOCP00000010653
ENSP00000299424	ENSLOCP00000002916
ENSP00000332613	ENSLOCP00000002476
ENSP00000288774	ENSLOCP00000006805
ENSP00000368808	ENSLOCP00000004441
ENSP00000370557	ENSLOCP00000021526
ENSP00000313877	ENSLOCP00000007985
ENSP00000367049	ENSLOCP00000013882
ENSP00000386126	ENSLOCP00000005596
ENSP00000314606	ENSLOCP00000015439
ENSP00000412237	ENSLOCP00000015078
ENSP00000381047	ENSLOCP00000011998
ENSP00000387426	ENSLOCP00000006963
ENSP00000304941	ENSLOCP00000007158
ENSP00000225519	ENSLOCP00000003980
ENSP00000282276	ENSLOCP00000018899
ENSP00000369099	ENSLOCP00000014909
ENSP00000339353	ENSLOCP00000010336
ENSP00000316740	ENSLOCP00000010726
ENSP00000251289	ENSLOCP00000002153
ENSP00000348593	ENSLOCP00000010815
ENSP00000382091	ENSLOCP00000006026
ENSP00000372335	ENSLOCP00000002549
ENSP00000350098	ENSLOCP00000003437
ENSP00000386385	ENSLOCP00000001120
ENSP00000344503	ENSLOCP00000008409
ENSP00000454945	ENSLOCP00000003794
ENSP00000321106	ENSLOCP00000013562
ENSP00000281017	ENSLOCP00000021315
ENSP00000252137	ENSLOCP00000005923
ENSP00000297581	ENSLOCP00000011556
ENSP00000358316	ENSLOCP00000014851
ENSP00000399863	ENSLOCP00000011945
ENSP00000307640	ENSLOCP00000007023
ENSP00000386302	ENSLOCP00000003842
ENSP00000318158	ENSLOCP00000018834
ENSP00000362146	ENSLOCP00000007236
ENSP00000281950	ENSLOCP00000019423
ENSP00000358595	ENSLOCP00000020916
ENSP00000215912	ENSLOCP00000005818
ENSP00000394051	ENSLOCP00000010008
ENSP00000380793	ENSLOCP00000007155
ENSP00000324292	ENSLOCP00000016631
ENSP00000421922	ENSLOCP00000012709
ENSP00000328698	ENSLOCP00000008207
ENSP00000219281	ENSLOCP00000000507
ENSP00000232744	ENSLOCP00000016734
ENSP00000386134	ENSLOCP00000000853
ENSP00000277458	ENSLOCP00000002623
ENSP00000256722	ENSLOCP00000020774
ENSP00000276571	ENSLOCP00000021917
ENSP00000305664	ENSLOCP00000019076
ENSP00000231749	ENSLOCP00000017531
ENSP00000312599	ENSLOCP00000004363
ENSP00000436152	ENSLOCP00000003247
ENSP00000391549	ENSLOCP00000015401
ENSP00000356470	ENSLOCP00000002016
ENSP00000418803	ENSLOCP00000008010
ENSP00000417548	ENSLOCP00000005574
ENSP00000420514	ENSLOCP00000013715
ENSP00000261234	ENSLOCP00000020991
ENSP00000224600	ENSLOCP00000004664
ENSP00000256441	ENSLOCP00000009129
ENSP00000359518	ENSLOCP00000004861
ENSP00000262753	ENSLOCP00000018403
ENSP00000366032	ENSLOCP00000014506
ENSP00000007390	ENSLOCP00000004385
ENSP00000473172	ENSLOCP00000002914
ENSP00000254742	ENSLOCP00000012173
ENSP00000237455	ENSLOCP00000013237
ENSP00000379839	ENSLOCP00000013697
ENSP00000285947	ENSLOCP00000009157
ENSP00000314733	ENSLOCP00000008257
ENSP00000385597	ENSLOCP00000001699
ENSP00000260372	ENSLOCP00000014339
ENSP00000346453	ENSLOCP00000001308
ENSP00000355900	ENSLOCP00000019788
ENSP00000294973	ENSLOCP00000020318
ENSP00000360899	ENSLOCP00000011387
ENSP00000371061	ENSLOCP00000009746
ENSP00000360850	ENSLOCP00000004407
ENSP00000387982	ENSLOCP00000002522
ENSP00000364526	ENSLOCP00000008845
ENSP00000243878	ENSLOCP00000019226
ENSP00000419087	ENSLOCP00000020604
ENSP00000362948	ENSLOCP00000003578
ENSP00000361486	ENSLOCP00000008163
ENSP00000072869	ENSLOCP00000020608
ENSP00000362340	ENSLOCP00000000841
ENSP00000356702	ENSLOCP00000012823
ENSP00000362021	ENSLOCP00000018836
ENSP00000193322	ENSLOCP00000020503
ENSP00000307821	ENSLOCP00000016157
ENSP00000381566	ENSLOCP00000001433
ENSP00000463159	ENSLOCP00000018005
ENSP00000385814	ENSLOCP00000003308
ENSP00000379367	ENSLOCP00000009677
ENSP00000293273	ENSLOCP00000016235
ENSP00000378409	ENSLOCP00000010599
ENSP00000376910	ENSLOCP00000020173
ENSP00000341684	ENSLOCP00000002595
ENSP00000318423	ENSLOCP00000015682
ENSP00000384334	ENSLOCP00000020652
ENSP00000258443	ENSLOCP00000012639
ENSP00000385757	ENSLOCP00000013136
ENSP00000233616	ENSLOCP00000002831
ENSP00000278980	ENSLOCP00000006902
ENSP00000352271	ENSLOCP00000015467
ENSP00000383851	ENSLOCP00000002546
ENSP00000274137	ENSLOCP00000010769
ENSP00000248114	ENSLOCP00000007325
ENSP00000225504	ENSLOCP00000003497
ENSP00000262302	ENSLOCP00000002695
ENSP00000397172	ENSLOCP00000022468
ENSP00000367301	ENSLOCP00000002290
ENSP00000263897	ENSLOCP00000004973
ENSP00000319341	ENSLOCP00000022378
ENSP00000311665	ENSLOCP00000007459
ENSP00000417581	ENSLOCP00000018219
ENSP00000420716	ENSLOCP00000003321
ENSP00000406934	ENSLOCP00000008778
ENSP00000206020	ENSLOCP00000016929
ENSP00000253108	ENSLOCP00000008987
ENSP00000377372	ENSLOCP00000003177
ENSP00000360998	ENSLOCP00000007355
ENSP00000361518	ENSLOCP00000020654
ENSP00000306425	ENSLOCP00000006502
ENSP00000283946	ENSLOCP00000009925
ENSP00000461625	ENSLOCP00000017366
ENSP00000355721	ENSLOCP00000011259
ENSP00000255476	ENSLOCP00000010305
ENSP00000361219	ENSLOCP00000006815
ENSP00000378563	ENSLOCP00000000541
ENSP00000258662	ENSLOCP00000012762
ENSP00000304903	ENSLOCP00000000092
ENSP00000365601	ENSLOCP00000002508
ENSP00000385285	ENSLOCP00000015363
ENSP00000339495	ENSLOCP00000001999
ENSP00000324203	ENSLOCP00000016562
ENSP00000219097	ENSLOCP00000006621
ENSP00000440832	ENSLOCP00000004182
ENSP00000367319	ENSLOCP00000012764
ENSP00000268130	ENSLOCP00000017684
ENSP00000371345	ENSLOCP00000008016
ENSP00000255759	ENSLOCP00000008770
ENSP00000270517	ENSLOCP00000009320
ENSP00000361646	ENSLOCP00000001767
ENSP00000379754	ENSLOCP00000005035
ENSP00000253099	ENSLOCP00000020545
ENSP00000262293	ENSLOCP00000001413
ENSP00000305892	ENSLOCP00000007495
ENSP00000355627	ENSLOCP00000019014
ENSP00000267425	ENSLOCP00000001421
ENSP00000451974	ENSLOCP00000012166
ENSP00000302537	ENSLOCP00000019938
ENSP00000361084	ENSLOCP00000019244
ENSP00000468969	ENSLOCP00000007749
ENSP00000353564	ENSLOCP00000022090
ENSP00000238044	ENSLOCP00000010702
ENSP00000321345	ENSLOCP00000008557
ENSP00000363339	ENSLOCP00000004805
ENSP00000370214	ENSLOCP00000019566
ENSP00000369636	ENSLOCP00000014954
ENSP00000229769	ENSLOCP00000000544
ENSP00000356791	ENSLOCP00000010426
ENSP00000414066	ENSLOCP00000013527
ENSP00000257776	ENSLOCP00000020464
ENSP00000309175	ENSLOCP00000002179
ENSP00000346954	ENSLOCP00000009891
ENSP00000335605	ENSLOCP00000001607
ENSP00000365401	ENSLOCP00000017805
ENSP00000369176	ENSLOCP00000016543
ENSP00000432119	ENSLOCP00000001493
ENSP00000367564	ENSLOCP00000018045
ENSP00000252445	ENSLOCP00000009903
ENSP00000255389	ENSLOCP00000002139
ENSP00000369786	ENSLOCP00000009426
ENSP00000380251	ENSLOCP00000001961
ENSP00000247933	ENSLOCP00000015039
ENSP00000245816	ENSLOCP00000007378
ENSP00000332646	ENSLOCP00000014297
ENSP00000432305	ENSLOCP00000002627
ENSP00000471454	ENSLOCP00000018114
ENSP00000365426	ENSLOCP00000003525
ENSP00000361092	ENSLOCP00000004860
ENSP00000292616	ENSLOCP00000002152
ENSP00000445446	ENSLOCP00000003713
ENSP00000253079	ENSLOCP00000006660
ENSP00000362869	ENSLOCP00000003492
ENSP00000377470	ENSLOCP00000015548
ENSP00000338990	ENSLOCP00000022293
ENSP00000322832	ENSLOCP00000001297
ENSP00000359221	ENSLOCP00000009971
ENSP00000377668	ENSLOCP00000022291
ENSP00000403852	ENSLOCP00000014541
ENSP00000219400	ENSLOCP00000000714
ENSP00000354553	ENSLOCP00000008731
ENSP00000372720	ENSLOCP00000001960
ENSP00000242729	ENSLOCP00000018858
ENSP00000220597	ENSLOCP00000003358
ENSP00000359339	ENSLOCP00000019923
ENSP00000349296	ENSLOCP00000015641
ENSP00000335201	ENSLOCP00000006520
ENSP00000368688	ENSLOCP00000010037
ENSP00000329860	ENSLOCP00000015947
ENSP00000270115	ENSLOCP00000000717
ENSP00000356988	ENSLOCP00000001925
ENSP00000308351	ENSLOCP00000001683
ENSP00000310375	ENSLOCP00000019089
ENSP00000339637	ENSLOCP00000005066
ENSP00000452773	ENSLOCP00000018161
ENSP00000013807	ENSLOCP00000007505
ENSP00000250156	ENSLOCP00000005947
ENSP00000156109	ENSLOCP00000018196
ENSP00000328088	ENSLOCP00000020096
ENSP00000357901	ENSLOCP00000009469
ENSP00000317331	ENSLOCP00000017554
ENSP00000366006	ENSLOCP00000007636
ENSP00000378736	ENSLOCP00000006393
ENSP00000288502	ENSLOCP00000000879
ENSP00000379226	ENSLOCP00000018725
ENSP00000329858	ENSLOCP00000018810
ENSP00000315635	ENSLOCP00000007686
ENSP00000362392	ENSLOCP00000003205
ENSP00000288607	ENSLOCP00000001565
ENSP00000375907	ENSLOCP00000010010
ENSP00000430598	ENSLOCP00000014344
ENSP00000371805	ENSLOCP00000005661
ENSP00000420037	ENSLOCP00000006011
ENSP00000330361	ENSLOCP00000004249
ENSP00000308944	ENSLOCP00000009276
ENSP00000323076	ENSLOCP00000017724
ENSP00000383063	ENSLOCP00000001004
ENSP00000318222	ENSLOCP00000013594
ENSP00000360492	ENSLOCP00000018753
ENSP00000337065	ENSLOCP00000015076
ENSP00000341268	ENSLOCP00000009658
ENSP00000233331	ENSLOCP00000015696
ENSP00000287078	ENSLOCP00000006296
ENSP00000357051	ENSLOCP00000002231
ENSP00000331849	ENSLOCP00000004607
ENSP00000329360	ENSLOCP00000016053
ENSP00000326110	ENSLOCP00000021641
ENSP00000415430	ENSLOCP00000019808
ENSP00000328079	ENSLOCP00000011943
ENSP00000219431	ENSLOCP00000009349
ENSP00000431808	ENSLOCP00000007810
ENSP00000376349	ENSLOCP00000012686
ENSP00000389427	ENSLOCP00000016759
ENSP00000318999	ENSLOCP00000004065
ENSP00000380495	ENSLOCP00000008297
ENSP00000323275	ENSLOCP00000016612
ENSP00000398882	ENSLOCP00000001515
ENSP00000345974	ENSLOCP00000013507
ENSP00000265239	ENSLOCP00000010297
ENSP00000290953	ENSLOCP00000009899
ENSP00000272342	ENSLOCP00000019737
ENSP00000309792	ENSLOCP00000002833
ENSP00000226105	ENSLOCP00000017136
ENSP00000312624	ENSLOCP00000015666
ENSP00000457352	ENSLOCP00000018349
ENSP00000294258	ENSLOCP00000002672
ENSP00000280245	ENSLOCP00000006391
ENSP00000371770	ENSLOCP00000022281
ENSP00000332681	ENSLOCP00000017007
ENSP00000364749	ENSLOCP00000009048
ENSP00000366729	ENSLOCP00000003003
ENSP00000344572	ENSLOCP00000000820
ENSP00000324741	ENSLOCP00000016054
ENSP00000301727	ENSLOCP00000006337
ENSP00000424191	ENSLOCP00000007784
ENSP00000222284	ENSLOCP00000004169
ENSP00000307975	ENSLOCP00000022329
ENSP00000273968	ENSLOCP00000004709
ENSP00000355361	ENSLOCP00000011319
ENSP00000368119	ENSLOCP00000015236
ENSP00000221486	ENSLOCP00000009582
ENSP00000378050	ENSLOCP00000001528
ENSP00000247970	ENSLOCP00000008762
ENSP00000297562	ENSLOCP00000005300
ENSP00000304713	ENSLOCP00000008407
ENSP00000295958	ENSLOCP00000000147
ENSP00000332404	ENSLOCP00000007507
ENSP00000333283	ENSLOCP00000015730
ENSP00000258105	ENSLOCP00000003371
ENSP00000302552	ENSLOCP00000018311
ENSP00000412922	ENSLOCP00000003256
ENSP00000264434	ENSLOCP00000018860
ENSP00000468778	ENSLOCP00000021529
ENSP00000369962	ENSLOCP00000001780
ENSP00000316598	ENSLOCP00000009731
ENSP00000406164	ENSLOCP00000011461
ENSP00000216223	ENSLOCP00000013717
ENSP00000429190	ENSLOCP00000016539
ENSP00000376445	ENSLOCP00000003137
ENSP00000221455	ENSLOCP00000018028
ENSP00000297866	ENSLOCP00000012407
ENSP00000321706	ENSLOCP00000008270
ENSP00000367229	ENSLOCP00000019757
ENSP00000302783	ENSLOCP00000016885
ENSP00000465432	ENSLOCP00000007598
ENSP00000330075	ENSLOCP00000014515
ENSP00000280325	ENSLOCP00000004113
ENSP00000363668	ENSLOCP00000000546
