ENSP00000262384	ENSGACP00000003450
ENSP00000365837	ENSGACP00000023222
ENSP00000309429	ENSGACP00000023312
ENSP00000318641	ENSGACP00000013680
ENSP00000367346	ENSGACP00000026023
ENSP00000414906	ENSGACP00000024302
ENSP00000281142	ENSGACP00000024327
ENSP00000254928	ENSGACP00000026758
ENSP00000334849	ENSGACP00000019775
ENSP00000359609	ENSGACP00000007943
ENSP00000433721	ENSGACP00000026784
ENSP00000301788	ENSGACP00000023410
ENSP00000235090	ENSGACP00000001276
ENSP00000300403	ENSGACP00000017502
ENSP00000386226	ENSGACP00000001346
ENSP00000238831	ENSGACP00000002857
ENSP00000334134	ENSGACP00000021531
ENSP00000391504	ENSGACP00000006812
ENSP00000266736	ENSGACP00000026496
ENSP00000426638	ENSGACP00000021922
ENSP00000394869	ENSGACP00000014145
ENSP00000264151	ENSGACP00000003469
ENSP00000296792	ENSGACP00000005765
ENSP00000292114	ENSGACP00000007121
ENSP00000380659	ENSGACP00000001929
ENSP00000225873	ENSGACP00000006941
ENSP00000287600	ENSGACP00000002661
ENSP00000356746	ENSGACP00000015377
ENSP00000354742	ENSGACP00000008255
ENSP00000362547	ENSGACP00000006161
ENSP00000248633	ENSGACP00000007696
ENSP00000400646	ENSGACP00000014379
ENSP00000330523	ENSGACP00000006507
ENSP00000421380	ENSGACP00000005223
ENSP00000337688	ENSGACP00000022433
ENSP00000288532	ENSGACP00000019365
ENSP00000356737	ENSGACP00000006738
ENSP00000381089	ENSGACP00000001402
ENSP00000358242	ENSGACP00000006598
ENSP00000354720	ENSGACP00000024731
ENSP00000326879	ENSGACP00000019259
ENSP00000258772	ENSGACP00000001106
ENSP00000343610	ENSGACP00000014697
ENSP00000216106	ENSGACP00000008940
ENSP00000379865	ENSGACP00000002026
ENSP00000264020	ENSGACP00000001468
ENSP00000257245	ENSGACP00000024393
ENSP00000301281	ENSGACP00000019045
ENSP00000367024	ENSGACP00000026202
ENSP00000417769	ENSGACP00000011457
ENSP00000407112	ENSGACP00000026010
ENSP00000434995	ENSGACP00000023566
ENSP00000357079	ENSGACP00000008986
ENSP00000259963	ENSGACP00000011544
ENSP00000259963	ENSGACP00000004535
ENSP00000262547	ENSGACP00000026305
ENSP00000348211	ENSGACP00000020401
ENSP00000307260	ENSGACP00000027442
ENSP00000216129	ENSGACP00000025532
ENSP00000265295	ENSGACP00000025399
ENSP00000365538	ENSGACP00000002460
ENSP00000371607	ENSGACP00000009117
ENSP00000274458	ENSGACP00000008209
ENSP00000232501	ENSGACP00000001666
ENSP00000379621	ENSGACP00000002432
ENSP00000348564	ENSGACP00000014729
ENSP00000353850	ENSGACP00000011810
ENSP00000281382	ENSGACP00000003627
ENSP00000354497	ENSGACP00000008136
ENSP00000310873	ENSGACP00000018158
ENSP00000053468	ENSGACP00000011688
ENSP00000261880	ENSGACP00000006807
ENSP00000301585	ENSGACP00000006635
ENSP00000315397	ENSGACP00000027006
ENSP00000300145	ENSGACP00000025273
ENSP00000248098	ENSGACP00000017210
ENSP00000348168	ENSGACP00000020984
ENSP00000319992	ENSGACP00000017169
ENSP00000313816	ENSGACP00000023337
ENSP00000324404	ENSGACP00000012034
ENSP00000285116	ENSGACP00000002630
ENSP00000435421	ENSGACP00000021501
ENSP00000369810	ENSGACP00000020293
ENSP00000283871	ENSGACP00000003389
ENSP00000340477	ENSGACP00000010591
ENSP00000271452	ENSGACP00000014659
ENSP00000377384	ENSGACP00000018788
ENSP00000221265	ENSGACP00000014329
ENSP00000228510	ENSGACP00000012083
ENSP00000261647	ENSGACP00000001983
ENSP00000254759	ENSGACP00000006584
ENSP00000379911	ENSGACP00000024180
ENSP00000392318	ENSGACP00000026301
ENSP00000370337	ENSGACP00000008236
ENSP00000262507	ENSGACP00000002880
ENSP00000462116	ENSGACP00000006662
ENSP00000426067	ENSGACP00000023608
ENSP00000356272	ENSGACP00000015294
ENSP00000372206	ENSGACP00000002504
ENSP00000346464	ENSGACP00000005134
ENSP00000244711	ENSGACP00000016195
ENSP00000361433	ENSGACP00000022200
ENSP00000287957	ENSGACP00000007183
ENSP00000262315	ENSGACP00000022133
ENSP00000359740	ENSGACP00000008185
ENSP00000356972	ENSGACP00000026439
ENSP00000428263	ENSGACP00000002525
ENSP00000268717	ENSGACP00000007324
ENSP00000399718	ENSGACP00000014944
ENSP00000367878	ENSGACP00000018613
ENSP00000262127	ENSGACP00000004838
ENSP00000312311	ENSGACP00000019529
ENSP00000295878	ENSGACP00000004261
ENSP00000217455	ENSGACP00000014303
ENSP00000261893	ENSGACP00000014046
ENSP00000320184	ENSGACP00000000542
ENSP00000370419	ENSGACP00000017924
ENSP00000282007	ENSGACP00000020005
ENSP00000328187	ENSGACP00000018605
ENSP00000359612	ENSGACP00000022771
ENSP00000342169	ENSGACP00000020904
ENSP00000357748	ENSGACP00000003432
ENSP00000382733	ENSGACP00000018124
ENSP00000382733	ENSGACP00000026289
ENSP00000344866	ENSGACP00000018575
ENSP00000341539	ENSGACP00000005810
ENSP00000314348	ENSGACP00000003855
ENSP00000369431	ENSGACP00000025762
ENSP00000381132	ENSGACP00000000947
ENSP00000296003	ENSGACP00000015008
ENSP00000436049	ENSGACP00000021138
ENSP00000348459	ENSGACP00000002829
ENSP00000270225	ENSGACP00000016338
ENSP00000368798	ENSGACP00000007238
ENSP00000342336	ENSGACP00000018011
ENSP00000342336	ENSGACP00000026363
ENSP00000285083	ENSGACP00000009301
ENSP00000251296	ENSGACP00000005848
ENSP00000251296	ENSGACP00000016757
ENSP00000220509	ENSGACP00000017148
ENSP00000399780	ENSGACP00000017201
ENSP00000361705	ENSGACP00000004345
ENSP00000275820	ENSGACP00000005154
ENSP00000266087	ENSGACP00000000755
ENSP00000402338	ENSGACP00000008683
ENSP00000446479	ENSGACP00000011588
ENSP00000260605	ENSGACP00000014090
ENSP00000410396	ENSGACP00000003660
ENSP00000261249	ENSGACP00000011211
ENSP00000337736	ENSGACP00000018022
ENSP00000392985	ENSGACP00000022573
ENSP00000390778	ENSGACP00000012162
ENSP00000374332	ENSGACP00000000311
ENSP00000349244	ENSGACP00000012727
ENSP00000299192	ENSGACP00000022095
ENSP00000247706	ENSGACP00000010390
ENSP00000247706	ENSGACP00000020566
ENSP00000386569	ENSGACP00000005196
ENSP00000301011	ENSGACP00000018522
ENSP00000297273	ENSGACP00000008712
ENSP00000379140	ENSGACP00000009179
ENSP00000379140	ENSGACP00000024779
ENSP00000355922	ENSGACP00000021369
ENSP00000250535	ENSGACP00000008156
ENSP00000291458	ENSGACP00000004293
ENSP00000376827	ENSGACP00000027447
ENSP00000265981	ENSGACP00000012823
ENSP00000286031	ENSGACP00000015402
ENSP00000298937	ENSGACP00000021157
ENSP00000360593	ENSGACP00000019244
ENSP00000296564	ENSGACP00000008656
ENSP00000299381	ENSGACP00000003097
ENSP00000387882	ENSGACP00000016218
ENSP00000299543	ENSGACP00000011458
ENSP00000361143	ENSGACP00000026812
ENSP00000364204	ENSGACP00000014990
ENSP00000303584	ENSGACP00000018818
ENSP00000369339	ENSGACP00000007369
ENSP00000414390	ENSGACP00000006454
ENSP00000322316	ENSGACP00000025358
ENSP00000303398	ENSGACP00000009210
ENSP00000237380	ENSGACP00000022437
ENSP00000334003	ENSGACP00000025224
ENSP00000254940	ENSGACP00000021510
ENSP00000327557	ENSGACP00000007975
ENSP00000307684	ENSGACP00000013030
ENSP00000374387	ENSGACP00000025656
ENSP00000282074	ENSGACP00000007014
ENSP00000238788	ENSGACP00000009279
ENSP00000344299	ENSGACP00000006750
ENSP00000359727	ENSGACP00000008172
ENSP00000343552	ENSGACP00000017598
ENSP00000363260	ENSGACP00000009607
ENSP00000329915	ENSGACP00000027439
ENSP00000369456	ENSGACP00000019414
ENSP00000354688	ENSGACP00000004173
ENSP00000264230	ENSGACP00000021534
ENSP00000362208	ENSGACP00000018214
ENSP00000251250	ENSGACP00000022192
ENSP00000327716	ENSGACP00000009138
ENSP00000354964	ENSGACP00000016163
ENSP00000264645	ENSGACP00000019829
ENSP00000284995	ENSGACP00000004432
ENSP00000432487	ENSGACP00000007580
ENSP00000356848	ENSGACP00000021464
ENSP00000270583	ENSGACP00000004193
ENSP00000355250	ENSGACP00000014492
ENSP00000268704	ENSGACP00000020374
ENSP00000385006	ENSGACP00000018108
ENSP00000464275	ENSGACP00000016330
ENSP00000389399	ENSGACP00000020227
ENSP00000441753	ENSGACP00000022451
ENSP00000389175	ENSGACP00000001628
ENSP00000233838	ENSGACP00000022708
ENSP00000290846	ENSGACP00000025146
ENSP00000263346	ENSGACP00000021048
ENSP00000256255	ENSGACP00000021704
ENSP00000402038	ENSGACP00000009866
ENSP00000275072	ENSGACP00000012134
ENSP00000339613	ENSGACP00000008556
ENSP00000380794	ENSGACP00000016380
ENSP00000361001	ENSGACP00000023587
ENSP00000347498	ENSGACP00000008447
ENSP00000289359	ENSGACP00000003826
ENSP00000296015	ENSGACP00000007993
ENSP00000301908	ENSGACP00000019547
ENSP00000301908	ENSGACP00000005876
ENSP00000386284	ENSGACP00000023850
ENSP00000281317	ENSGACP00000022750
ENSP00000360031	ENSGACP00000009512
ENSP00000301729	ENSGACP00000007833
ENSP00000360129	ENSGACP00000009219
ENSP00000364405	ENSGACP00000008892
ENSP00000321239	ENSGACP00000017591
ENSP00000409315	ENSGACP00000022924
ENSP00000026218	ENSGACP00000019710
ENSP00000321617	ENSGACP00000007897
ENSP00000263753	ENSGACP00000006581
ENSP00000261558	ENSGACP00000010456
ENSP00000216452	ENSGACP00000017166
ENSP00000318821	ENSGACP00000000889
ENSP00000300850	ENSGACP00000007040
ENSP00000307636	ENSGACP00000009928
ENSP00000413483	ENSGACP00000002774
ENSP00000356920	ENSGACP00000019612
ENSP00000268802	ENSGACP00000023195
ENSP00000455397	ENSGACP00000013912
ENSP00000372955	ENSGACP00000012753
ENSP00000368140	ENSGACP00000015647
ENSP00000362041	ENSGACP00000013582
ENSP00000296149	ENSGACP00000016701
ENSP00000295704	ENSGACP00000019697
ENSP00000261658	ENSGACP00000025839
ENSP00000306864	ENSGACP00000026252
ENSP00000306864	ENSGACP00000014951
ENSP00000464814	ENSGACP00000002754
ENSP00000359505	ENSGACP00000005063
ENSP00000368459	ENSGACP00000018157
ENSP00000219789	ENSGACP00000019620
ENSP00000257548	ENSGACP00000011780
ENSP00000348054	ENSGACP00000002429
ENSP00000348043	ENSGACP00000003041
ENSP00000436926	ENSGACP00000027326
ENSP00000450461	ENSGACP00000024103
ENSP00000222747	ENSGACP00000000839
ENSP00000307423	ENSGACP00000016998
ENSP00000225573	ENSGACP00000005073
ENSP00000247194	ENSGACP00000013650
ENSP00000417580	ENSGACP00000011782
ENSP00000299853	ENSGACP00000003822
ENSP00000384527	ENSGACP00000015292
ENSP00000225737	ENSGACP00000026785
ENSP00000366673	ENSGACP00000002340
ENSP00000361206	ENSGACP00000017668
ENSP00000255108	ENSGACP00000002551
ENSP00000200135	ENSGACP00000027445
ENSP00000357389	ENSGACP00000015895
ENSP00000275053	ENSGACP00000006555
ENSP00000228506	ENSGACP00000016678
ENSP00000312455	ENSGACP00000008246
ENSP00000463245	ENSGACP00000012557
ENSP00000439902	ENSGACP00000015199
ENSP00000356567	ENSGACP00000014339
ENSP00000355609	ENSGACP00000009119
ENSP00000371294	ENSGACP00000002766
ENSP00000363318	ENSGACP00000027020
ENSP00000354109	ENSGACP00000004628
ENSP00000410216	ENSGACP00000013249
ENSP00000335636	ENSGACP00000015667
ENSP00000295872	ENSGACP00000004188
ENSP00000309163	ENSGACP00000001004
ENSP00000339976	ENSGACP00000013295
ENSP00000419371	ENSGACP00000008426
ENSP00000220669	ENSGACP00000005288
ENSP00000363250	ENSGACP00000009584
ENSP00000356989	ENSGACP00000025169
ENSP00000006526	ENSGACP00000013594
ENSP00000266673	ENSGACP00000000943
ENSP00000258243	ENSGACP00000021350
ENSP00000365477	ENSGACP00000001921
ENSP00000384952	ENSGACP00000003948
ENSP00000362424	ENSGACP00000002881
ENSP00000354645	ENSGACP00000009562
ENSP00000319169	ENSGACP00000018801
ENSP00000361465	ENSGACP00000003206
ENSP00000204726	ENSGACP00000017081
ENSP00000230048	ENSGACP00000006156
ENSP00000261758	ENSGACP00000016452
ENSP00000277010	ENSGACP00000023569
ENSP00000325562	ENSGACP00000006036
ENSP00000282841	ENSGACP00000005657
ENSP00000304802	ENSGACP00000005954
ENSP00000405635	ENSGACP00000022099
ENSP00000282003	ENSGACP00000020120
ENSP00000284881	ENSGACP00000026690
ENSP00000416050	ENSGACP00000007122
ENSP00000287996	ENSGACP00000005318
ENSP00000216420	ENSGACP00000007506
ENSP00000355141	ENSGACP00000012226
ENSP00000396628	ENSGACP00000013813
ENSP00000243903	ENSGACP00000008271
ENSP00000351153	ENSGACP00000026477
ENSP00000361363	ENSGACP00000013552
ENSP00000261888	ENSGACP00000008349
ENSP00000252603	ENSGACP00000013469
ENSP00000262812	ENSGACP00000013999
ENSP00000362578	ENSGACP00000017824
ENSP00000334289	ENSGACP00000014175
ENSP00000349358	ENSGACP00000012454
ENSP00000321546	ENSGACP00000012806
ENSP00000267436	ENSGACP00000015634
ENSP00000465517	ENSGACP00000007748
ENSP00000324122	ENSGACP00000015175
ENSP00000311429	ENSGACP00000006666
ENSP00000260447	ENSGACP00000008170
ENSP00000367318	ENSGACP00000025265
ENSP00000306561	ENSGACP00000003795
ENSP00000326813	ENSGACP00000006129
ENSP00000370839	ENSGACP00000018752
ENSP00000368801	ENSGACP00000018134
ENSP00000412524	ENSGACP00000008158
ENSP00000264193	ENSGACP00000013317
ENSP00000420939	ENSGACP00000009054
ENSP00000313318	ENSGACP00000022611
ENSP00000338533	ENSGACP00000021023
ENSP00000383873	ENSGACP00000009010
ENSP00000364404	ENSGACP00000006621
ENSP00000289081	ENSGACP00000009314
ENSP00000367359	ENSGACP00000006177
ENSP00000307833	ENSGACP00000021656
ENSP00000361170	ENSGACP00000016151
ENSP00000447057	ENSGACP00000025554
ENSP00000333539	ENSGACP00000005689
ENSP00000276416	ENSGACP00000014333
ENSP00000215730	ENSGACP00000005572
ENSP00000229238	ENSGACP00000013461
ENSP00000476966	ENSGACP00000013656
ENSP00000246151	ENSGACP00000002708
ENSP00000367104	ENSGACP00000012011
ENSP00000228865	ENSGACP00000000794
ENSP00000252711	ENSGACP00000011233
ENSP00000281141	ENSGACP00000025343
ENSP00000334642	ENSGACP00000002821
ENSP00000354335	ENSGACP00000009696
ENSP00000354152	ENSGACP00000021055
ENSP00000458290	ENSGACP00000005497
ENSP00000362873	ENSGACP00000022907
ENSP00000296666	ENSGACP00000024284
ENSP00000296824	ENSGACP00000007598
ENSP00000271526	ENSGACP00000005516
ENSP00000377492	ENSGACP00000024449
ENSP00000360421	ENSGACP00000022182
ENSP00000357787	ENSGACP00000003420
ENSP00000246337	ENSGACP00000018965
ENSP00000364261	ENSGACP00000006632
ENSP00000377577	ENSGACP00000010294
ENSP00000265857	ENSGACP00000006557
ENSP00000331907	ENSGACP00000017304
ENSP00000394394	ENSGACP00000017770
ENSP00000334767	ENSGACP00000018051
ENSP00000312625	ENSGACP00000006105
ENSP00000288937	ENSGACP00000004230
ENSP00000356632	ENSGACP00000010061
ENSP00000260599	ENSGACP00000004069
ENSP00000361232	ENSGACP00000002958
ENSP00000373304	ENSGACP00000000986
ENSP00000377007	ENSGACP00000021082
ENSP00000215917	ENSGACP00000012653
ENSP00000401018	ENSGACP00000002989
ENSP00000259400	ENSGACP00000011935
ENSP00000360310	ENSGACP00000019961
ENSP00000368920	ENSGACP00000020239
ENSP00000417764	ENSGACP00000011905
ENSP00000379157	ENSGACP00000011805
ENSP00000216027	ENSGACP00000018564
ENSP00000295702	ENSGACP00000001699
ENSP00000475924	ENSGACP00000007163
ENSP00000367638	ENSGACP00000025459
ENSP00000370966	ENSGACP00000014950
ENSP00000338039	ENSGACP00000000034
ENSP00000376767	ENSGACP00000014274
ENSP00000225728	ENSGACP00000002486
ENSP00000381378	ENSGACP00000005113
ENSP00000320794	ENSGACP00000004192
ENSP00000255304	ENSGACP00000027164
ENSP00000373657	ENSGACP00000027638
ENSP00000296679	ENSGACP00000020807
ENSP00000391747	ENSGACP00000000339
ENSP00000354728	ENSGACP00000027668
ENSP00000378857	ENSGACP00000007615
ENSP00000309515	ENSGACP00000021173
ENSP00000381282	ENSGACP00000018602
ENSP00000279281	ENSGACP00000026798
ENSP00000369391	ENSGACP00000003244
ENSP00000427550	ENSGACP00000004880
ENSP00000219299	ENSGACP00000017617
ENSP00000419628	ENSGACP00000025344
ENSP00000389087	ENSGACP00000026256
ENSP00000359507	ENSGACP00000009832
ENSP00000355958	ENSGACP00000013180
ENSP00000421917	ENSGACP00000023799
ENSP00000427820	ENSGACP00000003725
ENSP00000373176	ENSGACP00000002012
ENSP00000460964	ENSGACP00000007058
ENSP00000443216	ENSGACP00000007151
ENSP00000225927	ENSGACP00000020320
ENSP00000409016	ENSGACP00000008548
ENSP00000219066	ENSGACP00000025073
ENSP00000413632	ENSGACP00000003815
ENSP00000299505	ENSGACP00000019687
ENSP00000238018	ENSGACP00000014207
ENSP00000285697	ENSGACP00000018766
ENSP00000462717	ENSGACP00000018035
ENSP00000268668	ENSGACP00000015741
ENSP00000363746	ENSGACP00000003836
ENSP00000323184	ENSGACP00000024971
ENSP00000222990	ENSGACP00000018661
ENSP00000409952	ENSGACP00000012936
ENSP00000355587	ENSGACP00000005452
ENSP00000361499	ENSGACP00000016277
ENSP00000318883	ENSGACP00000018091
ENSP00000339324	ENSGACP00000009423
ENSP00000226230	ENSGACP00000017891
ENSP00000356630	ENSGACP00000010039
ENSP00000379047	ENSGACP00000004683
ENSP00000243326	ENSGACP00000011349
ENSP00000232888	ENSGACP00000013772
ENSP00000359606	ENSGACP00000008861
ENSP00000325326	ENSGACP00000010629
ENSP00000434480	ENSGACP00000026621
ENSP00000380242	ENSGACP00000018654
ENSP00000333401	ENSGACP00000005228
ENSP00000351137	ENSGACP00000013202
ENSP00000370803	ENSGACP00000015111
ENSP00000258975	ENSGACP00000009416
ENSP00000276689	ENSGACP00000012576
ENSP00000371471	ENSGACP00000011938
ENSP00000392395	ENSGACP00000017056
ENSP00000234827	ENSGACP00000022202
ENSP00000246062	ENSGACP00000005915
ENSP00000224950	ENSGACP00000021522
ENSP00000319979	ENSGACP00000024983
ENSP00000253462	ENSGACP00000021071
ENSP00000361894	ENSGACP00000007524
ENSP00000318264	ENSGACP00000015601
ENSP00000291560	ENSGACP00000020225
ENSP00000356978	ENSGACP00000005508
ENSP00000305255	ENSGACP00000025609
ENSP00000225729	ENSGACP00000018825
ENSP00000355077	ENSGACP00000024677
ENSP00000419475	ENSGACP00000002752
ENSP00000374501	ENSGACP00000025403
ENSP00000369318	ENSGACP00000011752
ENSP00000333813	ENSGACP00000025124
ENSP00000245543	ENSGACP00000005407
ENSP00000361625	ENSGACP00000021139
ENSP00000366237	ENSGACP00000009395
ENSP00000364613	ENSGACP00000002077
ENSP00000310998	ENSGACP00000023445
ENSP00000253233	ENSGACP00000010906
ENSP00000380679	ENSGACP00000024089
ENSP00000219548	ENSGACP00000011116
ENSP00000418287	ENSGACP00000015162
ENSP00000350409	ENSGACP00000019580
ENSP00000339834	ENSGACP00000023460
ENSP00000317542	ENSGACP00000017263
ENSP00000441930	ENSGACP00000023351
ENSP00000266263	ENSGACP00000022149
ENSP00000297156	ENSGACP00000000221
ENSP00000369335	ENSGACP00000025348
ENSP00000301634	ENSGACP00000025208
ENSP00000442297	ENSGACP00000013308
ENSP00000359904	ENSGACP00000019309
ENSP00000384053	ENSGACP00000011003
ENSP00000305069	ENSGACP00000022625
ENSP00000380883	ENSGACP00000022380
ENSP00000281703	ENSGACP00000016142
ENSP00000330393	ENSGACP00000009534
ENSP00000237283	ENSGACP00000015857
ENSP00000375082	ENSGACP00000013046
ENSP00000378427	ENSGACP00000023977
ENSP00000378427	ENSGACP00000000219
ENSP00000304854	ENSGACP00000024013
ENSP00000359404	ENSGACP00000005635
ENSP00000374390	ENSGACP00000013604
ENSP00000246070	ENSGACP00000016564
ENSP00000451812	ENSGACP00000007744
ENSP00000365550	ENSGACP00000010022
ENSP00000262319	ENSGACP00000011179
ENSP00000332721	ENSGACP00000017190
ENSP00000286732	ENSGACP00000017411
ENSP00000411169	ENSGACP00000019551
ENSP00000476383	ENSGACP00000005756
ENSP00000249079	ENSGACP00000025313
ENSP00000290541	ENSGACP00000013097
ENSP00000292566	ENSGACP00000027453
ENSP00000385205	ENSGACP00000009903
ENSP00000320251	ENSGACP00000009938
ENSP00000242257	ENSGACP00000018648
ENSP00000256996	ENSGACP00000006946
ENSP00000379430	ENSGACP00000023447
ENSP00000444156	ENSGACP00000020041
ENSP00000258383	ENSGACP00000009770
ENSP00000331479	ENSGACP00000001475
ENSP00000221233	ENSGACP00000017172
ENSP00000355593	ENSGACP00000005478
ENSP00000286307	ENSGACP00000024389
ENSP00000330737	ENSGACP00000023015
ENSP00000421169	ENSGACP00000023160
ENSP00000304133	ENSGACP00000000318
ENSP00000304133	ENSGACP00000018524
ENSP00000349977	ENSGACP00000019826
ENSP00000223073	ENSGACP00000016690
ENSP00000367029	ENSGACP00000021225
ENSP00000419270	ENSGACP00000006517
ENSP00000238628	ENSGACP00000010013
ENSP00000270708	ENSGACP00000008693
ENSP00000274031	ENSGACP00000025822
ENSP00000260453	ENSGACP00000020899
ENSP00000261520	ENSGACP00000014133
ENSP00000340220	ENSGACP00000021613
ENSP00000362036	ENSGACP00000002237
ENSP00000309772	ENSGACP00000000843
ENSP00000300213	ENSGACP00000004901
ENSP00000238892	ENSGACP00000003624
ENSP00000348527	ENSGACP00000019867
ENSP00000422168	ENSGACP00000023639
ENSP00000312458	ENSGACP00000009093
ENSP00000359691	ENSGACP00000026148
ENSP00000287859	ENSGACP00000019635
ENSP00000314004	ENSGACP00000019694
ENSP00000221480	ENSGACP00000011159
ENSP00000204679	ENSGACP00000011842
ENSP00000351157	ENSGACP00000000218
ENSP00000308733	ENSGACP00000024381
ENSP00000328854	ENSGACP00000023236
ENSP00000199706	ENSGACP00000012734
ENSP00000345528	ENSGACP00000013275
ENSP00000365756	ENSGACP00000017551
ENSP00000347748	ENSGACP00000010835
ENSP00000354911	ENSGACP00000026398
ENSP00000376505	ENSGACP00000007481
ENSP00000333001	ENSGACP00000017412
ENSP00000356982	ENSGACP00000020438
ENSP00000363043	ENSGACP00000003368
ENSP00000355672	ENSGACP00000023020
ENSP00000216185	ENSGACP00000008043
ENSP00000364498	ENSGACP00000015322
ENSP00000331258	ENSGACP00000024303
ENSP00000352447	ENSGACP00000004256
ENSP00000352447	ENSGACP00000006123
ENSP00000274054	ENSGACP00000021630
ENSP00000286317	ENSGACP00000024439
ENSP00000461749	ENSGACP00000025640
ENSP00000347988	ENSGACP00000025441
ENSP00000364293	ENSGACP00000000768
ENSP00000300658	ENSGACP00000009499
ENSP00000309572	ENSGACP00000012238
ENSP00000301159	ENSGACP00000010095
ENSP00000358272	ENSGACP00000008171
ENSP00000317376	ENSGACP00000019533
ENSP00000364938	ENSGACP00000007076
ENSP00000418823	ENSGACP00000022028
ENSP00000351284	ENSGACP00000015973
ENSP00000290536	ENSGACP00000026262
ENSP00000257663	ENSGACP00000025978
ENSP00000257663	ENSGACP00000015959
ENSP00000356001	ENSGACP00000023734
