ENSMODP00000016222	ENSACAP00000005936
ENSMODP00000015459	ENSACAP00000011316
ENSMODP00000008319	ENSACAP00000016764
ENSMODP00000018092	ENSACAP00000005783
ENSMODP00000022940	ENSACAP00000000032
ENSMODP00000014641	ENSACAP00000013680
ENSMODP00000005874	ENSACAP00000003524
ENSMODP00000020324	ENSACAP00000004521
ENSMODP00000005285	ENSACAP00000003122
ENSMODP00000022437	ENSACAP00000017198
ENSMODP00000015061	ENSACAP00000003100
ENSMODP00000022205	ENSACAP00000015116
ENSMODP00000016710	ENSACAP00000012058
ENSMODP00000020448	ENSACAP00000014922
ENSMODP00000008692	ENSACAP00000012111
ENSMODP00000018588	ENSACAP00000017465
ENSMODP00000023980	ENSACAP00000009285
ENSMODP00000022191	ENSACAP00000014053
ENSMODP00000008922	ENSACAP00000014088
ENSMODP00000013892	ENSACAP00000000812
ENSMODP00000018279	ENSACAP00000001626
ENSMODP00000014294	ENSACAP00000000894
ENSMODP00000023404	ENSACAP00000011110
ENSMODP00000021373	ENSACAP00000016150
ENSMODP00000012513	ENSACAP00000012772
ENSMODP00000040236	ENSACAP00000011692
ENSMODP00000002986	ENSACAP00000015258
ENSMODP00000012296	ENSACAP00000009780
ENSMODP00000017689	ENSACAP00000006220
ENSMODP00000018834	ENSACAP00000011474
ENSMODP00000000378	ENSACAP00000011565
ENSMODP00000038366	ENSACAP00000012947
ENSMODP00000014148	ENSACAP00000013211
ENSMODP00000024809	ENSACAP00000014599
ENSMODP00000024663	ENSACAP00000012835
ENSMODP00000014575	ENSACAP00000003047
ENSMODP00000024279	ENSACAP00000008540
ENSMODP00000003513	ENSACAP00000005585
ENSMODP00000005875	ENSACAP00000012215
ENSMODP00000001618	ENSACAP00000015307
ENSMODP00000036502	ENSACAP00000013111
ENSMODP00000024563	ENSACAP00000005375
ENSMODP00000024025	ENSACAP00000011821
ENSMODP00000005811	ENSACAP00000004582
ENSMODP00000003913	ENSACAP00000002996
ENSMODP00000021997	ENSACAP00000004378
ENSMODP00000015575	ENSACAP00000015309
ENSMODP00000010352	ENSACAP00000003247
ENSMODP00000030146	ENSACAP00000002639
ENSMODP00000023698	ENSACAP00000005014
ENSMODP00000017820	ENSACAP00000005245
ENSMODP00000024337	ENSACAP00000014822
ENSMODP00000003660	ENSACAP00000010389
ENSMODP00000013908	ENSACAP00000000497
ENSMODP00000040218	ENSACAP00000015293
ENSMODP00000005626	ENSACAP00000003741
ENSMODP00000021757	ENSACAP00000004683
ENSMODP00000004969	ENSACAP00000013489
ENSMODP00000040369	ENSACAP00000003668
ENSMODP00000004243	ENSACAP00000015003
ENSMODP00000006529	ENSACAP00000009625
ENSMODP00000016676	ENSACAP00000013729
ENSMODP00000023422	ENSACAP00000003170
ENSMODP00000029832	ENSACAP00000006516
ENSMODP00000004926	ENSACAP00000003179
ENSMODP00000011173	ENSACAP00000003134
ENSMODP00000010044	ENSACAP00000012827
ENSMODP00000015334	ENSACAP00000007134
ENSMODP00000016740	ENSACAP00000007337
ENSMODP00000022080	ENSACAP00000001697
ENSMODP00000002288	ENSACAP00000008155
ENSMODP00000022531	ENSACAP00000007760
ENSMODP00000017898	ENSACAP00000003444
ENSMODP00000019823	ENSACAP00000007514
ENSMODP00000019964	ENSACAP00000009423
ENSMODP00000035095	ENSACAP00000004081
ENSMODP00000015791	ENSACAP00000000003
ENSMODP00000021239	ENSACAP00000003296
ENSMODP00000005014	ENSACAP00000000128
ENSMODP00000023658	ENSACAP00000013426
ENSMODP00000006838	ENSACAP00000020830
ENSMODP00000015544	ENSACAP00000001301
ENSMODP00000010068	ENSACAP00000014521
ENSMODP00000016665	ENSACAP00000012699
ENSMODP00000005224	ENSACAP00000022047
ENSMODP00000026247	ENSACAP00000008902
ENSMODP00000018709	ENSACAP00000008684
ENSMODP00000012561	ENSACAP00000015695
ENSMODP00000009566	ENSACAP00000013958
ENSMODP00000015446	ENSACAP00000011291
ENSMODP00000018670	ENSACAP00000006334
ENSMODP00000019000	ENSACAP00000008984
ENSMODP00000019070	ENSACAP00000013164
ENSMODP00000032612	ENSACAP00000004260
ENSMODP00000003607	ENSACAP00000005472
ENSMODP00000031186	ENSACAP00000014895
ENSMODP00000015614	ENSACAP00000006743
ENSMODP00000020853	ENSACAP00000012480
ENSMODP00000018025	ENSACAP00000018097
ENSMODP00000008570	ENSACAP00000003484
ENSMODP00000004261	ENSACAP00000003683
ENSMODP00000035363	ENSACAP00000012458
ENSMODP00000014065	ENSACAP00000004038
ENSMODP00000002014	ENSACAP00000015086
ENSMODP00000018902	ENSACAP00000013305
ENSMODP00000019155	ENSACAP00000014529
ENSMODP00000014011	ENSACAP00000004267
ENSMODP00000009655	ENSACAP00000012466
ENSMODP00000012155	ENSACAP00000004150
ENSMODP00000014009	ENSACAP00000007302
ENSMODP00000010735	ENSACAP00000016926
ENSMODP00000000120	ENSACAP00000013838
ENSMODP00000019410	ENSACAP00000007205
ENSMODP00000010151	ENSACAP00000008400
ENSMODP00000021663	ENSACAP00000010970
ENSMODP00000006256	ENSACAP00000000842
ENSMODP00000025963	ENSACAP00000006179
ENSMODP00000024095	ENSACAP00000009953
ENSMODP00000008525	ENSACAP00000005372
ENSMODP00000023609	ENSACAP00000012744
ENSMODP00000023189	ENSACAP00000008057
ENSMODP00000000558	ENSACAP00000008574
ENSMODP00000000493	ENSACAP00000014293
ENSMODP00000040913	ENSACAP00000000941
ENSMODP00000001649	ENSACAP00000022481
ENSMODP00000024311	ENSACAP00000011153
ENSMODP00000010490	ENSACAP00000001169
ENSMODP00000019306	ENSACAP00000008401
ENSMODP00000024152	ENSACAP00000010733
ENSMODP00000030128	ENSACAP00000007281
ENSMODP00000010126	ENSACAP00000016783
ENSMODP00000010016	ENSACAP00000013791
ENSMODP00000002450	ENSACAP00000016261
ENSMODP00000019556	ENSACAP00000015419
ENSMODP00000014319	ENSACAP00000014069
ENSMODP00000002187	ENSACAP00000009215
ENSMODP00000024017	ENSACAP00000011661
ENSMODP00000009510	ENSACAP00000013748
ENSMODP00000016231	ENSACAP00000007316
ENSMODP00000003018	ENSACAP00000011867
ENSMODP00000004236	ENSACAP00000007958
ENSMODP00000036544	ENSACAP00000012624
ENSMODP00000003538	ENSACAP00000002021
ENSMODP00000024104	ENSACAP00000010485
ENSMODP00000014508	ENSACAP00000016296
ENSMODP00000013131	ENSACAP00000016552
ENSMODP00000000574	ENSACAP00000005187
ENSMODP00000000254	ENSACAP00000012935
ENSMODP00000013425	ENSACAP00000015181
ENSMODP00000002420	ENSACAP00000003735
ENSMODP00000006926	ENSACAP00000009217
ENSMODP00000015369	ENSACAP00000006156
ENSMODP00000035015	ENSACAP00000015537
ENSMODP00000003809	ENSACAP00000002878
ENSMODP00000004361	ENSACAP00000012761
ENSMODP00000019307	ENSACAP00000003469
ENSMODP00000022583	ENSACAP00000010287
ENSMODP00000035727	ENSACAP00000015459
ENSMODP00000011554	ENSACAP00000009910
ENSMODP00000005940	ENSACAP00000007786
ENSMODP00000014995	ENSACAP00000003685
ENSMODP00000001494	ENSACAP00000016475
ENSMODP00000009967	ENSACAP00000016387
ENSMODP00000006578	ENSACAP00000007949
ENSMODP00000016807	ENSACAP00000006847
ENSMODP00000025119	ENSACAP00000007038
ENSMODP00000003837	ENSACAP00000002760
ENSMODP00000010981	ENSACAP00000012199
ENSMODP00000008924	ENSACAP00000021017
ENSMODP00000010585	ENSACAP00000017413
ENSMODP00000017111	ENSACAP00000006530
ENSMODP00000019210	ENSACAP00000000685
ENSMODP00000021478	ENSACAP00000006340
ENSMODP00000025319	ENSACAP00000000899
ENSMODP00000034687	ENSACAP00000003146
ENSMODP00000010646	ENSACAP00000003783
ENSMODP00000008700	ENSACAP00000012042
ENSMODP00000006943	ENSACAP00000014012
ENSMODP00000001270	ENSACAP00000011770
ENSMODP00000019528	ENSACAP00000006974
ENSMODP00000000265	ENSACAP00000013828
ENSMODP00000017224	ENSACAP00000011140
ENSMODP00000008407	ENSACAP00000015595
ENSMODP00000008793	ENSACAP00000015946
ENSMODP00000009624	ENSACAP00000008895
ENSMODP00000010547	ENSACAP00000003090
ENSMODP00000038004	ENSACAP00000007984
ENSMODP00000015855	ENSACAP00000009239
ENSMODP00000015147	ENSACAP00000006830
ENSMODP00000007683	ENSACAP00000013596
ENSMODP00000022281	ENSACAP00000020790
ENSMODP00000018362	ENSACAP00000001887
ENSMODP00000001155	ENSACAP00000023461
ENSMODP00000025964	ENSACAP00000006133
ENSMODP00000002416	ENSACAP00000009494
ENSMODP00000024096	ENSACAP00000010524
ENSMODP00000023770	ENSACAP00000001172
ENSMODP00000034720	ENSACAP00000009837
ENSMODP00000008841	ENSACAP00000005899
ENSMODP00000012964	ENSACAP00000016362
ENSMODP00000026686	ENSACAP00000001520
ENSMODP00000013705	ENSACAP00000001888
ENSMODP00000023717	ENSACAP00000002988
ENSMODP00000001706	ENSACAP00000001562
ENSMODP00000005581	ENSACAP00000002617
ENSMODP00000004660	ENSACAP00000009853
ENSMODP00000005568	ENSACAP00000000978
ENSMODP00000006601	ENSACAP00000000194
ENSMODP00000022734	ENSACAP00000011190
ENSMODP00000013158	ENSACAP00000007148
ENSMODP00000017064	ENSACAP00000010896
ENSMODP00000020836	ENSACAP00000005695
ENSMODP00000029871	ENSACAP00000021606
ENSMODP00000013904	ENSACAP00000014671
ENSMODP00000022586	ENSACAP00000010301
ENSMODP00000024506	ENSACAP00000015485
ENSMODP00000018825	ENSACAP00000011800
ENSMODP00000006860	ENSACAP00000013990
ENSMODP00000003138	ENSACAP00000005790
ENSMODP00000016927	ENSACAP00000013776
ENSMODP00000008061	ENSACAP00000008263
ENSMODP00000009382	ENSACAP00000006822
ENSMODP00000038427	ENSACAP00000010589
ENSMODP00000020910	ENSACAP00000006152
ENSMODP00000010211	ENSACAP00000002406
ENSMODP00000023515	ENSACAP00000014575
ENSMODP00000023712	ENSACAP00000005213
ENSMODP00000015170	ENSACAP00000002649
ENSMODP00000013409	ENSACAP00000015238
ENSMODP00000018981	ENSACAP00000013564
ENSMODP00000021079	ENSACAP00000008896
ENSMODP00000023333	ENSACAP00000006483
ENSMODP00000006337	ENSACAP00000003559
ENSMODP00000003143	ENSACAP00000009667
ENSMODP00000005842	ENSACAP00000004333
ENSMODP00000003959	ENSACAP00000012387
ENSMODP00000015886	ENSACAP00000001467
ENSMODP00000024826	ENSACAP00000003202
ENSMODP00000022654	ENSACAP00000009749
ENSMODP00000017104	ENSACAP00000013760
ENSMODP00000005491	ENSACAP00000011341
ENSMODP00000013893	ENSACAP00000011577
ENSMODP00000038756	ENSACAP00000005333
ENSMODP00000009176	ENSACAP00000004652
ENSMODP00000018717	ENSACAP00000016189
ENSMODP00000021225	ENSACAP00000012078
ENSMODP00000019208	ENSACAP00000016234
ENSMODP00000000353	ENSACAP00000012895
ENSMODP00000019452	ENSACAP00000009522
ENSMODP00000010122	ENSACAP00000013868
ENSMODP00000013098	ENSACAP00000000800
ENSMODP00000005912	ENSACAP00000003283
ENSMODP00000023001	ENSACAP00000012034
ENSMODP00000013042	ENSACAP00000016478
ENSMODP00000001264	ENSACAP00000012026
ENSMODP00000019021	ENSACAP00000014659
ENSMODP00000017047	ENSACAP00000013672
ENSMODP00000018242	ENSACAP00000005141
ENSMODP00000005082	ENSACAP00000017240
ENSMODP00000026182	ENSACAP00000003005
ENSMODP00000005951	ENSACAP00000010145
ENSMODP00000012102	ENSACAP00000002521
ENSMODP00000021971	ENSACAP00000002572
ENSMODP00000036213	ENSACAP00000002331
ENSMODP00000012325	ENSACAP00000005006
ENSMODP00000011162	ENSACAP00000003938
ENSMODP00000009864	ENSACAP00000016453
ENSMODP00000001913	ENSACAP00000008349
ENSMODP00000017475	ENSACAP00000011853
ENSMODP00000018239	ENSACAP00000007613
ENSMODP00000005813	ENSACAP00000001383
ENSMODP00000022839	ENSACAP00000014910
ENSMODP00000003102	ENSACAP00000010689
ENSMODP00000000235	ENSACAP00000003365
ENSMODP00000001352	ENSACAP00000015646
ENSMODP00000029804	ENSACAP00000009995
ENSMODP00000008864	ENSACAP00000000041
ENSMODP00000006379	ENSACAP00000010975
ENSMODP00000001615	ENSACAP00000014527
ENSMODP00000022344	ENSACAP00000011089
ENSMODP00000003477	ENSACAP00000001268
ENSMODP00000000655	ENSACAP00000014942
ENSMODP00000002778	ENSACAP00000010876
ENSMODP00000029192	ENSACAP00000005542
ENSMODP00000010778	ENSACAP00000006386
ENSMODP00000017119	ENSACAP00000001521
ENSMODP00000011348	ENSACAP00000016408
ENSMODP00000020110	ENSACAP00000006034
ENSMODP00000000168	ENSACAP00000004642
ENSMODP00000013053	ENSACAP00000001112
ENSMODP00000034744	ENSACAP00000001701
ENSMODP00000003467	ENSACAP00000008685
ENSMODP00000006653	ENSACAP00000011556
ENSMODP00000023007	ENSACAP00000015997
ENSMODP00000000421	ENSACAP00000009306
ENSMODP00000005238	ENSACAP00000006434
ENSMODP00000020884	ENSACAP00000013421
ENSMODP00000012487	ENSACAP00000011494
ENSMODP00000010693	ENSACAP00000003886
ENSMODP00000009708	ENSACAP00000016513
ENSMODP00000017085	ENSACAP00000007895
ENSMODP00000022817	ENSACAP00000006442
ENSMODP00000023171	ENSACAP00000009460
ENSMODP00000010181	ENSACAP00000008643
ENSMODP00000004201	ENSACAP00000008170
ENSMODP00000011990	ENSACAP00000002122
ENSMODP00000000692	ENSACAP00000008152
ENSMODP00000001877	ENSACAP00000000714
ENSMODP00000000026	ENSACAP00000001123
ENSMODP00000002362	ENSACAP00000009317
ENSMODP00000022409	ENSACAP00000009093
ENSMODP00000015031	ENSACAP00000018624
ENSMODP00000026263	ENSACAP00000001226
ENSMODP00000008997	ENSACAP00000007031
ENSMODP00000005328	ENSACAP00000010554
ENSMODP00000024301	ENSACAP00000022878
ENSMODP00000000681	ENSACAP00000012553
ENSMODP00000002795	ENSACAP00000019793
ENSMODP00000000968	ENSACAP00000010887
ENSMODP00000015175	ENSACAP00000011773
ENSMODP00000003385	ENSACAP00000003370
ENSMODP00000006312	ENSACAP00000009713
ENSMODP00000012474	ENSACAP00000016394
ENSMODP00000015527	ENSACAP00000003676
ENSMODP00000008855	ENSACAP00000007953
ENSMODP00000021127	ENSACAP00000001333
ENSMODP00000009634	ENSACAP00000001078
ENSMODP00000019650	ENSACAP00000008153
ENSMODP00000023331	ENSACAP00000006493
ENSMODP00000020053	ENSACAP00000011812
ENSMODP00000018495	ENSACAP00000000017
ENSMODP00000021796	ENSACAP00000016730
ENSMODP00000017998	ENSACAP00000016358
ENSMODP00000026241	ENSACAP00000000070
ENSMODP00000005283	ENSACAP00000019179
ENSMODP00000015017	ENSACAP00000022226
ENSMODP00000006769	ENSACAP00000012436
ENSMODP00000016682	ENSACAP00000000171
ENSMODP00000011607	ENSACAP00000016609
ENSMODP00000022884	ENSACAP00000015052
ENSMODP00000025897	ENSACAP00000002233
ENSMODP00000022207	ENSACAP00000018742
ENSMODP00000003575	ENSACAP00000001974
ENSMODP00000002914	ENSACAP00000015612
ENSMODP00000026229	ENSACAP00000005309
ENSMODP00000030355	ENSACAP00000009309
ENSMODP00000016323	ENSACAP00000002654
ENSMODP00000007749	ENSACAP00000013110
ENSMODP00000008279	ENSACAP00000000057
ENSMODP00000001989	ENSACAP00000015273
ENSMODP00000005453	ENSACAP00000009635
ENSMODP00000016023	ENSACAP00000002985
ENSMODP00000000585	ENSACAP00000004896
ENSMODP00000004549	ENSACAP00000016791
ENSMODP00000020071	ENSACAP00000000799
ENSMODP00000028836	ENSACAP00000009654
ENSMODP00000004640	ENSACAP00000000352
ENSMODP00000002326	ENSACAP00000011282
ENSMODP00000014519	ENSACAP00000006476
ENSMODP00000019475	ENSACAP00000002218
ENSMODP00000009222	ENSACAP00000007611
ENSMODP00000019141	ENSACAP00000003023
ENSMODP00000028315	ENSACAP00000014725
ENSMODP00000023729	ENSACAP00000002256
ENSMODP00000023125	ENSACAP00000004419
ENSMODP00000022796	ENSACAP00000014415
ENSMODP00000022824	ENSACAP00000014682
ENSMODP00000024520	ENSACAP00000009661
ENSMODP00000011336	ENSACAP00000016378
ENSMODP00000002329	ENSACAP00000006925
ENSMODP00000008432	ENSACAP00000015617
ENSMODP00000000264	ENSACAP00000003286
ENSMODP00000001609	ENSACAP00000000856
ENSMODP00000026622	ENSACAP00000004075
ENSMODP00000010768	ENSACAP00000010528
ENSMODP00000005411	ENSACAP00000001880
ENSMODP00000000606	ENSACAP00000003498
ENSMODP00000005314	ENSACAP00000002229
ENSMODP00000019830	ENSACAP00000018905
ENSMODP00000001660	ENSACAP00000007996
ENSMODP00000000593	ENSACAP00000012679
ENSMODP00000020829	ENSACAP00000008040
ENSMODP00000019091	ENSACAP00000012953
ENSMODP00000032516	ENSACAP00000000013
ENSMODP00000009629	ENSACAP00000000638
ENSMODP00000012475	ENSACAP00000005580
ENSMODP00000019028	ENSACAP00000020736
ENSMODP00000036080	ENSACAP00000007098
ENSMODP00000004842	ENSACAP00000002848
ENSMODP00000014067	ENSACAP00000007307
ENSMODP00000001147	ENSACAP00000008203
ENSMODP00000002604	ENSACAP00000011406
ENSMODP00000022471	ENSACAP00000005620
ENSMODP00000003245	ENSACAP00000003629
ENSMODP00000001558	ENSACAP00000000559
ENSMODP00000017149	ENSACAP00000023197
ENSMODP00000021885	ENSACAP00000018634
ENSMODP00000001686	ENSACAP00000011544
ENSMODP00000010167	ENSACAP00000005896
ENSMODP00000005495	ENSACAP00000010236
ENSMODP00000004754	ENSACAP00000000754
ENSMODP00000000193	ENSACAP00000004221
ENSMODP00000009535	ENSACAP00000004775
ENSMODP00000015949	ENSACAP00000014750
ENSMODP00000019224	ENSACAP00000002788
ENSMODP00000006067	ENSACAP00000005131
ENSMODP00000018659	ENSACAP00000006308
ENSMODP00000019651	ENSACAP00000014403
ENSMODP00000012562	ENSACAP00000002992
ENSMODP00000024148	ENSACAP00000018026
ENSMODP00000015240	ENSACAP00000008198
ENSMODP00000006103	ENSACAP00000017407
ENSMODP00000004629	ENSACAP00000000726
ENSMODP00000011101	ENSACAP00000022364
ENSMODP00000019338	ENSACAP00000007005
ENSMODP00000028537	ENSACAP00000004844
ENSMODP00000016993	ENSACAP00000000672
ENSMODP00000015581	ENSACAP00000006627
ENSMODP00000040852	ENSACAP00000014762
ENSMODP00000018381	ENSACAP00000001547
ENSMODP00000017676	ENSACAP00000015036
ENSMODP00000009632	ENSACAP00000012366
ENSMODP00000013613	ENSACAP00000014685
ENSMODP00000001367	ENSACAP00000000493
ENSMODP00000030309	ENSACAP00000018531
ENSMODP00000012822	ENSACAP00000015585
ENSMODP00000003628	ENSACAP00000014068
ENSMODP00000004397	ENSACAP00000004976
ENSMODP00000021559	ENSACAP00000008284
ENSMODP00000022597	ENSACAP00000010367
ENSMODP00000004682	ENSACAP00000000218
ENSMODP00000018873	ENSACAP00000001663
ENSMODP00000023925	ENSACAP00000012858
ENSMODP00000041202	ENSACAP00000013019
ENSMODP00000033276	ENSACAP00000004459
ENSMODP00000007923	ENSACAP00000004857
ENSMODP00000011687	ENSACAP00000021857
ENSMODP00000020669	ENSACAP00000005820
ENSMODP00000006262	ENSACAP00000015180
ENSMODP00000034506	ENSACAP00000016084
ENSMODP00000003638	ENSACAP00000008224
ENSMODP00000007334	ENSACAP00000005151
ENSMODP00000009768	ENSACAP00000008264
ENSMODP00000005796	ENSACAP00000002125
ENSMODP00000006957	ENSACAP00000008427
ENSMODP00000018304	ENSACAP00000005890
ENSMODP00000018846	ENSACAP00000013979
ENSMODP00000007725	ENSACAP00000013515
ENSMODP00000018015	ENSACAP00000016422
ENSMODP00000006142	ENSACAP00000005470
ENSMODP00000025535	ENSACAP00000007256
ENSMODP00000002653	ENSACAP00000007371
ENSMODP00000011316	ENSACAP00000001258
ENSMODP00000000591	ENSACAP00000001930
ENSMODP00000016799	ENSACAP00000003719
ENSMODP00000028477	ENSACAP00000009543
ENSMODP00000018023	ENSACAP00000016437
ENSMODP00000006409	ENSACAP00000001752
ENSMODP00000023660	ENSACAP00000009594
ENSMODP00000019068	ENSACAP00000007652
ENSMODP00000002945	ENSACAP00000011114
ENSMODP00000009859	ENSACAP00000005946
ENSMODP00000000160	ENSACAP00000020485
ENSMODP00000019443	ENSACAP00000009417
ENSMODP00000010342	ENSACAP00000001376
ENSMODP00000017317	ENSACAP00000003562
ENSMODP00000002065	ENSACAP00000009644
ENSMODP00000001855	ENSACAP00000015891
ENSMODP00000026253	ENSACAP00000014559
ENSMODP00000001612	ENSACAP00000013067
ENSMODP00000003372	ENSACAP00000003378
ENSMODP00000013226	ENSACAP00000008931
ENSMODP00000020561	ENSACAP00000008872
ENSMODP00000005762	ENSACAP00000014920
ENSMODP00000040640	ENSACAP00000018316
ENSMODP00000039958	ENSACAP00000011154
ENSMODP00000014593	ENSACAP00000016142
ENSMODP00000038670	ENSACAP00000017547
ENSMODP00000014813	ENSACAP00000011136
ENSMODP00000000525	ENSACAP00000013898
ENSMODP00000009761	ENSACAP00000016171
ENSMODP00000003093	ENSACAP00000023482
ENSMODP00000003280	ENSACAP00000014456
ENSMODP00000012891	ENSACAP00000004343
ENSMODP00000000787	ENSACAP00000000395
ENSMODP00000015278	ENSACAP00000008125
ENSMODP00000019319	ENSACAP00000000664
ENSMODP00000003166	ENSACAP00000012575
ENSMODP00000025658	ENSACAP00000011061
ENSMODP00000022740	ENSACAP00000004325
ENSMODP00000015502	ENSACAP00000010987
ENSMODP00000006400	ENSACAP00000006178
ENSMODP00000010019	ENSACAP00000007713
ENSMODP00000005044	ENSACAP00000015798
ENSMODP00000012060	ENSACAP00000009687
ENSMODP00000000271	ENSACAP00000003191
ENSMODP00000006276	ENSACAP00000009823
ENSMODP00000002623	ENSACAP00000013589
ENSMODP00000025826	ENSACAP00000005893
ENSMODP00000018457	ENSACAP00000000780
ENSMODP00000019425	ENSACAP00000009575
ENSMODP00000021292	ENSACAP00000010659
ENSMODP00000041306	ENSACAP00000014854
ENSMODP00000024804	ENSACAP00000014361
ENSMODP00000014263	ENSACAP00000005852
ENSMODP00000025400	ENSACAP00000010025
ENSMODP00000010325	ENSACAP00000007688
ENSMODP00000010842	ENSACAP00000016357
ENSMODP00000037707	ENSACAP00000012952
ENSMODP00000014623	ENSACAP00000002184
ENSMODP00000014949	ENSACAP00000018223
ENSMODP00000002988	ENSACAP00000014869
ENSMODP00000002532	ENSACAP00000023146
ENSMODP00000015085	ENSACAP00000001272
ENSMODP00000011615	ENSACAP00000003946
ENSMODP00000021996	ENSACAP00000002179
ENSMODP00000022519	ENSACAP00000006514
ENSMODP00000022645	ENSACAP00000007050
ENSMODP00000032152	ENSACAP00000005030
ENSMODP00000009573	ENSACAP00000000676
ENSMODP00000026697	ENSACAP00000013920
ENSMODP00000021001	ENSACAP00000008891
ENSMODP00000011737	ENSACAP00000010117
ENSMODP00000025234	ENSACAP00000006566
ENSMODP00000033637	ENSACAP00000022060
ENSMODP00000022289	ENSACAP00000003512
ENSMODP00000004488	ENSACAP00000002417
ENSMODP00000005596	ENSACAP00000015707
ENSMODP00000026827	ENSACAP00000008563
ENSMODP00000011197	ENSACAP00000015753
ENSMODP00000025786	ENSACAP00000006603
ENSMODP00000024556	ENSACAP00000012200
ENSMODP00000019617	ENSACAP00000012433
ENSMODP00000017284	ENSACAP00000012837
ENSMODP00000000719	ENSACAP00000009358
ENSMODP00000020945	ENSACAP00000009156
ENSMODP00000025367	ENSACAP00000010642
ENSMODP00000009473	ENSACAP00000021985
ENSMODP00000013077	ENSACAP00000000873
ENSMODP00000003015	ENSACAP00000015037
ENSMODP00000007918	ENSACAP00000016012
ENSMODP00000010752	ENSACAP00000000997
ENSMODP00000011018	ENSACAP00000004021
ENSMODP00000014590	ENSACAP00000015819
ENSMODP00000026352	ENSACAP00000002891
ENSMODP00000004101	ENSACAP00000009782
ENSMODP00000011665	ENSACAP00000002414
ENSMODP00000016688	ENSACAP00000013656
ENSMODP00000001628	ENSACAP00000012682
ENSMODP00000019939	ENSACAP00000017477
ENSMODP00000022780	ENSACAP00000009271
