ENSTGUP00000008915	ENSCAFP00000014731
ENSTGUP00000014155	ENSCAFP00000025179
ENSTGUP00000013175	ENSCAFP00000003575
ENSTGUP00000012369	ENSCAFP00000020143
ENSTGUP00000010859	ENSCAFP00000013154
ENSTGUP00000009877	ENSCAFP00000027812
ENSTGUP00000006322	ENSCAFP00000038062
ENSTGUP00000008697	ENSCAFP00000025675
ENSTGUP00000012149	ENSCAFP00000001115
ENSTGUP00000007326	ENSCAFP00000019223
ENSTGUP00000010693	ENSCAFP00000013689
ENSTGUP00000006623	ENSCAFP00000030083
ENSTGUP00000011840	ENSCAFP00000018957
ENSTGUP00000012889	ENSCAFP00000023745
ENSTGUP00000012394	ENSCAFP00000008910
ENSTGUP00000003912	ENSCAFP00000006596
ENSTGUP00000012986	ENSCAFP00000021138
ENSTGUP00000001405	ENSCAFP00000039884
ENSTGUP00000006610	ENSCAFP00000040219
ENSTGUP00000008800	ENSCAFP00000008162
ENSTGUP00000005078	ENSCAFP00000010960
ENSTGUP00000012269	ENSCAFP00000019411
ENSTGUP00000015164	ENSCAFP00000006211
ENSTGUP00000007662	ENSCAFP00000019552
ENSTGUP00000007636	ENSCAFP00000027277
ENSTGUP00000012831	ENSCAFP00000042435
ENSTGUP00000016891	ENSCAFP00000022930
ENSTGUP00000011105	ENSCAFP00000013817
ENSTGUP00000006361	ENSCAFP00000014289
ENSTGUP00000003954	ENSCAFP00000039312
ENSTGUP00000011247	ENSCAFP00000002556
ENSTGUP00000012398	ENSCAFP00000005832
ENSTGUP00000007098	ENSCAFP00000016747
ENSTGUP00000003777	ENSCAFP00000003642
ENSTGUP00000014042	ENSCAFP00000013578
ENSTGUP00000007764	ENSCAFP00000035023
ENSTGUP00000013375	ENSCAFP00000022999
ENSTGUP00000004756	ENSCAFP00000019881
ENSTGUP00000017316	ENSCAFP00000014428
ENSTGUP00000004578	ENSCAFP00000007016
ENSTGUP00000008862	ENSCAFP00000014645
ENSTGUP00000016254	ENSCAFP00000022719
ENSTGUP00000000756	ENSCAFP00000007799
ENSTGUP00000006028	ENSCAFP00000019204
ENSTGUP00000007938	ENSCAFP00000029458
ENSTGUP00000001603	ENSCAFP00000003077
ENSTGUP00000008488	ENSCAFP00000037130
ENSTGUP00000000708	ENSCAFP00000025976
ENSTGUP00000017820	ENSCAFP00000000297
ENSTGUP00000013737	ENSCAFP00000041282
ENSTGUP00000008237	ENSCAFP00000035221
ENSTGUP00000017588	ENSCAFP00000022335
ENSTGUP00000004954	ENSCAFP00000011154
ENSTGUP00000009332	ENSCAFP00000042083
ENSTGUP00000004601	ENSCAFP00000021281
ENSTGUP00000006843	ENSCAFP00000000011
ENSTGUP00000017401	ENSCAFP00000022173
ENSTGUP00000013886	ENSCAFP00000039337
ENSTGUP00000009380	ENSCAFP00000026272
ENSTGUP00000001445	ENSCAFP00000002503
ENSTGUP00000013139	ENSCAFP00000022291
ENSTGUP00000009715	ENSCAFP00000026787
ENSTGUP00000012765	ENSCAFP00000001361
ENSTGUP00000009954	ENSCAFP00000022225
ENSTGUP00000002128	ENSCAFP00000005864
ENSTGUP00000008962	ENSCAFP00000031654
ENSTGUP00000001369	ENSCAFP00000006858
ENSTGUP00000017373	ENSCAFP00000010395
ENSTGUP00000009463	ENSCAFP00000000044
ENSTGUP00000017162	ENSCAFP00000006928
ENSTGUP00000001106	ENSCAFP00000040529
ENSTGUP00000013173	ENSCAFP00000040404
ENSTGUP00000006754	ENSCAFP00000028774
ENSTGUP00000003330	ENSCAFP00000008705
ENSTGUP00000001018	ENSCAFP00000037514
ENSTGUP00000005773	ENSCAFP00000029790
ENSTGUP00000004852	ENSCAFP00000015126
ENSTGUP00000017561	ENSCAFP00000040380
ENSTGUP00000013199	ENSCAFP00000026687
ENSTGUP00000013543	ENSCAFP00000037823
ENSTGUP00000005866	ENSCAFP00000032820
ENSTGUP00000003012	ENSCAFP00000003278
ENSTGUP00000007554	ENSCAFP00000021990
ENSTGUP00000005264	ENSCAFP00000014778
ENSTGUP00000009345	ENSCAFP00000002700
ENSTGUP00000008065	ENSCAFP00000032147
ENSTGUP00000002373	ENSCAFP00000023784
ENSTGUP00000004180	ENSCAFP00000040069
ENSTGUP00000009129	ENSCAFP00000040730
ENSTGUP00000017539	ENSCAFP00000022945
ENSTGUP00000008106	ENSCAFP00000029382
ENSTGUP00000006125	ENSCAFP00000019175
ENSTGUP00000004966	ENSCAFP00000027197
ENSTGUP00000009550	ENSCAFP00000009546
ENSTGUP00000004543	ENSCAFP00000026029
ENSTGUP00000005888	ENSCAFP00000022205
ENSTGUP00000008260	ENSCAFP00000029329
ENSTGUP00000004886	ENSCAFP00000036776
ENSTGUP00000013052	ENSCAFP00000003866
ENSTGUP00000012785	ENSCAFP00000004605
ENSTGUP00000012807	ENSCAFP00000004584
ENSTGUP00000003618	ENSCAFP00000039300
ENSTGUP00000017567	ENSCAFP00000013552
ENSTGUP00000008663	ENSCAFP00000006251
ENSTGUP00000011089	ENSCAFP00000013770
ENSTGUP00000010460	ENSCAFP00000003334
ENSTGUP00000010928	ENSCAFP00000016940
ENSTGUP00000010029	ENSCAFP00000013310
ENSTGUP00000004324	ENSCAFP00000041497
ENSTGUP00000000523	ENSCAFP00000039374
ENSTGUP00000001844	ENSCAFP00000038785
ENSTGUP00000006997	ENSCAFP00000036741
ENSTGUP00000003531	ENSCAFP00000029096
ENSTGUP00000006005	ENSCAFP00000022319
ENSTGUP00000003372	ENSCAFP00000008681
ENSTGUP00000011858	ENSCAFP00000034898
ENSTGUP00000009916	ENSCAFP00000013550
ENSTGUP00000002156	ENSCAFP00000035984
ENSTGUP00000013752	ENSCAFP00000019228
ENSTGUP00000012541	ENSCAFP00000005564
ENSTGUP00000008371	ENSCAFP00000030037
ENSTGUP00000012113	ENSCAFP00000012391
ENSTGUP00000002721	ENSCAFP00000003664
ENSTGUP00000008058	ENSCAFP00000006181
ENSTGUP00000004774	ENSCAFP00000021605
ENSTGUP00000000148	ENSCAFP00000019417
ENSTGUP00000005730	ENSCAFP00000021942
ENSTGUP00000005110	ENSCAFP00000027718
ENSTGUP00000002768	ENSCAFP00000031822
ENSTGUP00000013091	ENSCAFP00000003788
ENSTGUP00000012684	ENSCAFP00000006809
ENSTGUP00000002442	ENSCAFP00000014088
ENSTGUP00000007267	ENSCAFP00000016436
ENSTGUP00000012900	ENSCAFP00000039916
ENSTGUP00000004717	ENSCAFP00000020706
ENSTGUP00000008109	ENSCAFP00000017544
ENSTGUP00000000538	ENSCAFP00000014990
ENSTGUP00000004748	ENSCAFP00000017205
ENSTGUP00000013704	ENSCAFP00000011936
ENSTGUP00000004808	ENSCAFP00000005176
ENSTGUP00000013396	ENSCAFP00000022874
ENSTGUP00000013413	ENSCAFP00000005025
ENSTGUP00000009268	ENSCAFP00000026170
ENSTGUP00000012917	ENSCAFP00000007554
ENSTGUP00000008393	ENSCAFP00000002836
ENSTGUP00000008332	ENSCAFP00000020604
ENSTGUP00000007740	ENSCAFP00000007259
ENSTGUP00000000258	ENSCAFP00000020211
ENSTGUP00000009315	ENSCAFP00000013469
ENSTGUP00000011288	ENSCAFP00000000413
ENSTGUP00000012667	ENSCAFP00000005153
ENSTGUP00000009921	ENSCAFP00000015297
ENSTGUP00000010647	ENSCAFP00000017879
ENSTGUP00000015068	ENSCAFP00000027126
ENSTGUP00000012130	ENSCAFP00000009557
ENSTGUP00000017648	ENSCAFP00000018778
ENSTGUP00000004644	ENSCAFP00000029432
ENSTGUP00000008712	ENSCAFP00000016764
ENSTGUP00000010181	ENSCAFP00000017428
ENSTGUP00000007461	ENSCAFP00000041465
ENSTGUP00000012408	ENSCAFP00000000757
ENSTGUP00000006389	ENSCAFP00000031245
ENSTGUP00000010800	ENSCAFP00000039857
ENSTGUP00000017010	ENSCAFP00000039497
ENSTGUP00000002778	ENSCAFP00000020048
ENSTGUP00000013010	ENSCAFP00000021424
ENSTGUP00000003667	ENSCAFP00000008207
ENSTGUP00000012033	ENSCAFP00000012486
ENSTGUP00000001013	ENSCAFP00000018094
ENSTGUP00000007458	ENSCAFP00000000674
ENSTGUP00000008715	ENSCAFP00000029747
ENSTGUP00000010314	ENSCAFP00000017857
ENSTGUP00000011959	ENSCAFP00000007358
ENSTGUP00000016786	ENSCAFP00000008389
ENSTGUP00000003277	ENSCAFP00000018330
ENSTGUP00000001011	ENSCAFP00000018073
ENSTGUP00000005936	ENSCAFP00000014937
ENSTGUP00000009443	ENSCAFP00000002749
ENSTGUP00000009303	ENSCAFP00000015331
ENSTGUP00000008202	ENSCAFP00000041708
ENSTGUP00000001801	ENSCAFP00000041802
ENSTGUP00000010584	ENSCAFP00000016640
ENSTGUP00000006100	ENSCAFP00000019259
ENSTGUP00000000194	ENSCAFP00000001308
ENSTGUP00000008878	ENSCAFP00000041173
ENSTGUP00000005858	ENSCAFP00000011796
ENSTGUP00000012952	ENSCAFP00000040721
ENSTGUP00000008328	ENSCAFP00000030065
ENSTGUP00000005283	ENSCAFP00000037049
ENSTGUP00000005500	ENSCAFP00000003335
ENSTGUP00000010736	ENSCAFP00000008290
ENSTGUP00000013478	ENSCAFP00000039351
ENSTGUP00000001113	ENSCAFP00000018772
ENSTGUP00000006800	ENSCAFP00000014844
ENSTGUP00000004703	ENSCAFP00000013239
ENSTGUP00000011681	ENSCAFP00000035155
ENSTGUP00000011638	ENSCAFP00000010817
ENSTGUP00000007827	ENSCAFP00000007190
ENSTGUP00000006012	ENSCAFP00000026884
ENSTGUP00000001604	ENSCAFP00000011552
ENSTGUP00000009388	ENSCAFP00000034252
ENSTGUP00000012036	ENSCAFP00000007437
ENSTGUP00000014461	ENSCAFP00000021428
ENSTGUP00000004266	ENSCAFP00000015535
ENSTGUP00000018292	ENSCAFP00000002119
ENSTGUP00000000852	ENSCAFP00000002653
ENSTGUP00000008197	ENSCAFP00000008985
ENSTGUP00000013085	ENSCAFP00000041607
ENSTGUP00000008278	ENSCAFP00000037606
ENSTGUP00000000552	ENSCAFP00000002953
ENSTGUP00000009738	ENSCAFP00000025509
ENSTGUP00000001899	ENSCAFP00000003243
ENSTGUP00000008901	ENSCAFP00000007977
ENSTGUP00000001097	ENSCAFP00000016941
ENSTGUP00000012798	ENSCAFP00000007174
ENSTGUP00000013837	ENSCAFP00000013507
ENSTGUP00000018128	ENSCAFP00000040825
ENSTGUP00000011071	ENSCAFP00000037732
ENSTGUP00000002239	ENSCAFP00000040759
ENSTGUP00000008464	ENSCAFP00000018638
ENSTGUP00000009302	ENSCAFP00000015314
ENSTGUP00000003628	ENSCAFP00000026815
ENSTGUP00000008159	ENSCAFP00000006891
ENSTGUP00000011464	ENSCAFP00000002828
ENSTGUP00000012382	ENSCAFP00000020228
ENSTGUP00000013732	ENSCAFP00000042091
ENSTGUP00000013664	ENSCAFP00000021292
ENSTGUP00000001240	ENSCAFP00000019462
ENSTGUP00000002467	ENSCAFP00000008203
ENSTGUP00000013078	ENSCAFP00000019511
ENSTGUP00000003355	ENSCAFP00000018556
ENSTGUP00000009700	ENSCAFP00000028092
ENSTGUP00000002282	ENSCAFP00000007146
ENSTGUP00000011412	ENSCAFP00000017617
ENSTGUP00000007358	ENSCAFP00000036497
ENSTGUP00000001671	ENSCAFP00000036029
ENSTGUP00000004277	ENSCAFP00000029502
ENSTGUP00000010467	ENSCAFP00000027157
ENSTGUP00000013343	ENSCAFP00000023219
ENSTGUP00000006962	ENSCAFP00000039216
ENSTGUP00000006719	ENSCAFP00000000878
ENSTGUP00000008542	ENSCAFP00000016270
ENSTGUP00000017652	ENSCAFP00000024609
ENSTGUP00000001524	ENSCAFP00000025337
ENSTGUP00000009641	ENSCAFP00000028135
ENSTGUP00000011834	ENSCAFP00000018938
ENSTGUP00000008093	ENSCAFP00000006938
ENSTGUP00000017330	ENSCAFP00000022267
ENSTGUP00000008686	ENSCAFP00000016657
ENSTGUP00000005881	ENSCAFP00000012409
ENSTGUP00000003822	ENSCAFP00000008929
ENSTGUP00000000025	ENSCAFP00000036245
ENSTGUP00000007800	ENSCAFP00000022189
ENSTGUP00000002185	ENSCAFP00000022117
ENSTGUP00000001947	ENSCAFP00000009852
ENSTGUP00000011266	ENSCAFP00000000400
ENSTGUP00000008673	ENSCAFP00000006712
ENSTGUP00000000771	ENSCAFP00000016293
ENSTGUP00000004712	ENSCAFP00000029658
ENSTGUP00000003348	ENSCAFP00000028600
ENSTGUP00000007928	ENSCAFP00000017264
ENSTGUP00000004840	ENSCAFP00000012478
ENSTGUP00000009110	ENSCAFP00000003700
ENSTGUP00000005722	ENSCAFP00000021936
ENSTGUP00000012348	ENSCAFP00000008986
ENSTGUP00000009138	ENSCAFP00000003687
ENSTGUP00000006443	ENSCAFP00000011630
ENSTGUP00000008455	ENSCAFP00000023234
ENSTGUP00000008119	ENSCAFP00000017552
ENSTGUP00000001286	ENSCAFP00000004546
ENSTGUP00000006084	ENSCAFP00000027538
ENSTGUP00000001946	ENSCAFP00000003053
ENSTGUP00000007083	ENSCAFP00000010190
ENSTGUP00000000308	ENSCAFP00000020627
ENSTGUP00000009201	ENSCAFP00000031354
ENSTGUP00000008392	ENSCAFP00000017455
ENSTGUP00000012066	ENSCAFP00000009855
ENSTGUP00000005570	ENSCAFP00000028623
ENSTGUP00000004104	ENSCAFP00000013576
ENSTGUP00000012717	ENSCAFP00000006872
ENSTGUP00000009329	ENSCAFP00000017654
ENSTGUP00000004371	ENSCAFP00000029671
ENSTGUP00000002770	ENSCAFP00000037326
ENSTGUP00000009217	ENSCAFP00000037694
ENSTGUP00000007106	ENSCAFP00000020568
ENSTGUP00000001174	ENSCAFP00000000752
ENSTGUP00000000635	ENSCAFP00000042219
ENSTGUP00000002270	ENSCAFP00000007151
ENSTGUP00000009650	ENSCAFP00000037826
ENSTGUP00000006444	ENSCAFP00000024216
ENSTGUP00000003208	ENSCAFP00000018088
ENSTGUP00000015650	ENSCAFP00000012948
ENSTGUP00000001002	ENSCAFP00000026936
ENSTGUP00000017715	ENSCAFP00000030259
ENSTGUP00000004284	ENSCAFP00000028439
ENSTGUP00000013819	ENSCAFP00000034555
ENSTGUP00000008654	ENSCAFP00000006260
ENSTGUP00000002756	ENSCAFP00000022041
ENSTGUP00000006734	ENSCAFP00000028745
ENSTGUP00000001648	ENSCAFP00000026052
ENSTGUP00000002576	ENSCAFP00000025607
ENSTGUP00000009858	ENSCAFP00000010894
ENSTGUP00000000848	ENSCAFP00000002645
ENSTGUP00000009113	ENSCAFP00000005474
ENSTGUP00000005871	ENSCAFP00000011801
ENSTGUP00000008696	ENSCAFP00000025677
ENSTGUP00000010297	ENSCAFP00000017810
ENSTGUP00000006887	ENSCAFP00000028799
ENSTGUP00000010678	ENSCAFP00000042791
ENSTGUP00000009274	ENSCAFP00000025140
ENSTGUP00000008425	ENSCAFP00000024177
ENSTGUP00000010458	ENSCAFP00000017063
ENSTGUP00000009432	ENSCAFP00000002745
ENSTGUP00000013607	ENSCAFP00000020900
ENSTGUP00000011048	ENSCAFP00000002199
ENSTGUP00000012872	ENSCAFP00000023819
ENSTGUP00000002790	ENSCAFP00000010634
ENSTGUP00000008960	ENSCAFP00000027524
ENSTGUP00000011269	ENSCAFP00000000401
ENSTGUP00000005913	ENSCAFP00000015067
ENSTGUP00000008680	ENSCAFP00000018464
ENSTGUP00000017068	ENSCAFP00000008476
ENSTGUP00000006765	ENSCAFP00000014797
ENSTGUP00000006593	ENSCAFP00000030069
ENSTGUP00000006168	ENSCAFP00000014537
ENSTGUP00000013446	ENSCAFP00000007765
ENSTGUP00000008428	ENSCAFP00000024183
ENSTGUP00000003295	ENSCAFP00000008284
ENSTGUP00000009671	ENSCAFP00000026708
ENSTGUP00000012852	ENSCAFP00000001474
ENSTGUP00000013379	ENSCAFP00000004884
ENSTGUP00000008459	ENSCAFP00000009126
ENSTGUP00000012333	ENSCAFP00000019736
ENSTGUP00000009677	ENSCAFP00000028118
ENSTGUP00000006293	ENSCAFP00000008437
ENSTGUP00000010690	ENSCAFP00000015413
ENSTGUP00000007797	ENSCAFP00000019310
ENSTGUP00000014881	ENSCAFP00000029513
ENSTGUP00000005358	ENSCAFP00000002533
ENSTGUP00000003756	ENSCAFP00000011539
ENSTGUP00000005326	ENSCAFP00000025664
ENSTGUP00000007482	ENSCAFP00000027153
ENSTGUP00000009792	ENSCAFP00000025739
ENSTGUP00000011762	ENSCAFP00000039989
ENSTGUP00000001528	ENSCAFP00000025303
ENSTGUP00000001123	ENSCAFP00000011685
ENSTGUP00000008277	ENSCAFP00000041487
ENSTGUP00000003978	ENSCAFP00000001016
ENSTGUP00000009000	ENSCAFP00000007036
ENSTGUP00000004481	ENSCAFP00000029635
ENSTGUP00000003726	ENSCAFP00000003306
ENSTGUP00000003572	ENSCAFP00000028216
ENSTGUP00000005590	ENSCAFP00000011155
ENSTGUP00000003231	ENSCAFP00000008338
ENSTGUP00000007802	ENSCAFP00000014074
ENSTGUP00000006647	ENSCAFP00000026538
ENSTGUP00000001307	ENSCAFP00000036889
ENSTGUP00000001991	ENSCAFP00000007801
ENSTGUP00000003470	ENSCAFP00000007911
ENSTGUP00000013826	ENSCAFP00000022450
ENSTGUP00000010732	ENSCAFP00000042340
ENSTGUP00000010985	ENSCAFP00000002191
ENSTGUP00000013850	ENSCAFP00000008167
ENSTGUP00000006011	ENSCAFP00000012957
ENSTGUP00000010820	ENSCAFP00000018168
ENSTGUP00000008985	ENSCAFP00000007935
ENSTGUP00000004976	ENSCAFP00000040030
ENSTGUP00000010376	ENSCAFP00000027454
ENSTGUP00000011325	ENSCAFP00000000422
ENSTGUP00000012864	ENSCAFP00000007414
ENSTGUP00000017621	ENSCAFP00000019312
ENSTGUP00000001296	ENSCAFP00000034478
ENSTGUP00000001519	ENSCAFP00000025338
ENSTGUP00000006264	ENSCAFP00000029894
ENSTGUP00000006374	ENSCAFP00000008513
ENSTGUP00000012469	ENSCAFP00000041514
ENSTGUP00000013349	ENSCAFP00000023204
ENSTGUP00000003331	ENSCAFP00000038995
ENSTGUP00000015830	ENSCAFP00000020948
ENSTGUP00000017581	ENSCAFP00000009475
ENSTGUP00000009044	ENSCAFP00000009052
ENSTGUP00000010810	ENSCAFP00000002071
ENSTGUP00000017675	ENSCAFP00000018692
ENSTGUP00000004602	ENSCAFP00000020199
ENSTGUP00000013817	ENSCAFP00000015547
ENSTGUP00000011737	ENSCAFP00000010677
ENSTGUP00000008432	ENSCAFP00000024186
ENSTGUP00000010824	ENSCAFP00000013004
ENSTGUP00000001121	ENSCAFP00000021259
ENSTGUP00000008817	ENSCAFP00000027481
ENSTGUP00000008478	ENSCAFP00000023885
ENSTGUP00000012533	ENSCAFP00000006599
ENSTGUP00000014529	ENSCAFP00000039701
ENSTGUP00000004812	ENSCAFP00000007846
ENSTGUP00000010417	ENSCAFP00000017289
ENSTGUP00000008608	ENSCAFP00000009334
ENSTGUP00000008135	ENSCAFP00000032607
ENSTGUP00000010865	ENSCAFP00000021940
ENSTGUP00000009512	ENSCAFP00000030575
ENSTGUP00000002661	ENSCAFP00000040703
ENSTGUP00000007584	ENSCAFP00000015979
ENSTGUP00000007391	ENSCAFP00000037196
ENSTGUP00000003070	ENSCAFP00000008546
ENSTGUP00000004583	ENSCAFP00000035930
ENSTGUP00000002842	ENSCAFP00000028816
ENSTGUP00000006512	ENSCAFP00000023646
ENSTGUP00000005515	ENSCAFP00000024549
ENSTGUP00000004291	ENSCAFP00000023176
ENSTGUP00000004781	ENSCAFP00000005201
ENSTGUP00000008309	ENSCAFP00000020561
ENSTGUP00000005781	ENSCAFP00000017594
ENSTGUP00000004107	ENSCAFP00000003826
ENSTGUP00000000456	ENSCAFP00000024343
ENSTGUP00000017611	ENSCAFP00000021422
ENSTGUP00000010830	ENSCAFP00000021844
ENSTGUP00000010201	ENSCAFP00000017512
ENSTGUP00000013162	ENSCAFP00000037830
ENSTGUP00000003612	ENSCAFP00000020258
ENSTGUP00000009914	ENSCAFP00000028962
ENSTGUP00000001295	ENSCAFP00000001495
ENSTGUP00000000626	ENSCAFP00000009732
ENSTGUP00000004474	ENSCAFP00000029123
ENSTGUP00000004378	ENSCAFP00000039200
ENSTGUP00000002470	ENSCAFP00000024315
ENSTGUP00000001852	ENSCAFP00000017124
ENSTGUP00000004588	ENSCAFP00000016512
ENSTGUP00000010622	ENSCAFP00000042656
ENSTGUP00000003543	ENSCAFP00000012392
ENSTGUP00000000248	ENSCAFP00000001666
ENSTGUP00000012091	ENSCAFP00000035110
ENSTGUP00000011070	ENSCAFP00000002247
ENSTGUP00000004436	ENSCAFP00000039325
ENSTGUP00000005959	ENSCAFP00000041516
ENSTGUP00000000685	ENSCAFP00000025916
ENSTGUP00000012675	ENSCAFP00000040844
ENSTGUP00000008606	ENSCAFP00000016894
ENSTGUP00000012623	ENSCAFP00000022601
ENSTGUP00000002131	ENSCAFP00000023783
ENSTGUP00000007619	ENSCAFP00000013919
ENSTGUP00000012982	ENSCAFP00000023275
ENSTGUP00000005897	ENSCAFP00000015440
ENSTGUP00000002786	ENSCAFP00000006415
ENSTGUP00000011763	ENSCAFP00000039737
ENSTGUP00000017420	ENSCAFP00000038196
ENSTGUP00000001914	ENSCAFP00000005308
ENSTGUP00000007920	ENSCAFP00000019430
ENSTGUP00000007121	ENSCAFP00000042640
ENSTGUP00000007145	ENSCAFP00000012685
ENSTGUP00000001643	ENSCAFP00000008760
ENSTGUP00000011118	ENSCAFP00000030595
ENSTGUP00000007809	ENSCAFP00000029530
ENSTGUP00000004351	ENSCAFP00000017968
ENSTGUP00000013905	ENSCAFP00000022686
ENSTGUP00000007966	ENSCAFP00000029426
ENSTGUP00000010887	ENSCAFP00000018662
ENSTGUP00000001376	ENSCAFP00000000304
ENSTGUP00000011628	ENSCAFP00000000609
ENSTGUP00000002329	ENSCAFP00000027426
ENSTGUP00000002520	ENSCAFP00000027152
ENSTGUP00000002664	ENSCAFP00000004883
ENSTGUP00000017239	ENSCAFP00000016575
ENSTGUP00000010283	ENSCAFP00000014579
ENSTGUP00000009168	ENSCAFP00000006871
ENSTGUP00000009955	ENSCAFP00000027897
ENSTGUP00000006968	ENSCAFP00000011261
ENSTGUP00000003139	ENSCAFP00000042508
ENSTGUP00000001000	ENSCAFP00000017994
ENSTGUP00000002773	ENSCAFP00000028679
ENSTGUP00000011828	ENSCAFP00000015700
ENSTGUP00000005548	ENSCAFP00000036818
ENSTGUP00000001886	ENSCAFP00000032909
ENSTGUP00000002803	ENSCAFP00000028839
ENSTGUP00000010542	ENSCAFP00000035911
ENSTGUP00000009115	ENSCAFP00000006917
ENSTGUP00000017947	ENSCAFP00000027931
ENSTGUP00000009840	ENSCAFP00000025638
ENSTGUP00000002887	ENSCAFP00000004110
ENSTGUP00000007536	ENSCAFP00000013446
ENSTGUP00000005301	ENSCAFP00000008581
ENSTGUP00000008339	ENSCAFP00000004200
ENSTGUP00000015025	ENSCAFP00000009343
ENSTGUP00000007770	ENSCAFP00000007255
ENSTGUP00000010117	ENSCAFP00000001439
ENSTGUP00000001080	ENSCAFP00000043011
ENSTGUP00000012791	ENSCAFP00000001417
ENSTGUP00000012984	ENSCAFP00000025928
ENSTGUP00000001530	ENSCAFP00000003559
ENSTGUP00000004302	ENSCAFP00000016895
ENSTGUP00000010270	ENSCAFP00000019785
ENSTGUP00000001092	ENSCAFP00000037405
ENSTGUP00000007151	ENSCAFP00000022810
ENSTGUP00000012769	ENSCAFP00000025572
ENSTGUP00000003153	ENSCAFP00000018159
ENSTGUP00000001052	ENSCAFP00000021959
ENSTGUP00000000699	ENSCAFP00000037123
ENSTGUP00000011133	ENSCAFP00000033308
ENSTGUP00000012979	ENSCAFP00000004126
ENSTGUP00000010054	ENSCAFP00000003103
ENSTGUP00000000416	ENSCAFP00000036092
ENSTGUP00000003024	ENSCAFP00000028671
ENSTGUP00000007664	ENSCAFP00000019537
ENSTGUP00000012860	ENSCAFP00000040159
ENSTGUP00000011704	ENSCAFP00000018609
ENSTGUP00000005691	ENSCAFP00000015033
ENSTGUP00000003195	ENSCAFP00000008421
ENSTGUP00000001118	ENSCAFP00000016812
ENSTGUP00000006959	ENSCAFP00000016182
ENSTGUP00000017321	ENSCAFP00000002372
ENSTGUP00000005423	ENSCAFP00000010820
ENSTGUP00000005368	ENSCAFP00000033175
ENSTGUP00000003479	ENSCAFP00000010762
ENSTGUP00000003585	ENSCAFP00000038190
ENSTGUP00000006027	ENSCAFP00000025935
ENSTGUP00000000675	ENSCAFP00000029070
ENSTGUP00000009891	ENSCAFP00000013596
ENSTGUP00000013046	ENSCAFP00000026135
ENSTGUP00000007444	ENSCAFP00000027050
ENSTGUP00000010884	ENSCAFP00000021993
ENSTGUP00000009900	ENSCAFP00000015270
ENSTGUP00000003316	ENSCAFP00000028906
ENSTGUP00000001703	ENSCAFP00000003220
ENSTGUP00000009161	ENSCAFP00000021822
ENSTGUP00000015788	ENSCAFP00000028351
ENSTGUP00000012539	ENSCAFP00000000955
ENSTGUP00000000943	ENSCAFP00000028908
ENSTGUP00000013192	ENSCAFP00000026672
ENSTGUP00000000062	ENSCAFP00000018622
ENSTGUP00000011917	ENSCAFP00000007301
ENSTGUP00000007031	ENSCAFP00000009697
ENSTGUP00000001577	ENSCAFP00000004866
ENSTGUP00000002159	ENSCAFP00000042087
ENSTGUP00000012836	ENSCAFP00000004531
ENSTGUP00000000893	ENSCAFP00000028835
ENSTGUP00000010052	ENSCAFP00000019262
ENSTGUP00000001150	ENSCAFP00000039489
ENSTGUP00000010509	ENSCAFP00000035222
ENSTGUP00000004926	ENSCAFP00000012562
ENSTGUP00000008257	ENSCAFP00000006053
ENSTGUP00000004544	ENSCAFP00000029608
ENSTGUP00000013377	ENSCAFP00000037360
ENSTGUP00000011624	ENSCAFP00000040748
ENSTGUP00000004813	ENSCAFP00000015621
ENSTGUP00000011916	ENSCAFP00000012008
ENSTGUP00000004434	ENSCAFP00000039145
ENSTGUP00000012702	ENSCAFP00000025380
ENSTGUP00000001289	ENSCAFP00000004535
ENSTGUP00000013922	ENSCAFP00000016185
ENSTGUP00000008441	ENSCAFP00000002694
ENSTGUP00000006542	ENSCAFP00000000480
ENSTGUP00000008298	ENSCAFP00000023856
ENSTGUP00000014570	ENSCAFP00000021761
ENSTGUP00000007911	ENSCAFP00000018708
ENSTGUP00000002534	ENSCAFP00000025641
ENSTGUP00000001245	ENSCAFP00000006173
ENSTGUP00000009876	ENSCAFP00000028964
ENSTGUP00000015376	ENSCAFP00000032477
ENSTGUP00000010225	ENSCAFP00000023024
ENSTGUP00000011168	ENSCAFP00000037164
ENSTGUP00000000129	ENSCAFP00000003351
ENSTGUP00000003140	ENSCAFP00000018187
ENSTGUP00000002671	ENSCAFP00000030400
ENSTGUP00000009809	ENSCAFP00000014674
ENSTGUP00000008351	ENSCAFP00000024107
ENSTGUP00000011469	ENSCAFP00000016383
ENSTGUP00000002933	ENSCAFP00000015890
ENSTGUP00000002769	ENSCAFP00000028672
ENSTGUP00000003615	ENSCAFP00000003546
ENSTGUP00000008848	ENSCAFP00000005862
ENSTGUP00000002328	ENSCAFP00000039435
ENSTGUP00000007020	ENSCAFP00000029000
ENSTGUP00000006231	ENSCAFP00000029421
ENSTGUP00000009344	ENSCAFP00000000022
ENSTGUP00000013970	ENSCAFP00000018971
ENSTGUP00000009597	ENSCAFP00000026644
ENSTGUP00000000602	ENSCAFP00000009698
ENSTGUP00000001069	ENSCAFP00000005917
ENSTGUP00000005203	ENSCAFP00000030179
ENSTGUP00000012002	ENSCAFP00000005853
ENSTGUP00000006294	ENSCAFP00000040497
ENSTGUP00000006204	ENSCAFP00000014475
ENSTGUP00000012006	ENSCAFP00000005861
ENSTGUP00000001732	ENSCAFP00000005274
ENSTGUP00000017544	ENSCAFP00000021668
