ENSMGAP00000004951	ENSCAFP00000014731
ENSMGAP00000001409	ENSCAFP00000012749
ENSMGAP00000014891	ENSCAFP00000007290
ENSMGAP00000006144	ENSCAFP00000013815
ENSMGAP00000001480	ENSCAFP00000012129
ENSMGAP00000008605	ENSCAFP00000019409
ENSMGAP00000008166	ENSCAFP00000026182
ENSMGAP00000003913	ENSCAFP00000038313
ENSMGAP00000007482	ENSCAFP00000030953
ENSMGAP00000008359	ENSCAFP00000016354
ENSMGAP00000008504	ENSCAFP00000029342
ENSMGAP00000001339	ENSCAFP00000040815
ENSMGAP00000009970	ENSCAFP00000039803
ENSMGAP00000013503	ENSCAFP00000021155
ENSMGAP00000015945	ENSCAFP00000006316
ENSMGAP00000000943	ENSCAFP00000015686
ENSMGAP00000008112	ENSCAFP00000012958
ENSMGAP00000008983	ENSCAFP00000002909
ENSMGAP00000001531	ENSCAFP00000004294
ENSMGAP00000013011	ENSCAFP00000000926
ENSMGAP00000007174	ENSCAFP00000024849
ENSMGAP00000008959	ENSCAFP00000015221
ENSMGAP00000003806	ENSCAFP00000022102
ENSMGAP00000006880	ENSCAFP00000037398
ENSMGAP00000010916	ENSCAFP00000030350
ENSMGAP00000019467	ENSCAFP00000015858
ENSMGAP00000006187	ENSCAFP00000026432
ENSMGAP00000004949	ENSCAFP00000027933
ENSMGAP00000010608	ENSCAFP00000014333
ENSMGAP00000008257	ENSCAFP00000026789
ENSMGAP00000013454	ENSCAFP00000002519
ENSMGAP00000011713	ENSCAFP00000010872
ENSMGAP00000015052	ENSCAFP00000014717
ENSMGAP00000003866	ENSCAFP00000031437
ENSMGAP00000016729	ENSCAFP00000011595
ENSMGAP00000002430	ENSCAFP00000028124
ENSMGAP00000009663	ENSCAFP00000037756
ENSMGAP00000008633	ENSCAFP00000005332
ENSMGAP00000006191	ENSCAFP00000006303
ENSMGAP00000009953	ENSCAFP00000011564
ENSMGAP00000001865	ENSCAFP00000017371
ENSMGAP00000002786	ENSCAFP00000042856
ENSMGAP00000006784	ENSCAFP00000008093
ENSMGAP00000006874	ENSCAFP00000010985
ENSMGAP00000005394	ENSCAFP00000022304
ENSMGAP00000016124	ENSCAFP00000036550
ENSMGAP00000000584	ENSCAFP00000019190
ENSMGAP00000014562	ENSCAFP00000001298
ENSMGAP00000001629	ENSCAFP00000025018
ENSMGAP00000003339	ENSCAFP00000007853
ENSMGAP00000015785	ENSCAFP00000041331
ENSMGAP00000016028	ENSCAFP00000010600
ENSMGAP00000005623	ENSCAFP00000016776
ENSMGAP00000000949	ENSCAFP00000015575
ENSMGAP00000012249	ENSCAFP00000040750
ENSMGAP00000009100	ENSCAFP00000005107
ENSMGAP00000012127	ENSCAFP00000016457
ENSMGAP00000014804	ENSCAFP00000035591
ENSMGAP00000008089	ENSCAFP00000039641
ENSMGAP00000004671	ENSCAFP00000015212
ENSMGAP00000013275	ENSCAFP00000001424
ENSMGAP00000008244	ENSCAFP00000013223
ENSMGAP00000014696	ENSCAFP00000002393
ENSMGAP00000010269	ENSCAFP00000025667
ENSMGAP00000009612	ENSCAFP00000007006
ENSMGAP00000015946	ENSCAFP00000008939
ENSMGAP00000010363	ENSCAFP00000038303
ENSMGAP00000010620	ENSCAFP00000028891
ENSMGAP00000002318	ENSCAFP00000023448
ENSMGAP00000004945	ENSCAFP00000009719
ENSMGAP00000016487	ENSCAFP00000027347
ENSMGAP00000006307	ENSCAFP00000011471
ENSMGAP00000006424	ENSCAFP00000015848
ENSMGAP00000018795	ENSCAFP00000019582
ENSMGAP00000016159	ENSCAFP00000006900
ENSMGAP00000014482	ENSCAFP00000009824
ENSMGAP00000015105	ENSCAFP00000016589
ENSMGAP00000014199	ENSCAFP00000027074
ENSMGAP00000003305	ENSCAFP00000019550
ENSMGAP00000003652	ENSCAFP00000021998
ENSMGAP00000012898	ENSCAFP00000008305
ENSMGAP00000006324	ENSCAFP00000015951
ENSMGAP00000006280	ENSCAFP00000026710
ENSMGAP00000014333	ENSCAFP00000005167
ENSMGAP00000016908	ENSCAFP00000010974
ENSMGAP00000000805	ENSCAFP00000000965
ENSMGAP00000006809	ENSCAFP00000008130
ENSMGAP00000007229	ENSCAFP00000038873
ENSMGAP00000002927	ENSCAFP00000012839
ENSMGAP00000004760	ENSCAFP00000042005
ENSMGAP00000018798	ENSCAFP00000040896
ENSMGAP00000013363	ENSCAFP00000000614
ENSMGAP00000016041	ENSCAFP00000010744
ENSMGAP00000000528	ENSCAFP00000018460
ENSMGAP00000005386	ENSCAFP00000029539
ENSMGAP00000008897	ENSCAFP00000037159
ENSMGAP00000011831	ENSCAFP00000022691
ENSMGAP00000002047	ENSCAFP00000025179
ENSMGAP00000005340	ENSCAFP00000029007
ENSMGAP00000014689	ENSCAFP00000003575
ENSMGAP00000004217	ENSCAFP00000027275
ENSMGAP00000013189	ENSCAFP00000020143
ENSMGAP00000011288	ENSCAFP00000013154
ENSMGAP00000008977	ENSCAFP00000027812
ENSMGAP00000009005	ENSCAFP00000016887
ENSMGAP00000008455	ENSCAFP00000038062
ENSMGAP00000003971	ENSCAFP00000024982
ENSMGAP00000008476	ENSCAFP00000025675
ENSMGAP00000014641	ENSCAFP00000001115
ENSMGAP00000015903	ENSCAFP00000006740
ENSMGAP00000006877	ENSCAFP00000019223
ENSMGAP00000010317	ENSCAFP00000013689
ENSMGAP00000009182	ENSCAFP00000030083
ENSMGAP00000012295	ENSCAFP00000018957
ENSMGAP00000014227	ENSCAFP00000023745
ENSMGAP00000015940	ENSCAFP00000008910
ENSMGAP00000013326	ENSCAFP00000022578
ENSMGAP00000011764	ENSCAFP00000006596
ENSMGAP00000016061	ENSCAFP00000021138
ENSMGAP00000008911	ENSCAFP00000039884
ENSMGAP00000010562	ENSCAFP00000040219
ENSMGAP00000008425	ENSCAFP00000008162
ENSMGAP00000000939	ENSCAFP00000010960
ENSMGAP00000013092	ENSCAFP00000007473
ENSMGAP00000015530	ENSCAFP00000019552
ENSMGAP00000014027	ENSCAFP00000038760
ENSMGAP00000011368	ENSCAFP00000008793
ENSMGAP00000004167	ENSCAFP00000027277
ENSMGAP00000014457	ENSCAFP00000042435
ENSMGAP00000000084	ENSCAFP00000022930
ENSMGAP00000011632	ENSCAFP00000013817
ENSMGAP00000008228	ENSCAFP00000014289
ENSMGAP00000002710	ENSCAFP00000039312
ENSMGAP00000004927	ENSCAFP00000038472
ENSMGAP00000013466	ENSCAFP00000002556
ENSMGAP00000014189	ENSCAFP00000005832
ENSMGAP00000005673	ENSCAFP00000016747
ENSMGAP00000010527	ENSCAFP00000003642
ENSMGAP00000015193	ENSCAFP00000013578
ENSMGAP00000018365	ENSCAFP00000035023
ENSMGAP00000014337	ENSCAFP00000022999
ENSMGAP00000008497	ENSCAFP00000025662
ENSMGAP00000003496	ENSCAFP00000019881
ENSMGAP00000005104	ENSCAFP00000014428
ENSMGAP00000005465	ENSCAFP00000028814
ENSMGAP00000012551	ENSCAFP00000007016
ENSMGAP00000012285	ENSCAFP00000018881
ENSMGAP00000004911	ENSCAFP00000014645
ENSMGAP00000004035	ENSCAFP00000013587
ENSMGAP00000001368	ENSCAFP00000022719
ENSMGAP00000005079	ENSCAFP00000007799
ENSMGAP00000002900	ENSCAFP00000019204
ENSMGAP00000012951	ENSCAFP00000007283
ENSMGAP00000007783	ENSCAFP00000029458
ENSMGAP00000009214	ENSCAFP00000003077
ENSMGAP00000008334	ENSCAFP00000037130
ENSMGAP00000005601	ENSCAFP00000025976
ENSMGAP00000018821	ENSCAFP00000000297
ENSMGAP00000014806	ENSCAFP00000041282
ENSMGAP00000000553	ENSCAFP00000025740
ENSMGAP00000005948	ENSCAFP00000035221
ENSMGAP00000003688	ENSCAFP00000022335
ENSMGAP00000001055	ENSCAFP00000011154
ENSMGAP00000011696	ENSCAFP00000042083
ENSMGAP00000000598	ENSCAFP00000042649
ENSMGAP00000005323	ENSCAFP00000021281
ENSMGAP00000013817	ENSCAFP00000015937
ENSMGAP00000001749	ENSCAFP00000000011
ENSMGAP00000005417	ENSCAFP00000022173
ENSMGAP00000015352	ENSCAFP00000039337
ENSMGAP00000016099	ENSCAFP00000022291
ENSMGAP00000008059	ENSCAFP00000026787
ENSMGAP00000013244	ENSCAFP00000001361
ENSMGAP00000013249	ENSCAFP00000022225
ENSMGAP00000004426	ENSCAFP00000005864
ENSMGAP00000008606	ENSCAFP00000031654
ENSMGAP00000008019	ENSCAFP00000006858
ENSMGAP00000008443	ENSCAFP00000000044
ENSMGAP00000011046	ENSCAFP00000017454
ENSMGAP00000015854	ENSCAFP00000006928
ENSMGAP00000005682	ENSCAFP00000040529
ENSMGAP00000014687	ENSCAFP00000040404
ENSMGAP00000005768	ENSCAFP00000028774
ENSMGAP00000011434	ENSCAFP00000008705
ENSMGAP00000014467	ENSCAFP00000041099
ENSMGAP00000009878	ENSCAFP00000037514
ENSMGAP00000019512	ENSCAFP00000014718
ENSMGAP00000007503	ENSCAFP00000029790
ENSMGAP00000001388	ENSCAFP00000015126
ENSMGAP00000003964	ENSCAFP00000040380
ENSMGAP00000011832	ENSCAFP00000017806
ENSMGAP00000014737	ENSCAFP00000037823
ENSMGAP00000003369	ENSCAFP00000032820
ENSMGAP00000008746	ENSCAFP00000003278
ENSMGAP00000003275	ENSCAFP00000036557
ENSMGAP00000008813	ENSCAFP00000002911
ENSMGAP00000007348	ENSCAFP00000021990
ENSMGAP00000015416	ENSCAFP00000014778
ENSMGAP00000011533	ENSCAFP00000002700
ENSMGAP00000011603	ENSCAFP00000032147
ENSMGAP00000013996	ENSCAFP00000023784
ENSMGAP00000004916	ENSCAFP00000040069
ENSMGAP00000007373	ENSCAFP00000040730
ENSMGAP00000004177	ENSCAFP00000022945
ENSMGAP00000008995	ENSCAFP00000022714
ENSMGAP00000008185	ENSCAFP00000029382
ENSMGAP00000003142	ENSCAFP00000019175
ENSMGAP00000008078	ENSCAFP00000027197
ENSMGAP00000015736	ENSCAFP00000009546
ENSMGAP00000001076	ENSCAFP00000026029
ENSMGAP00000007683	ENSCAFP00000001109
ENSMGAP00000018913	ENSCAFP00000022205
ENSMGAP00000008571	ENSCAFP00000029329
ENSMGAP00000017525	ENSCAFP00000036776
ENSMGAP00000014623	ENSCAFP00000003866
ENSMGAP00000014436	ENSCAFP00000004605
ENSMGAP00000014441	ENSCAFP00000004584
ENSMGAP00000001108	ENSCAFP00000039300
ENSMGAP00000000826	ENSCAFP00000013552
ENSMGAP00000011175	ENSCAFP00000006251
ENSMGAP00000011608	ENSCAFP00000013770
ENSMGAP00000015668	ENSCAFP00000003334
ENSMGAP00000019652	ENSCAFP00000016940
ENSMGAP00000014975	ENSCAFP00000012195
ENSMGAP00000001355	ENSCAFP00000004815
ENSMGAP00000003494	ENSCAFP00000011400
ENSMGAP00000010190	ENSCAFP00000013310
ENSMGAP00000009376	ENSCAFP00000041497
ENSMGAP00000012335	ENSCAFP00000027599
ENSMGAP00000006831	ENSCAFP00000039374
ENSMGAP00000004719	ENSCAFP00000038785
ENSMGAP00000017702	ENSCAFP00000036741
ENSMGAP00000010285	ENSCAFP00000029096
ENSMGAP00000012387	ENSCAFP00000022319
ENSMGAP00000011454	ENSCAFP00000008681
ENSMGAP00000014407	ENSCAFP00000022458
ENSMGAP00000012504	ENSCAFP00000034898
ENSMGAP00000002229	ENSCAFP00000002517
ENSMGAP00000010070	ENSCAFP00000013550
ENSMGAP00000000072	ENSCAFP00000035984
ENSMGAP00000015061	ENSCAFP00000019228
ENSMGAP00000014284	ENSCAFP00000005564
ENSMGAP00000008910	ENSCAFP00000030037
ENSMGAP00000012938	ENSCAFP00000012391
ENSMGAP00000010684	ENSCAFP00000003664
ENSMGAP00000007291	ENSCAFP00000006181
ENSMGAP00000007892	ENSCAFP00000008901
ENSMGAP00000000767	ENSCAFP00000021605
ENSMGAP00000000917	ENSCAFP00000019417
ENSMGAP00000018602	ENSCAFP00000002495
ENSMGAP00000019358	ENSCAFP00000021942
ENSMGAP00000000461	ENSCAFP00000027718
ENSMGAP00000009717	ENSCAFP00000033001
ENSMGAP00000018621	ENSCAFP00000031822
ENSMGAP00000018462	ENSCAFP00000003788
ENSMGAP00000015893	ENSCAFP00000006809
ENSMGAP00000003441	ENSCAFP00000014088
ENSMGAP00000005931	ENSCAFP00000016436
ENSMGAP00000015838	ENSCAFP00000039916
ENSMGAP00000005191	ENSCAFP00000020706
ENSMGAP00000007130	ENSCAFP00000017544
ENSMGAP00000000543	ENSCAFP00000014990
ENSMGAP00000017747	ENSCAFP00000017205
ENSMGAP00000015015	ENSCAFP00000011936
ENSMGAP00000008970	ENSCAFP00000005176
ENSMGAP00000002288	ENSCAFP00000024729
ENSMGAP00000014809	ENSCAFP00000005025
ENSMGAP00000008283	ENSCAFP00000026170
ENSMGAP00000006751	ENSCAFP00000021593
ENSMGAP00000006827	ENSCAFP00000026745
ENSMGAP00000015833	ENSCAFP00000007554
ENSMGAP00000011367	ENSCAFP00000002836
ENSMGAP00000008555	ENSCAFP00000020604
ENSMGAP00000010299	ENSCAFP00000007259
ENSMGAP00000003817	ENSCAFP00000020211
ENSMGAP00000010468	ENSCAFP00000013469
ENSMGAP00000017910	ENSCAFP00000000413
ENSMGAP00000014367	ENSCAFP00000005153
ENSMGAP00000008807	ENSCAFP00000015297
ENSMGAP00000007945	ENSCAFP00000017879
ENSMGAP00000015990	ENSCAFP00000009557
ENSMGAP00000002595	ENSCAFP00000018778
ENSMGAP00000006051	ENSCAFP00000029432
ENSMGAP00000016421	ENSCAFP00000016764
ENSMGAP00000012773	ENSCAFP00000017428
ENSMGAP00000006652	ENSCAFP00000028577
ENSMGAP00000019148	ENSCAFP00000041465
ENSMGAP00000004761	ENSCAFP00000031245
ENSMGAP00000008935	ENSCAFP00000039857
ENSMGAP00000009239	ENSCAFP00000020048
ENSMGAP00000016066	ENSCAFP00000021424
ENSMGAP00000011613	ENSCAFP00000008207
ENSMGAP00000012233	ENSCAFP00000012486
ENSMGAP00000000253	ENSCAFP00000018094
ENSMGAP00000013805	ENSCAFP00000018719
ENSMGAP00000011164	ENSCAFP00000000674
ENSMGAP00000009347	ENSCAFP00000029747
ENSMGAP00000012676	ENSCAFP00000017857
ENSMGAP00000012993	ENSCAFP00000007358
ENSMGAP00000005304	ENSCAFP00000008389
ENSMGAP00000001808	ENSCAFP00000018330
ENSMGAP00000000196	ENSCAFP00000018073
ENSMGAP00000012390	ENSCAFP00000016548
ENSMGAP00000001283	ENSCAFP00000014937
ENSMGAP00000011489	ENSCAFP00000002749
ENSMGAP00000001208	ENSCAFP00000009144
ENSMGAP00000009080	ENSCAFP00000010711
ENSMGAP00000008170	ENSCAFP00000015331
ENSMGAP00000018984	ENSCAFP00000041708
ENSMGAP00000012476	ENSCAFP00000016640
ENSMGAP00000009405	ENSCAFP00000001308
ENSMGAP00000004918	ENSCAFP00000041173
ENSMGAP00000003983	ENSCAFP00000011796
ENSMGAP00000015823	ENSCAFP00000040721
ENSMGAP00000008786	ENSCAFP00000030065
ENSMGAP00000004184	ENSCAFP00000003335
ENSMGAP00000010514	ENSCAFP00000008290
ENSMGAP00000014468	ENSCAFP00000039351
ENSMGAP00000001261	ENSCAFP00000018772
ENSMGAP00000002804	ENSCAFP00000013239
ENSMGAP00000011777	ENSCAFP00000035155
ENSMGAP00000013790	ENSCAFP00000010817
ENSMGAP00000010433	ENSCAFP00000007190
ENSMGAP00000007782	ENSCAFP00000026884
ENSMGAP00000009887	ENSCAFP00000034252
ENSMGAP00000003535	ENSCAFP00000022506
ENSMGAP00000013058	ENSCAFP00000007437
ENSMGAP00000004518	ENSCAFP00000021428
ENSMGAP00000005341	ENSCAFP00000015535
ENSMGAP00000011185	ENSCAFP00000002119
ENSMGAP00000011645	ENSCAFP00000008985
ENSMGAP00000016944	ENSCAFP00000041607
ENSMGAP00000014516	ENSCAFP00000021013
ENSMGAP00000006658	ENSCAFP00000037606
ENSMGAP00000004543	ENSCAFP00000002953
ENSMGAP00000010195	ENSCAFP00000025509
ENSMGAP00000005866	ENSCAFP00000003243
ENSMGAP00000008551	ENSCAFP00000007977
ENSMGAP00000016606	ENSCAFP00000016941
ENSMGAP00000019423	ENSCAFP00000007174
ENSMGAP00000015188	ENSCAFP00000013507
ENSMGAP00000011583	ENSCAFP00000037732
ENSMGAP00000016323	ENSCAFP00000040759
ENSMGAP00000010477	ENSCAFP00000018638
ENSMGAP00000008167	ENSCAFP00000015314
ENSMGAP00000003191	ENSCAFP00000026815
ENSMGAP00000010769	ENSCAFP00000006891
ENSMGAP00000013650	ENSCAFP00000002828
ENSMGAP00000013203	ENSCAFP00000020228
ENSMGAP00000000220	ENSCAFP00000022415
ENSMGAP00000014908	ENSCAFP00000042091
ENSMGAP00000014963	ENSCAFP00000021292
ENSMGAP00000004199	ENSCAFP00000008203
ENSMGAP00000014023	ENSCAFP00000019511
ENSMGAP00000001653	ENSCAFP00000018556
ENSMGAP00000011884	ENSCAFP00000028092
ENSMGAP00000004430	ENSCAFP00000007146
ENSMGAP00000011784	ENSCAFP00000017617
ENSMGAP00000016731	ENSCAFP00000036497
ENSMGAP00000003472	ENSCAFP00000036029
ENSMGAP00000007416	ENSCAFP00000029502
ENSMGAP00000010075	ENSCAFP00000027157
ENSMGAP00000014306	ENSCAFP00000023219
ENSMGAP00000017787	ENSCAFP00000039216
ENSMGAP00000018247	ENSCAFP00000000878
ENSMGAP00000007053	ENSCAFP00000016270
ENSMGAP00000014981	ENSCAFP00000024609
ENSMGAP00000002172	ENSCAFP00000025337
ENSMGAP00000011847	ENSCAFP00000028135
ENSMGAP00000012288	ENSCAFP00000018938
ENSMGAP00000010721	ENSCAFP00000006938
ENSMGAP00000005447	ENSCAFP00000022267
ENSMGAP00000013302	ENSCAFP00000024846
ENSMGAP00000001728	ENSCAFP00000016657
ENSMGAP00000003554	ENSCAFP00000012409
ENSMGAP00000005034	ENSCAFP00000008929
ENSMGAP00000003929	ENSCAFP00000036245
ENSMGAP00000004001	ENSCAFP00000022189
ENSMGAP00000007605	ENSCAFP00000022117
ENSMGAP00000013667	ENSCAFP00000000400
ENSMGAP00000016450	ENSCAFP00000006712
ENSMGAP00000000165	ENSCAFP00000016293
ENSMGAP00000006773	ENSCAFP00000029658
ENSMGAP00000010359	ENSCAFP00000028600
ENSMGAP00000006986	ENSCAFP00000017264
ENSMGAP00000003423	ENSCAFP00000012478
ENSMGAP00000007877	ENSCAFP00000003700
ENSMGAP00000009397	ENSCAFP00000017710
ENSMGAP00000011970	ENSCAFP00000021936
ENSMGAP00000002952	ENSCAFP00000022902
ENSMGAP00000008203	ENSCAFP00000011630
ENSMGAP00000012028	ENSCAFP00000023234
ENSMGAP00000000313	ENSCAFP00000024839
ENSMGAP00000008006	ENSCAFP00000004546
ENSMGAP00000005532	ENSCAFP00000027538
ENSMGAP00000001501	ENSCAFP00000003053
ENSMGAP00000008174	ENSCAFP00000010190
ENSMGAP00000004431	ENSCAFP00000020627
ENSMGAP00000008960	ENSCAFP00000031354
ENSMGAP00000015572	ENSCAFP00000017455
ENSMGAP00000015067	ENSCAFP00000015725
ENSMGAP00000019730	ENSCAFP00000025681
ENSMGAP00000016000	ENSCAFP00000009855
ENSMGAP00000004519	ENSCAFP00000028623
ENSMGAP00000004596	ENSCAFP00000013576
ENSMGAP00000008773	ENSCAFP00000017654
ENSMGAP00000004507	ENSCAFP00000029671
ENSMGAP00000000650	ENSCAFP00000037326
ENSMGAP00000009724	ENSCAFP00000037694
ENSMGAP00000018060	ENSCAFP00000020568
ENSMGAP00000007911	ENSCAFP00000017832
ENSMGAP00000003776	ENSCAFP00000013892
ENSMGAP00000009252	ENSCAFP00000000752
ENSMGAP00000002981	ENSCAFP00000042219
ENSMGAP00000003409	ENSCAFP00000012492
ENSMGAP00000004488	ENSCAFP00000007151
ENSMGAP00000009800	ENSCAFP00000037826
ENSMGAP00000002977	ENSCAFP00000024216
ENSMGAP00000010119	ENSCAFP00000018088
ENSMGAP00000005746	ENSCAFP00000009637
ENSMGAP00000006328	ENSCAFP00000012948
ENSMGAP00000007059	ENSCAFP00000026936
ENSMGAP00000012750	ENSCAFP00000030259
ENSMGAP00000011897	ENSCAFP00000011353
ENSMGAP00000015170	ENSCAFP00000034555
ENSMGAP00000011163	ENSCAFP00000006260
ENSMGAP00000003467	ENSCAFP00000022041
ENSMGAP00000005805	ENSCAFP00000028745
ENSMGAP00000011770	ENSCAFP00000010951
ENSMGAP00000000843	ENSCAFP00000026052
ENSMGAP00000004564	ENSCAFP00000025607
ENSMGAP00000006016	ENSCAFP00000010894
ENSMGAP00000018671	ENSCAFP00000002645
ENSMGAP00000005132	ENSCAFP00000005474
ENSMGAP00000004895	ENSCAFP00000011801
ENSMGAP00000008445	ENSCAFP00000025677
ENSMGAP00000012691	ENSCAFP00000017810
ENSMGAP00000005551	ENSCAFP00000028799
ENSMGAP00000009049	ENSCAFP00000024222
ENSMGAP00000010347	ENSCAFP00000042791
ENSMGAP00000009333	ENSCAFP00000025140
ENSMGAP00000002323	ENSCAFP00000024177
ENSMGAP00000012547	ENSCAFP00000017063
ENSMGAP00000011496	ENSCAFP00000002745
ENSMGAP00000014486	ENSCAFP00000020900
ENSMGAP00000013348	ENSCAFP00000002199
ENSMGAP00000014240	ENSCAFP00000023819
ENSMGAP00000016933	ENSCAFP00000010634
ENSMGAP00000008764	ENSCAFP00000027524
ENSMGAP00000013663	ENSCAFP00000000401
ENSMGAP00000008863	ENSCAFP00000015067
ENSMGAP00000008042	ENSCAFP00000018464
ENSMGAP00000013427	ENSCAFP00000008476
ENSMGAP00000001156	ENSCAFP00000014797
ENSMGAP00000009134	ENSCAFP00000030069
ENSMGAP00000008698	ENSCAFP00000014537
ENSMGAP00000016200	ENSCAFP00000007765
ENSMGAP00000002311	ENSCAFP00000024183
ENSMGAP00000005990	ENSCAFP00000008284
ENSMGAP00000008163	ENSCAFP00000026708
ENSMGAP00000011004	ENSCAFP00000039638
ENSMGAP00000013359	ENSCAFP00000001474
ENSMGAP00000014792	ENSCAFP00000004884
ENSMGAP00000001271	ENSCAFP00000009126
ENSMGAP00000013159	ENSCAFP00000019736
ENSMGAP00000011861	ENSCAFP00000028118
ENSMGAP00000006270	ENSCAFP00000008437
ENSMGAP00000010959	ENSCAFP00000015413
ENSMGAP00000017380	ENSCAFP00000019310
ENSMGAP00000007626	ENSCAFP00000029513
ENSMGAP00000007215	ENSCAFP00000002533
ENSMGAP00000009070	ENSCAFP00000011539
ENSMGAP00000015454	ENSCAFP00000015614
ENSMGAP00000002702	ENSCAFP00000025664
ENSMGAP00000004505	ENSCAFP00000027153
ENSMGAP00000006858	ENSCAFP00000025739
ENSMGAP00000011445	ENSCAFP00000039989
ENSMGAP00000013811	ENSCAFP00000022167
ENSMGAP00000018525	ENSCAFP00000025303
ENSMGAP00000017619	ENSCAFP00000011685
ENSMGAP00000007977	ENSCAFP00000041487
ENSMGAP00000007980	ENSCAFP00000001016
ENSMGAP00000009655	ENSCAFP00000007036
ENSMGAP00000004732	ENSCAFP00000029635
ENSMGAP00000005559	ENSCAFP00000003306
ENSMGAP00000010209	ENSCAFP00000028216
ENSMGAP00000003040	ENSCAFP00000011155
ENSMGAP00000006029	ENSCAFP00000008338
ENSMGAP00000010067	ENSCAFP00000036229
ENSMGAP00000001439	ENSCAFP00000010114
ENSMGAP00000006012	ENSCAFP00000014074
ENSMGAP00000014131	ENSCAFP00000023134
ENSMGAP00000009945	ENSCAFP00000026538
ENSMGAP00000015266	ENSCAFP00000018739
ENSMGAP00000008478	ENSCAFP00000036889
ENSMGAP00000002946	ENSCAFP00000007801
ENSMGAP00000005708	ENSCAFP00000007911
ENSMGAP00000015179	ENSCAFP00000022450
ENSMGAP00000012766	ENSCAFP00000042340
ENSMGAP00000013290	ENSCAFP00000002191
ENSMGAP00000016234	ENSCAFP00000008167
ENSMGAP00000001711	ENSCAFP00000012957
ENSMGAP00000010157	ENSCAFP00000018168
ENSMGAP00000008610	ENSCAFP00000007935
ENSMGAP00000017691	ENSCAFP00000040030
ENSMGAP00000012466	ENSCAFP00000027454
ENSMGAP00000015848	ENSCAFP00000007414
ENSMGAP00000002991	ENSCAFP00000019312
ENSMGAP00000016397	ENSCAFP00000034478
ENSMGAP00000002184	ENSCAFP00000025338
ENSMGAP00000008488	ENSCAFP00000029894
ENSMGAP00000011266	ENSCAFP00000012753
ENSMGAP00000006402	ENSCAFP00000008513
ENSMGAP00000014408	ENSCAFP00000004638
ENSMGAP00000013317	ENSCAFP00000041514
ENSMGAP00000006284	ENSCAFP00000002053
ENSMGAP00000014307	ENSCAFP00000023204
ENSMGAP00000010403	ENSCAFP00000038995
ENSMGAP00000000971	ENSCAFP00000020948
ENSMGAP00000008261	ENSCAFP00000020403
ENSMGAP00000001101	ENSCAFP00000009475
ENSMGAP00000011674	ENSCAFP00000009052
ENSMGAP00000011669	ENSCAFP00000013978
ENSMGAP00000013165	ENSCAFP00000002071
ENSMGAP00000000658	ENSCAFP00000018692
ENSMGAP00000003193	ENSCAFP00000020199
ENSMGAP00000013180	ENSCAFP00000002063
ENSMGAP00000015168	ENSCAFP00000015547
ENSMGAP00000016035	ENSCAFP00000010677
ENSMGAP00000011200	ENSCAFP00000013004
ENSMGAP00000012716	ENSCAFP00000013870
ENSMGAP00000004286	ENSCAFP00000021259
ENSMGAP00000016467	ENSCAFP00000027481
ENSMGAP00000015921	ENSCAFP00000006599
ENSMGAP00000012293	ENSCAFP00000007846
ENSMGAP00000012567	ENSCAFP00000017289
ENSMGAP00000011895	ENSCAFP00000009334
ENSMGAP00000012785	ENSCAFP00000002626
ENSMGAP00000016932	ENSCAFP00000032607
ENSMGAP00000003006	ENSCAFP00000024974
ENSMGAP00000013747	ENSCAFP00000021940
ENSMGAP00000009369	ENSCAFP00000030575
ENSMGAP00000006302	ENSCAFP00000015979
ENSMGAP00000009385	ENSCAFP00000037196
ENSMGAP00000006358	ENSCAFP00000008546
ENSMGAP00000003174	ENSCAFP00000035930
ENSMGAP00000019511	ENSCAFP00000025211
ENSMGAP00000001216	ENSCAFP00000028816
ENSMGAP00000002542	ENSCAFP00000005518
ENSMGAP00000005695	ENSCAFP00000023646
ENSMGAP00000004331	ENSCAFP00000024549
ENSMGAP00000009432	ENSCAFP00000023176
ENSMGAP00000008921	ENSCAFP00000005201
ENSMGAP00000008517	ENSCAFP00000020561
ENSMGAP00000004930	ENSCAFP00000017594
ENSMGAP00000010744	ENSCAFP00000003826
ENSMGAP00000004274	ENSCAFP00000024343
ENSMGAP00000003117	ENSCAFP00000021422
ENSMGAP00000013721	ENSCAFP00000021844
ENSMGAP00000013725	ENSCAFP00000021846
ENSMGAP00000012765	ENSCAFP00000017512
ENSMGAP00000014676	ENSCAFP00000037830
ENSMGAP00000000554	ENSCAFP00000020258
ENSMGAP00000019711	ENSCAFP00000026923
ENSMGAP00000006977	ENSCAFP00000028962
ENSMGAP00000016213	ENSCAFP00000009732
ENSMGAP00000001435	ENSCAFP00000009478
ENSMGAP00000009095	ENSCAFP00000029123
ENSMGAP00000014946	ENSCAFP00000039873
ENSMGAP00000007197	ENSCAFP00000039200
ENSMGAP00000006159	ENSCAFP00000024315
ENSMGAP00000016670	ENSCAFP00000017124
ENSMGAP00000011522	ENSCAFP00000014641
ENSMGAP00000002632	ENSCAFP00000018771
ENSMGAP00000000425	ENSCAFP00000012392
ENSMGAP00000002124	ENSCAFP00000001666
ENSMGAP00000017243	ENSCAFP00000035110
ENSMGAP00000013323	ENSCAFP00000002247
ENSMGAP00000004332	ENSCAFP00000039325
ENSMGAP00000003562	ENSCAFP00000016936
ENSMGAP00000001669	ENSCAFP00000041516
ENSMGAP00000016393	ENSCAFP00000025916
ENSMGAP00000003958	ENSCAFP00000024090
