ENSLOCP00000009128	ENSGALP00000006197
ENSLOCP00000005411	ENSGALP00000019755
ENSLOCP00000011653	ENSGALP00000016220
ENSLOCP00000002077	ENSGALP00000019890
ENSLOCP00000012938	ENSGALP00000014121
ENSLOCP00000004465	ENSGALP00000026373
ENSLOCP00000013836	ENSGALP00000002756
ENSLOCP00000020962	ENSGALP00000041214
ENSLOCP00000007762	ENSGALP00000018307
ENSLOCP00000020919	ENSGALP00000025447
ENSLOCP00000003659	ENSGALP00000000579
ENSLOCP00000015165	ENSGALP00000013826
ENSLOCP00000002438	ENSGALP00000015195
ENSLOCP00000015519	ENSGALP00000004546
ENSLOCP00000003591	ENSGALP00000009795
ENSLOCP00000018354	ENSGALP00000002388
ENSLOCP00000015332	ENSGALP00000010374
ENSLOCP00000020408	ENSGALP00000020495
ENSLOCP00000021005	ENSGALP00000024213
ENSLOCP00000005667	ENSGALP00000007747
ENSLOCP00000020280	ENSGALP00000016162
ENSLOCP00000011454	ENSGALP00000024598
ENSLOCP00000012385	ENSGALP00000019401
ENSLOCP00000005638	ENSGALP00000008930
ENSLOCP00000001945	ENSGALP00000003039
ENSLOCP00000005888	ENSGALP00000004058
ENSLOCP00000006107	ENSGALP00000033172
ENSLOCP00000002552	ENSGALP00000019018
ENSLOCP00000009619	ENSGALP00000022212
ENSLOCP00000017444	ENSGALP00000008637
ENSLOCP00000009018	ENSGALP00000038839
ENSLOCP00000001712	ENSGALP00000006944
ENSLOCP00000001060	ENSGALP00000033992
ENSLOCP00000011872	ENSGALP00000015139
ENSLOCP00000003517	ENSGALP00000042812
ENSLOCP00000015276	ENSGALP00000010530
ENSLOCP00000008011	ENSGALP00000010328
ENSLOCP00000003908	ENSGALP00000019737
ENSLOCP00000002871	ENSGALP00000009858
ENSLOCP00000013357	ENSGALP00000015703
ENSLOCP00000005006	ENSGALP00000042901
ENSLOCP00000015275	ENSGALP00000006262
ENSLOCP00000008513	ENSGALP00000019762
ENSLOCP00000003780	ENSGALP00000027219
ENSLOCP00000014303	ENSGALP00000024296
ENSLOCP00000010873	ENSGALP00000003710
ENSLOCP00000016140	ENSGALP00000009199
ENSLOCP00000003822	ENSGALP00000023242
ENSLOCP00000004004	ENSGALP00000019716
ENSLOCP00000001165	ENSGALP00000000998
ENSLOCP00000004534	ENSGALP00000009040
ENSLOCP00000001662	ENSGALP00000005314
ENSLOCP00000005534	ENSGALP00000019786
ENSLOCP00000012912	ENSGALP00000037426
ENSLOCP00000006363	ENSGALP00000007017
ENSLOCP00000016285	ENSGALP00000017454
ENSLOCP00000011903	ENSGALP00000001406
ENSLOCP00000010294	ENSGALP00000020618
ENSLOCP00000002266	ENSGALP00000004900
ENSLOCP00000013257	ENSGALP00000025433
ENSLOCP00000014980	ENSGALP00000002890
ENSLOCP00000003978	ENSGALP00000010425
ENSLOCP00000006821	ENSGALP00000027722
ENSLOCP00000008633	ENSGALP00000011093
ENSLOCP00000011242	ENSGALP00000026404
ENSLOCP00000003832	ENSGALP00000011548
ENSLOCP00000015683	ENSGALP00000016517
ENSLOCP00000001564	ENSGALP00000000921
ENSLOCP00000017913	ENSGALP00000010797
ENSLOCP00000012839	ENSGALP00000014189
ENSLOCP00000004108	ENSGALP00000022263
ENSLOCP00000012642	ENSGALP00000025099
ENSLOCP00000020651	ENSGALP00000010703
ENSLOCP00000009991	ENSGALP00000017703
ENSLOCP00000020129	ENSGALP00000026607
ENSLOCP00000011553	ENSGALP00000024339
ENSLOCP00000021011	ENSGALP00000042898
ENSLOCP00000007269	ENSGALP00000008967
ENSLOCP00000007928	ENSGALP00000018366
ENSLOCP00000005851	ENSGALP00000039789
ENSLOCP00000018874	ENSGALP00000022683
ENSLOCP00000004512	ENSGALP00000000429
ENSLOCP00000005877	ENSGALP00000029711
ENSLOCP00000009923	ENSGALP00000008947
ENSLOCP00000012775	ENSGALP00000005130
ENSLOCP00000011991	ENSGALP00000041885
ENSLOCP00000022108	ENSGALP00000014703
ENSLOCP00000011916	ENSGALP00000015187
ENSLOCP00000014062	ENSGALP00000031537
ENSLOCP00000003739	ENSGALP00000041438
ENSLOCP00000016199	ENSGALP00000009081
ENSLOCP00000001830	ENSGALP00000025844
ENSLOCP00000020675	ENSGALP00000016958
ENSLOCP00000020153	ENSGALP00000042940
ENSLOCP00000017207	ENSGALP00000007969
ENSLOCP00000008184	ENSGALP00000041850
ENSLOCP00000012864	ENSGALP00000004830
ENSLOCP00000004211	ENSGALP00000012743
ENSLOCP00000007563	ENSGALP00000009657
ENSLOCP00000015583	ENSGALP00000005482
ENSLOCP00000005434	ENSGALP00000010002
ENSLOCP00000007793	ENSGALP00000010136
ENSLOCP00000016937	ENSGALP00000005427
ENSLOCP00000012091	ENSGALP00000027112
ENSLOCP00000022063	ENSGALP00000042758
ENSLOCP00000019800	ENSGALP00000006683
ENSLOCP00000001406	ENSGALP00000000178
ENSLOCP00000003152	ENSGALP00000018565
ENSLOCP00000000494	ENSGALP00000036277
ENSLOCP00000020937	ENSGALP00000025400
ENSLOCP00000020931	ENSGALP00000025431
ENSLOCP00000005270	ENSGALP00000009902
ENSLOCP00000018475	ENSGALP00000000556
ENSLOCP00000010421	ENSGALP00000016989
ENSLOCP00000018616	ENSGALP00000041275
ENSLOCP00000015795	ENSGALP00000013773
ENSLOCP00000001701	ENSGALP00000027009
ENSLOCP00000000472	ENSGALP00000014434
ENSLOCP00000019662	ENSGALP00000026777
ENSLOCP00000010794	ENSGALP00000016195
ENSLOCP00000004603	ENSGALP00000012282
ENSLOCP00000007820	ENSGALP00000012529
ENSLOCP00000011232	ENSGALP00000020586
ENSLOCP00000015370	ENSGALP00000037629
ENSLOCP00000003537	ENSGALP00000042078
ENSLOCP00000008303	ENSGALP00000003086
ENSLOCP00000011576	ENSGALP00000018470
ENSLOCP00000008044	ENSGALP00000036972
ENSLOCP00000013700	ENSGALP00000019738
ENSLOCP00000015179	ENSGALP00000015464
ENSLOCP00000020738	ENSGALP00000021954
ENSLOCP00000015786	ENSGALP00000009918
ENSLOCP00000014691	ENSGALP00000001281
ENSLOCP00000001489	ENSGALP00000011462
ENSLOCP00000020484	ENSGALP00000024677
ENSLOCP00000001611	ENSGALP00000000975
ENSLOCP00000015037	ENSGALP00000015925
ENSLOCP00000004007	ENSGALP00000002626
ENSLOCP00000017908	ENSGALP00000009476
ENSLOCP00000007118	ENSGALP00000020475
ENSLOCP00000020314	ENSGALP00000014982
ENSLOCP00000010282	ENSGALP00000004248
ENSLOCP00000020062	ENSGALP00000022280
ENSLOCP00000000641	ENSGALP00000005067
ENSLOCP00000005212	ENSGALP00000008094
ENSLOCP00000000137	ENSGALP00000037428
ENSLOCP00000000760	ENSGALP00000004902
ENSLOCP00000022192	ENSGALP00000012650
ENSLOCP00000008172	ENSGALP00000042951
ENSLOCP00000015343	ENSGALP00000042951
ENSLOCP00000006718	ENSGALP00000035711
ENSLOCP00000016284	ENSGALP00000020822
ENSLOCP00000005405	ENSGALP00000007973
ENSLOCP00000013998	ENSGALP00000027307
ENSLOCP00000004514	ENSGALP00000009122
ENSLOCP00000001321	ENSGALP00000001986
ENSLOCP00000016702	ENSGALP00000005592
ENSLOCP00000019439	ENSGALP00000014674
ENSLOCP00000010816	ENSGALP00000009988
ENSLOCP00000018097	ENSGALP00000042153
ENSLOCP00000016507	ENSGALP00000041333
ENSLOCP00000011313	ENSGALP00000019574
ENSLOCP00000020798	ENSGALP00000026444
ENSLOCP00000006194	ENSGALP00000008503
ENSLOCP00000010071	ENSGALP00000011329
ENSLOCP00000000789	ENSGALP00000038457
ENSLOCP00000004391	ENSGALP00000007445
ENSLOCP00000007431	ENSGALP00000027298
ENSLOCP00000002605	ENSGALP00000019025
ENSLOCP00000019717	ENSGALP00000016732
ENSLOCP00000015707	ENSGALP00000010514
ENSLOCP00000010598	ENSGALP00000027475
ENSLOCP00000003056	ENSGALP00000016389
ENSLOCP00000021138	ENSGALP00000024966
ENSLOCP00000003410	ENSGALP00000011488
ENSLOCP00000004168	ENSGALP00000013364
ENSLOCP00000012056	ENSGALP00000013394
ENSLOCP00000018157	ENSGALP00000014737
ENSLOCP00000009962	ENSGALP00000027524
ENSLOCP00000011265	ENSGALP00000006245
ENSLOCP00000009434	ENSGALP00000003281
ENSLOCP00000019412	ENSGALP00000031205
ENSLOCP00000004041	ENSGALP00000007361
ENSLOCP00000010934	ENSGALP00000011335
ENSLOCP00000007497	ENSGALP00000012180
ENSLOCP00000006654	ENSGALP00000024081
ENSLOCP00000020880	ENSGALP00000020525
ENSLOCP00000020283	ENSGALP00000015355
ENSLOCP00000017825	ENSGALP00000014845
ENSLOCP00000002771	ENSGALP00000018615
ENSLOCP00000014626	ENSGALP00000035861
ENSLOCP00000004565	ENSGALP00000041834
ENSLOCP00000006136	ENSGALP00000043086
ENSLOCP00000020031	ENSGALP00000040928
ENSLOCP00000019029	ENSGALP00000018065
ENSLOCP00000003709	ENSGALP00000019790
ENSLOCP00000000591	ENSGALP00000034981
ENSLOCP00000011056	ENSGALP00000006730
ENSLOCP00000004606	ENSGALP00000001293
ENSLOCP00000020645	ENSGALP00000016829
ENSLOCP00000003120	ENSGALP00000003374
ENSLOCP00000005471	ENSGALP00000022139
ENSLOCP00000015781	ENSGALP00000010323
ENSLOCP00000015243	ENSGALP00000042968
ENSLOCP00000016357	ENSGALP00000013965
ENSLOCP00000009164	ENSGALP00000006421
ENSLOCP00000019576	ENSGALP00000004093
ENSLOCP00000007859	ENSGALP00000029681
ENSLOCP00000009030	ENSGALP00000033603
ENSLOCP00000004126	ENSGALP00000007162
ENSLOCP00000013676	ENSGALP00000024148
ENSLOCP00000005508	ENSGALP00000027285
ENSLOCP00000005433	ENSGALP00000041567
ENSLOCP00000007329	ENSGALP00000004275
ENSLOCP00000001540	ENSGALP00000000927
ENSLOCP00000018586	ENSGALP00000005298
ENSLOCP00000017064	ENSGALP00000007450
ENSLOCP00000019511	ENSGALP00000043150
ENSLOCP00000001446	ENSGALP00000034161
ENSLOCP00000014916	ENSGALP00000019903
ENSLOCP00000005169	ENSGALP00000001479
ENSLOCP00000013111	ENSGALP00000006065
ENSLOCP00000007736	ENSGALP00000005624
ENSLOCP00000007068	ENSGALP00000007619
ENSLOCP00000018675	ENSGALP00000040877
ENSLOCP00000003284	ENSGALP00000016413
ENSLOCP00000008436	ENSGALP00000010874
ENSLOCP00000005192	ENSGALP00000003770
ENSLOCP00000016991	ENSGALP00000011896
ENSLOCP00000010424	ENSGALP00000042140
ENSLOCP00000003434	ENSGALP00000019856
ENSLOCP00000004817	ENSGALP00000004982
ENSLOCP00000014082	ENSGALP00000009486
ENSLOCP00000008959	ENSGALP00000003938
ENSLOCP00000019634	ENSGALP00000017260
ENSLOCP00000020254	ENSGALP00000037382
ENSLOCP00000011685	ENSGALP00000042470
ENSLOCP00000001133	ENSGALP00000007647
ENSLOCP00000020192	ENSGALP00000018186
ENSLOCP00000020371	ENSGALP00000021904
ENSLOCP00000006209	ENSGALP00000042242
ENSLOCP00000014555	ENSGALP00000020045
ENSLOCP00000008640	ENSGALP00000021403
ENSLOCP00000014640	ENSGALP00000005290
ENSLOCP00000002900	ENSGALP00000004016
ENSLOCP00000009444	ENSGALP00000042821
ENSLOCP00000017112	ENSGALP00000012527
ENSLOCP00000015649	ENSGALP00000043174
ENSLOCP00000011540	ENSGALP00000003760
ENSLOCP00000017863	ENSGALP00000010744
ENSLOCP00000013181	ENSGALP00000039556
ENSLOCP00000017379	ENSGALP00000022600
ENSLOCP00000007218	ENSGALP00000027345
ENSLOCP00000011904	ENSGALP00000037344
ENSLOCP00000012387	ENSGALP00000024546
ENSLOCP00000017707	ENSGALP00000009151
ENSLOCP00000003421	ENSGALP00000042223
ENSLOCP00000009841	ENSGALP00000023930
ENSLOCP00000018033	ENSGALP00000013733
ENSLOCP00000018850	ENSGALP00000022472
ENSLOCP00000005070	ENSGALP00000039672
ENSLOCP00000009394	ENSGALP00000015546
ENSLOCP00000011323	ENSGALP00000043003
ENSLOCP00000005486	ENSGALP00000030336
ENSLOCP00000018134	ENSGALP00000041503
ENSLOCP00000003402	ENSGALP00000016605
ENSLOCP00000018523	ENSGALP00000020693
ENSLOCP00000011437	ENSGALP00000016440
ENSLOCP00000002687	ENSGALP00000001995
ENSLOCP00000008608	ENSGALP00000023269
ENSLOCP00000010281	ENSGALP00000023447
ENSLOCP00000001147	ENSGALP00000006338
ENSLOCP00000019705	ENSGALP00000038611
ENSLOCP00000020369	ENSGALP00000041515
ENSLOCP00000012334	ENSGALP00000033089
ENSLOCP00000003864	ENSGALP00000037366
ENSLOCP00000006275	ENSGALP00000009432
ENSLOCP00000019344	ENSGALP00000022692
ENSLOCP00000011824	ENSGALP00000042332
ENSLOCP00000011085	ENSGALP00000038767
ENSLOCP00000001201	ENSGALP00000009172
ENSLOCP00000013570	ENSGALP00000023848
ENSLOCP00000021808	ENSGALP00000019277
ENSLOCP00000014327	ENSGALP00000042051
ENSLOCP00000003472	ENSGALP00000034255
ENSLOCP00000010286	ENSGALP00000043041
ENSLOCP00000012985	ENSGALP00000042808
ENSLOCP00000011419	ENSGALP00000040666
ENSLOCP00000009738	ENSGALP00000021588
ENSLOCP00000019720	ENSGALP00000016735
ENSLOCP00000003752	ENSGALP00000017459
ENSLOCP00000009576	ENSGALP00000022218
ENSLOCP00000003510	ENSGALP00000016593
ENSLOCP00000009386	ENSGALP00000022882
ENSLOCP00000013433	ENSGALP00000031931
ENSLOCP00000001927	ENSGALP00000006013
ENSLOCP00000010079	ENSGALP00000025719
ENSLOCP00000008730	ENSGALP00000006056
ENSLOCP00000011248	ENSGALP00000025566
ENSLOCP00000005880	ENSGALP00000027263
ENSLOCP00000003834	ENSGALP00000041995
ENSLOCP00000005803	ENSGALP00000007493
ENSLOCP00000004273	ENSGALP00000016363
ENSLOCP00000005301	ENSGALP00000004094
ENSLOCP00000001363	ENSGALP00000022400
ENSLOCP00000006804	ENSGALP00000005578
ENSLOCP00000005078	ENSGALP00000032152
ENSLOCP00000013675	ENSGALP00000010416
ENSLOCP00000000753	ENSGALP00000038350
ENSLOCP00000010956	ENSGALP00000015013
ENSLOCP00000010547	ENSGALP00000008995
ENSLOCP00000001244	ENSGALP00000000161
ENSLOCP00000003953	ENSGALP00000001292
ENSLOCP00000006491	ENSGALP00000021905
ENSLOCP00000010921	ENSGALP00000018548
ENSLOCP00000006409	ENSGALP00000022055
ENSLOCP00000002784	ENSGALP00000002634
ENSLOCP00000018941	ENSGALP00000017409
ENSLOCP00000004478	ENSGALP00000009138
ENSLOCP00000008833	ENSGALP00000001107
ENSLOCP00000003396	ENSGALP00000032142
ENSLOCP00000000877	ENSGALP00000005078
ENSLOCP00000019884	ENSGALP00000004079
ENSLOCP00000008131	ENSGALP00000025722
ENSLOCP00000009023	ENSGALP00000000338
ENSLOCP00000001765	ENSGALP00000012786
ENSLOCP00000012328	ENSGALP00000026693
ENSLOCP00000003592	ENSGALP00000023862
ENSLOCP00000000221	ENSGALP00000027538
ENSLOCP00000008103	ENSGALP00000004171
ENSLOCP00000006940	ENSGALP00000006929
ENSLOCP00000006806	ENSGALP00000035713
ENSLOCP00000022479	ENSGALP00000034620
ENSLOCP00000017700	ENSGALP00000011222
ENSLOCP00000005236	ENSGALP00000007254
ENSLOCP00000017351	ENSGALP00000040983
ENSLOCP00000002643	ENSGALP00000039522
ENSLOCP00000012046	ENSGALP00000013392
ENSLOCP00000003276	ENSGALP00000002522
ENSLOCP00000014316	ENSGALP00000020863
ENSLOCP00000010627	ENSGALP00000008538
ENSLOCP00000011713	ENSGALP00000022468
ENSLOCP00000000921	ENSGALP00000014109
ENSLOCP00000006293	ENSGALP00000002096
ENSLOCP00000004383	ENSGALP00000001298
ENSLOCP00000019342	ENSGALP00000022598
ENSLOCP00000016901	ENSGALP00000002477
ENSLOCP00000015713	ENSGALP00000011996
ENSLOCP00000000943	ENSGALP00000008325
ENSLOCP00000020200	ENSGALP00000015973
ENSLOCP00000001599	ENSGALP00000014598
ENSLOCP00000013581	ENSGALP00000009253
ENSLOCP00000005081	ENSGALP00000025051
ENSLOCP00000010506	ENSGALP00000024462
ENSLOCP00000011122	ENSGALP00000016986
ENSLOCP00000003638	ENSGALP00000008999
ENSLOCP00000005555	ENSGALP00000024986
ENSLOCP00000005369	ENSGALP00000033928
ENSLOCP00000017713	ENSGALP00000011210
ENSLOCP00000002404	ENSGALP00000007924
ENSLOCP00000011703	ENSGALP00000024386
ENSLOCP00000006563	ENSGALP00000027994
ENSLOCP00000005773	ENSGALP00000008887
ENSLOCP00000019018	ENSGALP00000018079
ENSLOCP00000009668	ENSGALP00000043018
ENSLOCP00000010832	ENSGALP00000008764
ENSLOCP00000009201	ENSGALP00000028320
ENSLOCP00000019181	ENSGALP00000014820
ENSLOCP00000004202	ENSGALP00000013349
ENSLOCP00000017208	ENSGALP00000012396
ENSLOCP00000001678	ENSGALP00000006757
ENSLOCP00000003065	ENSGALP00000003334
ENSLOCP00000019513	ENSGALP00000017923
ENSLOCP00000020653	ENSGALP00000016843
ENSLOCP00000014023	ENSGALP00000019948
ENSLOCP00000013796	ENSGALP00000020427
ENSLOCP00000020489	ENSGALP00000021251
ENSLOCP00000021638	ENSGALP00000037976
ENSLOCP00000006279	ENSGALP00000009132
ENSLOCP00000001385	ENSGALP00000022395
ENSLOCP00000003260	ENSGALP00000038307
ENSLOCP00000016764	ENSGALP00000010426
ENSLOCP00000003151	ENSGALP00000036991
ENSLOCP00000013080	ENSGALP00000002168
ENSLOCP00000006479	ENSGALP00000032675
ENSLOCP00000008330	ENSGALP00000038338
ENSLOCP00000001198	ENSGALP00000030736
ENSLOCP00000001647	ENSGALP00000040172
ENSLOCP00000002176	ENSGALP00000002407
ENSLOCP00000003302	ENSGALP00000011207
ENSLOCP00000014619	ENSGALP00000013642
ENSLOCP00000011002	ENSGALP00000026301
ENSLOCP00000020777	ENSGALP00000026400
ENSLOCP00000003173	ENSGALP00000003409
ENSLOCP00000011187	ENSGALP00000016325
ENSLOCP00000003809	ENSGALP00000017466
ENSLOCP00000019645	ENSGALP00000043019
ENSLOCP00000014696	ENSGALP00000013504
ENSLOCP00000017227	ENSGALP00000002180
ENSLOCP00000001028	ENSGALP00000042775
ENSLOCP00000021232	ENSGALP00000013950
ENSLOCP00000018663	ENSGALP00000043093
ENSLOCP00000001492	ENSGALP00000026071
ENSLOCP00000016361	ENSGALP00000001877
ENSLOCP00000007347	ENSGALP00000007928
ENSLOCP00000004773	ENSGALP00000010185
ENSLOCP00000013484	ENSGALP00000025298
ENSLOCP00000015360	ENSGALP00000002680
ENSLOCP00000001252	ENSGALP00000000215
ENSLOCP00000001659	ENSGALP00000023601
ENSLOCP00000002937	ENSGALP00000009425
ENSLOCP00000003009	ENSGALP00000039948
ENSLOCP00000019764	ENSGALP00000013898
ENSLOCP00000013201	ENSGALP00000012915
ENSLOCP00000005075	ENSGALP00000007131
ENSLOCP00000007897	ENSGALP00000004446
ENSLOCP00000017360	ENSGALP00000043453
ENSLOCP00000006764	ENSGALP00000005830
ENSLOCP00000007658	ENSGALP00000003244
ENSLOCP00000017110	ENSGALP00000011394
ENSLOCP00000011008	ENSGALP00000001527
ENSLOCP00000018711	ENSGALP00000042488
ENSLOCP00000001869	ENSGALP00000026999
ENSLOCP00000004995	ENSGALP00000021206
ENSLOCP00000020857	ENSGALP00000029912
ENSLOCP00000018424	ENSGALP00000007762
ENSLOCP00000013751	ENSGALP00000013034
ENSLOCP00000007400	ENSGALP00000005705
ENSLOCP00000019272	ENSGALP00000013249
ENSLOCP00000015599	ENSGALP00000011630
ENSLOCP00000012339	ENSGALP00000024519
ENSLOCP00000004073	ENSGALP00000018514
ENSLOCP00000001829	ENSGALP00000040733
ENSLOCP00000009621	ENSGALP00000015495
ENSLOCP00000004362	ENSGALP00000013088
ENSLOCP00000017882	ENSGALP00000010800
ENSLOCP00000007642	ENSGALP00000034077
ENSLOCP00000008348	ENSGALP00000032296
ENSLOCP00000000782	ENSGALP00000031149
ENSLOCP00000013897	ENSGALP00000027320
ENSLOCP00000005328	ENSGALP00000005807
ENSLOCP00000022405	ENSGALP00000010282
ENSLOCP00000013086	ENSGALP00000002646
ENSLOCP00000005795	ENSGALP00000009598
ENSLOCP00000002537	ENSGALP00000016812
ENSLOCP00000020297	ENSGALP00000014483
ENSLOCP00000010681	ENSGALP00000039300
ENSLOCP00000020952	ENSGALP00000025124
ENSLOCP00000013401	ENSGALP00000031928
ENSLOCP00000002558	ENSGALP00000020523
ENSLOCP00000012504	ENSGALP00000042531
ENSLOCP00000002345	ENSGALP00000025133
ENSLOCP00000002429	ENSGALP00000029837
ENSLOCP00000003821	ENSGALP00000015108
ENSLOCP00000001458	ENSGALP00000011755
ENSLOCP00000002906	ENSGALP00000003194
ENSLOCP00000015791	ENSGALP00000033469
ENSLOCP00000018623	ENSGALP00000002517
ENSLOCP00000019602	ENSGALP00000017164
ENSLOCP00000014526	ENSGALP00000020059
ENSLOCP00000002165	ENSGALP00000002850
ENSLOCP00000010544	ENSGALP00000024454
ENSLOCP00000001629	ENSGALP00000006732
ENSLOCP00000019141	ENSGALP00000024214
ENSLOCP00000006620	ENSGALP00000013362
ENSLOCP00000010051	ENSGALP00000030200
ENSLOCP00000005846	ENSGALP00000004770
ENSLOCP00000011777	ENSGALP00000004833
ENSLOCP00000011237	ENSGALP00000027415
ENSLOCP00000020689	ENSGALP00000010791
ENSLOCP00000017513	ENSGALP00000042151
ENSLOCP00000001498	ENSGALP00000019451
ENSLOCP00000019494	ENSGALP00000040765
ENSLOCP00000011297	ENSGALP00000005885
ENSLOCP00000015355	ENSGALP00000022991
ENSLOCP00000004871	ENSGALP00000040027
ENSLOCP00000013410	ENSGALP00000023684
ENSLOCP00000020415	ENSGALP00000022961
ENSLOCP00000015831	ENSGALP00000008649
ENSLOCP00000005767	ENSGALP00000038761
ENSLOCP00000002734	ENSGALP00000002831
ENSLOCP00000012986	ENSGALP00000031922
ENSLOCP00000018557	ENSGALP00000010697
ENSLOCP00000006389	ENSGALP00000039712
ENSLOCP00000012888	ENSGALP00000015924
ENSLOCP00000016672	ENSGALP00000022486
ENSLOCP00000018202	ENSGALP00000005962
ENSLOCP00000007863	ENSGALP00000012259
ENSLOCP00000019444	ENSGALP00000014633
ENSLOCP00000015723	ENSGALP00000010465
ENSLOCP00000008605	ENSGALP00000007712
ENSLOCP00000020158	ENSGALP00000016245
ENSLOCP00000011220	ENSGALP00000043253
ENSLOCP00000007045	ENSGALP00000001205
ENSLOCP00000015388	ENSGALP00000025216
ENSLOCP00000016698	ENSGALP00000025217
ENSLOCP00000019402	ENSGALP00000031206
ENSLOCP00000021038	ENSGALP00000036230
ENSLOCP00000001790	ENSGALP00000008132
ENSLOCP00000000831	ENSGALP00000014037
ENSLOCP00000003034	ENSGALP00000005628
ENSLOCP00000004371	ENSGALP00000010380
ENSLOCP00000012437	ENSGALP00000033465
ENSLOCP00000007339	ENSGALP00000003557
ENSLOCP00000020239	ENSGALP00000026725
ENSLOCP00000003230	ENSGALP00000028283
ENSLOCP00000000395	ENSGALP00000042610
ENSLOCP00000006626	ENSGALP00000007206
ENSLOCP00000013864	ENSGALP00000017536
ENSLOCP00000007930	ENSGALP00000019702
ENSLOCP00000010467	ENSGALP00000032485
ENSLOCP00000014522	ENSGALP00000042201
ENSLOCP00000018721	ENSGALP00000022768
ENSLOCP00000005775	ENSGALP00000039863
ENSLOCP00000011460	ENSGALP00000008534
ENSLOCP00000015265	ENSGALP00000034604
ENSLOCP00000015517	ENSGALP00000015812
ENSLOCP00000015615	ENSGALP00000001938
ENSLOCP00000014765	ENSGALP00000020443
ENSLOCP00000014932	ENSGALP00000042116
ENSLOCP00000013172	ENSGALP00000001633
ENSLOCP00000009699	ENSGALP00000037997
ENSLOCP00000006049	ENSGALP00000002322
ENSLOCP00000022404	ENSGALP00000006149
ENSLOCP00000019540	ENSGALP00000014321
ENSLOCP00000015650	ENSGALP00000034810
ENSLOCP00000004167	ENSGALP00000021506
ENSLOCP00000017885	ENSGALP00000010950
ENSLOCP00000020587	ENSGALP00000027892
ENSLOCP00000009559	ENSGALP00000039039
ENSLOCP00000008642	ENSGALP00000005670
ENSLOCP00000021023	ENSGALP00000021180
ENSLOCP00000004656	ENSGALP00000026040
ENSLOCP00000009849	ENSGALP00000018969
ENSLOCP00000005195	ENSGALP00000016257
ENSLOCP00000013896	ENSGALP00000020086
ENSLOCP00000012934	ENSGALP00000040901
ENSLOCP00000015937	ENSGALP00000041704
ENSLOCP00000002376	ENSGALP00000003458
ENSLOCP00000007971	ENSGALP00000010251
ENSLOCP00000002364	ENSGALP00000043412
ENSLOCP00000002398	ENSGALP00000042565
ENSLOCP00000013726	ENSGALP00000001239
ENSLOCP00000014397	ENSGALP00000000571
ENSLOCP00000002647	ENSGALP00000014485
ENSLOCP00000019912	ENSGALP00000031170
ENSLOCP00000002977	ENSGALP00000041157
ENSLOCP00000009778	ENSGALP00000015990
ENSLOCP00000001490	ENSGALP00000007774
ENSLOCP00000011341	ENSGALP00000024858
ENSLOCP00000005741	ENSGALP00000022344
ENSLOCP00000010001	ENSGALP00000041396
ENSLOCP00000012304	ENSGALP00000024209
ENSLOCP00000010908	ENSGALP00000036717
ENSLOCP00000009771	ENSGALP00000023923
ENSLOCP00000014776	ENSGALP00000043052
ENSLOCP00000005690	ENSGALP00000014424
ENSLOCP00000014375	ENSGALP00000012521
ENSLOCP00000013718	ENSGALP00000012509
ENSLOCP00000010796	ENSGALP00000017638
ENSLOCP00000007797	ENSGALP00000032581
ENSLOCP00000017434	ENSGALP00000022521
ENSLOCP00000013653	ENSGALP00000043081
ENSLOCP00000002281	ENSGALP00000014223
ENSLOCP00000018577	ENSGALP00000043244
ENSLOCP00000002474	ENSGALP00000007104
ENSLOCP00000014653	ENSGALP00000020125
ENSLOCP00000007192	ENSGALP00000001440
ENSLOCP00000013671	ENSGALP00000037100
ENSLOCP00000010820	ENSGALP00000028979
ENSLOCP00000000875	ENSGALP00000028630
ENSLOCP00000017037	ENSGALP00000004989
ENSLOCP00000014294	ENSGALP00000017862
ENSLOCP00000022082	ENSGALP00000039860
ENSLOCP00000020038	ENSGALP00000018231
ENSLOCP00000006260	ENSGALP00000040716
ENSLOCP00000014586	ENSGALP00000019418
ENSLOCP00000008139	ENSGALP00000041040
ENSLOCP00000005178	ENSGALP00000000748
