ENSP00000262384	ENSGALP00000006197
ENSP00000361180	ENSGALP00000038584
ENSP00000357320	ENSGALP00000023548
ENSP00000373474	ENSGALP00000041155
ENSP00000363388	ENSGALP00000025241
ENSP00000359531	ENSGALP00000010001
ENSP00000346359	ENSGALP00000036550
ENSP00000404122	ENSGALP00000002778
ENSP00000356807	ENSGALP00000024553
ENSP00000341351	ENSGALP00000015391
ENSP00000280700	ENSGALP00000018418
ENSP00000306080	ENSGALP00000007646
ENSP00000261556	ENSGALP00000019765
ENSP00000355211	ENSGALP00000027373
ENSP00000446100	ENSGALP00000019575
ENSP00000386928	ENSGALP00000018457
ENSP00000284268	ENSGALP00000021117
ENSP00000296953	ENSGALP00000004529
ENSP00000379213	ENSGALP00000029396
ENSP00000321449	ENSGALP00000019333
ENSP00000016171	ENSGALP00000012057
ENSP00000306220	ENSGALP00000041796
ENSP00000170564	ENSGALP00000038593
ENSP00000358918	ENSGALP00000013127
ENSP00000256545	ENSGALP00000015675
ENSP00000354622	ENSGALP00000004501
ENSP00000313169	ENSGALP00000013332
ENSP00000369080	ENSGALP00000043370
ENSP00000350874	ENSGALP00000011398
ENSP00000233025	ENSGALP00000002523
ENSP00000263461	ENSGALP00000015431
ENSP00000306123	ENSGALP00000014036
ENSP00000365837	ENSGALP00000003706
ENSP00000318641	ENSGALP00000043134
ENSP00000367346	ENSGALP00000032560
ENSP00000414906	ENSGALP00000007207
ENSP00000281142	ENSGALP00000016427
ENSP00000254928	ENSGALP00000006355
ENSP00000334849	ENSGALP00000012546
ENSP00000360515	ENSGALP00000026908
ENSP00000359609	ENSGALP00000031013
ENSP00000294360	ENSGALP00000042691
ENSP00000433721	ENSGALP00000027779
ENSP00000235090	ENSGALP00000002186
ENSP00000300403	ENSGALP00000041031
ENSP00000386226	ENSGALP00000023110
ENSP00000238831	ENSGALP00000017145
ENSP00000334134	ENSGALP00000007438
ENSP00000391504	ENSGALP00000015956
ENSP00000266736	ENSGALP00000018600
ENSP00000426638	ENSGALP00000015356
ENSP00000394869	ENSGALP00000020353
ENSP00000264151	ENSGALP00000003745
ENSP00000296792	ENSGALP00000029076
ENSP00000292114	ENSGALP00000038976
ENSP00000380659	ENSGALP00000011158
ENSP00000454926	ENSGALP00000011216
ENSP00000225873	ENSGALP00000003367
ENSP00000287600	ENSGALP00000032614
ENSP00000373952	ENSGALP00000000704
ENSP00000299432	ENSGALP00000004077
ENSP00000303928	ENSGALP00000025001
ENSP00000430236	ENSGALP00000027453
ENSP00000354742	ENSGALP00000000541
ENSP00000362547	ENSGALP00000010968
ENSP00000248633	ENSGALP00000015313
ENSP00000400646	ENSGALP00000012877
ENSP00000330523	ENSGALP00000025845
ENSP00000421380	ENSGALP00000001991
ENSP00000337688	ENSGALP00000015260
ENSP00000288532	ENSGALP00000011621
ENSP00000356737	ENSGALP00000005261
ENSP00000338010	ENSGALP00000010200
ENSP00000381089	ENSGALP00000016141
ENSP00000358242	ENSGALP00000024924
ENSP00000354720	ENSGALP00000013963
ENSP00000349687	ENSGALP00000042432
ENSP00000326879	ENSGALP00000021023
ENSP00000309595	ENSGALP00000028267
ENSP00000343610	ENSGALP00000008770
ENSP00000216106	ENSGALP00000020476
ENSP00000379865	ENSGALP00000022899
ENSP00000235521	ENSGALP00000023788
ENSP00000264020	ENSGALP00000012024
ENSP00000257245	ENSGALP00000007724
ENSP00000301281	ENSGALP00000001721
ENSP00000367024	ENSGALP00000021929
ENSP00000417769	ENSGALP00000014324
ENSP00000407112	ENSGALP00000013467
ENSP00000434995	ENSGALP00000011907
ENSP00000357079	ENSGALP00000022966
ENSP00000262547	ENSGALP00000014193
ENSP00000367069	ENSGALP00000026078
ENSP00000348211	ENSGALP00000000331
ENSP00000294543	ENSGALP00000006477
ENSP00000307260	ENSGALP00000042887
ENSP00000216129	ENSGALP00000022871
ENSP00000265295	ENSGALP00000003001
ENSP00000365538	ENSGALP00000027213
ENSP00000371607	ENSGALP00000027603
ENSP00000274458	ENSGALP00000003621
ENSP00000356379	ENSGALP00000003681
ENSP00000232501	ENSGALP00000003325
ENSP00000379621	ENSGALP00000041232
ENSP00000348564	ENSGALP00000014899
ENSP00000353850	ENSGALP00000026439
ENSP00000281382	ENSGALP00000031279
ENSP00000281146	ENSGALP00000016419
ENSP00000354497	ENSGALP00000006184
ENSP00000310873	ENSGALP00000018232
ENSP00000053468	ENSGALP00000016059
ENSP00000261880	ENSGALP00000012793
ENSP00000301585	ENSGALP00000012684
ENSP00000315397	ENSGALP00000027468
ENSP00000300145	ENSGALP00000015845
ENSP00000248098	ENSGALP00000015204
ENSP00000224756	ENSGALP00000041945
ENSP00000348168	ENSGALP00000016708
ENSP00000319992	ENSGALP00000007558
ENSP00000313816	ENSGALP00000037470
ENSP00000324404	ENSGALP00000042943
ENSP00000435421	ENSGALP00000000096
ENSP00000283871	ENSGALP00000024093
ENSP00000340477	ENSGALP00000018900
ENSP00000271452	ENSGALP00000038992
ENSP00000377384	ENSGALP00000030714
ENSP00000221265	ENSGALP00000042900
ENSP00000261647	ENSGALP00000007026
ENSP00000254759	ENSGALP00000024927
ENSP00000379911	ENSGALP00000023743
ENSP00000364543	ENSGALP00000042324
ENSP00000392318	ENSGALP00000014153
ENSP00000370337	ENSGALP00000009035
ENSP00000262507	ENSGALP00000001795
ENSP00000462116	ENSGALP00000003796
ENSP00000426067	ENSGALP00000023937
ENSP00000356272	ENSGALP00000021124
ENSP00000372206	ENSGALP00000027624
ENSP00000346464	ENSGALP00000001149
ENSP00000361433	ENSGALP00000038757
ENSP00000287957	ENSGALP00000015294
ENSP00000273075	ENSGALP00000018441
ENSP00000320309	ENSGALP00000041944
ENSP00000262315	ENSGALP00000008496
ENSP00000359740	ENSGALP00000026201
ENSP00000356972	ENSGALP00000042023
ENSP00000428263	ENSGALP00000017390
ENSP00000268717	ENSGALP00000007709
ENSP00000399718	ENSGALP00000016401
ENSP00000367878	ENSGALP00000013421
ENSP00000262127	ENSGALP00000022439
ENSP00000312311	ENSGALP00000010956
ENSP00000295878	ENSGALP00000036160
ENSP00000217455	ENSGALP00000011060
ENSP00000261893	ENSGALP00000005534
ENSP00000320184	ENSGALP00000008908
ENSP00000282007	ENSGALP00000027387
ENSP00000328187	ENSGALP00000013340
ENSP00000359612	ENSGALP00000041735
ENSP00000357748	ENSGALP00000010667
ENSP00000382733	ENSGALP00000021244
ENSP00000258613	ENSGALP00000027459
ENSP00000344866	ENSGALP00000023376
ENSP00000341539	ENSGALP00000018713
ENSP00000314348	ENSGALP00000027656
ENSP00000369431	ENSGALP00000002706
ENSP00000381132	ENSGALP00000043432
ENSP00000296003	ENSGALP00000010641
ENSP00000436049	ENSGALP00000019755
ENSP00000280979	ENSGALP00000016220
ENSP00000348459	ENSGALP00000019890
ENSP00000368798	ENSGALP00000026373
ENSP00000342336	ENSGALP00000041214
ENSP00000285083	ENSGALP00000018307
ENSP00000251296	ENSGALP00000000579
ENSP00000220509	ENSGALP00000013826
ENSP00000399780	ENSGALP00000015195
ENSP00000361705	ENSGALP00000005650
ENSP00000275820	ENSGALP00000010374
ENSP00000266087	ENSGALP00000020495
ENSP00000402338	ENSGALP00000024213
ENSP00000446479	ENSGALP00000007747
ENSP00000260605	ENSGALP00000016162
ENSP00000410396	ENSGALP00000024598
ENSP00000314615	ENSGALP00000009272
ENSP00000261249	ENSGALP00000019401
ENSP00000337736	ENSGALP00000008930
ENSP00000248600	ENSGALP00000003039
ENSP00000392985	ENSGALP00000004058
ENSP00000390778	ENSGALP00000033172
ENSP00000374332	ENSGALP00000019018
ENSP00000349244	ENSGALP00000022212
ENSP00000299192	ENSGALP00000038839
ENSP00000370150	ENSGALP00000020938
ENSP00000247706	ENSGALP00000042812
ENSP00000386569	ENSGALP00000010530
ENSP00000393222	ENSGALP00000019737
ENSP00000301011	ENSGALP00000009858
ENSP00000297273	ENSGALP00000015703
ENSP00000379140	ENSGALP00000042901
ENSP00000285873	ENSGALP00000006262
ENSP00000250535	ENSGALP00000003710
ENSP00000291458	ENSGALP00000023242
ENSP00000376827	ENSGALP00000000998
ENSP00000265981	ENSGALP00000009040
ENSP00000286031	ENSGALP00000005314
ENSP00000298937	ENSGALP00000019786
ENSP00000360593	ENSGALP00000037426
ENSP00000299381	ENSGALP00000007017
ENSP00000387882	ENSGALP00000017454
ENSP00000299543	ENSGALP00000020618
ENSP00000364204	ENSGALP00000004900
ENSP00000303584	ENSGALP00000025433
ENSP00000219599	ENSGALP00000003906
ENSP00000369339	ENSGALP00000002890
ENSP00000414390	ENSGALP00000027722
ENSP00000322316	ENSGALP00000011093
ENSP00000303398	ENSGALP00000026404
ENSP00000237380	ENSGALP00000011548
ENSP00000334003	ENSGALP00000016517
ENSP00000254940	ENSGALP00000000921
ENSP00000307684	ENSGALP00000010797
ENSP00000367239	ENSGALP00000014189
ENSP00000393154	ENSGALP00000022263
ENSP00000374387	ENSGALP00000025099
ENSP00000282074	ENSGALP00000017703
ENSP00000238788	ENSGALP00000026607
ENSP00000344299	ENSGALP00000024339
ENSP00000359727	ENSGALP00000042898
ENSP00000295824	ENSGALP00000018366
ENSP00000343552	ENSGALP00000039789
ENSP00000379310	ENSGALP00000022683
ENSP00000363260	ENSGALP00000000429
ENSP00000329915	ENSGALP00000029711
ENSP00000359224	ENSGALP00000008947
ENSP00000232854	ENSGALP00000003530
ENSP00000369456	ENSGALP00000005130
ENSP00000286918	ENSGALP00000041885
ENSP00000354688	ENSGALP00000015187
ENSP00000228799	ENSGALP00000023119
ENSP00000419718	ENSGALP00000036456
ENSP00000264230	ENSGALP00000031537
ENSP00000362208	ENSGALP00000041438
ENSP00000251250	ENSGALP00000009081
ENSP00000327716	ENSGALP00000025844
ENSP00000354964	ENSGALP00000016958
ENSP00000284995	ENSGALP00000007969
ENSP00000432487	ENSGALP00000041850
ENSP00000356848	ENSGALP00000004830
ENSP00000270583	ENSGALP00000012743
ENSP00000355250	ENSGALP00000009657
ENSP00000268704	ENSGALP00000010002
ENSP00000385006	ENSGALP00000010136
ENSP00000464275	ENSGALP00000005427
ENSP00000389399	ENSGALP00000027112
ENSP00000441753	ENSGALP00000042758
ENSP00000389175	ENSGALP00000006387
ENSP00000290846	ENSGALP00000006683
ENSP00000263346	ENSGALP00000000178
ENSP00000256255	ENSGALP00000018565
ENSP00000402038	ENSGALP00000036277
ENSP00000275072	ENSGALP00000025400
ENSP00000257789	ENSGALP00000025431
ENSP00000339613	ENSGALP00000009902
ENSP00000380794	ENSGALP00000000556
ENSP00000361001	ENSGALP00000016989
ENSP00000347498	ENSGALP00000013773
ENSP00000289359	ENSGALP00000027009
ENSP00000296015	ENSGALP00000014434
ENSP00000301908	ENSGALP00000026777
ENSP00000281317	ENSGALP00000016195
ENSP00000360031	ENSGALP00000012282
ENSP00000301729	ENSGALP00000012529
ENSP00000360129	ENSGALP00000017888
ENSP00000364405	ENSGALP00000020586
ENSP00000321239	ENSGALP00000037629
ENSP00000409315	ENSGALP00000042078
ENSP00000026218	ENSGALP00000003086
ENSP00000321617	ENSGALP00000018470
ENSP00000263753	ENSGALP00000036972
ENSP00000261558	ENSGALP00000019738
ENSP00000216452	ENSGALP00000015464
ENSP00000318821	ENSGALP00000021954
ENSP00000307636	ENSGALP00000009918
ENSP00000413483	ENSGALP00000001281
ENSP00000356920	ENSGALP00000011462
ENSP00000233468	ENSGALP00000026567
ENSP00000268802	ENSGALP00000000975
ENSP00000455397	ENSGALP00000015925
ENSP00000384234	ENSGALP00000030558
ENSP00000372955	ENSGALP00000009476
ENSP00000368140	ENSGALP00000014982
ENSP00000362041	ENSGALP00000004248
ENSP00000296149	ENSGALP00000008094
ENSP00000295704	ENSGALP00000037428
ENSP00000261658	ENSGALP00000004902
ENSP00000306864	ENSGALP00000012650
ENSP00000464814	ENSGALP00000042951
ENSP00000368459	ENSGALP00000035711
ENSP00000257548	ENSGALP00000007973
ENSP00000348054	ENSGALP00000027307
ENSP00000372023	ENSGALP00000009122
ENSP00000436926	ENSGALP00000001986
ENSP00000450461	ENSGALP00000005592
ENSP00000222747	ENSGALP00000014674
ENSP00000225573	ENSGALP00000041333
ENSP00000247194	ENSGALP00000019574
ENSP00000417580	ENSGALP00000026444
ENSP00000299853	ENSGALP00000011329
ENSP00000384527	ENSGALP00000038457
ENSP00000225737	ENSGALP00000007445
ENSP00000366673	ENSGALP00000027298
ENSP00000361206	ENSGALP00000016732
ENSP00000255108	ENSGALP00000016389
ENSP00000442053	ENSGALP00000013474
ENSP00000356602	ENSGALP00000022375
ENSP00000275053	ENSGALP00000024966
ENSP00000228506	ENSGALP00000011488
ENSP00000312455	ENSGALP00000013394
ENSP00000439902	ENSGALP00000027524
ENSP00000356567	ENSGALP00000006245
ENSP00000358988	ENSGALP00000003281
ENSP00000355609	ENSGALP00000031205
ENSP00000371294	ENSGALP00000007361
ENSP00000363318	ENSGALP00000039394
ENSP00000410216	ENSGALP00000024081
ENSP00000335636	ENSGALP00000020525
ENSP00000339976	ENSGALP00000015355
ENSP00000278612	ENSGALP00000027663
ENSP00000419371	ENSGALP00000018615
ENSP00000220669	ENSGALP00000035861
ENSP00000363250	ENSGALP00000041834
ENSP00000356989	ENSGALP00000043402
ENSP00000006526	ENSGALP00000043086
ENSP00000266673	ENSGALP00000040928
ENSP00000258243	ENSGALP00000018065
ENSP00000365477	ENSGALP00000019790
ENSP00000384952	ENSGALP00000034981
ENSP00000362424	ENSGALP00000006730
ENSP00000354645	ENSGALP00000001293
ENSP00000321962	ENSGALP00000039399
ENSP00000361465	ENSGALP00000016829
ENSP00000204726	ENSGALP00000003374
ENSP00000295966	ENSGALP00000011595
ENSP00000230048	ENSGALP00000022139
ENSP00000261758	ENSGALP00000010323
ENSP00000277010	ENSGALP00000042968
ENSP00000325562	ENSGALP00000006421
ENSP00000282841	ENSGALP00000004093
ENSP00000304802	ENSGALP00000029681
ENSP00000405635	ENSGALP00000033603
ENSP00000282003	ENSGALP00000027285
ENSP00000284881	ENSGALP00000041567
ENSP00000416050	ENSGALP00000005298
ENSP00000287996	ENSGALP00000007450
ENSP00000264926	ENSGALP00000013608
ENSP00000216420	ENSGALP00000019903
ENSP00000355141	ENSGALP00000001479
ENSP00000396628	ENSGALP00000006065
ENSP00000243903	ENSGALP00000005624
ENSP00000315035	ENSGALP00000024997
ENSP00000351153	ENSGALP00000040877
ENSP00000361363	ENSGALP00000016413
ENSP00000261888	ENSGALP00000011896
ENSP00000252603	ENSGALP00000042140
ENSP00000380605	ENSGALP00000019856
ENSP00000262812	ENSGALP00000004982
ENSP00000356416	ENSGALP00000003938
ENSP00000362578	ENSGALP00000037382
ENSP00000334289	ENSGALP00000042470
ENSP00000349358	ENSGALP00000018186
ENSP00000321546	ENSGALP00000021904
ENSP00000267436	ENSGALP00000020045
ENSP00000465517	ENSGALP00000021403
ENSP00000311429	ENSGALP00000012527
ENSP00000260447	ENSGALP00000043174
ENSP00000367318	ENSGALP00000003760
ENSP00000306561	ENSGALP00000010744
ENSP00000326813	ENSGALP00000039556
ENSP00000370839	ENSGALP00000022600
ENSP00000368801	ENSGALP00000027345
ENSP00000412524	ENSGALP00000037344
ENSP00000264193	ENSGALP00000024546
ENSP00000420939	ENSGALP00000023930
ENSP00000313318	ENSGALP00000013733
ENSP00000338533	ENSGALP00000023888
ENSP00000383873	ENSGALP00000039672
ENSP00000364404	ENSGALP00000015546
ENSP00000289081	ENSGALP00000043003
ENSP00000367359	ENSGALP00000030336
ENSP00000307833	ENSGALP00000041503
ENSP00000361170	ENSGALP00000016605
ENSP00000447057	ENSGALP00000020693
ENSP00000333539	ENSGALP00000016440
ENSP00000215730	ENSGALP00000001995
ENSP00000229238	ENSGALP00000023269
ENSP00000476966	ENSGALP00000023447
ENSP00000246151	ENSGALP00000006338
ENSP00000367104	ENSGALP00000038611
ENSP00000228865	ENSGALP00000041515
ENSP00000252711	ENSGALP00000033089
ENSP00000281141	ENSGALP00000022692
ENSP00000334642	ENSGALP00000042332
ENSP00000354335	ENSGALP00000042922
ENSP00000362273	ENSGALP00000003617
ENSP00000354152	ENSGALP00000009172
ENSP00000458290	ENSGALP00000023848
ENSP00000378399	ENSGALP00000019277
ENSP00000362873	ENSGALP00000034255
ENSP00000296666	ENSGALP00000043041
ENSP00000296824	ENSGALP00000040666
ENSP00000271526	ENSGALP00000021588
ENSP00000360421	ENSGALP00000017459
ENSP00000357787	ENSGALP00000022218
ENSP00000246337	ENSGALP00000016593
ENSP00000364261	ENSGALP00000022882
ENSP00000377577	ENSGALP00000031931
ENSP00000265857	ENSGALP00000006013
ENSP00000394394	ENSGALP00000006056
ENSP00000334767	ENSGALP00000041995
ENSP00000312625	ENSGALP00000016363
ENSP00000288937	ENSGALP00000004094
ENSP00000356632	ENSGALP00000022400
ENSP00000361232	ENSGALP00000005578
ENSP00000373304	ENSGALP00000010416
ENSP00000304945	ENSGALP00000001246
ENSP00000377007	ENSGALP00000038350
ENSP00000215917	ENSGALP00000008995
ENSP00000401018	ENSGALP00000001292
ENSP00000259400	ENSGALP00000021905
ENSP00000413908	ENSGALP00000018548
ENSP00000417764	ENSGALP00000022055
ENSP00000458954	ENSGALP00000002634
ENSP00000379157	ENSGALP00000036895
ENSP00000355499	ENSGALP00000017409
ENSP00000216027	ENSGALP00000009138
ENSP00000295702	ENSGALP00000001107
ENSP00000363360	ENSGALP00000032142
ENSP00000475924	ENSGALP00000005078
ENSP00000367638	ENSGALP00000004079
ENSP00000370966	ENSGALP00000025722
ENSP00000338039	ENSGALP00000000338
ENSP00000376767	ENSGALP00000012786
ENSP00000225728	ENSGALP00000009649
ENSP00000381378	ENSGALP00000026693
ENSP00000320794	ENSGALP00000023862
ENSP00000255304	ENSGALP00000027538
ENSP00000373657	ENSGALP00000004171
ENSP00000296679	ENSGALP00000006929
ENSP00000391747	ENSGALP00000035713
ENSP00000354728	ENSGALP00000034620
ENSP00000378857	ENSGALP00000011222
ENSP00000309515	ENSGALP00000007254
ENSP00000363680	ENSGALP00000007125
ENSP00000381282	ENSGALP00000040983
ENSP00000279281	ENSGALP00000039522
ENSP00000369391	ENSGALP00000020863
ENSP00000261368	ENSGALP00000008538
ENSP00000427550	ENSGALP00000022468
ENSP00000344432	ENSGALP00000025128
ENSP00000219299	ENSGALP00000001298
ENSP00000419628	ENSGALP00000022598
ENSP00000359507	ENSGALP00000011996
ENSP00000355958	ENSGALP00000015973
ENSP00000265983	ENSGALP00000035386
ENSP00000312706	ENSGALP00000041568
ENSP00000421917	ENSGALP00000009253
ENSP00000322609	ENSGALP00000032268
ENSP00000427820	ENSGALP00000025051
ENSP00000373176	ENSGALP00000024462
ENSP00000460964	ENSGALP00000016986
ENSP00000443216	ENSGALP00000005743
ENSP00000219066	ENSGALP00000008999
ENSP00000413632	ENSGALP00000024986
ENSP00000374125	ENSGALP00000033928
ENSP00000297977	ENSGALP00000011393
ENSP00000299505	ENSGALP00000007924
ENSP00000238018	ENSGALP00000024386
ENSP00000285697	ENSGALP00000027994
ENSP00000462717	ENSGALP00000008887
ENSP00000268668	ENSGALP00000008764
ENSP00000249299	ENSGALP00000014820
ENSP00000310686	ENSGALP00000013349
ENSP00000323184	ENSGALP00000012396
ENSP00000222990	ENSGALP00000006757
ENSP00000355587	ENSGALP00000017923
ENSP00000361499	ENSGALP00000016843
ENSP00000393541	ENSGALP00000020427
ENSP00000318883	ENSGALP00000021251
ENSP00000339324	ENSGALP00000037976
ENSP00000226230	ENSGALP00000009132
ENSP00000356630	ENSGALP00000022395
ENSP00000361301	ENSGALP00000038307
ENSP00000379047	ENSGALP00000010426
ENSP00000243326	ENSGALP00000036991
ENSP00000232888	ENSGALP00000002168
ENSP00000359606	ENSGALP00000032675
ENSP00000325326	ENSGALP00000038338
ENSP00000434480	ENSGALP00000030736
ENSP00000380242	ENSGALP00000040172
ENSP00000333401	ENSGALP00000002407
ENSP00000462333	ENSGALP00000019265
ENSP00000370803	ENSGALP00000011207
ENSP00000358742	ENSGALP00000013642
ENSP00000276689	ENSGALP00000026301
ENSP00000371471	ENSGALP00000026400
ENSP00000392395	ENSGALP00000003409
ENSP00000234827	ENSGALP00000017466
ENSP00000246062	ENSGALP00000043019
ENSP00000224950	ENSGALP00000013504
ENSP00000319979	ENSGALP00000002180
ENSP00000253462	ENSGALP00000042775
ENSP00000361894	ENSGALP00000013950
ENSP00000318264	ENSGALP00000043093
ENSP00000291560	ENSGALP00000026071
ENSP00000305255	ENSGALP00000001877
ENSP00000225729	ENSGALP00000007928
ENSP00000355077	ENSGALP00000010185
ENSP00000419475	ENSGALP00000041205
ENSP00000374501	ENSGALP00000025298
ENSP00000325425	ENSGALP00000002680
ENSP00000386433	ENSGALP00000000215
ENSP00000369318	ENSGALP00000023601
ENSP00000307617	ENSGALP00000008651
ENSP00000333813	ENSGALP00000013898
ENSP00000245543	ENSGALP00000012915
ENSP00000361625	ENSGALP00000007131
ENSP00000366237	ENSGALP00000004446
ENSP00000364613	ENSGALP00000043453
ENSP00000310998	ENSGALP00000003244
ENSP00000380679	ENSGALP00000011394
ENSP00000219548	ENSGALP00000001527
ENSP00000418287	ENSGALP00000042488
ENSP00000350409	ENSGALP00000026999
ENSP00000339834	ENSGALP00000021206
ENSP00000317542	ENSGALP00000029912
ENSP00000441930	ENSGALP00000007762
ENSP00000297156	ENSGALP00000010335
ENSP00000369335	ENSGALP00000013249
ENSP00000301634	ENSGALP00000011630
ENSP00000442297	ENSGALP00000024519
ENSP00000359904	ENSGALP00000018514
ENSP00000299563	ENSGALP00000027916
ENSP00000305069	ENSGALP00000015495
ENSP00000380883	ENSGALP00000013088
ENSP00000388169	ENSGALP00000010800
ENSP00000281703	ENSGALP00000034077
ENSP00000330393	ENSGALP00000032296
ENSP00000237283	ENSGALP00000031149
ENSP00000375082	ENSGALP00000027320
ENSP00000457748	ENSGALP00000005807
ENSP00000378427	ENSGALP00000010282
ENSP00000304854	ENSGALP00000002646
ENSP00000359404	ENSGALP00000009598
ENSP00000374390	ENSGALP00000016812
ENSP00000246070	ENSGALP00000014483
ENSP00000451812	ENSGALP00000031928
ENSP00000365550	ENSGALP00000020523
ENSP00000421491	ENSGALP00000025133
ENSP00000262319	ENSGALP00000015108
ENSP00000332721	ENSGALP00000003194
ENSP00000286732	ENSGALP00000033469
ENSP00000411169	ENSGALP00000002517
ENSP00000476383	ENSGALP00000017164
ENSP00000249079	ENSGALP00000020059
ENSP00000290541	ENSGALP00000028488
ENSP00000292566	ENSGALP00000002850
ENSP00000385205	ENSGALP00000029955
ENSP00000320251	ENSGALP00000024454
ENSP00000319417	ENSGALP00000035664
ENSP00000242257	ENSGALP00000006732
ENSP00000256996	ENSGALP00000013362
ENSP00000379430	ENSGALP00000030200
ENSP00000444156	ENSGALP00000004770
ENSP00000247271	ENSGALP00000008960
ENSP00000258383	ENSGALP00000004833
ENSP00000221233	ENSGALP00000042151
ENSP00000379472	ENSGALP00000019451
ENSP00000355593	ENSGALP00000040765
ENSP00000286307	ENSGALP00000005885
ENSP00000330737	ENSGALP00000018456
ENSP00000421169	ENSGALP00000022991
ENSP00000304133	ENSGALP00000040027
ENSP00000349977	ENSGALP00000000316
ENSP00000342295	ENSGALP00000023684
ENSP00000367029	ENSGALP00000008649
ENSP00000393583	ENSGALP00000011154
ENSP00000419270	ENSGALP00000002831
