ENSACAP00000008923	ENSLOCP00000011371
ENSACAP00000007934	ENSLOCP00000005334
ENSACAP00000013356	ENSLOCP00000001397
ENSACAP00000023309	ENSLOCP00000002622
ENSACAP00000010319	ENSLOCP00000020802
ENSACAP00000003940	ENSLOCP00000006855
ENSACAP00000014463	ENSLOCP00000011866
ENSACAP00000002619	ENSLOCP00000011049
ENSACAP00000005101	ENSLOCP00000006383
ENSACAP00000008980	ENSLOCP00000013064
ENSACAP00000008825	ENSLOCP00000019641
ENSACAP00000009589	ENSLOCP00000010743
ENSACAP00000014542	ENSLOCP00000003303
ENSACAP00000001873	ENSLOCP00000012300
ENSACAP00000009791	ENSLOCP00000006704
ENSACAP00000001485	ENSLOCP00000004297
ENSACAP00000000144	ENSLOCP00000020806
ENSACAP00000009187	ENSLOCP00000003696
ENSACAP00000007737	ENSLOCP00000009456
ENSACAP00000016892	ENSLOCP00000000830
ENSACAP00000011545	ENSLOCP00000018670
ENSACAP00000011446	ENSLOCP00000002805
ENSACAP00000014424	ENSLOCP00000011400
ENSACAP00000007077	ENSLOCP00000017884
ENSACAP00000013339	ENSLOCP00000016207
ENSACAP00000007235	ENSLOCP00000009705
ENSACAP00000002590	ENSLOCP00000007105
ENSACAP00000016847	ENSLOCP00000014066
ENSACAP00000010951	ENSLOCP00000014727
ENSACAP00000016196	ENSLOCP00000013309
ENSACAP00000003636	ENSLOCP00000012327
ENSACAP00000001709	ENSLOCP00000006796
ENSACAP00000014550	ENSLOCP00000004812
ENSACAP00000005073	ENSLOCP00000017486
ENSACAP00000017469	ENSLOCP00000009726
ENSACAP00000017006	ENSLOCP00000010712
ENSACAP00000001598	ENSLOCP00000019765
ENSACAP00000015432	ENSLOCP00000001287
ENSACAP00000009058	ENSLOCP00000011230
ENSACAP00000007169	ENSLOCP00000007086
ENSACAP00000003558	ENSLOCP00000015157
ENSACAP00000000653	ENSLOCP00000002213
ENSACAP00000014618	ENSLOCP00000016685
ENSACAP00000004411	ENSLOCP00000001460
ENSACAP00000012921	ENSLOCP00000013638
ENSACAP00000014197	ENSLOCP00000019897
ENSACAP00000004167	ENSLOCP00000019784
ENSACAP00000009820	ENSLOCP00000011990
ENSACAP00000011823	ENSLOCP00000013328
ENSACAP00000002332	ENSLOCP00000020271
ENSACAP00000001220	ENSLOCP00000007228
ENSACAP00000002372	ENSLOCP00000020967
ENSACAP00000007983	ENSLOCP00000018724
ENSACAP00000017135	ENSLOCP00000015032
ENSACAP00000000925	ENSLOCP00000002143
ENSACAP00000011251	ENSLOCP00000020498
ENSACAP00000006996	ENSLOCP00000019904
ENSACAP00000002499	ENSLOCP00000006048
ENSACAP00000005796	ENSLOCP00000017725
ENSACAP00000007910	ENSLOCP00000018909
ENSACAP00000011914	ENSLOCP00000012207
ENSACAP00000003836	ENSLOCP00000007740
ENSACAP00000012463	ENSLOCP00000003866
ENSACAP00000002269	ENSLOCP00000017489
ENSACAP00000000656	ENSLOCP00000006133
ENSACAP00000015330	ENSLOCP00000000954
ENSACAP00000018671	ENSLOCP00000000920
ENSACAP00000015951	ENSLOCP00000005903
ENSACAP00000011816	ENSLOCP00000015901
ENSACAP00000010812	ENSLOCP00000012227
ENSACAP00000003941	ENSLOCP00000018541
ENSACAP00000002558	ENSLOCP00000016699
ENSACAP00000016330	ENSLOCP00000019313
ENSACAP00000003265	ENSLOCP00000010867
ENSACAP00000011010	ENSLOCP00000014280
ENSACAP00000020041	ENSLOCP00000001344
ENSACAP00000011270	ENSLOCP00000005185
ENSACAP00000002358	ENSLOCP00000003615
ENSACAP00000016524	ENSLOCP00000010614
ENSACAP00000012593	ENSLOCP00000020543
ENSACAP00000017140	ENSLOCP00000007727
ENSACAP00000000358	ENSLOCP00000018661
ENSACAP00000012432	ENSLOCP00000013723
ENSACAP00000011174	ENSLOCP00000020612
ENSACAP00000010141	ENSLOCP00000017181
ENSACAP00000004177	ENSLOCP00000016221
ENSACAP00000013296	ENSLOCP00000001104
ENSACAP00000009004	ENSLOCP00000016241
ENSACAP00000013763	ENSLOCP00000021161
ENSACAP00000011138	ENSLOCP00000006320
ENSACAP00000021024	ENSLOCP00000011785
ENSACAP00000007142	ENSLOCP00000016013
ENSACAP00000003617	ENSLOCP00000002670
ENSACAP00000007596	ENSLOCP00000011519
ENSACAP00000006710	ENSLOCP00000016599
ENSACAP00000005321	ENSLOCP00000006717
ENSACAP00000004008	ENSLOCP00000009953
ENSACAP00000002062	ENSLOCP00000005550
ENSACAP00000002196	ENSLOCP00000013317
ENSACAP00000009562	ENSLOCP00000011885
ENSACAP00000001775	ENSLOCP00000006622
ENSACAP00000003127	ENSLOCP00000009653
ENSACAP00000003294	ENSLOCP00000001310
ENSACAP00000002850	ENSLOCP00000011354
ENSACAP00000014979	ENSLOCP00000000006
ENSACAP00000005857	ENSLOCP00000015205
ENSACAP00000011828	ENSLOCP00000008988
ENSACAP00000001424	ENSLOCP00000003201
ENSACAP00000017026	ENSLOCP00000021098
ENSACAP00000005515	ENSLOCP00000013643
ENSACAP00000017456	ENSLOCP00000016016
ENSACAP00000007558	ENSLOCP00000012961
ENSACAP00000001715	ENSLOCP00000012281
ENSACAP00000011133	ENSLOCP00000001522
ENSACAP00000011038	ENSLOCP00000002060
ENSACAP00000022258	ENSLOCP00000004880
ENSACAP00000017395	ENSLOCP00000010331
ENSACAP00000019633	ENSLOCP00000009640
ENSACAP00000022604	ENSLOCP00000010713
ENSACAP00000013263	ENSLOCP00000016717
ENSACAP00000012975	ENSLOCP00000018627
ENSACAP00000012007	ENSLOCP00000010388
ENSACAP00000012435	ENSLOCP00000003245
ENSACAP00000001772	ENSLOCP00000007791
ENSACAP00000013158	ENSLOCP00000018895
ENSACAP00000013326	ENSLOCP00000018014
ENSACAP00000009162	ENSLOCP00000009865
ENSACAP00000013598	ENSLOCP00000015636
ENSACAP00000003823	ENSLOCP00000010111
ENSACAP00000008606	ENSLOCP00000006562
ENSACAP00000004043	ENSLOCP00000009969
ENSACAP00000011644	ENSLOCP00000007918
ENSACAP00000004072	ENSLOCP00000014583
ENSACAP00000001393	ENSLOCP00000017922
ENSACAP00000015319	ENSLOCP00000002660
ENSACAP00000015157	ENSLOCP00000011234
ENSACAP00000014302	ENSLOCP00000015367
ENSACAP00000010626	ENSLOCP00000007777
ENSACAP00000016814	ENSLOCP00000018394
ENSACAP00000006212	ENSLOCP00000002262
ENSACAP00000015261	ENSLOCP00000008416
ENSACAP00000006959	ENSLOCP00000018461
ENSACAP00000008961	ENSLOCP00000005924
ENSACAP00000011234	ENSLOCP00000002590
ENSACAP00000022951	ENSLOCP00000015715
ENSACAP00000006786	ENSLOCP00000008036
ENSACAP00000016167	ENSLOCP00000008697
ENSACAP00000020490	ENSLOCP00000006310
ENSACAP00000009615	ENSLOCP00000011145
ENSACAP00000006813	ENSLOCP00000019052
ENSACAP00000006886	ENSLOCP00000009772
ENSACAP00000010522	ENSLOCP00000009974
ENSACAP00000012457	ENSLOCP00000005697
ENSACAP00000004441	ENSLOCP00000005666
ENSACAP00000000806	ENSLOCP00000019227
ENSACAP00000003517	ENSLOCP00000009117
ENSACAP00000000180	ENSLOCP00000019271
ENSACAP00000015276	ENSLOCP00000002925
ENSACAP00000009566	ENSLOCP00000003586
ENSACAP00000011771	ENSLOCP00000008080
ENSACAP00000002078	ENSLOCP00000020404
ENSACAP00000006131	ENSLOCP00000016452
ENSACAP00000008085	ENSLOCP00000007163
ENSACAP00000011632	ENSLOCP00000004863
ENSACAP00000008960	ENSLOCP00000015847
ENSACAP00000007628	ENSLOCP00000019810
ENSACAP00000008934	ENSLOCP00000006470
ENSACAP00000018931	ENSLOCP00000020843
ENSACAP00000009269	ENSLOCP00000009119
ENSACAP00000015964	ENSLOCP00000014438
ENSACAP00000013332	ENSLOCP00000005130
ENSACAP00000017005	ENSLOCP00000007051
ENSACAP00000013310	ENSLOCP00000015898
ENSACAP00000016415	ENSLOCP00000015700
ENSACAP00000022238	ENSLOCP00000005190
ENSACAP00000008156	ENSLOCP00000001640
ENSACAP00000004813	ENSLOCP00000009884
ENSACAP00000004195	ENSLOCP00000016174
ENSACAP00000002680	ENSLOCP00000003479
ENSACAP00000005735	ENSLOCP00000007690
ENSACAP00000009322	ENSLOCP00000004286
ENSACAP00000016026	ENSLOCP00000020197
ENSACAP00000007822	ENSLOCP00000019004
ENSACAP00000015757	ENSLOCP00000008775
ENSACAP00000002832	ENSLOCP00000019864
ENSACAP00000011993	ENSLOCP00000006882
ENSACAP00000016820	ENSLOCP00000005796
ENSACAP00000003887	ENSLOCP00000010748
ENSACAP00000011690	ENSLOCP00000010457
ENSACAP00000008177	ENSLOCP00000013293
ENSACAP00000011005	ENSLOCP00000016577
ENSACAP00000016490	ENSLOCP00000004981
ENSACAP00000016429	ENSLOCP00000013125
ENSACAP00000007735	ENSLOCP00000006870
ENSACAP00000002728	ENSLOCP00000010900
ENSACAP00000012944	ENSLOCP00000004417
ENSACAP00000017132	ENSLOCP00000007704
ENSACAP00000008645	ENSLOCP00000008193
ENSACAP00000000646	ENSLOCP00000013682
ENSACAP00000015658	ENSLOCP00000011262
ENSACAP00000001570	ENSLOCP00000021350
ENSACAP00000011245	ENSLOCP00000013130
ENSACAP00000000550	ENSLOCP00000008071
ENSACAP00000012365	ENSLOCP00000003489
ENSACAP00000011649	ENSLOCP00000007770
ENSACAP00000004559	ENSLOCP00000013502
ENSACAP00000002075	ENSLOCP00000008717
ENSACAP00000007083	ENSLOCP00000012724
ENSACAP00000002283	ENSLOCP00000002391
ENSACAP00000003965	ENSLOCP00000019883
ENSACAP00000002781	ENSLOCP00000010408
ENSACAP00000006364	ENSLOCP00000016412
ENSACAP00000011549	ENSLOCP00000014014
ENSACAP00000007880	ENSLOCP00000018840
ENSACAP00000017587	ENSLOCP00000004370
ENSACAP00000015547	ENSLOCP00000014878
ENSACAP00000004621	ENSLOCP00000006676
ENSACAP00000005808	ENSLOCP00000021281
ENSACAP00000000688	ENSLOCP00000010693
ENSACAP00000007972	ENSLOCP00000000817
ENSACAP00000006860	ENSLOCP00000006995
ENSACAP00000008811	ENSLOCP00000011191
ENSACAP00000004606	ENSLOCP00000006864
ENSACAP00000016281	ENSLOCP00000018673
ENSACAP00000013010	ENSLOCP00000010321
ENSACAP00000003808	ENSLOCP00000014666
ENSACAP00000019288	ENSLOCP00000021217
ENSACAP00000001605	ENSLOCP00000006561
ENSACAP00000004989	ENSLOCP00000013129
ENSACAP00000003459	ENSLOCP00000014695
ENSACAP00000010088	ENSLOCP00000017164
ENSACAP00000014199	ENSLOCP00000009501
ENSACAP00000012782	ENSLOCP00000008020
ENSACAP00000006430	ENSLOCP00000012372
ENSACAP00000005715	ENSLOCP00000019256
ENSACAP00000005228	ENSLOCP00000011797
ENSACAP00000012337	ENSLOCP00000018343
ENSACAP00000011590	ENSLOCP00000007935
ENSACAP00000008253	ENSLOCP00000017849
ENSACAP00000002910	ENSLOCP00000019867
ENSACAP00000002211	ENSLOCP00000001983
ENSACAP00000001883	ENSLOCP00000004558
ENSACAP00000002582	ENSLOCP00000005703
ENSACAP00000015788	ENSLOCP00000008442
ENSACAP00000000965	ENSLOCP00000001061
ENSACAP00000000405	ENSLOCP00000016997
ENSACAP00000001012	ENSLOCP00000019037
ENSACAP00000005514	ENSLOCP00000013608
ENSACAP00000003366	ENSLOCP00000001571
ENSACAP00000017568	ENSLOCP00000004707
ENSACAP00000013387	ENSLOCP00000016079
ENSACAP00000002517	ENSLOCP00000011737
ENSACAP00000003411	ENSLOCP00000000458
ENSACAP00000019580	ENSLOCP00000015224
ENSACAP00000002809	ENSLOCP00000019863
ENSACAP00000015065	ENSLOCP00000002835
ENSACAP00000013890	ENSLOCP00000019942
ENSACAP00000001936	ENSLOCP00000007287
ENSACAP00000000648	ENSLOCP00000001852
ENSACAP00000019172	ENSLOCP00000013297
ENSACAP00000000245	ENSLOCP00000016766
ENSACAP00000011880	ENSLOCP00000015371
ENSACAP00000016325	ENSLOCP00000018683
ENSACAP00000007497	ENSLOCP00000007187
ENSACAP00000006946	ENSLOCP00000010863
ENSACAP00000008908	ENSLOCP00000017274
ENSACAP00000007196	ENSLOCP00000000963
ENSACAP00000007194	ENSLOCP00000016102
ENSACAP00000006536	ENSLOCP00000011776
ENSACAP00000013716	ENSLOCP00000000506
ENSACAP00000016446	ENSLOCP00000015613
ENSACAP00000011889	ENSLOCP00000014912
ENSACAP00000003356	ENSLOCP00000001587
ENSACAP00000014090	ENSLOCP00000021040
ENSACAP00000004201	ENSLOCP00000018295
ENSACAP00000007959	ENSLOCP00000008026
ENSACAP00000000587	ENSLOCP00000019821
ENSACAP00000003839	ENSLOCP00000020468
ENSACAP00000001397	ENSLOCP00000019508
ENSACAP00000001994	ENSLOCP00000013728
ENSACAP00000006864	ENSLOCP00000019617
ENSACAP00000022439	ENSLOCP00000011301
ENSACAP00000005793	ENSLOCP00000016804
ENSACAP00000011209	ENSLOCP00000006339
ENSACAP00000008810	ENSLOCP00000017048
ENSACAP00000015683	ENSLOCP00000016701
ENSACAP00000012250	ENSLOCP00000005787
ENSACAP00000019731	ENSLOCP00000007263
ENSACAP00000012901	ENSLOCP00000011948
ENSACAP00000011059	ENSLOCP00000013049
ENSACAP00000008915	ENSLOCP00000004879
ENSACAP00000016289	ENSLOCP00000005628
ENSACAP00000000823	ENSLOCP00000010733
ENSACAP00000016881	ENSLOCP00000017557
ENSACAP00000017584	ENSLOCP00000004456
ENSACAP00000005574	ENSLOCP00000009364
ENSACAP00000015942	ENSLOCP00000014895
ENSACAP00000010681	ENSLOCP00000015098
ENSACAP00000003502	ENSLOCP00000018928
ENSACAP00000000577	ENSLOCP00000000261
ENSACAP00000000577	ENSLOCP00000018101
ENSACAP00000008102	ENSLOCP00000017750
ENSACAP00000008773	ENSLOCP00000016313
ENSACAP00000017480	ENSLOCP00000011626
ENSACAP00000019891	ENSLOCP00000006784
ENSACAP00000014407	ENSLOCP00000009627
ENSACAP00000009396	ENSLOCP00000017320
ENSACAP00000015110	ENSLOCP00000013089
ENSACAP00000002609	ENSLOCP00000012592
ENSACAP00000022343	ENSLOCP00000011659
ENSACAP00000013818	ENSLOCP00000015747
ENSACAP00000015715	ENSLOCP00000007364
ENSACAP00000022648	ENSLOCP00000018241
ENSACAP00000001069	ENSLOCP00000007110
ENSACAP00000023045	ENSLOCP00000005571
ENSACAP00000015645	ENSLOCP00000006059
ENSACAP00000006517	ENSLOCP00000004455
ENSACAP00000006486	ENSLOCP00000001698
ENSACAP00000001403	ENSLOCP00000020851
ENSACAP00000014452	ENSLOCP00000007650
ENSACAP00000005844	ENSLOCP00000007194
ENSACAP00000005554	ENSLOCP00000020863
ENSACAP00000021609	ENSLOCP00000008043
ENSACAP00000002435	ENSLOCP00000011716
ENSACAP00000014191	ENSLOCP00000009716
ENSACAP00000009827	ENSLOCP00000013382
ENSACAP00000010778	ENSLOCP00000004129
ENSACAP00000014859	ENSLOCP00000005329
ENSACAP00000002056	ENSLOCP00000003893
ENSACAP00000016726	ENSLOCP00000009617
ENSACAP00000006555	ENSLOCP00000019970
ENSACAP00000003931	ENSLOCP00000016001
ENSACAP00000009281	ENSLOCP00000007430
ENSACAP00000009753	ENSLOCP00000005925
ENSACAP00000005707	ENSLOCP00000019803
ENSACAP00000019574	ENSLOCP00000006149
ENSACAP00000011371	ENSLOCP00000021140
ENSACAP00000005070	ENSLOCP00000012525
ENSACAP00000022637	ENSLOCP00000020500
ENSACAP00000001283	ENSLOCP00000021237
ENSACAP00000023291	ENSLOCP00000009556
ENSACAP00000021641	ENSLOCP00000013951
ENSACAP00000005366	ENSLOCP00000020638
ENSACAP00000015933	ENSLOCP00000013494
ENSACAP00000013944	ENSLOCP00000009125
ENSACAP00000005047	ENSLOCP00000001206
ENSACAP00000013162	ENSLOCP00000014973
ENSACAP00000001488	ENSLOCP00000005892
ENSACAP00000009225	ENSLOCP00000008859
ENSACAP00000004981	ENSLOCP00000012391
ENSACAP00000003814	ENSLOCP00000003493
ENSACAP00000016927	ENSLOCP00000013217
ENSACAP00000008458	ENSLOCP00000020866
ENSACAP00000002526	ENSLOCP00000016876
ENSACAP00000005325	ENSLOCP00000015989
ENSACAP00000003032	ENSLOCP00000005886
ENSACAP00000002361	ENSLOCP00000012533
ENSACAP00000016934	ENSLOCP00000003927
ENSACAP00000001390	ENSLOCP00000019636
ENSACAP00000005718	ENSLOCP00000021284
ENSACAP00000006435	ENSLOCP00000005808
ENSACAP00000016731	ENSLOCP00000015544
ENSACAP00000014919	ENSLOCP00000012977
ENSACAP00000013636	ENSLOCP00000007133
ENSACAP00000009382	ENSLOCP00000017314
ENSACAP00000005502	ENSLOCP00000020067
ENSACAP00000011316	ENSLOCP00000018506
ENSACAP00000016764	ENSLOCP00000010213
ENSACAP00000010409	ENSLOCP00000014523
ENSACAP00000005783	ENSLOCP00000021283
ENSACAP00000000032	ENSLOCP00000021107
ENSACAP00000013680	ENSLOCP00000018076
ENSACAP00000003524	ENSLOCP00000009083
ENSACAP00000004521	ENSLOCP00000012652
ENSACAP00000003122	ENSLOCP00000016902
ENSACAP00000003679	ENSLOCP00000010678
ENSACAP00000017198	ENSLOCP00000010097
ENSACAP00000003100	ENSLOCP00000017355
ENSACAP00000006964	ENSLOCP00000005186
ENSACAP00000012058	ENSLOCP00000017666
ENSACAP00000014922	ENSLOCP00000019470
ENSACAP00000012111	ENSLOCP00000013743
ENSACAP00000009285	ENSLOCP00000017019
ENSACAP00000014053	ENSLOCP00000021192
ENSACAP00000014088	ENSLOCP00000002686
ENSACAP00000000812	ENSLOCP00000018629
ENSACAP00000001626	ENSLOCP00000019656
ENSACAP00000000894	ENSLOCP00000014050
ENSACAP00000011110	ENSLOCP00000010427
ENSACAP00000016150	ENSLOCP00000002396
ENSACAP00000012772	ENSLOCP00000001524
ENSACAP00000010488	ENSLOCP00000021265
ENSACAP00000011692	ENSLOCP00000020563
ENSACAP00000015258	ENSLOCP00000015905
ENSACAP00000006650	ENSLOCP00000007043
ENSACAP00000009780	ENSLOCP00000014815
ENSACAP00000006220	ENSLOCP00000012587
ENSACAP00000011474	ENSLOCP00000000231
ENSACAP00000013172	ENSLOCP00000013276
ENSACAP00000011565	ENSLOCP00000001687
ENSACAP00000012947	ENSLOCP00000008248
ENSACAP00000013211	ENSLOCP00000005261
ENSACAP00000014599	ENSLOCP00000006497
ENSACAP00000012835	ENSLOCP00000006054
ENSACAP00000003047	ENSLOCP00000018218
ENSACAP00000008540	ENSLOCP00000007035
ENSACAP00000005585	ENSLOCP00000019820
ENSACAP00000012215	ENSLOCP00000007193
ENSACAP00000013111	ENSLOCP00000016614
ENSACAP00000005375	ENSLOCP00000009427
ENSACAP00000011821	ENSLOCP00000006571
ENSACAP00000004582	ENSLOCP00000008227
ENSACAP00000002996	ENSLOCP00000002808
ENSACAP00000004378	ENSLOCP00000015996
ENSACAP00000015309	ENSLOCP00000006829
ENSACAP00000003247	ENSLOCP00000011288
ENSACAP00000002639	ENSLOCP00000005946
ENSACAP00000005014	ENSLOCP00000019548
ENSACAP00000005245	ENSLOCP00000021311
ENSACAP00000014822	ENSLOCP00000013334
ENSACAP00000010389	ENSLOCP00000012329
ENSACAP00000011836	ENSLOCP00000020963
ENSACAP00000015293	ENSLOCP00000000011
ENSACAP00000003741	ENSLOCP00000008919
ENSACAP00000013167	ENSLOCP00000014007
ENSACAP00000004683	ENSLOCP00000003029
ENSACAP00000013489	ENSLOCP00000001730
ENSACAP00000003668	ENSLOCP00000016787
ENSACAP00000015003	ENSLOCP00000012388
ENSACAP00000009625	ENSLOCP00000009837
ENSACAP00000012350	ENSLOCP00000018804
ENSACAP00000006516	ENSLOCP00000009389
ENSACAP00000018445	ENSLOCP00000019043
ENSACAP00000003134	ENSLOCP00000005024
ENSACAP00000012827	ENSLOCP00000005968
ENSACAP00000007134	ENSLOCP00000002014
ENSACAP00000007337	ENSLOCP00000009574
ENSACAP00000001697	ENSLOCP00000021359
ENSACAP00000008155	ENSLOCP00000005133
ENSACAP00000007760	ENSLOCP00000004717
ENSACAP00000003444	ENSLOCP00000007771
ENSACAP00000007514	ENSLOCP00000009181
ENSACAP00000011320	ENSLOCP00000004351
ENSACAP00000009423	ENSLOCP00000012737
ENSACAP00000004081	ENSLOCP00000019305
ENSACAP00000000003	ENSLOCP00000006969
ENSACAP00000003296	ENSLOCP00000007691
ENSACAP00000000128	ENSLOCP00000003377
ENSACAP00000013426	ENSLOCP00000004006
ENSACAP00000001301	ENSLOCP00000006089
ENSACAP00000014521	ENSLOCP00000011373
ENSACAP00000012699	ENSLOCP00000017862
ENSACAP00000022047	ENSLOCP00000003715
ENSACAP00000010544	ENSLOCP00000006141
ENSACAP00000008684	ENSLOCP00000008398
ENSACAP00000015695	ENSLOCP00000007391
ENSACAP00000013958	ENSLOCP00000013759
ENSACAP00000011291	ENSLOCP00000002844
ENSACAP00000006334	ENSLOCP00000006675
ENSACAP00000008984	ENSLOCP00000003057
ENSACAP00000013164	ENSLOCP00000013412
ENSACAP00000004260	ENSLOCP00000014840
ENSACAP00000005472	ENSLOCP00000013870
ENSACAP00000014895	ENSLOCP00000011190
ENSACAP00000006743	ENSLOCP00000016499
ENSACAP00000012480	ENSLOCP00000008357
ENSACAP00000016561	ENSLOCP00000017182
ENSACAP00000018097	ENSLOCP00000020387
ENSACAP00000003484	ENSLOCP00000014703
ENSACAP00000003683	ENSLOCP00000015706
ENSACAP00000004038	ENSLOCP00000015598
ENSACAP00000013305	ENSLOCP00000015048
ENSACAP00000012851	ENSLOCP00000019219
ENSACAP00000014529	ENSLOCP00000001772
ENSACAP00000004267	ENSLOCP00000002561
ENSACAP00000012466	ENSLOCP00000010129
ENSACAP00000007302	ENSLOCP00000012895
ENSACAP00000015609	ENSLOCP00000012615
ENSACAP00000016926	ENSLOCP00000010644
ENSACAP00000012043	ENSLOCP00000006981
ENSACAP00000013838	ENSLOCP00000018110
ENSACAP00000007205	ENSLOCP00000007404
ENSACAP00000008400	ENSLOCP00000001763
ENSACAP00000010970	ENSLOCP00000008386
ENSACAP00000000842	ENSLOCP00000019677
ENSACAP00000021947	ENSLOCP00000014533
ENSACAP00000006179	ENSLOCP00000013030
ENSACAP00000009953	ENSLOCP00000003911
ENSACAP00000005372	ENSLOCP00000013701
ENSACAP00000008057	ENSLOCP00000021083
ENSACAP00000008574	ENSLOCP00000007401
ENSACAP00000014293	ENSLOCP00000004716
ENSACAP00000013530	ENSLOCP00000015933
ENSACAP00000022481	ENSLOCP00000013931
ENSACAP00000011153	ENSLOCP00000007407
ENSACAP00000001169	ENSLOCP00000019582
ENSACAP00000008401	ENSLOCP00000020558
ENSACAP00000010733	ENSLOCP00000006536
ENSACAP00000007281	ENSLOCP00000021689
ENSACAP00000016783	ENSLOCP00000009698
ENSACAP00000013791	ENSLOCP00000019376
ENSACAP00000016261	ENSLOCP00000009842
ENSACAP00000015419	ENSLOCP00000020677
ENSACAP00000014069	ENSLOCP00000010691
ENSACAP00000009215	ENSLOCP00000013569
ENSACAP00000011661	ENSLOCP00000000900
ENSACAP00000013748	ENSLOCP00000009960
ENSACAP00000011867	ENSLOCP00000001558
ENSACAP00000007958	ENSLOCP00000003425
ENSACAP00000011627	ENSLOCP00000005086
ENSACAP00000003945	ENSLOCP00000010984
ENSACAP00000012624	ENSLOCP00000001696
ENSACAP00000002021	ENSLOCP00000012431
ENSACAP00000010485	ENSLOCP00000013065
ENSACAP00000016296	ENSLOCP00000014527
ENSACAP00000015269	ENSLOCP00000007656
ENSACAP00000016552	ENSLOCP00000012732
ENSACAP00000005187	ENSLOCP00000012379
ENSACAP00000012935	ENSLOCP00000001274
ENSACAP00000015181	ENSLOCP00000013079
ENSACAP00000003735	ENSLOCP00000018921
ENSACAP00000009217	ENSLOCP00000011628
ENSACAP00000006156	ENSLOCP00000016636
ENSACAP00000015537	ENSLOCP00000008706
ENSACAP00000012761	ENSLOCP00000002177
ENSACAP00000010287	ENSLOCP00000021124
ENSACAP00000015459	ENSLOCP00000015178
ENSACAP00000009910	ENSLOCP00000014411
ENSACAP00000007786	ENSLOCP00000015836
ENSACAP00000016387	ENSLOCP00000005715
ENSACAP00000007949	ENSLOCP00000013509
ENSACAP00000006901	ENSLOCP00000009752
ENSACAP00000006847	ENSLOCP00000006917
ENSACAP00000007038	ENSLOCP00000009614
ENSACAP00000002760	ENSLOCP00000004842
ENSACAP00000001170	ENSLOCP00000008052
ENSACAP00000012199	ENSLOCP00000002116
ENSACAP00000017413	ENSLOCP00000016047
ENSACAP00000000685	ENSLOCP00000019541
ENSACAP00000006340	ENSLOCP00000019683
ENSACAP00000000899	ENSLOCP00000002264
ENSACAP00000006983	ENSLOCP00000009807
ENSACAP00000003146	ENSLOCP00000003734
ENSACAP00000003783	ENSLOCP00000015266
ENSACAP00000012042	ENSLOCP00000013724
ENSACAP00000014012	ENSLOCP00000019325
ENSACAP00000006974	ENSLOCP00000012741
ENSACAP00000013828	ENSLOCP00000009138
ENSACAP00000011140	ENSLOCP00000001221
ENSACAP00000015595	ENSLOCP00000018569
ENSACAP00000015946	ENSLOCP00000014905
ENSACAP00000008895	ENSLOCP00000003665
ENSACAP00000003090	ENSLOCP00000001886
ENSACAP00000007984	ENSLOCP00000010817
ENSACAP00000009239	ENSLOCP00000009101
ENSACAP00000006830	ENSLOCP00000017534
ENSACAP00000013596	ENSLOCP00000012630
ENSACAP00000007970	ENSLOCP00000019191
ENSACAP00000020790	ENSLOCP00000016679
ENSACAP00000001887	ENSLOCP00000020792
ENSACAP00000023461	ENSLOCP00000020163
ENSACAP00000023188	ENSLOCP00000013016
ENSACAP00000021554	ENSLOCP00000016859
ENSACAP00000010524	ENSLOCP00000012242
ENSACAP00000001172	ENSLOCP00000021322
ENSACAP00000009837	ENSLOCP00000017146
ENSACAP00000005899	ENSLOCP00000014101
ENSACAP00000000902	ENSLOCP00000007556
ENSACAP00000016362	ENSLOCP00000010708
ENSACAP00000001520	ENSLOCP00000020430
ENSACAP00000003126	ENSLOCP00000002491
ENSACAP00000002988	ENSLOCP00000016252
ENSACAP00000001562	ENSLOCP00000002394
ENSACAP00000002441	ENSLOCP00000011726
ENSACAP00000002617	ENSLOCP00000016959
ENSACAP00000009853	ENSLOCP00000015809
ENSACAP00000000978	ENSLOCP00000007088
ENSACAP00000000194	ENSLOCP00000006408
ENSACAP00000011190	ENSLOCP00000002239
