ENSGALP00000006197	ENSMGAP00000004951
ENSGALP00000027373	ENSMGAP00000017744
ENSGALP00000019575	ENSMGAP00000006916
ENSGALP00000036822	ENSMGAP00000012076
ENSGALP00000021117	ENSMGAP00000005772
ENSGALP00000004529	ENSMGAP00000003318
ENSGALP00000029396	ENSMGAP00000018104
ENSGALP00000019333	ENSMGAP00000012573
ENSGALP00000012057	ENSMGAP00000009804
ENSGALP00000041796	ENSMGAP00000003129
ENSGALP00000038593	ENSMGAP00000005775
ENSGALP00000013127	ENSMGAP00000018998
ENSGALP00000015675	ENSMGAP00000012683
ENSGALP00000019421	ENSMGAP00000012775
ENSGALP00000004501	ENSMGAP00000004054
ENSGALP00000013332	ENSMGAP00000002424
ENSGALP00000004165	ENSMGAP00000001039
ENSGALP00000043370	ENSMGAP00000008151
ENSGALP00000019400	ENSMGAP00000012261
ENSGALP00000011398	ENSMGAP00000008317
ENSGALP00000012365	ENSMGAP00000010202
ENSGALP00000002523	ENSMGAP00000000210
ENSGALP00000040471	ENSMGAP00000000790
ENSGALP00000014669	ENSMGAP00000008720
ENSGALP00000015431	ENSMGAP00000011978
ENSGALP00000018528	ENSMGAP00000014121
ENSGALP00000027851	ENSMGAP00000016179
ENSGALP00000014036	ENSMGAP00000011754
ENSGALP00000003706	ENSMGAP00000001481
ENSGALP00000043134	ENSMGAP00000000130
ENSGALP00000032560	ENSMGAP00000005983
ENSGALP00000007207	ENSMGAP00000019189
ENSGALP00000016427	ENSMGAP00000004145
ENSGALP00000006355	ENSMGAP00000013459
ENSGALP00000012546	ENSMGAP00000009504
ENSGALP00000026908	ENSMGAP00000018178
ENSGALP00000008732	ENSMGAP00000006111
ENSGALP00000031013	ENSMGAP00000014656
ENSGALP00000042691	ENSMGAP00000011775
ENSGALP00000027779	ENSMGAP00000016133
ENSGALP00000040742	ENSMGAP00000007881
ENSGALP00000002186	ENSMGAP00000004327
ENSGALP00000041031	ENSMGAP00000007352
ENSGALP00000023110	ENSMGAP00000012506
ENSGALP00000017145	ENSMGAP00000011654
ENSGALP00000032822	ENSMGAP00000007426
ENSGALP00000007438	ENSMGAP00000018680
ENSGALP00000015956	ENSMGAP00000010756
ENSGALP00000018600	ENSMGAP00000011985
ENSGALP00000015356	ENSMGAP00000001409
ENSGALP00000020353	ENSMGAP00000014891
ENSGALP00000003745	ENSMGAP00000006144
ENSGALP00000029076	ENSMGAP00000001480
ENSGALP00000011158	ENSMGAP00000008605
ENSGALP00000011216	ENSMGAP00000008166
ENSGALP00000003367	ENSMGAP00000003913
ENSGALP00000042238	ENSMGAP00000007482
ENSGALP00000032614	ENSMGAP00000008359
ENSGALP00000000704	ENSMGAP00000008504
ENSGALP00000007780	ENSMGAP00000007112
ENSGALP00000005605	ENSMGAP00000001339
ENSGALP00000004077	ENSMGAP00000009970
ENSGALP00000005287	ENSMGAP00000017920
ENSGALP00000025001	ENSMGAP00000013503
ENSGALP00000018122	ENSMGAP00000008060
ENSGALP00000019929	ENSMGAP00000014475
ENSGALP00000027453	ENSMGAP00000015945
ENSGALP00000018506	ENSMGAP00000011949
ENSGALP00000000541	ENSMGAP00000000943
ENSGALP00000010968	ENSMGAP00000008112
ENSGALP00000015313	ENSMGAP00000008983
ENSGALP00000012877	ENSMGAP00000001531
ENSGALP00000025845	ENSMGAP00000013011
ENSGALP00000001991	ENSMGAP00000007174
ENSGALP00000015260	ENSMGAP00000010637
ENSGALP00000011621	ENSMGAP00000008959
ENSGALP00000005261	ENSMGAP00000003806
ENSGALP00000010200	ENSMGAP00000006880
ENSGALP00000016141	ENSMGAP00000010916
ENSGALP00000024924	ENSMGAP00000014331
ENSGALP00000013963	ENSMGAP00000019467
ENSGALP00000042432	ENSMGAP00000006187
ENSGALP00000021023	ENSMGAP00000004949
ENSGALP00000028267	ENSMGAP00000010608
ENSGALP00000008770	ENSMGAP00000008257
ENSGALP00000020476	ENSMGAP00000013454
ENSGALP00000022899	ENSMGAP00000011713
ENSGALP00000023788	ENSMGAP00000015052
ENSGALP00000011863	ENSMGAP00000010000
ENSGALP00000012024	ENSMGAP00000003866
ENSGALP00000007724	ENSMGAP00000016729
ENSGALP00000011634	ENSMGAP00000008968
ENSGALP00000001721	ENSMGAP00000002430
ENSGALP00000012919	ENSMGAP00000009663
ENSGALP00000014261	ENSMGAP00000009474
ENSGALP00000020888	ENSMGAP00000003999
ENSGALP00000011817	ENSMGAP00000003199
ENSGALP00000014324	ENSMGAP00000008633
ENSGALP00000013467	ENSMGAP00000006191
ENSGALP00000011907	ENSMGAP00000009953
ENSGALP00000022966	ENSMGAP00000001865
ENSGALP00000006234	ENSMGAP00000005533
ENSGALP00000013841	ENSMGAP00000010817
ENSGALP00000014193	ENSMGAP00000006784
ENSGALP00000026078	ENSMGAP00000013584
ENSGALP00000000331	ENSMGAP00000006874
ENSGALP00000006477	ENSMGAP00000005394
ENSGALP00000027765	ENSMGAP00000016124
ENSGALP00000042887	ENSMGAP00000000584
ENSGALP00000022871	ENSMGAP00000014562
ENSGALP00000003001	ENSMGAP00000001629
ENSGALP00000027213	ENSMGAP00000015785
ENSGALP00000027603	ENSMGAP00000016028
ENSGALP00000003681	ENSMGAP00000005623
ENSGALP00000003325	ENSMGAP00000000949
ENSGALP00000041232	ENSMGAP00000012249
ENSGALP00000014899	ENSMGAP00000012127
ENSGALP00000026439	ENSMGAP00000014804
ENSGALP00000031279	ENSMGAP00000010738
ENSGALP00000002036	ENSMGAP00000008089
ENSGALP00000006184	ENSMGAP00000004671
ENSGALP00000026357	ENSMGAP00000013275
ENSGALP00000018232	ENSMGAP00000008244
ENSGALP00000006979	ENSMGAP00000006509
ENSGALP00000016059	ENSMGAP00000014696
ENSGALP00000012793	ENSMGAP00000010269
ENSGALP00000012684	ENSMGAP00000009612
ENSGALP00000012072	ENSMGAP00000009031
ENSGALP00000027468	ENSMGAP00000015946
ENSGALP00000015845	ENSMGAP00000010363
ENSGALP00000015204	ENSMGAP00000010620
ENSGALP00000041945	ENSMGAP00000002318
ENSGALP00000016708	ENSMGAP00000004945
ENSGALP00000007558	ENSMGAP00000016487
ENSGALP00000002814	ENSMGAP00000016174
ENSGALP00000037470	ENSMGAP00000006307
ENSGALP00000042943	ENSMGAP00000006424
ENSGALP00000000096	ENSMGAP00000016159
ENSGALP00000024093	ENSMGAP00000015105
ENSGALP00000018900	ENSMGAP00000014199
ENSGALP00000038992	ENSMGAP00000003305
ENSGALP00000031033	ENSMGAP00000014529
ENSGALP00000030714	ENSMGAP00000003652
ENSGALP00000042900	ENSMGAP00000012898
ENSGALP00000007026	ENSMGAP00000006280
ENSGALP00000011327	ENSMGAP00000009608
ENSGALP00000024927	ENSMGAP00000014333
ENSGALP00000023743	ENSMGAP00000016908
ENSGALP00000001532	ENSMGAP00000001722
ENSGALP00000042324	ENSMGAP00000000805
ENSGALP00000014153	ENSMGAP00000006809
ENSGALP00000009035	ENSMGAP00000007229
ENSGALP00000001795	ENSMGAP00000002927
ENSGALP00000037201	ENSMGAP00000011662
ENSGALP00000003796	ENSMGAP00000004760
ENSGALP00000022377	ENSMGAP00000002564
ENSGALP00000010955	ENSMGAP00000007894
ENSGALP00000023937	ENSMGAP00000018798
ENSGALP00000021124	ENSMGAP00000013363
ENSGALP00000027624	ENSMGAP00000016041
ENSGALP00000001149	ENSMGAP00000000528
ENSGALP00000038757	ENSMGAP00000005386
ENSGALP00000015294	ENSMGAP00000008897
ENSGALP00000018441	ENSMGAP00000011831
ENSGALP00000041944	ENSMGAP00000002047
ENSGALP00000008496	ENSMGAP00000005340
ENSGALP00000026201	ENSMGAP00000014689
ENSGALP00000017390	ENSMGAP00000013801
ENSGALP00000007709	ENSMGAP00000004217
ENSGALP00000020279	ENSMGAP00000017460
ENSGALP00000002703	ENSMGAP00000000853
ENSGALP00000016401	ENSMGAP00000013189
ENSGALP00000013421	ENSMGAP00000011288
ENSGALP00000022439	ENSMGAP00000008977
ENSGALP00000010956	ENSMGAP00000009005
ENSGALP00000036160	ENSMGAP00000015153
ENSGALP00000025738	ENSMGAP00000019552
ENSGALP00000011060	ENSMGAP00000008455
ENSGALP00000005534	ENSMGAP00000003971
ENSGALP00000008908	ENSMGAP00000008476
ENSGALP00000025878	ENSMGAP00000014037
ENSGALP00000027387	ENSMGAP00000015903
ENSGALP00000009814	ENSMGAP00000006877
ENSGALP00000013340	ENSMGAP00000010317
ENSGALP00000041735	ENSMGAP00000009182
ENSGALP00000016310	ENSMGAP00000010930
ENSGALP00000038384	ENSMGAP00000005709
ENSGALP00000010667	ENSMGAP00000012295
ENSGALP00000003951	ENSMGAP00000005778
ENSGALP00000021244	ENSMGAP00000014227
ENSGALP00000027459	ENSMGAP00000015940
ENSGALP00000023376	ENSMGAP00000013326
ENSGALP00000018713	ENSMGAP00000011764
ENSGALP00000006251	ENSMGAP00000003277
ENSGALP00000027656	ENSMGAP00000016061
ENSGALP00000002706	ENSMGAP00000008911
ENSGALP00000043432	ENSMGAP00000010562
ENSGALP00000010641	ENSMGAP00000008425
ENSGALP00000019755	ENSMGAP00000000939
ENSGALP00000019890	ENSMGAP00000013092
ENSGALP00000014121	ENSMGAP00000019027
ENSGALP00000026373	ENSMGAP00000015530
ENSGALP00000002756	ENSMGAP00000003863
ENSGALP00000041214	ENSMGAP00000014027
ENSGALP00000018307	ENSMGAP00000011368
ENSGALP00000007678	ENSMGAP00000004167
ENSGALP00000025447	ENSMGAP00000014457
ENSGALP00000000579	ENSMGAP00000000084
ENSGALP00000013826	ENSMGAP00000011632
ENSGALP00000014980	ENSMGAP00000000661
ENSGALP00000015195	ENSMGAP00000010612
ENSGALP00000005650	ENSMGAP00000008228
ENSGALP00000004546	ENSMGAP00000005186
ENSGALP00000009795	ENSMGAP00000006862
ENSGALP00000002388	ENSMGAP00000002710
ENSGALP00000010374	ENSMGAP00000004927
ENSGALP00000020495	ENSMGAP00000013466
ENSGALP00000024213	ENSMGAP00000014189
ENSGALP00000007747	ENSMGAP00000005673
ENSGALP00000016162	ENSMGAP00000010527
ENSGALP00000016976	ENSMGAP00000011523
ENSGALP00000024598	ENSMGAP00000015193
ENSGALP00000009272	ENSMGAP00000018365
ENSGALP00000019401	ENSMGAP00000014337
ENSGALP00000008930	ENSMGAP00000008497
ENSGALP00000003039	ENSMGAP00000003496
ENSGALP00000004058	ENSMGAP00000005104
ENSGALP00000033172	ENSMGAP00000005465
ENSGALP00000019018	ENSMGAP00000012551
ENSGALP00000022212	ENSMGAP00000012285
ENSGALP00000008637	ENSMGAP00000006011
ENSGALP00000038839	ENSMGAP00000004911
ENSGALP00000006944	ENSMGAP00000002441
ENSGALP00000020938	ENSMGAP00000004035
ENSGALP00000033992	ENSMGAP00000002013
ENSGALP00000015139	ENSMGAP00000011806
ENSGALP00000042812	ENSMGAP00000001368
ENSGALP00000010530	ENSMGAP00000005079
ENSGALP00000010328	ENSMGAP00000002900
ENSGALP00000019737	ENSMGAP00000012951
ENSGALP00000009858	ENSMGAP00000007783
ENSGALP00000015703	ENSMGAP00000009214
ENSGALP00000042901	ENSMGAP00000008334
ENSGALP00000006262	ENSMGAP00000005601
ENSGALP00000015880	ENSMGAP00000017553
ENSGALP00000019762	ENSMGAP00000012621
ENSGALP00000027219	ENSMGAP00000015787
ENSGALP00000003710	ENSMGAP00000018821
ENSGALP00000009199	ENSMGAP00000007396
ENSGALP00000023242	ENSMGAP00000014806
ENSGALP00000019716	ENSMGAP00000012913
ENSGALP00000000998	ENSMGAP00000000553
ENSGALP00000009040	ENSMGAP00000005948
ENSGALP00000005314	ENSMGAP00000003688
ENSGALP00000019786	ENSMGAP00000001055
ENSGALP00000037426	ENSMGAP00000011696
ENSGALP00000007017	ENSMGAP00000005323
ENSGALP00000017454	ENSMGAP00000013817
ENSGALP00000001406	ENSMGAP00000006896
ENSGALP00000001234	ENSMGAP00000001612
ENSGALP00000020618	ENSMGAP00000001749
ENSGALP00000013094	ENSMGAP00000006558
ENSGALP00000004900	ENSMGAP00000005417
ENSGALP00000025433	ENSMGAP00000015352
ENSGALP00000010425	ENSMGAP00000007417
ENSGALP00000027722	ENSMGAP00000016099
ENSGALP00000011093	ENSMGAP00000008059
ENSGALP00000026404	ENSMGAP00000013244
ENSGALP00000011548	ENSMGAP00000013249
ENSGALP00000041656	ENSMGAP00000007453
ENSGALP00000016517	ENSMGAP00000004426
ENSGALP00000000921	ENSMGAP00000008779
ENSGALP00000010797	ENSMGAP00000008606
ENSGALP00000014189	ENSMGAP00000008019
ENSGALP00000022263	ENSMGAP00000008443
ENSGALP00000010703	ENSMGAP00000005058
ENSGALP00000017703	ENSMGAP00000011046
ENSGALP00000026607	ENSMGAP00000015854
ENSGALP00000024339	ENSMGAP00000005682
ENSGALP00000042898	ENSMGAP00000014687
ENSGALP00000008967	ENSMGAP00000005768
ENSGALP00000018366	ENSMGAP00000011434
ENSGALP00000022683	ENSMGAP00000014467
ENSGALP00000000429	ENSMGAP00000009878
ENSGALP00000029711	ENSMGAP00000019512
ENSGALP00000008947	ENSMGAP00000007503
ENSGALP00000003530	ENSMGAP00000001388
ENSGALP00000005130	ENSMGAP00000003964
ENSGALP00000014703	ENSMGAP00000016863
ENSGALP00000015187	ENSMGAP00000011832
ENSGALP00000023119	ENSMGAP00000014737
ENSGALP00000036456	ENSMGAP00000003369
ENSGALP00000031537	ENSMGAP00000008746
ENSGALP00000041438	ENSMGAP00000003275
ENSGALP00000009081	ENSMGAP00000007348
ENSGALP00000025844	ENSMGAP00000015416
ENSGALP00000016958	ENSMGAP00000011533
ENSGALP00000042940	ENSMGAP00000011603
ENSGALP00000001656	ENSMGAP00000001657
ENSGALP00000007969	ENSMGAP00000004916
ENSGALP00000041850	ENSMGAP00000007373
ENSGALP00000004830	ENSMGAP00000004177
ENSGALP00000012743	ENSMGAP00000007555
ENSGALP00000009657	ENSMGAP00000008995
ENSGALP00000005482	ENSMGAP00000006300
ENSGALP00000010002	ENSMGAP00000008185
ENSGALP00000010136	ENSMGAP00000003142
ENSGALP00000005427	ENSMGAP00000008078
ENSGALP00000027112	ENSMGAP00000015736
ENSGALP00000042758	ENSMGAP00000001076
ENSGALP00000006387	ENSMGAP00000003109
ENSGALP00000006683	ENSMGAP00000007683
ENSGALP00000000178	ENSMGAP00000008571
ENSGALP00000018565	ENSMGAP00000017525
ENSGALP00000036277	ENSMGAP00000014623
ENSGALP00000025400	ENSMGAP00000014436
ENSGALP00000025431	ENSMGAP00000014441
ENSGALP00000009902	ENSMGAP00000001108
ENSGALP00000000556	ENSMGAP00000000826
ENSGALP00000016989	ENSMGAP00000011175
ENSGALP00000041275	ENSMGAP00000014550
ENSGALP00000013773	ENSMGAP00000011608
ENSGALP00000027009	ENSMGAP00000015668
ENSGALP00000014434	ENSMGAP00000019652
ENSGALP00000026777	ENSMGAP00000014975
ENSGALP00000016195	ENSMGAP00000003494
ENSGALP00000012282	ENSMGAP00000010190
ENSGALP00000012529	ENSMGAP00000009376
ENSGALP00000017888	ENSMGAP00000012335
ENSGALP00000020586	ENSMGAP00000006831
ENSGALP00000037629	ENSMGAP00000004719
ENSGALP00000042078	ENSMGAP00000017702
ENSGALP00000003086	ENSMGAP00000010285
ENSGALP00000018470	ENSMGAP00000012387
ENSGALP00000036972	ENSMGAP00000011454
ENSGALP00000019738	ENSMGAP00000014407
ENSGALP00000015464	ENSMGAP00000012504
ENSGALP00000021954	ENSMGAP00000002229
ENSGALP00000009918	ENSMGAP00000010070
ENSGALP00000001281	ENSMGAP00000000072
ENSGALP00000011462	ENSMGAP00000015061
ENSGALP00000026567	ENSMGAP00000014872
ENSGALP00000024677	ENSMGAP00000014284
ENSGALP00000000975	ENSMGAP00000008910
ENSGALP00000015925	ENSMGAP00000012938
ENSGALP00000002626	ENSMGAP00000002811
ENSGALP00000030558	ENSMGAP00000010684
ENSGALP00000009476	ENSMGAP00000007291
ENSGALP00000020475	ENSMGAP00000013626
ENSGALP00000014982	ENSMGAP00000007892
ENSGALP00000004248	ENSMGAP00000000767
ENSGALP00000022280	ENSMGAP00000013562
ENSGALP00000005067	ENSMGAP00000006386
ENSGALP00000008094	ENSMGAP00000000917
ENSGALP00000037428	ENSMGAP00000019358
ENSGALP00000004902	ENSMGAP00000000461
ENSGALP00000012650	ENSMGAP00000009717
ENSGALP00000042951	ENSMGAP00000018621
ENSGALP00000035711	ENSMGAP00000015893
ENSGALP00000020822	ENSMGAP00000003441
ENSGALP00000007973	ENSMGAP00000005931
ENSGALP00000027307	ENSMGAP00000015838
ENSGALP00000009122	ENSMGAP00000007130
ENSGALP00000001986	ENSMGAP00000000543
ENSGALP00000005592	ENSMGAP00000017747
ENSGALP00000014674	ENSMGAP00000008970
ENSGALP00000009988	ENSMGAP00000001035
ENSGALP00000042153	ENSMGAP00000007444
ENSGALP00000041333	ENSMGAP00000002288
ENSGALP00000026444	ENSMGAP00000014809
ENSGALP00000008503	ENSMGAP00000018834
ENSGALP00000011329	ENSMGAP00000008283
ENSGALP00000038457	ENSMGAP00000006751
ENSGALP00000007445	ENSMGAP00000006827
ENSGALP00000027298	ENSMGAP00000015833
ENSGALP00000019025	ENSMGAP00000012559
ENSGALP00000016732	ENSMGAP00000011367
ENSGALP00000010514	ENSMGAP00000008555
ENSGALP00000027475	ENSMGAP00000015955
ENSGALP00000016389	ENSMGAP00000010299
ENSGALP00000013474	ENSMGAP00000010468
ENSGALP00000022375	ENSMGAP00000017910
ENSGALP00000024966	ENSMGAP00000014367
ENSGALP00000011488	ENSMGAP00000008807
ENSGALP00000033978	ENSMGAP00000000191
ENSGALP00000013364	ENSMGAP00000010367
ENSGALP00000013394	ENSMGAP00000007945
ENSGALP00000014737	ENSMGAP00000008216
ENSGALP00000027524	ENSMGAP00000015990
ENSGALP00000006245	ENSMGAP00000002595
ENSGALP00000003281	ENSMGAP00000006051
ENSGALP00000031205	ENSMGAP00000012773
ENSGALP00000007361	ENSMGAP00000006652
ENSGALP00000011335	ENSMGAP00000009883
ENSGALP00000012180	ENSMGAP00000009128
ENSGALP00000039394	ENSMGAP00000019148
ENSGALP00000041006	ENSMGAP00000018255
ENSGALP00000024081	ENSMGAP00000004761
ENSGALP00000020525	ENSMGAP00000008935
ENSGALP00000023877	ENSMGAP00000015073
ENSGALP00000018854	ENSMGAP00000014197
ENSGALP00000015355	ENSMGAP00000009239
ENSGALP00000014845	ENSMGAP00000008349
ENSGALP00000027663	ENSMGAP00000016066
ENSGALP00000018615	ENSMGAP00000011613
ENSGALP00000035861	ENSMGAP00000012233
ENSGALP00000041834	ENSMGAP00000000253
ENSGALP00000043402	ENSMGAP00000013805
ENSGALP00000040928	ENSMGAP00000011164
ENSGALP00000005089	ENSMGAP00000009347
ENSGALP00000018065	ENSMGAP00000012676
ENSGALP00000019790	ENSMGAP00000012993
ENSGALP00000034981	ENSMGAP00000005304
ENSGALP00000040968	ENSMGAP00000001976
ENSGALP00000006730	ENSMGAP00000001808
ENSGALP00000001293	ENSMGAP00000000196
ENSGALP00000039399	ENSMGAP00000001283
ENSGALP00000018406	ENSMGAP00000011857
ENSGALP00000016829	ENSMGAP00000011489
ENSGALP00000003374	ENSMGAP00000001208
ENSGALP00000011595	ENSMGAP00000009080
ENSGALP00000022139	ENSMGAP00000008170
ENSGALP00000010323	ENSMGAP00000018984
ENSGALP00000013965	ENSMGAP00000011691
ENSGALP00000016287	ENSMGAP00000018354
ENSGALP00000005047	ENSMGAP00000006516
ENSGALP00000004093	ENSMGAP00000012476
ENSGALP00000033603	ENSMGAP00000004918
ENSGALP00000007162	ENSMGAP00000006538
ENSGALP00000024148	ENSMGAP00000003983
ENSGALP00000027285	ENSMGAP00000015823
ENSGALP00000027191	ENSMGAP00000015771
ENSGALP00000041567	ENSMGAP00000015325
ENSGALP00000004275	ENSMGAP00000003230
ENSGALP00000000927	ENSMGAP00000008786
ENSGALP00000007450	ENSMGAP00000004184
ENSGALP00000013608	ENSMGAP00000010514
ENSGALP00000042875	ENSMGAP00000006621
ENSGALP00000034161	ENSMGAP00000007273
ENSGALP00000019903	ENSMGAP00000014468
ENSGALP00000001479	ENSMGAP00000001261
ENSGALP00000005624	ENSMGAP00000002804
ENSGALP00000024997	ENSMGAP00000011777
ENSGALP00000007619	ENSMGAP00000003848
ENSGALP00000040877	ENSMGAP00000013790
ENSGALP00000016413	ENSMGAP00000010433
ENSGALP00000010874	ENSMGAP00000007782
ENSGALP00000011896	ENSMGAP00000009887
ENSGALP00000042140	ENSMGAP00000003535
ENSGALP00000019856	ENSMGAP00000013058
ENSGALP00000004982	ENSMGAP00000004518
ENSGALP00000009486	ENSMGAP00000007267
ENSGALP00000003938	ENSMGAP00000005341
ENSGALP00000017260	ENSMGAP00000011876
ENSGALP00000037382	ENSMGAP00000011185
ENSGALP00000007093	ENSMGAP00000005185
ENSGALP00000007647	ENSMGAP00000006875
ENSGALP00000018186	ENSMGAP00000011645
ENSGALP00000021904	ENSMGAP00000016944
ENSGALP00000020045	ENSMGAP00000014516
ENSGALP00000021403	ENSMGAP00000006658
ENSGALP00000005290	ENSMGAP00000004543
ENSGALP00000004016	ENSMGAP00000017267
ENSGALP00000042821	ENSMGAP00000009386
ENSGALP00000012527	ENSMGAP00000010195
ENSGALP00000043174	ENSMGAP00000002580
ENSGALP00000003760	ENSMGAP00000005866
ENSGALP00000010744	ENSMGAP00000008551
ENSGALP00000039556	ENSMGAP00000016606
ENSGALP00000027345	ENSMGAP00000019423
ENSGALP00000037344	ENSMGAP00000012240
ENSGALP00000024546	ENSMGAP00000015188
ENSGALP00000042223	ENSMGAP00000019261
ENSGALP00000013733	ENSMGAP00000011583
ENSGALP00000022472	ENSMGAP00000002771
ENSGALP00000023888	ENSMGAP00000016323
ENSGALP00000039672	ENSMGAP00000001393
ENSGALP00000015546	ENSMGAP00000010477
ENSGALP00000043003	ENSMGAP00000018599
ENSGALP00000030336	ENSMGAP00000008167
ENSGALP00000041503	ENSMGAP00000003191
ENSGALP00000016605	ENSMGAP00000010769
ENSGALP00000020693	ENSMGAP00000013650
ENSGALP00000016440	ENSMGAP00000013203
ENSGALP00000001995	ENSMGAP00000000220
ENSGALP00000023269	ENSMGAP00000014908
ENSGALP00000023447	ENSMGAP00000014963
ENSGALP00000018610	ENSMGAP00000012947
ENSGALP00000038611	ENSMGAP00000004199
ENSGALP00000041515	ENSMGAP00000014023
ENSGALP00000033089	ENSMGAP00000001653
ENSGALP00000037366	ENSMGAP00000011884
ENSGALP00000009432	ENSMGAP00000006171
ENSGALP00000022692	ENSMGAP00000004430
ENSGALP00000042332	ENSMGAP00000011784
ENSGALP00000042922	ENSMGAP00000016731
ENSGALP00000003617	ENSMGAP00000003472
ENSGALP00000038767	ENSMGAP00000009933
ENSGALP00000009172	ENSMGAP00000007416
ENSGALP00000023848	ENSMGAP00000010075
ENSGALP00000019277	ENSMGAP00000014306
ENSGALP00000042051	ENSMGAP00000012665
ENSGALP00000034255	ENSMGAP00000017787
ENSGALP00000043041	ENSMGAP00000018247
ENSGALP00000042808	ENSMGAP00000009462
ENSGALP00000040666	ENSMGAP00000007053
ENSGALP00000021588	ENSMGAP00000014981
ENSGALP00000007380	ENSMGAP00000006349
ENSGALP00000016735	ENSMGAP00000016769
ENSGALP00000017459	ENSMGAP00000011847
ENSGALP00000022218	ENSMGAP00000012288
ENSGALP00000018500	ENSMGAP00000009249
ENSGALP00000016593	ENSMGAP00000010721
ENSGALP00000022882	ENSMGAP00000005447
ENSGALP00000031931	ENSMGAP00000013302
ENSGALP00000006013	ENSMGAP00000001728
ENSGALP00000025719	ENSMGAP00000017925
ENSGALP00000006056	ENSMGAP00000003554
ENSGALP00000025566	ENSMGAP00000015370
ENSGALP00000027263	ENSMGAP00000015804
ENSGALP00000041995	ENSMGAP00000003929
ENSGALP00000007493	ENSMGAP00000004001
ENSGALP00000016363	ENSMGAP00000007605
ENSGALP00000022400	ENSMGAP00000013667
ENSGALP00000005578	ENSMGAP00000006005
ENSGALP00000032152	ENSMGAP00000001303
ENSGALP00000010416	ENSMGAP00000016450
ENSGALP00000001246	ENSMGAP00000000165
ENSGALP00000038350	ENSMGAP00000006773
ENSGALP00000015013	ENSMGAP00000010359
ENSGALP00000008995	ENSMGAP00000006986
ENSGALP00000000161	ENSMGAP00000010221
ENSGALP00000001292	ENSMGAP00000003423
ENSGALP00000021905	ENSMGAP00000007877
ENSGALP00000018548	ENSMGAP00000011970
ENSGALP00000027474	ENSMGAP00000017229
ENSGALP00000002634	ENSMGAP00000002952
ENSGALP00000036895	ENSMGAP00000008203
ENSGALP00000017409	ENSMGAP00000012028
ENSGALP00000001107	ENSMGAP00000000313
ENSGALP00000032142	ENSMGAP00000008006
ENSGALP00000005078	ENSMGAP00000005532
ENSGALP00000004079	ENSMGAP00000001501
ENSGALP00000025722	ENSMGAP00000015377
ENSGALP00000000338	ENSMGAP00000008174
ENSGALP00000012786	ENSMGAP00000004431
ENSGALP00000009649	ENSMGAP00000008960
ENSGALP00000026693	ENSMGAP00000015572
ENSGALP00000023862	ENSMGAP00000015067
ENSGALP00000012822	ENSMGAP00000010277
ENSGALP00000027538	ENSMGAP00000016000
ENSGALP00000004171	ENSMGAP00000004519
ENSGALP00000006929	ENSMGAP00000004596
ENSGALP00000034620	ENSMGAP00000019844
ENSGALP00000011222	ENSMGAP00000008773
ENSGALP00000007254	ENSMGAP00000004507
ENSGALP00000007125	ENSMGAP00000000650
ENSGALP00000040983	ENSMGAP00000009724
ENSGALP00000039522	ENSMGAP00000018060
ENSGALP00000013392	ENSMGAP00000007911
ENSGALP00000020863	ENSMGAP00000003776
ENSGALP00000008538	ENSMGAP00000009252
ENSGALP00000022468	ENSMGAP00000008888
ENSGALP00000025128	ENSMGAP00000013609
ENSGALP00000002096	ENSMGAP00000002981
ENSGALP00000001298	ENSMGAP00000003409
ENSGALP00000022598	ENSMGAP00000004488
ENSGALP00000002477	ENSMGAP00000005046
ENSGALP00000012944	ENSMGAP00000010412
ENSGALP00000011996	ENSMGAP00000009800
ENSGALP00000008831	ENSMGAP00000006357
ENSGALP00000008325	ENSMGAP00000002977
ENSGALP00000015973	ENSMGAP00000010119
ENSGALP00000014598	ENSMGAP00000000630
ENSGALP00000035386	ENSMGAP00000005746
ENSGALP00000041568	ENSMGAP00000006328
ENSGALP00000009253	ENSMGAP00000007059
ENSGALP00000032268	ENSMGAP00000012750
ENSGALP00000025051	ENSMGAP00000011897
