ENSTNIP00000004863	ENSGALP00000006197
ENSTNIP00000017890	ENSGALP00000034460
ENSTNIP00000015251	ENSGALP00000026728
ENSTNIP00000021966	ENSGALP00000013106
ENSTNIP00000021132	ENSGALP00000005827
ENSTNIP00000020496	ENSGALP00000031387
ENSTNIP00000018810	ENSGALP00000022999
ENSTNIP00000014361	ENSGALP00000020797
ENSTNIP00000021716	ENSGALP00000010528
ENSTNIP00000010683	ENSGALP00000017662
ENSTNIP00000020796	ENSGALP00000022317
ENSTNIP00000011879	ENSGALP00000007867
ENSTNIP00000014987	ENSGALP00000009619
ENSTNIP00000006843	ENSGALP00000005033
ENSTNIP00000017052	ENSGALP00000000157
ENSTNIP00000013448	ENSGALP00000008644
ENSTNIP00000004412	ENSGALP00000000911
ENSTNIP00000000062	ENSGALP00000022974
ENSTNIP00000001904	ENSGALP00000017880
ENSTNIP00000009039	ENSGALP00000040708
ENSTNIP00000019467	ENSGALP00000026843
ENSTNIP00000011302	ENSGALP00000038109
ENSTNIP00000011117	ENSGALP00000019572
ENSTNIP00000018904	ENSGALP00000006952
ENSTNIP00000006177	ENSGALP00000007430
ENSTNIP00000010981	ENSGALP00000042287
ENSTNIP00000013593	ENSGALP00000040930
ENSTNIP00000002675	ENSGALP00000005799
ENSTNIP00000008627	ENSGALP00000019484
ENSTNIP00000008716	ENSGALP00000024604
ENSTNIP00000005361	ENSGALP00000024983
ENSTNIP00000007828	ENSGALP00000042225
ENSTNIP00000011256	ENSGALP00000002623
ENSTNIP00000008240	ENSGALP00000035897
ENSTNIP00000008240	ENSGALP00000023219
ENSTNIP00000009108	ENSGALP00000003865
ENSTNIP00000019023	ENSGALP00000023942
ENSTNIP00000001795	ENSGALP00000013078
ENSTNIP00000014113	ENSGALP00000023081
ENSTNIP00000014881	ENSGALP00000011418
ENSTNIP00000022560	ENSGALP00000017563
ENSTNIP00000005861	ENSGALP00000007330
ENSTNIP00000016909	ENSGALP00000026160
ENSTNIP00000020804	ENSGALP00000031458
ENSTNIP00000020115	ENSGALP00000015397
ENSTNIP00000010649	ENSGALP00000032935
ENSTNIP00000009413	ENSGALP00000032935
ENSTNIP00000016777	ENSGALP00000024702
ENSTNIP00000004649	ENSGALP00000025453
ENSTNIP00000019314	ENSGALP00000007667
ENSTNIP00000013830	ENSGALP00000005437
ENSTNIP00000012284	ENSGALP00000010034
ENSTNIP00000010611	ENSGALP00000004373
ENSTNIP00000019294	ENSGALP00000040939
ENSTNIP00000012886	ENSGALP00000008835
ENSTNIP00000013630	ENSGALP00000013622
ENSTNIP00000018228	ENSGALP00000004417
ENSTNIP00000004051	ENSGALP00000022724
ENSTNIP00000018053	ENSGALP00000035865
ENSTNIP00000008148	ENSGALP00000018752
ENSTNIP00000006117	ENSGALP00000019133
ENSTNIP00000015674	ENSGALP00000024767
ENSTNIP00000001565	ENSGALP00000006933
ENSTNIP00000007284	ENSGALP00000023257
ENSTNIP00000022827	ENSGALP00000015733
ENSTNIP00000019407	ENSGALP00000020208
ENSTNIP00000007467	ENSGALP00000017802
ENSTNIP00000011182	ENSGALP00000023488
ENSTNIP00000019711	ENSGALP00000036678
ENSTNIP00000012728	ENSGALP00000014386
ENSTNIP00000014944	ENSGALP00000000924
ENSTNIP00000011981	ENSGALP00000037584
ENSTNIP00000015919	ENSGALP00000019471
ENSTNIP00000019406	ENSGALP00000024664
ENSTNIP00000011770	ENSGALP00000016054
ENSTNIP00000018361	ENSGALP00000003060
ENSTNIP00000020474	ENSGALP00000020327
ENSTNIP00000005279	ENSGALP00000015157
ENSTNIP00000020526	ENSGALP00000016557
ENSTNIP00000001735	ENSGALP00000027766
ENSTNIP00000005237	ENSGALP00000012814
ENSTNIP00000006834	ENSGALP00000004357
ENSTNIP00000017428	ENSGALP00000004357
ENSTNIP00000001515	ENSGALP00000009735
ENSTNIP00000020636	ENSGALP00000001848
ENSTNIP00000003522	ENSGALP00000040533
ENSTNIP00000020958	ENSGALP00000024991
ENSTNIP00000006395	ENSGALP00000027997
ENSTNIP00000020531	ENSGALP00000016967
ENSTNIP00000019659	ENSGALP00000026279
ENSTNIP00000002997	ENSGALP00000033878
ENSTNIP00000011055	ENSGALP00000020915
ENSTNIP00000000448	ENSGALP00000012060
ENSTNIP00000008020	ENSGALP00000041295
ENSTNIP00000019163	ENSGALP00000041778
ENSTNIP00000012459	ENSGALP00000041778
ENSTNIP00000021704	ENSGALP00000013022
ENSTNIP00000021948	ENSGALP00000026380
ENSTNIP00000021032	ENSGALP00000009642
ENSTNIP00000014287	ENSGALP00000005478
ENSTNIP00000013789	ENSGALP00000016616
ENSTNIP00000009357	ENSGALP00000010670
ENSTNIP00000020803	ENSGALP00000041966
ENSTNIP00000022500	ENSGALP00000022091
ENSTNIP00000017815	ENSGALP00000022151
ENSTNIP00000021949	ENSGALP00000026384
ENSTNIP00000009426	ENSGALP00000021170
ENSTNIP00000015345	ENSGALP00000007282
ENSTNIP00000015901	ENSGALP00000004632
ENSTNIP00000009110	ENSGALP00000017313
ENSTNIP00000012132	ENSGALP00000008505
ENSTNIP00000021479	ENSGALP00000023013
ENSTNIP00000009472	ENSGALP00000011598
ENSTNIP00000015506	ENSGALP00000042623
ENSTNIP00000017737	ENSGALP00000011223
ENSTNIP00000021082	ENSGALP00000013832
ENSTNIP00000005817	ENSGALP00000005153
ENSTNIP00000010786	ENSGALP00000027913
ENSTNIP00000003153	ENSGALP00000012977
ENSTNIP00000020385	ENSGALP00000019955
ENSTNIP00000005409	ENSGALP00000022492
ENSTNIP00000023086	ENSGALP00000014113
ENSTNIP00000012476	ENSGALP00000012691
ENSTNIP00000006145	ENSGALP00000030947
ENSTNIP00000020850	ENSGALP00000017308
ENSTNIP00000014841	ENSGALP00000041343
ENSTNIP00000012681	ENSGALP00000041343
ENSTNIP00000001205	ENSGALP00000014607
ENSTNIP00000022084	ENSGALP00000014550
ENSTNIP00000023100	ENSGALP00000042282
ENSTNIP00000020536	ENSGALP00000018044
ENSTNIP00000010147	ENSGALP00000006039
ENSTNIP00000018223	ENSGALP00000004109
ENSTNIP00000009954	ENSGALP00000016218
ENSTNIP00000011376	ENSGALP00000007144
ENSTNIP00000022477	ENSGALP00000003767
ENSTNIP00000005121	ENSGALP00000006007
ENSTNIP00000005675	ENSGALP00000010631
ENSTNIP00000007152	ENSGALP00000014499
ENSTNIP00000009089	ENSGALP00000029406
ENSTNIP00000010948	ENSGALP00000025244
ENSTNIP00000005401	ENSGALP00000002796
ENSTNIP00000003353	ENSGALP00000005677
ENSTNIP00000016500	ENSGALP00000005396
ENSTNIP00000020199	ENSGALP00000005900
ENSTNIP00000011951	ENSGALP00000009460
ENSTNIP00000016419	ENSGALP00000013983
ENSTNIP00000009356	ENSGALP00000026344
ENSTNIP00000005939	ENSGALP00000023677
ENSTNIP00000012313	ENSGALP00000024524
ENSTNIP00000007938	ENSGALP00000033837
ENSTNIP00000014343	ENSGALP00000042167
ENSTNIP00000019160	ENSGALP00000011025
ENSTNIP00000001529	ENSGALP00000004416
ENSTNIP00000013147	ENSGALP00000004383
ENSTNIP00000011776	ENSGALP00000005376
ENSTNIP00000019159	ENSGALP00000006890
ENSTNIP00000010994	ENSGALP00000022251
ENSTNIP00000014061	ENSGALP00000021833
ENSTNIP00000008318	ENSGALP00000005378
ENSTNIP00000021652	ENSGALP00000018400
ENSTNIP00000009555	ENSGALP00000001796
ENSTNIP00000020836	ENSGALP00000018039
ENSTNIP00000001135	ENSGALP00000027568
ENSTNIP00000013584	ENSGALP00000042448
ENSTNIP00000014853	ENSGALP00000007576
ENSTNIP00000021886	ENSGALP00000004804
ENSTNIP00000013871	ENSGALP00000023911
ENSTNIP00000010113	ENSGALP00000004966
ENSTNIP00000008044	ENSGALP00000024744
ENSTNIP00000007544	ENSGALP00000010409
ENSTNIP00000015875	ENSGALP00000007866
ENSTNIP00000017681	ENSGALP00000006415
ENSTNIP00000017550	ENSGALP00000013885
ENSTNIP00000019097	ENSGALP00000010875
ENSTNIP00000008334	ENSGALP00000038584
ENSTNIP00000021481	ENSGALP00000023548
ENSTNIP00000005552	ENSGALP00000001499
ENSTNIP00000007877	ENSGALP00000041155
ENSTNIP00000009758	ENSGALP00000010001
ENSTNIP00000021074	ENSGALP00000011071
ENSTNIP00000007137	ENSGALP00000002778
ENSTNIP00000017257	ENSGALP00000024553
ENSTNIP00000021337	ENSGALP00000018418
ENSTNIP00000019313	ENSGALP00000007646
ENSTNIP00000020517	ENSGALP00000019765
ENSTNIP00000008149	ENSGALP00000027373
ENSTNIP00000006629	ENSGALP00000019575
ENSTNIP00000003487	ENSGALP00000018457
ENSTNIP00000016673	ENSGALP00000036822
ENSTNIP00000020270	ENSGALP00000021117
ENSTNIP00000019235	ENSGALP00000004529
ENSTNIP00000000942	ENSGALP00000023202
ENSTNIP00000019091	ENSGALP00000029396
ENSTNIP00000013772	ENSGALP00000019333
ENSTNIP00000019614	ENSGALP00000012057
ENSTNIP00000019619	ENSGALP00000013127
ENSTNIP00000014208	ENSGALP00000004501
ENSTNIP00000010250	ENSGALP00000013332
ENSTNIP00000009244	ENSGALP00000019400
ENSTNIP00000013141	ENSGALP00000011398
ENSTNIP00000010069	ENSGALP00000002523
ENSTNIP00000008435	ENSGALP00000014669
ENSTNIP00000005894	ENSGALP00000015431
ENSTNIP00000005135	ENSGALP00000018528
ENSTNIP00000022232	ENSGALP00000027851
ENSTNIP00000020460	ENSGALP00000014036
ENSTNIP00000006550	ENSGALP00000003706
ENSTNIP00000023057	ENSGALP00000043134
ENSTNIP00000005298	ENSGALP00000032560
ENSTNIP00000002934	ENSGALP00000007207
ENSTNIP00000011371	ENSGALP00000006355
ENSTNIP00000014219	ENSGALP00000012546
ENSTNIP00000019681	ENSGALP00000031013
ENSTNIP00000009751	ENSGALP00000042691
ENSTNIP00000012796	ENSGALP00000027779
ENSTNIP00000017662	ENSGALP00000002186
ENSTNIP00000006358	ENSGALP00000041031
ENSTNIP00000008213	ENSGALP00000017145
ENSTNIP00000022602	ENSGALP00000032822
ENSTNIP00000007315	ENSGALP00000007438
ENSTNIP00000015645	ENSGALP00000018600
ENSTNIP00000002854	ENSGALP00000015356
ENSTNIP00000019438	ENSGALP00000020353
ENSTNIP00000018793	ENSGALP00000003745
ENSTNIP00000018453	ENSGALP00000029076
ENSTNIP00000017300	ENSGALP00000038976
ENSTNIP00000017753	ENSGALP00000011158
ENSTNIP00000017011	ENSGALP00000003367
ENSTNIP00000007748	ENSGALP00000042238
ENSTNIP00000009940	ENSGALP00000032614
ENSTNIP00000011691	ENSGALP00000000704
ENSTNIP00000017820	ENSGALP00000007780
ENSTNIP00000002108	ENSGALP00000005605
ENSTNIP00000005196	ENSGALP00000025001
ENSTNIP00000016490	ENSGALP00000018122
ENSTNIP00000022543	ENSGALP00000019929
ENSTNIP00000015650	ENSGALP00000018506
ENSTNIP00000009844	ENSGALP00000000541
ENSTNIP00000006785	ENSGALP00000010968
ENSTNIP00000020116	ENSGALP00000015313
ENSTNIP00000010268	ENSGALP00000012877
ENSTNIP00000011047	ENSGALP00000025845
ENSTNIP00000012987	ENSGALP00000001991
ENSTNIP00000011711	ENSGALP00000015260
ENSTNIP00000018698	ENSGALP00000011621
ENSTNIP00000008236	ENSGALP00000005261
ENSTNIP00000007091	ENSGALP00000016141
ENSTNIP00000017288	ENSGALP00000024924
ENSTNIP00000013496	ENSGALP00000013963
ENSTNIP00000021312	ENSGALP00000021023
ENSTNIP00000019319	ENSGALP00000008770
ENSTNIP00000021686	ENSGALP00000020476
ENSTNIP00000007573	ENSGALP00000022899
ENSTNIP00000018736	ENSGALP00000023788
ENSTNIP00000016111	ENSGALP00000011863
ENSTNIP00000005274	ENSGALP00000012024
ENSTNIP00000002709	ENSGALP00000007724
ENSTNIP00000018964	ENSGALP00000011634
ENSTNIP00000016159	ENSGALP00000001721
ENSTNIP00000016832	ENSGALP00000021929
ENSTNIP00000018627	ENSGALP00000014261
ENSTNIP00000015287	ENSGALP00000020888
ENSTNIP00000013318	ENSGALP00000014324
ENSTNIP00000010386	ENSGALP00000013467
ENSTNIP00000018506	ENSGALP00000043129
ENSTNIP00000016107	ENSGALP00000011907
ENSTNIP00000014684	ENSGALP00000022966
ENSTNIP00000010439	ENSGALP00000006234
ENSTNIP00000021081	ENSGALP00000013841
ENSTNIP00000000650	ENSGALP00000014193
ENSTNIP00000016236	ENSGALP00000000331
ENSTNIP00000017191	ENSGALP00000027765
ENSTNIP00000010464	ENSGALP00000042887
ENSTNIP00000008251	ENSGALP00000022871
ENSTNIP00000002752	ENSGALP00000003001
ENSTNIP00000007631	ENSGALP00000027603
ENSTNIP00000019806	ENSGALP00000003621
ENSTNIP00000015298	ENSGALP00000003681
ENSTNIP00000017805	ENSGALP00000003325
ENSTNIP00000011596	ENSGALP00000041232
ENSTNIP00000000753	ENSGALP00000014899
ENSTNIP00000007611	ENSGALP00000002036
ENSTNIP00000016701	ENSGALP00000006184
ENSTNIP00000018646	ENSGALP00000018232
ENSTNIP00000011368	ENSGALP00000006979
ENSTNIP00000015238	ENSGALP00000016059
ENSTNIP00000011269	ENSGALP00000012793
ENSTNIP00000014461	ENSGALP00000012684
ENSTNIP00000009876	ENSGALP00000012072
ENSTNIP00000001003	ENSGALP00000027468
ENSTNIP00000009706	ENSGALP00000015845
ENSTNIP00000008147	ENSGALP00000015204
ENSTNIP00000007809	ENSGALP00000016708
ENSTNIP00000014573	ENSGALP00000007558
ENSTNIP00000005155	ENSGALP00000002814
ENSTNIP00000021219	ENSGALP00000037470
ENSTNIP00000018969	ENSGALP00000042943
ENSTNIP00000008574	ENSGALP00000041714
ENSTNIP00000020511	ENSGALP00000018900
ENSTNIP00000010193	ENSGALP00000038992
ENSTNIP00000002224	ENSGALP00000031033
ENSTNIP00000014640	ENSGALP00000030714
ENSTNIP00000019286	ENSGALP00000042900
ENSTNIP00000009811	ENSGALP00000024927
ENSTNIP00000001334	ENSGALP00000023743
ENSTNIP00000014211	ENSGALP00000001532
ENSTNIP00000016695	ENSGALP00000009035
ENSTNIP00000011703	ENSGALP00000001795
ENSTNIP00000005281	ENSGALP00000037201
ENSTNIP00000004063	ENSGALP00000003796
ENSTNIP00000014241	ENSGALP00000010955
ENSTNIP00000004356	ENSGALP00000023937
ENSTNIP00000022503	ENSGALP00000021124
ENSTNIP00000018745	ENSGALP00000027624
ENSTNIP00000012024	ENSGALP00000001149
ENSTNIP00000020949	ENSGALP00000015294
ENSTNIP00000020288	ENSGALP00000018441
ENSTNIP00000007295	ENSGALP00000008496
ENSTNIP00000019673	ENSGALP00000026201
ENSTNIP00000006448	ENSGALP00000042023
ENSTNIP00000010209	ENSGALP00000007709
ENSTNIP00000004251	ENSGALP00000020279
ENSTNIP00000007513	ENSGALP00000013421
ENSTNIP00000016301	ENSGALP00000022439
ENSTNIP00000014869	ENSGALP00000010956
ENSTNIP00000017499	ENSGALP00000025738
ENSTNIP00000010170	ENSGALP00000011060
ENSTNIP00000011219	ENSGALP00000005534
ENSTNIP00000018816	ENSGALP00000025878
ENSTNIP00000017546	ENSGALP00000027387
ENSTNIP00000006786	ENSGALP00000009814
ENSTNIP00000018678	ENSGALP00000013340
ENSTNIP00000004069	ENSGALP00000041735
ENSTNIP00000003612	ENSGALP00000016310
ENSTNIP00000013273	ENSGALP00000010667
ENSTNIP00000021448	ENSGALP00000003951
ENSTNIP00000011648	ENSGALP00000021244
ENSTNIP00000014357	ENSGALP00000021244
ENSTNIP00000012852	ENSGALP00000027459
ENSTNIP00000020825	ENSGALP00000023376
ENSTNIP00000014624	ENSGALP00000018713
ENSTNIP00000010101	ENSGALP00000006251
ENSTNIP00000013385	ENSGALP00000027656
ENSTNIP00000014254	ENSGALP00000002706
ENSTNIP00000021905	ENSGALP00000043432
ENSTNIP00000005727	ENSGALP00000010641
ENSTNIP00000016809	ENSGALP00000019755
ENSTNIP00000004501	ENSGALP00000016220
ENSTNIP00000010374	ENSGALP00000019890
ENSTNIP00000006465	ENSGALP00000014121
ENSTNIP00000016623	ENSGALP00000026373
ENSTNIP00000009268	ENSGALP00000002756
ENSTNIP00000001969	ENSGALP00000041214
ENSTNIP00000012074	ENSGALP00000018307
ENSTNIP00000010917	ENSGALP00000007678
ENSTNIP00000013185	ENSGALP00000025447
ENSTNIP00000013896	ENSGALP00000013826
ENSTNIP00000009910	ENSGALP00000014980
ENSTNIP00000005216	ENSGALP00000015195
ENSTNIP00000005564	ENSGALP00000005650
ENSTNIP00000017058	ENSGALP00000004546
ENSTNIP00000007568	ENSGALP00000009795
ENSTNIP00000011249	ENSGALP00000002388
ENSTNIP00000003068	ENSGALP00000010374
ENSTNIP00000005931	ENSGALP00000020495
ENSTNIP00000005309	ENSGALP00000024213
ENSTNIP00000018951	ENSGALP00000007747
ENSTNIP00000010282	ENSGALP00000016162
ENSTNIP00000005446	ENSGALP00000024598
ENSTNIP00000020480	ENSGALP00000019401
ENSTNIP00000001111	ENSGALP00000008930
ENSTNIP00000012487	ENSGALP00000004058
ENSTNIP00000015881	ENSGALP00000033172
ENSTNIP00000018782	ENSGALP00000019018
ENSTNIP00000003482	ENSGALP00000022212
ENSTNIP00000014983	ENSGALP00000008637
ENSTNIP00000007716	ENSGALP00000033992
ENSTNIP00000001521	ENSGALP00000015139
ENSTNIP00000009385	ENSGALP00000042812
ENSTNIP00000008566	ENSGALP00000010530
ENSTNIP00000020776	ENSGALP00000010328
ENSTNIP00000004300	ENSGALP00000009858
ENSTNIP00000004878	ENSGALP00000015703
ENSTNIP00000000588	ENSGALP00000042901
ENSTNIP00000021334	ENSGALP00000019762
ENSTNIP00000020161	ENSGALP00000027219
ENSTNIP00000009988	ENSGALP00000024296
ENSTNIP00000019808	ENSGALP00000003710
ENSTNIP00000012411	ENSGALP00000009199
ENSTNIP00000015705	ENSGALP00000023242
ENSTNIP00000017520	ENSGALP00000019716
ENSTNIP00000010461	ENSGALP00000000998
ENSTNIP00000007781	ENSGALP00000005314
ENSTNIP00000016805	ENSGALP00000019786
ENSTNIP00000013785	ENSGALP00000037426
ENSTNIP00000022598	ENSGALP00000007017
ENSTNIP00000021463	ENSGALP00000001406
ENSTNIP00000017036	ENSGALP00000020618
ENSTNIP00000015393	ENSGALP00000004900
ENSTNIP00000011139	ENSGALP00000025433
ENSTNIP00000008349	ENSGALP00000002890
ENSTNIP00000005761	ENSGALP00000027722
ENSTNIP00000015030	ENSGALP00000011093
ENSTNIP00000012508	ENSGALP00000026404
ENSTNIP00000006929	ENSGALP00000011548
ENSTNIP00000006219	ENSGALP00000041656
ENSTNIP00000005832	ENSGALP00000016517
ENSTNIP00000007313	ENSGALP00000000921
ENSTNIP00000009895	ENSGALP00000010797
ENSTNIP00000017883	ENSGALP00000014189
ENSTNIP00000013044	ENSGALP00000025099
ENSTNIP00000015658	ENSGALP00000010703
ENSTNIP00000022335	ENSGALP00000026607
ENSTNIP00000022039	ENSGALP00000024339
ENSTNIP00000019674	ENSGALP00000042898
ENSTNIP00000005212	ENSGALP00000008967
ENSTNIP00000009722	ENSGALP00000022683
ENSTNIP00000012538	ENSGALP00000000429
ENSTNIP00000010466	ENSGALP00000029711
ENSTNIP00000007227	ENSGALP00000008947
ENSTNIP00000005206	ENSGALP00000005130
ENSTNIP00000007556	ENSGALP00000014703
ENSTNIP00000015154	ENSGALP00000041438
ENSTNIP00000012407	ENSGALP00000009081
ENSTNIP00000016366	ENSGALP00000016958
ENSTNIP00000013961	ENSGALP00000042940
ENSTNIP00000007898	ENSGALP00000007969
ENSTNIP00000006789	ENSGALP00000041850
ENSTNIP00000010682	ENSGALP00000004830
ENSTNIP00000000855	ENSGALP00000009657
ENSTNIP00000017676	ENSGALP00000005482
ENSTNIP00000012282	ENSGALP00000010002
ENSTNIP00000018320	ENSGALP00000010136
ENSTNIP00000007956	ENSGALP00000005427
ENSTNIP00000012324	ENSGALP00000027112
ENSTNIP00000004070	ENSGALP00000042758
ENSTNIP00000017809	ENSGALP00000006387
ENSTNIP00000013393	ENSGALP00000006683
ENSTNIP00000012155	ENSGALP00000000178
ENSTNIP00000020951	ENSGALP00000018565
ENSTNIP00000022129	ENSGALP00000036277
ENSTNIP00000022382	ENSGALP00000025400
ENSTNIP00000020433	ENSGALP00000025400
ENSTNIP00000004481	ENSGALP00000025431
ENSTNIP00000019539	ENSGALP00000009902
ENSTNIP00000022037	ENSGALP00000000556
ENSTNIP00000011356	ENSGALP00000016989
ENSTNIP00000014365	ENSGALP00000041275
ENSTNIP00000016878	ENSGALP00000027009
ENSTNIP00000006389	ENSGALP00000014434
ENSTNIP00000014864	ENSGALP00000026777
ENSTNIP00000022368	ENSGALP00000026777
ENSTNIP00000020871	ENSGALP00000016195
ENSTNIP00000019622	ENSGALP00000012282
ENSTNIP00000014085	ENSGALP00000012529
ENSTNIP00000021268	ENSGALP00000017888
ENSTNIP00000019781	ENSGALP00000020586
ENSTNIP00000014379	ENSGALP00000037629
ENSTNIP00000012001	ENSGALP00000042078
ENSTNIP00000014233	ENSGALP00000003086
ENSTNIP00000019574	ENSGALP00000018470
ENSTNIP00000001118	ENSGALP00000036972
ENSTNIP00000020520	ENSGALP00000019738
ENSTNIP00000013894	ENSGALP00000015464
ENSTNIP00000005313	ENSGALP00000009918
ENSTNIP00000007800	ENSGALP00000009918
ENSTNIP00000000010	ENSGALP00000024677
ENSTNIP00000005103	ENSGALP00000000975
ENSTNIP00000020376	ENSGALP00000015925
ENSTNIP00000018665	ENSGALP00000002626
ENSTNIP00000014048	ENSGALP00000009476
ENSTNIP00000019590	ENSGALP00000020475
ENSTNIP00000012740	ENSGALP00000014982
ENSTNIP00000020142	ENSGALP00000004248
ENSTNIP00000015234	ENSGALP00000022280
ENSTNIP00000005569	ENSGALP00000005067
ENSTNIP00000014237	ENSGALP00000037428
ENSTNIP00000011073	ENSGALP00000004902
ENSTNIP00000007592	ENSGALP00000042951
ENSTNIP00000008406	ENSGALP00000020822
ENSTNIP00000018959	ENSGALP00000007973
ENSTNIP00000018037	ENSGALP00000027307
ENSTNIP00000007060	ENSGALP00000009122
ENSTNIP00000012905	ENSGALP00000001986
ENSTNIP00000017124	ENSGALP00000005592
ENSTNIP00000018786	ENSGALP00000009988
ENSTNIP00000014111	ENSGALP00000042153
ENSTNIP00000000229	ENSGALP00000041333
ENSTNIP00000015240	ENSGALP00000019574
ENSTNIP00000020453	ENSGALP00000026444
ENSTNIP00000017408	ENSGALP00000008503
ENSTNIP00000006701	ENSGALP00000011329
ENSTNIP00000006944	ENSGALP00000038457
ENSTNIP00000012797	ENSGALP00000007445
ENSTNIP00000018043	ENSGALP00000027298
ENSTNIP00000019396	ENSGALP00000016732
ENSTNIP00000011604	ENSGALP00000016389
ENSTNIP00000014422	ENSGALP00000011488
ENSTNIP00000019557	ENSGALP00000013394
ENSTNIP00000002435	ENSGALP00000027524
ENSTNIP00000018573	ENSGALP00000006245
ENSTNIP00000011533	ENSGALP00000011335
ENSTNIP00000009882	ENSGALP00000012180
ENSTNIP00000021391	ENSGALP00000039394
ENSTNIP00000018492	ENSGALP00000024081
ENSTNIP00000013627	ENSGALP00000020525
ENSTNIP00000019495	ENSGALP00000015355
ENSTNIP00000022312	ENSGALP00000018615
ENSTNIP00000008573	ENSGALP00000035861
ENSTNIP00000012536	ENSGALP00000041834
ENSTNIP00000006250	ENSGALP00000043402
ENSTNIP00000018513	ENSGALP00000043086
ENSTNIP00000021906	ENSGALP00000040928
ENSTNIP00000020839	ENSGALP00000018065
ENSTNIP00000008657	ENSGALP00000019790
ENSTNIP00000007562	ENSGALP00000034981
ENSTNIP00000011745	ENSGALP00000006730
ENSTNIP00000023069	ENSGALP00000016829
ENSTNIP00000019866	ENSGALP00000003374
ENSTNIP00000020943	ENSGALP00000022139
ENSTNIP00000009477	ENSGALP00000010323
ENSTNIP00000022558	ENSGALP00000013965
ENSTNIP00000013806	ENSGALP00000006421
ENSTNIP00000019763	ENSGALP00000004093
ENSTNIP00000005843	ENSGALP00000029681
ENSTNIP00000019790	ENSGALP00000024148
ENSTNIP00000012339	ENSGALP00000027285
ENSTNIP00000009804	ENSGALP00000027191
ENSTNIP00000011421	ENSGALP00000041567
ENSTNIP00000009953	ENSGALP00000004275
ENSTNIP00000013325	ENSGALP00000000927
ENSTNIP00000022044	ENSGALP00000005298
ENSTNIP00000008112	ENSGALP00000043150
ENSTNIP00000007928	ENSGALP00000019903
ENSTNIP00000020427	ENSGALP00000001479
ENSTNIP00000014967	ENSGALP00000005624
ENSTNIP00000019836	ENSGALP00000007619
ENSTNIP00000015637	ENSGALP00000040877
ENSTNIP00000018602	ENSGALP00000016413
ENSTNIP00000001416	ENSGALP00000010874
ENSTNIP00000007197	ENSGALP00000003770
ENSTNIP00000016709	ENSGALP00000011896
ENSTNIP00000021724	ENSGALP00000042140
ENSTNIP00000005606	ENSGALP00000009486
ENSTNIP00000010622	ENSGALP00000003938
ENSTNIP00000019492	ENSGALP00000037382
ENSTNIP00000013735	ENSGALP00000042470
ENSTNIP00000010192	ENSGALP00000007647
ENSTNIP00000016720	ENSGALP00000018186
ENSTNIP00000016733	ENSGALP00000021904
ENSTNIP00000021010	ENSGALP00000042242
ENSTNIP00000022541	ENSGALP00000020045
ENSTNIP00000011849	ENSGALP00000005290
ENSTNIP00000012458	ENSGALP00000004016
ENSTNIP00000005974	ENSGALP00000042821
ENSTNIP00000011264	ENSGALP00000012527
ENSTNIP00000020597	ENSGALP00000043174
ENSTNIP00000022246	ENSGALP00000003760
ENSTNIP00000021075	ENSGALP00000010744
ENSTNIP00000005743	ENSGALP00000039556
ENSTNIP00000020814	ENSGALP00000022600
ENSTNIP00000020285	ENSGALP00000027345
ENSTNIP00000019562	ENSGALP00000037344
ENSTNIP00000018610	ENSGALP00000024546
ENSTNIP00000017696	ENSGALP00000009151
ENSTNIP00000020760	ENSGALP00000042223
ENSTNIP00000019771	ENSGALP00000023930
ENSTNIP00000012479	ENSGALP00000013733
ENSTNIP00000019888	ENSGALP00000022472
ENSTNIP00000010301	ENSGALP00000023888
ENSTNIP00000008388	ENSGALP00000039672
ENSTNIP00000020052	ENSGALP00000015546
ENSTNIP00000002965	ENSGALP00000043003
ENSTNIP00000020942	ENSGALP00000030336
ENSTNIP00000013608	ENSGALP00000016605
ENSTNIP00000001269	ENSGALP00000016440
ENSTNIP00000018458	ENSGALP00000001995
ENSTNIP00000010860	ENSGALP00000023269
