ENSMODP00000016222	ENSCAFP00000014731
ENSMODP00000012679	ENSCAFP00000039145
ENSMODP00000006415	ENSCAFP00000025380
ENSMODP00000009204	ENSCAFP00000005751
ENSMODP00000005970	ENSCAFP00000004535
ENSMODP00000036201	ENSCAFP00000039134
ENSMODP00000012913	ENSCAFP00000022809
ENSMODP00000018567	ENSCAFP00000029593
ENSMODP00000022692	ENSCAFP00000016185
ENSMODP00000008488	ENSCAFP00000008104
ENSMODP00000004953	ENSCAFP00000002694
ENSMODP00000002521	ENSCAFP00000023856
ENSMODP00000024582	ENSCAFP00000021761
ENSMODP00000017948	ENSCAFP00000025641
ENSMODP00000011332	ENSCAFP00000006173
ENSMODP00000020241	ENSCAFP00000028964
ENSMODP00000017206	ENSCAFP00000032477
ENSMODP00000035437	ENSCAFP00000023024
ENSMODP00000011845	ENSCAFP00000037164
ENSMODP00000003196	ENSCAFP00000003351
ENSMODP00000003733	ENSCAFP00000018187
ENSMODP00000024356	ENSCAFP00000030400
ENSMODP00000025652	ENSCAFP00000014674
ENSMODP00000008623	ENSCAFP00000019524
ENSMODP00000000188	ENSCAFP00000024107
ENSMODP00000022290	ENSCAFP00000016383
ENSMODP00000004081	ENSCAFP00000017742
ENSMODP00000005234	ENSCAFP00000015890
ENSMODP00000000471	ENSCAFP00000003546
ENSMODP00000013269	ENSCAFP00000002253
ENSMODP00000025377	ENSCAFP00000039435
ENSMODP00000021082	ENSCAFP00000029000
ENSMODP00000021963	ENSCAFP00000029421
ENSMODP00000015390	ENSCAFP00000000022
ENSMODP00000024157	ENSCAFP00000018971
ENSMODP00000008052	ENSCAFP00000026644
ENSMODP00000009815	ENSCAFP00000005917
ENSMODP00000007037	ENSCAFP00000030179
ENSMODP00000017061	ENSCAFP00000005853
ENSMODP00000013591	ENSCAFP00000040497
ENSMODP00000017154	ENSCAFP00000014475
ENSMODP00000017067	ENSCAFP00000005861
ENSMODP00000022326	ENSCAFP00000005274
ENSMODP00000036485	ENSCAFP00000021668
ENSMODP00000014715	ENSCAFP00000037945
ENSMODP00000022460	ENSCAFP00000005599
ENSMODP00000008703	ENSCAFP00000006924
ENSMODP00000008544	ENSCAFP00000028343
ENSMODP00000009502	ENSCAFP00000008008
ENSMODP00000020781	ENSCAFP00000022853
ENSMODP00000008777	ENSCAFP00000039193
ENSMODP00000000387	ENSCAFP00000021174
ENSMODP00000025642	ENSCAFP00000038355
ENSMODP00000000330	ENSCAFP00000039063
ENSMODP00000004859	ENSCAFP00000016205
ENSMODP00000021126	ENSCAFP00000041369
ENSMODP00000014019	ENSCAFP00000005163
ENSMODP00000003599	ENSCAFP00000002898
ENSMODP00000011095	ENSCAFP00000005181
ENSMODP00000006109	ENSCAFP00000012442
ENSMODP00000024264	ENSCAFP00000037619
ENSMODP00000039844	ENSCAFP00000007380
ENSMODP00000000603	ENSCAFP00000026393
ENSMODP00000020057	ENSCAFP00000028781
ENSMODP00000020131	ENSCAFP00000032977
ENSMODP00000030693	ENSCAFP00000041611
ENSMODP00000026370	ENSCAFP00000021333
ENSMODP00000018805	ENSCAFP00000022832
ENSMODP00000029510	ENSCAFP00000005023
ENSMODP00000009390	ENSCAFP00000008343
ENSMODP00000012698	ENSCAFP00000026298
ENSMODP00000003190	ENSCAFP00000007139
ENSMODP00000033218	ENSCAFP00000005958
ENSMODP00000006457	ENSCAFP00000023180
ENSMODP00000022675	ENSCAFP00000015971
ENSMODP00000020679	ENSCAFP00000037568
ENSMODP00000023668	ENSCAFP00000033987
ENSMODP00000036275	ENSCAFP00000010480
ENSMODP00000026530	ENSCAFP00000015673
ENSMODP00000014873	ENSCAFP00000024457
ENSMODP00000009870	ENSCAFP00000025433
ENSMODP00000012511	ENSCAFP00000039788
ENSMODP00000015717	ENSCAFP00000029457
ENSMODP00000010896	ENSCAFP00000042068
ENSMODP00000017741	ENSCAFP00000001363
ENSMODP00000001762	ENSCAFP00000024923
ENSMODP00000019992	ENSCAFP00000017950
ENSMODP00000010655	ENSCAFP00000042334
ENSMODP00000019468	ENSCAFP00000025242
ENSMODP00000006244	ENSCAFP00000007620
ENSMODP00000021479	ENSCAFP00000028763
ENSMODP00000009133	ENSCAFP00000024592
ENSMODP00000030108	ENSCAFP00000005487
ENSMODP00000016235	ENSCAFP00000029274
ENSMODP00000004299	ENSCAFP00000039333
ENSMODP00000019834	ENSCAFP00000034471
ENSMODP00000015827	ENSCAFP00000033725
ENSMODP00000024377	ENSCAFP00000017670
ENSMODP00000007169	ENSCAFP00000028101
ENSMODP00000004773	ENSCAFP00000027312
ENSMODP00000005184	ENSCAFP00000036579
ENSMODP00000010171	ENSCAFP00000018538
ENSMODP00000008267	ENSCAFP00000025541
ENSMODP00000021604	ENSCAFP00000038972
ENSMODP00000024231	ENSCAFP00000036754
ENSMODP00000032837	ENSCAFP00000040247
ENSMODP00000006770	ENSCAFP00000026378
ENSMODP00000040476	ENSCAFP00000025927
ENSMODP00000028255	ENSCAFP00000030212
ENSMODP00000011483	ENSCAFP00000017760
ENSMODP00000003744	ENSCAFP00000018014
ENSMODP00000016923	ENSCAFP00000027017
ENSMODP00000039780	ENSCAFP00000000594
ENSMODP00000023638	ENSCAFP00000037374
ENSMODP00000008385	ENSCAFP00000025406
ENSMODP00000002692	ENSCAFP00000036270
ENSMODP00000011001	ENSCAFP00000017348
ENSMODP00000003142	ENSCAFP00000003083
ENSMODP00000001041	ENSCAFP00000027367
ENSMODP00000017753	ENSCAFP00000018485
ENSMODP00000019831	ENSCAFP00000006051
ENSMODP00000011144	ENSCAFP00000041850
ENSMODP00000017215	ENSCAFP00000001884
ENSMODP00000003580	ENSCAFP00000022484
ENSMODP00000020562	ENSCAFP00000003197
ENSMODP00000020283	ENSCAFP00000034981
ENSMODP00000022898	ENSCAFP00000035989
ENSMODP00000039404	ENSCAFP00000008048
ENSMODP00000021432	ENSCAFP00000006362
ENSMODP00000005653	ENSCAFP00000037071
ENSMODP00000019883	ENSCAFP00000000593
ENSMODP00000010095	ENSCAFP00000022841
ENSMODP00000031372	ENSCAFP00000007590
ENSMODP00000008292	ENSCAFP00000038682
ENSMODP00000005884	ENSCAFP00000040148
ENSMODP00000021494	ENSCAFP00000017632
ENSMODP00000015388	ENSCAFP00000042748
ENSMODP00000004597	ENSCAFP00000021763
ENSMODP00000004559	ENSCAFP00000036230
ENSMODP00000026900	ENSCAFP00000006466
ENSMODP00000009220	ENSCAFP00000008759
ENSMODP00000018307	ENSCAFP00000025880
ENSMODP00000007955	ENSCAFP00000028430
ENSMODP00000017027	ENSCAFP00000020197
ENSMODP00000019685	ENSCAFP00000040783
ENSMODP00000015417	ENSCAFP00000011568
ENSMODP00000024557	ENSCAFP00000038258
ENSMODP00000002240	ENSCAFP00000004183
ENSMODP00000018429	ENSCAFP00000023173
ENSMODP00000007660	ENSCAFP00000028272
ENSMODP00000005266	ENSCAFP00000039871
ENSMODP00000031090	ENSCAFP00000041851
ENSMODP00000030987	ENSCAFP00000038326
ENSMODP00000008212	ENSCAFP00000025635
ENSMODP00000002103	ENSCAFP00000023123
ENSMODP00000021077	ENSCAFP00000024753
ENSMODP00000041188	ENSCAFP00000026897
ENSMODP00000020663	ENSCAFP00000016763
ENSMODP00000008136	ENSCAFP00000012389
ENSMODP00000023129	ENSCAFP00000032770
ENSMODP00000016512	ENSCAFP00000036034
ENSMODP00000038438	ENSCAFP00000001570
ENSMODP00000005274	ENSCAFP00000012322
ENSMODP00000020027	ENSCAFP00000037319
ENSMODP00000028426	ENSCAFP00000003984
ENSMODP00000036065	ENSCAFP00000001044
ENSMODP00000004362	ENSCAFP00000017514
ENSMODP00000011981	ENSCAFP00000017352
ENSMODP00000013821	ENSCAFP00000009761
ENSMODP00000006596	ENSCAFP00000018737
ENSMODP00000006659	ENSCAFP00000001006
ENSMODP00000000204	ENSCAFP00000024092
ENSMODP00000000361	ENSCAFP00000013474
ENSMODP00000026918	ENSCAFP00000006641
ENSMODP00000003564	ENSCAFP00000032461
ENSMODP00000016219	ENSCAFP00000017188
ENSMODP00000004042	ENSCAFP00000026338
ENSMODP00000025614	ENSCAFP00000008633
ENSMODP00000023509	ENSCAFP00000018416
ENSMODP00000010671	ENSCAFP00000028462
ENSMODP00000013872	ENSCAFP00000024411
ENSMODP00000039535	ENSCAFP00000015831
ENSMODP00000024425	ENSCAFP00000004980
ENSMODP00000006138	ENSCAFP00000024860
ENSMODP00000016815	ENSCAFP00000018608
ENSMODP00000011251	ENSCAFP00000024242
ENSMODP00000035317	ENSCAFP00000040134
ENSMODP00000011229	ENSCAFP00000041904
ENSMODP00000009750	ENSCAFP00000002881
ENSMODP00000012188	ENSCAFP00000019980
ENSMODP00000001189	ENSCAFP00000023608
ENSMODP00000040593	ENSCAFP00000038481
ENSMODP00000011286	ENSCAFP00000019318
ENSMODP00000026570	ENSCAFP00000012193
ENSMODP00000013558	ENSCAFP00000009282
ENSMODP00000016631	ENSCAFP00000017597
ENSMODP00000026207	ENSCAFP00000011935
ENSMODP00000000920	ENSCAFP00000002195
ENSMODP00000006824	ENSCAFP00000038645
ENSMODP00000018076	ENSCAFP00000001519
ENSMODP00000000746	ENSCAFP00000016204
ENSMODP00000007741	ENSCAFP00000030230
ENSMODP00000006126	ENSCAFP00000012489
ENSMODP00000015267	ENSCAFP00000030668
ENSMODP00000011961	ENSCAFP00000018441
ENSMODP00000000720	ENSCAFP00000028304
ENSMODP00000003292	ENSCAFP00000033939
ENSMODP00000006179	ENSCAFP00000039390
ENSMODP00000025933	ENSCAFP00000004058
ENSMODP00000038128	ENSCAFP00000031129
ENSMODP00000009196	ENSCAFP00000031071
ENSMODP00000023000	ENSCAFP00000019176
ENSMODP00000020746	ENSCAFP00000029155
ENSMODP00000014188	ENSCAFP00000032123
ENSMODP00000004403	ENSCAFP00000011666
ENSMODP00000034741	ENSCAFP00000010401
ENSMODP00000019175	ENSCAFP00000009483
ENSMODP00000014765	ENSCAFP00000021088
ENSMODP00000034471	ENSCAFP00000023433
ENSMODP00000008587	ENSCAFP00000028352
ENSMODP00000038431	ENSCAFP00000027117
ENSMODP00000022933	ENSCAFP00000018716
ENSMODP00000007302	ENSCAFP00000030191
ENSMODP00000000904	ENSCAFP00000038250
ENSMODP00000008024	ENSCAFP00000004806
ENSMODP00000019779	ENSCAFP00000000671
ENSMODP00000016846	ENSCAFP00000018651
ENSMODP00000021814	ENSCAFP00000015747
ENSMODP00000006816	ENSCAFP00000041887
ENSMODP00000009885	ENSCAFP00000025074
ENSMODP00000016021	ENSCAFP00000024102
ENSMODP00000011226	ENSCAFP00000026587
ENSMODP00000012685	ENSCAFP00000020586
ENSMODP00000005309	ENSCAFP00000006709
ENSMODP00000035500	ENSCAFP00000022519
ENSMODP00000005787	ENSCAFP00000011232
ENSMODP00000003946	ENSCAFP00000023438
ENSMODP00000037577	ENSCAFP00000024903
ENSMODP00000038842	ENSCAFP00000029107
ENSMODP00000031752	ENSCAFP00000000597
ENSMODP00000011374	ENSCAFP00000019395
ENSMODP00000005366	ENSCAFP00000043054
ENSMODP00000019855	ENSCAFP00000028658
ENSMODP00000019983	ENSCAFP00000035782
ENSMODP00000017396	ENSCAFP00000010348
ENSMODP00000036554	ENSCAFP00000031119
ENSMODP00000002677	ENSCAFP00000034158
ENSMODP00000022499	ENSCAFP00000014546
ENSMODP00000009839	ENSCAFP00000002867
ENSMODP00000034902	ENSCAFP00000013093
ENSMODP00000008671	ENSCAFP00000025274
ENSMODP00000012807	ENSCAFP00000021508
ENSMODP00000005818	ENSCAFP00000026537
ENSMODP00000001064	ENSCAFP00000023727
ENSMODP00000040075	ENSCAFP00000043099
ENSMODP00000025715	ENSCAFP00000031019
ENSMODP00000012411	ENSCAFP00000028057
ENSMODP00000003240	ENSCAFP00000008608
ENSMODP00000021401	ENSCAFP00000025282
ENSMODP00000013618	ENSCAFP00000022889
ENSMODP00000029600	ENSCAFP00000031812
ENSMODP00000023175	ENSCAFP00000040602
ENSMODP00000014381	ENSCAFP00000004932
ENSMODP00000034176	ENSCAFP00000026311
ENSMODP00000000388	ENSCAFP00000016099
ENSMODP00000018874	ENSCAFP00000031915
ENSMODP00000000796	ENSCAFP00000002178
ENSMODP00000003576	ENSCAFP00000037275
ENSMODP00000002886	ENSCAFP00000008499
ENSMODP00000005670	ENSCAFP00000015327
ENSMODP00000026398	ENSCAFP00000032771
ENSMODP00000028721	ENSCAFP00000033303
ENSMODP00000004053	ENSCAFP00000004751
ENSMODP00000009380	ENSCAFP00000024852
ENSMODP00000009789	ENSCAFP00000025049
ENSMODP00000008801	ENSCAFP00000019071
ENSMODP00000018128	ENSCAFP00000020946
ENSMODP00000017517	ENSCAFP00000039072
ENSMODP00000017688	ENSCAFP00000001395
ENSMODP00000025476	ENSCAFP00000027663
ENSMODP00000021613	ENSCAFP00000028889
ENSMODP00000023426	ENSCAFP00000037336
ENSMODP00000032710	ENSCAFP00000007776
ENSMODP00000019598	ENSCAFP00000025129
ENSMODP00000022027	ENSCAFP00000022543
ENSMODP00000006901	ENSCAFP00000030177
ENSMODP00000016871	ENSCAFP00000008268
ENSMODP00000022089	ENSCAFP00000001455
ENSMODP00000022147	ENSCAFP00000038700
ENSMODP00000027798	ENSCAFP00000041006
ENSMODP00000032167	ENSCAFP00000008551
ENSMODP00000009639	ENSCAFP00000002933
ENSMODP00000020468	ENSCAFP00000003791
ENSMODP00000004695	ENSCAFP00000039033
ENSMODP00000016870	ENSCAFP00000000731
ENSMODP00000026492	ENSCAFP00000031322
ENSMODP00000018847	ENSCAFP00000022741
ENSMODP00000004532	ENSCAFP00000043187
ENSMODP00000006990	ENSCAFP00000029064
ENSMODP00000014772	ENSCAFP00000008533
ENSMODP00000001991	ENSCAFP00000024515
ENSMODP00000018142	ENSCAFP00000004867
ENSMODP00000031705	ENSCAFP00000022668
ENSMODP00000026039	ENSCAFP00000004217
ENSMODP00000008928	ENSCAFP00000008198
ENSMODP00000020730	ENSCAFP00000037695
ENSMODP00000002857	ENSCAFP00000010966
ENSMODP00000014804	ENSCAFP00000021226
ENSMODP00000040760	ENSCAFP00000006910
ENSMODP00000021069	ENSCAFP00000029009
ENSMODP00000010054	ENSCAFP00000008658
ENSMODP00000037586	ENSCAFP00000007927
ENSMODP00000018667	ENSCAFP00000023053
ENSMODP00000012503	ENSCAFP00000037984
ENSMODP00000023821	ENSCAFP00000004314
ENSMODP00000010991	ENSCAFP00000006107
ENSMODP00000001903	ENSCAFP00000014189
ENSMODP00000025645	ENSCAFP00000008959
ENSMODP00000024437	ENSCAFP00000010631
ENSMODP00000025601	ENSCAFP00000037171
ENSMODP00000020715	ENSCAFP00000013110
ENSMODP00000031526	ENSCAFP00000042366
ENSMODP00000011326	ENSCAFP00000000540
ENSMODP00000009963	ENSCAFP00000022986
ENSMODP00000037536	ENSCAFP00000003336
ENSMODP00000024331	ENSCAFP00000018036
ENSMODP00000011771	ENSCAFP00000020824
ENSMODP00000024846	ENSCAFP00000036528
ENSMODP00000009438	ENSCAFP00000013261
ENSMODP00000041214	ENSCAFP00000025968
ENSMODP00000005853	ENSCAFP00000032318
ENSMODP00000010888	ENSCAFP00000009463
ENSMODP00000023124	ENSCAFP00000011088
ENSMODP00000000431	ENSCAFP00000021929
ENSMODP00000033972	ENSCAFP00000001769
ENSMODP00000021035	ENSCAFP00000007075
ENSMODP00000004584	ENSCAFP00000037482
ENSMODP00000014297	ENSCAFP00000041943
ENSMODP00000038414	ENSCAFP00000000214
ENSMODP00000026380	ENSCAFP00000020821
ENSMODP00000021341	ENSCAFP00000041753
ENSMODP00000036151	ENSCAFP00000023743
ENSMODP00000040037	ENSCAFP00000006846
ENSMODP00000018853	ENSCAFP00000022711
ENSMODP00000018259	ENSCAFP00000021286
ENSMODP00000031303	ENSCAFP00000006039
ENSMODP00000001876	ENSCAFP00000023080
ENSMODP00000006873	ENSCAFP00000024574
ENSMODP00000018877	ENSCAFP00000020693
ENSMODP00000037412	ENSCAFP00000026575
ENSMODP00000012508	ENSCAFP00000017461
ENSMODP00000011551	ENSCAFP00000017601
ENSMODP00000001223	ENSCAFP00000004063
ENSMODP00000015997	ENSCAFP00000024139
ENSMODP00000009321	ENSCAFP00000020578
ENSMODP00000010453	ENSCAFP00000042936
ENSMODP00000025675	ENSCAFP00000023982
ENSMODP00000009800	ENSCAFP00000023105
ENSMODP00000032444	ENSCAFP00000022496
ENSMODP00000014817	ENSCAFP00000042277
ENSMODP00000039482	ENSCAFP00000021231
ENSMODP00000020150	ENSCAFP00000028827
ENSMODP00000009164	ENSCAFP00000000592
ENSMODP00000002342	ENSCAFP00000002754
ENSMODP00000036413	ENSCAFP00000038961
ENSMODP00000007125	ENSCAFP00000017102
ENSMODP00000028507	ENSCAFP00000004842
ENSMODP00000008960	ENSCAFP00000008029
ENSMODP00000029674	ENSCAFP00000004812
ENSMODP00000012081	ENSCAFP00000035152
ENSMODP00000028482	ENSCAFP00000019072
ENSMODP00000035889	ENSCAFP00000030686
ENSMODP00000032363	ENSCAFP00000038608
ENSMODP00000005865	ENSCAFP00000027247
ENSMODP00000019863	ENSCAFP00000028682
ENSMODP00000021639	ENSCAFP00000028916
ENSMODP00000015723	ENSCAFP00000029452
ENSMODP00000004968	ENSCAFP00000003942
ENSMODP00000008828	ENSCAFP00000019782
ENSMODP00000007736	ENSCAFP00000007690
ENSMODP00000019163	ENSCAFP00000009243
ENSMODP00000024158	ENSCAFP00000036677
ENSMODP00000002461	ENSCAFP00000006338
ENSMODP00000004267	ENSCAFP00000021722
ENSMODP00000030181	ENSCAFP00000003356
ENSMODP00000015498	ENSCAFP00000000040
ENSMODP00000038298	ENSCAFP00000010573
ENSMODP00000005282	ENSCAFP00000022106
ENSMODP00000006730	ENSCAFP00000007693
ENSMODP00000019630	ENSCAFP00000040339
ENSMODP00000002213	ENSCAFP00000004168
ENSMODP00000032944	ENSCAFP00000024731
ENSMODP00000020527	ENSCAFP00000007112
ENSMODP00000000358	ENSCAFP00000039149
ENSMODP00000026734	ENSCAFP00000000049
ENSMODP00000031318	ENSCAFP00000025833
ENSMODP00000013105	ENSCAFP00000002765
ENSMODP00000026054	ENSCAFP00000007041
ENSMODP00000019373	ENSCAFP00000007921
ENSMODP00000020343	ENSCAFP00000018477
ENSMODP00000006568	ENSCAFP00000007841
ENSMODP00000019928	ENSCAFP00000022147
ENSMODP00000020105	ENSCAFP00000021737
ENSMODP00000032004	ENSCAFP00000025937
ENSMODP00000013328	ENSCAFP00000014473
ENSMODP00000032969	ENSCAFP00000033188
ENSMODP00000029381	ENSCAFP00000029420
ENSMODP00000002149	ENSCAFP00000012060
ENSMODP00000036180	ENSCAFP00000023007
ENSMODP00000011526	ENSCAFP00000036140
ENSMODP00000005210	ENSCAFP00000042990
ENSMODP00000005594	ENSCAFP00000011465
ENSMODP00000001825	ENSCAFP00000012299
ENSMODP00000016096	ENSCAFP00000024062
ENSMODP00000006680	ENSCAFP00000009629
ENSMODP00000017749	ENSCAFP00000024048
ENSMODP00000036870	ENSCAFP00000022733
ENSMODP00000016691	ENSCAFP00000035851
ENSMODP00000012116	ENSCAFP00000010895
ENSMODP00000008030	ENSCAFP00000018872
ENSMODP00000012082	ENSCAFP00000019850
ENSMODP00000021731	ENSCAFP00000015459
ENSMODP00000004029	ENSCAFP00000029322
ENSMODP00000028260	ENSCAFP00000030203
ENSMODP00000001587	ENSCAFP00000012646
ENSMODP00000022470	ENSCAFP00000038844
ENSMODP00000039688	ENSCAFP00000012857
ENSMODP00000027182	ENSCAFP00000028592
ENSMODP00000024757	ENSCAFP00000010141
ENSMODP00000037811	ENSCAFP00000014030
ENSMODP00000035810	ENSCAFP00000021786
ENSMODP00000026466	ENSCAFP00000021396
ENSMODP00000018784	ENSCAFP00000022866
ENSMODP00000021906	ENSCAFP00000029131
ENSMODP00000041209	ENSCAFP00000013042
ENSMODP00000012017	ENSCAFP00000014215
ENSMODP00000006534	ENSCAFP00000028882
ENSMODP00000010069	ENSCAFP00000011183
ENSMODP00000017729	ENSCAFP00000019394
ENSMODP00000005199	ENSCAFP00000029449
ENSMODP00000038582	ENSCAFP00000014015
ENSMODP00000034258	ENSCAFP00000010152
ENSMODP00000039212	ENSCAFP00000024847
ENSMODP00000015506	ENSCAFP00000030703
ENSMODP00000021444	ENSCAFP00000028808
ENSMODP00000000672	ENSCAFP00000022307
ENSMODP00000019808	ENSCAFP00000000641
ENSMODP00000037347	ENSCAFP00000026651
ENSMODP00000019660	ENSCAFP00000024976
ENSMODP00000015253	ENSCAFP00000033668
ENSMODP00000005384	ENSCAFP00000032782
ENSMODP00000003014	ENSCAFP00000032346
ENSMODP00000004287	ENSCAFP00000021645
ENSMODP00000016480	ENSCAFP00000002242
ENSMODP00000016839	ENSCAFP00000000741
ENSMODP00000023010	ENSCAFP00000019210
ENSMODP00000017901	ENSCAFP00000022064
ENSMODP00000017501	ENSCAFP00000001692
ENSMODP00000011558	ENSCAFP00000029196
ENSMODP00000006740	ENSCAFP00000009616
ENSMODP00000017244	ENSCAFP00000033690
ENSMODP00000015874	ENSCAFP00000015691
ENSMODP00000038258	ENSCAFP00000006915
ENSMODP00000008688	ENSCAFP00000021145
ENSMODP00000001909	ENSCAFP00000029261
ENSMODP00000016366	ENSCAFP00000019095
ENSMODP00000010517	ENSCAFP00000017699
ENSMODP00000038867	ENSCAFP00000009838
ENSMODP00000024822	ENSCAFP00000013443
ENSMODP00000015970	ENSCAFP00000015855
ENSMODP00000010519	ENSCAFP00000036757
ENSMODP00000037522	ENSCAFP00000042291
ENSMODP00000037514	ENSCAFP00000012669
ENSMODP00000006238	ENSCAFP00000036566
ENSMODP00000004692	ENSCAFP00000017125
ENSMODP00000017352	ENSCAFP00000020124
ENSMODP00000004722	ENSCAFP00000028032
ENSMODP00000029249	ENSCAFP00000000870
ENSMODP00000038082	ENSCAFP00000034852
ENSMODP00000028287	ENSCAFP00000029442
ENSMODP00000021394	ENSCAFP00000037407
ENSMODP00000009717	ENSCAFP00000009726
ENSMODP00000006689	ENSCAFP00000025325
ENSMODP00000021682	ENSCAFP00000005953
ENSMODP00000038265	ENSCAFP00000036878
ENSMODP00000015973	ENSCAFP00000029249
ENSMODP00000004204	ENSCAFP00000014826
ENSMODP00000039517	ENSCAFP00000041563
ENSMODP00000000927	ENSCAFP00000004131
ENSMODP00000002847	ENSCAFP00000039142
ENSMODP00000029144	ENSCAFP00000017764
ENSMODP00000000105	ENSCAFP00000006052
ENSMODP00000039078	ENSCAFP00000040037
ENSMODP00000005026	ENSCAFP00000015748
ENSMODP00000018620	ENSCAFP00000006877
ENSMODP00000038583	ENSCAFP00000024763
ENSMODP00000019102	ENSCAFP00000001943
ENSMODP00000019691	ENSCAFP00000040668
ENSMODP00000024359	ENSCAFP00000039340
ENSMODP00000022611	ENSCAFP00000021640
ENSMODP00000009225	ENSCAFP00000037928
ENSMODP00000001432	ENSCAFP00000003379
ENSMODP00000017110	ENSCAFP00000005445
ENSMODP00000007991	ENSCAFP00000028843
ENSMODP00000033900	ENSCAFP00000034248
ENSMODP00000021969	ENSCAFP00000001574
ENSMODP00000004894	ENSCAFP00000003917
ENSMODP00000027139	ENSCAFP00000010448
ENSMODP00000026461	ENSCAFP00000004833
ENSMODP00000003484	ENSCAFP00000040491
ENSMODP00000031023	ENSCAFP00000038507
ENSMODP00000004730	ENSCAFP00000028034
ENSMODP00000006965	ENSCAFP00000038864
ENSMODP00000004966	ENSCAFP00000011349
ENSMODP00000019638	ENSCAFP00000013037
ENSMODP00000038278	ENSCAFP00000026638
ENSMODP00000008141	ENSCAFP00000028415
ENSMODP00000002790	ENSCAFP00000029462
ENSMODP00000002049	ENSCAFP00000005208
ENSMODP00000032417	ENSCAFP00000031904
ENSMODP00000038544	ENSCAFP00000017250
ENSMODP00000000766	ENSCAFP00000004231
ENSMODP00000008137	ENSCAFP00000025668
ENSMODP00000026934	ENSCAFP00000030312
ENSMODP00000006057	ENSCAFP00000029578
ENSMODP00000038344	ENSCAFP00000010391
ENSMODP00000035279	ENSCAFP00000003036
ENSMODP00000038778	ENSCAFP00000028127
ENSMODP00000026943	ENSCAFP00000030321
ENSMODP00000001501	ENSCAFP00000010990
ENSMODP00000013750	ENSCAFP00000002415
ENSMODP00000003929	ENSCAFP00000003585
ENSMODP00000038287	ENSCAFP00000024095
ENSMODP00000040884	ENSCAFP00000022590
ENSMODP00000038210	ENSCAFP00000003114
ENSMODP00000006194	ENSCAFP00000020348
ENSMODP00000005950	ENSCAFP00000029572
ENSMODP00000014515	ENSCAFP00000015152
ENSMODP00000006771	ENSCAFP00000025285
ENSMODP00000009686	ENSCAFP00000025039
ENSMODP00000034256	ENSCAFP00000010147
ENSMODP00000003591	ENSCAFP00000036075
ENSMODP00000012197	ENSCAFP00000005738
ENSMODP00000026941	ENSCAFP00000030319
ENSMODP00000033120	ENSCAFP00000001117
ENSMODP00000029196	ENSCAFP00000006032
ENSMODP00000017792	ENSCAFP00000023927
ENSMODP00000038411	ENSCAFP00000011451
ENSMODP00000012696	ENSCAFP00000021541
ENSMODP00000012401	ENSCAFP00000023199
ENSMODP00000019749	ENSCAFP00000000702
ENSMODP00000004110	ENSCAFP00000017702
ENSMODP00000007971	ENSCAFP00000028422
ENSMODP00000012034	ENSCAFP00000018372
ENSMODP00000038285	ENSCAFP00000036781
ENSMODP00000013375	ENSCAFP00000021707
ENSMODP00000041300	ENSCAFP00000003030
ENSMODP00000038647	ENSCAFP00000017403
ENSMODP00000023900	ENSCAFP00000027091
ENSMODP00000009837	ENSCAFP00000006041
ENSMODP00000020943	ENSCAFP00000007252
ENSMODP00000023961	ENSCAFP00000038777
ENSMODP00000010482	ENSCAFP00000006457
ENSMODP00000003600	ENSCAFP00000040138
ENSMODP00000011106	ENSCAFP00000040261
ENSMODP00000026937	ENSCAFP00000030315
ENSMODP00000023958	ENSCAFP00000004566
ENSMODP00000016614	ENSCAFP00000037104
ENSMODP00000000443	ENSCAFP00000006241
ENSMODP00000004427	ENSCAFP00000038078
ENSMODP00000036691	ENSCAFP00000025494
ENSMODP00000025599	ENSCAFP00000000211
ENSMODP00000003354	ENSCAFP00000033990
ENSMODP00000021745	ENSCAFP00000000378
ENSMODP00000008307	ENSCAFP00000012265
ENSMODP00000028923	ENSCAFP00000017697
ENSMODP00000015885	ENSCAFP00000034870
ENSMODP00000008933	ENSCAFP00000026290
ENSMODP00000020907	ENSCAFP00000029028
