ENSMODP00000016222	ENSP00000262384
ENSMODP00000015701	ENSP00000477141
ENSMODP00000013107	ENSP00000396225
ENSMODP00000003610	ENSP00000431605
ENSMODP00000019611	ENSP00000260643
ENSMODP00000021689	ENSP00000357674
ENSMODP00000018000	ENSP00000280350
ENSMODP00000002690	ENSP00000388431
ENSMODP00000003868	ENSP00000342499
ENSMODP00000000351	ENSP00000335463
ENSMODP00000003463	ENSP00000226796
ENSMODP00000022119	ENSP00000263795
ENSMODP00000014172	ENSP00000333097
ENSMODP00000009984	ENSP00000364683
ENSMODP00000007607	ENSP00000356590
ENSMODP00000002467	ENSP00000220478
ENSMODP00000032725	ENSP00000377176
ENSMODP00000003612	ENSP00000438863
ENSMODP00000001701	ENSP00000454565
ENSMODP00000004506	ENSP00000307004
ENSMODP00000006862	ENSP00000383059
ENSMODP00000022999	ENSP00000358956
ENSMODP00000023164	ENSP00000299424
ENSMODP00000016451	ENSP00000332613
ENSMODP00000031774	ENSP00000288774
ENSMODP00000009873	ENSP00000368808
ENSMODP00000020764	ENSP00000370557
ENSMODP00000026683	ENSP00000313877
ENSMODP00000009698	ENSP00000357882
ENSMODP00000002707	ENSP00000314606
ENSMODP00000002554	ENSP00000412237
ENSMODP00000013672	ENSP00000387426
ENSMODP00000024706	ENSP00000304941
ENSMODP00000012195	ENSP00000383145
ENSMODP00000034846	ENSP00000282276
ENSMODP00000017267	ENSP00000263341
ENSMODP00000000406	ENSP00000369099
ENSMODP00000013477	ENSP00000339353
ENSMODP00000000698	ENSP00000316740
ENSMODP00000004788	ENSP00000348593
ENSMODP00000015829	ENSP00000334308
ENSMODP00000017166	ENSP00000382091
ENSMODP00000005060	ENSP00000372335
ENSMODP00000003729	ENSP00000350098
ENSMODP00000003478	ENSP00000386385
ENSMODP00000003679	ENSP00000344503
ENSMODP00000020198	ENSP00000454945
ENSMODP00000020552	ENSP00000321106
ENSMODP00000017845	ENSP00000281017
ENSMODP00000012608	ENSP00000252137
ENSMODP00000020460	ENSP00000315693
ENSMODP00000006732	ENSP00000297581
ENSMODP00000012369	ENSP00000358316
ENSMODP00000016663	ENSP00000399863
ENSMODP00000016821	ENSP00000307640
ENSMODP00000000478	ENSP00000386302
ENSMODP00000018931	ENSP00000364782
ENSMODP00000013391	ENSP00000381213
ENSMODP00000027411	ENSP00000387185
ENSMODP00000017375	ENSP00000318158
ENSMODP00000022146	ENSP00000362146
ENSMODP00000010817	ENSP00000281950
ENSMODP00000022844	ENSP00000358595
ENSMODP00000006362	ENSP00000403536
ENSMODP00000012089	ENSP00000215912
ENSMODP00000009618	ENSP00000394051
ENSMODP00000002806	ENSP00000380793
ENSMODP00000009704	ENSP00000324292
ENSMODP00000004235	ENSP00000421922
ENSMODP00000021338	ENSP00000328698
ENSMODP00000017591	ENSP00000219281
ENSMODP00000009874	ENSP00000232744
ENSMODP00000005248	ENSP00000386134
ENSMODP00000008378	ENSP00000277458
ENSMODP00000018208	ENSP00000256722
ENSMODP00000036360	ENSP00000276571
ENSMODP00000006797	ENSP00000305664
ENSMODP00000015163	ENSP00000231749
ENSMODP00000007543	ENSP00000298717
ENSMODP00000008630	ENSP00000312599
ENSMODP00000041101	ENSP00000436152
ENSMODP00000012679	ENSP00000391549
ENSMODP00000006415	ENSP00000450909
ENSMODP00000009204	ENSP00000373073
ENSMODP00000005970	ENSP00000336940
ENSMODP00000036201	ENSP00000356470
ENSMODP00000012913	ENSP00000218056
ENSMODP00000022692	ENSP00000418803
ENSMODP00000011955	ENSP00000417548
ENSMODP00000008488	ENSP00000372445
ENSMODP00000004953	ENSP00000420514
ENSMODP00000002521	ENSP00000224600
ENSMODP00000024582	ENSP00000256441
ENSMODP00000017948	ENSP00000262753
ENSMODP00000011332	ENSP00000366032
ENSMODP00000020241	ENSP00000007390
ENSMODP00000017206	ENSP00000473172
ENSMODP00000035437	ENSP00000254742
ENSMODP00000011845	ENSP00000237455
ENSMODP00000003196	ENSP00000379839
ENSMODP00000003733	ENSP00000355944
ENSMODP00000024356	ENSP00000285947
ENSMODP00000025652	ENSP00000314733
ENSMODP00000000188	ENSP00000385597
ENSMODP00000022290	ENSP00000260372
ENSMODP00000004081	ENSP00000346453
ENSMODP00000005234	ENSP00000355900
ENSMODP00000000471	ENSP00000294973
ENSMODP00000025377	ENSP00000371061
ENSMODP00000021082	ENSP00000248150
ENSMODP00000021963	ENSP00000360850
ENSMODP00000024157	ENSP00000387982
ENSMODP00000024132	ENSP00000301204
ENSMODP00000009815	ENSP00000364526
ENSMODP00000007037	ENSP00000243878
ENSMODP00000017061	ENSP00000419087
ENSMODP00000013591	ENSP00000362948
ENSMODP00000017154	ENSP00000361486
ENSMODP00000017067	ENSP00000072869
ENSMODP00000022326	ENSP00000362340
ENSMODP00000036485	ENSP00000356702
ENSMODP00000014715	ENSP00000362021
ENSMODP00000022460	ENSP00000193322
ENSMODP00000008703	ENSP00000307821
ENSMODP00000008544	ENSP00000381566
ENSMODP00000009502	ENSP00000463159
ENSMODP00000020781	ENSP00000385814
ENSMODP00000008777	ENSP00000379367
ENSMODP00000013897	ENSP00000293273
ENSMODP00000000387	ENSP00000378409
ENSMODP00000025642	ENSP00000376910
ENSMODP00000000330	ENSP00000352021
ENSMODP00000004859	ENSP00000341684
ENSMODP00000021126	ENSP00000384334
ENSMODP00000003599	ENSP00000258443
ENSMODP00000011095	ENSP00000385757
ENSMODP00000006109	ENSP00000233616
ENSMODP00000024264	ENSP00000278980
ENSMODP00000039844	ENSP00000352271
ENSMODP00000021729	ENSP00000383851
ENSMODP00000020057	ENSP00000248114
ENSMODP00000020131	ENSP00000262302
ENSMODP00000030693	ENSP00000397172
ENSMODP00000026370	ENSP00000367301
ENSMODP00000018805	ENSP00000263897
ENSMODP00000029510	ENSP00000319341
ENSMODP00000009390	ENSP00000311665
ENSMODP00000012698	ENSP00000417581
ENSMODP00000003190	ENSP00000420716
ENSMODP00000033218	ENSP00000406934
ENSMODP00000006457	ENSP00000206020
ENSMODP00000022675	ENSP00000377372
ENSMODP00000020679	ENSP00000360998
ENSMODP00000023668	ENSP00000361518
ENSMODP00000036275	ENSP00000306425
ENSMODP00000026530	ENSP00000283946
ENSMODP00000014873	ENSP00000040663
ENSMODP00000017305	ENSP00000355721
ENSMODP00000012511	ENSP00000255476
ENSMODP00000015717	ENSP00000361219
ENSMODP00000010896	ENSP00000387020
ENSMODP00000017741	ENSP00000378563
ENSMODP00000001762	ENSP00000304903
ENSMODP00000019992	ENSP00000331111
ENSMODP00000010655	ENSP00000365601
ENSMODP00000006244	ENSP00000385285
ENSMODP00000021479	ENSP00000339495
ENSMODP00000009133	ENSP00000324203
ENSMODP00000030108	ENSP00000219097
ENSMODP00000016235	ENSP00000440832
ENSMODP00000017947	ENSP00000390478
ENSMODP00000019834	ENSP00000293604
ENSMODP00000015827	ENSP00000367319
ENSMODP00000024377	ENSP00000268130
ENSMODP00000007169	ENSP00000371345
ENSMODP00000005184	ENSP00000255759
ENSMODP00000008267	ENSP00000270517
ENSMODP00000021604	ENSP00000361646
ENSMODP00000024231	ENSP00000379754
ENSMODP00000021779	ENSP00000417161
ENSMODP00000032837	ENSP00000401508
ENSMODP00000006770	ENSP00000253099
ENSMODP00000040476	ENSP00000262293
ENSMODP00000028255	ENSP00000305892
ENSMODP00000011483	ENSP00000355627
ENSMODP00000003744	ENSP00000267425
ENSMODP00000016923	ENSP00000451974
ENSMODP00000039780	ENSP00000302537
ENSMODP00000023638	ENSP00000361084
ENSMODP00000008385	ENSP00000468969
ENSMODP00000002692	ENSP00000361095
ENSMODP00000011001	ENSP00000353564
ENSMODP00000003142	ENSP00000238044
ENSMODP00000001041	ENSP00000321345
ENSMODP00000017753	ENSP00000363339
ENSMODP00000019831	ENSP00000370214
ENSMODP00000011144	ENSP00000369636
ENSMODP00000017215	ENSP00000229769
ENSMODP00000003580	ENSP00000356791
ENSMODP00000020562	ENSP00000414066
ENSMODP00000020283	ENSP00000279028
ENSMODP00000022898	ENSP00000257776
ENSMODP00000039404	ENSP00000335605
ENSMODP00000012343	ENSP00000365401
ENSMODP00000005653	ENSP00000369176
ENSMODP00000019883	ENSP00000259873
ENSMODP00000010095	ENSP00000432119
ENSMODP00000031372	ENSP00000367564
ENSMODP00000008292	ENSP00000252445
ENSMODP00000005884	ENSP00000255389
ENSMODP00000021494	ENSP00000369786
ENSMODP00000015388	ENSP00000380251
ENSMODP00000004597	ENSP00000332646
ENSMODP00000004559	ENSP00000432305
ENSMODP00000026900	ENSP00000471454
ENSMODP00000009220	ENSP00000365426
ENSMODP00000015941	ENSP00000361092
ENSMODP00000018307	ENSP00000240361
ENSMODP00000007955	ENSP00000307887
ENSMODP00000017027	ENSP00000292616
ENSMODP00000019685	ENSP00000445446
ENSMODP00000015417	ENSP00000253079
ENSMODP00000024557	ENSP00000362869
ENSMODP00000018429	ENSP00000377470
ENSMODP00000003964	ENSP00000250495
ENSMODP00000007660	ENSP00000322832
ENSMODP00000005266	ENSP00000359221
ENSMODP00000008212	ENSP00000348757
ENSMODP00000023797	ENSP00000403852
ENSMODP00000021077	ENSP00000354553
ENSMODP00000041188	ENSP00000372720
ENSMODP00000020663	ENSP00000242729
ENSMODP00000008136	ENSP00000220597
ENSMODP00000023129	ENSP00000359339
ENSMODP00000038438	ENSP00000349296
ENSMODP00000005274	ENSP00000335201
ENSMODP00000020027	ENSP00000366249
ENSMODP00000036065	ENSP00000368688
ENSMODP00000004362	ENSP00000415556
ENSMODP00000011981	ENSP00000329860
ENSMODP00000013821	ENSP00000270115
ENSMODP00000006596	ENSP00000356988
ENSMODP00000006659	ENSP00000310375
ENSMODP00000000204	ENSP00000339637
ENSMODP00000000361	ENSP00000452773
ENSMODP00000026918	ENSP00000013807
ENSMODP00000003564	ENSP00000382327
ENSMODP00000016219	ENSP00000227349
ENSMODP00000004042	ENSP00000250156
ENSMODP00000025614	ENSP00000328088
ENSMODP00000023509	ENSP00000357901
ENSMODP00000010671	ENSP00000317331
ENSMODP00000013872	ENSP00000366006
ENSMODP00000039535	ENSP00000378736
ENSMODP00000024425	ENSP00000288502
ENSMODP00000006138	ENSP00000379226
ENSMODP00000038270	ENSP00000390232
ENSMODP00000016815	ENSP00000315635
ENSMODP00000011251	ENSP00000288607
ENSMODP00000035317	ENSP00000375907
ENSMODP00000011229	ENSP00000430598
ENSMODP00000013765	ENSP00000294485
ENSMODP00000012188	ENSP00000270176
ENSMODP00000001189	ENSP00000371805
ENSMODP00000026252	ENSP00000420037
ENSMODP00000040593	ENSP00000330361
ENSMODP00000011286	ENSP00000310448
ENSMODP00000026570	ENSP00000308944
ENSMODP00000013558	ENSP00000220659
ENSMODP00000016631	ENSP00000323076
ENSMODP00000026207	ENSP00000383063
ENSMODP00000000920	ENSP00000380334
ENSMODP00000006824	ENSP00000318222
ENSMODP00000018076	ENSP00000337065
ENSMODP00000007741	ENSP00000341268
ENSMODP00000006126	ENSP00000233331
ENSMODP00000015267	ENSP00000287078
ENSMODP00000011961	ENSP00000357051
ENSMODP00000000720	ENSP00000331849
ENSMODP00000003292	ENSP00000329360
ENSMODP00000006179	ENSP00000304593
ENSMODP00000038128	ENSP00000326110
ENSMODP00000009196	ENSP00000415430
ENSMODP00000023000	ENSP00000328079
ENSMODP00000020746	ENSP00000219431
ENSMODP00000006037	ENSP00000431808
ENSMODP00000014188	ENSP00000317175
ENSMODP00000004403	ENSP00000389427
ENSMODP00000034741	ENSP00000318999
ENSMODP00000019175	ENSP00000380495
ENSMODP00000014765	ENSP00000313500
ENSMODP00000034471	ENSP00000323275
ENSMODP00000008587	ENSP00000398882
ENSMODP00000038431	ENSP00000345974
ENSMODP00000022933	ENSP00000265239
ENSMODP00000007302	ENSP00000290953
ENSMODP00000008024	ENSP00000272342
ENSMODP00000019779	ENSP00000259895
ENSMODP00000016846	ENSP00000375847
ENSMODP00000021814	ENSP00000309792
ENSMODP00000006816	ENSP00000362386
ENSMODP00000009885	ENSP00000226105
ENSMODP00000016021	ENSP00000312624
ENSMODP00000011226	ENSP00000457352
ENSMODP00000012685	ENSP00000294258
ENSMODP00000005309	ENSP00000280245
ENSMODP00000035500	ENSP00000371770
ENSMODP00000005787	ENSP00000332681
ENSMODP00000003946	ENSP00000364749
ENSMODP00000037577	ENSP00000317579
ENSMODP00000038842	ENSP00000366729
ENSMODP00000031752	ENSP00000327832
ENSMODP00000011374	ENSP00000344572
ENSMODP00000005366	ENSP00000324741
ENSMODP00000019855	ENSP00000301727
ENSMODP00000019983	ENSP00000424191
ENSMODP00000017396	ENSP00000222284
ENSMODP00000036554	ENSP00000307975
ENSMODP00000019039	ENSP00000409937
ENSMODP00000002677	ENSP00000216492
ENSMODP00000022499	ENSP00000355361
ENSMODP00000009839	ENSP00000368119
ENSMODP00000008671	ENSP00000221486
ENSMODP00000012807	ENSP00000378050
ENSMODP00000005818	ENSP00000247970
ENSMODP00000001064	ENSP00000297562
ENSMODP00000040075	ENSP00000304713
ENSMODP00000025715	ENSP00000295958
ENSMODP00000012411	ENSP00000332404
ENSMODP00000003240	ENSP00000333283
ENSMODP00000021401	ENSP00000357452
ENSMODP00000013618	ENSP00000302552
ENSMODP00000029600	ENSP00000412922
ENSMODP00000014381	ENSP00000264434
ENSMODP00000034176	ENSP00000468778
ENSMODP00000000388	ENSP00000316598
ENSMODP00000018874	ENSP00000406164
ENSMODP00000000796	ENSP00000216223
ENSMODP00000003576	ENSP00000288757
ENSMODP00000002886	ENSP00000429190
ENSMODP00000005670	ENSP00000376445
ENSMODP00000026398	ENSP00000297866
ENSMODP00000028721	ENSP00000321706
ENSMODP00000004053	ENSP00000367229
ENSMODP00000009380	ENSP00000302783
ENSMODP00000014882	ENSP00000465432
ENSMODP00000009789	ENSP00000313759
ENSMODP00000008801	ENSP00000330075
ENSMODP00000018128	ENSP00000280325
ENSMODP00000017688	ENSP00000363668
ENSMODP00000025476	ENSP00000306157
ENSMODP00000021613	ENSP00000313034
ENSMODP00000023426	ENSP00000343636
ENSMODP00000032710	ENSP00000434847
ENSMODP00000019598	ENSP00000457016
ENSMODP00000022027	ENSP00000292778
ENSMODP00000006901	ENSP00000373485
ENSMODP00000016871	ENSP00000314343
ENSMODP00000022089	ENSP00000352734
ENSMODP00000022147	ENSP00000350704
ENSMODP00000027798	ENSP00000363999
ENSMODP00000032167	ENSP00000300714
ENSMODP00000009639	ENSP00000367910
ENSMODP00000026340	ENSP00000320303
ENSMODP00000020468	ENSP00000255631
ENSMODP00000018822	ENSP00000354762
ENSMODP00000004695	ENSP00000303208
ENSMODP00000016870	ENSP00000368869
ENSMODP00000006872	ENSP00000457810
ENSMODP00000026492	ENSP00000473755
ENSMODP00000018847	ENSP00000377971
ENSMODP00000004532	ENSP00000442563
ENSMODP00000006990	ENSP00000349087
ENSMODP00000014772	ENSP00000331288
ENSMODP00000001991	ENSP00000437532
ENSMODP00000018142	ENSP00000252505
ENSMODP00000031705	ENSP00000351644
ENSMODP00000026039	ENSP00000346173
ENSMODP00000008928	ENSP00000309463
ENSMODP00000020730	ENSP00000372482
ENSMODP00000002857	ENSP00000412894
ENSMODP00000014804	ENSP00000468025
ENSMODP00000021069	ENSP00000455026
ENSMODP00000040456	ENSP00000384971
ENSMODP00000037586	ENSP00000429275
ENSMODP00000018667	ENSP00000221671
ENSMODP00000012503	ENSP00000374234
ENSMODP00000023821	ENSP00000254803
ENSMODP00000040666	ENSP00000287437
ENSMODP00000010991	ENSP00000337850
ENSMODP00000001903	ENSP00000356156
ENSMODP00000025645	ENSP00000256010
ENSMODP00000024437	ENSP00000296597
ENSMODP00000025601	ENSP00000376946
ENSMODP00000020715	ENSP00000258083
ENSMODP00000031526	ENSP00000368152
ENSMODP00000011326	ENSP00000247815
ENSMODP00000009963	ENSP00000333697
ENSMODP00000037536	ENSP00000377118
ENSMODP00000024331	ENSP00000330721
ENSMODP00000011771	ENSP00000335500
ENSMODP00000024846	ENSP00000325958
ENSMODP00000009438	ENSP00000414786
ENSMODP00000034214	ENSP00000417480
ENSMODP00000041214	ENSP00000270502
ENSMODP00000005853	ENSP00000368127
ENSMODP00000010888	ENSP00000386563
ENSMODP00000023124	ENSP00000328133
ENSMODP00000000431	ENSP00000361923
ENSMODP00000033972	ENSP00000366970
ENSMODP00000021035	ENSP00000367952
ENSMODP00000004584	ENSP00000280191
ENSMODP00000014297	ENSP00000351100
ENSMODP00000038414	ENSP00000300091
ENSMODP00000023921	ENSP00000471455
ENSMODP00000026380	ENSP00000330488
ENSMODP00000021341	ENSP00000295682
ENSMODP00000036151	ENSP00000379869
ENSMODP00000040037	ENSP00000303452
ENSMODP00000018853	ENSP00000352928
ENSMODP00000018259	ENSP00000376799
ENSMODP00000031303	ENSP00000473185
ENSMODP00000001876	ENSP00000303550
ENSMODP00000012656	ENSP00000367462
ENSMODP00000023054	ENSP00000418401
ENSMODP00000006873	ENSP00000264771
ENSMODP00000018877	ENSP00000342356
ENSMODP00000037412	ENSP00000353854
ENSMODP00000014111	ENSP00000358953
ENSMODP00000012508	ENSP00000357069
ENSMODP00000011551	ENSP00000355623
ENSMODP00000001223	ENSP00000419370
ENSMODP00000015997	ENSP00000254079
ENSMODP00000009321	ENSP00000326846
ENSMODP00000010453	ENSP00000249064
ENSMODP00000025675	ENSP00000401597
ENSMODP00000009800	ENSP00000327889
ENSMODP00000032444	ENSP00000267485
ENSMODP00000014817	ENSP00000359401
ENSMODP00000039482	ENSP00000293404
ENSMODP00000020150	ENSP00000380531
ENSMODP00000009164	ENSP00000442424
ENSMODP00000002342	ENSP00000367265
ENSMODP00000036413	ENSP00000295083
ENSMODP00000007125	ENSP00000310182
ENSMODP00000028507	ENSP00000367193
ENSMODP00000008960	ENSP00000381235
ENSMODP00000029674	ENSP00000238379
ENSMODP00000012081	ENSP00000475473
ENSMODP00000035073	ENSP00000406327
ENSMODP00000028482	ENSP00000378605
ENSMODP00000035889	ENSP00000354888
ENSMODP00000032363	ENSP00000386878
ENSMODP00000005865	ENSP00000268711
ENSMODP00000019863	ENSP00000332389
ENSMODP00000021639	ENSP00000247665
ENSMODP00000024533	ENSP00000321691
ENSMODP00000015723	ENSP00000298546
ENSMODP00000004968	ENSP00000222224
ENSMODP00000008828	ENSP00000355251
ENSMODP00000007736	ENSP00000338290
ENSMODP00000019163	ENSP00000246041
ENSMODP00000002461	ENSP00000343298
ENSMODP00000004267	ENSP00000472836
ENSMODP00000030181	ENSP00000274897
ENSMODP00000037001	ENSP00000360327
ENSMODP00000015498	ENSP00000344331
ENSMODP00000038298	ENSP00000418086
ENSMODP00000005282	ENSP00000372394
ENSMODP00000019630	ENSP00000454153
ENSMODP00000002213	ENSP00000384869
ENSMODP00000010112	ENSP00000328729
ENSMODP00000032944	ENSP00000300557
ENSMODP00000020527	ENSP00000416168
ENSMODP00000000358	ENSP00000419417
ENSMODP00000019395	ENSP00000332809
ENSMODP00000026734	ENSP00000280200
ENSMODP00000031318	ENSP00000310594
ENSMODP00000013105	ENSP00000443476
ENSMODP00000026054	ENSP00000270066
ENSMODP00000019373	ENSP00000378733
ENSMODP00000020343	ENSP00000384006
ENSMODP00000006568	ENSP00000295981
ENSMODP00000019928	ENSP00000406026
ENSMODP00000020105	ENSP00000325978
ENSMODP00000032004	ENSP00000339830
ENSMODP00000013328	ENSP00000405674
ENSMODP00000032969	ENSP00000367439
ENSMODP00000002149	ENSP00000296776
ENSMODP00000036180	ENSP00000243786
ENSMODP00000011526	ENSP00000249075
ENSMODP00000005210	ENSP00000414884
ENSMODP00000005594	ENSP00000281453
ENSMODP00000001825	ENSP00000340954
ENSMODP00000016096	ENSP00000377778
ENSMODP00000006680	ENSP00000369682
ENSMODP00000017749	ENSP00000328182
ENSMODP00000036870	ENSP00000361577
ENSMODP00000016691	ENSP00000362507
ENSMODP00000012116	ENSP00000335325
ENSMODP00000008030	ENSP00000356560
ENSMODP00000012082	ENSP00000312318
ENSMODP00000021731	ENSP00000386439
ENSMODP00000004029	ENSP00000306407
ENSMODP00000028260	ENSP00000305702
ENSMODP00000001587	ENSP00000389810
ENSMODP00000022470	ENSP00000411268
ENSMODP00000039688	ENSP00000280236
ENSMODP00000027182	ENSP00000368720
ENSMODP00000024757	ENSP00000431374
ENSMODP00000037811	ENSP00000290310
ENSMODP00000035810	ENSP00000229243
ENSMODP00000026466	ENSP00000331313
ENSMODP00000018784	ENSP00000253669
ENSMODP00000021906	ENSP00000360803
ENSMODP00000041209	ENSP00000290130
ENSMODP00000012017	ENSP00000307852
ENSMODP00000006534	ENSP00000300952
ENSMODP00000010069	ENSP00000436607
ENSMODP00000017729	ENSP00000373244
ENSMODP00000005199	ENSP00000261623
ENSMODP00000038582	ENSP00000220514
ENSMODP00000034258	ENSP00000299440
ENSMODP00000039212	ENSP00000268314
ENSMODP00000015506	ENSP00000464330
ENSMODP00000021444	ENSP00000313752
ENSMODP00000000672	ENSP00000263468
ENSMODP00000019808	ENSP00000259953
ENSMODP00000012342	ENSP00000378312
ENSMODP00000015253	ENSP00000344233
ENSMODP00000005384	ENSP00000320649
ENSMODP00000003014	ENSP00000356846
ENSMODP00000004287	ENSP00000411584
ENSMODP00000016480	ENSP00000229903
ENSMODP00000038102	ENSP00000296600
ENSMODP00000023010	ENSP00000296333
ENSMODP00000017501	ENSP00000476140
ENSMODP00000011558	ENSP00000366628
ENSMODP00000006740	ENSP00000217173
ENSMODP00000017244	ENSP00000355692
ENSMODP00000015874	ENSP00000281471
ENSMODP00000038258	ENSP00000308727
ENSMODP00000008688	ENSP00000332823
ENSMODP00000001909	ENSP00000358778
ENSMODP00000016366	ENSP00000363530
ENSMODP00000010517	ENSP00000329614
ENSMODP00000038867	ENSP00000369849
ENSMODP00000001841	ENSP00000322524
ENSMODP00000019483	ENSP00000264717
ENSMODP00000024822	ENSP00000309606
ENSMODP00000015970	ENSP00000265643
ENSMODP00000017098	ENSP00000329213
ENSMODP00000010519	ENSP00000375849
ENSMODP00000037522	ENSP00000457205
ENSMODP00000037514	ENSP00000373566
ENSMODP00000010920	ENSP00000392353
ENSMODP00000006238	ENSP00000221573
ENSMODP00000004692	ENSP00000288014
ENSMODP00000017352	ENSP00000324775
ENSMODP00000004722	ENSP00000360320
ENSMODP00000038082	ENSP00000438273
ENSMODP00000028287	ENSP00000388320
ENSMODP00000021394	ENSP00000444210
ENSMODP00000010628	ENSP00000410409
ENSMODP00000006689	ENSP00000216471
ENSMODP00000021682	ENSP00000417841
ENSMODP00000038265	ENSP00000318982
ENSMODP00000015973	ENSP00000361032
ENSMODP00000004204	ENSP00000380466
ENSMODP00000039517	ENSP00000367817
ENSMODP00000000927	ENSP00000348132
ENSMODP00000002847	ENSP00000363259
ENSMODP00000029144	ENSP00000360210
ENSMODP00000000105	ENSP00000278520
ENSMODP00000039078	ENSP00000300035
ENSMODP00000018620	ENSP00000407763
ENSMODP00000038583	ENSP00000450444
ENSMODP00000019102	ENSP00000370886
ENSMODP00000019691	ENSP00000365318
ENSMODP00000024359	ENSP00000371388
ENSMODP00000022611	ENSP00000203629
ENSMODP00000009225	ENSP00000332103
ENSMODP00000029549	ENSP00000361667
ENSMODP00000001432	ENSP00000330730
ENSMODP00000009283	ENSP00000265462
ENSMODP00000017110	ENSP00000262265
ENSMODP00000007991	ENSP00000367433
ENSMODP00000033900	ENSP00000357384
