ENSORLP00000011382	ENSGACP00000024945
ENSORLP00000000183	ENSGACP00000026131
ENSORLP00000013552	ENSGACP00000021315
ENSORLP00000001870	ENSGACP00000000970
ENSORLP00000000127	ENSGACP00000019893
ENSORLP00000005627	ENSGACP00000009507
ENSORLP00000023380	ENSGACP00000001565
ENSORLP00000004126	ENSGACP00000017763
ENSORLP00000013464	ENSGACP00000005229
ENSORLP00000002019	ENSGACP00000003588
ENSORLP00000022189	ENSGACP00000022749
ENSORLP00000022942	ENSGACP00000022975
ENSORLP00000010519	ENSGACP00000015025
ENSORLP00000019928	ENSGACP00000010926
ENSORLP00000017322	ENSGACP00000024476
ENSORLP00000000802	ENSGACP00000023191
ENSORLP00000019629	ENSGACP00000026249
ENSORLP00000024164	ENSGACP00000013661
ENSORLP00000012652	ENSGACP00000021472
ENSORLP00000002421	ENSGACP00000018913
ENSORLP00000014778	ENSGACP00000003639
ENSORLP00000008996	ENSGACP00000022088
ENSORLP00000020108	ENSGACP00000017652
ENSORLP00000003760	ENSGACP00000007641
ENSORLP00000000887	ENSGACP00000027622
ENSORLP00000015285	ENSGACP00000018724
ENSORLP00000015409	ENSGACP00000025216
ENSORLP00000022733	ENSGACP00000006771
ENSORLP00000023575	ENSGACP00000023215
ENSORLP00000013967	ENSGACP00000025071
ENSORLP00000008563	ENSGACP00000012708
ENSORLP00000012969	ENSGACP00000009203
ENSORLP00000014554	ENSGACP00000014761
ENSORLP00000005959	ENSGACP00000018614
ENSORLP00000008848	ENSGACP00000022005
ENSORLP00000018697	ENSGACP00000003410
ENSORLP00000016564	ENSGACP00000024904
ENSORLP00000025775	ENSGACP00000024614
ENSORLP00000021714	ENSGACP00000013568
ENSORLP00000002564	ENSGACP00000004673
ENSORLP00000010983	ENSGACP00000002586
ENSORLP00000013856	ENSGACP00000021687
ENSORLP00000007447	ENSGACP00000010737
ENSORLP00000025465	ENSGACP00000005672
ENSORLP00000009295	ENSGACP00000003344
ENSORLP00000014056	ENSGACP00000014758
ENSORLP00000011157	ENSGACP00000011571
ENSORLP00000006726	ENSGACP00000027274
ENSORLP00000020163	ENSGACP00000018362
ENSORLP00000025150	ENSGACP00000011969
ENSORLP00000008468	ENSGACP00000020801
ENSORLP00000020149	ENSGACP00000017606
ENSORLP00000008899	ENSGACP00000006338
ENSORLP00000012936	ENSGACP00000002775
ENSORLP00000001398	ENSGACP00000020389
ENSORLP00000011472	ENSGACP00000012176
ENSORLP00000013596	ENSGACP00000025400
ENSORLP00000002408	ENSGACP00000005988
ENSORLP00000005511	ENSGACP00000014320
ENSORLP00000000483	ENSGACP00000006536
ENSORLP00000018487	ENSGACP00000019448
ENSORLP00000012148	ENSGACP00000016167
ENSORLP00000023652	ENSGACP00000016704
ENSORLP00000011357	ENSGACP00000004330
ENSORLP00000000749	ENSGACP00000018864
ENSORLP00000013807	ENSGACP00000007665
ENSORLP00000005104	ENSGACP00000016378
ENSORLP00000019631	ENSGACP00000018025
ENSORLP00000022424	ENSGACP00000004833
ENSORLP00000022441	ENSGACP00000022468
ENSORLP00000005220	ENSGACP00000008494
ENSORLP00000005309	ENSGACP00000010051
ENSORLP00000005891	ENSGACP00000014550
ENSORLP00000024030	ENSGACP00000006955
ENSORLP00000016752	ENSGACP00000012192
ENSORLP00000007042	ENSGACP00000020368
ENSORLP00000015188	ENSGACP00000004277
ENSORLP00000000905	ENSGACP00000011274
ENSORLP00000021491	ENSGACP00000015685
ENSORLP00000006073	ENSGACP00000014391
ENSORLP00000006675	ENSGACP00000027279
ENSORLP00000021547	ENSGACP00000015710
ENSORLP00000006572	ENSGACP00000009533
ENSORLP00000020644	ENSGACP00000017977
ENSORLP00000014646	ENSGACP00000002209
ENSORLP00000005509	ENSGACP00000020081
ENSORLP00000023724	ENSGACP00000000645
ENSORLP00000010857	ENSGACP00000003929
ENSORLP00000009887	ENSGACP00000012290
ENSORLP00000007280	ENSGACP00000021383
ENSORLP00000021544	ENSGACP00000006740
ENSORLP00000009852	ENSGACP00000011597
ENSORLP00000003407	ENSGACP00000027092
ENSORLP00000022772	ENSGACP00000018039
ENSORLP00000020637	ENSGACP00000017888
ENSORLP00000013940	ENSGACP00000007108
ENSORLP00000005378	ENSGACP00000008591
ENSORLP00000012648	ENSGACP00000016357
ENSORLP00000020960	ENSGACP00000026533
ENSORLP00000012011	ENSGACP00000022766
ENSORLP00000003227	ENSGACP00000006313
ENSORLP00000003940	ENSGACP00000018194
ENSORLP00000020823	ENSGACP00000014702
ENSORLP00000023824	ENSGACP00000016863
ENSORLP00000019555	ENSGACP00000019986
ENSORLP00000019628	ENSGACP00000011282
ENSORLP00000006539	ENSGACP00000018405
ENSORLP00000024308	ENSGACP00000003181
ENSORLP00000020375	ENSGACP00000010367
ENSORLP00000009106	ENSGACP00000012320
ENSORLP00000014854	ENSGACP00000014411
ENSORLP00000021838	ENSGACP00000000639
ENSORLP00000023538	ENSGACP00000004860
ENSORLP00000006246	ENSGACP00000020698
ENSORLP00000008140	ENSGACP00000020568
ENSORLP00000004869	ENSGACP00000023618
ENSORLP00000006207	ENSGACP00000021177
ENSORLP00000002344	ENSGACP00000005593
ENSORLP00000020424	ENSGACP00000010286
ENSORLP00000012220	ENSGACP00000008546
ENSORLP00000007364	ENSGACP00000020428
ENSORLP00000015759	ENSGACP00000006639
ENSORLP00000000933	ENSGACP00000017271
ENSORLP00000010092	ENSGACP00000012333
ENSORLP00000018041	ENSGACP00000018330
ENSORLP00000013769	ENSGACP00000025053
ENSORLP00000022346	ENSGACP00000017529
ENSORLP00000012022	ENSGACP00000003409
ENSORLP00000003658	ENSGACP00000023450
ENSORLP00000004649	ENSGACP00000011620
ENSORLP00000018409	ENSGACP00000019222
ENSORLP00000001923	ENSGACP00000020372
ENSORLP00000000754	ENSGACP00000018880
ENSORLP00000018399	ENSGACP00000011601
ENSORLP00000005774	ENSGACP00000008912
ENSORLP00000004945	ENSGACP00000001582
ENSORLP00000018374	ENSGACP00000025268
ENSORLP00000011802	ENSGACP00000024740
ENSORLP00000022350	ENSGACP00000017539
ENSORLP00000017253	ENSGACP00000018453
ENSORLP00000022613	ENSGACP00000014344
ENSORLP00000003651	ENSGACP00000005838
ENSORLP00000000007	ENSGACP00000019823
ENSORLP00000013564	ENSGACP00000025398
ENSORLP00000017854	ENSGACP00000011947
ENSORLP00000014999	ENSGACP00000013801
ENSORLP00000024274	ENSGACP00000018607
ENSORLP00000011008	ENSGACP00000025219
ENSORLP00000019039	ENSGACP00000014209
ENSORLP00000002398	ENSGACP00000001977
ENSORLP00000010420	ENSGACP00000011592
ENSORLP00000013697	ENSGACP00000003887
ENSORLP00000008962	ENSGACP00000022986
ENSORLP00000004418	ENSGACP00000025695
ENSORLP00000019330	ENSGACP00000005263
ENSORLP00000002880	ENSGACP00000023313
ENSORLP00000023769	ENSGACP00000001397
ENSORLP00000018057	ENSGACP00000026043
ENSORLP00000016119	ENSGACP00000014023
ENSORLP00000001724	ENSGACP00000013250
ENSORLP00000013235	ENSGACP00000023156
ENSORLP00000001198	ENSGACP00000022622
ENSORLP00000024518	ENSGACP00000017673
ENSORLP00000014118	ENSGACP00000021420
ENSORLP00000025673	ENSGACP00000018967
ENSORLP00000009325	ENSGACP00000014385
ENSORLP00000006750	ENSGACP00000008625
ENSORLP00000011844	ENSGACP00000026875
ENSORLP00000006060	ENSGACP00000008710
ENSORLP00000002422	ENSGACP00000003845
ENSORLP00000020473	ENSGACP00000010246
ENSORLP00000014527	ENSGACP00000014236
ENSORLP00000006696	ENSGACP00000009640
ENSORLP00000017797	ENSGACP00000005194
ENSORLP00000024383	ENSGACP00000022814
ENSORLP00000015606	ENSGACP00000024325
ENSORLP00000009771	ENSGACP00000011745
ENSORLP00000022993	ENSGACP00000023257
ENSORLP00000002886	ENSGACP00000004862
ENSORLP00000017268	ENSGACP00000027634
ENSORLP00000008714	ENSGACP00000003159
ENSORLP00000003634	ENSGACP00000000010
ENSORLP00000010158	ENSGACP00000011356
ENSORLP00000003284	ENSGACP00000005164
ENSORLP00000008241	ENSGACP00000013399
ENSORLP00000018598	ENSGACP00000018599
ENSORLP00000004051	ENSGACP00000019835
ENSORLP00000006626	ENSGACP00000020533
ENSORLP00000009304	ENSGACP00000024387
ENSORLP00000010553	ENSGACP00000022444
ENSORLP00000016135	ENSGACP00000005403
ENSORLP00000001914	ENSGACP00000013990
ENSORLP00000019343	ENSGACP00000024625
ENSORLP00000004572	ENSGACP00000020158
ENSORLP00000019623	ENSGACP00000002249
ENSORLP00000001194	ENSGACP00000017406
ENSORLP00000017981	ENSGACP00000027441
ENSORLP00000008209	ENSGACP00000007068
ENSORLP00000023660	ENSGACP00000005691
ENSORLP00000005763	ENSGACP00000008448
ENSORLP00000021974	ENSGACP00000009869
ENSORLP00000008235	ENSGACP00000007038
ENSORLP00000009703	ENSGACP00000003506
ENSORLP00000009989	ENSGACP00000012441
ENSORLP00000001024	ENSGACP00000010821
ENSORLP00000016416	ENSGACP00000009022
ENSORLP00000003301	ENSGACP00000004305
ENSORLP00000016925	ENSGACP00000024868
ENSORLP00000019034	ENSGACP00000019029
ENSORLP00000016693	ENSGACP00000003757
ENSORLP00000013622	ENSGACP00000021330
ENSORLP00000019748	ENSGACP00000017716
ENSORLP00000022206	ENSGACP00000010033
ENSORLP00000010888	ENSGACP00000011739
ENSORLP00000018806	ENSGACP00000019627
ENSORLP00000018743	ENSGACP00000018425
ENSORLP00000021320	ENSGACP00000017527
ENSORLP00000017366	ENSGACP00000013391
ENSORLP00000003881	ENSGACP00000017058
ENSORLP00000003528	ENSGACP00000000017
ENSORLP00000003985	ENSGACP00000012242
ENSORLP00000000187	ENSGACP00000001394
ENSORLP00000000174	ENSGACP00000002666
ENSORLP00000004840	ENSGACP00000005831
ENSORLP00000018064	ENSGACP00000023959
ENSORLP00000012609	ENSGACP00000015699
ENSORLP00000007609	ENSGACP00000023796
ENSORLP00000006167	ENSGACP00000020720
ENSORLP00000013469	ENSGACP00000003786
ENSORLP00000005196	ENSGACP00000001263
ENSORLP00000017826	ENSGACP00000027585
ENSORLP00000006923	ENSGACP00000026634
ENSORLP00000011721	ENSGACP00000015956
ENSORLP00000010847	ENSGACP00000010641
ENSORLP00000005906	ENSGACP00000014524
ENSORLP00000020256	ENSGACP00000010497
ENSORLP00000005452	ENSGACP00000020065
ENSORLP00000017371	ENSGACP00000003307
ENSORLP00000004689	ENSGACP00000019989
ENSORLP00000015414	ENSGACP00000006263
ENSORLP00000014702	ENSGACP00000005868
ENSORLP00000002966	ENSGACP00000027056
ENSORLP00000015343	ENSGACP00000005047
ENSORLP00000016380	ENSGACP00000025424
ENSORLP00000008911	ENSGACP00000013945
ENSORLP00000024967	ENSGACP00000000765
ENSORLP00000004663	ENSGACP00000005693
ENSORLP00000018587	ENSGACP00000009561
ENSORLP00000010418	ENSGACP00000009808
ENSORLP00000023376	ENSGACP00000023178
ENSORLP00000010732	ENSGACP00000009642
ENSORLP00000022330	ENSGACP00000010489
ENSORLP00000001901	ENSGACP00000019315
ENSORLP00000011664	ENSGACP00000008930
ENSORLP00000005379	ENSGACP00000004941
ENSORLP00000016226	ENSGACP00000020045
ENSORLP00000020020	ENSGACP00000000398
ENSORLP00000018764	ENSGACP00000020211
ENSORLP00000009672	ENSGACP00000002922
ENSORLP00000016696	ENSGACP00000004525
ENSORLP00000023142	ENSGACP00000005762
ENSORLP00000003466	ENSGACP00000016030
ENSORLP00000019289	ENSGACP00000011632
ENSORLP00000013531	ENSGACP00000023222
ENSORLP00000003562	ENSGACP00000023312
ENSORLP00000001863	ENSGACP00000013680
ENSORLP00000008930	ENSGACP00000024302
ENSORLP00000017888	ENSGACP00000024327
ENSORLP00000014328	ENSGACP00000026758
ENSORLP00000001064	ENSGACP00000019775
ENSORLP00000023390	ENSGACP00000015514
ENSORLP00000021793	ENSGACP00000005093
ENSORLP00000012911	ENSGACP00000007943
ENSORLP00000013715	ENSGACP00000026784
ENSORLP00000003930	ENSGACP00000023410
ENSORLP00000000652	ENSGACP00000001276
ENSORLP00000023541	ENSGACP00000017502
ENSORLP00000001502	ENSGACP00000001346
ENSORLP00000002214	ENSGACP00000002857
ENSORLP00000011642	ENSGACP00000003164
ENSORLP00000011707	ENSGACP00000004302
ENSORLP00000014742	ENSGACP00000021531
ENSORLP00000006738	ENSGACP00000002542
ENSORLP00000021488	ENSGACP00000006812
ENSORLP00000020791	ENSGACP00000026496
ENSORLP00000025084	ENSGACP00000021922
ENSORLP00000020383	ENSGACP00000014145
ENSORLP00000018942	ENSGACP00000003469
ENSORLP00000002610	ENSGACP00000005765
ENSORLP00000012332	ENSGACP00000007121
ENSORLP00000024787	ENSGACP00000001929
ENSORLP00000010840	ENSGACP00000015254
ENSORLP00000021270	ENSGACP00000006941
ENSORLP00000003894	ENSGACP00000007668
ENSORLP00000003372	ENSGACP00000002661
ENSORLP00000005002	ENSGACP00000009830
ENSORLP00000011468	ENSGACP00000009072
ENSORLP00000008920	ENSGACP00000010894
ENSORLP00000020957	ENSGACP00000015377
ENSORLP00000002397	ENSGACP00000020723
ENSORLP00000011490	ENSGACP00000015587
ENSORLP00000023451	ENSGACP00000016765
ENSORLP00000006594	ENSGACP00000019998
ENSORLP00000010326	ENSGACP00000010558
ENSORLP00000020851	ENSGACP00000026506
ENSORLP00000007237	ENSGACP00000008255
ENSORLP00000001095	ENSGACP00000006161
ENSORLP00000013783	ENSGACP00000007696
ENSORLP00000005430	ENSGACP00000014379
ENSORLP00000002887	ENSGACP00000006507
ENSORLP00000015573	ENSGACP00000005223
ENSORLP00000022470	ENSGACP00000022433
ENSORLP00000001496	ENSGACP00000019365
ENSORLP00000016869	ENSGACP00000006738
ENSORLP00000020435	ENSGACP00000017449
ENSORLP00000021500	ENSGACP00000001402
ENSORLP00000002723	ENSGACP00000006598
ENSORLP00000019119	ENSGACP00000024731
ENSORLP00000014434	ENSGACP00000021588
ENSORLP00000010042	ENSGACP00000019259
ENSORLP00000001771	ENSGACP00000001106
ENSORLP00000005692	ENSGACP00000014697
ENSORLP00000019231	ENSGACP00000008940
ENSORLP00000008555	ENSGACP00000002026
ENSORLP00000004464	ENSGACP00000023546
ENSORLP00000013696	ENSGACP00000024393
ENSORLP00000008974	ENSGACP00000011851
ENSORLP00000019020	ENSGACP00000019045
ENSORLP00000007084	ENSGACP00000026202
ENSORLP00000012276	ENSGACP00000016265
ENSORLP00000007813	ENSGACP00000012798
ENSORLP00000015961	ENSGACP00000006545
ENSORLP00000019735	ENSGACP00000008031
ENSORLP00000000651	ENSGACP00000011457
ENSORLP00000017372	ENSGACP00000026010
ENSORLP00000012430	ENSGACP00000013497
ENSORLP00000004544	ENSGACP00000023566
ENSORLP00000016481	ENSGACP00000008986
ENSORLP00000019523	ENSGACP00000027534
ENSORLP00000013660	ENSGACP00000003876
ENSORLP00000016281	ENSGACP00000004535
ENSORLP00000025873	ENSGACP00000026305
ENSORLP00000006045	ENSGACP00000009226
ENSORLP00000024273	ENSGACP00000020401
ENSORLP00000000927	ENSGACP00000006051
ENSORLP00000007375	ENSGACP00000023870
ENSORLP00000018012	ENSGACP00000027442
ENSORLP00000013574	ENSGACP00000025399
ENSORLP00000013986	ENSGACP00000002460
ENSORLP00000016291	ENSGACP00000009117
ENSORLP00000004252	ENSGACP00000008209
ENSORLP00000004736	ENSGACP00000001666
ENSORLP00000006543	ENSGACP00000002432
ENSORLP00000014104	ENSGACP00000014729
ENSORLP00000019001	ENSGACP00000011810
ENSORLP00000023400	ENSGACP00000003627
ENSORLP00000017842	ENSGACP00000024330
ENSORLP00000012503	ENSGACP00000022932
ENSORLP00000002051	ENSGACP00000013761
ENSORLP00000001934	ENSGACP00000018158
ENSORLP00000013862	ENSGACP00000026777
ENSORLP00000018584	ENSGACP00000011688
ENSORLP00000008476	ENSGACP00000006807
ENSORLP00000025703	ENSGACP00000006635
ENSORLP00000018480	ENSGACP00000000650
ENSORLP00000009683	ENSGACP00000027006
ENSORLP00000011401	ENSGACP00000025273
ENSORLP00000014572	ENSGACP00000017210
ENSORLP00000006075	ENSGACP00000020984
ENSORLP00000014428	ENSGACP00000017169
ENSORLP00000013421	ENSGACP00000005089
ENSORLP00000009184	ENSGACP00000012034
ENSORLP00000023395	ENSGACP00000002630
ENSORLP00000014658	ENSGACP00000021501
ENSORLP00000009330	ENSGACP00000003389
ENSORLP00000013580	ENSGACP00000005313
ENSORLP00000020142	ENSGACP00000010591
ENSORLP00000002725	ENSGACP00000022465
ENSORLP00000012458	ENSGACP00000014659
ENSORLP00000002409	ENSGACP00000006828
ENSORLP00000017126	ENSGACP00000010474
ENSORLP00000005602	ENSGACP00000018788
ENSORLP00000006284	ENSGACP00000014329
ENSORLP00000009293	ENSGACP00000012083
ENSORLP00000008680	ENSGACP00000001983
ENSORLP00000000777	ENSGACP00000003752
ENSORLP00000015913	ENSGACP00000024180
ENSORLP00000001264	ENSGACP00000019066
ENSORLP00000002525	ENSGACP00000003834
ENSORLP00000025874	ENSGACP00000026301
ENSORLP00000006498	ENSGACP00000008236
ENSORLP00000018917	ENSGACP00000002880
ENSORLP00000001053	ENSGACP00000003942
ENSORLP00000025713	ENSGACP00000006662
ENSORLP00000024785	ENSGACP00000000822
ENSORLP00000001326	ENSGACP00000019674
ENSORLP00000015009	ENSGACP00000023608
ENSORLP00000023476	ENSGACP00000015294
ENSORLP00000016393	ENSGACP00000002504
ENSORLP00000003947	ENSGACP00000005134
ENSORLP00000003958	ENSGACP00000016195
ENSORLP00000009329	ENSGACP00000022200
ENSORLP00000015930	ENSGACP00000007183
ENSORLP00000020543	ENSGACP00000008307
ENSORLP00000011024	ENSGACP00000022133
ENSORLP00000014191	ENSGACP00000026439
ENSORLP00000024536	ENSGACP00000002525
ENSORLP00000023123	ENSGACP00000007324
ENSORLP00000025002	ENSGACP00000000391
ENSORLP00000006325	ENSGACP00000021291
ENSORLP00000010827	ENSGACP00000014944
ENSORLP00000018088	ENSGACP00000018613
ENSORLP00000003183	ENSGACP00000004838
ENSORLP00000018284	ENSGACP00000019529
ENSORLP00000011512	ENSGACP00000004261
ENSORLP00000002145	ENSGACP00000020188
ENSORLP00000014626	ENSGACP00000014303
ENSORLP00000009787	ENSGACP00000014046
ENSORLP00000018879	ENSGACP00000000542
ENSORLP00000000881	ENSGACP00000023152
ENSORLP00000020093	ENSGACP00000017924
ENSORLP00000006556	ENSGACP00000020005
ENSORLP00000001074	ENSGACP00000006148
ENSORLP00000001114	ENSGACP00000018605
ENSORLP00000022186	ENSGACP00000022771
ENSORLP00000022808	ENSGACP00000017035
ENSORLP00000010753	ENSGACP00000020904
ENSORLP00000012253	ENSGACP00000003432
ENSORLP00000008184	ENSGACP00000007060
ENSORLP00000002213	ENSGACP00000000883
ENSORLP00000019882	ENSGACP00000018124
ENSORLP00000019782	ENSGACP00000026289
ENSORLP00000020228	ENSGACP00000018575
ENSORLP00000004388	ENSGACP00000005810
ENSORLP00000021649	ENSGACP00000006327
ENSORLP00000003834	ENSGACP00000003855
ENSORLP00000005299	ENSGACP00000025762
ENSORLP00000021548	ENSGACP00000000947
ENSORLP00000012715	ENSGACP00000015008
ENSORLP00000012358	ENSGACP00000021138
ENSORLP00000022701	ENSGACP00000002829
ENSORLP00000001907	ENSGACP00000016338
ENSORLP00000017635	ENSGACP00000007238
ENSORLP00000020022	ENSGACP00000018011
ENSORLP00000020128	ENSGACP00000026363
ENSORLP00000006171	ENSGACP00000009301
ENSORLP00000014181	ENSGACP00000014208
ENSORLP00000022289	ENSGACP00000016200
ENSORLP00000021433	ENSGACP00000005848
ENSORLP00000021051	ENSGACP00000016757
ENSORLP00000022583	ENSGACP00000017148
ENSORLP00000010587	ENSGACP00000022197
ENSORLP00000014518	ENSGACP00000017201
ENSORLP00000011645	ENSGACP00000004345
ENSORLP00000015310	ENSGACP00000025173
ENSORLP00000001555	ENSGACP00000008846
ENSORLP00000009099	ENSGACP00000006167
ENSORLP00000013214	ENSGACP00000005154
ENSORLP00000024920	ENSGACP00000000755
ENSORLP00000019023	ENSGACP00000008683
ENSORLP00000008636	ENSGACP00000011588
ENSORLP00000005886	ENSGACP00000014090
ENSORLP00000014884	ENSGACP00000007966
ENSORLP00000025216	ENSGACP00000003660
ENSORLP00000019593	ENSGACP00000000543
ENSORLP00000019703	ENSGACP00000011211
ENSORLP00000018953	ENSGACP00000018022
ENSORLP00000001003	ENSGACP00000022573
ENSORLP00000003887	ENSGACP00000012162
ENSORLP00000012605	ENSGACP00000000311
ENSORLP00000007151	ENSGACP00000012727
ENSORLP00000004184	ENSGACP00000007840
ENSORLP00000017577	ENSGACP00000022095
ENSORLP00000000148	ENSGACP00000026140
ENSORLP00000021597	ENSGACP00000023547
ENSORLP00000001159	ENSGACP00000006243
ENSORLP00000017148	ENSGACP00000004451
ENSORLP00000011071	ENSGACP00000010390
ENSORLP00000010927	ENSGACP00000020566
ENSORLP00000013372	ENSGACP00000005196
ENSORLP00000001916	ENSGACP00000014636
ENSORLP00000017623	ENSGACP00000018522
ENSORLP00000005462	ENSGACP00000008712
ENSORLP00000011348	ENSGACP00000009179
ENSORLP00000018950	ENSGACP00000024779
ENSORLP00000019512	ENSGACP00000027532
ENSORLP00000013781	ENSGACP00000021369
ENSORLP00000010992	ENSGACP00000010722
ENSORLP00000006829	ENSGACP00000013073
ENSORLP00000004212	ENSGACP00000008156
ENSORLP00000003066	ENSGACP00000022245
ENSORLP00000011631	ENSGACP00000004293
ENSORLP00000025615	ENSGACP00000020088
ENSORLP00000018083	ENSGACP00000027447
ENSORLP00000001282	ENSGACP00000012823
ENSORLP00000020946	ENSGACP00000015402
ENSORLP00000012440	ENSGACP00000021157
ENSORLP00000018343	ENSGACP00000019244
ENSORLP00000006531	ENSGACP00000008656
ENSORLP00000011498	ENSGACP00000003097
ENSORLP00000012186	ENSGACP00000016218
ENSORLP00000007957	ENSGACP00000006786
ENSORLP00000006385	ENSGACP00000016685
ENSORLP00000017031	ENSGACP00000011458
ENSORLP00000013062	ENSGACP00000026812
ENSORLP00000020035	ENSGACP00000014990
ENSORLP00000006349	ENSGACP00000018818
ENSORLP00000022060	ENSGACP00000007369
ENSORLP00000011831	ENSGACP00000014876
ENSORLP00000015095	ENSGACP00000006454
ENSORLP00000016772	ENSGACP00000025358
ENSORLP00000009964	ENSGACP00000022437
ENSORLP00000003332	ENSGACP00000023373
ENSORLP00000009886	ENSGACP00000025224
ENSORLP00000014708	ENSGACP00000021510
ENSORLP00000021098	ENSGACP00000007975
ENSORLP00000016797	ENSGACP00000013030
ENSORLP00000006456	ENSGACP00000009004
ENSORLP00000021212	ENSGACP00000015066
ENSORLP00000021691	ENSGACP00000000929
ENSORLP00000015480	ENSGACP00000025766
ENSORLP00000007673	ENSGACP00000025656
ENSORLP00000021642	ENSGACP00000026523
ENSORLP00000021342	ENSGACP00000007014
ENSORLP00000022129	ENSGACP00000009279
ENSORLP00000025044	ENSGACP00000006750
ENSORLP00000012665	ENSGACP00000008172
ENSORLP00000016358	ENSGACP00000018839
ENSORLP00000024124	ENSGACP00000017598
ENSORLP00000005495	ENSGACP00000009607
ENSORLP00000017947	ENSGACP00000027439
ENSORLP00000004747	ENSGACP00000001663
ENSORLP00000017865	ENSGACP00000004173
ENSORLP00000020692	ENSGACP00000026484
ENSORLP00000025389	ENSGACP00000021534
ENSORLP00000018158	ENSGACP00000018214
ENSORLP00000002949	ENSGACP00000022192
ENSORLP00000016224	ENSGACP00000009138
ENSORLP00000003904	ENSGACP00000016163
ENSORLP00000006197	ENSGACP00000013690
ENSORLP00000018616	ENSGACP00000026122
ENSORLP00000001739	ENSGACP00000016794
ENSORLP00000007518	ENSGACP00000007580
ENSORLP00000012696	ENSGACP00000021464
ENSORLP00000015840	ENSGACP00000004193
ENSORLP00000005944	ENSGACP00000014492
ENSORLP00000000305	ENSGACP00000001368
ENSORLP00000007255	ENSGACP00000008238
ENSORLP00000006035	ENSGACP00000009264
ENSORLP00000007153	ENSGACP00000020374
ENSORLP00000020525	ENSGACP00000018108
