ENSCAFP00000014731	ENSLOCP00000009128
ENSCAFP00000002913	ENSLOCP00000013089
ENSCAFP00000019818	ENSLOCP00000012592
ENSCAFP00000014103	ENSLOCP00000011659
ENSCAFP00000012626	ENSLOCP00000015747
ENSCAFP00000028219	ENSLOCP00000007364
ENSCAFP00000023864	ENSLOCP00000009776
ENSCAFP00000043115	ENSLOCP00000007110
ENSCAFP00000029394	ENSLOCP00000005571
ENSCAFP00000015293	ENSLOCP00000006059
ENSCAFP00000029796	ENSLOCP00000004455
ENSCAFP00000036469	ENSLOCP00000001698
ENSCAFP00000009146	ENSLOCP00000020851
ENSCAFP00000028364	ENSLOCP00000007650
ENSCAFP00000007767	ENSLOCP00000020863
ENSCAFP00000024703	ENSLOCP00000008043
ENSCAFP00000006672	ENSLOCP00000011716
ENSCAFP00000006738	ENSLOCP00000013382
ENSCAFP00000004760	ENSLOCP00000004129
ENSCAFP00000012736	ENSLOCP00000004317
ENSCAFP00000024530	ENSLOCP00000003893
ENSCAFP00000018314	ENSLOCP00000009617
ENSCAFP00000000578	ENSLOCP00000019970
ENSCAFP00000026014	ENSLOCP00000016001
ENSCAFP00000012236	ENSLOCP00000007430
ENSCAFP00000007179	ENSLOCP00000005925
ENSCAFP00000004653	ENSLOCP00000019803
ENSCAFP00000018346	ENSLOCP00000012525
ENSCAFP00000042295	ENSLOCP00000020500
ENSCAFP00000017661	ENSLOCP00000021237
ENSCAFP00000038656	ENSLOCP00000009556
ENSCAFP00000020768	ENSLOCP00000013951
ENSCAFP00000024844	ENSLOCP00000013494
ENSCAFP00000006191	ENSLOCP00000009125
ENSCAFP00000021519	ENSLOCP00000014973
ENSCAFP00000029929	ENSLOCP00000005892
ENSCAFP00000011238	ENSLOCP00000008859
ENSCAFP00000002593	ENSLOCP00000012391
ENSCAFP00000038846	ENSLOCP00000003493
ENSCAFP00000025319	ENSLOCP00000013217
ENSCAFP00000003297	ENSLOCP00000020866
ENSCAFP00000015240	ENSLOCP00000016876
ENSCAFP00000013548	ENSLOCP00000015989
ENSCAFP00000021099	ENSLOCP00000005886
ENSCAFP00000004832	ENSLOCP00000003927
ENSCAFP00000002154	ENSLOCP00000019636
ENSCAFP00000004830	ENSLOCP00000021284
ENSCAFP00000019418	ENSLOCP00000005808
ENSCAFP00000023192	ENSLOCP00000015544
ENSCAFP00000003073	ENSLOCP00000017314
ENSCAFP00000000760	ENSLOCP00000020067
ENSCAFP00000024049	ENSLOCP00000018506
ENSCAFP00000025519	ENSLOCP00000010213
ENSCAFP00000004836	ENSLOCP00000021283
ENSCAFP00000023212	ENSLOCP00000021107
ENSCAFP00000024571	ENSLOCP00000018076
ENSCAFP00000011627	ENSLOCP00000016902
ENSCAFP00000000734	ENSLOCP00000010678
ENSCAFP00000035284	ENSLOCP00000010097
ENSCAFP00000037097	ENSLOCP00000005186
ENSCAFP00000017690	ENSLOCP00000017666
ENSCAFP00000027330	ENSLOCP00000017019
ENSCAFP00000001324	ENSLOCP00000021192
ENSCAFP00000035008	ENSLOCP00000002686
ENSCAFP00000034622	ENSLOCP00000018629
ENSCAFP00000017266	ENSLOCP00000010427
ENSCAFP00000010281	ENSLOCP00000001524
ENSCAFP00000039242	ENSLOCP00000020563
ENSCAFP00000008522	ENSLOCP00000015905
ENSCAFP00000000335	ENSLOCP00000007043
ENSCAFP00000040013	ENSLOCP00000014815
ENSCAFP00000038980	ENSLOCP00000012587
ENSCAFP00000000986	ENSLOCP00000000231
ENSCAFP00000026168	ENSLOCP00000013276
ENSCAFP00000007832	ENSLOCP00000005261
ENSCAFP00000013775	ENSLOCP00000006497
ENSCAFP00000029967	ENSLOCP00000006054
ENSCAFP00000026626	ENSLOCP00000004140
ENSCAFP00000014881	ENSLOCP00000004968
ENSCAFP00000024508	ENSLOCP00000018218
ENSCAFP00000010693	ENSLOCP00000007035
ENSCAFP00000007215	ENSLOCP00000007193
ENSCAFP00000012239	ENSLOCP00000016614
ENSCAFP00000011831	ENSLOCP00000009427
ENSCAFP00000027553	ENSLOCP00000006571
ENSCAFP00000020874	ENSLOCP00000008227
ENSCAFP00000020232	ENSLOCP00000015996
ENSCAFP00000011167	ENSLOCP00000006829
ENSCAFP00000025563	ENSLOCP00000011288
ENSCAFP00000042066	ENSLOCP00000005946
ENSCAFP00000002594	ENSLOCP00000019548
ENSCAFP00000004763	ENSLOCP00000021311
ENSCAFP00000010216	ENSLOCP00000013334
ENSCAFP00000022457	ENSLOCP00000012329
ENSCAFP00000014094	ENSLOCP00000000011
ENSCAFP00000038761	ENSLOCP00000003029
ENSCAFP00000015816	ENSLOCP00000001730
ENSCAFP00000000043	ENSLOCP00000016787
ENSCAFP00000009803	ENSLOCP00000012388
ENSCAFP00000030143	ENSLOCP00000009837
ENSCAFP00000012897	ENSLOCP00000009389
ENSCAFP00000010129	ENSLOCP00000005024
ENSCAFP00000037454	ENSLOCP00000005968
ENSCAFP00000011121	ENSLOCP00000002014
ENSCAFP00000013435	ENSLOCP00000009574
ENSCAFP00000030799	ENSLOCP00000021359
ENSCAFP00000015072	ENSLOCP00000004717
ENSCAFP00000027176	ENSLOCP00000010730
ENSCAFP00000022331	ENSLOCP00000009181
ENSCAFP00000019819	ENSLOCP00000012737
ENSCAFP00000007470	ENSLOCP00000019305
ENSCAFP00000029444	ENSLOCP00000006969
ENSCAFP00000024913	ENSLOCP00000007691
ENSCAFP00000016035	ENSLOCP00000003377
ENSCAFP00000035313	ENSLOCP00000004006
ENSCAFP00000029978	ENSLOCP00000006089
ENSCAFP00000017485	ENSLOCP00000017862
ENSCAFP00000002481	ENSLOCP00000003715
ENSCAFP00000022569	ENSLOCP00000006141
ENSCAFP00000008496	ENSLOCP00000008398
ENSCAFP00000028210	ENSLOCP00000007391
ENSCAFP00000022412	ENSLOCP00000013759
ENSCAFP00000006803	ENSLOCP00000006675
ENSCAFP00000029631	ENSLOCP00000003057
ENSCAFP00000022408	ENSLOCP00000013412
ENSCAFP00000021091	ENSLOCP00000013870
ENSCAFP00000024698	ENSLOCP00000011190
ENSCAFP00000040554	ENSLOCP00000016499
ENSCAFP00000029083	ENSLOCP00000008357
ENSCAFP00000016137	ENSLOCP00000020387
ENSCAFP00000001374	ENSLOCP00000014703
ENSCAFP00000013995	ENSLOCP00000015706
ENSCAFP00000015018	ENSLOCP00000015598
ENSCAFP00000021572	ENSLOCP00000015048
ENSCAFP00000010483	ENSLOCP00000019219
ENSCAFP00000009287	ENSLOCP00000001772
ENSCAFP00000020826	ENSLOCP00000002561
ENSCAFP00000026131	ENSLOCP00000010129
ENSCAFP00000013114	ENSLOCP00000012895
ENSCAFP00000014081	ENSLOCP00000018110
ENSCAFP00000009621	ENSLOCP00000007404
ENSCAFP00000018528	ENSLOCP00000001763
ENSCAFP00000025723	ENSLOCP00000008386
ENSCAFP00000008321	ENSLOCP00000019677
ENSCAFP00000030784	ENSLOCP00000014533
ENSCAFP00000027759	ENSLOCP00000003911
ENSCAFP00000006875	ENSLOCP00000013701
ENSCAFP00000031145	ENSLOCP00000021083
ENSCAFP00000031623	ENSLOCP00000007401
ENSCAFP00000006271	ENSLOCP00000004716
ENSCAFP00000010516	ENSLOCP00000007407
ENSCAFP00000016909	ENSLOCP00000019582
ENSCAFP00000008609	ENSLOCP00000020558
ENSCAFP00000011151	ENSLOCP00000021689
ENSCAFP00000018242	ENSLOCP00000009698
ENSCAFP00000009589	ENSLOCP00000019376
ENSCAFP00000012749	ENSLOCP00000009842
ENSCAFP00000007290	ENSLOCP00000020677
ENSCAFP00000013815	ENSLOCP00000010691
ENSCAFP00000012129	ENSLOCP00000013569
ENSCAFP00000027539	ENSLOCP00000000900
ENSCAFP00000019409	ENSLOCP00000001727
ENSCAFP00000026182	ENSLOCP00000009960
ENSCAFP00000038313	ENSLOCP00000002082
ENSCAFP00000016354	ENSLOCP00000001558
ENSCAFP00000029342	ENSLOCP00000003425
ENSCAFP00000040815	ENSLOCP00000005086
ENSCAFP00000039803	ENSLOCP00000010984
ENSCAFP00000043013	ENSLOCP00000001696
ENSCAFP00000021155	ENSLOCP00000012431
ENSCAFP00000006316	ENSLOCP00000012732
ENSCAFP00000015686	ENSLOCP00000012379
ENSCAFP00000012958	ENSLOCP00000001274
ENSCAFP00000002909	ENSLOCP00000013079
ENSCAFP00000004294	ENSLOCP00000018921
ENSCAFP00000000926	ENSLOCP00000011628
ENSCAFP00000024849	ENSLOCP00000016636
ENSCAFP00000022102	ENSLOCP00000002177
ENSCAFP00000030350	ENSLOCP00000019948
ENSCAFP00000015858	ENSLOCP00000015178
ENSCAFP00000026432	ENSLOCP00000014411
ENSCAFP00000027933	ENSLOCP00000015836
ENSCAFP00000037663	ENSLOCP00000018685
ENSCAFP00000026789	ENSLOCP00000007138
ENSCAFP00000010872	ENSLOCP00000005715
ENSCAFP00000014717	ENSLOCP00000013509
ENSCAFP00000031437	ENSLOCP00000006917
ENSCAFP00000011595	ENSLOCP00000009614
ENSCAFP00000028124	ENSLOCP00000008052
ENSCAFP00000033848	ENSLOCP00000002116
ENSCAFP00000005332	ENSLOCP00000019541
ENSCAFP00000006303	ENSLOCP00000019683
ENSCAFP00000011564	ENSLOCP00000009807
ENSCAFP00000017371	ENSLOCP00000003734
ENSCAFP00000042856	ENSLOCP00000003404
ENSCAFP00000008093	ENSLOCP00000019325
ENSCAFP00000010985	ENSLOCP00000012741
ENSCAFP00000036550	ENSLOCP00000009138
ENSCAFP00000019190	ENSLOCP00000001221
ENSCAFP00000001298	ENSLOCP00000018569
ENSCAFP00000025018	ENSLOCP00000014905
ENSCAFP00000041331	ENSLOCP00000003665
ENSCAFP00000010600	ENSLOCP00000001886
ENSCAFP00000034564	ENSLOCP00000010817
ENSCAFP00000016776	ENSLOCP00000009101
ENSCAFP00000015575	ENSLOCP00000017534
ENSCAFP00000040750	ENSLOCP00000012630
ENSCAFP00000005107	ENSLOCP00000019191
ENSCAFP00000016457	ENSLOCP00000016679
ENSCAFP00000035591	ENSLOCP00000020792
ENSCAFP00000039641	ENSLOCP00000003558
ENSCAFP00000015212	ENSLOCP00000016859
ENSCAFP00000013223	ENSLOCP00000012242
ENSCAFP00000002393	ENSLOCP00000021322
ENSCAFP00000025667	ENSLOCP00000017146
ENSCAFP00000007006	ENSLOCP00000014101
ENSCAFP00000008939	ENSLOCP00000010708
ENSCAFP00000038303	ENSLOCP00000020430
ENSCAFP00000028891	ENSLOCP00000002491
ENSCAFP00000009719	ENSLOCP00000016252
ENSCAFP00000027347	ENSLOCP00000002394
ENSCAFP00000011471	ENSLOCP00000016959
ENSCAFP00000015848	ENSLOCP00000005053
ENSCAFP00000019582	ENSLOCP00000015809
ENSCAFP00000006900	ENSLOCP00000007088
ENSCAFP00000009824	ENSLOCP00000006408
ENSCAFP00000016589	ENSLOCP00000002239
ENSCAFP00000027074	ENSLOCP00000015912
ENSCAFP00000021998	ENSLOCP00000015319
ENSCAFP00000008305	ENSLOCP00000017969
ENSCAFP00000015951	ENSLOCP00000005162
ENSCAFP00000026710	ENSLOCP00000012583
ENSCAFP00000005167	ENSLOCP00000021126
ENSCAFP00000010974	ENSLOCP00000021129
ENSCAFP00000008130	ENSLOCP00000019322
ENSCAFP00000038873	ENSLOCP00000000328
ENSCAFP00000012839	ENSLOCP00000003771
ENSCAFP00000042005	ENSLOCP00000014141
ENSCAFP00000040896	ENSLOCP00000015202
ENSCAFP00000000614	ENSLOCP00000020107
ENSCAFP00000010744	ENSLOCP00000013358
ENSCAFP00000018460	ENSLOCP00000009508
ENSCAFP00000002554	ENSLOCP00000020686
ENSCAFP00000037159	ENSLOCP00000013052
ENSCAFP00000022691	ENSLOCP00000013014
ENSCAFP00000029007	ENSLOCP00000006880
ENSCAFP00000003575	ENSLOCP00000021009
ENSCAFP00000018953	ENSLOCP00000001100
ENSCAFP00000027275	ENSLOCP00000002214
ENSCAFP00000020143	ENSLOCP00000017262
ENSCAFP00000013154	ENSLOCP00000018062
ENSCAFP00000027812	ENSLOCP00000011769
ENSCAFP00000016887	ENSLOCP00000017880
ENSCAFP00000038062	ENSLOCP00000003829
ENSCAFP00000024982	ENSLOCP00000018137
ENSCAFP00000025675	ENSLOCP00000005582
ENSCAFP00000001115	ENSLOCP00000020811
ENSCAFP00000006740	ENSLOCP00000012950
ENSCAFP00000019223	ENSLOCP00000001916
ENSCAFP00000013689	ENSLOCP00000004281
ENSCAFP00000023633	ENSLOCP00000016656
ENSCAFP00000018957	ENSLOCP00000009560
ENSCAFP00000023745	ENSLOCP00000020477
ENSCAFP00000008910	ENSLOCP00000010640
ENSCAFP00000022578	ENSLOCP00000012017
ENSCAFP00000006596	ENSLOCP00000001411
ENSCAFP00000021138	ENSLOCP00000002434
ENSCAFP00000039884	ENSLOCP00000015490
ENSCAFP00000040219	ENSLOCP00000020981
ENSCAFP00000008162	ENSLOCP00000016855
ENSCAFP00000010960	ENSLOCP00000005411
ENSCAFP00000019411	ENSLOCP00000011653
ENSCAFP00000007473	ENSLOCP00000002077
ENSCAFP00000006211	ENSLOCP00000017701
ENSCAFP00000019552	ENSLOCP00000004465
ENSCAFP00000038760	ENSLOCP00000020962
ENSCAFP00000008793	ENSLOCP00000007762
ENSCAFP00000042435	ENSLOCP00000020919
ENSCAFP00000022930	ENSLOCP00000003659
ENSCAFP00000013817	ENSLOCP00000015165
ENSCAFP00000039312	ENSLOCP00000018354
ENSCAFP00000038472	ENSLOCP00000015332
ENSCAFP00000002556	ENSLOCP00000020408
ENSCAFP00000005832	ENSLOCP00000021005
ENSCAFP00000016747	ENSLOCP00000005667
ENSCAFP00000003642	ENSLOCP00000020280
ENSCAFP00000013578	ENSLOCP00000011454
ENSCAFP00000022999	ENSLOCP00000012385
ENSCAFP00000025662	ENSLOCP00000005638
ENSCAFP00000019881	ENSLOCP00000001945
ENSCAFP00000014428	ENSLOCP00000005888
ENSCAFP00000028814	ENSLOCP00000006107
ENSCAFP00000007016	ENSLOCP00000002552
ENSCAFP00000018881	ENSLOCP00000009619
ENSCAFP00000014645	ENSLOCP00000009018
ENSCAFP00000022719	ENSLOCP00000003517
ENSCAFP00000007799	ENSLOCP00000015276
ENSCAFP00000019204	ENSLOCP00000008011
ENSCAFP00000007283	ENSLOCP00000003908
ENSCAFP00000029458	ENSLOCP00000002871
ENSCAFP00000003077	ENSLOCP00000013357
ENSCAFP00000037130	ENSLOCP00000005006
ENSCAFP00000025976	ENSLOCP00000015275
ENSCAFP00000000297	ENSLOCP00000010873
ENSCAFP00000041282	ENSLOCP00000003822
ENSCAFP00000025740	ENSLOCP00000001165
ENSCAFP00000035221	ENSLOCP00000004534
ENSCAFP00000022335	ENSLOCP00000001662
ENSCAFP00000011154	ENSLOCP00000005534
ENSCAFP00000042083	ENSLOCP00000012912
ENSCAFP00000042649	ENSLOCP00000010707
ENSCAFP00000021281	ENSLOCP00000006363
ENSCAFP00000015937	ENSLOCP00000016285
ENSCAFP00000000011	ENSLOCP00000010294
ENSCAFP00000026726	ENSLOCP00000017023
ENSCAFP00000022173	ENSLOCP00000002266
ENSCAFP00000039337	ENSLOCP00000013257
ENSCAFP00000002503	ENSLOCP00000014980
ENSCAFP00000022291	ENSLOCP00000006821
ENSCAFP00000026787	ENSLOCP00000008633
ENSCAFP00000001361	ENSLOCP00000011242
ENSCAFP00000022225	ENSLOCP00000003832
ENSCAFP00000005864	ENSLOCP00000015683
ENSCAFP00000008384	ENSLOCP00000015392
ENSCAFP00000031654	ENSLOCP00000017913
ENSCAFP00000006858	ENSLOCP00000012839
ENSCAFP00000000044	ENSLOCP00000004108
ENSCAFP00000021470	ENSLOCP00000012642
ENSCAFP00000017454	ENSLOCP00000009991
ENSCAFP00000006928	ENSLOCP00000020129
ENSCAFP00000040529	ENSLOCP00000011553
ENSCAFP00000040404	ENSLOCP00000021011
ENSCAFP00000028774	ENSLOCP00000007269
ENSCAFP00000008705	ENSLOCP00000007928
ENSCAFP00000041099	ENSLOCP00000018874
ENSCAFP00000037514	ENSLOCP00000004512
ENSCAFP00000014718	ENSLOCP00000005877
ENSCAFP00000029790	ENSLOCP00000009923
ENSCAFP00000040380	ENSLOCP00000012775
ENSCAFP00000026687	ENSLOCP00000011991
ENSCAFP00000017806	ENSLOCP00000011916
ENSCAFP00000003278	ENSLOCP00000014062
ENSCAFP00000036557	ENSLOCP00000003739
ENSCAFP00000002911	ENSLOCP00000012651
ENSCAFP00000021990	ENSLOCP00000016199
ENSCAFP00000014778	ENSLOCP00000001830
ENSCAFP00000002700	ENSLOCP00000020675
ENSCAFP00000032147	ENSLOCP00000020153
ENSCAFP00000023784	ENSLOCP00000016669
ENSCAFP00000040069	ENSLOCP00000017207
ENSCAFP00000040730	ENSLOCP00000008184
ENSCAFP00000022945	ENSLOCP00000012864
ENSCAFP00000022714	ENSLOCP00000007563
ENSCAFP00000029382	ENSLOCP00000005434
ENSCAFP00000019175	ENSLOCP00000007793
ENSCAFP00000027197	ENSLOCP00000016937
ENSCAFP00000009546	ENSLOCP00000012091
ENSCAFP00000026029	ENSLOCP00000022063
ENSCAFP00000011457	ENSLOCP00000018718
ENSCAFP00000001109	ENSLOCP00000019800
ENSCAFP00000029329	ENSLOCP00000001406
ENSCAFP00000036776	ENSLOCP00000003152
ENSCAFP00000003866	ENSLOCP00000000494
ENSCAFP00000004605	ENSLOCP00000020937
ENSCAFP00000004584	ENSLOCP00000020931
ENSCAFP00000039300	ENSLOCP00000005270
ENSCAFP00000013552	ENSLOCP00000018475
ENSCAFP00000006251	ENSLOCP00000010421
ENSCAFP00000013770	ENSLOCP00000015795
ENSCAFP00000003334	ENSLOCP00000001701
ENSCAFP00000016940	ENSLOCP00000000472
ENSCAFP00000012195	ENSLOCP00000019662
ENSCAFP00000004815	ENSLOCP00000000732
ENSCAFP00000011400	ENSLOCP00000010794
ENSCAFP00000013310	ENSLOCP00000004603
ENSCAFP00000041497	ENSLOCP00000007820
ENSCAFP00000039374	ENSLOCP00000011232
ENSCAFP00000038785	ENSLOCP00000015370
ENSCAFP00000036741	ENSLOCP00000003537
ENSCAFP00000029096	ENSLOCP00000008303
ENSCAFP00000022319	ENSLOCP00000011576
ENSCAFP00000008681	ENSLOCP00000008044
ENSCAFP00000022458	ENSLOCP00000013700
ENSCAFP00000034898	ENSLOCP00000015179
ENSCAFP00000002517	ENSLOCP00000020738
ENSCAFP00000013550	ENSLOCP00000015786
ENSCAFP00000035984	ENSLOCP00000014691
ENSCAFP00000019228	ENSLOCP00000001489
ENSCAFP00000005886	ENSLOCP00000020359
ENSCAFP00000005564	ENSLOCP00000020484
ENSCAFP00000030037	ENSLOCP00000001611
ENSCAFP00000012391	ENSLOCP00000015037
ENSCAFP00000006181	ENSLOCP00000017908
ENSCAFP00000008901	ENSLOCP00000020314
ENSCAFP00000021605	ENSLOCP00000010282
ENSCAFP00000019417	ENSLOCP00000005212
ENSCAFP00000021942	ENSLOCP00000000137
ENSCAFP00000027718	ENSLOCP00000000760
ENSCAFP00000033001	ENSLOCP00000022192
ENSCAFP00000031822	ENSLOCP00000008172
ENSCAFP00000031822	ENSLOCP00000015343
ENSCAFP00000003788	ENSLOCP00000021130
ENSCAFP00000006809	ENSLOCP00000006718
ENSCAFP00000014088	ENSLOCP00000016284
ENSCAFP00000016436	ENSLOCP00000005405
ENSCAFP00000039916	ENSLOCP00000013998
ENSCAFP00000020706	ENSLOCP00000006191
ENSCAFP00000017544	ENSLOCP00000004514
ENSCAFP00000014990	ENSLOCP00000001321
ENSCAFP00000017205	ENSLOCP00000016702
ENSCAFP00000011936	ENSLOCP00000020716
ENSCAFP00000005176	ENSLOCP00000019439
ENSCAFP00000042279	ENSLOCP00000021811
ENSCAFP00000024729	ENSLOCP00000016507
ENSCAFP00000022874	ENSLOCP00000011313
ENSCAFP00000005025	ENSLOCP00000020798
ENSCAFP00000026170	ENSLOCP00000010071
ENSCAFP00000021593	ENSLOCP00000000789
ENSCAFP00000026745	ENSLOCP00000004391
ENSCAFP00000007554	ENSLOCP00000007431
ENSCAFP00000002836	ENSLOCP00000019717
ENSCAFP00000020604	ENSLOCP00000015707
ENSCAFP00000007259	ENSLOCP00000003056
ENSCAFP00000020211	ENSLOCP00000005365
ENSCAFP00000005153	ENSLOCP00000021138
ENSCAFP00000015297	ENSLOCP00000003410
ENSCAFP00000017879	ENSLOCP00000012056
ENSCAFP00000027126	ENSLOCP00000014195
ENSCAFP00000009557	ENSLOCP00000009962
ENSCAFP00000018778	ENSLOCP00000011265
ENSCAFP00000029432	ENSLOCP00000009434
ENSCAFP00000016764	ENSLOCP00000021896
ENSCAFP00000017428	ENSLOCP00000019412
ENSCAFP00000028577	ENSLOCP00000004041
ENSCAFP00000000757	ENSLOCP00000011906
ENSCAFP00000031245	ENSLOCP00000006654
ENSCAFP00000039857	ENSLOCP00000020880
ENSCAFP00000015655	ENSLOCP00000003511
ENSCAFP00000039497	ENSLOCP00000001953
ENSCAFP00000020048	ENSLOCP00000020283
ENSCAFP00000008207	ENSLOCP00000002771
ENSCAFP00000012486	ENSLOCP00000014626
ENSCAFP00000018094	ENSLOCP00000004565
ENSCAFP00000012568	ENSLOCP00000006136
ENSCAFP00000000674	ENSLOCP00000020031
ENSCAFP00000017857	ENSLOCP00000019029
ENSCAFP00000007358	ENSLOCP00000003709
ENSCAFP00000008389	ENSLOCP00000000591
ENSCAFP00000018330	ENSLOCP00000011056
ENSCAFP00000018073	ENSLOCP00000004606
ENSCAFP00000016548	ENSLOCP00000000645
ENSCAFP00000002749	ENSLOCP00000020645
ENSCAFP00000009144	ENSLOCP00000003120
ENSCAFP00000015331	ENSLOCP00000005471
ENSCAFP00000041708	ENSLOCP00000015781
ENSCAFP00000041802	ENSLOCP00000015243
ENSCAFP00000016640	ENSLOCP00000019576
ENSCAFP00000019259	ENSLOCP00000007859
ENSCAFP00000001308	ENSLOCP00000013013
ENSCAFP00000041173	ENSLOCP00000009030
ENSCAFP00000011796	ENSLOCP00000013676
ENSCAFP00000040721	ENSLOCP00000005508
ENSCAFP00000030065	ENSLOCP00000001540
ENSCAFP00000037049	ENSLOCP00000018586
ENSCAFP00000003335	ENSLOCP00000017064
ENSCAFP00000039351	ENSLOCP00000014916
ENSCAFP00000018772	ENSLOCP00000005169
ENSCAFP00000014844	ENSLOCP00000013111
ENSCAFP00000013239	ENSLOCP00000007736
ENSCAFP00000010817	ENSLOCP00000018675
ENSCAFP00000007190	ENSLOCP00000003284
ENSCAFP00000026884	ENSLOCP00000008436
ENSCAFP00000011552	ENSLOCP00000005192
ENSCAFP00000034252	ENSLOCP00000016991
ENSCAFP00000022506	ENSLOCP00000010424
ENSCAFP00000007437	ENSLOCP00000003434
ENSCAFP00000021428	ENSLOCP00000004817
ENSCAFP00000015535	ENSLOCP00000008959
ENSCAFP00000002119	ENSLOCP00000020254
ENSCAFP00000002653	ENSLOCP00000011685
ENSCAFP00000008985	ENSLOCP00000020192
ENSCAFP00000041607	ENSLOCP00000020371
ENSCAFP00000021013	ENSLOCP00000014555
ENSCAFP00000037606	ENSLOCP00000008640
ENSCAFP00000002953	ENSLOCP00000014640
ENSCAFP00000003947	ENSLOCP00000000008
ENSCAFP00000025509	ENSLOCP00000017112
ENSCAFP00000003243	ENSLOCP00000011540
ENSCAFP00000007977	ENSLOCP00000017863
ENSCAFP00000016941	ENSLOCP00000013181
ENSCAFP00000002941	ENSLOCP00000017379
ENSCAFP00000007174	ENSLOCP00000007218
ENSCAFP00000013507	ENSLOCP00000012387
ENSCAFP00000040825	ENSLOCP00000009841
ENSCAFP00000037732	ENSLOCP00000018033
ENSCAFP00000018638	ENSLOCP00000009394
ENSCAFP00000015314	ENSLOCP00000005486
ENSCAFP00000026815	ENSLOCP00000018134
ENSCAFP00000006891	ENSLOCP00000003402
ENSCAFP00000002828	ENSLOCP00000018523
ENSCAFP00000020228	ENSLOCP00000011437
ENSCAFP00000022415	ENSLOCP00000002687
ENSCAFP00000042091	ENSLOCP00000008608
ENSCAFP00000021292	ENSLOCP00000010281
ENSCAFP00000019462	ENSLOCP00000001147
ENSCAFP00000008203	ENSLOCP00000019705
ENSCAFP00000019511	ENSLOCP00000020369
ENSCAFP00000018556	ENSLOCP00000012334
ENSCAFP00000028092	ENSLOCP00000003864
ENSCAFP00000007146	ENSLOCP00000019344
ENSCAFP00000017617	ENSLOCP00000011824
ENSCAFP00000029502	ENSLOCP00000001201
ENSCAFP00000027157	ENSLOCP00000013570
ENSCAFP00000023219	ENSLOCP00000021808
ENSCAFP00000039216	ENSLOCP00000003472
ENSCAFP00000000878	ENSLOCP00000010286
ENSCAFP00000016270	ENSLOCP00000011419
ENSCAFP00000024609	ENSLOCP00000009738
ENSCAFP00000025337	ENSLOCP00000012086
ENSCAFP00000028135	ENSLOCP00000003752
ENSCAFP00000018938	ENSLOCP00000009576
ENSCAFP00000006938	ENSLOCP00000003510
ENSCAFP00000022267	ENSLOCP00000009386
ENSCAFP00000024846	ENSLOCP00000013433
ENSCAFP00000016657	ENSLOCP00000001927
ENSCAFP00000006196	ENSLOCP00000018385
ENSCAFP00000012409	ENSLOCP00000008730
ENSCAFP00000008929	ENSLOCP00000015196
ENSCAFP00000036245	ENSLOCP00000003834
ENSCAFP00000022189	ENSLOCP00000005803
ENSCAFP00000022117	ENSLOCP00000004273
ENSCAFP00000009852	ENSLOCP00000005301
ENSCAFP00000000400	ENSLOCP00000001363
ENSCAFP00000036936	ENSLOCP00000019631
ENSCAFP00000006712	ENSLOCP00000013675
ENSCAFP00000029658	ENSLOCP00000000753
ENSCAFP00000028600	ENSLOCP00000010956
ENSCAFP00000002225	ENSLOCP00000009057
ENSCAFP00000017264	ENSLOCP00000010547
ENSCAFP00000012478	ENSLOCP00000003953
ENSCAFP00000003700	ENSLOCP00000006491
ENSCAFP00000017710	ENSLOCP00000004141
ENSCAFP00000021936	ENSLOCP00000010921
ENSCAFP00000008986	ENSLOCP00000010763
ENSCAFP00000003687	ENSLOCP00000006409
ENSCAFP00000022902	ENSLOCP00000002784
ENSCAFP00000023234	ENSLOCP00000018941
ENSCAFP00000017552	ENSLOCP00000004478
ENSCAFP00000024839	ENSLOCP00000008833
ENSCAFP00000004546	ENSLOCP00000003396
ENSCAFP00000027538	ENSLOCP00000000877
ENSCAFP00000003053	ENSLOCP00000019884
ENSCAFP00000010190	ENSLOCP00000009023
ENSCAFP00000020627	ENSLOCP00000001765
ENSCAFP00000017455	ENSLOCP00000012328
ENSCAFP00000015725	ENSLOCP00000003592
ENSCAFP00000009855	ENSLOCP00000000221
ENSCAFP00000028623	ENSLOCP00000008103
ENSCAFP00000013576	ENSLOCP00000006940
ENSCAFP00000006872	ENSLOCP00000006806
ENSCAFP00000017654	ENSLOCP00000017700
ENSCAFP00000029671	ENSLOCP00000005236
ENSCAFP00000037694	ENSLOCP00000017351
ENSCAFP00000020568	ENSLOCP00000002643
ENSCAFP00000017832	ENSLOCP00000012046
ENSCAFP00000013892	ENSLOCP00000014316
ENSCAFP00000000752	ENSLOCP00000010627
ENSCAFP00000042219	ENSLOCP00000006293
ENSCAFP00000012492	ENSLOCP00000004383
ENSCAFP00000007151	ENSLOCP00000019342
ENSCAFP00000037441	ENSLOCP00000001543
ENSCAFP00000037826	ENSLOCP00000015713
ENSCAFP00000024216	ENSLOCP00000000943
ENSCAFP00000018088	ENSLOCP00000020200
ENSCAFP00000026936	ENSLOCP00000013581
ENSCAFP00000011353	ENSLOCP00000005081
ENSCAFP00000034555	ENSLOCP00000010506
ENSCAFP00000006260	ENSLOCP00000011122
ENSCAFP00000022041	ENSLOCP00000015364
ENSCAFP00000016504	ENSLOCP00000003654
ENSCAFP00000028745	ENSLOCP00000003638
ENSCAFP00000010951	ENSLOCP00000005555
ENSCAFP00000026052	ENSLOCP00000005369
