ENSACAP00000005936	ENSMUSP00000034074
ENSACAP00000020470	ENSMUSP00000088663
ENSACAP00000003120	ENSMUSP00000099301
ENSACAP00000010790	ENSMUSP00000123994
ENSACAP00000001664	ENSMUSP00000027193
ENSACAP00000006444	ENSMUSP00000130290
ENSACAP00000018331	ENSMUSP00000137367
ENSACAP00000013036	ENSMUSP00000025425
ENSACAP00000005615	ENSMUSP00000059538
ENSACAP00000000442	ENSMUSP00000020580
ENSACAP00000002013	ENSMUSP00000049497
ENSACAP00000008935	ENSMUSP00000026927
ENSACAP00000000532	ENSMUSP00000042026
ENSACAP00000003720	ENSMUSP00000107678
ENSACAP00000017538	ENSMUSP00000025639
ENSACAP00000006505	ENSMUSP00000027933
ENSACAP00000008127	ENSMUSP00000003444
ENSACAP00000015491	ENSMUSP00000089498
ENSACAP00000011252	ENSMUSP00000062837
ENSACAP00000015937	ENSMUSP00000117421
ENSACAP00000009996	ENSMUSP00000125352
ENSACAP00000006943	ENSMUSP00000135831
ENSACAP00000017412	ENSMUSP00000044751
ENSACAP00000017689	ENSMUSP00000001802
ENSACAP00000020192	ENSMUSP00000112600
ENSACAP00000017167	ENSMUSP00000047413
ENSACAP00000012698	ENSMUSP00000126901
ENSACAP00000013859	ENSMUSP00000109049
ENSACAP00000000991	ENSMUSP00000103709
ENSACAP00000012566	ENSMUSP00000084882
ENSACAP00000009574	ENSMUSP00000022153
ENSACAP00000005376	ENSMUSP00000018522
ENSACAP00000001426	ENSMUSP00000054788
ENSACAP00000002516	ENSMUSP00000043543
ENSACAP00000016183	ENSMUSP00000047012
ENSACAP00000005039	ENSMUSP00000091477
ENSACAP00000008851	ENSMUSP00000031539
ENSACAP00000002920	ENSMUSP00000025178
ENSACAP00000022557	ENSMUSP00000034313
ENSACAP00000009547	ENSMUSP00000092897
ENSACAP00000015992	ENSMUSP00000016781
ENSACAP00000012268	ENSMUSP00000009256
ENSACAP00000008676	ENSMUSP00000093110
ENSACAP00000004786	ENSMUSP00000040707
ENSACAP00000013505	ENSMUSP00000104923
ENSACAP00000010123	ENSMUSP00000026735
ENSACAP00000020609	ENSMUSP00000108313
ENSACAP00000011284	ENSMUSP00000038580
ENSACAP00000012972	ENSMUSP00000096136
ENSACAP00000013934	ENSMUSP00000033020
ENSACAP00000008874	ENSMUSP00000059983
ENSACAP00000000937	ENSMUSP00000023391
ENSACAP00000015912	ENSMUSP00000117538
ENSACAP00000016924	ENSMUSP00000019614
ENSACAP00000001571	ENSMUSP00000102167
ENSACAP00000015188	ENSMUSP00000002048
ENSACAP00000005033	ENSMUSP00000096954
ENSACAP00000009815	ENSMUSP00000022980
ENSACAP00000006910	ENSMUSP00000020970
ENSACAP00000007588	ENSMUSP00000014812
ENSACAP00000001893	ENSMUSP00000021411
ENSACAP00000013887	ENSMUSP00000059741
ENSACAP00000001803	ENSMUSP00000105716
ENSACAP00000004854	ENSMUSP00000040944
ENSACAP00000005413	ENSMUSP00000034278
ENSACAP00000017751	ENSMUSP00000016396
ENSACAP00000005912	ENSMUSP00000032992
ENSACAP00000005487	ENSMUSP00000002846
ENSACAP00000000740	ENSMUSP00000109703
ENSACAP00000017574	ENSMUSP00000002145
ENSACAP00000003963	ENSMUSP00000072863
ENSACAP00000017446	ENSMUSP00000021285
ENSACAP00000009565	ENSMUSP00000018568
ENSACAP00000003497	ENSMUSP00000033006
ENSACAP00000007395	ENSMUSP00000124819
ENSACAP00000009983	ENSMUSP00000085170
ENSACAP00000021704	ENSMUSP00000048222
ENSACAP00000010413	ENSMUSP00000032088
ENSACAP00000012721	ENSMUSP00000022078
ENSACAP00000002540	ENSMUSP00000103716
ENSACAP00000008919	ENSMUSP00000123935
ENSACAP00000006052	ENSMUSP00000046120
ENSACAP00000016953	ENSMUSP00000028209
ENSACAP00000011707	ENSMUSP00000030816
ENSACAP00000015239	ENSMUSP00000047569
ENSACAP00000006586	ENSMUSP00000023911
ENSACAP00000015283	ENSMUSP00000076594
ENSACAP00000015696	ENSMUSP00000039463
ENSACAP00000009902	ENSMUSP00000040431
ENSACAP00000012429	ENSMUSP00000027285
ENSACAP00000002699	ENSMUSP00000089230
ENSACAP00000000037	ENSMUSP00000072220
ENSACAP00000009500	ENSMUSP00000004868
ENSACAP00000001509	ENSMUSP00000021963
ENSACAP00000002866	ENSMUSP00000071495
ENSACAP00000016462	ENSMUSP00000026661
ENSACAP00000010370	ENSMUSP00000027867
ENSACAP00000011117	ENSMUSP00000057828
ENSACAP00000014165	ENSMUSP00000079631
ENSACAP00000000707	ENSMUSP00000009220
ENSACAP00000009681	ENSMUSP00000114839
ENSACAP00000020388	ENSMUSP00000113864
ENSACAP00000008981	ENSMUSP00000037385
ENSACAP00000022686	ENSMUSP00000019944
ENSACAP00000000533	ENSMUSP00000022656
ENSACAP00000008213	ENSMUSP00000135642
ENSACAP00000001321	ENSMUSP00000055271
ENSACAP00000022188	ENSMUSP00000020578
ENSACAP00000004536	ENSMUSP00000108290
ENSACAP00000006821	ENSMUSP00000060893
ENSACAP00000002147	ENSMUSP00000061180
ENSACAP00000014107	ENSMUSP00000029950
ENSACAP00000023407	ENSMUSP00000133045
ENSACAP00000001763	ENSMUSP00000089169
ENSACAP00000015852	ENSMUSP00000061488
ENSACAP00000010959	ENSMUSP00000022115
ENSACAP00000014431	ENSMUSP00000110835
ENSACAP00000011162	ENSMUSP00000011298
ENSACAP00000008190	ENSMUSP00000126814
ENSACAP00000003578	ENSMUSP00000054980
ENSACAP00000015048	ENSMUSP00000129244
ENSACAP00000015705	ENSMUSP00000039688
ENSACAP00000011349	ENSMUSP00000005923
ENSACAP00000014989	ENSMUSP00000128126
ENSACAP00000020492	ENSMUSP00000038779
ENSACAP00000008877	ENSMUSP00000031536
ENSACAP00000003042	ENSMUSP00000028696
ENSACAP00000003980	ENSMUSP00000062039
ENSACAP00000008754	ENSMUSP00000132918
ENSACAP00000004063	ENSMUSP00000027464
ENSACAP00000003678	ENSMUSP00000078580
ENSACAP00000004262	ENSMUSP00000035120
ENSACAP00000002671	ENSMUSP00000112410
ENSACAP00000003210	ENSMUSP00000117531
ENSACAP00000012506	ENSMUSP00000136313
ENSACAP00000011895	ENSMUSP00000132684
ENSACAP00000004490	ENSMUSP00000062556
ENSACAP00000014584	ENSMUSP00000127250
ENSACAP00000004044	ENSMUSP00000075488
ENSACAP00000014519	ENSMUSP00000022275
ENSACAP00000012974	ENSMUSP00000007993
ENSACAP00000015106	ENSMUSP00000101834
ENSACAP00000012216	ENSMUSP00000095248
ENSACAP00000016652	ENSMUSP00000046465
ENSACAP00000016778	ENSMUSP00000061891
ENSACAP00000015043	ENSMUSP00000030895
ENSACAP00000002145	ENSMUSP00000043492
ENSACAP00000013899	ENSMUSP00000034746
ENSACAP00000019037	ENSMUSP00000034761
ENSACAP00000021721	ENSMUSP00000041800
ENSACAP00000006880	ENSMUSP00000111041
ENSACAP00000011607	ENSMUSP00000032865
ENSACAP00000001661	ENSMUSP00000062496
ENSACAP00000004111	ENSMUSP00000024959
ENSACAP00000005249	ENSMUSP00000026997
ENSACAP00000015164	ENSMUSP00000107245
ENSACAP00000005072	ENSMUSP00000112554
ENSACAP00000002191	ENSMUSP00000034463
ENSACAP00000009029	ENSMUSP00000059871
ENSACAP00000001337	ENSMUSP00000107544
ENSACAP00000002033	ENSMUSP00000028341
ENSACAP00000008712	ENSMUSP00000004686
ENSACAP00000003314	ENSMUSP00000042073
ENSACAP00000001317	ENSMUSP00000021959
ENSACAP00000013976	ENSMUSP00000058887
ENSACAP00000014079	ENSMUSP00000033184
ENSACAP00000007317	ENSMUSP00000038263
ENSACAP00000015045	ENSMUSP00000025014
ENSACAP00000011041	ENSMUSP00000058680
ENSACAP00000007557	ENSMUSP00000034285
ENSACAP00000011926	ENSMUSP00000099522
ENSACAP00000007366	ENSMUSP00000063042
ENSACAP00000010412	ENSMUSP00000054036
ENSACAP00000019093	ENSMUSP00000077219
ENSACAP00000004183	ENSMUSP00000078914
ENSACAP00000015762	ENSMUSP00000075953
ENSACAP00000001735	ENSMUSP00000029158
ENSACAP00000006713	ENSMUSP00000049823
ENSACAP00000015577	ENSMUSP00000024005
ENSACAP00000004646	ENSMUSP00000010985
ENSACAP00000022408	ENSMUSP00000127953
ENSACAP00000016094	ENSMUSP00000105370
ENSACAP00000011848	ENSMUSP00000047018
ENSACAP00000009013	ENSMUSP00000053802
ENSACAP00000013591	ENSMUSP00000046172
ENSACAP00000004965	ENSMUSP00000112640
ENSACAP00000003748	ENSMUSP00000104855
ENSACAP00000001009	ENSMUSP00000104234
ENSACAP00000000734	ENSMUSP00000023851
ENSACAP00000012028	ENSMUSP00000026295
ENSACAP00000021821	ENSMUSP00000088337
ENSACAP00000001407	ENSMUSP00000022104
ENSACAP00000016359	ENSMUSP00000048557
ENSACAP00000002004	ENSMUSP00000029925
ENSACAP00000005222	ENSMUSP00000032840
ENSACAP00000014123	ENSMUSP00000054056
ENSACAP00000013480	ENSMUSP00000058412
ENSACAP00000016205	ENSMUSP00000068380
ENSACAP00000000025	ENSMUSP00000125502
ENSACAP00000009147	ENSMUSP00000109613
ENSACAP00000002663	ENSMUSP00000126061
ENSACAP00000006101	ENSMUSP00000110914
ENSACAP00000004112	ENSMUSP00000078123
ENSACAP00000007593	ENSMUSP00000111318
ENSACAP00000008044	ENSMUSP00000091437
ENSACAP00000010920	ENSMUSP00000125314
ENSACAP00000009422	ENSMUSP00000059304
ENSACAP00000023091	ENSMUSP00000022119
ENSACAP00000012749	ENSMUSP00000007046
ENSACAP00000007266	ENSMUSP00000066050
ENSACAP00000014254	ENSMUSP00000034281
ENSACAP00000010431	ENSMUSP00000023532
ENSACAP00000009276	ENSMUSP00000043724
ENSACAP00000013173	ENSMUSP00000006760
ENSACAP00000018251	ENSMUSP00000037546
ENSACAP00000020546	ENSMUSP00000091074
ENSACAP00000007846	ENSMUSP00000072614
ENSACAP00000006185	ENSMUSP00000035829
ENSACAP00000010425	ENSMUSP00000022791
ENSACAP00000015224	ENSMUSP00000040187
ENSACAP00000001070	ENSMUSP00000069275
ENSACAP00000022089	ENSMUSP00000045683
ENSACAP00000005334	ENSMUSP00000099329
ENSACAP00000006883	ENSMUSP00000045269
ENSACAP00000002230	ENSMUSP00000034048
ENSACAP00000006273	ENSMUSP00000085981
ENSACAP00000016463	ENSMUSP00000048768
ENSACAP00000022937	ENSMUSP00000091708
ENSACAP00000004675	ENSMUSP00000106242
ENSACAP00000014670	ENSMUSP00000028351
ENSACAP00000012535	ENSMUSP00000136167
ENSACAP00000000361	ENSMUSP00000035434
ENSACAP00000017267	ENSMUSP00000041523
ENSACAP00000016781	ENSMUSP00000037341
ENSACAP00000008022	ENSMUSP00000030893
ENSACAP00000007400	ENSMUSP00000061167
ENSACAP00000005651	ENSMUSP00000021078
ENSACAP00000014656	ENSMUSP00000129375
ENSACAP00000023263	ENSMUSP00000110545
ENSACAP00000012149	ENSMUSP00000000505
ENSACAP00000001599	ENSMUSP00000095303
ENSACAP00000009066	ENSMUSP00000103530
ENSACAP00000013244	ENSMUSP00000050237
ENSACAP00000022058	ENSMUSP00000043130
ENSACAP00000009300	ENSMUSP00000058631
ENSACAP00000006777	ENSMUSP00000052507
ENSACAP00000014113	ENSMUSP00000047682
ENSACAP00000004283	ENSMUSP00000086578
ENSACAP00000007053	ENSMUSP00000023221
ENSACAP00000012747	ENSMUSP00000074387
ENSACAP00000017510	ENSMUSP00000030644
ENSACAP00000009390	ENSMUSP00000098220
ENSACAP00000015158	ENSMUSP00000000171
ENSACAP00000008635	ENSMUSP00000054611
ENSACAP00000004433	ENSMUSP00000103401
ENSACAP00000009846	ENSMUSP00000029643
ENSACAP00000007408	ENSMUSP00000025075
ENSACAP00000011021	ENSMUSP00000137354
ENSACAP00000001359	ENSMUSP00000034699
ENSACAP00000013053	ENSMUSP00000045827
ENSACAP00000006252	ENSMUSP00000027940
ENSACAP00000001585	ENSMUSP00000019075
ENSACAP00000013380	ENSMUSP00000051644
ENSACAP00000018834	ENSMUSP00000032130
ENSACAP00000002485	ENSMUSP00000039493
ENSACAP00000004658	ENSMUSP00000108871
ENSACAP00000010214	ENSMUSP00000010434
ENSACAP00000003361	ENSMUSP00000034512
ENSACAP00000016451	ENSMUSP00000108140
ENSACAP00000012823	ENSMUSP00000042134
ENSACAP00000000510	ENSMUSP00000037557
ENSACAP00000017191	ENSMUSP00000075037
ENSACAP00000003064	ENSMUSP00000110202
ENSACAP00000015458	ENSMUSP00000005173
ENSACAP00000007764	ENSMUSP00000016673
ENSACAP00000008476	ENSMUSP00000101036
ENSACAP00000007369	ENSMUSP00000080043
ENSACAP00000008664	ENSMUSP00000049770
ENSACAP00000017178	ENSMUSP00000112064
ENSACAP00000009545	ENSMUSP00000071794
ENSACAP00000003835	ENSMUSP00000041919
ENSACAP00000010243	ENSMUSP00000041049
ENSACAP00000002984	ENSMUSP00000130684
ENSACAP00000013028	ENSMUSP00000093090
ENSACAP00000009439	ENSMUSP00000049116
ENSACAP00000007724	ENSMUSP00000030993
ENSACAP00000002975	ENSMUSP00000080215
ENSACAP00000008620	ENSMUSP00000000896
ENSACAP00000017672	ENSMUSP00000050481
ENSACAP00000014576	ENSMUSP00000024984
ENSACAP00000022790	ENSMUSP00000139347
ENSACAP00000023139	ENSMUSP00000050729
ENSACAP00000002554	ENSMUSP00000003621
ENSACAP00000009447	ENSMUSP00000022913
ENSACAP00000000164	ENSMUSP00000131841
ENSACAP00000009282	ENSMUSP00000108263
ENSACAP00000011948	ENSMUSP00000007253
ENSACAP00000017204	ENSMUSP00000078372
ENSACAP00000022366	ENSMUSP00000081319
ENSACAP00000005985	ENSMUSP00000063554
ENSACAP00000014945	ENSMUSP00000029975
ENSACAP00000005269	ENSMUSP00000101002
ENSACAP00000012634	ENSMUSP00000068111
ENSACAP00000001224	ENSMUSP00000036923
ENSACAP00000008691	ENSMUSP00000045272
ENSACAP00000007515	ENSMUSP00000099320
ENSACAP00000019384	ENSMUSP00000030986
ENSACAP00000015226	ENSMUSP00000034245
ENSACAP00000007259	ENSMUSP00000032169
ENSACAP00000007207	ENSMUSP00000022815
ENSACAP00000008150	ENSMUSP00000043462
ENSACAP00000006924	ENSMUSP00000020969
ENSACAP00000016393	ENSMUSP00000061185
ENSACAP00000002224	ENSMUSP00000080403
ENSACAP00000019852	ENSMUSP00000010188
ENSACAP00000004639	ENSMUSP00000115342
ENSACAP00000002807	ENSMUSP00000022767
ENSACAP00000012799	ENSMUSP00000135483
ENSACAP00000014265	ENSMUSP00000106897
ENSACAP00000009024	ENSMUSP00000131855
ENSACAP00000017094	ENSMUSP00000062493
ENSACAP00000002219	ENSMUSP00000067516
ENSACAP00000006242	ENSMUSP00000033506
ENSACAP00000013497	ENSMUSP00000002925
ENSACAP00000007716	ENSMUSP00000047720
ENSACAP00000000708	ENSMUSP00000119308
ENSACAP00000011058	ENSMUSP00000040249
ENSACAP00000022337	ENSMUSP00000029085
ENSACAP00000013755	ENSMUSP00000047655
ENSACAP00000008841	ENSMUSP00000127385
ENSACAP00000019542	ENSMUSP00000068511
ENSACAP00000012476	ENSMUSP00000033087
ENSACAP00000010702	ENSMUSP00000084788
ENSACAP00000011369	ENSMUSP00000066324
ENSACAP00000001875	ENSMUSP00000030201
ENSACAP00000006191	ENSMUSP00000077380
ENSACAP00000009585	ENSMUSP00000001950
ENSACAP00000008542	ENSMUSP00000045913
ENSACAP00000015480	ENSMUSP00000117299
ENSACAP00000014658	ENSMUSP00000138855
ENSACAP00000014695	ENSMUSP00000028350
ENSACAP00000014444	ENSMUSP00000000687
ENSACAP00000010463	ENSMUSP00000030274
ENSACAP00000013547	ENSMUSP00000023217
ENSACAP00000010402	ENSMUSP00000038476
ENSACAP00000005337	ENSMUSP00000046185
ENSACAP00000015677	ENSMUSP00000026816
ENSACAP00000001696	ENSMUSP00000111984
ENSACAP00000007339	ENSMUSP00000038613
ENSACAP00000001238	ENSMUSP00000013299
ENSACAP00000010939	ENSMUSP00000118918
ENSACAP00000007392	ENSMUSP00000039555
ENSACAP00000010935	ENSMUSP00000123563
ENSACAP00000014524	ENSMUSP00000030637
ENSACAP00000013102	ENSMUSP00000107221
ENSACAP00000006836	ENSMUSP00000108960
ENSACAP00000007779	ENSMUSP00000044926
ENSACAP00000022975	ENSMUSP00000035516
ENSACAP00000005686	ENSMUSP00000058783
ENSACAP00000002917	ENSMUSP00000066803
ENSACAP00000014043	ENSMUSP00000018593
ENSACAP00000009604	ENSMUSP00000102127
ENSACAP00000012754	ENSMUSP00000010506
ENSACAP00000016114	ENSMUSP00000020301
ENSACAP00000010863	ENSMUSP00000131419
ENSACAP00000015290	ENSMUSP00000116103
ENSACAP00000022672	ENSMUSP00000036784
ENSACAP00000009616	ENSMUSP00000112404
ENSACAP00000022917	ENSMUSP00000070310
ENSACAP00000004159	ENSMUSP00000014892
ENSACAP00000001917	ENSMUSP00000003312
ENSACAP00000017200	ENSMUSP00000002064
ENSACAP00000000524	ENSMUSP00000032114
ENSACAP00000009557	ENSMUSP00000071752
ENSACAP00000010421	ENSMUSP00000030773
ENSACAP00000020094	ENSMUSP00000062395
ENSACAP00000000702	ENSMUSP00000022097
ENSACAP00000011852	ENSMUSP00000049186
ENSACAP00000011763	ENSMUSP00000085849
ENSACAP00000017627	ENSMUSP00000046692
ENSACAP00000010445	ENSMUSP00000105680
ENSACAP00000001122	ENSMUSP00000061913
ENSACAP00000003135	ENSMUSP00000045544
ENSACAP00000014567	ENSMUSP00000128613
ENSACAP00000003830	ENSMUSP00000004206
ENSACAP00000014676	ENSMUSP00000099881
ENSACAP00000015147	ENSMUSP00000000175
ENSACAP00000000659	ENSMUSP00000025686
ENSACAP00000000935	ENSMUSP00000072389
ENSACAP00000009468	ENSMUSP00000092896
ENSACAP00000005296	ENSMUSP00000095276
ENSACAP00000013600	ENSMUSP00000019065
ENSACAP00000003371	ENSMUSP00000122623
ENSACAP00000018158	ENSMUSP00000112815
ENSACAP00000005083	ENSMUSP00000010038
ENSACAP00000004319	ENSMUSP00000040917
ENSACAP00000006079	ENSMUSP00000063284
ENSACAP00000004156	ENSMUSP00000077943
ENSACAP00000010419	ENSMUSP00000132963
ENSACAP00000011295	ENSMUSP00000109299
ENSACAP00000001915	ENSMUSP00000060218
ENSACAP00000005982	ENSMUSP00000081636
ENSACAP00000010859	ENSMUSP00000001247
ENSACAP00000012280	ENSMUSP00000057731
ENSACAP00000003181	ENSMUSP00000047825
ENSACAP00000013213	ENSMUSP00000034132
ENSACAP00000021342	ENSMUSP00000109640
ENSACAP00000022105	ENSMUSP00000040450
ENSACAP00000008735	ENSMUSP00000050971
ENSACAP00000012653	ENSMUSP00000033738
ENSACAP00000010716	ENSMUSP00000116278
ENSACAP00000013840	ENSMUSP00000091471
ENSACAP00000022141	ENSMUSP00000037467
ENSACAP00000006784	ENSMUSP00000044108
ENSACAP00000003410	ENSMUSP00000020444
ENSACAP00000006881	ENSMUSP00000039692
ENSACAP00000000202	ENSMUSP00000023357
ENSACAP00000010009	ENSMUSP00000055321
ENSACAP00000016712	ENSMUSP00000136247
ENSACAP00000010167	ENSMUSP00000058484
ENSACAP00000000661	ENSMUSP00000026383
ENSACAP00000008058	ENSMUSP00000003386
ENSACAP00000016862	ENSMUSP00000060803
ENSACAP00000019994	ENSMUSP00000015000
ENSACAP00000001655	ENSMUSP00000066488
ENSACAP00000004208	ENSMUSP00000019441
ENSACAP00000010557	ENSMUSP00000021715
ENSACAP00000003831	ENSMUSP00000127919
ENSACAP00000001498	ENSMUSP00000024734
ENSACAP00000003694	ENSMUSP00000078697
ENSACAP00000015446	ENSMUSP00000102087
ENSACAP00000007458	ENSMUSP00000033494
ENSACAP00000002759	ENSMUSP00000095915
ENSACAP00000010284	ENSMUSP00000027217
ENSACAP00000021093	ENSMUSP00000113342
ENSACAP00000017495	ENSMUSP00000074255
ENSACAP00000000498	ENSMUSP00000119136
ENSACAP00000017383	ENSMUSP00000051246
ENSACAP00000002237	ENSMUSP00000085322
ENSACAP00000010487	ENSMUSP00000027861
ENSACAP00000014454	ENSMUSP00000040935
ENSACAP00000016447	ENSMUSP00000029213
ENSACAP00000003846	ENSMUSP00000108774
ENSACAP00000016545	ENSMUSP00000137301
ENSACAP00000013240	ENSMUSP00000033483
ENSACAP00000001231	ENSMUSP00000092746
ENSACAP00000010588	ENSMUSP00000025305
ENSACAP00000004425	ENSMUSP00000099753
ENSACAP00000021386	ENSMUSP00000033749
ENSACAP00000007279	ENSMUSP00000047778
ENSACAP00000000416	ENSMUSP00000071577
ENSACAP00000015316	ENSMUSP00000002735
ENSACAP00000018719	ENSMUSP00000001109
ENSACAP00000000204	ENSMUSP00000002013
ENSACAP00000008413	ENSMUSP00000090281
ENSACAP00000003431	ENSMUSP00000037278
ENSACAP00000013330	ENSMUSP00000054444
ENSACAP00000008844	ENSMUSP00000030947
ENSACAP00000000386	ENSMUSP00000058114
ENSACAP00000003301	ENSMUSP00000048099
ENSACAP00000016716	ENSMUSP00000099409
ENSACAP00000016491	ENSMUSP00000045474
ENSACAP00000006122	ENSMUSP00000023191
ENSACAP00000004674	ENSMUSP00000102075
ENSACAP00000016659	ENSMUSP00000110993
ENSACAP00000005234	ENSMUSP00000056195
ENSACAP00000015030	ENSMUSP00000043566
ENSACAP00000008655	ENSMUSP00000120966
ENSACAP00000012800	ENSMUSP00000135398
ENSACAP00000023014	ENSMUSP00000052001
ENSACAP00000007095	ENSMUSP00000047702
ENSACAP00000011416	ENSMUSP00000032383
ENSACAP00000013291	ENSMUSP00000124529
ENSACAP00000004339	ENSMUSP00000063331
ENSACAP00000015781	ENSMUSP00000099421
ENSACAP00000010815	ENSMUSP00000044493
ENSACAP00000008235	ENSMUSP00000041809
ENSACAP00000018978	ENSMUSP00000035808
ENSACAP00000001310	ENSMUSP00000120778
ENSACAP00000001040	ENSMUSP00000072344
ENSACAP00000009655	ENSMUSP00000068972
ENSACAP00000021340	ENSMUSP00000063912
ENSACAP00000006496	ENSMUSP00000113718
ENSACAP00000002325	ENSMUSP00000047667
ENSACAP00000008525	ENSMUSP00000036016
ENSACAP00000013676	ENSMUSP00000038589
ENSACAP00000008889	ENSMUSP00000106957
ENSACAP00000002457	ENSMUSP00000018549
ENSACAP00000016316	ENSMUSP00000076178
ENSACAP00000013736	ENSMUSP00000092951
ENSACAP00000014453	ENSMUSP00000134337
ENSACAP00000011146	ENSMUSP00000131386
ENSACAP00000016157	ENSMUSP00000058502
ENSACAP00000014839	ENSMUSP00000009814
ENSACAP00000005610	ENSMUSP00000127716
ENSACAP00000023089	ENSMUSP00000104485
ENSACAP00000016675	ENSMUSP00000103610
ENSACAP00000019234	ENSMUSP00000025890
ENSACAP00000001081	ENSMUSP00000041700
ENSACAP00000008667	ENSMUSP00000109547
ENSACAP00000005168	ENSMUSP00000071698
ENSACAP00000017999	ENSMUSP00000047397
ENSACAP00000007049	ENSMUSP00000002502
ENSACAP00000000214	ENSMUSP00000033877
ENSACAP00000012190	ENSMUSP00000073832
ENSACAP00000001061	ENSMUSP00000112959
ENSACAP00000022599	ENSMUSP00000093177
ENSACAP00000003574	ENSMUSP00000016571
ENSACAP00000022579	ENSMUSP00000021970
ENSACAP00000009495	ENSMUSP00000022062
ENSACAP00000020341	ENSMUSP00000034359
ENSACAP00000000595	ENSMUSP00000032109
ENSACAP00000006932	ENSMUSP00000103240
ENSACAP00000001355	ENSMUSP00000020284
ENSACAP00000017470	ENSMUSP00000039951
ENSACAP00000014817	ENSMUSP00000062540
ENSACAP00000006561	ENSMUSP00000138031
ENSACAP00000007616	ENSMUSP00000128759
ENSACAP00000016011	ENSMUSP00000023474
ENSACAP00000010527	ENSMUSP00000020528
ENSACAP00000001784	ENSMUSP00000115672
ENSACAP00000009174	ENSMUSP00000002881
ENSACAP00000005441	ENSMUSP00000042586
ENSACAP00000009672	ENSMUSP00000102346
ENSACAP00000019626	ENSMUSP00000110752
ENSACAP00000000159	ENSMUSP00000087197
ENSACAP00000021284	ENSMUSP00000075957
ENSACAP00000010156	ENSMUSP00000001565
ENSACAP00000004447	ENSMUSP00000099651
ENSACAP00000001922	ENSMUSP00000102839
ENSACAP00000001781	ENSMUSP00000022784
ENSACAP00000002111	ENSMUSP00000106010
ENSACAP00000000370	ENSMUSP00000095422
ENSACAP00000021772	ENSMUSP00000033044
ENSACAP00000010691	ENSMUSP00000056383
ENSACAP00000013557	ENSMUSP00000062344
ENSACAP00000010770	ENSMUSP00000065835
ENSACAP00000009947	ENSMUSP00000006478
ENSACAP00000006189	ENSMUSP00000001172
ENSACAP00000008683	ENSMUSP00000021610
ENSACAP00000006019	ENSMUSP00000081745
ENSACAP00000006658	ENSMUSP00000066797
ENSACAP00000003260	ENSMUSP00000105358
ENSACAP00000000613	ENSMUSP00000085555
ENSACAP00000005965	ENSMUSP00000095137
ENSACAP00000017291	ENSMUSP00000041863
ENSACAP00000010926	ENSMUSP00000038267
ENSACAP00000023002	ENSMUSP00000122363
ENSACAP00000011313	ENSMUSP00000099553
ENSACAP00000014929	ENSMUSP00000026448
ENSACAP00000006265	ENSMUSP00000033503
ENSACAP00000010226	ENSMUSP00000088676
ENSACAP00000010040	ENSMUSP00000102395
ENSACAP00000022700	ENSMUSP00000109425
ENSACAP00000011603	ENSMUSP00000076458
ENSACAP00000000805	ENSMUSP00000087269
ENSACAP00000015828	ENSMUSP00000086820
ENSACAP00000015365	ENSMUSP00000101851
ENSACAP00000020452	ENSMUSP00000135435
ENSACAP00000004140	ENSMUSP00000083205
ENSACAP00000014662	ENSMUSP00000098956
ENSACAP00000015722	ENSMUSP00000099558
ENSACAP00000001750	ENSMUSP00000054943
ENSACAP00000005525	ENSMUSP00000099661
ENSACAP00000009018	ENSMUSP00000019506
ENSACAP00000011268	ENSMUSP00000112063
ENSACAP00000016593	ENSMUSP00000026169
ENSACAP00000006484	ENSMUSP00000036912
ENSACAP00000016385	ENSMUSP00000044682
ENSACAP00000008767	ENSMUSP00000003981
ENSACAP00000007025	ENSMUSP00000015239
ENSACAP00000021672	ENSMUSP00000074421
ENSACAP00000000381	ENSMUSP00000025691
ENSACAP00000001209	ENSMUSP00000091713
ENSACAP00000009990	ENSMUSP00000049851
ENSACAP00000001625	ENSMUSP00000069864
ENSACAP00000001402	ENSMUSP00000034365
ENSACAP00000008948	ENSMUSP00000003536
ENSACAP00000001583	ENSMUSP00000080650
