ENSACAP00000008923	ENSORLP00000011382
ENSACAP00000009162	ENSORLP00000010114
ENSACAP00000013598	ENSORLP00000022299
ENSACAP00000003823	ENSORLP00000004622
ENSACAP00000008606	ENSORLP00000011062
ENSACAP00000004043	ENSORLP00000015900
ENSACAP00000011644	ENSORLP00000006497
ENSACAP00000004072	ENSORLP00000002790
ENSACAP00000001393	ENSORLP00000014662
ENSACAP00000015319	ENSORLP00000018871
ENSACAP00000015157	ENSORLP00000016707
ENSACAP00000014302	ENSORLP00000021771
ENSACAP00000010626	ENSORLP00000006150
ENSACAP00000016814	ENSORLP00000002007
ENSACAP00000009123	ENSORLP00000022840
ENSACAP00000006959	ENSORLP00000002126
ENSACAP00000008961	ENSORLP00000017327
ENSACAP00000008961	ENSORLP00000011618
ENSACAP00000011234	ENSORLP00000023470
ENSACAP00000022951	ENSORLP00000009654
ENSACAP00000016167	ENSORLP00000017242
ENSACAP00000020490	ENSORLP00000003578
ENSACAP00000009615	ENSORLP00000012771
ENSACAP00000006813	ENSORLP00000019918
ENSACAP00000006886	ENSORLP00000004511
ENSACAP00000010522	ENSORLP00000016399
ENSACAP00000012457	ENSORLP00000015838
ENSACAP00000004441	ENSORLP00000006356
ENSACAP00000000806	ENSORLP00000004692
ENSACAP00000003517	ENSORLP00000003684
ENSACAP00000000180	ENSORLP00000002667
ENSACAP00000015276	ENSORLP00000020215
ENSACAP00000011771	ENSORLP00000017515
ENSACAP00000002078	ENSORLP00000007263
ENSACAP00000006131	ENSORLP00000012240
ENSACAP00000014737	ENSORLP00000000389
ENSACAP00000011632	ENSORLP00000012608
ENSACAP00000008960	ENSORLP00000005609
ENSACAP00000007628	ENSORLP00000023739
ENSACAP00000008934	ENSORLP00000004177
ENSACAP00000018931	ENSORLP00000012001
ENSACAP00000009269	ENSORLP00000011482
ENSACAP00000015964	ENSORLP00000012682
ENSACAP00000013332	ENSORLP00000003612
ENSACAP00000017005	ENSORLP00000012027
ENSACAP00000013310	ENSORLP00000006132
ENSACAP00000016415	ENSORLP00000013629
ENSACAP00000022238	ENSORLP00000011000
ENSACAP00000008156	ENSORLP00000015304
ENSACAP00000004813	ENSORLP00000005009
ENSACAP00000004813	ENSORLP00000010368
ENSACAP00000004195	ENSORLP00000016054
ENSACAP00000002680	ENSORLP00000019232
ENSACAP00000005735	ENSORLP00000007480
ENSACAP00000009322	ENSORLP00000018916
ENSACAP00000016026	ENSORLP00000015288
ENSACAP00000007822	ENSORLP00000001701
ENSACAP00000015757	ENSORLP00000013652
ENSACAP00000002832	ENSORLP00000001977
ENSACAP00000016820	ENSORLP00000018972
ENSACAP00000003887	ENSORLP00000003739
ENSACAP00000011690	ENSORLP00000004834
ENSACAP00000008177	ENSORLP00000017885
ENSACAP00000011005	ENSORLP00000015470
ENSACAP00000011005	ENSORLP00000002122
ENSACAP00000016429	ENSORLP00000011478
ENSACAP00000007735	ENSORLP00000020979
ENSACAP00000002728	ENSORLP00000008959
ENSACAP00000012944	ENSORLP00000015521
ENSACAP00000016374	ENSORLP00000013186
ENSACAP00000008645	ENSORLP00000006880
ENSACAP00000000646	ENSORLP00000018946
ENSACAP00000015658	ENSORLP00000022106
ENSACAP00000001570	ENSORLP00000013471
ENSACAP00000011245	ENSORLP00000025544
ENSACAP00000000550	ENSORLP00000017357
ENSACAP00000012365	ENSORLP00000024907
ENSACAP00000011649	ENSORLP00000010865
ENSACAP00000004559	ENSORLP00000025640
ENSACAP00000002075	ENSORLP00000004281
ENSACAP00000007083	ENSORLP00000024436
ENSACAP00000002283	ENSORLP00000007291
ENSACAP00000003965	ENSORLP00000002107
ENSACAP00000002781	ENSORLP00000023110
ENSACAP00000006364	ENSORLP00000012120
ENSACAP00000011549	ENSORLP00000005004
ENSACAP00000007880	ENSORLP00000001789
ENSACAP00000017587	ENSORLP00000000081
ENSACAP00000008524	ENSORLP00000018538
ENSACAP00000015547	ENSORLP00000025530
ENSACAP00000005808	ENSORLP00000022353
ENSACAP00000000688	ENSORLP00000017943
ENSACAP00000007972	ENSORLP00000025118
ENSACAP00000006860	ENSORLP00000006367
ENSACAP00000006860	ENSORLP00000008904
ENSACAP00000008811	ENSORLP00000005862
ENSACAP00000004606	ENSORLP00000010197
ENSACAP00000016281	ENSORLP00000020626
ENSACAP00000013010	ENSORLP00000012056
ENSACAP00000003808	ENSORLP00000018463
ENSACAP00000019288	ENSORLP00000022802
ENSACAP00000001605	ENSORLP00000007556
ENSACAP00000004989	ENSORLP00000024498
ENSACAP00000003459	ENSORLP00000018556
ENSACAP00000010088	ENSORLP00000005683
ENSACAP00000004181	ENSORLP00000019209
ENSACAP00000006430	ENSORLP00000019724
ENSACAP00000005715	ENSORLP00000015010
ENSACAP00000005228	ENSORLP00000021401
ENSACAP00000012337	ENSORLP00000009180
ENSACAP00000002910	ENSORLP00000001823
ENSACAP00000002211	ENSORLP00000018624
ENSACAP00000001883	ENSORLP00000025202
ENSACAP00000002582	ENSORLP00000018442
ENSACAP00000015788	ENSORLP00000007769
ENSACAP00000000965	ENSORLP00000017832
ENSACAP00000000405	ENSORLP00000018748
ENSACAP00000001012	ENSORLP00000000183
ENSACAP00000005514	ENSORLP00000001870
ENSACAP00000003366	ENSORLP00000000127
ENSACAP00000017568	ENSORLP00000005627
ENSACAP00000013387	ENSORLP00000023380
ENSACAP00000003411	ENSORLP00000004126
ENSACAP00000019580	ENSORLP00000013464
ENSACAP00000002809	ENSORLP00000002019
ENSACAP00000015065	ENSORLP00000022189
ENSACAP00000001936	ENSORLP00000022942
ENSACAP00000000648	ENSORLP00000010519
ENSACAP00000019172	ENSORLP00000019928
ENSACAP00000000245	ENSORLP00000017322
ENSACAP00000011880	ENSORLP00000000802
ENSACAP00000016325	ENSORLP00000019629
ENSACAP00000007497	ENSORLP00000024164
ENSACAP00000006946	ENSORLP00000012652
ENSACAP00000008908	ENSORLP00000002421
ENSACAP00000007196	ENSORLP00000008996
ENSACAP00000012170	ENSORLP00000020108
ENSACAP00000007194	ENSORLP00000003760
ENSACAP00000006536	ENSORLP00000000887
ENSACAP00000013716	ENSORLP00000015285
ENSACAP00000016446	ENSORLP00000015409
ENSACAP00000011889	ENSORLP00000022733
ENSACAP00000003356	ENSORLP00000023575
ENSACAP00000014090	ENSORLP00000013967
ENSACAP00000004201	ENSORLP00000008563
ENSACAP00000007959	ENSORLP00000012969
ENSACAP00000000587	ENSORLP00000014554
ENSACAP00000001994	ENSORLP00000025775
ENSACAP00000006864	ENSORLP00000002564
ENSACAP00000022439	ENSORLP00000010983
ENSACAP00000005793	ENSORLP00000013856
ENSACAP00000011209	ENSORLP00000007447
ENSACAP00000008810	ENSORLP00000025465
ENSACAP00000011224	ENSORLP00000009295
ENSACAP00000015683	ENSORLP00000014056
ENSACAP00000012250	ENSORLP00000011157
ENSACAP00000019731	ENSORLP00000006726
ENSACAP00000012901	ENSORLP00000020343
ENSACAP00000011059	ENSORLP00000020163
ENSACAP00000016289	ENSORLP00000008468
ENSACAP00000000823	ENSORLP00000020149
ENSACAP00000016881	ENSORLP00000008899
ENSACAP00000017584	ENSORLP00000012936
ENSACAP00000005574	ENSORLP00000003698
ENSACAP00000018995	ENSORLP00000011472
ENSACAP00000015942	ENSORLP00000013596
ENSACAP00000010681	ENSORLP00000002408
ENSACAP00000003502	ENSORLP00000005511
ENSACAP00000000577	ENSORLP00000000483
ENSACAP00000008102	ENSORLP00000018487
ENSACAP00000008773	ENSORLP00000012148
ENSACAP00000019891	ENSORLP00000023652
ENSACAP00000014407	ENSORLP00000011357
ENSACAP00000009396	ENSORLP00000000749
ENSACAP00000015110	ENSORLP00000013807
ENSACAP00000002609	ENSORLP00000005104
ENSACAP00000022343	ENSORLP00000019631
ENSACAP00000013818	ENSORLP00000022441
ENSACAP00000015715	ENSORLP00000005891
ENSACAP00000001069	ENSORLP00000016752
ENSACAP00000023045	ENSORLP00000007042
ENSACAP00000006517	ENSORLP00000015188
ENSACAP00000006486	ENSORLP00000000905
ENSACAP00000001403	ENSORLP00000021491
ENSACAP00000014452	ENSORLP00000006073
ENSACAP00000005844	ENSORLP00000006675
ENSACAP00000005554	ENSORLP00000021547
ENSACAP00000021609	ENSORLP00000006572
ENSACAP00000014191	ENSORLP00000014646
ENSACAP00000009827	ENSORLP00000005509
ENSACAP00000014859	ENSORLP00000010857
ENSACAP00000002056	ENSORLP00000007280
ENSACAP00000016726	ENSORLP00000021544
ENSACAP00000003931	ENSORLP00000022772
ENSACAP00000009281	ENSORLP00000020637
ENSACAP00000009753	ENSORLP00000013940
ENSACAP00000005707	ENSORLP00000003147
ENSACAP00000019574	ENSORLP00000005378
ENSACAP00000011371	ENSORLP00000020960
ENSACAP00000004647	ENSORLP00000003227
ENSACAP00000005070	ENSORLP00000003940
ENSACAP00000022637	ENSORLP00000020823
ENSACAP00000001283	ENSORLP00000023824
ENSACAP00000023291	ENSORLP00000019555
ENSACAP00000021641	ENSORLP00000019628
ENSACAP00000005366	ENSORLP00000024308
ENSACAP00000015933	ENSORLP00000020375
ENSACAP00000013944	ENSORLP00000009106
ENSACAP00000005047	ENSORLP00000018053
ENSACAP00000013162	ENSORLP00000021838
ENSACAP00000013162	ENSORLP00000023538
ENSACAP00000001488	ENSORLP00000006246
ENSACAP00000009225	ENSORLP00000021830
ENSACAP00000004981	ENSORLP00000004869
ENSACAP00000004981	ENSORLP00000006207
ENSACAP00000003814	ENSORLP00000002344
ENSACAP00000016927	ENSORLP00000020424
ENSACAP00000008458	ENSORLP00000012220
ENSACAP00000002526	ENSORLP00000007364
ENSACAP00000005325	ENSORLP00000015759
ENSACAP00000002361	ENSORLP00000010092
ENSACAP00000016934	ENSORLP00000018041
ENSACAP00000001390	ENSORLP00000013769
ENSACAP00000005718	ENSORLP00000022346
ENSACAP00000006435	ENSORLP00000012022
ENSACAP00000016731	ENSORLP00000004649
ENSACAP00000014919	ENSORLP00000018409
ENSACAP00000013636	ENSORLP00000001923
ENSACAP00000009382	ENSORLP00000000754
ENSACAP00000005502	ENSORLP00000018399
ENSACAP00000011316	ENSORLP00000005774
ENSACAP00000011316	ENSORLP00000004945
ENSACAP00000016764	ENSORLP00000018374
ENSACAP00000010409	ENSORLP00000011802
ENSACAP00000005783	ENSORLP00000022350
ENSACAP00000013680	ENSORLP00000022613
ENSACAP00000003524	ENSORLP00000003651
ENSACAP00000004521	ENSORLP00000000007
ENSACAP00000003122	ENSORLP00000013564
ENSACAP00000003679	ENSORLP00000017854
ENSACAP00000017198	ENSORLP00000014999
ENSACAP00000003100	ENSORLP00000024274
ENSACAP00000006964	ENSORLP00000019039
ENSACAP00000012058	ENSORLP00000002398
ENSACAP00000014922	ENSORLP00000010420
ENSACAP00000012111	ENSORLP00000013697
ENSACAP00000009285	ENSORLP00000004418
ENSACAP00000014053	ENSORLP00000019330
ENSACAP00000014088	ENSORLP00000002880
ENSACAP00000000812	ENSORLP00000023769
ENSACAP00000001626	ENSORLP00000018057
ENSACAP00000000894	ENSORLP00000016119
ENSACAP00000011110	ENSORLP00000001724
ENSACAP00000016150	ENSORLP00000013235
ENSACAP00000012772	ENSORLP00000001198
ENSACAP00000010488	ENSORLP00000024518
ENSACAP00000011692	ENSORLP00000014118
ENSACAP00000015258	ENSORLP00000025673
ENSACAP00000015258	ENSORLP00000009325
ENSACAP00000006650	ENSORLP00000006750
ENSACAP00000009780	ENSORLP00000006060
ENSACAP00000011474	ENSORLP00000002422
ENSACAP00000013172	ENSORLP00000020473
ENSACAP00000011565	ENSORLP00000014527
ENSACAP00000012947	ENSORLP00000006696
ENSACAP00000013211	ENSORLP00000017797
ENSACAP00000014599	ENSORLP00000024383
ENSACAP00000003047	ENSORLP00000022993
ENSACAP00000008540	ENSORLP00000002886
ENSACAP00000005585	ENSORLP00000003541
ENSACAP00000012215	ENSORLP00000017268
ENSACAP00000015307	ENSORLP00000007098
ENSACAP00000013111	ENSORLP00000008714
ENSACAP00000005375	ENSORLP00000003634
ENSACAP00000011821	ENSORLP00000010158
ENSACAP00000004582	ENSORLP00000008241
ENSACAP00000002996	ENSORLP00000018598
ENSACAP00000004378	ENSORLP00000004051
ENSACAP00000003247	ENSORLP00000009304
ENSACAP00000002639	ENSORLP00000010553
ENSACAP00000005014	ENSORLP00000016135
ENSACAP00000005245	ENSORLP00000001914
ENSACAP00000014822	ENSORLP00000019343
ENSACAP00000010389	ENSORLP00000004572
ENSACAP00000015293	ENSORLP00000008209
ENSACAP00000003741	ENSORLP00000023660
ENSACAP00000013167	ENSORLP00000005763
ENSACAP00000004683	ENSORLP00000021974
ENSACAP00000013489	ENSORLP00000008235
ENSACAP00000003668	ENSORLP00000009703
ENSACAP00000015003	ENSORLP00000009989
ENSACAP00000009625	ENSORLP00000001024
ENSACAP00000012350	ENSORLP00000016925
ENSACAP00000006516	ENSORLP00000016693
ENSACAP00000018445	ENSORLP00000013622
ENSACAP00000003134	ENSORLP00000022206
ENSACAP00000012827	ENSORLP00000010888
ENSACAP00000007134	ENSORLP00000018806
ENSACAP00000007337	ENSORLP00000018743
ENSACAP00000001697	ENSORLP00000021320
ENSACAP00000008155	ENSORLP00000017366
ENSACAP00000007760	ENSORLP00000003881
ENSACAP00000003444	ENSORLP00000003528
ENSACAP00000007514	ENSORLP00000000187
ENSACAP00000011320	ENSORLP00000000174
ENSACAP00000004081	ENSORLP00000004840
ENSACAP00000000003	ENSORLP00000018064
ENSACAP00000003296	ENSORLP00000012609
ENSACAP00000000128	ENSORLP00000023184
ENSACAP00000013426	ENSORLP00000007609
ENSACAP00000001301	ENSORLP00000006167
ENSACAP00000012699	ENSORLP00000013469
ENSACAP00000022047	ENSORLP00000005196
ENSACAP00000010544	ENSORLP00000006923
ENSACAP00000008684	ENSORLP00000010847
ENSACAP00000015695	ENSORLP00000005906
ENSACAP00000013958	ENSORLP00000020256
ENSACAP00000006334	ENSORLP00000005452
ENSACAP00000008984	ENSORLP00000017371
ENSACAP00000013164	ENSORLP00000004689
ENSACAP00000004260	ENSORLP00000015414
ENSACAP00000005472	ENSORLP00000014702
ENSACAP00000014895	ENSORLP00000002966
ENSACAP00000006743	ENSORLP00000015343
ENSACAP00000012480	ENSORLP00000016380
ENSACAP00000016561	ENSORLP00000008911
ENSACAP00000018097	ENSORLP00000024967
ENSACAP00000018097	ENSORLP00000004663
ENSACAP00000003484	ENSORLP00000018587
ENSACAP00000003683	ENSORLP00000010418
ENSACAP00000004038	ENSORLP00000010732
ENSACAP00000013305	ENSORLP00000001901
ENSACAP00000012851	ENSORLP00000004751
ENSACAP00000004267	ENSORLP00000005379
ENSACAP00000012466	ENSORLP00000016226
ENSACAP00000007302	ENSORLP00000020020
ENSACAP00000015609	ENSORLP00000009672
ENSACAP00000016926	ENSORLP00000016696
ENSACAP00000012043	ENSORLP00000003466
ENSACAP00000013838	ENSORLP00000019289
ENSACAP00000007205	ENSORLP00000013531
ENSACAP00000008400	ENSORLP00000003562
ENSACAP00000010970	ENSORLP00000001863
ENSACAP00000021947	ENSORLP00000008930
ENSACAP00000006179	ENSORLP00000017888
ENSACAP00000009953	ENSORLP00000014328
ENSACAP00000005372	ENSORLP00000001064
ENSACAP00000008057	ENSORLP00000012911
ENSACAP00000008574	ENSORLP00000013119
ENSACAP00000014293	ENSORLP00000013715
ENSACAP00000013530	ENSORLP00000018363
ENSACAP00000000941	ENSORLP00000003930
ENSACAP00000022481	ENSORLP00000000652
ENSACAP00000011153	ENSORLP00000023541
ENSACAP00000001169	ENSORLP00000001502
ENSACAP00000008401	ENSORLP00000002214
ENSACAP00000010733	ENSORLP00000011642
ENSACAP00000007281	ENSORLP00000014742
ENSACAP00000016783	ENSORLP00000021488
ENSACAP00000013791	ENSORLP00000020791
ENSACAP00000016261	ENSORLP00000025084
ENSACAP00000015419	ENSORLP00000020383
ENSACAP00000014069	ENSORLP00000018942
ENSACAP00000009215	ENSORLP00000002610
ENSACAP00000011661	ENSORLP00000012332
ENSACAP00000007316	ENSORLP00000003894
ENSACAP00000011867	ENSORLP00000003372
ENSACAP00000011627	ENSORLP00000011468
ENSACAP00000012624	ENSORLP00000020957
ENSACAP00000002021	ENSORLP00000013455
ENSACAP00000010485	ENSORLP00000002397
ENSACAP00000016296	ENSORLP00000011490
ENSACAP00000015269	ENSORLP00000023451
ENSACAP00000005187	ENSORLP00000007237
ENSACAP00000012935	ENSORLP00000001095
ENSACAP00000015181	ENSORLP00000013783
ENSACAP00000003735	ENSORLP00000005430
ENSACAP00000009217	ENSORLP00000002887
ENSACAP00000006156	ENSORLP00000015573
ENSACAP00000015537	ENSORLP00000022470
ENSACAP00000002878	ENSORLP00000001496
ENSACAP00000012761	ENSORLP00000016869
ENSACAP00000010287	ENSORLP00000002723
ENSACAP00000015459	ENSORLP00000019119
ENSACAP00000007786	ENSORLP00000010042
ENSACAP00000016475	ENSORLP00000019231
ENSACAP00000016387	ENSORLP00000008555
ENSACAP00000007949	ENSORLP00000010651
ENSACAP00000006901	ENSORLP00000004464
ENSACAP00000007038	ENSORLP00000013696
ENSACAP00000002760	ENSORLP00000008974
ENSACAP00000001170	ENSORLP00000019020
ENSACAP00000012199	ENSORLP00000007084
ENSACAP00000017413	ENSORLP00000015961
ENSACAP00000006530	ENSORLP00000019735
ENSACAP00000000685	ENSORLP00000000651
ENSACAP00000006340	ENSORLP00000017372
ENSACAP00000000899	ENSORLP00000012430
ENSACAP00000006983	ENSORLP00000004544
ENSACAP00000003146	ENSORLP00000016481
ENSACAP00000003783	ENSORLP00000019523
ENSACAP00000012042	ENSORLP00000013660
ENSACAP00000014012	ENSORLP00000025873
ENSACAP00000006974	ENSORLP00000024273
ENSACAP00000013828	ENSORLP00000007375
ENSACAP00000011140	ENSORLP00000018012
ENSACAP00000015946	ENSORLP00000013574
ENSACAP00000008895	ENSORLP00000013986
ENSACAP00000003090	ENSORLP00000016291
ENSACAP00000007984	ENSORLP00000004252
ENSACAP00000009239	ENSORLP00000015275
ENSACAP00000006830	ENSORLP00000004736
ENSACAP00000013596	ENSORLP00000006543
ENSACAP00000020790	ENSORLP00000014104
ENSACAP00000001887	ENSORLP00000019001
ENSACAP00000023461	ENSORLP00000023400
ENSACAP00000023188	ENSORLP00000017842
ENSACAP00000009494	ENSORLP00000002051
ENSACAP00000010524	ENSORLP00000001934
ENSACAP00000001172	ENSORLP00000018584
ENSACAP00000009837	ENSORLP00000008476
ENSACAP00000005899	ENSORLP00000025703
ENSACAP00000000902	ENSORLP00000018480
ENSACAP00000016362	ENSORLP00000009683
ENSACAP00000001520	ENSORLP00000011401
ENSACAP00000003126	ENSORLP00000014572
ENSACAP00000002988	ENSORLP00000006075
ENSACAP00000001562	ENSORLP00000014428
ENSACAP00000002441	ENSORLP00000013421
ENSACAP00000009853	ENSORLP00000023395
ENSACAP00000000978	ENSORLP00000014658
ENSACAP00000011190	ENSORLP00000009330
ENSACAP00000007148	ENSORLP00000013580
ENSACAP00000010896	ENSORLP00000020142
ENSACAP00000005695	ENSORLP00000012458
ENSACAP00000021606	ENSORLP00000002409
ENSACAP00000013462	ENSORLP00000005602
ENSACAP00000008937	ENSORLP00000006284
ENSACAP00000014671	ENSORLP00000008680
ENSACAP00000015485	ENSORLP00000015913
ENSACAP00000017147	ENSORLP00000001264
ENSACAP00000013990	ENSORLP00000025874
ENSACAP00000005790	ENSORLP00000006498
ENSACAP00000013776	ENSORLP00000018917
ENSACAP00000008263	ENSORLP00000001053
ENSACAP00000006822	ENSORLP00000025713
ENSACAP00000000839	ENSORLP00000001326
ENSACAP00000010589	ENSORLP00000015009
ENSACAP00000006152	ENSORLP00000023476
ENSACAP00000002406	ENSORLP00000016393
ENSACAP00000014575	ENSORLP00000003947
ENSACAP00000005213	ENSORLP00000003958
ENSACAP00000002649	ENSORLP00000009329
ENSACAP00000015238	ENSORLP00000015930
ENSACAP00000013564	ENSORLP00000002112
ENSACAP00000008896	ENSORLP00000011024
ENSACAP00000003559	ENSORLP00000014191
ENSACAP00000009667	ENSORLP00000024536
ENSACAP00000004333	ENSORLP00000023123
ENSACAP00000002970	ENSORLP00000025002
ENSACAP00000012387	ENSORLP00000006325
ENSACAP00000001467	ENSORLP00000010827
ENSACAP00000003202	ENSORLP00000018088
ENSACAP00000009749	ENSORLP00000011512
ENSACAP00000003822	ENSORLP00000002145
ENSACAP00000013760	ENSORLP00000014626
ENSACAP00000011577	ENSORLP00000009787
ENSACAP00000005333	ENSORLP00000018879
ENSACAP00000000599	ENSORLP00000000881
ENSACAP00000004652	ENSORLP00000020093
ENSACAP00000016189	ENSORLP00000006556
ENSACAP00000012078	ENSORLP00000001074
ENSACAP00000016234	ENSORLP00000001114
ENSACAP00000012895	ENSORLP00000022186
ENSACAP00000009522	ENSORLP00000022808
ENSACAP00000013868	ENSORLP00000010753
ENSACAP00000000800	ENSORLP00000012253
ENSACAP00000003283	ENSORLP00000008184
ENSACAP00000012034	ENSORLP00000019882
ENSACAP00000012034	ENSORLP00000019782
ENSACAP00000016478	ENSORLP00000005880
ENSACAP00000012026	ENSORLP00000020228
ENSACAP00000014659	ENSORLP00000004388
ENSACAP00000013672	ENSORLP00000021649
ENSACAP00000005141	ENSORLP00000003834
ENSACAP00000017240	ENSORLP00000005299
ENSACAP00000003005	ENSORLP00000021548
ENSACAP00000010145	ENSORLP00000012715
ENSACAP00000002521	ENSORLP00000012358
ENSACAP00000002331	ENSORLP00000022701
ENSACAP00000005006	ENSORLP00000024161
ENSACAP00000003938	ENSORLP00000001907
ENSACAP00000016453	ENSORLP00000017635
ENSACAP00000011853	ENSORLP00000020022
ENSACAP00000011853	ENSORLP00000020128
ENSACAP00000007613	ENSORLP00000006171
ENSACAP00000001383	ENSORLP00000014181
ENSACAP00000014910	ENSORLP00000022289
ENSACAP00000010689	ENSORLP00000021433
ENSACAP00000010689	ENSORLP00000021051
ENSACAP00000003365	ENSORLP00000022583
ENSACAP00000015646	ENSORLP00000010587
ENSACAP00000003094	ENSORLP00000014518
ENSACAP00000009995	ENSORLP00000011645
ENSACAP00000020560	ENSORLP00000015310
ENSACAP00000000041	ENSORLP00000001555
ENSACAP00000010975	ENSORLP00000013214
ENSACAP00000014527	ENSORLP00000024920
ENSACAP00000011089	ENSORLP00000019023
ENSACAP00000001268	ENSORLP00000008636
ENSACAP00000014942	ENSORLP00000005886
ENSACAP00000010876	ENSORLP00000025216
ENSACAP00000006386	ENSORLP00000019703
ENSACAP00000008745	ENSORLP00000018953
ENSACAP00000016408	ENSORLP00000001003
ENSACAP00000006034	ENSORLP00000003887
ENSACAP00000004642	ENSORLP00000012605
ENSACAP00000001112	ENSORLP00000007151
ENSACAP00000011567	ENSORLP00000004184
ENSACAP00000013669	ENSORLP00000017577
ENSACAP00000008685	ENSORLP00000001159
ENSACAP00000011556	ENSORLP00000013372
ENSACAP00000015997	ENSORLP00000001916
ENSACAP00000006434	ENSORLP00000017623
ENSACAP00000013421	ENSORLP00000005462
ENSACAP00000011494	ENSORLP00000011348
ENSACAP00000011494	ENSORLP00000018950
ENSACAP00000007167	ENSORLP00000010992
ENSACAP00000016513	ENSORLP00000006829
ENSACAP00000010618	ENSORLP00000006430
ENSACAP00000007895	ENSORLP00000004212
ENSACAP00000006442	ENSORLP00000011631
ENSACAP00000009460	ENSORLP00000025615
ENSACAP00000008643	ENSORLP00000001282
ENSACAP00000008170	ENSORLP00000020946
ENSACAP00000002122	ENSORLP00000012440
ENSACAP00000008152	ENSORLP00000018343
ENSACAP00000000714	ENSORLP00000006531
ENSACAP00000001123	ENSORLP00000011498
ENSACAP00000009317	ENSORLP00000012186
ENSACAP00000009093	ENSORLP00000007957
ENSACAP00000018624	ENSORLP00000017031
ENSACAP00000001226	ENSORLP00000006349
ENSACAP00000010554	ENSORLP00000022060
ENSACAP00000022878	ENSORLP00000011831
ENSACAP00000012553	ENSORLP00000015095
ENSACAP00000010887	ENSORLP00000009964
ENSACAP00000001297	ENSORLP00000003332
ENSACAP00000011773	ENSORLP00000009886
ENSACAP00000003370	ENSORLP00000014708
ENSACAP00000009713	ENSORLP00000016797
