ENSGACP00000003450	ENSGALP00000006197
ENSGACP00000025441	ENSGALP00000014321
ENSGACP00000009499	ENSGALP00000034810
ENSGACP00000012238	ENSGALP00000021506
ENSGACP00000008171	ENSGALP00000031054
ENSGACP00000019533	ENSGALP00000010950
ENSGACP00000021117	ENSGALP00000019414
ENSGACP00000026293	ENSGALP00000027892
ENSGACP00000007076	ENSGALP00000039039
ENSGACP00000022028	ENSGALP00000005670
ENSGACP00000015973	ENSGALP00000021180
ENSGACP00000001881	ENSGALP00000026040
ENSGACP00000025978	ENSGALP00000013542
ENSGACP00000015959	ENSGALP00000013542
ENSGACP00000023734	ENSGALP00000018969
ENSGACP00000003910	ENSGALP00000016257
ENSGACP00000005844	ENSGALP00000020086
ENSGACP00000010076	ENSGALP00000040901
ENSGACP00000019853	ENSGALP00000041704
ENSGACP00000027559	ENSGALP00000003458
ENSGACP00000019482	ENSGALP00000042565
ENSGACP00000023767	ENSGALP00000001239
ENSGACP00000024492	ENSGALP00000014485
ENSGACP00000015418	ENSGALP00000031170
ENSGACP00000003322	ENSGALP00000041157
ENSGACP00000006880	ENSGALP00000015990
ENSGACP00000015840	ENSGALP00000024858
ENSGACP00000003139	ENSGALP00000022344
ENSGACP00000015766	ENSGALP00000041396
ENSGACP00000010908	ENSGALP00000024209
ENSGACP00000009817	ENSGALP00000036717
ENSGACP00000009085	ENSGALP00000023923
ENSGACP00000021663	ENSGALP00000043052
ENSGACP00000021935	ENSGALP00000014424
ENSGACP00000024157	ENSGALP00000012521
ENSGACP00000004135	ENSGALP00000012509
ENSGACP00000023024	ENSGALP00000022521
ENSGACP00000000979	ENSGALP00000043081
ENSGACP00000004771	ENSGALP00000014223
ENSGACP00000017834	ENSGALP00000043244
ENSGACP00000015101	ENSGALP00000007104
ENSGACP00000003341	ENSGALP00000020125
ENSGACP00000007296	ENSGALP00000001440
ENSGACP00000026221	ENSGALP00000037100
ENSGACP00000017508	ENSGALP00000028979
ENSGACP00000016972	ENSGALP00000028630
ENSGACP00000007064	ENSGALP00000004989
ENSGACP00000027648	ENSGALP00000001219
ENSGACP00000009105	ENSGALP00000017862
ENSGACP00000007309	ENSGALP00000039860
ENSGACP00000007610	ENSGALP00000018231
ENSGACP00000011890	ENSGALP00000040716
ENSGACP00000000688	ENSGALP00000041040
ENSGACP00000012244	ENSGALP00000000748
ENSGACP00000007485	ENSGALP00000026370
ENSGACP00000014210	ENSGALP00000012789
ENSGACP00000018006	ENSGALP00000028021
ENSGACP00000022139	ENSGALP00000003291
ENSGACP00000002174	ENSGALP00000041750
ENSGACP00000010492	ENSGALP00000006623
ENSGACP00000019763	ENSGALP00000007589
ENSGACP00000001408	ENSGALP00000037627
ENSGACP00000013955	ENSGALP00000031906
ENSGACP00000006871	ENSGALP00000015953
ENSGACP00000017168	ENSGALP00000007554
ENSGACP00000013979	ENSGALP00000023564
ENSGACP00000026005	ENSGALP00000014218
ENSGACP00000003925	ENSGALP00000027066
ENSGACP00000011997	ENSGALP00000010848
ENSGACP00000001601	ENSGALP00000001853
ENSGACP00000007224	ENSGALP00000029664
ENSGACP00000021288	ENSGALP00000002491
ENSGACP00000013055	ENSGALP00000027321
ENSGACP00000026683	ENSGALP00000035918
ENSGACP00000025132	ENSGALP00000011355
ENSGACP00000016514	ENSGALP00000010549
ENSGACP00000011468	ENSGALP00000005087
ENSGACP00000001932	ENSGALP00000033167
ENSGACP00000026762	ENSGALP00000007376
ENSGACP00000023108	ENSGALP00000006391
ENSGACP00000024622	ENSGALP00000016240
ENSGACP00000017664	ENSGALP00000034433
ENSGACP00000025018	ENSGALP00000042307
ENSGACP00000021940	ENSGALP00000007966
ENSGACP00000022083	ENSGALP00000019286
ENSGACP00000025289	ENSGALP00000025273
ENSGACP00000016793	ENSGALP00000011525
ENSGACP00000007796	ENSGALP00000004803
ENSGACP00000009715	ENSGALP00000003971
ENSGACP00000011148	ENSGALP00000040731
ENSGACP00000000114	ENSGALP00000015830
ENSGACP00000015143	ENSGALP00000043187
ENSGACP00000022441	ENSGALP00000009447
ENSGACP00000008978	ENSGALP00000033433
ENSGACP00000014962	ENSGALP00000012616
ENSGACP00000006362	ENSGALP00000025857
ENSGACP00000017528	ENSGALP00000004071
ENSGACP00000023838	ENSGALP00000005327
ENSGACP00000002177	ENSGALP00000001323
ENSGACP00000005755	ENSGALP00000018521
ENSGACP00000016181	ENSGALP00000011001
ENSGACP00000001972	ENSGALP00000032302
ENSGACP00000016681	ENSGALP00000008962
ENSGACP00000007377	ENSGALP00000006728
ENSGACP00000004985	ENSGALP00000012491
ENSGACP00000014010	ENSGALP00000003688
ENSGACP00000008409	ENSGALP00000042953
ENSGACP00000003522	ENSGALP00000034917
ENSGACP00000006993	ENSGALP00000022389
ENSGACP00000012099	ENSGALP00000036361
ENSGACP00000011499	ENSGALP00000011236
ENSGACP00000000476	ENSGALP00000001147
ENSGACP00000006037	ENSGALP00000041650
ENSGACP00000019881	ENSGALP00000013835
ENSGACP00000008798	ENSGALP00000035781
ENSGACP00000012643	ENSGALP00000035781
ENSGACP00000016814	ENSGALP00000003408
ENSGACP00000024279	ENSGALP00000025125
ENSGACP00000004260	ENSGALP00000042564
ENSGACP00000003599	ENSGALP00000009637
ENSGACP00000016090	ENSGALP00000006972
ENSGACP00000005737	ENSGALP00000001004
ENSGACP00000011954	ENSGALP00000042236
ENSGACP00000003885	ENSGALP00000024980
ENSGACP00000017788	ENSGALP00000040957
ENSGACP00000001668	ENSGALP00000003297
ENSGACP00000019241	ENSGALP00000030240
ENSGACP00000013103	ENSGALP00000029365
ENSGACP00000024760	ENSGALP00000016471
ENSGACP00000001070	ENSGALP00000010182
ENSGACP00000008831	ENSGALP00000020170
ENSGACP00000018217	ENSGALP00000008807
ENSGACP00000018501	ENSGALP00000040598
ENSGACP00000003251	ENSGALP00000019791
ENSGACP00000022597	ENSGALP00000021456
ENSGACP00000017639	ENSGALP00000015944
ENSGACP00000006471	ENSGALP00000009600
ENSGACP00000000677	ENSGALP00000008857
ENSGACP00000027552	ENSGALP00000011200
ENSGACP00000003265	ENSGALP00000012810
ENSGACP00000011831	ENSGALP00000010371
ENSGACP00000012090	ENSGALP00000031417
ENSGACP00000025852	ENSGALP00000025443
ENSGACP00000024597	ENSGALP00000024699
ENSGACP00000015876	ENSGALP00000037684
ENSGACP00000021179	ENSGALP00000023688
ENSGACP00000021812	ENSGALP00000006891
ENSGACP00000005091	ENSGALP00000014821
ENSGACP00000021477	ENSGALP00000015652
ENSGACP00000003524	ENSGALP00000016119
ENSGACP00000014766	ENSGALP00000017090
ENSGACP00000013773	ENSGALP00000043427
ENSGACP00000022136	ENSGALP00000008472
ENSGACP00000012819	ENSGALP00000026531
ENSGACP00000021002	ENSGALP00000042138
ENSGACP00000007325	ENSGALP00000022148
ENSGACP00000023451	ENSGALP00000041833
ENSGACP00000025038	ENSGALP00000029151
ENSGACP00000014991	ENSGALP00000043080
ENSGACP00000007798	ENSGALP00000008645
ENSGACP00000005405	ENSGALP00000001821
ENSGACP00000018422	ENSGALP00000040695
ENSGACP00000004356	ENSGALP00000038347
ENSGACP00000005021	ENSGALP00000020947
ENSGACP00000003490	ENSGALP00000003784
ENSGACP00000008856	ENSGALP00000022433
ENSGACP00000011819	ENSGALP00000024656
ENSGACP00000019089	ENSGALP00000012595
ENSGACP00000019364	ENSGALP00000001151
ENSGACP00000006691	ENSGALP00000002549
ENSGACP00000011304	ENSGALP00000003558
ENSGACP00000019546	ENSGALP00000000321
ENSGACP00000004593	ENSGALP00000007436
ENSGACP00000009604	ENSGALP00000020252
ENSGACP00000027438	ENSGALP00000000562
ENSGACP00000026521	ENSGALP00000000611
ENSGACP00000008829	ENSGALP00000027086
ENSGACP00000019232	ENSGALP00000020151
ENSGACP00000013591	ENSGALP00000010695
ENSGACP00000001518	ENSGALP00000041071
ENSGACP00000011326	ENSGALP00000005591
ENSGACP00000011903	ENSGALP00000021519
ENSGACP00000011554	ENSGALP00000021415
ENSGACP00000018830	ENSGALP00000008940
ENSGACP00000026738	ENSGALP00000001392
ENSGACP00000011010	ENSGALP00000003634
ENSGACP00000000046	ENSGALP00000042668
ENSGACP00000013865	ENSGALP00000005858
ENSGACP00000003029	ENSGALP00000003319
ENSGACP00000024761	ENSGALP00000014398
ENSGACP00000016168	ENSGALP00000032526
ENSGACP00000001294	ENSGALP00000011754
ENSGACP00000013174	ENSGALP00000040987
ENSGACP00000016199	ENSGALP00000016892
ENSGACP00000008967	ENSGALP00000015826
ENSGACP00000014893	ENSGALP00000007339
ENSGACP00000023029	ENSGALP00000008677
ENSGACP00000027184	ENSGALP00000029474
ENSGACP00000023972	ENSGALP00000041753
ENSGACP00000005183	ENSGALP00000033570
ENSGACP00000018676	ENSGALP00000027402
ENSGACP00000005126	ENSGALP00000010301
ENSGACP00000004466	ENSGALP00000013889
ENSGACP00000021037	ENSGALP00000042159
ENSGACP00000021762	ENSGALP00000028704
ENSGACP00000021989	ENSGALP00000007625
ENSGACP00000009006	ENSGALP00000030708
ENSGACP00000006200	ENSGALP00000000403
ENSGACP00000026412	ENSGALP00000037846
ENSGACP00000011396	ENSGALP00000000893
ENSGACP00000025347	ENSGALP00000010542
ENSGACP00000006685	ENSGALP00000025059
ENSGACP00000006301	ENSGALP00000025940
ENSGACP00000012866	ENSGALP00000018089
ENSGACP00000018857	ENSGALP00000043287
ENSGACP00000018058	ENSGALP00000031860
ENSGACP00000000919	ENSGALP00000016111
ENSGACP00000006583	ENSGALP00000016717
ENSGACP00000026184	ENSGALP00000042682
ENSGACP00000009113	ENSGALP00000018004
ENSGACP00000003978	ENSGALP00000027071
ENSGACP00000009472	ENSGALP00000000713
ENSGACP00000006414	ENSGALP00000020875
ENSGACP00000010946	ENSGALP00000004037
ENSGACP00000018031	ENSGALP00000029810
ENSGACP00000000113	ENSGALP00000041489
ENSGACP00000012524	ENSGALP00000025492
ENSGACP00000001188	ENSGALP00000018702
ENSGACP00000015938	ENSGALP00000013500
ENSGACP00000008927	ENSGALP00000026758
ENSGACP00000023228	ENSGALP00000003157
ENSGACP00000006433	ENSGALP00000040894
ENSGACP00000007370	ENSGALP00000007770
ENSGACP00000010511	ENSGALP00000015688
ENSGACP00000021547	ENSGALP00000038637
ENSGACP00000016950	ENSGALP00000024761
ENSGACP00000013728	ENSGALP00000000555
ENSGACP00000018167	ENSGALP00000025191
ENSGACP00000010338	ENSGALP00000004589
ENSGACP00000018783	ENSGALP00000035750
ENSGACP00000027455	ENSGALP00000002866
ENSGACP00000013723	ENSGALP00000042284
ENSGACP00000018673	ENSGALP00000033158
ENSGACP00000022908	ENSGALP00000002066
ENSGACP00000014544	ENSGALP00000013150
ENSGACP00000011624	ENSGALP00000005468
ENSGACP00000005910	ENSGALP00000002845
ENSGACP00000019123	ENSGALP00000041399
ENSGACP00000009717	ENSGALP00000020057
ENSGACP00000011910	ENSGALP00000022049
ENSGACP00000021083	ENSGALP00000041229
ENSGACP00000013305	ENSGALP00000041462
ENSGACP00000009576	ENSGALP00000017524
ENSGACP00000015456	ENSGALP00000022698
ENSGACP00000004513	ENSGALP00000030225
ENSGACP00000023927	ENSGALP00000006122
ENSGACP00000023924	ENSGALP00000006122
ENSGACP00000020853	ENSGALP00000030153
ENSGACP00000007487	ENSGALP00000043039
ENSGACP00000014993	ENSGALP00000011130
ENSGACP00000025174	ENSGALP00000012251
ENSGACP00000011284	ENSGALP00000004360
ENSGACP00000017801	ENSGALP00000013928
ENSGACP00000022115	ENSGALP00000006927
ENSGACP00000011506	ENSGALP00000042803
ENSGACP00000026581	ENSGALP00000010516
ENSGACP00000005274	ENSGALP00000008666
ENSGACP00000026442	ENSGALP00000016783
ENSGACP00000017920	ENSGALP00000042587
ENSGACP00000006882	ENSGALP00000005301
ENSGACP00000027065	ENSGALP00000004066
ENSGACP00000003820	ENSGALP00000011624
ENSGACP00000022619	ENSGALP00000009262
ENSGACP00000022922	ENSGALP00000010944
ENSGACP00000018641	ENSGALP00000006677
ENSGACP00000009864	ENSGALP00000004678
ENSGACP00000024062	ENSGALP00000002935
ENSGACP00000021919	ENSGALP00000007325
ENSGACP00000026625	ENSGALP00000042018
ENSGACP00000023810	ENSGALP00000007299
ENSGACP00000010400	ENSGALP00000036898
ENSGACP00000023034	ENSGALP00000014018
ENSGACP00000021743	ENSGALP00000010242
ENSGACP00000007705	ENSGALP00000021475
ENSGACP00000020947	ENSGALP00000005055
ENSGACP00000011369	ENSGALP00000039890
ENSGACP00000014434	ENSGALP00000007165
ENSGACP00000024306	ENSGALP00000041501
ENSGACP00000011873	ENSGALP00000007804
ENSGACP00000013053	ENSGALP00000010311
ENSGACP00000018411	ENSGALP00000042308
ENSGACP00000010003	ENSGALP00000040680
ENSGACP00000012625	ENSGALP00000042311
ENSGACP00000018658	ENSGALP00000006984
ENSGACP00000002618	ENSGALP00000028167
ENSGACP00000000658	ENSGALP00000000592
ENSGACP00000008586	ENSGALP00000039766
ENSGACP00000006159	ENSGALP00000002406
ENSGACP00000021992	ENSGALP00000023371
ENSGACP00000026408	ENSGALP00000041870
ENSGACP00000015618	ENSGALP00000009479
ENSGACP00000000785	ENSGALP00000043322
ENSGACP00000003176	ENSGALP00000042027
ENSGACP00000023597	ENSGALP00000040741
ENSGACP00000010549	ENSGALP00000007107
ENSGACP00000010777	ENSGALP00000027692
ENSGACP00000027268	ENSGALP00000006767
ENSGACP00000012780	ENSGALP00000041048
ENSGACP00000004518	ENSGALP00000041148
ENSGACP00000004032	ENSGALP00000042183
ENSGACP00000022979	ENSGALP00000007958
ENSGACP00000020849	ENSGALP00000022470
ENSGACP00000026752	ENSGALP00000038373
ENSGACP00000009146	ENSGALP00000035938
ENSGACP00000026667	ENSGALP00000035938
ENSGACP00000018301	ENSGALP00000026928
ENSGACP00000010601	ENSGALP00000020354
ENSGACP00000024056	ENSGALP00000011266
ENSGACP00000008666	ENSGALP00000001610
ENSGACP00000018148	ENSGALP00000026181
ENSGACP00000007082	ENSGALP00000038580
ENSGACP00000005066	ENSGALP00000014274
ENSGACP00000001517	ENSGALP00000023883
ENSGACP00000007013	ENSGALP00000002466
ENSGACP00000017811	ENSGALP00000021778
ENSGACP00000022077	ENSGALP00000014566
ENSGACP00000008329	ENSGALP00000036182
ENSGACP00000008487	ENSGALP00000001104
ENSGACP00000006727	ENSGALP00000002170
ENSGACP00000017513	ENSGALP00000022161
ENSGACP00000003518	ENSGALP00000034449
ENSGACP00000012808	ENSGALP00000011137
ENSGACP00000012705	ENSGALP00000003124
ENSGACP00000016328	ENSGALP00000041104
ENSGACP00000017130	ENSGALP00000041511
ENSGACP00000010732	ENSGALP00000031888
ENSGACP00000010929	ENSGALP00000005823
ENSGACP00000008302	ENSGALP00000003414
ENSGACP00000000319	ENSGALP00000033220
ENSGACP00000011756	ENSGALP00000041288
ENSGACP00000024668	ENSGALP00000001248
ENSGACP00000011707	ENSGALP00000033522
ENSGACP00000018464	ENSGALP00000042421
ENSGACP00000005177	ENSGALP00000032793
ENSGACP00000004475	ENSGALP00000043408
ENSGACP00000018846	ENSGALP00000008504
ENSGACP00000004419	ENSGALP00000034700
ENSGACP00000009171	ENSGALP00000042309
ENSGACP00000011832	ENSGALP00000042912
ENSGACP00000009846	ENSGALP00000018819
ENSGACP00000008906	ENSGALP00000037816
ENSGACP00000020318	ENSGALP00000042126
ENSGACP00000006456	ENSGALP00000025726
ENSGACP00000008199	ENSGALP00000030141
ENSGACP00000016118	ENSGALP00000040599
ENSGACP00000009433	ENSGALP00000041579
ENSGACP00000027641	ENSGALP00000001676
ENSGACP00000005630	ENSGALP00000025877
ENSGACP00000013960	ENSGALP00000027008
ENSGACP00000023014	ENSGALP00000041107
ENSGACP00000025859	ENSGALP00000025011
ENSGACP00000022981	ENSGALP00000013118
ENSGACP00000022971	ENSGALP00000041578
ENSGACP00000022970	ENSGALP00000041578
ENSGACP00000006121	ENSGALP00000025602
ENSGACP00000020830	ENSGALP00000021477
ENSGACP00000011807	ENSGALP00000025997
ENSGACP00000005292	ENSGALP00000025997
ENSGACP00000011531	ENSGALP00000043118
ENSGACP00000003897	ENSGALP00000042342
ENSGACP00000010413	ENSGALP00000002627
ENSGACP00000003197	ENSGALP00000014320
ENSGACP00000013080	ENSGALP00000010404
ENSGACP00000018920	ENSGALP00000024753
ENSGACP00000011176	ENSGALP00000009108
ENSGACP00000002500	ENSGALP00000037081
ENSGACP00000009056	ENSGALP00000042852
ENSGACP00000007965	ENSGALP00000041695
ENSGACP00000011302	ENSGALP00000009275
ENSGACP00000025514	ENSGALP00000031442
ENSGACP00000016817	ENSGALP00000019719
ENSGACP00000017247	ENSGALP00000002760
ENSGACP00000026226	ENSGALP00000020634
ENSGACP00000016937	ENSGALP00000030961
ENSGACP00000026003	ENSGALP00000031342
ENSGACP00000001913	ENSGALP00000014385
ENSGACP00000012962	ENSGALP00000042612
ENSGACP00000015167	ENSGALP00000041387
ENSGACP00000023692	ENSGALP00000038180
ENSGACP00000009310	ENSGALP00000018190
ENSGACP00000014806	ENSGALP00000007732
ENSGACP00000023936	ENSGALP00000033594
ENSGACP00000007080	ENSGALP00000032100
ENSGACP00000015851	ENSGALP00000034389
ENSGACP00000009587	ENSGALP00000017526
ENSGACP00000002656	ENSGALP00000022244
ENSGACP00000025851	ENSGALP00000025289
ENSGACP00000027660	ENSGALP00000034612
ENSGACP00000020740	ENSGALP00000010105
ENSGACP00000007547	ENSGALP00000040790
ENSGACP00000005081	ENSGALP00000040790
ENSGACP00000008762	ENSGALP00000014100
ENSGACP00000010727	ENSGALP00000023432
ENSGACP00000003543	ENSGALP00000030323
ENSGACP00000016269	ENSGALP00000014694
ENSGACP00000006110	ENSGALP00000041083
ENSGACP00000016749	ENSGALP00000038513
ENSGACP00000023765	ENSGALP00000030436
ENSGACP00000012207	ENSGALP00000014282
ENSGACP00000020049	ENSGALP00000040926
ENSGACP00000018871	ENSGALP00000018301
ENSGACP00000006500	ENSGALP00000036322
ENSGACP00000008957	ENSGALP00000030989
ENSGACP00000015232	ENSGALP00000016482
ENSGACP00000011334	ENSGALP00000005573
ENSGACP00000021053	ENSGALP00000000727
ENSGACP00000013385	ENSGALP00000021854
ENSGACP00000016868	ENSGALP00000024672
ENSGACP00000007941	ENSGALP00000015660
ENSGACP00000004870	ENSGALP00000025747
ENSGACP00000017258	ENSGALP00000002975
ENSGACP00000015326	ENSGALP00000005905
ENSGACP00000022101	ENSGALP00000014730
ENSGACP00000021162	ENSGALP00000002912
ENSGACP00000027213	ENSGALP00000025557
ENSGACP00000000823	ENSGALP00000042942
ENSGACP00000012785	ENSGALP00000014266
ENSGACP00000020707	ENSGALP00000009074
ENSGACP00000021044	ENSGALP00000041559
ENSGACP00000016073	ENSGALP00000035641
ENSGACP00000010762	ENSGALP00000007014
ENSGACP00000006914	ENSGALP00000022737
ENSGACP00000025676	ENSGALP00000036414
ENSGACP00000010730	ENSGALP00000041614
ENSGACP00000020768	ENSGALP00000004000
ENSGACP00000009976	ENSGALP00000003893
ENSGACP00000008824	ENSGALP00000025737
ENSGACP00000002772	ENSGALP00000040819
ENSGACP00000017348	ENSGALP00000040956
ENSGACP00000027222	ENSGALP00000025465
ENSGACP00000003359	ENSGALP00000009885
ENSGACP00000000264	ENSGALP00000041955
ENSGACP00000002729	ENSGALP00000042337
ENSGACP00000021848	ENSGALP00000002630
ENSGACP00000027665	ENSGALP00000034617
ENSGACP00000022074	ENSGALP00000019293
ENSGACP00000003323	ENSGALP00000010178
ENSGACP00000012121	ENSGALP00000027364
ENSGACP00000021994	ENSGALP00000034129
ENSGACP00000014723	ENSGALP00000010578
ENSGACP00000025565	ENSGALP00000039359
ENSGACP00000018721	ENSGALP00000012204
ENSGACP00000022228	ENSGALP00000030744
ENSGACP00000027306	ENSGALP00000018662
ENSGACP00000024764	ENSGALP00000014389
ENSGACP00000025478	ENSGALP00000022347
ENSGACP00000017000	ENSGALP00000014592
ENSGACP00000019890	ENSGALP00000025395
ENSGACP00000020111	ENSGALP00000012133
ENSGACP00000023050	ENSGALP00000014554
ENSGACP00000012631	ENSGALP00000028424
ENSGACP00000001474	ENSGALP00000002340
ENSGACP00000005944	ENSGALP00000041110
ENSGACP00000027663	ENSGALP00000034615
ENSGACP00000024132	ENSGALP00000042211
ENSGACP00000026773	ENSGALP00000038765
ENSGACP00000027672	ENSGALP00000034623
ENSGACP00000026763	ENSGALP00000042816
ENSGACP00000023049	ENSGALP00000042955
ENSGACP00000018188	ENSGALP00000008818
ENSGACP00000013292	ENSGALP00000043447
ENSGACP00000010384	ENSGALP00000016934
ENSGACP00000007532	ENSGALP00000042751
ENSGACP00000015154	ENSGALP00000012883
ENSGACP00000015365	ENSGALP00000043033
ENSGACP00000027670	ENSGALP00000034622
ENSGACP00000025063	ENSGALP00000041086
ENSGACP00000026142	ENSGALP00000018229
ENSGACP00000005226	ENSGALP00000039158
ENSGACP00000016329	ENSGALP00000002362
ENSGACP00000001396	ENSGALP00000038858
ENSGACP00000023588	ENSGALP00000021455
ENSGACP00000000044	ENSGALP00000035470
ENSGACP00000006824	ENSGALP00000012841
ENSGACP00000014687	ENSGALP00000008029
ENSGACP00000027666	ENSGALP00000034618
ENSGACP00000011853	ENSGALP00000033555
ENSGACP00000017482	ENSGALP00000027776
ENSGACP00000015260	ENSGALP00000042001
ENSGACP00000006706	ENSGALP00000012456
ENSGACP00000021084	ENSGALP00000041575
ENSGACP00000019631	ENSGALP00000041930
ENSGACP00000003228	ENSGALP00000039682
ENSGACP00000019726	ENSGALP00000003221
ENSGACP00000007745	ENSGALP00000006773
ENSGACP00000006592	ENSGALP00000041029
ENSGACP00000007445	ENSGALP00000042779
ENSGACP00000023122	ENSGALP00000014696
ENSGACP00000004774	ENSGALP00000014219
ENSGACP00000026413	ENSGALP00000029906
ENSGACP00000001947	ENSGALP00000002098
ENSGACP00000001093	ENSGALP00000041196
ENSGACP00000014172	ENSGALP00000041362
ENSGACP00000002770	ENSGALP00000034557
ENSGACP00000014817	ENSGALP00000040989
ENSGACP00000011191	ENSGALP00000042632
ENSGACP00000027662	ENSGALP00000034614
ENSGACP00000008125	ENSGALP00000005265
ENSGACP00000015843	ENSGALP00000043308
ENSGACP00000024569	ENSGALP00000031703
ENSGACP00000007498	ENSGALP00000013259
ENSGACP00000024407	ENSGALP00000008108
ENSGACP00000003369	ENSGALP00000013173
ENSGACP00000009918	ENSGALP00000007077
ENSGACP00000020522	ENSGALP00000018475
ENSGACP00000014031	ENSGALP00000006768
ENSGACP00000002647	ENSGALP00000041124
ENSGACP00000011046	ENSGALP00000015781
ENSGACP00000025468	ENSGALP00000003300
ENSGACP00000008260	ENSGALP00000042905
ENSGACP00000011100	ENSGALP00000003104
ENSGACP00000006317	ENSGALP00000018772
ENSGACP00000020112	ENSGALP00000040417
ENSGACP00000027669	ENSGALP00000034621
ENSGACP00000027671	ENSGALP00000034624
ENSGACP00000002825	ENSGALP00000043139
ENSGACP00000018996	ENSGALP00000012326
ENSGACP00000019988	ENSGALP00000039012
ENSGACP00000009686	ENSGALP00000041785
ENSGACP00000017342	ENSGALP00000036626
ENSGACP00000010354	ENSGALP00000018903
ENSGACP00000005353	ENSGALP00000042109
ENSGACP00000025214	ENSGALP00000021476
ENSGACP00000010536	ENSGALP00000029015
ENSGACP00000013770	ENSGALP00000041224
ENSGACP00000017398	ENSGALP00000014990
ENSGACP00000014525	ENSGALP00000018558
ENSGACP00000018528	ENSGALP00000011578
ENSGACP00000004054	ENSGALP00000042649
ENSGACP00000016018	ENSGALP00000017451
ENSGACP00000018100	ENSGALP00000027187
ENSGACP00000011921	ENSGALP00000033760
ENSGACP00000024080	ENSGALP00000040546
ENSGACP00000015782	ENSGALP00000008438
ENSGACP00000011248	ENSGALP00000020673
ENSGACP00000022418	ENSGALP00000015255
ENSGACP00000027667	ENSGALP00000034619
ENSGACP00000027661	ENSGALP00000034613
ENSGACP00000001965	ENSGALP00000041783
ENSGACP00000015838	ENSGALP00000040806
ENSGACP00000024247	ENSGALP00000040806
