ENSTNIP00000006282	ENSLOCP00000011371
ENSTNIP00000013325	ENSLOCP00000001540
ENSTNIP00000022044	ENSLOCP00000018586
ENSTNIP00000008112	ENSLOCP00000019511
ENSTNIP00000017654	ENSLOCP00000013018
ENSTNIP00000007928	ENSLOCP00000014916
ENSTNIP00000020427	ENSLOCP00000005169
ENSTNIP00000014967	ENSLOCP00000007736
ENSTNIP00000013005	ENSLOCP00000005501
ENSTNIP00000019836	ENSLOCP00000007068
ENSTNIP00000015637	ENSLOCP00000018675
ENSTNIP00000018602	ENSLOCP00000003284
ENSTNIP00000001416	ENSLOCP00000008436
ENSTNIP00000007197	ENSLOCP00000005192
ENSTNIP00000016709	ENSLOCP00000016991
ENSTNIP00000021724	ENSLOCP00000010424
ENSTNIP00000005606	ENSLOCP00000014082
ENSTNIP00000010622	ENSLOCP00000008959
ENSTNIP00000019492	ENSLOCP00000020254
ENSTNIP00000013735	ENSLOCP00000011685
ENSTNIP00000016129	ENSLOCP00000006108
ENSTNIP00000010192	ENSLOCP00000001133
ENSTNIP00000016720	ENSLOCP00000020192
ENSTNIP00000016733	ENSLOCP00000020371
ENSTNIP00000021010	ENSLOCP00000006209
ENSTNIP00000022541	ENSLOCP00000014555
ENSTNIP00000011849	ENSLOCP00000014640
ENSTNIP00000012458	ENSLOCP00000002900
ENSTNIP00000005974	ENSLOCP00000009444
ENSTNIP00000010908	ENSLOCP00000000008
ENSTNIP00000011264	ENSLOCP00000017112
ENSTNIP00000020597	ENSLOCP00000015649
ENSTNIP00000022246	ENSLOCP00000011540
ENSTNIP00000021075	ENSLOCP00000017863
ENSTNIP00000005743	ENSLOCP00000013181
ENSTNIP00000020814	ENSLOCP00000017379
ENSTNIP00000020285	ENSLOCP00000007218
ENSTNIP00000019562	ENSLOCP00000011904
ENSTNIP00000018610	ENSLOCP00000012387
ENSTNIP00000017696	ENSLOCP00000017707
ENSTNIP00000020760	ENSLOCP00000003421
ENSTNIP00000019771	ENSLOCP00000009841
ENSTNIP00000012479	ENSLOCP00000018033
ENSTNIP00000019888	ENSLOCP00000018850
ENSTNIP00000008388	ENSLOCP00000005070
ENSTNIP00000020052	ENSLOCP00000009394
ENSTNIP00000002965	ENSLOCP00000011323
ENSTNIP00000020942	ENSLOCP00000005486
ENSTNIP00000013608	ENSLOCP00000003402
ENSTNIP00000001269	ENSLOCP00000011437
ENSTNIP00000018458	ENSLOCP00000002687
ENSTNIP00000010860	ENSLOCP00000008608
ENSTNIP00000010869	ENSLOCP00000010281
ENSTNIP00000004036	ENSLOCP00000021290
ENSTNIP00000011465	ENSLOCP00000019705
ENSTNIP00000005943	ENSLOCP00000020369
ENSTNIP00000004090	ENSLOCP00000012334
ENSTNIP00000021875	ENSLOCP00000003864
ENSTNIP00000015882	ENSLOCP00000006275
ENSTNIP00000009692	ENSLOCP00000019344
ENSTNIP00000000772	ENSLOCP00000011824
ENSTNIP00000011772	ENSLOCP00000000886
ENSTNIP00000005315	ENSLOCP00000011085
ENSTNIP00000012151	ENSLOCP00000001201
ENSTNIP00000020253	ENSLOCP00000013570
ENSTNIP00000003116	ENSLOCP00000021808
ENSTNIP00000007247	ENSLOCP00000014327
ENSTNIP00000011998	ENSLOCP00000003472
ENSTNIP00000022276	ENSLOCP00000011419
ENSTNIP00000020675	ENSLOCP00000009738
ENSTNIP00000013838	ENSLOCP00000007092
ENSTNIP00000003358	ENSLOCP00000019720
ENSTNIP00000007642	ENSLOCP00000012086
ENSTNIP00000017926	ENSLOCP00000003752
ENSTNIP00000002220	ENSLOCP00000013437
ENSTNIP00000020757	ENSLOCP00000003510
ENSTNIP00000008207	ENSLOCP00000009386
ENSTNIP00000020529	ENSLOCP00000013433
ENSTNIP00000007350	ENSLOCP00000001927
ENSTNIP00000019381	ENSLOCP00000018385
ENSTNIP00000014394	ENSLOCP00000008730
ENSTNIP00000021397	ENSLOCP00000001868
ENSTNIP00000012833	ENSLOCP00000011248
ENSTNIP00000017001	ENSLOCP00000015196
ENSTNIP00000017525	ENSLOCP00000005880
ENSTNIP00000005282	ENSLOCP00000003834
ENSTNIP00000011101	ENSLOCP00000005803
ENSTNIP00000002797	ENSLOCP00000004273
ENSTNIP00000011021	ENSLOCP00000005301
ENSTNIP00000008289	ENSLOCP00000019631
ENSTNIP00000008782	ENSLOCP00000006804
ENSTNIP00000013514	ENSLOCP00000005078
ENSTNIP00000003285	ENSLOCP00000013675
ENSTNIP00000011450	ENSLOCP00000006379
ENSTNIP00000002733	ENSLOCP00000000753
ENSTNIP00000014249	ENSLOCP00000010956
ENSTNIP00000008608	ENSLOCP00000009057
ENSTNIP00000018998	ENSLOCP00000010547
ENSTNIP00000009568	ENSLOCP00000001244
ENSTNIP00000007504	ENSLOCP00000003953
ENSTNIP00000015587	ENSLOCP00000004141
ENSTNIP00000018718	ENSLOCP00000010921
ENSTNIP00000008422	ENSLOCP00000010763
ENSTNIP00000021550	ENSLOCP00000006409
ENSTNIP00000018673	ENSLOCP00000004478
ENSTNIP00000000609	ENSLOCP00000008833
ENSTNIP00000017301	ENSLOCP00000000877
ENSTNIP00000003379	ENSLOCP00000019884
ENSTNIP00000012766	ENSLOCP00000008131
ENSTNIP00000001066	ENSLOCP00000001765
ENSTNIP00000016963	ENSLOCP00000012328
ENSTNIP00000015695	ENSLOCP00000003592
ENSTNIP00000000190	ENSLOCP00000000221
ENSTNIP00000007433	ENSLOCP00000008103
ENSTNIP00000016473	ENSLOCP00000006940
ENSTNIP00000022589	ENSLOCP00000006806
ENSTNIP00000003869	ENSLOCP00000022479
ENSTNIP00000014989	ENSLOCP00000017700
ENSTNIP00000021938	ENSLOCP00000005236
ENSTNIP00000011833	ENSLOCP00000018113
ENSTNIP00000013720	ENSLOCP00000002643
ENSTNIP00000010728	ENSLOCP00000012046
ENSTNIP00000011387	ENSLOCP00000003276
ENSTNIP00000005649	ENSLOCP00000014316
ENSTNIP00000019856	ENSLOCP00000010627
ENSTNIP00000016304	ENSLOCP00000011713
ENSTNIP00000009566	ENSLOCP00000000921
ENSTNIP00000008803	ENSLOCP00000012715
ENSTNIP00000015010	ENSLOCP00000012715
ENSTNIP00000013557	ENSLOCP00000006293
ENSTNIP00000009691	ENSLOCP00000019342
ENSTNIP00000017153	ENSLOCP00000016901
ENSTNIP00000012437	ENSLOCP00000017188
ENSTNIP00000005041	ENSLOCP00000001543
ENSTNIP00000019613	ENSLOCP00000015713
ENSTNIP00000014408	ENSLOCP00000003490
ENSTNIP00000013675	ENSLOCP00000020200
ENSTNIP00000013508	ENSLOCP00000001599
ENSTNIP00000009487	ENSLOCP00000007811
ENSTNIP00000016279	ENSLOCP00000007811
ENSTNIP00000017241	ENSLOCP00000013581
ENSTNIP00000013615	ENSLOCP00000004029
ENSTNIP00000014086	ENSLOCP00000007883
ENSTNIP00000013010	ENSLOCP00000005081
ENSTNIP00000020982	ENSLOCP00000010506
ENSTNIP00000005694	ENSLOCP00000011122
ENSTNIP00000008825	ENSLOCP00000015364
ENSTNIP00000006056	ENSLOCP00000003654
ENSTNIP00000017080	ENSLOCP00000003638
ENSTNIP00000013004	ENSLOCP00000005555
ENSTNIP00000014991	ENSLOCP00000017713
ENSTNIP00000013431	ENSLOCP00000002404
ENSTNIP00000013736	ENSLOCP00000011703
ENSTNIP00000007662	ENSLOCP00000006563
ENSTNIP00000010304	ENSLOCP00000013664
ENSTNIP00000007651	ENSLOCP00000005773
ENSTNIP00000020167	ENSLOCP00000019018
ENSTNIP00000015015	ENSLOCP00000009668
ENSTNIP00000021173	ENSLOCP00000010832
ENSTNIP00000021758	ENSLOCP00000009201
ENSTNIP00000021078	ENSLOCP00000017748
ENSTNIP00000005430	ENSLOCP00000019181
ENSTNIP00000013489	ENSLOCP00000017208
ENSTNIP00000008256	ENSLOCP00000001678
ENSTNIP00000019869	ENSLOCP00000003065
ENSTNIP00000016424	ENSLOCP00000019513
ENSTNIP00000016374	ENSLOCP00000020653
ENSTNIP00000020457	ENSLOCP00000014023
ENSTNIP00000011644	ENSLOCP00000020489
ENSTNIP00000002353	ENSLOCP00000015547
ENSTNIP00000017407	ENSLOCP00000006279
ENSTNIP00000010325	ENSLOCP00000001385
ENSTNIP00000004477	ENSLOCP00000016764
ENSTNIP00000014488	ENSLOCP00000003151
ENSTNIP00000017775	ENSLOCP00000013080
ENSTNIP00000003808	ENSLOCP00000006479
ENSTNIP00000018180	ENSLOCP00000008330
ENSTNIP00000006188	ENSLOCP00000001198
ENSTNIP00000008255	ENSLOCP00000001647
ENSTNIP00000016998	ENSLOCP00000015120
ENSTNIP00000022117	ENSLOCP00000014432
ENSTNIP00000022883	ENSLOCP00000011002
ENSTNIP00000020444	ENSLOCP00000020777
ENSTNIP00000019864	ENSLOCP00000003173
ENSTNIP00000006530	ENSLOCP00000011187
ENSTNIP00000017928	ENSLOCP00000003809
ENSTNIP00000019752	ENSLOCP00000019645
ENSTNIP00000017172	ENSLOCP00000014696
ENSTNIP00000017096	ENSLOCP00000017227
ENSTNIP00000012146	ENSLOCP00000001028
ENSTNIP00000022168	ENSLOCP00000000655
ENSTNIP00000011749	ENSLOCP00000021232
ENSTNIP00000006664	ENSLOCP00000018663
ENSTNIP00000017492	ENSLOCP00000001492
ENSTNIP00000014621	ENSLOCP00000005702
ENSTNIP00000008171	ENSLOCP00000016361
ENSTNIP00000005209	ENSLOCP00000007347
ENSTNIP00000000713	ENSLOCP00000004773
ENSTNIP00000009107	ENSLOCP00000013484
ENSTNIP00000010472	ENSLOCP00000015360
ENSTNIP00000013582	ENSLOCP00000001659
ENSTNIP00000015120	ENSLOCP00000002937
ENSTNIP00000001959	ENSLOCP00000003009
ENSTNIP00000011777	ENSLOCP00000003009
ENSTNIP00000009561	ENSLOCP00000019764
ENSTNIP00000014794	ENSLOCP00000013201
ENSTNIP00000010317	ENSLOCP00000005075
ENSTNIP00000018232	ENSLOCP00000007897
ENSTNIP00000003010	ENSLOCP00000017360
ENSTNIP00000022052	ENSLOCP00000006764
ENSTNIP00000015951	ENSLOCP00000007658
ENSTNIP00000018916	ENSLOCP00000006881
ENSTNIP00000015783	ENSLOCP00000011008
ENSTNIP00000006949	ENSLOCP00000018711
ENSTNIP00000011167	ENSLOCP00000001869
ENSTNIP00000015956	ENSLOCP00000004995
ENSTNIP00000022417	ENSLOCP00000020857
ENSTNIP00000009887	ENSLOCP00000005144
ENSTNIP00000014220	ENSLOCP00000013751
ENSTNIP00000008723	ENSLOCP00000007400
ENSTNIP00000002547	ENSLOCP00000002963
ENSTNIP00000009690	ENSLOCP00000019272
ENSTNIP00000017053	ENSLOCP00000015599
ENSTNIP00000005955	ENSLOCP00000004073
ENSTNIP00000022409	ENSLOCP00000020789
ENSTNIP00000021408	ENSLOCP00000004651
ENSTNIP00000014149	ENSLOCP00000002621
ENSTNIP00000021836	ENSLOCP00000009621
ENSTNIP00000011925	ENSLOCP00000004362
ENSTNIP00000004174	ENSLOCP00000008348
ENSTNIP00000001230	ENSLOCP00000000782
ENSTNIP00000020163	ENSLOCP00000013897
ENSTNIP00000000937	ENSLOCP00000009178
ENSTNIP00000004330	ENSLOCP00000022405
ENSTNIP00000011791	ENSLOCP00000013086
ENSTNIP00000016764	ENSLOCP00000005795
ENSTNIP00000010507	ENSLOCP00000002537
ENSTNIP00000013087	ENSLOCP00000002471
ENSTNIP00000013650	ENSLOCP00000020297
ENSTNIP00000020768	ENSLOCP00000010681
ENSTNIP00000020568	ENSLOCP00000013401
ENSTNIP00000002915	ENSLOCP00000002558
ENSTNIP00000015348	ENSLOCP00000012504
ENSTNIP00000002061	ENSLOCP00000002429
ENSTNIP00000021423	ENSLOCP00000005945
ENSTNIP00000015788	ENSLOCP00000003821
ENSTNIP00000012157	ENSLOCP00000001458
ENSTNIP00000019875	ENSLOCP00000002906
ENSTNIP00000003207	ENSLOCP00000015791
ENSTNIP00000008584	ENSLOCP00000018623
ENSTNIP00000003548	ENSLOCP00000019602
ENSTNIP00000020572	ENSLOCP00000015110
ENSTNIP00000003510	ENSLOCP00000014526
ENSTNIP00000009016	ENSLOCP00000009418
ENSTNIP00000001167	ENSLOCP00000002165
ENSTNIP00000003401	ENSLOCP00000010544
ENSTNIP00000008254	ENSLOCP00000001629
ENSTNIP00000022403	ENSLOCP00000019141
ENSTNIP00000009324	ENSLOCP00000006620
ENSTNIP00000015952	ENSLOCP00000010051
ENSTNIP00000018370	ENSLOCP00000005846
ENSTNIP00000018954	ENSLOCP00000022247
ENSTNIP00000006775	ENSLOCP00000011777
ENSTNIP00000017538	ENSLOCP00000011237
ENSTNIP00000003038	ENSLOCP00000020689
ENSTNIP00000001151	ENSLOCP00000017513
ENSTNIP00000012113	ENSLOCP00000001498
ENSTNIP00000022287	ENSLOCP00000001498
ENSTNIP00000002534	ENSLOCP00000019494
ENSTNIP00000020198	ENSLOCP00000011297
ENSTNIP00000018813	ENSLOCP00000015355
ENSTNIP00000017322	ENSLOCP00000004871
ENSTNIP00000003768	ENSLOCP00000004871
ENSTNIP00000016860	ENSLOCP00000002659
ENSTNIP00000016335	ENSLOCP00000009764
ENSTNIP00000021124	ENSLOCP00000019130
ENSTNIP00000018974	ENSLOCP00000005181
ENSTNIP00000020968	ENSLOCP00000015831
ENSTNIP00000014834	ENSLOCP00000015969
ENSTNIP00000012039	ENSLOCP00000010472
ENSTNIP00000012596	ENSLOCP00000002734
ENSTNIP00000020551	ENSLOCP00000012986
ENSTNIP00000013293	ENSLOCP00000018557
ENSTNIP00000014937	ENSLOCP00000006389
ENSTNIP00000006782	ENSLOCP00000012888
ENSTNIP00000012191	ENSLOCP00000016672
ENSTNIP00000011226	ENSLOCP00000018202
ENSTNIP00000010695	ENSLOCP00000007863
ENSTNIP00000005324	ENSLOCP00000008605
ENSTNIP00000006198	ENSLOCP00000020158
ENSTNIP00000000415	ENSLOCP00000015148
ENSTNIP00000017567	ENSLOCP00000011220
ENSTNIP00000018381	ENSLOCP00000007045
ENSTNIP00000010016	ENSLOCP00000015388
ENSTNIP00000009915	ENSLOCP00000016698
ENSTNIP00000022354	ENSLOCP00000019402
ENSTNIP00000005852	ENSLOCP00000021038
ENSTNIP00000006383	ENSLOCP00000001790
ENSTNIP00000014238	ENSLOCP00000000831
ENSTNIP00000008832	ENSLOCP00000003034
ENSTNIP00000015803	ENSLOCP00000004371
ENSTNIP00000019193	ENSLOCP00000012437
ENSTNIP00000020201	ENSLOCP00000022403
ENSTNIP00000020473	ENSLOCP00000013942
ENSTNIP00000006549	ENSLOCP00000007339
ENSTNIP00000019498	ENSLOCP00000020239
ENSTNIP00000011682	ENSLOCP00000003230
ENSTNIP00000007080	ENSLOCP00000000395
ENSTNIP00000021895	ENSLOCP00000017006
ENSTNIP00000019060	ENSLOCP00000001302
ENSTNIP00000001098	ENSLOCP00000013864
ENSTNIP00000003512	ENSLOCP00000010467
ENSTNIP00000009665	ENSLOCP00000011071
ENSTNIP00000000524	ENSLOCP00000002273
ENSTNIP00000012700	ENSLOCP00000018721
ENSTNIP00000021031	ENSLOCP00000005775
ENSTNIP00000011320	ENSLOCP00000011460
ENSTNIP00000006545	ENSLOCP00000015265
ENSTNIP00000015184	ENSLOCP00000015517
ENSTNIP00000000654	ENSLOCP00000002032
ENSTNIP00000002772	ENSLOCP00000009827
ENSTNIP00000002216	ENSLOCP00000009699
ENSTNIP00000019273	ENSLOCP00000006049
ENSTNIP00000022831	ENSLOCP00000022404
ENSTNIP00000013040	ENSLOCP00000017831
ENSTNIP00000001369	ENSLOCP00000019540
ENSTNIP00000004613	ENSLOCP00000017911
ENSTNIP00000022120	ENSLOCP00000015650
ENSTNIP00000001073	ENSLOCP00000004167
ENSTNIP00000021645	ENSLOCP00000004866
ENSTNIP00000014868	ENSLOCP00000017885
ENSTNIP00000014386	ENSLOCP00000008484
ENSTNIP00000000335	ENSLOCP00000009559
ENSTNIP00000016611	ENSLOCP00000008642
ENSTNIP00000015079	ENSLOCP00000021023
ENSTNIP00000004519	ENSLOCP00000001649
ENSTNIP00000006871	ENSLOCP00000004656
ENSTNIP00000003503	ENSLOCP00000016513
ENSTNIP00000017230	ENSLOCP00000009849
ENSTNIP00000015359	ENSLOCP00000012126
ENSTNIP00000015470	ENSLOCP00000018192
ENSTNIP00000020548	ENSLOCP00000012934
ENSTNIP00000012365	ENSLOCP00000015937
ENSTNIP00000013172	ENSLOCP00000002376
ENSTNIP00000018501	ENSLOCP00000002364
ENSTNIP00000005815	ENSLOCP00000016987
ENSTNIP00000003101	ENSLOCP00000002398
ENSTNIP00000000379	ENSLOCP00000013726
ENSTNIP00000018182	ENSLOCP00000014397
ENSTNIP00000010013	ENSLOCP00000002647
ENSTNIP00000015225	ENSLOCP00000019912
ENSTNIP00000007172	ENSLOCP00000002977
ENSTNIP00000020039	ENSLOCP00000009778
ENSTNIP00000009087	ENSLOCP00000011341
ENSTNIP00000006540	ENSLOCP00000005741
ENSTNIP00000015483	ENSLOCP00000005323
ENSTNIP00000013927	ENSLOCP00000012304
ENSTNIP00000005776	ENSLOCP00000010908
ENSTNIP00000002059	ENSLOCP00000020109
ENSTNIP00000006746	ENSLOCP00000009771
ENSTNIP00000010339	ENSLOCP00000014776
ENSTNIP00000021922	ENSLOCP00000005690
ENSTNIP00000022721	ENSLOCP00000007730
ENSTNIP00000015057	ENSLOCP00000014375
ENSTNIP00000009526	ENSLOCP00000013718
ENSTNIP00000008955	ENSLOCP00000010796
ENSTNIP00000012532	ENSLOCP00000004666
ENSTNIP00000021961	ENSLOCP00000017434
ENSTNIP00000005260	ENSLOCP00000002281
ENSTNIP00000011188	ENSLOCP00000018577
ENSTNIP00000006404	ENSLOCP00000002474
ENSTNIP00000006948	ENSLOCP00000018712
ENSTNIP00000004011	ENSLOCP00000014653
ENSTNIP00000017100	ENSLOCP00000012169
ENSTNIP00000003567	ENSLOCP00000007192
ENSTNIP00000022017	ENSLOCP00000013671
ENSTNIP00000010975	ENSLOCP00000010779
ENSTNIP00000022643	ENSLOCP00000014422
ENSTNIP00000004696	ENSLOCP00000002101
ENSTNIP00000018801	ENSLOCP00000016112
ENSTNIP00000006614	ENSLOCP00000010820
ENSTNIP00000005779	ENSLOCP00000015859
ENSTNIP00000000580	ENSLOCP00000000875
ENSTNIP00000016996	ENSLOCP00000017037
ENSTNIP00000020908	ENSLOCP00000014294
ENSTNIP00000003466	ENSLOCP00000022082
ENSTNIP00000001610	ENSLOCP00000006260
ENSTNIP00000017220	ENSLOCP00000014002
ENSTNIP00000017203	ENSLOCP00000003078
ENSTNIP00000011360	ENSLOCP00000010826
ENSTNIP00000000481	ENSLOCP00000008139
ENSTNIP00000020426	ENSLOCP00000005178
ENSTNIP00000022272	ENSLOCP00000011302
ENSTNIP00000004081	ENSLOCP00000015627
ENSTNIP00000016002	ENSLOCP00000014394
ENSTNIP00000003417	ENSLOCP00000018019
ENSTNIP00000019886	ENSLOCP00000018844
ENSTNIP00000011562	ENSLOCP00000008941
ENSTNIP00000013071	ENSLOCP00000011025
ENSTNIP00000012391	ENSLOCP00000016423
ENSTNIP00000013443	ENSLOCP00000020204
ENSTNIP00000013090	ENSLOCP00000002347
ENSTNIP00000012785	ENSLOCP00000002088
ENSTNIP00000000843	ENSLOCP00000019710
ENSTNIP00000000951	ENSLOCP00000020042
ENSTNIP00000014951	ENSLOCP00000002916
ENSTNIP00000010604	ENSLOCP00000002476
ENSTNIP00000006063	ENSLOCP00000006805
ENSTNIP00000006582	ENSLOCP00000021526
ENSTNIP00000017605	ENSLOCP00000007985
ENSTNIP00000017066	ENSLOCP00000015439
ENSTNIP00000010093	ENSLOCP00000015078
ENSTNIP00000010731	ENSLOCP00000011998
ENSTNIP00000020100	ENSLOCP00000006963
ENSTNIP00000018944	ENSLOCP00000007158
ENSTNIP00000011374	ENSLOCP00000003980
ENSTNIP00000018823	ENSLOCP00000018899
ENSTNIP00000009796	ENSLOCP00000014385
ENSTNIP00000014477	ENSLOCP00000014909
ENSTNIP00000017034	ENSLOCP00000010336
ENSTNIP00000007387	ENSLOCP00000002153
ENSTNIP00000017090	ENSLOCP00000010815
ENSTNIP00000011122	ENSLOCP00000010368
ENSTNIP00000011105	ENSLOCP00000006026
ENSTNIP00000016044	ENSLOCP00000003275
ENSTNIP00000022242	ENSLOCP00000002549
ENSTNIP00000014412	ENSLOCP00000003437
ENSTNIP00000021421	ENSLOCP00000001120
ENSTNIP00000018219	ENSLOCP00000008409
ENSTNIP00000015786	ENSLOCP00000003794
ENSTNIP00000021330	ENSLOCP00000013562
ENSTNIP00000001744	ENSLOCP00000021315
ENSTNIP00000011952	ENSLOCP00000005923
ENSTNIP00000019778	ENSLOCP00000011188
ENSTNIP00000011041	ENSLOCP00000011556
ENSTNIP00000022080	ENSLOCP00000014851
ENSTNIP00000016170	ENSLOCP00000005510
ENSTNIP00000017843	ENSLOCP00000016488
ENSTNIP00000002821	ENSLOCP00000011945
ENSTNIP00000022241	ENSLOCP00000007023
ENSTNIP00000022799	ENSLOCP00000003842
ENSTNIP00000007919	ENSLOCP00000014366
ENSTNIP00000016563	ENSLOCP00000018834
ENSTNIP00000010936	ENSLOCP00000009859
ENSTNIP00000022311	ENSLOCP00000002793
ENSTNIP00000003825	ENSLOCP00000007236
ENSTNIP00000003769	ENSLOCP00000019423
ENSTNIP00000013101	ENSLOCP00000002673
ENSTNIP00000018946	ENSLOCP00000005818
ENSTNIP00000010088	ENSLOCP00000014972
ENSTNIP00000008464	ENSLOCP00000010008
ENSTNIP00000002492	ENSLOCP00000019348
ENSTNIP00000018350	ENSLOCP00000007155
ENSTNIP00000012498	ENSLOCP00000010957
ENSTNIP00000014552	ENSLOCP00000016631
ENSTNIP00000015009	ENSLOCP00000012709
ENSTNIP00000003852	ENSLOCP00000000507
ENSTNIP00000021054	ENSLOCP00000016734
ENSTNIP00000022160	ENSLOCP00000000853
ENSTNIP00000016402	ENSLOCP00000002623
ENSTNIP00000020443	ENSLOCP00000020774
ENSTNIP00000000470	ENSLOCP00000021917
ENSTNIP00000011196	ENSLOCP00000019076
ENSTNIP00000017804	ENSLOCP00000017531
ENSTNIP00000005080	ENSLOCP00000017928
ENSTNIP00000021308	ENSLOCP00000004363
ENSTNIP00000019127	ENSLOCP00000003247
ENSTNIP00000012287	ENSLOCP00000005665
ENSTNIP00000021284	ENSLOCP00000002016
ENSTNIP00000010497	ENSLOCP00000017353
ENSTNIP00000008132	ENSLOCP00000017353
ENSTNIP00000015478	ENSLOCP00000017686
ENSTNIP00000011656	ENSLOCP00000002576
ENSTNIP00000004040	ENSLOCP00000008010
ENSTNIP00000021819	ENSLOCP00000013715
ENSTNIP00000011208	ENSLOCP00000020991
ENSTNIP00000007356	ENSLOCP00000004664
ENSTNIP00000019813	ENSLOCP00000009129
ENSTNIP00000010968	ENSLOCP00000014506
ENSTNIP00000015804	ENSLOCP00000004385
ENSTNIP00000011409	ENSLOCP00000002914
ENSTNIP00000021235	ENSLOCP00000013697
ENSTNIP00000010642	ENSLOCP00000009157
ENSTNIP00000015826	ENSLOCP00000009270
ENSTNIP00000011088	ENSLOCP00000001699
ENSTNIP00000002412	ENSLOCP00000014339
ENSTNIP00000001587	ENSLOCP00000001308
ENSTNIP00000006422	ENSLOCP00000019788
ENSTNIP00000011881	ENSLOCP00000001073
ENSTNIP00000020239	ENSLOCP00000020318
ENSTNIP00000018553	ENSLOCP00000011387
ENSTNIP00000021322	ENSLOCP00000009017
ENSTNIP00000006747	ENSLOCP00000009746
ENSTNIP00000016439	ENSLOCP00000004407
ENSTNIP00000022262	ENSLOCP00000004654
ENSTNIP00000015954	ENSLOCP00000002522
ENSTNIP00000003747	ENSLOCP00000003373
ENSTNIP00000007484	ENSLOCP00000002425
ENSTNIP00000014984	ENSLOCP00000017449
ENSTNIP00000009101	ENSLOCP00000008845
ENSTNIP00000011558	ENSLOCP00000008845
ENSTNIP00000014335	ENSLOCP00000020604
ENSTNIP00000007902	ENSLOCP00000008163
ENSTNIP00000008527	ENSLOCP00000020608
ENSTNIP00000007239	ENSLOCP00000000841
ENSTNIP00000008950	ENSLOCP00000012823
ENSTNIP00000011871	ENSLOCP00000005809
ENSTNIP00000014688	ENSLOCP00000018247
ENSTNIP00000003936	ENSLOCP00000020946
ENSTNIP00000014825	ENSLOCP00000016157
ENSTNIP00000021877	ENSLOCP00000001433
ENSTNIP00000010553	ENSLOCP00000018005
ENSTNIP00000014098	ENSLOCP00000003308
ENSTNIP00000015819	ENSLOCP00000009677
ENSTNIP00000016724	ENSLOCP00000020173
ENSTNIP00000006132	ENSLOCP00000001891
ENSTNIP00000022676	ENSLOCP00000012639
ENSTNIP00000006032	ENSLOCP00000013136
ENSTNIP00000021211	ENSLOCP00000002831
ENSTNIP00000009614	ENSLOCP00000006902
ENSTNIP00000012101	ENSLOCP00000002546
ENSTNIP00000020618	ENSLOCP00000002546
ENSTNIP00000012129	ENSLOCP00000010769
ENSTNIP00000020484	ENSLOCP00000006344
ENSTNIP00000005210	ENSLOCP00000007325
ENSTNIP00000013342	ENSLOCP00000017218
ENSTNIP00000011393	ENSLOCP00000003497
ENSTNIP00000015775	ENSLOCP00000002695
ENSTNIP00000020633	ENSLOCP00000022468
ENSTNIP00000014522	ENSLOCP00000002290
ENSTNIP00000018588	ENSLOCP00000004973
ENSTNIP00000016110	ENSLOCP00000010692
ENSTNIP00000006302	ENSLOCP00000018219
ENSTNIP00000011615	ENSLOCP00000008778
ENSTNIP00000012941	ENSLOCP00000016929
ENSTNIP00000002874	ENSLOCP00000008987
ENSTNIP00000009213	ENSLOCP00000003177
ENSTNIP00000000936	ENSLOCP00000007307
ENSTNIP00000005333	ENSLOCP00000007355
ENSTNIP00000013039	ENSLOCP00000017030
ENSTNIP00000016370	ENSLOCP00000020654
ENSTNIP00000020914	ENSLOCP00000013499
ENSTNIP00000018545	ENSLOCP00000004059
ENSTNIP00000011322	ENSLOCP00000011259
ENSTNIP00000008102	ENSLOCP00000006815
ENSTNIP00000012708	ENSLOCP00000019413
ENSTNIP00000012331	ENSLOCP00000017958
ENSTNIP00000013258	ENSLOCP00000012762
ENSTNIP00000017971	ENSLOCP00000000092
ENSTNIP00000008749	ENSLOCP00000002508
ENSTNIP00000009345	ENSLOCP00000008751
ENSTNIP00000015754	ENSLOCP00000015363
ENSTNIP00000006815	ENSLOCP00000016562
ENSTNIP00000010305	ENSLOCP00000004182
ENSTNIP00000019938	ENSLOCP00000000677
ENSTNIP00000003125	ENSLOCP00000005199
ENSTNIP00000010324	ENSLOCP00000014330
ENSTNIP00000011872	ENSLOCP00000005786
ENSTNIP00000005058	ENSLOCP00000008016
ENSTNIP00000015662	ENSLOCP00000018990
ENSTNIP00000001061	ENSLOCP00000003132
ENSTNIP00000011688	ENSLOCP00000003477
ENSTNIP00000015028	ENSLOCP00000008770
ENSTNIP00000013284	ENSLOCP00000003022
ENSTNIP00000020737	ENSLOCP00000015838
ENSTNIP00000007221	ENSLOCP00000009320
ENSTNIP00000003717	ENSLOCP00000005035
ENSTNIP00000016959	ENSLOCP00000012368
ENSTNIP00000020169	ENSLOCP00000019014
ENSTNIP00000008195	ENSLOCP00000000888
ENSTNIP00000008214	ENSLOCP00000001421
ENSTNIP00000000469	ENSLOCP00000012166
ENSTNIP00000019732	ENSLOCP00000019244
ENSTNIP00000009071	ENSLOCP00000007749
ENSTNIP00000009744	ENSLOCP00000007101
ENSTNIP00000005425	ENSLOCP00000017934
ENSTNIP00000022356	ENSLOCP00000022090
ENSTNIP00000016887	ENSLOCP00000010702
ENSTNIP00000004168	ENSLOCP00000008557
ENSTNIP00000021829	ENSLOCP00000013397
ENSTNIP00000016666	ENSLOCP00000014954
ENSTNIP00000018168	ENSLOCP00000000544
ENSTNIP00000016778	ENSLOCP00000010426
