ENSTGUP00000008915	ENSACAP00000005936
ENSTGUP00000016584	ENSACAP00000016203
ENSTGUP00000009525	ENSACAP00000021407
ENSTGUP00000005797	ENSACAP00000001807
ENSTGUP00000006151	ENSACAP00000018279
ENSTGUP00000014787	ENSACAP00000001739
ENSTGUP00000010697	ENSACAP00000007960
ENSTGUP00000003042	ENSACAP00000007020
ENSTGUP00000007014	ENSACAP00000004064
ENSTGUP00000002858	ENSACAP00000015328
ENSTGUP00000000282	ENSACAP00000005850
ENSTGUP00000006682	ENSACAP00000005561
ENSTGUP00000011368	ENSACAP00000004052
ENSTGUP00000010589	ENSACAP00000002001
ENSTGUP00000012470	ENSACAP00000011479
ENSTGUP00000009788	ENSACAP00000013349
ENSTGUP00000002081	ENSACAP00000005318
ENSTGUP00000012034	ENSACAP00000021880
ENSTGUP00000002325	ENSACAP00000005545
ENSTGUP00000012544	ENSACAP00000012056
ENSTGUP00000003211	ENSACAP00000014828
ENSTGUP00000011162	ENSACAP00000022516
ENSTGUP00000001978	ENSACAP00000000921
ENSTGUP00000002269	ENSACAP00000000548
ENSTGUP00000011394	ENSACAP00000017711
ENSTGUP00000012171	ENSACAP00000010262
ENSTGUP00000009058	ENSACAP00000013657
ENSTGUP00000000740	ENSACAP00000010757
ENSTGUP00000012426	ENSACAP00000016980
ENSTGUP00000000340	ENSACAP00000006390
ENSTGUP00000010706	ENSACAP00000001923
ENSTGUP00000005931	ENSACAP00000014376
ENSTGUP00000005675	ENSACAP00000001510
ENSTGUP00000003695	ENSACAP00000015400
ENSTGUP00000010963	ENSACAP00000003988
ENSTGUP00000003135	ENSACAP00000006183
ENSTGUP00000014035	ENSACAP00000011414
ENSTGUP00000000378	ENSACAP00000005553
ENSTGUP00000012625	ENSACAP00000002407
ENSTGUP00000001038	ENSACAP00000002661
ENSTGUP00000005076	ENSACAP00000004421
ENSTGUP00000012564	ENSACAP00000016550
ENSTGUP00000009097	ENSACAP00000007088
ENSTGUP00000012126	ENSACAP00000010225
ENSTGUP00000002308	ENSACAP00000001265
ENSTGUP00000005193	ENSACAP00000013752
ENSTGUP00000011529	ENSACAP00000006906
ENSTGUP00000005092	ENSACAP00000019218
ENSTGUP00000017688	ENSACAP00000002805
ENSTGUP00000012228	ENSACAP00000015430
ENSTGUP00000012281	ENSACAP00000002468
ENSTGUP00000004245	ENSACAP00000005652
ENSTGUP00000005460	ENSACAP00000009077
ENSTGUP00000012123	ENSACAP00000010266
ENSTGUP00000017065	ENSACAP00000016859
ENSTGUP00000009241	ENSACAP00000000063
ENSTGUP00000003768	ENSACAP00000010310
ENSTGUP00000006192	ENSACAP00000008183
ENSTGUP00000004714	ENSACAP00000003159
ENSTGUP00000007848	ENSACAP00000017256
ENSTGUP00000002075	ENSACAP00000011505
ENSTGUP00000003156	ENSACAP00000000654
ENSTGUP00000016467	ENSACAP00000015177
ENSTGUP00000010061	ENSACAP00000017769
ENSTGUP00000009943	ENSACAP00000002712
ENSTGUP00000014192	ENSACAP00000008571
ENSTGUP00000008334	ENSACAP00000020531
ENSTGUP00000001681	ENSACAP00000013308
ENSTGUP00000011725	ENSACAP00000004843
ENSTGUP00000010854	ENSACAP00000014437
ENSTGUP00000017732	ENSACAP00000003076
ENSTGUP00000009180	ENSACAP00000008794
ENSTGUP00000008837	ENSACAP00000001295
ENSTGUP00000006334	ENSACAP00000002142
ENSTGUP00000007883	ENSACAP00000013717
ENSTGUP00000007714	ENSACAP00000008796
ENSTGUP00000006267	ENSACAP00000000851
ENSTGUP00000012133	ENSACAP00000017023
ENSTGUP00000005045	ENSACAP00000005415
ENSTGUP00000003562	ENSACAP00000003288
ENSTGUP00000011192	ENSACAP00000000691
ENSTGUP00000010540	ENSACAP00000001075
ENSTGUP00000007096	ENSACAP00000009359
ENSTGUP00000001058	ENSACAP00000007483
ENSTGUP00000001904	ENSACAP00000011264
ENSTGUP00000001051	ENSACAP00000007378
ENSTGUP00000010781	ENSACAP00000010948
ENSTGUP00000008045	ENSACAP00000000666
ENSTGUP00000006892	ENSACAP00000012954
ENSTGUP00000010012	ENSACAP00000003817
ENSTGUP00000004596	ENSACAP00000000220
ENSTGUP00000011291	ENSACAP00000014616
ENSTGUP00000010145	ENSACAP00000005519
ENSTGUP00000010046	ENSACAP00000020040
ENSTGUP00000006673	ENSACAP00000011360
ENSTGUP00000007465	ENSACAP00000008422
ENSTGUP00000001602	ENSACAP00000016981
ENSTGUP00000002011	ENSACAP00000022500
ENSTGUP00000005506	ENSACAP00000021392
ENSTGUP00000004679	ENSACAP00000017491
ENSTGUP00000012557	ENSACAP00000011980
ENSTGUP00000000786	ENSACAP00000022457
ENSTGUP00000009445	ENSACAP00000010976
ENSTGUP00000008187	ENSACAP00000008555
ENSTGUP00000008320	ENSACAP00000007940
ENSTGUP00000011434	ENSACAP00000015441
ENSTGUP00000013890	ENSACAP00000014949
ENSTGUP00000000420	ENSACAP00000001270
ENSTGUP00000005447	ENSACAP00000015011
ENSTGUP00000002365	ENSACAP00000002731
ENSTGUP00000005839	ENSACAP00000015731
ENSTGUP00000011420	ENSACAP00000004811
ENSTGUP00000005422	ENSACAP00000003795
ENSTGUP00000000005	ENSACAP00000015368
ENSTGUP00000005241	ENSACAP00000000850
ENSTGUP00000006058	ENSACAP00000000787
ENSTGUP00000013805	ENSACAP00000018283
ENSTGUP00000006416	ENSACAP00000003269
ENSTGUP00000001311	ENSACAP00000017035
ENSTGUP00000004187	ENSACAP00000007793
ENSTGUP00000006014	ENSACAP00000016000
ENSTGUP00000011424	ENSACAP00000010213
ENSTGUP00000011732	ENSACAP00000004416
ENSTGUP00000011285	ENSACAP00000015770
ENSTGUP00000006813	ENSACAP00000014102
ENSTGUP00000013731	ENSACAP00000006513
ENSTGUP00000004326	ENSACAP00000015741
ENSTGUP00000007285	ENSACAP00000003297
ENSTGUP00000004709	ENSACAP00000013816
ENSTGUP00000005425	ENSACAP00000014975
ENSTGUP00000007605	ENSACAP00000000283
ENSTGUP00000011235	ENSACAP00000002231
ENSTGUP00000013491	ENSACAP00000006636
ENSTGUP00000004056	ENSACAP00000016086
ENSTGUP00000009373	ENSACAP00000009409
ENSTGUP00000001720	ENSACAP00000017078
ENSTGUP00000011984	ENSACAP00000011100
ENSTGUP00000009229	ENSACAP00000018653
ENSTGUP00000010748	ENSACAP00000000187
ENSTGUP00000008832	ENSACAP00000004487
ENSTGUP00000007632	ENSACAP00000005879
ENSTGUP00000002335	ENSACAP00000001247
ENSTGUP00000011733	ENSACAP00000002640
ENSTGUP00000011310	ENSACAP00000017687
ENSTGUP00000002016	ENSACAP00000008380
ENSTGUP00000005847	ENSACAP00000009935
ENSTGUP00000006008	ENSACAP00000014709
ENSTGUP00000001538	ENSACAP00000015076
ENSTGUP00000002443	ENSACAP00000000924
ENSTGUP00000003896	ENSACAP00000022162
ENSTGUP00000007334	ENSACAP00000006610
ENSTGUP00000010815	ENSACAP00000010816
ENSTGUP00000014743	ENSACAP00000003089
ENSTGUP00000004325	ENSACAP00000000009
ENSTGUP00000012523	ENSACAP00000009289
ENSTGUP00000006700	ENSACAP00000009111
ENSTGUP00000000038	ENSACAP00000006770
ENSTGUP00000001605	ENSACAP00000008789
ENSTGUP00000005838	ENSACAP00000001937
ENSTGUP00000001526	ENSACAP00000004405
ENSTGUP00000012122	ENSACAP00000021706
ENSTGUP00000000020	ENSACAP00000018250
ENSTGUP00000007201	ENSACAP00000010762
ENSTGUP00000013432	ENSACAP00000000872
ENSTGUP00000013849	ENSACAP00000003775
ENSTGUP00000009367	ENSACAP00000004380
ENSTGUP00000009612	ENSACAP00000008744
ENSTGUP00000012827	ENSACAP00000014892
ENSTGUP00000007548	ENSACAP00000007990
ENSTGUP00000017792	ENSACAP00000012377
ENSTGUP00000008487	ENSACAP00000009580
ENSTGUP00000004830	ENSACAP00000006863
ENSTGUP00000004375	ENSACAP00000006033
ENSTGUP00000005633	ENSACAP00000007022
ENSTGUP00000012401	ENSACAP00000015604
ENSTGUP00000003091	ENSACAP00000002965
ENSTGUP00000007887	ENSACAP00000005238
ENSTGUP00000003737	ENSACAP00000011624
ENSTGUP00000005726	ENSACAP00000016326
ENSTGUP00000011864	ENSACAP00000012117
ENSTGUP00000006983	ENSACAP00000015380
ENSTGUP00000006466	ENSACAP00000012636
ENSTGUP00000005568	ENSACAP00000008998
ENSTGUP00000009453	ENSACAP00000011609
ENSTGUP00000002019	ENSACAP00000012520
ENSTGUP00000000906	ENSACAP00000000826
ENSTGUP00000009355	ENSACAP00000007333
ENSTGUP00000006468	ENSACAP00000001537
ENSTGUP00000003751	ENSACAP00000017805
ENSTGUP00000006499	ENSACAP00000004439
ENSTGUP00000013441	ENSACAP00000000531
ENSTGUP00000002814	ENSACAP00000006136
ENSTGUP00000009428	ENSACAP00000000199
ENSTGUP00000013043	ENSACAP00000010907
ENSTGUP00000010451	ENSACAP00000000824
ENSTGUP00000008122	ENSACAP00000005846
ENSTGUP00000010442	ENSACAP00000007107
ENSTGUP00000007945	ENSACAP00000010053
ENSTGUP00000010429	ENSACAP00000004456
ENSTGUP00000001507	ENSACAP00000016756
ENSTGUP00000010888	ENSACAP00000001682
ENSTGUP00000011903	ENSACAP00000005888
ENSTGUP00000008449	ENSACAP00000010345
ENSTGUP00000009790	ENSACAP00000000133
ENSTGUP00000013720	ENSACAP00000010018
ENSTGUP00000011648	ENSACAP00000016290
ENSTGUP00000006001	ENSACAP00000014706
ENSTGUP00000001957	ENSACAP00000002525
ENSTGUP00000011219	ENSACAP00000009839
ENSTGUP00000006375	ENSACAP00000015377
ENSTGUP00000000830	ENSACAP00000000103
ENSTGUP00000005862	ENSACAP00000014503
ENSTGUP00000002931	ENSACAP00000010235
ENSTGUP00000010795	ENSACAP00000005258
ENSTGUP00000006748	ENSACAP00000008354
ENSTGUP00000005985	ENSACAP00000005009
ENSTGUP00000012808	ENSACAP00000000605
ENSTGUP00000012788	ENSACAP00000009363
ENSTGUP00000003043	ENSACAP00000014885
ENSTGUP00000009868	ENSACAP00000013180
ENSTGUP00000014508	ENSACAP00000006592
ENSTGUP00000003205	ENSACAP00000014794
ENSTGUP00000015935	ENSACAP00000001874
ENSTGUP00000017314	ENSACAP00000004298
ENSTGUP00000002940	ENSACAP00000013411
ENSTGUP00000009999	ENSACAP00000002008
ENSTGUP00000007372	ENSACAP00000014788
ENSTGUP00000008357	ENSACAP00000007743
ENSTGUP00000005492	ENSACAP00000001612
ENSTGUP00000005808	ENSACAP00000014060
ENSTGUP00000012627	ENSACAP00000009327
ENSTGUP00000005327	ENSACAP00000004226
ENSTGUP00000004501	ENSACAP00000011213
ENSTGUP00000002924	ENSACAP00000014630
ENSTGUP00000006256	ENSACAP00000013740
ENSTGUP00000001414	ENSACAP00000004736
ENSTGUP00000015976	ENSACAP00000016376
ENSTGUP00000006654	ENSACAP00000003112
ENSTGUP00000007750	ENSACAP00000005556
ENSTGUP00000012792	ENSACAP00000012940
ENSTGUP00000010104	ENSACAP00000011105
ENSTGUP00000006439	ENSACAP00000009751
ENSTGUP00000015667	ENSACAP00000010811
ENSTGUP00000001391	ENSACAP00000003539
ENSTGUP00000002863	ENSACAP00000015333
ENSTGUP00000000841	ENSACAP00000000104
ENSTGUP00000004729	ENSACAP00000005584
ENSTGUP00000012681	ENSACAP00000016960
ENSTGUP00000006575	ENSACAP00000002794
ENSTGUP00000011193	ENSACAP00000022931
ENSTGUP00000017653	ENSACAP00000015142
ENSTGUP00000017200	ENSACAP00000006596
ENSTGUP00000005725	ENSACAP00000013849
ENSTGUP00000002175	ENSACAP00000009608
ENSTGUP00000004135	ENSACAP00000005314
ENSTGUP00000002616	ENSACAP00000018518
ENSTGUP00000007276	ENSACAP00000007059
ENSTGUP00000008605	ENSACAP00000015936
ENSTGUP00000006134	ENSACAP00000019642
ENSTGUP00000008868	ENSACAP00000001823
ENSTGUP00000010981	ENSACAP00000003312
ENSTGUP00000001412	ENSACAP00000017237
ENSTGUP00000002331	ENSACAP00000003152
ENSTGUP00000001145	ENSACAP00000003280
ENSTGUP00000008662	ENSACAP00000007841
ENSTGUP00000001944	ENSACAP00000013925
ENSTGUP00000003939	ENSACAP00000008383
ENSTGUP00000002354	ENSACAP00000006045
ENSTGUP00000005979	ENSACAP00000005219
ENSTGUP00000015694	ENSACAP00000009290
ENSTGUP00000007204	ENSACAP00000005883
ENSTGUP00000008575	ENSACAP00000012479
ENSTGUP00000005184	ENSACAP00000003004
ENSTGUP00000003366	ENSACAP00000019554
ENSTGUP00000004662	ENSACAP00000006640
ENSTGUP00000012381	ENSACAP00000001367
ENSTGUP00000012565	ENSACAP00000005438
ENSTGUP00000013047	ENSACAP00000013909
ENSTGUP00000014997	ENSACAP00000021067
ENSTGUP00000009086	ENSACAP00000005970
ENSTGUP00000012486	ENSACAP00000013556
ENSTGUP00000006074	ENSACAP00000013933
ENSTGUP00000008708	ENSACAP00000006916
ENSTGUP00000002433	ENSACAP00000001221
ENSTGUP00000006873	ENSACAP00000009329
ENSTGUP00000008590	ENSACAP00000005236
ENSTGUP00000011778	ENSACAP00000017265
ENSTGUP00000003966	ENSACAP00000003675
ENSTGUP00000006716	ENSACAP00000013335
ENSTGUP00000000490	ENSACAP00000013942
ENSTGUP00000006040	ENSACAP00000016018
ENSTGUP00000002525	ENSACAP00000006967
ENSTGUP00000015837	ENSACAP00000007897
ENSTGUP00000008075	ENSACAP00000022128
ENSTGUP00000001404	ENSACAP00000004842
ENSTGUP00000010079	ENSACAP00000002187
ENSTGUP00000007810	ENSACAP00000012604
ENSTGUP00000008111	ENSACAP00000005840
ENSTGUP00000014039	ENSACAP00000011121
ENSTGUP00000001880	ENSACAP00000017233
ENSTGUP00000012813	ENSACAP00000011703
ENSTGUP00000005427	ENSACAP00000003221
ENSTGUP00000013102	ENSACAP00000001173
ENSTGUP00000014087	ENSACAP00000001195
ENSTGUP00000009889	ENSACAP00000002969
ENSTGUP00000014647	ENSACAP00000013597
ENSTGUP00000001858	ENSACAP00000017105
ENSTGUP00000010190	ENSACAP00000004482
ENSTGUP00000006023	ENSACAP00000001264
ENSTGUP00000008692	ENSACAP00000012316
ENSTGUP00000012015	ENSACAP00000009458
ENSTGUP00000004035	ENSACAP00000009541
ENSTGUP00000010957	ENSACAP00000013624
ENSTGUP00000011158	ENSACAP00000003625
ENSTGUP00000007389	ENSACAP00000005616
ENSTGUP00000012429	ENSACAP00000010666
ENSTGUP00000001515	ENSACAP00000004266
ENSTGUP00000017831	ENSACAP00000004040
ENSTGUP00000004778	ENSACAP00000006780
ENSTGUP00000004785	ENSACAP00000007135
ENSTGUP00000000249	ENSACAP00000006711
ENSTGUP00000007134	ENSACAP00000001261
ENSTGUP00000010798	ENSACAP00000002824
ENSTGUP00000012604	ENSACAP00000016691
ENSTGUP00000009823	ENSACAP00000013081
ENSTGUP00000006552	ENSACAP00000004281
ENSTGUP00000017626	ENSACAP00000008293
ENSTGUP00000006323	ENSACAP00000004814
ENSTGUP00000017934	ENSACAP00000010315
ENSTGUP00000010410	ENSACAP00000002690
ENSTGUP00000003650	ENSACAP00000011191
ENSTGUP00000011691	ENSACAP00000006676
ENSTGUP00000008501	ENSACAP00000007934
ENSTGUP00000007707	ENSACAP00000013356
ENSTGUP00000003248	ENSACAP00000023309
ENSTGUP00000009833	ENSACAP00000010319
ENSTGUP00000014022	ENSACAP00000011809
ENSTGUP00000010955	ENSACAP00000003940
ENSTGUP00000009505	ENSACAP00000014463
ENSTGUP00000002432	ENSACAP00000002619
ENSTGUP00000005914	ENSACAP00000005101
ENSTGUP00000015004	ENSACAP00000008825
ENSTGUP00000007489	ENSACAP00000009589
ENSTGUP00000007867	ENSACAP00000014542
ENSTGUP00000008411	ENSACAP00000001873
ENSTGUP00000001059	ENSACAP00000009791
ENSTGUP00000013423	ENSACAP00000000144
ENSTGUP00000008342	ENSACAP00000007737
ENSTGUP00000003661	ENSACAP00000011545
ENSTGUP00000000124	ENSACAP00000011446
ENSTGUP00000013416	ENSACAP00000014424
ENSTGUP00000008193	ENSACAP00000007077
ENSTGUP00000009684	ENSACAP00000013339
ENSTGUP00000006773	ENSACAP00000007235
ENSTGUP00000006659	ENSACAP00000002590
ENSTGUP00000011531	ENSACAP00000016847
ENSTGUP00000002409	ENSACAP00000010951
ENSTGUP00000012265	ENSACAP00000003636
ENSTGUP00000006301	ENSACAP00000001709
ENSTGUP00000013764	ENSACAP00000016637
ENSTGUP00000003946	ENSACAP00000008336
ENSTGUP00000007337	ENSACAP00000008862
ENSTGUP00000012699	ENSACAP00000017006
ENSTGUP00000002377	ENSACAP00000001598
ENSTGUP00000010491	ENSACAP00000015432
ENSTGUP00000008926	ENSACAP00000007169
ENSTGUP00000011141	ENSACAP00000003558
ENSTGUP00000001201	ENSACAP00000000653
ENSTGUP00000010784	ENSACAP00000014618
ENSTGUP00000001726	ENSACAP00000012921
ENSTGUP00000012755	ENSACAP00000014197
ENSTGUP00000000429	ENSACAP00000009820
ENSTGUP00000012690	ENSACAP00000002372
ENSTGUP00000011973	ENSACAP00000011251
ENSTGUP00000009714	ENSACAP00000013279
ENSTGUP00000007135	ENSACAP00000006155
ENSTGUP00000005943	ENSACAP00000006996
ENSTGUP00000010037	ENSACAP00000002499
ENSTGUP00000014145	ENSACAP00000020644
ENSTGUP00000015949	ENSACAP00000007910
ENSTGUP00000000589	ENSACAP00000011914
ENSTGUP00000008653	ENSACAP00000012463
ENSTGUP00000014467	ENSACAP00000002269
ENSTGUP00000009616	ENSACAP00000000656
ENSTGUP00000017538	ENSACAP00000015330
ENSTGUP00000003840	ENSACAP00000003941
ENSTGUP00000002789	ENSACAP00000003265
ENSTGUP00000010216	ENSACAP00000011010
ENSTGUP00000012611	ENSACAP00000002358
ENSTGUP00000012399	ENSACAP00000016524
ENSTGUP00000013649	ENSACAP00000012593
ENSTGUP00000009596	ENSACAP00000017140
ENSTGUP00000004907	ENSACAP00000000358
ENSTGUP00000001629	ENSACAP00000012432
ENSTGUP00000017296	ENSACAP00000011174
ENSTGUP00000004248	ENSACAP00000010141
ENSTGUP00000006065	ENSACAP00000004177
ENSTGUP00000013597	ENSACAP00000013296
ENSTGUP00000004450	ENSACAP00000009004
ENSTGUP00000010817	ENSACAP00000003091
ENSTGUP00000012291	ENSACAP00000013763
ENSTGUP00000017728	ENSACAP00000019656
ENSTGUP00000006296	ENSACAP00000011138
ENSTGUP00000006043	ENSACAP00000021024
ENSTGUP00000009119	ENSACAP00000007142
ENSTGUP00000001197	ENSACAP00000008375
ENSTGUP00000003669	ENSACAP00000003617
ENSTGUP00000006680	ENSACAP00000006710
ENSTGUP00000012319	ENSACAP00000004008
ENSTGUP00000004947	ENSACAP00000002062
ENSTGUP00000011663	ENSACAP00000002196
ENSTGUP00000005211	ENSACAP00000009562
ENSTGUP00000006549	ENSACAP00000001775
ENSTGUP00000000555	ENSACAP00000003127
ENSTGUP00000005743	ENSACAP00000005089
ENSTGUP00000011107	ENSACAP00000007223
ENSTGUP00000008067	ENSACAP00000014979
ENSTGUP00000010931	ENSACAP00000005857
ENSTGUP00000001795	ENSACAP00000011828
ENSTGUP00000009959	ENSACAP00000002304
ENSTGUP00000009773	ENSACAP00000001424
ENSTGUP00000012920	ENSACAP00000017026
ENSTGUP00000010517	ENSACAP00000005515
ENSTGUP00000002208	ENSACAP00000017456
ENSTGUP00000008458	ENSACAP00000001715
ENSTGUP00000006199	ENSACAP00000022258
ENSTGUP00000012266	ENSACAP00000017395
ENSTGUP00000010643	ENSACAP00000022604
ENSTGUP00000008579	ENSACAP00000013263
ENSTGUP00000009028	ENSACAP00000012007
ENSTGUP00000013411	ENSACAP00000001772
ENSTGUP00000008975	ENSACAP00000013158
ENSTGUP00000002805	ENSACAP00000023010
ENSTGUP00000006960	ENSACAP00000009162
ENSTGUP00000007594	ENSACAP00000013598
ENSTGUP00000012175	ENSACAP00000003823
ENSTGUP00000009043	ENSACAP00000008606
ENSTGUP00000003383	ENSACAP00000011644
ENSTGUP00000012862	ENSACAP00000009997
ENSTGUP00000001994	ENSACAP00000004072
ENSTGUP00000008442	ENSACAP00000001393
ENSTGUP00000008978	ENSACAP00000015319
ENSTGUP00000017614	ENSACAP00000015157
ENSTGUP00000002997	ENSACAP00000014302
ENSTGUP00000005990	ENSACAP00000010626
ENSTGUP00000004029	ENSACAP00000016814
ENSTGUP00000002512	ENSACAP00000015261
ENSTGUP00000005628	ENSACAP00000009123
ENSTGUP00000004832	ENSACAP00000006959
ENSTGUP00000007315	ENSACAP00000008961
ENSTGUP00000004531	ENSACAP00000011234
ENSTGUP00000004721	ENSACAP00000006786
ENSTGUP00000004996	ENSACAP00000000008
ENSTGUP00000007640	ENSACAP00000016167
ENSTGUP00000010980	ENSACAP00000020490
ENSTGUP00000003987	ENSACAP00000009615
ENSTGUP00000006156	ENSACAP00000013428
ENSTGUP00000007266	ENSACAP00000006886
ENSTGUP00000010930	ENSACAP00000010522
ENSTGUP00000013964	ENSACAP00000012457
ENSTGUP00000002246	ENSACAP00000000806
ENSTGUP00000005213	ENSACAP00000003517
ENSTGUP00000004799	ENSACAP00000000180
ENSTGUP00000008019	ENSACAP00000015276
ENSTGUP00000006730	ENSACAP00000011771
ENSTGUP00000012136	ENSACAP00000002078
ENSTGUP00000008982	ENSACAP00000006131
ENSTGUP00000002813	ENSACAP00000008085
ENSTGUP00000017703	ENSACAP00000014737
ENSTGUP00000006188	ENSACAP00000011632
ENSTGUP00000003755	ENSACAP00000007628
ENSTGUP00000006193	ENSACAP00000008934
ENSTGUP00000013272	ENSACAP00000018931
ENSTGUP00000004416	ENSACAP00000009269
ENSTGUP00000001608	ENSACAP00000017005
ENSTGUP00000003232	ENSACAP00000013310
ENSTGUP00000003442	ENSACAP00000016415
ENSTGUP00000011983	ENSACAP00000022238
ENSTGUP00000005381	ENSACAP00000016622
ENSTGUP00000005812	ENSACAP00000004813
ENSTGUP00000007272	ENSACAP00000007086
ENSTGUP00000012032	ENSACAP00000002680
ENSTGUP00000012367	ENSACAP00000016342
ENSTGUP00000004906	ENSACAP00000005735
ENSTGUP00000003234	ENSACAP00000016026
ENSTGUP00000011363	ENSACAP00000007822
ENSTGUP00000005849	ENSACAP00000015757
ENSTGUP00000006906	ENSACAP00000002832
ENSTGUP00000002723	ENSACAP00000003887
ENSTGUP00000006889	ENSACAP00000011690
ENSTGUP00000005235	ENSACAP00000008177
ENSTGUP00000004822	ENSACAP00000011005
ENSTGUP00000007282	ENSACAP00000016490
ENSTGUP00000012531	ENSACAP00000016429
ENSTGUP00000004166	ENSACAP00000007735
ENSTGUP00000010707	ENSACAP00000002728
ENSTGUP00000008165	ENSACAP00000014890
ENSTGUP00000010459	ENSACAP00000008645
ENSTGUP00000013437	ENSACAP00000000646
ENSTGUP00000012412	ENSACAP00000015658
ENSTGUP00000012173	ENSACAP00000001570
ENSTGUP00000006082	ENSACAP00000000550
ENSTGUP00000001264	ENSACAP00000011649
ENSTGUP00000000501	ENSACAP00000004559
ENSTGUP00000008831	ENSACAP00000002075
ENSTGUP00000001020	ENSACAP00000007083
ENSTGUP00000001285	ENSACAP00000002283
ENSTGUP00000007024	ENSACAP00000003965
ENSTGUP00000006602	ENSACAP00000002781
ENSTGUP00000018058	ENSACAP00000006364
ENSTGUP00000002718	ENSACAP00000011549
ENSTGUP00000007661	ENSACAP00000008524
ENSTGUP00000016807	ENSACAP00000004621
ENSTGUP00000013364	ENSACAP00000005808
ENSTGUP00000008059	ENSACAP00000000688
ENSTGUP00000011338	ENSACAP00000007972
ENSTGUP00000009041	ENSACAP00000006860
ENSTGUP00000004605	ENSACAP00000001228
ENSTGUP00000012742	ENSACAP00000008811
ENSTGUP00000000188	ENSACAP00000004606
ENSTGUP00000011642	ENSACAP00000016281
ENSTGUP00000009063	ENSACAP00000013010
ENSTGUP00000010010	ENSACAP00000003808
ENSTGUP00000005488	ENSACAP00000016465
ENSTGUP00000005487	ENSACAP00000016471
ENSTGUP00000002609	ENSACAP00000019288
ENSTGUP00000006484	ENSACAP00000001605
ENSTGUP00000009319	ENSACAP00000004989
ENSTGUP00000004294	ENSACAP00000010088
ENSTGUP00000013066	ENSACAP00000004154
ENSTGUP00000015580	ENSACAP00000002363
ENSTGUP00000006974	ENSACAP00000012782
ENSTGUP00000013378	ENSACAP00000006430
ENSTGUP00000002061	ENSACAP00000005715
ENSTGUP00000006033	ENSACAP00000005228
ENSTGUP00000003937	ENSACAP00000012337
ENSTGUP00000004711	ENSACAP00000008253
ENSTGUP00000006922	ENSACAP00000002910
ENSTGUP00000012098	ENSACAP00000002211
ENSTGUP00000009963	ENSACAP00000001883
ENSTGUP00000017082	ENSACAP00000002582
ENSTGUP00000010353	ENSACAP00000001012
ENSTGUP00000012298	ENSACAP00000003366
ENSTGUP00000000993	ENSACAP00000017568
ENSTGUP00000005418	ENSACAP00000003411
ENSTGUP00000006902	ENSACAP00000002809
ENSTGUP00000008742	ENSACAP00000000648
ENSTGUP00000011131	ENSACAP00000019172
ENSTGUP00000004635	ENSACAP00000000245
ENSTGUP00000008855	ENSACAP00000011880
ENSTGUP00000008886	ENSACAP00000007497
ENSTGUP00000009996	ENSACAP00000006946
ENSTGUP00000007655	ENSACAP00000008908
ENSTGUP00000009011	ENSACAP00000009622
ENSTGUP00000003807	ENSACAP00000007196
ENSTGUP00000008238	ENSACAP00000007194
ENSTGUP00000000375	ENSACAP00000006536
ENSTGUP00000003460	ENSACAP00000016446
ENSTGUP00000007366	ENSACAP00000011889
ENSTGUP00000008310	ENSACAP00000003356
ENSTGUP00000010211	ENSACAP00000007959
ENSTGUP00000005349	ENSACAP00000000587
ENSTGUP00000008576	ENSACAP00000011019
ENSTGUP00000012878	ENSACAP00000003839
ENSTGUP00000009797	ENSACAP00000002492
ENSTGUP00000004311	ENSACAP00000001397
ENSTGUP00000005566	ENSACAP00000006864
ENSTGUP00000013394	ENSACAP00000022439
ENSTGUP00000006617	ENSACAP00000005793
ENSTGUP00000006312	ENSACAP00000011209
ENSTGUP00000005480	ENSACAP00000008810
ENSTGUP00000011538	ENSACAP00000015683
ENSTGUP00000001704	ENSACAP00000012250
ENSTGUP00000006201	ENSACAP00000019731
ENSTGUP00000001982	ENSACAP00000012901
ENSTGUP00000004761	ENSACAP00000021951
ENSTGUP00000014040	ENSACAP00000011059
ENSTGUP00000007003	ENSACAP00000008915
ENSTGUP00000011651	ENSACAP00000016289
