ENSCAFP00000014731	ENSORLP00000017023
ENSCAFP00000011564	ENSORLP00000004544
ENSCAFP00000017371	ENSORLP00000016481
ENSCAFP00000042856	ENSORLP00000016281
ENSCAFP00000008093	ENSORLP00000025873
ENSCAFP00000010985	ENSORLP00000024273
ENSCAFP00000036550	ENSORLP00000007375
ENSCAFP00000019190	ENSORLP00000018012
ENSCAFP00000025018	ENSORLP00000013574
ENSCAFP00000041331	ENSORLP00000013986
ENSCAFP00000010600	ENSORLP00000016291
ENSCAFP00000034564	ENSORLP00000004252
ENSCAFP00000016776	ENSORLP00000015275
ENSCAFP00000015575	ENSORLP00000004736
ENSCAFP00000040750	ENSORLP00000006543
ENSCAFP00000016457	ENSORLP00000014104
ENSCAFP00000035591	ENSORLP00000019001
ENSCAFP00000039641	ENSORLP00000012503
ENSCAFP00000001424	ENSORLP00000002051
ENSCAFP00000013223	ENSORLP00000001934
ENSCAFP00000002393	ENSORLP00000018584
ENSCAFP00000025667	ENSORLP00000008476
ENSCAFP00000007006	ENSORLP00000025703
ENSCAFP00000008939	ENSORLP00000009683
ENSCAFP00000038303	ENSORLP00000011401
ENSCAFP00000028891	ENSORLP00000014572
ENSCAFP00000009719	ENSORLP00000006075
ENSCAFP00000027347	ENSORLP00000014428
ENSCAFP00000015848	ENSORLP00000009184
ENSCAFP00000019582	ENSORLP00000023395
ENSCAFP00000006900	ENSORLP00000014658
ENSCAFP00000016589	ENSORLP00000009330
ENSCAFP00000027074	ENSORLP00000020142
ENSCAFP00000019550	ENSORLP00000012458
ENSCAFP00000021998	ENSORLP00000005602
ENSCAFP00000008305	ENSORLP00000006284
ENSCAFP00000015951	ENSORLP00000009293
ENSCAFP00000026710	ENSORLP00000008680
ENSCAFP00000010974	ENSORLP00000015913
ENSCAFP00000008130	ENSORLP00000025874
ENSCAFP00000038873	ENSORLP00000006498
ENSCAFP00000012839	ENSORLP00000018917
ENSCAFP00000042005	ENSORLP00000025713
ENSCAFP00000040896	ENSORLP00000015009
ENSCAFP00000000614	ENSORLP00000023476
ENSCAFP00000010744	ENSORLP00000016393
ENSCAFP00000018460	ENSORLP00000003947
ENSCAFP00000002554	ENSORLP00000003958
ENSCAFP00000029539	ENSORLP00000009329
ENSCAFP00000037159	ENSORLP00000015930
ENSCAFP00000022691	ENSORLP00000002112
ENSCAFP00000029007	ENSORLP00000011024
ENSCAFP00000018953	ENSORLP00000014191
ENSCAFP00000027275	ENSORLP00000023123
ENSCAFP00000020143	ENSORLP00000010827
ENSCAFP00000013154	ENSORLP00000018088
ENSCAFP00000027812	ENSORLP00000003183
ENSCAFP00000016887	ENSORLP00000018284
ENSCAFP00000038062	ENSORLP00000014626
ENSCAFP00000024982	ENSORLP00000009787
ENSCAFP00000025675	ENSORLP00000018879
ENSCAFP00000001115	ENSORLP00000020093
ENSCAFP00000006740	ENSORLP00000006556
ENSCAFP00000019223	ENSORLP00000001074
ENSCAFP00000013689	ENSORLP00000001114
ENSCAFP00000030083	ENSORLP00000022186
ENSCAFP00000023633	ENSORLP00000010753
ENSCAFP00000018957	ENSORLP00000012253
ENSCAFP00000023745	ENSORLP00000019882
ENSCAFP00000023745	ENSORLP00000019782
ENSCAFP00000008910	ENSORLP00000005880
ENSCAFP00000022578	ENSORLP00000020228
ENSCAFP00000006596	ENSORLP00000004388
ENSCAFP00000021138	ENSORLP00000003834
ENSCAFP00000039884	ENSORLP00000005299
ENSCAFP00000040219	ENSORLP00000021548
ENSCAFP00000008162	ENSORLP00000012715
ENSCAFP00000010960	ENSORLP00000012358
ENSCAFP00000007473	ENSORLP00000022701
ENSCAFP00000006211	ENSORLP00000001907
ENSCAFP00000019552	ENSORLP00000017635
ENSCAFP00000038760	ENSORLP00000020022
ENSCAFP00000038760	ENSORLP00000020128
ENSCAFP00000008793	ENSORLP00000006171
ENSCAFP00000027277	ENSORLP00000014181
ENSCAFP00000042435	ENSORLP00000022289
ENSCAFP00000022930	ENSORLP00000021433
ENSCAFP00000022930	ENSORLP00000021051
ENSCAFP00000013817	ENSORLP00000022583
ENSCAFP00000014289	ENSORLP00000011645
ENSCAFP00000039312	ENSORLP00000009099
ENSCAFP00000038472	ENSORLP00000013214
ENSCAFP00000002556	ENSORLP00000024920
ENSCAFP00000005832	ENSORLP00000019023
ENSCAFP00000016747	ENSORLP00000008636
ENSCAFP00000003642	ENSORLP00000005886
ENSCAFP00000013578	ENSORLP00000025216
ENSCAFP00000022999	ENSORLP00000019703
ENSCAFP00000025662	ENSORLP00000018953
ENSCAFP00000014428	ENSORLP00000001003
ENSCAFP00000028814	ENSORLP00000003887
ENSCAFP00000007016	ENSORLP00000012605
ENSCAFP00000018881	ENSORLP00000007151
ENSCAFP00000014645	ENSORLP00000017577
ENSCAFP00000022719	ENSORLP00000011071
ENSCAFP00000022719	ENSORLP00000010927
ENSCAFP00000007799	ENSORLP00000013372
ENSCAFP00000019204	ENSORLP00000001916
ENSCAFP00000029458	ENSORLP00000017623
ENSCAFP00000003077	ENSORLP00000005462
ENSCAFP00000037130	ENSORLP00000011348
ENSCAFP00000037130	ENSORLP00000018950
ENSCAFP00000000297	ENSORLP00000004212
ENSCAFP00000041282	ENSORLP00000011631
ENSCAFP00000025740	ENSORLP00000018083
ENSCAFP00000035221	ENSORLP00000001282
ENSCAFP00000022335	ENSORLP00000020946
ENSCAFP00000011154	ENSORLP00000012440
ENSCAFP00000042083	ENSORLP00000018343
ENSCAFP00000042649	ENSORLP00000006531
ENSCAFP00000021281	ENSORLP00000011498
ENSCAFP00000015937	ENSORLP00000012186
ENSCAFP00000000011	ENSORLP00000017031
ENSCAFP00000026726	ENSORLP00000013062
ENSCAFP00000022173	ENSORLP00000020035
ENSCAFP00000039337	ENSORLP00000006349
ENSCAFP00000002503	ENSORLP00000022060
ENSCAFP00000022291	ENSORLP00000015095
ENSCAFP00000026787	ENSORLP00000016772
ENSCAFP00000022225	ENSORLP00000009964
ENSCAFP00000005864	ENSORLP00000009886
ENSCAFP00000008384	ENSORLP00000021098
ENSCAFP00000031654	ENSORLP00000016797
ENSCAFP00000006858	ENSORLP00000022162
ENSCAFP00000021470	ENSORLP00000007673
ENSCAFP00000017454	ENSORLP00000021342
ENSCAFP00000006928	ENSORLP00000022129
ENSCAFP00000040529	ENSORLP00000025044
ENSCAFP00000040404	ENSORLP00000012665
ENSCAFP00000028774	ENSORLP00000016358
ENSCAFP00000008705	ENSORLP00000020612
ENSCAFP00000037514	ENSORLP00000005495
ENSCAFP00000014718	ENSORLP00000017947
ENSCAFP00000029790	ENSORLP00000005028
ENSCAFP00000017806	ENSORLP00000017865
ENSCAFP00000003278	ENSORLP00000025389
ENSCAFP00000036557	ENSORLP00000018158
ENSCAFP00000021990	ENSORLP00000002949
ENSCAFP00000014778	ENSORLP00000016224
ENSCAFP00000002700	ENSORLP00000003904
ENSCAFP00000032147	ENSORLP00000018616
ENSCAFP00000040730	ENSORLP00000007518
ENSCAFP00000022945	ENSORLP00000012696
ENSCAFP00000022714	ENSORLP00000005944
ENSCAFP00000029382	ENSORLP00000007153
ENSCAFP00000019175	ENSORLP00000020525
ENSCAFP00000009546	ENSORLP00000005930
ENSCAFP00000026029	ENSORLP00000002084
ENSCAFP00000011457	ENSORLP00000011804
ENSCAFP00000001109	ENSORLP00000023721
ENSCAFP00000029329	ENSORLP00000011773
ENSCAFP00000003866	ENSORLP00000007589
ENSCAFP00000004605	ENSORLP00000020947
ENSCAFP00000004605	ENSORLP00000018483
ENSCAFP00000004584	ENSORLP00000018537
ENSCAFP00000039300	ENSORLP00000020137
ENSCAFP00000013552	ENSORLP00000017611
ENSCAFP00000006251	ENSORLP00000021676
ENSCAFP00000013770	ENSORLP00000021354
ENSCAFP00000003334	ENSORLP00000015340
ENSCAFP00000016940	ENSORLP00000014820
ENSCAFP00000012195	ENSORLP00000018191
ENSCAFP00000012195	ENSORLP00000020269
ENSCAFP00000004815	ENSORLP00000017232
ENSCAFP00000011400	ENSORLP00000009252
ENSCAFP00000013310	ENSORLP00000010908
ENSCAFP00000041497	ENSORLP00000020894
ENSCAFP00000027599	ENSORLP00000012913
ENSCAFP00000039374	ENSORLP00000004894
ENSCAFP00000038785	ENSORLP00000019606
ENSCAFP00000036741	ENSORLP00000012497
ENSCAFP00000029096	ENSORLP00000000378
ENSCAFP00000022319	ENSORLP00000020752
ENSCAFP00000008681	ENSORLP00000015234
ENSCAFP00000022458	ENSORLP00000020287
ENSCAFP00000034898	ENSORLP00000022586
ENSCAFP00000013550	ENSORLP00000000050
ENSCAFP00000035984	ENSORLP00000010617
ENSCAFP00000019228	ENSORLP00000017323
ENSCAFP00000005886	ENSORLP00000019969
ENSCAFP00000030037	ENSORLP00000023551
ENSCAFP00000006181	ENSORLP00000021115
ENSCAFP00000008901	ENSORLP00000001757
ENSCAFP00000021605	ENSORLP00000006388
ENSCAFP00000019417	ENSORLP00000019870
ENSCAFP00000021942	ENSORLP00000001382
ENSCAFP00000027718	ENSORLP00000012674
ENSCAFP00000033001	ENSORLP00000012990
ENSCAFP00000033001	ENSORLP00000010357
ENSCAFP00000031822	ENSORLP00000010583
ENSCAFP00000003788	ENSORLP00000001143
ENSCAFP00000006809	ENSORLP00000003942
ENSCAFP00000042907	ENSORLP00000000272
ENSCAFP00000014088	ENSORLP00000008249
ENSCAFP00000016436	ENSORLP00000008915
ENSCAFP00000039916	ENSORLP00000014177
ENSCAFP00000017544	ENSORLP00000024979
ENSCAFP00000014990	ENSORLP00000007877
ENSCAFP00000017205	ENSORLP00000017227
ENSCAFP00000011936	ENSORLP00000020504
ENSCAFP00000005176	ENSORLP00000022916
ENSCAFP00000042279	ENSORLP00000018797
ENSCAFP00000024729	ENSORLP00000015379
ENSCAFP00000022874	ENSORLP00000021807
ENSCAFP00000005025	ENSORLP00000019205
ENSCAFP00000026170	ENSORLP00000013502
ENSCAFP00000026745	ENSORLP00000013676
ENSCAFP00000007554	ENSORLP00000014266
ENSCAFP00000002836	ENSORLP00000021129
ENSCAFP00000007259	ENSORLP00000006772
ENSCAFP00000020211	ENSORLP00000018055
ENSCAFP00000005153	ENSORLP00000002799
ENSCAFP00000015297	ENSORLP00000018349
ENSCAFP00000017879	ENSORLP00000020363
ENSCAFP00000027126	ENSORLP00000003506
ENSCAFP00000009557	ENSORLP00000004773
ENSCAFP00000018778	ENSORLP00000021713
ENSCAFP00000017428	ENSORLP00000021995
ENSCAFP00000028577	ENSORLP00000003583
ENSCAFP00000041465	ENSORLP00000002233
ENSCAFP00000000757	ENSORLP00000003450
ENSCAFP00000031245	ENSORLP00000011788
ENSCAFP00000039857	ENSORLP00000021581
ENSCAFP00000015655	ENSORLP00000011385
ENSCAFP00000020048	ENSORLP00000015077
ENSCAFP00000008207	ENSORLP00000006784
ENSCAFP00000012486	ENSORLP00000013566
ENSCAFP00000018094	ENSORLP00000005555
ENSCAFP00000018719	ENSORLP00000009983
ENSCAFP00000012568	ENSORLP00000012668
ENSCAFP00000000674	ENSORLP00000021539
ENSCAFP00000029747	ENSORLP00000019007
ENSCAFP00000017857	ENSORLP00000013689
ENSCAFP00000007358	ENSORLP00000025796
ENSCAFP00000008389	ENSORLP00000008844
ENSCAFP00000018330	ENSORLP00000022673
ENSCAFP00000018073	ENSORLP00000005566
ENSCAFP00000016548	ENSORLP00000015467
ENSCAFP00000002749	ENSORLP00000024535
ENSCAFP00000009144	ENSORLP00000018811
ENSCAFP00000015331	ENSORLP00000016088
ENSCAFP00000041802	ENSORLP00000014913
ENSCAFP00000016640	ENSORLP00000015675
ENSCAFP00000019259	ENSORLP00000002547
ENSCAFP00000001308	ENSORLP00000007354
ENSCAFP00000041173	ENSORLP00000017592
ENSCAFP00000011796	ENSORLP00000004732
ENSCAFP00000040721	ENSORLP00000005569
ENSCAFP00000030065	ENSORLP00000016786
ENSCAFP00000037049	ENSORLP00000020379
ENSCAFP00000003335	ENSORLP00000024637
ENSCAFP00000039351	ENSORLP00000019302
ENSCAFP00000018772	ENSORLP00000018361
ENSCAFP00000013239	ENSORLP00000004738
ENSCAFP00000010817	ENSORLP00000020606
ENSCAFP00000007190	ENSORLP00000006828
ENSCAFP00000026884	ENSORLP00000016667
ENSCAFP00000011552	ENSORLP00000021598
ENSCAFP00000034252	ENSORLP00000006293
ENSCAFP00000022506	ENSORLP00000008333
ENSCAFP00000021428	ENSORLP00000021826
ENSCAFP00000015535	ENSORLP00000013735
ENSCAFP00000002119	ENSORLP00000015002
ENSCAFP00000002653	ENSORLP00000013556
ENSCAFP00000008985	ENSORLP00000024758
ENSCAFP00000041607	ENSORLP00000001254
ENSCAFP00000021013	ENSORLP00000011434
ENSCAFP00000002953	ENSORLP00000008564
ENSCAFP00000003947	ENSORLP00000014036
ENSCAFP00000025509	ENSORLP00000008625
ENSCAFP00000003243	ENSORLP00000009708
ENSCAFP00000007977	ENSORLP00000013488
ENSCAFP00000016941	ENSORLP00000021191
ENSCAFP00000002941	ENSORLP00000000208
ENSCAFP00000007174	ENSORLP00000004048
ENSCAFP00000013507	ENSORLP00000007038
ENSCAFP00000037732	ENSORLP00000001157
ENSCAFP00000040759	ENSORLP00000004727
ENSCAFP00000018638	ENSORLP00000021640
ENSCAFP00000015314	ENSORLP00000016098
ENSCAFP00000026815	ENSORLP00000015448
ENSCAFP00000006891	ENSORLP00000004815
ENSCAFP00000002828	ENSORLP00000014942
ENSCAFP00000022415	ENSORLP00000002811
ENSCAFP00000042091	ENSORLP00000015357
ENSCAFP00000021292	ENSORLP00000015197
ENSCAFP00000019462	ENSORLP00000009380
ENSCAFP00000008203	ENSORLP00000008034
ENSCAFP00000019511	ENSORLP00000025726
ENSCAFP00000018556	ENSORLP00000022786
ENSCAFP00000028092	ENSORLP00000009822
ENSCAFP00000007146	ENSORLP00000025757
ENSCAFP00000017617	ENSORLP00000002262
ENSCAFP00000036497	ENSORLP00000006100
ENSCAFP00000029502	ENSORLP00000011867
ENSCAFP00000027157	ENSORLP00000014060
ENSCAFP00000023219	ENSORLP00000022597
ENSCAFP00000039216	ENSORLP00000012470
ENSCAFP00000016270	ENSORLP00000007767
ENSCAFP00000024609	ENSORLP00000025074
ENSCAFP00000025337	ENSORLP00000009869
ENSCAFP00000028135	ENSORLP00000025605
ENSCAFP00000018938	ENSORLP00000012228
ENSCAFP00000006938	ENSORLP00000015888
ENSCAFP00000022267	ENSORLP00000000334
ENSCAFP00000024846	ENSORLP00000020398
ENSCAFP00000016657	ENSORLP00000025242
ENSCAFP00000006196	ENSORLP00000002861
ENSCAFP00000012409	ENSORLP00000019920
ENSCAFP00000008929	ENSORLP00000021557
ENSCAFP00000036245	ENSORLP00000001970
ENSCAFP00000022189	ENSORLP00000011635
ENSCAFP00000022117	ENSORLP00000021221
ENSCAFP00000009852	ENSORLP00000017007
ENSCAFP00000000400	ENSORLP00000022214
ENSCAFP00000036936	ENSORLP00000016409
ENSCAFP00000006712	ENSORLP00000001827
ENSCAFP00000029658	ENSORLP00000012008
ENSCAFP00000028600	ENSORLP00000001576
ENSCAFP00000002225	ENSORLP00000024585
ENSCAFP00000017264	ENSORLP00000010393
ENSCAFP00000012478	ENSORLP00000023917
ENSCAFP00000003700	ENSORLP00000010988
ENSCAFP00000017710	ENSORLP00000014612
ENSCAFP00000021936	ENSORLP00000018583
ENSCAFP00000008986	ENSORLP00000018296
ENSCAFP00000003687	ENSORLP00000010943
ENSCAFP00000011630	ENSORLP00000010703
ENSCAFP00000017552	ENSORLP00000000996
ENSCAFP00000024839	ENSORLP00000010169
ENSCAFP00000027538	ENSORLP00000012315
ENSCAFP00000010190	ENSORLP00000021837
ENSCAFP00000020627	ENSORLP00000006378
ENSCAFP00000031354	ENSORLP00000016942
ENSCAFP00000017455	ENSORLP00000022318
ENSCAFP00000015725	ENSORLP00000011412
ENSCAFP00000009855	ENSORLP00000004233
ENSCAFP00000028623	ENSORLP00000017190
ENSCAFP00000013576	ENSORLP00000002847
ENSCAFP00000006872	ENSORLP00000017796
ENSCAFP00000017654	ENSORLP00000003689
ENSCAFP00000029671	ENSORLP00000005340
ENSCAFP00000037694	ENSORLP00000024261
ENSCAFP00000020568	ENSORLP00000013440
ENSCAFP00000017832	ENSORLP00000014305
ENSCAFP00000013892	ENSORLP00000010346
ENSCAFP00000000752	ENSORLP00000021431
ENSCAFP00000042219	ENSORLP00000005424
ENSCAFP00000007151	ENSORLP00000025762
ENSCAFP00000037441	ENSORLP00000007408
ENSCAFP00000037826	ENSORLP00000010401
ENSCAFP00000026936	ENSORLP00000006158
ENSCAFP00000011353	ENSORLP00000010281
ENSCAFP00000006260	ENSORLP00000016424
ENSCAFP00000022041	ENSORLP00000017921
ENSCAFP00000016504	ENSORLP00000018199
ENSCAFP00000028745	ENSORLP00000014640
ENSCAFP00000010951	ENSORLP00000010571
ENSCAFP00000010894	ENSORLP00000017687
ENSCAFP00000002645	ENSORLP00000013626
ENSCAFP00000005474	ENSORLP00000023408
ENSCAFP00000025677	ENSORLP00000018959
ENSCAFP00000017810	ENSORLP00000006926
ENSCAFP00000028799	ENSORLP00000011587
ENSCAFP00000001360	ENSORLP00000013583
ENSCAFP00000024222	ENSORLP00000021798
ENSCAFP00000024177	ENSORLP00000005829
ENSCAFP00000001355	ENSORLP00000001367
ENSCAFP00000017063	ENSORLP00000016005
ENSCAFP00000002745	ENSORLP00000004046
ENSCAFP00000020900	ENSORLP00000019019
ENSCAFP00000002199	ENSORLP00000013501
ENSCAFP00000023819	ENSORLP00000019905
ENSCAFP00000010634	ENSORLP00000005704
ENSCAFP00000027524	ENSORLP00000018700
ENSCAFP00000000401	ENSORLP00000022207
ENSCAFP00000015067	ENSORLP00000003133
ENSCAFP00000018464	ENSORLP00000023804
ENSCAFP00000008476	ENSORLP00000025841
ENSCAFP00000014797	ENSORLP00000004120
ENSCAFP00000030069	ENSORLP00000013504
ENSCAFP00000014537	ENSORLP00000007904
ENSCAFP00000024183	ENSORLP00000005840
ENSCAFP00000027031	ENSORLP00000007640
ENSCAFP00000019068	ENSORLP00000007105
ENSCAFP00000039638	ENSORLP00000007751
ENSCAFP00000001474	ENSORLP00000000785
ENSCAFP00000004884	ENSORLP00000025269
ENSCAFP00000009126	ENSORLP00000018796
ENSCAFP00000019736	ENSORLP00000022139
ENSCAFP00000028118	ENSORLP00000025608
ENSCAFP00000008437	ENSORLP00000015280
ENSCAFP00000015413	ENSORLP00000002923
ENSCAFP00000019310	ENSORLP00000014216
ENSCAFP00000029513	ENSORLP00000011928
ENSCAFP00000025255	ENSORLP00000007942
ENSCAFP00000002533	ENSORLP00000023849
ENSCAFP00000011539	ENSORLP00000015941
ENSCAFP00000015614	ENSORLP00000025611
ENSCAFP00000018861	ENSORLP00000004261
ENSCAFP00000025664	ENSORLP00000003909
ENSCAFP00000027153	ENSORLP00000016440
ENSCAFP00000039989	ENSORLP00000003473
ENSCAFP00000022167	ENSORLP00000013631
ENSCAFP00000025303	ENSORLP00000017024
ENSCAFP00000011685	ENSORLP00000010874
ENSCAFP00000001016	ENSORLP00000014538
ENSCAFP00000029635	ENSORLP00000005147
ENSCAFP00000003306	ENSORLP00000002931
ENSCAFP00000028216	ENSORLP00000019239
ENSCAFP00000011155	ENSORLP00000007736
ENSCAFP00000008338	ENSORLP00000002365
ENSCAFP00000036229	ENSORLP00000009238
ENSCAFP00000010114	ENSORLP00000015305
ENSCAFP00000014074	ENSORLP00000019601
ENSCAFP00000023134	ENSORLP00000011178
ENSCAFP00000026538	ENSORLP00000003098
ENSCAFP00000018739	ENSORLP00000009110
ENSCAFP00000036889	ENSORLP00000001112
ENSCAFP00000007911	ENSORLP00000015401
ENSCAFP00000022450	ENSORLP00000007057
ENSCAFP00000042340	ENSORLP00000005614
ENSCAFP00000002191	ENSORLP00000016810
ENSCAFP00000012957	ENSORLP00000009797
ENSCAFP00000018168	ENSORLP00000010208
ENSCAFP00000040030	ENSORLP00000017041
ENSCAFP00000027454	ENSORLP00000012466
ENSCAFP00000000422	ENSORLP00000024991
ENSCAFP00000007414	ENSORLP00000006844
ENSCAFP00000034478	ENSORLP00000001071
ENSCAFP00000025338	ENSORLP00000007264
ENSCAFP00000029894	ENSORLP00000017361
ENSCAFP00000012753	ENSORLP00000007298
ENSCAFP00000008513	ENSORLP00000012005
ENSCAFP00000004638	ENSORLP00000022429
ENSCAFP00000002053	ENSORLP00000006448
ENSCAFP00000023204	ENSORLP00000022576
ENSCAFP00000038995	ENSORLP00000009368
ENSCAFP00000020948	ENSORLP00000019026
ENSCAFP00000020403	ENSORLP00000010743
ENSCAFP00000009475	ENSORLP00000021944
ENSCAFP00000018692	ENSORLP00000001577
ENSCAFP00000020199	ENSORLP00000018219
ENSCAFP00000002063	ENSORLP00000017951
ENSCAFP00000015547	ENSORLP00000025322
ENSCAFP00000013004	ENSORLP00000008354
ENSCAFP00000013870	ENSORLP00000019252
ENSCAFP00000021259	ENSORLP00000019359
ENSCAFP00000023885	ENSORLP00000014872
ENSCAFP00000006599	ENSORLP00000007124
ENSCAFP00000039701	ENSORLP00000014002
ENSCAFP00000007846	ENSORLP00000007034
ENSCAFP00000007846	ENSORLP00000007487
ENSCAFP00000017289	ENSORLP00000015932
ENSCAFP00000009334	ENSORLP00000020867
ENSCAFP00000032607	ENSORLP00000011564
ENSCAFP00000032607	ENSORLP00000019894
ENSCAFP00000024974	ENSORLP00000024800
ENSCAFP00000002431	ENSORLP00000012079
ENSCAFP00000037196	ENSORLP00000006482
ENSCAFP00000035930	ENSORLP00000019911
ENSCAFP00000025211	ENSORLP00000020745
ENSCAFP00000028816	ENSORLP00000005587
ENSCAFP00000005518	ENSORLP00000013383
ENSCAFP00000023646	ENSORLP00000010739
ENSCAFP00000024549	ENSORLP00000009562
ENSCAFP00000023176	ENSORLP00000012180
ENSCAFP00000003826	ENSORLP00000023411
ENSCAFP00000021422	ENSORLP00000006062
ENSCAFP00000021844	ENSORLP00000018661
ENSCAFP00000021846	ENSORLP00000010478
ENSCAFP00000037830	ENSORLP00000000093
ENSCAFP00000020258	ENSORLP00000017161
ENSCAFP00000026923	ENSORLP00000009986
ENSCAFP00000028962	ENSORLP00000009658
ENSCAFP00000001495	ENSORLP00000001061
ENSCAFP00000009746	ENSORLP00000009280
ENSCAFP00000009478	ENSORLP00000013549
ENSCAFP00000029123	ENSORLP00000008551
ENSCAFP00000039873	ENSORLP00000015108
ENSCAFP00000039200	ENSORLP00000019348
ENSCAFP00000024315	ENSORLP00000024219
ENSCAFP00000005995	ENSORLP00000020844
ENSCAFP00000017124	ENSORLP00000014530
ENSCAFP00000016512	ENSORLP00000020359
ENSCAFP00000012392	ENSORLP00000011996
ENSCAFP00000001666	ENSORLP00000022031
ENSCAFP00000035110	ENSORLP00000022377
ENSCAFP00000002247	ENSORLP00000019531
ENSCAFP00000000989	ENSORLP00000010982
ENSCAFP00000016936	ENSORLP00000016412
ENSCAFP00000041516	ENSORLP00000002720
ENSCAFP00000025916	ENSORLP00000009690
ENSCAFP00000040231	ENSORLP00000007781
ENSCAFP00000024090	ENSORLP00000007190
ENSCAFP00000015805	ENSORLP00000017467
ENSCAFP00000010175	ENSORLP00000008082
ENSCAFP00000040844	ENSORLP00000022505
ENSCAFP00000016894	ENSORLP00000018271
ENSCAFP00000022601	ENSORLP00000019805
ENSCAFP00000023783	ENSORLP00000024521
ENSCAFP00000023783	ENSORLP00000023018
ENSCAFP00000013919	ENSORLP00000017219
ENSCAFP00000023275	ENSORLP00000013189
ENSCAFP00000012252	ENSORLP00000007425
ENSCAFP00000015440	ENSORLP00000025805
ENSCAFP00000006415	ENSORLP00000017040
ENSCAFP00000039737	ENSORLP00000005671
ENSCAFP00000023032	ENSORLP00000018117
ENSCAFP00000038959	ENSORLP00000001553
ENSCAFP00000005308	ENSORLP00000014642
ENSCAFP00000025105	ENSORLP00000020691
ENSCAFP00000019430	ENSORLP00000004242
ENSCAFP00000027051	ENSORLP00000019089
ENSCAFP00000006058	ENSORLP00000010867
ENSCAFP00000042640	ENSORLP00000012346
ENSCAFP00000027288	ENSORLP00000004351
ENSCAFP00000012685	ENSORLP00000009685
ENSCAFP00000008760	ENSORLP00000005982
ENSCAFP00000030595	ENSORLP00000017889
ENSCAFP00000029530	ENSORLP00000017431
ENSCAFP00000029426	ENSORLP00000000507
ENSCAFP00000011636	ENSORLP00000019099
ENSCAFP00000000304	ENSORLP00000006203
ENSCAFP00000027426	ENSORLP00000005086
ENSCAFP00000027152	ENSORLP00000007738
ENSCAFP00000004883	ENSORLP00000008542
ENSCAFP00000016575	ENSORLP00000012708
ENSCAFP00000006871	ENSORLP00000023430
ENSCAFP00000027897	ENSORLP00000002229
ENSCAFP00000042508	ENSORLP00000025448
ENSCAFP00000015700	ENSORLP00000020532
ENSCAFP00000036818	ENSORLP00000024972
ENSCAFP00000032909	ENSORLP00000010285
ENSCAFP00000023946	ENSORLP00000018611
ENSCAFP00000028839	ENSORLP00000024055
ENSCAFP00000035911	ENSORLP00000013365
ENSCAFP00000006917	ENSORLP00000025246
ENSCAFP00000021778	ENSORLP00000000656
ENSCAFP00000041134	ENSORLP00000014007
ENSCAFP00000025638	ENSORLP00000021606
ENSCAFP00000008581	ENSORLP00000020219
ENSCAFP00000004200	ENSORLP00000010934
ENSCAFP00000009343	ENSORLP00000005454
ENSCAFP00000001439	ENSORLP00000018346
ENSCAFP00000002200	ENSORLP00000021631
ENSCAFP00000043011	ENSORLP00000018348
ENSCAFP00000001417	ENSORLP00000007839
ENSCAFP00000025928	ENSORLP00000022793
ENSCAFP00000003559	ENSORLP00000013733
ENSCAFP00000016895	ENSORLP00000025496
ENSCAFP00000019785	ENSORLP00000015668
ENSCAFP00000030453	ENSORLP00000019345
ENSCAFP00000037405	ENSORLP00000005642
ENSCAFP00000020434	ENSORLP00000010924
ENSCAFP00000022810	ENSORLP00000003732
ENSCAFP00000018159	ENSORLP00000022712
ENSCAFP00000027348	ENSORLP00000014418
ENSCAFP00000037123	ENSORLP00000013183
ENSCAFP00000004126	ENSORLP00000013006
ENSCAFP00000003103	ENSORLP00000015601
ENSCAFP00000036092	ENSORLP00000009484
ENSCAFP00000028671	ENSORLP00000021118
ENSCAFP00000019537	ENSORLP00000017639
ENSCAFP00000035856	ENSORLP00000024895
ENSCAFP00000018609	ENSORLP00000011911
ENSCAFP00000008421	ENSORLP00000015131
ENSCAFP00000016812	ENSORLP00000019691
ENSCAFP00000016182	ENSORLP00000014389
