ENSDARP00000122973	ENSACAP00000008923
ENSDARP00000061664	ENSACAP00000006302
ENSDARP00000025119	ENSACAP00000015926
ENSDARP00000112333	ENSACAP00000004780
ENSDARP00000098071	ENSACAP00000008642
ENSDARP00000022256	ENSACAP00000001311
ENSDARP00000067557	ENSACAP00000013687
ENSDARP00000004926	ENSACAP00000001217
ENSDARP00000110193	ENSACAP00000012780
ENSDARP00000063922	ENSACAP00000001766
ENSDARP00000022858	ENSACAP00000015734
ENSDARP00000004298	ENSACAP00000001653
ENSDARP00000015461	ENSACAP00000012608
ENSDARP00000062417	ENSACAP00000017726
ENSDARP00000062993	ENSACAP00000008699
ENSDARP00000111972	ENSACAP00000006240
ENSDARP00000046901	ENSACAP00000017615
ENSDARP00000021450	ENSACAP00000017615
ENSDARP00000117779	ENSACAP00000003664
ENSDARP00000011011	ENSACAP00000016055
ENSDARP00000113849	ENSACAP00000010113
ENSDARP00000118855	ENSACAP00000018479
ENSDARP00000124881	ENSACAP00000008576
ENSDARP00000090568	ENSACAP00000012592
ENSDARP00000041303	ENSACAP00000010099
ENSDARP00000017217	ENSACAP00000015108
ENSDARP00000076630	ENSACAP00000016672
ENSDARP00000010686	ENSACAP00000003389
ENSDARP00000102576	ENSACAP00000002874
ENSDARP00000005176	ENSACAP00000002574
ENSDARP00000003452	ENSACAP00000012539
ENSDARP00000121522	ENSACAP00000012539
ENSDARP00000088129	ENSACAP00000012414
ENSDARP00000096361	ENSACAP00000005122
ENSDARP00000118121	ENSACAP00000005669
ENSDARP00000008647	ENSACAP00000006559
ENSDARP00000124976	ENSACAP00000014479
ENSDARP00000113369	ENSACAP00000007449
ENSDARP00000083350	ENSACAP00000022501
ENSDARP00000003814	ENSACAP00000017611
ENSDARP00000104575	ENSACAP00000004250
ENSDARP00000055553	ENSACAP00000013808
ENSDARP00000076240	ENSACAP00000017206
ENSDARP00000009876	ENSACAP00000000650
ENSDARP00000029422	ENSACAP00000008466
ENSDARP00000036580	ENSACAP00000014557
ENSDARP00000031098	ENSACAP00000012730
ENSDARP00000068371	ENSACAP00000007001
ENSDARP00000017257	ENSACAP00000007001
ENSDARP00000057289	ENSACAP00000008100
ENSDARP00000103344	ENSACAP00000009770
ENSDARP00000039099	ENSACAP00000010839
ENSDARP00000094021	ENSACAP00000007463
ENSDARP00000095835	ENSACAP00000006913
ENSDARP00000094818	ENSACAP00000004841
ENSDARP00000100659	ENSACAP00000004841
ENSDARP00000118938	ENSACAP00000001950
ENSDARP00000122813	ENSACAP00000018224
ENSDARP00000122798	ENSACAP00000019132
ENSDARP00000034076	ENSACAP00000010459
ENSDARP00000057468	ENSACAP00000020240
ENSDARP00000069664	ENSACAP00000020240
ENSDARP00000042157	ENSACAP00000003514
ENSDARP00000104069	ENSACAP00000014289
ENSDARP00000057878	ENSACAP00000021839
ENSDARP00000118511	ENSACAP00000012540
ENSDARP00000126135	ENSACAP00000023187
ENSDARP00000050124	ENSACAP00000013474
ENSDARP00000103454	ENSACAP00000017678
ENSDARP00000095488	ENSACAP00000006768
ENSDARP00000050933	ENSACAP00000008630
ENSDARP00000055753	ENSACAP00000012973
ENSDARP00000013627	ENSACAP00000007427
ENSDARP00000048926	ENSACAP00000017303
ENSDARP00000070780	ENSACAP00000000398
ENSDARP00000008133	ENSACAP00000010118
ENSDARP00000098875	ENSACAP00000005208
ENSDARP00000093249	ENSACAP00000021786
ENSDARP00000087584	ENSACAP00000006751
ENSDARP00000022060	ENSACAP00000017279
ENSDARP00000109711	ENSACAP00000012685
ENSDARP00000061774	ENSACAP00000014032
ENSDARP00000072847	ENSACAP00000008884
ENSDARP00000067287	ENSACAP00000000179
ENSDARP00000103758	ENSACAP00000018442
ENSDARP00000107624	ENSACAP00000009268
ENSDARP00000096613	ENSACAP00000008500
ENSDARP00000069296	ENSACAP00000008500
ENSDARP00000110209	ENSACAP00000008029
ENSDARP00000066063	ENSACAP00000007200
ENSDARP00000116660	ENSACAP00000005459
ENSDARP00000111582	ENSACAP00000003604
ENSDARP00000054908	ENSACAP00000007320
ENSDARP00000065543	ENSACAP00000001810
ENSDARP00000106559	ENSACAP00000008086
ENSDARP00000096969	ENSACAP00000021989
ENSDARP00000065863	ENSACAP00000015389
ENSDARP00000009109	ENSACAP00000001807
ENSDARP00000099718	ENSACAP00000016054
ENSDARP00000066387	ENSACAP00000007960
ENSDARP00000073799	ENSACAP00000007020
ENSDARP00000052645	ENSACAP00000007020
ENSDARP00000040032	ENSACAP00000004064
ENSDARP00000103873	ENSACAP00000002511
ENSDARP00000122613	ENSACAP00000015328
ENSDARP00000074153	ENSACAP00000015328
ENSDARP00000054860	ENSACAP00000005850
ENSDARP00000110784	ENSACAP00000007775
ENSDARP00000025466	ENSACAP00000005561
ENSDARP00000129175	ENSACAP00000020095
ENSDARP00000006173	ENSACAP00000011479
ENSDARP00000010013	ENSACAP00000013349
ENSDARP00000044042	ENSACAP00000005318
ENSDARP00000116237	ENSACAP00000021880
ENSDARP00000106416	ENSACAP00000005545
ENSDARP00000019903	ENSACAP00000014828
ENSDARP00000055486	ENSACAP00000022516
ENSDARP00000105727	ENSACAP00000002255
ENSDARP00000128519	ENSACAP00000000336
ENSDARP00000062091	ENSACAP00000000548
ENSDARP00000066190	ENSACAP00000002342
ENSDARP00000088640	ENSACAP00000017711
ENSDARP00000121705	ENSACAP00000010262
ENSDARP00000104242	ENSACAP00000013657
ENSDARP00000105820	ENSACAP00000010757
ENSDARP00000017149	ENSACAP00000006390
ENSDARP00000102969	ENSACAP00000001233
ENSDARP00000110068	ENSACAP00000001923
ENSDARP00000080925	ENSACAP00000014376
ENSDARP00000108416	ENSACAP00000001510
ENSDARP00000063612	ENSACAP00000001510
ENSDARP00000099617	ENSACAP00000002345
ENSDARP00000071726	ENSACAP00000012979
ENSDARP00000118992	ENSACAP00000015400
ENSDARP00000129851	ENSACAP00000003988
ENSDARP00000088806	ENSACAP00000003988
ENSDARP00000064693	ENSACAP00000006183
ENSDARP00000005886	ENSACAP00000001107
ENSDARP00000076519	ENSACAP00000005553
ENSDARP00000076735	ENSACAP00000002407
ENSDARP00000064065	ENSACAP00000002661
ENSDARP00000050846	ENSACAP00000004421
ENSDARP00000060688	ENSACAP00000016550
ENSDARP00000004687	ENSACAP00000007088
ENSDARP00000121982	ENSACAP00000010225
ENSDARP00000031745	ENSACAP00000001265
ENSDARP00000037419	ENSACAP00000005827
ENSDARP00000116409	ENSACAP00000006906
ENSDARP00000109353	ENSACAP00000015848
ENSDARP00000018505	ENSACAP00000002468
ENSDARP00000124362	ENSACAP00000005652
ENSDARP00000097615	ENSACAP00000009077
ENSDARP00000060189	ENSACAP00000010266
ENSDARP00000123267	ENSACAP00000016859
ENSDARP00000068017	ENSACAP00000000063
ENSDARP00000037304	ENSACAP00000010310
ENSDARP00000106732	ENSACAP00000008183
ENSDARP00000098431	ENSACAP00000008183
ENSDARP00000038195	ENSACAP00000005845
ENSDARP00000105984	ENSACAP00000017256
ENSDARP00000076893	ENSACAP00000015177
ENSDARP00000063150	ENSACAP00000017769
ENSDARP00000088158	ENSACAP00000017769
ENSDARP00000124404	ENSACAP00000008571
ENSDARP00000098601	ENSACAP00000008571
ENSDARP00000106280	ENSACAP00000013308
ENSDARP00000126728	ENSACAP00000006841
ENSDARP00000044114	ENSACAP00000004843
ENSDARP00000032165	ENSACAP00000003076
ENSDARP00000126427	ENSACAP00000008794
ENSDARP00000067396	ENSACAP00000001295
ENSDARP00000070899	ENSACAP00000002142
ENSDARP00000111067	ENSACAP00000013717
ENSDARP00000034563	ENSACAP00000008796
ENSDARP00000050244	ENSACAP00000005095
ENSDARP00000127074	ENSACAP00000005415
ENSDARP00000071703	ENSACAP00000003288
ENSDARP00000012858	ENSACAP00000007214
ENSDARP00000087580	ENSACAP00000012937
ENSDARP00000097688	ENSACAP00000018839
ENSDARP00000124120	ENSACAP00000011264
ENSDARP00000051775	ENSACAP00000007378
ENSDARP00000081745	ENSACAP00000010948
ENSDARP00000118997	ENSACAP00000000666
ENSDARP00000085187	ENSACAP00000012954
ENSDARP00000124644	ENSACAP00000003817
ENSDARP00000106592	ENSACAP00000000220
ENSDARP00000101805	ENSACAP00000014616
ENSDARP00000076262	ENSACAP00000012217
ENSDARP00000059298	ENSACAP00000005519
ENSDARP00000118262	ENSACAP00000020040
ENSDARP00000013430	ENSACAP00000011360
ENSDARP00000089349	ENSACAP00000008422
ENSDARP00000069707	ENSACAP00000016981
ENSDARP00000095658	ENSACAP00000022500
ENSDARP00000110958	ENSACAP00000017491
ENSDARP00000011401	ENSACAP00000011980
ENSDARP00000111216	ENSACAP00000022457
ENSDARP00000011083	ENSACAP00000006567
ENSDARP00000034129	ENSACAP00000010976
ENSDARP00000016859	ENSACAP00000010976
ENSDARP00000074854	ENSACAP00000001976
ENSDARP00000016047	ENSACAP00000008555
ENSDARP00000106414	ENSACAP00000007940
ENSDARP00000076357	ENSACAP00000016123
ENSDARP00000082748	ENSACAP00000015441
ENSDARP00000104141	ENSACAP00000014949
ENSDARP00000123531	ENSACAP00000001270
ENSDARP00000127123	ENSACAP00000002731
ENSDARP00000101527	ENSACAP00000002731
ENSDARP00000054152	ENSACAP00000015731
ENSDARP00000126448	ENSACAP00000004811
ENSDARP00000061760	ENSACAP00000003795
ENSDARP00000116217	ENSACAP00000015525
ENSDARP00000081096	ENSACAP00000015368
ENSDARP00000005238	ENSACAP00000000850
ENSDARP00000052644	ENSACAP00000000787
ENSDARP00000072369	ENSACAP00000009313
ENSDARP00000014201	ENSACAP00000018283
ENSDARP00000041904	ENSACAP00000018283
ENSDARP00000047953	ENSACAP00000017035
ENSDARP00000037928	ENSACAP00000007793
ENSDARP00000048639	ENSACAP00000000178
ENSDARP00000058031	ENSACAP00000010213
ENSDARP00000062555	ENSACAP00000004416
ENSDARP00000043430	ENSACAP00000021286
ENSDARP00000006378	ENSACAP00000010206
ENSDARP00000027131	ENSACAP00000015770
ENSDARP00000096562	ENSACAP00000015770
ENSDARP00000123079	ENSACAP00000014102
ENSDARP00000103943	ENSACAP00000006513
ENSDARP00000064802	ENSACAP00000001656
ENSDARP00000094012	ENSACAP00000015741
ENSDARP00000086605	ENSACAP00000003297
ENSDARP00000106419	ENSACAP00000013816
ENSDARP00000077967	ENSACAP00000013816
ENSDARP00000102666	ENSACAP00000013265
ENSDARP00000088015	ENSACAP00000014975
ENSDARP00000014151	ENSACAP00000000283
ENSDARP00000073610	ENSACAP00000002231
ENSDARP00000058350	ENSACAP00000006636
ENSDARP00000100148	ENSACAP00000016086
ENSDARP00000041113	ENSACAP00000017078
ENSDARP00000048674	ENSACAP00000011100
ENSDARP00000024490	ENSACAP00000018653
ENSDARP00000050825	ENSACAP00000000187
ENSDARP00000112809	ENSACAP00000006598
ENSDARP00000123109	ENSACAP00000006572
ENSDARP00000043075	ENSACAP00000005879
ENSDARP00000031112	ENSACAP00000005879
ENSDARP00000067338	ENSACAP00000001247
ENSDARP00000075051	ENSACAP00000002640
ENSDARP00000097746	ENSACAP00000017687
ENSDARP00000059353	ENSACAP00000008380
ENSDARP00000083980	ENSACAP00000015076
ENSDARP00000054321	ENSACAP00000000924
ENSDARP00000111036	ENSACAP00000000924
ENSDARP00000105284	ENSACAP00000008903
ENSDARP00000084087	ENSACAP00000006610
ENSDARP00000102160	ENSACAP00000021564
ENSDARP00000127531	ENSACAP00000010816
ENSDARP00000003198	ENSACAP00000003089
ENSDARP00000101727	ENSACAP00000002395
ENSDARP00000090309	ENSACAP00000000009
ENSDARP00000028109	ENSACAP00000009289
ENSDARP00000122309	ENSACAP00000009111
ENSDARP00000065324	ENSACAP00000006770
ENSDARP00000105288	ENSACAP00000001937
ENSDARP00000007002	ENSACAP00000008437
ENSDARP00000052786	ENSACAP00000018250
ENSDARP00000003488	ENSACAP00000010762
ENSDARP00000090111	ENSACAP00000000872
ENSDARP00000062851	ENSACAP00000003775
ENSDARP00000060591	ENSACAP00000017698
ENSDARP00000023604	ENSACAP00000014208
ENSDARP00000003598	ENSACAP00000015213
ENSDARP00000075906	ENSACAP00000015213
ENSDARP00000053813	ENSACAP00000004380
ENSDARP00000016349	ENSACAP00000008744
ENSDARP00000033381	ENSACAP00000014892
ENSDARP00000110309	ENSACAP00000007990
ENSDARP00000061333	ENSACAP00000006683
ENSDARP00000072623	ENSACAP00000006863
ENSDARP00000103689	ENSACAP00000015822
ENSDARP00000124096	ENSACAP00000007022
ENSDARP00000124464	ENSACAP00000015604
ENSDARP00000100660	ENSACAP00000005238
ENSDARP00000035079	ENSACAP00000011624
ENSDARP00000054439	ENSACAP00000016326
ENSDARP00000052647	ENSACAP00000016326
ENSDARP00000002714	ENSACAP00000006479
ENSDARP00000007628	ENSACAP00000015380
ENSDARP00000064808	ENSACAP00000008998
ENSDARP00000111416	ENSACAP00000000826
ENSDARP00000032037	ENSACAP00000007333
ENSDARP00000128424	ENSACAP00000001537
ENSDARP00000070516	ENSACAP00000017805
ENSDARP00000077038	ENSACAP00000004439
ENSDARP00000104733	ENSACAP00000000531
ENSDARP00000066890	ENSACAP00000006136
ENSDARP00000009441	ENSACAP00000000199
ENSDARP00000054604	ENSACAP00000010907
ENSDARP00000092761	ENSACAP00000000824
ENSDARP00000017647	ENSACAP00000014014
ENSDARP00000022310	ENSACAP00000007107
ENSDARP00000040389	ENSACAP00000015513
ENSDARP00000127799	ENSACAP00000004456
ENSDARP00000058459	ENSACAP00000016756
ENSDARP00000026560	ENSACAP00000005888
ENSDARP00000068470	ENSACAP00000005888
ENSDARP00000076298	ENSACAP00000003536
ENSDARP00000110651	ENSACAP00000000133
ENSDARP00000098016	ENSACAP00000005088
ENSDARP00000088637	ENSACAP00000010018
ENSDARP00000022189	ENSACAP00000000099
ENSDARP00000066998	ENSACAP00000016290
ENSDARP00000013664	ENSACAP00000014706
ENSDARP00000041069	ENSACAP00000002525
ENSDARP00000074168	ENSACAP00000015377
ENSDARP00000080456	ENSACAP00000000103
ENSDARP00000031013	ENSACAP00000002387
ENSDARP00000121091	ENSACAP00000014503
ENSDARP00000031494	ENSACAP00000010235
ENSDARP00000107682	ENSACAP00000018343
ENSDARP00000041503	ENSACAP00000016199
ENSDARP00000035258	ENSACAP00000016199
ENSDARP00000101720	ENSACAP00000013738
ENSDARP00000017350	ENSACAP00000005009
ENSDARP00000073678	ENSACAP00000012495
ENSDARP00000102557	ENSACAP00000000605
ENSDARP00000047068	ENSACAP00000008297
ENSDARP00000052239	ENSACAP00000013180
ENSDARP00000128879	ENSACAP00000006592
ENSDARP00000013774	ENSACAP00000019146
ENSDARP00000066545	ENSACAP00000016779
ENSDARP00000118802	ENSACAP00000005541
ENSDARP00000039092	ENSACAP00000014794
ENSDARP00000060632	ENSACAP00000001874
ENSDARP00000078068	ENSACAP00000002008
ENSDARP00000127595	ENSACAP00000014788
ENSDARP00000106615	ENSACAP00000014788
ENSDARP00000015592	ENSACAP00000012819
ENSDARP00000111715	ENSACAP00000007743
ENSDARP00000084220	ENSACAP00000001612
ENSDARP00000028927	ENSACAP00000014060
ENSDARP00000086442	ENSACAP00000004226
ENSDARP00000066986	ENSACAP00000011213
ENSDARP00000013273	ENSACAP00000014630
ENSDARP00000108504	ENSACAP00000000440
ENSDARP00000127487	ENSACAP00000013740
ENSDARP00000060294	ENSACAP00000002164
ENSDARP00000020953	ENSACAP00000004736
ENSDARP00000109292	ENSACAP00000016364
ENSDARP00000051669	ENSACAP00000016376
ENSDARP00000076556	ENSACAP00000003112
ENSDARP00000013392	ENSACAP00000001444
ENSDARP00000045638	ENSACAP00000014331
ENSDARP00000111339	ENSACAP00000005556
ENSDARP00000060694	ENSACAP00000012940
ENSDARP00000082215	ENSACAP00000011105
ENSDARP00000014583	ENSACAP00000009751
ENSDARP00000065231	ENSACAP00000005407
ENSDARP00000072446	ENSACAP00000012871
ENSDARP00000064112	ENSACAP00000006487
ENSDARP00000063788	ENSACAP00000010811
ENSDARP00000108800	ENSACAP00000003539
ENSDARP00000080008	ENSACAP00000015333
ENSDARP00000029749	ENSACAP00000015333
ENSDARP00000081257	ENSACAP00000000104
ENSDARP00000004251	ENSACAP00000005584
ENSDARP00000041450	ENSACAP00000016960
ENSDARP00000085810	ENSACAP00000002794
ENSDARP00000126605	ENSACAP00000022931
ENSDARP00000024527	ENSACAP00000015142
ENSDARP00000114762	ENSACAP00000006596
ENSDARP00000017721	ENSACAP00000013849
ENSDARP00000017622	ENSACAP00000005068
ENSDARP00000044127	ENSACAP00000015936
ENSDARP00000094053	ENSACAP00000001823
ENSDARP00000073846	ENSACAP00000003312
ENSDARP00000105555	ENSACAP00000017237
ENSDARP00000025779	ENSACAP00000003152
ENSDARP00000111696	ENSACAP00000003280
ENSDARP00000068223	ENSACAP00000022880
ENSDARP00000037308	ENSACAP00000007841
ENSDARP00000000019	ENSACAP00000013925
ENSDARP00000068523	ENSACAP00000006045
ENSDARP00000027484	ENSACAP00000005219
ENSDARP00000119233	ENSACAP00000005883
ENSDARP00000072564	ENSACAP00000012479
ENSDARP00000089506	ENSACAP00000019554
ENSDARP00000067993	ENSACAP00000006640
ENSDARP00000079916	ENSACAP00000001367
ENSDARP00000124077	ENSACAP00000005438
ENSDARP00000064111	ENSACAP00000013909
ENSDARP00000095418	ENSACAP00000021067
ENSDARP00000107908	ENSACAP00000005970
ENSDARP00000091951	ENSACAP00000013556
ENSDARP00000069002	ENSACAP00000013556
ENSDARP00000006549	ENSACAP00000013933
ENSDARP00000042671	ENSACAP00000006916
ENSDARP00000020042	ENSACAP00000001221
ENSDARP00000101486	ENSACAP00000009329
ENSDARP00000017003	ENSACAP00000005236
ENSDARP00000129538	ENSACAP00000017265
ENSDARP00000053762	ENSACAP00000013335
ENSDARP00000109840	ENSACAP00000013942
ENSDARP00000048858	ENSACAP00000002000
ENSDARP00000037364	ENSACAP00000016018
ENSDARP00000026769	ENSACAP00000006967
ENSDARP00000069247	ENSACAP00000022128
ENSDARP00000099210	ENSACAP00000016233
ENSDARP00000065995	ENSACAP00000004842
ENSDARP00000086095	ENSACAP00000008439
ENSDARP00000107015	ENSACAP00000002187
ENSDARP00000074549	ENSACAP00000016235
ENSDARP00000021565	ENSACAP00000012604
ENSDARP00000076844	ENSACAP00000005840
ENSDARP00000121828	ENSACAP00000011121
ENSDARP00000079717	ENSACAP00000017233
ENSDARP00000120246	ENSACAP00000011858
ENSDARP00000040775	ENSACAP00000013534
ENSDARP00000093822	ENSACAP00000011703
ENSDARP00000111675	ENSACAP00000011703
ENSDARP00000097766	ENSACAP00000002969
ENSDARP00000055442	ENSACAP00000017105
ENSDARP00000048870	ENSACAP00000004482
ENSDARP00000073498	ENSACAP00000012316
ENSDARP00000097488	ENSACAP00000017654
ENSDARP00000045123	ENSACAP00000009458
ENSDARP00000099447	ENSACAP00000009541
ENSDARP00000122983	ENSACAP00000013624
ENSDARP00000002108	ENSACAP00000012499
ENSDARP00000015118	ENSACAP00000003625
ENSDARP00000095073	ENSACAP00000004376
ENSDARP00000097737	ENSACAP00000010666
ENSDARP00000055565	ENSACAP00000004266
ENSDARP00000008857	ENSACAP00000013749
ENSDARP00000126236	ENSACAP00000004040
ENSDARP00000125625	ENSACAP00000006780
ENSDARP00000121684	ENSACAP00000007135
ENSDARP00000105162	ENSACAP00000012279
ENSDARP00000004923	ENSACAP00000001261
ENSDARP00000047207	ENSACAP00000002824
ENSDARP00000003173	ENSACAP00000013081
ENSDARP00000103116	ENSACAP00000004281
ENSDARP00000060730	ENSACAP00000004583
ENSDARP00000051551	ENSACAP00000015026
ENSDARP00000031054	ENSACAP00000019418
ENSDARP00000128871	ENSACAP00000008293
ENSDARP00000046839	ENSACAP00000004814
ENSDARP00000056925	ENSACAP00000002690
ENSDARP00000087506	ENSACAP00000011191
ENSDARP00000064438	ENSACAP00000006676
ENSDARP00000025069	ENSACAP00000016676
ENSDARP00000068087	ENSACAP00000007934
ENSDARP00000081911	ENSACAP00000013356
ENSDARP00000069326	ENSACAP00000023309
ENSDARP00000107199	ENSACAP00000010319
ENSDARP00000052323	ENSACAP00000003940
ENSDARP00000006223	ENSACAP00000014463
ENSDARP00000006732	ENSACAP00000002619
ENSDARP00000112480	ENSACAP00000005101
ENSDARP00000065265	ENSACAP00000005101
ENSDARP00000108231	ENSACAP00000008980
ENSDARP00000121489	ENSACAP00000008825
ENSDARP00000098858	ENSACAP00000009589
ENSDARP00000056648	ENSACAP00000014542
ENSDARP00000053932	ENSACAP00000001873
ENSDARP00000058289	ENSACAP00000009791
ENSDARP00000102182	ENSACAP00000001485
ENSDARP00000049223	ENSACAP00000000144
ENSDARP00000034175	ENSACAP00000009187
ENSDARP00000060133	ENSACAP00000007737
ENSDARP00000098710	ENSACAP00000016892
ENSDARP00000122064	ENSACAP00000011545
ENSDARP00000009619	ENSACAP00000011446
ENSDARP00000106401	ENSACAP00000014424
ENSDARP00000012488	ENSACAP00000007077
ENSDARP00000022770	ENSACAP00000013339
ENSDARP00000052348	ENSACAP00000007235
ENSDARP00000113407	ENSACAP00000002590
ENSDARP00000120704	ENSACAP00000016847
ENSDARP00000055610	ENSACAP00000016196
ENSDARP00000115495	ENSACAP00000003636
ENSDARP00000002605	ENSACAP00000001709
ENSDARP00000024616	ENSACAP00000014550
ENSDARP00000107556	ENSACAP00000005073
ENSDARP00000105892	ENSACAP00000017469
ENSDARP00000095783	ENSACAP00000017006
ENSDARP00000117101	ENSACAP00000001598
ENSDARP00000126600	ENSACAP00000015432
ENSDARP00000073936	ENSACAP00000009058
ENSDARP00000112810	ENSACAP00000007169
ENSDARP00000094113	ENSACAP00000003558
ENSDARP00000004735	ENSACAP00000000653
ENSDARP00000071531	ENSACAP00000014618
ENSDARP00000103971	ENSACAP00000004411
ENSDARP00000109722	ENSACAP00000012921
ENSDARP00000008455	ENSACAP00000014197
ENSDARP00000047250	ENSACAP00000004167
ENSDARP00000116431	ENSACAP00000004167
ENSDARP00000020711	ENSACAP00000009820
ENSDARP00000074588	ENSACAP00000011823
ENSDARP00000115398	ENSACAP00000002332
ENSDARP00000035352	ENSACAP00000001220
ENSDARP00000107535	ENSACAP00000001220
ENSDARP00000021768	ENSACAP00000002372
ENSDARP00000061405	ENSACAP00000007983
ENSDARP00000080966	ENSACAP00000017135
ENSDARP00000035108	ENSACAP00000000925
ENSDARP00000084619	ENSACAP00000011251
ENSDARP00000042491	ENSACAP00000013279
ENSDARP00000124483	ENSACAP00000006155
ENSDARP00000065565	ENSACAP00000006996
ENSDARP00000026192	ENSACAP00000002499
ENSDARP00000067667	ENSACAP00000020644
ENSDARP00000071213	ENSACAP00000005796
ENSDARP00000082118	ENSACAP00000007910
ENSDARP00000096299	ENSACAP00000011914
ENSDARP00000095264	ENSACAP00000003836
ENSDARP00000100108	ENSACAP00000012463
ENSDARP00000101392	ENSACAP00000012463
ENSDARP00000025160	ENSACAP00000002269
ENSDARP00000104227	ENSACAP00000015951
ENSDARP00000098593	ENSACAP00000015951
ENSDARP00000060576	ENSACAP00000011816
ENSDARP00000051892	ENSACAP00000010812
ENSDARP00000016305	ENSACAP00000003941
ENSDARP00000103658	ENSACAP00000002558
ENSDARP00000074130	ENSACAP00000016330
ENSDARP00000124965	ENSACAP00000003265
ENSDARP00000056036	ENSACAP00000011010
ENSDARP00000097448	ENSACAP00000020041
ENSDARP00000091993	ENSACAP00000011270
ENSDARP00000052502	ENSACAP00000002358
ENSDARP00000074049	ENSACAP00000016524
ENSDARP00000079877	ENSACAP00000012593
ENSDARP00000116017	ENSACAP00000017140
ENSDARP00000079466	ENSACAP00000000358
ENSDARP00000076392	ENSACAP00000012432
ENSDARP00000063332	ENSACAP00000011174
ENSDARP00000091524	ENSACAP00000011174
ENSDARP00000058668	ENSACAP00000010141
ENSDARP00000065337	ENSACAP00000004177
ENSDARP00000008022	ENSACAP00000013296
ENSDARP00000103306	ENSACAP00000009004
ENSDARP00000078444	ENSACAP00000013763
ENSDARP00000025305	ENSACAP00000011138
ENSDARP00000117319	ENSACAP00000021024
ENSDARP00000035286	ENSACAP00000007142
