ENSMGAP00000004951	ENSTNIP00000004863
ENSMGAP00000001368	ENSTNIP00000009385
ENSMGAP00000005079	ENSTNIP00000008566
ENSMGAP00000002900	ENSTNIP00000020776
ENSMGAP00000007783	ENSTNIP00000004300
ENSMGAP00000009214	ENSTNIP00000004878
ENSMGAP00000008334	ENSTNIP00000000588
ENSMGAP00000012621	ENSTNIP00000021334
ENSMGAP00000015787	ENSTNIP00000020161
ENSMGAP00000018821	ENSTNIP00000019808
ENSMGAP00000007396	ENSTNIP00000012411
ENSMGAP00000014806	ENSTNIP00000015705
ENSMGAP00000012913	ENSTNIP00000017520
ENSMGAP00000000553	ENSTNIP00000010461
ENSMGAP00000003688	ENSTNIP00000007781
ENSMGAP00000001055	ENSTNIP00000016805
ENSMGAP00000011696	ENSTNIP00000013785
ENSMGAP00000000598	ENSTNIP00000000576
ENSMGAP00000005323	ENSTNIP00000022598
ENSMGAP00000006896	ENSTNIP00000021463
ENSMGAP00000001749	ENSTNIP00000017036
ENSMGAP00000005417	ENSTNIP00000015393
ENSMGAP00000015352	ENSTNIP00000011139
ENSMGAP00000016099	ENSTNIP00000005761
ENSMGAP00000008059	ENSTNIP00000015030
ENSMGAP00000013244	ENSTNIP00000012508
ENSMGAP00000013249	ENSTNIP00000006929
ENSMGAP00000007453	ENSTNIP00000006219
ENSMGAP00000004426	ENSTNIP00000005832
ENSMGAP00000008779	ENSTNIP00000007313
ENSMGAP00000008606	ENSTNIP00000009895
ENSMGAP00000008019	ENSTNIP00000017883
ENSMGAP00000005058	ENSTNIP00000015658
ENSMGAP00000015854	ENSTNIP00000022335
ENSMGAP00000005682	ENSTNIP00000022039
ENSMGAP00000014687	ENSTNIP00000019674
ENSMGAP00000005768	ENSTNIP00000005212
ENSMGAP00000014467	ENSTNIP00000009722
ENSMGAP00000009878	ENSTNIP00000012538
ENSMGAP00000019512	ENSTNIP00000010466
ENSMGAP00000007503	ENSTNIP00000007227
ENSMGAP00000003964	ENSTNIP00000005206
ENSMGAP00000016863	ENSTNIP00000007556
ENSMGAP00000003275	ENSTNIP00000015154
ENSMGAP00000007348	ENSTNIP00000012407
ENSMGAP00000011533	ENSTNIP00000016366
ENSMGAP00000011603	ENSTNIP00000013961
ENSMGAP00000013996	ENSTNIP00000005788
ENSMGAP00000004916	ENSTNIP00000007898
ENSMGAP00000007373	ENSTNIP00000006789
ENSMGAP00000004177	ENSTNIP00000010682
ENSMGAP00000008995	ENSTNIP00000000855
ENSMGAP00000006300	ENSTNIP00000017676
ENSMGAP00000008185	ENSTNIP00000012282
ENSMGAP00000003142	ENSTNIP00000018320
ENSMGAP00000008078	ENSTNIP00000007956
ENSMGAP00000015736	ENSTNIP00000012324
ENSMGAP00000001076	ENSTNIP00000004070
ENSMGAP00000003109	ENSTNIP00000017809
ENSMGAP00000007683	ENSTNIP00000013393
ENSMGAP00000008571	ENSTNIP00000012155
ENSMGAP00000017525	ENSTNIP00000020951
ENSMGAP00000014623	ENSTNIP00000022129
ENSMGAP00000014436	ENSTNIP00000022382
ENSMGAP00000014436	ENSTNIP00000020433
ENSMGAP00000014441	ENSTNIP00000004481
ENSMGAP00000001108	ENSTNIP00000019539
ENSMGAP00000000826	ENSTNIP00000022037
ENSMGAP00000011175	ENSTNIP00000011356
ENSMGAP00000014550	ENSTNIP00000014365
ENSMGAP00000015668	ENSTNIP00000016878
ENSMGAP00000019652	ENSTNIP00000006389
ENSMGAP00000014975	ENSTNIP00000014864
ENSMGAP00000014975	ENSTNIP00000022368
ENSMGAP00000001355	ENSTNIP00000001185
ENSMGAP00000003494	ENSTNIP00000020871
ENSMGAP00000010190	ENSTNIP00000019622
ENSMGAP00000009376	ENSTNIP00000014085
ENSMGAP00000012335	ENSTNIP00000021268
ENSMGAP00000006831	ENSTNIP00000019781
ENSMGAP00000004719	ENSTNIP00000014379
ENSMGAP00000017702	ENSTNIP00000012001
ENSMGAP00000010285	ENSTNIP00000014233
ENSMGAP00000012387	ENSTNIP00000019574
ENSMGAP00000011454	ENSTNIP00000001118
ENSMGAP00000014407	ENSTNIP00000020520
ENSMGAP00000012504	ENSTNIP00000013894
ENSMGAP00000010070	ENSTNIP00000005313
ENSMGAP00000010070	ENSTNIP00000007800
ENSMGAP00000014284	ENSTNIP00000000010
ENSMGAP00000008910	ENSTNIP00000005103
ENSMGAP00000012938	ENSTNIP00000020376
ENSMGAP00000002811	ENSTNIP00000018665
ENSMGAP00000007291	ENSTNIP00000014048
ENSMGAP00000013626	ENSTNIP00000019590
ENSMGAP00000007892	ENSTNIP00000012740
ENSMGAP00000000767	ENSTNIP00000020142
ENSMGAP00000013562	ENSTNIP00000015234
ENSMGAP00000006386	ENSTNIP00000005569
ENSMGAP00000019358	ENSTNIP00000014237
ENSMGAP00000000461	ENSTNIP00000011073
ENSMGAP00000018621	ENSTNIP00000007592
ENSMGAP00000018462	ENSTNIP00000022749
ENSMGAP00000003441	ENSTNIP00000008406
ENSMGAP00000005931	ENSTNIP00000018959
ENSMGAP00000015838	ENSTNIP00000018037
ENSMGAP00000005191	ENSTNIP00000000076
ENSMGAP00000007130	ENSTNIP00000007060
ENSMGAP00000000543	ENSTNIP00000012905
ENSMGAP00000017747	ENSTNIP00000017124
ENSMGAP00000015015	ENSTNIP00000019429
ENSMGAP00000001035	ENSTNIP00000018786
ENSMGAP00000007444	ENSTNIP00000014111
ENSMGAP00000002288	ENSTNIP00000000229
ENSMGAP00000014809	ENSTNIP00000020453
ENSMGAP00000018834	ENSTNIP00000017408
ENSMGAP00000008283	ENSTNIP00000006701
ENSMGAP00000006751	ENSTNIP00000006944
ENSMGAP00000006827	ENSTNIP00000012797
ENSMGAP00000015833	ENSTNIP00000018043
ENSMGAP00000011367	ENSTNIP00000019396
ENSMGAP00000010299	ENSTNIP00000011604
ENSMGAP00000003817	ENSTNIP00000010462
ENSMGAP00000008807	ENSTNIP00000014422
ENSMGAP00000007945	ENSTNIP00000019557
ENSMGAP00000015990	ENSTNIP00000002435
ENSMGAP00000002595	ENSTNIP00000018573
ENSMGAP00000009883	ENSTNIP00000011533
ENSMGAP00000009128	ENSTNIP00000009882
ENSMGAP00000019148	ENSTNIP00000021391
ENSMGAP00000004761	ENSTNIP00000018492
ENSMGAP00000008935	ENSTNIP00000013627
ENSMGAP00000009239	ENSTNIP00000019495
ENSMGAP00000011613	ENSTNIP00000022312
ENSMGAP00000012233	ENSTNIP00000008573
ENSMGAP00000000253	ENSTNIP00000012536
ENSMGAP00000013805	ENSTNIP00000006250
ENSMGAP00000011164	ENSTNIP00000021906
ENSMGAP00000012676	ENSTNIP00000020839
ENSMGAP00000012993	ENSTNIP00000008657
ENSMGAP00000005304	ENSTNIP00000007562
ENSMGAP00000001808	ENSTNIP00000011745
ENSMGAP00000012390	ENSTNIP00000010769
ENSMGAP00000011489	ENSTNIP00000023069
ENSMGAP00000001208	ENSTNIP00000019866
ENSMGAP00000008170	ENSTNIP00000020943
ENSMGAP00000018984	ENSTNIP00000009477
ENSMGAP00000011691	ENSTNIP00000022558
ENSMGAP00000012476	ENSTNIP00000019763
ENSMGAP00000009405	ENSTNIP00000004471
ENSMGAP00000003983	ENSTNIP00000019790
ENSMGAP00000015823	ENSTNIP00000012339
ENSMGAP00000015771	ENSTNIP00000009804
ENSMGAP00000015325	ENSTNIP00000011421
ENSMGAP00000003230	ENSTNIP00000009953
ENSMGAP00000008786	ENSTNIP00000013325
ENSMGAP00000014468	ENSTNIP00000007928
ENSMGAP00000001261	ENSTNIP00000020427
ENSMGAP00000002804	ENSTNIP00000014967
ENSMGAP00000003848	ENSTNIP00000019836
ENSMGAP00000013790	ENSTNIP00000015637
ENSMGAP00000010433	ENSTNIP00000018602
ENSMGAP00000007782	ENSTNIP00000001416
ENSMGAP00000009887	ENSTNIP00000016709
ENSMGAP00000003535	ENSTNIP00000021724
ENSMGAP00000007267	ENSTNIP00000005606
ENSMGAP00000005341	ENSTNIP00000010622
ENSMGAP00000011185	ENSTNIP00000019492
ENSMGAP00000006875	ENSTNIP00000010192
ENSMGAP00000011645	ENSTNIP00000016720
ENSMGAP00000016944	ENSTNIP00000016733
ENSMGAP00000014516	ENSTNIP00000022541
ENSMGAP00000004543	ENSTNIP00000011849
ENSMGAP00000017267	ENSTNIP00000012458
ENSMGAP00000009386	ENSTNIP00000005974
ENSMGAP00000010195	ENSTNIP00000011264
ENSMGAP00000002580	ENSTNIP00000020597
ENSMGAP00000005866	ENSTNIP00000022246
ENSMGAP00000008551	ENSTNIP00000021075
ENSMGAP00000016606	ENSTNIP00000005743
ENSMGAP00000019423	ENSTNIP00000020285
ENSMGAP00000012240	ENSTNIP00000019562
ENSMGAP00000015188	ENSTNIP00000018610
ENSMGAP00000019261	ENSTNIP00000020760
ENSMGAP00000011583	ENSTNIP00000012479
ENSMGAP00000002771	ENSTNIP00000019888
ENSMGAP00000016323	ENSTNIP00000010301
ENSMGAP00000001393	ENSTNIP00000008388
ENSMGAP00000010477	ENSTNIP00000020052
ENSMGAP00000018599	ENSTNIP00000002965
ENSMGAP00000008167	ENSTNIP00000020942
ENSMGAP00000010769	ENSTNIP00000013608
ENSMGAP00000013203	ENSTNIP00000001269
ENSMGAP00000000220	ENSTNIP00000018458
ENSMGAP00000014908	ENSTNIP00000010860
ENSMGAP00000014963	ENSTNIP00000010869
ENSMGAP00000004199	ENSTNIP00000011465
ENSMGAP00000014023	ENSTNIP00000005943
ENSMGAP00000001653	ENSTNIP00000004090
ENSMGAP00000011884	ENSTNIP00000021875
ENSMGAP00000006171	ENSTNIP00000015882
ENSMGAP00000004430	ENSTNIP00000009692
ENSMGAP00000011784	ENSTNIP00000000772
ENSMGAP00000016731	ENSTNIP00000020733
ENSMGAP00000009933	ENSTNIP00000005315
ENSMGAP00000007416	ENSTNIP00000012151
ENSMGAP00000010075	ENSTNIP00000020253
ENSMGAP00000014306	ENSTNIP00000003116
ENSMGAP00000012665	ENSTNIP00000007247
ENSMGAP00000017787	ENSTNIP00000011998
ENSMGAP00000007053	ENSTNIP00000022276
ENSMGAP00000014981	ENSTNIP00000020675
ENSMGAP00000016769	ENSTNIP00000003358
ENSMGAP00000002172	ENSTNIP00000007642
ENSMGAP00000011847	ENSTNIP00000017926
ENSMGAP00000010721	ENSTNIP00000020757
ENSMGAP00000005447	ENSTNIP00000008207
ENSMGAP00000013302	ENSTNIP00000020529
ENSMGAP00000001728	ENSTNIP00000007350
ENSMGAP00000003554	ENSTNIP00000014394
ENSMGAP00000015370	ENSTNIP00000012833
ENSMGAP00000005034	ENSTNIP00000017001
ENSMGAP00000015804	ENSTNIP00000017525
ENSMGAP00000003929	ENSTNIP00000005282
ENSMGAP00000004001	ENSTNIP00000011101
ENSMGAP00000007605	ENSTNIP00000002797
ENSMGAP00000006005	ENSTNIP00000008782
ENSMGAP00000001303	ENSTNIP00000013514
ENSMGAP00000016450	ENSTNIP00000003285
ENSMGAP00000006773	ENSTNIP00000002733
ENSMGAP00000010359	ENSTNIP00000014249
ENSMGAP00000006986	ENSTNIP00000018998
ENSMGAP00000010221	ENSTNIP00000009568
ENSMGAP00000003423	ENSTNIP00000007504
ENSMGAP00000009397	ENSTNIP00000015587
ENSMGAP00000011970	ENSTNIP00000018718
ENSMGAP00000008203	ENSTNIP00000005326
ENSMGAP00000000313	ENSTNIP00000000609
ENSMGAP00000005532	ENSTNIP00000017301
ENSMGAP00000001501	ENSTNIP00000003379
ENSMGAP00000015377	ENSTNIP00000012766
ENSMGAP00000004431	ENSTNIP00000001066
ENSMGAP00000008960	ENSTNIP00000010494
ENSMGAP00000015572	ENSTNIP00000016963
ENSMGAP00000015067	ENSTNIP00000015695
ENSMGAP00000016000	ENSTNIP00000000190
ENSMGAP00000004519	ENSTNIP00000007433
ENSMGAP00000004596	ENSTNIP00000016473
ENSMGAP00000019844	ENSTNIP00000003869
ENSMGAP00000008773	ENSTNIP00000014989
ENSMGAP00000004507	ENSTNIP00000021938
ENSMGAP00000018060	ENSTNIP00000013720
ENSMGAP00000007911	ENSTNIP00000010728
ENSMGAP00000003776	ENSTNIP00000005649
ENSMGAP00000009252	ENSTNIP00000019856
ENSMGAP00000008888	ENSTNIP00000016304
ENSMGAP00000002981	ENSTNIP00000013557
ENSMGAP00000004488	ENSTNIP00000009691
ENSMGAP00000005046	ENSTNIP00000017153
ENSMGAP00000009800	ENSTNIP00000019613
ENSMGAP00000010119	ENSTNIP00000013675
ENSMGAP00000000630	ENSTNIP00000013508
ENSMGAP00000007059	ENSTNIP00000017241
ENSMGAP00000011897	ENSTNIP00000013010
ENSMGAP00000015170	ENSTNIP00000020982
ENSMGAP00000011163	ENSTNIP00000005694
ENSMGAP00000003467	ENSTNIP00000008825
ENSMGAP00000005805	ENSTNIP00000017080
ENSMGAP00000011770	ENSTNIP00000013004
ENSMGAP00000008762	ENSTNIP00000014991
ENSMGAP00000006016	ENSTNIP00000013431
ENSMGAP00000018671	ENSTNIP00000013736
ENSMGAP00000005132	ENSTNIP00000007662
ENSMGAP00000008445	ENSTNIP00000007651
ENSMGAP00000012691	ENSTNIP00000020167
ENSMGAP00000005551	ENSTNIP00000021173
ENSMGAP00000009049	ENSTNIP00000005430
ENSMGAP00000009333	ENSTNIP00000013489
ENSMGAP00000002323	ENSTNIP00000008256
ENSMGAP00000001149	ENSTNIP00000019869
ENSMGAP00000012547	ENSTNIP00000016424
ENSMGAP00000011496	ENSTNIP00000016374
ENSMGAP00000014486	ENSTNIP00000020457
ENSMGAP00000014240	ENSTNIP00000011644
ENSMGAP00000008764	ENSTNIP00000017407
ENSMGAP00000013663	ENSTNIP00000010325
ENSMGAP00000008042	ENSTNIP00000004477
ENSMGAP00000013427	ENSTNIP00000014488
ENSMGAP00000003560	ENSTNIP00000013028
ENSMGAP00000001156	ENSTNIP00000017775
ENSMGAP00000009134	ENSTNIP00000003808
ENSMGAP00000008698	ENSTNIP00000018180
ENSMGAP00000016200	ENSTNIP00000006188
ENSMGAP00000002311	ENSTNIP00000008255
ENSMGAP00000013359	ENSTNIP00000022883
ENSMGAP00000014792	ENSTNIP00000020444
ENSMGAP00000001271	ENSTNIP00000019864
ENSMGAP00000013159	ENSTNIP00000006530
ENSMGAP00000011861	ENSTNIP00000017928
ENSMGAP00000006270	ENSTNIP00000019752
ENSMGAP00000010959	ENSTNIP00000017172
ENSMGAP00000017380	ENSTNIP00000017096
ENSMGAP00000007626	ENSTNIP00000012146
ENSMGAP00000007215	ENSTNIP00000011749
ENSMGAP00000009070	ENSTNIP00000006664
ENSMGAP00000015454	ENSTNIP00000017492
ENSMGAP00000002702	ENSTNIP00000008171
ENSMGAP00000004505	ENSTNIP00000005209
ENSMGAP00000006858	ENSTNIP00000000713
ENSMGAP00000011445	ENSTNIP00000009943
ENSMGAP00000013811	ENSTNIP00000009107
ENSMGAP00000018525	ENSTNIP00000010472
ENSMGAP00000017619	ENSTNIP00000013582
ENSMGAP00000007736	ENSTNIP00000015120
ENSMGAP00000007980	ENSTNIP00000009561
ENSMGAP00000009655	ENSTNIP00000014794
ENSMGAP00000004732	ENSTNIP00000010317
ENSMGAP00000004291	ENSTNIP00000018232
ENSMGAP00000005559	ENSTNIP00000003010
ENSMGAP00000003231	ENSTNIP00000022052
ENSMGAP00000010209	ENSTNIP00000015951
ENSMGAP00000003040	ENSTNIP00000018916
ENSMGAP00000010067	ENSTNIP00000015783
ENSMGAP00000001439	ENSTNIP00000006949
ENSMGAP00000006012	ENSTNIP00000015956
ENSMGAP00000014131	ENSTNIP00000022417
ENSMGAP00000009877	ENSTNIP00000014220
ENSMGAP00000008478	ENSTNIP00000019190
ENSMGAP00000002946	ENSTNIP00000009690
ENSMGAP00000005708	ENSTNIP00000017053
ENSMGAP00000012766	ENSTNIP00000005955
ENSMGAP00000013290	ENSTNIP00000004167
ENSMGAP00000002352	ENSTNIP00000022409
ENSMGAP00000001711	ENSTNIP00000021836
ENSMGAP00000010157	ENSTNIP00000011925
ENSMGAP00000012466	ENSTNIP00000004174
ENSMGAP00000015848	ENSTNIP00000020163
ENSMGAP00000016397	ENSTNIP00000004330
ENSMGAP00000002184	ENSTNIP00000011791
ENSMGAP00000008488	ENSTNIP00000016764
ENSMGAP00000011266	ENSTNIP00000010507
ENSMGAP00000006402	ENSTNIP00000013650
ENSMGAP00000007725	ENSTNIP00000020768
ENSMGAP00000013317	ENSTNIP00000020568
ENSMGAP00000006284	ENSTNIP00000002915
ENSMGAP00000014307	ENSTNIP00000015348
ENSMGAP00000015115	ENSTNIP00000002061
ENSMGAP00000010403	ENSTNIP00000015788
ENSMGAP00000007987	ENSTNIP00000012157
ENSMGAP00000000971	ENSTNIP00000019875
ENSMGAP00000008261	ENSTNIP00000003207
ENSMGAP00000001101	ENSTNIP00000008584
ENSMGAP00000011674	ENSTNIP00000003548
ENSMGAP00000011669	ENSTNIP00000020572
ENSMGAP00000013165	ENSTNIP00000003510
ENSMGAP00000000658	ENSTNIP00000008070
ENSMGAP00000003193	ENSTNIP00000001167
ENSMGAP00000013180	ENSTNIP00000005758
ENSMGAP00000015168	ENSTNIP00000003401
ENSMGAP00000014190	ENSTNIP00000022403
ENSMGAP00000011200	ENSTNIP00000009324
ENSMGAP00000012716	ENSTNIP00000015952
ENSMGAP00000004286	ENSTNIP00000018370
ENSMGAP00000015921	ENSTNIP00000017538
ENSMGAP00000004686	ENSTNIP00000003038
ENSMGAP00000012293	ENSTNIP00000012113
ENSMGAP00000012293	ENSTNIP00000022287
ENSMGAP00000012567	ENSTNIP00000002534
ENSMGAP00000004825	ENSTNIP00000020198
ENSMGAP00000011895	ENSTNIP00000015652
ENSMGAP00000012785	ENSTNIP00000018813
ENSMGAP00000016932	ENSTNIP00000017322
ENSMGAP00000016932	ENSTNIP00000003768
ENSMGAP00000012247	ENSTNIP00000016335
ENSMGAP00000009385	ENSTNIP00000020968
ENSMGAP00000003174	ENSTNIP00000012596
ENSMGAP00000019511	ENSTNIP00000020551
ENSMGAP00000008676	ENSTNIP00000013293
ENSMGAP00000001216	ENSTNIP00000014937
ENSMGAP00000002542	ENSTNIP00000006782
ENSMGAP00000005695	ENSTNIP00000012191
ENSMGAP00000004331	ENSTNIP00000011226
ENSMGAP00000009432	ENSTNIP00000010695
ENSMGAP00000004930	ENSTNIP00000005324
ENSMGAP00000010744	ENSTNIP00000006198
ENSMGAP00000003117	ENSTNIP00000017567
ENSMGAP00000001476	ENSTNIP00000018381
ENSMGAP00000013721	ENSTNIP00000010016
ENSMGAP00000013725	ENSTNIP00000009915
ENSMGAP00000013048	ENSTNIP00000022011
ENSMGAP00000012765	ENSTNIP00000022354
ENSMGAP00000014676	ENSTNIP00000005852
ENSMGAP00000000554	ENSTNIP00000006383
ENSMGAP00000001646	ENSTNIP00000014238
ENSMGAP00000019711	ENSTNIP00000008832
ENSMGAP00000006977	ENSTNIP00000015803
ENSMGAP00000001435	ENSTNIP00000006549
ENSMGAP00000014946	ENSTNIP00000019498
ENSMGAP00000007197	ENSTNIP00000011682
ENSMGAP00000010454	ENSTNIP00000001098
ENSMGAP00000011522	ENSTNIP00000003512
ENSMGAP00000000204	ENSTNIP00000021021
ENSMGAP00000002632	ENSTNIP00000000524
ENSMGAP00000014489	ENSTNIP00000012700
ENSMGAP00000000425	ENSTNIP00000021031
ENSMGAP00000002124	ENSTNIP00000011320
ENSMGAP00000002164	ENSTNIP00000006545
ENSMGAP00000017243	ENSTNIP00000015184
ENSMGAP00000005654	ENSTNIP00000000654
ENSMGAP00000001669	ENSTNIP00000002216
ENSMGAP00000001104	ENSTNIP00000019273
ENSMGAP00000016393	ENSTNIP00000022831
ENSMGAP00000008620	ENSTNIP00000001369
ENSMGAP00000003958	ENSTNIP00000022120
ENSMGAP00000007237	ENSTNIP00000001073
ENSMGAP00000014373	ENSTNIP00000007831
ENSMGAP00000008999	ENSTNIP00000014868
ENSMGAP00000012710	ENSTNIP00000000437
ENSMGAP00000007765	ENSTNIP00000000335
ENSMGAP00000017839	ENSTNIP00000016611
ENSMGAP00000014179	ENSTNIP00000015079
ENSMGAP00000010888	ENSTNIP00000004519
ENSMGAP00000015443	ENSTNIP00000006871
ENSMGAP00000016614	ENSTNIP00000021709
ENSMGAP00000016614	ENSTNIP00000015081
ENSMGAP00000013143	ENSTNIP00000017230
ENSMGAP00000013453	ENSTNIP00000020548
ENSMGAP00000017072	ENSTNIP00000012365
ENSMGAP00000004024	ENSTNIP00000013172
ENSMGAP00000000365	ENSTNIP00000000379
ENSMGAP00000001918	ENSTNIP00000018182
ENSMGAP00000001031	ENSTNIP00000010013
ENSMGAP00000013195	ENSTNIP00000015225
ENSMGAP00000007493	ENSTNIP00000007172
ENSMGAP00000010839	ENSTNIP00000020039
ENSMGAP00000015274	ENSTNIP00000009087
ENSMGAP00000007858	ENSTNIP00000006540
ENSMGAP00000013428	ENSTNIP00000013927
ENSMGAP00000003756	ENSTNIP00000010339
ENSMGAP00000001067	ENSTNIP00000021922
ENSMGAP00000010485	ENSTNIP00000015057
ENSMGAP00000009509	ENSTNIP00000009526
ENSMGAP00000012040	ENSTNIP00000008955
ENSMGAP00000010971	ENSTNIP00000021961
ENSMGAP00000001630	ENSTNIP00000005260
ENSMGAP00000014096	ENSTNIP00000011188
ENSMGAP00000016846	ENSTNIP00000004011
ENSMGAP00000001103	ENSTNIP00000003567
ENSMGAP00000013064	ENSTNIP00000022017
ENSMGAP00000009478	ENSTNIP00000022643
ENSMGAP00000012052	ENSTNIP00000000580
ENSMGAP00000008454	ENSTNIP00000016996
ENSMGAP00000000279	ENSTNIP00000007026
ENSMGAP00000010948	ENSTNIP00000020908
ENSMGAP00000001841	ENSTNIP00000003466
ENSMGAP00000006741	ENSTNIP00000001610
ENSMGAP00000000671	ENSTNIP00000017220
ENSMGAP00000002613	ENSTNIP00000000481
ENSMGAP00000019565	ENSTNIP00000020426
ENSMGAP00000013280	ENSTNIP00000022272
ENSMGAP00000011527	ENSTNIP00000016002
ENSMGAP00000010802	ENSTNIP00000003417
ENSMGAP00000006582	ENSTNIP00000011562
ENSMGAP00000002332	ENSTNIP00000013071
ENSMGAP00000006572	ENSTNIP00000012391
ENSMGAP00000010047	ENSTNIP00000013443
ENSMGAP00000017022	ENSTNIP00000012785
ENSMGAP00000004207	ENSTNIP00000000843
ENSMGAP00000014554	ENSTNIP00000000951
ENSMGAP00000001902	ENSTNIP00000010604
ENSMGAP00000001726	ENSTNIP00000006063
ENSMGAP00000018900	ENSTNIP00000006582
ENSMGAP00000012141	ENSTNIP00000009348
ENSMGAP00000006093	ENSTNIP00000017066
ENSMGAP00000003542	ENSTNIP00000010093
ENSMGAP00000019092	ENSTNIP00000010731
ENSMGAP00000002759	ENSTNIP00000018944
ENSMGAP00000006667	ENSTNIP00000011374
ENSMGAP00000001340	ENSTNIP00000018823
ENSMGAP00000019107	ENSTNIP00000007387
ENSMGAP00000017850	ENSTNIP00000017090
ENSMGAP00000010976	ENSTNIP00000016044
ENSMGAP00000013764	ENSTNIP00000022242
ENSMGAP00000001991	ENSTNIP00000021421
ENSMGAP00000003764	ENSTNIP00000018219
ENSMGAP00000010436	ENSTNIP00000015786
ENSMGAP00000010069	ENSTNIP00000021330
ENSMGAP00000014776	ENSTNIP00000001744
ENSMGAP00000007266	ENSTNIP00000011952
ENSMGAP00000013020	ENSTNIP00000011041
ENSMGAP00000003513	ENSTNIP00000016170
ENSMGAP00000009259	ENSTNIP00000017843
ENSMGAP00000014120	ENSTNIP00000002821
ENSMGAP00000012969	ENSTNIP00000022799
ENSMGAP00000007016	ENSTNIP00000014421
ENSMGAP00000010461	ENSTNIP00000007919
ENSMGAP00000011612	ENSTNIP00000022311
ENSMGAP00000007523	ENSTNIP00000003769
ENSMGAP00000008666	ENSTNIP00000018946
ENSMGAP00000003152	ENSTNIP00000010088
ENSMGAP00000011366	ENSTNIP00000002492
ENSMGAP00000009283	ENSTNIP00000018350
ENSMGAP00000013347	ENSTNIP00000012498
ENSMGAP00000004384	ENSTNIP00000014552
ENSMGAP00000013606	ENSTNIP00000015009
ENSMGAP00000007472	ENSTNIP00000021054
ENSMGAP00000019236	ENSTNIP00000016402
ENSMGAP00000014791	ENSTNIP00000020443
ENSMGAP00000008159	ENSTNIP00000011196
ENSMGAP00000000912	ENSTNIP00000017804
ENSMGAP00000012092	ENSTNIP00000021308
ENSMGAP00000010969	ENSTNIP00000019127
ENSMGAP00000007816	ENSTNIP00000001296
ENSMGAP00000000362	ENSTNIP00000021284
ENSMGAP00000007070	ENSTNIP00000011656
ENSMGAP00000015291	ENSTNIP00000004040
ENSMGAP00000006940	ENSTNIP00000021819
ENSMGAP00000010529	ENSTNIP00000011208
ENSMGAP00000008105	ENSTNIP00000007356
ENSMGAP00000006955	ENSTNIP00000015804
ENSMGAP00000007179	ENSTNIP00000021235
ENSMGAP00000017924	ENSTNIP00000005074
ENSMGAP00000002525	ENSTNIP00000011088
ENSMGAP00000012093	ENSTNIP00000002412
ENSMGAP00000009725	ENSTNIP00000006422
ENSMGAP00000010437	ENSTNIP00000020239
ENSMGAP00000011320	ENSTNIP00000018553
ENSMGAP00000005300	ENSTNIP00000007294
ENSMGAP00000007504	ENSTNIP00000016439
ENSMGAP00000008205	ENSTNIP00000022262
ENSMGAP00000010247	ENSTNIP00000003747
ENSMGAP00000006025	ENSTNIP00000014984
ENSMGAP00000006533	ENSTNIP00000009101
ENSMGAP00000006533	ENSTNIP00000011558
ENSMGAP00000008623	ENSTNIP00000007902
ENSMGAP00000013955	ENSTNIP00000008527
ENSMGAP00000003798	ENSTNIP00000007239
ENSMGAP00000008811	ENSTNIP00000014688
ENSMGAP00000008095	ENSTNIP00000007643
ENSMGAP00000009520	ENSTNIP00000014825
ENSMGAP00000000820	ENSTNIP00000021877
ENSMGAP00000010780	ENSTNIP00000015819
ENSMGAP00000011620	ENSTNIP00000016724
ENSMGAP00000013216	ENSTNIP00000013766
ENSMGAP00000015723	ENSTNIP00000022676
ENSMGAP00000012964	ENSTNIP00000006032
ENSMGAP00000007303	ENSTNIP00000012129
ENSMGAP00000006711	ENSTNIP00000020484
ENSMGAP00000010123	ENSTNIP00000015775
ENSMGAP00000016462	ENSTNIP00000020633
ENSMGAP00000015474	ENSTNIP00000014522
ENSMGAP00000005170	ENSTNIP00000018588
ENSMGAP00000008009	ENSTNIP00000006302
ENSMGAP00000006409	ENSTNIP00000011615
ENSMGAP00000019099	ENSTNIP00000009213
ENSMGAP00000004424	ENSTNIP00000000936
ENSMGAP00000008469	ENSTNIP00000005333
ENSMGAP00000011501	ENSTNIP00000016370
ENSMGAP00000010058	ENSTNIP00000020914
ENSMGAP00000006632	ENSTNIP00000018545
ENSMGAP00000002273	ENSTNIP00000011322
ENSMGAP00000006024	ENSTNIP00000008102
ENSMGAP00000000724	ENSTNIP00000020225
ENSMGAP00000004840	ENSTNIP00000015754
ENSMGAP00000006614	ENSTNIP00000010305
ENSMGAP00000000776	ENSTNIP00000010324
ENSMGAP00000016718	ENSTNIP00000011872
ENSMGAP00000008820	ENSTNIP00000005058
ENSMGAP00000016634	ENSTNIP00000015662
ENSMGAP00000007708	ENSTNIP00000001061
ENSMGAP00000007261	ENSTNIP00000015028
ENSMGAP00000006009	ENSTNIP00000003717
ENSMGAP00000013748	ENSTNIP00000004521
ENSMGAP00000012712	ENSTNIP00000020169
ENSMGAP00000014177	ENSTNIP00000000469
ENSMGAP00000011338	ENSTNIP00000019732
ENSMGAP00000009920	ENSTNIP00000009071
ENSMGAP00000012587	ENSTNIP00000022356
ENSMGAP00000015713	ENSTNIP00000016887
ENSMGAP00000012550	ENSTNIP00000004168
ENSMGAP00000003915	ENSTNIP00000016666
ENSMGAP00000005836	ENSTNIP00000018168
ENSMGAP00000015183	ENSTNIP00000016778
