ENSTGUP00000008915	ENSGACP00000003450
ENSTGUP00000002778	ENSGACP00000013295
ENSTGUP00000004791	ENSGACP00000026416
ENSTGUP00000003667	ENSGACP00000008426
ENSTGUP00000012033	ENSGACP00000005288
ENSTGUP00000001013	ENSGACP00000009584
ENSTGUP00000007458	ENSGACP00000000943
ENSTGUP00000008715	ENSGACP00000002792
ENSTGUP00000010314	ENSGACP00000021350
ENSTGUP00000011959	ENSGACP00000001921
ENSTGUP00000016786	ENSGACP00000003948
ENSTGUP00000003277	ENSGACP00000002881
ENSTGUP00000001011	ENSGACP00000009562
ENSTGUP00000009443	ENSGACP00000003206
ENSTGUP00000009303	ENSGACP00000006156
ENSTGUP00000008202	ENSGACP00000016452
ENSTGUP00000001801	ENSGACP00000023569
ENSTGUP00000011167	ENSGACP00000016129
ENSTGUP00000017279	ENSGACP00000006036
ENSTGUP00000010584	ENSGACP00000005657
ENSTGUP00000006100	ENSGACP00000005954
ENSTGUP00000000194	ENSGACP00000024035
ENSTGUP00000008878	ENSGACP00000022099
ENSTGUP00000007009	ENSGACP00000026771
ENSTGUP00000005858	ENSGACP00000008675
ENSTGUP00000012952	ENSGACP00000020120
ENSTGUP00000011189	ENSGACP00000009911
ENSTGUP00000013950	ENSGACP00000026690
ENSTGUP00000008328	ENSGACP00000011291
ENSTGUP00000005283	ENSGACP00000007122
ENSTGUP00000005500	ENSGACP00000005318
ENSTGUP00000015260	ENSGACP00000016069
ENSTGUP00000007700	ENSGACP00000026633
ENSTGUP00000013478	ENSGACP00000007506
ENSTGUP00000001113	ENSGACP00000012226
ENSTGUP00000006800	ENSGACP00000013813
ENSTGUP00000004703	ENSGACP00000008271
ENSTGUP00000003965	ENSGACP00000019512
ENSTGUP00000011638	ENSGACP00000026477
ENSTGUP00000007827	ENSGACP00000013552
ENSTGUP00000006012	ENSGACP00000025374
ENSTGUP00000001604	ENSGACP00000004957
ENSTGUP00000009388	ENSGACP00000008349
ENSTGUP00000014461	ENSGACP00000013999
ENSTGUP00000008740	ENSGACP00000026287
ENSTGUP00000018292	ENSGACP00000017824
ENSTGUP00000000852	ENSGACP00000014175
ENSTGUP00000017531	ENSGACP00000014638
ENSTGUP00000008197	ENSGACP00000012454
ENSTGUP00000013085	ENSGACP00000012806
ENSTGUP00000010805	ENSGACP00000002192
ENSTGUP00000008278	ENSGACP00000007748
ENSTGUP00000000552	ENSGACP00000024260
ENSTGUP00000003798	ENSGACP00000022690
ENSTGUP00000018253	ENSGACP00000010373
ENSTGUP00000009738	ENSGACP00000006666
ENSTGUP00000006839	ENSGACP00000008170
ENSTGUP00000001899	ENSGACP00000025265
ENSTGUP00000008901	ENSGACP00000003795
ENSTGUP00000001097	ENSGACP00000006129
ENSTGUP00000012798	ENSGACP00000018134
ENSTGUP00000005152	ENSGACP00000008158
ENSTGUP00000013837	ENSGACP00000013317
ENSTGUP00000007724	ENSGACP00000001547
ENSTGUP00000008118	ENSGACP00000018931
ENSTGUP00000018128	ENSGACP00000009054
ENSTGUP00000011071	ENSGACP00000022611
ENSTGUP00000003770	ENSGACP00000017467
ENSTGUP00000002239	ENSGACP00000021023
ENSTGUP00000008464	ENSGACP00000006621
ENSTGUP00000000572	ENSGACP00000009314
ENSTGUP00000009302	ENSGACP00000006177
ENSTGUP00000003628	ENSGACP00000021656
ENSTGUP00000008159	ENSGACP00000016151
ENSTGUP00000011464	ENSGACP00000025554
ENSTGUP00000012382	ENSGACP00000005689
ENSTGUP00000015363	ENSGACP00000014333
ENSTGUP00000013732	ENSGACP00000013461
ENSTGUP00000013664	ENSGACP00000013656
ENSTGUP00000001240	ENSGACP00000002708
ENSTGUP00000002467	ENSGACP00000012011
ENSTGUP00000013078	ENSGACP00000000794
ENSTGUP00000003355	ENSGACP00000011233
ENSTGUP00000009700	ENSGACP00000019352
ENSTGUP00000015777	ENSGACP00000012151
ENSTGUP00000002282	ENSGACP00000025343
ENSTGUP00000011412	ENSGACP00000002821
ENSTGUP00000007358	ENSGACP00000009696
ENSTGUP00000009830	ENSGACP00000009970
ENSTGUP00000004277	ENSGACP00000021055
ENSTGUP00000010467	ENSGACP00000005497
ENSTGUP00000008540	ENSGACP00000017396
ENSTGUP00000006962	ENSGACP00000022907
ENSTGUP00000006719	ENSGACP00000024284
ENSTGUP00000018256	ENSGACP00000027412
ENSTGUP00000008542	ENSGACP00000007598
ENSTGUP00000017652	ENSGACP00000005516
ENSTGUP00000008399	ENSGACP00000017661
ENSTGUP00000002363	ENSGACP00000015664
ENSTGUP00000001524	ENSGACP00000024449
ENSTGUP00000009641	ENSGACP00000022182
ENSTGUP00000011834	ENSGACP00000003420
ENSTGUP00000008093	ENSGACP00000018965
ENSTGUP00000017330	ENSGACP00000006632
ENSTGUP00000008686	ENSGACP00000006557
ENSTGUP00000005881	ENSGACP00000017770
ENSTGUP00000013843	ENSGACP00000027208
ENSTGUP00000003822	ENSGACP00000007177
ENSTGUP00000011557	ENSGACP00000018982
ENSTGUP00000000025	ENSGACP00000018051
ENSTGUP00000007800	ENSGACP00000021925
ENSTGUP00000002185	ENSGACP00000006105
ENSTGUP00000001947	ENSGACP00000004230
ENSTGUP00000011266	ENSGACP00000010061
ENSTGUP00000005315	ENSGACP00000002958
ENSTGUP00000017810	ENSGACP00000006725
ENSTGUP00000008673	ENSGACP00000000986
ENSTGUP00000004712	ENSGACP00000021082
ENSTGUP00000003348	ENSGACP00000019638
ENSTGUP00000007928	ENSGACP00000012653
ENSTGUP00000004840	ENSGACP00000002989
ENSTGUP00000009110	ENSGACP00000011935
ENSTGUP00000012348	ENSGACP00000020239
ENSTGUP00000009138	ENSGACP00000011905
ENSTGUP00000006443	ENSGACP00000011805
ENSTGUP00000008119	ENSGACP00000018564
ENSTGUP00000006084	ENSGACP00000007163
ENSTGUP00000001946	ENSGACP00000025459
ENSTGUP00000000502	ENSGACP00000014950
ENSTGUP00000007083	ENSGACP00000000034
ENSTGUP00000000308	ENSGACP00000014274
ENSTGUP00000009201	ENSGACP00000002486
ENSTGUP00000008392	ENSGACP00000005113
ENSTGUP00000012066	ENSGACP00000027164
ENSTGUP00000005570	ENSGACP00000027638
ENSTGUP00000004104	ENSGACP00000020807
ENSTGUP00000012717	ENSGACP00000000339
ENSTGUP00000018310	ENSGACP00000027668
ENSTGUP00000009329	ENSGACP00000007615
ENSTGUP00000004371	ENSGACP00000021173
ENSTGUP00000009217	ENSGACP00000018602
ENSTGUP00000007106	ENSGACP00000026798
ENSTGUP00000004374	ENSGACP00000026729
ENSTGUP00000009795	ENSGACP00000004880
ENSTGUP00000010776	ENSGACP00000008133
ENSTGUP00000000635	ENSGACP00000017133
ENSTGUP00000002270	ENSGACP00000025344
ENSTGUP00000003111	ENSGACP00000023986
ENSTGUP00000009650	ENSGACP00000009832
ENSTGUP00000006444	ENSGACP00000023295
ENSTGUP00000003208	ENSGACP00000013180
ENSTGUP00000002552	ENSGACP00000006940
ENSTGUP00000001002	ENSGACP00000023799
ENSTGUP00000013819	ENSGACP00000002012
ENSTGUP00000008654	ENSGACP00000007058
ENSTGUP00000002756	ENSGACP00000020320
ENSTGUP00000006734	ENSGACP00000025073
ENSTGUP00000009308	ENSGACP00000007582
ENSTGUP00000009858	ENSGACP00000019687
ENSTGUP00000000848	ENSGACP00000014207
ENSTGUP00000009113	ENSGACP00000018766
ENSTGUP00000008696	ENSGACP00000018035
ENSTGUP00000010297	ENSGACP00000012931
ENSTGUP00000006887	ENSGACP00000015741
ENSTGUP00000009274	ENSGACP00000024971
ENSTGUP00000008425	ENSGACP00000018661
ENSTGUP00000008517	ENSGACP00000017107
ENSTGUP00000010458	ENSGACP00000005452
ENSTGUP00000009432	ENSGACP00000016277
ENSTGUP00000012872	ENSGACP00000018091
ENSTGUP00000010390	ENSGACP00000004583
ENSTGUP00000002790	ENSGACP00000009423
ENSTGUP00000008960	ENSGACP00000017891
ENSTGUP00000011269	ENSGACP00000010039
ENSTGUP00000008680	ENSGACP00000004683
ENSTGUP00000017068	ENSGACP00000011349
ENSTGUP00000007110	ENSGACP00000018863
ENSTGUP00000006765	ENSGACP00000013772
ENSTGUP00000006593	ENSGACP00000008861
ENSTGUP00000006168	ENSGACP00000010629
ENSTGUP00000013446	ENSGACP00000026621
ENSTGUP00000008428	ENSGACP00000018654
ENSTGUP00000008789	ENSGACP00000005228
ENSTGUP00000009671	ENSGACP00000015111
ENSTGUP00000012852	ENSGACP00000012576
ENSTGUP00000013379	ENSGACP00000011938
ENSTGUP00000008459	ENSGACP00000017056
ENSTGUP00000012333	ENSGACP00000016574
ENSTGUP00000009677	ENSGACP00000022202
ENSTGUP00000006293	ENSGACP00000005915
ENSTGUP00000010690	ENSGACP00000021522
ENSTGUP00000007797	ENSGACP00000024983
ENSTGUP00000014881	ENSGACP00000021071
ENSTGUP00000005358	ENSGACP00000007524
ENSTGUP00000003756	ENSGACP00000015601
ENSTGUP00000005326	ENSGACP00000025609
ENSTGUP00000007482	ENSGACP00000018825
ENSTGUP00000009792	ENSGACP00000024677
ENSTGUP00000011762	ENSGACP00000002752
ENSTGUP00000001123	ENSGACP00000011752
ENSTGUP00000007927	ENSGACP00000015414
ENSTGUP00000003978	ENSGACP00000025124
ENSTGUP00000009000	ENSGACP00000005407
ENSTGUP00000004481	ENSGACP00000021139
ENSTGUP00000003726	ENSGACP00000002077
ENSTGUP00000005666	ENSGACP00000018033
ENSTGUP00000003572	ENSGACP00000023445
ENSTGUP00000005590	ENSGACP00000010906
ENSTGUP00000003231	ENSGACP00000024089
ENSTGUP00000010507	ENSGACP00000019580
ENSTGUP00000007802	ENSGACP00000023460
ENSTGUP00000006647	ENSGACP00000023351
ENSTGUP00000008807	ENSGACP00000019771
ENSTGUP00000005115	ENSGACP00000013198
ENSTGUP00000003425	ENSGACP00000014919
ENSTGUP00000001307	ENSGACP00000000221
ENSTGUP00000001991	ENSGACP00000025348
ENSTGUP00000003470	ENSGACP00000025208
ENSTGUP00000013826	ENSGACP00000013308
ENSTGUP00000010732	ENSGACP00000019309
ENSTGUP00000010985	ENSGACP00000011003
ENSTGUP00000014429	ENSGACP00000017073
ENSTGUP00000006011	ENSGACP00000022625
ENSTGUP00000010820	ENSGACP00000022380
ENSTGUP00000004976	ENSGACP00000016142
ENSTGUP00000010376	ENSGACP00000009534
ENSTGUP00000011325	ENSGACP00000015857
ENSTGUP00000012864	ENSGACP00000013046
ENSTGUP00000001296	ENSGACP00000023977
ENSTGUP00000001296	ENSGACP00000000219
ENSTGUP00000001519	ENSGACP00000024013
ENSTGUP00000006264	ENSGACP00000005635
ENSTGUP00000006374	ENSGACP00000016564
ENSTGUP00000007992	ENSGACP00000001505
ENSTGUP00000012469	ENSGACP00000007744
ENSTGUP00000013777	ENSGACP00000001834
ENSTGUP00000003331	ENSGACP00000011179
ENSTGUP00000007948	ENSGACP00000021039
ENSTGUP00000015830	ENSGACP00000017190
ENSTGUP00000017581	ENSGACP00000019551
ENSTGUP00000009044	ENSGACP00000005756
ENSTGUP00000010810	ENSGACP00000025313
ENSTGUP00000017675	ENSGACP00000013097
ENSTGUP00000004602	ENSGACP00000027453
ENSTGUP00000013817	ENSGACP00000009938
ENSTGUP00000008432	ENSGACP00000018648
ENSTGUP00000012405	ENSGACP00000016921
ENSTGUP00000010824	ENSGACP00000006946
ENSTGUP00000001121	ENSGACP00000020041
ENSTGUP00000008478	ENSGACP00000009770
ENSTGUP00000012533	ENSGACP00000019648
ENSTGUP00000002351	ENSGACP00000016235
ENSTGUP00000014529	ENSGACP00000017172
ENSTGUP00000010417	ENSGACP00000005478
ENSTGUP00000000625	ENSGACP00000024389
ENSTGUP00000008608	ENSGACP00000023015
ENSTGUP00000008135	ENSGACP00000000318
ENSTGUP00000008135	ENSGACP00000018524
ENSTGUP00000011800	ENSGACP00000012771
ENSTGUP00000012222	ENSGACP00000000749
ENSTGUP00000007391	ENSGACP00000021225
ENSTGUP00000001701	ENSGACP00000011564
ENSTGUP00000004583	ENSGACP00000006517
ENSTGUP00000002842	ENSGACP00000008693
ENSTGUP00000006512	ENSGACP00000020899
ENSTGUP00000005515	ENSGACP00000014133
ENSTGUP00000004291	ENSGACP00000021613
ENSTGUP00000004781	ENSGACP00000000843
ENSTGUP00000005781	ENSGACP00000004901
ENSTGUP00000004107	ENSGACP00000003624
ENSTGUP00000017611	ENSGACP00000019867
ENSTGUP00000000314	ENSGACP00000020126
ENSTGUP00000010830	ENSGACP00000023639
ENSTGUP00000010201	ENSGACP00000009093
ENSTGUP00000013162	ENSGACP00000026148
ENSTGUP00000003612	ENSGACP00000019635
ENSTGUP00000002843	ENSGACP00000019694
ENSTGUP00000009914	ENSGACP00000011842
ENSTGUP00000001295	ENSGACP00000000218
ENSTGUP00000004474	ENSGACP00000012734
ENSTGUP00000004378	ENSGACP00000000612
ENSTGUP00000000916	ENSGACP00000017207
ENSTGUP00000002470	ENSGACP00000017551
ENSTGUP00000002618	ENSGACP00000016837
ENSTGUP00000001852	ENSGACP00000026398
ENSTGUP00000003495	ENSGACP00000001714
ENSTGUP00000004588	ENSGACP00000017412
ENSTGUP00000012545	ENSGACP00000025808
ENSTGUP00000003543	ENSGACP00000003368
ENSTGUP00000000248	ENSGACP00000023020
ENSTGUP00000000955	ENSGACP00000005447
ENSTGUP00000012091	ENSGACP00000010208
ENSTGUP00000011070	ENSGACP00000008043
ENSTGUP00000004436	ENSGACP00000024303
ENSTGUP00000005959	ENSGACP00000021630
ENSTGUP00000000661	ENSGACP00000014084
ENSTGUP00000000685	ENSGACP00000024439
ENSTGUP00000018117	ENSGACP00000025441
ENSTGUP00000012675	ENSGACP00000008171
ENSTGUP00000008606	ENSGACP00000019533
ENSTGUP00000010071	ENSGACP00000021117
ENSTGUP00000012623	ENSGACP00000026293
ENSTGUP00000002131	ENSGACP00000007076
ENSTGUP00000007619	ENSGACP00000022028
ENSTGUP00000012982	ENSGACP00000015973
ENSTGUP00000005897	ENSGACP00000001881
ENSTGUP00000002786	ENSGACP00000025978
ENSTGUP00000002786	ENSGACP00000015959
ENSTGUP00000005328	ENSGACP00000004000
ENSTGUP00000011763	ENSGACP00000023734
ENSTGUP00000007432	ENSGACP00000003910
ENSTGUP00000001914	ENSGACP00000005844
ENSTGUP00000005074	ENSGACP00000007328
ENSTGUP00000007920	ENSGACP00000019853
ENSTGUP00000007145	ENSGACP00000019482
ENSTGUP00000001643	ENSGACP00000023767
ENSTGUP00000002590	ENSGACP00000024492
ENSTGUP00000011118	ENSGACP00000015418
ENSTGUP00000007809	ENSGACP00000003322
ENSTGUP00000008082	ENSGACP00000006880
ENSTGUP00000013905	ENSGACP00000015840
ENSTGUP00000007966	ENSGACP00000003139
ENSTGUP00000010887	ENSGACP00000015766
ENSTGUP00000010313	ENSGACP00000010908
ENSTGUP00000001376	ENSGACP00000009817
ENSTGUP00000002329	ENSGACP00000009085
ENSTGUP00000002520	ENSGACP00000021663
ENSTGUP00000002664	ENSGACP00000021935
ENSTGUP00000017239	ENSGACP00000015656
ENSTGUP00000010283	ENSGACP00000024157
ENSTGUP00000009168	ENSGACP00000004135
ENSTGUP00000003139	ENSGACP00000004717
ENSTGUP00000010502	ENSGACP00000023024
ENSTGUP00000010773	ENSGACP00000000979
ENSTGUP00000002773	ENSGACP00000004771
ENSTGUP00000011828	ENSGACP00000017834
ENSTGUP00000005548	ENSGACP00000015101
ENSTGUP00000001886	ENSGACP00000003341
ENSTGUP00000002803	ENSGACP00000007296
ENSTGUP00000010542	ENSGACP00000026221
ENSTGUP00000009115	ENSGACP00000006923
ENSTGUP00000003776	ENSGACP00000017508
ENSTGUP00000009840	ENSGACP00000007064
ENSTGUP00000001641	ENSGACP00000027648
ENSTGUP00000002887	ENSGACP00000009105
ENSTGUP00000005301	ENSGACP00000007309
ENSTGUP00000010038	ENSGACP00000007610
ENSTGUP00000008339	ENSGACP00000011890
ENSTGUP00000015025	ENSGACP00000023697
ENSTGUP00000001080	ENSGACP00000012244
ENSTGUP00000012791	ENSGACP00000007485
ENSTGUP00000012984	ENSGACP00000018006
ENSTGUP00000001530	ENSGACP00000022139
ENSTGUP00000010270	ENSGACP00000021716
ENSTGUP00000001092	ENSGACP00000002174
ENSTGUP00000007151	ENSGACP00000019763
ENSTGUP00000010295	ENSGACP00000001408
ENSTGUP00000012769	ENSGACP00000013955
ENSTGUP00000003153	ENSGACP00000006871
ENSTGUP00000000699	ENSGACP00000013979
ENSTGUP00000010054	ENSGACP00000003925
ENSTGUP00000000416	ENSGACP00000011997
ENSTGUP00000003024	ENSGACP00000001601
ENSTGUP00000007664	ENSGACP00000007224
ENSTGUP00000004336	ENSGACP00000021288
ENSTGUP00000012860	ENSGACP00000013055
ENSTGUP00000005691	ENSGACP00000026683
ENSTGUP00000003195	ENSGACP00000025132
ENSTGUP00000006959	ENSGACP00000016514
ENSTGUP00000017321	ENSGACP00000007385
ENSTGUP00000005423	ENSGACP00000011468
ENSTGUP00000010132	ENSGACP00000001932
ENSTGUP00000005368	ENSGACP00000023108
ENSTGUP00000006027	ENSGACP00000002969
ENSTGUP00000000675	ENSGACP00000017664
ENSTGUP00000009891	ENSGACP00000025018
ENSTGUP00000007444	ENSGACP00000021940
ENSTGUP00000002085	ENSGACP00000022083
ENSTGUP00000010884	ENSGACP00000025289
ENSTGUP00000009900	ENSGACP00000016793
ENSTGUP00000003316	ENSGACP00000011148
ENSTGUP00000001703	ENSGACP00000000114
ENSTGUP00000013338	ENSGACP00000015143
ENSTGUP00000009161	ENSGACP00000022441
ENSTGUP00000000508	ENSGACP00000008978
ENSTGUP00000015788	ENSGACP00000014962
ENSTGUP00000012539	ENSGACP00000006362
ENSTGUP00000000943	ENSGACP00000017528
ENSTGUP00000008647	ENSGACP00000002177
ENSTGUP00000013192	ENSGACP00000005755
ENSTGUP00000000062	ENSGACP00000016181
ENSTGUP00000011917	ENSGACP00000001972
ENSTGUP00000007031	ENSGACP00000007377
ENSTGUP00000010220	ENSGACP00000004985
ENSTGUP00000017821	ENSGACP00000014010
ENSTGUP00000001577	ENSGACP00000003522
ENSTGUP00000002159	ENSGACP00000006993
ENSTGUP00000012836	ENSGACP00000012099
ENSTGUP00000010052	ENSGACP00000011499
ENSTGUP00000001150	ENSGACP00000000476
ENSTGUP00000009500	ENSGACP00000006037
ENSTGUP00000010509	ENSGACP00000019881
ENSTGUP00000012838	ENSGACP00000008798
ENSTGUP00000012838	ENSGACP00000012643
ENSTGUP00000004926	ENSGACP00000004260
ENSTGUP00000008257	ENSGACP00000003599
ENSTGUP00000004544	ENSGACP00000016090
ENSTGUP00000002699	ENSGACP00000005737
ENSTGUP00000013377	ENSGACP00000011954
ENSTGUP00000011624	ENSGACP00000003885
ENSTGUP00000004813	ENSGACP00000001668
ENSTGUP00000011916	ENSGACP00000019241
ENSTGUP00000004434	ENSGACP00000024760
ENSTGUP00000012702	ENSGACP00000026602
ENSTGUP00000011719	ENSGACP00000008831
ENSTGUP00000013922	ENSGACP00000018501
ENSTGUP00000004941	ENSGACP00000003251
ENSTGUP00000008441	ENSGACP00000022597
ENSTGUP00000006542	ENSGACP00000017639
ENSTGUP00000008298	ENSGACP00000006471
ENSTGUP00000007911	ENSGACP00000000677
ENSTGUP00000002534	ENSGACP00000027552
ENSTGUP00000001245	ENSGACP00000003265
ENSTGUP00000009876	ENSGACP00000011831
ENSTGUP00000015376	ENSGACP00000026714
ENSTGUP00000010225	ENSGACP00000012090
ENSTGUP00000011168	ENSGACP00000025852
ENSTGUP00000000129	ENSGACP00000024597
ENSTGUP00000003140	ENSGACP00000015876
ENSTGUP00000002671	ENSGACP00000021179
ENSTGUP00000008351	ENSGACP00000021812
ENSTGUP00000011469	ENSGACP00000005091
ENSTGUP00000002933	ENSGACP00000021477
ENSTGUP00000003615	ENSGACP00000003524
ENSTGUP00000008848	ENSGACP00000014766
ENSTGUP00000002328	ENSGACP00000009100
ENSTGUP00000007020	ENSGACP00000022136
ENSTGUP00000013527	ENSGACP00000012819
ENSTGUP00000006231	ENSGACP00000021002
ENSTGUP00000009344	ENSGACP00000007325
ENSTGUP00000013970	ENSGACP00000023451
ENSTGUP00000009597	ENSGACP00000025038
ENSTGUP00000000602	ENSGACP00000014991
ENSTGUP00000007162	ENSGACP00000007798
ENSTGUP00000005203	ENSGACP00000005405
ENSTGUP00000012002	ENSGACP00000026391
ENSTGUP00000006294	ENSGACP00000018422
ENSTGUP00000006204	ENSGACP00000004356
ENSTGUP00000012006	ENSGACP00000005021
ENSTGUP00000001732	ENSGACP00000003490
ENSTGUP00000006932	ENSGACP00000022866
ENSTGUP00000012517	ENSGACP00000011819
ENSTGUP00000009093	ENSGACP00000019089
ENSTGUP00000000181	ENSGACP00000019364
ENSTGUP00000004381	ENSGACP00000006691
ENSTGUP00000009486	ENSGACP00000011304
ENSTGUP00000004361	ENSGACP00000004593
ENSTGUP00000010856	ENSGACP00000009604
ENSTGUP00000002427	ENSGACP00000026521
ENSTGUP00000009844	ENSGACP00000008829
ENSTGUP00000006631	ENSGACP00000013591
ENSTGUP00000000643	ENSGACP00000001518
ENSTGUP00000001398	ENSGACP00000011326
ENSTGUP00000008748	ENSGACP00000011903
ENSTGUP00000008323	ENSGACP00000011554
ENSTGUP00000009261	ENSGACP00000014048
ENSTGUP00000003395	ENSGACP00000026738
ENSTGUP00000000459	ENSGACP00000013865
ENSTGUP00000016202	ENSGACP00000023550
ENSTGUP00000001050	ENSGACP00000001294
ENSTGUP00000014839	ENSGACP00000027372
ENSTGUP00000009406	ENSGACP00000016199
ENSTGUP00000018076	ENSGACP00000000130
ENSTGUP00000001688	ENSGACP00000008967
ENSTGUP00000007112	ENSGACP00000014893
ENSTGUP00000000222	ENSGACP00000023029
ENSTGUP00000012255	ENSGACP00000027184
ENSTGUP00000005330	ENSGACP00000023972
ENSTGUP00000006504	ENSGACP00000005183
ENSTGUP00000012601	ENSGACP00000018676
ENSTGUP00000002886	ENSGACP00000004466
ENSTGUP00000005721	ENSGACP00000021037
ENSTGUP00000000041	ENSGACP00000021762
ENSTGUP00000003955	ENSGACP00000021989
ENSTGUP00000002247	ENSGACP00000009006
ENSTGUP00000008347	ENSGACP00000021770
ENSTGUP00000004736	ENSGACP00000006200
ENSTGUP00000006793	ENSGACP00000026412
ENSTGUP00000005700	ENSGACP00000025347
ENSTGUP00000016211	ENSGACP00000009635
ENSTGUP00000002278	ENSGACP00000008972
ENSTGUP00000017811	ENSGACP00000006685
ENSTGUP00000013133	ENSGACP00000006301
ENSTGUP00000005659	ENSGACP00000022292
ENSTGUP00000010275	ENSGACP00000012866
ENSTGUP00000013254	ENSGACP00000018058
ENSTGUP00000008380	ENSGACP00000006583
ENSTGUP00000017996	ENSGACP00000009113
ENSTGUP00000010030	ENSGACP00000003978
ENSTGUP00000002274	ENSGACP00000006414
ENSTGUP00000001785	ENSGACP00000010946
ENSTGUP00000013830	ENSGACP00000018031
ENSTGUP00000001698	ENSGACP00000000113
ENSTGUP00000003795	ENSGACP00000001188
ENSTGUP00000002827	ENSGACP00000015938
ENSTGUP00000015512	ENSGACP00000008927
ENSTGUP00000007576	ENSGACP00000007370
ENSTGUP00000011995	ENSGACP00000010511
ENSTGUP00000009390	ENSGACP00000021547
ENSTGUP00000000214	ENSGACP00000016950
ENSTGUP00000000065	ENSGACP00000013728
ENSTGUP00000010796	ENSGACP00000018167
ENSTGUP00000000775	ENSGACP00000012029
ENSTGUP00000005089	ENSGACP00000010338
ENSTGUP00000011249	ENSGACP00000018783
ENSTGUP00000004623	ENSGACP00000027455
ENSTGUP00000014050	ENSGACP00000014449
ENSTGUP00000009349	ENSGACP00000018673
ENSTGUP00000005828	ENSGACP00000020603
ENSTGUP00000006966	ENSGACP00000022908
ENSTGUP00000007263	ENSGACP00000014544
ENSTGUP00000002550	ENSGACP00000011624
ENSTGUP00000017089	ENSGACP00000026686
ENSTGUP00000003222	ENSGACP00000005910
ENSTGUP00000005738	ENSGACP00000019123
ENSTGUP00000009134	ENSGACP00000011910
ENSTGUP00000004715	ENSGACP00000021083
ENSTGUP00000018144	ENSGACP00000009576
ENSTGUP00000012592	ENSGACP00000015456
ENSTGUP00000002436	ENSGACP00000023927
ENSTGUP00000002436	ENSGACP00000023924
ENSTGUP00000012925	ENSGACP00000020853
ENSTGUP00000004258	ENSGACP00000007487
ENSTGUP00000000405	ENSGACP00000014063
ENSTGUP00000010184	ENSGACP00000014993
ENSTGUP00000006503	ENSGACP00000011284
ENSTGUP00000004050	ENSGACP00000017801
ENSTGUP00000008346	ENSGACP00000022115
ENSTGUP00000003089	ENSGACP00000023534
ENSTGUP00000008288	ENSGACP00000005274
ENSTGUP00000002374	ENSGACP00000006882
ENSTGUP00000005511	ENSGACP00000027065
ENSTGUP00000003281	ENSGACP00000003820
ENSTGUP00000007587	ENSGACP00000022619
ENSTGUP00000002346	ENSGACP00000022922
ENSTGUP00000000061	ENSGACP00000008109
ENSTGUP00000008452	ENSGACP00000018641
ENSTGUP00000008555	ENSGACP00000009864
ENSTGUP00000001812	ENSGACP00000024062
ENSTGUP00000007897	ENSGACP00000021919
ENSTGUP00000003341	ENSGACP00000011867
ENSTGUP00000009290	ENSGACP00000001549
ENSTGUP00000013945	ENSGACP00000026625
ENSTGUP00000000904	ENSGACP00000023810
ENSTGUP00000012639	ENSGACP00000010400
ENSTGUP00000003537	ENSGACP00000023034
ENSTGUP00000006895	ENSGACP00000020947
ENSTGUP00000003039	ENSGACP00000014434
ENSTGUP00000000969	ENSGACP00000024306
ENSTGUP00000006037	ENSGACP00000013053
ENSTGUP00000004547	ENSGACP00000018411
ENSTGUP00000013308	ENSGACP00000010003
ENSTGUP00000010568	ENSGACP00000016210
ENSTGUP00000006073	ENSGACP00000023339
ENSTGUP00000001436	ENSGACP00000012493
ENSTGUP00000003944	ENSGACP00000006159
ENSTGUP00000002079	ENSGACP00000016208
ENSTGUP00000015748	ENSGACP00000015618
ENSTGUP00000017589	ENSGACP00000009601
ENSTGUP00000001804	ENSGACP00000023597
ENSTGUP00000008005	ENSGACP00000010549
ENSTGUP00000006733	ENSGACP00000027268
ENSTGUP00000017293	ENSGACP00000012780
ENSTGUP00000003757	ENSGACP00000022979
ENSTGUP00000008254	ENSGACP00000026752
ENSTGUP00000005291	ENSGACP00000009146
ENSTGUP00000005291	ENSGACP00000026667
ENSTGUP00000010988	ENSGACP00000010601
ENSTGUP00000003152	ENSGACP00000024056
