ENSDARP00000074624	ENSMODP00000016222
ENSDARP00000075216	ENSMODP00000004243
ENSDARP00000115556	ENSMODP00000006529
ENSDARP00000106113	ENSMODP00000029832
ENSDARP00000122353	ENSMODP00000011173
ENSDARP00000076102	ENSMODP00000010044
ENSDARP00000121321	ENSMODP00000015334
ENSDARP00000060999	ENSMODP00000016740
ENSDARP00000050728	ENSMODP00000022080
ENSDARP00000012730	ENSMODP00000002288
ENSDARP00000126189	ENSMODP00000002288
ENSDARP00000075486	ENSMODP00000022531
ENSDARP00000107263	ENSMODP00000017898
ENSDARP00000073185	ENSMODP00000017549
ENSDARP00000067634	ENSMODP00000019823
ENSDARP00000100864	ENSMODP00000019964
ENSDARP00000066928	ENSMODP00000035095
ENSDARP00000086268	ENSMODP00000015791
ENSDARP00000104181	ENSMODP00000021239
ENSDARP00000070422	ENSMODP00000005014
ENSDARP00000093767	ENSMODP00000023658
ENSDARP00000009188	ENSMODP00000015544
ENSDARP00000060918	ENSMODP00000016665
ENSDARP00000027867	ENSMODP00000005224
ENSDARP00000008500	ENSMODP00000018709
ENSDARP00000128742	ENSMODP00000009566
ENSDARP00000030566	ENSMODP00000018670
ENSDARP00000085945	ENSMODP00000019000
ENSDARP00000055046	ENSMODP00000019070
ENSDARP00000031228	ENSMODP00000032612
ENSDARP00000105177	ENSMODP00000003607
ENSDARP00000002526	ENSMODP00000003607
ENSDARP00000106649	ENSMODP00000031186
ENSDARP00000066302	ENSMODP00000015614
ENSDARP00000038472	ENSMODP00000020853
ENSDARP00000049153	ENSMODP00000018025
ENSDARP00000065922	ENSMODP00000008570
ENSDARP00000099357	ENSMODP00000004261
ENSDARP00000119180	ENSMODP00000018902
ENSDARP00000099422	ENSMODP00000027050
ENSDARP00000093286	ENSMODP00000014011
ENSDARP00000107001	ENSMODP00000009655
ENSDARP00000076814	ENSMODP00000014009
ENSDARP00000102548	ENSMODP00000010735
ENSDARP00000100448	ENSMODP00000000120
ENSDARP00000122503	ENSMODP00000019410
ENSDARP00000097146	ENSMODP00000010151
ENSDARP00000067792	ENSMODP00000021663
ENSDARP00000113500	ENSMODP00000006256
ENSDARP00000122898	ENSMODP00000025963
ENSDARP00000078213	ENSMODP00000024095
ENSDARP00000106737	ENSMODP00000008525
ENSDARP00000068620	ENSMODP00000023189
ENSDARP00000086911	ENSMODP00000000558
ENSDARP00000038075	ENSMODP00000000493
ENSDARP00000073018	ENSMODP00000040913
ENSDARP00000109749	ENSMODP00000001649
ENSDARP00000112519	ENSMODP00000024311
ENSDARP00000039403	ENSMODP00000010490
ENSDARP00000045098	ENSMODP00000019306
ENSDARP00000095947	ENSMODP00000024152
ENSDARP00000105996	ENSMODP00000030128
ENSDARP00000102848	ENSMODP00000010126
ENSDARP00000028107	ENSMODP00000010016
ENSDARP00000056711	ENSMODP00000002450
ENSDARP00000005720	ENSMODP00000019556
ENSDARP00000001156	ENSMODP00000014319
ENSDARP00000106434	ENSMODP00000002187
ENSDARP00000091529	ENSMODP00000024017
ENSDARP00000113326	ENSMODP00000012164
ENSDARP00000052003	ENSMODP00000009510
ENSDARP00000050911	ENSMODP00000023873
ENSDARP00000081585	ENSMODP00000016231
ENSDARP00000102162	ENSMODP00000003018
ENSDARP00000083233	ENSMODP00000021601
ENSDARP00000033868	ENSMODP00000036544
ENSDARP00000123623	ENSMODP00000003538
ENSDARP00000064214	ENSMODP00000024104
ENSDARP00000057154	ENSMODP00000014508
ENSDARP00000049513	ENSMODP00000013131
ENSDARP00000102144	ENSMODP00000036684
ENSDARP00000008091	ENSMODP00000000574
ENSDARP00000019450	ENSMODP00000000254
ENSDARP00000103611	ENSMODP00000013425
ENSDARP00000075332	ENSMODP00000015369
ENSDARP00000027503	ENSMODP00000035015
ENSDARP00000051643	ENSMODP00000003809
ENSDARP00000115735	ENSMODP00000004361
ENSDARP00000066908	ENSMODP00000008962
ENSDARP00000107812	ENSMODP00000022583
ENSDARP00000024411	ENSMODP00000035727
ENSDARP00000004506	ENSMODP00000005940
ENSDARP00000035846	ENSMODP00000020155
ENSDARP00000102639	ENSMODP00000003075
ENSDARP00000112627	ENSMODP00000001494
ENSDARP00000111876	ENSMODP00000001494
ENSDARP00000098935	ENSMODP00000009967
ENSDARP00000010571	ENSMODP00000006578
ENSDARP00000083038	ENSMODP00000016807
ENSDARP00000091094	ENSMODP00000025119
ENSDARP00000073880	ENSMODP00000003837
ENSDARP00000108361	ENSMODP00000010585
ENSDARP00000104764	ENSMODP00000017111
ENSDARP00000083250	ENSMODP00000019210
ENSDARP00000110474	ENSMODP00000021478
ENSDARP00000069896	ENSMODP00000025319
ENSDARP00000089064	ENSMODP00000034687
ENSDARP00000080495	ENSMODP00000010646
ENSDARP00000060541	ENSMODP00000008700
ENSDARP00000002079	ENSMODP00000034953
ENSDARP00000072635	ENSMODP00000006943
ENSDARP00000050965	ENSMODP00000019528
ENSDARP00000030673	ENSMODP00000000265
ENSDARP00000016007	ENSMODP00000008407
ENSDARP00000098483	ENSMODP00000008793
ENSDARP00000042258	ENSMODP00000009624
ENSDARP00000128600	ENSMODP00000010547
ENSDARP00000111708	ENSMODP00000010547
ENSDARP00000096405	ENSMODP00000015855
ENSDARP00000077473	ENSMODP00000015147
ENSDARP00000067733	ENSMODP00000007683
ENSDARP00000124014	ENSMODP00000022281
ENSDARP00000024965	ENSMODP00000018362
ENSDARP00000050069	ENSMODP00000001155
ENSDARP00000094043	ENSMODP00000002416
ENSDARP00000077232	ENSMODP00000024096
ENSDARP00000106052	ENSMODP00000012540
ENSDARP00000067487	ENSMODP00000023770
ENSDARP00000060343	ENSMODP00000034720
ENSDARP00000126890	ENSMODP00000008841
ENSDARP00000119188	ENSMODP00000012964
ENSDARP00000087721	ENSMODP00000026686
ENSDARP00000020885	ENSMODP00000023717
ENSDARP00000095170	ENSMODP00000001706
ENSDARP00000022890	ENSMODP00000005581
ENSDARP00000051613	ENSMODP00000005406
ENSDARP00000057512	ENSMODP00000004660
ENSDARP00000104984	ENSMODP00000005568
ENSDARP00000078255	ENSMODP00000006601
ENSDARP00000074936	ENSMODP00000022734
ENSDARP00000053008	ENSMODP00000013158
ENSDARP00000022822	ENSMODP00000017064
ENSDARP00000109406	ENSMODP00000017064
ENSDARP00000040811	ENSMODP00000020836
ENSDARP00000030264	ENSMODP00000029871
ENSDARP00000019792	ENSMODP00000005543
ENSDARP00000102293	ENSMODP00000013904
ENSDARP00000031743	ENSMODP00000022586
ENSDARP00000057885	ENSMODP00000024506
ENSDARP00000122559	ENSMODP00000006860
ENSDARP00000127593	ENSMODP00000003138
ENSDARP00000046933	ENSMODP00000016927
ENSDARP00000119955	ENSMODP00000008061
ENSDARP00000039877	ENSMODP00000009382
ENSDARP00000110830	ENSMODP00000038427
ENSDARP00000032298	ENSMODP00000020910
ENSDARP00000059401	ENSMODP00000010211
ENSDARP00000105602	ENSMODP00000023515
ENSDARP00000087815	ENSMODP00000023515
ENSDARP00000109011	ENSMODP00000023712
ENSDARP00000124376	ENSMODP00000015170
ENSDARP00000051711	ENSMODP00000013409
ENSDARP00000110484	ENSMODP00000018981
ENSDARP00000086491	ENSMODP00000021079
ENSDARP00000120051	ENSMODP00000023333
ENSDARP00000062066	ENSMODP00000003143
ENSDARP00000021983	ENSMODP00000005842
ENSDARP00000067732	ENSMODP00000003959
ENSDARP00000013291	ENSMODP00000015886
ENSDARP00000105334	ENSMODP00000024826
ENSDARP00000075595	ENSMODP00000026764
ENSDARP00000007227	ENSMODP00000024441
ENSDARP00000096716	ENSMODP00000022654
ENSDARP00000054056	ENSMODP00000006764
ENSDARP00000009993	ENSMODP00000017104
ENSDARP00000059799	ENSMODP00000013893
ENSDARP00000123077	ENSMODP00000038756
ENSDARP00000061837	ENSMODP00000009176
ENSDARP00000054063	ENSMODP00000018717
ENSDARP00000102614	ENSMODP00000019208
ENSDARP00000103460	ENSMODP00000000353
ENSDARP00000013539	ENSMODP00000019452
ENSDARP00000026137	ENSMODP00000010122
ENSDARP00000011145	ENSMODP00000013098
ENSDARP00000006089	ENSMODP00000005912
ENSDARP00000067907	ENSMODP00000023001
ENSDARP00000118045	ENSMODP00000023001
ENSDARP00000103048	ENSMODP00000013042
ENSDARP00000106526	ENSMODP00000001264
ENSDARP00000102984	ENSMODP00000019021
ENSDARP00000055311	ENSMODP00000017047
ENSDARP00000106327	ENSMODP00000018242
ENSDARP00000104113	ENSMODP00000005082
ENSDARP00000117810	ENSMODP00000026182
ENSDARP00000077520	ENSMODP00000005951
ENSDARP00000024129	ENSMODP00000012102
ENSDARP00000100004	ENSMODP00000021971
ENSDARP00000114101	ENSMODP00000036213
ENSDARP00000048632	ENSMODP00000012325
ENSDARP00000016138	ENSMODP00000011162
ENSDARP00000096598	ENSMODP00000009864
ENSDARP00000127524	ENSMODP00000001913
ENSDARP00000107688	ENSMODP00000017475
ENSDARP00000107722	ENSMODP00000018239
ENSDARP00000084624	ENSMODP00000005813
ENSDARP00000095554	ENSMODP00000022839
ENSDARP00000108187	ENSMODP00000003102
ENSDARP00000094963	ENSMODP00000003102
ENSDARP00000094129	ENSMODP00000000235
ENSDARP00000054264	ENSMODP00000001352
ENSDARP00000034658	ENSMODP00000008864
ENSDARP00000110023	ENSMODP00000011242
ENSDARP00000122404	ENSMODP00000006379
ENSDARP00000094367	ENSMODP00000001615
ENSDARP00000064541	ENSMODP00000022344
ENSDARP00000123219	ENSMODP00000003477
ENSDARP00000058146	ENSMODP00000000655
ENSDARP00000018592	ENSMODP00000002778
ENSDARP00000080424	ENSMODP00000010778
ENSDARP00000037865	ENSMODP00000017119
ENSDARP00000037018	ENSMODP00000011348
ENSDARP00000084022	ENSMODP00000020110
ENSDARP00000061298	ENSMODP00000000168
ENSDARP00000096094	ENSMODP00000013053
ENSDARP00000100606	ENSMODP00000003467
ENSDARP00000036723	ENSMODP00000011700
ENSDARP00000098056	ENSMODP00000018850
ENSDARP00000109955	ENSMODP00000018850
ENSDARP00000078525	ENSMODP00000006653
ENSDARP00000122139	ENSMODP00000023007
ENSDARP00000116551	ENSMODP00000000421
ENSDARP00000122210	ENSMODP00000005238
ENSDARP00000114886	ENSMODP00000020884
ENSDARP00000103947	ENSMODP00000010693
ENSDARP00000082023	ENSMODP00000004023
ENSDARP00000122569	ENSMODP00000021983
ENSDARP00000106348	ENSMODP00000022817
ENSDARP00000104406	ENSMODP00000023171
ENSDARP00000077569	ENSMODP00000018438
ENSDARP00000108092	ENSMODP00000010181
ENSDARP00000061728	ENSMODP00000004201
ENSDARP00000015880	ENSMODP00000011990
ENSDARP00000026471	ENSMODP00000000692
ENSDARP00000107781	ENSMODP00000000026
ENSDARP00000114422	ENSMODP00000002362
ENSDARP00000069090	ENSMODP00000022409
ENSDARP00000059306	ENSMODP00000022409
ENSDARP00000097776	ENSMODP00000015031
ENSDARP00000088433	ENSMODP00000037993
ENSDARP00000014981	ENSMODP00000019920
ENSDARP00000051918	ENSMODP00000026263
ENSDARP00000107314	ENSMODP00000005328
ENSDARP00000119567	ENSMODP00000024301
ENSDARP00000126325	ENSMODP00000000681
ENSDARP00000085142	ENSMODP00000007641
ENSDARP00000107830	ENSMODP00000002795
ENSDARP00000054441	ENSMODP00000000968
ENSDARP00000101586	ENSMODP00000015175
ENSDARP00000076524	ENSMODP00000003385
ENSDARP00000087672	ENSMODP00000016811
ENSDARP00000075497	ENSMODP00000006312
ENSDARP00000121623	ENSMODP00000012474
ENSDARP00000108572	ENSMODP00000018638
ENSDARP00000118646	ENSMODP00000008855
ENSDARP00000112600	ENSMODP00000003856
ENSDARP00000122786	ENSMODP00000021127
ENSDARP00000041288	ENSMODP00000021127
ENSDARP00000104418	ENSMODP00000009634
ENSDARP00000109245	ENSMODP00000019650
ENSDARP00000049683	ENSMODP00000023331
ENSDARP00000069243	ENSMODP00000020053
ENSDARP00000092403	ENSMODP00000018495
ENSDARP00000022692	ENSMODP00000007671
ENSDARP00000104413	ENSMODP00000021796
ENSDARP00000112051	ENSMODP00000017998
ENSDARP00000059475	ENSMODP00000026241
ENSDARP00000057998	ENSMODP00000005283
ENSDARP00000049398	ENSMODP00000016682
ENSDARP00000086028	ENSMODP00000011607
ENSDARP00000082953	ENSMODP00000025897
ENSDARP00000110881	ENSMODP00000022207
ENSDARP00000111939	ENSMODP00000003575
ENSDARP00000076931	ENSMODP00000002914
ENSDARP00000100769	ENSMODP00000026229
ENSDARP00000111802	ENSMODP00000030355
ENSDARP00000040064	ENSMODP00000016323
ENSDARP00000095278	ENSMODP00000007749
ENSDARP00000011636	ENSMODP00000008279
ENSDARP00000109602	ENSMODP00000001989
ENSDARP00000118186	ENSMODP00000005453
ENSDARP00000001346	ENSMODP00000016023
ENSDARP00000089209	ENSMODP00000004549
ENSDARP00000104190	ENSMODP00000020071
ENSDARP00000081630	ENSMODP00000028836
ENSDARP00000103522	ENSMODP00000004640
ENSDARP00000023878	ENSMODP00000002326
ENSDARP00000124654	ENSMODP00000014519
ENSDARP00000089863	ENSMODP00000019475
ENSDARP00000064218	ENSMODP00000009222
ENSDARP00000059892	ENSMODP00000028315
ENSDARP00000115385	ENSMODP00000023729
ENSDARP00000072515	ENSMODP00000023125
ENSDARP00000097916	ENSMODP00000022824
ENSDARP00000066423	ENSMODP00000024520
ENSDARP00000060627	ENSMODP00000011336
ENSDARP00000002470	ENSMODP00000000264
ENSDARP00000111311	ENSMODP00000001609
ENSDARP00000018028	ENSMODP00000026622
ENSDARP00000035567	ENSMODP00000010768
ENSDARP00000032986	ENSMODP00000010768
ENSDARP00000069226	ENSMODP00000005411
ENSDARP00000079456	ENSMODP00000000606
ENSDARP00000035419	ENSMODP00000005314
ENSDARP00000002223	ENSMODP00000019830
ENSDARP00000120948	ENSMODP00000001660
ENSDARP00000007006	ENSMODP00000000593
ENSDARP00000013599	ENSMODP00000023964
ENSDARP00000064974	ENSMODP00000024562
ENSDARP00000114962	ENSMODP00000020829
ENSDARP00000107366	ENSMODP00000019091
ENSDARP00000092910	ENSMODP00000032516
ENSDARP00000117738	ENSMODP00000009629
ENSDARP00000055931	ENSMODP00000012475
ENSDARP00000109163	ENSMODP00000019028
ENSDARP00000099279	ENSMODP00000004842
ENSDARP00000082563	ENSMODP00000014067
ENSDARP00000102008	ENSMODP00000001147
ENSDARP00000114411	ENSMODP00000022471
ENSDARP00000013936	ENSMODP00000003245
ENSDARP00000094210	ENSMODP00000001558
ENSDARP00000077775	ENSMODP00000021885
ENSDARP00000100716	ENSMODP00000010167
ENSDARP00000055384	ENSMODP00000004754
ENSDARP00000044149	ENSMODP00000000193
ENSDARP00000119850	ENSMODP00000009535
ENSDARP00000111825	ENSMODP00000015949
ENSDARP00000079599	ENSMODP00000017703
ENSDARP00000038815	ENSMODP00000019224
ENSDARP00000057564	ENSMODP00000023166
ENSDARP00000101596	ENSMODP00000018659
ENSDARP00000094826	ENSMODP00000019651
ENSDARP00000097166	ENSMODP00000012562
ENSDARP00000058970	ENSMODP00000015240
ENSDARP00000036490	ENSMODP00000010421
ENSDARP00000108129	ENSMODP00000006103
ENSDARP00000104805	ENSMODP00000011101
ENSDARP00000048002	ENSMODP00000019338
ENSDARP00000068744	ENSMODP00000014241
ENSDARP00000081675	ENSMODP00000028537
ENSDARP00000048422	ENSMODP00000016993
ENSDARP00000011179	ENSMODP00000015581
ENSDARP00000086151	ENSMODP00000040852
ENSDARP00000021046	ENSMODP00000018381
ENSDARP00000100805	ENSMODP00000017676
ENSDARP00000126616	ENSMODP00000009632
ENSDARP00000105010	ENSMODP00000032379
ENSDARP00000114357	ENSMODP00000013613
ENSDARP00000037794	ENSMODP00000030309
ENSDARP00000106355	ENSMODP00000012822
ENSDARP00000112114	ENSMODP00000003628
ENSDARP00000025588	ENSMODP00000021345
ENSDARP00000115566	ENSMODP00000022597
ENSDARP00000072840	ENSMODP00000018873
ENSDARP00000122860	ENSMODP00000018873
ENSDARP00000077823	ENSMODP00000023925
ENSDARP00000117667	ENSMODP00000041202
ENSDARP00000099674	ENSMODP00000033276
ENSDARP00000057641	ENSMODP00000007923
ENSDARP00000099031	ENSMODP00000011687
ENSDARP00000012625	ENSMODP00000020669
ENSDARP00000124621	ENSMODP00000006262
ENSDARP00000090505	ENSMODP00000006262
ENSDARP00000121737	ENSMODP00000003638
ENSDARP00000057699	ENSMODP00000007334
ENSDARP00000098829	ENSMODP00000009768
ENSDARP00000107952	ENSMODP00000005796
ENSDARP00000065317	ENSMODP00000006957
ENSDARP00000063130	ENSMODP00000018846
ENSDARP00000022900	ENSMODP00000007725
ENSDARP00000092687	ENSMODP00000018015
ENSDARP00000035261	ENSMODP00000006612
ENSDARP00000019506	ENSMODP00000006142
ENSDARP00000051029	ENSMODP00000025535
ENSDARP00000061995	ENSMODP00000002653
ENSDARP00000121235	ENSMODP00000011316
ENSDARP00000059573	ENSMODP00000000591
ENSDARP00000117245	ENSMODP00000003308
ENSDARP00000002437	ENSMODP00000028477
ENSDARP00000077969	ENSMODP00000018023
ENSDARP00000082459	ENSMODP00000006409
ENSDARP00000112094	ENSMODP00000023660
ENSDARP00000115821	ENSMODP00000019068
ENSDARP00000117803	ENSMODP00000038433
ENSDARP00000011354	ENSMODP00000009859
ENSDARP00000118047	ENSMODP00000000160
ENSDARP00000120722	ENSMODP00000032286
ENSDARP00000088617	ENSMODP00000010342
ENSDARP00000039787	ENSMODP00000017317
ENSDARP00000112607	ENSMODP00000014029
ENSDARP00000087205	ENSMODP00000002065
ENSDARP00000107201	ENSMODP00000001855
ENSDARP00000109773	ENSMODP00000026253
ENSDARP00000091049	ENSMODP00000001612
ENSDARP00000107079	ENSMODP00000003372
ENSDARP00000051482	ENSMODP00000013226
ENSDARP00000113709	ENSMODP00000020561
ENSDARP00000010089	ENSMODP00000039958
ENSDARP00000053837	ENSMODP00000014593
ENSDARP00000107848	ENSMODP00000014813
ENSDARP00000012660	ENSMODP00000000525
ENSDARP00000041528	ENSMODP00000003093
ENSDARP00000061678	ENSMODP00000003280
ENSDARP00000017949	ENSMODP00000012891
ENSDARP00000113038	ENSMODP00000005417
ENSDARP00000008262	ENSMODP00000004564
ENSDARP00000105072	ENSMODP00000015278
ENSDARP00000017331	ENSMODP00000019319
ENSDARP00000051565	ENSMODP00000003166
ENSDARP00000129427	ENSMODP00000021411
ENSDARP00000067304	ENSMODP00000025658
ENSDARP00000087790	ENSMODP00000022740
ENSDARP00000115089	ENSMODP00000015502
ENSDARP00000068705	ENSMODP00000006400
ENSDARP00000105664	ENSMODP00000010019
ENSDARP00000120708	ENSMODP00000005044
ENSDARP00000074147	ENSMODP00000012060
ENSDARP00000022896	ENSMODP00000000271
ENSDARP00000048920	ENSMODP00000008706
ENSDARP00000078516	ENSMODP00000006276
ENSDARP00000003565	ENSMODP00000002623
ENSDARP00000068661	ENSMODP00000025826
ENSDARP00000089019	ENSMODP00000018457
ENSDARP00000099991	ENSMODP00000019425
ENSDARP00000035289	ENSMODP00000019425
ENSDARP00000083605	ENSMODP00000021292
ENSDARP00000100393	ENSMODP00000041306
ENSDARP00000107020	ENSMODP00000024804
ENSDARP00000051654	ENSMODP00000014263
ENSDARP00000051311	ENSMODP00000025400
ENSDARP00000110890	ENSMODP00000010325
ENSDARP00000121682	ENSMODP00000010842
ENSDARP00000089800	ENSMODP00000037707
ENSDARP00000052182	ENSMODP00000014623
ENSDARP00000070020	ENSMODP00000014949
ENSDARP00000098864	ENSMODP00000002988
ENSDARP00000098368	ENSMODP00000002532
ENSDARP00000127649	ENSMODP00000015085
ENSDARP00000056207	ENSMODP00000021996
ENSDARP00000088311	ENSMODP00000022519
ENSDARP00000073952	ENSMODP00000022645
ENSDARP00000047635	ENSMODP00000032152
ENSDARP00000102914	ENSMODP00000028543
ENSDARP00000004708	ENSMODP00000009573
ENSDARP00000119902	ENSMODP00000026697
ENSDARP00000103868	ENSMODP00000021001
ENSDARP00000100186	ENSMODP00000004488
ENSDARP00000090099	ENSMODP00000005596
ENSDARP00000108647	ENSMODP00000026827
ENSDARP00000102210	ENSMODP00000011197
ENSDARP00000119166	ENSMODP00000025786
ENSDARP00000075289	ENSMODP00000024556
ENSDARP00000065044	ENSMODP00000019617
ENSDARP00000108008	ENSMODP00000017284
ENSDARP00000058677	ENSMODP00000000719
ENSDARP00000012199	ENSMODP00000000719
ENSDARP00000086697	ENSMODP00000020945
ENSDARP00000113437	ENSMODP00000025367
ENSDARP00000096680	ENSMODP00000009473
ENSDARP00000096080	ENSMODP00000013077
ENSDARP00000023867	ENSMODP00000003015
ENSDARP00000034770	ENSMODP00000010752
ENSDARP00000081377	ENSMODP00000011018
ENSDARP00000086117	ENSMODP00000014590
ENSDARP00000104844	ENSMODP00000026352
ENSDARP00000100228	ENSMODP00000004101
ENSDARP00000057470	ENSMODP00000011665
ENSDARP00000110719	ENSMODP00000016688
ENSDARP00000104026	ENSMODP00000001628
ENSDARP00000071963	ENSMODP00000019939
ENSDARP00000098731	ENSMODP00000022780
ENSDARP00000062930	ENSMODP00000021572
ENSDARP00000095989	ENSMODP00000019622
ENSDARP00000119101	ENSMODP00000015713
ENSDARP00000064079	ENSMODP00000028914
ENSDARP00000011842	ENSMODP00000019277
ENSDARP00000115164	ENSMODP00000013401
ENSDARP00000098269	ENSMODP00000026636
ENSDARP00000056722	ENSMODP00000028127
ENSDARP00000114720	ENSMODP00000015819
ENSDARP00000002837	ENSMODP00000029142
ENSDARP00000015141	ENSMODP00000019228
ENSDARP00000106695	ENSMODP00000012849
ENSDARP00000094034	ENSMODP00000015846
ENSDARP00000114134	ENSMODP00000025073
ENSDARP00000099835	ENSMODP00000008237
ENSDARP00000098896	ENSMODP00000010435
ENSDARP00000123966	ENSMODP00000021161
ENSDARP00000012708	ENSMODP00000009309
ENSDARP00000036649	ENSMODP00000026334
ENSDARP00000106797	ENSMODP00000024375
ENSDARP00000115814	ENSMODP00000017993
ENSDARP00000088088	ENSMODP00000021557
ENSDARP00000126407	ENSMODP00000022641
ENSDARP00000043801	ENSMODP00000033316
ENSDARP00000107806	ENSMODP00000024637
ENSDARP00000099363	ENSMODP00000018623
ENSDARP00000087877	ENSMODP00000026939
ENSDARP00000113761	ENSMODP00000016630
ENSDARP00000123099	ENSMODP00000008087
ENSDARP00000079033	ENSMODP00000015072
ENSDARP00000083577	ENSMODP00000012671
ENSDARP00000119887	ENSMODP00000018865
ENSDARP00000121339	ENSMODP00000034477
ENSDARP00000017777	ENSMODP00000012300
ENSDARP00000117653	ENSMODP00000026758
ENSDARP00000082602	ENSMODP00000008039
ENSDARP00000003379	ENSMODP00000028125
ENSDARP00000099881	ENSMODP00000035051
ENSDARP00000091697	ENSMODP00000015802
ENSDARP00000077369	ENSMODP00000014013
ENSDARP00000098143	ENSMODP00000013005
ENSDARP00000090344	ENSMODP00000013005
ENSDARP00000078271	ENSMODP00000033464
ENSDARP00000033992	ENSMODP00000003544
ENSDARP00000099076	ENSMODP00000012247
ENSDARP00000116827	ENSMODP00000009286
ENSDARP00000101684	ENSMODP00000022603
ENSDARP00000110144	ENSMODP00000002344
ENSDARP00000043171	ENSMODP00000040825
ENSDARP00000105690	ENSMODP00000004527
ENSDARP00000062940	ENSMODP00000020016
ENSDARP00000103330	ENSMODP00000009791
ENSDARP00000049975	ENSMODP00000003822
ENSDARP00000107203	ENSMODP00000015034
ENSDARP00000010155	ENSMODP00000003204
ENSDARP00000015462	ENSMODP00000016037
ENSDARP00000090881	ENSMODP00000018489
ENSDARP00000116146	ENSMODP00000018489
ENSDARP00000037007	ENSMODP00000011438
ENSDARP00000018158	ENSMODP00000008568
ENSDARP00000041841	ENSMODP00000020096
ENSDARP00000104545	ENSMODP00000019629
ENSDARP00000101492	ENSMODP00000019218
ENSDARP00000124773	ENSMODP00000026139
ENSDARP00000128334	ENSMODP00000012191
ENSDARP00000051620	ENSMODP00000018965
ENSDARP00000033890	ENSMODP00000010696
ENSDARP00000025545	ENSMODP00000023665
ENSDARP00000060295	ENSMODP00000014259
ENSDARP00000053179	ENSMODP00000000941
ENSDARP00000120878	ENSMODP00000023011
