ENSTNIP00000006282	ENSGACP00000024945
ENSTNIP00000010912	ENSGACP00000015117
ENSTNIP00000003781	ENSGACP00000020369
ENSTNIP00000006247	ENSGACP00000018800
ENSTNIP00000006277	ENSGACP00000002532
ENSTNIP00000017560	ENSGACP00000019897
ENSTNIP00000001916	ENSGACP00000001882
ENSTNIP00000020415	ENSGACP00000012468
ENSTNIP00000012314	ENSGACP00000020166
ENSTNIP00000015458	ENSGACP00000015885
ENSTNIP00000021040	ENSGACP00000003451
ENSTNIP00000001321	ENSGACP00000021035
ENSTNIP00000023056	ENSGACP00000020098
ENSTNIP00000000449	ENSGACP00000025497
ENSTNIP00000008330	ENSGACP00000025494
ENSTNIP00000014483	ENSGACP00000011898
ENSTNIP00000003334	ENSGACP00000024475
ENSTNIP00000012444	ENSGACP00000023083
ENSTNIP00000016450	ENSGACP00000020922
ENSTNIP00000009906	ENSGACP00000024299
ENSTNIP00000006591	ENSGACP00000002628
ENSTNIP00000006541	ENSGACP00000003147
ENSTNIP00000010737	ENSGACP00000016715
ENSTNIP00000006020	ENSGACP00000023685
ENSTNIP00000017730	ENSGACP00000002025
ENSTNIP00000019729	ENSGACP00000006672
ENSTNIP00000022189	ENSGACP00000016775
ENSTNIP00000021653	ENSGACP00000024872
ENSTNIP00000021049	ENSGACP00000003520
ENSTNIP00000021067	ENSGACP00000003698
ENSTNIP00000017855	ENSGACP00000009432
ENSTNIP00000018466	ENSGACP00000012858
ENSTNIP00000019937	ENSGACP00000022552
ENSTNIP00000016422	ENSGACP00000005429
ENSTNIP00000011237	ENSGACP00000013662
ENSTNIP00000005816	ENSGACP00000025673
ENSTNIP00000014221	ENSGACP00000019767
ENSTNIP00000013940	ENSGACP00000026196
ENSTNIP00000014405	ENSGACP00000017962
ENSTNIP00000008111	ENSGACP00000017615
ENSTNIP00000006378	ENSGACP00000010637
ENSTNIP00000018309	ENSGACP00000018193
ENSTNIP00000015155	ENSGACP00000018210
ENSTNIP00000023084	ENSGACP00000003035
ENSTNIP00000014634	ENSGACP00000018728
ENSTNIP00000009955	ENSGACP00000005409
ENSTNIP00000002689	ENSGACP00000021229
ENSTNIP00000003935	ENSGACP00000024012
ENSTNIP00000017047	ENSGACP00000024784
ENSTNIP00000021131	ENSGACP00000015022
ENSTNIP00000020944	ENSGACP00000006137
ENSTNIP00000013163	ENSGACP00000020520
ENSTNIP00000017524	ENSGACP00000003343
ENSTNIP00000012042	ENSGACP00000007130
ENSTNIP00000019231	ENSGACP00000027053
ENSTNIP00000012143	ENSGACP00000021079
ENSTNIP00000001532	ENSGACP00000008535
ENSTNIP00000020230	ENSGACP00000003394
ENSTNIP00000005192	ENSGACP00000002731
ENSTNIP00000011023	ENSGACP00000004226
ENSTNIP00000006150	ENSGACP00000003188
ENSTNIP00000020649	ENSGACP00000024049
ENSTNIP00000010524	ENSGACP00000013410
ENSTNIP00000021016	ENSGACP00000003573
ENSTNIP00000012355	ENSGACP00000019974
ENSTNIP00000020027	ENSGACP00000009631
ENSTNIP00000022988	ENSGACP00000011676
ENSTNIP00000014518	ENSGACP00000010852
ENSTNIP00000013271	ENSGACP00000019701
ENSTNIP00000021962	ENSGACP00000023021
ENSTNIP00000021871	ENSGACP00000009471
ENSTNIP00000016393	ENSGACP00000005167
ENSTNIP00000014648	ENSGACP00000011257
ENSTNIP00000000043	ENSGACP00000016226
ENSTNIP00000013664	ENSGACP00000016744
ENSTNIP00000016086	ENSGACP00000004704
ENSTNIP00000003734	ENSGACP00000005125
ENSTNIP00000008265	ENSGACP00000011503
ENSTNIP00000019219	ENSGACP00000027080
ENSTNIP00000010756	ENSGACP00000018572
ENSTNIP00000007206	ENSGACP00000014530
ENSTNIP00000017380	ENSGACP00000006841
ENSTNIP00000010327	ENSGACP00000021760
ENSTNIP00000005808	ENSGACP00000001010
ENSTNIP00000015426	ENSGACP00000014732
ENSTNIP00000004928	ENSGACP00000003256
ENSTNIP00000014137	ENSGACP00000006329
ENSTNIP00000016022	ENSGACP00000021970
ENSTNIP00000000775	ENSGACP00000019474
ENSTNIP00000007765	ENSGACP00000010140
ENSTNIP00000004907	ENSGACP00000006359
ENSTNIP00000015336	ENSGACP00000023577
ENSTNIP00000001081	ENSGACP00000011478
ENSTNIP00000004886	ENSGACP00000018914
ENSTNIP00000015610	ENSGACP00000026566
ENSTNIP00000014911	ENSGACP00000016036
ENSTNIP00000015864	ENSGACP00000012384
ENSTNIP00000010348	ENSGACP00000021524
ENSTNIP00000009042	ENSGACP00000014722
ENSTNIP00000005242	ENSGACP00000010519
ENSTNIP00000017351	ENSGACP00000007676
ENSTNIP00000020500	ENSGACP00000010845
ENSTNIP00000018638	ENSGACP00000012194
ENSTNIP00000013230	ENSGACP00000023628
ENSTNIP00000011897	ENSGACP00000022207
ENSTNIP00000001037	ENSGACP00000009443
ENSTNIP00000014192	ENSGACP00000019106
ENSTNIP00000014474	ENSGACP00000002949
ENSTNIP00000021815	ENSGACP00000022632
ENSTNIP00000019174	ENSGACP00000007398
ENSTNIP00000020205	ENSGACP00000024373
ENSTNIP00000019234	ENSGACP00000027055
ENSTNIP00000008271	ENSGACP00000003145
ENSTNIP00000004065	ENSGACP00000001221
ENSTNIP00000019335	ENSGACP00000014978
ENSTNIP00000017381	ENSGACP00000006889
ENSTNIP00000003516	ENSGACP00000021402
ENSTNIP00000018304	ENSGACP00000018260
ENSTNIP00000015344	ENSGACP00000014356
ENSTNIP00000016055	ENSGACP00000022111
ENSTNIP00000020031	ENSGACP00000009699
ENSTNIP00000009306	ENSGACP00000007526
ENSTNIP00000018235	ENSGACP00000009360
ENSTNIP00000014015	ENSGACP00000020440
ENSTNIP00000018600	ENSGACP00000013627
ENSTNIP00000001364	ENSGACP00000015567
ENSTNIP00000005734	ENSGACP00000020133
ENSTNIP00000013110	ENSGACP00000005788
ENSTNIP00000016689	ENSGACP00000007902
ENSTNIP00000009354	ENSGACP00000013948
ENSTNIP00000016230	ENSGACP00000020425
ENSTNIP00000020666	ENSGACP00000025505
ENSTNIP00000008317	ENSGACP00000024347
ENSTNIP00000006313	ENSGACP00000027580
ENSTNIP00000001964	ENSGACP00000022174
ENSTNIP00000009784	ENSGACP00000017409
ENSTNIP00000002129	ENSGACP00000013781
ENSTNIP00000020832	ENSGACP00000021305
ENSTNIP00000010748	ENSGACP00000018683
ENSTNIP00000000245	ENSGACP00000010447
ENSTNIP00000016510	ENSGACP00000020569
ENSTNIP00000019029	ENSGACP00000018172
ENSTNIP00000009316	ENSGACP00000009426
ENSTNIP00000020267	ENSGACP00000005822
ENSTNIP00000006190	ENSGACP00000019578
ENSTNIP00000014625	ENSGACP00000005825
ENSTNIP00000020467	ENSGACP00000011433
ENSTNIP00000018004	ENSGACP00000000614
ENSTNIP00000010991	ENSGACP00000003478
ENSTNIP00000006947	ENSGACP00000015252
ENSTNIP00000015821	ENSGACP00000011280
ENSTNIP00000016670	ENSGACP00000006369
ENSTNIP00000012388	ENSGACP00000019792
ENSTNIP00000015236	ENSGACP00000011668
ENSTNIP00000011309	ENSGACP00000022913
ENSTNIP00000002908	ENSGACP00000016220
ENSTNIP00000008099	ENSGACP00000017191
ENSTNIP00000012660	ENSGACP00000014640
ENSTNIP00000017051	ENSGACP00000024251
ENSTNIP00000015049	ENSGACP00000024108
ENSTNIP00000016065	ENSGACP00000004259
ENSTNIP00000010725	ENSGACP00000016361
ENSTNIP00000005342	ENSGACP00000010691
ENSTNIP00000012714	ENSGACP00000015942
ENSTNIP00000009944	ENSGACP00000002760
ENSTNIP00000017660	ENSGACP00000001261
ENSTNIP00000021885	ENSGACP00000003431
ENSTNIP00000009020	ENSGACP00000010287
ENSTNIP00000011920	ENSGACP00000022336
ENSTNIP00000018970	ENSGACP00000012050
ENSTNIP00000021946	ENSGACP00000021795
ENSTNIP00000019811	ENSGACP00000008110
ENSTNIP00000010222	ENSGACP00000024989
ENSTNIP00000020332	ENSGACP00000013089
ENSTNIP00000016693	ENSGACP00000008297
ENSTNIP00000000100	ENSGACP00000019185
ENSTNIP00000013515	ENSGACP00000006697
ENSTNIP00000008998	ENSGACP00000025327
ENSTNIP00000014224	ENSGACP00000019755
ENSTNIP00000020502	ENSGACP00000010782
ENSTNIP00000003301	ENSGACP00000000022
ENSTNIP00000010343	ENSGACP00000021616
ENSTNIP00000019867	ENSGACP00000017099
ENSTNIP00000020660	ENSGACP00000025480
ENSTNIP00000006942	ENSGACP00000009361
ENSTNIP00000021755	ENSGACP00000018428
ENSTNIP00000017454	ENSGACP00000004484
ENSTNIP00000017502	ENSGACP00000020167
ENSTNIP00000007143	ENSGACP00000010969
ENSTNIP00000020424	ENSGACP00000012262
ENSTNIP00000014271	ENSGACP00000002632
ENSTNIP00000012035	ENSGACP00000006869
ENSTNIP00000014598	ENSGACP00000016834
ENSTNIP00000000113	ENSGACP00000013834
ENSTNIP00000012800	ENSGACP00000027162
ENSTNIP00000013676	ENSGACP00000013173
ENSTNIP00000013407	ENSGACP00000012490
ENSTNIP00000008308	ENSGACP00000021309
ENSTNIP00000006257	ENSGACP00000001855
ENSTNIP00000015817	ENSGACP00000011331
ENSTNIP00000021324	ENSGACP00000023264
ENSTNIP00000011217	ENSGACP00000014030
ENSTNIP00000003857	ENSGACP00000015222
ENSTNIP00000013248	ENSGACP00000018601
ENSTNIP00000019014	ENSGACP00000007418
ENSTNIP00000015258	ENSGACP00000012141
ENSTNIP00000009545	ENSGACP00000026668
ENSTNIP00000018585	ENSGACP00000013957
ENSTNIP00000002563	ENSGACP00000011534
ENSTNIP00000019754	ENSGACP00000005899
ENSTNIP00000010326	ENSGACP00000021781
ENSTNIP00000010160	ENSGACP00000015611
ENSTNIP00000007027	ENSGACP00000027649
ENSTNIP00000004876	ENSGACP00000004953
ENSTNIP00000005490	ENSGACP00000026422
ENSTNIP00000020180	ENSGACP00000010199
ENSTNIP00000005844	ENSGACP00000005925
ENSTNIP00000018319	ENSGACP00000018094
ENSTNIP00000007935	ENSGACP00000018669
ENSTNIP00000011506	ENSGACP00000010697
ENSTNIP00000008282	ENSGACP00000003900
ENSTNIP00000000027	ENSGACP00000010142
ENSTNIP00000017091	ENSGACP00000025004
ENSTNIP00000004665	ENSGACP00000017085
ENSTNIP00000015491	ENSGACP00000014392
ENSTNIP00000009090	ENSGACP00000003507
ENSTNIP00000000521	ENSGACP00000018633
ENSTNIP00000007134	ENSGACP00000003242
ENSTNIP00000012226	ENSGACP00000020757
ENSTNIP00000018656	ENSGACP00000018232
ENSTNIP00000022176	ENSGACP00000016593
ENSTNIP00000022344	ENSGACP00000009011
ENSTNIP00000016962	ENSGACP00000005106
ENSTNIP00000002642	ENSGACP00000009227
ENSTNIP00000008215	ENSGACP00000021108
ENSTNIP00000006673	ENSGACP00000016692
ENSTNIP00000000349	ENSGACP00000009559
ENSTNIP00000021919	ENSGACP00000021930
ENSTNIP00000008553	ENSGACP00000025910
ENSTNIP00000013379	ENSGACP00000002706
ENSTNIP00000020851	ENSGACP00000021421
ENSTNIP00000019227	ENSGACP00000027067
ENSTNIP00000002918	ENSGACP00000011411
ENSTNIP00000022936	ENSGACP00000010175
ENSTNIP00000011672	ENSGACP00000018332
ENSTNIP00000015177	ENSGACP00000010475
ENSTNIP00000020506	ENSGACP00000010705
ENSTNIP00000017465	ENSGACP00000004368
ENSTNIP00000018432	ENSGACP00000007613
ENSTNIP00000016009	ENSGACP00000021816
ENSTNIP00000010203	ENSGACP00000021712
ENSTNIP00000005616	ENSGACP00000007079
ENSTNIP00000013920	ENSGACP00000009638
ENSTNIP00000020278	ENSGACP00000006140
ENSTNIP00000020941	ENSGACP00000006194
ENSTNIP00000010546	ENSGACP00000013037
ENSTNIP00000010047	ENSGACP00000025447
ENSTNIP00000019121	ENSGACP00000013241
ENSTNIP00000012742	ENSGACP00000015608
ENSTNIP00000010272	ENSGACP00000014292
ENSTNIP00000020795	ENSGACP00000018921
ENSTNIP00000003963	ENSGACP00000012965
ENSTNIP00000016538	ENSGACP00000023915
ENSTNIP00000004468	ENSGACP00000015748
ENSTNIP00000013451	ENSGACP00000006649
ENSTNIP00000008303	ENSGACP00000010316
ENSTNIP00000009053	ENSGACP00000000846
ENSTNIP00000006783	ENSGACP00000006198
ENSTNIP00000014892	ENSGACP00000019396
ENSTNIP00000010336	ENSGACP00000021685
ENSTNIP00000017573	ENSGACP00000019849
ENSTNIP00000015076	ENSGACP00000016038
ENSTNIP00000005699	ENSGACP00000024243
ENSTNIP00000007663	ENSGACP00000018758
ENSTNIP00000012877	ENSGACP00000027290
ENSTNIP00000002426	ENSGACP00000004497
ENSTNIP00000020537	ENSGACP00000010235
ENSTNIP00000010984	ENSGACP00000003398
ENSTNIP00000022107	ENSGACP00000009254
ENSTNIP00000012473	ENSGACP00000022640
ENSTNIP00000010999	ENSGACP00000003539
ENSTNIP00000020748	ENSGACP00000009397
ENSTNIP00000021986	ENSGACP00000022875
ENSTNIP00000014427	ENSGACP00000016570
ENSTNIP00000015908	ENSGACP00000005992
ENSTNIP00000021600	ENSGACP00000010867
ENSTNIP00000012064	ENSGACP00000009519
ENSTNIP00000010181	ENSGACP00000014473
ENSTNIP00000010195	ENSGACP00000014683
ENSTNIP00000016522	ENSGACP00000000427
ENSTNIP00000006645	ENSGACP00000023648
ENSTNIP00000008822	ENSGACP00000024711
ENSTNIP00000015123	ENSGACP00000015352
ENSTNIP00000005948	ENSGACP00000026096
ENSTNIP00000013471	ENSGACP00000005943
ENSTNIP00000011753	ENSGACP00000017222
ENSTNIP00000017316	ENSGACP00000000279
ENSTNIP00000016865	ENSGACP00000003697
ENSTNIP00000005764	ENSGACP00000019282
ENSTNIP00000001813	ENSGACP00000025354
ENSTNIP00000004836	ENSGACP00000017460
ENSTNIP00000014534	ENSGACP00000017363
ENSTNIP00000018808	ENSGACP00000021618
ENSTNIP00000019192	ENSGACP00000025815
ENSTNIP00000020497	ENSGACP00000010911
ENSTNIP00000019142	ENSGACP00000012299
ENSTNIP00000009681	ENSGACP00000007003
ENSTNIP00000008456	ENSGACP00000003141
ENSTNIP00000020856	ENSGACP00000021430
ENSTNIP00000004816	ENSGACP00000019446
ENSTNIP00000021517	ENSGACP00000016222
ENSTNIP00000003691	ENSGACP00000004708
ENSTNIP00000016283	ENSGACP00000006247
ENSTNIP00000008394	ENSGACP00000018494
ENSTNIP00000008193	ENSGACP00000024855
ENSTNIP00000013313	ENSGACP00000011553
ENSTNIP00000010732	ENSGACP00000016527
ENSTNIP00000019259	ENSGACP00000027138
ENSTNIP00000008487	ENSGACP00000025804
ENSTNIP00000008370	ENSGACP00000012403
ENSTNIP00000010907	ENSGACP00000015206
ENSTNIP00000021257	ENSGACP00000009018
ENSTNIP00000022696	ENSGACP00000024477
ENSTNIP00000016753	ENSGACP00000010403
ENSTNIP00000000399	ENSGACP00000015511
ENSTNIP00000001700	ENSGACP00000026949
ENSTNIP00000005442	ENSGACP00000003637
ENSTNIP00000015713	ENSGACP00000004510
ENSTNIP00000009678	ENSGACP00000006958
ENSTNIP00000008206	ENSGACP00000006611
ENSTNIP00000012210	ENSGACP00000020833
ENSTNIP00000014039	ENSGACP00000012039
ENSTNIP00000018645	ENSGACP00000018143
ENSTNIP00000019456	ENSGACP00000013807
ENSTNIP00000008311	ENSGACP00000021349
ENSTNIP00000022295	ENSGACP00000008059
ENSTNIP00000013868	ENSGACP00000017531
ENSTNIP00000009694	ENSGACP00000025330
ENSTNIP00000010075	ENSGACP00000000412
ENSTNIP00000011704	ENSGACP00000002884
ENSTNIP00000005797	ENSGACP00000017955
ENSTNIP00000002434	ENSGACP00000004585
ENSTNIP00000010896	ENSGACP00000015375
ENSTNIP00000005410	ENSGACP00000020718
ENSTNIP00000001595	ENSGACP00000025789
ENSTNIP00000010057	ENSGACP00000005401
ENSTNIP00000022296	ENSGACP00000008086
ENSTNIP00000015420	ENSGACP00000014788
ENSTNIP00000013367	ENSGACP00000014855
ENSTNIP00000020999	ENSGACP00000002092
ENSTNIP00000005579	ENSGACP00000000369
ENSTNIP00000020352	ENSGACP00000013401
ENSTNIP00000010882	ENSGACP00000015600
ENSTNIP00000012667	ENSGACP00000014540
ENSTNIP00000014822	ENSGACP00000019108
ENSTNIP00000009084	ENSGACP00000027629
ENSTNIP00000019347	ENSGACP00000015085
ENSTNIP00000006750	ENSGACP00000007225
ENSTNIP00000013337	ENSGACP00000014098
ENSTNIP00000010954	ENSGACP00000003185
ENSTNIP00000018876	ENSGACP00000010166
ENSTNIP00000015403	ENSGACP00000015368
ENSTNIP00000017900	ENSGACP00000021963
ENSTNIP00000010631	ENSGACP00000021224
ENSTNIP00000002209	ENSGACP00000021797
ENSTNIP00000008919	ENSGACP00000017860
ENSTNIP00000021551	ENSGACP00000011881
ENSTNIP00000010477	ENSGACP00000027656
ENSTNIP00000018301	ENSGACP00000018268
ENSTNIP00000010522	ENSGACP00000013468
ENSTNIP00000022553	ENSGACP00000016063
ENSTNIP00000000256	ENSGACP00000003917
ENSTNIP00000015417	ENSGACP00000015035
ENSTNIP00000017331	ENSGACP00000007342
ENSTNIP00000019510	ENSGACP00000010317
ENSTNIP00000005841	ENSGACP00000006084
ENSTNIP00000018321	ENSGACP00000018053
ENSTNIP00000022411	ENSGACP00000017131
ENSTNIP00000007761	ENSGACP00000010203
ENSTNIP00000011079	ENSGACP00000025837
ENSTNIP00000018788	ENSGACP00000003438
ENSTNIP00000001726	ENSGACP00000004405
ENSTNIP00000019688	ENSGACP00000007768
ENSTNIP00000006911	ENSGACP00000024543
ENSTNIP00000022247	ENSGACP00000025255
ENSTNIP00000022065	ENSGACP00000001413
ENSTNIP00000002313	ENSGACP00000001618
ENSTNIP00000012123	ENSGACP00000011859
ENSTNIP00000022998	ENSGACP00000018444
ENSTNIP00000007846	ENSGACP00000024533
ENSTNIP00000005034	ENSGACP00000000758
ENSTNIP00000003425	ENSGACP00000000087
ENSTNIP00000017906	ENSGACP00000021993
ENSTNIP00000019252	ENSGACP00000027128
ENSTNIP00000005534	ENSGACP00000004689
ENSTNIP00000003339	ENSGACP00000027280
ENSTNIP00000006333	ENSGACP00000018106
ENSTNIP00000019094	ENSGACP00000005740
ENSTNIP00000008996	ENSGACP00000025336
ENSTNIP00000000042	ENSGACP00000024874
ENSTNIP00000011316	ENSGACP00000023000
ENSTNIP00000007201	ENSGACP00000015347
ENSTNIP00000020543	ENSGACP00000010112
ENSTNIP00000003185	ENSGACP00000025660
ENSTNIP00000019089	ENSGACP00000005659
ENSTNIP00000018753	ENSGACP00000001762
ENSTNIP00000012232	ENSGACP00000020719
ENSTNIP00000014828	ENSGACP00000019064
ENSTNIP00000010801	ENSGACP00000023234
ENSTNIP00000011186	ENSGACP00000017861
ENSTNIP00000006999	ENSGACP00000008926
ENSTNIP00000016509	ENSGACP00000020578
ENSTNIP00000012986	ENSGACP00000005233
ENSTNIP00000016505	ENSGACP00000020602
ENSTNIP00000015233	ENSGACP00000011637
ENSTNIP00000008999	ENSGACP00000025325
ENSTNIP00000006836	ENSGACP00000024576
ENSTNIP00000014698	ENSGACP00000026984
ENSTNIP00000005450	ENSGACP00000014113
ENSTNIP00000000520	ENSGACP00000014347
ENSTNIP00000011543	ENSGACP00000007339
ENSTNIP00000015699	ENSGACP00000004255
ENSTNIP00000012921	ENSGACP00000027348
ENSTNIP00000000363	ENSGACP00000004021
ENSTNIP00000005352	ENSGACP00000020382
ENSTNIP00000016475	ENSGACP00000020797
ENSTNIP00000018447	ENSGACP00000007933
ENSTNIP00000014392	ENSGACP00000017750
ENSTNIP00000020168	ENSGACP00000012922
ENSTNIP00000019133	ENSGACP00000013022
ENSTNIP00000015255	ENSGACP00000011932
ENSTNIP00000018514	ENSGACP00000007094
ENSTNIP00000017211	ENSGACP00000018978
ENSTNIP00000009438	ENSGACP00000014588
ENSTNIP00000006743	ENSGACP00000016560
ENSTNIP00000018018	ENSGACP00000002625
ENSTNIP00000017675	ENSGACP00000001367
ENSTNIP00000021410	ENSGACP00000000730
ENSTNIP00000010866	ENSGACP00000013616
ENSTNIP00000008110	ENSGACP00000017592
ENSTNIP00000006289	ENSGACP00000024986
ENSTNIP00000021498	ENSGACP00000015971
ENSTNIP00000009221	ENSGACP00000026326
ENSTNIP00000020667	ENSGACP00000025508
ENSTNIP00000014319	ENSGACP00000015131
ENSTNIP00000020417	ENSGACP00000012444
ENSTNIP00000018902	ENSGACP00000010709
ENSTNIP00000013469	ENSGACP00000005895
ENSTNIP00000014292	ENSGACP00000021584
ENSTNIP00000012626	ENSGACP00000014972
ENSTNIP00000000160	ENSGACP00000026175
ENSTNIP00000022864	ENSGACP00000003496
ENSTNIP00000009168	ENSGACP00000019151
ENSTNIP00000007628	ENSGACP00000001134
ENSTNIP00000005568	ENSGACP00000014559
ENSTNIP00000017510	ENSGACP00000020050
ENSTNIP00000009861	ENSGACP00000008564
ENSTNIP00000002193	ENSGACP00000013634
ENSTNIP00000004813	ENSGACP00000015847
ENSTNIP00000009696	ENSGACP00000025324
ENSTNIP00000013247	ENSGACP00000018596
ENSTNIP00000011340	ENSGACP00000023715
ENSTNIP00000000289	ENSGACP00000021769
ENSTNIP00000016082	ENSGACP00000004797
ENSTNIP00000011452	ENSGACP00000004191
ENSTNIP00000020924	ENSGACP00000008401
ENSTNIP00000019000	ENSGACP00000012698
ENSTNIP00000010279	ENSGACP00000014169
ENSTNIP00000009932	ENSGACP00000022389
ENSTNIP00000008366	ENSGACP00000015438
ENSTNIP00000003449	ENSGACP00000010541
ENSTNIP00000004684	ENSGACP00000018571
ENSTNIP00000007300	ENSGACP00000022112
ENSTNIP00000018747	ENSGACP00000001803
ENSTNIP00000011045	ENSGACP00000006439
ENSTNIP00000021931	ENSGACP00000023537
ENSTNIP00000012930	ENSGACP00000027358
ENSTNIP00000005556	ENSGACP00000004178
ENSTNIP00000020375	ENSGACP00000013883
ENSTNIP00000010247	ENSGACP00000025140
ENSTNIP00000011438	ENSGACP00000026572
ENSTNIP00000016568	ENSGACP00000020497
ENSTNIP00000020165	ENSGACP00000012945
ENSTNIP00000018961	ENSGACP00000011829
ENSTNIP00000004982	ENSGACP00000016805
ENSTNIP00000000770	ENSGACP00000006095
ENSTNIP00000008371	ENSGACP00000012385
ENSTNIP00000017924	ENSGACP00000022167
ENSTNIP00000007121	ENSGACP00000011068
ENSTNIP00000015521	ENSGACP00000016577
ENSTNIP00000008119	ENSGACP00000007991
ENSTNIP00000008793	ENSGACP00000007471
ENSTNIP00000019992	ENSGACP00000016433
ENSTNIP00000016403	ENSGACP00000016071
ENSTNIP00000010011	ENSGACP00000024503
ENSTNIP00000019482	ENSGACP00000014995
ENSTNIP00000005341	ENSGACP00000010751
ENSTNIP00000014927	ENSGACP00000021855
ENSTNIP00000019990	ENSGACP00000016461
ENSTNIP00000010778	ENSGACP00000019058
ENSTNIP00000013628	ENSGACP00000015675
ENSTNIP00000011215	ENSGACP00000013918
ENSTNIP00000009006	ENSGACP00000004911
ENSTNIP00000005134	ENSGACP00000005785
ENSTNIP00000022361	ENSGACP00000009192
ENSTNIP00000014787	ENSGACP00000026823
ENSTNIP00000005227	ENSGACP00000005366
ENSTNIP00000001743	ENSGACP00000005185
ENSTNIP00000017978	ENSGACP00000012991
ENSTNIP00000018171	ENSGACP00000010884
ENSTNIP00000012158	ENSGACP00000021036
ENSTNIP00000018908	ENSGACP00000010802
ENSTNIP00000013396	ENSGACP00000025149
ENSTNIP00000016225	ENSGACP00000020447
ENSTNIP00000020519	ENSGACP00000010476
ENSTNIP00000021668	ENSGACP00000024913
ENSTNIP00000014955	ENSGACP00000008488
ENSTNIP00000009361	ENSGACP00000000241
ENSTNIP00000006510	ENSGACP00000010786
ENSTNIP00000016877	ENSGACP00000003818
ENSTNIP00000020813	ENSGACP00000018764
ENSTNIP00000016355	ENSGACP00000016092
ENSTNIP00000014444	ENSGACP00000010925
ENSTNIP00000016610	ENSGACP00000005670
ENSTNIP00000014321	ENSGACP00000015060
ENSTNIP00000009605	ENSGACP00000018078
ENSTNIP00000006427	ENSGACP00000013614
ENSTNIP00000015189	ENSGACP00000011375
ENSTNIP00000016936	ENSGACP00000004747
ENSTNIP00000011085	ENSGACP00000021793
ENSTNIP00000017398	ENSGACP00000007028
ENSTNIP00000020771	ENSGACP00000014731
ENSTNIP00000015718	ENSGACP00000004597
ENSTNIP00000012598	ENSGACP00000006480
ENSTNIP00000000816	ENSGACP00000024771
ENSTNIP00000014362	ENSGACP00000026244
ENSTNIP00000009202	ENSGACP00000007961
ENSTNIP00000016375	ENSGACP00000016284
ENSTNIP00000009499	ENSGACP00000026078
ENSTNIP00000018999	ENSGACP00000012674
ENSTNIP00000022082	ENSGACP00000008695
ENSTNIP00000020960	ENSGACP00000021187
ENSTNIP00000006367	ENSGACP00000027578
ENSTNIP00000020295	ENSGACP00000005092
ENSTNIP00000006047	ENSGACP00000011278
ENSTNIP00000016493	ENSGACP00000020697
ENSTNIP00000001821	ENSGACP00000024976
ENSTNIP00000021947	ENSGACP00000021834
ENSTNIP00000011927	ENSGACP00000022383
ENSTNIP00000018679	ENSGACP00000018615
ENSTNIP00000016145	ENSGACP00000002905
ENSTNIP00000011470	ENSGACP00000011787
ENSTNIP00000021838	ENSGACP00000022631
ENSTNIP00000001201	ENSGACP00000004842
ENSTNIP00000010719	ENSGACP00000017027
ENSTNIP00000022270	ENSGACP00000007467
ENSTNIP00000014837	ENSGACP00000019028
ENSTNIP00000012008	ENSGACP00000004822
ENSTNIP00000017599	ENSGACP00000000887
ENSTNIP00000013394	ENSGACP00000025147
ENSTNIP00000018271	ENSGACP00000010115
ENSTNIP00000002339	ENSGACP00000020665
ENSTNIP00000019116	ENSGACP00000013280
ENSTNIP00000004437	ENSGACP00000025371
ENSTNIP00000013747	ENSGACP00000014459
ENSTNIP00000005880	ENSGACP00000016466
ENSTNIP00000018862	ENSGACP00000024494
ENSTNIP00000017087	ENSGACP00000025035
ENSTNIP00000006708	ENSGACP00000009812
ENSTNIP00000002280	ENSGACP00000011763
ENSTNIP00000006552	ENSGACP00000022772
ENSTNIP00000021326	ENSGACP00000000107
ENSTNIP00000020656	ENSGACP00000025455
ENSTNIP00000004941	ENSGACP00000004116
ENSTNIP00000019704	ENSGACP00000007291
ENSTNIP00000005928	ENSGACP00000004545
ENSTNIP00000015245	ENSGACP00000011759
ENSTNIP00000006386	ENSGACP00000020354
ENSTNIP00000004765	ENSGACP00000010313
