ENSGACP00000003450	ENSMUSP00000034074
ENSGACP00000004192	ENSMUSP00000112620
ENSGACP00000027164	ENSMUSP00000113247
ENSGACP00000027638	ENSMUSP00000021135
ENSGACP00000020807	ENSMUSP00000124033
ENSGACP00000000339	ENSMUSP00000059173
ENSGACP00000007615	ENSMUSP00000070927
ENSGACP00000021173	ENSMUSP00000088663
ENSGACP00000018602	ENSMUSP00000099301
ENSGACP00000026798	ENSMUSP00000123994
ENSGACP00000016453	ENSMUSP00000027193
ENSGACP00000003244	ENSMUSP00000130290
ENSGACP00000004880	ENSMUSP00000025425
ENSGACP00000017133	ENSMUSP00000020580
ENSGACP00000017617	ENSMUSP00000049497
ENSGACP00000025344	ENSMUSP00000026927
ENSGACP00000026256	ENSMUSP00000042026
ENSGACP00000009832	ENSMUSP00000107678
ENSGACP00000016819	ENSMUSP00000058789
ENSGACP00000011427	ENSMUSP00000058789
ENSGACP00000023295	ENSMUSP00000025639
ENSGACP00000013180	ENSMUSP00000027933
ENSGACP00000023799	ENSMUSP00000089498
ENSGACP00000003725	ENSMUSP00000117421
ENSGACP00000002012	ENSMUSP00000125352
ENSGACP00000007058	ENSMUSP00000135831
ENSGACP00000007151	ENSMUSP00000044751
ENSGACP00000020320	ENSMUSP00000001802
ENSGACP00000008548	ENSMUSP00000112600
ENSGACP00000025073	ENSMUSP00000047413
ENSGACP00000003815	ENSMUSP00000128620
ENSGACP00000019687	ENSMUSP00000103709
ENSGACP00000014207	ENSMUSP00000084882
ENSGACP00000018766	ENSMUSP00000040975
ENSGACP00000018035	ENSMUSP00000018522
ENSGACP00000012931	ENSMUSP00000054788
ENSGACP00000015741	ENSMUSP00000043543
ENSGACP00000003836	ENSMUSP00000025170
ENSGACP00000024971	ENSMUSP00000091477
ENSGACP00000018661	ENSMUSP00000031539
ENSGACP00000012936	ENSMUSP00000025178
ENSGACP00000005452	ENSMUSP00000034313
ENSGACP00000016277	ENSMUSP00000092897
ENSGACP00000018091	ENSMUSP00000009256
ENSGACP00000009423	ENSMUSP00000093110
ENSGACP00000017891	ENSMUSP00000099532
ENSGACP00000010039	ENSMUSP00000040707
ENSGACP00000004683	ENSMUSP00000026735
ENSGACP00000011349	ENSMUSP00000108313
ENSGACP00000013772	ENSMUSP00000038580
ENSGACP00000008861	ENSMUSP00000096136
ENSGACP00000010629	ENSMUSP00000038298
ENSGACP00000026621	ENSMUSP00000033020
ENSGACP00000018654	ENSMUSP00000059983
ENSGACP00000005228	ENSMUSP00000023391
ENSGACP00000013202	ENSMUSP00000019614
ENSGACP00000015111	ENSMUSP00000102167
ENSGACP00000009416	ENSMUSP00000002048
ENSGACP00000012576	ENSMUSP00000022980
ENSGACP00000011938	ENSMUSP00000020970
ENSGACP00000017056	ENSMUSP00000014812
ENSGACP00000016574	ENSMUSP00000021411
ENSGACP00000022202	ENSMUSP00000059741
ENSGACP00000005915	ENSMUSP00000105716
ENSGACP00000021522	ENSMUSP00000040944
ENSGACP00000024983	ENSMUSP00000068590
ENSGACP00000021071	ENSMUSP00000034278
ENSGACP00000010152	ENSMUSP00000032992
ENSGACP00000007524	ENSMUSP00000002846
ENSGACP00000015601	ENSMUSP00000109703
ENSGACP00000020225	ENSMUSP00000002145
ENSGACP00000005508	ENSMUSP00000072863
ENSGACP00000025609	ENSMUSP00000021285
ENSGACP00000018825	ENSMUSP00000018568
ENSGACP00000024677	ENSMUSP00000033006
ENSGACP00000002752	ENSMUSP00000124819
ENSGACP00000025403	ENSMUSP00000085170
ENSGACP00000011752	ENSMUSP00000022078
ENSGACP00000025124	ENSMUSP00000123935
ENSGACP00000005407	ENSMUSP00000046120
ENSGACP00000021139	ENSMUSP00000028209
ENSGACP00000009395	ENSMUSP00000030816
ENSGACP00000002077	ENSMUSP00000047569
ENSGACP00000023445	ENSMUSP00000023911
ENSGACP00000010906	ENSMUSP00000076594
ENSGACP00000024089	ENSMUSP00000039463
ENSGACP00000011116	ENSMUSP00000040431
ENSGACP00000015162	ENSMUSP00000003759
ENSGACP00000019580	ENSMUSP00000027285
ENSGACP00000023460	ENSMUSP00000089230
ENSGACP00000017263	ENSMUSP00000072220
ENSGACP00000022149	ENSMUSP00000004868
ENSGACP00000000221	ENSMUSP00000021963
ENSGACP00000025348	ENSMUSP00000071495
ENSGACP00000025208	ENSMUSP00000026661
ENSGACP00000013308	ENSMUSP00000027867
ENSGACP00000019309	ENSMUSP00000057828
ENSGACP00000025252	ENSMUSP00000099477
ENSGACP00000021617	ENSMUSP00000099477
ENSGACP00000022625	ENSMUSP00000026595
ENSGACP00000022380	ENSMUSP00000009220
ENSGACP00000016142	ENSMUSP00000113864
ENSGACP00000009534	ENSMUSP00000037385
ENSGACP00000015857	ENSMUSP00000019944
ENSGACP00000013046	ENSMUSP00000022656
ENSGACP00000023977	ENSMUSP00000055271
ENSGACP00000000219	ENSMUSP00000055271
ENSGACP00000024013	ENSMUSP00000020578
ENSGACP00000005635	ENSMUSP00000108290
ENSGACP00000013604	ENSMUSP00000060893
ENSGACP00000016564	ENSMUSP00000061180
ENSGACP00000008250	ENSMUSP00000029950
ENSGACP00000007744	ENSMUSP00000133045
ENSGACP00000010022	ENSMUSP00000089169
ENSGACP00000011179	ENSMUSP00000110835
ENSGACP00000017190	ENSMUSP00000111291
ENSGACP00000017411	ENSMUSP00000011298
ENSGACP00000019551	ENSMUSP00000096441
ENSGACP00000005756	ENSMUSP00000126814
ENSGACP00000025313	ENSMUSP00000129244
ENSGACP00000013097	ENSMUSP00000005923
ENSGACP00000027453	ENSMUSP00000098134
ENSGACP00000009903	ENSMUSP00000128126
ENSGACP00000009938	ENSMUSP00000038779
ENSGACP00000018648	ENSMUSP00000031536
ENSGACP00000006946	ENSMUSP00000028696
ENSGACP00000023447	ENSMUSP00000062039
ENSGACP00000020041	ENSMUSP00000019679
ENSGACP00000009770	ENSMUSP00000027464
ENSGACP00000019648	ENSMUSP00000128022
ENSGACP00000017172	ENSMUSP00000078580
ENSGACP00000005478	ENSMUSP00000112410
ENSGACP00000024389	ENSMUSP00000117531
ENSGACP00000023015	ENSMUSP00000136313
ENSGACP00000023160	ENSMUSP00000132684
ENSGACP00000000318	ENSMUSP00000062556
ENSGACP00000018524	ENSMUSP00000062556
ENSGACP00000019826	ENSMUSP00000127250
ENSGACP00000016690	ENSMUSP00000007993
ENSGACP00000021225	ENSMUSP00000121007
ENSGACP00000011564	ENSMUSP00000095248
ENSGACP00000006517	ENSMUSP00000120659
ENSGACP00000010013	ENSMUSP00000061891
ENSGACP00000008693	ENSMUSP00000030895
ENSGACP00000025822	ENSMUSP00000043492
ENSGACP00000020899	ENSMUSP00000034746
ENSGACP00000014133	ENSMUSP00000034761
ENSGACP00000021613	ENSMUSP00000041800
ENSGACP00000002237	ENSMUSP00000055619
ENSGACP00000000843	ENSMUSP00000111041
ENSGACP00000004901	ENSMUSP00000062496
ENSGACP00000003624	ENSMUSP00000024959
ENSGACP00000019867	ENSMUSP00000107245
ENSGACP00000023639	ENSMUSP00000112554
ENSGACP00000022234	ENSMUSP00000085030
ENSGACP00000009093	ENSMUSP00000034463
ENSGACP00000026148	ENSMUSP00000059871
ENSGACP00000019635	ENSMUSP00000107544
ENSGACP00000019694	ENSMUSP00000028341
ENSGACP00000011159	ENSMUSP00000004686
ENSGACP00000011842	ENSMUSP00000042073
ENSGACP00000000218	ENSMUSP00000021959
ENSGACP00000024381	ENSMUSP00000058887
ENSGACP00000023236	ENSMUSP00000038263
ENSGACP00000012734	ENSMUSP00000025014
ENSGACP00000013275	ENSMUSP00000058680
ENSGACP00000000612	ENSMUSP00000034285
ENSGACP00000017551	ENSMUSP00000099522
ENSGACP00000010835	ENSMUSP00000063042
ENSGACP00000026398	ENSMUSP00000054036
ENSGACP00000007481	ENSMUSP00000077219
ENSGACP00000020438	ENSMUSP00000078914
ENSGACP00000003368	ENSMUSP00000029158
ENSGACP00000023020	ENSMUSP00000049823
ENSGACP00000010208	ENSMUSP00000024005
ENSGACP00000008043	ENSMUSP00000105370
ENSGACP00000015322	ENSMUSP00000047018
ENSGACP00000024303	ENSMUSP00000053802
ENSGACP00000004256	ENSMUSP00000046172
ENSGACP00000006123	ENSMUSP00000046172
ENSGACP00000021630	ENSMUSP00000112640
ENSGACP00000024439	ENSMUSP00000104855
ENSGACP00000025640	ENSMUSP00000104234
ENSGACP00000025441	ENSMUSP00000023851
ENSGACP00000000768	ENSMUSP00000026295
ENSGACP00000009499	ENSMUSP00000088337
ENSGACP00000012238	ENSMUSP00000022104
ENSGACP00000010095	ENSMUSP00000048557
ENSGACP00000008171	ENSMUSP00000029925
ENSGACP00000019533	ENSMUSP00000032840
ENSGACP00000026293	ENSMUSP00000107841
ENSGACP00000007076	ENSMUSP00000058412
ENSGACP00000022028	ENSMUSP00000068380
ENSGACP00000015973	ENSMUSP00000125502
ENSGACP00000026262	ENSMUSP00000109613
ENSGACP00000001881	ENSMUSP00000126061
ENSGACP00000025978	ENSMUSP00000110914
ENSGACP00000015959	ENSMUSP00000110914
ENSGACP00000023734	ENSMUSP00000078123
ENSGACP00000016042	ENSMUSP00000111318
ENSGACP00000010076	ENSMUSP00000021676
ENSGACP00000027559	ENSMUSP00000018985
ENSGACP00000007625	ENSMUSP00000043981
ENSGACP00000025667	ENSMUSP00000059304
ENSGACP00000019482	ENSMUSP00000022119
ENSGACP00000023767	ENSMUSP00000007046
ENSGACP00000015418	ENSMUSP00000066050
ENSGACP00000003322	ENSMUSP00000034281
ENSGACP00000015840	ENSMUSP00000043724
ENSGACP00000003139	ENSMUSP00000006760
ENSGACP00000014265	ENSMUSP00000037546
ENSGACP00000015766	ENSMUSP00000091074
ENSGACP00000009817	ENSMUSP00000072614
ENSGACP00000009085	ENSMUSP00000022791
ENSGACP00000021663	ENSMUSP00000040187
ENSGACP00000021935	ENSMUSP00000069275
ENSGACP00000015656	ENSMUSP00000122435
ENSGACP00000024157	ENSMUSP00000045683
ENSGACP00000004135	ENSMUSP00000099329
ENSGACP00000004717	ENSMUSP00000085981
ENSGACP00000023024	ENSMUSP00000106242
ENSGACP00000004771	ENSMUSP00000028351
ENSGACP00000017834	ENSMUSP00000136167
ENSGACP00000003341	ENSMUSP00000041523
ENSGACP00000024897	ENSMUSP00000037341
ENSGACP00000007296	ENSMUSP00000030893
ENSGACP00000026221	ENSMUSP00000061167
ENSGACP00000006923	ENSMUSP00000021078
ENSGACP00000021654	ENSMUSP00000000505
ENSGACP00000009781	ENSMUSP00000122894
ENSGACP00000016972	ENSMUSP00000095303
ENSGACP00000007064	ENSMUSP00000103530
ENSGACP00000009105	ENSMUSP00000050237
ENSGACP00000007309	ENSMUSP00000058631
ENSGACP00000011890	ENSMUSP00000052507
ENSGACP00000023697	ENSMUSP00000025314
ENSGACP00000023568	ENSMUSP00000023221
ENSGACP00000012244	ENSMUSP00000030644
ENSGACP00000007485	ENSMUSP00000098220
ENSGACP00000014210	ENSMUSP00000000171
ENSGACP00000018006	ENSMUSP00000054611
ENSGACP00000022139	ENSMUSP00000103401
ENSGACP00000021716	ENSMUSP00000106232
ENSGACP00000017436	ENSMUSP00000032070
ENSGACP00000002174	ENSMUSP00000025075
ENSGACP00000010492	ENSMUSP00000137354
ENSGACP00000019763	ENSMUSP00000034699
ENSGACP00000013955	ENSMUSP00000045827
ENSGACP00000006871	ENSMUSP00000027940
ENSGACP00000017168	ENSMUSP00000019075
ENSGACP00000013979	ENSMUSP00000051644
ENSGACP00000026005	ENSMUSP00000032130
ENSGACP00000003925	ENSMUSP00000010434
ENSGACP00000011997	ENSMUSP00000034512
ENSGACP00000001601	ENSMUSP00000099469
ENSGACP00000007224	ENSMUSP00000108140
ENSGACP00000021288	ENSMUSP00000039500
ENSGACP00000000901	ENSMUSP00000042134
ENSGACP00000013055	ENSMUSP00000037557
ENSGACP00000026683	ENSMUSP00000110202
ENSGACP00000025132	ENSMUSP00000005173
ENSGACP00000016514	ENSMUSP00000101036
ENSGACP00000007385	ENSMUSP00000080043
ENSGACP00000011468	ENSMUSP00000098272
ENSGACP00000026762	ENSMUSP00000006105
ENSGACP00000023108	ENSMUSP00000049770
ENSGACP00000002969	ENSMUSP00000112064
ENSGACP00000011604	ENSMUSP00000071794
ENSGACP00000024622	ENSMUSP00000041919
ENSGACP00000017664	ENSMUSP00000041049
ENSGACP00000025018	ENSMUSP00000130684
ENSGACP00000021940	ENSMUSP00000049116
ENSGACP00000025289	ENSMUSP00000030993
ENSGACP00000016793	ENSMUSP00000080215
ENSGACP00000007796	ENSMUSP00000000896
ENSGACP00000009715	ENSMUSP00000050481
ENSGACP00000011148	ENSMUSP00000024984
ENSGACP00000000114	ENSMUSP00000139347
ENSGACP00000015143	ENSMUSP00000050729
ENSGACP00000022441	ENSMUSP00000003621
ENSGACP00000006362	ENSMUSP00000022913
ENSGACP00000017528	ENSMUSP00000004786
ENSGACP00000005755	ENSMUSP00000131841
ENSGACP00000016181	ENSMUSP00000042183
ENSGACP00000001972	ENSMUSP00000108263
ENSGACP00000003813	ENSMUSP00000007253
ENSGACP00000016681	ENSMUSP00000107978
ENSGACP00000007377	ENSMUSP00000078372
ENSGACP00000002465	ENSMUSP00000119535
ENSGACP00000003522	ENSMUSP00000081319
ENSGACP00000006993	ENSMUSP00000063554
ENSGACP00000012099	ENSMUSP00000029975
ENSGACP00000011499	ENSMUSP00000036921
ENSGACP00000000476	ENSMUSP00000068111
ENSGACP00000007031	ENSMUSP00000036923
ENSGACP00000019881	ENSMUSP00000045272
ENSGACP00000016814	ENSMUSP00000099320
ENSGACP00000024279	ENSMUSP00000030986
ENSGACP00000004260	ENSMUSP00000034245
ENSGACP00000003599	ENSMUSP00000032169
ENSGACP00000002808	ENSMUSP00000022815
ENSGACP00000016090	ENSMUSP00000043462
ENSGACP00000011954	ENSMUSP00000020969
ENSGACP00000003885	ENSMUSP00000061185
ENSGACP00000017788	ENSMUSP00000080403
ENSGACP00000001668	ENSMUSP00000010188
ENSGACP00000001049	ENSMUSP00000115342
ENSGACP00000025443	ENSMUSP00000022767
ENSGACP00000019241	ENSMUSP00000135483
ENSGACP00000013103	ENSMUSP00000106897
ENSGACP00000024760	ENSMUSP00000131855
ENSGACP00000026602	ENSMUSP00000125341
ENSGACP00000002513	ENSMUSP00000104216
ENSGACP00000000945	ENSMUSP00000104216
ENSGACP00000000882	ENSMUSP00000004396
ENSGACP00000018217	ENSMUSP00000095970
ENSGACP00000018501	ENSMUSP00000002925
ENSGACP00000003251	ENSMUSP00000099615
ENSGACP00000023533	ENSMUSP00000047720
ENSGACP00000022597	ENSMUSP00000030125
ENSGACP00000017639	ENSMUSP00000119308
ENSGACP00000006471	ENSMUSP00000040249
ENSGACP00000000677	ENSMUSP00000029085
ENSGACP00000027552	ENSMUSP00000047655
ENSGACP00000003265	ENSMUSP00000127385
ENSGACP00000011831	ENSMUSP00000068511
ENSGACP00000026714	ENSMUSP00000033087
ENSGACP00000012090	ENSMUSP00000084788
ENSGACP00000025852	ENSMUSP00000066324
ENSGACP00000024597	ENSMUSP00000030201
ENSGACP00000015876	ENSMUSP00000077380
ENSGACP00000021812	ENSMUSP00000045913
ENSGACP00000005091	ENSMUSP00000117299
ENSGACP00000002961	ENSMUSP00000036555
ENSGACP00000021477	ENSMUSP00000138855
ENSGACP00000003524	ENSMUSP00000000687
ENSGACP00000014766	ENSMUSP00000030274
ENSGACP00000013773	ENSMUSP00000023217
ENSGACP00000009100	ENSMUSP00000038476
ENSGACP00000022136	ENSMUSP00000131648
ENSGACP00000021002	ENSMUSP00000036725
ENSGACP00000007325	ENSMUSP00000046185
ENSGACP00000023451	ENSMUSP00000026816
ENSGACP00000025038	ENSMUSP00000111984
ENSGACP00000014991	ENSMUSP00000095752
ENSGACP00000007798	ENSMUSP00000107887
ENSGACP00000005405	ENSMUSP00000013299
ENSGACP00000026391	ENSMUSP00000118918
ENSGACP00000018422	ENSMUSP00000099627
ENSGACP00000004356	ENSMUSP00000039555
ENSGACP00000005021	ENSMUSP00000123563
ENSGACP00000003490	ENSMUSP00000030637
ENSGACP00000022866	ENSMUSP00000044926
ENSGACP00000011819	ENSMUSP00000035516
ENSGACP00000019089	ENSMUSP00000058783
ENSGACP00000019364	ENSMUSP00000036116
ENSGACP00000012917	ENSMUSP00000066803
ENSGACP00000006691	ENSMUSP00000018593
ENSGACP00000011304	ENSMUSP00000102127
ENSGACP00000019546	ENSMUSP00000010506
ENSGACP00000004593	ENSMUSP00000020301
ENSGACP00000009604	ENSMUSP00000116103
ENSGACP00000027438	ENSMUSP00000036784
ENSGACP00000026521	ENSMUSP00000070310
ENSGACP00000025247	ENSMUSP00000014892
ENSGACP00000008829	ENSMUSP00000003312
ENSGACP00000019232	ENSMUSP00000002064
ENSGACP00000023268	ENSMUSP00000032114
ENSGACP00000013591	ENSMUSP00000071752
ENSGACP00000001518	ENSMUSP00000030773
ENSGACP00000011326	ENSMUSP00000062395
ENSGACP00000011903	ENSMUSP00000022097
ENSGACP00000018830	ENSMUSP00000049186
ENSGACP00000026738	ENSMUSP00000091487
ENSGACP00000011010	ENSMUSP00000049319
ENSGACP00000000046	ENSMUSP00000085849
ENSGACP00000013865	ENSMUSP00000105680
ENSGACP00000003029	ENSMUSP00000061913
ENSGACP00000024761	ENSMUSP00000045544
ENSGACP00000016168	ENSMUSP00000128613
ENSGACP00000001294	ENSMUSP00000067049
ENSGACP00000027372	ENSMUSP00000018431
ENSGACP00000018150	ENSMUSP00000004206
ENSGACP00000013174	ENSMUSP00000025686
ENSGACP00000025633	ENSMUSP00000072389
ENSGACP00000016199	ENSMUSP00000092896
ENSGACP00000000130	ENSMUSP00000113811
ENSGACP00000000957	ENSMUSP00000019065
ENSGACP00000025111	ENSMUSP00000122623
ENSGACP00000023029	ENSMUSP00000010038
ENSGACP00000027184	ENSMUSP00000040917
ENSGACP00000023972	ENSMUSP00000042265
ENSGACP00000024613	ENSMUSP00000025163
ENSGACP00000018014	ENSMUSP00000132963
ENSGACP00000001903	ENSMUSP00000109299
ENSGACP00000007204	ENSMUSP00000081636
ENSGACP00000005126	ENSMUSP00000001247
ENSGACP00000004466	ENSMUSP00000057731
ENSGACP00000021037	ENSMUSP00000109640
ENSGACP00000021762	ENSMUSP00000040450
ENSGACP00000000635	ENSMUSP00000116278
ENSGACP00000009006	ENSMUSP00000091471
ENSGACP00000021770	ENSMUSP00000037467
ENSGACP00000006200	ENSMUSP00000044108
ENSGACP00000026412	ENSMUSP00000020444
ENSGACP00000011396	ENSMUSP00000039692
ENSGACP00000025347	ENSMUSP00000023357
ENSGACP00000013563	ENSMUSP00000055321
ENSGACP00000001038	ENSMUSP00000136247
ENSGACP00000008972	ENSMUSP00000092414
ENSGACP00000006685	ENSMUSP00000058484
ENSGACP00000006301	ENSMUSP00000023237
ENSGACP00000026172	ENSMUSP00000003386
ENSGACP00000022292	ENSMUSP00000015000
ENSGACP00000012866	ENSMUSP00000066488
ENSGACP00000018857	ENSMUSP00000019441
ENSGACP00000018058	ENSMUSP00000021715
ENSGACP00000000919	ENSMUSP00000127919
ENSGACP00000006583	ENSMUSP00000024734
ENSGACP00000026184	ENSMUSP00000078697
ENSGACP00000009113	ENSMUSP00000095915
ENSGACP00000003978	ENSMUSP00000027217
ENSGACP00000009472	ENSMUSP00000074255
ENSGACP00000006414	ENSMUSP00000051246
ENSGACP00000010946	ENSMUSP00000085322
ENSGACP00000018031	ENSMUSP00000027861
ENSGACP00000000113	ENSMUSP00000040935
ENSGACP00000012524	ENSMUSP00000108774
ENSGACP00000024696	ENSMUSP00000025759
ENSGACP00000008525	ENSMUSP00000137301
ENSGACP00000001188	ENSMUSP00000035009
ENSGACP00000017640	ENSMUSP00000033483
ENSGACP00000023228	ENSMUSP00000092746
ENSGACP00000001790	ENSMUSP00000025305
ENSGACP00000006433	ENSMUSP00000043315
ENSGACP00000013012	ENSMUSP00000137189
ENSGACP00000007370	ENSMUSP00000099753
ENSGACP00000019943	ENSMUSP00000033749
ENSGACP00000021547	ENSMUSP00000047778
ENSGACP00000016950	ENSMUSP00000071577
ENSGACP00000007293	ENSMUSP00000002735
ENSGACP00000018167	ENSMUSP00000001109
ENSGACP00000012029	ENSMUSP00000002013
ENSGACP00000026888	ENSMUSP00000096377
ENSGACP00000018783	ENSMUSP00000037278
ENSGACP00000027455	ENSMUSP00000006301
ENSGACP00000013723	ENSMUSP00000058114
ENSGACP00000020603	ENSMUSP00000127483
ENSGACP00000022908	ENSMUSP00000028256
ENSGACP00000014544	ENSMUSP00000048099
ENSGACP00000011624	ENSMUSP00000099409
ENSGACP00000026686	ENSMUSP00000045474
ENSGACP00000005910	ENSMUSP00000023191
ENSGACP00000019123	ENSMUSP00000102075
ENSGACP00000000715	ENSMUSP00000056195
ENSGACP00000009717	ENSMUSP00000043566
ENSGACP00000021083	ENSMUSP00000120966
ENSGACP00000013305	ENSMUSP00000135398
ENSGACP00000018565	ENSMUSP00000047702
ENSGACP00000015456	ENSMUSP00000032383
ENSGACP00000004513	ENSMUSP00000124529
ENSGACP00000023927	ENSMUSP00000099421
ENSGACP00000023924	ENSMUSP00000099421
ENSGACP00000020853	ENSMUSP00000044493
ENSGACP00000007487	ENSMUSP00000041809
ENSGACP00000011843	ENSMUSP00000035808
ENSGACP00000014063	ENSMUSP00000120778
ENSGACP00000002842	ENSMUSP00000072344
ENSGACP00000014993	ENSMUSP00000063912
ENSGACP00000025174	ENSMUSP00000106926
ENSGACP00000011284	ENSMUSP00000113718
ENSGACP00000017801	ENSMUSP00000047667
ENSGACP00000022115	ENSMUSP00000036016
ENSGACP00000011506	ENSMUSP00000038589
ENSGACP00000008337	ENSMUSP00000003645
ENSGACP00000023534	ENSMUSP00000106957
ENSGACP00000005274	ENSMUSP00000018549
ENSGACP00000016058	ENSMUSP00000076178
ENSGACP00000026442	ENSMUSP00000092951
ENSGACP00000017920	ENSMUSP00000134337
ENSGACP00000011451	ENSMUSP00000131386
ENSGACP00000006882	ENSMUSP00000058502
ENSGACP00000027065	ENSMUSP00000026608
ENSGACP00000003820	ENSMUSP00000076891
ENSGACP00000022619	ENSMUSP00000009814
ENSGACP00000022922	ENSMUSP00000047831
ENSGACP00000008109	ENSMUSP00000110353
ENSGACP00000019152	ENSMUSP00000099877
ENSGACP00000009864	ENSMUSP00000127716
ENSGACP00000024062	ENSMUSP00000103610
ENSGACP00000021919	ENSMUSP00000041700
ENSGACP00000011867	ENSMUSP00000071698
ENSGACP00000022394	ENSMUSP00000047397
ENSGACP00000014231	ENSMUSP00000002502
ENSGACP00000022541	ENSMUSP00000033877
ENSGACP00000001549	ENSMUSP00000073832
ENSGACP00000026625	ENSMUSP00000112959
ENSGACP00000010400	ENSMUSP00000093177
ENSGACP00000023034	ENSMUSP00000016571
ENSGACP00000021743	ENSMUSP00000021970
ENSGACP00000007705	ENSMUSP00000022062
ENSGACP00000020947	ENSMUSP00000034359
ENSGACP00000025220	ENSMUSP00000032109
ENSGACP00000011369	ENSMUSP00000020284
ENSGACP00000023478	ENSMUSP00000075289
ENSGACP00000014434	ENSMUSP00000062540
ENSGACP00000024306	ENSMUSP00000138031
ENSGACP00000011873	ENSMUSP00000128759
ENSGACP00000013053	ENSMUSP00000023474
ENSGACP00000018411	ENSMUSP00000020528
ENSGACP00000010003	ENSMUSP00000002881
ENSGACP00000016210	ENSMUSP00000031478
ENSGACP00000002618	ENSMUSP00000072534
ENSGACP00000023339	ENSMUSP00000005849
ENSGACP00000001914	ENSMUSP00000001565
ENSGACP00000012493	ENSMUSP00000099651
ENSGACP00000011808	ENSMUSP00000008021
ENSGACP00000006159	ENSMUSP00000034842
ENSGACP00000026793	ENSMUSP00000025707
ENSGACP00000026408	ENSMUSP00000022784
ENSGACP00000016208	ENSMUSP00000095422
ENSGACP00000018000	ENSMUSP00000033044
ENSGACP00000000620	ENSMUSP00000056383
ENSGACP00000022544	ENSMUSP00000025847
ENSGACP00000015618	ENSMUSP00000062344
ENSGACP00000000785	ENSMUSP00000065835
ENSGACP00000007891	ENSMUSP00000006478
ENSGACP00000009601	ENSMUSP00000048636
ENSGACP00000016411	ENSMUSP00000001172
ENSGACP00000023597	ENSMUSP00000081745
ENSGACP00000021142	ENSMUSP00000105358
ENSGACP00000024608	ENSMUSP00000024543
ENSGACP00000022360	ENSMUSP00000085555
ENSGACP00000010549	ENSMUSP00000041863
ENSGACP00000010777	ENSMUSP00000038267
ENSGACP00000027268	ENSMUSP00000099553
ENSGACP00000012780	ENSMUSP00000026448
ENSGACP00000004518	ENSMUSP00000109571
ENSGACP00000004032	ENSMUSP00000029564
ENSGACP00000022979	ENSMUSP00000088676
ENSGACP00000027232	ENSMUSP00000102395
ENSGACP00000020849	ENSMUSP00000057461
ENSGACP00000026752	ENSMUSP00000064547
ENSGACP00000009146	ENSMUSP00000109425
ENSGACP00000026667	ENSMUSP00000109425
ENSGACP00000018301	ENSMUSP00000076458
ENSGACP00000010601	ENSMUSP00000086820
ENSGACP00000024056	ENSMUSP00000101851
ENSGACP00000008666	ENSMUSP00000135435
ENSGACP00000012974	ENSMUSP00000083205
ENSGACP00000018148	ENSMUSP00000098956
ENSGACP00000007082	ENSMUSP00000099558
ENSGACP00000005066	ENSMUSP00000054943
ENSGACP00000001483	ENSMUSP00000099661
ENSGACP00000025109	ENSMUSP00000019506
ENSGACP00000001517	ENSMUSP00000112063
ENSGACP00000007013	ENSMUSP00000026169
ENSGACP00000010124	ENSMUSP00000044682
ENSGACP00000017811	ENSMUSP00000003981
ENSGACP00000022077	ENSMUSP00000015239
ENSGACP00000008329	ENSMUSP00000074421
ENSGACP00000008487	ENSMUSP00000091713
ENSGACP00000012692	ENSMUSP00000049851
ENSGACP00000006727	ENSMUSP00000069864
ENSGACP00000012181	ENSMUSP00000003536
ENSGACP00000017513	ENSMUSP00000080650
ENSGACP00000012808	ENSMUSP00000091428
ENSGACP00000012705	ENSMUSP00000030165
ENSGACP00000016328	ENSMUSP00000132288
ENSGACP00000010929	ENSMUSP00000031351
ENSGACP00000008302	ENSMUSP00000112338
ENSGACP00000000319	ENSMUSP00000055415
ENSGACP00000011756	ENSMUSP00000113162
ENSGACP00000011707	ENSMUSP00000072019
ENSGACP00000001320	ENSMUSP00000020965
ENSGACP00000010334	ENSMUSP00000007754
ENSGACP00000016503	ENSMUSP00000004729
ENSGACP00000006112	ENSMUSP00000032967
ENSGACP00000018464	ENSMUSP00000046654
