ENSP00000371994	ENSMUSP00000129557
ENSP00000376127	ENSMUSP00000054763
ENSP00000362135	ENSMUSP00000099688
ENSP00000278826	ENSMUSP00000025568
ENSP00000380747	ENSMUSP00000110813
ENSP00000266079	ENSMUSP00000002529
ENSP00000294785	ENSMUSP00000003550
ENSP00000383840	ENSMUSP00000030453
ENSP00000475168	ENSMUSP00000030914
ENSP00000408697	ENSMUSP00000078434
ENSP00000370736	ENSMUSP00000031144
ENSP00000356214	ENSMUSP00000050430
ENSP00000394899	ENSMUSP00000042919
ENSP00000324318	ENSMUSP00000020954
ENSP00000239830	ENSMUSP00000032283
ENSP00000415151	ENSMUSP00000059382
ENSP00000417573	ENSMUSP00000056039
ENSP00000335371	ENSMUSP00000047562
ENSP00000341324	ENSMUSP00000025406
ENSP00000000412	ENSMUSP00000108229
ENSP00000240651	ENSMUSP00000036394
ENSP00000401721	ENSMUSP00000005825
ENSP00000341422	ENSMUSP00000006853
ENSP00000253699	ENSMUSP00000014694
ENSP00000370021	ENSMUSP00000130491
ENSP00000263681	ENSMUSP00000032969
ENSP00000353246	ENSMUSP00000033983
ENSP00000348984	ENSMUSP00000109671
ENSP00000351052	ENSMUSP00000100057
ENSP00000216367	ENSMUSP00000021359
ENSP00000358126	ENSMUSP00000015891
ENSP00000360530	ENSMUSP00000097908
ENSP00000379133	ENSMUSP00000011055
ENSP00000237822	ENSMUSP00000042285
ENSP00000317468	ENSMUSP00000026434
ENSP00000408910	ENSMUSP00000026479
ENSP00000361628	ENSMUSP00000108653
ENSP00000358293	ENSMUSP00000113457
ENSP00000364578	ENSMUSP00000094956
ENSP00000451188	ENSMUSP00000057939
ENSP00000237530	ENSMUSP00000112081
ENSP00000290663	ENSMUSP00000019229
ENSP00000241041	ENSMUSP00000028650
ENSP00000362650	ENSMUSP00000037194
ENSP00000225609	ENSMUSP00000014389
ENSP00000378854	ENSMUSP00000031399
ENSP00000379372	ENSMUSP00000113697
ENSP00000364902	ENSMUSP00000053122
ENSP00000299626	ENSMUSP00000095901
ENSP00000310593	ENSMUSP00000088535
ENSP00000400984	ENSMUSP00000071255
ENSP00000406738	ENSMUSP00000103922
ENSP00000311135	ENSMUSP00000131734
ENSP00000349877	ENSMUSP00000034326
ENSP00000261778	ENSMUSP00000043953
ENSP00000379895	ENSMUSP00000028624
ENSP00000376220	ENSMUSP00000031344
ENSP00000472469	ENSMUSP00000134615
ENSP00000231198	ENSMUSP00000011398
ENSP00000373404	ENSMUSP00000002844
ENSP00000348471	ENSMUSP00000020997
ENSP00000380074	ENSMUSP00000052172
ENSP00000356782	ENSMUSP00000027866
ENSP00000259632	ENSMUSP00000030158
ENSP00000370968	ENSMUSP00000044827
ENSP00000376800	ENSMUSP00000031866
ENSP00000398722	ENSMUSP00000130360
ENSP00000418960	ENSMUSP00000017290
ENSP00000397759	ENSMUSP00000048742
ENSP00000255078	ENSMUSP00000025751
ENSP00000169551	ENSMUSP00000025547
ENSP00000381567	ENSMUSP00000093325
ENSP00000455229	ENSMUSP00000034375
ENSP00000436005	ENSMUSP00000034623
ENSP00000290363	ENSMUSP00000124943
ENSP00000301280	ENSMUSP00000002914
ENSP00000335808	ENSMUSP00000034226
ENSP00000284617	ENSMUSP00000113319
ENSP00000324343	ENSMUSP00000049342
ENSP00000370508	ENSMUSP00000063398
ENSP00000306105	ENSMUSP00000078383
ENSP00000245157	ENSMUSP00000034206
ENSP00000381220	ENSMUSP00000000304
ENSP00000252015	ENSMUSP00000037574
ENSP00000295746	ENSMUSP00000044714
ENSP00000417190	ENSMUSP00000104361
ENSP00000364284	ENSMUSP00000099565
ENSP00000439856	ENSMUSP00000078469
ENSP00000236980	ENSMUSP00000027103
ENSP00000340271	ENSMUSP00000026888
ENSP00000361180	ENSMUSP00000028157
ENSP00000357320	ENSMUSP00000088456
ENSP00000373474	ENSMUSP00000029759
ENSP00000363388	ENSMUSP00000048201
ENSP00000359531	ENSMUSP00000029938
ENSP00000346359	ENSMUSP00000118956
ENSP00000404122	ENSMUSP00000030311
ENSP00000311399	ENSMUSP00000023615
ENSP00000356807	ENSMUSP00000037514
ENSP00000341351	ENSMUSP00000052755
ENSP00000280700	ENSMUSP00000022310
ENSP00000306080	ENSMUSP00000042882
ENSP00000261556	ENSMUSP00000107364
ENSP00000365163	ENSMUSP00000101406
ENSP00000355211	ENSMUSP00000022585
ENSP00000446100	ENSMUSP00000130264
ENSP00000386928	ENSMUSP00000027401
ENSP00000284268	ENSMUSP00000022875
ENSP00000296953	ENSMUSP00000059102
ENSP00000440765	ENSMUSP00000026827
ENSP00000379213	ENSMUSP00000051433
ENSP00000321449	ENSMUSP00000018184
ENSP00000016171	ENSMUSP00000041820
ENSP00000170564	ENSMUSP00000078632
ENSP00000358918	ENSMUSP00000107498
ENSP00000256545	ENSMUSP00000068610
ENSP00000384115	ENSMUSP00000086582
ENSP00000354622	ENSMUSP00000042151
ENSP00000313169	ENSMUSP00000028857
ENSP00000288078	ENSMUSP00000039271
ENSP00000369080	ENSMUSP00000105847
ENSP00000350874	ENSMUSP00000033163
ENSP00000233025	ENSMUSP00000124428
ENSP00000373948	ENSMUSP00000053206
ENSP00000263461	ENSMUSP00000081567
ENSP00000442057	ENSMUSP00000035245
ENSP00000281038	ENSMUSP00000044937
ENSP00000306123	ENSMUSP00000106420
ENSP00000365837	ENSMUSP00000083844
ENSP00000309429	ENSMUSP00000006632
ENSP00000318641	ENSMUSP00000029542
ENSP00000367346	ENSMUSP00000035325
ENSP00000414906	ENSMUSP00000025505
ENSP00000281142	ENSMUSP00000026866
ENSP00000254928	ENSMUSP00000021183
ENSP00000334849	ENSMUSP00000056805
ENSP00000360515	ENSMUSP00000050783
ENSP00000378167	ENSMUSP00000052546
ENSP00000359609	ENSMUSP00000092672
ENSP00000294360	ENSMUSP00000119565
ENSP00000433721	ENSMUSP00000136717
ENSP00000403987	ENSMUSP00000026092
ENSP00000301788	ENSMUSP00000093980
ENSP00000235090	ENSMUSP00000010278
ENSP00000300403	ENSMUSP00000128888
ENSP00000386226	ENSMUSP00000048450
ENSP00000238831	ENSMUSP00000024873
ENSP00000334134	ENSMUSP00000065511
ENSP00000391504	ENSMUSP00000092548
ENSP00000266736	ENSMUSP00000016034
ENSP00000426638	ENSMUSP00000029386
ENSP00000394869	ENSMUSP00000110250
ENSP00000264151	ENSMUSP00000110128
ENSP00000296792	ENSMUSP00000048204
ENSP00000292114	ENSMUSP00000058599
ENSP00000380659	ENSMUSP00000136768
ENSP00000454926	ENSMUSP00000055934
ENSP00000225873	ENSMUSP00000018877
ENSP00000287600	ENSMUSP00000027444
ENSP00000373952	ENSMUSP00000045217
ENSP00000361642	ENSMUSP00000030385
ENSP00000299432	ENSMUSP00000022353
ENSP00000356746	ENSMUSP00000027876
ENSP00000303928	ENSMUSP00000031091
ENSP00000264389	ENSMUSP00000048416
ENSP00000335357	ENSMUSP00000070575
ENSP00000377969	ENSMUSP00000002733
ENSP00000430236	ENSMUSP00000072382
ENSP00000410083	ENSMUSP00000037955
ENSP00000354742	ENSMUSP00000036093
ENSP00000362547	ENSMUSP00000029179
ENSP00000248633	ENSMUSP00000006061
ENSP00000400646	ENSMUSP00000020756
ENSP00000330523	ENSMUSP00000070018
ENSP00000421380	ENSMUSP00000006217
ENSP00000337688	ENSMUSP00000029256
ENSP00000288532	ENSMUSP00000048001
ENSP00000356737	ENSMUSP00000036253
ENSP00000338010	ENSMUSP00000033000
ENSP00000381089	ENSMUSP00000078050
ENSP00000358242	ENSMUSP00000029911
ENSP00000354720	ENSMUSP00000025930
ENSP00000349687	ENSMUSP00000000608
ENSP00000326879	ENSMUSP00000055656
ENSP00000309595	ENSMUSP00000026227
ENSP00000258772	ENSMUSP00000004507
ENSP00000343610	ENSMUSP00000090510
ENSP00000216106	ENSMUSP00000045126
ENSP00000379865	ENSMUSP00000116627
ENSP00000235521	ENSMUSP00000004343
ENSP00000337340	ENSMUSP00000099705
ENSP00000264020	ENSMUSP00000002099
ENSP00000257245	ENSMUSP00000028470
ENSP00000301281	ENSMUSP00000019722
ENSP00000367024	ENSMUSP00000025675
ENSP00000359664	ENSMUSP00000029840
ENSP00000369739	ENSMUSP00000046168
ENSP00000278935	ENSMUSP00000114053
ENSP00000417769	ENSMUSP00000051177
ENSP00000407112	ENSMUSP00000110872
ENSP00000425759	ENSMUSP00000136678
ENSP00000434995	ENSMUSP00000129300
ENSP00000357079	ENSMUSP00000083057
ENSP00000253686	ENSMUSP00000114402
ENSP00000259963	ENSMUSP00000097144
ENSP00000262547	ENSMUSP00000080643
ENSP00000367069	ENSMUSP00000125257
ENSP00000348211	ENSMUSP00000053325
ENSP00000294543	ENSMUSP00000059320
ENSP00000307260	ENSMUSP00000115011
ENSP00000216129	ENSMUSP00000016901
ENSP00000265295	ENSMUSP00000090882
ENSP00000221515	ENSMUSP00000133024
ENSP00000369784	ENSMUSP00000021639
ENSP00000365538	ENSMUSP00000026625
ENSP00000371607	ENSMUSP00000069840
ENSP00000274458	ENSMUSP00000041650
ENSP00000356379	ENSMUSP00000059159
ENSP00000232501	ENSMUSP00000010201
ENSP00000379621	ENSMUSP00000029047
ENSP00000284629	ENSMUSP00000010940
ENSP00000348564	ENSMUSP00000106329
ENSP00000353850	ENSMUSP00000075609
ENSP00000281382	ENSMUSP00000024957
ENSP00000281146	ENSMUSP00000119049
ENSP00000354497	ENSMUSP00000130012
ENSP00000310873	ENSMUSP00000031262
ENSP00000320236	ENSMUSP00000021203
ENSP00000053468	ENSMUSP00000113343
ENSP00000261880	ENSMUSP00000048595
ENSP00000301585	ENSMUSP00000099325
ENSP00000473290	ENSMUSP00000104703
ENSP00000315397	ENSMUSP00000033934
ENSP00000300145	ENSMUSP00000128382
ENSP00000248098	ENSMUSP00000024981
ENSP00000224756	ENSMUSP00000087478
ENSP00000348168	ENSMUSP00000132287
ENSP00000319992	ENSMUSP00000059494
ENSP00000313816	ENSMUSP00000036119
ENSP00000324404	ENSMUSP00000092009
ENSP00000285116	ENSMUSP00000049156
ENSP00000435421	ENSMUSP00000032877
ENSP00000369810	ENSMUSP00000028900
ENSP00000283871	ENSMUSP00000125492
ENSP00000340477	ENSMUSP00000068004
ENSP00000271452	ENSMUSP00000106999
ENSP00000358762	ENSMUSP00000034986
ENSP00000374552	ENSMUSP00000052563
ENSP00000377384	ENSMUSP00000019447
ENSP00000221265	ENSMUSP00000003529
ENSP00000228510	ENSMUSP00000036971
ENSP00000261647	ENSMUSP00000054367
ENSP00000304437	ENSMUSP00000050586
ENSP00000254759	ENSMUSP00000029909
ENSP00000379911	ENSMUSP00000022227
ENSP00000337445	ENSMUSP00000071788
ENSP00000364543	ENSMUSP00000036265
ENSP00000392318	ENSMUSP00000028911
ENSP00000370337	ENSMUSP00000087208
ENSP00000262507	ENSMUSP00000034234
ENSP00000462116	ENSMUSP00000114844
ENSP00000306788	ENSMUSP00000032888
ENSP00000356272	ENSMUSP00000043355
ENSP00000372206	ENSMUSP00000022518
ENSP00000346464	ENSMUSP00000009102
ENSP00000244711	ENSMUSP00000002845
ENSP00000361433	ENSMUSP00000043519
ENSP00000287957	ENSMUSP00000007559
ENSP00000273075	ENSMUSP00000070821
ENSP00000320309	ENSMUSP00000003906
ENSP00000262315	ENSMUSP00000043896
ENSP00000359740	ENSMUSP00000019861
ENSP00000356972	ENSMUSP00000013737
ENSP00000428263	ENSMUSP00000067830
ENSP00000268717	ENSMUSP00000019517
ENSP00000376608	ENSMUSP00000108429
ENSP00000282059	ENSMUSP00000074225
ENSP00000399718	ENSMUSP00000021416
ENSP00000367878	ENSMUSP00000099654
ENSP00000262127	ENSMUSP00000095149
ENSP00000312311	ENSMUSP00000032841
ENSP00000295878	ENSMUSP00000137597
ENSP00000346483	ENSMUSP00000086988
ENSP00000217455	ENSMUSP00000099383
ENSP00000308546	ENSMUSP00000031740
ENSP00000261893	ENSMUSP00000034929
ENSP00000320184	ENSMUSP00000024486
ENSP00000374152	ENSMUSP00000048537
ENSP00000370419	ENSMUSP00000114504
ENSP00000282007	ENSMUSP00000022577
ENSP00000328187	ENSMUSP00000035506
ENSP00000359612	ENSMUSP00000029842
ENSP00000342169	ENSMUSP00000139026
ENSP00000357748	ENSMUSP00000033282
ENSP00000258613	ENSMUSP00000067701
ENSP00000344866	ENSMUSP00000045792
ENSP00000341539	ENSMUSP00000049759
ENSP00000457768	ENSMUSP00000126658
ENSP00000314348	ENSMUSP00000065198
ENSP00000369431	ENSMUSP00000030313
ENSP00000381132	ENSMUSP00000070834
ENSP00000296003	ENSMUSP00000108771
ENSP00000436049	ENSMUSP00000028592
ENSP00000280979	ENSMUSP00000093406
ENSP00000348459	ENSMUSP00000048482
ENSP00000367030	ENSMUSP00000114572
ENSP00000270225	ENSMUSP00000092409
ENSP00000368798	ENSMUSP00000059471
ENSP00000341543	ENSMUSP00000101978
ENSP00000342336	ENSMUSP00000051206
ENSP00000285083	ENSMUSP00000022462
ENSP00000251296	ENSMUSP00000046558
ENSP00000220509	ENSMUSP00000036915
ENSP00000380559	ENSMUSP00000073060
ENSP00000361705	ENSMUSP00000017443
ENSP00000306625	ENSMUSP00000026135
ENSP00000275820	ENSMUSP00000001611
ENSP00000266087	ENSMUSP00000120840
ENSP00000402338	ENSMUSP00000138581
ENSP00000446479	ENSMUSP00000071719
ENSP00000260605	ENSMUSP00000025101
ENSP00000296051	ENSMUSP00000012580
ENSP00000410396	ENSMUSP00000110011
ENSP00000314615	ENSMUSP00000029092
ENSP00000261249	ENSMUSP00000112121
ENSP00000337736	ENSMUSP00000018572
ENSP00000248600	ENSMUSP00000051216
ENSP00000392985	ENSMUSP00000082374
ENSP00000390778	ENSMUSP00000024972
ENSP00000374332	ENSMUSP00000027623
ENSP00000349244	ENSMUSP00000059166
ENSP00000336842	ENSMUSP00000016115
ENSP00000299192	ENSMUSP00000034079
ENSP00000354580	ENSMUSP00000025745
ENSP00000370150	ENSMUSP00000021832
ENSP00000344308	ENSMUSP00000080596
ENSP00000247706	ENSMUSP00000008094
ENSP00000386569	ENSMUSP00000081889
ENSP00000393222	ENSMUSP00000134576
ENSP00000301011	ENSMUSP00000017622
ENSP00000297273	ENSMUSP00000015333
ENSP00000379140	ENSMUSP00000072800
ENSP00000285873	ENSMUSP00000131842
ENSP00000355922	ENSMUSP00000129738
ENSP00000242108	ENSMUSP00000047083
ENSP00000383911	ENSMUSP00000043245
ENSP00000369871	ENSMUSP00000070504
ENSP00000250535	ENSMUSP00000046517
ENSP00000291458	ENSMUSP00000125874
ENSP00000376827	ENSMUSP00000043790
ENSP00000265981	ENSMUSP00000134781
ENSP00000286031	ENSMUSP00000043143
ENSP00000298937	ENSMUSP00000116575
ENSP00000360593	ENSMUSP00000114906
ENSP00000296564	ENSMUSP00000036482
ENSP00000299381	ENSMUSP00000138112
ENSP00000387882	ENSMUSP00000125288
ENSP00000258052	ENSMUSP00000019965
ENSP00000381657	ENSMUSP00000100973
ENSP00000299543	ENSMUSP00000038938
ENSP00000361143	ENSMUSP00000108517
ENSP00000364204	ENSMUSP00000030536
ENSP00000303584	ENSMUSP00000061835
ENSP00000219599	ENSMUSP00000033198
ENSP00000369339	ENSMUSP00000103762
ENSP00000202017	ENSMUSP00000028972
ENSP00000414390	ENSMUSP00000063450
ENSP00000322316	ENSMUSP00000032887
ENSP00000303398	ENSMUSP00000022998
ENSP00000237380	ENSMUSP00000115882
ENSP00000296694	ENSMUSP00000038872
ENSP00000292641	ENSMUSP00000043325
ENSP00000334003	ENSMUSP00000088725
ENSP00000254940	ENSMUSP00000034392
ENSP00000327557	ENSMUSP00000045437
ENSP00000307684	ENSMUSP00000032410
ENSP00000367239	ENSMUSP00000117009
ENSP00000267103	ENSMUSP00000109312
ENSP00000263384	ENSMUSP00000003123
ENSP00000393154	ENSMUSP00000045925
ENSP00000374387	ENSMUSP00000030980
ENSP00000398083	ENSMUSP00000111022
ENSP00000282074	ENSMUSP00000107939
ENSP00000238788	ENSMUSP00000037484
ENSP00000344299	ENSMUSP00000097156
ENSP00000359727	ENSMUSP00000042009
ENSP00000295824	ENSMUSP00000024725
ENSP00000343552	ENSMUSP00000043390
ENSP00000379310	ENSMUSP00000062279
ENSP00000363260	ENSMUSP00000050647
ENSP00000329915	ENSMUSP00000023630
ENSP00000359224	ENSMUSP00000038387
ENSP00000232854	ENSMUSP00000035196
ENSP00000369456	ENSMUSP00000099482
ENSP00000286918	ENSMUSP00000120816
ENSP00000228799	ENSMUSP00000001559
ENSP00000419718	ENSMUSP00000062217
ENSP00000264230	ENSMUSP00000045948
ENSP00000362208	ENSMUSP00000030675
ENSP00000251250	ENSMUSP00000127662
ENSP00000327716	ENSMUSP00000023913
ENSP00000354964	ENSMUSP00000109109
ENSP00000264645	ENSMUSP00000017384
ENSP00000246868	ENSMUSP00000026387
ENSP00000284995	ENSMUSP00000038211
ENSP00000432487	ENSMUSP00000120658
ENSP00000356848	ENSMUSP00000027846
ENSP00000270583	ENSMUSP00000043439
ENSP00000355250	ENSMUSP00000104146
ENSP00000230340	ENSMUSP00000024783
ENSP00000355064	ENSMUSP00000046033
ENSP00000268704	ENSMUSP00000104496
ENSP00000385006	ENSMUSP00000108526
ENSP00000464275	ENSMUSP00000099515
ENSP00000389399	ENSMUSP00000040347
ENSP00000441753	ENSMUSP00000129441
ENSP00000389175	ENSMUSP00000047761
ENSP00000233838	ENSMUSP00000070109
ENSP00000300190	ENSMUSP00000066960
ENSP00000290846	ENSMUSP00000023019
ENSP00000386277	ENSMUSP00000132688
ENSP00000263346	ENSMUSP00000056485
ENSP00000252463	ENSMUSP00000093255
ENSP00000215057	ENSMUSP00000138387
ENSP00000256255	ENSMUSP00000033933
ENSP00000402038	ENSMUSP00000034896
ENSP00000275072	ENSMUSP00000095783
ENSP00000257789	ENSMUSP00000048319
ENSP00000339613	ENSMUSP00000020493
ENSP00000380794	ENSMUSP00000047700
ENSP00000361001	ENSMUSP00000074025
ENSP00000290429	ENSMUSP00000051569
ENSP00000347498	ENSMUSP00000087636
ENSP00000289359	ENSMUSP00000027257
ENSP00000296015	ENSMUSP00000103845
ENSP00000301908	ENSMUSP00000054210
ENSP00000386284	ENSMUSP00000103068
ENSP00000281317	ENSMUSP00000048826
ENSP00000360031	ENSMUSP00000039853
ENSP00000301729	ENSMUSP00000024946
ENSP00000360129	ENSMUSP00000095572
ENSP00000364405	ENSMUSP00000050854
ENSP00000321239	ENSMUSP00000031345
ENSP00000409315	ENSMUSP00000028251
ENSP00000026218	ENSMUSP00000026823
ENSP00000321617	ENSMUSP00000136163
ENSP00000263753	ENSMUSP00000024736
ENSP00000261558	ENSMUSP00000046536
ENSP00000216452	ENSMUSP00000072018
ENSP00000318821	ENSMUSP00000087997
ENSP00000300850	ENSMUSP00000052641
ENSP00000307636	ENSMUSP00000062887
ENSP00000413483	ENSMUSP00000021313
ENSP00000356920	ENSMUSP00000027970
ENSP00000233468	ENSMUSP00000043662
ENSP00000268802	ENSMUSP00000003946
ENSP00000455397	ENSMUSP00000126772
ENSP00000157812	ENSMUSP00000032824
ENSP00000360821	ENSMUSP00000040220
ENSP00000384234	ENSMUSP00000054994
ENSP00000372955	ENSMUSP00000109236
ENSP00000283233	ENSMUSP00000076871
ENSP00000368140	ENSMUSP00000028835
ENSP00000362041	ENSMUSP00000022345
ENSP00000476100	ENSMUSP00000040355
ENSP00000420393	ENSMUSP00000015920
ENSP00000296149	ENSMUSP00000069017
ENSP00000346762	ENSMUSP00000001460
ENSP00000295704	ENSMUSP00000027357
ENSP00000261658	ENSMUSP00000023365
ENSP00000306864	ENSMUSP00000045162
ENSP00000464814	ENSMUSP00000102929
ENSP00000359505	ENSMUSP00000027338
ENSP00000368459	ENSMUSP00000022586
ENSP00000219789	ENSMUSP00000032920
ENSP00000257548	ENSMUSP00000031588
ENSP00000348054	ENSMUSP00000097912
ENSP00000348043	ENSMUSP00000048042
ENSP00000372023	ENSMUSP00000066679
ENSP00000436926	ENSMUSP00000083341
ENSP00000450461	ENSMUSP00000018516
ENSP00000222747	ENSMUSP00000031678
ENSP00000307423	ENSMUSP00000057905
ENSP00000380837	ENSMUSP00000046856
ENSP00000318115	ENSMUSP00000080614
ENSP00000225573	ENSMUSP00000018803
ENSP00000247194	ENSMUSP00000019862
ENSP00000417580	ENSMUSP00000076090
ENSP00000083182	ENSMUSP00000018625
ENSP00000299853	ENSMUSP00000033173
ENSP00000384527	ENSMUSP00000061899
ENSP00000225737	ENSMUSP00000099710
ENSP00000366673	ENSMUSP00000022721
ENSP00000311505	ENSMUSP00000023535
ENSP00000361206	ENSMUSP00000024763
ENSP00000255108	ENSMUSP00000030265
ENSP00000200135	ENSMUSP00000034803
ENSP00000442053	ENSMUSP00000031590
ENSP00000356602	ENSMUSP00000119829
ENSP00000357389	ENSMUSP00000029565
ENSP00000275053	ENSMUSP00000103857
ENSP00000228506	ENSMUSP00000055776
ENSP00000239614	ENSMUSP00000043329
ENSP00000463245	ENSMUSP00000042825
ENSP00000439902	ENSMUSP00000038576
ENSP00000365963	ENSMUSP00000047202
ENSP00000356567	ENSMUSP00000049124
ENSP00000358988	ENSMUSP00000102224
ENSP00000355609	ENSMUSP00000034465
ENSP00000371294	ENSMUSP00000104116
ENSP00000359607	ENSMUSP00000075825
ENSP00000457522	ENSMUSP00000085218
ENSP00000354109	ENSMUSP00000134259
ENSP00000410216	ENSMUSP00000096898
ENSP00000335636	ENSMUSP00000002805
ENSP00000295872	ENSMUSP00000058832
ENSP00000450040	ENSMUSP00000078369
ENSP00000309163	ENSMUSP00000025823
ENSP00000339976	ENSMUSP00000094808
ENSP00000278612	ENSMUSP00000048709
ENSP00000419371	ENSMUSP00000044350
ENSP00000220669	ENSMUSP00000037459
ENSP00000363250	ENSMUSP00000030661
ENSP00000356989	ENSMUSP00000120106
ENSP00000006526	ENSMUSP00000116608
ENSP00000266673	ENSMUSP00000089808
ENSP00000258243	ENSMUSP00000034457
ENSP00000365477	ENSMUSP00000043442
ENSP00000384952	ENSMUSP00000132443
ENSP00000298784	ENSMUSP00000107548
ENSP00000362424	ENSMUSP00000042391
ENSP00000354645	ENSMUSP00000030662
ENSP00000319169	ENSMUSP00000023873
ENSP00000321962	ENSMUSP00000097221
ENSP00000439068	ENSMUSP00000050295
ENSP00000361465	ENSMUSP00000084252
ENSP00000204726	ENSMUSP00000108131
ENSP00000295966	ENSMUSP00000100061
ENSP00000230048	ENSMUSP00000006900
ENSP00000261758	ENSMUSP00000091768
ENSP00000277010	ENSMUSP00000056027
ENSP00000260361	ENSMUSP00000028768
ENSP00000361042	ENSMUSP00000128488
ENSP00000325562	ENSMUSP00000117583
ENSP00000282841	ENSMUSP00000126603
ENSP00000304802	ENSMUSP00000027503
ENSP00000405635	ENSMUSP00000092839
ENSP00000299736	ENSMUSP00000018653
ENSP00000282003	ENSMUSP00000022716
ENSP00000365200	ENSMUSP00000114624
ENSP00000284881	ENSMUSP00000109858
ENSP00000416050	ENSMUSP00000033961
ENSP00000287996	ENSMUSP00000021817
ENSP00000352536	ENSMUSP00000085325
ENSP00000264926	ENSMUSP00000070619
ENSP00000384832	ENSMUSP00000113652
ENSP00000397188	ENSMUSP00000132541
ENSP00000216420	ENSMUSP00000070548
ENSP00000473929	ENSMUSP00000130245
ENSP00000473361	ENSMUSP00000005114
ENSP00000355141	ENSMUSP00000060026
ENSP00000396628	ENSMUSP00000132247
ENSP00000243903	ENSMUSP00000046658
ENSP00000315035	ENSMUSP00000027049
ENSP00000345341	ENSMUSP00000028162
ENSP00000351153	ENSMUSP00000038375
ENSP00000361363	ENSMUSP00000099748
ENSP00000261888	ENSMUSP00000070098
ENSP00000252603	ENSMUSP00000034264
ENSP00000380605	ENSMUSP00000125149
ENSP00000262812	ENSMUSP00000071078
ENSP00000374455	ENSMUSP00000099835
ENSP00000356416	ENSMUSP00000125623
ENSP00000334289	ENSMUSP00000048395
ENSP00000263563	ENSMUSP00000020289
ENSP00000361603	ENSMUSP00000115729
ENSP00000349358	ENSMUSP00000062410
ENSP00000321546	ENSMUSP00000127413
ENSP00000267436	ENSMUSP00000021370
ENSP00000465517	ENSMUSP00000095251
ENSP00000310829	ENSMUSP00000056869
ENSP00000324122	ENSMUSP00000008517
ENSP00000311429	ENSMUSP00000112790
ENSP00000260447	ENSMUSP00000060835
ENSP00000367318	ENSMUSP00000103518
ENSP00000306561	ENSMUSP00000032406
ENSP00000326813	ENSMUSP00000055318
ENSP00000370839	ENSMUSP00000079937
ENSP00000368801	ENSMUSP00000022601
ENSP00000412524	ENSMUSP00000027380
ENSP00000264193	ENSMUSP00000055455
ENSP00000294129	ENSMUSP00000035218
ENSP00000420939	ENSMUSP00000124305
ENSP00000313318	ENSMUSP00000063461
ENSP00000244227	ENSMUSP00000001186
ENSP00000338533	ENSMUSP00000022751
ENSP00000383873	ENSMUSP00000051782
ENSP00000364404	ENSMUSP00000120016
ENSP00000289081	ENSMUSP00000072788
ENSP00000367359	ENSMUSP00000019276
ENSP00000307833	ENSMUSP00000034859
ENSP00000361170	ENSMUSP00000099760
ENSP00000264001	ENSMUSP00000034342
ENSP00000447057	ENSMUSP00000020488
ENSP00000333539	ENSMUSP00000121617
ENSP00000276416	ENSMUSP00000022680
ENSP00000215730	ENSMUSP00000023449
ENSP00000229238	ENSMUSP00000032485
ENSP00000476966	ENSMUSP00000004379
ENSP00000246151	ENSMUSP00000101477
ENSP00000355812	ENSMUSP00000095030
ENSP00000301318	ENSMUSP00000079812
ENSP00000367104	ENSMUSP00000028907
ENSP00000228865	ENSMUSP00000035304
ENSP00000252711	ENSMUSP00000027478
ENSP00000456405	ENSMUSP00000136287
ENSP00000281141	ENSMUSP00000043033
ENSP00000334642	ENSMUSP00000096880
ENSP00000362273	ENSMUSP00000099677
ENSP00000326649	ENSMUSP00000125226
ENSP00000354152	ENSMUSP00000112116
ENSP00000458290	ENSMUSP00000127142
