ENSGACP00000003450	ENSMODP00000016222
ENSGACP00000021613	ENSMODP00000020346
ENSGACP00000002237	ENSMODP00000000194
ENSGACP00000000843	ENSMODP00000019324
ENSGACP00000004901	ENSMODP00000022255
ENSGACP00000003624	ENSMODP00000001159
ENSGACP00000019867	ENSMODP00000005111
ENSGACP00000020126	ENSMODP00000005765
ENSGACP00000022234	ENSMODP00000004769
ENSGACP00000009093	ENSMODP00000011650
ENSGACP00000026148	ENSMODP00000023318
ENSGACP00000019635	ENSMODP00000014610
ENSGACP00000019694	ENSMODP00000021443
ENSGACP00000011159	ENSMODP00000018897
ENSGACP00000011842	ENSMODP00000020240
ENSGACP00000000218	ENSMODP00000017936
ENSGACP00000024381	ENSMODP00000012650
ENSGACP00000023236	ENSMODP00000019159
ENSGACP00000012734	ENSMODP00000020801
ENSGACP00000013275	ENSMODP00000019668
ENSGACP00000000612	ENSMODP00000005866
ENSGACP00000017207	ENSMODP00000006551
ENSGACP00000017551	ENSMODP00000013645
ENSGACP00000010835	ENSMODP00000009775
ENSGACP00000007481	ENSMODP00000006550
ENSGACP00000017412	ENSMODP00000023377
ENSGACP00000020438	ENSMODP00000006511
ENSGACP00000003368	ENSMODP00000001729
ENSGACP00000023020	ENSMODP00000017223
ENSGACP00000005447	ENSMODP00000016886
ENSGACP00000010208	ENSMODP00000001724
ENSGACP00000015322	ENSMODP00000018791
ENSGACP00000024303	ENSMODP00000012502
ENSGACP00000004256	ENSMODP00000002615
ENSGACP00000006123	ENSMODP00000002615
ENSGACP00000021630	ENSMODP00000040029
ENSGACP00000014084	ENSMODP00000006701
ENSGACP00000024439	ENSMODP00000010485
ENSGACP00000025640	ENSMODP00000008173
ENSGACP00000025441	ENSMODP00000019206
ENSGACP00000000768	ENSMODP00000026125
ENSGACP00000009499	ENSMODP00000016042
ENSGACP00000012238	ENSMODP00000036990
ENSGACP00000010095	ENSMODP00000017524
ENSGACP00000008171	ENSMODP00000022605
ENSGACP00000019533	ENSMODP00000024440
ENSGACP00000021117	ENSMODP00000016569
ENSGACP00000026293	ENSMODP00000022813
ENSGACP00000007076	ENSMODP00000004190
ENSGACP00000022028	ENSMODP00000012109
ENSGACP00000015973	ENSMODP00000022952
ENSGACP00000026262	ENSMODP00000005783
ENSGACP00000001881	ENSMODP00000026292
ENSGACP00000025978	ENSMODP00000034842
ENSGACP00000015959	ENSMODP00000034842
ENSGACP00000004000	ENSMODP00000027870
ENSGACP00000023734	ENSMODP00000009217
ENSGACP00000003910	ENSMODP00000035450
ENSGACP00000005844	ENSMODP00000015811
ENSGACP00000010076	ENSMODP00000007135
ENSGACP00000007328	ENSMODP00000000307
ENSGACP00000027559	ENSMODP00000023889
ENSGACP00000007625	ENSMODP00000010856
ENSGACP00000019482	ENSMODP00000035957
ENSGACP00000023767	ENSMODP00000014316
ENSGACP00000024492	ENSMODP00000021457
ENSGACP00000015418	ENSMODP00000021105
ENSGACP00000003322	ENSMODP00000005718
ENSGACP00000006880	ENSMODP00000009986
ENSGACP00000015840	ENSMODP00000003152
ENSGACP00000003139	ENSMODP00000004984
ENSGACP00000015766	ENSMODP00000011593
ENSGACP00000009817	ENSMODP00000019609
ENSGACP00000009085	ENSMODP00000025376
ENSGACP00000021663	ENSMODP00000024294
ENSGACP00000021935	ENSMODP00000004997
ENSGACP00000024157	ENSMODP00000014707
ENSGACP00000004135	ENSMODP00000008510
ENSGACP00000004717	ENSMODP00000001905
ENSGACP00000004771	ENSMODP00000021422
ENSGACP00000017834	ENSMODP00000015869
ENSGACP00000015101	ENSMODP00000038877
ENSGACP00000003341	ENSMODP00000027573
ENSGACP00000024897	ENSMODP00000003153
ENSGACP00000007296	ENSMODP00000008058
ENSGACP00000026221	ENSMODP00000011714
ENSGACP00000003326	ENSMODP00000013075
ENSGACP00000006923	ENSMODP00000008606
ENSGACP00000021654	ENSMODP00000005215
ENSGACP00000017508	ENSMODP00000021155
ENSGACP00000016972	ENSMODP00000019337
ENSGACP00000007064	ENSMODP00000018523
ENSGACP00000009105	ENSMODP00000000936
ENSGACP00000007309	ENSMODP00000028752
ENSGACP00000007610	ENSMODP00000007071
ENSGACP00000011890	ENSMODP00000015701
ENSGACP00000023697	ENSMODP00000013107
ENSGACP00000007485	ENSMODP00000002488
ENSGACP00000014210	ENSMODP00000018000
ENSGACP00000018006	ENSMODP00000002690
ENSGACP00000022139	ENSMODP00000003868
ENSGACP00000021716	ENSMODP00000022119
ENSGACP00000017436	ENSMODP00000014172
ENSGACP00000002174	ENSMODP00000009984
ENSGACP00000010492	ENSMODP00000007607
ENSGACP00000019763	ENSMODP00000002467
ENSGACP00000001408	ENSMODP00000039114
ENSGACP00000013955	ENSMODP00000032725
ENSGACP00000006871	ENSMODP00000003612
ENSGACP00000017168	ENSMODP00000001701
ENSGACP00000026005	ENSMODP00000004506
ENSGACP00000008512	ENSMODP00000023164
ENSGACP00000011997	ENSMODP00000016451
ENSGACP00000001601	ENSMODP00000031774
ENSGACP00000007224	ENSMODP00000009873
ENSGACP00000021288	ENSMODP00000020764
ENSGACP00000000901	ENSMODP00000026683
ENSGACP00000025132	ENSMODP00000002707
ENSGACP00000007385	ENSMODP00000013672
ENSGACP00000011468	ENSMODP00000024706
ENSGACP00000023108	ENSMODP00000034846
ENSGACP00000002969	ENSMODP00000000406
ENSGACP00000011604	ENSMODP00000013477
ENSGACP00000024622	ENSMODP00000000698
ENSGACP00000025018	ENSMODP00000004788
ENSGACP00000021940	ENSMODP00000017166
ENSGACP00000022083	ENSMODP00000023576
ENSGACP00000025289	ENSMODP00000005060
ENSGACP00000016793	ENSMODP00000003729
ENSGACP00000007796	ENSMODP00000003478
ENSGACP00000009715	ENSMODP00000003679
ENSGACP00000011148	ENSMODP00000020198
ENSGACP00000000114	ENSMODP00000020552
ENSGACP00000015143	ENSMODP00000017845
ENSGACP00000022441	ENSMODP00000012608
ENSGACP00000014962	ENSMODP00000020460
ENSGACP00000006362	ENSMODP00000006732
ENSGACP00000017528	ENSMODP00000006794
ENSGACP00000002177	ENSMODP00000002740
ENSGACP00000005755	ENSMODP00000016663
ENSGACP00000016181	ENSMODP00000016821
ENSGACP00000001972	ENSMODP00000000478
ENSGACP00000003813	ENSMODP00000018931
ENSGACP00000016681	ENSMODP00000013391
ENSGACP00000007377	ENSMODP00000027411
ENSGACP00000004985	ENSMODP00000014695
ENSGACP00000002465	ENSMODP00000017375
ENSGACP00000014010	ENSMODP00000017069
ENSGACP00000008409	ENSMODP00000018830
ENSGACP00000003522	ENSMODP00000022146
ENSGACP00000006993	ENSMODP00000010817
ENSGACP00000012099	ENSMODP00000022844
ENSGACP00000011499	ENSMODP00000012089
ENSGACP00000000476	ENSMODP00000002401
ENSGACP00000007031	ENSMODP00000009618
ENSGACP00000006037	ENSMODP00000023653
ENSGACP00000019881	ENSMODP00000002806
ENSGACP00000008798	ENSMODP00000002278
ENSGACP00000012643	ENSMODP00000002278
ENSGACP00000016814	ENSMODP00000009704
ENSGACP00000024279	ENSMODP00000004235
ENSGACP00000004260	ENSMODP00000017591
ENSGACP00000003599	ENSMODP00000009874
ENSGACP00000002808	ENSMODP00000005248
ENSGACP00000016090	ENSMODP00000008378
ENSGACP00000005737	ENSMODP00000007694
ENSGACP00000011954	ENSMODP00000018208
ENSGACP00000003885	ENSMODP00000036360
ENSGACP00000017788	ENSMODP00000006797
ENSGACP00000001668	ENSMODP00000015163
ENSGACP00000025443	ENSMODP00000007543
ENSGACP00000019241	ENSMODP00000008630
ENSGACP00000013103	ENSMODP00000041101
ENSGACP00000024760	ENSMODP00000012679
ENSGACP00000026602	ENSMODP00000006415
ENSGACP00000008831	ENSMODP00000020996
ENSGACP00000018217	ENSMODP00000018567
ENSGACP00000018501	ENSMODP00000022692
ENSGACP00000003251	ENSMODP00000011955
ENSGACP00000023533	ENSMODP00000008488
ENSGACP00000022597	ENSMODP00000004953
ENSGACP00000006471	ENSMODP00000002521
ENSGACP00000027552	ENSMODP00000017948
ENSGACP00000003265	ENSMODP00000011332
ENSGACP00000011831	ENSMODP00000020241
ENSGACP00000026714	ENSMODP00000017206
ENSGACP00000012090	ENSMODP00000035437
ENSGACP00000025852	ENSMODP00000011845
ENSGACP00000024597	ENSMODP00000003196
ENSGACP00000015876	ENSMODP00000003733
ENSGACP00000021179	ENSMODP00000024356
ENSGACP00000021812	ENSMODP00000000188
ENSGACP00000005091	ENSMODP00000022290
ENSGACP00000002961	ENSMODP00000004081
ENSGACP00000021477	ENSMODP00000005234
ENSGACP00000003524	ENSMODP00000000471
ENSGACP00000013773	ENSMODP00000013269
ENSGACP00000009100	ENSMODP00000025377
ENSGACP00000022136	ENSMODP00000021082
ENSGACP00000012819	ENSMODP00000012646
ENSGACP00000021002	ENSMODP00000021963
ENSGACP00000007325	ENSMODP00000015390
ENSGACP00000023451	ENSMODP00000024157
ENSGACP00000025038	ENSMODP00000008052
ENSGACP00000007798	ENSMODP00000015634
ENSGACP00000005405	ENSMODP00000007037
ENSGACP00000026391	ENSMODP00000017061
ENSGACP00000018422	ENSMODP00000013591
ENSGACP00000004356	ENSMODP00000017154
ENSGACP00000005021	ENSMODP00000017067
ENSGACP00000003490	ENSMODP00000022326
ENSGACP00000008856	ENSMODP00000017720
ENSGACP00000022866	ENSMODP00000014715
ENSGACP00000011819	ENSMODP00000022460
ENSGACP00000019089	ENSMODP00000008703
ENSGACP00000019364	ENSMODP00000008544
ENSGACP00000012917	ENSMODP00000009502
ENSGACP00000006691	ENSMODP00000020781
ENSGACP00000011304	ENSMODP00000008777
ENSGACP00000019546	ENSMODP00000013897
ENSGACP00000004593	ENSMODP00000000387
ENSGACP00000009604	ENSMODP00000000330
ENSGACP00000027438	ENSMODP00000004859
ENSGACP00000026521	ENSMODP00000021126
ENSGACP00000025247	ENSMODP00000014019
ENSGACP00000008829	ENSMODP00000003599
ENSGACP00000019232	ENSMODP00000011095
ENSGACP00000023268	ENSMODP00000006109
ENSGACP00000013591	ENSMODP00000024264
ENSGACP00000001518	ENSMODP00000039844
ENSGACP00000011326	ENSMODP00000021729
ENSGACP00000011554	ENSMODP00000000603
ENSGACP00000018830	ENSMODP00000020057
ENSGACP00000014048	ENSMODP00000026136
ENSGACP00000011010	ENSMODP00000020131
ENSGACP00000000046	ENSMODP00000030693
ENSGACP00000013865	ENSMODP00000018805
ENSGACP00000003029	ENSMODP00000029510
ENSGACP00000023550	ENSMODP00000033732
ENSGACP00000024761	ENSMODP00000012698
ENSGACP00000016168	ENSMODP00000003190
ENSGACP00000001294	ENSMODP00000033218
ENSGACP00000027372	ENSMODP00000006457
ENSGACP00000013174	ENSMODP00000020679
ENSGACP00000025633	ENSMODP00000008265
ENSGACP00000016199	ENSMODP00000023668
ENSGACP00000000130	ENSMODP00000036275
ENSGACP00000020782	ENSMODP00000003827
ENSGACP00000025111	ENSMODP00000014873
ENSGACP00000023029	ENSMODP00000017305
ENSGACP00000027184	ENSMODP00000012511
ENSGACP00000023972	ENSMODP00000015717
ENSGACP00000005183	ENSMODP00000001364
ENSGACP00000024613	ENSMODP00000017741
ENSGACP00000018014	ENSMODP00000001762
ENSGACP00000001903	ENSMODP00000019992
ENSGACP00000007204	ENSMODP00000019468
ENSGACP00000004763	ENSMODP00000013110
ENSGACP00000005126	ENSMODP00000006244
ENSGACP00000004466	ENSMODP00000021479
ENSGACP00000021037	ENSMODP00000016235
ENSGACP00000021762	ENSMODP00000004299
ENSGACP00000021989	ENSMODP00000007128
ENSGACP00000000635	ENSMODP00000019834
ENSGACP00000009006	ENSMODP00000015827
ENSGACP00000021770	ENSMODP00000024377
ENSGACP00000006200	ENSMODP00000007169
ENSGACP00000011396	ENSMODP00000004773
ENSGACP00000025347	ENSMODP00000005184
ENSGACP00000013563	ENSMODP00000010171
ENSGACP00000009635	ENSMODP00000013731
ENSGACP00000001038	ENSMODP00000008267
ENSGACP00000008972	ENSMODP00000021604
ENSGACP00000006685	ENSMODP00000024231
ENSGACP00000006301	ENSMODP00000032837
ENSGACP00000026172	ENSMODP00000006770
ENSGACP00000022292	ENSMODP00000028255
ENSGACP00000012866	ENSMODP00000011483
ENSGACP00000018857	ENSMODP00000003744
ENSGACP00000018058	ENSMODP00000016923
ENSGACP00000000919	ENSMODP00000039780
ENSGACP00000006583	ENSMODP00000023638
ENSGACP00000026184	ENSMODP00000008385
ENSGACP00000009113	ENSMODP00000011001
ENSGACP00000003978	ENSMODP00000003142
ENSGACP00000009472	ENSMODP00000017753
ENSGACP00000005369	ENSMODP00000038248
ENSGACP00000022522	ENSMODP00000038248
ENSGACP00000006414	ENSMODP00000011144
ENSGACP00000010946	ENSMODP00000017215
ENSGACP00000018031	ENSMODP00000003580
ENSGACP00000000113	ENSMODP00000020562
ENSGACP00000012524	ENSMODP00000022898
ENSGACP00000001188	ENSMODP00000039404
ENSGACP00000015938	ENSMODP00000021432
ENSGACP00000008927	ENSMODP00000019833
ENSGACP00000017640	ENSMODP00000012343
ENSGACP00000023228	ENSMODP00000005653
ENSGACP00000001790	ENSMODP00000019883
ENSGACP00000006433	ENSMODP00000010095
ENSGACP00000013012	ENSMODP00000031372
ENSGACP00000007370	ENSMODP00000005884
ENSGACP00000022941	ENSMODP00000019171
ENSGACP00000019943	ENSMODP00000021494
ENSGACP00000010511	ENSMODP00000002009
ENSGACP00000021547	ENSMODP00000015388
ENSGACP00000018167	ENSMODP00000004597
ENSGACP00000012029	ENSMODP00000004559
ENSGACP00000026888	ENSMODP00000026900
ENSGACP00000018783	ENSMODP00000009220
ENSGACP00000027455	ENSMODP00000017027
ENSGACP00000013723	ENSMODP00000019685
ENSGACP00000018673	ENSMODP00000012980
ENSGACP00000020603	ENSMODP00000015417
ENSGACP00000022908	ENSMODP00000024557
ENSGACP00000014544	ENSMODP00000002240
ENSGACP00000011624	ENSMODP00000018429
ENSGACP00000019447	ENSMODP00000020574
ENSGACP00000005910	ENSMODP00000007660
ENSGACP00000019123	ENSMODP00000005266
ENSGACP00000017624	ENSMODP00000004130
ENSGACP00000009717	ENSMODP00000023797
ENSGACP00000013305	ENSMODP00000021077
ENSGACP00000018565	ENSMODP00000005684
ENSGACP00000015456	ENSMODP00000020663
ENSGACP00000004513	ENSMODP00000008136
ENSGACP00000023927	ENSMODP00000016512
ENSGACP00000023924	ENSMODP00000016512
ENSGACP00000020853	ENSMODP00000038438
ENSGACP00000007487	ENSMODP00000005274
ENSGACP00000011843	ENSMODP00000020027
ENSGACP00000026458	ENSMODP00000027025
ENSGACP00000014063	ENSMODP00000036065
ENSGACP00000002842	ENSMODP00000004362
ENSGACP00000014993	ENSMODP00000013821
ENSGACP00000025174	ENSMODP00000006596
ENSGACP00000017801	ENSMODP00000006659
ENSGACP00000022115	ENSMODP00000000204
ENSGACP00000011506	ENSMODP00000000361
ENSGACP00000008337	ENSMODP00000026918
ENSGACP00000023534	ENSMODP00000003564
ENSGACP00000005274	ENSMODP00000004042
ENSGACP00000026442	ENSMODP00000025614
ENSGACP00000017920	ENSMODP00000023509
ENSGACP00000011451	ENSMODP00000010671
ENSGACP00000006882	ENSMODP00000013872
ENSGACP00000027065	ENSMODP00000039535
ENSGACP00000003820	ENSMODP00000024425
ENSGACP00000022619	ENSMODP00000006138
ENSGACP00000008109	ENSMODP00000016815
ENSGACP00000018641	ENSMODP00000011251
ENSGACP00000009864	ENSMODP00000035317
ENSGACP00000025434	ENSMODP00000008980
ENSGACP00000024062	ENSMODP00000009750
ENSGACP00000021919	ENSMODP00000001189
ENSGACP00000011867	ENSMODP00000040593
ENSGACP00000022394	ENSMODP00000011286
ENSGACP00000014231	ENSMODP00000026570
ENSGACP00000022541	ENSMODP00000013558
ENSGACP00000001549	ENSMODP00000016631
ENSGACP00000026625	ENSMODP00000026207
ENSGACP00000023810	ENSMODP00000040889
ENSGACP00000010400	ENSMODP00000006824
ENSGACP00000021743	ENSMODP00000018076
ENSGACP00000007705	ENSMODP00000000746
ENSGACP00000020947	ENSMODP00000007741
ENSGACP00000025220	ENSMODP00000006126
ENSGACP00000011369	ENSMODP00000015267
ENSGACP00000023478	ENSMODP00000011961
ENSGACP00000014434	ENSMODP00000003292
ENSGACP00000010312	ENSMODP00000018840
ENSGACP00000024306	ENSMODP00000038128
ENSGACP00000011873	ENSMODP00000009196
ENSGACP00000013053	ENSMODP00000023000
ENSGACP00000018411	ENSMODP00000020746
ENSGACP00000016210	ENSMODP00000019175
ENSGACP00000018658	ENSMODP00000034471
ENSGACP00000002618	ENSMODP00000008587
ENSGACP00000005457	ENSMODP00000038431
ENSGACP00000023339	ENSMODP00000007302
ENSGACP00000001914	ENSMODP00000019779
ENSGACP00000012493	ENSMODP00000021814
ENSGACP00000019389	ENSMODP00000009885
ENSGACP00000011808	ENSMODP00000016021
ENSGACP00000006159	ENSMODP00000011226
ENSGACP00000026793	ENSMODP00000012685
ENSGACP00000021992	ENSMODP00000035500
ENSGACP00000026408	ENSMODP00000006386
ENSGACP00000016208	ENSMODP00000003946
ENSGACP00000018000	ENSMODP00000037577
ENSGACP00000000620	ENSMODP00000031752
ENSGACP00000022544	ENSMODP00000011374
ENSGACP00000000909	ENSMODP00000005366
ENSGACP00000002540	ENSMODP00000005366
ENSGACP00000015618	ENSMODP00000019855
ENSGACP00000000785	ENSMODP00000019983
ENSGACP00000007891	ENSMODP00000017396
ENSGACP00000009601	ENSMODP00000036554
ENSGACP00000023597	ENSMODP00000009839
ENSGACP00000021142	ENSMODP00000008671
ENSGACP00000022360	ENSMODP00000012807
ENSGACP00000021900	ENSMODP00000005818
ENSGACP00000010549	ENSMODP00000001064
ENSGACP00000010777	ENSMODP00000040075
ENSGACP00000027268	ENSMODP00000012411
ENSGACP00000012780	ENSMODP00000003240
ENSGACP00000004032	ENSMODP00000021401
ENSGACP00000022979	ENSMODP00000029600
ENSGACP00000027232	ENSMODP00000023175
ENSGACP00000020849	ENSMODP00000014381
ENSGACP00000026752	ENSMODP00000034176
ENSGACP00000018301	ENSMODP00000000388
ENSGACP00000010601	ENSMODP00000000796
ENSGACP00000024056	ENSMODP00000002886
ENSGACP00000008666	ENSMODP00000005670
ENSGACP00000018148	ENSMODP00000026398
ENSGACP00000007082	ENSMODP00000028721
ENSGACP00000009034	ENSMODP00000009968
ENSGACP00000005066	ENSMODP00000004053
ENSGACP00000001483	ENSMODP00000009380
ENSGACP00000025109	ENSMODP00000014882
ENSGACP00000001517	ENSMODP00000009789
ENSGACP00000007013	ENSMODP00000008801
ENSGACP00000007879	ENSMODP00000017102
ENSGACP00000010124	ENSMODP00000017517
ENSGACP00000020777	ENSMODP00000013133
ENSGACP00000017811	ENSMODP00000025476
ENSGACP00000022077	ENSMODP00000021613
ENSGACP00000008329	ENSMODP00000023426
ENSGACP00000008487	ENSMODP00000032710
ENSGACP00000012692	ENSMODP00000019598
ENSGACP00000006727	ENSMODP00000022027
ENSGACP00000012181	ENSMODP00000016871
ENSGACP00000017513	ENSMODP00000022089
ENSGACP00000003518	ENSMODP00000022147
ENSGACP00000012808	ENSMODP00000032167
ENSGACP00000012705	ENSMODP00000009639
ENSGACP00000016328	ENSMODP00000026340
ENSGACP00000017130	ENSMODP00000020468
ENSGACP00000010732	ENSMODP00000040109
ENSGACP00000008302	ENSMODP00000016870
ENSGACP00000000319	ENSMODP00000026492
ENSGACP00000011756	ENSMODP00000018847
ENSGACP00000011707	ENSMODP00000001991
ENSGACP00000001320	ENSMODP00000018142
ENSGACP00000010334	ENSMODP00000031705
ENSGACP00000016503	ENSMODP00000026039
ENSGACP00000006112	ENSMODP00000008928
ENSGACP00000018464	ENSMODP00000020730
ENSGACP00000005177	ENSMODP00000002857
ENSGACP00000004475	ENSMODP00000014804
ENSGACP00000002146	ENSMODP00000040760
ENSGACP00000018846	ENSMODP00000021069
ENSGACP00000009005	ENSMODP00000037586
ENSGACP00000021379	ENSMODP00000037586
ENSGACP00000004419	ENSMODP00000018667
ENSGACP00000009171	ENSMODP00000012503
ENSGACP00000009846	ENSMODP00000023821
ENSGACP00000020318	ENSMODP00000040487
ENSGACP00000008199	ENSMODP00000040666
ENSGACP00000026651	ENSMODP00000010991
ENSGACP00000012593	ENSMODP00000025645
ENSGACP00000009433	ENSMODP00000024437
ENSGACP00000017349	ENSMODP00000025601
ENSGACP00000005630	ENSMODP00000020715
ENSGACP00000003462	ENSMODP00000031526
ENSGACP00000026101	ENSMODP00000009963
ENSGACP00000013960	ENSMODP00000037536
ENSGACP00000023014	ENSMODP00000024331
ENSGACP00000016869	ENSMODP00000026036
ENSGACP00000022981	ENSMODP00000024846
ENSGACP00000022971	ENSMODP00000024042
ENSGACP00000022970	ENSMODP00000024042
ENSGACP00000006121	ENSMODP00000009438
ENSGACP00000000624	ENSMODP00000041214
ENSGACP00000020830	ENSMODP00000023124
ENSGACP00000011807	ENSMODP00000033972
ENSGACP00000005292	ENSMODP00000033972
ENSGACP00000005918	ENSMODP00000021035
ENSGACP00000000478	ENSMODP00000014297
ENSGACP00000011531	ENSMODP00000023921
ENSGACP00000025642	ENSMODP00000036151
ENSGACP00000003897	ENSMODP00000040037
ENSGACP00000002796	ENSMODP00000018259
ENSGACP00000003197	ENSMODP00000012656
ENSGACP00000013080	ENSMODP00000023054
ENSGACP00000018920	ENSMODP00000006873
ENSGACP00000011176	ENSMODP00000014111
ENSGACP00000002500	ENSMODP00000012508
ENSGACP00000009056	ENSMODP00000011551
ENSGACP00000007965	ENSMODP00000015997
ENSGACP00000008596	ENSMODP00000009321
ENSGACP00000011302	ENSMODP00000010453
ENSGACP00000025514	ENSMODP00000025675
ENSGACP00000023233	ENSMODP00000009800
ENSGACP00000016817	ENSMODP00000032444
ENSGACP00000017247	ENSMODP00000020150
ENSGACP00000026226	ENSMODP00000002342
ENSGACP00000016937	ENSMODP00000036413
ENSGACP00000002576	ENSMODP00000007125
ENSGACP00000026003	ENSMODP00000028507
ENSGACP00000025421	ENSMODP00000008960
ENSGACP00000001913	ENSMODP00000029674
ENSGACP00000012962	ENSMODP00000012081
ENSGACP00000015167	ENSMODP00000035073
ENSGACP00000023692	ENSMODP00000035889
ENSGACP00000009310	ENSMODP00000032363
ENSGACP00000014806	ENSMODP00000005865
ENSGACP00000023936	ENSMODP00000021639
ENSGACP00000007080	ENSMODP00000024533
ENSGACP00000011115	ENSMODP00000019502
ENSGACP00000015153	ENSMODP00000004968
ENSGACP00000006399	ENSMODP00000019163
ENSGACP00000015851	ENSMODP00000004267
ENSGACP00000009587	ENSMODP00000037001
ENSGACP00000002656	ENSMODP00000015498
ENSGACP00000025851	ENSMODP00000005282
ENSGACP00000015298	ENSMODP00000002213
ENSGACP00000020740	ENSMODP00000010112
ENSGACP00000007547	ENSMODP00000032944
ENSGACP00000005081	ENSMODP00000032944
ENSGACP00000008762	ENSMODP00000000358
ENSGACP00000003543	ENSMODP00000026734
ENSGACP00000016269	ENSMODP00000013105
ENSGACP00000009998	ENSMODP00000026054
ENSGACP00000006110	ENSMODP00000019928
ENSGACP00000016749	ENSMODP00000020105
ENSGACP00000023765	ENSMODP00000013328
ENSGACP00000012207	ENSMODP00000032969
ENSGACP00000020049	ENSMODP00000008926
ENSGACP00000018871	ENSMODP00000036180
ENSGACP00000006500	ENSMODP00000006680
ENSGACP00000008957	ENSMODP00000017749
ENSGACP00000015232	ENSMODP00000016691
ENSGACP00000018290	ENSMODP00000008030
ENSGACP00000027036	ENSMODP00000012082
ENSGACP00000011334	ENSMODP00000021731
ENSGACP00000021053	ENSMODP00000004029
ENSGACP00000013385	ENSMODP00000001587
ENSGACP00000016868	ENSMODP00000022470
ENSGACP00000007941	ENSMODP00000039688
ENSGACP00000004870	ENSMODP00000037811
ENSGACP00000017258	ENSMODP00000026466
ENSGACP00000022101	ENSMODP00000021529
ENSGACP00000001091	ENSMODP00000019544
ENSGACP00000021162	ENSMODP00000021906
ENSGACP00000027213	ENSMODP00000041209
ENSGACP00000020707	ENSMODP00000010069
ENSGACP00000021044	ENSMODP00000005199
ENSGACP00000015155	ENSMODP00000034258
ENSGACP00000017958	ENSMODP00000039212
