ENSP00000262384	ENSTNIP00000004863
ENSP00000311429	ENSTNIP00000011264
ENSP00000260447	ENSTNIP00000020597
ENSP00000367318	ENSTNIP00000022246
ENSP00000306561	ENSTNIP00000021075
ENSP00000326813	ENSTNIP00000005743
ENSP00000370839	ENSTNIP00000020814
ENSP00000368801	ENSTNIP00000020285
ENSP00000412524	ENSTNIP00000019562
ENSP00000264193	ENSTNIP00000018610
ENSP00000420939	ENSTNIP00000019771
ENSP00000313318	ENSTNIP00000012479
ENSP00000338533	ENSTNIP00000010301
ENSP00000383873	ENSTNIP00000008388
ENSP00000364404	ENSTNIP00000020052
ENSP00000289081	ENSTNIP00000002965
ENSP00000367359	ENSTNIP00000020942
ENSP00000361170	ENSTNIP00000013608
ENSP00000333539	ENSTNIP00000001269
ENSP00000215730	ENSTNIP00000018458
ENSP00000229238	ENSTNIP00000010860
ENSP00000476966	ENSTNIP00000010869
ENSP00000367104	ENSTNIP00000011465
ENSP00000228865	ENSTNIP00000005943
ENSP00000252711	ENSTNIP00000004090
ENSP00000281141	ENSTNIP00000009692
ENSP00000334642	ENSTNIP00000000772
ENSP00000354335	ENSTNIP00000020733
ENSP00000354152	ENSTNIP00000012151
ENSP00000458290	ENSTNIP00000020253
ENSP00000378399	ENSTNIP00000003116
ENSP00000362873	ENSTNIP00000011998
ENSP00000296824	ENSTNIP00000022276
ENSP00000271526	ENSTNIP00000020675
ENSP00000377492	ENSTNIP00000007642
ENSP00000360421	ENSTNIP00000017926
ENSP00000246337	ENSTNIP00000020757
ENSP00000364261	ENSTNIP00000008207
ENSP00000377577	ENSTNIP00000020529
ENSP00000265857	ENSTNIP00000007350
ENSP00000331907	ENSTNIP00000019381
ENSP00000394394	ENSTNIP00000014394
ENSP00000334767	ENSTNIP00000005282
ENSP00000312625	ENSTNIP00000002797
ENSP00000288937	ENSTNIP00000011021
ENSP00000260599	ENSTNIP00000008289
ENSP00000361232	ENSTNIP00000008782
ENSP00000373304	ENSTNIP00000003285
ENSP00000377007	ENSTNIP00000002733
ENSP00000215917	ENSTNIP00000018998
ENSP00000401018	ENSTNIP00000007504
ENSP00000360310	ENSTNIP00000015587
ENSP00000413908	ENSTNIP00000018718
ENSP00000368920	ENSTNIP00000008422
ENSP00000417764	ENSTNIP00000021550
ENSP00000379157	ENSTNIP00000005326
ENSP00000216027	ENSTNIP00000018673
ENSP00000295702	ENSTNIP00000000609
ENSP00000475924	ENSTNIP00000017301
ENSP00000367638	ENSTNIP00000003379
ENSP00000370966	ENSTNIP00000012766
ENSP00000376767	ENSTNIP00000001066
ENSP00000225728	ENSTNIP00000010494
ENSP00000381378	ENSTNIP00000016963
ENSP00000320794	ENSTNIP00000015695
ENSP00000255304	ENSTNIP00000000190
ENSP00000373657	ENSTNIP00000007433
ENSP00000296679	ENSTNIP00000016473
ENSP00000391747	ENSTNIP00000022589
ENSP00000354728	ENSTNIP00000003869
ENSP00000378857	ENSTNIP00000014989
ENSP00000309515	ENSTNIP00000021938
ENSP00000279281	ENSTNIP00000013720
ENSP00000369391	ENSTNIP00000005649
ENSP00000261368	ENSTNIP00000019856
ENSP00000427550	ENSTNIP00000016304
ENSP00000419628	ENSTNIP00000009691
ENSP00000389087	ENSTNIP00000005041
ENSP00000359507	ENSTNIP00000019613
ENSP00000355958	ENSTNIP00000013675
ENSP00000421917	ENSTNIP00000017241
ENSP00000427820	ENSTNIP00000013010
ENSP00000373176	ENSTNIP00000020982
ENSP00000460964	ENSTNIP00000005694
ENSP00000225927	ENSTNIP00000008825
ENSP00000409016	ENSTNIP00000006056
ENSP00000219066	ENSTNIP00000017080
ENSP00000413632	ENSTNIP00000013004
ENSP00000299505	ENSTNIP00000013431
ENSP00000238018	ENSTNIP00000013736
ENSP00000285697	ENSTNIP00000007662
ENSP00000462717	ENSTNIP00000007651
ENSP00000268668	ENSTNIP00000021173
ENSP00000363746	ENSTNIP00000021078
ENSP00000249299	ENSTNIP00000005430
ENSP00000323184	ENSTNIP00000013489
ENSP00000222990	ENSTNIP00000008256
ENSP00000409952	ENSTNIP00000005527
ENSP00000355587	ENSTNIP00000016424
ENSP00000361499	ENSTNIP00000016374
ENSP00000318883	ENSTNIP00000011644
ENSP00000226230	ENSTNIP00000017407
ENSP00000356630	ENSTNIP00000010325
ENSP00000379047	ENSTNIP00000004477
ENSP00000243326	ENSTNIP00000014488
ENSP00000232888	ENSTNIP00000017775
ENSP00000359606	ENSTNIP00000003808
ENSP00000325326	ENSTNIP00000018180
ENSP00000434480	ENSTNIP00000006188
ENSP00000380242	ENSTNIP00000008255
ENSP00000351137	ENSTNIP00000009780
ENSP00000258975	ENSTNIP00000022117
ENSP00000276689	ENSTNIP00000022883
ENSP00000371471	ENSTNIP00000020444
ENSP00000392395	ENSTNIP00000019864
ENSP00000234827	ENSTNIP00000017928
ENSP00000246062	ENSTNIP00000019752
ENSP00000224950	ENSTNIP00000017172
ENSP00000319979	ENSTNIP00000017096
ENSP00000253462	ENSTNIP00000012146
ENSP00000361894	ENSTNIP00000011749
ENSP00000318264	ENSTNIP00000006664
ENSP00000291560	ENSTNIP00000017492
ENSP00000356978	ENSTNIP00000014621
ENSP00000305255	ENSTNIP00000008171
ENSP00000225729	ENSTNIP00000005209
ENSP00000355077	ENSTNIP00000000713
ENSP00000419475	ENSTNIP00000009943
ENSP00000374501	ENSTNIP00000009107
ENSP00000325425	ENSTNIP00000010472
ENSP00000369318	ENSTNIP00000013582
ENSP00000333813	ENSTNIP00000009561
ENSP00000245543	ENSTNIP00000014794
ENSP00000361625	ENSTNIP00000010317
ENSP00000366237	ENSTNIP00000018232
ENSP00000364613	ENSTNIP00000003010
ENSP00000310998	ENSTNIP00000015951
ENSP00000253233	ENSTNIP00000018916
ENSP00000219548	ENSTNIP00000015783
ENSP00000418287	ENSTNIP00000006949
ENSP00000350409	ENSTNIP00000011167
ENSP00000339834	ENSTNIP00000015956
ENSP00000317542	ENSTNIP00000022417
ENSP00000297156	ENSTNIP00000019190
ENSP00000369335	ENSTNIP00000009690
ENSP00000301634	ENSTNIP00000017053
ENSP00000359904	ENSTNIP00000005955
ENSP00000384053	ENSTNIP00000004167
ENSP00000305069	ENSTNIP00000021836
ENSP00000380883	ENSTNIP00000011925
ENSP00000330393	ENSTNIP00000004174
ENSP00000237283	ENSTNIP00000001230
ENSP00000375082	ENSTNIP00000020163
ENSP00000378427	ENSTNIP00000004330
ENSP00000304854	ENSTNIP00000011791
ENSP00000359404	ENSTNIP00000016764
ENSP00000374390	ENSTNIP00000010507
ENSP00000246070	ENSTNIP00000013650
ENSP00000451812	ENSTNIP00000020568
ENSP00000365550	ENSTNIP00000002915
ENSP00000262319	ENSTNIP00000015788
ENSP00000332721	ENSTNIP00000019875
ENSP00000286732	ENSTNIP00000003207
ENSP00000411169	ENSTNIP00000008584
ENSP00000476383	ENSTNIP00000003548
ENSP00000321029	ENSTNIP00000020572
ENSP00000249079	ENSTNIP00000003510
ENSP00000290541	ENSTNIP00000008070
ENSP00000292566	ENSTNIP00000001167
ENSP00000385205	ENSTNIP00000005758
ENSP00000320251	ENSTNIP00000003401
ENSP00000242257	ENSTNIP00000008254
ENSP00000256996	ENSTNIP00000009324
ENSP00000379430	ENSTNIP00000015952
ENSP00000444156	ENSTNIP00000018370
ENSP00000258383	ENSTNIP00000006775
ENSP00000221233	ENSTNIP00000001151
ENSP00000379472	ENSTNIP00000012113
ENSP00000379472	ENSTNIP00000022287
ENSP00000355593	ENSTNIP00000002534
ENSP00000286307	ENSTNIP00000020198
ENSP00000330737	ENSTNIP00000015652
ENSP00000421169	ENSTNIP00000018813
ENSP00000304133	ENSTNIP00000017322
ENSP00000304133	ENSTNIP00000003768
ENSP00000223073	ENSTNIP00000021124
ENSP00000367029	ENSTNIP00000020968
ENSP00000419270	ENSTNIP00000012596
ENSP00000238628	ENSTNIP00000020551
ENSP00000270708	ENSTNIP00000014937
ENSP00000274031	ENSTNIP00000006782
ENSP00000260453	ENSTNIP00000012191
ENSP00000261520	ENSTNIP00000011226
ENSP00000340220	ENSTNIP00000010695
ENSP00000300213	ENSTNIP00000005324
ENSP00000238892	ENSTNIP00000006198
ENSP00000348527	ENSTNIP00000017567
ENSP00000422168	ENSTNIP00000010016
ENSP00000312458	ENSTNIP00000022354
ENSP00000359691	ENSTNIP00000005852
ENSP00000287859	ENSTNIP00000006383
ENSP00000314004	ENSTNIP00000014238
ENSP00000221480	ENSTNIP00000008832
ENSP00000204679	ENSTNIP00000015803
ENSP00000351157	ENSTNIP00000019193
ENSP00000308733	ENSTNIP00000020201
ENSP00000328854	ENSTNIP00000006549
ENSP00000345528	ENSTNIP00000019498
ENSP00000347748	ENSTNIP00000021895
ENSP00000381768	ENSTNIP00000016087
ENSP00000376505	ENSTNIP00000003512
ENSP00000333001	ENSTNIP00000009665
ENSP00000356982	ENSTNIP00000000524
ENSP00000418438	ENSTNIP00000010905
ENSP00000363043	ENSTNIP00000021031
ENSP00000355672	ENSTNIP00000011320
ENSP00000364498	ENSTNIP00000002772
ENSP00000274054	ENSTNIP00000002216
ENSP00000286317	ENSTNIP00000022831
ENSP00000461749	ENSTNIP00000013040
ENSP00000347988	ENSTNIP00000001369
ENSP00000364293	ENSTNIP00000004613
ENSP00000300658	ENSTNIP00000022120
ENSP00000309572	ENSTNIP00000001073
ENSP00000301159	ENSTNIP00000021645
ENSP00000358272	ENSTNIP00000007831
ENSP00000317376	ENSTNIP00000014868
ENSP00000364938	ENSTNIP00000000335
ENSP00000418823	ENSTNIP00000016611
ENSP00000351284	ENSTNIP00000015079
ENSP00000290536	ENSTNIP00000004519
ENSP00000257663	ENSTNIP00000021709
ENSP00000257663	ENSTNIP00000015081
ENSP00000356001	ENSTNIP00000017230
ENSP00000218224	ENSTNIP00000015470
ENSP00000256319	ENSTNIP00000020548
ENSP00000307181	ENSTNIP00000012365
ENSP00000462963	ENSTNIP00000005815
ENSP00000282185	ENSTNIP00000003101
ENSP00000378166	ENSTNIP00000000379
ENSP00000356489	ENSTNIP00000015225
ENSP00000457408	ENSTNIP00000007172
ENSP00000356828	ENSTNIP00000009087
ENSP00000301019	ENSTNIP00000006540
ENSP00000389903	ENSTNIP00000015483
ENSP00000368931	ENSTNIP00000005776
ENSP00000281623	ENSTNIP00000006746
ENSP00000370812	ENSTNIP00000010339
ENSP00000288466	ENSTNIP00000021922
ENSP00000334564	ENSTNIP00000022721
ENSP00000359170	ENSTNIP00000015057
ENSP00000350467	ENSTNIP00000009526
ENSP00000360270	ENSTNIP00000008955
ENSP00000384474	ENSTNIP00000021961
ENSP00000277540	ENSTNIP00000005260
ENSP00000350353	ENSTNIP00000011188
ENSP00000361186	ENSTNIP00000006404
ENSP00000416290	ENSTNIP00000004011
ENSP00000215565	ENSTNIP00000017100
ENSP00000367454	ENSTNIP00000003567
ENSP00000333948	ENSTNIP00000022017
ENSP00000416515	ENSTNIP00000022643
ENSP00000307288	ENSTNIP00000018801
ENSP00000425040	ENSTNIP00000005779
ENSP00000289388	ENSTNIP00000000580
ENSP00000240316	ENSTNIP00000016996
ENSP00000342576	ENSTNIP00000020908
ENSP00000319914	ENSTNIP00000003466
ENSP00000477141	ENSTNIP00000001610
ENSP00000396225	ENSTNIP00000017220
ENSP00000347206	ENSTNIP00000011360
ENSP00000363384	ENSTNIP00000020426
ENSP00000226796	ENSTNIP00000016002
ENSP00000263795	ENSTNIP00000003417
ENSP00000333097	ENSTNIP00000019886
ENSP00000364683	ENSTNIP00000011562
ENSP00000356590	ENSTNIP00000013071
ENSP00000220478	ENSTNIP00000012391
ENSP00000438863	ENSTNIP00000013443
ENSP00000314776	ENSTNIP00000012785
ENSP00000307004	ENSTNIP00000000843
ENSP00000358956	ENSTNIP00000000951
ENSP00000299424	ENSTNIP00000014951
ENSP00000332613	ENSTNIP00000010604
ENSP00000288774	ENSTNIP00000006063
ENSP00000370557	ENSTNIP00000006582
ENSP00000313877	ENSTNIP00000017605
ENSP00000357882	ENSTNIP00000009348
ENSP00000314606	ENSTNIP00000017066
ENSP00000412237	ENSTNIP00000010093
ENSP00000381047	ENSTNIP00000010731
ENSP00000387426	ENSTNIP00000020100
ENSP00000304941	ENSTNIP00000018944
ENSP00000225519	ENSTNIP00000011374
ENSP00000282276	ENSTNIP00000018823
ENSP00000369099	ENSTNIP00000014477
ENSP00000339353	ENSTNIP00000017034
ENSP00000251289	ENSTNIP00000007387
ENSP00000348593	ENSTNIP00000017090
ENSP00000382091	ENSTNIP00000011105
ENSP00000372335	ENSTNIP00000022242
ENSP00000350098	ENSTNIP00000014412
ENSP00000386385	ENSTNIP00000021421
ENSP00000344503	ENSTNIP00000018219
ENSP00000454945	ENSTNIP00000015786
ENSP00000321106	ENSTNIP00000021330
ENSP00000281017	ENSTNIP00000001744
ENSP00000252137	ENSTNIP00000011952
ENSP00000315693	ENSTNIP00000012628
ENSP00000297581	ENSTNIP00000011041
ENSP00000358316	ENSTNIP00000022080
ENSP00000399863	ENSTNIP00000002821
ENSP00000307640	ENSTNIP00000022241
ENSP00000386302	ENSTNIP00000022799
ENSP00000364782	ENSTNIP00000006754
ENSP00000381213	ENSTNIP00000014421
ENSP00000318158	ENSTNIP00000016563
ENSP00000362146	ENSTNIP00000003825
ENSP00000281950	ENSTNIP00000003769
ENSP00000215912	ENSTNIP00000018946
ENSP00000394051	ENSTNIP00000008464
ENSP00000380793	ENSTNIP00000018350
ENSP00000324292	ENSTNIP00000014552
ENSP00000421922	ENSTNIP00000015009
ENSP00000219281	ENSTNIP00000003852
ENSP00000232744	ENSTNIP00000021054
ENSP00000386134	ENSTNIP00000022160
ENSP00000277458	ENSTNIP00000016402
ENSP00000256722	ENSTNIP00000020443
ENSP00000276571	ENSTNIP00000000470
ENSP00000305664	ENSTNIP00000011196
ENSP00000231749	ENSTNIP00000017804
ENSP00000298717	ENSTNIP00000015984
ENSP00000312599	ENSTNIP00000021308
ENSP00000436152	ENSTNIP00000019127
ENSP00000356470	ENSTNIP00000021284
ENSP00000418803	ENSTNIP00000004040
ENSP00000372445	ENSTNIP00000008667
ENSP00000420514	ENSTNIP00000021819
ENSP00000261234	ENSTNIP00000011208
ENSP00000224600	ENSTNIP00000007356
ENSP00000256441	ENSTNIP00000019813
ENSP00000366032	ENSTNIP00000010968
ENSP00000007390	ENSTNIP00000015804
ENSP00000473172	ENSTNIP00000011409
ENSP00000379839	ENSTNIP00000021235
ENSP00000355944	ENSTNIP00000005074
ENSP00000285947	ENSTNIP00000010642
ENSP00000385597	ENSTNIP00000011088
ENSP00000260372	ENSTNIP00000002412
ENSP00000346453	ENSTNIP00000001587
ENSP00000355900	ENSTNIP00000006422
ENSP00000294973	ENSTNIP00000020239
ENSP00000360899	ENSTNIP00000018553
ENSP00000371061	ENSTNIP00000006747
ENSP00000248150	ENSTNIP00000007294
ENSP00000360850	ENSTNIP00000016439
ENSP00000387982	ENSTNIP00000015954
ENSP00000416154	ENSTNIP00000008372
ENSP00000254605	ENSTNIP00000019338
ENSP00000364526	ENSTNIP00000009101
ENSP00000364526	ENSTNIP00000011558
ENSP00000419087	ENSTNIP00000014335
ENSP00000361486	ENSTNIP00000007902
ENSP00000072869	ENSTNIP00000008527
ENSP00000362340	ENSTNIP00000007239
ENSP00000356702	ENSTNIP00000008950
ENSP00000307821	ENSTNIP00000014825
ENSP00000381566	ENSTNIP00000021877
ENSP00000463159	ENSTNIP00000010553
ENSP00000385814	ENSTNIP00000014098
ENSP00000379367	ENSTNIP00000015819
ENSP00000376910	ENSTNIP00000016724
ENSP00000352021	ENSTNIP00000013766
ENSP00000258443	ENSTNIP00000022676
ENSP00000385757	ENSTNIP00000006032
ENSP00000233616	ENSTNIP00000021211
ENSP00000278980	ENSTNIP00000009614
ENSP00000383851	ENSTNIP00000012101
ENSP00000383851	ENSTNIP00000020618
ENSP00000274137	ENSTNIP00000012129
ENSP00000248114	ENSTNIP00000005210
ENSP00000225504	ENSTNIP00000011393
ENSP00000262302	ENSTNIP00000015775
ENSP00000397172	ENSTNIP00000020633
ENSP00000367301	ENSTNIP00000014522
ENSP00000263897	ENSTNIP00000018588
ENSP00000417581	ENSTNIP00000006302
ENSP00000406934	ENSTNIP00000011615
ENSP00000206020	ENSTNIP00000012941
ENSP00000253108	ENSTNIP00000002874
ENSP00000377372	ENSTNIP00000009213
ENSP00000360998	ENSTNIP00000005333
ENSP00000361518	ENSTNIP00000016370
ENSP00000040663	ENSTNIP00000017072
ENSP00000355721	ENSTNIP00000011322
ENSP00000361219	ENSTNIP00000008102
ENSP00000258662	ENSTNIP00000013258
ENSP00000304903	ENSTNIP00000017971
ENSP00000365601	ENSTNIP00000008749
ENSP00000385285	ENSTNIP00000015754
ENSP00000324203	ENSTNIP00000006815
ENSP00000440832	ENSTNIP00000010305
ENSP00000371345	ENSTNIP00000005058
ENSP00000255759	ENSTNIP00000015028
ENSP00000270517	ENSTNIP00000007221
ENSP00000379754	ENSTNIP00000003717
ENSP00000401508	ENSTNIP00000004521
ENSP00000355627	ENSTNIP00000020169
ENSP00000267425	ENSTNIP00000008214
ENSP00000451974	ENSTNIP00000000469
ENSP00000361084	ENSTNIP00000019732
ENSP00000468969	ENSTNIP00000009071
ENSP00000353564	ENSTNIP00000022356
ENSP00000238044	ENSTNIP00000016887
ENSP00000321345	ENSTNIP00000004168
ENSP00000369636	ENSTNIP00000016666
ENSP00000229769	ENSTNIP00000018168
ENSP00000356791	ENSTNIP00000016778
ENSP00000414066	ENSTNIP00000021331
ENSP00000309175	ENSTNIP00000004022
ENSP00000335605	ENSTNIP00000002875
ENSP00000365401	ENSTNIP00000005859
ENSP00000369176	ENSTNIP00000021206
ENSP00000432119	ENSTNIP00000014155
ENSP00000367564	ENSTNIP00000010548
ENSP00000255389	ENSTNIP00000010213
ENSP00000380251	ENSTNIP00000007316
ENSP00000247933	ENSTNIP00000022059
ENSP00000245816	ENSTNIP00000017015
ENSP00000332646	ENSTNIP00000018647
ENSP00000432305	ENSTNIP00000010601
ENSP00000471454	ENSTNIP00000014765
ENSP00000365426	ENSTNIP00000001997
ENSP00000361092	ENSTNIP00000010312
ENSP00000292616	ENSTNIP00000013182
ENSP00000362869	ENSTNIP00000011999
ENSP00000377470	ENSTNIP00000014288
ENSP00000338990	ENSTNIP00000011419
ENSP00000322832	ENSTNIP00000013106
ENSP00000359221	ENSTNIP00000009166
ENSP00000377668	ENSTNIP00000021411
ENSP00000403852	ENSTNIP00000013756
ENSP00000219400	ENSTNIP00000002337
ENSP00000354553	ENSTNIP00000007275
ENSP00000372720	ENSTNIP00000003836
ENSP00000242729	ENSTNIP00000015115
ENSP00000368688	ENSTNIP00000010283
ENSP00000415556	ENSTNIP00000008049
ENSP00000270115	ENSTNIP00000014329
ENSP00000356988	ENSTNIP00000003599
ENSP00000308351	ENSTNIP00000013326
ENSP00000310375	ENSTNIP00000011194
ENSP00000339637	ENSTNIP00000007299
ENSP00000452773	ENSTNIP00000020465
ENSP00000013807	ENSTNIP00000019553
ENSP00000250156	ENSTNIP00000012984
ENSP00000156109	ENSTNIP00000015471
ENSP00000328088	ENSTNIP00000015627
ENSP00000328088	ENSTNIP00000015626
ENSP00000357901	ENSTNIP00000008916
ENSP00000317331	ENSTNIP00000018145
ENSP00000366006	ENSTNIP00000013824
ENSP00000378736	ENSTNIP00000019228
ENSP00000379226	ENSTNIP00000019940
ENSP00000329858	ENSTNIP00000019979
ENSP00000315635	ENSTNIP00000009210
ENSP00000362392	ENSTNIP00000018713
ENSP00000288607	ENSTNIP00000000078
ENSP00000371805	ENSTNIP00000011100
ENSP00000330361	ENSTNIP00000002399
ENSP00000308944	ENSTNIP00000022637
ENSP00000220659	ENSTNIP00000011954
ENSP00000323076	ENSTNIP00000017697
ENSP00000318222	ENSTNIP00000020523
ENSP00000360492	ENSTNIP00000018840
ENSP00000341268	ENSTNIP00000003946
ENSP00000233331	ENSTNIP00000005831
ENSP00000287078	ENSTNIP00000011483
ENSP00000357051	ENSTNIP00000001805
ENSP00000331849	ENSTNIP00000018538
ENSP00000329360	ENSTNIP00000012677
ENSP00000415430	ENSTNIP00000006969
ENSP00000328079	ENSTNIP00000010543
ENSP00000219431	ENSTNIP00000021753
ENSP00000431808	ENSTNIP00000000944
ENSP00000380495	ENSTNIP00000001900
ENSP00000323275	ENSTNIP00000009981
ENSP00000398882	ENSTNIP00000005951
ENSP00000345974	ENSTNIP00000020250
ENSP00000290953	ENSTNIP00000013124
ENSP00000309792	ENSTNIP00000020413
ENSP00000226105	ENSTNIP00000002994
ENSP00000312624	ENSTNIP00000000084
ENSP00000457352	ENSTNIP00000011248
ENSP00000294258	ENSTNIP00000019262
ENSP00000364749	ENSTNIP00000017791
ENSP00000317579	ENSTNIP00000017970
ENSP00000366729	ENSTNIP00000015513
ENSP00000344572	ENSTNIP00000019936
ENSP00000324741	ENSTNIP00000007976
ENSP00000301727	ENSTNIP00000021167
ENSP00000424191	ENSTNIP00000009185
ENSP00000222284	ENSTNIP00000022283
ENSP00000377170	ENSTNIP00000014438
ENSP00000273968	ENSTNIP00000008956
ENSP00000368119	ENSTNIP00000007366
ENSP00000221486	ENSTNIP00000007181
ENSP00000378050	ENSTNIP00000005968
ENSP00000357452	ENSTNIP00000008839
ENSP00000302552	ENSTNIP00000011811
ENSP00000412922	ENSTNIP00000016187
ENSP00000264434	ENSTNIP00000016464
ENSP00000468778	ENSTNIP00000011403
ENSP00000369962	ENSTNIP00000007636
ENSP00000369962	ENSTNIP00000003342
ENSP00000316598	ENSTNIP00000013574
ENSP00000216223	ENSTNIP00000004157
ENSP00000288757	ENSTNIP00000014414
ENSP00000221455	ENSTNIP00000010551
ENSP00000321706	ENSTNIP00000017296
ENSP00000302783	ENSTNIP00000003810
ENSP00000280325	ENSTNIP00000017387
ENSP00000306157	ENSTNIP00000004156
ENSP00000343636	ENSTNIP00000001527
ENSP00000434847	ENSTNIP00000008476
ENSP00000457016	ENSTNIP00000010834
ENSP00000292778	ENSTNIP00000013512
ENSP00000314343	ENSTNIP00000006061
ENSP00000352734	ENSTNIP00000013873
ENSP00000300714	ENSTNIP00000002991
ENSP00000367910	ENSTNIP00000000540
ENSP00000320303	ENSTNIP00000002288
ENSP00000255631	ENSTNIP00000014577
ENSP00000303208	ENSTNIP00000020770
ENSP00000313422	ENSTNIP00000018918
ENSP00000368869	ENSTNIP00000019802
ENSP00000473755	ENSTNIP00000017323
ENSP00000377971	ENSTNIP00000000199
ENSP00000442563	ENSTNIP00000002685
ENSP00000437532	ENSTNIP00000015808
ENSP00000252505	ENSTNIP00000005053
ENSP00000351644	ENSTNIP00000013078
ENSP00000346173	ENSTNIP00000015061
ENSP00000372482	ENSTNIP00000021759
ENSP00000468025	ENSTNIP00000017455
ENSP00000455026	ENSTNIP00000005214
ENSP00000429275	ENSTNIP00000021256
ENSP00000429275	ENSTNIP00000009755
ENSP00000374234	ENSTNIP00000002236
ENSP00000254803	ENSTNIP00000017821
ENSP00000361548	ENSTNIP00000004166
ENSP00000287437	ENSTNIP00000022301
ENSP00000337850	ENSTNIP00000014585
ENSP00000296597	ENSTNIP00000020744
ENSP00000337513	ENSTNIP00000010419
ENSP00000368152	ENSTNIP00000004990
ENSP00000333697	ENSTNIP00000015994
ENSP00000377118	ENSTNIP00000009355
ENSP00000330721	ENSTNIP00000021963
ENSP00000363984	ENSTNIP00000007729
ENSP00000414786	ENSTNIP00000020945
ENSP00000417480	ENSTNIP00000006157
ENSP00000270502	ENSTNIP00000000248
ENSP00000386563	ENSTNIP00000000067
ENSP00000328133	ENSTNIP00000005356
ENSP00000366970	ENSTNIP00000021555
ENSP00000366970	ENSTNIP00000012025
ENSP00000351100	ENSTNIP00000004248
ENSP00000471455	ENSTNIP00000012966
ENSP00000245812	ENSTNIP00000015597
ENSP00000303452	ENSTNIP00000021083
ENSP00000367462	ENSTNIP00000005190
ENSP00000418401	ENSTNIP00000010542
ENSP00000264771	ENSTNIP00000018431
ENSP00000358953	ENSTNIP00000011490
ENSP00000357069	ENSTNIP00000011598
ENSP00000355623	ENSTNIP00000022351
ENSP00000254079	ENSTNIP00000014670
ENSP00000326846	ENSTNIP00000020609
ENSP00000253237	ENSTNIP00000010916
ENSP00000267485	ENSTNIP00000004981
ENSP00000293404	ENSTNIP00000014102
ENSP00000380531	ENSTNIP00000014529
ENSP00000367265	ENSTNIP00000014369
ENSP00000295083	ENSTNIP00000011765
ENSP00000310182	ENSTNIP00000011118
ENSP00000381235	ENSTNIP00000015986
ENSP00000238379	ENSTNIP00000001908
ENSP00000475473	ENSTNIP00000006264
ENSP00000406327	ENSTNIP00000012752
ENSP00000378605	ENSTNIP00000020452
ENSP00000386878	ENSTNIP00000004041
ENSP00000268711	ENSTNIP00000002855
ENSP00000247665	ENSTNIP00000007705
ENSP00000222224	ENSTNIP00000010910
ENSP00000246041	ENSTNIP00000013465
ENSP00000343298	ENSTNIP00000002179
ENSP00000360327	ENSTNIP00000021279
ENSP00000419417	ENSTNIP00000021249
ENSP00000229281	ENSTNIP00000013670
ENSP00000280200	ENSTNIP00000011000
ENSP00000259229	ENSTNIP00000018090
ENSP00000443476	ENSTNIP00000021521
ENSP00000270066	ENSTNIP00000008298
ENSP00000406026	ENSTNIP00000003885
ENSP00000325978	ENSTNIP00000007214
ENSP00000339830	ENSTNIP00000003887
ENSP00000405674	ENSTNIP00000010819
ENSP00000367439	ENSTNIP00000001928
ENSP00000281453	ENSTNIP00000002147
ENSP00000369682	ENSTNIP00000001302
ENSP00000356560	ENSTNIP00000018327
ENSP00000312318	ENSTNIP00000021400
ENSP00000222008	ENSTNIP00000010828
ENSP00000306407	ENSTNIP00000012152
ENSP00000331313	ENSTNIP00000019879
ENSP00000360803	ENSTNIP00000010321
ENSP00000257940	ENSTNIP00000017583
ENSP00000436607	ENSTNIP00000012235
ENSP00000261623	ENSTNIP00000012156
ENSP00000299440	ENSTNIP00000015132
