ENSMGAP00000004951	ENSACAP00000005936
ENSMGAP00000014468	ENSACAP00000016142
ENSMGAP00000002804	ENSACAP00000013898
ENSMGAP00000011777	ENSACAP00000016171
ENSMGAP00000003848	ENSACAP00000013926
ENSMGAP00000013790	ENSACAP00000023482
ENSMGAP00000010433	ENSACAP00000014456
ENSMGAP00000007782	ENSACAP00000003359
ENSMGAP00000009887	ENSACAP00000004343
ENSMGAP00000013058	ENSACAP00000000395
ENSMGAP00000007267	ENSACAP00000021254
ENSMGAP00000005341	ENSACAP00000008125
ENSMGAP00000011876	ENSACAP00000000664
ENSMGAP00000011185	ENSACAP00000001665
ENSMGAP00000005185	ENSACAP00000008273
ENSMGAP00000011645	ENSACAP00000011061
ENSMGAP00000016944	ENSACAP00000004325
ENSMGAP00000014516	ENSACAP00000001667
ENSMGAP00000006658	ENSACAP00000006679
ENSMGAP00000004543	ENSACAP00000006178
ENSMGAP00000017267	ENSACAP00000003930
ENSMGAP00000009386	ENSACAP00000007713
ENSMGAP00000010195	ENSACAP00000009687
ENSMGAP00000002580	ENSACAP00000003191
ENSMGAP00000008551	ENSACAP00000009823
ENSMGAP00000016606	ENSACAP00000013589
ENSMGAP00000019423	ENSACAP00000000780
ENSMGAP00000012240	ENSACAP00000009575
ENSMGAP00000015188	ENSACAP00000010659
ENSMGAP00000019261	ENSACAP00000014854
ENSMGAP00000011583	ENSACAP00000014361
ENSMGAP00000002771	ENSACAP00000005852
ENSMGAP00000016323	ENSACAP00000010025
ENSMGAP00000001393	ENSACAP00000007688
ENSMGAP00000010477	ENSACAP00000016357
ENSMGAP00000018599	ENSACAP00000012952
ENSMGAP00000008167	ENSACAP00000002184
ENSMGAP00000003191	ENSACAP00000018223
ENSMGAP00000010769	ENSACAP00000014869
ENSMGAP00000013650	ENSACAP00000023146
ENSMGAP00000013203	ENSACAP00000001272
ENSMGAP00000000220	ENSACAP00000002179
ENSMGAP00000014908	ENSACAP00000006514
ENSMGAP00000014963	ENSACAP00000007050
ENSMGAP00000012947	ENSACAP00000010295
ENSMGAP00000014023	ENSACAP00000004234
ENSMGAP00000001653	ENSACAP00000000676
ENSMGAP00000011884	ENSACAP00000013920
ENSMGAP00000004430	ENSACAP00000008891
ENSMGAP00000011784	ENSACAP00000010117
ENSMGAP00000016731	ENSACAP00000006566
ENSMGAP00000003472	ENSACAP00000003512
ENSMGAP00000009933	ENSACAP00000002417
ENSMGAP00000007416	ENSACAP00000015707
ENSMGAP00000010075	ENSACAP00000008563
ENSMGAP00000014306	ENSACAP00000015753
ENSMGAP00000012665	ENSACAP00000006603
ENSMGAP00000017787	ENSACAP00000012200
ENSMGAP00000018247	ENSACAP00000012433
ENSMGAP00000009462	ENSACAP00000012837
ENSMGAP00000007053	ENSACAP00000009358
ENSMGAP00000014981	ENSACAP00000009156
ENSMGAP00000016769	ENSACAP00000000527
ENSMGAP00000002172	ENSACAP00000021985
ENSMGAP00000011847	ENSACAP00000013821
ENSMGAP00000012288	ENSACAP00000000873
ENSMGAP00000009249	ENSACAP00000005086
ENSMGAP00000010721	ENSACAP00000015037
ENSMGAP00000013302	ENSACAP00000016012
ENSMGAP00000001728	ENSACAP00000000997
ENSMGAP00000017925	ENSACAP00000019740
ENSMGAP00000003554	ENSACAP00000015819
ENSMGAP00000015370	ENSACAP00000002891
ENSMGAP00000005034	ENSACAP00000009782
ENSMGAP00000015804	ENSACAP00000002414
ENSMGAP00000003929	ENSACAP00000013656
ENSMGAP00000004001	ENSACAP00000012682
ENSMGAP00000007605	ENSACAP00000017477
ENSMGAP00000013667	ENSACAP00000004787
ENSMGAP00000001303	ENSACAP00000010142
ENSMGAP00000016450	ENSACAP00000011671
ENSMGAP00000006773	ENSACAP00000008681
ENSMGAP00000010359	ENSACAP00000001637
ENSMGAP00000010221	ENSACAP00000004875
ENSMGAP00000003423	ENSACAP00000005832
ENSMGAP00000007877	ENSACAP00000000296
ENSMGAP00000011970	ENSACAP00000002697
ENSMGAP00000002952	ENSACAP00000015171
ENSMGAP00000008203	ENSACAP00000012464
ENSMGAP00000012028	ENSACAP00000006662
ENSMGAP00000008006	ENSACAP00000017096
ENSMGAP00000001501	ENSACAP00000018764
ENSMGAP00000008174	ENSACAP00000008295
ENSMGAP00000004431	ENSACAP00000015155
ENSMGAP00000015572	ENSACAP00000010423
ENSMGAP00000015067	ENSACAP00000021106
ENSMGAP00000010277	ENSACAP00000009861
ENSMGAP00000016000	ENSACAP00000004960
ENSMGAP00000004596	ENSACAP00000007575
ENSMGAP00000008773	ENSACAP00000012125
ENSMGAP00000004507	ENSACAP00000020470
ENSMGAP00000009724	ENSACAP00000003120
ENSMGAP00000018060	ENSACAP00000010790
ENSMGAP00000007911	ENSACAP00000001664
ENSMGAP00000003776	ENSACAP00000006444
ENSMGAP00000009252	ENSACAP00000018331
ENSMGAP00000008888	ENSACAP00000013036
ENSMGAP00000013609	ENSACAP00000005615
ENSMGAP00000002981	ENSACAP00000000442
ENSMGAP00000003409	ENSACAP00000002013
ENSMGAP00000004488	ENSACAP00000008935
ENSMGAP00000005046	ENSACAP00000012907
ENSMGAP00000010412	ENSACAP00000010065
ENSMGAP00000009800	ENSACAP00000003720
ENSMGAP00000002977	ENSACAP00000017538
ENSMGAP00000010119	ENSACAP00000006505
ENSMGAP00000000630	ENSACAP00000000319
ENSMGAP00000006328	ENSACAP00000008127
ENSMGAP00000007059	ENSACAP00000015491
ENSMGAP00000012750	ENSACAP00000011252
ENSMGAP00000009435	ENSACAP00000004756
ENSMGAP00000011897	ENSACAP00000015937
ENSMGAP00000015170	ENSACAP00000009996
ENSMGAP00000011163	ENSACAP00000006943
ENSMGAP00000004496	ENSACAP00000017412
ENSMGAP00000003467	ENSACAP00000017689
ENSMGAP00000005805	ENSACAP00000017167
ENSMGAP00000000843	ENSACAP00000012698
ENSMGAP00000008762	ENSACAP00000012165
ENSMGAP00000004564	ENSACAP00000013859
ENSMGAP00000006016	ENSACAP00000000991
ENSMGAP00000018671	ENSACAP00000012566
ENSMGAP00000004895	ENSACAP00000009574
ENSMGAP00000008445	ENSACAP00000005376
ENSMGAP00000012691	ENSACAP00000001426
ENSMGAP00000005551	ENSACAP00000002516
ENSMGAP00000010347	ENSACAP00000016183
ENSMGAP00000009333	ENSACAP00000005039
ENSMGAP00000002323	ENSACAP00000008851
ENSMGAP00000001149	ENSACAP00000007722
ENSMGAP00000012547	ENSACAP00000022557
ENSMGAP00000011496	ENSACAP00000009547
ENSMGAP00000014486	ENSACAP00000020634
ENSMGAP00000013348	ENSACAP00000015992
ENSMGAP00000014240	ENSACAP00000012268
ENSMGAP00000016933	ENSACAP00000008676
ENSMGAP00000013663	ENSACAP00000004786
ENSMGAP00000008863	ENSACAP00000013505
ENSMGAP00000008042	ENSACAP00000010123
ENSMGAP00000013427	ENSACAP00000020609
ENSMGAP00000003560	ENSACAP00000010037
ENSMGAP00000001156	ENSACAP00000011284
ENSMGAP00000009134	ENSACAP00000012972
ENSMGAP00000016200	ENSACAP00000013934
ENSMGAP00000002311	ENSACAP00000008874
ENSMGAP00000000578	ENSACAP00000000937
ENSMGAP00000005990	ENSACAP00000015912
ENSMGAP00000008163	ENSACAP00000001571
ENSMGAP00000011004	ENSACAP00000005033
ENSMGAP00000013359	ENSACAP00000009815
ENSMGAP00000014792	ENSACAP00000006910
ENSMGAP00000001271	ENSACAP00000007588
ENSMGAP00000013159	ENSACAP00000001893
ENSMGAP00000011861	ENSACAP00000013887
ENSMGAP00000006270	ENSACAP00000001803
ENSMGAP00000010959	ENSACAP00000004854
ENSMGAP00000007626	ENSACAP00000005413
ENSMGAP00000007215	ENSACAP00000005487
ENSMGAP00000009070	ENSACAP00000000740
ENSMGAP00000015454	ENSACAP00000017574
ENSMGAP00000002702	ENSACAP00000017446
ENSMGAP00000004505	ENSACAP00000009565
ENSMGAP00000006858	ENSACAP00000003497
ENSMGAP00000011445	ENSACAP00000007395
ENSMGAP00000013811	ENSACAP00000009983
ENSMGAP00000018525	ENSACAP00000021704
ENSMGAP00000017619	ENSACAP00000012721
ENSMGAP00000007736	ENSACAP00000013256
ENSMGAP00000007977	ENSACAP00000002540
ENSMGAP00000007980	ENSACAP00000008919
ENSMGAP00000009655	ENSACAP00000006052
ENSMGAP00000004732	ENSACAP00000016953
ENSMGAP00000004291	ENSACAP00000011707
ENSMGAP00000005559	ENSACAP00000015239
ENSMGAP00000003231	ENSACAP00000015412
ENSMGAP00000010209	ENSACAP00000006586
ENSMGAP00000003040	ENSACAP00000015283
ENSMGAP00000006029	ENSACAP00000015696
ENSMGAP00000010067	ENSACAP00000009902
ENSMGAP00000006012	ENSACAP00000002699
ENSMGAP00000014131	ENSACAP00000000037
ENSMGAP00000009945	ENSACAP00000013927
ENSMGAP00000015266	ENSACAP00000009500
ENSMGAP00000009877	ENSACAP00000006564
ENSMGAP00000008478	ENSACAP00000001509
ENSMGAP00000002946	ENSACAP00000002866
ENSMGAP00000005708	ENSACAP00000016462
ENSMGAP00000015179	ENSACAP00000010370
ENSMGAP00000012766	ENSACAP00000011117
ENSMGAP00000013290	ENSACAP00000015919
ENSMGAP00000016234	ENSACAP00000014165
ENSMGAP00000010157	ENSACAP00000000707
ENSMGAP00000008610	ENSACAP00000009681
ENSMGAP00000017691	ENSACAP00000020388
ENSMGAP00000012466	ENSACAP00000008981
ENSMGAP00000015848	ENSACAP00000000533
ENSMGAP00000002991	ENSACAP00000008213
ENSMGAP00000000077	ENSACAP00000003161
ENSMGAP00000016397	ENSACAP00000001321
ENSMGAP00000002184	ENSACAP00000022188
ENSMGAP00000008488	ENSACAP00000004536
ENSMGAP00000011266	ENSACAP00000006821
ENSMGAP00000006402	ENSACAP00000002147
ENSMGAP00000007725	ENSACAP00000000626
ENSMGAP00000014408	ENSACAP00000014107
ENSMGAP00000013317	ENSACAP00000023407
ENSMGAP00000006284	ENSACAP00000001763
ENSMGAP00000014307	ENSACAP00000015852
ENSMGAP00000010403	ENSACAP00000014431
ENSMGAP00000007987	ENSACAP00000006537
ENSMGAP00000008261	ENSACAP00000011162
ENSMGAP00000011674	ENSACAP00000008190
ENSMGAP00000011669	ENSACAP00000003578
ENSMGAP00000013165	ENSACAP00000015048
ENSMGAP00000000658	ENSACAP00000011349
ENSMGAP00000013180	ENSACAP00000014989
ENSMGAP00000015168	ENSACAP00000020492
ENSMGAP00000014190	ENSACAP00000011015
ENSMGAP00000011200	ENSACAP00000003042
ENSMGAP00000012716	ENSACAP00000003980
ENSMGAP00000016467	ENSACAP00000008754
ENSMGAP00000004686	ENSACAP00000000840
ENSMGAP00000012293	ENSACAP00000004262
ENSMGAP00000012567	ENSACAP00000002671
ENSMGAP00000004825	ENSACAP00000003210
ENSMGAP00000011895	ENSACAP00000012506
ENSMGAP00000012785	ENSACAP00000011895
ENSMGAP00000016932	ENSACAP00000004490
ENSMGAP00000003006	ENSACAP00000014584
ENSMGAP00000003234	ENSACAP00000017839
ENSMGAP00000012247	ENSACAP00000014131
ENSMGAP00000009369	ENSACAP00000004044
ENSMGAP00000014607	ENSACAP00000015398
ENSMGAP00000006358	ENSACAP00000015106
ENSMGAP00000008622	ENSACAP00000012216
ENSMGAP00000019511	ENSACAP00000016778
ENSMGAP00000008676	ENSACAP00000008090
ENSMGAP00000001216	ENSACAP00000015043
ENSMGAP00000002542	ENSACAP00000002145
ENSMGAP00000005695	ENSACAP00000013899
ENSMGAP00000004331	ENSACAP00000019037
ENSMGAP00000009432	ENSACAP00000021721
ENSMGAP00000008921	ENSACAP00000006880
ENSMGAP00000008517	ENSACAP00000011607
ENSMGAP00000004930	ENSACAP00000001661
ENSMGAP00000010744	ENSACAP00000004111
ENSMGAP00000004274	ENSACAP00000005249
ENSMGAP00000003117	ENSACAP00000015164
ENSMGAP00000013721	ENSACAP00000005072
ENSMGAP00000013048	ENSACAP00000007513
ENSMGAP00000012765	ENSACAP00000002191
ENSMGAP00000014676	ENSACAP00000009029
ENSMGAP00000000554	ENSACAP00000001337
ENSMGAP00000001646	ENSACAP00000002033
ENSMGAP00000019711	ENSACAP00000008712
ENSMGAP00000006977	ENSACAP00000003314
ENSMGAP00000016213	ENSACAP00000014079
ENSMGAP00000001435	ENSACAP00000007317
ENSMGAP00000009095	ENSACAP00000015045
ENSMGAP00000014946	ENSACAP00000011041
ENSMGAP00000007197	ENSACAP00000007557
ENSMGAP00000006159	ENSACAP00000011926
ENSMGAP00000014589	ENSACAP00000015544
ENSMGAP00000010454	ENSACAP00000012620
ENSMGAP00000016670	ENSACAP00000010412
ENSMGAP00000011522	ENSACAP00000019093
ENSMGAP00000000204	ENSACAP00000009499
ENSMGAP00000002632	ENSACAP00000004183
ENSMGAP00000014489	ENSACAP00000012051
ENSMGAP00000000425	ENSACAP00000001735
ENSMGAP00000002124	ENSACAP00000006713
ENSMGAP00000002164	ENSACAP00000016407
ENSMGAP00000017243	ENSACAP00000015577
ENSMGAP00000005654	ENSACAP00000007106
ENSMGAP00000013323	ENSACAP00000016094
ENSMGAP00000004332	ENSACAP00000009013
ENSMGAP00000003562	ENSACAP00000013591
ENSMGAP00000001669	ENSACAP00000004965
ENSMGAP00000001104	ENSACAP00000000847
ENSMGAP00000016393	ENSACAP00000003748
ENSMGAP00000008620	ENSACAP00000000734
ENSMGAP00000003958	ENSACAP00000021821
ENSMGAP00000007237	ENSACAP00000001407
ENSMGAP00000014373	ENSACAP00000002004
ENSMGAP00000008999	ENSACAP00000005222
ENSMGAP00000007765	ENSACAP00000013480
ENSMGAP00000017839	ENSACAP00000016205
ENSMGAP00000014179	ENSACAP00000000025
ENSMGAP00000010888	ENSACAP00000009147
ENSMGAP00000015443	ENSACAP00000002663
ENSMGAP00000016614	ENSACAP00000006101
ENSMGAP00000013143	ENSACAP00000004112
ENSMGAP00000010129	ENSACAP00000013283
ENSMGAP00000014168	ENSACAP00000022834
ENSMGAP00000003979	ENSACAP00000008044
ENSMGAP00000012865	ENSACAP00000017333
ENSMGAP00000003162	ENSACAP00000019439
ENSMGAP00000000365	ENSACAP00000012749
ENSMGAP00000001031	ENSACAP00000012703
ENSMGAP00000013195	ENSACAP00000007266
ENSMGAP00000007493	ENSACAP00000014254
ENSMGAP00000010839	ENSACAP00000016854
ENSMGAP00000012719	ENSACAP00000010431
ENSMGAP00000015274	ENSACAP00000009276
ENSMGAP00000007858	ENSACAP00000013173
ENSMGAP00000000808	ENSACAP00000020546
ENSMGAP00000013351	ENSACAP00000006185
ENSMGAP00000003756	ENSACAP00000015224
ENSMGAP00000001067	ENSACAP00000001070
ENSMGAP00000010485	ENSACAP00000022089
ENSMGAP00000009509	ENSACAP00000005334
ENSMGAP00000012040	ENSACAP00000006883
ENSMGAP00000006189	ENSACAP00000002230
ENSMGAP00000000211	ENSACAP00000016463
ENSMGAP00000010971	ENSACAP00000004675
ENSMGAP00000001630	ENSACAP00000014670
ENSMGAP00000014096	ENSACAP00000012535
ENSMGAP00000016846	ENSACAP00000017267
ENSMGAP00000001103	ENSACAP00000008022
ENSMGAP00000013064	ENSACAP00000007400
ENSMGAP00000019550	ENSACAP00000020617
ENSMGAP00000009478	ENSACAP00000005651
ENSMGAP00000007726	ENSACAP00000006569
ENSMGAP00000005424	ENSACAP00000019673
ENSMGAP00000012052	ENSACAP00000001599
ENSMGAP00000008454	ENSACAP00000009066
ENSMGAP00000000279	ENSACAP00000012716
ENSMGAP00000010948	ENSACAP00000013244
ENSMGAP00000002783	ENSACAP00000022058
ENSMGAP00000001841	ENSACAP00000009300
ENSMGAP00000012843	ENSACAP00000002745
ENSMGAP00000006741	ENSACAP00000006777
ENSMGAP00000010319	ENSACAP00000014113
ENSMGAP00000012780	ENSACAP00000004283
ENSMGAP00000002613	ENSACAP00000019992
ENSMGAP00000019565	ENSACAP00000017510
ENSMGAP00000013280	ENSACAP00000009390
ENSMGAP00000004438	ENSACAP00000015158
ENSMGAP00000013876	ENSACAP00000008635
ENSMGAP00000009041	ENSACAP00000004433
ENSMGAP00000011527	ENSACAP00000009846
ENSMGAP00000006582	ENSACAP00000007408
ENSMGAP00000002332	ENSACAP00000011021
ENSMGAP00000006572	ENSACAP00000001359
ENSMGAP00000008239	ENSACAP00000002140
ENSMGAP00000013713	ENSACAP00000013053
ENSMGAP00000010047	ENSACAP00000006252
ENSMGAP00000004031	ENSACAP00000001585
ENSMGAP00000017022	ENSACAP00000013380
ENSMGAP00000004207	ENSACAP00000018834
ENSMGAP00000015764	ENSACAP00000002485
ENSMGAP00000014554	ENSACAP00000004658
ENSMGAP00000015710	ENSACAP00000010214
ENSMGAP00000001902	ENSACAP00000003361
ENSMGAP00000015531	ENSACAP00000016451
ENSMGAP00000015852	ENSACAP00000000510
ENSMGAP00000012141	ENSACAP00000017191
ENSMGAP00000015433	ENSACAP00000003064
ENSMGAP00000006093	ENSACAP00000015458
ENSMGAP00000003542	ENSACAP00000007764
ENSMGAP00000019092	ENSACAP00000008476
ENSMGAP00000008547	ENSACAP00000004107
ENSMGAP00000001340	ENSACAP00000008664
ENSMGAP00000003588	ENSACAP00000003835
ENSMGAP00000019107	ENSACAP00000010243
ENSMGAP00000017850	ENSACAP00000002984
ENSMGAP00000013950	ENSACAP00000013028
ENSMGAP00000010976	ENSACAP00000011620
ENSMGAP00000013764	ENSACAP00000007724
ENSMGAP00000001991	ENSACAP00000008620
ENSMGAP00000003764	ENSACAP00000017672
ENSMGAP00000010436	ENSACAP00000014576
ENSMGAP00000010069	ENSACAP00000022790
ENSMGAP00000014776	ENSACAP00000023139
ENSMGAP00000007266	ENSACAP00000002554
ENSMGAP00000013020	ENSACAP00000009447
ENSMGAP00000004586	ENSACAP00000006288
ENSMGAP00000009259	ENSACAP00000007537
ENSMGAP00000014120	ENSACAP00000000164
ENSMGAP00000012969	ENSACAP00000009282
ENSMGAP00000002111	ENSACAP00000017204
ENSMGAP00000010461	ENSACAP00000011660
ENSMGAP00000011612	ENSACAP00000013967
ENSMGAP00000007523	ENSACAP00000005985
ENSMGAP00000014464	ENSACAP00000014945
ENSMGAP00000003908	ENSACAP00000005269
ENSMGAP00000003152	ENSACAP00000012634
ENSMGAP00000011366	ENSACAP00000009906
ENSMGAP00000009283	ENSACAP00000008691
ENSMGAP00000013347	ENSACAP00000009769
ENSMGAP00000004384	ENSACAP00000007515
ENSMGAP00000013606	ENSACAP00000019384
ENSMGAP00000007472	ENSACAP00000007259
ENSMGAP00000019236	ENSACAP00000008150
ENSMGAP00000000852	ENSACAP00000002677
ENSMGAP00000014791	ENSACAP00000006924
ENSMGAP00000008159	ENSACAP00000002224
ENSMGAP00000000912	ENSACAP00000019852
ENSMGAP00000012092	ENSACAP00000012799
ENSMGAP00000010969	ENSACAP00000014265
ENSMGAP00000004337	ENSACAP00000009024
ENSMGAP00000007816	ENSACAP00000013526
ENSMGAP00000018336	ENSACAP00000021720
ENSMGAP00000000362	ENSACAP00000002219
ENSMGAP00000007873	ENSACAP00000006242
ENSMGAP00000015291	ENSACAP00000013497
ENSMGAP00000010529	ENSACAP00000000708
ENSMGAP00000008105	ENSACAP00000011058
ENSMGAP00000005799	ENSACAP00000022337
ENSMGAP00000004437	ENSACAP00000013755
ENSMGAP00000006955	ENSACAP00000019542
ENSMGAP00000013383	ENSACAP00000010702
ENSMGAP00000013881	ENSACAP00000011369
ENSMGAP00000007179	ENSACAP00000001875
ENSMGAP00000017924	ENSACAP00000006191
ENSMGAP00000016235	ENSACAP00000021472
ENSMGAP00000008798	ENSACAP00000009585
ENSMGAP00000002525	ENSACAP00000008542
ENSMGAP00000012093	ENSACAP00000015480
ENSMGAP00000009725	ENSACAP00000014658
ENSMGAP00000010437	ENSACAP00000014444
ENSMGAP00000011320	ENSACAP00000010463
ENSMGAP00000008205	ENSACAP00000005337
ENSMGAP00000010247	ENSACAP00000001696
ENSMGAP00000006533	ENSACAP00000007339
ENSMGAP00000002826	ENSACAP00000001238
ENSMGAP00000008623	ENSACAP00000007392
ENSMGAP00000013955	ENSACAP00000010935
ENSMGAP00000003798	ENSACAP00000014524
ENSMGAP00000003842	ENSACAP00000006836
ENSMGAP00000009579	ENSACAP00000007779
ENSMGAP00000008095	ENSACAP00000009536
ENSMGAP00000013700	ENSACAP00000001201
ENSMGAP00000014263	ENSACAP00000022975
ENSMGAP00000009520	ENSACAP00000005686
ENSMGAP00000010780	ENSACAP00000009604
ENSMGAP00000009018	ENSACAP00000012754
ENSMGAP00000004882	ENSACAP00000016114
ENSMGAP00000011620	ENSACAP00000010863
ENSMGAP00000013216	ENSACAP00000015290
ENSMGAP00000000155	ENSACAP00000022672
ENSMGAP00000009651	ENSACAP00000009616
ENSMGAP00000005061	ENSACAP00000022917
ENSMGAP00000015723	ENSACAP00000001917
ENSMGAP00000012964	ENSACAP00000017200
ENSMGAP00000004633	ENSACAP00000010421
ENSMGAP00000007303	ENSACAP00000000702
ENSMGAP00000006711	ENSACAP00000009772
ENSMGAP00000002972	ENSACAP00000019600
ENSMGAP00000016462	ENSACAP00000011763
ENSMGAP00000015474	ENSACAP00000017627
ENSMGAP00000005170	ENSACAP00000010445
ENSMGAP00000016648	ENSACAP00000001122
ENSMGAP00000016240	ENSACAP00000006299
ENSMGAP00000008009	ENSACAP00000003135
ENSMGAP00000010462	ENSACAP00000014567
ENSMGAP00000019099	ENSACAP00000014676
ENSMGAP00000004424	ENSACAP00000015147
ENSMGAP00000008469	ENSACAP00000000659
ENSMGAP00000011501	ENSACAP00000009468
ENSMGAP00000010058	ENSACAP00000014410
ENSMGAP00000002273	ENSACAP00000005083
ENSMGAP00000015968	ENSACAP00000004319
ENSMGAP00000004840	ENSACAP00000010859
ENSMGAP00000001854	ENSACAP00000012280
ENSMGAP00000005156	ENSACAP00000013213
ENSMGAP00000006614	ENSACAP00000021342
ENSMGAP00000002969	ENSACAP00000023238
ENSMGAP00000000776	ENSACAP00000022105
ENSMGAP00000016718	ENSACAP00000006783
ENSMGAP00000005113	ENSACAP00000013840
ENSMGAP00000008820	ENSACAP00000006784
ENSMGAP00000016634	ENSACAP00000003410
ENSMGAP00000007708	ENSACAP00000006881
ENSMGAP00000008367	ENSACAP00000007922
ENSMGAP00000007261	ENSACAP00000000202
ENSMGAP00000006009	ENSACAP00000010167
ENSMGAP00000015595	ENSACAP00000000661
ENSMGAP00000007290	ENSACAP00000016862
ENSMGAP00000001959	ENSACAP00000019994
ENSMGAP00000012712	ENSACAP00000001655
ENSMGAP00000014177	ENSACAP00000010557
ENSMGAP00000010844	ENSACAP00000003831
ENSMGAP00000011338	ENSACAP00000001498
ENSMGAP00000009920	ENSACAP00000003694
ENSMGAP00000010901	ENSACAP00000015446
ENSMGAP00000012587	ENSACAP00000002759
ENSMGAP00000015713	ENSACAP00000010284
ENSMGAP00000012550	ENSACAP00000021093
ENSMGAP00000000063	ENSACAP00000017495
ENSMGAP00000014968	ENSACAP00000000498
ENSMGAP00000003915	ENSACAP00000017383
ENSMGAP00000005836	ENSACAP00000002237
ENSMGAP00000015183	ENSACAP00000010487
ENSMGAP00000014501	ENSACAP00000003846
ENSMGAP00000006142	ENSACAP00000006211
ENSMGAP00000004257	ENSACAP00000004425
ENSMGAP00000012688	ENSACAP00000015117
ENSMGAP00000005536	ENSACAP00000007279
ENSMGAP00000007568	ENSACAP00000000416
ENSMGAP00000013705	ENSACAP00000018719
ENSMGAP00000010855	ENSACAP00000008413
ENSMGAP00000002220	ENSACAP00000014350
ENSMGAP00000001168	ENSACAP00000003612
ENSMGAP00000019576	ENSACAP00000003431
ENSMGAP00000007173	ENSACAP00000013330
ENSMGAP00000002499	ENSACAP00000008844
ENSMGAP00000011179	ENSACAP00000000386
ENSMGAP00000009842	ENSACAP00000004431
ENSMGAP00000001798	ENSACAP00000003301
ENSMGAP00000002966	ENSACAP00000016716
ENSMGAP00000010613	ENSACAP00000006122
ENSMGAP00000007455	ENSACAP00000004674
ENSMGAP00000013169	ENSACAP00000015030
ENSMGAP00000007953	ENSACAP00000008849
ENSMGAP00000006758	ENSACAP00000008655
ENSMGAP00000006030	ENSACAP00000012800
ENSMGAP00000010424	ENSACAP00000023014
ENSMGAP00000014515	ENSACAP00000011416
ENSMGAP00000012198	ENSACAP00000013291
ENSMGAP00000014624	ENSACAP00000004339
ENSMGAP00000002536	ENSACAP00000015781
ENSMGAP00000013536	ENSACAP00000010815
ENSMGAP00000002324	ENSACAP00000001310
ENSMGAP00000011676	ENSACAP00000009655
ENSMGAP00000009542	ENSACAP00000021340
ENSMGAP00000000750	ENSACAP00000006496
ENSMGAP00000008047	ENSACAP00000002325
ENSMGAP00000002581	ENSACAP00000008525
ENSMGAP00000002762	ENSACAP00000013676
ENSMGAP00000001459	ENSACAP00000004808
ENSMGAP00000011477	ENSACAP00000013736
ENSMGAP00000007720	ENSACAP00000016157
ENSMGAP00000001883	ENSACAP00000014839
ENSMGAP00000017299	ENSACAP00000020077
ENSMGAP00000002272	ENSACAP00000011281
ENSMGAP00000005921	ENSACAP00000005610
ENSMGAP00000005981	ENSACAP00000023089
ENSMGAP00000002062	ENSACAP00000016675
ENSMGAP00000003668	ENSACAP00000001081
ENSMGAP00000015405	ENSACAP00000008667
ENSMGAP00000010362	ENSACAP00000005168
ENSMGAP00000001359	ENSACAP00000000214
ENSMGAP00000017059	ENSACAP00000001061
ENSMGAP00000006642	ENSACAP00000014719
ENSMGAP00000013282	ENSACAP00000018582
ENSMGAP00000013530	ENSACAP00000022599
ENSMGAP00000007868	ENSACAP00000003574
ENSMGAP00000008338	ENSACAP00000022579
ENSMGAP00000007046	ENSACAP00000009495
ENSMGAP00000000293	ENSACAP00000020341
ENSMGAP00000000339	ENSACAP00000017470
ENSMGAP00000006422	ENSACAP00000014817
ENSMGAP00000010692	ENSACAP00000012778
ENSMGAP00000017013	ENSACAP00000006561
ENSMGAP00000005167	ENSACAP00000010035
ENSMGAP00000007668	ENSACAP00000007616
ENSMGAP00000008991	ENSACAP00000010527
ENSMGAP00000017843	ENSACAP00000009174
ENSMGAP00000017242	ENSACAP00000005028
ENSMGAP00000006974	ENSACAP00000005441
ENSMGAP00000006392	ENSACAP00000009672
ENSMGAP00000007543	ENSACAP00000016885
ENSMGAP00000005914	ENSACAP00000019599
ENSMGAP00000008254	ENSACAP00000019626
ENSMGAP00000013642	ENSACAP00000000159
ENSMGAP00000004344	ENSACAP00000021284
ENSMGAP00000000118	ENSACAP00000002206
ENSMGAP00000004663	ENSACAP00000004447
