ENSDARP00000074624	ENSMUSP00000034074
ENSDARP00000079227	ENSMUSP00000033875
ENSDARP00000068161	ENSMUSP00000039133
ENSDARP00000093328	ENSMUSP00000019927
ENSDARP00000067719	ENSMUSP00000021085
ENSDARP00000094838	ENSMUSP00000102857
ENSDARP00000003398	ENSMUSP00000102857
ENSDARP00000063823	ENSMUSP00000033159
ENSDARP00000110172	ENSMUSP00000034328
ENSDARP00000006504	ENSMUSP00000125656
ENSDARP00000111767	ENSMUSP00000039047
ENSDARP00000085842	ENSMUSP00000031984
ENSDARP00000104253	ENSMUSP00000031984
ENSDARP00000048272	ENSMUSP00000031651
ENSDARP00000121195	ENSMUSP00000125491
ENSDARP00000110518	ENSMUSP00000080337
ENSDARP00000099760	ENSMUSP00000025484
ENSDARP00000115456	ENSMUSP00000106480
ENSDARP00000017491	ENSMUSP00000019950
ENSDARP00000065754	ENSMUSP00000031420
ENSDARP00000009932	ENSMUSP00000020523
ENSDARP00000122374	ENSMUSP00000082646
ENSDARP00000092435	ENSMUSP00000038216
ENSDARP00000012513	ENSMUSP00000034111
ENSDARP00000086334	ENSMUSP00000028278
ENSDARP00000024931	ENSMUSP00000040001
ENSDARP00000079164	ENSMUSP00000079664
ENSDARP00000106010	ENSMUSP00000079664
ENSDARP00000121341	ENSMUSP00000021670
ENSDARP00000078815	ENSMUSP00000022189
ENSDARP00000056187	ENSMUSP00000021405
ENSDARP00000073252	ENSMUSP00000018212
ENSDARP00000018877	ENSMUSP00000126135
ENSDARP00000012236	ENSMUSP00000024851
ENSDARP00000091815	ENSMUSP00000093436
ENSDARP00000042485	ENSMUSP00000103712
ENSDARP00000078268	ENSMUSP00000103791
ENSDARP00000051091	ENSMUSP00000024620
ENSDARP00000104754	ENSMUSP00000025120
ENSDARP00000008668	ENSMUSP00000052465
ENSDARP00000045503	ENSMUSP00000099709
ENSDARP00000104084	ENSMUSP00000137534
ENSDARP00000104602	ENSMUSP00000020877
ENSDARP00000087847	ENSMUSP00000040420
ENSDARP00000068927	ENSMUSP00000079851
ENSDARP00000101591	ENSMUSP00000045812
ENSDARP00000006941	ENSMUSP00000047541
ENSDARP00000094663	ENSMUSP00000022089
ENSDARP00000023925	ENSMUSP00000019945
ENSDARP00000048255	ENSMUSP00000127961
ENSDARP00000054783	ENSMUSP00000052351
ENSDARP00000025936	ENSMUSP00000023059
ENSDARP00000018434	ENSMUSP00000129728
ENSDARP00000030659	ENSMUSP00000084791
ENSDARP00000008898	ENSMUSP00000031613
ENSDARP00000055429	ENSMUSP00000023085
ENSDARP00000030612	ENSMUSP00000031018
ENSDARP00000062365	ENSMUSP00000138691
ENSDARP00000105174	ENSMUSP00000054548
ENSDARP00000056120	ENSMUSP00000048348
ENSDARP00000122028	ENSMUSP00000033577
ENSDARP00000007839	ENSMUSP00000095965
ENSDARP00000027502	ENSMUSP00000021523
ENSDARP00000023515	ENSMUSP00000029769
ENSDARP00000098870	ENSMUSP00000125478
ENSDARP00000112137	ENSMUSP00000129505
ENSDARP00000073691	ENSMUSP00000042606
ENSDARP00000097545	ENSMUSP00000050395
ENSDARP00000115988	ENSMUSP00000022344
ENSDARP00000108106	ENSMUSP00000042070
ENSDARP00000098600	ENSMUSP00000130900
ENSDARP00000105827	ENSMUSP00000057354
ENSDARP00000059437	ENSMUSP00000029005
ENSDARP00000060048	ENSMUSP00000048817
ENSDARP00000023984	ENSMUSP00000048084
ENSDARP00000062723	ENSMUSP00000061604
ENSDARP00000125701	ENSMUSP00000028098
ENSDARP00000101882	ENSMUSP00000047334
ENSDARP00000098507	ENSMUSP00000044265
ENSDARP00000011140	ENSMUSP00000008131
ENSDARP00000061828	ENSMUSP00000098992
ENSDARP00000013902	ENSMUSP00000005647
ENSDARP00000118462	ENSMUSP00000066493
ENSDARP00000032159	ENSMUSP00000018577
ENSDARP00000074317	ENSMUSP00000124047
ENSDARP00000040444	ENSMUSP00000020251
ENSDARP00000004350	ENSMUSP00000025963
ENSDARP00000118390	ENSMUSP00000113792
ENSDARP00000118229	ENSMUSP00000028137
ENSDARP00000102380	ENSMUSP00000025250
ENSDARP00000117226	ENSMUSP00000025250
ENSDARP00000053462	ENSMUSP00000127374
ENSDARP00000091811	ENSMUSP00000120014
ENSDARP00000070950	ENSMUSP00000002403
ENSDARP00000047739	ENSMUSP00000117082
ENSDARP00000066979	ENSMUSP00000132450
ENSDARP00000007903	ENSMUSP00000095574
ENSDARP00000003132	ENSMUSP00000033950
ENSDARP00000121710	ENSMUSP00000091319
ENSDARP00000064572	ENSMUSP00000034096
ENSDARP00000067085	ENSMUSP00000030018
ENSDARP00000054816	ENSMUSP00000030018
ENSDARP00000084049	ENSMUSP00000040578
ENSDARP00000070483	ENSMUSP00000064310
ENSDARP00000030536	ENSMUSP00000111484
ENSDARP00000070510	ENSMUSP00000044871
ENSDARP00000065137	ENSMUSP00000023431
ENSDARP00000120275	ENSMUSP00000051248
ENSDARP00000124189	ENSMUSP00000132699
ENSDARP00000119003	ENSMUSP00000082856
ENSDARP00000093287	ENSMUSP00000020754
ENSDARP00000062675	ENSMUSP00000003527
ENSDARP00000083766	ENSMUSP00000044556
ENSDARP00000069553	ENSMUSP00000069774
ENSDARP00000083959	ENSMUSP00000056152
ENSDARP00000049146	ENSMUSP00000040952
ENSDARP00000122697	ENSMUSP00000036406
ENSDARP00000101599	ENSMUSP00000056923
ENSDARP00000099746	ENSMUSP00000126560
ENSDARP00000062334	ENSMUSP00000017430
ENSDARP00000098756	ENSMUSP00000081221
ENSDARP00000118377	ENSMUSP00000022595
ENSDARP00000077215	ENSMUSP00000015160
ENSDARP00000107067	ENSMUSP00000043597
ENSDARP00000128473	ENSMUSP00000043780
ENSDARP00000090088	ENSMUSP00000024885
ENSDARP00000129633	ENSMUSP00000134266
ENSDARP00000091019	ENSMUSP00000028921
ENSDARP00000007588	ENSMUSP00000081141
ENSDARP00000059344	ENSMUSP00000102853
ENSDARP00000109032	ENSMUSP00000033313
ENSDARP00000105166	ENSMUSP00000025241
ENSDARP00000126101	ENSMUSP00000079974
ENSDARP00000128440	ENSMUSP00000053972
ENSDARP00000123226	ENSMUSP00000112871
ENSDARP00000090567	ENSMUSP00000050907
ENSDARP00000120194	ENSMUSP00000021631
ENSDARP00000111839	ENSMUSP00000013759
ENSDARP00000100377	ENSMUSP00000081880
ENSDARP00000129643	ENSMUSP00000020568
ENSDARP00000057499	ENSMUSP00000020741
ENSDARP00000109194	ENSMUSP00000027174
ENSDARP00000006629	ENSMUSP00000019937
ENSDARP00000011386	ENSMUSP00000082691
ENSDARP00000069565	ENSMUSP00000029480
ENSDARP00000079444	ENSMUSP00000105905
ENSDARP00000104318	ENSMUSP00000099388
ENSDARP00000103076	ENSMUSP00000099388
ENSDARP00000032739	ENSMUSP00000113385
ENSDARP00000100232	ENSMUSP00000076816
ENSDARP00000124957	ENSMUSP00000048053
ENSDARP00000084458	ENSMUSP00000048053
ENSDARP00000128101	ENSMUSP00000053540
ENSDARP00000093542	ENSMUSP00000001402
ENSDARP00000066805	ENSMUSP00000047855
ENSDARP00000094011	ENSMUSP00000036696
ENSDARP00000061637	ENSMUSP00000054763
ENSDARP00000060728	ENSMUSP00000099688
ENSDARP00000129379	ENSMUSP00000025568
ENSDARP00000070015	ENSMUSP00000110813
ENSDARP00000117903	ENSMUSP00000030453
ENSDARP00000007832	ENSMUSP00000030914
ENSDARP00000047623	ENSMUSP00000031144
ENSDARP00000073020	ENSMUSP00000050430
ENSDARP00000108890	ENSMUSP00000050430
ENSDARP00000122445	ENSMUSP00000042919
ENSDARP00000106292	ENSMUSP00000042919
ENSDARP00000078783	ENSMUSP00000020954
ENSDARP00000121956	ENSMUSP00000032283
ENSDARP00000071098	ENSMUSP00000056039
ENSDARP00000054808	ENSMUSP00000047562
ENSDARP00000098626	ENSMUSP00000025406
ENSDARP00000018076	ENSMUSP00000108229
ENSDARP00000097904	ENSMUSP00000005825
ENSDARP00000129235	ENSMUSP00000006853
ENSDARP00000051817	ENSMUSP00000046643
ENSDARP00000034808	ENSMUSP00000023830
ENSDARP00000092475	ENSMUSP00000032969
ENSDARP00000098580	ENSMUSP00000033983
ENSDARP00000085270	ENSMUSP00000100057
ENSDARP00000109599	ENSMUSP00000021359
ENSDARP00000081395	ENSMUSP00000015891
ENSDARP00000117074	ENSMUSP00000097908
ENSDARP00000108693	ENSMUSP00000097908
ENSDARP00000027609	ENSMUSP00000011055
ENSDARP00000102907	ENSMUSP00000042285
ENSDARP00000093918	ENSMUSP00000026479
ENSDARP00000075220	ENSMUSP00000108653
ENSDARP00000127125	ENSMUSP00000113457
ENSDARP00000104703	ENSMUSP00000048441
ENSDARP00000124545	ENSMUSP00000094956
ENSDARP00000055540	ENSMUSP00000057939
ENSDARP00000075468	ENSMUSP00000028650
ENSDARP00000123265	ENSMUSP00000037194
ENSDARP00000088351	ENSMUSP00000014389
ENSDARP00000058992	ENSMUSP00000031399
ENSDARP00000070238	ENSMUSP00000113697
ENSDARP00000008366	ENSMUSP00000053122
ENSDARP00000065564	ENSMUSP00000095901
ENSDARP00000123161	ENSMUSP00000071255
ENSDARP00000015326	ENSMUSP00000029142
ENSDARP00000014434	ENSMUSP00000103922
ENSDARP00000058957	ENSMUSP00000034326
ENSDARP00000052640	ENSMUSP00000028624
ENSDARP00000100055	ENSMUSP00000031344
ENSDARP00000055960	ENSMUSP00000011398
ENSDARP00000085077	ENSMUSP00000002844
ENSDARP00000102884	ENSMUSP00000020997
ENSDARP00000041067	ENSMUSP00000052172
ENSDARP00000102207	ENSMUSP00000027866
ENSDARP00000129029	ENSMUSP00000130360
ENSDARP00000003318	ENSMUSP00000048742
ENSDARP00000060290	ENSMUSP00000025751
ENSDARP00000096733	ENSMUSP00000025547
ENSDARP00000075216	ENSMUSP00000093325
ENSDARP00000115556	ENSMUSP00000034375
ENSDARP00000106113	ENSMUSP00000034226
ENSDARP00000122353	ENSMUSP00000063398
ENSDARP00000121321	ENSMUSP00000078383
ENSDARP00000060999	ENSMUSP00000034206
ENSDARP00000050728	ENSMUSP00000000304
ENSDARP00000075486	ENSMUSP00000044714
ENSDARP00000073185	ENSMUSP00000104361
ENSDARP00000067634	ENSMUSP00000099565
ENSDARP00000100864	ENSMUSP00000027103
ENSDARP00000066928	ENSMUSP00000026888
ENSDARP00000086268	ENSMUSP00000028157
ENSDARP00000104181	ENSMUSP00000088456
ENSDARP00000093767	ENSMUSP00000029759
ENSDARP00000009188	ENSMUSP00000029938
ENSDARP00000027867	ENSMUSP00000030311
ENSDARP00000040239	ENSMUSP00000037514
ENSDARP00000079302	ENSMUSP00000052755
ENSDARP00000008500	ENSMUSP00000022310
ENSDARP00000128742	ENSMUSP00000107364
ENSDARP00000030566	ENSMUSP00000022585
ENSDARP00000085945	ENSMUSP00000130264
ENSDARP00000055046	ENSMUSP00000027401
ENSDARP00000105177	ENSMUSP00000022875
ENSDARP00000002526	ENSMUSP00000022875
ENSDARP00000106649	ENSMUSP00000059102
ENSDARP00000066302	ENSMUSP00000001485
ENSDARP00000038472	ENSMUSP00000026827
ENSDARP00000049153	ENSMUSP00000051433
ENSDARP00000065922	ENSMUSP00000018184
ENSDARP00000099357	ENSMUSP00000041820
ENSDARP00000119180	ENSMUSP00000042151
ENSDARP00000063715	ENSMUSP00000028857
ENSDARP00000099422	ENSMUSP00000095584
ENSDARP00000093286	ENSMUSP00000035154
ENSDARP00000107001	ENSMUSP00000033163
ENSDARP00000076814	ENSMUSP00000124428
ENSDARP00000102548	ENSMUSP00000081567
ENSDARP00000100448	ENSMUSP00000106420
ENSDARP00000122503	ENSMUSP00000083844
ENSDARP00000097146	ENSMUSP00000006632
ENSDARP00000067792	ENSMUSP00000029542
ENSDARP00000113500	ENSMUSP00000035325
ENSDARP00000034920	ENSMUSP00000025505
ENSDARP00000122898	ENSMUSP00000026866
ENSDARP00000078213	ENSMUSP00000021183
ENSDARP00000106737	ENSMUSP00000056805
ENSDARP00000068620	ENSMUSP00000092672
ENSDARP00000086911	ENSMUSP00000119565
ENSDARP00000038075	ENSMUSP00000136717
ENSDARP00000073018	ENSMUSP00000093980
ENSDARP00000109749	ENSMUSP00000010278
ENSDARP00000112519	ENSMUSP00000128888
ENSDARP00000039403	ENSMUSP00000048450
ENSDARP00000045098	ENSMUSP00000024873
ENSDARP00000105996	ENSMUSP00000065511
ENSDARP00000102848	ENSMUSP00000092548
ENSDARP00000028107	ENSMUSP00000016034
ENSDARP00000056711	ENSMUSP00000029386
ENSDARP00000005720	ENSMUSP00000110250
ENSDARP00000001156	ENSMUSP00000110128
ENSDARP00000106434	ENSMUSP00000048204
ENSDARP00000091529	ENSMUSP00000058599
ENSDARP00000113326	ENSMUSP00000136768
ENSDARP00000052003	ENSMUSP00000055934
ENSDARP00000050911	ENSMUSP00000018877
ENSDARP00000081585	ENSMUSP00000035230
ENSDARP00000102162	ENSMUSP00000027444
ENSDARP00000073028	ENSMUSP00000036491
ENSDARP00000100427	ENSMUSP00000022353
ENSDARP00000033868	ENSMUSP00000027876
ENSDARP00000123623	ENSMUSP00000031091
ENSDARP00000049513	ENSMUSP00000072382
ENSDARP00000008091	ENSMUSP00000036093
ENSDARP00000019450	ENSMUSP00000029179
ENSDARP00000103611	ENSMUSP00000006061
ENSDARP00000075332	ENSMUSP00000006217
ENSDARP00000027503	ENSMUSP00000029256
ENSDARP00000051643	ENSMUSP00000048001
ENSDARP00000115735	ENSMUSP00000036253
ENSDARP00000066908	ENSMUSP00000078050
ENSDARP00000107812	ENSMUSP00000029911
ENSDARP00000024411	ENSMUSP00000025930
ENSDARP00000004506	ENSMUSP00000055656
ENSDARP00000035846	ENSMUSP00000004507
ENSDARP00000102639	ENSMUSP00000090510
ENSDARP00000112627	ENSMUSP00000045126
ENSDARP00000111876	ENSMUSP00000045126
ENSDARP00000098935	ENSMUSP00000116627
ENSDARP00000010571	ENSMUSP00000004343
ENSDARP00000083038	ENSMUSP00000002099
ENSDARP00000091094	ENSMUSP00000028470
ENSDARP00000010246	ENSMUSP00000019722
ENSDARP00000083250	ENSMUSP00000051177
ENSDARP00000110474	ENSMUSP00000110872
ENSDARP00000087664	ENSMUSP00000129300
ENSDARP00000089064	ENSMUSP00000083057
ENSDARP00000002079	ENSMUSP00000097144
ENSDARP00000072635	ENSMUSP00000080643
ENSDARP00000050965	ENSMUSP00000053325
ENSDARP00000030673	ENSMUSP00000034406
ENSDARP00000016007	ENSMUSP00000016901
ENSDARP00000098483	ENSMUSP00000090882
ENSDARP00000042258	ENSMUSP00000026625
ENSDARP00000128600	ENSMUSP00000069840
ENSDARP00000111708	ENSMUSP00000069840
ENSDARP00000096405	ENSMUSP00000059159
ENSDARP00000077473	ENSMUSP00000010201
ENSDARP00000067733	ENSMUSP00000029047
ENSDARP00000021759	ENSMUSP00000010940
ENSDARP00000124014	ENSMUSP00000106329
ENSDARP00000024965	ENSMUSP00000075609
ENSDARP00000050069	ENSMUSP00000024957
ENSDARP00000039535	ENSMUSP00000028250
ENSDARP00000084286	ENSMUSP00000130012
ENSDARP00000094043	ENSMUSP00000064622
ENSDARP00000077232	ENSMUSP00000031262
ENSDARP00000067487	ENSMUSP00000113343
ENSDARP00000060343	ENSMUSP00000048595
ENSDARP00000126890	ENSMUSP00000099325
ENSDARP00000119188	ENSMUSP00000033934
ENSDARP00000087721	ENSMUSP00000128382
ENSDARP00000055779	ENSMUSP00000024981
ENSDARP00000020885	ENSMUSP00000132287
ENSDARP00000095170	ENSMUSP00000059494
ENSDARP00000022890	ENSMUSP00000036119
ENSDARP00000051613	ENSMUSP00000092009
ENSDARP00000057512	ENSMUSP00000049156
ENSDARP00000104984	ENSMUSP00000032877
ENSDARP00000078255	ENSMUSP00000028900
ENSDARP00000074936	ENSMUSP00000125492
ENSDARP00000022822	ENSMUSP00000068004
ENSDARP00000109406	ENSMUSP00000068004
ENSDARP00000040811	ENSMUSP00000106999
ENSDARP00000055227	ENSMUSP00000019447
ENSDARP00000064443	ENSMUSP00000003529
ENSDARP00000019792	ENSMUSP00000036971
ENSDARP00000102293	ENSMUSP00000054367
ENSDARP00000031743	ENSMUSP00000029909
ENSDARP00000057885	ENSMUSP00000022227
ENSDARP00000122559	ENSMUSP00000028911
ENSDARP00000127593	ENSMUSP00000087208
ENSDARP00000046933	ENSMUSP00000034234
ENSDARP00000039877	ENSMUSP00000114844
ENSDARP00000032298	ENSMUSP00000043355
ENSDARP00000059401	ENSMUSP00000022518
ENSDARP00000105602	ENSMUSP00000009102
ENSDARP00000087815	ENSMUSP00000009102
ENSDARP00000109011	ENSMUSP00000002845
ENSDARP00000124376	ENSMUSP00000043519
ENSDARP00000051711	ENSMUSP00000007559
ENSDARP00000110484	ENSMUSP00000070821
ENSDARP00000086491	ENSMUSP00000043896
ENSDARP00000120051	ENSMUSP00000019861
ENSDARP00000062066	ENSMUSP00000067830
ENSDARP00000021983	ENSMUSP00000019517
ENSDARP00000013291	ENSMUSP00000021416
ENSDARP00000105334	ENSMUSP00000099654
ENSDARP00000075595	ENSMUSP00000095149
ENSDARP00000007227	ENSMUSP00000032841
ENSDARP00000096716	ENSMUSP00000137597
ENSDARP00000054056	ENSMUSP00000086988
ENSDARP00000009993	ENSMUSP00000099383
ENSDARP00000059799	ENSMUSP00000034929
ENSDARP00000123077	ENSMUSP00000024486
ENSDARP00000061837	ENSMUSP00000114504
ENSDARP00000054063	ENSMUSP00000022577
ENSDARP00000102614	ENSMUSP00000035506
ENSDARP00000103460	ENSMUSP00000029842
ENSDARP00000026137	ENSMUSP00000139026
ENSDARP00000011145	ENSMUSP00000033282
ENSDARP00000103048	ENSMUSP00000067701
ENSDARP00000106526	ENSMUSP00000045792
ENSDARP00000102984	ENSMUSP00000049759
ENSDARP00000106327	ENSMUSP00000065198
ENSDARP00000104113	ENSMUSP00000030313
ENSDARP00000117810	ENSMUSP00000070834
ENSDARP00000077520	ENSMUSP00000108771
ENSDARP00000024129	ENSMUSP00000028592
ENSDARP00000100004	ENSMUSP00000093406
ENSDARP00000114101	ENSMUSP00000048482
ENSDARP00000016138	ENSMUSP00000092409
ENSDARP00000096598	ENSMUSP00000059471
ENSDARP00000107688	ENSMUSP00000051206
ENSDARP00000107722	ENSMUSP00000022462
ENSDARP00000084624	ENSMUSP00000099758
ENSDARP00000095554	ENSMUSP00000103768
ENSDARP00000108187	ENSMUSP00000046558
ENSDARP00000094963	ENSMUSP00000046558
ENSDARP00000094129	ENSMUSP00000036915
ENSDARP00000110023	ENSMUSP00000069078
ENSDARP00000122404	ENSMUSP00000001611
ENSDARP00000094367	ENSMUSP00000120840
ENSDARP00000064541	ENSMUSP00000138581
ENSDARP00000123219	ENSMUSP00000071719
ENSDARP00000058146	ENSMUSP00000025101
ENSDARP00000018592	ENSMUSP00000110011
ENSDARP00000080424	ENSMUSP00000112121
ENSDARP00000023057	ENSMUSP00000018572
ENSDARP00000037865	ENSMUSP00000051216
ENSDARP00000037018	ENSMUSP00000082374
ENSDARP00000084022	ENSMUSP00000024972
ENSDARP00000061298	ENSMUSP00000027623
ENSDARP00000096094	ENSMUSP00000059166
ENSDARP00000052367	ENSMUSP00000034079
ENSDARP00000098056	ENSMUSP00000008094
ENSDARP00000109955	ENSMUSP00000008094
ENSDARP00000078525	ENSMUSP00000081889
ENSDARP00000122139	ENSMUSP00000110822
ENSDARP00000116551	ENSMUSP00000134576
ENSDARP00000122210	ENSMUSP00000017622
ENSDARP00000114886	ENSMUSP00000015333
ENSDARP00000103947	ENSMUSP00000131842
ENSDARP00000082023	ENSMUSP00000129738
ENSDARP00000106348	ENSMUSP00000125874
ENSDARP00000104406	ENSMUSP00000091312
ENSDARP00000077569	ENSMUSP00000043790
ENSDARP00000108092	ENSMUSP00000134781
ENSDARP00000061728	ENSMUSP00000043143
ENSDARP00000015880	ENSMUSP00000116575
ENSDARP00000026471	ENSMUSP00000114906
ENSDARP00000107781	ENSMUSP00000138112
ENSDARP00000114422	ENSMUSP00000125288
ENSDARP00000097776	ENSMUSP00000038938
ENSDARP00000088433	ENSMUSP00000108517
ENSDARP00000014981	ENSMUSP00000030536
ENSDARP00000051918	ENSMUSP00000061835
ENSDARP00000107314	ENSMUSP00000103762
ENSDARP00000126325	ENSMUSP00000063450
ENSDARP00000085142	ENSMUSP00000032887
ENSDARP00000107830	ENSMUSP00000022998
ENSDARP00000054441	ENSMUSP00000115882
ENSDARP00000101586	ENSMUSP00000088725
ENSDARP00000076524	ENSMUSP00000034392
ENSDARP00000087672	ENSMUSP00000045437
ENSDARP00000075497	ENSMUSP00000032410
ENSDARP00000121623	ENSMUSP00000117009
ENSDARP00000112600	ENSMUSP00000030980
ENSDARP00000104418	ENSMUSP00000107939
ENSDARP00000109245	ENSMUSP00000037484
ENSDARP00000050982	ENSMUSP00000097156
ENSDARP00000049683	ENSMUSP00000042009
ENSDARP00000069243	ENSMUSP00000038367
ENSDARP00000092403	ENSMUSP00000024725
ENSDARP00000022692	ENSMUSP00000043390
ENSDARP00000104413	ENSMUSP00000062279
ENSDARP00000112051	ENSMUSP00000050647
ENSDARP00000059475	ENSMUSP00000023630
ENSDARP00000057998	ENSMUSP00000038387
ENSDARP00000049398	ENSMUSP00000120816
ENSDARP00000082953	ENSMUSP00000045948
ENSDARP00000110881	ENSMUSP00000030675
ENSDARP00000111939	ENSMUSP00000043040
ENSDARP00000076931	ENSMUSP00000127662
ENSDARP00000100769	ENSMUSP00000023913
ENSDARP00000111802	ENSMUSP00000109109
ENSDARP00000119374	ENSMUSP00000020049
ENSDARP00000040064	ENSMUSP00000017384
ENSDARP00000095278	ENSMUSP00000038211
ENSDARP00000011636	ENSMUSP00000120658
ENSDARP00000109602	ENSMUSP00000027846
ENSDARP00000118186	ENSMUSP00000043439
ENSDARP00000042520	ENSMUSP00000104146
ENSDARP00000089209	ENSMUSP00000104496
ENSDARP00000104190	ENSMUSP00000108526
ENSDARP00000081630	ENSMUSP00000099515
ENSDARP00000103522	ENSMUSP00000040347
ENSDARP00000023878	ENSMUSP00000129441
ENSDARP00000124654	ENSMUSP00000047761
ENSDARP00000089863	ENSMUSP00000070109
ENSDARP00000064218	ENSMUSP00000023019
ENSDARP00000059892	ENSMUSP00000056485
ENSDARP00000115385	ENSMUSP00000033933
ENSDARP00000072515	ENSMUSP00000034896
ENSDARP00000097916	ENSMUSP00000048319
ENSDARP00000066423	ENSMUSP00000020493
ENSDARP00000060627	ENSMUSP00000047700
ENSDARP00000002470	ENSMUSP00000087636
ENSDARP00000111311	ENSMUSP00000027257
ENSDARP00000018028	ENSMUSP00000103845
ENSDARP00000035567	ENSMUSP00000054210
ENSDARP00000032986	ENSMUSP00000054210
ENSDARP00000069226	ENSMUSP00000103068
ENSDARP00000079456	ENSMUSP00000048826
ENSDARP00000035419	ENSMUSP00000039853
ENSDARP00000002223	ENSMUSP00000024946
ENSDARP00000120948	ENSMUSP00000095572
ENSDARP00000007006	ENSMUSP00000050854
ENSDARP00000013599	ENSMUSP00000031345
ENSDARP00000064974	ENSMUSP00000028251
ENSDARP00000114962	ENSMUSP00000026823
ENSDARP00000107366	ENSMUSP00000136163
ENSDARP00000092910	ENSMUSP00000024736
ENSDARP00000117738	ENSMUSP00000046536
ENSDARP00000055931	ENSMUSP00000072018
ENSDARP00000109163	ENSMUSP00000087997
ENSDARP00000099279	ENSMUSP00000062887
ENSDARP00000082563	ENSMUSP00000021313
ENSDARP00000102008	ENSMUSP00000027970
ENSDARP00000114411	ENSMUSP00000019932
ENSDARP00000013936	ENSMUSP00000003946
ENSDARP00000094210	ENSMUSP00000126772
ENSDARP00000100716	ENSMUSP00000109236
ENSDARP00000055384	ENSMUSP00000028835
ENSDARP00000044149	ENSMUSP00000022345
ENSDARP00000079599	ENSMUSP00000069017
ENSDARP00000038815	ENSMUSP00000027357
ENSDARP00000108823	ENSMUSP00000045162
ENSDARP00000006801	ENSMUSP00000045162
ENSDARP00000062735	ENSMUSP00000102929
ENSDARP00000057564	ENSMUSP00000027338
ENSDARP00000101596	ENSMUSP00000022586
ENSDARP00000094826	ENSMUSP00000032920
ENSDARP00000097166	ENSMUSP00000001757
ENSDARP00000103441	ENSMUSP00000097912
ENSDARP00000058970	ENSMUSP00000048042
ENSDARP00000036490	ENSMUSP00000066679
ENSDARP00000108129	ENSMUSP00000083341
ENSDARP00000104805	ENSMUSP00000022528
ENSDARP00000048002	ENSMUSP00000031678
ENSDARP00000068744	ENSMUSP00000057905
ENSDARP00000011179	ENSMUSP00000018803
ENSDARP00000086151	ENSMUSP00000019862
ENSDARP00000021046	ENSMUSP00000076090
ENSDARP00000126616	ENSMUSP00000033173
ENSDARP00000105010	ENSMUSP00000061899
ENSDARP00000114357	ENSMUSP00000099710
ENSDARP00000037794	ENSMUSP00000024763
ENSDARP00000112114	ENSMUSP00000030265
ENSDARP00000020574	ENSMUSP00000034803
ENSDARP00000025588	ENSMUSP00000029565
ENSDARP00000115566	ENSMUSP00000103857
ENSDARP00000077503	ENSMUSP00000055776
ENSDARP00000077823	ENSMUSP00000042825
ENSDARP00000099674	ENSMUSP00000038576
ENSDARP00000057641	ENSMUSP00000049124
ENSDARP00000107966	ENSMUSP00000102224
ENSDARP00000099031	ENSMUSP00000034465
ENSDARP00000024767	ENSMUSP00000104116
ENSDARP00000121737	ENSMUSP00000096898
ENSDARP00000057699	ENSMUSP00000002805
ENSDARP00000003902	ENSMUSP00000058832
ENSDARP00000098829	ENSMUSP00000025823
ENSDARP00000107952	ENSMUSP00000094808
ENSDARP00000065317	ENSMUSP00000052765
ENSDARP00000063130	ENSMUSP00000044350
ENSDARP00000022900	ENSMUSP00000037459
ENSDARP00000092687	ENSMUSP00000030661
ENSDARP00000035261	ENSMUSP00000120106
ENSDARP00000019506	ENSMUSP00000116608
ENSDARP00000051029	ENSMUSP00000089808
ENSDARP00000061995	ENSMUSP00000034429
ENSDARP00000121235	ENSMUSP00000034457
ENSDARP00000059573	ENSMUSP00000043442
ENSDARP00000002437	ENSMUSP00000042391
ENSDARP00000077969	ENSMUSP00000030662
ENSDARP00000082459	ENSMUSP00000023873
ENSDARP00000112094	ENSMUSP00000084252
ENSDARP00000115821	ENSMUSP00000108131
ENSDARP00000117803	ENSMUSP00000006900
ENSDARP00000093291	ENSMUSP00000091768
ENSDARP00000011354	ENSMUSP00000056027
ENSDARP00000120722	ENSMUSP00000117583
ENSDARP00000088617	ENSMUSP00000126603
