ENSMGAP00000004951	ENSMUSP00000034074
ENSMGAP00000003565	ENSMUSP00000034111
ENSMGAP00000018943	ENSMUSP00000028278
ENSMGAP00000019575	ENSMUSP00000040001
ENSMGAP00000007927	ENSMUSP00000079664
ENSMGAP00000013396	ENSMUSP00000021670
ENSMGAP00000004630	ENSMUSP00000022189
ENSMGAP00000007695	ENSMUSP00000018212
ENSMGAP00000019238	ENSMUSP00000126135
ENSMGAP00000015402	ENSMUSP00000130981
ENSMGAP00000009594	ENSMUSP00000128736
ENSMGAP00000010059	ENSMUSP00000024851
ENSMGAP00000014043	ENSMUSP00000093436
ENSMGAP00000004631	ENSMUSP00000103712
ENSMGAP00000011056	ENSMUSP00000103791
ENSMGAP00000007079	ENSMUSP00000024620
ENSMGAP00000015379	ENSMUSP00000023682
ENSMGAP00000007461	ENSMUSP00000025120
ENSMGAP00000006850	ENSMUSP00000052465
ENSMGAP00000005423	ENSMUSP00000099709
ENSMGAP00000009773	ENSMUSP00000137534
ENSMGAP00000010675	ENSMUSP00000020877
ENSMGAP00000009809	ENSMUSP00000040420
ENSMGAP00000009618	ENSMUSP00000079851
ENSMGAP00000015463	ENSMUSP00000045812
ENSMGAP00000003892	ENSMUSP00000074600
ENSMGAP00000002736	ENSMUSP00000047541
ENSMGAP00000006412	ENSMUSP00000022089
ENSMGAP00000013630	ENSMUSP00000019945
ENSMGAP00000009103	ENSMUSP00000127961
ENSMGAP00000005315	ENSMUSP00000052351
ENSMGAP00000013222	ENSMUSP00000023059
ENSMGAP00000013794	ENSMUSP00000129728
ENSMGAP00000013386	ENSMUSP00000084791
ENSMGAP00000000844	ENSMUSP00000031613
ENSMGAP00000003864	ENSMUSP00000131932
ENSMGAP00000010903	ENSMUSP00000031018
ENSMGAP00000004703	ENSMUSP00000138691
ENSMGAP00000019763	ENSMUSP00000054548
ENSMGAP00000000237	ENSMUSP00000095965
ENSMGAP00000014339	ENSMUSP00000021523
ENSMGAP00000007984	ENSMUSP00000029769
ENSMGAP00000002816	ENSMUSP00000125478
ENSMGAP00000010504	ENSMUSP00000073462
ENSMGAP00000008255	ENSMUSP00000042606
ENSMGAP00000001199	ENSMUSP00000050395
ENSMGAP00000000749	ENSMUSP00000022344
ENSMGAP00000013112	ENSMUSP00000042070
ENSMGAP00000010134	ENSMUSP00000130900
ENSMGAP00000001720	ENSMUSP00000057354
ENSMGAP00000009437	ENSMUSP00000029005
ENSMGAP00000015319	ENSMUSP00000048817
ENSMGAP00000012664	ENSMUSP00000048084
ENSMGAP00000010371	ENSMUSP00000061604
ENSMGAP00000013367	ENSMUSP00000028098
ENSMGAP00000019299	ENSMUSP00000047334
ENSMGAP00000001139	ENSMUSP00000044265
ENSMGAP00000002956	ENSMUSP00000008131
ENSMGAP00000014954	ENSMUSP00000098992
ENSMGAP00000011034	ENSMUSP00000005647
ENSMGAP00000001592	ENSMUSP00000026975
ENSMGAP00000007680	ENSMUSP00000018577
ENSMGAP00000012794	ENSMUSP00000124047
ENSMGAP00000013808	ENSMUSP00000020251
ENSMGAP00000008944	ENSMUSP00000025963
ENSMGAP00000012246	ENSMUSP00000113792
ENSMGAP00000008663	ENSMUSP00000098631
ENSMGAP00000007456	ENSMUSP00000127374
ENSMGAP00000003660	ENSMUSP00000120014
ENSMGAP00000005743	ENSMUSP00000073102
ENSMGAP00000009372	ENSMUSP00000117082
ENSMGAP00000014633	ENSMUSP00000132450
ENSMGAP00000012329	ENSMUSP00000095574
ENSMGAP00000001788	ENSMUSP00000033950
ENSMGAP00000014500	ENSMUSP00000091319
ENSMGAP00000008553	ENSMUSP00000090464
ENSMGAP00000001519	ENSMUSP00000034096
ENSMGAP00000008413	ENSMUSP00000110975
ENSMGAP00000009356	ENSMUSP00000040578
ENSMGAP00000017011	ENSMUSP00000023514
ENSMGAP00000012190	ENSMUSP00000064310
ENSMGAP00000001146	ENSMUSP00000111484
ENSMGAP00000005701	ENSMUSP00000044871
ENSMGAP00000015195	ENSMUSP00000023431
ENSMGAP00000011739	ENSMUSP00000051248
ENSMGAP00000001787	ENSMUSP00000082856
ENSMGAP00000014964	ENSMUSP00000020986
ENSMGAP00000000796	ENSMUSP00000025215
ENSMGAP00000001633	ENSMUSP00000020754
ENSMGAP00000019495	ENSMUSP00000003527
ENSMGAP00000013866	ENSMUSP00000137305
ENSMGAP00000006297	ENSMUSP00000069774
ENSMGAP00000015486	ENSMUSP00000056152
ENSMGAP00000008998	ENSMUSP00000040952
ENSMGAP00000000906	ENSMUSP00000036406
ENSMGAP00000015207	ENSMUSP00000056923
ENSMGAP00000012265	ENSMUSP00000126560
ENSMGAP00000007089	ENSMUSP00000017430
ENSMGAP00000007749	ENSMUSP00000081221
ENSMGAP00000015873	ENSMUSP00000022595
ENSMGAP00000008043	ENSMUSP00000015160
ENSMGAP00000001996	ENSMUSP00000033415
ENSMGAP00000000741	ENSMUSP00000043597
ENSMGAP00000018535	ENSMUSP00000043780
ENSMGAP00000011799	ENSMUSP00000024885
ENSMGAP00000005123	ENSMUSP00000134266
ENSMGAP00000002959	ENSMUSP00000028921
ENSMGAP00000004255	ENSMUSP00000081141
ENSMGAP00000016171	ENSMUSP00000102853
ENSMGAP00000015482	ENSMUSP00000033313
ENSMGAP00000017266	ENSMUSP00000025241
ENSMGAP00000012359	ENSMUSP00000079974
ENSMGAP00000003208	ENSMUSP00000053972
ENSMGAP00000013240	ENSMUSP00000112871
ENSMGAP00000010707	ENSMUSP00000050907
ENSMGAP00000013322	ENSMUSP00000019896
ENSMGAP00000013914	ENSMUSP00000021631
ENSMGAP00000004018	ENSMUSP00000013759
ENSMGAP00000012787	ENSMUSP00000081880
ENSMGAP00000004721	ENSMUSP00000020568
ENSMGAP00000014869	ENSMUSP00000082948
ENSMGAP00000008639	ENSMUSP00000020741
ENSMGAP00000008416	ENSMUSP00000027174
ENSMGAP00000014274	ENSMUSP00000019937
ENSMGAP00000014697	ENSMUSP00000082691
ENSMGAP00000006181	ENSMUSP00000029480
ENSMGAP00000009021	ENSMUSP00000020530
ENSMGAP00000019573	ENSMUSP00000105905
ENSMGAP00000019480	ENSMUSP00000034405
ENSMGAP00000001634	ENSMUSP00000082270
ENSMGAP00000004231	ENSMUSP00000099388
ENSMGAP00000008638	ENSMUSP00000113385
ENSMGAP00000000447	ENSMUSP00000076816
ENSMGAP00000013479	ENSMUSP00000048053
ENSMGAP00000013567	ENSMUSP00000053540
ENSMGAP00000014736	ENSMUSP00000001402
ENSMGAP00000004696	ENSMUSP00000047855
ENSMGAP00000003782	ENSMUSP00000054763
ENSMGAP00000002460	ENSMUSP00000099688
ENSMGAP00000004756	ENSMUSP00000025568
ENSMGAP00000002744	ENSMUSP00000110813
ENSMGAP00000006688	ENSMUSP00000002529
ENSMGAP00000006239	ENSMUSP00000003550
ENSMGAP00000002931	ENSMUSP00000090355
ENSMGAP00000010804	ENSMUSP00000030453
ENSMGAP00000001739	ENSMUSP00000030914
ENSMGAP00000012333	ENSMUSP00000031144
ENSMGAP00000016797	ENSMUSP00000050430
ENSMGAP00000005764	ENSMUSP00000042919
ENSMGAP00000014785	ENSMUSP00000020954
ENSMGAP00000014161	ENSMUSP00000032283
ENSMGAP00000000597	ENSMUSP00000056039
ENSMGAP00000006478	ENSMUSP00000047562
ENSMGAP00000009262	ENSMUSP00000025406
ENSMGAP00000014763	ENSMUSP00000108229
ENSMGAP00000014405	ENSMUSP00000036394
ENSMGAP00000000929	ENSMUSP00000005825
ENSMGAP00000008783	ENSMUSP00000006853
ENSMGAP00000017556	ENSMUSP00000130491
ENSMGAP00000017767	ENSMUSP00000046643
ENSMGAP00000014104	ENSMUSP00000023830
ENSMGAP00000016258	ENSMUSP00000032969
ENSMGAP00000001126	ENSMUSP00000033983
ENSMGAP00000002657	ENSMUSP00000100057
ENSMGAP00000014493	ENSMUSP00000021359
ENSMGAP00000000024	ENSMUSP00000015891
ENSMGAP00000010676	ENSMUSP00000011055
ENSMGAP00000014859	ENSMUSP00000042285
ENSMGAP00000006236	ENSMUSP00000026434
ENSMGAP00000008127	ENSMUSP00000108653
ENSMGAP00000011541	ENSMUSP00000113457
ENSMGAP00000008725	ENSMUSP00000048441
ENSMGAP00000000743	ENSMUSP00000094956
ENSMGAP00000013961	ENSMUSP00000057939
ENSMGAP00000010139	ENSMUSP00000019229
ENSMGAP00000011561	ENSMUSP00000028650
ENSMGAP00000008613	ENSMUSP00000037194
ENSMGAP00000004120	ENSMUSP00000031399
ENSMGAP00000018724	ENSMUSP00000113697
ENSMGAP00000007652	ENSMUSP00000053122
ENSMGAP00000016181	ENSMUSP00000095901
ENSMGAP00000018792	ENSMUSP00000088535
ENSMGAP00000016789	ENSMUSP00000071255
ENSMGAP00000017783	ENSMUSP00000029142
ENSMGAP00000005600	ENSMUSP00000103922
ENSMGAP00000000520	ENSMUSP00000034326
ENSMGAP00000007712	ENSMUSP00000028624
ENSMGAP00000003110	ENSMUSP00000031344
ENSMGAP00000004845	ENSMUSP00000011398
ENSMGAP00000003539	ENSMUSP00000002844
ENSMGAP00000014773	ENSMUSP00000020997
ENSMGAP00000003800	ENSMUSP00000052172
ENSMGAP00000015180	ENSMUSP00000027866
ENSMGAP00000009188	ENSMUSP00000130360
ENSMGAP00000004794	ENSMUSP00000048742
ENSMGAP00000002427	ENSMUSP00000025751
ENSMGAP00000008456	ENSMUSP00000025547
ENSMGAP00000009688	ENSMUSP00000093325
ENSMGAP00000003815	ENSMUSP00000034375
ENSMGAP00000003955	ENSMUSP00000034623
ENSMGAP00000000049	ENSMUSP00000124943
ENSMGAP00000002491	ENSMUSP00000034226
ENSMGAP00000008107	ENSMUSP00000049342
ENSMGAP00000016015	ENSMUSP00000063398
ENSMGAP00000005647	ENSMUSP00000078383
ENSMGAP00000000400	ENSMUSP00000034206
ENSMGAP00000014032	ENSMUSP00000000304
ENSMGAP00000015226	ENSMUSP00000044714
ENSMGAP00000004453	ENSMUSP00000104361
ENSMGAP00000005351	ENSMUSP00000099565
ENSMGAP00000008742	ENSMUSP00000027103
ENSMGAP00000004308	ENSMUSP00000026888
ENSMGAP00000006209	ENSMUSP00000028157
ENSMGAP00000000281	ENSMUSP00000088456
ENSMGAP00000019451	ENSMUSP00000029759
ENSMGAP00000008675	ENSMUSP00000048201
ENSMGAP00000008752	ENSMUSP00000029938
ENSMGAP00000014388	ENSMUSP00000118956
ENSMGAP00000015185	ENSMUSP00000037514
ENSMGAP00000012463	ENSMUSP00000052755
ENSMGAP00000011589	ENSMUSP00000022310
ENSMGAP00000007052	ENSMUSP00000042882
ENSMGAP00000014419	ENSMUSP00000107364
ENSMGAP00000017744	ENSMUSP00000022585
ENSMGAP00000006916	ENSMUSP00000130264
ENSMGAP00000005772	ENSMUSP00000022875
ENSMGAP00000003318	ENSMUSP00000059102
ENSMGAP00000018104	ENSMUSP00000051433
ENSMGAP00000012573	ENSMUSP00000018184
ENSMGAP00000009804	ENSMUSP00000041820
ENSMGAP00000005775	ENSMUSP00000078632
ENSMGAP00000018998	ENSMUSP00000107498
ENSMGAP00000012683	ENSMUSP00000068610
ENSMGAP00000004054	ENSMUSP00000042151
ENSMGAP00000002424	ENSMUSP00000028857
ENSMGAP00000008151	ENSMUSP00000105847
ENSMGAP00000012261	ENSMUSP00000035154
ENSMGAP00000008317	ENSMUSP00000033163
ENSMGAP00000010202	ENSMUSP00000034964
ENSMGAP00000000210	ENSMUSP00000124428
ENSMGAP00000011978	ENSMUSP00000081567
ENSMGAP00000011754	ENSMUSP00000106420
ENSMGAP00000001481	ENSMUSP00000083844
ENSMGAP00000000130	ENSMUSP00000029542
ENSMGAP00000005983	ENSMUSP00000035325
ENSMGAP00000019189	ENSMUSP00000025505
ENSMGAP00000004145	ENSMUSP00000026866
ENSMGAP00000013459	ENSMUSP00000021183
ENSMGAP00000009504	ENSMUSP00000056805
ENSMGAP00000018178	ENSMUSP00000050783
ENSMGAP00000014656	ENSMUSP00000092672
ENSMGAP00000011775	ENSMUSP00000119565
ENSMGAP00000016133	ENSMUSP00000136717
ENSMGAP00000004327	ENSMUSP00000010278
ENSMGAP00000007352	ENSMUSP00000128888
ENSMGAP00000012506	ENSMUSP00000048450
ENSMGAP00000011654	ENSMUSP00000024873
ENSMGAP00000018680	ENSMUSP00000065511
ENSMGAP00000010756	ENSMUSP00000092548
ENSMGAP00000011985	ENSMUSP00000016034
ENSMGAP00000001409	ENSMUSP00000029386
ENSMGAP00000014891	ENSMUSP00000110250
ENSMGAP00000006144	ENSMUSP00000110128
ENSMGAP00000001480	ENSMUSP00000048204
ENSMGAP00000008605	ENSMUSP00000136768
ENSMGAP00000008166	ENSMUSP00000055934
ENSMGAP00000003913	ENSMUSP00000018877
ENSMGAP00000007482	ENSMUSP00000035230
ENSMGAP00000008359	ENSMUSP00000027444
ENSMGAP00000008504	ENSMUSP00000045217
ENSMGAP00000001339	ENSMUSP00000036491
ENSMGAP00000009970	ENSMUSP00000022353
ENSMGAP00000013503	ENSMUSP00000031091
ENSMGAP00000015945	ENSMUSP00000072382
ENSMGAP00000000943	ENSMUSP00000036093
ENSMGAP00000008112	ENSMUSP00000029179
ENSMGAP00000008983	ENSMUSP00000006061
ENSMGAP00000001531	ENSMUSP00000020756
ENSMGAP00000013011	ENSMUSP00000070018
ENSMGAP00000007174	ENSMUSP00000006217
ENSMGAP00000010637	ENSMUSP00000029256
ENSMGAP00000008959	ENSMUSP00000048001
ENSMGAP00000003806	ENSMUSP00000036253
ENSMGAP00000006880	ENSMUSP00000033000
ENSMGAP00000010916	ENSMUSP00000078050
ENSMGAP00000014331	ENSMUSP00000029911
ENSMGAP00000019467	ENSMUSP00000025930
ENSMGAP00000006187	ENSMUSP00000000608
ENSMGAP00000004949	ENSMUSP00000055656
ENSMGAP00000010608	ENSMUSP00000026227
ENSMGAP00000008257	ENSMUSP00000090510
ENSMGAP00000013454	ENSMUSP00000045126
ENSMGAP00000011713	ENSMUSP00000116627
ENSMGAP00000015052	ENSMUSP00000004343
ENSMGAP00000003866	ENSMUSP00000002099
ENSMGAP00000016729	ENSMUSP00000028470
ENSMGAP00000002430	ENSMUSP00000019722
ENSMGAP00000008633	ENSMUSP00000051177
ENSMGAP00000006191	ENSMUSP00000110872
ENSMGAP00000009953	ENSMUSP00000129300
ENSMGAP00000001865	ENSMUSP00000083057
ENSMGAP00000002786	ENSMUSP00000097144
ENSMGAP00000006784	ENSMUSP00000080643
ENSMGAP00000013584	ENSMUSP00000125257
ENSMGAP00000006874	ENSMUSP00000053325
ENSMGAP00000005394	ENSMUSP00000059320
ENSMGAP00000016124	ENSMUSP00000034406
ENSMGAP00000000584	ENSMUSP00000115011
ENSMGAP00000014562	ENSMUSP00000016901
ENSMGAP00000001629	ENSMUSP00000090882
ENSMGAP00000003339	ENSMUSP00000021639
ENSMGAP00000015785	ENSMUSP00000026625
ENSMGAP00000016028	ENSMUSP00000069840
ENSMGAP00000005623	ENSMUSP00000059159
ENSMGAP00000000949	ENSMUSP00000010201
ENSMGAP00000012249	ENSMUSP00000029047
ENSMGAP00000009100	ENSMUSP00000010940
ENSMGAP00000012127	ENSMUSP00000106329
ENSMGAP00000014804	ENSMUSP00000075609
ENSMGAP00000010738	ENSMUSP00000024957
ENSMGAP00000008089	ENSMUSP00000028250
ENSMGAP00000004671	ENSMUSP00000130012
ENSMGAP00000013275	ENSMUSP00000064622
ENSMGAP00000008244	ENSMUSP00000031262
ENSMGAP00000014696	ENSMUSP00000113343
ENSMGAP00000010269	ENSMUSP00000048595
ENSMGAP00000009612	ENSMUSP00000099325
ENSMGAP00000015946	ENSMUSP00000033934
ENSMGAP00000010363	ENSMUSP00000128382
ENSMGAP00000010620	ENSMUSP00000024981
ENSMGAP00000002318	ENSMUSP00000087478
ENSMGAP00000004945	ENSMUSP00000132287
ENSMGAP00000016487	ENSMUSP00000059494
ENSMGAP00000006307	ENSMUSP00000036119
ENSMGAP00000006424	ENSMUSP00000092009
ENSMGAP00000018795	ENSMUSP00000049156
ENSMGAP00000016159	ENSMUSP00000032877
ENSMGAP00000014482	ENSMUSP00000028900
ENSMGAP00000015105	ENSMUSP00000125492
ENSMGAP00000014199	ENSMUSP00000068004
ENSMGAP00000003305	ENSMUSP00000106999
ENSMGAP00000003652	ENSMUSP00000019447
ENSMGAP00000012898	ENSMUSP00000003529
ENSMGAP00000006324	ENSMUSP00000036971
ENSMGAP00000006280	ENSMUSP00000054367
ENSMGAP00000014333	ENSMUSP00000029909
ENSMGAP00000016908	ENSMUSP00000022227
ENSMGAP00000000805	ENSMUSP00000036265
ENSMGAP00000006809	ENSMUSP00000028911
ENSMGAP00000007229	ENSMUSP00000087208
ENSMGAP00000002927	ENSMUSP00000034234
ENSMGAP00000004760	ENSMUSP00000114844
ENSMGAP00000013363	ENSMUSP00000043355
ENSMGAP00000016041	ENSMUSP00000022518
ENSMGAP00000000528	ENSMUSP00000009102
ENSMGAP00000005386	ENSMUSP00000043519
ENSMGAP00000008897	ENSMUSP00000007559
ENSMGAP00000011831	ENSMUSP00000070821
ENSMGAP00000002047	ENSMUSP00000003906
ENSMGAP00000005340	ENSMUSP00000043896
ENSMGAP00000014689	ENSMUSP00000019861
ENSMGAP00000013801	ENSMUSP00000067830
ENSMGAP00000004217	ENSMUSP00000019517
ENSMGAP00000013189	ENSMUSP00000021416
ENSMGAP00000011288	ENSMUSP00000099654
ENSMGAP00000008977	ENSMUSP00000095149
ENSMGAP00000009005	ENSMUSP00000032841
ENSMGAP00000015153	ENSMUSP00000137597
ENSMGAP00000008455	ENSMUSP00000099383
ENSMGAP00000003971	ENSMUSP00000034929
ENSMGAP00000008476	ENSMUSP00000024486
ENSMGAP00000014641	ENSMUSP00000114504
ENSMGAP00000015903	ENSMUSP00000022577
ENSMGAP00000006877	ENSMUSP00000029105
ENSMGAP00000010317	ENSMUSP00000035506
ENSMGAP00000009182	ENSMUSP00000029842
ENSMGAP00000012295	ENSMUSP00000033282
ENSMGAP00000015940	ENSMUSP00000067701
ENSMGAP00000013326	ENSMUSP00000045792
ENSMGAP00000011764	ENSMUSP00000049759
ENSMGAP00000016061	ENSMUSP00000065198
ENSMGAP00000008911	ENSMUSP00000030313
ENSMGAP00000010562	ENSMUSP00000070834
ENSMGAP00000008425	ENSMUSP00000108771
ENSMGAP00000000939	ENSMUSP00000028592
ENSMGAP00000013092	ENSMUSP00000048482
ENSMGAP00000015530	ENSMUSP00000059471
ENSMGAP00000014027	ENSMUSP00000051206
ENSMGAP00000011368	ENSMUSP00000022462
ENSMGAP00000004167	ENSMUSP00000099758
ENSMGAP00000014457	ENSMUSP00000103768
ENSMGAP00000000084	ENSMUSP00000046558
ENSMGAP00000011632	ENSMUSP00000036915
ENSMGAP00000008228	ENSMUSP00000017443
ENSMGAP00000002710	ENSMUSP00000069078
ENSMGAP00000004927	ENSMUSP00000001611
ENSMGAP00000013466	ENSMUSP00000120840
ENSMGAP00000014189	ENSMUSP00000138581
ENSMGAP00000005673	ENSMUSP00000071719
ENSMGAP00000010527	ENSMUSP00000025101
ENSMGAP00000015193	ENSMUSP00000110011
ENSMGAP00000018365	ENSMUSP00000029092
ENSMGAP00000014337	ENSMUSP00000112121
ENSMGAP00000008497	ENSMUSP00000018572
ENSMGAP00000003496	ENSMUSP00000051216
ENSMGAP00000005104	ENSMUSP00000082374
ENSMGAP00000005465	ENSMUSP00000024972
ENSMGAP00000012551	ENSMUSP00000027623
ENSMGAP00000012285	ENSMUSP00000059166
ENSMGAP00000004911	ENSMUSP00000034079
ENSMGAP00000004035	ENSMUSP00000021832
ENSMGAP00000001368	ENSMUSP00000008094
ENSMGAP00000005079	ENSMUSP00000081889
ENSMGAP00000002900	ENSMUSP00000110822
ENSMGAP00000012951	ENSMUSP00000134576
ENSMGAP00000007783	ENSMUSP00000017622
ENSMGAP00000009214	ENSMUSP00000015333
ENSMGAP00000008334	ENSMUSP00000072800
ENSMGAP00000005601	ENSMUSP00000131842
ENSMGAP00000018821	ENSMUSP00000046517
ENSMGAP00000014806	ENSMUSP00000125874
ENSMGAP00000012913	ENSMUSP00000091312
ENSMGAP00000000553	ENSMUSP00000043790
ENSMGAP00000005948	ENSMUSP00000134781
ENSMGAP00000003688	ENSMUSP00000043143
ENSMGAP00000001055	ENSMUSP00000116575
ENSMGAP00000011696	ENSMUSP00000114906
ENSMGAP00000000598	ENSMUSP00000036482
ENSMGAP00000005323	ENSMUSP00000138112
ENSMGAP00000013817	ENSMUSP00000125288
ENSMGAP00000001749	ENSMUSP00000038938
ENSMGAP00000005417	ENSMUSP00000030536
ENSMGAP00000015352	ENSMUSP00000061835
ENSMGAP00000016099	ENSMUSP00000063450
ENSMGAP00000008059	ENSMUSP00000032887
ENSMGAP00000013244	ENSMUSP00000022998
ENSMGAP00000013249	ENSMUSP00000115882
ENSMGAP00000004426	ENSMUSP00000088725
ENSMGAP00000008779	ENSMUSP00000034392
ENSMGAP00000008606	ENSMUSP00000032410
ENSMGAP00000008019	ENSMUSP00000117009
ENSMGAP00000008443	ENSMUSP00000045925
ENSMGAP00000011046	ENSMUSP00000107939
ENSMGAP00000015854	ENSMUSP00000037484
ENSMGAP00000005682	ENSMUSP00000097156
ENSMGAP00000014687	ENSMUSP00000042009
ENSMGAP00000005768	ENSMUSP00000038367
ENSMGAP00000011434	ENSMUSP00000024725
ENSMGAP00000014467	ENSMUSP00000062279
ENSMGAP00000009878	ENSMUSP00000050647
ENSMGAP00000019512	ENSMUSP00000023630
ENSMGAP00000007503	ENSMUSP00000038387
ENSMGAP00000001388	ENSMUSP00000035196
ENSMGAP00000003964	ENSMUSP00000099482
ENSMGAP00000014737	ENSMUSP00000001559
ENSMGAP00000003369	ENSMUSP00000062217
ENSMGAP00000008746	ENSMUSP00000045948
ENSMGAP00000003275	ENSMUSP00000030675
ENSMGAP00000008813	ENSMUSP00000043040
ENSMGAP00000007348	ENSMUSP00000127662
ENSMGAP00000015416	ENSMUSP00000023913
ENSMGAP00000011533	ENSMUSP00000109109
ENSMGAP00000011603	ENSMUSP00000020049
ENSMGAP00000013996	ENSMUSP00000017384
ENSMGAP00000004916	ENSMUSP00000038211
ENSMGAP00000007373	ENSMUSP00000120658
ENSMGAP00000004177	ENSMUSP00000027846
ENSMGAP00000007555	ENSMUSP00000043439
ENSMGAP00000008995	ENSMUSP00000104146
ENSMGAP00000008185	ENSMUSP00000104496
ENSMGAP00000003142	ENSMUSP00000108526
ENSMGAP00000008078	ENSMUSP00000099515
ENSMGAP00000015736	ENSMUSP00000040347
ENSMGAP00000001076	ENSMUSP00000129441
ENSMGAP00000003109	ENSMUSP00000047761
ENSMGAP00000007683	ENSMUSP00000023019
ENSMGAP00000018913	ENSMUSP00000132688
ENSMGAP00000008571	ENSMUSP00000056485
ENSMGAP00000017525	ENSMUSP00000033933
ENSMGAP00000014623	ENSMUSP00000034896
ENSMGAP00000014436	ENSMUSP00000095783
ENSMGAP00000014441	ENSMUSP00000048319
ENSMGAP00000001108	ENSMUSP00000020493
ENSMGAP00000000826	ENSMUSP00000047700
ENSMGAP00000011175	ENSMUSP00000074025
ENSMGAP00000011608	ENSMUSP00000087636
ENSMGAP00000015668	ENSMUSP00000027257
ENSMGAP00000019652	ENSMUSP00000103845
ENSMGAP00000014975	ENSMUSP00000054210
ENSMGAP00000001355	ENSMUSP00000103068
ENSMGAP00000003494	ENSMUSP00000048826
ENSMGAP00000010190	ENSMUSP00000039853
ENSMGAP00000009376	ENSMUSP00000024946
ENSMGAP00000012335	ENSMUSP00000095572
ENSMGAP00000006831	ENSMUSP00000050854
ENSMGAP00000004719	ENSMUSP00000031345
ENSMGAP00000017702	ENSMUSP00000028251
ENSMGAP00000010285	ENSMUSP00000026823
ENSMGAP00000012387	ENSMUSP00000136163
ENSMGAP00000011454	ENSMUSP00000024736
ENSMGAP00000014407	ENSMUSP00000046536
ENSMGAP00000012504	ENSMUSP00000072018
ENSMGAP00000002229	ENSMUSP00000087997
ENSMGAP00000010070	ENSMUSP00000062887
ENSMGAP00000000072	ENSMUSP00000021313
ENSMGAP00000015061	ENSMUSP00000027970
ENSMGAP00000014872	ENSMUSP00000043662
ENSMGAP00000014284	ENSMUSP00000019932
ENSMGAP00000008910	ENSMUSP00000003946
ENSMGAP00000012938	ENSMUSP00000126772
ENSMGAP00000010684	ENSMUSP00000054994
ENSMGAP00000007291	ENSMUSP00000109236
ENSMGAP00000007892	ENSMUSP00000028835
ENSMGAP00000000767	ENSMUSP00000022345
ENSMGAP00000000917	ENSMUSP00000069017
ENSMGAP00000018602	ENSMUSP00000001460
ENSMGAP00000019358	ENSMUSP00000027357
ENSMGAP00000000461	ENSMUSP00000023365
ENSMGAP00000009717	ENSMUSP00000045162
ENSMGAP00000018621	ENSMUSP00000102929
ENSMGAP00000018462	ENSMUSP00000027338
ENSMGAP00000015893	ENSMUSP00000022586
ENSMGAP00000003441	ENSMUSP00000001757
ENSMGAP00000005931	ENSMUSP00000031588
ENSMGAP00000015838	ENSMUSP00000097912
ENSMGAP00000005191	ENSMUSP00000048042
ENSMGAP00000007130	ENSMUSP00000066679
ENSMGAP00000000543	ENSMUSP00000083341
ENSMGAP00000017747	ENSMUSP00000018516
ENSMGAP00000015015	ENSMUSP00000022528
ENSMGAP00000008970	ENSMUSP00000031678
ENSMGAP00000002288	ENSMUSP00000018803
ENSMGAP00000014809	ENSMUSP00000076090
ENSMGAP00000008283	ENSMUSP00000033173
ENSMGAP00000006751	ENSMUSP00000061899
ENSMGAP00000006827	ENSMUSP00000099710
ENSMGAP00000015833	ENSMUSP00000022721
ENSMGAP00000011367	ENSMUSP00000024763
ENSMGAP00000010299	ENSMUSP00000030265
ENSMGAP00000003817	ENSMUSP00000034803
ENSMGAP00000010468	ENSMUSP00000031590
ENSMGAP00000017910	ENSMUSP00000119829
ENSMGAP00000014367	ENSMUSP00000103857
ENSMGAP00000008807	ENSMUSP00000055776
ENSMGAP00000015990	ENSMUSP00000038576
ENSMGAP00000002595	ENSMUSP00000049124
ENSMGAP00000006051	ENSMUSP00000102224
ENSMGAP00000012773	ENSMUSP00000034465
ENSMGAP00000006652	ENSMUSP00000104116
ENSMGAP00000004761	ENSMUSP00000096898
ENSMGAP00000008935	ENSMUSP00000002805
ENSMGAP00000009239	ENSMUSP00000094808
ENSMGAP00000008349	ENSMUSP00000052765
ENSMGAP00000016066	ENSMUSP00000048709
ENSMGAP00000011613	ENSMUSP00000044350
ENSMGAP00000012233	ENSMUSP00000037459
ENSMGAP00000000253	ENSMUSP00000030661
ENSMGAP00000013805	ENSMUSP00000120106
ENSMGAP00000011164	ENSMUSP00000089808
ENSMGAP00000009347	ENSMUSP00000034429
ENSMGAP00000012676	ENSMUSP00000034457
ENSMGAP00000012993	ENSMUSP00000043442
ENSMGAP00000005304	ENSMUSP00000132443
ENSMGAP00000001808	ENSMUSP00000042391
ENSMGAP00000000196	ENSMUSP00000030662
ENSMGAP00000012390	ENSMUSP00000023873
ENSMGAP00000001283	ENSMUSP00000097221
ENSMGAP00000011489	ENSMUSP00000084252
ENSMGAP00000001208	ENSMUSP00000108131
ENSMGAP00000009080	ENSMUSP00000100061
ENSMGAP00000008170	ENSMUSP00000006900
ENSMGAP00000018984	ENSMUSP00000091768
ENSMGAP00000012476	ENSMUSP00000126603
ENSMGAP00000009405	ENSMUSP00000053145
ENSMGAP00000004918	ENSMUSP00000092839
ENSMGAP00000003983	ENSMUSP00000062326
ENSMGAP00000015823	ENSMUSP00000022716
ENSMGAP00000015325	ENSMUSP00000109858
ENSMGAP00000008786	ENSMUSP00000034393
ENSMGAP00000004184	ENSMUSP00000021817
ENSMGAP00000010514	ENSMUSP00000070619
ENSMGAP00000007273	ENSMUSP00000020794
ENSMGAP00000014468	ENSMUSP00000070548
