ENSGALP00000006197	ENSCAFP00000014731
ENSGALP00000004357	ENSCAFP00000021519
ENSGALP00000009735	ENSCAFP00000029929
ENSGALP00000001848	ENSCAFP00000011238
ENSGALP00000024991	ENSCAFP00000002593
ENSGALP00000027997	ENSCAFP00000038846
ENSGALP00000016967	ENSCAFP00000025319
ENSGALP00000026279	ENSCAFP00000003297
ENSGALP00000033878	ENSCAFP00000015240
ENSGALP00000020915	ENSCAFP00000013548
ENSGALP00000004687	ENSCAFP00000021099
ENSGALP00000041295	ENSCAFP00000004832
ENSGALP00000013022	ENSCAFP00000002154
ENSGALP00000026380	ENSCAFP00000004830
ENSGALP00000009642	ENSCAFP00000019418
ENSGALP00000014876	ENSCAFP00000018497
ENSGALP00000005478	ENSCAFP00000023192
ENSGALP00000039623	ENSCAFP00000028668
ENSGALP00000041966	ENSCAFP00000003073
ENSGALP00000022091	ENSCAFP00000000760
ENSGALP00000022151	ENSCAFP00000024049
ENSGALP00000026384	ENSCAFP00000004836
ENSGALP00000021170	ENSCAFP00000023212
ENSGALP00000007282	ENSCAFP00000024571
ENSGALP00000017313	ENSCAFP00000011627
ENSGALP00000008505	ENSCAFP00000000734
ENSGALP00000023013	ENSCAFP00000035284
ENSGALP00000021481	ENSCAFP00000018164
ENSGALP00000042623	ENSCAFP00000037097
ENSGALP00000011223	ENSCAFP00000017690
ENSGALP00000005153	ENSCAFP00000027330
ENSGALP00000023987	ENSCAFP00000001324
ENSGALP00000027913	ENSCAFP00000035008
ENSGALP00000002546	ENSCAFP00000034622
ENSGALP00000022492	ENSCAFP00000017266
ENSGALP00000012691	ENSCAFP00000010281
ENSGALP00000017308	ENSCAFP00000039242
ENSGALP00000041343	ENSCAFP00000008522
ENSGALP00000014550	ENSCAFP00000040013
ENSGALP00000010503	ENSCAFP00000038980
ENSGALP00000042282	ENSCAFP00000000986
ENSGALP00000018044	ENSCAFP00000026168
ENSGALP00000016218	ENSCAFP00000007832
ENSGALP00000013703	ENSCAFP00000013775
ENSGALP00000001533	ENSCAFP00000029967
ENSGALP00000007144	ENSCAFP00000026626
ENSGALP00000003767	ENSCAFP00000014881
ENSGALP00000006007	ENSCAFP00000024508
ENSGALP00000010631	ENSCAFP00000010693
ENSGALP00000029406	ENSCAFP00000007215
ENSGALP00000025244	ENSCAFP00000012239
ENSGALP00000002796	ENSCAFP00000011831
ENSGALP00000005677	ENSCAFP00000027553
ENSGALP00000021877	ENSCAFP00000020874
ENSGALP00000037948	ENSCAFP00000020232
ENSGALP00000005396	ENSCAFP00000011167
ENSGALP00000008163	ENSCAFP00000004937
ENSGALP00000005900	ENSCAFP00000025563
ENSGALP00000009460	ENSCAFP00000042066
ENSGALP00000013983	ENSCAFP00000002594
ENSGALP00000026344	ENSCAFP00000004763
ENSGALP00000023677	ENSCAFP00000010216
ENSGALP00000024524	ENSCAFP00000022457
ENSGALP00000011025	ENSCAFP00000014094
ENSGALP00000005376	ENSCAFP00000038761
ENSGALP00000006890	ENSCAFP00000015816
ENSGALP00000022251	ENSCAFP00000000043
ENSGALP00000021833	ENSCAFP00000009803
ENSGALP00000005378	ENSCAFP00000030143
ENSGALP00000012474	ENSCAFP00000018245
ENSGALP00000001796	ENSCAFP00000012897
ENSGALP00000010689	ENSCAFP00000020398
ENSGALP00000027568	ENSCAFP00000010129
ENSGALP00000042448	ENSCAFP00000037454
ENSGALP00000007576	ENSCAFP00000011121
ENSGALP00000004804	ENSCAFP00000013435
ENSGALP00000023911	ENSCAFP00000030799
ENSGALP00000024744	ENSCAFP00000015072
ENSGALP00000007866	ENSCAFP00000027176
ENSGALP00000006415	ENSCAFP00000022331
ENSGALP00000013885	ENSCAFP00000019819
ENSGALP00000010875	ENSCAFP00000007470
ENSGALP00000038584	ENSCAFP00000029444
ENSGALP00000023548	ENSCAFP00000024913
ENSGALP00000001499	ENSCAFP00000016035
ENSGALP00000041155	ENSCAFP00000035313
ENSGALP00000025241	ENSCAFP00000004476
ENSGALP00000010001	ENSCAFP00000029978
ENSGALP00000011071	ENSCAFP00000017485
ENSGALP00000002778	ENSCAFP00000002481
ENSGALP00000024553	ENSCAFP00000022569
ENSGALP00000018418	ENSCAFP00000008496
ENSGALP00000007646	ENSCAFP00000028210
ENSGALP00000019765	ENSCAFP00000022412
ENSGALP00000027373	ENSCAFP00000006803
ENSGALP00000019575	ENSCAFP00000029631
ENSGALP00000018457	ENSCAFP00000022408
ENSGALP00000021117	ENSCAFP00000021091
ENSGALP00000004529	ENSCAFP00000024698
ENSGALP00000023202	ENSCAFP00000040554
ENSGALP00000029396	ENSCAFP00000016137
ENSGALP00000019333	ENSCAFP00000001374
ENSGALP00000012057	ENSCAFP00000013995
ENSGALP00000038593	ENSCAFP00000011080
ENSGALP00000013127	ENSCAFP00000015018
ENSGALP00000015675	ENSCAFP00000041174
ENSGALP00000004501	ENSCAFP00000021572
ENSGALP00000013332	ENSCAFP00000010483
ENSGALP00000043370	ENSCAFP00000009287
ENSGALP00000019400	ENSCAFP00000020826
ENSGALP00000011398	ENSCAFP00000026131
ENSGALP00000012365	ENSCAFP00000025463
ENSGALP00000002523	ENSCAFP00000013114
ENSGALP00000014036	ENSCAFP00000014081
ENSGALP00000003706	ENSCAFP00000009621
ENSGALP00000043134	ENSCAFP00000025723
ENSGALP00000032560	ENSCAFP00000008321
ENSGALP00000007207	ENSCAFP00000030784
ENSGALP00000006355	ENSCAFP00000027759
ENSGALP00000012546	ENSCAFP00000006875
ENSGALP00000026908	ENSCAFP00000002947
ENSGALP00000031013	ENSCAFP00000031145
ENSGALP00000042691	ENSCAFP00000031623
ENSGALP00000027779	ENSCAFP00000006271
ENSGALP00000041031	ENSCAFP00000010516
ENSGALP00000023110	ENSCAFP00000016909
ENSGALP00000017145	ENSCAFP00000008609
ENSGALP00000007438	ENSCAFP00000011151
ENSGALP00000015956	ENSCAFP00000018242
ENSGALP00000018600	ENSCAFP00000009589
ENSGALP00000015356	ENSCAFP00000012749
ENSGALP00000020353	ENSCAFP00000007290
ENSGALP00000003745	ENSCAFP00000013815
ENSGALP00000029076	ENSCAFP00000012129
ENSGALP00000038976	ENSCAFP00000027539
ENSGALP00000011158	ENSCAFP00000019409
ENSGALP00000011216	ENSCAFP00000026182
ENSGALP00000003367	ENSCAFP00000038313
ENSGALP00000042238	ENSCAFP00000030953
ENSGALP00000032614	ENSCAFP00000016354
ENSGALP00000000704	ENSCAFP00000029342
ENSGALP00000005605	ENSCAFP00000040815
ENSGALP00000004077	ENSCAFP00000039803
ENSGALP00000025001	ENSCAFP00000021155
ENSGALP00000027453	ENSCAFP00000006316
ENSGALP00000000541	ENSCAFP00000015686
ENSGALP00000010968	ENSCAFP00000012958
ENSGALP00000015313	ENSCAFP00000002909
ENSGALP00000012877	ENSCAFP00000004294
ENSGALP00000025845	ENSCAFP00000000926
ENSGALP00000001991	ENSCAFP00000024849
ENSGALP00000011621	ENSCAFP00000015221
ENSGALP00000005261	ENSCAFP00000022102
ENSGALP00000010200	ENSCAFP00000037398
ENSGALP00000016141	ENSCAFP00000030350
ENSGALP00000013963	ENSCAFP00000015858
ENSGALP00000042432	ENSCAFP00000026432
ENSGALP00000021023	ENSCAFP00000027933
ENSGALP00000028267	ENSCAFP00000014333
ENSGALP00000008770	ENSCAFP00000026789
ENSGALP00000020476	ENSCAFP00000002519
ENSGALP00000022899	ENSCAFP00000010872
ENSGALP00000023788	ENSCAFP00000014717
ENSGALP00000012024	ENSCAFP00000031437
ENSGALP00000007724	ENSCAFP00000011595
ENSGALP00000001721	ENSCAFP00000028124
ENSGALP00000021929	ENSCAFP00000033848
ENSGALP00000012919	ENSCAFP00000037756
ENSGALP00000014324	ENSCAFP00000005332
ENSGALP00000013467	ENSCAFP00000006303
ENSGALP00000011907	ENSCAFP00000011564
ENSGALP00000022966	ENSCAFP00000017371
ENSGALP00000014193	ENSCAFP00000008093
ENSGALP00000000331	ENSCAFP00000010985
ENSGALP00000006477	ENSCAFP00000022304
ENSGALP00000027765	ENSCAFP00000036550
ENSGALP00000042887	ENSCAFP00000019190
ENSGALP00000022871	ENSCAFP00000001298
ENSGALP00000003001	ENSCAFP00000025018
ENSGALP00000027213	ENSCAFP00000041331
ENSGALP00000027603	ENSCAFP00000010600
ENSGALP00000003621	ENSCAFP00000034564
ENSGALP00000003681	ENSCAFP00000016776
ENSGALP00000003325	ENSCAFP00000015575
ENSGALP00000041232	ENSCAFP00000040750
ENSGALP00000014899	ENSCAFP00000016457
ENSGALP00000026439	ENSCAFP00000035591
ENSGALP00000016419	ENSCAFP00000005649
ENSGALP00000002036	ENSCAFP00000039641
ENSGALP00000006184	ENSCAFP00000015212
ENSGALP00000026357	ENSCAFP00000001424
ENSGALP00000018232	ENSCAFP00000013223
ENSGALP00000016059	ENSCAFP00000002393
ENSGALP00000012793	ENSCAFP00000025667
ENSGALP00000012684	ENSCAFP00000007006
ENSGALP00000027468	ENSCAFP00000008939
ENSGALP00000015845	ENSCAFP00000038303
ENSGALP00000015204	ENSCAFP00000028891
ENSGALP00000041945	ENSCAFP00000023448
ENSGALP00000016708	ENSCAFP00000009719
ENSGALP00000007558	ENSCAFP00000027347
ENSGALP00000037470	ENSCAFP00000011471
ENSGALP00000042943	ENSCAFP00000015848
ENSGALP00000000096	ENSCAFP00000006900
ENSGALP00000024093	ENSCAFP00000016589
ENSGALP00000018900	ENSCAFP00000027074
ENSGALP00000038992	ENSCAFP00000019550
ENSGALP00000030714	ENSCAFP00000021998
ENSGALP00000042900	ENSCAFP00000008305
ENSGALP00000007026	ENSCAFP00000026710
ENSGALP00000024927	ENSCAFP00000005167
ENSGALP00000023743	ENSCAFP00000010974
ENSGALP00000042324	ENSCAFP00000000965
ENSGALP00000014153	ENSCAFP00000008130
ENSGALP00000009035	ENSCAFP00000038873
ENSGALP00000001795	ENSCAFP00000012839
ENSGALP00000003796	ENSCAFP00000042005
ENSGALP00000023937	ENSCAFP00000040896
ENSGALP00000021124	ENSCAFP00000000614
ENSGALP00000027624	ENSCAFP00000010744
ENSGALP00000001149	ENSCAFP00000018460
ENSGALP00000038757	ENSCAFP00000029539
ENSGALP00000015294	ENSCAFP00000037159
ENSGALP00000018441	ENSCAFP00000022691
ENSGALP00000041944	ENSCAFP00000025179
ENSGALP00000008496	ENSCAFP00000029007
ENSGALP00000026201	ENSCAFP00000003575
ENSGALP00000042023	ENSCAFP00000018953
ENSGALP00000007709	ENSCAFP00000027275
ENSGALP00000016401	ENSCAFP00000020143
ENSGALP00000013421	ENSCAFP00000013154
ENSGALP00000022439	ENSCAFP00000027812
ENSGALP00000010956	ENSCAFP00000016887
ENSGALP00000011060	ENSCAFP00000038062
ENSGALP00000005534	ENSCAFP00000024982
ENSGALP00000008908	ENSCAFP00000025675
ENSGALP00000027387	ENSCAFP00000006740
ENSGALP00000009814	ENSCAFP00000019223
ENSGALP00000013340	ENSCAFP00000013689
ENSGALP00000041735	ENSCAFP00000030083
ENSGALP00000010667	ENSCAFP00000018957
ENSGALP00000021244	ENSCAFP00000023745
ENSGALP00000027459	ENSCAFP00000008910
ENSGALP00000023376	ENSCAFP00000022578
ENSGALP00000018713	ENSCAFP00000006596
ENSGALP00000027656	ENSCAFP00000021138
ENSGALP00000002706	ENSCAFP00000039884
ENSGALP00000043432	ENSCAFP00000040219
ENSGALP00000010641	ENSCAFP00000008162
ENSGALP00000019755	ENSCAFP00000010960
ENSGALP00000016220	ENSCAFP00000019411
ENSGALP00000019890	ENSCAFP00000007473
ENSGALP00000026373	ENSCAFP00000019552
ENSGALP00000041214	ENSCAFP00000038760
ENSGALP00000018307	ENSCAFP00000008793
ENSGALP00000007678	ENSCAFP00000027277
ENSGALP00000025447	ENSCAFP00000042435
ENSGALP00000000579	ENSCAFP00000022930
ENSGALP00000013826	ENSCAFP00000013817
ENSGALP00000005650	ENSCAFP00000014289
ENSGALP00000002388	ENSCAFP00000039312
ENSGALP00000010374	ENSCAFP00000038472
ENSGALP00000020495	ENSCAFP00000002556
ENSGALP00000024213	ENSCAFP00000005832
ENSGALP00000007747	ENSCAFP00000016747
ENSGALP00000016162	ENSCAFP00000003642
ENSGALP00000024598	ENSCAFP00000013578
ENSGALP00000009272	ENSCAFP00000035023
ENSGALP00000019401	ENSCAFP00000022999
ENSGALP00000008930	ENSCAFP00000025662
ENSGALP00000003039	ENSCAFP00000019881
ENSGALP00000004058	ENSCAFP00000014428
ENSGALP00000033172	ENSCAFP00000028814
ENSGALP00000019018	ENSCAFP00000007016
ENSGALP00000022212	ENSCAFP00000018881
ENSGALP00000038839	ENSCAFP00000014645
ENSGALP00000020938	ENSCAFP00000013587
ENSGALP00000042812	ENSCAFP00000022719
ENSGALP00000010530	ENSCAFP00000007799
ENSGALP00000010328	ENSCAFP00000019204
ENSGALP00000019737	ENSCAFP00000007283
ENSGALP00000009858	ENSCAFP00000029458
ENSGALP00000015703	ENSCAFP00000003077
ENSGALP00000042901	ENSCAFP00000037130
ENSGALP00000006262	ENSCAFP00000025976
ENSGALP00000003710	ENSCAFP00000000297
ENSGALP00000023242	ENSCAFP00000041282
ENSGALP00000000998	ENSCAFP00000025740
ENSGALP00000009040	ENSCAFP00000035221
ENSGALP00000005314	ENSCAFP00000022335
ENSGALP00000019786	ENSCAFP00000011154
ENSGALP00000037426	ENSCAFP00000042083
ENSGALP00000007017	ENSCAFP00000021281
ENSGALP00000017454	ENSCAFP00000015937
ENSGALP00000020618	ENSCAFP00000000011
ENSGALP00000004900	ENSCAFP00000022173
ENSGALP00000025433	ENSCAFP00000039337
ENSGALP00000003906	ENSCAFP00000026272
ENSGALP00000002890	ENSCAFP00000002503
ENSGALP00000027722	ENSCAFP00000022291
ENSGALP00000011093	ENSCAFP00000026787
ENSGALP00000026404	ENSCAFP00000001361
ENSGALP00000011548	ENSCAFP00000022225
ENSGALP00000016517	ENSCAFP00000005864
ENSGALP00000010797	ENSCAFP00000031654
ENSGALP00000014189	ENSCAFP00000006858
ENSGALP00000022263	ENSCAFP00000000044
ENSGALP00000025099	ENSCAFP00000021470
ENSGALP00000017703	ENSCAFP00000017454
ENSGALP00000026607	ENSCAFP00000006928
ENSGALP00000024339	ENSCAFP00000040529
ENSGALP00000042898	ENSCAFP00000040404
ENSGALP00000008967	ENSCAFP00000028774
ENSGALP00000018366	ENSCAFP00000008705
ENSGALP00000022683	ENSCAFP00000041099
ENSGALP00000000429	ENSCAFP00000037514
ENSGALP00000029711	ENSCAFP00000014718
ENSGALP00000008947	ENSCAFP00000029790
ENSGALP00000003530	ENSCAFP00000015126
ENSGALP00000005130	ENSCAFP00000040380
ENSGALP00000041885	ENSCAFP00000026687
ENSGALP00000015187	ENSCAFP00000017806
ENSGALP00000023119	ENSCAFP00000037823
ENSGALP00000036456	ENSCAFP00000032820
ENSGALP00000031537	ENSCAFP00000003278
ENSGALP00000041438	ENSCAFP00000036557
ENSGALP00000009081	ENSCAFP00000021990
ENSGALP00000025844	ENSCAFP00000014778
ENSGALP00000016958	ENSCAFP00000002700
ENSGALP00000042940	ENSCAFP00000032147
ENSGALP00000007969	ENSCAFP00000040069
ENSGALP00000041850	ENSCAFP00000040730
ENSGALP00000004830	ENSCAFP00000022945
ENSGALP00000009657	ENSCAFP00000022714
ENSGALP00000010002	ENSCAFP00000029382
ENSGALP00000010136	ENSCAFP00000019175
ENSGALP00000005427	ENSCAFP00000027197
ENSGALP00000027112	ENSCAFP00000009546
ENSGALP00000042758	ENSCAFP00000026029
ENSGALP00000006683	ENSCAFP00000001109
ENSGALP00000000178	ENSCAFP00000029329
ENSGALP00000018565	ENSCAFP00000036776
ENSGALP00000036277	ENSCAFP00000003866
ENSGALP00000025400	ENSCAFP00000004605
ENSGALP00000025431	ENSCAFP00000004584
ENSGALP00000009902	ENSCAFP00000039300
ENSGALP00000000556	ENSCAFP00000013552
ENSGALP00000016989	ENSCAFP00000006251
ENSGALP00000013773	ENSCAFP00000013770
ENSGALP00000027009	ENSCAFP00000003334
ENSGALP00000014434	ENSCAFP00000016940
ENSGALP00000026777	ENSCAFP00000012195
ENSGALP00000016195	ENSCAFP00000011400
ENSGALP00000012282	ENSCAFP00000013310
ENSGALP00000012529	ENSCAFP00000041497
ENSGALP00000017888	ENSCAFP00000027599
ENSGALP00000020586	ENSCAFP00000039374
ENSGALP00000037629	ENSCAFP00000038785
ENSGALP00000042078	ENSCAFP00000036741
ENSGALP00000003086	ENSCAFP00000029096
ENSGALP00000018470	ENSCAFP00000022319
ENSGALP00000036972	ENSCAFP00000008681
ENSGALP00000019738	ENSCAFP00000022458
ENSGALP00000015464	ENSCAFP00000034898
ENSGALP00000021954	ENSCAFP00000002517
ENSGALP00000009918	ENSCAFP00000013550
ENSGALP00000001281	ENSCAFP00000035984
ENSGALP00000011462	ENSCAFP00000019228
ENSGALP00000024677	ENSCAFP00000005564
ENSGALP00000000975	ENSCAFP00000030037
ENSGALP00000015925	ENSCAFP00000012391
ENSGALP00000030558	ENSCAFP00000003664
ENSGALP00000009476	ENSCAFP00000006181
ENSGALP00000014982	ENSCAFP00000008901
ENSGALP00000004248	ENSCAFP00000021605
ENSGALP00000008094	ENSCAFP00000019417
ENSGALP00000037428	ENSCAFP00000021942
ENSGALP00000004902	ENSCAFP00000027718
ENSGALP00000012650	ENSCAFP00000033001
ENSGALP00000042951	ENSCAFP00000031822
ENSGALP00000035711	ENSCAFP00000006809
ENSGALP00000020822	ENSCAFP00000014088
ENSGALP00000007973	ENSCAFP00000016436
ENSGALP00000027307	ENSCAFP00000039916
ENSGALP00000009122	ENSCAFP00000017544
ENSGALP00000001986	ENSCAFP00000014990
ENSGALP00000005592	ENSCAFP00000017205
ENSGALP00000014674	ENSCAFP00000005176
ENSGALP00000041333	ENSCAFP00000024729
ENSGALP00000019574	ENSCAFP00000022874
ENSGALP00000026444	ENSCAFP00000005025
ENSGALP00000011329	ENSCAFP00000026170
ENSGALP00000038457	ENSCAFP00000021593
ENSGALP00000007445	ENSCAFP00000026745
ENSGALP00000027298	ENSCAFP00000007554
ENSGALP00000016732	ENSCAFP00000002836
ENSGALP00000010514	ENSCAFP00000020604
ENSGALP00000016389	ENSCAFP00000007259
ENSGALP00000013474	ENSCAFP00000013469
ENSGALP00000022375	ENSCAFP00000000413
ENSGALP00000024966	ENSCAFP00000005153
ENSGALP00000011488	ENSCAFP00000015297
ENSGALP00000013394	ENSCAFP00000017879
ENSGALP00000027524	ENSCAFP00000009557
ENSGALP00000006245	ENSCAFP00000018778
ENSGALP00000003281	ENSCAFP00000029432
ENSGALP00000031205	ENSCAFP00000017428
ENSGALP00000007361	ENSCAFP00000028577
ENSGALP00000039394	ENSCAFP00000041465
ENSGALP00000024081	ENSCAFP00000031245
ENSGALP00000020525	ENSCAFP00000039857
ENSGALP00000015355	ENSCAFP00000020048
ENSGALP00000027663	ENSCAFP00000021424
ENSGALP00000018615	ENSCAFP00000008207
ENSGALP00000035861	ENSCAFP00000012486
ENSGALP00000041834	ENSCAFP00000018094
ENSGALP00000043402	ENSCAFP00000018719
ENSGALP00000043086	ENSCAFP00000012568
ENSGALP00000040928	ENSCAFP00000000674
ENSGALP00000005089	ENSCAFP00000029747
ENSGALP00000018065	ENSCAFP00000017857
ENSGALP00000019790	ENSCAFP00000007358
ENSGALP00000034981	ENSCAFP00000008389
ENSGALP00000006730	ENSCAFP00000018330
ENSGALP00000001293	ENSCAFP00000018073
ENSGALP00000039399	ENSCAFP00000014937
ENSGALP00000016829	ENSCAFP00000002749
ENSGALP00000003374	ENSCAFP00000009144
ENSGALP00000011595	ENSCAFP00000010711
ENSGALP00000022139	ENSCAFP00000015331
ENSGALP00000010323	ENSCAFP00000041708
ENSGALP00000042968	ENSCAFP00000041802
ENSGALP00000004093	ENSCAFP00000016640
ENSGALP00000029681	ENSCAFP00000019259
ENSGALP00000033603	ENSCAFP00000041173
ENSGALP00000024148	ENSCAFP00000011796
ENSGALP00000027285	ENSCAFP00000040721
ENSGALP00000000927	ENSCAFP00000030065
ENSGALP00000005298	ENSCAFP00000037049
ENSGALP00000007450	ENSCAFP00000003335
ENSGALP00000013608	ENSCAFP00000008290
ENSGALP00000019903	ENSCAFP00000039351
ENSGALP00000001479	ENSCAFP00000018772
ENSGALP00000006065	ENSCAFP00000014844
ENSGALP00000005624	ENSCAFP00000013239
ENSGALP00000024997	ENSCAFP00000035155
ENSGALP00000040877	ENSCAFP00000010817
ENSGALP00000016413	ENSCAFP00000007190
ENSGALP00000010874	ENSCAFP00000026884
ENSGALP00000003770	ENSCAFP00000011552
ENSGALP00000011896	ENSCAFP00000034252
ENSGALP00000042140	ENSCAFP00000022506
ENSGALP00000019856	ENSCAFP00000007437
ENSGALP00000004982	ENSCAFP00000021428
ENSGALP00000003938	ENSCAFP00000015535
ENSGALP00000037382	ENSCAFP00000002119
ENSGALP00000042470	ENSCAFP00000002653
ENSGALP00000018186	ENSCAFP00000008985
ENSGALP00000021904	ENSCAFP00000041607
ENSGALP00000020045	ENSCAFP00000021013
ENSGALP00000021403	ENSCAFP00000037606
ENSGALP00000005290	ENSCAFP00000002953
ENSGALP00000012527	ENSCAFP00000025509
ENSGALP00000003760	ENSCAFP00000003243
ENSGALP00000010744	ENSCAFP00000007977
ENSGALP00000039556	ENSCAFP00000016941
ENSGALP00000022600	ENSCAFP00000002941
ENSGALP00000027345	ENSCAFP00000007174
ENSGALP00000024546	ENSCAFP00000013507
ENSGALP00000023930	ENSCAFP00000040825
ENSGALP00000013733	ENSCAFP00000037732
ENSGALP00000023888	ENSCAFP00000040759
ENSGALP00000015546	ENSCAFP00000018638
ENSGALP00000030336	ENSCAFP00000015314
ENSGALP00000041503	ENSCAFP00000026815
ENSGALP00000016605	ENSCAFP00000006891
ENSGALP00000020693	ENSCAFP00000002828
ENSGALP00000016440	ENSCAFP00000020228
ENSGALP00000001995	ENSCAFP00000022415
ENSGALP00000023269	ENSCAFP00000042091
ENSGALP00000023447	ENSCAFP00000021292
ENSGALP00000006338	ENSCAFP00000019462
ENSGALP00000038611	ENSCAFP00000008203
ENSGALP00000041515	ENSCAFP00000019511
ENSGALP00000033089	ENSCAFP00000018556
ENSGALP00000037366	ENSCAFP00000028092
ENSGALP00000022692	ENSCAFP00000007146
ENSGALP00000042332	ENSCAFP00000017617
ENSGALP00000042922	ENSCAFP00000036497
ENSGALP00000003617	ENSCAFP00000036029
ENSGALP00000009172	ENSCAFP00000029502
ENSGALP00000023848	ENSCAFP00000027157
ENSGALP00000019277	ENSCAFP00000023219
ENSGALP00000034255	ENSCAFP00000039216
ENSGALP00000043041	ENSCAFP00000000878
ENSGALP00000040666	ENSCAFP00000016270
ENSGALP00000021588	ENSCAFP00000024609
ENSGALP00000017459	ENSCAFP00000028135
ENSGALP00000022218	ENSCAFP00000018938
ENSGALP00000016593	ENSCAFP00000006938
ENSGALP00000022882	ENSCAFP00000022267
ENSGALP00000031931	ENSCAFP00000024846
ENSGALP00000006013	ENSCAFP00000016657
ENSGALP00000006056	ENSCAFP00000012409
ENSGALP00000041995	ENSCAFP00000036245
ENSGALP00000007493	ENSCAFP00000022189
ENSGALP00000016363	ENSCAFP00000022117
ENSGALP00000004094	ENSCAFP00000009852
ENSGALP00000022400	ENSCAFP00000000400
ENSGALP00000010416	ENSCAFP00000006712
ENSGALP00000001246	ENSCAFP00000016293
ENSGALP00000038350	ENSCAFP00000029658
ENSGALP00000015013	ENSCAFP00000028600
ENSGALP00000008995	ENSCAFP00000017264
ENSGALP00000001292	ENSCAFP00000012478
ENSGALP00000021905	ENSCAFP00000003700
ENSGALP00000018548	ENSCAFP00000021936
ENSGALP00000022055	ENSCAFP00000003687
ENSGALP00000002634	ENSCAFP00000022902
ENSGALP00000036895	ENSCAFP00000011630
ENSGALP00000017409	ENSCAFP00000023234
ENSGALP00000009138	ENSCAFP00000017552
ENSGALP00000001107	ENSCAFP00000024839
ENSGALP00000032142	ENSCAFP00000004546
ENSGALP00000005078	ENSCAFP00000027538
ENSGALP00000004079	ENSCAFP00000003053
ENSGALP00000000338	ENSCAFP00000010190
ENSGALP00000012786	ENSCAFP00000020627
ENSGALP00000009649	ENSCAFP00000031354
ENSGALP00000026693	ENSCAFP00000017455
ENSGALP00000023862	ENSCAFP00000015725
ENSGALP00000027538	ENSCAFP00000009855
ENSGALP00000004171	ENSCAFP00000028623
ENSGALP00000006929	ENSCAFP00000013576
ENSGALP00000035713	ENSCAFP00000006872
ENSGALP00000011222	ENSCAFP00000017654
ENSGALP00000007254	ENSCAFP00000029671
ENSGALP00000007125	ENSCAFP00000037326
ENSGALP00000040983	ENSCAFP00000037694
ENSGALP00000039522	ENSCAFP00000020568
ENSGALP00000013392	ENSCAFP00000017832
ENSGALP00000020863	ENSCAFP00000013892
ENSGALP00000008538	ENSCAFP00000000752
ENSGALP00000002096	ENSCAFP00000042219
ENSGALP00000001298	ENSCAFP00000012492
ENSGALP00000022598	ENSCAFP00000007151
ENSGALP00000011996	ENSCAFP00000037826
ENSGALP00000008325	ENSCAFP00000024216
ENSGALP00000015973	ENSCAFP00000018088
ENSGALP00000035386	ENSCAFP00000009637
ENSGALP00000041568	ENSCAFP00000012948
ENSGALP00000009253	ENSCAFP00000026936
ENSGALP00000032268	ENSCAFP00000030259
ENSGALP00000043358	ENSCAFP00000028439
ENSGALP00000025051	ENSCAFP00000011353
ENSGALP00000024462	ENSCAFP00000034555
ENSGALP00000016986	ENSCAFP00000006260
ENSGALP00000008999	ENSCAFP00000028745
ENSGALP00000024986	ENSCAFP00000010951
ENSGALP00000033928	ENSCAFP00000026052
ENSGALP00000011393	ENSCAFP00000025607
ENSGALP00000007924	ENSCAFP00000010894
ENSGALP00000024386	ENSCAFP00000002645
ENSGALP00000027994	ENSCAFP00000005474
ENSGALP00000008887	ENSCAFP00000025677
ENSGALP00000018079	ENSCAFP00000017810
ENSGALP00000008764	ENSCAFP00000028799
ENSGALP00000014820	ENSCAFP00000024222
ENSGALP00000013349	ENSCAFP00000042791
ENSGALP00000012396	ENSCAFP00000025140
ENSGALP00000006757	ENSCAFP00000024177
ENSGALP00000017923	ENSCAFP00000017063
ENSGALP00000016843	ENSCAFP00000002745
ENSGALP00000019948	ENSCAFP00000020900
ENSGALP00000020427	ENSCAFP00000002199
ENSGALP00000021251	ENSCAFP00000023819
ENSGALP00000037976	ENSCAFP00000010634
ENSGALP00000009132	ENSCAFP00000027524
ENSGALP00000022395	ENSCAFP00000000401
