ENSCAFP00000018255	ENSP00000371994
ENSCAFP00000017613	ENSP00000268138
ENSCAFP00000028816	ENSP00000270708
ENSCAFP00000005518	ENSP00000274031
ENSCAFP00000023646	ENSP00000260453
ENSCAFP00000024549	ENSP00000261520
ENSCAFP00000023176	ENSP00000340220
ENSCAFP00000005201	ENSP00000309772
ENSCAFP00000020561	ENSP00000385080
ENSCAFP00000017594	ENSP00000300213
ENSCAFP00000003826	ENSP00000238892
ENSCAFP00000024343	ENSP00000366434
ENSCAFP00000021422	ENSP00000348527
ENSCAFP00000021844	ENSP00000422168
ENSCAFP00000001917	ENSP00000216160
ENSCAFP00000017512	ENSP00000312458
ENSCAFP00000037830	ENSP00000359691
ENSCAFP00000020258	ENSP00000287859
ENSCAFP00000026923	ENSP00000221480
ENSCAFP00000028962	ENSP00000204679
ENSCAFP00000001495	ENSP00000351157
ENSCAFP00000009746	ENSP00000308733
ENSCAFP00000009732	ENSP00000299427
ENSCAFP00000009478	ENSP00000328854
ENSCAFP00000029123	ENSP00000199706
ENSCAFP00000039873	ENSP00000345528
ENSCAFP00000028885	ENSP00000215375
ENSCAFP00000024315	ENSP00000365756
ENSCAFP00000005995	ENSP00000347748
ENSCAFP00000026934	ENSP00000472305
ENSCAFP00000007080	ENSP00000315870
ENSCAFP00000001246	ENSP00000370568
ENSCAFP00000038375	ENSP00000385478
ENSCAFP00000017124	ENSP00000354911
ENSCAFP00000014641	ENSP00000376505
ENSCAFP00000035821	ENSP00000454021
ENSCAFP00000016512	ENSP00000333001
ENSCAFP00000018771	ENSP00000356982
ENSCAFP00000016455	ENSP00000342322
ENSCAFP00000012392	ENSP00000363043
ENSCAFP00000001666	ENSP00000355672
ENSCAFP00000002064	ENSP00000347322
ENSCAFP00000021321	ENSP00000415662
ENSCAFP00000002247	ENSP00000216185
ENSCAFP00000000989	ENSP00000364498
ENSCAFP00000039325	ENSP00000331258
ENSCAFP00000016936	ENSP00000352447
ENSCAFP00000041516	ENSP00000274054
ENSCAFP00000014354	ENSP00000341657
ENSCAFP00000025916	ENSP00000286317
ENSCAFP00000040231	ENSP00000461749
ENSCAFP00000024090	ENSP00000300658
ENSCAFP00000015805	ENSP00000309572
ENSCAFP00000010175	ENSP00000301159
ENSCAFP00000040844	ENSP00000358272
ENSCAFP00000016894	ENSP00000317376
ENSCAFP00000013806	ENSP00000427882
ENSCAFP00000023783	ENSP00000364938
ENSCAFP00000013919	ENSP00000418823
ENSCAFP00000023275	ENSP00000351284
ENSCAFP00000012252	ENSP00000290536
ENSCAFP00000006415	ENSP00000257663
ENSCAFP00000039737	ENSP00000356001
ENSCAFP00000038196	ENSP00000374399
ENSCAFP00000023032	ENSP00000218224
ENSCAFP00000038959	ENSP00000262765
ENSCAFP00000005308	ENSP00000223273
ENSCAFP00000025105	ENSP00000256319
ENSCAFP00000019430	ENSP00000307181
ENSCAFP00000027288	ENSP00000462963
ENSCAFP00000012685	ENSP00000282185
ENSCAFP00000002725	ENSP00000297203
ENSCAFP00000008760	ENSP00000378166
ENSCAFP00000028800	ENSP00000360576
ENSCAFP00000030595	ENSP00000356489
ENSCAFP00000029530	ENSP00000457408
ENSCAFP00000003717	ENSP00000397035
ENSCAFP00000017968	ENSP00000395706
ENSCAFP00000022686	ENSP00000356828
ENSCAFP00000029426	ENSP00000301019
ENSCAFP00000011636	ENSP00000389903
ENSCAFP00000017969	ENSP00000382341
ENSCAFP00000018662	ENSP00000385357
ENSCAFP00000023143	ENSP00000372120
ENSCAFP00000000304	ENSP00000368931
ENSCAFP00000000609	ENSP00000384537
ENSCAFP00000027426	ENSP00000281623
ENSCAFP00000027152	ENSP00000370812
ENSCAFP00000004883	ENSP00000288466
ENSCAFP00000016575	ENSP00000334564
ENSCAFP00000014579	ENSP00000359170
ENSCAFP00000006871	ENSP00000350467
ENSCAFP00000027897	ENSP00000360270
ENSCAFP00000011261	ENSP00000409964
ENSCAFP00000042508	ENSP00000363191
ENSCAFP00000017994	ENSP00000319179
ENSCAFP00000028679	ENSP00000277540
ENSCAFP00000015700	ENSP00000350353
ENSCAFP00000036818	ENSP00000361186
ENSCAFP00000010119	ENSP00000258439
ENSCAFP00000032909	ENSP00000416290
ENSCAFP00000023946	ENSP00000215565
ENSCAFP00000028839	ENSP00000367454
ENSCAFP00000035911	ENSP00000333948
ENSCAFP00000002172	ENSP00000475943
ENSCAFP00000006917	ENSP00000416515
ENSCAFP00000029095	ENSP00000325612
ENSCAFP00000027931	ENSP00000381553
ENSCAFP00000021778	ENSP00000307288
ENSCAFP00000014643	ENSP00000425040
ENSCAFP00000041134	ENSP00000289388
ENSCAFP00000025638	ENSP00000240316
ENSCAFP00000004110	ENSP00000342576
ENSCAFP00000013446	ENSP00000396976
ENSCAFP00000008581	ENSP00000319914
ENSCAFP00000037985	ENSP00000365486
ENSCAFP00000001261	ENSP00000416289
ENSCAFP00000004200	ENSP00000477141
ENSCAFP00000009343	ENSP00000396225
ENSCAFP00000007255	ENSP00000431605
ENSCAFP00000001439	ENSP00000255784
ENSCAFP00000002200	ENSP00000347206
ENSCAFP00000006982	ENSP00000260643
ENSCAFP00000025829	ENSP00000357674
ENSCAFP00000043011	ENSP00000363384
ENSCAFP00000025928	ENSP00000388431
ENSCAFP00000003559	ENSP00000342499
ENSCAFP00000013547	ENSP00000335463
ENSCAFP00000016895	ENSP00000226796
ENSCAFP00000019785	ENSP00000263795
ENSCAFP00000030453	ENSP00000333097
ENSCAFP00000037405	ENSP00000364683
ENSCAFP00000020434	ENSP00000356590
ENSCAFP00000022810	ENSP00000220478
ENSCAFP00000025572	ENSP00000377176
ENSCAFP00000018159	ENSP00000438863
ENSCAFP00000021959	ENSP00000469468
ENSCAFP00000027348	ENSP00000454565
ENSCAFP00000037123	ENSP00000314776
ENSCAFP00000004843	ENSP00000307004
ENSCAFP00000033308	ENSP00000383059
ENSCAFP00000004126	ENSP00000358956
ENSCAFP00000003103	ENSP00000258457
ENSCAFP00000009728	ENSP00000299424
ENSCAFP00000036092	ENSP00000332613
ENSCAFP00000028671	ENSP00000288774
ENSCAFP00000019537	ENSP00000368808
ENSCAFP00000035856	ENSP00000313877
ENSCAFP00000040159	ENSP00000367049
ENSCAFP00000018609	ENSP00000357882
ENSCAFP00000015033	ENSP00000386126
ENSCAFP00000008421	ENSP00000314606
ENSCAFP00000016812	ENSP00000412237
ENSCAFP00000016182	ENSP00000381047
ENSCAFP00000002372	ENSP00000387426
ENSCAFP00000010820	ENSP00000304941
ENSCAFP00000019466	ENSP00000383145
ENSCAFP00000039745	ENSP00000225519
ENSCAFP00000033175	ENSP00000282276
ENSCAFP00000010762	ENSP00000263341
ENSCAFP00000025935	ENSP00000369099
ENSCAFP00000002333	ENSP00000339353
ENSCAFP00000011492	ENSP00000316740
ENSCAFP00000029070	ENSP00000251289
ENSCAFP00000013596	ENSP00000348593
ENSCAFP00000026135	ENSP00000334308
ENSCAFP00000027050	ENSP00000382091
ENSCAFP00000039317	ENSP00000306070
ENSCAFP00000021993	ENSP00000372335
ENSCAFP00000015270	ENSP00000350098
ENSCAFP00000011063	ENSP00000386385
ENSCAFP00000029204	ENSP00000344503
ENSCAFP00000028906	ENSP00000454945
ENSCAFP00000003220	ENSP00000321106
ENSCAFP00000021822	ENSP00000252137
ENSCAFP00000001705	ENSP00000364382
ENSCAFP00000028351	ENSP00000315693
ENSCAFP00000000955	ENSP00000297581
ENSCAFP00000016445	ENSP00000358316
ENSCAFP00000026672	ENSP00000399863
ENSCAFP00000018622	ENSP00000307640
ENSCAFP00000007301	ENSP00000386302
ENSCAFP00000000905	ENSP00000364782
ENSCAFP00000017261	ENSP00000381213
ENSCAFP00000009697	ENSP00000387185
ENSCAFP00000014595	ENSP00000359149
ENSCAFP00000008213	ENSP00000418348
ENSCAFP00000004866	ENSP00000362146
ENSCAFP00000042087	ENSP00000281950
ENSCAFP00000004531	ENSP00000358595
ENSCAFP00000028835	ENSP00000403536
ENSCAFP00000019262	ENSP00000215912
ENSCAFP00000017438	ENSP00000394051
ENSCAFP00000002825	ENSP00000410818
ENSCAFP00000035222	ENSP00000380793
ENSCAFP00000035003	ENSP00000297632
ENSCAFP00000007391	ENSP00000324292
ENSCAFP00000021550	ENSP00000421922
ENSCAFP00000012562	ENSP00000219281
ENSCAFP00000006053	ENSP00000232744
ENSCAFP00000017101	ENSP00000386134
ENSCAFP00000029608	ENSP00000277458
ENSCAFP00000032663	ENSP00000367173
ENSCAFP00000037360	ENSP00000256722
ENSCAFP00000040748	ENSP00000276571
ENSCAFP00000000997	ENSP00000305664
ENSCAFP00000015621	ENSP00000231749
ENSCAFP00000008445	ENSP00000298717
ENSCAFP00000012008	ENSP00000312599
ENSCAFP00000034072	ENSP00000436152
ENSCAFP00000039145	ENSP00000391549
ENSCAFP00000025380	ENSP00000450909
ENSCAFP00000005751	ENSP00000373073
ENSCAFP00000042285	ENSP00000356389
ENSCAFP00000004535	ENSP00000336940
ENSCAFP00000033149	ENSP00000301021
ENSCAFP00000039134	ENSP00000356470
ENSCAFP00000022809	ENSP00000218056
ENSCAFP00000016185	ENSP00000418803
ENSCAFP00000015776	ENSP00000373827
ENSCAFP00000008104	ENSP00000372445
ENSCAFP00000002694	ENSP00000420514
ENSCAFP00000000480	ENSP00000261234
ENSCAFP00000023856	ENSP00000224600
ENSCAFP00000021761	ENSP00000256441
ENSCAFP00000018708	ENSP00000359518
ENSCAFP00000025641	ENSP00000262753
ENSCAFP00000006173	ENSP00000366032
ENSCAFP00000028964	ENSP00000007390
ENSCAFP00000032477	ENSP00000473172
ENSCAFP00000023024	ENSP00000254742
ENSCAFP00000037164	ENSP00000237455
ENSCAFP00000003351	ENSP00000379839
ENSCAFP00000018187	ENSP00000355944
ENSCAFP00000008154	ENSP00000339918
ENSCAFP00000030400	ENSP00000285947
ENSCAFP00000014674	ENSP00000314733
ENSCAFP00000024107	ENSP00000385597
ENSCAFP00000016383	ENSP00000260372
ENSCAFP00000017742	ENSP00000346453
ENSCAFP00000015890	ENSP00000355900
ENSCAFP00000028672	ENSP00000298585
ENSCAFP00000003546	ENSP00000294973
ENSCAFP00000005862	ENSP00000360899
ENSCAFP00000039435	ENSP00000371061
ENSCAFP00000029000	ENSP00000248150
ENSCAFP00000031304	ENSP00000333018
ENSCAFP00000036708	ENSP00000351492
ENSCAFP00000029421	ENSP00000360850
ENSCAFP00000018971	ENSP00000387982
ENSCAFP00000020910	ENSP00000337088
ENSCAFP00000009698	ENSP00000254605
ENSCAFP00000005917	ENSP00000364526
ENSCAFP00000030179	ENSP00000243878
ENSCAFP00000005853	ENSP00000419087
ENSCAFP00000040497	ENSP00000362948
ENSCAFP00000014475	ENSP00000361486
ENSCAFP00000005861	ENSP00000072869
ENSCAFP00000005274	ENSP00000362340
ENSCAFP00000021668	ENSP00000356702
ENSCAFP00000029765	ENSP00000377232
ENSCAFP00000004622	ENSP00000430025
ENSCAFP00000037945	ENSP00000362021
ENSCAFP00000040273	ENSP00000380440
ENSCAFP00000001841	ENSP00000428572
ENSCAFP00000005599	ENSP00000193322
ENSCAFP00000006924	ENSP00000307821
ENSCAFP00000028343	ENSP00000381566
ENSCAFP00000008008	ENSP00000463159
ENSCAFP00000022853	ENSP00000385814
ENSCAFP00000039193	ENSP00000379367
ENSCAFP00000021174	ENSP00000378409
ENSCAFP00000038355	ENSP00000376910
ENSCAFP00000039063	ENSP00000352021
ENSCAFP00000016205	ENSP00000341684
ENSCAFP00000015715	ENSP00000318423
ENSCAFP00000041369	ENSP00000384334
ENSCAFP00000002898	ENSP00000258443
ENSCAFP00000005181	ENSP00000385757
ENSCAFP00000012442	ENSP00000233616
ENSCAFP00000037619	ENSP00000278980
ENSCAFP00000007380	ENSP00000352271
ENSCAFP00000040732	ENSP00000274137
ENSCAFP00000028781	ENSP00000248114
ENSCAFP00000025808	ENSP00000225504
ENSCAFP00000032977	ENSP00000262302
ENSCAFP00000041611	ENSP00000397172
ENSCAFP00000021333	ENSP00000367301
ENSCAFP00000022832	ENSP00000263897
ENSCAFP00000005023	ENSP00000319341
ENSCAFP00000008343	ENSP00000311665
ENSCAFP00000026298	ENSP00000417581
ENSCAFP00000007139	ENSP00000420716
ENSCAFP00000005958	ENSP00000406934
ENSCAFP00000023180	ENSP00000206020
ENSCAFP00000026436	ENSP00000253108
ENSCAFP00000015971	ENSP00000377372
ENSCAFP00000037568	ENSP00000360998
ENSCAFP00000033987	ENSP00000361518
ENSCAFP00000010480	ENSP00000306425
ENSCAFP00000015673	ENSP00000283946
ENSCAFP00000023409	ENSP00000461625
ENSCAFP00000024457	ENSP00000040663
ENSCAFP00000028582	ENSP00000225525
ENSCAFP00000039788	ENSP00000255476
ENSCAFP00000029457	ENSP00000361219
ENSCAFP00000042068	ENSP00000387020
ENSCAFP00000006793	ENSP00000321976
ENSCAFP00000001363	ENSP00000378563
ENSCAFP00000041773	ENSP00000342082
ENSCAFP00000006639	ENSP00000258662
ENSCAFP00000024923	ENSP00000304903
ENSCAFP00000017950	ENSP00000331111
ENSCAFP00000042334	ENSP00000365601
ENSCAFP00000002212	ENSP00000317159
ENSCAFP00000007620	ENSP00000385285
ENSCAFP00000028763	ENSP00000339495
ENSCAFP00000024592	ENSP00000324203
ENSCAFP00000005487	ENSP00000219097
ENSCAFP00000029274	ENSP00000440832
ENSCAFP00000018680	ENSP00000308897
ENSCAFP00000028294	ENSP00000333441
ENSCAFP00000027186	ENSP00000362085
ENSCAFP00000034471	ENSP00000293604
ENSCAFP00000033725	ENSP00000367319
ENSCAFP00000017670	ENSP00000268130
ENSCAFP00000028101	ENSP00000371345
ENSCAFP00000029347	ENSP00000374037
ENSCAFP00000036579	ENSP00000255759
ENSCAFP00000000243	ENSP00000269466
ENSCAFP00000025541	ENSP00000270517
ENSCAFP00000038972	ENSP00000361646
ENSCAFP00000036754	ENSP00000379754
ENSCAFP00000040247	ENSP00000401508
ENSCAFP00000026378	ENSP00000253099
ENSCAFP00000025927	ENSP00000262293
ENSCAFP00000030212	ENSP00000305892
ENSCAFP00000017760	ENSP00000355627
ENSCAFP00000019472	ENSP00000307853
ENSCAFP00000018014	ENSP00000267425
ENSCAFP00000027017	ENSP00000451974
ENSCAFP00000000594	ENSP00000302537
ENSCAFP00000037374	ENSP00000361084
ENSCAFP00000025406	ENSP00000468969
ENSCAFP00000036270	ENSP00000361095
ENSCAFP00000023058	ENSP00000156084
ENSCAFP00000017348	ENSP00000353564
ENSCAFP00000003083	ENSP00000238044
ENSCAFP00000027367	ENSP00000321345
ENSCAFP00000018485	ENSP00000363339
ENSCAFP00000006051	ENSP00000370214
ENSCAFP00000041850	ENSP00000369636
ENSCAFP00000001884	ENSP00000229769
ENSCAFP00000022484	ENSP00000356791
ENSCAFP00000003197	ENSP00000414066
ENSCAFP00000034981	ENSP00000279028
ENSCAFP00000035989	ENSP00000257776
ENSCAFP00000037917	ENSP00000309175
ENSCAFP00000025699	ENSP00000346954
ENSCAFP00000008048	ENSP00000335605
ENSCAFP00000034162	ENSP00000330389
ENSCAFP00000037071	ENSP00000369176
ENSCAFP00000000593	ENSP00000259873
ENSCAFP00000022841	ENSP00000432119
ENSCAFP00000007590	ENSP00000367564
ENSCAFP00000038682	ENSP00000252445
ENSCAFP00000040148	ENSP00000255389
ENSCAFP00000003102	ENSP00000223864
ENSCAFP00000017632	ENSP00000369786
ENSCAFP00000042748	ENSP00000380251
ENSCAFP00000024558	ENSP00000247933
ENSCAFP00000015452	ENSP00000346196
ENSCAFP00000027588	ENSP00000245816
ENSCAFP00000021763	ENSP00000332646
ENSCAFP00000036230	ENSP00000432305
ENSCAFP00000012352	ENSP00000366748
ENSCAFP00000010326	ENSP00000340761
ENSCAFP00000006466	ENSP00000471454
ENSCAFP00000008759	ENSP00000365426
ENSCAFP00000025880	ENSP00000240361
ENSCAFP00000028430	ENSP00000307887
ENSCAFP00000020197	ENSP00000292616
ENSCAFP00000040783	ENSP00000445446
ENSCAFP00000037088	ENSP00000204549
ENSCAFP00000011568	ENSP00000253079
ENSCAFP00000038258	ENSP00000362869
ENSCAFP00000023173	ENSP00000377470
ENSCAFP00000028537	ENSP00000326531
ENSCAFP00000010878	ENSP00000338990
ENSCAFP00000028272	ENSP00000322832
ENSCAFP00000039871	ENSP00000359221
ENSCAFP00000025635	ENSP00000348757
ENSCAFP00000000124	ENSP00000377668
ENSCAFP00000003690	ENSP00000223641
ENSCAFP00000000477	ENSP00000219400
ENSCAFP00000024753	ENSP00000354553
ENSCAFP00000028041	ENSP00000360329
ENSCAFP00000026897	ENSP00000372720
ENSCAFP00000016763	ENSP00000242729
ENSCAFP00000012389	ENSP00000220597
ENSCAFP00000032770	ENSP00000359339
ENSCAFP00000001570	ENSP00000349296
ENSCAFP00000012322	ENSP00000335201
ENSCAFP00000037319	ENSP00000366249
ENSCAFP00000001044	ENSP00000368688
ENSCAFP00000017514	ENSP00000415556
ENSCAFP00000017352	ENSP00000329860
ENSCAFP00000009761	ENSP00000270115
ENSCAFP00000018737	ENSP00000356988
ENSCAFP00000001006	ENSP00000310375
ENSCAFP00000024092	ENSP00000339637
ENSCAFP00000013474	ENSP00000452773
ENSCAFP00000006641	ENSP00000013807
ENSCAFP00000032461	ENSP00000382327
ENSCAFP00000017188	ENSP00000227349
ENSCAFP00000026338	ENSP00000250156
ENSCAFP00000023225	ENSP00000156109
ENSCAFP00000008633	ENSP00000328088
ENSCAFP00000018416	ENSP00000357901
ENSCAFP00000006505	ENSP00000417470
ENSCAFP00000043221	ENSP00000367300
ENSCAFP00000028462	ENSP00000317331
ENSCAFP00000024411	ENSP00000366006
ENSCAFP00000015831	ENSP00000378736
ENSCAFP00000004980	ENSP00000288502
ENSCAFP00000024860	ENSP00000379226
ENSCAFP00000001469	ENSP00000329858
ENSCAFP00000018608	ENSP00000315635
ENSCAFP00000031333	ENSP00000362392
ENSCAFP00000024242	ENSP00000288607
ENSCAFP00000040134	ENSP00000375907
ENSCAFP00000005429	ENSP00000374863
ENSCAFP00000008028	ENSP00000258821
ENSCAFP00000041904	ENSP00000430598
ENSCAFP00000019980	ENSP00000270176
ENSCAFP00000023608	ENSP00000371805
ENSCAFP00000038481	ENSP00000330361
ENSCAFP00000019318	ENSP00000310448
ENSCAFP00000012193	ENSP00000308944
ENSCAFP00000009282	ENSP00000220659
ENSCAFP00000017597	ENSP00000323076
ENSCAFP00000011935	ENSP00000383063
ENSCAFP00000026761	ENSP00000009530
ENSCAFP00000002195	ENSP00000380334
ENSCAFP00000038645	ENSP00000318222
ENSCAFP00000001519	ENSP00000337065
ENSCAFP00000030230	ENSP00000341268
ENSCAFP00000012489	ENSP00000233331
ENSCAFP00000024557	ENSP00000354777
ENSCAFP00000030668	ENSP00000287078
ENSCAFP00000018441	ENSP00000357051
ENSCAFP00000028304	ENSP00000331849
ENSCAFP00000033939	ENSP00000329360
ENSCAFP00000039390	ENSP00000304593
ENSCAFP00000022754	ENSP00000352408
ENSCAFP00000031129	ENSP00000326110
ENSCAFP00000008866	ENSP00000306760
ENSCAFP00000031071	ENSP00000415430
ENSCAFP00000019176	ENSP00000328079
ENSCAFP00000029155	ENSP00000219431
ENSCAFP00000027181	ENSP00000376349
ENSCAFP00000032123	ENSP00000317175
ENSCAFP00000011666	ENSP00000389427
ENSCAFP00000010401	ENSP00000318999
ENSCAFP00000009483	ENSP00000380495
ENSCAFP00000021088	ENSP00000313500
ENSCAFP00000023433	ENSP00000323275
ENSCAFP00000028352	ENSP00000398882
ENSCAFP00000027117	ENSP00000345974
ENSCAFP00000037893	ENSP00000380159
ENSCAFP00000018716	ENSP00000265239
ENSCAFP00000030191	ENSP00000290953
ENSCAFP00000004806	ENSP00000272342
ENSCAFP00000000671	ENSP00000259895
ENSCAFP00000043207	ENSP00000356231
ENSCAFP00000018651	ENSP00000375847
ENSCAFP00000015747	ENSP00000309792
ENSCAFP00000041887	ENSP00000362386
ENSCAFP00000025074	ENSP00000226105
ENSCAFP00000024102	ENSP00000312624
ENSCAFP00000026587	ENSP00000457352
ENSCAFP00000020586	ENSP00000294258
ENSCAFP00000006709	ENSP00000280245
ENSCAFP00000022519	ENSP00000371770
ENSCAFP00000011232	ENSP00000332681
ENSCAFP00000023438	ENSP00000364749
ENSCAFP00000024903	ENSP00000317579
ENSCAFP00000029107	ENSP00000366729
ENSCAFP00000000597	ENSP00000327832
ENSCAFP00000019395	ENSP00000344572
ENSCAFP00000043054	ENSP00000324741
ENSCAFP00000028658	ENSP00000301727
ENSCAFP00000035782	ENSP00000424191
ENSCAFP00000010348	ENSP00000222284
ENSCAFP00000031119	ENSP00000307975
ENSCAFP00000003473	ENSP00000377170
ENSCAFP00000037162	ENSP00000273968
ENSCAFP00000034158	ENSP00000216492
ENSCAFP00000014546	ENSP00000355361
ENSCAFP00000002867	ENSP00000368119
ENSCAFP00000025274	ENSP00000221486
ENSCAFP00000024951	ENSP00000446205
ENSCAFP00000021508	ENSP00000378050
ENSCAFP00000027924	ENSP00000468785
ENSCAFP00000026537	ENSP00000247970
ENSCAFP00000023727	ENSP00000297562
ENSCAFP00000043099	ENSP00000304713
ENSCAFP00000031019	ENSP00000295958
ENSCAFP00000028057	ENSP00000332404
ENSCAFP00000008608	ENSP00000333283
ENSCAFP00000025282	ENSP00000357452
ENSCAFP00000022889	ENSP00000302552
ENSCAFP00000031812	ENSP00000412922
ENSCAFP00000004932	ENSP00000264434
ENSCAFP00000026311	ENSP00000468778
ENSCAFP00000014803	ENSP00000369962
ENSCAFP00000016099	ENSP00000316598
ENSCAFP00000031915	ENSP00000406164
ENSCAFP00000002178	ENSP00000216223
ENSCAFP00000037275	ENSP00000288757
ENSCAFP00000008499	ENSP00000429190
ENSCAFP00000015327	ENSP00000376445
ENSCAFP00000006856	ENSP00000221455
ENSCAFP00000032771	ENSP00000297866
ENSCAFP00000033303	ENSP00000321706
ENSCAFP00000004751	ENSP00000367229
ENSCAFP00000024852	ENSP00000302783
ENSCAFP00000025049	ENSP00000313759
ENSCAFP00000019071	ENSP00000330075
ENSCAFP00000020946	ENSP00000280325
ENSCAFP00000005438	ENSP00000293350
ENSCAFP00000001395	ENSP00000363668
ENSCAFP00000012858	ENSP00000331369
ENSCAFP00000027663	ENSP00000306157
ENSCAFP00000028889	ENSP00000313034
ENSCAFP00000037336	ENSP00000343636
ENSCAFP00000023091	ENSP00000347979
ENSCAFP00000007776	ENSP00000434847
ENSCAFP00000025129	ENSP00000457016
ENSCAFP00000022543	ENSP00000292778
ENSCAFP00000030177	ENSP00000373485
ENSCAFP00000008268	ENSP00000314343
ENSCAFP00000001455	ENSP00000352734
ENSCAFP00000038700	ENSP00000350704
ENSCAFP00000041006	ENSP00000363999
ENSCAFP00000009020	ENSP00000239878
ENSCAFP00000041586	ENSP00000425786
ENSCAFP00000008551	ENSP00000300714
ENSCAFP00000002933	ENSP00000367910
ENSCAFP00000003791	ENSP00000255631
ENSCAFP00000032612	ENSP00000465260
ENSCAFP00000039033	ENSP00000303208
ENSCAFP00000036587	ENSP00000376848
ENSCAFP00000040489	ENSP00000313422
ENSCAFP00000000731	ENSP00000368869
ENSCAFP00000006029	ENSP00000341762
ENSCAFP00000031322	ENSP00000473755
ENSCAFP00000009750	ENSP00000450310
ENSCAFP00000022741	ENSP00000377971
ENSCAFP00000043187	ENSP00000442563
ENSCAFP00000029064	ENSP00000349087
ENSCAFP00000008533	ENSP00000331288
ENSCAFP00000024515	ENSP00000437532
ENSCAFP00000004867	ENSP00000252505
ENSCAFP00000022668	ENSP00000351644
ENSCAFP00000030273	ENSP00000346414
ENSCAFP00000004217	ENSP00000346173
ENSCAFP00000008198	ENSP00000309463
ENSCAFP00000037695	ENSP00000372482
ENSCAFP00000010966	ENSP00000412894
ENSCAFP00000021226	ENSP00000468025
ENSCAFP00000029009	ENSP00000455026
ENSCAFP00000007927	ENSP00000429275
ENSCAFP00000023053	ENSP00000221671
ENSCAFP00000037984	ENSP00000374234
ENSCAFP00000010815	ENSP00000427401
ENSCAFP00000004314	ENSP00000254803
ENSCAFP00000032164	ENSP00000361548
ENSCAFP00000009240	ENSP00000401980
ENSCAFP00000006107	ENSP00000337850
ENSCAFP00000014189	ENSP00000356156
ENSCAFP00000008959	ENSP00000256010
ENSCAFP00000010631	ENSP00000296597
ENSCAFP00000037171	ENSP00000376946
ENSCAFP00000040561	ENSP00000341610
ENSCAFP00000008706	ENSP00000337513
ENSCAFP00000003948	ENSP00000375639
ENSCAFP00000013110	ENSP00000258083
ENSCAFP00000039445	ENSP00000328515
ENSCAFP00000042366	ENSP00000368152
ENSCAFP00000000540	ENSP00000247815
ENSCAFP00000022986	ENSP00000333697
ENSCAFP00000003336	ENSP00000377118
ENSCAFP00000018036	ENSP00000330721
ENSCAFP00000020824	ENSP00000335500
ENSCAFP00000003790	ENSP00000363984
ENSCAFP00000036528	ENSP00000325958
ENSCAFP00000027622	ENSP00000323300
ENSCAFP00000013261	ENSP00000414786
ENSCAFP00000025968	ENSP00000270502
ENSCAFP00000032318	ENSP00000368127
ENSCAFP00000009463	ENSP00000386563
ENSCAFP00000011088	ENSP00000328133
ENSCAFP00000021929	ENSP00000361923
ENSCAFP00000001769	ENSP00000366970
ENSCAFP00000023067	ENSP00000414002
ENSCAFP00000007075	ENSP00000367952
ENSCAFP00000037482	ENSP00000280191
ENSCAFP00000041943	ENSP00000351100
ENSCAFP00000000214	ENSP00000300091
ENSCAFP00000026572	ENSP00000372576
ENSCAFP00000042402	ENSP00000380702
ENSCAFP00000027580	ENSP00000245812
ENSCAFP00000020821	ENSP00000330488
ENSCAFP00000041753	ENSP00000295682
ENSCAFP00000023743	ENSP00000379869
ENSCAFP00000006846	ENSP00000303452
ENSCAFP00000022711	ENSP00000352928
ENSCAFP00000021286	ENSP00000376799
ENSCAFP00000028470	ENSP00000368318
ENSCAFP00000006039	ENSP00000473185
ENSCAFP00000008106	ENSP00000333956
