ENSTNIP00000004863	ENSTGUP00000008915
ENSTNIP00000016159	ENSTGUP00000000834
ENSTNIP00000016832	ENSTGUP00000015698
ENSTNIP00000015287	ENSTGUP00000002250
ENSTNIP00000013318	ENSTGUP00000004459
ENSTNIP00000010386	ENSTGUP00000002854
ENSTNIP00000018506	ENSTGUP00000007006
ENSTNIP00000016107	ENSTGUP00000007203
ENSTNIP00000014684	ENSTGUP00000004397
ENSTNIP00000010439	ENSTGUP00000000697
ENSTNIP00000021081	ENSTGUP00000010915
ENSTNIP00000021568	ENSTGUP00000006117
ENSTNIP00000002183	ENSTGUP00000006117
ENSTNIP00000000650	ENSTGUP00000006049
ENSTNIP00000016236	ENSTGUP00000001010
ENSTNIP00000017191	ENSTGUP00000013202
ENSTNIP00000010464	ENSTGUP00000003160
ENSTNIP00000008251	ENSTGUP00000012391
ENSTNIP00000007631	ENSTGUP00000011798
ENSTNIP00000019806	ENSTGUP00000017827
ENSTNIP00000015298	ENSTGUP00000004388
ENSTNIP00000017805	ENSTGUP00000004815
ENSTNIP00000011596	ENSTGUP00000012044
ENSTNIP00000001107	ENSTGUP00000005154
ENSTNIP00000000753	ENSTGUP00000011499
ENSTNIP00000007611	ENSTGUP00000007007
ENSTNIP00000016701	ENSTGUP00000005732
ENSTNIP00000018646	ENSTGUP00000002262
ENSTNIP00000011368	ENSTGUP00000006833
ENSTNIP00000015238	ENSTGUP00000003343
ENSTNIP00000014461	ENSTGUP00000009046
ENSTNIP00000009876	ENSTGUP00000008319
ENSTNIP00000001003	ENSTGUP00000012371
ENSTNIP00000009706	ENSTGUP00000006386
ENSTNIP00000008147	ENSTGUP00000003267
ENSTNIP00000007809	ENSTGUP00000001829
ENSTNIP00000014573	ENSTGUP00000007718
ENSTNIP00000005155	ENSTGUP00000013376
ENSTNIP00000021219	ENSTGUP00000006890
ENSTNIP00000018969	ENSTGUP00000007652
ENSTNIP00000013519	ENSTGUP00000015832
ENSTNIP00000020511	ENSTGUP00000013280
ENSTNIP00000002224	ENSTGUP00000012930
ENSTNIP00000014640	ENSTGUP00000002792
ENSTNIP00000018973	ENSTGUP00000007608
ENSTNIP00000009811	ENSTGUP00000012654
ENSTNIP00000001334	ENSTGUP00000002914
ENSTNIP00000014211	ENSTGUP00000005945
ENSTNIP00000011703	ENSTGUP00000005175
ENSTNIP00000005281	ENSTGUP00000009051
ENSTNIP00000014241	ENSTGUP00000006061
ENSTNIP00000004356	ENSTGUP00000002356
ENSTNIP00000022503	ENSTGUP00000011620
ENSTNIP00000012024	ENSTGUP00000017709
ENSTNIP00000016369	ENSTGUP00000005075
ENSTNIP00000020949	ENSTGUP00000001522
ENSTNIP00000020288	ENSTGUP00000006222
ENSTNIP00000019673	ENSTGUP00000013175
ENSTNIP00000004251	ENSTGUP00000012262
ENSTNIP00000007513	ENSTGUP00000010859
ENSTNIP00000016301	ENSTGUP00000009877
ENSTNIP00000017499	ENSTGUP00000011333
ENSTNIP00000010170	ENSTGUP00000006322
ENSTNIP00000018816	ENSTGUP00000015784
ENSTNIP00000022457	ENSTGUP00000012149
ENSTNIP00000006786	ENSTGUP00000007326
ENSTNIP00000018678	ENSTGUP00000010693
ENSTNIP00000004069	ENSTGUP00000006623
ENSTNIP00000003612	ENSTGUP00000002589
ENSTNIP00000013273	ENSTGUP00000011840
ENSTNIP00000021448	ENSTGUP00000015574
ENSTNIP00000011648	ENSTGUP00000012889
ENSTNIP00000014357	ENSTGUP00000012889
ENSTNIP00000012852	ENSTGUP00000012394
ENSTNIP00000014624	ENSTGUP00000003912
ENSTNIP00000010101	ENSTGUP00000005146
ENSTNIP00000013385	ENSTGUP00000012986
ENSTNIP00000014254	ENSTGUP00000001405
ENSTNIP00000021905	ENSTGUP00000006610
ENSTNIP00000005727	ENSTGUP00000008800
ENSTNIP00000016809	ENSTGUP00000005078
ENSTNIP00000004501	ENSTGUP00000012269
ENSTNIP00000006465	ENSTGUP00000001347
ENSTNIP00000016426	ENSTGUP00000015164
ENSTNIP00000016623	ENSTGUP00000007662
ENSTNIP00000009268	ENSTGUP00000008034
ENSTNIP00000010917	ENSTGUP00000007636
ENSTNIP00000013185	ENSTGUP00000012831
ENSTNIP00000013896	ENSTGUP00000011105
ENSTNIP00000009910	ENSTGUP00000005269
ENSTNIP00000005216	ENSTGUP00000003286
ENSTNIP00000005564	ENSTGUP00000006361
ENSTNIP00000017058	ENSTGUP00000003714
ENSTNIP00000007568	ENSTGUP00000008811
ENSTNIP00000011249	ENSTGUP00000003954
ENSTNIP00000005931	ENSTGUP00000011247
ENSTNIP00000005309	ENSTGUP00000012398
ENSTNIP00000018951	ENSTGUP00000007098
ENSTNIP00000010282	ENSTGUP00000003777
ENSTNIP00000005446	ENSTGUP00000014042
ENSTNIP00000020480	ENSTGUP00000013375
ENSTNIP00000012487	ENSTGUP00000017316
ENSTNIP00000018782	ENSTGUP00000004578
ENSTNIP00000014983	ENSTGUP00000007153
ENSTNIP00000009055	ENSTGUP00000014081
ENSTNIP00000007716	ENSTGUP00000003870
ENSTNIP00000001521	ENSTGUP00000011432
ENSTNIP00000009385	ENSTGUP00000016254
ENSTNIP00000008566	ENSTGUP00000000756
ENSTNIP00000020776	ENSTGUP00000006028
ENSTNIP00000004300	ENSTGUP00000007938
ENSTNIP00000004878	ENSTGUP00000001603
ENSTNIP00000000588	ENSTGUP00000008488
ENSTNIP00000021334	ENSTGUP00000005629
ENSTNIP00000020161	ENSTGUP00000011297
ENSTNIP00000009988	ENSTGUP00000004540
ENSTNIP00000019808	ENSTGUP00000017820
ENSTNIP00000012411	ENSTGUP00000007588
ENSTNIP00000015705	ENSTGUP00000013737
ENSTNIP00000007781	ENSTGUP00000017588
ENSTNIP00000016805	ENSTGUP00000004954
ENSTNIP00000013785	ENSTGUP00000009332
ENSTNIP00000022598	ENSTGUP00000004601
ENSTNIP00000021463	ENSTGUP00000001769
ENSTNIP00000017036	ENSTGUP00000006843
ENSTNIP00000015393	ENSTGUP00000017401
ENSTNIP00000011139	ENSTGUP00000013886
ENSTNIP00000008349	ENSTGUP00000001445
ENSTNIP00000005761	ENSTGUP00000013139
ENSTNIP00000015030	ENSTGUP00000009715
ENSTNIP00000012508	ENSTGUP00000012765
ENSTNIP00000006929	ENSTGUP00000009954
ENSTNIP00000005832	ENSTGUP00000002128
ENSTNIP00000007313	ENSTGUP00000008325
ENSTNIP00000009895	ENSTGUP00000008962
ENSTNIP00000017883	ENSTGUP00000001369
ENSTNIP00000018537	ENSTGUP00000000725
ENSTNIP00000008495	ENSTGUP00000014680
ENSTNIP00000015658	ENSTGUP00000002428
ENSTNIP00000022335	ENSTGUP00000017162
ENSTNIP00000022039	ENSTGUP00000001106
ENSTNIP00000019674	ENSTGUP00000013173
ENSTNIP00000005212	ENSTGUP00000006754
ENSTNIP00000012538	ENSTGUP00000001018
ENSTNIP00000007227	ENSTGUP00000005773
ENSTNIP00000005206	ENSTGUP00000017561
ENSTNIP00000007556	ENSTGUP00000005564
ENSTNIP00000012407	ENSTGUP00000007554
ENSTNIP00000016366	ENSTGUP00000009345
ENSTNIP00000013961	ENSTGUP00000008065
ENSTNIP00000005788	ENSTGUP00000002373
ENSTNIP00000022190	ENSTGUP00000003525
ENSTNIP00000007898	ENSTGUP00000004180
ENSTNIP00000006789	ENSTGUP00000009129
ENSTNIP00000010682	ENSTGUP00000017539
ENSTNIP00000012282	ENSTGUP00000008106
ENSTNIP00000018320	ENSTGUP00000006125
ENSTNIP00000007956	ENSTGUP00000004966
ENSTNIP00000012324	ENSTGUP00000009550
ENSTNIP00000004070	ENSTGUP00000004543
ENSTNIP00000017809	ENSTGUP00000006297
ENSTNIP00000012155	ENSTGUP00000008260
ENSTNIP00000020951	ENSTGUP00000004886
ENSTNIP00000022129	ENSTGUP00000013052
ENSTNIP00000022382	ENSTGUP00000012785
ENSTNIP00000020433	ENSTGUP00000012785
ENSTNIP00000004481	ENSTGUP00000012807
ENSTNIP00000019539	ENSTGUP00000003618
ENSTNIP00000022037	ENSTGUP00000017567
ENSTNIP00000011356	ENSTGUP00000008663
ENSTNIP00000014365	ENSTGUP00000012395
ENSTNIP00000016878	ENSTGUP00000010460
ENSTNIP00000006389	ENSTGUP00000010928
ENSTNIP00000019622	ENSTGUP00000010029
ENSTNIP00000014085	ENSTGUP00000004324
ENSTNIP00000019781	ENSTGUP00000000523
ENSTNIP00000014379	ENSTGUP00000001844
ENSTNIP00000012001	ENSTGUP00000006997
ENSTNIP00000014233	ENSTGUP00000003531
ENSTNIP00000019574	ENSTGUP00000006005
ENSTNIP00000001118	ENSTGUP00000003372
ENSTNIP00000013894	ENSTGUP00000011858
ENSTNIP00000005313	ENSTGUP00000009916
ENSTNIP00000007800	ENSTGUP00000009916
ENSTNIP00000000010	ENSTGUP00000012541
ENSTNIP00000005103	ENSTGUP00000008371
ENSTNIP00000020376	ENSTGUP00000012113
ENSTNIP00000018665	ENSTGUP00000006616
ENSTNIP00000014048	ENSTGUP00000008058
ENSTNIP00000019590	ENSTGUP00000012563
ENSTNIP00000020142	ENSTGUP00000004774
ENSTNIP00000015234	ENSTGUP00000011410
ENSTNIP00000005569	ENSTGUP00000005609
ENSTNIP00000014237	ENSTGUP00000005730
ENSTNIP00000011073	ENSTGUP00000005110
ENSTNIP00000007592	ENSTGUP00000002768
ENSTNIP00000022749	ENSTGUP00000013091
ENSTNIP00000008406	ENSTGUP00000002442
ENSTNIP00000018959	ENSTGUP00000007267
ENSTNIP00000018037	ENSTGUP00000012900
ENSTNIP00000000076	ENSTGUP00000004717
ENSTNIP00000007060	ENSTGUP00000008109
ENSTNIP00000012905	ENSTGUP00000000538
ENSTNIP00000017124	ENSTGUP00000004748
ENSTNIP00000019429	ENSTGUP00000013704
ENSTNIP00000018786	ENSTGUP00000011619
ENSTNIP00000015240	ENSTGUP00000013396
ENSTNIP00000020453	ENSTGUP00000013413
ENSTNIP00000017408	ENSTGUP00000008167
ENSTNIP00000006701	ENSTGUP00000009268
ENSTNIP00000018043	ENSTGUP00000012917
ENSTNIP00000019396	ENSTGUP00000008393
ENSTNIP00000011604	ENSTGUP00000007740
ENSTNIP00000010462	ENSTGUP00000000258
ENSTNIP00000014422	ENSTGUP00000009921
ENSTNIP00000019557	ENSTGUP00000010647
ENSTNIP00000017994	ENSTGUP00000015068
ENSTNIP00000002435	ENSTGUP00000012130
ENSTNIP00000018573	ENSTGUP00000017648
ENSTNIP00000011533	ENSTGUP00000009742
ENSTNIP00000021391	ENSTGUP00000007461
ENSTNIP00000018492	ENSTGUP00000006389
ENSTNIP00000013627	ENSTGUP00000010800
ENSTNIP00000019495	ENSTGUP00000002778
ENSTNIP00000022312	ENSTGUP00000003667
ENSTNIP00000008573	ENSTGUP00000012033
ENSTNIP00000012536	ENSTGUP00000001013
ENSTNIP00000021906	ENSTGUP00000007458
ENSTNIP00000020839	ENSTGUP00000010314
ENSTNIP00000008657	ENSTGUP00000011959
ENSTNIP00000007562	ENSTGUP00000016786
ENSTNIP00000011745	ENSTGUP00000003277
ENSTNIP00000023069	ENSTGUP00000009443
ENSTNIP00000020943	ENSTGUP00000009303
ENSTNIP00000009477	ENSTGUP00000008202
ENSTNIP00000022558	ENSTGUP00000011167
ENSTNIP00000013806	ENSTGUP00000017279
ENSTNIP00000019763	ENSTGUP00000010584
ENSTNIP00000005843	ENSTGUP00000006100
ENSTNIP00000004471	ENSTGUP00000000194
ENSTNIP00000019790	ENSTGUP00000005858
ENSTNIP00000012339	ENSTGUP00000012952
ENSTNIP00000009804	ENSTGUP00000011189
ENSTNIP00000011421	ENSTGUP00000013950
ENSTNIP00000013325	ENSTGUP00000008328
ENSTNIP00000022044	ENSTGUP00000005283
ENSTNIP00000008112	ENSTGUP00000015260
ENSTNIP00000007928	ENSTGUP00000013478
ENSTNIP00000020427	ENSTGUP00000001113
ENSTNIP00000014967	ENSTGUP00000004703
ENSTNIP00000019836	ENSTGUP00000003965
ENSTNIP00000015637	ENSTGUP00000011638
ENSTNIP00000018602	ENSTGUP00000007827
ENSTNIP00000001416	ENSTGUP00000006012
ENSTNIP00000007197	ENSTGUP00000001604
ENSTNIP00000016709	ENSTGUP00000009388
ENSTNIP00000010622	ENSTGUP00000004266
ENSTNIP00000019492	ENSTGUP00000018292
ENSTNIP00000013735	ENSTGUP00000000852
ENSTNIP00000010192	ENSTGUP00000017531
ENSTNIP00000016720	ENSTGUP00000008197
ENSTNIP00000016733	ENSTGUP00000013085
ENSTNIP00000021010	ENSTGUP00000010805
ENSTNIP00000011849	ENSTGUP00000000552
ENSTNIP00000012458	ENSTGUP00000003798
ENSTNIP00000005974	ENSTGUP00000018253
ENSTNIP00000011264	ENSTGUP00000009738
ENSTNIP00000020597	ENSTGUP00000006839
ENSTNIP00000022246	ENSTGUP00000001899
ENSTNIP00000021075	ENSTGUP00000008901
ENSTNIP00000005743	ENSTGUP00000001097
ENSTNIP00000020285	ENSTGUP00000012798
ENSTNIP00000019562	ENSTGUP00000005152
ENSTNIP00000018610	ENSTGUP00000013837
ENSTNIP00000017696	ENSTGUP00000007724
ENSTNIP00000020760	ENSTGUP00000008118
ENSTNIP00000019771	ENSTGUP00000018128
ENSTNIP00000012479	ENSTGUP00000011071
ENSTNIP00000019888	ENSTGUP00000003770
ENSTNIP00000010301	ENSTGUP00000002239
ENSTNIP00000020052	ENSTGUP00000008464
ENSTNIP00000002965	ENSTGUP00000000572
ENSTNIP00000020942	ENSTGUP00000009302
ENSTNIP00000013608	ENSTGUP00000008159
ENSTNIP00000001269	ENSTGUP00000012382
ENSTNIP00000010860	ENSTGUP00000013732
ENSTNIP00000010869	ENSTGUP00000013664
ENSTNIP00000011465	ENSTGUP00000002467
ENSTNIP00000005943	ENSTGUP00000013078
ENSTNIP00000004090	ENSTGUP00000003355
ENSTNIP00000021875	ENSTGUP00000009700
ENSTNIP00000015882	ENSTGUP00000015777
ENSTNIP00000009692	ENSTGUP00000002282
ENSTNIP00000000772	ENSTGUP00000011412
ENSTNIP00000020733	ENSTGUP00000007358
ENSTNIP00000005315	ENSTGUP00000009830
ENSTNIP00000012151	ENSTGUP00000004277
ENSTNIP00000020253	ENSTGUP00000010467
ENSTNIP00000003116	ENSTGUP00000013343
ENSTNIP00000007247	ENSTGUP00000008540
ENSTNIP00000011998	ENSTGUP00000006962
ENSTNIP00000022276	ENSTGUP00000008542
ENSTNIP00000020675	ENSTGUP00000017652
ENSTNIP00000003358	ENSTGUP00000008399
ENSTNIP00000017719	ENSTGUP00000002363
ENSTNIP00000007642	ENSTGUP00000001524
ENSTNIP00000017926	ENSTGUP00000009641
ENSTNIP00000020757	ENSTGUP00000008093
ENSTNIP00000008207	ENSTGUP00000017330
ENSTNIP00000007350	ENSTGUP00000008686
ENSTNIP00000014394	ENSTGUP00000005881
ENSTNIP00000012833	ENSTGUP00000013843
ENSTNIP00000017001	ENSTGUP00000003822
ENSTNIP00000017525	ENSTGUP00000011557
ENSTNIP00000005282	ENSTGUP00000000025
ENSTNIP00000011101	ENSTGUP00000007800
ENSTNIP00000002797	ENSTGUP00000002185
ENSTNIP00000011021	ENSTGUP00000001947
ENSTNIP00000008782	ENSTGUP00000005315
ENSTNIP00000013514	ENSTGUP00000017810
ENSTNIP00000003285	ENSTGUP00000008673
ENSTNIP00000002733	ENSTGUP00000004712
ENSTNIP00000014249	ENSTGUP00000003348
ENSTNIP00000018998	ENSTGUP00000007928
ENSTNIP00000007504	ENSTGUP00000004840
ENSTNIP00000018718	ENSTGUP00000005722
ENSTNIP00000008422	ENSTGUP00000012348
ENSTNIP00000021550	ENSTGUP00000009138
ENSTNIP00000005326	ENSTGUP00000006443
ENSTNIP00000018673	ENSTGUP00000008119
ENSTNIP00000017301	ENSTGUP00000006084
ENSTNIP00000003379	ENSTGUP00000001946
ENSTNIP00000012766	ENSTGUP00000000502
ENSTNIP00000001066	ENSTGUP00000000308
ENSTNIP00000010494	ENSTGUP00000009201
ENSTNIP00000016963	ENSTGUP00000008392
ENSTNIP00000000190	ENSTGUP00000012066
ENSTNIP00000007433	ENSTGUP00000005570
ENSTNIP00000016473	ENSTGUP00000004104
ENSTNIP00000022589	ENSTGUP00000012717
ENSTNIP00000003869	ENSTGUP00000018310
ENSTNIP00000014989	ENSTGUP00000009329
ENSTNIP00000021938	ENSTGUP00000004371
ENSTNIP00000013720	ENSTGUP00000007106
ENSTNIP00000011387	ENSTGUP00000004374
ENSTNIP00000019856	ENSTGUP00000001174
ENSTNIP00000016304	ENSTGUP00000009795
ENSTNIP00000009566	ENSTGUP00000010776
ENSTNIP00000013557	ENSTGUP00000000635
ENSTNIP00000009691	ENSTGUP00000002270
ENSTNIP00000017153	ENSTGUP00000003111
ENSTNIP00000019613	ENSTGUP00000009650
ENSTNIP00000013675	ENSTGUP00000003208
ENSTNIP00000013508	ENSTGUP00000002552
ENSTNIP00000017241	ENSTGUP00000001002
ENSTNIP00000020982	ENSTGUP00000013819
ENSTNIP00000005694	ENSTGUP00000008654
ENSTNIP00000008825	ENSTGUP00000002756
ENSTNIP00000017080	ENSTGUP00000006734
ENSTNIP00000014991	ENSTGUP00000009308
ENSTNIP00000013431	ENSTGUP00000009858
ENSTNIP00000013736	ENSTGUP00000000848
ENSTNIP00000007662	ENSTGUP00000009113
ENSTNIP00000007651	ENSTGUP00000008696
ENSTNIP00000020167	ENSTGUP00000010297
ENSTNIP00000021173	ENSTGUP00000006887
ENSTNIP00000013489	ENSTGUP00000009274
ENSTNIP00000008256	ENSTGUP00000008425
ENSTNIP00000019869	ENSTGUP00000008517
ENSTNIP00000016424	ENSTGUP00000010458
ENSTNIP00000016374	ENSTGUP00000009432
ENSTNIP00000020457	ENSTGUP00000013607
ENSTNIP00000011644	ENSTGUP00000012872
ENSTNIP00000002353	ENSTGUP00000010390
ENSTNIP00000017407	ENSTGUP00000008960
ENSTNIP00000010325	ENSTGUP00000011269
ENSTNIP00000004477	ENSTGUP00000008680
ENSTNIP00000014488	ENSTGUP00000017068
ENSTNIP00000013028	ENSTGUP00000007110
ENSTNIP00000017775	ENSTGUP00000006765
ENSTNIP00000003808	ENSTGUP00000006593
ENSTNIP00000018180	ENSTGUP00000006168
ENSTNIP00000006188	ENSTGUP00000013446
ENSTNIP00000008255	ENSTGUP00000008428
ENSTNIP00000022883	ENSTGUP00000012852
ENSTNIP00000020444	ENSTGUP00000013379
ENSTNIP00000019864	ENSTGUP00000008459
ENSTNIP00000006530	ENSTGUP00000012333
ENSTNIP00000017928	ENSTGUP00000009677
ENSTNIP00000019752	ENSTGUP00000006293
ENSTNIP00000017172	ENSTGUP00000010690
ENSTNIP00000017096	ENSTGUP00000007797
ENSTNIP00000012146	ENSTGUP00000014881
ENSTNIP00000011749	ENSTGUP00000005358
ENSTNIP00000006664	ENSTGUP00000003756
ENSTNIP00000008171	ENSTGUP00000005326
ENSTNIP00000005209	ENSTGUP00000007482
ENSTNIP00000000713	ENSTGUP00000009792
ENSTNIP00000009943	ENSTGUP00000011762
ENSTNIP00000010472	ENSTGUP00000001528
ENSTNIP00000013582	ENSTGUP00000001123
ENSTNIP00000015120	ENSTGUP00000007927
ENSTNIP00000009561	ENSTGUP00000003978
ENSTNIP00000014794	ENSTGUP00000009000
ENSTNIP00000010317	ENSTGUP00000004481
ENSTNIP00000003010	ENSTGUP00000003726
ENSTNIP00000022052	ENSTGUP00000005666
ENSTNIP00000015951	ENSTGUP00000003572
ENSTNIP00000018916	ENSTGUP00000005590
ENSTNIP00000011167	ENSTGUP00000010507
ENSTNIP00000015956	ENSTGUP00000007802
ENSTNIP00000014220	ENSTGUP00000008807
ENSTNIP00000008723	ENSTGUP00000005115
ENSTNIP00000002547	ENSTGUP00000003425
ENSTNIP00000019190	ENSTGUP00000001307
ENSTNIP00000009690	ENSTGUP00000001991
ENSTNIP00000017053	ENSTGUP00000003470
ENSTNIP00000005955	ENSTGUP00000010732
ENSTNIP00000004167	ENSTGUP00000010985
ENSTNIP00000022409	ENSTGUP00000014429
ENSTNIP00000021836	ENSTGUP00000006011
ENSTNIP00000011925	ENSTGUP00000010820
ENSTNIP00000004174	ENSTGUP00000010376
ENSTNIP00000001230	ENSTGUP00000011325
ENSTNIP00000020163	ENSTGUP00000012864
ENSTNIP00000004330	ENSTGUP00000001296
ENSTNIP00000011791	ENSTGUP00000001519
ENSTNIP00000016764	ENSTGUP00000006264
ENSTNIP00000013650	ENSTGUP00000006374
ENSTNIP00000020768	ENSTGUP00000007992
ENSTNIP00000020568	ENSTGUP00000012469
ENSTNIP00000015348	ENSTGUP00000013349
ENSTNIP00000002061	ENSTGUP00000013777
ENSTNIP00000015788	ENSTGUP00000003331
ENSTNIP00000012157	ENSTGUP00000007948
ENSTNIP00000019875	ENSTGUP00000015830
ENSTNIP00000008584	ENSTGUP00000017581
ENSTNIP00000003548	ENSTGUP00000009044
ENSTNIP00000003510	ENSTGUP00000010810
ENSTNIP00000008070	ENSTGUP00000017675
ENSTNIP00000001167	ENSTGUP00000004602
ENSTNIP00000003401	ENSTGUP00000013817
ENSTNIP00000008254	ENSTGUP00000008432
ENSTNIP00000022403	ENSTGUP00000012405
ENSTNIP00000009324	ENSTGUP00000010824
ENSTNIP00000018370	ENSTGUP00000001121
ENSTNIP00000006775	ENSTGUP00000008478
ENSTNIP00000017538	ENSTGUP00000012533
ENSTNIP00000003038	ENSTGUP00000002351
ENSTNIP00000001151	ENSTGUP00000014529
ENSTNIP00000012113	ENSTGUP00000004812
ENSTNIP00000022287	ENSTGUP00000004812
ENSTNIP00000002534	ENSTGUP00000010417
ENSTNIP00000020198	ENSTGUP00000000625
ENSTNIP00000015652	ENSTGUP00000008608
ENSTNIP00000017322	ENSTGUP00000008135
ENSTNIP00000003768	ENSTGUP00000008135
ENSTNIP00000016335	ENSTGUP00000011800
ENSTNIP00000020968	ENSTGUP00000007391
ENSTNIP00000012596	ENSTGUP00000004583
ENSTNIP00000014937	ENSTGUP00000002842
ENSTNIP00000012191	ENSTGUP00000006512
ENSTNIP00000011226	ENSTGUP00000005515
ENSTNIP00000010695	ENSTGUP00000004291
ENSTNIP00000005324	ENSTGUP00000005781
ENSTNIP00000006198	ENSTGUP00000004107
ENSTNIP00000017567	ENSTGUP00000017611
ENSTNIP00000018381	ENSTGUP00000000314
ENSTNIP00000010016	ENSTGUP00000010830
ENSTNIP00000022011	ENSTGUP00000010565
ENSTNIP00000022354	ENSTGUP00000010201
ENSTNIP00000005852	ENSTGUP00000013162
ENSTNIP00000006383	ENSTGUP00000003612
ENSTNIP00000014238	ENSTGUP00000002843
ENSTNIP00000015803	ENSTGUP00000009914
ENSTNIP00000019193	ENSTGUP00000001295
ENSTNIP00000011682	ENSTGUP00000004378
ENSTNIP00000007080	ENSTGUP00000000916
ENSTNIP00000001098	ENSTGUP00000002618
ENSTNIP00000021021	ENSTGUP00000003495
ENSTNIP00000009665	ENSTGUP00000004588
ENSTNIP00000012700	ENSTGUP00000012545
ENSTNIP00000021031	ENSTGUP00000003543
ENSTNIP00000011320	ENSTGUP00000000248
ENSTNIP00000006545	ENSTGUP00000000955
ENSTNIP00000015184	ENSTGUP00000012091
ENSTNIP00000000654	ENSTGUP00000009484
ENSTNIP00000002216	ENSTGUP00000005959
ENSTNIP00000019273	ENSTGUP00000000661
ENSTNIP00000022831	ENSTGUP00000000685
ENSTNIP00000001369	ENSTGUP00000018117
ENSTNIP00000007831	ENSTGUP00000012675
ENSTNIP00000014868	ENSTGUP00000008606
ENSTNIP00000000437	ENSTGUP00000010071
ENSTNIP00000000335	ENSTGUP00000002131
ENSTNIP00000016611	ENSTGUP00000007619
ENSTNIP00000015079	ENSTGUP00000012982
ENSTNIP00000006871	ENSTGUP00000005897
ENSTNIP00000021709	ENSTGUP00000002786
ENSTNIP00000015081	ENSTGUP00000002786
ENSTNIP00000003503	ENSTGUP00000005328
ENSTNIP00000017230	ENSTGUP00000011763
ENSTNIP00000012365	ENSTGUP00000007920
ENSTNIP00000018501	ENSTGUP00000007121
ENSTNIP00000003101	ENSTGUP00000007145
ENSTNIP00000000379	ENSTGUP00000001643
ENSTNIP00000010013	ENSTGUP00000002590
ENSTNIP00000015225	ENSTGUP00000011118
ENSTNIP00000007172	ENSTGUP00000007809
ENSTNIP00000020039	ENSTGUP00000008082
ENSTNIP00000009087	ENSTGUP00000013905
ENSTNIP00000006540	ENSTGUP00000007966
ENSTNIP00000013927	ENSTGUP00000010313
ENSTNIP00000005776	ENSTGUP00000001376
ENSTNIP00000006746	ENSTGUP00000002329
ENSTNIP00000010339	ENSTGUP00000002520
ENSTNIP00000021922	ENSTGUP00000002664
ENSTNIP00000022721	ENSTGUP00000017239
ENSTNIP00000015057	ENSTGUP00000010283
ENSTNIP00000009526	ENSTGUP00000009168
ENSTNIP00000008955	ENSTGUP00000009955
ENSTNIP00000021961	ENSTGUP00000010502
ENSTNIP00000005260	ENSTGUP00000002773
ENSTNIP00000011188	ENSTGUP00000011828
ENSTNIP00000006404	ENSTGUP00000005548
ENSTNIP00000004011	ENSTGUP00000001886
ENSTNIP00000003567	ENSTGUP00000002803
ENSTNIP00000022017	ENSTGUP00000010542
ENSTNIP00000022643	ENSTGUP00000009115
ENSTNIP00000006614	ENSTGUP00000003776
ENSTNIP00000016996	ENSTGUP00000009840
ENSTNIP00000007026	ENSTGUP00000001641
ENSTNIP00000020908	ENSTGUP00000002887
ENSTNIP00000003466	ENSTGUP00000005301
ENSTNIP00000001610	ENSTGUP00000008339
ENSTNIP00000017220	ENSTGUP00000015025
ENSTNIP00000020426	ENSTGUP00000001080
ENSTNIP00000022272	ENSTGUP00000012791
ENSTNIP00000016002	ENSTGUP00000004302
ENSTNIP00000003417	ENSTGUP00000010270
ENSTNIP00000011562	ENSTGUP00000001092
ENSTNIP00000012391	ENSTGUP00000007151
ENSTNIP00000013443	ENSTGUP00000003153
ENSTNIP00000012785	ENSTGUP00000000699
ENSTNIP00000000951	ENSTGUP00000012979
ENSTNIP00000010604	ENSTGUP00000000416
ENSTNIP00000006063	ENSTGUP00000003024
ENSTNIP00000006582	ENSTGUP00000004336
ENSTNIP00000009348	ENSTGUP00000011704
ENSTNIP00000017066	ENSTGUP00000003195
ENSTNIP00000010093	ENSTGUP00000001118
ENSTNIP00000010731	ENSTGUP00000006959
ENSTNIP00000020100	ENSTGUP00000017321
ENSTNIP00000018944	ENSTGUP00000005423
ENSTNIP00000018823	ENSTGUP00000005368
ENSTNIP00000014477	ENSTGUP00000006027
ENSTNIP00000007387	ENSTGUP00000000675
ENSTNIP00000017090	ENSTGUP00000009891
ENSTNIP00000011105	ENSTGUP00000007444
ENSTNIP00000016044	ENSTGUP00000002085
ENSTNIP00000022242	ENSTGUP00000010884
ENSTNIP00000014412	ENSTGUP00000009900
ENSTNIP00000015786	ENSTGUP00000003316
ENSTNIP00000021330	ENSTGUP00000001703
ENSTNIP00000001744	ENSTGUP00000013338
ENSTNIP00000011952	ENSTGUP00000009161
ENSTNIP00000019778	ENSTGUP00000000508
ENSTNIP00000012628	ENSTGUP00000015788
ENSTNIP00000011041	ENSTGUP00000012539
ENSTNIP00000016170	ENSTGUP00000000943
ENSTNIP00000017843	ENSTGUP00000008647
ENSTNIP00000002821	ENSTGUP00000013192
ENSTNIP00000022241	ENSTGUP00000000062
ENSTNIP00000022799	ENSTGUP00000011917
ENSTNIP00000007919	ENSTGUP00000010220
ENSTNIP00000010936	ENSTGUP00000017821
ENSTNIP00000003825	ENSTGUP00000001577
ENSTNIP00000003769	ENSTGUP00000002159
ENSTNIP00000018946	ENSTGUP00000010052
ENSTNIP00000010088	ENSTGUP00000001150
ENSTNIP00000002492	ENSTGUP00000009500
ENSTNIP00000018350	ENSTGUP00000010509
ENSTNIP00000012498	ENSTGUP00000012838
