ENSORLP00000017023	ENSGALP00000006197
ENSORLP00000018811	ENSGALP00000003374
ENSORLP00000016088	ENSGALP00000022139
ENSORLP00000014913	ENSGALP00000042968
ENSORLP00000012029	ENSGALP00000013965
ENSORLP00000015675	ENSGALP00000004093
ENSORLP00000002547	ENSGALP00000029681
ENSORLP00000017592	ENSGALP00000033603
ENSORLP00000015032	ENSGALP00000007162
ENSORLP00000004732	ENSGALP00000024148
ENSORLP00000005569	ENSGALP00000027285
ENSORLP00000025325	ENSGALP00000027191
ENSORLP00000015617	ENSGALP00000041567
ENSORLP00000016786	ENSGALP00000000927
ENSORLP00000020379	ENSGALP00000005298
ENSORLP00000024637	ENSGALP00000007450
ENSORLP00000011025	ENSGALP00000043150
ENSORLP00000006932	ENSGALP00000034161
ENSORLP00000019302	ENSGALP00000019903
ENSORLP00000018361	ENSGALP00000001479
ENSORLP00000004738	ENSGALP00000005624
ENSORLP00000025582	ENSGALP00000007619
ENSORLP00000020606	ENSGALP00000040877
ENSORLP00000006828	ENSGALP00000016413
ENSORLP00000016667	ENSGALP00000010874
ENSORLP00000021598	ENSGALP00000003770
ENSORLP00000006293	ENSGALP00000011896
ENSORLP00000008333	ENSGALP00000042140
ENSORLP00000021826	ENSGALP00000004982
ENSORLP00000025483	ENSGALP00000009486
ENSORLP00000013735	ENSGALP00000003938
ENSORLP00000025020	ENSGALP00000017260
ENSORLP00000015002	ENSGALP00000037382
ENSORLP00000013556	ENSGALP00000042470
ENSORLP00000015746	ENSGALP00000007647
ENSORLP00000024758	ENSGALP00000018186
ENSORLP00000001254	ENSGALP00000021904
ENSORLP00000019260	ENSGALP00000042242
ENSORLP00000011434	ENSGALP00000020045
ENSORLP00000008564	ENSGALP00000005290
ENSORLP00000001661	ENSGALP00000004016
ENSORLP00000008625	ENSGALP00000012527
ENSORLP00000021194	ENSGALP00000043174
ENSORLP00000009708	ENSGALP00000003760
ENSORLP00000013488	ENSGALP00000010744
ENSORLP00000021191	ENSGALP00000039556
ENSORLP00000000208	ENSGALP00000022600
ENSORLP00000004048	ENSGALP00000027345
ENSORLP00000020506	ENSGALP00000037344
ENSORLP00000007038	ENSGALP00000024546
ENSORLP00000023213	ENSGALP00000009151
ENSORLP00000015799	ENSGALP00000042223
ENSORLP00000001157	ENSGALP00000013733
ENSORLP00000019351	ENSGALP00000022472
ENSORLP00000004727	ENSGALP00000023888
ENSORLP00000005912	ENSGALP00000039672
ENSORLP00000021640	ENSGALP00000015546
ENSORLP00000016098	ENSGALP00000030336
ENSORLP00000015448	ENSGALP00000041503
ENSORLP00000004815	ENSGALP00000016605
ENSORLP00000014942	ENSGALP00000020693
ENSORLP00000002811	ENSGALP00000001995
ENSORLP00000015357	ENSGALP00000023269
ENSORLP00000015197	ENSGALP00000023447
ENSORLP00000009380	ENSGALP00000006338
ENSORLP00000008034	ENSGALP00000038611
ENSORLP00000025726	ENSGALP00000041515
ENSORLP00000022786	ENSGALP00000033089
ENSORLP00000009822	ENSGALP00000037366
ENSORLP00000003877	ENSGALP00000009432
ENSORLP00000025757	ENSGALP00000022692
ENSORLP00000002262	ENSGALP00000042332
ENSORLP00000006100	ENSGALP00000042922
ENSORLP00000009750	ENSGALP00000038767
ENSORLP00000011867	ENSGALP00000009172
ENSORLP00000014060	ENSGALP00000023848
ENSORLP00000022597	ENSGALP00000019277
ENSORLP00000022646	ENSGALP00000042051
ENSORLP00000012470	ENSGALP00000034255
ENSORLP00000001696	ENSGALP00000042808
ENSORLP00000007767	ENSGALP00000040666
ENSORLP00000025074	ENSGALP00000021588
ENSORLP00000021135	ENSGALP00000016735
ENSORLP00000016178	ENSGALP00000023940
ENSORLP00000025605	ENSGALP00000017459
ENSORLP00000012228	ENSGALP00000022218
ENSORLP00000015888	ENSGALP00000016593
ENSORLP00000000334	ENSGALP00000022882
ENSORLP00000020398	ENSGALP00000031931
ENSORLP00000025242	ENSGALP00000006013
ENSORLP00000019319	ENSGALP00000025719
ENSORLP00000019920	ENSGALP00000006056
ENSORLP00000005428	ENSGALP00000025566
ENSORLP00000025342	ENSGALP00000027263
ENSORLP00000001970	ENSGALP00000041995
ENSORLP00000011635	ENSGALP00000007493
ENSORLP00000021221	ENSGALP00000016363
ENSORLP00000017007	ENSGALP00000004094
ENSORLP00000022214	ENSGALP00000022400
ENSORLP00000020811	ENSGALP00000005578
ENSORLP00000021690	ENSGALP00000032152
ENSORLP00000001827	ENSGALP00000010416
ENSORLP00000012008	ENSGALP00000038350
ENSORLP00000001576	ENSGALP00000015013
ENSORLP00000010393	ENSGALP00000008995
ENSORLP00000014500	ENSGALP00000000161
ENSORLP00000023917	ENSGALP00000001292
ENSORLP00000010988	ENSGALP00000021905
ENSORLP00000018583	ENSGALP00000018548
ENSORLP00000010943	ENSGALP00000022055
ENSORLP00000010703	ENSGALP00000036895
ENSORLP00000000996	ENSGALP00000009138
ENSORLP00000010169	ENSGALP00000001107
ENSORLP00000012315	ENSGALP00000005078
ENSORLP00000025429	ENSGALP00000025722
ENSORLP00000021837	ENSGALP00000000338
ENSORLP00000006378	ENSGALP00000012786
ENSORLP00000016942	ENSGALP00000009649
ENSORLP00000022318	ENSGALP00000026693
ENSORLP00000011412	ENSGALP00000023862
ENSORLP00000004233	ENSGALP00000027538
ENSORLP00000017190	ENSGALP00000004171
ENSORLP00000002847	ENSGALP00000006929
ENSORLP00000017796	ENSGALP00000035713
ENSORLP00000025889	ENSGALP00000034620
ENSORLP00000003689	ENSGALP00000011222
ENSORLP00000005340	ENSGALP00000007254
ENSORLP00000024261	ENSGALP00000040983
ENSORLP00000013440	ENSGALP00000039522
ENSORLP00000014305	ENSGALP00000013392
ENSORLP00000014842	ENSGALP00000002522
ENSORLP00000010346	ENSGALP00000020863
ENSORLP00000021431	ENSGALP00000008538
ENSORLP00000004119	ENSGALP00000022468
ENSORLP00000014613	ENSGALP00000014109
ENSORLP00000005424	ENSGALP00000002096
ENSORLP00000025762	ENSGALP00000022598
ENSORLP00000023215	ENSGALP00000002477
ENSORLP00000010401	ENSGALP00000011996
ENSORLP00000020888	ENSGALP00000014598
ENSORLP00000006158	ENSGALP00000009253
ENSORLP00000010281	ENSGALP00000025051
ENSORLP00000016424	ENSGALP00000016986
ENSORLP00000008110	ENSGALP00000005743
ENSORLP00000014640	ENSGALP00000008999
ENSORLP00000010571	ENSGALP00000024986
ENSORLP00000017687	ENSGALP00000007924
ENSORLP00000013626	ENSGALP00000024386
ENSORLP00000023408	ENSGALP00000027994
ENSORLP00000018959	ENSGALP00000008887
ENSORLP00000006926	ENSGALP00000018079
ENSORLP00000018245	ENSGALP00000043018
ENSORLP00000011587	ENSGALP00000008764
ENSORLP00000006444	ENSGALP00000028320
ENSORLP00000021798	ENSGALP00000014820
ENSORLP00000005829	ENSGALP00000006757
ENSORLP00000018876	ENSGALP00000003334
ENSORLP00000016005	ENSGALP00000017923
ENSORLP00000004046	ENSGALP00000016843
ENSORLP00000019019	ENSGALP00000019948
ENSORLP00000013501	ENSGALP00000020427
ENSORLP00000019905	ENSGALP00000021251
ENSORLP00000005704	ENSGALP00000037976
ENSORLP00000018700	ENSGALP00000009132
ENSORLP00000022207	ENSGALP00000022395
ENSORLP00000003133	ENSGALP00000038307
ENSORLP00000023804	ENSGALP00000010426
ENSORLP00000025841	ENSGALP00000036991
ENSORLP00000019238	ENSGALP00000001163
ENSORLP00000004120	ENSGALP00000002168
ENSORLP00000013504	ENSGALP00000032675
ENSORLP00000007904	ENSGALP00000038338
ENSORLP00000005840	ENSGALP00000040172
ENSORLP00000003205	ENSGALP00000002407
ENSORLP00000007751	ENSGALP00000013642
ENSORLP00000000785	ENSGALP00000026301
ENSORLP00000025269	ENSGALP00000026400
ENSORLP00000018796	ENSGALP00000003409
ENSORLP00000022139	ENSGALP00000016325
ENSORLP00000025608	ENSGALP00000017466
ENSORLP00000015280	ENSGALP00000043019
ENSORLP00000002923	ENSGALP00000013504
ENSORLP00000014216	ENSGALP00000002180
ENSORLP00000011928	ENSGALP00000042775
ENSORLP00000023849	ENSGALP00000013950
ENSORLP00000015941	ENSGALP00000043093
ENSORLP00000025611	ENSGALP00000026071
ENSORLP00000003909	ENSGALP00000001877
ENSORLP00000016440	ENSGALP00000007928
ENSORLP00000003473	ENSGALP00000041205
ENSORLP00000013631	ENSGALP00000025298
ENSORLP00000017024	ENSGALP00000002680
ENSORLP00000010874	ENSGALP00000023601
ENSORLP00000014374	ENSGALP00000009425
ENSORLP00000017760	ENSGALP00000039948
ENSORLP00000021978	ENSGALP00000039948
ENSORLP00000014538	ENSGALP00000013898
ENSORLP00000005147	ENSGALP00000007131
ENSORLP00000006486	ENSGALP00000004446
ENSORLP00000002931	ENSGALP00000043453
ENSORLP00000020105	ENSGALP00000005830
ENSORLP00000019239	ENSGALP00000003244
ENSORLP00000002365	ENSGALP00000011394
ENSORLP00000009238	ENSGALP00000001527
ENSORLP00000015305	ENSGALP00000042488
ENSORLP00000007494	ENSGALP00000026999
ENSORLP00000019601	ENSGALP00000021206
ENSORLP00000011178	ENSGALP00000029912
ENSORLP00000003098	ENSGALP00000007762
ENSORLP00000001043	ENSGALP00000013034
ENSORLP00000025648	ENSGALP00000005705
ENSORLP00000001112	ENSGALP00000010335
ENSORLP00000015401	ENSGALP00000011630
ENSORLP00000007057	ENSGALP00000024519
ENSORLP00000005614	ENSGALP00000018514
ENSORLP00000009747	ENSGALP00000040733
ENSORLP00000000004	ENSGALP00000040733
ENSORLP00000009797	ENSGALP00000015495
ENSORLP00000010208	ENSGALP00000013088
ENSORLP00000017041	ENSGALP00000034077
ENSORLP00000012466	ENSGALP00000032296
ENSORLP00000024991	ENSGALP00000031149
ENSORLP00000006844	ENSGALP00000027320
ENSORLP00000003309	ENSGALP00000000617
ENSORLP00000001071	ENSGALP00000010282
ENSORLP00000007264	ENSGALP00000002646
ENSORLP00000017361	ENSGALP00000009598
ENSORLP00000007298	ENSGALP00000016812
ENSORLP00000012005	ENSGALP00000014483
ENSORLP00000002105	ENSGALP00000039300
ENSORLP00000022429	ENSGALP00000025124
ENSORLP00000006448	ENSGALP00000020523
ENSORLP00000022576	ENSGALP00000042531
ENSORLP00000010829	ENSGALP00000029837
ENSORLP00000009368	ENSGALP00000015108
ENSORLP00000011725	ENSGALP00000011755
ENSORLP00000019026	ENSGALP00000003194
ENSORLP00000010743	ENSGALP00000033469
ENSORLP00000021944	ENSGALP00000002517
ENSORLP00000001577	ENSGALP00000028488
ENSORLP00000018219	ENSGALP00000002850
ENSORLP00000017951	ENSGALP00000029955
ENSORLP00000025322	ENSGALP00000024454
ENSORLP00000011678	ENSGALP00000024214
ENSORLP00000008354	ENSGALP00000013362
ENSORLP00000019252	ENSGALP00000030200
ENSORLP00000019359	ENSGALP00000004770
ENSORLP00000014872	ENSGALP00000004833
ENSORLP00000007124	ENSGALP00000027415
ENSORLP00000012870	ENSGALP00000010791
ENSORLP00000014002	ENSGALP00000042151
ENSORLP00000007034	ENSGALP00000019451
ENSORLP00000007487	ENSGALP00000019451
ENSORLP00000015932	ENSGALP00000040765
ENSORLP00000009315	ENSGALP00000005885
ENSORLP00000020867	ENSGALP00000018456
ENSORLP00000011564	ENSGALP00000040027
ENSORLP00000019894	ENSGALP00000040027
ENSORLP00000024800	ENSGALP00000000316
ENSORLP00000024904	ENSGALP00000022961
ENSORLP00000006482	ENSGALP00000008649
ENSORLP00000019911	ENSGALP00000002831
ENSORLP00000020745	ENSGALP00000031922
ENSORLP00000001781	ENSGALP00000010697
ENSORLP00000005587	ENSGALP00000039712
ENSORLP00000013383	ENSGALP00000015924
ENSORLP00000010739	ENSGALP00000022486
ENSORLP00000009562	ENSGALP00000005962
ENSORLP00000012180	ENSGALP00000012259
ENSORLP00000023411	ENSGALP00000016245
ENSORLP00000006062	ENSGALP00000043253
ENSORLP00000019163	ENSGALP00000001205
ENSORLP00000018661	ENSGALP00000025216
ENSORLP00000010478	ENSGALP00000025217
ENSORLP00000013461	ENSGALP00000019817
ENSORLP00000000093	ENSGALP00000036230
ENSORLP00000017161	ENSGALP00000008132
ENSORLP00000001375	ENSGALP00000014037
ENSORLP00000009986	ENSGALP00000005628
ENSORLP00000009658	ENSGALP00000010380
ENSORLP00000001061	ENSGALP00000033465
ENSORLP00000013549	ENSGALP00000003557
ENSORLP00000015108	ENSGALP00000026725
ENSORLP00000019348	ENSGALP00000028283
ENSORLP00000024219	ENSGALP00000007206
ENSORLP00000020909	ENSGALP00000017536
ENSORLP00000014530	ENSGALP00000019702
ENSORLP00000012053	ENSGALP00000022768
ENSORLP00000011996	ENSGALP00000039863
ENSORLP00000022031	ENSGALP00000008534
ENSORLP00000023285	ENSGALP00000034604
ENSORLP00000022377	ENSGALP00000015812
ENSORLP00000019531	ENSGALP00000020443
ENSORLP00000016412	ENSGALP00000001633
ENSORLP00000002720	ENSGALP00000037997
ENSORLP00000006563	ENSGALP00000002322
ENSORLP00000009690	ENSGALP00000006149
ENSORLP00000016302	ENSGALP00000014321
ENSORLP00000007190	ENSGALP00000034810
ENSORLP00000017467	ENSGALP00000021506
ENSORLP00000022505	ENSGALP00000031054
ENSORLP00000018271	ENSGALP00000010950
ENSORLP00000005159	ENSGALP00000019414
ENSORLP00000019805	ENSGALP00000027892
ENSORLP00000024521	ENSGALP00000039039
ENSORLP00000023018	ENSGALP00000039039
ENSORLP00000017219	ENSGALP00000005670
ENSORLP00000013189	ENSGALP00000021180
ENSORLP00000025805	ENSGALP00000026040
ENSORLP00000017040	ENSGALP00000013542
ENSORLP00000005671	ENSGALP00000018969
ENSORLP00000003950	ENSGALP00000016257
ENSORLP00000014642	ENSGALP00000020086
ENSORLP00000020691	ENSGALP00000040901
ENSORLP00000004242	ENSGALP00000041704
ENSORLP00000019089	ENSGALP00000003458
ENSORLP00000013760	ENSGALP00000010251
ENSORLP00000012346	ENSGALP00000043412
ENSORLP00000009685	ENSGALP00000042565
ENSORLP00000005982	ENSGALP00000001239
ENSORLP00000007862	ENSGALP00000000571
ENSORLP00000025039	ENSGALP00000014485
ENSORLP00000017889	ENSGALP00000031170
ENSORLP00000017431	ENSGALP00000041157
ENSORLP00000021453	ENSGALP00000015990
ENSORLP00000005889	ENSGALP00000007774
ENSORLP00000000507	ENSGALP00000022344
ENSORLP00000020906	ENSGALP00000024209
ENSORLP00000006203	ENSGALP00000036717
ENSORLP00000005086	ENSGALP00000023923
ENSORLP00000007738	ENSGALP00000043052
ENSORLP00000008542	ENSGALP00000014424
ENSORLP00000023430	ENSGALP00000012509
ENSORLP00000002229	ENSGALP00000017638
ENSORLP00000024792	ENSGALP00000022521
ENSORLP00000001841	ENSGALP00000043081
ENSORLP00000020532	ENSGALP00000043244
ENSORLP00000024972	ENSGALP00000007104
ENSORLP00000010285	ENSGALP00000020125
ENSORLP00000024055	ENSGALP00000001440
ENSORLP00000013365	ENSGALP00000037100
ENSORLP00000020192	ENSGALP00000028979
ENSORLP00000014007	ENSGALP00000028630
ENSORLP00000021606	ENSGALP00000004989
ENSORLP00000016298	ENSGALP00000001219
ENSORLP00000020219	ENSGALP00000039860
ENSORLP00000013474	ENSGALP00000018231
ENSORLP00000010934	ENSGALP00000040716
ENSORLP00000018346	ENSGALP00000019418
ENSORLP00000013707	ENSGALP00000041040
ENSORLP00000018348	ENSGALP00000000748
ENSORLP00000007839	ENSGALP00000026370
ENSORLP00000022793	ENSGALP00000028021
ENSORLP00000013733	ENSGALP00000003291
ENSORLP00000025496	ENSGALP00000031498
ENSORLP00000005642	ENSGALP00000041750
ENSORLP00000010924	ENSGALP00000006623
ENSORLP00000003732	ENSGALP00000007589
ENSORLP00000022712	ENSGALP00000015953
ENSORLP00000014418	ENSGALP00000007554
ENSORLP00000013183	ENSGALP00000023564
ENSORLP00000013006	ENSGALP00000025567
ENSORLP00000015601	ENSGALP00000027066
ENSORLP00000009484	ENSGALP00000010848
ENSORLP00000021118	ENSGALP00000001853
ENSORLP00000017639	ENSGALP00000029664
ENSORLP00000013324	ENSGALP00000002491
ENSORLP00000011911	ENSGALP00000028635
ENSORLP00000015131	ENSGALP00000011355
ENSORLP00000019691	ENSGALP00000001310
ENSORLP00000014389	ENSGALP00000010549
ENSORLP00000008507	ENSGALP00000005087
ENSORLP00000014380	ENSGALP00000007376
ENSORLP00000000980	ENSGALP00000006391
ENSORLP00000000129	ENSGALP00000034433
ENSORLP00000014439	ENSGALP00000042307
ENSORLP00000011579	ENSGALP00000007966
ENSORLP00000025836	ENSGALP00000019286
ENSORLP00000009567	ENSGALP00000025273
ENSORLP00000018478	ENSGALP00000011525
ENSORLP00000007834	ENSGALP00000004803
ENSORLP00000006842	ENSGALP00000003971
ENSORLP00000009310	ENSGALP00000040731
ENSORLP00000017407	ENSGALP00000043187
ENSORLP00000010529	ENSGALP00000009447
ENSORLP00000004932	ENSGALP00000033433
ENSORLP00000010366	ENSGALP00000012616
ENSORLP00000003013	ENSGALP00000025857
ENSORLP00000019213	ENSGALP00000004071
ENSORLP00000003152	ENSGALP00000011001
ENSORLP00000025788	ENSGALP00000032302
ENSORLP00000018376	ENSGALP00000008962
ENSORLP00000007800	ENSGALP00000006728
ENSORLP00000001105	ENSGALP00000012491
ENSORLP00000014536	ENSGALP00000003688
ENSORLP00000006787	ENSGALP00000042953
ENSORLP00000012468	ENSGALP00000034917
ENSORLP00000018567	ENSGALP00000036361
ENSORLP00000008529	ENSGALP00000011236
ENSORLP00000019794	ENSGALP00000001147
ENSORLP00000015062	ENSGALP00000041650
ENSORLP00000019741	ENSGALP00000013835
ENSORLP00000006241	ENSGALP00000035781
ENSORLP00000000795	ENSGALP00000035781
ENSORLP00000015664	ENSGALP00000003408
ENSORLP00000018096	ENSGALP00000025125
ENSORLP00000015620	ENSGALP00000042564
ENSORLP00000012754	ENSGALP00000009637
ENSORLP00000016926	ENSGALP00000006972
ENSORLP00000021530	ENSGALP00000001004
ENSORLP00000025270	ENSGALP00000042236
ENSORLP00000010676	ENSGALP00000024980
ENSORLP00000008562	ENSGALP00000024980
ENSORLP00000004705	ENSGALP00000003297
ENSORLP00000010050	ENSGALP00000030240
ENSORLP00000005871	ENSGALP00000029365
ENSORLP00000011668	ENSGALP00000016471
ENSORLP00000001578	ENSGALP00000010182
ENSORLP00000019179	ENSGALP00000020170
ENSORLP00000012145	ENSGALP00000008205
ENSORLP00000019743	ENSGALP00000008807
ENSORLP00000004609	ENSGALP00000040598
ENSORLP00000001041	ENSGALP00000019791
ENSORLP00000022334	ENSGALP00000021456
ENSORLP00000020249	ENSGALP00000015944
ENSORLP00000025163	ENSGALP00000009600
ENSORLP00000023035	ENSGALP00000008857
ENSORLP00000019288	ENSGALP00000011200
ENSORLP00000009055	ENSGALP00000012810
ENSORLP00000009671	ENSGALP00000010371
ENSORLP00000010399	ENSGALP00000031417
ENSORLP00000025533	ENSGALP00000025443
ENSORLP00000025781	ENSGALP00000024699
ENSORLP00000024798	ENSGALP00000037684
ENSORLP00000008742	ENSGALP00000027918
ENSORLP00000011065	ENSGALP00000023688
ENSORLP00000012069	ENSGALP00000006891
ENSORLP00000014462	ENSGALP00000015652
ENSORLP00000021412	ENSGALP00000017090
ENSORLP00000002076	ENSGALP00000043427
ENSORLP00000020790	ENSGALP00000008472
ENSORLP00000010987	ENSGALP00000008472
ENSORLP00000015691	ENSGALP00000026531
ENSORLP00000004537	ENSGALP00000042138
ENSORLP00000025667	ENSGALP00000022148
ENSORLP00000019304	ENSGALP00000041833
ENSORLP00000014548	ENSGALP00000029151
ENSORLP00000005226	ENSGALP00000043080
ENSORLP00000004151	ENSGALP00000008645
ENSORLP00000003109	ENSGALP00000001821
ENSORLP00000017843	ENSGALP00000040695
ENSORLP00000011588	ENSGALP00000038347
ENSORLP00000003237	ENSGALP00000020947
ENSORLP00000012212	ENSGALP00000003784
ENSORLP00000016680	ENSGALP00000022433
ENSORLP00000022404	ENSGALP00000025372
ENSORLP00000016806	ENSGALP00000024656
ENSORLP00000017456	ENSGALP00000012595
ENSORLP00000009908	ENSGALP00000001151
ENSORLP00000010252	ENSGALP00000003558
ENSORLP00000023727	ENSGALP00000000321
ENSORLP00000016860	ENSGALP00000007436
ENSORLP00000018403	ENSGALP00000020252
ENSORLP00000017933	ENSGALP00000000562
ENSORLP00000024215	ENSGALP00000011505
ENSORLP00000019908	ENSGALP00000027086
ENSORLP00000005471	ENSGALP00000020151
ENSORLP00000025122	ENSGALP00000010695
ENSORLP00000021496	ENSGALP00000005591
ENSORLP00000010853	ENSGALP00000021415
ENSORLP00000016404	ENSGALP00000008940
ENSORLP00000013921	ENSGALP00000001392
ENSORLP00000009063	ENSGALP00000003634
ENSORLP00000003989	ENSGALP00000042668
ENSORLP00000024286	ENSGALP00000005858
ENSORLP00000011915	ENSGALP00000003319
ENSORLP00000011656	ENSGALP00000014398
ENSORLP00000005347	ENSGALP00000011754
ENSORLP00000019832	ENSGALP00000029818
ENSORLP00000012700	ENSGALP00000012780
ENSORLP00000024218	ENSGALP00000040987
ENSORLP00000003968	ENSGALP00000016892
ENSORLP00000005693	ENSGALP00000015826
ENSORLP00000021328	ENSGALP00000007339
ENSORLP00000022023	ENSGALP00000008677
ENSORLP00000004908	ENSGALP00000029474
ENSORLP00000015493	ENSGALP00000041753
ENSORLP00000000571	ENSGALP00000033570
ENSORLP00000005127	ENSGALP00000027402
ENSORLP00000013130	ENSGALP00000010301
ENSORLP00000018615	ENSGALP00000013889
ENSORLP00000007345	ENSGALP00000028704
ENSORLP00000008830	ENSGALP00000007625
ENSORLP00000019493	ENSGALP00000030708
ENSORLP00000019857	ENSGALP00000037846
ENSORLP00000009949	ENSGALP00000000893
ENSORLP00000016849	ENSGALP00000010542
ENSORLP00000016204	ENSGALP00000025940
ENSORLP00000006991	ENSGALP00000018089
ENSORLP00000015583	ENSGALP00000043287
ENSORLP00000022765	ENSGALP00000031860
ENSORLP00000014682	ENSGALP00000016717
ENSORLP00000024921	ENSGALP00000042682
ENSORLP00000022001	ENSGALP00000018004
ENSORLP00000018824	ENSGALP00000018263
ENSORLP00000015698	ENSGALP00000020875
ENSORLP00000008293	ENSGALP00000004037
ENSORLP00000019644	ENSGALP00000029810
ENSORLP00000012832	ENSGALP00000041489
ENSORLP00000016039	ENSGALP00000025492
ENSORLP00000021306	ENSGALP00000018702
ENSORLP00000013250	ENSGALP00000013500
ENSORLP00000008111	ENSGALP00000003157
ENSORLP00000025256	ENSGALP00000040894
ENSORLP00000014755	ENSGALP00000038637
ENSORLP00000006509	ENSGALP00000000555
ENSORLP00000001966	ENSGALP00000025191
ENSORLP00000007070	ENSGALP00000004589
ENSORLP00000007984	ENSGALP00000035750
ENSORLP00000004976	ENSGALP00000005076
ENSORLP00000018248	ENSGALP00000002866
ENSORLP00000006916	ENSGALP00000042284
ENSORLP00000000807	ENSGALP00000033158
ENSORLP00000012475	ENSGALP00000002066
ENSORLP00000003288	ENSGALP00000013150
ENSORLP00000004643	ENSGALP00000005468
ENSORLP00000021785	ENSGALP00000002845
ENSORLP00000018281	ENSGALP00000020057
ENSORLP00000010951	ENSGALP00000022049
ENSORLP00000002005	ENSGALP00000041462
ENSORLP00000012423	ENSGALP00000017524
ENSORLP00000014261	ENSGALP00000022698
ENSORLP00000016260	ENSGALP00000030225
ENSORLP00000003242	ENSGALP00000006122
ENSORLP00000003238	ENSGALP00000006122
ENSORLP00000008560	ENSGALP00000043039
ENSORLP00000009972	ENSGALP00000012251
ENSORLP00000016803	ENSGALP00000004360
ENSORLP00000020458	ENSGALP00000013928
ENSORLP00000011102	ENSGALP00000006927
ENSORLP00000019401	ENSGALP00000042803
ENSORLP00000019811	ENSGALP00000042587
ENSORLP00000000192	ENSGALP00000005301
ENSORLP00000003083	ENSGALP00000004066
ENSORLP00000002549	ENSGALP00000011624
ENSORLP00000002407	ENSGALP00000009262
ENSORLP00000001574	ENSGALP00000010944
ENSORLP00000005853	ENSGALP00000006677
ENSORLP00000014733	ENSGALP00000004678
ENSORLP00000023021	ENSGALP00000002935
ENSORLP00000011647	ENSGALP00000007325
