ENSTNIP00000006282	ENSACAP00000008923
ENSTNIP00000005817	ENSACAP00000009285
ENSTNIP00000010786	ENSACAP00000014088
ENSTNIP00000003153	ENSACAP00000001626
ENSTNIP00000020385	ENSACAP00000000894
ENSTNIP00000005409	ENSACAP00000011110
ENSTNIP00000023086	ENSACAP00000016150
ENSTNIP00000012476	ENSACAP00000012772
ENSTNIP00000006145	ENSACAP00000010488
ENSTNIP00000020850	ENSACAP00000011692
ENSTNIP00000014841	ENSACAP00000015258
ENSTNIP00000012681	ENSACAP00000015258
ENSTNIP00000009862	ENSACAP00000006650
ENSTNIP00000022084	ENSACAP00000009780
ENSTNIP00000023100	ENSACAP00000011474
ENSTNIP00000020536	ENSACAP00000013172
ENSTNIP00000010147	ENSACAP00000011565
ENSTNIP00000018223	ENSACAP00000012947
ENSTNIP00000009954	ENSACAP00000013211
ENSTNIP00000005121	ENSACAP00000003047
ENSTNIP00000005675	ENSACAP00000008540
ENSTNIP00000007152	ENSACAP00000005585
ENSTNIP00000009089	ENSACAP00000012215
ENSTNIP00000010948	ENSACAP00000013111
ENSTNIP00000005401	ENSACAP00000005375
ENSTNIP00000003353	ENSACAP00000011821
ENSTNIP00000009982	ENSACAP00000002996
ENSTNIP00000016500	ENSACAP00000015309
ENSTNIP00000020199	ENSACAP00000003247
ENSTNIP00000011951	ENSACAP00000002639
ENSTNIP00000016419	ENSACAP00000005014
ENSTNIP00000009356	ENSACAP00000005245
ENSTNIP00000005939	ENSACAP00000014822
ENSTNIP00000012313	ENSACAP00000010389
ENSTNIP00000014343	ENSACAP00000011836
ENSTNIP00000019160	ENSACAP00000015293
ENSTNIP00000001529	ENSACAP00000003741
ENSTNIP00000013147	ENSACAP00000013167
ENSTNIP00000011776	ENSACAP00000004683
ENSTNIP00000019159	ENSACAP00000013489
ENSTNIP00000010994	ENSACAP00000003668
ENSTNIP00000014061	ENSACAP00000015003
ENSTNIP00000008318	ENSACAP00000009625
ENSTNIP00000021652	ENSACAP00000012350
ENSTNIP00000009555	ENSACAP00000006516
ENSTNIP00000020836	ENSACAP00000018445
ENSTNIP00000001135	ENSACAP00000003134
ENSTNIP00000013584	ENSACAP00000012827
ENSTNIP00000014853	ENSACAP00000007134
ENSTNIP00000021886	ENSACAP00000007337
ENSTNIP00000013871	ENSACAP00000001697
ENSTNIP00000010113	ENSACAP00000008155
ENSTNIP00000008044	ENSACAP00000007760
ENSTNIP00000007544	ENSACAP00000003444
ENSTNIP00000017681	ENSACAP00000007514
ENSTNIP00000017550	ENSACAP00000009423
ENSTNIP00000019097	ENSACAP00000004081
ENSTNIP00000008334	ENSACAP00000000003
ENSTNIP00000021481	ENSACAP00000003296
ENSTNIP00000005552	ENSACAP00000000128
ENSTNIP00000007877	ENSACAP00000013426
ENSTNIP00000009758	ENSACAP00000001301
ENSTNIP00000021074	ENSACAP00000012699
ENSTNIP00000007137	ENSACAP00000022047
ENSTNIP00000017257	ENSACAP00000010544
ENSTNIP00000021337	ENSACAP00000008684
ENSTNIP00000019313	ENSACAP00000015695
ENSTNIP00000020517	ENSACAP00000013958
ENSTNIP00000008149	ENSACAP00000006334
ENSTNIP00000006629	ENSACAP00000008984
ENSTNIP00000003487	ENSACAP00000013164
ENSTNIP00000016673	ENSACAP00000004260
ENSTNIP00000020270	ENSACAP00000005472
ENSTNIP00000019235	ENSACAP00000014895
ENSTNIP00000000942	ENSACAP00000006743
ENSTNIP00000015044	ENSACAP00000012480
ENSTNIP00000002086	ENSACAP00000016561
ENSTNIP00000019091	ENSACAP00000018097
ENSTNIP00000013772	ENSACAP00000003484
ENSTNIP00000019614	ENSACAP00000003683
ENSTNIP00000019619	ENSACAP00000004038
ENSTNIP00000014208	ENSACAP00000013305
ENSTNIP00000010250	ENSACAP00000012851
ENSTNIP00000009244	ENSACAP00000004267
ENSTNIP00000013141	ENSACAP00000012466
ENSTNIP00000010069	ENSACAP00000007302
ENSTNIP00000008435	ENSACAP00000015609
ENSTNIP00000005894	ENSACAP00000016926
ENSTNIP00000022232	ENSACAP00000012043
ENSTNIP00000020460	ENSACAP00000013838
ENSTNIP00000006550	ENSACAP00000007205
ENSTNIP00000019900	ENSACAP00000008400
ENSTNIP00000023057	ENSACAP00000010970
ENSTNIP00000005298	ENSACAP00000000842
ENSTNIP00000002934	ENSACAP00000021947
ENSTNIP00000011371	ENSACAP00000009953
ENSTNIP00000014219	ENSACAP00000005372
ENSTNIP00000019681	ENSACAP00000008057
ENSTNIP00000009751	ENSACAP00000008574
ENSTNIP00000012796	ENSACAP00000014293
ENSTNIP00000017662	ENSACAP00000022481
ENSTNIP00000006358	ENSACAP00000011153
ENSTNIP00000008213	ENSACAP00000008401
ENSTNIP00000022602	ENSACAP00000010733
ENSTNIP00000007315	ENSACAP00000007281
ENSTNIP00000015645	ENSACAP00000013791
ENSTNIP00000002854	ENSACAP00000016261
ENSTNIP00000019438	ENSACAP00000015419
ENSTNIP00000018793	ENSACAP00000014069
ENSTNIP00000018453	ENSACAP00000009215
ENSTNIP00000017300	ENSACAP00000011661
ENSTNIP00000007748	ENSACAP00000007316
ENSTNIP00000009940	ENSACAP00000011867
ENSTNIP00000011691	ENSACAP00000007958
ENSTNIP00000002108	ENSACAP00000011627
ENSTNIP00000007780	ENSACAP00000012624
ENSTNIP00000005196	ENSACAP00000002021
ENSTNIP00000016490	ENSACAP00000010485
ENSTNIP00000022543	ENSACAP00000016296
ENSTNIP00000015598	ENSACAP00000015269
ENSTNIP00000009844	ENSACAP00000005187
ENSTNIP00000006785	ENSACAP00000012935
ENSTNIP00000020116	ENSACAP00000015181
ENSTNIP00000010268	ENSACAP00000003735
ENSTNIP00000011047	ENSACAP00000009217
ENSTNIP00000012987	ENSACAP00000006156
ENSTNIP00000011711	ENSACAP00000015537
ENSTNIP00000018698	ENSACAP00000002878
ENSTNIP00000008236	ENSACAP00000012761
ENSTNIP00000017288	ENSACAP00000010287
ENSTNIP00000013496	ENSACAP00000015459
ENSTNIP00000021312	ENSACAP00000007786
ENSTNIP00000021686	ENSACAP00000016475
ENSTNIP00000007573	ENSACAP00000016387
ENSTNIP00000018736	ENSACAP00000007949
ENSTNIP00000016111	ENSACAP00000006901
ENSTNIP00000005274	ENSACAP00000006847
ENSTNIP00000002709	ENSACAP00000007038
ENSTNIP00000018964	ENSACAP00000002760
ENSTNIP00000016159	ENSACAP00000001170
ENSTNIP00000016832	ENSACAP00000012199
ENSTNIP00000015287	ENSACAP00000017413
ENSTNIP00000017372	ENSACAP00000006530
ENSTNIP00000013318	ENSACAP00000000685
ENSTNIP00000010386	ENSACAP00000006340
ENSTNIP00000018506	ENSACAP00000000899
ENSTNIP00000016107	ENSACAP00000006983
ENSTNIP00000014684	ENSACAP00000003146
ENSTNIP00000010439	ENSACAP00000003783
ENSTNIP00000021081	ENSACAP00000012042
ENSTNIP00000000650	ENSACAP00000014012
ENSTNIP00000016236	ENSACAP00000006974
ENSTNIP00000017191	ENSACAP00000013828
ENSTNIP00000010464	ENSACAP00000011140
ENSTNIP00000008251	ENSACAP00000015595
ENSTNIP00000002752	ENSACAP00000015946
ENSTNIP00000007631	ENSACAP00000003090
ENSTNIP00000019806	ENSACAP00000007984
ENSTNIP00000015298	ENSACAP00000009239
ENSTNIP00000017805	ENSACAP00000006830
ENSTNIP00000011596	ENSACAP00000013596
ENSTNIP00000001107	ENSACAP00000007970
ENSTNIP00000000753	ENSACAP00000020790
ENSTNIP00000015339	ENSACAP00000023188
ENSTNIP00000016701	ENSACAP00000021554
ENSTNIP00000018646	ENSACAP00000010524
ENSTNIP00000015238	ENSACAP00000001172
ENSTNIP00000011269	ENSACAP00000009837
ENSTNIP00000014461	ENSACAP00000005899
ENSTNIP00000009876	ENSACAP00000000902
ENSTNIP00000001003	ENSACAP00000016362
ENSTNIP00000009706	ENSACAP00000001520
ENSTNIP00000008147	ENSACAP00000003126
ENSTNIP00000007809	ENSACAP00000002988
ENSTNIP00000014573	ENSACAP00000001562
ENSTNIP00000005155	ENSACAP00000002441
ENSTNIP00000021219	ENSACAP00000002617
ENSTNIP00000007424	ENSACAP00000009853
ENSTNIP00000013519	ENSACAP00000000194
ENSTNIP00000008574	ENSACAP00000007148
ENSTNIP00000020511	ENSACAP00000010896
ENSTNIP00000010193	ENSACAP00000005695
ENSTNIP00000002224	ENSACAP00000021606
ENSTNIP00000014640	ENSACAP00000013462
ENSTNIP00000019286	ENSACAP00000008937
ENSTNIP00000009811	ENSACAP00000010301
ENSTNIP00000001334	ENSACAP00000015485
ENSTNIP00000014211	ENSACAP00000017147
ENSTNIP00000016695	ENSACAP00000005790
ENSTNIP00000011703	ENSACAP00000013776
ENSTNIP00000005281	ENSACAP00000008263
ENSTNIP00000004063	ENSACAP00000006822
ENSTNIP00000014241	ENSACAP00000000839
ENSTNIP00000004356	ENSACAP00000010589
ENSTNIP00000022503	ENSACAP00000006152
ENSTNIP00000018745	ENSACAP00000002406
ENSTNIP00000012024	ENSACAP00000014575
ENSTNIP00000016369	ENSACAP00000005213
ENSTNIP00000020949	ENSACAP00000015238
ENSTNIP00000020288	ENSACAP00000013564
ENSTNIP00000007295	ENSACAP00000008896
ENSTNIP00000019673	ENSACAP00000006483
ENSTNIP00000006448	ENSACAP00000003559
ENSTNIP00000010209	ENSACAP00000004333
ENSTNIP00000004251	ENSACAP00000002970
ENSTNIP00000009808	ENSACAP00000012387
ENSTNIP00000007513	ENSACAP00000003202
ENSTNIP00000017499	ENSACAP00000003822
ENSTNIP00000010170	ENSACAP00000013760
ENSTNIP00000011219	ENSACAP00000011577
ENSTNIP00000018816	ENSACAP00000000599
ENSTNIP00000022457	ENSACAP00000004652
ENSTNIP00000017546	ENSACAP00000016189
ENSTNIP00000006786	ENSACAP00000012078
ENSTNIP00000018678	ENSACAP00000016234
ENSTNIP00000004069	ENSACAP00000012895
ENSTNIP00000003612	ENSACAP00000009522
ENSTNIP00000012190	ENSACAP00000013868
ENSTNIP00000013273	ENSACAP00000000800
ENSTNIP00000021448	ENSACAP00000003283
ENSTNIP00000011648	ENSACAP00000012034
ENSTNIP00000014357	ENSACAP00000012034
ENSTNIP00000012852	ENSACAP00000016478
ENSTNIP00000020825	ENSACAP00000012026
ENSTNIP00000014624	ENSACAP00000014659
ENSTNIP00000010101	ENSACAP00000011879
ENSTNIP00000005514	ENSACAP00000013672
ENSTNIP00000010015	ENSACAP00000013672
ENSTNIP00000013385	ENSACAP00000005141
ENSTNIP00000014254	ENSACAP00000017240
ENSTNIP00000021905	ENSACAP00000003005
ENSTNIP00000005727	ENSACAP00000010145
ENSTNIP00000016809	ENSACAP00000002521
ENSTNIP00000004501	ENSACAP00000002572
ENSTNIP00000010374	ENSACAP00000002331
ENSTNIP00000006465	ENSACAP00000005006
ENSTNIP00000016426	ENSACAP00000003938
ENSTNIP00000016623	ENSACAP00000016453
ENSTNIP00000009268	ENSACAP00000008349
ENSTNIP00000001969	ENSACAP00000011853
ENSTNIP00000012074	ENSACAP00000007613
ENSTNIP00000010917	ENSACAP00000001383
ENSTNIP00000013185	ENSACAP00000014910
ENSTNIP00000013896	ENSACAP00000003365
ENSTNIP00000009910	ENSACAP00000015646
ENSTNIP00000005216	ENSACAP00000003094
ENSTNIP00000005564	ENSACAP00000009995
ENSTNIP00000017058	ENSACAP00000020560
ENSTNIP00000007568	ENSACAP00000000041
ENSTNIP00000003068	ENSACAP00000010975
ENSTNIP00000005931	ENSACAP00000014527
ENSTNIP00000005309	ENSACAP00000011089
ENSTNIP00000018951	ENSACAP00000001268
ENSTNIP00000010282	ENSACAP00000014942
ENSTNIP00000005446	ENSACAP00000010876
ENSTNIP00000020480	ENSACAP00000006386
ENSTNIP00000001111	ENSACAP00000008745
ENSTNIP00000012487	ENSACAP00000016408
ENSTNIP00000015881	ENSACAP00000006034
ENSTNIP00000018782	ENSACAP00000004642
ENSTNIP00000003482	ENSACAP00000001112
ENSTNIP00000014983	ENSACAP00000011567
ENSTNIP00000007716	ENSACAP00000008685
ENSTNIP00000008566	ENSACAP00000011556
ENSTNIP00000020776	ENSACAP00000015997
ENSTNIP00000004300	ENSACAP00000006434
ENSTNIP00000004878	ENSACAP00000013421
ENSTNIP00000000588	ENSACAP00000011494
ENSTNIP00000021334	ENSACAP00000007167
ENSTNIP00000020161	ENSACAP00000016513
ENSTNIP00000009988	ENSACAP00000010618
ENSTNIP00000019808	ENSACAP00000007895
ENSTNIP00000015705	ENSACAP00000006442
ENSTNIP00000017520	ENSACAP00000009460
ENSTNIP00000007781	ENSACAP00000008170
ENSTNIP00000016805	ENSACAP00000002122
ENSTNIP00000013785	ENSACAP00000008152
ENSTNIP00000000576	ENSACAP00000000714
ENSTNIP00000022598	ENSACAP00000001123
ENSTNIP00000021463	ENSACAP00000009093
ENSTNIP00000017036	ENSACAP00000018624
ENSTNIP00000011139	ENSACAP00000001226
ENSTNIP00000008349	ENSACAP00000010554
ENSTNIP00000005761	ENSACAP00000012553
ENSTNIP00000012508	ENSACAP00000019793
ENSTNIP00000006929	ENSACAP00000010887
ENSTNIP00000006219	ENSACAP00000001297
ENSTNIP00000005832	ENSACAP00000011773
ENSTNIP00000007313	ENSACAP00000003370
ENSTNIP00000009895	ENSACAP00000009713
ENSTNIP00000017883	ENSACAP00000016394
ENSTNIP00000008495	ENSACAP00000007953
ENSTNIP00000015658	ENSACAP00000001333
ENSTNIP00000022335	ENSACAP00000008153
ENSTNIP00000022039	ENSACAP00000018554
ENSTNIP00000019674	ENSACAP00000006493
ENSTNIP00000005212	ENSACAP00000011812
ENSTNIP00000009722	ENSACAP00000016730
ENSTNIP00000012538	ENSACAP00000016358
ENSTNIP00000010466	ENSACAP00000000070
ENSTNIP00000007227	ENSACAP00000019179
ENSTNIP00000005206	ENSACAP00000012436
ENSTNIP00000007556	ENSACAP00000007268
ENSTNIP00000015154	ENSACAP00000018742
ENSTNIP00000012407	ENSACAP00000015612
ENSTNIP00000016366	ENSACAP00000009309
ENSTNIP00000013961	ENSACAP00000014417
ENSTNIP00000005788	ENSACAP00000002654
ENSTNIP00000007898	ENSACAP00000013110
ENSTNIP00000006789	ENSACAP00000000057
ENSTNIP00000010682	ENSACAP00000015273
ENSTNIP00000017676	ENSACAP00000002985
ENSTNIP00000012282	ENSACAP00000016791
ENSTNIP00000018320	ENSACAP00000000799
ENSTNIP00000007956	ENSACAP00000009654
ENSTNIP00000012324	ENSACAP00000000352
ENSTNIP00000004070	ENSACAP00000011282
ENSTNIP00000017809	ENSACAP00000006476
ENSTNIP00000011976	ENSACAP00000002218
ENSTNIP00000013393	ENSACAP00000007611
ENSTNIP00000012155	ENSACAP00000014725
ENSTNIP00000020951	ENSACAP00000002256
ENSTNIP00000022129	ENSACAP00000004419
ENSTNIP00000022382	ENSACAP00000014415
ENSTNIP00000020433	ENSACAP00000014415
ENSTNIP00000004481	ENSACAP00000014682
ENSTNIP00000019539	ENSACAP00000009661
ENSTNIP00000022037	ENSACAP00000016378
ENSTNIP00000011356	ENSACAP00000006925
ENSTNIP00000014365	ENSACAP00000015617
ENSTNIP00000016878	ENSACAP00000000856
ENSTNIP00000006389	ENSACAP00000004075
ENSTNIP00000014864	ENSACAP00000010528
ENSTNIP00000022368	ENSACAP00000010528
ENSTNIP00000001185	ENSACAP00000001880
ENSTNIP00000020871	ENSACAP00000003498
ENSTNIP00000019622	ENSACAP00000002229
ENSTNIP00000014085	ENSACAP00000018905
ENSTNIP00000021268	ENSACAP00000007996
ENSTNIP00000019781	ENSACAP00000012679
ENSTNIP00000014233	ENSACAP00000008040
ENSTNIP00000019574	ENSACAP00000012953
ENSTNIP00000001118	ENSACAP00000000013
ENSTNIP00000020520	ENSACAP00000000638
ENSTNIP00000013894	ENSACAP00000005580
ENSTNIP00000005313	ENSACAP00000002848
ENSTNIP00000007800	ENSACAP00000002848
ENSTNIP00000000010	ENSACAP00000005620
ENSTNIP00000005103	ENSACAP00000003629
ENSTNIP00000020376	ENSACAP00000000559
ENSTNIP00000008690	ENSACAP00000023197
ENSTNIP00000018665	ENSACAP00000018634
ENSTNIP00000014048	ENSACAP00000005896
ENSTNIP00000019590	ENSACAP00000010236
ENSTNIP00000012740	ENSACAP00000000754
ENSTNIP00000020142	ENSACAP00000004221
ENSTNIP00000015234	ENSACAP00000004775
ENSTNIP00000005569	ENSACAP00000014750
ENSTNIP00000014237	ENSACAP00000002788
ENSTNIP00000011073	ENSACAP00000005131
ENSTNIP00000007592	ENSACAP00000017690
ENSTNIP00000008406	ENSACAP00000002992
ENSTNIP00000018959	ENSACAP00000018026
ENSTNIP00000018037	ENSACAP00000001918
ENSTNIP00000000076	ENSACAP00000008198
ENSTNIP00000012905	ENSACAP00000017407
ENSTNIP00000017124	ENSACAP00000000726
ENSTNIP00000019429	ENSACAP00000022364
ENSTNIP00000018786	ENSACAP00000004844
ENSTNIP00000014111	ENSACAP00000000672
ENSTNIP00000000229	ENSACAP00000006627
ENSTNIP00000015240	ENSACAP00000014762
ENSTNIP00000020453	ENSACAP00000001547
ENSTNIP00000017408	ENSACAP00000015036
ENSTNIP00000006701	ENSACAP00000012366
ENSTNIP00000012797	ENSACAP00000014685
ENSTNIP00000018043	ENSACAP00000000493
ENSTNIP00000019396	ENSACAP00000018531
ENSTNIP00000011604	ENSACAP00000014068
ENSTNIP00000010462	ENSACAP00000008854
ENSTNIP00000014422	ENSACAP00000003037
ENSTNIP00000019557	ENSACAP00000001663
ENSTNIP00000017994	ENSACAP00000012858
ENSTNIP00000002435	ENSACAP00000004459
ENSTNIP00000018573	ENSACAP00000004857
ENSTNIP00000011533	ENSACAP00000003295
ENSTNIP00000009882	ENSACAP00000005820
ENSTNIP00000021391	ENSACAP00000015180
ENSTNIP00000018492	ENSACAP00000008224
ENSTNIP00000013627	ENSACAP00000005151
ENSTNIP00000004284	ENSACAP00000006468
ENSTNIP00000019495	ENSACAP00000002125
ENSTNIP00000022312	ENSACAP00000013979
ENSTNIP00000008573	ENSACAP00000013515
ENSTNIP00000012536	ENSACAP00000016422
ENSTNIP00000018513	ENSACAP00000005470
ENSTNIP00000021906	ENSACAP00000007256
ENSTNIP00000020839	ENSACAP00000001258
ENSTNIP00000008657	ENSACAP00000001930
ENSTNIP00000007562	ENSACAP00000003719
ENSTNIP00000011745	ENSACAP00000009543
ENSTNIP00000010769	ENSACAP00000001752
ENSTNIP00000023069	ENSACAP00000009594
ENSTNIP00000019866	ENSACAP00000007652
ENSTNIP00000009477	ENSACAP00000011180
ENSTNIP00000022558	ENSACAP00000020485
ENSTNIP00000019763	ENSACAP00000001376
ENSTNIP00000005843	ENSACAP00000000660
ENSTNIP00000004471	ENSACAP00000003562
ENSTNIP00000019790	ENSACAP00000009644
ENSTNIP00000012339	ENSACAP00000015891
ENSTNIP00000009804	ENSACAP00000002847
ENSTNIP00000011421	ENSACAP00000014559
ENSTNIP00000009953	ENSACAP00000013067
ENSTNIP00000013325	ENSACAP00000003378
ENSTNIP00000022044	ENSACAP00000008931
ENSTNIP00000008112	ENSACAP00000007579
ENSTNIP00000007928	ENSACAP00000016142
ENSTNIP00000014967	ENSACAP00000013898
ENSTNIP00000019836	ENSACAP00000013926
ENSTNIP00000015637	ENSACAP00000023482
ENSTNIP00000018602	ENSACAP00000014456
ENSTNIP00000001416	ENSACAP00000003359
ENSTNIP00000007197	ENSACAP00000009988
ENSTNIP00000016709	ENSACAP00000004343
ENSTNIP00000005606	ENSACAP00000021254
ENSTNIP00000010622	ENSACAP00000008125
ENSTNIP00000019492	ENSACAP00000001665
ENSTNIP00000013735	ENSACAP00000012575
ENSTNIP00000016720	ENSACAP00000011061
ENSTNIP00000016733	ENSACAP00000004325
ENSTNIP00000021010	ENSACAP00000010987
ENSTNIP00000022541	ENSACAP00000001667
ENSTNIP00000011849	ENSACAP00000006178
ENSTNIP00000012458	ENSACAP00000003930
ENSTNIP00000005974	ENSACAP00000007713
ENSTNIP00000010908	ENSACAP00000015798
ENSTNIP00000011264	ENSACAP00000009687
ENSTNIP00000020597	ENSACAP00000003191
ENSTNIP00000021075	ENSACAP00000009823
ENSTNIP00000005743	ENSACAP00000013589
ENSTNIP00000020814	ENSACAP00000005893
ENSTNIP00000020285	ENSACAP00000000780
ENSTNIP00000019562	ENSACAP00000009575
ENSTNIP00000018610	ENSACAP00000010659
ENSTNIP00000017696	ENSACAP00000001678
ENSTNIP00000020760	ENSACAP00000014854
ENSTNIP00000012479	ENSACAP00000014361
ENSTNIP00000019888	ENSACAP00000005852
ENSTNIP00000010301	ENSACAP00000010025
ENSTNIP00000008388	ENSACAP00000007688
ENSTNIP00000020052	ENSACAP00000016357
ENSTNIP00000002965	ENSACAP00000012952
ENSTNIP00000020942	ENSACAP00000002184
ENSTNIP00000013608	ENSACAP00000014869
ENSTNIP00000001269	ENSACAP00000001272
ENSTNIP00000018458	ENSACAP00000002179
ENSTNIP00000010860	ENSACAP00000006514
ENSTNIP00000010869	ENSACAP00000007050
ENSTNIP00000005943	ENSACAP00000004234
ENSTNIP00000004090	ENSACAP00000000676
ENSTNIP00000021875	ENSACAP00000013920
ENSTNIP00000009692	ENSACAP00000008891
ENSTNIP00000000772	ENSACAP00000010117
ENSTNIP00000020733	ENSACAP00000006566
ENSTNIP00000005315	ENSACAP00000002417
ENSTNIP00000012151	ENSACAP00000015707
ENSTNIP00000020253	ENSACAP00000008563
ENSTNIP00000003116	ENSACAP00000015753
ENSTNIP00000007247	ENSACAP00000006603
ENSTNIP00000011998	ENSACAP00000012200
ENSTNIP00000022276	ENSACAP00000009358
ENSTNIP00000020675	ENSACAP00000009156
ENSTNIP00000003358	ENSACAP00000000527
ENSTNIP00000017719	ENSACAP00000010642
ENSTNIP00000007642	ENSACAP00000021985
ENSTNIP00000017926	ENSACAP00000013821
ENSTNIP00000020757	ENSACAP00000015037
ENSTNIP00000020529	ENSACAP00000016012
ENSTNIP00000007350	ENSACAP00000000997
ENSTNIP00000019381	ENSACAP00000004021
ENSTNIP00000014394	ENSACAP00000015819
ENSTNIP00000021397	ENSACAP00000004227
ENSTNIP00000012833	ENSACAP00000002891
ENSTNIP00000017001	ENSACAP00000009782
ENSTNIP00000017525	ENSACAP00000002414
ENSTNIP00000005282	ENSACAP00000013656
ENSTNIP00000011101	ENSACAP00000012682
ENSTNIP00000002797	ENSACAP00000017477
ENSTNIP00000011021	ENSACAP00000009271
ENSTNIP00000008289	ENSACAP00000011865
ENSTNIP00000013514	ENSACAP00000010142
ENSTNIP00000003285	ENSACAP00000011671
ENSTNIP00000002733	ENSACAP00000008681
ENSTNIP00000014249	ENSACAP00000001637
ENSTNIP00000008608	ENSACAP00000000490
ENSTNIP00000009568	ENSACAP00000004875
ENSTNIP00000007504	ENSACAP00000005832
ENSTNIP00000018718	ENSACAP00000002697
ENSTNIP00000008422	ENSACAP00000016251
ENSTNIP00000021550	ENSACAP00000008868
ENSTNIP00000005326	ENSACAP00000012464
ENSTNIP00000003379	ENSACAP00000018764
ENSTNIP00000001066	ENSACAP00000015155
ENSTNIP00000016963	ENSACAP00000010423
ENSTNIP00000015695	ENSACAP00000021106
ENSTNIP00000000190	ENSACAP00000004960
ENSTNIP00000016473	ENSACAP00000007575
ENSTNIP00000022589	ENSACAP00000006262
ENSTNIP00000014989	ENSACAP00000012125
ENSTNIP00000021938	ENSACAP00000020470
ENSTNIP00000013720	ENSACAP00000010790
ENSTNIP00000010728	ENSACAP00000001664
ENSTNIP00000011387	ENSACAP00000007009
ENSTNIP00000005649	ENSACAP00000006444
ENSTNIP00000019856	ENSACAP00000018331
ENSTNIP00000016304	ENSACAP00000013036
ENSTNIP00000009566	ENSACAP00000007655
ENSTNIP00000013557	ENSACAP00000000442
ENSTNIP00000009691	ENSACAP00000008935
ENSTNIP00000017153	ENSACAP00000012907
ENSTNIP00000005041	ENSACAP00000000532
ENSTNIP00000019613	ENSACAP00000003720
ENSTNIP00000013675	ENSACAP00000006505
ENSTNIP00000013508	ENSACAP00000000319
ENSTNIP00000017241	ENSACAP00000015491
ENSTNIP00000013010	ENSACAP00000015937
ENSTNIP00000020982	ENSACAP00000009996
ENSTNIP00000005694	ENSACAP00000006943
ENSTNIP00000008825	ENSACAP00000017689
ENSTNIP00000006056	ENSACAP00000020192
ENSTNIP00000017080	ENSACAP00000017167
ENSTNIP00000014991	ENSACAP00000012165
ENSTNIP00000013431	ENSACAP00000000991
ENSTNIP00000013736	ENSACAP00000012566
ENSTNIP00000007651	ENSACAP00000005376
ENSTNIP00000020167	ENSACAP00000001426
ENSTNIP00000015015	ENSACAP00000018113
ENSTNIP00000021173	ENSACAP00000002516
ENSTNIP00000021758	ENSACAP00000016223
ENSTNIP00000013489	ENSACAP00000005039
ENSTNIP00000008256	ENSACAP00000008851
ENSTNIP00000019869	ENSACAP00000007722
ENSTNIP00000005527	ENSACAP00000002920
ENSTNIP00000016424	ENSACAP00000022557
ENSTNIP00000016374	ENSACAP00000009547
ENSTNIP00000020457	ENSACAP00000020634
ENSTNIP00000011644	ENSACAP00000012268
ENSTNIP00000002353	ENSACAP00000003700
ENSTNIP00000010325	ENSACAP00000004786
ENSTNIP00000004477	ENSACAP00000010123
ENSTNIP00000014488	ENSACAP00000020609
ENSTNIP00000013028	ENSACAP00000010037
ENSTNIP00000017775	ENSACAP00000011284
ENSTNIP00000003808	ENSACAP00000012972
ENSTNIP00000006188	ENSACAP00000013934
ENSTNIP00000008255	ENSACAP00000008874
ENSTNIP00000009780	ENSACAP00000016924
ENSTNIP00000022117	ENSACAP00000015188
ENSTNIP00000022883	ENSACAP00000009815
ENSTNIP00000020444	ENSACAP00000006910
ENSTNIP00000019864	ENSACAP00000007588
ENSTNIP00000006530	ENSACAP00000001893
ENSTNIP00000017928	ENSACAP00000013887
ENSTNIP00000019752	ENSACAP00000001803
ENSTNIP00000017172	ENSACAP00000004854
ENSTNIP00000012146	ENSACAP00000005413
ENSTNIP00000018268	ENSACAP00000005912
ENSTNIP00000011749	ENSACAP00000005487
ENSTNIP00000006664	ENSACAP00000000740
ENSTNIP00000017492	ENSACAP00000017574
ENSTNIP00000014621	ENSACAP00000003963
ENSTNIP00000008171	ENSACAP00000017446
ENSTNIP00000005209	ENSACAP00000009565
ENSTNIP00000000713	ENSACAP00000003497
ENSTNIP00000009943	ENSACAP00000007395
ENSTNIP00000009107	ENSACAP00000009983
ENSTNIP00000010472	ENSACAP00000021704
ENSTNIP00000013582	ENSACAP00000012721
