ENSORLP00000017023	ENSTGUP00000008915
ENSORLP00000001771	ENSTGUP00000016555
ENSORLP00000005692	ENSTGUP00000008546
ENSORLP00000019231	ENSTGUP00000011203
ENSORLP00000008555	ENSTGUP00000011630
ENSORLP00000004464	ENSTGUP00000007241
ENSORLP00000013696	ENSTGUP00000016554
ENSORLP00000008974	ENSTGUP00000009851
ENSORLP00000019020	ENSTGUP00000000834
ENSORLP00000007084	ENSTGUP00000015698
ENSORLP00000015961	ENSTGUP00000002250
ENSORLP00000000651	ENSTGUP00000004459
ENSORLP00000017372	ENSTGUP00000002854
ENSORLP00000012430	ENSTGUP00000007006
ENSORLP00000004544	ENSTGUP00000007203
ENSORLP00000016481	ENSTGUP00000004397
ENSORLP00000019523	ENSTGUP00000000697
ENSORLP00000013660	ENSTGUP00000010915
ENSORLP00000016281	ENSTGUP00000006117
ENSORLP00000025873	ENSTGUP00000006049
ENSORLP00000024273	ENSTGUP00000001010
ENSORLP00000007375	ENSTGUP00000013202
ENSORLP00000018012	ENSTGUP00000003160
ENSORLP00000013986	ENSTGUP00000011267
ENSORLP00000016291	ENSTGUP00000011798
ENSORLP00000004252	ENSTGUP00000017827
ENSORLP00000015275	ENSTGUP00000004388
ENSORLP00000004736	ENSTGUP00000004815
ENSORLP00000006543	ENSTGUP00000012044
ENSORLP00000014104	ENSTGUP00000011499
ENSORLP00000019001	ENSTGUP00000013400
ENSORLP00000023400	ENSTGUP00000004098
ENSORLP00000012503	ENSTGUP00000007007
ENSORLP00000002051	ENSTGUP00000012802
ENSORLP00000001934	ENSTGUP00000002262
ENSORLP00000013862	ENSTGUP00000006833
ENSORLP00000018584	ENSTGUP00000003343
ENSORLP00000025703	ENSTGUP00000009046
ENSORLP00000018480	ENSTGUP00000008319
ENSORLP00000009683	ENSTGUP00000012371
ENSORLP00000011401	ENSTGUP00000006386
ENSORLP00000014572	ENSTGUP00000003267
ENSORLP00000006075	ENSTGUP00000001829
ENSORLP00000014428	ENSTGUP00000007718
ENSORLP00000013421	ENSTGUP00000013376
ENSORLP00000009184	ENSTGUP00000007652
ENSORLP00000009330	ENSTGUP00000013769
ENSORLP00000020142	ENSTGUP00000013280
ENSORLP00000002409	ENSTGUP00000012930
ENSORLP00000005602	ENSTGUP00000002792
ENSORLP00000009293	ENSTGUP00000007608
ENSORLP00000008680	ENSTGUP00000006869
ENSORLP00000015913	ENSTGUP00000002914
ENSORLP00000001264	ENSTGUP00000005945
ENSORLP00000025874	ENSTGUP00000006066
ENSORLP00000018917	ENSTGUP00000005175
ENSORLP00000001053	ENSTGUP00000009051
ENSORLP00000001326	ENSTGUP00000006061
ENSORLP00000015009	ENSTGUP00000002356
ENSORLP00000023476	ENSTGUP00000011620
ENSORLP00000003947	ENSTGUP00000017709
ENSORLP00000003958	ENSTGUP00000005075
ENSORLP00000009329	ENSTGUP00000004847
ENSORLP00000015930	ENSTGUP00000001522
ENSORLP00000002112	ENSTGUP00000006222
ENSORLP00000024536	ENSTGUP00000012894
ENSORLP00000025002	ENSTGUP00000012262
ENSORLP00000010827	ENSTGUP00000012369
ENSORLP00000018088	ENSTGUP00000010859
ENSORLP00000003183	ENSTGUP00000009877
ENSORLP00000011512	ENSTGUP00000013803
ENSORLP00000002145	ENSTGUP00000011333
ENSORLP00000014626	ENSTGUP00000006322
ENSORLP00000018879	ENSTGUP00000008697
ENSORLP00000000881	ENSTGUP00000015784
ENSORLP00000020093	ENSTGUP00000012149
ENSORLP00000001074	ENSTGUP00000007326
ENSORLP00000001114	ENSTGUP00000010693
ENSORLP00000022186	ENSTGUP00000006623
ENSORLP00000022808	ENSTGUP00000002589
ENSORLP00000012253	ENSTGUP00000011840
ENSORLP00000008184	ENSTGUP00000015574
ENSORLP00000019882	ENSTGUP00000012889
ENSORLP00000019782	ENSTGUP00000012889
ENSORLP00000005880	ENSTGUP00000012394
ENSORLP00000004388	ENSTGUP00000003912
ENSORLP00000003834	ENSTGUP00000012986
ENSORLP00000005299	ENSTGUP00000001405
ENSORLP00000021548	ENSTGUP00000006610
ENSORLP00000012715	ENSTGUP00000008800
ENSORLP00000012358	ENSTGUP00000005078
ENSORLP00000024161	ENSTGUP00000001347
ENSORLP00000001907	ENSTGUP00000015164
ENSORLP00000017635	ENSTGUP00000007662
ENSORLP00000014181	ENSTGUP00000007636
ENSORLP00000022289	ENSTGUP00000012831
ENSORLP00000021433	ENSTGUP00000016891
ENSORLP00000021051	ENSTGUP00000016891
ENSORLP00000022583	ENSTGUP00000011105
ENSORLP00000010587	ENSTGUP00000005269
ENSORLP00000014518	ENSTGUP00000003286
ENSORLP00000011645	ENSTGUP00000006361
ENSORLP00000015310	ENSTGUP00000003714
ENSORLP00000001555	ENSTGUP00000008811
ENSORLP00000009099	ENSTGUP00000003954
ENSORLP00000024920	ENSTGUP00000011247
ENSORLP00000019023	ENSTGUP00000012398
ENSORLP00000008636	ENSTGUP00000007098
ENSORLP00000005886	ENSTGUP00000003777
ENSORLP00000025216	ENSTGUP00000014042
ENSORLP00000019703	ENSTGUP00000013375
ENSORLP00000001003	ENSTGUP00000017316
ENSORLP00000012605	ENSTGUP00000004578
ENSORLP00000004184	ENSTGUP00000007153
ENSORLP00000017577	ENSTGUP00000008862
ENSORLP00000000148	ENSTGUP00000014081
ENSORLP00000001159	ENSTGUP00000003870
ENSORLP00000017148	ENSTGUP00000011432
ENSORLP00000011071	ENSTGUP00000016254
ENSORLP00000010927	ENSTGUP00000016254
ENSORLP00000013372	ENSTGUP00000000756
ENSORLP00000001916	ENSTGUP00000006028
ENSORLP00000017623	ENSTGUP00000007938
ENSORLP00000005462	ENSTGUP00000001603
ENSORLP00000011348	ENSTGUP00000008488
ENSORLP00000018950	ENSTGUP00000008488
ENSORLP00000010992	ENSTGUP00000005629
ENSORLP00000006829	ENSTGUP00000011297
ENSORLP00000006430	ENSTGUP00000004540
ENSORLP00000004212	ENSTGUP00000017820
ENSORLP00000003066	ENSTGUP00000007588
ENSORLP00000011631	ENSTGUP00000013737
ENSORLP00000001282	ENSTGUP00000008237
ENSORLP00000020946	ENSTGUP00000017588
ENSORLP00000012440	ENSTGUP00000004954
ENSORLP00000018343	ENSTGUP00000009332
ENSORLP00000011498	ENSTGUP00000004601
ENSORLP00000007957	ENSTGUP00000001769
ENSORLP00000017031	ENSTGUP00000006843
ENSORLP00000020035	ENSTGUP00000017401
ENSORLP00000006349	ENSTGUP00000013886
ENSORLP00000022060	ENSTGUP00000001445
ENSORLP00000011831	ENSTGUP00000006780
ENSORLP00000015095	ENSTGUP00000013139
ENSORLP00000016772	ENSTGUP00000009715
ENSORLP00000009964	ENSTGUP00000009954
ENSORLP00000009886	ENSTGUP00000002128
ENSORLP00000014708	ENSTGUP00000008325
ENSORLP00000016797	ENSTGUP00000008962
ENSORLP00000022162	ENSTGUP00000001369
ENSORLP00000021212	ENSTGUP00000000725
ENSORLP00000015480	ENSTGUP00000014680
ENSORLP00000021642	ENSTGUP00000002428
ENSORLP00000022129	ENSTGUP00000017162
ENSORLP00000025044	ENSTGUP00000001106
ENSORLP00000012665	ENSTGUP00000013173
ENSORLP00000016358	ENSTGUP00000006754
ENSORLP00000020612	ENSTGUP00000003330
ENSORLP00000024124	ENSTGUP00000002693
ENSORLP00000005495	ENSTGUP00000001018
ENSORLP00000005028	ENSTGUP00000005773
ENSORLP00000025389	ENSTGUP00000003012
ENSORLP00000002949	ENSTGUP00000007554
ENSORLP00000016224	ENSTGUP00000005264
ENSORLP00000003904	ENSTGUP00000009345
ENSORLP00000018616	ENSTGUP00000008065
ENSORLP00000001739	ENSTGUP00000003525
ENSORLP00000007518	ENSTGUP00000009129
ENSORLP00000012696	ENSTGUP00000017539
ENSORLP00000015840	ENSTGUP00000007873
ENSORLP00000007153	ENSTGUP00000008106
ENSORLP00000020525	ENSTGUP00000006125
ENSORLP00000005930	ENSTGUP00000009550
ENSORLP00000002084	ENSTGUP00000004543
ENSORLP00000004838	ENSTGUP00000006297
ENSORLP00000011773	ENSTGUP00000008260
ENSORLP00000007589	ENSTGUP00000013052
ENSORLP00000020947	ENSTGUP00000012785
ENSORLP00000018483	ENSTGUP00000012785
ENSORLP00000018537	ENSTGUP00000012807
ENSORLP00000020137	ENSTGUP00000003618
ENSORLP00000017611	ENSTGUP00000017567
ENSORLP00000021676	ENSTGUP00000008663
ENSORLP00000019562	ENSTGUP00000012395
ENSORLP00000021354	ENSTGUP00000011089
ENSORLP00000015340	ENSTGUP00000010460
ENSORLP00000014820	ENSTGUP00000010928
ENSORLP00000010908	ENSTGUP00000010029
ENSORLP00000020894	ENSTGUP00000004324
ENSORLP00000004894	ENSTGUP00000000523
ENSORLP00000019606	ENSTGUP00000001844
ENSORLP00000012497	ENSTGUP00000006997
ENSORLP00000000378	ENSTGUP00000003531
ENSORLP00000020752	ENSTGUP00000006005
ENSORLP00000015234	ENSTGUP00000003372
ENSORLP00000022586	ENSTGUP00000011858
ENSORLP00000000050	ENSTGUP00000009916
ENSORLP00000010617	ENSTGUP00000002156
ENSORLP00000017323	ENSTGUP00000013752
ENSORLP00000023551	ENSTGUP00000008371
ENSORLP00000000829	ENSTGUP00000006616
ENSORLP00000021115	ENSTGUP00000008058
ENSORLP00000020950	ENSTGUP00000012563
ENSORLP00000006388	ENSTGUP00000004774
ENSORLP00000014210	ENSTGUP00000005609
ENSORLP00000019870	ENSTGUP00000000148
ENSORLP00000001382	ENSTGUP00000005730
ENSORLP00000012674	ENSTGUP00000005110
ENSORLP00000010583	ENSTGUP00000002768
ENSORLP00000001143	ENSTGUP00000013091
ENSORLP00000003942	ENSTGUP00000012684
ENSORLP00000008249	ENSTGUP00000002442
ENSORLP00000008915	ENSTGUP00000007267
ENSORLP00000014177	ENSTGUP00000012900
ENSORLP00000024979	ENSTGUP00000008109
ENSORLP00000007877	ENSTGUP00000000538
ENSORLP00000017227	ENSTGUP00000004748
ENSORLP00000020504	ENSTGUP00000013704
ENSORLP00000022916	ENSTGUP00000004808
ENSORLP00000018804	ENSTGUP00000011619
ENSORLP00000021807	ENSTGUP00000013396
ENSORLP00000019205	ENSTGUP00000013413
ENSORLP00000018654	ENSTGUP00000008167
ENSORLP00000013502	ENSTGUP00000009268
ENSORLP00000014266	ENSTGUP00000012917
ENSORLP00000001801	ENSTGUP00000004558
ENSORLP00000021129	ENSTGUP00000008393
ENSORLP00000005939	ENSTGUP00000012347
ENSORLP00000006772	ENSTGUP00000007740
ENSORLP00000018055	ENSTGUP00000000258
ENSORLP00000002799	ENSTGUP00000012667
ENSORLP00000018349	ENSTGUP00000009921
ENSORLP00000001158	ENSTGUP00000010660
ENSORLP00000020363	ENSTGUP00000010647
ENSORLP00000003506	ENSTGUP00000015068
ENSORLP00000004773	ENSTGUP00000012130
ENSORLP00000021713	ENSTGUP00000017648
ENSORLP00000021995	ENSTGUP00000010181
ENSORLP00000009644	ENSTGUP00000009742
ENSORLP00000002233	ENSTGUP00000007461
ENSORLP00000003450	ENSTGUP00000012408
ENSORLP00000011788	ENSTGUP00000006389
ENSORLP00000021581	ENSTGUP00000010800
ENSORLP00000015077	ENSTGUP00000002778
ENSORLP00000006784	ENSTGUP00000003667
ENSORLP00000013566	ENSTGUP00000012033
ENSORLP00000005555	ENSTGUP00000001013
ENSORLP00000021539	ENSTGUP00000007458
ENSORLP00000019007	ENSTGUP00000008715
ENSORLP00000013689	ENSTGUP00000010314
ENSORLP00000025796	ENSTGUP00000011959
ENSORLP00000008844	ENSTGUP00000016786
ENSORLP00000022673	ENSTGUP00000003277
ENSORLP00000005566	ENSTGUP00000001011
ENSORLP00000024535	ENSTGUP00000009443
ENSORLP00000016088	ENSTGUP00000009303
ENSORLP00000014913	ENSTGUP00000001801
ENSORLP00000012029	ENSTGUP00000011167
ENSORLP00000015675	ENSTGUP00000010584
ENSORLP00000002547	ENSTGUP00000006100
ENSORLP00000007354	ENSTGUP00000000194
ENSORLP00000017592	ENSTGUP00000008878
ENSORLP00000015032	ENSTGUP00000007009
ENSORLP00000004732	ENSTGUP00000005858
ENSORLP00000005569	ENSTGUP00000012952
ENSORLP00000025325	ENSTGUP00000011189
ENSORLP00000015617	ENSTGUP00000013950
ENSORLP00000016786	ENSTGUP00000008328
ENSORLP00000020379	ENSTGUP00000005283
ENSORLP00000024637	ENSTGUP00000005500
ENSORLP00000011025	ENSTGUP00000015260
ENSORLP00000006932	ENSTGUP00000007700
ENSORLP00000019302	ENSTGUP00000013478
ENSORLP00000018361	ENSTGUP00000001113
ENSORLP00000004738	ENSTGUP00000004703
ENSORLP00000025582	ENSTGUP00000003965
ENSORLP00000020606	ENSTGUP00000011638
ENSORLP00000006828	ENSTGUP00000007827
ENSORLP00000016667	ENSTGUP00000006012
ENSORLP00000021598	ENSTGUP00000001604
ENSORLP00000006293	ENSTGUP00000009388
ENSORLP00000021826	ENSTGUP00000014461
ENSORLP00000013735	ENSTGUP00000004266
ENSORLP00000025020	ENSTGUP00000008740
ENSORLP00000015002	ENSTGUP00000018292
ENSORLP00000013556	ENSTGUP00000000852
ENSORLP00000015746	ENSTGUP00000017531
ENSORLP00000024758	ENSTGUP00000008197
ENSORLP00000001254	ENSTGUP00000013085
ENSORLP00000019260	ENSTGUP00000010805
ENSORLP00000008564	ENSTGUP00000000552
ENSORLP00000001661	ENSTGUP00000003798
ENSORLP00000008625	ENSTGUP00000009738
ENSORLP00000021194	ENSTGUP00000006839
ENSORLP00000009708	ENSTGUP00000001899
ENSORLP00000013488	ENSTGUP00000008901
ENSORLP00000021191	ENSTGUP00000001097
ENSORLP00000004048	ENSTGUP00000012798
ENSORLP00000020506	ENSTGUP00000005152
ENSORLP00000007038	ENSTGUP00000013837
ENSORLP00000023213	ENSTGUP00000007724
ENSORLP00000015799	ENSTGUP00000008118
ENSORLP00000001157	ENSTGUP00000011071
ENSORLP00000019351	ENSTGUP00000003770
ENSORLP00000004727	ENSTGUP00000002239
ENSORLP00000021640	ENSTGUP00000008464
ENSORLP00000016098	ENSTGUP00000009302
ENSORLP00000015448	ENSTGUP00000003628
ENSORLP00000004815	ENSTGUP00000008159
ENSORLP00000014942	ENSTGUP00000011464
ENSORLP00000013798	ENSTGUP00000015363
ENSORLP00000015357	ENSTGUP00000013732
ENSORLP00000015197	ENSTGUP00000013664
ENSORLP00000009380	ENSTGUP00000001240
ENSORLP00000008034	ENSTGUP00000002467
ENSORLP00000025726	ENSTGUP00000013078
ENSORLP00000022786	ENSTGUP00000003355
ENSORLP00000009822	ENSTGUP00000009700
ENSORLP00000003877	ENSTGUP00000015777
ENSORLP00000025757	ENSTGUP00000002282
ENSORLP00000002262	ENSTGUP00000011412
ENSORLP00000006100	ENSTGUP00000007358
ENSORLP00000009750	ENSTGUP00000009830
ENSORLP00000011867	ENSTGUP00000004277
ENSORLP00000014060	ENSTGUP00000010467
ENSORLP00000022597	ENSTGUP00000013343
ENSORLP00000022646	ENSTGUP00000008540
ENSORLP00000012470	ENSTGUP00000006962
ENSORLP00000001696	ENSTGUP00000018256
ENSORLP00000007767	ENSTGUP00000008542
ENSORLP00000025074	ENSTGUP00000017652
ENSORLP00000021135	ENSTGUP00000008399
ENSORLP00000016178	ENSTGUP00000002363
ENSORLP00000009869	ENSTGUP00000001524
ENSORLP00000025605	ENSTGUP00000009641
ENSORLP00000012228	ENSTGUP00000011834
ENSORLP00000015888	ENSTGUP00000008093
ENSORLP00000000334	ENSTGUP00000017330
ENSORLP00000025242	ENSTGUP00000008686
ENSORLP00000019920	ENSTGUP00000005881
ENSORLP00000005428	ENSTGUP00000013843
ENSORLP00000021557	ENSTGUP00000003822
ENSORLP00000025342	ENSTGUP00000011557
ENSORLP00000001970	ENSTGUP00000000025
ENSORLP00000011635	ENSTGUP00000007800
ENSORLP00000021221	ENSTGUP00000002185
ENSORLP00000017007	ENSTGUP00000001947
ENSORLP00000022214	ENSTGUP00000011266
ENSORLP00000020811	ENSTGUP00000005315
ENSORLP00000021690	ENSTGUP00000017810
ENSORLP00000001827	ENSTGUP00000008673
ENSORLP00000012008	ENSTGUP00000004712
ENSORLP00000001576	ENSTGUP00000003348
ENSORLP00000010393	ENSTGUP00000007928
ENSORLP00000023917	ENSTGUP00000004840
ENSORLP00000010988	ENSTGUP00000009110
ENSORLP00000018583	ENSTGUP00000005722
ENSORLP00000018296	ENSTGUP00000012348
ENSORLP00000010943	ENSTGUP00000009138
ENSORLP00000010703	ENSTGUP00000006443
ENSORLP00000000996	ENSTGUP00000008119
ENSORLP00000012315	ENSTGUP00000006084
ENSORLP00000025429	ENSTGUP00000000502
ENSORLP00000021837	ENSTGUP00000007083
ENSORLP00000006378	ENSTGUP00000000308
ENSORLP00000016942	ENSTGUP00000009201
ENSORLP00000022318	ENSTGUP00000008392
ENSORLP00000004233	ENSTGUP00000012066
ENSORLP00000017190	ENSTGUP00000005570
ENSORLP00000002847	ENSTGUP00000004104
ENSORLP00000017796	ENSTGUP00000012717
ENSORLP00000025889	ENSTGUP00000018310
ENSORLP00000003689	ENSTGUP00000009329
ENSORLP00000005340	ENSTGUP00000004371
ENSORLP00000024261	ENSTGUP00000009217
ENSORLP00000013440	ENSTGUP00000007106
ENSORLP00000014842	ENSTGUP00000004374
ENSORLP00000021431	ENSTGUP00000001174
ENSORLP00000004119	ENSTGUP00000009795
ENSORLP00000014613	ENSTGUP00000010776
ENSORLP00000005424	ENSTGUP00000000635
ENSORLP00000025762	ENSTGUP00000002270
ENSORLP00000023215	ENSTGUP00000003111
ENSORLP00000010401	ENSTGUP00000009650
ENSORLP00000020888	ENSTGUP00000002552
ENSORLP00000006158	ENSTGUP00000001002
ENSORLP00000016424	ENSTGUP00000008654
ENSORLP00000017921	ENSTGUP00000002756
ENSORLP00000014640	ENSTGUP00000006734
ENSORLP00000017687	ENSTGUP00000009858
ENSORLP00000013626	ENSTGUP00000000848
ENSORLP00000023408	ENSTGUP00000009113
ENSORLP00000018959	ENSTGUP00000008696
ENSORLP00000006926	ENSTGUP00000010297
ENSORLP00000011587	ENSTGUP00000006887
ENSORLP00000005829	ENSTGUP00000008425
ENSORLP00000018876	ENSTGUP00000008517
ENSORLP00000016005	ENSTGUP00000010458
ENSORLP00000004046	ENSTGUP00000009432
ENSORLP00000019019	ENSTGUP00000013607
ENSORLP00000013501	ENSTGUP00000011048
ENSORLP00000019905	ENSTGUP00000012872
ENSORLP00000014442	ENSTGUP00000010390
ENSORLP00000005704	ENSTGUP00000002790
ENSORLP00000018700	ENSTGUP00000008960
ENSORLP00000022207	ENSTGUP00000011269
ENSORLP00000003133	ENSTGUP00000005913
ENSORLP00000023804	ENSTGUP00000008680
ENSORLP00000025841	ENSTGUP00000017068
ENSORLP00000019238	ENSTGUP00000007110
ENSORLP00000004120	ENSTGUP00000006765
ENSORLP00000013504	ENSTGUP00000006593
ENSORLP00000007904	ENSTGUP00000006168
ENSORLP00000005840	ENSTGUP00000008428
ENSORLP00000003205	ENSTGUP00000008789
ENSORLP00000000785	ENSTGUP00000012852
ENSORLP00000025269	ENSTGUP00000013379
ENSORLP00000018796	ENSTGUP00000008459
ENSORLP00000022139	ENSTGUP00000012333
ENSORLP00000025608	ENSTGUP00000009677
ENSORLP00000015280	ENSTGUP00000006293
ENSORLP00000002923	ENSTGUP00000010690
ENSORLP00000014216	ENSTGUP00000007797
ENSORLP00000011928	ENSTGUP00000014881
ENSORLP00000023849	ENSTGUP00000005358
ENSORLP00000015941	ENSTGUP00000003756
ENSORLP00000003909	ENSTGUP00000005326
ENSORLP00000016440	ENSTGUP00000007482
ENSORLP00000003473	ENSTGUP00000011762
ENSORLP00000017024	ENSTGUP00000001528
ENSORLP00000010874	ENSTGUP00000001123
ENSORLP00000014374	ENSTGUP00000007927
ENSORLP00000014538	ENSTGUP00000003978
ENSORLP00000005147	ENSTGUP00000004481
ENSORLP00000002931	ENSTGUP00000003726
ENSORLP00000020105	ENSTGUP00000005666
ENSORLP00000019239	ENSTGUP00000003572
ENSORLP00000007736	ENSTGUP00000005590
ENSORLP00000002365	ENSTGUP00000003231
ENSORLP00000007494	ENSTGUP00000010507
ENSORLP00000019601	ENSTGUP00000007802
ENSORLP00000003098	ENSTGUP00000006647
ENSORLP00000001043	ENSTGUP00000008807
ENSORLP00000025648	ENSTGUP00000005115
ENSORLP00000010260	ENSTGUP00000003425
ENSORLP00000001112	ENSTGUP00000001307
ENSORLP00000015401	ENSTGUP00000003470
ENSORLP00000007057	ENSTGUP00000013826
ENSORLP00000005614	ENSTGUP00000010732
ENSORLP00000016810	ENSTGUP00000010985
ENSORLP00000011471	ENSTGUP00000014429
ENSORLP00000009797	ENSTGUP00000006011
ENSORLP00000010208	ENSTGUP00000010820
ENSORLP00000017041	ENSTGUP00000004976
ENSORLP00000012466	ENSTGUP00000010376
ENSORLP00000024991	ENSTGUP00000011325
ENSORLP00000006844	ENSTGUP00000012864
ENSORLP00000001071	ENSTGUP00000001296
ENSORLP00000007264	ENSTGUP00000001519
ENSORLP00000017361	ENSTGUP00000006264
ENSORLP00000012005	ENSTGUP00000006374
ENSORLP00000002105	ENSTGUP00000007992
ENSORLP00000022576	ENSTGUP00000013349
ENSORLP00000010829	ENSTGUP00000013777
ENSORLP00000009368	ENSTGUP00000003331
ENSORLP00000011725	ENSTGUP00000007948
ENSORLP00000019026	ENSTGUP00000015830
ENSORLP00000021944	ENSTGUP00000017581
ENSORLP00000001577	ENSTGUP00000017675
ENSORLP00000018219	ENSTGUP00000004602
ENSORLP00000025322	ENSTGUP00000013817
ENSORLP00000011678	ENSTGUP00000012405
ENSORLP00000008354	ENSTGUP00000010824
ENSORLP00000019359	ENSTGUP00000001121
ENSORLP00000014872	ENSTGUP00000008478
ENSORLP00000007124	ENSTGUP00000012533
ENSORLP00000012870	ENSTGUP00000002351
ENSORLP00000014002	ENSTGUP00000014529
ENSORLP00000007034	ENSTGUP00000004812
ENSORLP00000007487	ENSTGUP00000004812
ENSORLP00000015932	ENSTGUP00000010417
ENSORLP00000009315	ENSTGUP00000000625
ENSORLP00000020867	ENSTGUP00000008608
ENSORLP00000011564	ENSTGUP00000008135
ENSORLP00000019894	ENSTGUP00000008135
ENSORLP00000007077	ENSTGUP00000011800
ENSORLP00000024904	ENSTGUP00000012222
ENSORLP00000006482	ENSTGUP00000007391
ENSORLP00000019911	ENSTGUP00000004583
ENSORLP00000005587	ENSTGUP00000002842
ENSORLP00000010739	ENSTGUP00000006512
ENSORLP00000009562	ENSTGUP00000005515
ENSORLP00000012180	ENSTGUP00000004291
ENSORLP00000023411	ENSTGUP00000004107
ENSORLP00000006062	ENSTGUP00000017611
ENSORLP00000019163	ENSTGUP00000000314
ENSORLP00000018661	ENSTGUP00000010830
ENSORLP00000013461	ENSTGUP00000010565
ENSORLP00000000093	ENSTGUP00000013162
ENSORLP00000017161	ENSTGUP00000003612
ENSORLP00000001375	ENSTGUP00000002843
ENSORLP00000009658	ENSTGUP00000009914
ENSORLP00000001061	ENSTGUP00000001295
ENSORLP00000008551	ENSTGUP00000004474
ENSORLP00000019348	ENSTGUP00000004378
ENSORLP00000024219	ENSTGUP00000002470
ENSORLP00000020909	ENSTGUP00000002618
ENSORLP00000014530	ENSTGUP00000001852
ENSORLP00000020359	ENSTGUP00000004588
ENSORLP00000012053	ENSTGUP00000012545
ENSORLP00000011996	ENSTGUP00000003543
ENSORLP00000022031	ENSTGUP00000000248
ENSORLP00000023285	ENSTGUP00000000955
ENSORLP00000022377	ENSTGUP00000012091
ENSORLP00000022926	ENSTGUP00000009484
ENSORLP00000019531	ENSTGUP00000011070
ENSORLP00000002720	ENSTGUP00000005959
ENSORLP00000006563	ENSTGUP00000000661
ENSORLP00000009690	ENSTGUP00000000685
ENSORLP00000016302	ENSTGUP00000018117
ENSORLP00000022505	ENSTGUP00000012675
ENSORLP00000018271	ENSTGUP00000008606
ENSORLP00000005159	ENSTGUP00000010071
ENSORLP00000019805	ENSTGUP00000012623
ENSORLP00000024521	ENSTGUP00000002131
ENSORLP00000023018	ENSTGUP00000002131
ENSORLP00000017219	ENSTGUP00000007619
ENSORLP00000013189	ENSTGUP00000012982
ENSORLP00000025805	ENSTGUP00000005897
ENSORLP00000017040	ENSTGUP00000002786
ENSORLP00000013675	ENSTGUP00000005328
ENSORLP00000005671	ENSTGUP00000011763
ENSORLP00000003950	ENSTGUP00000007432
ENSORLP00000014642	ENSTGUP00000001914
ENSORLP00000008403	ENSTGUP00000005074
ENSORLP00000004242	ENSTGUP00000007920
ENSORLP00000012346	ENSTGUP00000007121
ENSORLP00000009685	ENSTGUP00000007145
ENSORLP00000005982	ENSTGUP00000001643
ENSORLP00000025039	ENSTGUP00000002590
ENSORLP00000017889	ENSTGUP00000011118
ENSORLP00000017431	ENSTGUP00000007809
ENSORLP00000021453	ENSTGUP00000008082
ENSORLP00000005889	ENSTGUP00000002289
ENSORLP00000000507	ENSTGUP00000007966
ENSORLP00000020906	ENSTGUP00000010313
ENSORLP00000006203	ENSTGUP00000001376
ENSORLP00000005086	ENSTGUP00000002329
ENSORLP00000007738	ENSTGUP00000002520
ENSORLP00000008542	ENSTGUP00000002664
ENSORLP00000012708	ENSTGUP00000017239
ENSORLP00000023430	ENSTGUP00000009168
ENSORLP00000002229	ENSTGUP00000009955
ENSORLP00000025448	ENSTGUP00000003139
ENSORLP00000024792	ENSTGUP00000010502
ENSORLP00000001841	ENSTGUP00000010773
ENSORLP00000020532	ENSTGUP00000011828
ENSORLP00000024972	ENSTGUP00000005548
ENSORLP00000010285	ENSTGUP00000001886
ENSORLP00000024055	ENSTGUP00000002803
ENSORLP00000013365	ENSTGUP00000010542
ENSORLP00000025246	ENSTGUP00000009115
ENSORLP00000020192	ENSTGUP00000003776
ENSORLP00000021606	ENSTGUP00000009840
ENSORLP00000016298	ENSTGUP00000001641
ENSORLP00000020219	ENSTGUP00000005301
ENSORLP00000013474	ENSTGUP00000010038
ENSORLP00000010934	ENSTGUP00000008339
ENSORLP00000005454	ENSTGUP00000015025
ENSORLP00000018346	ENSTGUP00000010117
ENSORLP00000018348	ENSTGUP00000001080
ENSORLP00000007839	ENSTGUP00000012791
ENSORLP00000022793	ENSTGUP00000012984
ENSORLP00000013733	ENSTGUP00000001530
ENSORLP00000025496	ENSTGUP00000004302
ENSORLP00000015668	ENSTGUP00000010270
ENSORLP00000005642	ENSTGUP00000001092
ENSORLP00000003732	ENSTGUP00000007151
ENSORLP00000022712	ENSTGUP00000003153
