ENSTNIP00000004863	ENSMODP00000016222
ENSTNIP00000006530	ENSMODP00000016040
ENSTNIP00000017928	ENSMODP00000026695
ENSTNIP00000019752	ENSMODP00000005982
ENSTNIP00000017172	ENSMODP00000013778
ENSTNIP00000017096	ENSMODP00000009197
ENSTNIP00000012146	ENSMODP00000005675
ENSTNIP00000011749	ENSMODP00000023735
ENSTNIP00000006664	ENSMODP00000027993
ENSTNIP00000017492	ENSMODP00000026301
ENSTNIP00000014621	ENSMODP00000006468
ENSTNIP00000008171	ENSMODP00000010529
ENSTNIP00000005209	ENSMODP00000017543
ENSTNIP00000000713	ENSMODP00000027751
ENSTNIP00000009943	ENSMODP00000026583
ENSTNIP00000009107	ENSMODP00000035208
ENSTNIP00000010472	ENSMODP00000009445
ENSTNIP00000013582	ENSMODP00000025103
ENSTNIP00000015120	ENSMODP00000028284
ENSTNIP00000001959	ENSMODP00000021774
ENSTNIP00000011777	ENSMODP00000021774
ENSTNIP00000014794	ENSMODP00000008893
ENSTNIP00000010317	ENSMODP00000008284
ENSTNIP00000018232	ENSMODP00000003227
ENSTNIP00000003010	ENSMODP00000017926
ENSTNIP00000022052	ENSMODP00000015536
ENSTNIP00000015951	ENSMODP00000035519
ENSTNIP00000018916	ENSMODP00000015582
ENSTNIP00000015783	ENSMODP00000020905
ENSTNIP00000006949	ENSMODP00000010357
ENSTNIP00000011167	ENSMODP00000001446
ENSTNIP00000015956	ENSMODP00000012514
ENSTNIP00000022417	ENSMODP00000022911
ENSTNIP00000019190	ENSMODP00000017808
ENSTNIP00000009690	ENSMODP00000023088
ENSTNIP00000005955	ENSMODP00000023820
ENSTNIP00000004167	ENSMODP00000000893
ENSTNIP00000022409	ENSMODP00000007254
ENSTNIP00000021408	ENSMODP00000026681
ENSTNIP00000021836	ENSMODP00000002755
ENSTNIP00000011925	ENSMODP00000011230
ENSTNIP00000004174	ENSMODP00000001394
ENSTNIP00000001230	ENSMODP00000021543
ENSTNIP00000020163	ENSMODP00000036495
ENSTNIP00000000937	ENSMODP00000021476
ENSTNIP00000004330	ENSMODP00000017928
ENSTNIP00000011791	ENSMODP00000009485
ENSTNIP00000016764	ENSMODP00000014853
ENSTNIP00000010507	ENSMODP00000019726
ENSTNIP00000013650	ENSMODP00000005804
ENSTNIP00000020568	ENSMODP00000007933
ENSTNIP00000002915	ENSMODP00000010568
ENSTNIP00000015348	ENSMODP00000011166
ENSTNIP00000015788	ENSMODP00000020203
ENSTNIP00000012157	ENSMODP00000005168
ENSTNIP00000019875	ENSMODP00000012959
ENSTNIP00000003207	ENSMODP00000024202
ENSTNIP00000008584	ENSMODP00000013866
ENSTNIP00000003548	ENSMODP00000019094
ENSTNIP00000020572	ENSMODP00000000191
ENSTNIP00000003510	ENSMODP00000023798
ENSTNIP00000008070	ENSMODP00000023545
ENSTNIP00000001167	ENSMODP00000017016
ENSTNIP00000005758	ENSMODP00000025741
ENSTNIP00000003401	ENSMODP00000022606
ENSTNIP00000022403	ENSMODP00000022346
ENSTNIP00000015952	ENSMODP00000008663
ENSTNIP00000018370	ENSMODP00000004959
ENSTNIP00000006775	ENSMODP00000026496
ENSTNIP00000017538	ENSMODP00000013768
ENSTNIP00000003038	ENSMODP00000021060
ENSTNIP00000001151	ENSMODP00000010750
ENSTNIP00000012113	ENSMODP00000013851
ENSTNIP00000022287	ENSMODP00000013851
ENSTNIP00000002534	ENSMODP00000010945
ENSTNIP00000020198	ENSMODP00000010329
ENSTNIP00000015652	ENSMODP00000010285
ENSTNIP00000018813	ENSMODP00000025739
ENSTNIP00000017322	ENSMODP00000035174
ENSTNIP00000003768	ENSMODP00000035174
ENSTNIP00000016335	ENSMODP00000012775
ENSTNIP00000021124	ENSMODP00000018934
ENSTNIP00000020968	ENSMODP00000003504
ENSTNIP00000012596	ENSMODP00000017009
ENSTNIP00000020551	ENSMODP00000020930
ENSTNIP00000014937	ENSMODP00000008241
ENSTNIP00000006782	ENSMODP00000000137
ENSTNIP00000012191	ENSMODP00000010144
ENSTNIP00000011226	ENSMODP00000014476
ENSTNIP00000010695	ENSMODP00000020346
ENSTNIP00000005324	ENSMODP00000022255
ENSTNIP00000006198	ENSMODP00000001159
ENSTNIP00000017567	ENSMODP00000005111
ENSTNIP00000018381	ENSMODP00000005765
ENSTNIP00000009915	ENSMODP00000004769
ENSTNIP00000022354	ENSMODP00000011650
ENSTNIP00000005852	ENSMODP00000023318
ENSTNIP00000006383	ENSMODP00000014610
ENSTNIP00000014238	ENSMODP00000021443
ENSTNIP00000008832	ENSMODP00000018897
ENSTNIP00000015803	ENSMODP00000020240
ENSTNIP00000019193	ENSMODP00000017936
ENSTNIP00000020201	ENSMODP00000012650
ENSTNIP00000006549	ENSMODP00000019159
ENSTNIP00000019498	ENSMODP00000019668
ENSTNIP00000011682	ENSMODP00000005866
ENSTNIP00000007080	ENSMODP00000006551
ENSTNIP00000021895	ENSMODP00000009775
ENSTNIP00000003512	ENSMODP00000006550
ENSTNIP00000009665	ENSMODP00000023377
ENSTNIP00000000524	ENSMODP00000006511
ENSTNIP00000010905	ENSMODP00000005069
ENSTNIP00000021031	ENSMODP00000001729
ENSTNIP00000011320	ENSMODP00000017223
ENSTNIP00000006545	ENSMODP00000016886
ENSTNIP00000015184	ENSMODP00000001724
ENSTNIP00000000654	ENSMODP00000015332
ENSTNIP00000002772	ENSMODP00000018791
ENSTNIP00000002216	ENSMODP00000040029
ENSTNIP00000019273	ENSMODP00000006701
ENSTNIP00000022831	ENSMODP00000010485
ENSTNIP00000013040	ENSMODP00000008173
ENSTNIP00000001369	ENSMODP00000019206
ENSTNIP00000004613	ENSMODP00000026125
ENSTNIP00000022120	ENSMODP00000016042
ENSTNIP00000001073	ENSMODP00000036990
ENSTNIP00000021645	ENSMODP00000017524
ENSTNIP00000007831	ENSMODP00000022605
ENSTNIP00000014868	ENSMODP00000024440
ENSTNIP00000000437	ENSMODP00000016569
ENSTNIP00000000335	ENSMODP00000004190
ENSTNIP00000016611	ENSMODP00000012109
ENSTNIP00000015079	ENSMODP00000022952
ENSTNIP00000004519	ENSMODP00000005783
ENSTNIP00000006871	ENSMODP00000026292
ENSTNIP00000021709	ENSMODP00000034842
ENSTNIP00000015081	ENSMODP00000034842
ENSTNIP00000003503	ENSMODP00000027870
ENSTNIP00000017230	ENSMODP00000009217
ENSTNIP00000020548	ENSMODP00000007135
ENSTNIP00000013172	ENSMODP00000023889
ENSTNIP00000003101	ENSMODP00000035957
ENSTNIP00000000379	ENSMODP00000014316
ENSTNIP00000010013	ENSMODP00000021457
ENSTNIP00000015225	ENSMODP00000021105
ENSTNIP00000007172	ENSMODP00000005718
ENSTNIP00000020039	ENSMODP00000009986
ENSTNIP00000009087	ENSMODP00000003152
ENSTNIP00000006540	ENSMODP00000004984
ENSTNIP00000005776	ENSMODP00000019609
ENSTNIP00000006746	ENSMODP00000025376
ENSTNIP00000010339	ENSMODP00000024294
ENSTNIP00000021922	ENSMODP00000004997
ENSTNIP00000015057	ENSMODP00000014707
ENSTNIP00000009526	ENSMODP00000008510
ENSTNIP00000008955	ENSMODP00000004105
ENSTNIP00000005260	ENSMODP00000021422
ENSTNIP00000011188	ENSMODP00000015869
ENSTNIP00000006404	ENSMODP00000038877
ENSTNIP00000004011	ENSMODP00000027573
ENSTNIP00000017100	ENSMODP00000003153
ENSTNIP00000003567	ENSMODP00000008058
ENSTNIP00000022017	ENSMODP00000011714
ENSTNIP00000010975	ENSMODP00000013075
ENSTNIP00000022643	ENSMODP00000008606
ENSTNIP00000018801	ENSMODP00000005215
ENSTNIP00000006614	ENSMODP00000021155
ENSTNIP00000000580	ENSMODP00000019337
ENSTNIP00000016996	ENSMODP00000018523
ENSTNIP00000020908	ENSMODP00000000936
ENSTNIP00000005867	ENSMODP00000012637
ENSTNIP00000003466	ENSMODP00000028752
ENSTNIP00000001610	ENSMODP00000015701
ENSTNIP00000017220	ENSMODP00000013107
ENSTNIP00000022272	ENSMODP00000002488
ENSTNIP00000016002	ENSMODP00000003463
ENSTNIP00000003417	ENSMODP00000022119
ENSTNIP00000019886	ENSMODP00000014172
ENSTNIP00000011562	ENSMODP00000009984
ENSTNIP00000013071	ENSMODP00000007607
ENSTNIP00000012391	ENSMODP00000002467
ENSTNIP00000013443	ENSMODP00000003612
ENSTNIP00000000843	ENSMODP00000004506
ENSTNIP00000000951	ENSMODP00000022999
ENSTNIP00000014951	ENSMODP00000023164
ENSTNIP00000010604	ENSMODP00000016451
ENSTNIP00000006063	ENSMODP00000031774
ENSTNIP00000006582	ENSMODP00000020764
ENSTNIP00000017605	ENSMODP00000026683
ENSTNIP00000009348	ENSMODP00000009698
ENSTNIP00000017066	ENSMODP00000002707
ENSTNIP00000010093	ENSMODP00000002554
ENSTNIP00000020100	ENSMODP00000013672
ENSTNIP00000018944	ENSMODP00000024706
ENSTNIP00000018823	ENSMODP00000034846
ENSTNIP00000014477	ENSMODP00000000406
ENSTNIP00000017034	ENSMODP00000013477
ENSTNIP00000017090	ENSMODP00000004788
ENSTNIP00000011105	ENSMODP00000017166
ENSTNIP00000016044	ENSMODP00000023576
ENSTNIP00000022242	ENSMODP00000005060
ENSTNIP00000014412	ENSMODP00000003729
ENSTNIP00000021421	ENSMODP00000003478
ENSTNIP00000018219	ENSMODP00000003679
ENSTNIP00000015786	ENSMODP00000020198
ENSTNIP00000021330	ENSMODP00000020552
ENSTNIP00000001744	ENSMODP00000017845
ENSTNIP00000011952	ENSMODP00000012608
ENSTNIP00000012628	ENSMODP00000020460
ENSTNIP00000011041	ENSMODP00000006732
ENSTNIP00000022080	ENSMODP00000012369
ENSTNIP00000016170	ENSMODP00000006794
ENSTNIP00000017843	ENSMODP00000002740
ENSTNIP00000002821	ENSMODP00000016663
ENSTNIP00000022241	ENSMODP00000016821
ENSTNIP00000022799	ENSMODP00000000478
ENSTNIP00000006754	ENSMODP00000018931
ENSTNIP00000014421	ENSMODP00000013391
ENSTNIP00000007919	ENSMODP00000014695
ENSTNIP00000016563	ENSMODP00000017375
ENSTNIP00000010936	ENSMODP00000017069
ENSTNIP00000022311	ENSMODP00000018830
ENSTNIP00000003825	ENSMODP00000022146
ENSTNIP00000003769	ENSMODP00000010817
ENSTNIP00000018946	ENSMODP00000012089
ENSTNIP00000010088	ENSMODP00000002401
ENSTNIP00000008464	ENSMODP00000009618
ENSTNIP00000002492	ENSMODP00000023653
ENSTNIP00000018350	ENSMODP00000002806
ENSTNIP00000012498	ENSMODP00000002278
ENSTNIP00000014552	ENSMODP00000009704
ENSTNIP00000015009	ENSMODP00000004235
ENSTNIP00000003852	ENSMODP00000017591
ENSTNIP00000021054	ENSMODP00000009874
ENSTNIP00000022160	ENSMODP00000005248
ENSTNIP00000016402	ENSMODP00000008378
ENSTNIP00000020443	ENSMODP00000018208
ENSTNIP00000000470	ENSMODP00000036360
ENSTNIP00000011196	ENSMODP00000006797
ENSTNIP00000017804	ENSMODP00000015163
ENSTNIP00000015984	ENSMODP00000007543
ENSTNIP00000021308	ENSMODP00000008630
ENSTNIP00000019127	ENSMODP00000041101
ENSTNIP00000021284	ENSMODP00000036201
ENSTNIP00000011656	ENSMODP00000018567
ENSTNIP00000004040	ENSMODP00000022692
ENSTNIP00000008667	ENSMODP00000008488
ENSTNIP00000021819	ENSMODP00000004953
ENSTNIP00000007356	ENSMODP00000002521
ENSTNIP00000019813	ENSMODP00000024582
ENSTNIP00000010968	ENSMODP00000011332
ENSTNIP00000015804	ENSMODP00000020241
ENSTNIP00000011409	ENSMODP00000017206
ENSTNIP00000021235	ENSMODP00000003196
ENSTNIP00000005074	ENSMODP00000003733
ENSTNIP00000010642	ENSMODP00000024356
ENSTNIP00000015826	ENSMODP00000008623
ENSTNIP00000011088	ENSMODP00000000188
ENSTNIP00000002412	ENSMODP00000022290
ENSTNIP00000001587	ENSMODP00000004081
ENSTNIP00000006422	ENSMODP00000005234
ENSTNIP00000020239	ENSMODP00000000471
ENSTNIP00000021322	ENSMODP00000013269
ENSTNIP00000006747	ENSMODP00000025377
ENSTNIP00000007294	ENSMODP00000021082
ENSTNIP00000016439	ENSMODP00000021963
ENSTNIP00000022262	ENSMODP00000015390
ENSTNIP00000015954	ENSMODP00000024157
ENSTNIP00000003747	ENSMODP00000008052
ENSTNIP00000014984	ENSMODP00000015634
ENSTNIP00000009101	ENSMODP00000009815
ENSTNIP00000011558	ENSMODP00000009815
ENSTNIP00000014335	ENSMODP00000017061
ENSTNIP00000007902	ENSMODP00000017154
ENSTNIP00000008527	ENSMODP00000017067
ENSTNIP00000007239	ENSMODP00000022326
ENSTNIP00000008950	ENSMODP00000036485
ENSTNIP00000014688	ENSMODP00000017720
ENSTNIP00000003936	ENSMODP00000022782
ENSTNIP00000014825	ENSMODP00000008703
ENSTNIP00000021877	ENSMODP00000008544
ENSTNIP00000010553	ENSMODP00000009502
ENSTNIP00000014098	ENSMODP00000020781
ENSTNIP00000015819	ENSMODP00000008777
ENSTNIP00000016724	ENSMODP00000025642
ENSTNIP00000013766	ENSMODP00000000330
ENSTNIP00000006132	ENSMODP00000014019
ENSTNIP00000022676	ENSMODP00000003599
ENSTNIP00000006032	ENSMODP00000011095
ENSTNIP00000021211	ENSMODP00000006109
ENSTNIP00000009614	ENSMODP00000024264
ENSTNIP00000012101	ENSMODP00000021729
ENSTNIP00000020618	ENSMODP00000021729
ENSTNIP00000020484	ENSMODP00000000603
ENSTNIP00000005210	ENSMODP00000020057
ENSTNIP00000013342	ENSMODP00000026136
ENSTNIP00000015775	ENSMODP00000020131
ENSTNIP00000020633	ENSMODP00000030693
ENSTNIP00000014522	ENSMODP00000026370
ENSTNIP00000018588	ENSMODP00000018805
ENSTNIP00000016110	ENSMODP00000033732
ENSTNIP00000006302	ENSMODP00000012698
ENSTNIP00000011615	ENSMODP00000033218
ENSTNIP00000012941	ENSMODP00000006457
ENSTNIP00000009213	ENSMODP00000022675
ENSTNIP00000000936	ENSMODP00000017983
ENSTNIP00000005333	ENSMODP00000020679
ENSTNIP00000013039	ENSMODP00000008265
ENSTNIP00000016370	ENSMODP00000023668
ENSTNIP00000017072	ENSMODP00000014873
ENSTNIP00000011322	ENSMODP00000017305
ENSTNIP00000008102	ENSMODP00000015717
ENSTNIP00000020225	ENSMODP00000001364
ENSTNIP00000017971	ENSMODP00000001762
ENSTNIP00000008749	ENSMODP00000010655
ENSTNIP00000017003	ENSMODP00000019468
ENSTNIP00000009345	ENSMODP00000013110
ENSTNIP00000015754	ENSMODP00000006244
ENSTNIP00000006815	ENSMODP00000009133
ENSTNIP00000010305	ENSMODP00000016235
ENSTNIP00000010324	ENSMODP00000004299
ENSTNIP00000011872	ENSMODP00000007128
ENSTNIP00000005058	ENSMODP00000007169
ENSTNIP00000001061	ENSMODP00000004773
ENSTNIP00000015028	ENSMODP00000005184
ENSTNIP00000013284	ENSMODP00000010171
ENSTNIP00000020737	ENSMODP00000013731
ENSTNIP00000007221	ENSMODP00000008267
ENSTNIP00000003717	ENSMODP00000024231
ENSTNIP00000004521	ENSMODP00000032837
ENSTNIP00000020169	ENSMODP00000011483
ENSTNIP00000008214	ENSMODP00000003744
ENSTNIP00000000469	ENSMODP00000016923
ENSTNIP00000019732	ENSMODP00000023638
ENSTNIP00000009071	ENSMODP00000008385
ENSTNIP00000022356	ENSMODP00000011001
ENSTNIP00000016887	ENSMODP00000003142
ENSTNIP00000004168	ENSMODP00000001041
ENSTNIP00000021829	ENSMODP00000038248
ENSTNIP00000016666	ENSMODP00000011144
ENSTNIP00000018168	ENSMODP00000017215
ENSTNIP00000016778	ENSMODP00000003580
ENSTNIP00000021331	ENSMODP00000020562
ENSTNIP00000002875	ENSMODP00000039404
ENSTNIP00000015084	ENSMODP00000021432
ENSTNIP00000022340	ENSMODP00000019833
ENSTNIP00000005859	ENSMODP00000012343
ENSTNIP00000021206	ENSMODP00000005653
ENSTNIP00000014155	ENSMODP00000010095
ENSTNIP00000010548	ENSMODP00000031372
ENSTNIP00000010213	ENSMODP00000005884
ENSTNIP00000007609	ENSMODP00000019171
ENSTNIP00000002172	ENSMODP00000002009
ENSTNIP00000007316	ENSMODP00000015388
ENSTNIP00000018647	ENSMODP00000004597
ENSTNIP00000010601	ENSMODP00000004559
ENSTNIP00000014765	ENSMODP00000026900
ENSTNIP00000001997	ENSMODP00000009220
ENSTNIP00000010312	ENSMODP00000015941
ENSTNIP00000013182	ENSMODP00000017027
ENSTNIP00000004048	ENSMODP00000012980
ENSTNIP00000011999	ENSMODP00000024557
ENSTNIP00000009970	ENSMODP00000002240
ENSTNIP00000014288	ENSMODP00000018429
ENSTNIP00000009257	ENSMODP00000020574
ENSTNIP00000013106	ENSMODP00000007660
ENSTNIP00000009166	ENSMODP00000005266
ENSTNIP00000013756	ENSMODP00000023797
ENSTNIP00000007275	ENSMODP00000021077
ENSTNIP00000003836	ENSMODP00000041188
ENSTNIP00000015115	ENSMODP00000020663
ENSTNIP00000017162	ENSMODP00000016512
ENSTNIP00000007070	ENSMODP00000027025
ENSTNIP00000010283	ENSMODP00000036065
ENSTNIP00000008049	ENSMODP00000004362
ENSTNIP00000014329	ENSMODP00000013821
ENSTNIP00000003599	ENSMODP00000006596
ENSTNIP00000011194	ENSMODP00000006659
ENSTNIP00000007299	ENSMODP00000000204
ENSTNIP00000020465	ENSMODP00000000361
ENSTNIP00000019553	ENSMODP00000026918
ENSTNIP00000012984	ENSMODP00000004042
ENSTNIP00000015627	ENSMODP00000025614
ENSTNIP00000015626	ENSMODP00000025614
ENSTNIP00000008916	ENSMODP00000023509
ENSTNIP00000018145	ENSMODP00000010671
ENSTNIP00000013824	ENSMODP00000013872
ENSTNIP00000019228	ENSMODP00000039535
ENSTNIP00000019940	ENSMODP00000006138
ENSTNIP00000009210	ENSMODP00000016815
ENSTNIP00000000078	ENSMODP00000011251
ENSTNIP00000015985	ENSMODP00000008980
ENSTNIP00000005181	ENSMODP00000009750
ENSTNIP00000011100	ENSMODP00000001189
ENSTNIP00000002399	ENSMODP00000040593
ENSTNIP00000022637	ENSMODP00000026570
ENSTNIP00000011954	ENSMODP00000013558
ENSTNIP00000017697	ENSMODP00000016631
ENSTNIP00000017243	ENSMODP00000040889
ENSTNIP00000020523	ENSMODP00000006824
ENSTNIP00000022277	ENSMODP00000000746
ENSTNIP00000003946	ENSMODP00000007741
ENSTNIP00000005831	ENSMODP00000006126
ENSTNIP00000011483	ENSMODP00000015267
ENSTNIP00000001805	ENSMODP00000011961
ENSTNIP00000018538	ENSMODP00000000720
ENSTNIP00000012677	ENSMODP00000003292
ENSTNIP00000013080	ENSMODP00000018840
ENSTNIP00000006969	ENSMODP00000009196
ENSTNIP00000010543	ENSMODP00000023000
ENSTNIP00000021753	ENSMODP00000020746
ENSTNIP00000000944	ENSMODP00000006037
ENSTNIP00000001900	ENSMODP00000019175
ENSTNIP00000009981	ENSMODP00000034471
ENSTNIP00000005951	ENSMODP00000008587
ENSTNIP00000020250	ENSMODP00000038431
ENSTNIP00000013124	ENSMODP00000007302
ENSTNIP00000020948	ENSMODP00000000904
ENSTNIP00000020413	ENSMODP00000021814
ENSTNIP00000002994	ENSMODP00000009885
ENSTNIP00000000084	ENSMODP00000016021
ENSTNIP00000011248	ENSMODP00000011226
ENSTNIP00000019262	ENSMODP00000012685
ENSTNIP00000007787	ENSMODP00000006386
ENSTNIP00000017791	ENSMODP00000003946
ENSTNIP00000017970	ENSMODP00000037577
ENSTNIP00000015513	ENSMODP00000038842
ENSTNIP00000019936	ENSMODP00000011374
ENSTNIP00000007976	ENSMODP00000005366
ENSTNIP00000021167	ENSMODP00000019855
ENSTNIP00000009185	ENSMODP00000019983
ENSTNIP00000022283	ENSMODP00000017396
ENSTNIP00000007366	ENSMODP00000009839
ENSTNIP00000007181	ENSMODP00000008671
ENSTNIP00000005968	ENSMODP00000012807
ENSTNIP00000008839	ENSMODP00000021401
ENSTNIP00000011811	ENSMODP00000013618
ENSTNIP00000016187	ENSMODP00000029600
ENSTNIP00000012848	ENSMODP00000023175
ENSTNIP00000016464	ENSMODP00000014381
ENSTNIP00000011403	ENSMODP00000034176
ENSTNIP00000013574	ENSMODP00000000388
ENSTNIP00000004157	ENSMODP00000000796
ENSTNIP00000014414	ENSMODP00000003576
ENSTNIP00000017296	ENSMODP00000028721
ENSTNIP00000003810	ENSMODP00000009380
ENSTNIP00000017387	ENSMODP00000018128
ENSTNIP00000014080	ENSMODP00000017102
ENSTNIP00000021643	ENSMODP00000017517
ENSTNIP00000012222	ENSMODP00000013133
ENSTNIP00000004156	ENSMODP00000025476
ENSTNIP00000001527	ENSMODP00000023426
ENSTNIP00000008476	ENSMODP00000032710
ENSTNIP00000010834	ENSMODP00000019598
ENSTNIP00000013512	ENSMODP00000022027
ENSTNIP00000006061	ENSMODP00000016871
ENSTNIP00000013873	ENSMODP00000022089
ENSTNIP00000002991	ENSMODP00000032167
ENSTNIP00000000540	ENSMODP00000009639
ENSTNIP00000002288	ENSMODP00000026340
ENSTNIP00000014577	ENSMODP00000020468
ENSTNIP00000020770	ENSMODP00000004695
ENSTNIP00000000247	ENSMODP00000040109
ENSTNIP00000019802	ENSMODP00000016870
ENSTNIP00000017323	ENSMODP00000026492
ENSTNIP00000000199	ENSMODP00000018847
ENSTNIP00000002685	ENSMODP00000004532
ENSTNIP00000015808	ENSMODP00000001991
ENSTNIP00000005053	ENSMODP00000018142
ENSTNIP00000013078	ENSMODP00000031705
ENSTNIP00000015061	ENSMODP00000026039
ENSTNIP00000021759	ENSMODP00000020730
ENSTNIP00000017455	ENSMODP00000014804
ENSTNIP00000000817	ENSMODP00000040760
ENSTNIP00000005214	ENSMODP00000021069
ENSTNIP00000021256	ENSMODP00000037586
ENSTNIP00000009755	ENSMODP00000037586
ENSTNIP00000002236	ENSMODP00000012503
ENSTNIP00000017821	ENSMODP00000023821
ENSTNIP00000022301	ENSMODP00000040666
ENSTNIP00000014585	ENSMODP00000010991
ENSTNIP00000020744	ENSMODP00000024437
ENSTNIP00000010906	ENSMODP00000005065
ENSTNIP00000004990	ENSMODP00000031526
ENSTNIP00000015994	ENSMODP00000009963
ENSTNIP00000009355	ENSMODP00000037536
ENSTNIP00000021963	ENSMODP00000024331
ENSTNIP00000004346	ENSMODP00000026036
ENSTNIP00000020945	ENSMODP00000009438
ENSTNIP00000006157	ENSMODP00000034214
ENSTNIP00000000248	ENSMODP00000041214
ENSTNIP00000000067	ENSMODP00000010888
ENSTNIP00000005356	ENSMODP00000023124
ENSTNIP00000021555	ENSMODP00000033972
ENSTNIP00000012025	ENSMODP00000033972
ENSTNIP00000004248	ENSMODP00000014297
ENSTNIP00000012966	ENSMODP00000023921
ENSTNIP00000021083	ENSMODP00000040037
ENSTNIP00000005190	ENSMODP00000012656
ENSTNIP00000010542	ENSMODP00000023054
ENSTNIP00000018431	ENSMODP00000006873
ENSTNIP00000011490	ENSMODP00000014111
ENSTNIP00000011598	ENSMODP00000012508
ENSTNIP00000022351	ENSMODP00000011551
ENSTNIP00000014670	ENSMODP00000015997
ENSTNIP00000020609	ENSMODP00000009321
ENSTNIP00000004981	ENSMODP00000032444
ENSTNIP00000014102	ENSMODP00000039482
ENSTNIP00000014529	ENSMODP00000020150
ENSTNIP00000014369	ENSMODP00000002342
ENSTNIP00000011765	ENSMODP00000036413
ENSTNIP00000011118	ENSMODP00000007125
ENSTNIP00000015986	ENSMODP00000008960
ENSTNIP00000001908	ENSMODP00000029674
ENSTNIP00000006264	ENSMODP00000012081
ENSTNIP00000012752	ENSMODP00000035073
ENSTNIP00000020452	ENSMODP00000028482
ENSTNIP00000004041	ENSMODP00000032363
ENSTNIP00000002855	ENSMODP00000005865
ENSTNIP00000007705	ENSMODP00000021639
ENSTNIP00000018926	ENSMODP00000019502
ENSTNIP00000010910	ENSMODP00000004968
ENSTNIP00000013465	ENSMODP00000019163
ENSTNIP00000002179	ENSMODP00000002461
ENSTNIP00000021279	ENSMODP00000037001
ENSTNIP00000003325	ENSMODP00000006730
ENSTNIP00000021249	ENSMODP00000000358
ENSTNIP00000011000	ENSMODP00000026734
ENSTNIP00000021521	ENSMODP00000013105
ENSTNIP00000008298	ENSMODP00000026054
ENSTNIP00000003885	ENSMODP00000019928
ENSTNIP00000007214	ENSMODP00000020105
ENSTNIP00000003887	ENSMODP00000032004
ENSTNIP00000010819	ENSMODP00000013328
ENSTNIP00000001928	ENSMODP00000032969
ENSTNIP00000018372	ENSMODP00000008926
ENSTNIP00000002147	ENSMODP00000005594
ENSTNIP00000001302	ENSMODP00000006680
ENSTNIP00000018327	ENSMODP00000008030
ENSTNIP00000021400	ENSMODP00000012082
ENSTNIP00000012152	ENSMODP00000004029
ENSTNIP00000019879	ENSMODP00000026466
ENSTNIP00000011883	ENSMODP00000021529
ENSTNIP00000010321	ENSMODP00000021906
ENSTNIP00000012235	ENSMODP00000010069
ENSTNIP00000008381	ENSMODP00000025984
ENSTNIP00000012156	ENSMODP00000005199
ENSTNIP00000022058	ENSMODP00000040767
ENSTNIP00000011994	ENSMODP00000040767
ENSTNIP00000015132	ENSMODP00000034258
ENSTNIP00000017968	ENSMODP00000039212
ENSTNIP00000008520	ENSMODP00000015506
ENSTNIP00000006209	ENSMODP00000019808
ENSTNIP00000009302	ENSMODP00000019660
ENSTNIP00000020775	ENSMODP00000023010
ENSTNIP00000017749	ENSMODP00000017501
ENSTNIP00000018207	ENSMODP00000011558
ENSTNIP00000019784	ENSMODP00000006740
ENSTNIP00000016176	ENSMODP00000008688
ENSTNIP00000002795	ENSMODP00000010517
ENSTNIP00000012803	ENSMODP00000038867
ENSTNIP00000003597	ENSMODP00000001841
ENSTNIP00000017284	ENSMODP00000019483
ENSTNIP00000020601	ENSMODP00000017098
ENSTNIP00000016632	ENSMODP00000010519
ENSTNIP00000014929	ENSMODP00000037522
ENSTNIP00000008050	ENSMODP00000004692
ENSTNIP00000011315	ENSMODP00000017352
ENSTNIP00000005064	ENSMODP00000029249
ENSTNIP00000016042	ENSMODP00000038082
ENSTNIP00000008155	ENSMODP00000028287
ENSTNIP00000000258	ENSMODP00000021394
ENSTNIP00000012891	ENSMODP00000009717
ENSTNIP00000011873	ENSMODP00000015973
ENSTNIP00000013372	ENSMODP00000004204
ENSTNIP00000008083	ENSMODP00000039517
ENSTNIP00000005239	ENSMODP00000039078
ENSTNIP00000023113	ENSMODP00000005026
ENSTNIP00000011900	ENSMODP00000019102
