ENSP00000262384	ENSORLP00000017023
ENSP00000399780	ENSORLP00000014518
ENSP00000361705	ENSORLP00000011645
ENSP00000275820	ENSORLP00000013214
ENSP00000266087	ENSORLP00000024920
ENSP00000402338	ENSORLP00000019023
ENSP00000446479	ENSORLP00000008636
ENSP00000260605	ENSORLP00000005886
ENSP00000410396	ENSORLP00000025216
ENSP00000261249	ENSORLP00000019703
ENSP00000337736	ENSORLP00000018953
ENSP00000392985	ENSORLP00000001003
ENSP00000390778	ENSORLP00000003887
ENSP00000374332	ENSORLP00000012605
ENSP00000349244	ENSORLP00000007151
ENSP00000299192	ENSORLP00000017577
ENSP00000247706	ENSORLP00000011071
ENSP00000247706	ENSORLP00000010927
ENSP00000386569	ENSORLP00000013372
ENSP00000301011	ENSORLP00000017623
ENSP00000297273	ENSORLP00000005462
ENSP00000379140	ENSORLP00000011348
ENSP00000379140	ENSORLP00000018950
ENSP00000355922	ENSORLP00000013781
ENSP00000250535	ENSORLP00000004212
ENSP00000291458	ENSORLP00000011631
ENSP00000376827	ENSORLP00000018083
ENSP00000265981	ENSORLP00000001282
ENSP00000286031	ENSORLP00000020946
ENSP00000298937	ENSORLP00000012440
ENSP00000360593	ENSORLP00000018343
ENSP00000296564	ENSORLP00000006531
ENSP00000299381	ENSORLP00000011498
ENSP00000387882	ENSORLP00000012186
ENSP00000299543	ENSORLP00000017031
ENSP00000361143	ENSORLP00000013062
ENSP00000364204	ENSORLP00000020035
ENSP00000303584	ENSORLP00000006349
ENSP00000369339	ENSORLP00000022060
ENSP00000414390	ENSORLP00000015095
ENSP00000322316	ENSORLP00000016772
ENSP00000237380	ENSORLP00000009964
ENSP00000334003	ENSORLP00000009886
ENSP00000254940	ENSORLP00000014708
ENSP00000327557	ENSORLP00000021098
ENSP00000307684	ENSORLP00000016797
ENSP00000367239	ENSORLP00000022162
ENSP00000374387	ENSORLP00000007673
ENSP00000282074	ENSORLP00000021342
ENSP00000238788	ENSORLP00000022129
ENSP00000344299	ENSORLP00000025044
ENSP00000359727	ENSORLP00000012665
ENSP00000295824	ENSORLP00000020612
ENSP00000343552	ENSORLP00000024124
ENSP00000363260	ENSORLP00000005495
ENSP00000329915	ENSORLP00000017947
ENSP00000359224	ENSORLP00000005028
ENSP00000354688	ENSORLP00000017865
ENSP00000264230	ENSORLP00000025389
ENSP00000362208	ENSORLP00000018158
ENSP00000251250	ENSORLP00000002949
ENSP00000327716	ENSORLP00000016224
ENSP00000354964	ENSORLP00000003904
ENSP00000432487	ENSORLP00000007518
ENSP00000356848	ENSORLP00000012696
ENSP00000270583	ENSORLP00000015840
ENSP00000355250	ENSORLP00000005944
ENSP00000268704	ENSORLP00000007153
ENSP00000385006	ENSORLP00000020525
ENSP00000389399	ENSORLP00000005930
ENSP00000441753	ENSORLP00000002084
ENSP00000389175	ENSORLP00000004838
ENSP00000233838	ENSORLP00000011804
ENSP00000290846	ENSORLP00000023721
ENSP00000263346	ENSORLP00000011773
ENSP00000402038	ENSORLP00000007589
ENSP00000275072	ENSORLP00000020947
ENSP00000275072	ENSORLP00000018483
ENSP00000257789	ENSORLP00000018537
ENSP00000339613	ENSORLP00000020137
ENSP00000380794	ENSORLP00000017611
ENSP00000361001	ENSORLP00000021676
ENSP00000347498	ENSORLP00000021354
ENSP00000289359	ENSORLP00000015340
ENSP00000296015	ENSORLP00000014820
ENSP00000301908	ENSORLP00000018191
ENSP00000301908	ENSORLP00000020269
ENSP00000386284	ENSORLP00000017232
ENSP00000281317	ENSORLP00000009252
ENSP00000360031	ENSORLP00000010908
ENSP00000301729	ENSORLP00000020894
ENSP00000360129	ENSORLP00000012913
ENSP00000364405	ENSORLP00000004894
ENSP00000321239	ENSORLP00000019606
ENSP00000409315	ENSORLP00000012497
ENSP00000026218	ENSORLP00000000378
ENSP00000321617	ENSORLP00000020752
ENSP00000263753	ENSORLP00000015234
ENSP00000261558	ENSORLP00000020287
ENSP00000216452	ENSORLP00000022586
ENSP00000307636	ENSORLP00000000050
ENSP00000413483	ENSORLP00000010617
ENSP00000356920	ENSORLP00000017323
ENSP00000268802	ENSORLP00000023551
ENSP00000372955	ENSORLP00000021115
ENSP00000368140	ENSORLP00000001757
ENSP00000362041	ENSORLP00000006388
ENSP00000296149	ENSORLP00000019870
ENSP00000295704	ENSORLP00000001382
ENSP00000261658	ENSORLP00000012674
ENSP00000306864	ENSORLP00000012990
ENSP00000306864	ENSORLP00000010357
ENSP00000464814	ENSORLP00000010583
ENSP00000359505	ENSORLP00000001143
ENSP00000368459	ENSORLP00000003942
ENSP00000219789	ENSORLP00000000272
ENSP00000257548	ENSORLP00000008915
ENSP00000348054	ENSORLP00000014177
ENSP00000372023	ENSORLP00000024979
ENSP00000436926	ENSORLP00000007877
ENSP00000450461	ENSORLP00000017227
ENSP00000222747	ENSORLP00000022916
ENSP00000307423	ENSORLP00000018797
ENSP00000225573	ENSORLP00000015379
ENSP00000247194	ENSORLP00000021807
ENSP00000417580	ENSORLP00000019205
ENSP00000299853	ENSORLP00000013502
ENSP00000225737	ENSORLP00000013676
ENSP00000366673	ENSORLP00000014266
ENSP00000361206	ENSORLP00000021129
ENSP00000255108	ENSORLP00000006772
ENSP00000200135	ENSORLP00000018055
ENSP00000275053	ENSORLP00000002799
ENSP00000228506	ENSORLP00000018349
ENSP00000312455	ENSORLP00000020363
ENSP00000463245	ENSORLP00000003506
ENSP00000439902	ENSORLP00000004773
ENSP00000356567	ENSORLP00000021713
ENSP00000355609	ENSORLP00000021995
ENSP00000371294	ENSORLP00000003583
ENSP00000363318	ENSORLP00000002233
ENSP00000354109	ENSORLP00000003450
ENSP00000410216	ENSORLP00000011788
ENSP00000335636	ENSORLP00000021581
ENSP00000295872	ENSORLP00000011385
ENSP00000339976	ENSORLP00000015077
ENSP00000419371	ENSORLP00000006784
ENSP00000220669	ENSORLP00000013566
ENSP00000363250	ENSORLP00000005555
ENSP00000356989	ENSORLP00000009983
ENSP00000006526	ENSORLP00000012668
ENSP00000266673	ENSORLP00000021539
ENSP00000258243	ENSORLP00000013689
ENSP00000365477	ENSORLP00000025796
ENSP00000384952	ENSORLP00000008844
ENSP00000362424	ENSORLP00000022673
ENSP00000354645	ENSORLP00000005566
ENSP00000319169	ENSORLP00000015467
ENSP00000361465	ENSORLP00000024535
ENSP00000204726	ENSORLP00000018811
ENSP00000230048	ENSORLP00000016088
ENSP00000277010	ENSORLP00000014913
ENSP00000282841	ENSORLP00000015675
ENSP00000304802	ENSORLP00000002547
ENSP00000405635	ENSORLP00000017592
ENSP00000282003	ENSORLP00000005569
ENSP00000284881	ENSORLP00000015617
ENSP00000416050	ENSORLP00000020379
ENSP00000287996	ENSORLP00000024637
ENSP00000216420	ENSORLP00000019302
ENSP00000355141	ENSORLP00000018361
ENSP00000243903	ENSORLP00000004738
ENSP00000351153	ENSORLP00000020606
ENSP00000361363	ENSORLP00000006828
ENSP00000261888	ENSORLP00000006293
ENSP00000252603	ENSORLP00000008333
ENSP00000262812	ENSORLP00000021826
ENSP00000356416	ENSORLP00000013735
ENSP00000362578	ENSORLP00000015002
ENSP00000334289	ENSORLP00000013556
ENSP00000349358	ENSORLP00000024758
ENSP00000321546	ENSORLP00000001254
ENSP00000267436	ENSORLP00000011434
ENSP00000324122	ENSORLP00000014036
ENSP00000311429	ENSORLP00000008625
ENSP00000260447	ENSORLP00000021194
ENSP00000367318	ENSORLP00000009708
ENSP00000306561	ENSORLP00000013488
ENSP00000326813	ENSORLP00000021191
ENSP00000370839	ENSORLP00000000208
ENSP00000368801	ENSORLP00000004048
ENSP00000412524	ENSORLP00000020506
ENSP00000264193	ENSORLP00000007038
ENSP00000313318	ENSORLP00000001157
ENSP00000338533	ENSORLP00000004727
ENSP00000383873	ENSORLP00000005912
ENSP00000364404	ENSORLP00000021640
ENSP00000367359	ENSORLP00000016098
ENSP00000307833	ENSORLP00000015448
ENSP00000361170	ENSORLP00000004815
ENSP00000447057	ENSORLP00000014942
ENSP00000276416	ENSORLP00000013798
ENSP00000215730	ENSORLP00000002811
ENSP00000229238	ENSORLP00000015357
ENSP00000476966	ENSORLP00000015197
ENSP00000246151	ENSORLP00000009380
ENSP00000367104	ENSORLP00000008034
ENSP00000228865	ENSORLP00000025726
ENSP00000252711	ENSORLP00000022786
ENSP00000281141	ENSORLP00000025757
ENSP00000334642	ENSORLP00000002262
ENSP00000354335	ENSORLP00000006100
ENSP00000354152	ENSORLP00000011867
ENSP00000458290	ENSORLP00000014060
ENSP00000378399	ENSORLP00000022597
ENSP00000362873	ENSORLP00000012470
ENSP00000296824	ENSORLP00000007767
ENSP00000271526	ENSORLP00000025074
ENSP00000377492	ENSORLP00000009869
ENSP00000360421	ENSORLP00000025605
ENSP00000357787	ENSORLP00000012228
ENSP00000246337	ENSORLP00000015888
ENSP00000364261	ENSORLP00000000334
ENSP00000377577	ENSORLP00000020398
ENSP00000265857	ENSORLP00000025242
ENSP00000331907	ENSORLP00000002861
ENSP00000394394	ENSORLP00000019920
ENSP00000334767	ENSORLP00000001970
ENSP00000312625	ENSORLP00000021221
ENSP00000288937	ENSORLP00000017007
ENSP00000356632	ENSORLP00000022214
ENSP00000260599	ENSORLP00000016409
ENSP00000361232	ENSORLP00000020811
ENSP00000373304	ENSORLP00000001827
ENSP00000377007	ENSORLP00000012008
ENSP00000215917	ENSORLP00000010393
ENSP00000401018	ENSORLP00000023917
ENSP00000259400	ENSORLP00000010988
ENSP00000360310	ENSORLP00000014612
ENSP00000413908	ENSORLP00000018583
ENSP00000368920	ENSORLP00000018296
ENSP00000417764	ENSORLP00000010943
ENSP00000379157	ENSORLP00000010703
ENSP00000216027	ENSORLP00000000996
ENSP00000295702	ENSORLP00000010169
ENSP00000475924	ENSORLP00000012315
ENSP00000370966	ENSORLP00000025429
ENSP00000338039	ENSORLP00000021837
ENSP00000376767	ENSORLP00000006378
ENSP00000225728	ENSORLP00000016942
ENSP00000381378	ENSORLP00000022318
ENSP00000320794	ENSORLP00000011412
ENSP00000255304	ENSORLP00000004233
ENSP00000373657	ENSORLP00000017190
ENSP00000296679	ENSORLP00000002847
ENSP00000391747	ENSORLP00000017796
ENSP00000354728	ENSORLP00000025889
ENSP00000378857	ENSORLP00000003689
ENSP00000309515	ENSORLP00000005340
ENSP00000381282	ENSORLP00000024261
ENSP00000279281	ENSORLP00000013440
ENSP00000369391	ENSORLP00000010346
ENSP00000261368	ENSORLP00000021431
ENSP00000427550	ENSORLP00000004119
ENSP00000419628	ENSORLP00000025762
ENSP00000389087	ENSORLP00000007408
ENSP00000359507	ENSORLP00000010401
ENSP00000421917	ENSORLP00000006158
ENSP00000427820	ENSORLP00000010281
ENSP00000460964	ENSORLP00000016424
ENSP00000443216	ENSORLP00000008110
ENSP00000225927	ENSORLP00000017921
ENSP00000409016	ENSORLP00000018199
ENSP00000219066	ENSORLP00000014640
ENSP00000413632	ENSORLP00000010571
ENSP00000299505	ENSORLP00000017687
ENSP00000238018	ENSORLP00000013626
ENSP00000285697	ENSORLP00000023408
ENSP00000462717	ENSORLP00000018959
ENSP00000268668	ENSORLP00000011587
ENSP00000363746	ENSORLP00000013583
ENSP00000249299	ENSORLP00000021798
ENSP00000222990	ENSORLP00000005829
ENSP00000409952	ENSORLP00000001367
ENSP00000355587	ENSORLP00000016005
ENSP00000361499	ENSORLP00000004046
ENSP00000393541	ENSORLP00000013501
ENSP00000318883	ENSORLP00000019905
ENSP00000339324	ENSORLP00000005704
ENSP00000226230	ENSORLP00000018700
ENSP00000356630	ENSORLP00000022207
ENSP00000361301	ENSORLP00000003133
ENSP00000379047	ENSORLP00000023804
ENSP00000243326	ENSORLP00000025841
ENSP00000232888	ENSORLP00000004120
ENSP00000359606	ENSORLP00000013504
ENSP00000325326	ENSORLP00000007904
ENSP00000380242	ENSORLP00000005840
ENSP00000333401	ENSORLP00000003205
ENSP00000351137	ENSORLP00000007640
ENSP00000258975	ENSORLP00000007105
ENSP00000358742	ENSORLP00000007751
ENSP00000276689	ENSORLP00000000785
ENSP00000371471	ENSORLP00000025269
ENSP00000392395	ENSORLP00000018796
ENSP00000234827	ENSORLP00000025608
ENSP00000246062	ENSORLP00000015280
ENSP00000224950	ENSORLP00000002923
ENSP00000319979	ENSORLP00000014216
ENSP00000253462	ENSORLP00000011928
ENSP00000361894	ENSORLP00000023849
ENSP00000318264	ENSORLP00000015941
ENSP00000291560	ENSORLP00000025611
ENSP00000356978	ENSORLP00000004261
ENSP00000305255	ENSORLP00000003909
ENSP00000225729	ENSORLP00000016440
ENSP00000419475	ENSORLP00000003473
ENSP00000374501	ENSORLP00000013631
ENSP00000325425	ENSORLP00000017024
ENSP00000369318	ENSORLP00000010874
ENSP00000333813	ENSORLP00000014538
ENSP00000361625	ENSORLP00000005147
ENSP00000366237	ENSORLP00000006486
ENSP00000364613	ENSORLP00000002931
ENSP00000310998	ENSORLP00000019239
ENSP00000253233	ENSORLP00000007736
ENSP00000380679	ENSORLP00000002365
ENSP00000219548	ENSORLP00000009238
ENSP00000418287	ENSORLP00000015305
ENSP00000350409	ENSORLP00000007494
ENSP00000339834	ENSORLP00000019601
ENSP00000317542	ENSORLP00000011178
ENSP00000441930	ENSORLP00000003098
ENSP00000266263	ENSORLP00000009110
ENSP00000297156	ENSORLP00000001112
ENSP00000301634	ENSORLP00000015401
ENSP00000442297	ENSORLP00000007057
ENSP00000359904	ENSORLP00000005614
ENSP00000384053	ENSORLP00000016810
ENSP00000305069	ENSORLP00000009797
ENSP00000380883	ENSORLP00000010208
ENSP00000281703	ENSORLP00000017041
ENSP00000330393	ENSORLP00000012466
ENSP00000237283	ENSORLP00000024991
ENSP00000375082	ENSORLP00000006844
ENSP00000378427	ENSORLP00000001071
ENSP00000304854	ENSORLP00000007264
ENSP00000359404	ENSORLP00000017361
ENSP00000374390	ENSORLP00000007298
ENSP00000246070	ENSORLP00000012005
ENSP00000365550	ENSORLP00000006448
ENSP00000262319	ENSORLP00000009368
ENSP00000332721	ENSORLP00000019026
ENSP00000286732	ENSORLP00000010743
ENSP00000411169	ENSORLP00000021944
ENSP00000290541	ENSORLP00000001577
ENSP00000292566	ENSORLP00000018219
ENSP00000385205	ENSORLP00000017951
ENSP00000320251	ENSORLP00000025322
ENSP00000256996	ENSORLP00000008354
ENSP00000379430	ENSORLP00000019252
ENSP00000444156	ENSORLP00000019359
ENSP00000258383	ENSORLP00000014872
ENSP00000221233	ENSORLP00000014002
ENSP00000379472	ENSORLP00000007034
ENSP00000379472	ENSORLP00000007487
ENSP00000355593	ENSORLP00000015932
ENSP00000286307	ENSORLP00000009315
ENSP00000330737	ENSORLP00000020867
ENSP00000304133	ENSORLP00000011564
ENSP00000304133	ENSORLP00000019894
ENSP00000349977	ENSORLP00000024800
ENSP00000223073	ENSORLP00000012079
ENSP00000367029	ENSORLP00000006482
ENSP00000419270	ENSORLP00000019911
ENSP00000238628	ENSORLP00000020745
ENSP00000270708	ENSORLP00000005587
ENSP00000274031	ENSORLP00000013383
ENSP00000260453	ENSORLP00000010739
ENSP00000261520	ENSORLP00000009562
ENSP00000340220	ENSORLP00000012180
ENSP00000362036	ENSORLP00000024584
ENSP00000238892	ENSORLP00000023411
ENSP00000348527	ENSORLP00000006062
ENSP00000422168	ENSORLP00000018661
ENSP00000359691	ENSORLP00000000093
ENSP00000287859	ENSORLP00000017161
ENSP00000314004	ENSORLP00000001375
ENSP00000221480	ENSORLP00000009986
ENSP00000204679	ENSORLP00000009658
ENSP00000351157	ENSORLP00000001061
ENSP00000308733	ENSORLP00000009280
ENSP00000328854	ENSORLP00000013549
ENSP00000199706	ENSORLP00000008551
ENSP00000345528	ENSORLP00000015108
ENSP00000365756	ENSORLP00000024219
ENSP00000347748	ENSORLP00000020844
ENSP00000354911	ENSORLP00000014530
ENSP00000333001	ENSORLP00000020359
ENSP00000418438	ENSORLP00000013969
ENSP00000363043	ENSORLP00000011996
ENSP00000355672	ENSORLP00000022031
ENSP00000216185	ENSORLP00000019531
ENSP00000364498	ENSORLP00000010982
ENSP00000352447	ENSORLP00000016412
ENSP00000274054	ENSORLP00000002720
ENSP00000286317	ENSORLP00000009690
ENSP00000461749	ENSORLP00000007781
ENSP00000347988	ENSORLP00000016302
ENSP00000364293	ENSORLP00000024882
ENSP00000300658	ENSORLP00000007190
ENSP00000309572	ENSORLP00000017467
ENSP00000301159	ENSORLP00000008082
ENSP00000358272	ENSORLP00000022505
ENSP00000317376	ENSORLP00000018271
ENSP00000364938	ENSORLP00000024521
ENSP00000364938	ENSORLP00000023018
ENSP00000418823	ENSORLP00000017219
ENSP00000351284	ENSORLP00000013189
ENSP00000290536	ENSORLP00000007425
ENSP00000257663	ENSORLP00000017040
ENSP00000356001	ENSORLP00000005671
ENSP00000218224	ENSORLP00000018117
ENSP00000262765	ENSORLP00000001553
ENSP00000223273	ENSORLP00000014642
ENSP00000256319	ENSORLP00000020691
ENSP00000307181	ENSORLP00000004242
ENSP00000462963	ENSORLP00000004351
ENSP00000282185	ENSORLP00000009685
ENSP00000378166	ENSORLP00000005982
ENSP00000356489	ENSORLP00000017889
ENSP00000457408	ENSORLP00000017431
ENSP00000301019	ENSORLP00000000507
ENSP00000389903	ENSORLP00000019099
ENSP00000368931	ENSORLP00000006203
ENSP00000281623	ENSORLP00000005086
ENSP00000370812	ENSORLP00000007738
ENSP00000288466	ENSORLP00000008542
ENSP00000334564	ENSORLP00000012708
ENSP00000350467	ENSORLP00000023430
ENSP00000360270	ENSORLP00000002229
ENSP00000363191	ENSORLP00000025448
ENSP00000384474	ENSORLP00000024792
ENSP00000350353	ENSORLP00000020532
ENSP00000361186	ENSORLP00000024972
ENSP00000416290	ENSORLP00000010285
ENSP00000215565	ENSORLP00000018611
ENSP00000367454	ENSORLP00000024055
ENSP00000333948	ENSORLP00000013365
ENSP00000416515	ENSORLP00000025246
ENSP00000307288	ENSORLP00000000656
ENSP00000289388	ENSORLP00000014007
ENSP00000240316	ENSORLP00000021606
ENSP00000319914	ENSORLP00000020219
ENSP00000477141	ENSORLP00000010934
ENSP00000396225	ENSORLP00000005454
ENSP00000255784	ENSORLP00000018346
ENSP00000347206	ENSORLP00000021631
ENSP00000363384	ENSORLP00000018348
ENSP00000388431	ENSORLP00000022793
ENSP00000342499	ENSORLP00000013733
ENSP00000226796	ENSORLP00000025496
ENSP00000263795	ENSORLP00000015668
ENSP00000333097	ENSORLP00000019345
ENSP00000364683	ENSORLP00000005642
ENSP00000356590	ENSORLP00000010924
ENSP00000220478	ENSORLP00000003732
ENSP00000438863	ENSORLP00000022712
ENSP00000454565	ENSORLP00000014418
ENSP00000314776	ENSORLP00000013183
ENSP00000358956	ENSORLP00000013006
ENSP00000258457	ENSORLP00000015601
ENSP00000332613	ENSORLP00000009484
ENSP00000288774	ENSORLP00000021118
ENSP00000368808	ENSORLP00000017639
ENSP00000370557	ENSORLP00000013324
ENSP00000313877	ENSORLP00000024895
ENSP00000357882	ENSORLP00000011911
ENSP00000314606	ENSORLP00000015131
ENSP00000412237	ENSORLP00000019691
ENSP00000381047	ENSORLP00000014389
ENSP00000387426	ENSORLP00000014528
ENSP00000304941	ENSORLP00000008507
ENSP00000225519	ENSORLP00000014380
ENSP00000282276	ENSORLP00000000980
ENSP00000339353	ENSORLP00000016979
ENSP00000251289	ENSORLP00000000129
ENSP00000348593	ENSORLP00000014439
ENSP00000382091	ENSORLP00000011579
ENSP00000372335	ENSORLP00000009567
ENSP00000350098	ENSORLP00000018478
ENSP00000386385	ENSORLP00000007834
ENSP00000344503	ENSORLP00000006842
ENSP00000454945	ENSORLP00000009310
ENSP00000281017	ENSORLP00000017407
ENSP00000252137	ENSORLP00000010529
ENSP00000315693	ENSORLP00000010366
ENSP00000297581	ENSORLP00000003013
ENSP00000307640	ENSORLP00000003152
ENSP00000386302	ENSORLP00000025788
ENSP00000364782	ENSORLP00000002568
ENSP00000381213	ENSORLP00000018376
ENSP00000387185	ENSORLP00000007800
ENSP00000318158	ENSORLP00000001062
ENSP00000362146	ENSORLP00000012468
ENSP00000358595	ENSORLP00000018567
ENSP00000215912	ENSORLP00000008529
ENSP00000394051	ENSORLP00000021340
ENSP00000380793	ENSORLP00000019741
ENSP00000324292	ENSORLP00000015664
ENSP00000421922	ENSORLP00000018096
ENSP00000219281	ENSORLP00000015620
ENSP00000232744	ENSORLP00000012754
ENSP00000386134	ENSORLP00000007698
ENSP00000277458	ENSORLP00000016926
ENSP00000256722	ENSORLP00000025270
ENSP00000276571	ENSORLP00000010676
ENSP00000276571	ENSORLP00000008562
ENSP00000231749	ENSORLP00000004705
ENSP00000298717	ENSORLP00000009027
ENSP00000312599	ENSORLP00000010050
ENSP00000436152	ENSORLP00000005871
ENSP00000391549	ENSORLP00000011668
ENSP00000450909	ENSORLP00000013496
ENSP00000356470	ENSORLP00000012145
ENSP00000418803	ENSORLP00000004609
ENSP00000417548	ENSORLP00000001041
ENSP00000372445	ENSORLP00000003750
ENSP00000420514	ENSORLP00000022334
ENSP00000261234	ENSORLP00000020249
ENSP00000224600	ENSORLP00000025163
ENSP00000359518	ENSORLP00000023035
ENSP00000262753	ENSORLP00000019288
ENSP00000366032	ENSORLP00000009055
ENSP00000007390	ENSORLP00000009671
ENSP00000473172	ENSORLP00000015119
ENSP00000254742	ENSORLP00000010399
ENSP00000237455	ENSORLP00000025533
ENSP00000379839	ENSORLP00000025781
ENSP00000355944	ENSORLP00000024798
ENSP00000285947	ENSORLP00000011065
ENSP00000385597	ENSORLP00000012069
ENSP00000346453	ENSORLP00000008107
ENSP00000355900	ENSORLP00000014462
ENSP00000360899	ENSORLP00000021412
ENSP00000371061	ENSORLP00000005103
ENSP00000248150	ENSORLP00000020790
ENSP00000248150	ENSORLP00000010987
ENSP00000360850	ENSORLP00000004537
ENSP00000387982	ENSORLP00000019304
ENSP00000416154	ENSORLP00000007497
ENSP00000254605	ENSORLP00000005226
ENSP00000243878	ENSORLP00000003109
ENSP00000419087	ENSORLP00000019957
ENSP00000362948	ENSORLP00000017843
ENSP00000361486	ENSORLP00000011588
ENSP00000072869	ENSORLP00000003237
ENSP00000362340	ENSORLP00000012212
ENSP00000356702	ENSORLP00000002313
ENSP00000362021	ENSORLP00000001765
ENSP00000193322	ENSORLP00000016806
ENSP00000307821	ENSORLP00000017456
ENSP00000381566	ENSORLP00000009908
ENSP00000463159	ENSORLP00000008383
ENSP00000379367	ENSORLP00000010252
ENSP00000293273	ENSORLP00000023727
ENSP00000378409	ENSORLP00000016860
ENSP00000352021	ENSORLP00000018403
ENSP00000341684	ENSORLP00000017933
ENSP00000318423	ENSORLP00000024215
ENSP00000258443	ENSORLP00000019908
ENSP00000385757	ENSORLP00000005471
ENSP00000233616	ENSORLP00000008022
ENSP00000278980	ENSORLP00000025122
ENSP00000383851	ENSORLP00000021496
ENSP00000248114	ENSORLP00000016404
ENSP00000225504	ENSORLP00000013921
ENSP00000262302	ENSORLP00000009063
ENSP00000397172	ENSORLP00000003989
ENSP00000263897	ENSORLP00000024286
ENSP00000319341	ENSORLP00000011915
ENSP00000417581	ENSORLP00000011656
ENSP00000406934	ENSORLP00000005347
ENSP00000206020	ENSORLP00000008764
ENSP00000253108	ENSORLP00000007040
ENSP00000377372	ENSORLP00000019832
ENSP00000360998	ENSORLP00000024218
ENSP00000361518	ENSORLP00000003968
