ENSACAP00000008923	ENSGACP00000024945
ENSACAP00000017035	ENSGACP00000020382
ENSACAP00000000178	ENSGACP00000002764
ENSACAP00000013354	ENSGACP00000013022
ENSACAP00000010213	ENSGACP00000004205
ENSACAP00000004416	ENSGACP00000011932
ENSACAP00000021286	ENSGACP00000021183
ENSACAP00000010206	ENSGACP00000007094
ENSACAP00000012047	ENSGACP00000024239
ENSACAP00000015770	ENSGACP00000014588
ENSACAP00000015770	ENSGACP00000016560
ENSACAP00000014102	ENSGACP00000002625
ENSACAP00000006513	ENSGACP00000013616
ENSACAP00000001656	ENSGACP00000017592
ENSACAP00000015741	ENSGACP00000015971
ENSACAP00000003297	ENSGACP00000026326
ENSACAP00000013816	ENSGACP00000025508
ENSACAP00000013816	ENSGACP00000008020
ENSACAP00000013265	ENSGACP00000012444
ENSACAP00000014975	ENSGACP00000010709
ENSACAP00000000283	ENSGACP00000023789
ENSACAP00000002231	ENSGACP00000005895
ENSACAP00000006636	ENSGACP00000021584
ENSACAP00000016086	ENSGACP00000014972
ENSACAP00000016086	ENSGACP00000024813
ENSACAP00000009409	ENSGACP00000026175
ENSACAP00000017078	ENSGACP00000003496
ENSACAP00000011100	ENSGACP00000015097
ENSACAP00000018653	ENSGACP00000019151
ENSACAP00000000187	ENSGACP00000001134
ENSACAP00000006598	ENSGACP00000020050
ENSACAP00000006572	ENSGACP00000008564
ENSACAP00000005879	ENSGACP00000013634
ENSACAP00000005879	ENSGACP00000015847
ENSACAP00000001247	ENSGACP00000025324
ENSACAP00000017687	ENSGACP00000023715
ENSACAP00000008380	ENSGACP00000021769
ENSACAP00000009935	ENSGACP00000004797
ENSACAP00000014709	ENSGACP00000004191
ENSACAP00000015076	ENSGACP00000008401
ENSACAP00000000924	ENSGACP00000015961
ENSACAP00000000924	ENSGACP00000026000
ENSACAP00000008903	ENSGACP00000012698
ENSACAP00000006610	ENSGACP00000022389
ENSACAP00000010816	ENSGACP00000010541
ENSACAP00000003089	ENSGACP00000018571
ENSACAP00000002395	ENSGACP00000001803
ENSACAP00000009289	ENSGACP00000006439
ENSACAP00000009111	ENSGACP00000023537
ENSACAP00000006770	ENSGACP00000027358
ENSACAP00000001937	ENSGACP00000004178
ENSACAP00000004405	ENSGACP00000022165
ENSACAP00000008437	ENSGACP00000025140
ENSACAP00000018250	ENSGACP00000026572
ENSACAP00000010762	ENSGACP00000020497
ENSACAP00000000872	ENSGACP00000016805
ENSACAP00000003775	ENSGACP00000006095
ENSACAP00000017698	ENSGACP00000005720
ENSACAP00000014208	ENSGACP00000017475
ENSACAP00000015213	ENSGACP00000014055
ENSACAP00000015213	ENSGACP00000012385
ENSACAP00000004380	ENSGACP00000018780
ENSACAP00000008744	ENSGACP00000022167
ENSACAP00000014892	ENSGACP00000016146
ENSACAP00000007990	ENSGACP00000011068
ENSACAP00000012377	ENSGACP00000016577
ENSACAP00000006683	ENSGACP00000007991
ENSACAP00000006863	ENSGACP00000007471
ENSACAP00000015822	ENSGACP00000016433
ENSACAP00000006033	ENSGACP00000014995
ENSACAP00000007022	ENSGACP00000010751
ENSACAP00000015604	ENSGACP00000016461
ENSACAP00000002965	ENSGACP00000019058
ENSACAP00000005238	ENSGACP00000015675
ENSACAP00000011624	ENSGACP00000013918
ENSACAP00000016326	ENSGACP00000021890
ENSACAP00000012117	ENSGACP00000004911
ENSACAP00000006479	ENSGACP00000019793
ENSACAP00000015380	ENSGACP00000005785
ENSACAP00000008998	ENSGACP00000005366
ENSACAP00000000826	ENSGACP00000010884
ENSACAP00000007333	ENSGACP00000021036
ENSACAP00000001537	ENSGACP00000010802
ENSACAP00000017805	ENSGACP00000025149
ENSACAP00000004439	ENSGACP00000020447
ENSACAP00000000531	ENSGACP00000010476
ENSACAP00000006136	ENSGACP00000024913
ENSACAP00000010907	ENSGACP00000010786
ENSACAP00000000824	ENSGACP00000003818
ENSACAP00000014014	ENSGACP00000016092
ENSACAP00000007107	ENSGACP00000010925
ENSACAP00000004456	ENSGACP00000015060
ENSACAP00000016756	ENSGACP00000018078
ENSACAP00000005888	ENSGACP00000011375
ENSACAP00000003536	ENSGACP00000004747
ENSACAP00000000133	ENSGACP00000014731
ENSACAP00000005088	ENSGACP00000004597
ENSACAP00000010018	ENSGACP00000006480
ENSACAP00000000099	ENSGACP00000024771
ENSACAP00000016290	ENSGACP00000026244
ENSACAP00000001575	ENSGACP00000007961
ENSACAP00000014706	ENSGACP00000016284
ENSACAP00000002525	ENSGACP00000026078
ENSACAP00000009839	ENSGACP00000008695
ENSACAP00000015377	ENSGACP00000021187
ENSACAP00000000103	ENSGACP00000027578
ENSACAP00000002387	ENSGACP00000005092
ENSACAP00000014503	ENSGACP00000011278
ENSACAP00000010235	ENSGACP00000020697
ENSACAP00000018343	ENSGACP00000024976
ENSACAP00000005258	ENSGACP00000021834
ENSACAP00000016199	ENSGACP00000022383
ENSACAP00000016199	ENSGACP00000018615
ENSACAP00000013738	ENSGACP00000004735
ENSACAP00000005009	ENSGACP00000022631
ENSACAP00000012495	ENSGACP00000004842
ENSACAP00000000605	ENSGACP00000017027
ENSACAP00000008297	ENSGACP00000005414
ENSACAP00000014885	ENSGACP00000019028
ENSACAP00000013180	ENSGACP00000004822
ENSACAP00000006592	ENSGACP00000000887
ENSACAP00000019146	ENSGACP00000020851
ENSACAP00000016779	ENSGACP00000010115
ENSACAP00000005541	ENSGACP00000020665
ENSACAP00000014794	ENSGACP00000013280
ENSACAP00000001874	ENSGACP00000014459
ENSACAP00000004298	ENSGACP00000016557
ENSACAP00000013411	ENSGACP00000024494
ENSACAP00000002008	ENSGACP00000025035
ENSACAP00000014788	ENSGACP00000011763
ENSACAP00000014788	ENSGACP00000022772
ENSACAP00000012819	ENSGACP00000000107
ENSACAP00000007743	ENSGACP00000025455
ENSACAP00000001612	ENSGACP00000004116
ENSACAP00000014060	ENSGACP00000007291
ENSACAP00000004226	ENSGACP00000020354
ENSACAP00000011213	ENSGACP00000010313
ENSACAP00000014630	ENSGACP00000018591
ENSACAP00000000440	ENSGACP00000009337
ENSACAP00000013740	ENSGACP00000014570
ENSACAP00000002164	ENSGACP00000006998
ENSACAP00000004736	ENSGACP00000008719
ENSACAP00000016364	ENSGACP00000016131
ENSACAP00000016376	ENSGACP00000018743
ENSACAP00000003112	ENSGACP00000000759
ENSACAP00000001444	ENSGACP00000027251
ENSACAP00000012940	ENSGACP00000014024
ENSACAP00000009751	ENSGACP00000020260
ENSACAP00000005407	ENSGACP00000006261
ENSACAP00000012871	ENSGACP00000018098
ENSACAP00000006487	ENSGACP00000000376
ENSACAP00000010811	ENSGACP00000003755
ENSACAP00000003539	ENSGACP00000011313
ENSACAP00000015333	ENSGACP00000009177
ENSACAP00000015333	ENSGACP00000023656
ENSACAP00000000104	ENSGACP00000008663
ENSACAP00000005584	ENSGACP00000008513
ENSACAP00000016960	ENSGACP00000018092
ENSACAP00000002794	ENSGACP00000009321
ENSACAP00000022931	ENSGACP00000020176
ENSACAP00000015142	ENSGACP00000005545
ENSACAP00000006596	ENSGACP00000005111
ENSACAP00000013849	ENSGACP00000007160
ENSACAP00000005068	ENSGACP00000026037
ENSACAP00000015936	ENSGACP00000006540
ENSACAP00000001823	ENSGACP00000007858
ENSACAP00000003312	ENSGACP00000002840
ENSACAP00000017237	ENSGACP00000025994
ENSACAP00000003152	ENSGACP00000019525
ENSACAP00000003280	ENSGACP00000017856
ENSACAP00000022880	ENSGACP00000001111
ENSACAP00000007841	ENSGACP00000013635
ENSACAP00000013925	ENSGACP00000026052
ENSACAP00000008383	ENSGACP00000023170
ENSACAP00000006045	ENSGACP00000025939
ENSACAP00000005883	ENSGACP00000021852
ENSACAP00000012479	ENSGACP00000025312
ENSACAP00000019554	ENSGACP00000018171
ENSACAP00000006640	ENSGACP00000011417
ENSACAP00000001367	ENSGACP00000014928
ENSACAP00000013909	ENSGACP00000006496
ENSACAP00000021067	ENSGACP00000020110
ENSACAP00000005970	ENSGACP00000004611
ENSACAP00000013556	ENSGACP00000003709
ENSACAP00000013933	ENSGACP00000006157
ENSACAP00000006916	ENSGACP00000024727
ENSACAP00000001221	ENSGACP00000015850
ENSACAP00000009329	ENSGACP00000000424
ENSACAP00000005236	ENSGACP00000004129
ENSACAP00000017265	ENSGACP00000003329
ENSACAP00000002000	ENSGACP00000018935
ENSACAP00000016018	ENSGACP00000001788
ENSACAP00000006967	ENSGACP00000021868
ENSACAP00000007897	ENSGACP00000017151
ENSACAP00000022128	ENSGACP00000015955
ENSACAP00000022128	ENSGACP00000021561
ENSACAP00000016233	ENSGACP00000000709
ENSACAP00000004842	ENSGACP00000000465
ENSACAP00000008439	ENSGACP00000009774
ENSACAP00000002187	ENSGACP00000011900
ENSACAP00000016235	ENSGACP00000004402
ENSACAP00000005840	ENSGACP00000012723
ENSACAP00000011121	ENSGACP00000018320
ENSACAP00000017233	ENSGACP00000007586
ENSACAP00000011858	ENSGACP00000009199
ENSACAP00000013534	ENSGACP00000018686
ENSACAP00000011703	ENSGACP00000025024
ENSACAP00000011703	ENSGACP00000005541
ENSACAP00000003221	ENSGACP00000007440
ENSACAP00000002969	ENSGACP00000016813
ENSACAP00000013597	ENSGACP00000022368
ENSACAP00000017105	ENSGACP00000003209
ENSACAP00000004482	ENSGACP00000011122
ENSACAP00000004482	ENSGACP00000006463
ENSACAP00000012316	ENSGACP00000020630
ENSACAP00000017654	ENSGACP00000012997
ENSACAP00000009458	ENSGACP00000002800
ENSACAP00000009541	ENSGACP00000021213
ENSACAP00000013624	ENSGACP00000002176
ENSACAP00000012499	ENSGACP00000027626
ENSACAP00000003625	ENSGACP00000016123
ENSACAP00000004376	ENSGACP00000013218
ENSACAP00000010666	ENSGACP00000015313
ENSACAP00000004266	ENSGACP00000024621
ENSACAP00000013749	ENSGACP00000005993
ENSACAP00000004040	ENSGACP00000020844
ENSACAP00000006780	ENSGACP00000006228
ENSACAP00000007135	ENSGACP00000023334
ENSACAP00000001261	ENSGACP00000011605
ENSACAP00000002824	ENSGACP00000022668
ENSACAP00000016691	ENSGACP00000025237
ENSACAP00000013081	ENSGACP00000004864
ENSACAP00000004281	ENSGACP00000002971
ENSACAP00000004281	ENSGACP00000011598
ENSACAP00000004583	ENSGACP00000006404
ENSACAP00000015026	ENSGACP00000026969
ENSACAP00000019418	ENSGACP00000011520
ENSACAP00000004814	ENSGACP00000021562
ENSACAP00000002690	ENSGACP00000005482
ENSACAP00000011191	ENSGACP00000013145
ENSACAP00000006676	ENSGACP00000009547
ENSACAP00000016676	ENSGACP00000018269
ENSACAP00000007934	ENSGACP00000020402
ENSACAP00000013356	ENSGACP00000027594
ENSACAP00000023309	ENSGACP00000010046
ENSACAP00000010319	ENSGACP00000021170
ENSACAP00000003940	ENSGACP00000019560
ENSACAP00000014463	ENSGACP00000025507
ENSACAP00000002619	ENSGACP00000022807
ENSACAP00000005101	ENSGACP00000004947
ENSACAP00000008980	ENSGACP00000001248
ENSACAP00000008825	ENSGACP00000023314
ENSACAP00000014542	ENSGACP00000019096
ENSACAP00000001873	ENSGACP00000019253
ENSACAP00000009791	ENSGACP00000017967
ENSACAP00000001485	ENSGACP00000004237
ENSACAP00000000144	ENSGACP00000001912
ENSACAP00000009187	ENSGACP00000026749
ENSACAP00000007737	ENSGACP00000004458
ENSACAP00000016892	ENSGACP00000016206
ENSACAP00000011545	ENSGACP00000015628
ENSACAP00000011446	ENSGACP00000026550
ENSACAP00000014424	ENSGACP00000005264
ENSACAP00000007077	ENSGACP00000001016
ENSACAP00000013339	ENSGACP00000001255
ENSACAP00000007235	ENSGACP00000020945
ENSACAP00000002590	ENSGACP00000003873
ENSACAP00000016847	ENSGACP00000004375
ENSACAP00000010951	ENSGACP00000018212
ENSACAP00000016196	ENSGACP00000010228
ENSACAP00000003636	ENSGACP00000012082
ENSACAP00000001709	ENSGACP00000018904
ENSACAP00000014550	ENSGACP00000023205
ENSACAP00000005073	ENSGACP00000023064
ENSACAP00000017469	ENSGACP00000006972
ENSACAP00000008862	ENSGACP00000024964
ENSACAP00000017006	ENSGACP00000017678
ENSACAP00000001598	ENSGACP00000025955
ENSACAP00000015432	ENSGACP00000009175
ENSACAP00000009058	ENSGACP00000009349
ENSACAP00000007169	ENSGACP00000008938
ENSACAP00000000653	ENSGACP00000013545
ENSACAP00000004411	ENSGACP00000013196
ENSACAP00000012921	ENSGACP00000017053
ENSACAP00000014197	ENSGACP00000025472
ENSACAP00000004167	ENSGACP00000011781
ENSACAP00000004167	ENSGACP00000025141
ENSACAP00000009820	ENSGACP00000004643
ENSACAP00000011823	ENSGACP00000024849
ENSACAP00000002332	ENSGACP00000005758
ENSACAP00000001220	ENSGACP00000019871
ENSACAP00000002372	ENSGACP00000008345
ENSACAP00000007983	ENSGACP00000011127
ENSACAP00000017135	ENSGACP00000013390
ENSACAP00000000925	ENSGACP00000005224
ENSACAP00000011251	ENSGACP00000018080
ENSACAP00000011251	ENSGACP00000025260
ENSACAP00000013279	ENSGACP00000025894
ENSACAP00000006155	ENSGACP00000013366
ENSACAP00000006996	ENSGACP00000021493
ENSACAP00000002499	ENSGACP00000020325
ENSACAP00000020644	ENSGACP00000014170
ENSACAP00000005796	ENSGACP00000006922
ENSACAP00000007910	ENSGACP00000017985
ENSACAP00000011914	ENSGACP00000023913
ENSACAP00000003836	ENSGACP00000003003
ENSACAP00000012463	ENSGACP00000020641
ENSACAP00000012463	ENSGACP00000008700
ENSACAP00000002269	ENSGACP00000017278
ENSACAP00000015951	ENSGACP00000018107
ENSACAP00000011816	ENSGACP00000022025
ENSACAP00000010812	ENSGACP00000010997
ENSACAP00000003941	ENSGACP00000009895
ENSACAP00000002558	ENSGACP00000003455
ENSACAP00000016330	ENSGACP00000011694
ENSACAP00000003265	ENSGACP00000024599
ENSACAP00000011010	ENSGACP00000010029
ENSACAP00000020041	ENSGACP00000022413
ENSACAP00000002358	ENSGACP00000003374
ENSACAP00000016524	ENSGACP00000027237
ENSACAP00000012593	ENSGACP00000016339
ENSACAP00000017140	ENSGACP00000002733
ENSACAP00000000358	ENSGACP00000001099
ENSACAP00000012432	ENSGACP00000027210
ENSACAP00000011174	ENSGACP00000013340
ENSACAP00000010141	ENSGACP00000009745
ENSACAP00000004177	ENSGACP00000021918
ENSACAP00000013296	ENSGACP00000012213
ENSACAP00000009004	ENSGACP00000020968
ENSACAP00000013763	ENSGACP00000005892
ENSACAP00000011138	ENSGACP00000010716
ENSACAP00000021024	ENSGACP00000014778
ENSACAP00000007142	ENSGACP00000021344
ENSACAP00000003617	ENSGACP00000017268
ENSACAP00000007596	ENSGACP00000010256
ENSACAP00000006710	ENSGACP00000020923
ENSACAP00000005321	ENSGACP00000004167
ENSACAP00000004008	ENSGACP00000007166
ENSACAP00000002062	ENSGACP00000021159
ENSACAP00000009562	ENSGACP00000008149
ENSACAP00000001775	ENSGACP00000010862
ENSACAP00000003294	ENSGACP00000002598
ENSACAP00000002850	ENSGACP00000027050
ENSACAP00000014979	ENSGACP00000022751
ENSACAP00000005857	ENSGACP00000012540
ENSACAP00000001424	ENSGACP00000002557
ENSACAP00000017026	ENSGACP00000017601
ENSACAP00000005515	ENSGACP00000015756
ENSACAP00000007558	ENSGACP00000010532
ENSACAP00000001715	ENSGACP00000005207
ENSACAP00000011133	ENSGACP00000027591
ENSACAP00000022258	ENSGACP00000018526
ENSACAP00000017395	ENSGACP00000027186
ENSACAP00000019633	ENSGACP00000007001
ENSACAP00000013263	ENSGACP00000004564
ENSACAP00000012007	ENSGACP00000012489
ENSACAP00000012435	ENSGACP00000024787
ENSACAP00000001772	ENSGACP00000017682
ENSACAP00000013158	ENSGACP00000010544
ENSACAP00000013326	ENSGACP00000017359
ENSACAP00000009162	ENSGACP00000011324
ENSACAP00000013598	ENSGACP00000016197
ENSACAP00000003823	ENSGACP00000027175
ENSACAP00000008606	ENSGACP00000011964
ENSACAP00000004043	ENSGACP00000007155
ENSACAP00000011644	ENSGACP00000009417
ENSACAP00000004072	ENSGACP00000018127
ENSACAP00000001393	ENSGACP00000015323
ENSACAP00000015319	ENSGACP00000015635
ENSACAP00000015157	ENSGACP00000019696
ENSACAP00000014302	ENSGACP00000005927
ENSACAP00000010626	ENSGACP00000014358
ENSACAP00000016814	ENSGACP00000009495
ENSACAP00000015261	ENSGACP00000006094
ENSACAP00000009123	ENSGACP00000016995
ENSACAP00000006959	ENSGACP00000022435
ENSACAP00000008961	ENSGACP00000010281
ENSACAP00000008961	ENSGACP00000021931
ENSACAP00000011234	ENSGACP00000024511
ENSACAP00000022951	ENSGACP00000014569
ENSACAP00000022951	ENSGACP00000012768
ENSACAP00000016167	ENSGACP00000022037
ENSACAP00000020490	ENSGACP00000020031
ENSACAP00000009615	ENSGACP00000021198
ENSACAP00000006813	ENSGACP00000026403
ENSACAP00000006886	ENSGACP00000021611
ENSACAP00000006886	ENSGACP00000023558
ENSACAP00000010522	ENSGACP00000015781
ENSACAP00000012457	ENSGACP00000026679
ENSACAP00000004441	ENSGACP00000020687
ENSACAP00000000806	ENSGACP00000000280
ENSACAP00000003517	ENSGACP00000005852
ENSACAP00000000180	ENSGACP00000017450
ENSACAP00000015276	ENSGACP00000018229
ENSACAP00000009566	ENSGACP00000020435
ENSACAP00000011771	ENSGACP00000008230
ENSACAP00000002078	ENSGACP00000008039
ENSACAP00000006131	ENSGACP00000016245
ENSACAP00000008085	ENSGACP00000007326
ENSACAP00000011632	ENSGACP00000025828
ENSACAP00000008960	ENSGACP00000023723
ENSACAP00000008934	ENSGACP00000020969
ENSACAP00000018931	ENSGACP00000008652
ENSACAP00000009269	ENSGACP00000021241
ENSACAP00000015964	ENSGACP00000005200
ENSACAP00000013332	ENSGACP00000027104
ENSACAP00000017005	ENSGACP00000003426
ENSACAP00000013310	ENSGACP00000009718
ENSACAP00000016415	ENSGACP00000003904
ENSACAP00000022238	ENSGACP00000004041
ENSACAP00000008156	ENSGACP00000003814
ENSACAP00000004813	ENSGACP00000000115
ENSACAP00000004813	ENSGACP00000019487
ENSACAP00000004195	ENSGACP00000006486
ENSACAP00000002680	ENSGACP00000003602
ENSACAP00000005735	ENSGACP00000020462
ENSACAP00000009322	ENSGACP00000000840
ENSACAP00000016026	ENSGACP00000013125
ENSACAP00000007822	ENSGACP00000026114
ENSACAP00000015757	ENSGACP00000023286
ENSACAP00000002832	ENSGACP00000003579
ENSACAP00000011993	ENSGACP00000017672
ENSACAP00000016820	ENSGACP00000027572
ENSACAP00000003887	ENSGACP00000024617
ENSACAP00000011690	ENSGACP00000020011
ENSACAP00000008177	ENSGACP00000015954
ENSACAP00000011005	ENSGACP00000017646
ENSACAP00000011005	ENSGACP00000024044
ENSACAP00000016490	ENSGACP00000012046
ENSACAP00000016429	ENSGACP00000013958
ENSACAP00000007735	ENSGACP00000011099
ENSACAP00000002728	ENSGACP00000011929
ENSACAP00000012944	ENSGACP00000026698
ENSACAP00000016374	ENSGACP00000008980
ENSACAP00000008645	ENSGACP00000010259
ENSACAP00000000646	ENSGACP00000016825
ENSACAP00000015658	ENSGACP00000016445
ENSACAP00000011245	ENSGACP00000025857
ENSACAP00000000550	ENSGACP00000013222
ENSACAP00000012365	ENSGACP00000022014
ENSACAP00000011649	ENSGACP00000012877
ENSACAP00000004559	ENSGACP00000020148
ENSACAP00000002075	ENSGACP00000007826
ENSACAP00000007083	ENSGACP00000020397
ENSACAP00000002283	ENSGACP00000011236
ENSACAP00000003965	ENSGACP00000017746
ENSACAP00000002781	ENSGACP00000025696
ENSACAP00000006364	ENSGACP00000016201
ENSACAP00000011549	ENSGACP00000008495
ENSACAP00000007880	ENSGACP00000022864
ENSACAP00000017587	ENSGACP00000019704
ENSACAP00000008524	ENSGACP00000021708
ENSACAP00000008524	ENSGACP00000023475
ENSACAP00000015547	ENSGACP00000025878
ENSACAP00000005808	ENSGACP00000017553
ENSACAP00000000688	ENSGACP00000011884
ENSACAP00000007972	ENSGACP00000015866
ENSACAP00000006860	ENSGACP00000008827
ENSACAP00000008811	ENSGACP00000009345
ENSACAP00000004606	ENSGACP00000011398
ENSACAP00000016281	ENSGACP00000026478
ENSACAP00000013010	ENSGACP00000016128
ENSACAP00000003808	ENSGACP00000009582
ENSACAP00000019288	ENSGACP00000017074
ENSACAP00000001605	ENSGACP00000010836
ENSACAP00000004989	ENSGACP00000007083
ENSACAP00000003459	ENSGACP00000009570
ENSACAP00000010088	ENSGACP00000009731
ENSACAP00000004181	ENSGACP00000003593
ENSACAP00000014199	ENSGACP00000010405
ENSACAP00000006430	ENSGACP00000011190
ENSACAP00000005715	ENSGACP00000025567
ENSACAP00000005228	ENSGACP00000014799
ENSACAP00000012337	ENSGACP00000006141
ENSACAP00000011590	ENSGACP00000009425
ENSACAP00000008253	ENSGACP00000000967
ENSACAP00000002910	ENSGACP00000026100
ENSACAP00000002211	ENSGACP00000002899
ENSACAP00000001883	ENSGACP00000006510
ENSACAP00000002582	ENSGACP00000027468
ENSACAP00000015788	ENSGACP00000007846
ENSACAP00000000965	ENSGACP00000008388
ENSACAP00000000405	ENSGACP00000023616
ENSACAP00000001012	ENSGACP00000026131
ENSACAP00000005514	ENSGACP00000000970
ENSACAP00000003366	ENSGACP00000019893
ENSACAP00000017568	ENSGACP00000010790
ENSACAP00000017568	ENSGACP00000009507
ENSACAP00000013387	ENSGACP00000001565
ENSACAP00000002517	ENSGACP00000019965
ENSACAP00000003411	ENSGACP00000017763
ENSACAP00000019580	ENSGACP00000005229
ENSACAP00000002809	ENSGACP00000003588
ENSACAP00000015065	ENSGACP00000022749
ENSACAP00000013890	ENSGACP00000009726
ENSACAP00000001936	ENSGACP00000022975
ENSACAP00000000648	ENSGACP00000015025
ENSACAP00000019172	ENSGACP00000010926
ENSACAP00000000245	ENSGACP00000024476
ENSACAP00000011880	ENSGACP00000023191
ENSACAP00000016325	ENSGACP00000026249
ENSACAP00000007497	ENSGACP00000013661
ENSACAP00000006946	ENSGACP00000021472
ENSACAP00000008908	ENSGACP00000018913
ENSACAP00000007196	ENSGACP00000022088
ENSACAP00000012170	ENSGACP00000017652
ENSACAP00000012170	ENSGACP00000000632
ENSACAP00000007194	ENSGACP00000007641
ENSACAP00000006536	ENSGACP00000027622
ENSACAP00000013716	ENSGACP00000018724
ENSACAP00000016446	ENSGACP00000025216
ENSACAP00000011889	ENSGACP00000006771
ENSACAP00000003356	ENSGACP00000023215
ENSACAP00000014090	ENSGACP00000025071
ENSACAP00000004201	ENSGACP00000012708
ENSACAP00000007959	ENSGACP00000009203
ENSACAP00000000587	ENSGACP00000014761
ENSACAP00000003839	ENSGACP00000018777
ENSACAP00000001994	ENSGACP00000024614
ENSACAP00000006864	ENSGACP00000004673
ENSACAP00000022439	ENSGACP00000002586
ENSACAP00000005793	ENSGACP00000021687
ENSACAP00000011209	ENSGACP00000010737
ENSACAP00000008810	ENSGACP00000005672
ENSACAP00000011224	ENSGACP00000003344
ENSACAP00000015683	ENSGACP00000014758
ENSACAP00000012250	ENSGACP00000011571
ENSACAP00000019731	ENSGACP00000027274
ENSACAP00000011059	ENSGACP00000018362
ENSACAP00000016289	ENSGACP00000020801
ENSACAP00000000823	ENSGACP00000017606
ENSACAP00000016881	ENSGACP00000006338
ENSACAP00000017584	ENSGACP00000002775
ENSACAP00000018995	ENSGACP00000012176
ENSACAP00000015942	ENSGACP00000025400
ENSACAP00000010681	ENSGACP00000005988
ENSACAP00000003502	ENSGACP00000014320
ENSACAP00000000577	ENSGACP00000006536
ENSACAP00000008102	ENSGACP00000019448
ENSACAP00000008773	ENSGACP00000016167
ENSACAP00000017480	ENSGACP00000024863
ENSACAP00000019891	ENSGACP00000016704
ENSACAP00000014407	ENSGACP00000004330
ENSACAP00000009396	ENSGACP00000018864
ENSACAP00000015110	ENSGACP00000007665
ENSACAP00000002609	ENSGACP00000021119
ENSACAP00000002609	ENSGACP00000016378
ENSACAP00000022343	ENSGACP00000018025
ENSACAP00000013818	ENSGACP00000022468
ENSACAP00000015715	ENSGACP00000014550
ENSACAP00000001069	ENSGACP00000012192
