ENSDARP00000074624	ENSMGAP00000004951
ENSDARP00000071305	ENSMGAP00000005012
ENSDARP00000072280	ENSMGAP00000015729
ENSDARP00000039986	ENSMGAP00000014527
ENSDARP00000097969	ENSMGAP00000010325
ENSDARP00000072428	ENSMGAP00000004283
ENSDARP00000090050	ENSMGAP00000015687
ENSDARP00000000952	ENSMGAP00000015575
ENSDARP00000117221	ENSMGAP00000018777
ENSDARP00000078609	ENSMGAP00000011406
ENSDARP00000110677	ENSMGAP00000006580
ENSDARP00000081548	ENSMGAP00000015965
ENSDARP00000006705	ENSMGAP00000005006
ENSDARP00000111674	ENSMGAP00000009503
ENSDARP00000110236	ENSMGAP00000012108
ENSDARP00000073520	ENSMGAP00000000935
ENSDARP00000016280	ENSMGAP00000012074
ENSDARP00000121984	ENSMGAP00000000146
ENSDARP00000107627	ENSMGAP00000013604
ENSDARP00000049098	ENSMGAP00000001344
ENSDARP00000060705	ENSMGAP00000019120
ENSDARP00000072835	ENSMGAP00000015978
ENSDARP00000072745	ENSMGAP00000007769
ENSDARP00000113910	ENSMGAP00000004309
ENSDARP00000051541	ENSMGAP00000001312
ENSDARP00000125000	ENSMGAP00000008772
ENSDARP00000009133	ENSMGAP00000009193
ENSDARP00000119212	ENSMGAP00000003106
ENSDARP00000103018	ENSMGAP00000006649
ENSDARP00000124229	ENSMGAP00000001843
ENSDARP00000051054	ENSMGAP00000003582
ENSDARP00000124457	ENSMGAP00000005158
ENSDARP00000107782	ENSMGAP00000000588
ENSDARP00000069232	ENSMGAP00000004773
ENSDARP00000005452	ENSMGAP00000004773
ENSDARP00000118562	ENSMGAP00000018592
ENSDARP00000055527	ENSMGAP00000008823
ENSDARP00000122322	ENSMGAP00000004356
ENSDARP00000112332	ENSMGAP00000006917
ENSDARP00000083675	ENSMGAP00000004270
ENSDARP00000033056	ENSMGAP00000006641
ENSDARP00000022891	ENSMGAP00000003289
ENSDARP00000098029	ENSMGAP00000003289
ENSDARP00000027942	ENSMGAP00000009816
ENSDARP00000111856	ENSMGAP00000016205
ENSDARP00000056033	ENSMGAP00000008421
ENSDARP00000084122	ENSMGAP00000007321
ENSDARP00000018811	ENSMGAP00000000353
ENSDARP00000079227	ENSMGAP00000001426
ENSDARP00000016277	ENSMGAP00000010651
ENSDARP00000068161	ENSMGAP00000010809
ENSDARP00000060254	ENSMGAP00000006068
ENSDARP00000093328	ENSMGAP00000014017
ENSDARP00000067719	ENSMGAP00000009704
ENSDARP00000116117	ENSMGAP00000001140
ENSDARP00000094838	ENSMGAP00000000451
ENSDARP00000003398	ENSMGAP00000000451
ENSDARP00000063823	ENSMGAP00000006605
ENSDARP00000110172	ENSMGAP00000004294
ENSDARP00000006504	ENSMGAP00000016014
ENSDARP00000125093	ENSMGAP00000014754
ENSDARP00000097860	ENSMGAP00000005638
ENSDARP00000111767	ENSMGAP00000014432
ENSDARP00000091982	ENSMGAP00000001763
ENSDARP00000100426	ENSMGAP00000003051
ENSDARP00000085842	ENSMGAP00000005524
ENSDARP00000104253	ENSMGAP00000005524
ENSDARP00000048272	ENSMGAP00000016010
ENSDARP00000121195	ENSMGAP00000015673
ENSDARP00000005117	ENSMGAP00000007603
ENSDARP00000002953	ENSMGAP00000007603
ENSDARP00000040264	ENSMGAP00000003018
ENSDARP00000110518	ENSMGAP00000001128
ENSDARP00000099760	ENSMGAP00000010219
ENSDARP00000115456	ENSMGAP00000010152
ENSDARP00000017491	ENSMGAP00000013614
ENSDARP00000065754	ENSMGAP00000003500
ENSDARP00000009932	ENSMGAP00000001154
ENSDARP00000122374	ENSMGAP00000005325
ENSDARP00000092435	ENSMGAP00000016202
ENSDARP00000012513	ENSMGAP00000003565
ENSDARP00000086334	ENSMGAP00000018943
ENSDARP00000024931	ENSMGAP00000019575
ENSDARP00000079164	ENSMGAP00000007927
ENSDARP00000106010	ENSMGAP00000007927
ENSDARP00000073957	ENSMGAP00000001690
ENSDARP00000121341	ENSMGAP00000013396
ENSDARP00000078815	ENSMGAP00000004630
ENSDARP00000073252	ENSMGAP00000007695
ENSDARP00000018877	ENSMGAP00000019238
ENSDARP00000012236	ENSMGAP00000010059
ENSDARP00000011002	ENSMGAP00000013252
ENSDARP00000091815	ENSMGAP00000014043
ENSDARP00000042485	ENSMGAP00000004631
ENSDARP00000079032	ENSMGAP00000003044
ENSDARP00000078268	ENSMGAP00000011056
ENSDARP00000051091	ENSMGAP00000007079
ENSDARP00000104754	ENSMGAP00000007461
ENSDARP00000008668	ENSMGAP00000006850
ENSDARP00000045503	ENSMGAP00000005423
ENSDARP00000003498	ENSMGAP00000001365
ENSDARP00000065035	ENSMGAP00000008013
ENSDARP00000104084	ENSMGAP00000009773
ENSDARP00000104602	ENSMGAP00000010675
ENSDARP00000087847	ENSMGAP00000009809
ENSDARP00000068927	ENSMGAP00000009618
ENSDARP00000101591	ENSMGAP00000015463
ENSDARP00000006941	ENSMGAP00000002736
ENSDARP00000075874	ENSMGAP00000005414
ENSDARP00000025996	ENSMGAP00000014786
ENSDARP00000094663	ENSMGAP00000006412
ENSDARP00000023925	ENSMGAP00000013630
ENSDARP00000048255	ENSMGAP00000009103
ENSDARP00000054783	ENSMGAP00000005315
ENSDARP00000025936	ENSMGAP00000013222
ENSDARP00000028398	ENSMGAP00000002443
ENSDARP00000018434	ENSMGAP00000013794
ENSDARP00000030659	ENSMGAP00000013386
ENSDARP00000008898	ENSMGAP00000000844
ENSDARP00000030612	ENSMGAP00000010903
ENSDARP00000062365	ENSMGAP00000004703
ENSDARP00000066287	ENSMGAP00000009272
ENSDARP00000105174	ENSMGAP00000019763
ENSDARP00000100881	ENSMGAP00000004762
ENSDARP00000103059	ENSMGAP00000007010
ENSDARP00000007839	ENSMGAP00000000237
ENSDARP00000027502	ENSMGAP00000014339
ENSDARP00000113321	ENSMGAP00000003677
ENSDARP00000023515	ENSMGAP00000007984
ENSDARP00000098870	ENSMGAP00000002816
ENSDARP00000017782	ENSMGAP00000004372
ENSDARP00000073691	ENSMGAP00000008255
ENSDARP00000097545	ENSMGAP00000001199
ENSDARP00000115988	ENSMGAP00000000749
ENSDARP00000108106	ENSMGAP00000013112
ENSDARP00000098600	ENSMGAP00000010134
ENSDARP00000105827	ENSMGAP00000001720
ENSDARP00000059437	ENSMGAP00000009437
ENSDARP00000060048	ENSMGAP00000015319
ENSDARP00000104290	ENSMGAP00000009360
ENSDARP00000023984	ENSMGAP00000012664
ENSDARP00000062723	ENSMGAP00000010371
ENSDARP00000125701	ENSMGAP00000013367
ENSDARP00000120399	ENSMGAP00000000841
ENSDARP00000073346	ENSMGAP00000000841
ENSDARP00000087753	ENSMGAP00000007888
ENSDARP00000124625	ENSMGAP00000007062
ENSDARP00000101882	ENSMGAP00000019299
ENSDARP00000098507	ENSMGAP00000001139
ENSDARP00000011140	ENSMGAP00000002956
ENSDARP00000061828	ENSMGAP00000014954
ENSDARP00000013902	ENSMGAP00000011034
ENSDARP00000032159	ENSMGAP00000007680
ENSDARP00000074317	ENSMGAP00000012794
ENSDARP00000040444	ENSMGAP00000013808
ENSDARP00000004350	ENSMGAP00000008944
ENSDARP00000056457	ENSMGAP00000012079
ENSDARP00000118390	ENSMGAP00000012246
ENSDARP00000053462	ENSMGAP00000007456
ENSDARP00000091811	ENSMGAP00000003660
ENSDARP00000047739	ENSMGAP00000009372
ENSDARP00000066979	ENSMGAP00000014633
ENSDARP00000007903	ENSMGAP00000012329
ENSDARP00000003132	ENSMGAP00000001788
ENSDARP00000121710	ENSMGAP00000014500
ENSDARP00000064572	ENSMGAP00000001519
ENSDARP00000079159	ENSMGAP00000015032
ENSDARP00000084049	ENSMGAP00000009356
ENSDARP00000029689	ENSMGAP00000014374
ENSDARP00000109592	ENSMGAP00000007167
ENSDARP00000117869	ENSMGAP00000004374
ENSDARP00000086283	ENSMGAP00000004162
ENSDARP00000070483	ENSMGAP00000012190
ENSDARP00000030536	ENSMGAP00000001146
ENSDARP00000070510	ENSMGAP00000005701
ENSDARP00000106969	ENSMGAP00000011137
ENSDARP00000065137	ENSMGAP00000015195
ENSDARP00000064155	ENSMGAP00000002255
ENSDARP00000120275	ENSMGAP00000011739
ENSDARP00000119003	ENSMGAP00000001787
ENSDARP00000103296	ENSMGAP00000015461
ENSDARP00000089192	ENSMGAP00000001463
ENSDARP00000129461	ENSMGAP00000016811
ENSDARP00000062956	ENSMGAP00000003450
ENSDARP00000093287	ENSMGAP00000001633
ENSDARP00000062675	ENSMGAP00000019495
ENSDARP00000074610	ENSMGAP00000009564
ENSDARP00000069553	ENSMGAP00000006297
ENSDARP00000083959	ENSMGAP00000015486
ENSDARP00000049146	ENSMGAP00000008998
ENSDARP00000122697	ENSMGAP00000000906
ENSDARP00000101599	ENSMGAP00000015207
ENSDARP00000099746	ENSMGAP00000012265
ENSDARP00000062334	ENSMGAP00000007089
ENSDARP00000098756	ENSMGAP00000007749
ENSDARP00000118377	ENSMGAP00000015873
ENSDARP00000077215	ENSMGAP00000008043
ENSDARP00000107067	ENSMGAP00000000741
ENSDARP00000128473	ENSMGAP00000018535
ENSDARP00000090088	ENSMGAP00000011799
ENSDARP00000129633	ENSMGAP00000005123
ENSDARP00000097730	ENSMGAP00000008370
ENSDARP00000091019	ENSMGAP00000002959
ENSDARP00000007588	ENSMGAP00000004255
ENSDARP00000059344	ENSMGAP00000016171
ENSDARP00000109032	ENSMGAP00000015482
ENSDARP00000105166	ENSMGAP00000017266
ENSDARP00000126101	ENSMGAP00000012359
ENSDARP00000128440	ENSMGAP00000003208
ENSDARP00000125447	ENSMGAP00000015242
ENSDARP00000101853	ENSMGAP00000015242
ENSDARP00000012019	ENSMGAP00000004584
ENSDARP00000123226	ENSMGAP00000013240
ENSDARP00000090567	ENSMGAP00000010707
ENSDARP00000120194	ENSMGAP00000013914
ENSDARP00000111839	ENSMGAP00000004018
ENSDARP00000100377	ENSMGAP00000012787
ENSDARP00000129643	ENSMGAP00000004721
ENSDARP00000118830	ENSMGAP00000000793
ENSDARP00000057506	ENSMGAP00000014006
ENSDARP00000057499	ENSMGAP00000008639
ENSDARP00000066396	ENSMGAP00000012781
ENSDARP00000109194	ENSMGAP00000008416
ENSDARP00000006629	ENSMGAP00000014274
ENSDARP00000011386	ENSMGAP00000014697
ENSDARP00000069565	ENSMGAP00000006181
ENSDARP00000128453	ENSMGAP00000014605
ENSDARP00000032193	ENSMGAP00000008481
ENSDARP00000079444	ENSMGAP00000019573
ENSDARP00000087357	ENSMGAP00000017547
ENSDARP00000104318	ENSMGAP00000004231
ENSDARP00000103076	ENSMGAP00000004231
ENSDARP00000032739	ENSMGAP00000008638
ENSDARP00000100232	ENSMGAP00000000447
ENSDARP00000086049	ENSMGAP00000004708
ENSDARP00000124957	ENSMGAP00000013479
ENSDARP00000084458	ENSMGAP00000013479
ENSDARP00000074043	ENSMGAP00000009676
ENSDARP00000128101	ENSMGAP00000013567
ENSDARP00000093542	ENSMGAP00000014736
ENSDARP00000066805	ENSMGAP00000004696
ENSDARP00000061637	ENSMGAP00000003782
ENSDARP00000075478	ENSMGAP00000009551
ENSDARP00000060728	ENSMGAP00000002460
ENSDARP00000129379	ENSMGAP00000004756
ENSDARP00000070015	ENSMGAP00000002744
ENSDARP00000063737	ENSMGAP00000014783
ENSDARP00000117903	ENSMGAP00000010804
ENSDARP00000007832	ENSMGAP00000001739
ENSDARP00000116343	ENSMGAP00000010520
ENSDARP00000047623	ENSMGAP00000012333
ENSDARP00000073020	ENSMGAP00000016797
ENSDARP00000108890	ENSMGAP00000016797
ENSDARP00000122445	ENSMGAP00000005764
ENSDARP00000106292	ENSMGAP00000005764
ENSDARP00000041467	ENSMGAP00000011453
ENSDARP00000078783	ENSMGAP00000014785
ENSDARP00000121956	ENSMGAP00000014161
ENSDARP00000071098	ENSMGAP00000000597
ENSDARP00000045608	ENSMGAP00000000327
ENSDARP00000003222	ENSMGAP00000009097
ENSDARP00000054808	ENSMGAP00000006478
ENSDARP00000098626	ENSMGAP00000009262
ENSDARP00000018076	ENSMGAP00000014763
ENSDARP00000107467	ENSMGAP00000009727
ENSDARP00000097904	ENSMGAP00000000929
ENSDARP00000129235	ENSMGAP00000008783
ENSDARP00000106221	ENSMGAP00000010041
ENSDARP00000102003	ENSMGAP00000010806
ENSDARP00000051817	ENSMGAP00000017767
ENSDARP00000034808	ENSMGAP00000014104
ENSDARP00000092475	ENSMGAP00000016258
ENSDARP00000098580	ENSMGAP00000001126
ENSDARP00000085270	ENSMGAP00000002657
ENSDARP00000109599	ENSMGAP00000014493
ENSDARP00000081395	ENSMGAP00000000024
ENSDARP00000027609	ENSMGAP00000010676
ENSDARP00000102907	ENSMGAP00000014859
ENSDARP00000123820	ENSMGAP00000011928
ENSDARP00000075220	ENSMGAP00000008127
ENSDARP00000127125	ENSMGAP00000011541
ENSDARP00000104703	ENSMGAP00000008725
ENSDARP00000124545	ENSMGAP00000000743
ENSDARP00000055540	ENSMGAP00000013961
ENSDARP00000012197	ENSMGAP00000017591
ENSDARP00000072766	ENSMGAP00000003875
ENSDARP00000075468	ENSMGAP00000011561
ENSDARP00000123265	ENSMGAP00000008613
ENSDARP00000058992	ENSMGAP00000004120
ENSDARP00000070238	ENSMGAP00000018724
ENSDARP00000008366	ENSMGAP00000007652
ENSDARP00000091561	ENSMGAP00000004922
ENSDARP00000065564	ENSMGAP00000016181
ENSDARP00000123161	ENSMGAP00000016789
ENSDARP00000015326	ENSMGAP00000017783
ENSDARP00000014434	ENSMGAP00000005600
ENSDARP00000058957	ENSMGAP00000000520
ENSDARP00000052640	ENSMGAP00000007712
ENSDARP00000100055	ENSMGAP00000003110
ENSDARP00000055960	ENSMGAP00000004845
ENSDARP00000063070	ENSMGAP00000007271
ENSDARP00000085077	ENSMGAP00000003539
ENSDARP00000102884	ENSMGAP00000014773
ENSDARP00000041067	ENSMGAP00000003800
ENSDARP00000102207	ENSMGAP00000015180
ENSDARP00000060634	ENSMGAP00000019729
ENSDARP00000072408	ENSMGAP00000014026
ENSDARP00000129029	ENSMGAP00000009188
ENSDARP00000118338	ENSMGAP00000000206
ENSDARP00000003318	ENSMGAP00000004794
ENSDARP00000060290	ENSMGAP00000002427
ENSDARP00000096733	ENSMGAP00000008456
ENSDARP00000075216	ENSMGAP00000009688
ENSDARP00000115556	ENSMGAP00000003815
ENSDARP00000103369	ENSMGAP00000011853
ENSDARP00000106113	ENSMGAP00000002491
ENSDARP00000058627	ENSMGAP00000012601
ENSDARP00000030245	ENSMGAP00000012601
ENSDARP00000122353	ENSMGAP00000016015
ENSDARP00000121321	ENSMGAP00000005647
ENSDARP00000060999	ENSMGAP00000000400
ENSDARP00000050728	ENSMGAP00000014032
ENSDARP00000012730	ENSMGAP00000017480
ENSDARP00000126189	ENSMGAP00000017480
ENSDARP00000075486	ENSMGAP00000015226
ENSDARP00000107263	ENSMGAP00000007946
ENSDARP00000073185	ENSMGAP00000004453
ENSDARP00000067634	ENSMGAP00000005351
ENSDARP00000030934	ENSMGAP00000005540
ENSDARP00000100864	ENSMGAP00000008742
ENSDARP00000066928	ENSMGAP00000004308
ENSDARP00000086268	ENSMGAP00000006209
ENSDARP00000104181	ENSMGAP00000000281
ENSDARP00000070422	ENSMGAP00000000094
ENSDARP00000093767	ENSMGAP00000019451
ENSDARP00000009188	ENSMGAP00000008752
ENSDARP00000060918	ENSMGAP00000008365
ENSDARP00000040239	ENSMGAP00000015185
ENSDARP00000079302	ENSMGAP00000012463
ENSDARP00000008500	ENSMGAP00000011589
ENSDARP00000128742	ENSMGAP00000014419
ENSDARP00000030566	ENSMGAP00000017744
ENSDARP00000085945	ENSMGAP00000006916
ENSDARP00000031228	ENSMGAP00000012076
ENSDARP00000105177	ENSMGAP00000005772
ENSDARP00000002526	ENSMGAP00000005772
ENSDARP00000106649	ENSMGAP00000003318
ENSDARP00000049153	ENSMGAP00000018104
ENSDARP00000065922	ENSMGAP00000012573
ENSDARP00000099357	ENSMGAP00000009804
ENSDARP00000106498	ENSMGAP00000012775
ENSDARP00000119180	ENSMGAP00000004054
ENSDARP00000063715	ENSMGAP00000002424
ENSDARP00000093286	ENSMGAP00000012261
ENSDARP00000107001	ENSMGAP00000008317
ENSDARP00000076814	ENSMGAP00000000210
ENSDARP00000102548	ENSMGAP00000011978
ENSDARP00000099471	ENSMGAP00000014121
ENSDARP00000085172	ENSMGAP00000016179
ENSDARP00000100448	ENSMGAP00000011754
ENSDARP00000122503	ENSMGAP00000001481
ENSDARP00000067792	ENSMGAP00000000130
ENSDARP00000113500	ENSMGAP00000005983
ENSDARP00000034920	ENSMGAP00000019189
ENSDARP00000122898	ENSMGAP00000004145
ENSDARP00000078213	ENSMGAP00000013459
ENSDARP00000106737	ENSMGAP00000009504
ENSDARP00000068620	ENSMGAP00000014656
ENSDARP00000086911	ENSMGAP00000011775
ENSDARP00000038075	ENSMGAP00000016133
ENSDARP00000128166	ENSMGAP00000007881
ENSDARP00000109749	ENSMGAP00000004327
ENSDARP00000112519	ENSMGAP00000007352
ENSDARP00000039403	ENSMGAP00000012506
ENSDARP00000045098	ENSMGAP00000011654
ENSDARP00000095947	ENSMGAP00000007426
ENSDARP00000105996	ENSMGAP00000018680
ENSDARP00000102848	ENSMGAP00000010756
ENSDARP00000028107	ENSMGAP00000011985
ENSDARP00000056711	ENSMGAP00000001409
ENSDARP00000005720	ENSMGAP00000014891
ENSDARP00000001156	ENSMGAP00000006144
ENSDARP00000106434	ENSMGAP00000001480
ENSDARP00000113326	ENSMGAP00000008605
ENSDARP00000052003	ENSMGAP00000008166
ENSDARP00000050911	ENSMGAP00000003913
ENSDARP00000081585	ENSMGAP00000007482
ENSDARP00000102162	ENSMGAP00000008359
ENSDARP00000083233	ENSMGAP00000007112
ENSDARP00000073028	ENSMGAP00000001339
ENSDARP00000100427	ENSMGAP00000009970
ENSDARP00000123623	ENSMGAP00000013503
ENSDARP00000064214	ENSMGAP00000008060
ENSDARP00000057154	ENSMGAP00000014475
ENSDARP00000049513	ENSMGAP00000015945
ENSDARP00000102144	ENSMGAP00000011949
ENSDARP00000008091	ENSMGAP00000000943
ENSDARP00000019450	ENSMGAP00000008112
ENSDARP00000103611	ENSMGAP00000008983
ENSDARP00000075332	ENSMGAP00000007174
ENSDARP00000027503	ENSMGAP00000010637
ENSDARP00000051643	ENSMGAP00000008959
ENSDARP00000115735	ENSMGAP00000003806
ENSDARP00000066908	ENSMGAP00000010916
ENSDARP00000107812	ENSMGAP00000014331
ENSDARP00000024411	ENSMGAP00000019467
ENSDARP00000004506	ENSMGAP00000004949
ENSDARP00000102639	ENSMGAP00000008257
ENSDARP00000112627	ENSMGAP00000013454
ENSDARP00000111876	ENSMGAP00000013454
ENSDARP00000098935	ENSMGAP00000011713
ENSDARP00000010571	ENSMGAP00000015052
ENSDARP00000054409	ENSMGAP00000010000
ENSDARP00000116331	ENSMGAP00000010000
ENSDARP00000083038	ENSMGAP00000003866
ENSDARP00000091094	ENSMGAP00000016729
ENSDARP00000073880	ENSMGAP00000008968
ENSDARP00000010246	ENSMGAP00000002430
ENSDARP00000108361	ENSMGAP00000003999
ENSDARP00000083250	ENSMGAP00000008633
ENSDARP00000110474	ENSMGAP00000006191
ENSDARP00000087664	ENSMGAP00000009953
ENSDARP00000089064	ENSMGAP00000001865
ENSDARP00000080495	ENSMGAP00000005533
ENSDARP00000060541	ENSMGAP00000010817
ENSDARP00000002079	ENSMGAP00000002786
ENSDARP00000072635	ENSMGAP00000006784
ENSDARP00000050965	ENSMGAP00000006874
ENSDARP00000030673	ENSMGAP00000016124
ENSDARP00000016007	ENSMGAP00000014562
ENSDARP00000098483	ENSMGAP00000001629
ENSDARP00000042258	ENSMGAP00000015785
ENSDARP00000128600	ENSMGAP00000016028
ENSDARP00000111708	ENSMGAP00000016028
ENSDARP00000096405	ENSMGAP00000005623
ENSDARP00000077473	ENSMGAP00000000949
ENSDARP00000067733	ENSMGAP00000012249
ENSDARP00000021759	ENSMGAP00000009100
ENSDARP00000124014	ENSMGAP00000012127
ENSDARP00000024965	ENSMGAP00000014804
ENSDARP00000050069	ENSMGAP00000010738
ENSDARP00000039535	ENSMGAP00000008089
ENSDARP00000084286	ENSMGAP00000004671
ENSDARP00000094043	ENSMGAP00000013275
ENSDARP00000077232	ENSMGAP00000008244
ENSDARP00000106052	ENSMGAP00000006509
ENSDARP00000067487	ENSMGAP00000014696
ENSDARP00000060343	ENSMGAP00000010269
ENSDARP00000126890	ENSMGAP00000009612
ENSDARP00000021861	ENSMGAP00000009031
ENSDARP00000119188	ENSMGAP00000015946
ENSDARP00000087721	ENSMGAP00000010363
ENSDARP00000055779	ENSMGAP00000010620
ENSDARP00000020885	ENSMGAP00000004945
ENSDARP00000095170	ENSMGAP00000016487
ENSDARP00000059340	ENSMGAP00000016174
ENSDARP00000022890	ENSMGAP00000006307
ENSDARP00000051613	ENSMGAP00000006424
ENSDARP00000057512	ENSMGAP00000018795
ENSDARP00000104984	ENSMGAP00000016159
ENSDARP00000078255	ENSMGAP00000014482
ENSDARP00000074936	ENSMGAP00000015105
ENSDARP00000015577	ENSMGAP00000001517
ENSDARP00000022822	ENSMGAP00000014199
ENSDARP00000109406	ENSMGAP00000014199
ENSDARP00000040811	ENSMGAP00000003305
ENSDARP00000030264	ENSMGAP00000014529
ENSDARP00000055227	ENSMGAP00000003652
ENSDARP00000064443	ENSMGAP00000012898
ENSDARP00000019792	ENSMGAP00000006324
ENSDARP00000102293	ENSMGAP00000006280
ENSDARP00000031743	ENSMGAP00000014333
ENSDARP00000057885	ENSMGAP00000016908
ENSDARP00000111344	ENSMGAP00000001722
ENSDARP00000122559	ENSMGAP00000006809
ENSDARP00000127593	ENSMGAP00000007229
ENSDARP00000046933	ENSMGAP00000002927
ENSDARP00000119955	ENSMGAP00000011662
ENSDARP00000039877	ENSMGAP00000004760
ENSDARP00000058954	ENSMGAP00000007894
ENSDARP00000110830	ENSMGAP00000018798
ENSDARP00000032298	ENSMGAP00000013363
ENSDARP00000059401	ENSMGAP00000016041
ENSDARP00000105602	ENSMGAP00000000528
ENSDARP00000087815	ENSMGAP00000000528
ENSDARP00000124376	ENSMGAP00000005386
ENSDARP00000051711	ENSMGAP00000008897
ENSDARP00000110484	ENSMGAP00000011831
ENSDARP00000086491	ENSMGAP00000005340
ENSDARP00000120051	ENSMGAP00000014689
ENSDARP00000062066	ENSMGAP00000013801
ENSDARP00000021983	ENSMGAP00000004217
ENSDARP00000016818	ENSMGAP00000017460
ENSDARP00000013291	ENSMGAP00000013189
ENSDARP00000105334	ENSMGAP00000011288
ENSDARP00000075595	ENSMGAP00000008977
ENSDARP00000007227	ENSMGAP00000009005
ENSDARP00000096716	ENSMGAP00000015153
ENSDARP00000088891	ENSMGAP00000019552
ENSDARP00000009993	ENSMGAP00000008455
ENSDARP00000059799	ENSMGAP00000003971
ENSDARP00000123077	ENSMGAP00000008476
ENSDARP00000016467	ENSMGAP00000014037
ENSDARP00000061837	ENSMGAP00000014641
ENSDARP00000054063	ENSMGAP00000015903
ENSDARP00000102614	ENSMGAP00000010317
ENSDARP00000103460	ENSMGAP00000009182
ENSDARP00000013539	ENSMGAP00000010930
ENSDARP00000011145	ENSMGAP00000012295
ENSDARP00000006089	ENSMGAP00000005778
ENSDARP00000049721	ENSMGAP00000009722
ENSDARP00000067907	ENSMGAP00000014227
ENSDARP00000118045	ENSMGAP00000014227
ENSDARP00000103048	ENSMGAP00000015940
ENSDARP00000106526	ENSMGAP00000013326
ENSDARP00000102984	ENSMGAP00000011764
ENSDARP00000017218	ENSMGAP00000003277
ENSDARP00000106327	ENSMGAP00000016061
ENSDARP00000104113	ENSMGAP00000008911
ENSDARP00000117810	ENSMGAP00000010562
ENSDARP00000077520	ENSMGAP00000008425
ENSDARP00000024129	ENSMGAP00000000939
ENSDARP00000114101	ENSMGAP00000013092
ENSDARP00000048632	ENSMGAP00000019027
ENSDARP00000096598	ENSMGAP00000015530
ENSDARP00000127524	ENSMGAP00000003863
ENSDARP00000107688	ENSMGAP00000014027
ENSDARP00000107722	ENSMGAP00000011368
ENSDARP00000084624	ENSMGAP00000004167
ENSDARP00000095554	ENSMGAP00000014457
ENSDARP00000108187	ENSMGAP00000000084
ENSDARP00000094963	ENSMGAP00000000084
ENSDARP00000094129	ENSMGAP00000011632
ENSDARP00000054264	ENSMGAP00000000661
ENSDARP00000101576	ENSMGAP00000010612
ENSDARP00000034658	ENSMGAP00000006862
ENSDARP00000110023	ENSMGAP00000002710
ENSDARP00000122404	ENSMGAP00000004927
ENSDARP00000094367	ENSMGAP00000013466
ENSDARP00000064541	ENSMGAP00000014189
ENSDARP00000123219	ENSMGAP00000005673
ENSDARP00000058146	ENSMGAP00000010527
ENSDARP00000018592	ENSMGAP00000015193
ENSDARP00000080424	ENSMGAP00000014337
ENSDARP00000023057	ENSMGAP00000008497
ENSDARP00000037865	ENSMGAP00000003496
ENSDARP00000037018	ENSMGAP00000005104
ENSDARP00000084022	ENSMGAP00000005465
ENSDARP00000061298	ENSMGAP00000012551
ENSDARP00000096094	ENSMGAP00000012285
ENSDARP00000088695	ENSMGAP00000006011
ENSDARP00000052367	ENSMGAP00000004911
ENSDARP00000111281	ENSMGAP00000002441
ENSDARP00000100606	ENSMGAP00000002013
ENSDARP00000036723	ENSMGAP00000011806
ENSDARP00000098056	ENSMGAP00000001368
ENSDARP00000109955	ENSMGAP00000001368
ENSDARP00000078525	ENSMGAP00000005079
ENSDARP00000122139	ENSMGAP00000002900
ENSDARP00000116551	ENSMGAP00000012951
ENSDARP00000122210	ENSMGAP00000007783
ENSDARP00000114886	ENSMGAP00000009214
ENSDARP00000103947	ENSMGAP00000005601
ENSDARP00000095703	ENSMGAP00000012621
ENSDARP00000122569	ENSMGAP00000007396
ENSDARP00000106348	ENSMGAP00000014806
ENSDARP00000104406	ENSMGAP00000012913
ENSDARP00000077569	ENSMGAP00000000553
ENSDARP00000108092	ENSMGAP00000005948
ENSDARP00000061728	ENSMGAP00000003688
ENSDARP00000015880	ENSMGAP00000001055
ENSDARP00000026471	ENSMGAP00000011696
ENSDARP00000107781	ENSMGAP00000005323
ENSDARP00000114422	ENSMGAP00000013817
ENSDARP00000069090	ENSMGAP00000006896
ENSDARP00000059306	ENSMGAP00000006896
ENSDARP00000097776	ENSMGAP00000001749
ENSDARP00000014981	ENSMGAP00000005417
ENSDARP00000051918	ENSMGAP00000015352
