ENSLOCP00000009128	ENSMUSP00000034074
ENSLOCP00000003821	ENSMUSP00000110835
ENSLOCP00000002906	ENSMUSP00000111291
ENSLOCP00000015791	ENSMUSP00000011298
ENSLOCP00000018623	ENSMUSP00000096441
ENSLOCP00000019602	ENSMUSP00000126814
ENSLOCP00000015110	ENSMUSP00000054980
ENSLOCP00000014526	ENSMUSP00000129244
ENSLOCP00000002165	ENSMUSP00000098134
ENSLOCP00000010544	ENSMUSP00000038779
ENSLOCP00000001629	ENSMUSP00000031536
ENSLOCP00000006620	ENSMUSP00000028696
ENSLOCP00000010051	ENSMUSP00000062039
ENSLOCP00000005846	ENSMUSP00000019679
ENSLOCP00000011777	ENSMUSP00000027464
ENSLOCP00000011237	ENSMUSP00000128022
ENSLOCP00000017513	ENSMUSP00000078580
ENSLOCP00000001498	ENSMUSP00000035120
ENSLOCP00000019494	ENSMUSP00000112410
ENSLOCP00000011297	ENSMUSP00000117531
ENSLOCP00000015355	ENSMUSP00000132684
ENSLOCP00000004871	ENSMUSP00000062556
ENSLOCP00000013410	ENSMUSP00000022275
ENSLOCP00000019130	ENSMUSP00000007993
ENSLOCP00000015831	ENSMUSP00000121007
ENSLOCP00000005767	ENSMUSP00000095248
ENSLOCP00000002734	ENSMUSP00000120659
ENSLOCP00000012986	ENSMUSP00000061891
ENSLOCP00000006389	ENSMUSP00000030895
ENSLOCP00000012888	ENSMUSP00000043492
ENSLOCP00000016672	ENSMUSP00000034746
ENSLOCP00000018202	ENSMUSP00000034761
ENSLOCP00000007863	ENSMUSP00000041800
ENSLOCP00000004692	ENSMUSP00000055619
ENSLOCP00000019444	ENSMUSP00000111041
ENSLOCP00000015723	ENSMUSP00000032865
ENSLOCP00000008605	ENSMUSP00000062496
ENSLOCP00000020158	ENSMUSP00000024959
ENSLOCP00000011220	ENSMUSP00000107245
ENSLOCP00000015388	ENSMUSP00000112554
ENSLOCP00000016698	ENSMUSP00000085030
ENSLOCP00000019402	ENSMUSP00000034463
ENSLOCP00000021038	ENSMUSP00000059871
ENSLOCP00000001790	ENSMUSP00000107544
ENSLOCP00000000831	ENSMUSP00000028341
ENSLOCP00000003034	ENSMUSP00000004686
ENSLOCP00000004371	ENSMUSP00000042073
ENSLOCP00000012437	ENSMUSP00000021959
ENSLOCP00000022403	ENSMUSP00000058887
ENSLOCP00000007339	ENSMUSP00000038263
ENSLOCP00000018286	ENSMUSP00000025014
ENSLOCP00000020239	ENSMUSP00000058680
ENSLOCP00000003230	ENSMUSP00000034285
ENSLOCP00000006626	ENSMUSP00000099522
ENSLOCP00000017006	ENSMUSP00000063042
ENSLOCP00000007930	ENSMUSP00000054036
ENSLOCP00000010467	ENSMUSP00000077219
ENSLOCP00000002273	ENSMUSP00000078914
ENSLOCP00000014522	ENSMUSP00000093713
ENSLOCP00000005775	ENSMUSP00000029158
ENSLOCP00000011460	ENSMUSP00000049823
ENSLOCP00000015517	ENSMUSP00000024005
ENSLOCP00000015615	ENSMUSP00000010985
ENSLOCP00000003238	ENSMUSP00000127953
ENSLOCP00000014765	ENSMUSP00000105370
ENSLOCP00000009827	ENSMUSP00000047018
ENSLOCP00000014932	ENSMUSP00000053802
ENSLOCP00000013172	ENSMUSP00000046172
ENSLOCP00000009699	ENSMUSP00000112640
ENSLOCP00000022404	ENSMUSP00000104855
ENSLOCP00000017831	ENSMUSP00000104234
ENSLOCP00000019540	ENSMUSP00000023851
ENSLOCP00000017911	ENSMUSP00000026295
ENSLOCP00000015650	ENSMUSP00000088337
ENSLOCP00000004167	ENSMUSP00000022104
ENSLOCP00000004866	ENSMUSP00000048557
ENSLOCP00000017885	ENSMUSP00000032840
ENSLOCP00000010677	ENSMUSP00000054056
ENSLOCP00000020587	ENSMUSP00000107841
ENSLOCP00000009559	ENSMUSP00000058412
ENSLOCP00000008642	ENSMUSP00000068380
ENSLOCP00000021023	ENSMUSP00000125502
ENSLOCP00000001649	ENSMUSP00000109613
ENSLOCP00000004656	ENSMUSP00000126061
ENSLOCP00000009849	ENSMUSP00000078123
ENSLOCP00000018192	ENSMUSP00000111318
ENSLOCP00000013806	ENSMUSP00000091437
ENSLOCP00000012934	ENSMUSP00000021676
ENSLOCP00000002376	ENSMUSP00000018985
ENSLOCP00000017466	ENSMUSP00000043981
ENSLOCP00000002364	ENSMUSP00000125314
ENSLOCP00000016987	ENSMUSP00000059304
ENSLOCP00000002398	ENSMUSP00000022119
ENSLOCP00000013726	ENSMUSP00000007046
ENSLOCP00000019912	ENSMUSP00000066050
ENSLOCP00000002977	ENSMUSP00000034281
ENSLOCP00000011341	ENSMUSP00000043724
ENSLOCP00000005741	ENSMUSP00000006760
ENSLOCP00000005323	ENSMUSP00000037546
ENSLOCP00000010001	ENSMUSP00000091074
ENSLOCP00000010908	ENSMUSP00000072614
ENSLOCP00000009771	ENSMUSP00000022791
ENSLOCP00000014776	ENSMUSP00000040187
ENSLOCP00000005690	ENSMUSP00000069275
ENSLOCP00000007730	ENSMUSP00000122435
ENSLOCP00000014375	ENSMUSP00000045683
ENSLOCP00000013718	ENSMUSP00000099329
ENSLOCP00000010796	ENSMUSP00000045269
ENSLOCP00000008794	ENSMUSP00000085981
ENSLOCP00000007797	ENSMUSP00000091708
ENSLOCP00000017434	ENSMUSP00000106242
ENSLOCP00000002281	ENSMUSP00000028351
ENSLOCP00000018577	ENSMUSP00000136167
ENSLOCP00000014653	ENSMUSP00000041523
ENSLOCP00000012169	ENSMUSP00000037341
ENSLOCP00000007192	ENSMUSP00000030893
ENSLOCP00000013671	ENSMUSP00000061167
ENSLOCP00000014422	ENSMUSP00000021078
ENSLOCP00000015788	ENSMUSP00000110545
ENSLOCP00000016112	ENSMUSP00000000505
ENSLOCP00000015859	ENSMUSP00000122894
ENSLOCP00000000875	ENSMUSP00000095303
ENSLOCP00000017037	ENSMUSP00000103530
ENSLOCP00000014294	ENSMUSP00000050237
ENSLOCP00000022082	ENSMUSP00000058631
ENSLOCP00000006260	ENSMUSP00000052507
ENSLOCP00000014002	ENSMUSP00000025314
ENSLOCP00000014586	ENSMUSP00000086578
ENSLOCP00000010826	ENSMUSP00000023221
ENSLOCP00000005178	ENSMUSP00000030644
ENSLOCP00000011302	ENSMUSP00000098220
ENSLOCP00000001744	ENSMUSP00000000171
ENSLOCP00000021819	ENSMUSP00000054611
ENSLOCP00000011696	ENSMUSP00000103401
ENSLOCP00000014394	ENSMUSP00000029643
ENSLOCP00000018019	ENSMUSP00000106232
ENSLOCP00000018844	ENSMUSP00000032070
ENSLOCP00000008941	ENSMUSP00000025075
ENSLOCP00000011025	ENSMUSP00000137354
ENSLOCP00000016423	ENSMUSP00000034699
ENSLOCP00000010266	ENSMUSP00000045827
ENSLOCP00000020204	ENSMUSP00000027940
ENSLOCP00000002378	ENSMUSP00000019075
ENSLOCP00000002088	ENSMUSP00000051644
ENSLOCP00000019710	ENSMUSP00000032130
ENSLOCP00000013622	ENSMUSP00000039493
ENSLOCP00000020042	ENSMUSP00000108871
ENSLOCP00000010653	ENSMUSP00000010434
ENSLOCP00000002476	ENSMUSP00000034512
ENSLOCP00000006805	ENSMUSP00000099469
ENSLOCP00000004441	ENSMUSP00000108140
ENSLOCP00000021526	ENSMUSP00000039500
ENSLOCP00000007985	ENSMUSP00000042134
ENSLOCP00000013882	ENSMUSP00000037557
ENSLOCP00000005596	ENSMUSP00000110202
ENSLOCP00000015439	ENSMUSP00000005173
ENSLOCP00000015078	ENSMUSP00000016673
ENSLOCP00000011998	ENSMUSP00000101036
ENSLOCP00000006963	ENSMUSP00000080043
ENSLOCP00000007158	ENSMUSP00000098272
ENSLOCP00000003980	ENSMUSP00000006105
ENSLOCP00000018899	ENSMUSP00000049770
ENSLOCP00000014909	ENSMUSP00000112064
ENSLOCP00000010336	ENSMUSP00000071794
ENSLOCP00000010726	ENSMUSP00000041919
ENSLOCP00000002153	ENSMUSP00000041049
ENSLOCP00000010815	ENSMUSP00000130684
ENSLOCP00000006026	ENSMUSP00000049116
ENSLOCP00000002549	ENSMUSP00000030993
ENSLOCP00000003437	ENSMUSP00000080215
ENSLOCP00000001120	ENSMUSP00000000896
ENSLOCP00000008409	ENSMUSP00000050481
ENSLOCP00000003794	ENSMUSP00000024984
ENSLOCP00000013562	ENSMUSP00000139347
ENSLOCP00000021315	ENSMUSP00000050729
ENSLOCP00000005923	ENSMUSP00000003621
ENSLOCP00000011556	ENSMUSP00000022913
ENSLOCP00000014851	ENSMUSP00000035440
ENSLOCP00000005510	ENSMUSP00000004786
ENSLOCP00000011945	ENSMUSP00000131841
ENSLOCP00000007023	ENSMUSP00000042183
ENSLOCP00000003842	ENSMUSP00000108263
ENSLOCP00000018834	ENSMUSP00000119535
ENSLOCP00000007236	ENSMUSP00000081319
ENSLOCP00000019423	ENSMUSP00000063554
ENSLOCP00000020916	ENSMUSP00000029975
ENSLOCP00000005818	ENSMUSP00000036921
ENSLOCP00000014972	ENSMUSP00000068111
ENSLOCP00000010008	ENSMUSP00000036923
ENSLOCP00000007155	ENSMUSP00000045272
ENSLOCP00000016631	ENSMUSP00000099320
ENSLOCP00000012709	ENSMUSP00000030986
ENSLOCP00000008207	ENSMUSP00000020103
ENSLOCP00000000507	ENSMUSP00000034245
ENSLOCP00000016734	ENSMUSP00000032169
ENSLOCP00000000853	ENSMUSP00000022815
ENSLOCP00000002623	ENSMUSP00000043462
ENSLOCP00000020774	ENSMUSP00000020969
ENSLOCP00000021917	ENSMUSP00000061185
ENSLOCP00000019076	ENSMUSP00000080403
ENSLOCP00000017531	ENSMUSP00000010188
ENSLOCP00000017928	ENSMUSP00000115342
ENSLOCP00000004363	ENSMUSP00000135483
ENSLOCP00000003247	ENSMUSP00000106897
ENSLOCP00000015401	ENSMUSP00000131855
ENSLOCP00000003411	ENSMUSP00000062493
ENSLOCP00000002016	ENSMUSP00000067516
ENSLOCP00000017353	ENSMUSP00000104216
ENSLOCP00000019173	ENSMUSP00000004396
ENSLOCP00000002576	ENSMUSP00000095970
ENSLOCP00000008010	ENSMUSP00000002925
ENSLOCP00000005574	ENSMUSP00000099615
ENSLOCP00000013715	ENSMUSP00000030125
ENSLOCP00000020991	ENSMUSP00000119308
ENSLOCP00000004664	ENSMUSP00000040249
ENSLOCP00000004861	ENSMUSP00000029085
ENSLOCP00000018403	ENSMUSP00000047655
ENSLOCP00000014506	ENSMUSP00000127385
ENSLOCP00000004385	ENSMUSP00000068511
ENSLOCP00000002914	ENSMUSP00000033087
ENSLOCP00000012173	ENSMUSP00000084788
ENSLOCP00000013237	ENSMUSP00000066324
ENSLOCP00000013697	ENSMUSP00000030201
ENSLOCP00000008257	ENSMUSP00000001950
ENSLOCP00000001699	ENSMUSP00000045913
ENSLOCP00000014339	ENSMUSP00000117299
ENSLOCP00000001308	ENSMUSP00000036555
ENSLOCP00000019788	ENSMUSP00000138855
ENSLOCP00000020318	ENSMUSP00000000687
ENSLOCP00000011387	ENSMUSP00000030274
ENSLOCP00000009017	ENSMUSP00000023217
ENSLOCP00000009746	ENSMUSP00000038476
ENSLOCP00000004407	ENSMUSP00000036725
ENSLOCP00000004654	ENSMUSP00000046185
ENSLOCP00000002522	ENSMUSP00000026816
ENSLOCP00000003373	ENSMUSP00000111984
ENSLOCP00000017449	ENSMUSP00000107887
ENSLOCP00000008845	ENSMUSP00000038613
ENSLOCP00000019226	ENSMUSP00000013299
ENSLOCP00000020604	ENSMUSP00000118918
ENSLOCP00000003578	ENSMUSP00000099627
ENSLOCP00000008163	ENSMUSP00000039555
ENSLOCP00000020608	ENSMUSP00000123563
ENSLOCP00000000841	ENSMUSP00000030637
ENSLOCP00000012823	ENSMUSP00000107221
ENSLOCP00000018836	ENSMUSP00000044926
ENSLOCP00000020503	ENSMUSP00000035516
ENSLOCP00000016157	ENSMUSP00000058783
ENSLOCP00000001433	ENSMUSP00000036116
ENSLOCP00000018005	ENSMUSP00000066803
ENSLOCP00000003308	ENSMUSP00000018593
ENSLOCP00000009677	ENSMUSP00000102127
ENSLOCP00000016235	ENSMUSP00000010506
ENSLOCP00000010599	ENSMUSP00000020301
ENSLOCP00000020173	ENSMUSP00000131419
ENSLOCP00000002595	ENSMUSP00000036784
ENSLOCP00000015682	ENSMUSP00000112404
ENSLOCP00000020652	ENSMUSP00000070310
ENSLOCP00000001891	ENSMUSP00000014892
ENSLOCP00000012639	ENSMUSP00000003312
ENSLOCP00000013136	ENSMUSP00000002064
ENSLOCP00000002831	ENSMUSP00000032114
ENSLOCP00000006902	ENSMUSP00000071752
ENSLOCP00000015467	ENSMUSP00000030773
ENSLOCP00000002546	ENSMUSP00000062395
ENSLOCP00000010769	ENSMUSP00000022097
ENSLOCP00000007325	ENSMUSP00000049186
ENSLOCP00000003497	ENSMUSP00000091487
ENSLOCP00000002695	ENSMUSP00000049319
ENSLOCP00000022468	ENSMUSP00000085849
ENSLOCP00000002290	ENSMUSP00000046692
ENSLOCP00000004973	ENSMUSP00000105680
ENSLOCP00000022378	ENSMUSP00000061913
ENSLOCP00000018219	ENSMUSP00000045544
ENSLOCP00000003321	ENSMUSP00000128613
ENSLOCP00000008778	ENSMUSP00000067049
ENSLOCP00000016929	ENSMUSP00000018431
ENSLOCP00000008987	ENSMUSP00000004206
ENSLOCP00000003177	ENSMUSP00000099881
ENSLOCP00000007307	ENSMUSP00000000175
ENSLOCP00000007355	ENSMUSP00000025686
ENSLOCP00000017030	ENSMUSP00000072389
ENSLOCP00000020654	ENSMUSP00000092896
ENSLOCP00000006502	ENSMUSP00000113811
ENSLOCP00000009925	ENSMUSP00000095276
ENSLOCP00000017366	ENSMUSP00000019065
ENSLOCP00000011259	ENSMUSP00000010038
ENSLOCP00000010305	ENSMUSP00000040917
ENSLOCP00000006815	ENSMUSP00000042265
ENSLOCP00000000541	ENSMUSP00000025163
ENSLOCP00000000092	ENSMUSP00000132963
ENSLOCP00000002508	ENSMUSP00000060218
ENSLOCP00000015363	ENSMUSP00000001247
ENSLOCP00000001999	ENSMUSP00000057731
ENSLOCP00000016562	ENSMUSP00000047825
ENSLOCP00000006621	ENSMUSP00000034132
ENSLOCP00000004182	ENSMUSP00000109640
ENSLOCP00000014330	ENSMUSP00000040450
ENSLOCP00000012764	ENSMUSP00000091471
ENSLOCP00000017684	ENSMUSP00000037467
ENSLOCP00000008016	ENSMUSP00000044108
ENSLOCP00000005266	ENSMUSP00000109737
ENSLOCP00000018990	ENSMUSP00000020444
ENSLOCP00000003132	ENSMUSP00000039692
ENSLOCP00000008770	ENSMUSP00000023357
ENSLOCP00000003022	ENSMUSP00000055321
ENSLOCP00000009320	ENSMUSP00000136247
ENSLOCP00000001767	ENSMUSP00000092414
ENSLOCP00000005035	ENSMUSP00000058484
ENSLOCP00000020545	ENSMUSP00000003386
ENSLOCP00000001413	ENSMUSP00000060803
ENSLOCP00000007495	ENSMUSP00000015000
ENSLOCP00000019014	ENSMUSP00000066488
ENSLOCP00000001421	ENSMUSP00000019441
ENSLOCP00000012166	ENSMUSP00000021715
ENSLOCP00000019938	ENSMUSP00000127919
ENSLOCP00000019244	ENSMUSP00000024734
ENSLOCP00000007749	ENSMUSP00000078697
ENSLOCP00000022090	ENSMUSP00000095915
ENSLOCP00000010702	ENSMUSP00000027217
ENSLOCP00000008557	ENSMUSP00000113342
ENSLOCP00000004805	ENSMUSP00000074255
ENSLOCP00000019566	ENSMUSP00000119136
ENSLOCP00000014954	ENSMUSP00000051246
ENSLOCP00000000544	ENSMUSP00000085322
ENSLOCP00000010426	ENSMUSP00000027861
ENSLOCP00000013527	ENSMUSP00000040935
ENSLOCP00000020464	ENSMUSP00000108774
ENSLOCP00000002179	ENSMUSP00000025759
ENSLOCP00000009891	ENSMUSP00000137301
ENSLOCP00000001607	ENSMUSP00000035009
ENSLOCP00000017805	ENSMUSP00000033483
ENSLOCP00000016543	ENSMUSP00000092746
ENSLOCP00000001493	ENSMUSP00000043315
ENSLOCP00000018045	ENSMUSP00000137189
ENSLOCP00000009903	ENSMUSP00000128173
ENSLOCP00000002139	ENSMUSP00000099753
ENSLOCP00000009426	ENSMUSP00000033749
ENSLOCP00000001961	ENSMUSP00000047778
ENSLOCP00000015039	ENSMUSP00000071577
ENSLOCP00000007378	ENSMUSP00000002735
ENSLOCP00000014297	ENSMUSP00000001109
ENSLOCP00000002627	ENSMUSP00000002013
ENSLOCP00000018114	ENSMUSP00000096377
ENSLOCP00000003525	ENSMUSP00000037278
ENSLOCP00000004860	ENSMUSP00000048457
ENSLOCP00000002152	ENSMUSP00000006301
ENSLOCP00000003713	ENSMUSP00000058114
ENSLOCP00000006660	ENSMUSP00000127483
ENSLOCP00000003492	ENSMUSP00000028256
ENSLOCP00000019152	ENSMUSP00000048099
ENSLOCP00000015548	ENSMUSP00000099409
ENSLOCP00000022293	ENSMUSP00000045474
ENSLOCP00000001297	ENSMUSP00000023191
ENSLOCP00000009971	ENSMUSP00000102075
ENSLOCP00000022291	ENSMUSP00000056195
ENSLOCP00000014541	ENSMUSP00000043566
ENSLOCP00000000714	ENSMUSP00000120966
ENSLOCP00000008731	ENSMUSP00000135398
ENSLOCP00000001960	ENSMUSP00000052001
ENSLOCP00000018858	ENSMUSP00000032383
ENSLOCP00000003358	ENSMUSP00000124529
ENSLOCP00000019923	ENSMUSP00000063331
ENSLOCP00000015641	ENSMUSP00000044493
ENSLOCP00000006520	ENSMUSP00000041809
ENSLOCP00000010037	ENSMUSP00000120778
ENSLOCP00000015947	ENSMUSP00000068972
ENSLOCP00000000717	ENSMUSP00000063912
ENSLOCP00000001925	ENSMUSP00000106926
ENSLOCP00000001683	ENSMUSP00000113718
ENSLOCP00000019089	ENSMUSP00000047667
ENSLOCP00000005066	ENSMUSP00000036016
ENSLOCP00000018161	ENSMUSP00000038589
ENSLOCP00000007505	ENSMUSP00000003645
ENSLOCP00000005947	ENSMUSP00000018549
ENSLOCP00000018196	ENSMUSP00000076178
ENSLOCP00000020096	ENSMUSP00000092951
ENSLOCP00000009469	ENSMUSP00000134337
ENSLOCP00000017554	ENSMUSP00000131386
ENSLOCP00000007636	ENSMUSP00000058502
ENSLOCP00000006393	ENSMUSP00000026608
ENSLOCP00000000879	ENSMUSP00000076891
ENSLOCP00000018725	ENSMUSP00000009814
ENSLOCP00000018810	ENSMUSP00000047831
ENSLOCP00000007686	ENSMUSP00000110353
ENSLOCP00000003205	ENSMUSP00000099877
ENSLOCP00000010010	ENSMUSP00000127716
ENSLOCP00000014344	ENSMUSP00000104485
ENSLOCP00000005546	ENSMUSP00000103610
ENSLOCP00000005661	ENSMUSP00000041700
ENSLOCP00000006011	ENSMUSP00000109547
ENSLOCP00000004249	ENSMUSP00000071698
ENSLOCP00000009276	ENSMUSP00000002502
ENSLOCP00000017724	ENSMUSP00000073832
ENSLOCP00000001004	ENSMUSP00000112959
ENSLOCP00000013594	ENSMUSP00000093177
ENSLOCP00000018753	ENSMUSP00000016571
ENSLOCP00000015076	ENSMUSP00000021970
ENSLOCP00000011414	ENSMUSP00000022062
ENSLOCP00000009658	ENSMUSP00000034359
ENSLOCP00000015696	ENSMUSP00000032109
ENSLOCP00000006296	ENSMUSP00000020284
ENSLOCP00000002231	ENSMUSP00000075289
ENSLOCP00000004607	ENSMUSP00000039951
ENSLOCP00000016053	ENSMUSP00000062540
ENSLOCP00000021641	ENSMUSP00000138031
ENSLOCP00000019808	ENSMUSP00000128759
ENSLOCP00000011943	ENSMUSP00000023474
ENSLOCP00000009349	ENSMUSP00000020528
ENSLOCP00000007810	ENSMUSP00000115672
ENSLOCP00000012686	ENSMUSP00000002881
ENSLOCP00000016759	ENSMUSP00000042586
ENSLOCP00000004065	ENSMUSP00000102346
ENSLOCP00000008297	ENSMUSP00000031478
ENSLOCP00000001515	ENSMUSP00000072534
ENSLOCP00000010297	ENSMUSP00000110752
ENSLOCP00000009899	ENSMUSP00000005849
ENSLOCP00000009465	ENSMUSP00000087197
ENSLOCP00000019737	ENSMUSP00000075957
ENSLOCP00000002833	ENSMUSP00000099651
ENSLOCP00000015666	ENSMUSP00000008021
ENSLOCP00000018349	ENSMUSP00000034842
ENSLOCP00000002672	ENSMUSP00000025707
ENSLOCP00000006391	ENSMUSP00000102839
ENSLOCP00000005970	ENSMUSP00000022784
ENSLOCP00000017007	ENSMUSP00000106010
ENSLOCP00000009048	ENSMUSP00000095422
ENSLOCP00000003003	ENSMUSP00000111961
ENSLOCP00000000820	ENSMUSP00000025847
ENSLOCP00000006337	ENSMUSP00000062344
ENSLOCP00000007784	ENSMUSP00000065835
ENSLOCP00000004169	ENSMUSP00000006478
ENSLOCP00000022329	ENSMUSP00000048636
ENSLOCP00000015236	ENSMUSP00000081745
ENSLOCP00000009582	ENSMUSP00000105358
ENSLOCP00000001528	ENSMUSP00000085555
ENSLOCP00000005300	ENSMUSP00000041863
ENSLOCP00000008407	ENSMUSP00000038267
ENSLOCP00000000147	ENSMUSP00000122363
ENSLOCP00000007507	ENSMUSP00000099553
ENSLOCP00000015730	ENSMUSP00000026448
ENSLOCP00000003371	ENSMUSP00000109571
ENSLOCP00000018311	ENSMUSP00000033503
ENSLOCP00000003256	ENSMUSP00000088676
ENSLOCP00000018860	ENSMUSP00000057461
ENSLOCP00000021529	ENSMUSP00000064547
ENSLOCP00000001780	ENSMUSP00000109425
ENSLOCP00000009731	ENSMUSP00000076458
ENSLOCP00000011461	ENSMUSP00000087269
ENSLOCP00000013717	ENSMUSP00000086820
ENSLOCP00000016539	ENSMUSP00000101851
ENSLOCP00000003137	ENSMUSP00000135435
ENSLOCP00000018028	ENSMUSP00000083205
ENSLOCP00000012407	ENSMUSP00000098956
ENSLOCP00000008270	ENSMUSP00000099558
ENSLOCP00000019757	ENSMUSP00000054943
ENSLOCP00000016885	ENSMUSP00000099661
ENSLOCP00000007598	ENSMUSP00000019506
ENSLOCP00000014515	ENSMUSP00000026169
ENSLOCP00000004113	ENSMUSP00000036912
ENSLOCP00000000546	ENSMUSP00000128504
ENSLOCP00000015731	ENSMUSP00000003981
ENSLOCP00000000909	ENSMUSP00000015239
ENSLOCP00000020905	ENSMUSP00000074421
ENSLOCP00000001177	ENSMUSP00000091713
ENSLOCP00000013655	ENSMUSP00000049851
ENSLOCP00000002440	ENSMUSP00000069864
ENSLOCP00000008151	ENSMUSP00000034365
ENSLOCP00000017965	ENSMUSP00000003536
ENSLOCP00000021354	ENSMUSP00000080650
ENSLOCP00000010420	ENSMUSP00000118478
ENSLOCP00000015762	ENSMUSP00000091428
ENSLOCP00000007998	ENSMUSP00000030165
ENSLOCP00000021525	ENSMUSP00000132288
ENSLOCP00000015239	ENSMUSP00000017332
ENSLOCP00000010636	ENSMUSP00000055757
ENSLOCP00000006779	ENSMUSP00000031351
ENSLOCP00000010704	ENSMUSP00000112338
ENSLOCP00000008173	ENSMUSP00000038188
ENSLOCP00000008702	ENSMUSP00000078753
ENSLOCP00000003491	ENSMUSP00000113162
ENSLOCP00000016682	ENSMUSP00000021060
ENSLOCP00000003918	ENSMUSP00000072019
ENSLOCP00000021276	ENSMUSP00000020965
ENSLOCP00000003595	ENSMUSP00000007754
ENSLOCP00000006435	ENSMUSP00000004729
ENSLOCP00000002709	ENSMUSP00000032967
ENSLOCP00000009189	ENSMUSP00000046654
ENSLOCP00000016268	ENSMUSP00000023924
ENSLOCP00000016089	ENSMUSP00000021296
ENSLOCP00000006860	ENSMUSP00000043825
ENSLOCP00000009531	ENSMUSP00000077543
ENSLOCP00000013884	ENSMUSP00000020853
ENSLOCP00000021843	ENSMUSP00000063157
ENSLOCP00000004369	ENSMUSP00000063244
ENSLOCP00000005021	ENSMUSP00000057942
ENSLOCP00000001665	ENSMUSP00000087896
ENSLOCP00000007626	ENSMUSP00000130167
ENSLOCP00000002517	ENSMUSP00000105828
ENSLOCP00000012277	ENSMUSP00000078641
ENSLOCP00000017592	ENSMUSP00000006178
ENSLOCP00000020184	ENSMUSP00000020040
ENSLOCP00000009435	ENSMUSP00000130532
ENSLOCP00000020072	ENSMUSP00000049387
ENSLOCP00000016155	ENSMUSP00000040781
ENSLOCP00000013567	ENSMUSP00000133360
ENSLOCP00000000250	ENSMUSP00000032080
ENSLOCP00000018188	ENSMUSP00000051515
ENSLOCP00000019920	ENSMUSP00000020449
ENSLOCP00000002588	ENSMUSP00000010249
ENSLOCP00000021873	ENSMUSP00000038739
ENSLOCP00000017427	ENSMUSP00000032747
ENSLOCP00000021462	ENSMUSP00000040885
ENSLOCP00000012501	ENSMUSP00000055892
ENSLOCP00000012814	ENSMUSP00000124073
ENSLOCP00000007299	ENSMUSP00000058283
ENSLOCP00000017015	ENSMUSP00000092961
ENSLOCP00000019415	ENSMUSP00000051408
ENSLOCP00000011370	ENSMUSP00000096057
ENSLOCP00000015849	ENSMUSP00000071202
ENSLOCP00000022435	ENSMUSP00000063910
ENSLOCP00000019353	ENSMUSP00000110662
ENSLOCP00000016797	ENSMUSP00000033917
ENSLOCP00000013745	ENSMUSP00000039010
ENSLOCP00000004061	ENSMUSP00000065118
ENSLOCP00000006951	ENSMUSP00000030400
ENSLOCP00000003305	ENSMUSP00000007865
ENSLOCP00000007701	ENSMUSP00000002737
ENSLOCP00000008244	ENSMUSP00000130372
ENSLOCP00000017827	ENSMUSP00000104235
ENSLOCP00000013749	ENSMUSP00000006046
ENSLOCP00000003546	ENSMUSP00000121042
ENSLOCP00000002340	ENSMUSP00000005262
ENSLOCP00000002577	ENSMUSP00000095344
ENSLOCP00000012259	ENSMUSP00000073244
ENSLOCP00000012769	ENSMUSP00000027955
ENSLOCP00000011899	ENSMUSP00000035157
ENSLOCP00000008591	ENSMUSP00000068607
ENSLOCP00000011497	ENSMUSP00000067539
ENSLOCP00000017555	ENSMUSP00000034846
ENSLOCP00000006605	ENSMUSP00000129589
ENSLOCP00000016331	ENSMUSP00000052838
ENSLOCP00000019333	ENSMUSP00000034464
ENSLOCP00000014239	ENSMUSP00000031839
ENSLOCP00000015690	ENSMUSP00000077760
ENSLOCP00000013823	ENSMUSP00000059435
ENSLOCP00000009753	ENSMUSP00000020776
ENSLOCP00000013650	ENSMUSP00000036220
ENSLOCP00000005739	ENSMUSP00000058373
ENSLOCP00000016098	ENSMUSP00000050258
ENSLOCP00000002609	ENSMUSP00000045111
ENSLOCP00000018628	ENSMUSP00000050336
ENSLOCP00000022153	ENSMUSP00000062387
ENSLOCP00000019719	ENSMUSP00000057901
ENSLOCP00000016660	ENSMUSP00000047015
ENSLOCP00000009812	ENSMUSP00000129305
ENSLOCP00000007441	ENSMUSP00000120240
ENSLOCP00000002172	ENSMUSP00000080641
ENSLOCP00000006292	ENSMUSP00000059792
ENSLOCP00000001298	ENSMUSP00000037417
ENSLOCP00000000004	ENSMUSP00000101630
ENSLOCP00000006849	ENSMUSP00000121846
ENSLOCP00000001172	ENSMUSP00000086933
ENSLOCP00000018066	ENSMUSP00000026817
ENSLOCP00000004921	ENSMUSP00000030471
ENSLOCP00000018600	ENSMUSP00000091165
ENSLOCP00000020890	ENSMUSP00000034910
ENSLOCP00000010553	ENSMUSP00000102393
ENSLOCP00000014884	ENSMUSP00000057697
ENSLOCP00000012774	ENSMUSP00000126960
ENSLOCP00000013543	ENSMUSP00000019439
ENSLOCP00000007527	ENSMUSP00000021164
ENSLOCP00000010325	ENSMUSP00000025488
ENSLOCP00000019142	ENSMUSP00000020753
ENSLOCP00000006226	ENSMUSP00000046910
ENSLOCP00000005771	ENSMUSP00000077697
ENSLOCP00000006553	ENSMUSP00000045376
ENSLOCP00000004206	ENSMUSP00000043551
ENSLOCP00000017745	ENSMUSP00000042918
ENSLOCP00000022447	ENSMUSP00000136988
ENSLOCP00000004940	ENSMUSP00000002280
ENSLOCP00000012513	ENSMUSP00000027171
ENSLOCP00000004310	ENSMUSP00000101449
