ENSGALP00000006197	ENSMUSP00000034074
ENSGALP00000020353	ENSMUSP00000110250
ENSGALP00000003745	ENSMUSP00000110128
ENSGALP00000029076	ENSMUSP00000048204
ENSGALP00000038976	ENSMUSP00000058599
ENSGALP00000011158	ENSMUSP00000136768
ENSGALP00000011216	ENSMUSP00000055934
ENSGALP00000003367	ENSMUSP00000018877
ENSGALP00000042238	ENSMUSP00000035230
ENSGALP00000032614	ENSMUSP00000027444
ENSGALP00000000704	ENSMUSP00000045217
ENSGALP00000005605	ENSMUSP00000036491
ENSGALP00000004077	ENSMUSP00000022353
ENSGALP00000025001	ENSMUSP00000031091
ENSGALP00000027453	ENSMUSP00000072382
ENSGALP00000000541	ENSMUSP00000036093
ENSGALP00000010968	ENSMUSP00000029179
ENSGALP00000015313	ENSMUSP00000006061
ENSGALP00000012877	ENSMUSP00000020756
ENSGALP00000025845	ENSMUSP00000070018
ENSGALP00000001991	ENSMUSP00000006217
ENSGALP00000015260	ENSMUSP00000029256
ENSGALP00000011621	ENSMUSP00000048001
ENSGALP00000005261	ENSMUSP00000036253
ENSGALP00000010200	ENSMUSP00000033000
ENSGALP00000016141	ENSMUSP00000078050
ENSGALP00000024924	ENSMUSP00000029911
ENSGALP00000013963	ENSMUSP00000025930
ENSGALP00000042432	ENSMUSP00000000608
ENSGALP00000021023	ENSMUSP00000055656
ENSGALP00000028267	ENSMUSP00000026227
ENSGALP00000008770	ENSMUSP00000090510
ENSGALP00000020476	ENSMUSP00000045126
ENSGALP00000022899	ENSMUSP00000116627
ENSGALP00000023788	ENSMUSP00000004343
ENSGALP00000012024	ENSMUSP00000002099
ENSGALP00000007724	ENSMUSP00000028470
ENSGALP00000001721	ENSMUSP00000019722
ENSGALP00000021929	ENSMUSP00000025675
ENSGALP00000014324	ENSMUSP00000051177
ENSGALP00000013467	ENSMUSP00000110872
ENSGALP00000011907	ENSMUSP00000129300
ENSGALP00000022966	ENSMUSP00000083057
ENSGALP00000014193	ENSMUSP00000080643
ENSGALP00000026078	ENSMUSP00000125257
ENSGALP00000000331	ENSMUSP00000053325
ENSGALP00000006477	ENSMUSP00000059320
ENSGALP00000027765	ENSMUSP00000034406
ENSGALP00000042887	ENSMUSP00000115011
ENSGALP00000022871	ENSMUSP00000016901
ENSGALP00000003001	ENSMUSP00000090882
ENSGALP00000027213	ENSMUSP00000026625
ENSGALP00000027603	ENSMUSP00000069840
ENSGALP00000003621	ENSMUSP00000041650
ENSGALP00000003681	ENSMUSP00000059159
ENSGALP00000003325	ENSMUSP00000010201
ENSGALP00000041232	ENSMUSP00000029047
ENSGALP00000014899	ENSMUSP00000106329
ENSGALP00000026439	ENSMUSP00000075609
ENSGALP00000031279	ENSMUSP00000024957
ENSGALP00000016419	ENSMUSP00000119049
ENSGALP00000002036	ENSMUSP00000028250
ENSGALP00000006184	ENSMUSP00000130012
ENSGALP00000026357	ENSMUSP00000064622
ENSGALP00000018232	ENSMUSP00000031262
ENSGALP00000016059	ENSMUSP00000113343
ENSGALP00000012793	ENSMUSP00000048595
ENSGALP00000012684	ENSMUSP00000099325
ENSGALP00000027468	ENSMUSP00000033934
ENSGALP00000015845	ENSMUSP00000128382
ENSGALP00000015204	ENSMUSP00000024981
ENSGALP00000041945	ENSMUSP00000087478
ENSGALP00000016708	ENSMUSP00000132287
ENSGALP00000007558	ENSMUSP00000059494
ENSGALP00000037470	ENSMUSP00000036119
ENSGALP00000042943	ENSMUSP00000092009
ENSGALP00000000096	ENSMUSP00000032877
ENSGALP00000024093	ENSMUSP00000125492
ENSGALP00000018900	ENSMUSP00000068004
ENSGALP00000038992	ENSMUSP00000106999
ENSGALP00000030714	ENSMUSP00000019447
ENSGALP00000042900	ENSMUSP00000003529
ENSGALP00000007026	ENSMUSP00000054367
ENSGALP00000024927	ENSMUSP00000029909
ENSGALP00000023743	ENSMUSP00000022227
ENSGALP00000042324	ENSMUSP00000036265
ENSGALP00000014153	ENSMUSP00000028911
ENSGALP00000009035	ENSMUSP00000087208
ENSGALP00000001795	ENSMUSP00000034234
ENSGALP00000003796	ENSMUSP00000114844
ENSGALP00000021124	ENSMUSP00000043355
ENSGALP00000027624	ENSMUSP00000022518
ENSGALP00000001149	ENSMUSP00000009102
ENSGALP00000038757	ENSMUSP00000043519
ENSGALP00000015294	ENSMUSP00000007559
ENSGALP00000018441	ENSMUSP00000070821
ENSGALP00000041944	ENSMUSP00000003906
ENSGALP00000008496	ENSMUSP00000043896
ENSGALP00000026201	ENSMUSP00000019861
ENSGALP00000042023	ENSMUSP00000013737
ENSGALP00000017390	ENSMUSP00000067830
ENSGALP00000007709	ENSMUSP00000019517
ENSGALP00000016401	ENSMUSP00000021416
ENSGALP00000013421	ENSMUSP00000099654
ENSGALP00000022439	ENSMUSP00000095149
ENSGALP00000010956	ENSMUSP00000032841
ENSGALP00000036160	ENSMUSP00000137597
ENSGALP00000011060	ENSMUSP00000099383
ENSGALP00000005534	ENSMUSP00000034929
ENSGALP00000008908	ENSMUSP00000024486
ENSGALP00000027387	ENSMUSP00000022577
ENSGALP00000009814	ENSMUSP00000029105
ENSGALP00000013340	ENSMUSP00000035506
ENSGALP00000041735	ENSMUSP00000029842
ENSGALP00000010667	ENSMUSP00000033282
ENSGALP00000027459	ENSMUSP00000067701
ENSGALP00000023376	ENSMUSP00000045792
ENSGALP00000018713	ENSMUSP00000049759
ENSGALP00000027656	ENSMUSP00000065198
ENSGALP00000002706	ENSMUSP00000030313
ENSGALP00000043432	ENSMUSP00000070834
ENSGALP00000010641	ENSMUSP00000108771
ENSGALP00000019755	ENSMUSP00000028592
ENSGALP00000016220	ENSMUSP00000093406
ENSGALP00000019890	ENSMUSP00000048482
ENSGALP00000026373	ENSMUSP00000059471
ENSGALP00000041214	ENSMUSP00000051206
ENSGALP00000018307	ENSMUSP00000022462
ENSGALP00000007678	ENSMUSP00000099758
ENSGALP00000025447	ENSMUSP00000103768
ENSGALP00000000579	ENSMUSP00000046558
ENSGALP00000013826	ENSMUSP00000036915
ENSGALP00000005650	ENSMUSP00000017443
ENSGALP00000002388	ENSMUSP00000069078
ENSGALP00000010374	ENSMUSP00000001611
ENSGALP00000020495	ENSMUSP00000120840
ENSGALP00000024213	ENSMUSP00000138581
ENSGALP00000007747	ENSMUSP00000071719
ENSGALP00000016162	ENSMUSP00000025101
ENSGALP00000024598	ENSMUSP00000110011
ENSGALP00000009272	ENSMUSP00000029092
ENSGALP00000019401	ENSMUSP00000112121
ENSGALP00000008930	ENSMUSP00000018572
ENSGALP00000003039	ENSMUSP00000051216
ENSGALP00000004058	ENSMUSP00000082374
ENSGALP00000033172	ENSMUSP00000024972
ENSGALP00000019018	ENSMUSP00000027623
ENSGALP00000022212	ENSMUSP00000059166
ENSGALP00000038839	ENSMUSP00000034079
ENSGALP00000020938	ENSMUSP00000021832
ENSGALP00000042812	ENSMUSP00000008094
ENSGALP00000010530	ENSMUSP00000081889
ENSGALP00000010328	ENSMUSP00000110822
ENSGALP00000019737	ENSMUSP00000134576
ENSGALP00000009858	ENSMUSP00000017622
ENSGALP00000015703	ENSMUSP00000015333
ENSGALP00000042901	ENSMUSP00000072800
ENSGALP00000006262	ENSMUSP00000131842
ENSGALP00000003710	ENSMUSP00000046517
ENSGALP00000023242	ENSMUSP00000125874
ENSGALP00000019716	ENSMUSP00000091312
ENSGALP00000000998	ENSMUSP00000043790
ENSGALP00000009040	ENSMUSP00000134781
ENSGALP00000005314	ENSMUSP00000043143
ENSGALP00000019786	ENSMUSP00000116575
ENSGALP00000037426	ENSMUSP00000114906
ENSGALP00000007017	ENSMUSP00000138112
ENSGALP00000017454	ENSMUSP00000125288
ENSGALP00000020618	ENSMUSP00000038938
ENSGALP00000004900	ENSMUSP00000030536
ENSGALP00000025433	ENSMUSP00000061835
ENSGALP00000003906	ENSMUSP00000033198
ENSGALP00000002890	ENSMUSP00000103762
ENSGALP00000027722	ENSMUSP00000063450
ENSGALP00000011093	ENSMUSP00000032887
ENSGALP00000026404	ENSMUSP00000022998
ENSGALP00000011548	ENSMUSP00000115882
ENSGALP00000016517	ENSMUSP00000088725
ENSGALP00000000921	ENSMUSP00000034392
ENSGALP00000010797	ENSMUSP00000032410
ENSGALP00000014189	ENSMUSP00000117009
ENSGALP00000022263	ENSMUSP00000045925
ENSGALP00000025099	ENSMUSP00000030980
ENSGALP00000017703	ENSMUSP00000107939
ENSGALP00000026607	ENSMUSP00000037484
ENSGALP00000024339	ENSMUSP00000097156
ENSGALP00000042898	ENSMUSP00000042009
ENSGALP00000008967	ENSMUSP00000038367
ENSGALP00000018366	ENSMUSP00000024725
ENSGALP00000039789	ENSMUSP00000043390
ENSGALP00000022683	ENSMUSP00000062279
ENSGALP00000000429	ENSMUSP00000050647
ENSGALP00000029711	ENSMUSP00000023630
ENSGALP00000008947	ENSMUSP00000038387
ENSGALP00000003530	ENSMUSP00000035196
ENSGALP00000005130	ENSMUSP00000099482
ENSGALP00000041885	ENSMUSP00000120816
ENSGALP00000023119	ENSMUSP00000001559
ENSGALP00000036456	ENSMUSP00000062217
ENSGALP00000031537	ENSMUSP00000045948
ENSGALP00000041438	ENSMUSP00000030675
ENSGALP00000009081	ENSMUSP00000127662
ENSGALP00000025844	ENSMUSP00000023913
ENSGALP00000016958	ENSMUSP00000109109
ENSGALP00000042940	ENSMUSP00000020049
ENSGALP00000007969	ENSMUSP00000038211
ENSGALP00000041850	ENSMUSP00000120658
ENSGALP00000004830	ENSMUSP00000027846
ENSGALP00000012743	ENSMUSP00000043439
ENSGALP00000009657	ENSMUSP00000104146
ENSGALP00000010002	ENSMUSP00000104496
ENSGALP00000010136	ENSMUSP00000108526
ENSGALP00000005427	ENSMUSP00000099515
ENSGALP00000027112	ENSMUSP00000040347
ENSGALP00000042758	ENSMUSP00000129441
ENSGALP00000006387	ENSMUSP00000047761
ENSGALP00000006683	ENSMUSP00000023019
ENSGALP00000000178	ENSMUSP00000056485
ENSGALP00000018565	ENSMUSP00000033933
ENSGALP00000036277	ENSMUSP00000034896
ENSGALP00000025400	ENSMUSP00000095783
ENSGALP00000025431	ENSMUSP00000048319
ENSGALP00000009902	ENSMUSP00000020493
ENSGALP00000000556	ENSMUSP00000047700
ENSGALP00000016989	ENSMUSP00000074025
ENSGALP00000013773	ENSMUSP00000087636
ENSGALP00000027009	ENSMUSP00000027257
ENSGALP00000014434	ENSMUSP00000103845
ENSGALP00000026777	ENSMUSP00000054210
ENSGALP00000016195	ENSMUSP00000048826
ENSGALP00000012282	ENSMUSP00000039853
ENSGALP00000012529	ENSMUSP00000024946
ENSGALP00000017888	ENSMUSP00000095572
ENSGALP00000020586	ENSMUSP00000050854
ENSGALP00000037629	ENSMUSP00000031345
ENSGALP00000042078	ENSMUSP00000028251
ENSGALP00000003086	ENSMUSP00000026823
ENSGALP00000018470	ENSMUSP00000136163
ENSGALP00000036972	ENSMUSP00000024736
ENSGALP00000019738	ENSMUSP00000046536
ENSGALP00000015464	ENSMUSP00000072018
ENSGALP00000021954	ENSMUSP00000087997
ENSGALP00000009918	ENSMUSP00000062887
ENSGALP00000001281	ENSMUSP00000021313
ENSGALP00000011462	ENSMUSP00000027970
ENSGALP00000026567	ENSMUSP00000043662
ENSGALP00000024677	ENSMUSP00000019932
ENSGALP00000000975	ENSMUSP00000003946
ENSGALP00000015925	ENSMUSP00000126772
ENSGALP00000030558	ENSMUSP00000054994
ENSGALP00000009476	ENSMUSP00000109236
ENSGALP00000014982	ENSMUSP00000028835
ENSGALP00000004248	ENSMUSP00000022345
ENSGALP00000008094	ENSMUSP00000069017
ENSGALP00000037428	ENSMUSP00000027357
ENSGALP00000004902	ENSMUSP00000023365
ENSGALP00000012650	ENSMUSP00000045162
ENSGALP00000042951	ENSMUSP00000102929
ENSGALP00000035711	ENSMUSP00000022586
ENSGALP00000020822	ENSMUSP00000001757
ENSGALP00000007973	ENSMUSP00000031588
ENSGALP00000027307	ENSMUSP00000097912
ENSGALP00000009122	ENSMUSP00000066679
ENSGALP00000001986	ENSMUSP00000083341
ENSGALP00000005592	ENSMUSP00000018516
ENSGALP00000014674	ENSMUSP00000031678
ENSGALP00000041333	ENSMUSP00000018803
ENSGALP00000019574	ENSMUSP00000019862
ENSGALP00000026444	ENSMUSP00000076090
ENSGALP00000011329	ENSMUSP00000033173
ENSGALP00000038457	ENSMUSP00000061899
ENSGALP00000007445	ENSMUSP00000099710
ENSGALP00000027298	ENSMUSP00000022721
ENSGALP00000016732	ENSMUSP00000024763
ENSGALP00000016389	ENSMUSP00000030265
ENSGALP00000013474	ENSMUSP00000031590
ENSGALP00000022375	ENSMUSP00000119829
ENSGALP00000024966	ENSMUSP00000103857
ENSGALP00000011488	ENSMUSP00000055776
ENSGALP00000027524	ENSMUSP00000038576
ENSGALP00000006245	ENSMUSP00000049124
ENSGALP00000003281	ENSMUSP00000102224
ENSGALP00000031205	ENSMUSP00000034465
ENSGALP00000007361	ENSMUSP00000104116
ENSGALP00000024081	ENSMUSP00000096898
ENSGALP00000020525	ENSMUSP00000002805
ENSGALP00000015355	ENSMUSP00000094808
ENSGALP00000014845	ENSMUSP00000052765
ENSGALP00000027663	ENSMUSP00000048709
ENSGALP00000018615	ENSMUSP00000044350
ENSGALP00000035861	ENSMUSP00000037459
ENSGALP00000041834	ENSMUSP00000030661
ENSGALP00000043402	ENSMUSP00000120106
ENSGALP00000043086	ENSMUSP00000116608
ENSGALP00000040928	ENSMUSP00000089808
ENSGALP00000005089	ENSMUSP00000034429
ENSGALP00000018065	ENSMUSP00000034457
ENSGALP00000019790	ENSMUSP00000043442
ENSGALP00000034981	ENSMUSP00000132443
ENSGALP00000006730	ENSMUSP00000042391
ENSGALP00000001293	ENSMUSP00000030662
ENSGALP00000039399	ENSMUSP00000097221
ENSGALP00000016829	ENSMUSP00000084252
ENSGALP00000003374	ENSMUSP00000108131
ENSGALP00000011595	ENSMUSP00000100061
ENSGALP00000022139	ENSMUSP00000006900
ENSGALP00000010323	ENSMUSP00000091768
ENSGALP00000042968	ENSMUSP00000056027
ENSGALP00000006421	ENSMUSP00000117583
ENSGALP00000004093	ENSMUSP00000126603
ENSGALP00000029681	ENSMUSP00000027503
ENSGALP00000033603	ENSMUSP00000092839
ENSGALP00000024148	ENSMUSP00000062326
ENSGALP00000027285	ENSMUSP00000022716
ENSGALP00000041567	ENSMUSP00000109858
ENSGALP00000000927	ENSMUSP00000034393
ENSGALP00000005298	ENSMUSP00000033961
ENSGALP00000007450	ENSMUSP00000021817
ENSGALP00000013608	ENSMUSP00000070619
ENSGALP00000034161	ENSMUSP00000020794
ENSGALP00000019903	ENSMUSP00000070548
ENSGALP00000001479	ENSMUSP00000060026
ENSGALP00000006065	ENSMUSP00000132247
ENSGALP00000005624	ENSMUSP00000046658
ENSGALP00000024997	ENSMUSP00000027049
ENSGALP00000040877	ENSMUSP00000038375
ENSGALP00000016413	ENSMUSP00000099748
ENSGALP00000010874	ENSMUSP00000033121
ENSGALP00000003770	ENSMUSP00000065228
ENSGALP00000011896	ENSMUSP00000070098
ENSGALP00000042140	ENSMUSP00000034264
ENSGALP00000019856	ENSMUSP00000125149
ENSGALP00000004982	ENSMUSP00000071078
ENSGALP00000003938	ENSMUSP00000125623
ENSGALP00000042470	ENSMUSP00000048395
ENSGALP00000018186	ENSMUSP00000062410
ENSGALP00000021904	ENSMUSP00000127413
ENSGALP00000020045	ENSMUSP00000021370
ENSGALP00000021403	ENSMUSP00000095251
ENSGALP00000005290	ENSMUSP00000026986
ENSGALP00000012527	ENSMUSP00000112790
ENSGALP00000043174	ENSMUSP00000060835
ENSGALP00000003760	ENSMUSP00000103518
ENSGALP00000010744	ENSMUSP00000032406
ENSGALP00000039556	ENSMUSP00000055318
ENSGALP00000022600	ENSMUSP00000079937
ENSGALP00000027345	ENSMUSP00000022601
ENSGALP00000037344	ENSMUSP00000027380
ENSGALP00000024546	ENSMUSP00000055455
ENSGALP00000023930	ENSMUSP00000124305
ENSGALP00000013733	ENSMUSP00000063461
ENSGALP00000023888	ENSMUSP00000022751
ENSGALP00000039672	ENSMUSP00000051782
ENSGALP00000015546	ENSMUSP00000120016
ENSGALP00000043003	ENSMUSP00000072788
ENSGALP00000030336	ENSMUSP00000019276
ENSGALP00000041503	ENSMUSP00000034859
ENSGALP00000016605	ENSMUSP00000099760
ENSGALP00000020693	ENSMUSP00000020488
ENSGALP00000016440	ENSMUSP00000121617
ENSGALP00000001995	ENSMUSP00000023449
ENSGALP00000023269	ENSMUSP00000032485
ENSGALP00000023447	ENSMUSP00000004379
ENSGALP00000006338	ENSMUSP00000101477
ENSGALP00000038611	ENSMUSP00000028907
ENSGALP00000041515	ENSMUSP00000035304
ENSGALP00000033089	ENSMUSP00000027478
ENSGALP00000037366	ENSMUSP00000030365
ENSGALP00000022692	ENSMUSP00000043033
ENSGALP00000042332	ENSMUSP00000096880
ENSGALP00000003617	ENSMUSP00000099677
ENSGALP00000009172	ENSMUSP00000112116
ENSGALP00000023848	ENSMUSP00000127142
ENSGALP00000019277	ENSMUSP00000050532
ENSGALP00000034255	ENSMUSP00000065352
ENSGALP00000043041	ENSMUSP00000025490
ENSGALP00000040666	ENSMUSP00000022063
ENSGALP00000021588	ENSMUSP00000005015
ENSGALP00000017459	ENSMUSP00000030360
ENSGALP00000022218	ENSMUSP00000033276
ENSGALP00000016593	ENSMUSP00000030446
ENSGALP00000022882	ENSMUSP00000095441
ENSGALP00000031931	ENSMUSP00000080512
ENSGALP00000006013	ENSMUSP00000026976
ENSGALP00000006056	ENSMUSP00000113928
ENSGALP00000041995	ENSMUSP00000053216
ENSGALP00000007493	ENSMUSP00000031628
ENSGALP00000016363	ENSMUSP00000132614
ENSGALP00000004094	ENSMUSP00000117971
ENSGALP00000022400	ENSMUSP00000020002
ENSGALP00000005578	ENSMUSP00000109484
ENSGALP00000032152	ENSMUSP00000022135
ENSGALP00000010416	ENSMUSP00000049280
ENSGALP00000001246	ENSMUSP00000099959
ENSGALP00000038350	ENSMUSP00000034205
ENSGALP00000015013	ENSMUSP00000036141
ENSGALP00000008995	ENSMUSP00000031289
ENSGALP00000001292	ENSMUSP00000034094
ENSGALP00000021905	ENSMUSP00000103348
ENSGALP00000018548	ENSMUSP00000027358
ENSGALP00000022055	ENSMUSP00000043580
ENSGALP00000002634	ENSMUSP00000048101
ENSGALP00000036895	ENSMUSP00000065275
ENSGALP00000017409	ENSMUSP00000027785
ENSGALP00000009138	ENSMUSP00000062811
ENSGALP00000001107	ENSMUSP00000045456
ENSGALP00000032142	ENSMUSP00000092673
ENSGALP00000005078	ENSMUSP00000001127
ENSGALP00000004079	ENSMUSP00000055293
ENSGALP00000025722	ENSMUSP00000073171
ENSGALP00000000338	ENSMUSP00000041184
ENSGALP00000012786	ENSMUSP00000133259
ENSGALP00000009649	ENSMUSP00000021157
ENSGALP00000026693	ENSMUSP00000128141
ENSGALP00000023862	ENSMUSP00000112620
ENSGALP00000027538	ENSMUSP00000113247
ENSGALP00000004171	ENSMUSP00000021135
ENSGALP00000006929	ENSMUSP00000124033
ENSGALP00000035713	ENSMUSP00000059173
ENSGALP00000011222	ENSMUSP00000070927
ENSGALP00000007254	ENSMUSP00000088663
ENSGALP00000007125	ENSMUSP00000109409
ENSGALP00000040983	ENSMUSP00000099301
ENSGALP00000039522	ENSMUSP00000123994
ENSGALP00000013392	ENSMUSP00000027193
ENSGALP00000020863	ENSMUSP00000130290
ENSGALP00000008538	ENSMUSP00000137367
ENSGALP00000022468	ENSMUSP00000025425
ENSGALP00000025128	ENSMUSP00000059538
ENSGALP00000002096	ENSMUSP00000020580
ENSGALP00000001298	ENSMUSP00000049497
ENSGALP00000022598	ENSMUSP00000026927
ENSGALP00000011996	ENSMUSP00000107678
ENSGALP00000008325	ENSMUSP00000025639
ENSGALP00000015973	ENSMUSP00000027933
ENSGALP00000035386	ENSMUSP00000033185
ENSGALP00000041568	ENSMUSP00000003444
ENSGALP00000009253	ENSMUSP00000089498
ENSGALP00000032268	ENSMUSP00000062837
ENSGALP00000043358	ENSMUSP00000135206
ENSGALP00000025051	ENSMUSP00000117421
ENSGALP00000024462	ENSMUSP00000125352
ENSGALP00000016986	ENSMUSP00000135831
ENSGALP00000005743	ENSMUSP00000044751
ENSGALP00000008999	ENSMUSP00000047413
ENSGALP00000024986	ENSMUSP00000128620
ENSGALP00000033928	ENSMUSP00000126901
ENSGALP00000011393	ENSMUSP00000109049
ENSGALP00000007924	ENSMUSP00000103709
ENSGALP00000024386	ENSMUSP00000084882
ENSGALP00000027994	ENSMUSP00000040975
ENSGALP00000008887	ENSMUSP00000018522
ENSGALP00000018079	ENSMUSP00000054788
ENSGALP00000008764	ENSMUSP00000043543
ENSGALP00000014820	ENSMUSP00000057238
ENSGALP00000013349	ENSMUSP00000047012
ENSGALP00000012396	ENSMUSP00000091477
ENSGALP00000006757	ENSMUSP00000031539
ENSGALP00000017923	ENSMUSP00000034313
ENSGALP00000016843	ENSMUSP00000092897
ENSGALP00000020427	ENSMUSP00000016781
ENSGALP00000021251	ENSMUSP00000009256
ENSGALP00000037976	ENSMUSP00000093110
ENSGALP00000009132	ENSMUSP00000099532
ENSGALP00000022395	ENSMUSP00000040707
ENSGALP00000038307	ENSMUSP00000104923
ENSGALP00000010426	ENSMUSP00000026735
ENSGALP00000036991	ENSMUSP00000108313
ENSGALP00000002168	ENSMUSP00000038580
ENSGALP00000032675	ENSMUSP00000096136
ENSGALP00000038338	ENSMUSP00000038298
ENSGALP00000030736	ENSMUSP00000033020
ENSGALP00000040172	ENSMUSP00000059983
ENSGALP00000002407	ENSMUSP00000023391
ENSGALP00000019265	ENSMUSP00000117538
ENSGALP00000011207	ENSMUSP00000102167
ENSGALP00000013642	ENSMUSP00000096954
ENSGALP00000026301	ENSMUSP00000022980
ENSGALP00000026400	ENSMUSP00000020970
ENSGALP00000003409	ENSMUSP00000014812
ENSGALP00000016325	ENSMUSP00000021411
ENSGALP00000017466	ENSMUSP00000059741
ENSGALP00000043019	ENSMUSP00000105716
ENSGALP00000013504	ENSMUSP00000040944
ENSGALP00000002180	ENSMUSP00000068590
ENSGALP00000042775	ENSMUSP00000034278
ENSGALP00000013950	ENSMUSP00000002846
ENSGALP00000043093	ENSMUSP00000109703
ENSGALP00000026071	ENSMUSP00000002145
ENSGALP00000001877	ENSMUSP00000021285
ENSGALP00000007928	ENSMUSP00000018568
ENSGALP00000010185	ENSMUSP00000033006
ENSGALP00000041205	ENSMUSP00000124819
ENSGALP00000025298	ENSMUSP00000085170
ENSGALP00000002680	ENSMUSP00000048222
ENSGALP00000000215	ENSMUSP00000032088
ENSGALP00000023601	ENSMUSP00000022078
ENSGALP00000008651	ENSMUSP00000103716
ENSGALP00000013898	ENSMUSP00000123935
ENSGALP00000012915	ENSMUSP00000046120
ENSGALP00000007131	ENSMUSP00000028209
ENSGALP00000004446	ENSMUSP00000030816
ENSGALP00000043453	ENSMUSP00000047569
ENSGALP00000003244	ENSMUSP00000023911
ENSGALP00000011394	ENSMUSP00000039463
ENSGALP00000001527	ENSMUSP00000040431
ENSGALP00000042488	ENSMUSP00000003759
ENSGALP00000026999	ENSMUSP00000027285
ENSGALP00000021206	ENSMUSP00000089230
ENSGALP00000029912	ENSMUSP00000072220
ENSGALP00000010335	ENSMUSP00000021963
ENSGALP00000013249	ENSMUSP00000071495
ENSGALP00000011630	ENSMUSP00000026661
ENSGALP00000024519	ENSMUSP00000027867
ENSGALP00000018514	ENSMUSP00000057828
ENSGALP00000040733	ENSMUSP00000099477
ENSGALP00000027916	ENSMUSP00000079631
ENSGALP00000015495	ENSMUSP00000026595
ENSGALP00000013088	ENSMUSP00000009220
ENSGALP00000010800	ENSMUSP00000114839
ENSGALP00000034077	ENSMUSP00000113864
ENSGALP00000032296	ENSMUSP00000037385
ENSGALP00000031149	ENSMUSP00000019944
ENSGALP00000027320	ENSMUSP00000022656
ENSGALP00000005807	ENSMUSP00000135642
ENSGALP00000010282	ENSMUSP00000055271
ENSGALP00000002646	ENSMUSP00000020578
ENSGALP00000009598	ENSMUSP00000108290
ENSGALP00000016812	ENSMUSP00000060893
ENSGALP00000014483	ENSMUSP00000061180
ENSGALP00000025124	ENSMUSP00000029950
ENSGALP00000031928	ENSMUSP00000133045
ENSGALP00000020523	ENSMUSP00000089169
ENSGALP00000042531	ENSMUSP00000061488
ENSGALP00000025133	ENSMUSP00000022115
ENSGALP00000015108	ENSMUSP00000110835
ENSGALP00000003194	ENSMUSP00000111291
ENSGALP00000033469	ENSMUSP00000011298
ENSGALP00000002517	ENSMUSP00000096441
ENSGALP00000017164	ENSMUSP00000126814
ENSGALP00000020059	ENSMUSP00000129244
ENSGALP00000028488	ENSMUSP00000005923
ENSGALP00000002850	ENSMUSP00000098134
ENSGALP00000029955	ENSMUSP00000128126
ENSGALP00000024454	ENSMUSP00000038779
ENSGALP00000035664	ENSMUSP00000022536
ENSGALP00000006732	ENSMUSP00000031536
ENSGALP00000013362	ENSMUSP00000028696
ENSGALP00000030200	ENSMUSP00000062039
ENSGALP00000004770	ENSMUSP00000019679
ENSGALP00000008960	ENSMUSP00000132918
ENSGALP00000004833	ENSMUSP00000027464
ENSGALP00000027415	ENSMUSP00000128022
ENSGALP00000042151	ENSMUSP00000078580
ENSGALP00000019451	ENSMUSP00000035120
ENSGALP00000040765	ENSMUSP00000112410
ENSGALP00000005885	ENSMUSP00000117531
ENSGALP00000018456	ENSMUSP00000136313
ENSGALP00000022991	ENSMUSP00000132684
ENSGALP00000040027	ENSMUSP00000062556
ENSGALP00000000316	ENSMUSP00000127250
ENSGALP00000023684	ENSMUSP00000022275
ENSGALP00000008649	ENSMUSP00000121007
ENSGALP00000011154	ENSMUSP00000101834
ENSGALP00000038761	ENSMUSP00000095248
ENSGALP00000002831	ENSMUSP00000120659
ENSGALP00000031922	ENSMUSP00000061891
ENSGALP00000039712	ENSMUSP00000030895
ENSGALP00000015924	ENSMUSP00000043492
ENSGALP00000022486	ENSMUSP00000034746
ENSGALP00000005962	ENSMUSP00000034761
ENSGALP00000012259	ENSMUSP00000041800
ENSGALP00000014633	ENSMUSP00000111041
ENSGALP00000010465	ENSMUSP00000032865
ENSGALP00000007712	ENSMUSP00000062496
ENSGALP00000016245	ENSMUSP00000024959
ENSGALP00000001741	ENSMUSP00000026997
ENSGALP00000043253	ENSMUSP00000107245
ENSGALP00000025216	ENSMUSP00000112554
