ENSMGAP00000004951	ENSMODP00000016222
ENSMGAP00000007605	ENSMODP00000019939
ENSMGAP00000013667	ENSMODP00000021572
ENSMGAP00000006005	ENSMODP00000015713
ENSMGAP00000000165	ENSMODP00000004744
ENSMGAP00000006773	ENSMODP00000028914
ENSMGAP00000010359	ENSMODP00000019277
ENSMGAP00000006986	ENSMODP00000013401
ENSMGAP00000010221	ENSMODP00000026636
ENSMGAP00000003423	ENSMODP00000028127
ENSMGAP00000007877	ENSMODP00000015819
ENSMGAP00000009397	ENSMODP00000029142
ENSMGAP00000011970	ENSMODP00000019228
ENSMGAP00000008203	ENSMODP00000025073
ENSMGAP00000012028	ENSMODP00000008237
ENSMGAP00000000313	ENSMODP00000021161
ENSMGAP00000005532	ENSMODP00000024011
ENSMGAP00000001501	ENSMODP00000009309
ENSMGAP00000015377	ENSMODP00000026334
ENSMGAP00000008174	ENSMODP00000024375
ENSMGAP00000004431	ENSMODP00000017993
ENSMGAP00000015572	ENSMODP00000021557
ENSMGAP00000015067	ENSMODP00000022641
ENSMGAP00000016000	ENSMODP00000033316
ENSMGAP00000004596	ENSMODP00000024637
ENSMGAP00000019844	ENSMODP00000026939
ENSMGAP00000008773	ENSMODP00000016630
ENSMGAP00000004507	ENSMODP00000008087
ENSMGAP00000000650	ENSMODP00000005727
ENSMGAP00000009724	ENSMODP00000015072
ENSMGAP00000018060	ENSMODP00000012671
ENSMGAP00000007911	ENSMODP00000018865
ENSMGAP00000003776	ENSMODP00000012300
ENSMGAP00000008888	ENSMODP00000026758
ENSMGAP00000013609	ENSMODP00000004244
ENSMGAP00000002981	ENSMODP00000008039
ENSMGAP00000003409	ENSMODP00000028125
ENSMGAP00000004488	ENSMODP00000035051
ENSMGAP00000005046	ENSMODP00000015802
ENSMGAP00000002977	ENSMODP00000033464
ENSMGAP00000010119	ENSMODP00000003544
ENSMGAP00000005746	ENSMODP00000023182
ENSMGAP00000006328	ENSMODP00000024779
ENSMGAP00000007059	ENSMODP00000012247
ENSMGAP00000012750	ENSMODP00000000352
ENSMGAP00000011897	ENSMODP00000009286
ENSMGAP00000015170	ENSMODP00000022603
ENSMGAP00000011163	ENSMODP00000002344
ENSMGAP00000004496	ENSMODP00000040825
ENSMGAP00000005805	ENSMODP00000020016
ENSMGAP00000011770	ENSMODP00000009791
ENSMGAP00000000843	ENSMODP00000003822
ENSMGAP00000004564	ENSMODP00000017880
ENSMGAP00000006016	ENSMODP00000015034
ENSMGAP00000018671	ENSMODP00000003204
ENSMGAP00000005132	ENSMODP00000016037
ENSMGAP00000004895	ENSMODP00000002073
ENSMGAP00000008445	ENSMODP00000018489
ENSMGAP00000012691	ENSMODP00000011438
ENSMGAP00000005551	ENSMODP00000020096
ENSMGAP00000009049	ENSMODP00000019629
ENSMGAP00000010347	ENSMODP00000019218
ENSMGAP00000009333	ENSMODP00000026139
ENSMGAP00000002323	ENSMODP00000012191
ENSMGAP00000001149	ENSMODP00000018965
ENSMGAP00000012547	ENSMODP00000010696
ENSMGAP00000011496	ENSMODP00000023665
ENSMGAP00000014486	ENSMODP00000014259
ENSMGAP00000013348	ENSMODP00000000941
ENSMGAP00000014240	ENSMODP00000023011
ENSMGAP00000016933	ENSMODP00000036898
ENSMGAP00000008764	ENSMODP00000024005
ENSMGAP00000013663	ENSMODP00000021570
ENSMGAP00000008863	ENSMODP00000017369
ENSMGAP00000008042	ENSMODP00000017956
ENSMGAP00000013427	ENSMODP00000004539
ENSMGAP00000001156	ENSMODP00000014799
ENSMGAP00000009134	ENSMODP00000038541
ENSMGAP00000008698	ENSMODP00000017163
ENSMGAP00000016200	ENSMODP00000006422
ENSMGAP00000002311	ENSMODP00000011311
ENSMGAP00000000578	ENSMODP00000012612
ENSMGAP00000005990	ENSMODP00000002483
ENSMGAP00000008163	ENSMODP00000007788
ENSMGAP00000011004	ENSMODP00000013650
ENSMGAP00000013359	ENSMODP00000002236
ENSMGAP00000014792	ENSMODP00000018215
ENSMGAP00000001271	ENSMODP00000019078
ENSMGAP00000013159	ENSMODP00000016040
ENSMGAP00000011861	ENSMODP00000026695
ENSMGAP00000006270	ENSMODP00000005982
ENSMGAP00000010959	ENSMODP00000013778
ENSMGAP00000017380	ENSMODP00000009197
ENSMGAP00000007626	ENSMODP00000005675
ENSMGAP00000007215	ENSMODP00000023735
ENSMGAP00000009070	ENSMODP00000027993
ENSMGAP00000015454	ENSMODP00000026301
ENSMGAP00000002702	ENSMODP00000010529
ENSMGAP00000004505	ENSMODP00000017543
ENSMGAP00000006858	ENSMODP00000027751
ENSMGAP00000011445	ENSMODP00000026583
ENSMGAP00000013811	ENSMODP00000035208
ENSMGAP00000018525	ENSMODP00000009445
ENSMGAP00000017619	ENSMODP00000025103
ENSMGAP00000007736	ENSMODP00000028284
ENSMGAP00000007977	ENSMODP00000004103
ENSMGAP00000009655	ENSMODP00000008893
ENSMGAP00000004732	ENSMODP00000008284
ENSMGAP00000004291	ENSMODP00000003227
ENSMGAP00000005559	ENSMODP00000017926
ENSMGAP00000003231	ENSMODP00000015536
ENSMGAP00000010209	ENSMODP00000035519
ENSMGAP00000003040	ENSMODP00000015582
ENSMGAP00000006029	ENSMODP00000002639
ENSMGAP00000010067	ENSMODP00000020905
ENSMGAP00000001439	ENSMODP00000010357
ENSMGAP00000006012	ENSMODP00000012514
ENSMGAP00000014131	ENSMODP00000022911
ENSMGAP00000009945	ENSMODP00000002741
ENSMGAP00000015266	ENSMODP00000011632
ENSMGAP00000008478	ENSMODP00000017808
ENSMGAP00000002946	ENSMODP00000023088
ENSMGAP00000015179	ENSMODP00000003713
ENSMGAP00000012766	ENSMODP00000023820
ENSMGAP00000013290	ENSMODP00000000893
ENSMGAP00000002352	ENSMODP00000007254
ENSMGAP00000016234	ENSMODP00000008881
ENSMGAP00000001711	ENSMODP00000002755
ENSMGAP00000010157	ENSMODP00000011230
ENSMGAP00000008610	ENSMODP00000006321
ENSMGAP00000017691	ENSMODP00000019513
ENSMGAP00000012466	ENSMODP00000001394
ENSMGAP00000015848	ENSMODP00000036495
ENSMGAP00000002991	ENSMODP00000008415
ENSMGAP00000000077	ENSMODP00000023424
ENSMGAP00000016397	ENSMODP00000017928
ENSMGAP00000002184	ENSMODP00000009485
ENSMGAP00000008488	ENSMODP00000014853
ENSMGAP00000011266	ENSMODP00000019726
ENSMGAP00000006402	ENSMODP00000005804
ENSMGAP00000014408	ENSMODP00000022669
ENSMGAP00000013317	ENSMODP00000007933
ENSMGAP00000006284	ENSMODP00000010568
ENSMGAP00000014307	ENSMODP00000011166
ENSMGAP00000010403	ENSMODP00000020203
ENSMGAP00000007987	ENSMODP00000005168
ENSMGAP00000000971	ENSMODP00000012959
ENSMGAP00000008261	ENSMODP00000024202
ENSMGAP00000001101	ENSMODP00000013866
ENSMGAP00000011674	ENSMODP00000019094
ENSMGAP00000011669	ENSMODP00000000191
ENSMGAP00000013165	ENSMODP00000023798
ENSMGAP00000000658	ENSMODP00000023545
ENSMGAP00000003193	ENSMODP00000017016
ENSMGAP00000013180	ENSMODP00000025741
ENSMGAP00000015168	ENSMODP00000022606
ENSMGAP00000016035	ENSMODP00000038809
ENSMGAP00000014190	ENSMODP00000022346
ENSMGAP00000012716	ENSMODP00000008663
ENSMGAP00000004286	ENSMODP00000004959
ENSMGAP00000015921	ENSMODP00000013768
ENSMGAP00000004686	ENSMODP00000021060
ENSMGAP00000012293	ENSMODP00000013851
ENSMGAP00000012567	ENSMODP00000010945
ENSMGAP00000004825	ENSMODP00000010329
ENSMGAP00000011895	ENSMODP00000010285
ENSMGAP00000012785	ENSMODP00000025739
ENSMGAP00000016932	ENSMODP00000035174
ENSMGAP00000003006	ENSMODP00000019657
ENSMGAP00000013747	ENSMODP00000004978
ENSMGAP00000012247	ENSMODP00000012775
ENSMGAP00000009369	ENSMODP00000019089
ENSMGAP00000014607	ENSMODP00000008847
ENSMGAP00000006302	ENSMODP00000005559
ENSMGAP00000009385	ENSMODP00000003504
ENSMGAP00000006358	ENSMODP00000003144
ENSMGAP00000008622	ENSMODP00000040328
ENSMGAP00000003174	ENSMODP00000017009
ENSMGAP00000019511	ENSMODP00000020930
ENSMGAP00000001216	ENSMODP00000008241
ENSMGAP00000002542	ENSMODP00000000137
ENSMGAP00000005695	ENSMODP00000010144
ENSMGAP00000004331	ENSMODP00000014476
ENSMGAP00000009432	ENSMODP00000020346
ENSMGAP00000000274	ENSMODP00000000194
ENSMGAP00000008921	ENSMODP00000019324
ENSMGAP00000008517	ENSMODP00000024237
ENSMGAP00000004930	ENSMODP00000022255
ENSMGAP00000010744	ENSMODP00000001159
ENSMGAP00000004274	ENSMODP00000006100
ENSMGAP00000003117	ENSMODP00000005111
ENSMGAP00000001476	ENSMODP00000005765
ENSMGAP00000013725	ENSMODP00000004769
ENSMGAP00000012765	ENSMODP00000011650
ENSMGAP00000014676	ENSMODP00000023318
ENSMGAP00000000554	ENSMODP00000014610
ENSMGAP00000001646	ENSMODP00000021443
ENSMGAP00000019711	ENSMODP00000018897
ENSMGAP00000006977	ENSMODP00000020240
ENSMGAP00000016213	ENSMODP00000023163
ENSMGAP00000001435	ENSMODP00000019159
ENSMGAP00000009095	ENSMODP00000020801
ENSMGAP00000014946	ENSMODP00000019668
ENSMGAP00000007197	ENSMODP00000005866
ENSMGAP00000006159	ENSMODP00000013645
ENSMGAP00000014589	ENSMODP00000007572
ENSMGAP00000011522	ENSMODP00000006550
ENSMGAP00000002632	ENSMODP00000006511
ENSMGAP00000000425	ENSMODP00000001729
ENSMGAP00000002124	ENSMODP00000017223
ENSMGAP00000002164	ENSMODP00000016886
ENSMGAP00000017243	ENSMODP00000001724
ENSMGAP00000005654	ENSMODP00000015332
ENSMGAP00000004332	ENSMODP00000012502
ENSMGAP00000003562	ENSMODP00000002615
ENSMGAP00000001669	ENSMODP00000040029
ENSMGAP00000001104	ENSMODP00000006701
ENSMGAP00000016393	ENSMODP00000010485
ENSMGAP00000008620	ENSMODP00000019206
ENSMGAP00000003958	ENSMODP00000016042
ENSMGAP00000007237	ENSMODP00000036990
ENSMGAP00000014373	ENSMODP00000022605
ENSMGAP00000008999	ENSMODP00000024440
ENSMGAP00000012710	ENSMODP00000016569
ENSMGAP00000008079	ENSMODP00000027071
ENSMGAP00000007765	ENSMODP00000004190
ENSMGAP00000017839	ENSMODP00000012109
ENSMGAP00000014179	ENSMODP00000022952
ENSMGAP00000010888	ENSMODP00000005783
ENSMGAP00000015443	ENSMODP00000026292
ENSMGAP00000016614	ENSMODP00000034842
ENSMGAP00000013143	ENSMODP00000009217
ENSMGAP00000010129	ENSMODP00000035450
ENSMGAP00000003979	ENSMODP00000011409
ENSMGAP00000012865	ENSMODP00000015811
ENSMGAP00000013453	ENSMODP00000007135
ENSMGAP00000003162	ENSMODP00000000307
ENSMGAP00000004024	ENSMODP00000023889
ENSMGAP00000006301	ENSMODP00000013018
ENSMGAP00000000365	ENSMODP00000014316
ENSMGAP00000001031	ENSMODP00000021457
ENSMGAP00000013195	ENSMODP00000021105
ENSMGAP00000007493	ENSMODP00000005718
ENSMGAP00000010839	ENSMODP00000009986
ENSMGAP00000007063	ENSMODP00000021489
ENSMGAP00000015274	ENSMODP00000003152
ENSMGAP00000007858	ENSMODP00000004984
ENSMGAP00000000663	ENSMODP00000012546
ENSMGAP00000000808	ENSMODP00000011593
ENSMGAP00000013351	ENSMODP00000020917
ENSMGAP00000003756	ENSMODP00000024294
ENSMGAP00000001067	ENSMODP00000004997
ENSMGAP00000010485	ENSMODP00000014707
ENSMGAP00000009509	ENSMODP00000008510
ENSMGAP00000012040	ENSMODP00000004105
ENSMGAP00000006189	ENSMODP00000005724
ENSMGAP00000000211	ENSMODP00000018029
ENSMGAP00000001630	ENSMODP00000021422
ENSMGAP00000014096	ENSMODP00000015869
ENSMGAP00000016846	ENSMODP00000027573
ENSMGAP00000001103	ENSMODP00000008058
ENSMGAP00000013064	ENSMODP00000011714
ENSMGAP00000009478	ENSMODP00000008606
ENSMGAP00000007726	ENSMODP00000010572
ENSMGAP00000012052	ENSMODP00000019337
ENSMGAP00000008454	ENSMODP00000018523
ENSMGAP00000010948	ENSMODP00000000936
ENSMGAP00000002783	ENSMODP00000000374
ENSMGAP00000001841	ENSMODP00000028752
ENSMGAP00000012843	ENSMODP00000007071
ENSMGAP00000006741	ENSMODP00000015701
ENSMGAP00000000671	ENSMODP00000013107
ENSMGAP00000010319	ENSMODP00000003610
ENSMGAP00000013280	ENSMODP00000002488
ENSMGAP00000004438	ENSMODP00000018000
ENSMGAP00000013876	ENSMODP00000002690
ENSMGAP00000009041	ENSMODP00000003868
ENSMGAP00000011527	ENSMODP00000003463
ENSMGAP00000010802	ENSMODP00000022119
ENSMGAP00000006582	ENSMODP00000009984
ENSMGAP00000002332	ENSMODP00000007607
ENSMGAP00000006572	ENSMODP00000002467
ENSMGAP00000008239	ENSMODP00000039114
ENSMGAP00000013713	ENSMODP00000032725
ENSMGAP00000010047	ENSMODP00000003612
ENSMGAP00000004031	ENSMODP00000001701
ENSMGAP00000004207	ENSMODP00000004506
ENSMGAP00000015764	ENSMODP00000006862
ENSMGAP00000014554	ENSMODP00000022999
ENSMGAP00000001902	ENSMODP00000016451
ENSMGAP00000001726	ENSMODP00000031774
ENSMGAP00000015531	ENSMODP00000009873
ENSMGAP00000018900	ENSMODP00000020764
ENSMGAP00000012141	ENSMODP00000009698
ENSMGAP00000006093	ENSMODP00000002707
ENSMGAP00000003542	ENSMODP00000002554
ENSMGAP00000002759	ENSMODP00000024706
ENSMGAP00000001340	ENSMODP00000034846
ENSMGAP00000017537	ENSMODP00000017267
ENSMGAP00000003588	ENSMODP00000000698
ENSMGAP00000017850	ENSMODP00000004788
ENSMGAP00000013950	ENSMODP00000015829
ENSMGAP00000010976	ENSMODP00000023576
ENSMGAP00000013764	ENSMODP00000005060
ENSMGAP00000001991	ENSMODP00000003478
ENSMGAP00000003764	ENSMODP00000003679
ENSMGAP00000010436	ENSMODP00000020198
ENSMGAP00000010069	ENSMODP00000020552
ENSMGAP00000014776	ENSMODP00000017845
ENSMGAP00000007266	ENSMODP00000012608
ENSMGAP00000013020	ENSMODP00000006732
ENSMGAP00000003513	ENSMODP00000006794
ENSMGAP00000009259	ENSMODP00000002740
ENSMGAP00000014120	ENSMODP00000016663
ENSMGAP00000012969	ENSMODP00000000478
ENSMGAP00000007016	ENSMODP00000013391
ENSMGAP00000002111	ENSMODP00000027411
ENSMGAP00000010461	ENSMODP00000014695
ENSMGAP00000011612	ENSMODP00000018830
ENSMGAP00000007523	ENSMODP00000010817
ENSMGAP00000014464	ENSMODP00000022844
ENSMGAP00000003908	ENSMODP00000006362
ENSMGAP00000008666	ENSMODP00000012089
ENSMGAP00000003152	ENSMODP00000002401
ENSMGAP00000011366	ENSMODP00000023653
ENSMGAP00000009283	ENSMODP00000002806
ENSMGAP00000013347	ENSMODP00000002278
ENSMGAP00000004384	ENSMODP00000009704
ENSMGAP00000013606	ENSMODP00000004235
ENSMGAP00000007472	ENSMODP00000009874
ENSMGAP00000019236	ENSMODP00000008378
ENSMGAP00000000852	ENSMODP00000007694
ENSMGAP00000014791	ENSMODP00000018208
ENSMGAP00000008159	ENSMODP00000006797
ENSMGAP00000000912	ENSMODP00000015163
ENSMGAP00000012092	ENSMODP00000008630
ENSMGAP00000010969	ENSMODP00000041101
ENSMGAP00000004337	ENSMODP00000012679
ENSMGAP00000013277	ENSMODP00000020996
ENSMGAP00000018336	ENSMODP00000004764
ENSMGAP00000000362	ENSMODP00000036201
ENSMGAP00000007873	ENSMODP00000012913
ENSMGAP00000007070	ENSMODP00000018567
ENSMGAP00000015291	ENSMODP00000022692
ENSMGAP00000001075	ENSMODP00000011955
ENSMGAP00000006940	ENSMODP00000004953
ENSMGAP00000008105	ENSMODP00000002521
ENSMGAP00000004437	ENSMODP00000017948
ENSMGAP00000006955	ENSMODP00000020241
ENSMGAP00000013383	ENSMODP00000035437
ENSMGAP00000013881	ENSMODP00000011845
ENSMGAP00000007179	ENSMODP00000003196
ENSMGAP00000017924	ENSMODP00000003733
ENSMGAP00000008798	ENSMODP00000025652
ENSMGAP00000002525	ENSMODP00000000188
ENSMGAP00000012093	ENSMODP00000022290
ENSMGAP00000009725	ENSMODP00000005234
ENSMGAP00000001166	ENSMODP00000021424
ENSMGAP00000010437	ENSMODP00000000471
ENSMGAP00000005300	ENSMODP00000021082
ENSMGAP00000007504	ENSMODP00000021963
ENSMGAP00000008205	ENSMODP00000015390
ENSMGAP00000010247	ENSMODP00000008052
ENSMGAP00000006025	ENSMODP00000015634
ENSMGAP00000006533	ENSMODP00000009815
ENSMGAP00000002826	ENSMODP00000007037
ENSMGAP00000008623	ENSMODP00000017154
ENSMGAP00000013955	ENSMODP00000017067
ENSMGAP00000003798	ENSMODP00000022326
ENSMGAP00000008811	ENSMODP00000017720
ENSMGAP00000009579	ENSMODP00000014715
ENSMGAP00000014263	ENSMODP00000022460
ENSMGAP00000009520	ENSMODP00000008703
ENSMGAP00000000820	ENSMODP00000008544
ENSMGAP00000010780	ENSMODP00000008777
ENSMGAP00000009018	ENSMODP00000013897
ENSMGAP00000004882	ENSMODP00000000387
ENSMGAP00000011620	ENSMODP00000025642
ENSMGAP00000013216	ENSMODP00000000330
ENSMGAP00000000155	ENSMODP00000004859
ENSMGAP00000005061	ENSMODP00000021126
ENSMGAP00000015723	ENSMODP00000003599
ENSMGAP00000012964	ENSMODP00000011095
ENSMGAP00000004633	ENSMODP00000039844
ENSMGAP00000006711	ENSMODP00000000603
ENSMGAP00000010123	ENSMODP00000020131
ENSMGAP00000016462	ENSMODP00000030693
ENSMGAP00000015474	ENSMODP00000026370
ENSMGAP00000005170	ENSMODP00000018805
ENSMGAP00000016648	ENSMODP00000029510
ENSMGAP00000016240	ENSMODP00000009390
ENSMGAP00000008009	ENSMODP00000012698
ENSMGAP00000010462	ENSMODP00000003190
ENSMGAP00000006409	ENSMODP00000033218
ENSMGAP00000019099	ENSMODP00000022675
ENSMGAP00000004424	ENSMODP00000017983
ENSMGAP00000008469	ENSMODP00000020679
ENSMGAP00000011501	ENSMODP00000023668
ENSMGAP00000011475	ENSMODP00000036275
ENSMGAP00000002273	ENSMODP00000017305
ENSMGAP00000015968	ENSMODP00000012511
ENSMGAP00000006024	ENSMODP00000015717
ENSMGAP00000000724	ENSMODP00000001364
ENSMGAP00000004840	ENSMODP00000006244
ENSMGAP00000001854	ENSMODP00000021479
ENSMGAP00000005156	ENSMODP00000030108
ENSMGAP00000006614	ENSMODP00000016235
ENSMGAP00000000776	ENSMODP00000004299
ENSMGAP00000016718	ENSMODP00000007128
ENSMGAP00000005113	ENSMODP00000015827
ENSMGAP00000008820	ENSMODP00000007169
ENSMGAP00000007708	ENSMODP00000004773
ENSMGAP00000007261	ENSMODP00000005184
ENSMGAP00000007182	ENSMODP00000021604
ENSMGAP00000006009	ENSMODP00000024231
ENSMGAP00000015595	ENSMODP00000021779
ENSMGAP00000013748	ENSMODP00000032837
ENSMGAP00000007290	ENSMODP00000040476
ENSMGAP00000001959	ENSMODP00000028255
ENSMGAP00000012712	ENSMODP00000011483
ENSMGAP00000014177	ENSMODP00000016923
ENSMGAP00000010844	ENSMODP00000039780
ENSMGAP00000011338	ENSMODP00000023638
ENSMGAP00000009920	ENSMODP00000008385
ENSMGAP00000010901	ENSMODP00000002692
ENSMGAP00000012587	ENSMODP00000011001
ENSMGAP00000015713	ENSMODP00000003142
ENSMGAP00000012550	ENSMODP00000001041
ENSMGAP00000000063	ENSMODP00000017753
ENSMGAP00000014968	ENSMODP00000019831
ENSMGAP00000003915	ENSMODP00000011144
ENSMGAP00000005836	ENSMODP00000017215
ENSMGAP00000015183	ENSMODP00000003580
ENSMGAP00000014501	ENSMODP00000022898
ENSMGAP00000011692	ENSMODP00000039404
ENSMGAP00000006142	ENSMODP00000021432
ENSMGAP00000007404	ENSMODP00000008292
ENSMGAP00000004257	ENSMODP00000005884
ENSMGAP00000012688	ENSMODP00000002009
ENSMGAP00000005536	ENSMODP00000015388
ENSMGAP00000013705	ENSMODP00000004597
ENSMGAP00000019576	ENSMODP00000009220
ENSMGAP00000006378	ENSMODP00000015941
ENSMGAP00000007173	ENSMODP00000018307
ENSMGAP00000002499	ENSMODP00000007955
ENSMGAP00000003233	ENSMODP00000017027
ENSMGAP00000011179	ENSMODP00000019685
ENSMGAP00000009842	ENSMODP00000012980
ENSMGAP00000001798	ENSMODP00000002240
ENSMGAP00000002966	ENSMODP00000018429
ENSMGAP00000010613	ENSMODP00000007660
ENSMGAP00000007455	ENSMODP00000005266
ENSMGAP00000013418	ENSMODP00000002103
ENSMGAP00000013169	ENSMODP00000023797
ENSMGAP00000006030	ENSMODP00000021077
ENSMGAP00000010424	ENSMODP00000041188
ENSMGAP00000014515	ENSMODP00000020663
ENSMGAP00000012198	ENSMODP00000008136
ENSMGAP00000014624	ENSMODP00000023129
ENSMGAP00000002536	ENSMODP00000016512
ENSMGAP00000013536	ENSMODP00000038438
ENSMGAP00000002324	ENSMODP00000036065
ENSMGAP00000011676	ENSMODP00000011981
ENSMGAP00000009542	ENSMODP00000013821
ENSMGAP00000008047	ENSMODP00000006659
ENSMGAP00000002581	ENSMODP00000000204
ENSMGAP00000002762	ENSMODP00000000361
ENSMGAP00000011477	ENSMODP00000025614
ENSMGAP00000007720	ENSMODP00000013872
ENSMGAP00000017829	ENSMODP00000039535
ENSMGAP00000002664	ENSMODP00000024425
ENSMGAP00000001883	ENSMODP00000006138
ENSMGAP00000002272	ENSMODP00000011251
ENSMGAP00000005921	ENSMODP00000035317
ENSMGAP00000005981	ENSMODP00000011229
ENSMGAP00000006326	ENSMODP00000013765
ENSMGAP00000002062	ENSMODP00000009750
ENSMGAP00000003668	ENSMODP00000001189
ENSMGAP00000015405	ENSMODP00000026252
ENSMGAP00000010362	ENSMODP00000040593
ENSMGAP00000001359	ENSMODP00000013558
ENSMGAP00000017059	ENSMODP00000026207
ENSMGAP00000006642	ENSMODP00000040889
ENSMGAP00000013530	ENSMODP00000006824
ENSMGAP00000008338	ENSMODP00000018076
ENSMGAP00000007046	ENSMODP00000000746
ENSMGAP00000000293	ENSMODP00000007741
ENSMGAP00000006611	ENSMODP00000011961
ENSMGAP00000000339	ENSMODP00000000720
ENSMGAP00000006422	ENSMODP00000003292
ENSMGAP00000004298	ENSMODP00000018840
ENSMGAP00000017013	ENSMODP00000038128
ENSMGAP00000007668	ENSMODP00000009196
ENSMGAP00000008991	ENSMODP00000020746
ENSMGAP00000006974	ENSMODP00000004403
ENSMGAP00000006392	ENSMODP00000034741
ENSMGAP00000007690	ENSMODP00000019175
ENSMGAP00000005914	ENSMODP00000034471
ENSMGAP00000000932	ENSMODP00000008587
ENSMGAP00000008254	ENSMODP00000022933
ENSMGAP00000001243	ENSMODP00000007302
ENSMGAP00000013642	ENSMODP00000000904
ENSMGAP00000004344	ENSMODP00000008024
ENSMGAP00000004663	ENSMODP00000021814
ENSMGAP00000002740	ENSMODP00000011226
ENSMGAP00000016169	ENSMODP00000005309
ENSMGAP00000013304	ENSMODP00000035500
ENSMGAP00000006139	ENSMODP00000005787
ENSMGAP00000000316	ENSMODP00000038842
ENSMGAP00000006198	ENSMODP00000019855
ENSMGAP00000001255	ENSMODP00000040229
ENSMGAP00000013871	ENSMODP00000002677
ENSMGAP00000011048	ENSMODP00000034902
ENSMGAP00000003525	ENSMODP00000001064
ENSMGAP00000016081	ENSMODP00000040075
ENSMGAP00000012910	ENSMODP00000025715
ENSMGAP00000006082	ENSMODP00000012411
ENSMGAP00000005402	ENSMODP00000013618
ENSMGAP00000003555	ENSMODP00000029600
ENSMGAP00000018154	ENSMODP00000014381
ENSMGAP00000016433	ENSMODP00000034176
ENSMGAP00000015632	ENSMODP00000000388
ENSMGAP00000007521	ENSMODP00000018874
ENSMGAP00000013315	ENSMODP00000000796
ENSMGAP00000008748	ENSMODP00000003576
ENSMGAP00000000126	ENSMODP00000005670
ENSMGAP00000015499	ENSMODP00000026398
ENSMGAP00000016431	ENSMODP00000028721
ENSMGAP00000004491	ENSMODP00000004053
ENSMGAP00000015078	ENSMODP00000009789
ENSMGAP00000003608	ENSMODP00000008801
ENSMGAP00000009257	ENSMODP00000013133
ENSMGAP00000009164	ENSMODP00000025476
ENSMGAP00000000234	ENSMODP00000021613
ENSMGAP00000014717	ENSMODP00000023426
ENSMGAP00000016580	ENSMODP00000032710
ENSMGAP00000000368	ENSMODP00000022027
ENSMGAP00000002369	ENSMODP00000006901
ENSMGAP00000014038	ENSMODP00000022089
ENSMGAP00000016963	ENSMODP00000027798
ENSMGAP00000009880	ENSMODP00000032167
ENSMGAP00000003828	ENSMODP00000009639
ENSMGAP00000017076	ENSMODP00000026340
ENSMGAP00000006275	ENSMODP00000020468
ENSMGAP00000018889	ENSMODP00000018822
ENSMGAP00000011961	ENSMODP00000004695
ENSMGAP00000013898	ENSMODP00000040109
ENSMGAP00000017046	ENSMODP00000016870
ENSMGAP00000002346	ENSMODP00000006872
ENSMGAP00000004707	ENSMODP00000026492
ENSMGAP00000001351	ENSMODP00000018847
ENSMGAP00000007866	ENSMODP00000004532
ENSMGAP00000003418	ENSMODP00000006990
ENSMGAP00000000307	ENSMODP00000001991
ENSMGAP00000014544	ENSMODP00000022978
ENSMGAP00000016453	ENSMODP00000002857
ENSMGAP00000007516	ENSMODP00000014804
ENSMGAP00000005357	ENSMODP00000021069
ENSMGAP00000010467	ENSMODP00000040456
ENSMGAP00000005546	ENSMODP00000018667
ENSMGAP00000008345	ENSMODP00000012503
ENSMGAP00000010341	ENSMODP00000023821
ENSMGAP00000008760	ENSMODP00000040487
ENSMGAP00000013390	ENSMODP00000040666
ENSMGAP00000006989	ENSMODP00000010991
ENSMGAP00000002416	ENSMODP00000001903
ENSMGAP00000011336	ENSMODP00000025601
ENSMGAP00000014033	ENSMODP00000020715
ENSMGAP00000010731	ENSMODP00000011326
ENSMGAP00000016439	ENSMODP00000037536
ENSMGAP00000006420	ENSMODP00000011771
ENSMGAP00000011038	ENSMODP00000024846
ENSMGAP00000012494	ENSMODP00000009438
ENSMGAP00000009086	ENSMODP00000034214
ENSMGAP00000011921	ENSMODP00000005853
ENSMGAP00000007578	ENSMODP00000010888
ENSMGAP00000008844	ENSMODP00000023124
ENSMGAP00000016821	ENSMODP00000033972
ENSMGAP00000007145	ENSMODP00000004584
