ENSMGAP00000004951	ENSORLP00000017023
ENSMGAP00000000084	ENSORLP00000021433
ENSMGAP00000000084	ENSORLP00000021051
ENSMGAP00000011632	ENSORLP00000022583
ENSMGAP00000000661	ENSORLP00000010587
ENSMGAP00000010612	ENSORLP00000014518
ENSMGAP00000008228	ENSORLP00000011645
ENSMGAP00000005186	ENSORLP00000015310
ENSMGAP00000006862	ENSORLP00000001555
ENSMGAP00000002710	ENSORLP00000009099
ENSMGAP00000004927	ENSORLP00000013214
ENSMGAP00000013466	ENSORLP00000024920
ENSMGAP00000014189	ENSORLP00000019023
ENSMGAP00000005673	ENSORLP00000008636
ENSMGAP00000010527	ENSORLP00000005886
ENSMGAP00000015193	ENSORLP00000025216
ENSMGAP00000014337	ENSORLP00000019703
ENSMGAP00000008497	ENSORLP00000018953
ENSMGAP00000005104	ENSORLP00000001003
ENSMGAP00000005465	ENSORLP00000003887
ENSMGAP00000012551	ENSORLP00000012605
ENSMGAP00000012285	ENSORLP00000007151
ENSMGAP00000006011	ENSORLP00000004184
ENSMGAP00000004911	ENSORLP00000017577
ENSMGAP00000002013	ENSORLP00000001159
ENSMGAP00000011806	ENSORLP00000017148
ENSMGAP00000001368	ENSORLP00000011071
ENSMGAP00000001368	ENSORLP00000010927
ENSMGAP00000005079	ENSORLP00000013372
ENSMGAP00000002900	ENSORLP00000001916
ENSMGAP00000007783	ENSORLP00000017623
ENSMGAP00000009214	ENSORLP00000005462
ENSMGAP00000008334	ENSORLP00000011348
ENSMGAP00000008334	ENSORLP00000018950
ENSMGAP00000012621	ENSORLP00000010992
ENSMGAP00000015787	ENSORLP00000006829
ENSMGAP00000018821	ENSORLP00000004212
ENSMGAP00000007396	ENSORLP00000003066
ENSMGAP00000014806	ENSORLP00000011631
ENSMGAP00000012913	ENSORLP00000025615
ENSMGAP00000000553	ENSORLP00000018083
ENSMGAP00000005948	ENSORLP00000001282
ENSMGAP00000003688	ENSORLP00000020946
ENSMGAP00000001055	ENSORLP00000012440
ENSMGAP00000011696	ENSORLP00000018343
ENSMGAP00000000598	ENSORLP00000006531
ENSMGAP00000005323	ENSORLP00000011498
ENSMGAP00000013817	ENSORLP00000012186
ENSMGAP00000006896	ENSORLP00000007957
ENSMGAP00000001749	ENSORLP00000017031
ENSMGAP00000005417	ENSORLP00000020035
ENSMGAP00000015352	ENSORLP00000006349
ENSMGAP00000007417	ENSORLP00000011831
ENSMGAP00000016099	ENSORLP00000015095
ENSMGAP00000008059	ENSORLP00000016772
ENSMGAP00000013249	ENSORLP00000009964
ENSMGAP00000007453	ENSORLP00000003332
ENSMGAP00000004426	ENSORLP00000009886
ENSMGAP00000008779	ENSORLP00000014708
ENSMGAP00000008606	ENSORLP00000016797
ENSMGAP00000008019	ENSORLP00000022162
ENSMGAP00000005058	ENSORLP00000021642
ENSMGAP00000011046	ENSORLP00000021342
ENSMGAP00000015854	ENSORLP00000022129
ENSMGAP00000005682	ENSORLP00000025044
ENSMGAP00000014687	ENSORLP00000012665
ENSMGAP00000005768	ENSORLP00000016358
ENSMGAP00000011434	ENSORLP00000020612
ENSMGAP00000009878	ENSORLP00000005495
ENSMGAP00000019512	ENSORLP00000017947
ENSMGAP00000007503	ENSORLP00000005028
ENSMGAP00000011832	ENSORLP00000017865
ENSMGAP00000008746	ENSORLP00000025389
ENSMGAP00000003275	ENSORLP00000018158
ENSMGAP00000007348	ENSORLP00000002949
ENSMGAP00000015416	ENSORLP00000016224
ENSMGAP00000011533	ENSORLP00000003904
ENSMGAP00000011603	ENSORLP00000018616
ENSMGAP00000007373	ENSORLP00000007518
ENSMGAP00000004177	ENSORLP00000012696
ENSMGAP00000007555	ENSORLP00000015840
ENSMGAP00000008995	ENSORLP00000005944
ENSMGAP00000006300	ENSORLP00000000305
ENSMGAP00000008185	ENSORLP00000007153
ENSMGAP00000003142	ENSORLP00000020525
ENSMGAP00000015736	ENSORLP00000005930
ENSMGAP00000001076	ENSORLP00000002084
ENSMGAP00000003109	ENSORLP00000004838
ENSMGAP00000007683	ENSORLP00000023721
ENSMGAP00000008571	ENSORLP00000011773
ENSMGAP00000014623	ENSORLP00000007589
ENSMGAP00000014436	ENSORLP00000020947
ENSMGAP00000014436	ENSORLP00000018483
ENSMGAP00000014441	ENSORLP00000018537
ENSMGAP00000001108	ENSORLP00000020137
ENSMGAP00000000826	ENSORLP00000017611
ENSMGAP00000011175	ENSORLP00000021676
ENSMGAP00000014550	ENSORLP00000019562
ENSMGAP00000011608	ENSORLP00000021354
ENSMGAP00000015668	ENSORLP00000015340
ENSMGAP00000019652	ENSORLP00000014820
ENSMGAP00000014975	ENSORLP00000018191
ENSMGAP00000014975	ENSORLP00000020269
ENSMGAP00000001355	ENSORLP00000017232
ENSMGAP00000003494	ENSORLP00000009252
ENSMGAP00000010190	ENSORLP00000010908
ENSMGAP00000009376	ENSORLP00000020894
ENSMGAP00000012335	ENSORLP00000012913
ENSMGAP00000006831	ENSORLP00000004894
ENSMGAP00000004719	ENSORLP00000019606
ENSMGAP00000017702	ENSORLP00000012497
ENSMGAP00000010285	ENSORLP00000000378
ENSMGAP00000012387	ENSORLP00000020752
ENSMGAP00000011454	ENSORLP00000015234
ENSMGAP00000014407	ENSORLP00000020287
ENSMGAP00000012504	ENSORLP00000022586
ENSMGAP00000010070	ENSORLP00000000050
ENSMGAP00000000072	ENSORLP00000010617
ENSMGAP00000015061	ENSORLP00000017323
ENSMGAP00000008910	ENSORLP00000023551
ENSMGAP00000002811	ENSORLP00000000829
ENSMGAP00000007291	ENSORLP00000021115
ENSMGAP00000013626	ENSORLP00000020950
ENSMGAP00000007892	ENSORLP00000001757
ENSMGAP00000000767	ENSORLP00000006388
ENSMGAP00000006386	ENSORLP00000014210
ENSMGAP00000000917	ENSORLP00000019870
ENSMGAP00000019358	ENSORLP00000001382
ENSMGAP00000000461	ENSORLP00000012674
ENSMGAP00000009717	ENSORLP00000012990
ENSMGAP00000009717	ENSORLP00000010357
ENSMGAP00000018621	ENSORLP00000010583
ENSMGAP00000018462	ENSORLP00000001143
ENSMGAP00000015893	ENSORLP00000003942
ENSMGAP00000003441	ENSORLP00000008249
ENSMGAP00000005931	ENSORLP00000008915
ENSMGAP00000015838	ENSORLP00000014177
ENSMGAP00000007130	ENSORLP00000024979
ENSMGAP00000000543	ENSORLP00000007877
ENSMGAP00000017747	ENSORLP00000017227
ENSMGAP00000015015	ENSORLP00000020504
ENSMGAP00000008970	ENSORLP00000022916
ENSMGAP00000001035	ENSORLP00000018804
ENSMGAP00000007444	ENSORLP00000000527
ENSMGAP00000002288	ENSORLP00000015379
ENSMGAP00000014809	ENSORLP00000019205
ENSMGAP00000018834	ENSORLP00000018654
ENSMGAP00000008283	ENSORLP00000013502
ENSMGAP00000006827	ENSORLP00000013676
ENSMGAP00000015833	ENSORLP00000014266
ENSMGAP00000012559	ENSORLP00000001801
ENSMGAP00000011367	ENSORLP00000021129
ENSMGAP00000015955	ENSORLP00000005939
ENSMGAP00000010299	ENSORLP00000006772
ENSMGAP00000003817	ENSORLP00000018055
ENSMGAP00000014367	ENSORLP00000002799
ENSMGAP00000008807	ENSORLP00000018349
ENSMGAP00000010367	ENSORLP00000001158
ENSMGAP00000007945	ENSORLP00000020363
ENSMGAP00000015990	ENSORLP00000004773
ENSMGAP00000002595	ENSORLP00000021713
ENSMGAP00000012773	ENSORLP00000021995
ENSMGAP00000006652	ENSORLP00000003583
ENSMGAP00000009883	ENSORLP00000009644
ENSMGAP00000009128	ENSORLP00000024415
ENSMGAP00000019148	ENSORLP00000002233
ENSMGAP00000004761	ENSORLP00000011788
ENSMGAP00000008935	ENSORLP00000021581
ENSMGAP00000009239	ENSORLP00000015077
ENSMGAP00000011613	ENSORLP00000006784
ENSMGAP00000012233	ENSORLP00000013566
ENSMGAP00000000253	ENSORLP00000005555
ENSMGAP00000013805	ENSORLP00000009983
ENSMGAP00000011164	ENSORLP00000021539
ENSMGAP00000009347	ENSORLP00000019007
ENSMGAP00000012676	ENSORLP00000013689
ENSMGAP00000012993	ENSORLP00000025796
ENSMGAP00000005304	ENSORLP00000008844
ENSMGAP00000001808	ENSORLP00000022673
ENSMGAP00000000196	ENSORLP00000005566
ENSMGAP00000012390	ENSORLP00000015467
ENSMGAP00000011489	ENSORLP00000024535
ENSMGAP00000001208	ENSORLP00000018811
ENSMGAP00000008170	ENSORLP00000016088
ENSMGAP00000011691	ENSORLP00000012029
ENSMGAP00000012476	ENSORLP00000015675
ENSMGAP00000009405	ENSORLP00000007354
ENSMGAP00000004918	ENSORLP00000017592
ENSMGAP00000006538	ENSORLP00000015032
ENSMGAP00000003983	ENSORLP00000004732
ENSMGAP00000015823	ENSORLP00000005569
ENSMGAP00000015771	ENSORLP00000025325
ENSMGAP00000015325	ENSORLP00000015617
ENSMGAP00000008786	ENSORLP00000016786
ENSMGAP00000004184	ENSORLP00000024637
ENSMGAP00000007273	ENSORLP00000006932
ENSMGAP00000014468	ENSORLP00000019302
ENSMGAP00000001261	ENSORLP00000018361
ENSMGAP00000002804	ENSORLP00000004738
ENSMGAP00000003848	ENSORLP00000025582
ENSMGAP00000013790	ENSORLP00000020606
ENSMGAP00000010433	ENSORLP00000006828
ENSMGAP00000007782	ENSORLP00000016667
ENSMGAP00000009887	ENSORLP00000006293
ENSMGAP00000003535	ENSORLP00000008333
ENSMGAP00000004518	ENSORLP00000021826
ENSMGAP00000007267	ENSORLP00000025483
ENSMGAP00000005341	ENSORLP00000013735
ENSMGAP00000011876	ENSORLP00000025020
ENSMGAP00000011185	ENSORLP00000015002
ENSMGAP00000006875	ENSORLP00000015746
ENSMGAP00000011645	ENSORLP00000024758
ENSMGAP00000016944	ENSORLP00000001254
ENSMGAP00000014516	ENSORLP00000011434
ENSMGAP00000004543	ENSORLP00000008564
ENSMGAP00000018227	ENSORLP00000001707
ENSMGAP00000017267	ENSORLP00000001661
ENSMGAP00000010195	ENSORLP00000008625
ENSMGAP00000002580	ENSORLP00000021194
ENSMGAP00000005866	ENSORLP00000009708
ENSMGAP00000008551	ENSORLP00000013488
ENSMGAP00000016606	ENSORLP00000021191
ENSMGAP00000019423	ENSORLP00000004048
ENSMGAP00000012240	ENSORLP00000020506
ENSMGAP00000015188	ENSORLP00000007038
ENSMGAP00000019261	ENSORLP00000015799
ENSMGAP00000011583	ENSORLP00000001157
ENSMGAP00000002771	ENSORLP00000019351
ENSMGAP00000016323	ENSORLP00000004727
ENSMGAP00000001393	ENSORLP00000005912
ENSMGAP00000010477	ENSORLP00000021640
ENSMGAP00000008167	ENSORLP00000016098
ENSMGAP00000003191	ENSORLP00000015448
ENSMGAP00000010769	ENSORLP00000004815
ENSMGAP00000013650	ENSORLP00000014942
ENSMGAP00000000220	ENSORLP00000002811
ENSMGAP00000014908	ENSORLP00000015357
ENSMGAP00000014963	ENSORLP00000015197
ENSMGAP00000004199	ENSORLP00000008034
ENSMGAP00000014023	ENSORLP00000025726
ENSMGAP00000001653	ENSORLP00000022786
ENSMGAP00000011884	ENSORLP00000009822
ENSMGAP00000006171	ENSORLP00000003877
ENSMGAP00000004430	ENSORLP00000025757
ENSMGAP00000011784	ENSORLP00000002262
ENSMGAP00000016731	ENSORLP00000006100
ENSMGAP00000009933	ENSORLP00000009750
ENSMGAP00000007416	ENSORLP00000011867
ENSMGAP00000010075	ENSORLP00000014060
ENSMGAP00000014306	ENSORLP00000022597
ENSMGAP00000012665	ENSORLP00000022646
ENSMGAP00000017787	ENSORLP00000012470
ENSMGAP00000009462	ENSORLP00000001696
ENSMGAP00000007053	ENSORLP00000007767
ENSMGAP00000014981	ENSORLP00000025074
ENSMGAP00000016769	ENSORLP00000021135
ENSMGAP00000002172	ENSORLP00000009869
ENSMGAP00000011847	ENSORLP00000025605
ENSMGAP00000012288	ENSORLP00000012228
ENSMGAP00000010721	ENSORLP00000015888
ENSMGAP00000005447	ENSORLP00000000334
ENSMGAP00000013302	ENSORLP00000020398
ENSMGAP00000001728	ENSORLP00000025242
ENSMGAP00000017925	ENSORLP00000019319
ENSMGAP00000003554	ENSORLP00000019920
ENSMGAP00000015370	ENSORLP00000005428
ENSMGAP00000005034	ENSORLP00000021557
ENSMGAP00000015804	ENSORLP00000025342
ENSMGAP00000003929	ENSORLP00000001970
ENSMGAP00000004001	ENSORLP00000011635
ENSMGAP00000007605	ENSORLP00000021221
ENSMGAP00000013667	ENSORLP00000022214
ENSMGAP00000006005	ENSORLP00000020811
ENSMGAP00000001303	ENSORLP00000021690
ENSMGAP00000016450	ENSORLP00000001827
ENSMGAP00000006773	ENSORLP00000012008
ENSMGAP00000010359	ENSORLP00000001576
ENSMGAP00000006986	ENSORLP00000010393
ENSMGAP00000010221	ENSORLP00000014500
ENSMGAP00000003423	ENSORLP00000023917
ENSMGAP00000007877	ENSORLP00000010988
ENSMGAP00000009397	ENSORLP00000014612
ENSMGAP00000011970	ENSORLP00000018583
ENSMGAP00000008203	ENSORLP00000010703
ENSMGAP00000000313	ENSORLP00000010169
ENSMGAP00000005532	ENSORLP00000012315
ENSMGAP00000015377	ENSORLP00000025429
ENSMGAP00000008174	ENSORLP00000021837
ENSMGAP00000004431	ENSORLP00000006378
ENSMGAP00000008960	ENSORLP00000016942
ENSMGAP00000015572	ENSORLP00000022318
ENSMGAP00000015067	ENSORLP00000011412
ENSMGAP00000016000	ENSORLP00000004233
ENSMGAP00000004519	ENSORLP00000017190
ENSMGAP00000004596	ENSORLP00000002847
ENSMGAP00000019844	ENSORLP00000025889
ENSMGAP00000008773	ENSORLP00000003689
ENSMGAP00000004507	ENSORLP00000005340
ENSMGAP00000009724	ENSORLP00000024261
ENSMGAP00000018060	ENSORLP00000013440
ENSMGAP00000007911	ENSORLP00000014305
ENSMGAP00000003776	ENSORLP00000010346
ENSMGAP00000009252	ENSORLP00000021431
ENSMGAP00000008888	ENSORLP00000004119
ENSMGAP00000002981	ENSORLP00000005424
ENSMGAP00000004488	ENSORLP00000025762
ENSMGAP00000005046	ENSORLP00000023215
ENSMGAP00000009800	ENSORLP00000010401
ENSMGAP00000000630	ENSORLP00000020888
ENSMGAP00000007059	ENSORLP00000006158
ENSMGAP00000011897	ENSORLP00000010281
ENSMGAP00000011163	ENSORLP00000016424
ENSMGAP00000004496	ENSORLP00000008110
ENSMGAP00000003467	ENSORLP00000017921
ENSMGAP00000005805	ENSORLP00000014640
ENSMGAP00000011770	ENSORLP00000010571
ENSMGAP00000006016	ENSORLP00000017687
ENSMGAP00000018671	ENSORLP00000013626
ENSMGAP00000005132	ENSORLP00000023408
ENSMGAP00000008445	ENSORLP00000018959
ENSMGAP00000012691	ENSORLP00000006926
ENSMGAP00000005551	ENSORLP00000011587
ENSMGAP00000009049	ENSORLP00000021798
ENSMGAP00000002323	ENSORLP00000005829
ENSMGAP00000001149	ENSORLP00000018876
ENSMGAP00000012547	ENSORLP00000016005
ENSMGAP00000011496	ENSORLP00000004046
ENSMGAP00000014486	ENSORLP00000019019
ENSMGAP00000013348	ENSORLP00000013501
ENSMGAP00000014240	ENSORLP00000019905
ENSMGAP00000016933	ENSORLP00000005704
ENSMGAP00000008764	ENSORLP00000018700
ENSMGAP00000013663	ENSORLP00000022207
ENSMGAP00000008863	ENSORLP00000003133
ENSMGAP00000008042	ENSORLP00000023804
ENSMGAP00000013427	ENSORLP00000025841
ENSMGAP00000003560	ENSORLP00000019238
ENSMGAP00000001156	ENSORLP00000004120
ENSMGAP00000009134	ENSORLP00000013504
ENSMGAP00000008698	ENSORLP00000007904
ENSMGAP00000002311	ENSORLP00000005840
ENSMGAP00000000578	ENSORLP00000003205
ENSMGAP00000011004	ENSORLP00000007751
ENSMGAP00000013359	ENSORLP00000000785
ENSMGAP00000014792	ENSORLP00000025269
ENSMGAP00000001271	ENSORLP00000018796
ENSMGAP00000013159	ENSORLP00000022139
ENSMGAP00000011861	ENSORLP00000025608
ENSMGAP00000006270	ENSORLP00000015280
ENSMGAP00000010959	ENSORLP00000002923
ENSMGAP00000017380	ENSORLP00000014216
ENSMGAP00000007626	ENSORLP00000011928
ENSMGAP00000007215	ENSORLP00000023849
ENSMGAP00000009070	ENSORLP00000015941
ENSMGAP00000015454	ENSORLP00000025611
ENSMGAP00000002702	ENSORLP00000003909
ENSMGAP00000004505	ENSORLP00000016440
ENSMGAP00000011445	ENSORLP00000003473
ENSMGAP00000013811	ENSORLP00000013631
ENSMGAP00000018525	ENSORLP00000017024
ENSMGAP00000017619	ENSORLP00000010874
ENSMGAP00000007736	ENSORLP00000014374
ENSMGAP00000007980	ENSORLP00000014538
ENSMGAP00000004732	ENSORLP00000005147
ENSMGAP00000004291	ENSORLP00000006486
ENSMGAP00000005559	ENSORLP00000002931
ENSMGAP00000003231	ENSORLP00000020105
ENSMGAP00000010209	ENSORLP00000019239
ENSMGAP00000003040	ENSORLP00000007736
ENSMGAP00000006029	ENSORLP00000002365
ENSMGAP00000010067	ENSORLP00000009238
ENSMGAP00000001439	ENSORLP00000015305
ENSMGAP00000006012	ENSORLP00000019601
ENSMGAP00000014131	ENSORLP00000011178
ENSMGAP00000009945	ENSORLP00000003098
ENSMGAP00000015266	ENSORLP00000009110
ENSMGAP00000009877	ENSORLP00000001043
ENSMGAP00000008478	ENSORLP00000001112
ENSMGAP00000005708	ENSORLP00000015401
ENSMGAP00000015179	ENSORLP00000007057
ENSMGAP00000012766	ENSORLP00000005614
ENSMGAP00000013290	ENSORLP00000016810
ENSMGAP00000002352	ENSORLP00000011471
ENSMGAP00000018930	ENSORLP00000009747
ENSMGAP00000018930	ENSORLP00000000004
ENSMGAP00000001711	ENSORLP00000009797
ENSMGAP00000010157	ENSORLP00000010208
ENSMGAP00000017691	ENSORLP00000017041
ENSMGAP00000012466	ENSORLP00000012466
ENSMGAP00000015848	ENSORLP00000006844
ENSMGAP00000000077	ENSORLP00000003309
ENSMGAP00000016397	ENSORLP00000001071
ENSMGAP00000002184	ENSORLP00000007264
ENSMGAP00000008488	ENSORLP00000017361
ENSMGAP00000011266	ENSORLP00000007298
ENSMGAP00000006402	ENSORLP00000012005
ENSMGAP00000007725	ENSORLP00000002105
ENSMGAP00000014408	ENSORLP00000022429
ENSMGAP00000006284	ENSORLP00000006448
ENSMGAP00000014307	ENSORLP00000022576
ENSMGAP00000015115	ENSORLP00000010829
ENSMGAP00000010403	ENSORLP00000009368
ENSMGAP00000007987	ENSORLP00000011725
ENSMGAP00000000971	ENSORLP00000019026
ENSMGAP00000008261	ENSORLP00000010743
ENSMGAP00000001101	ENSORLP00000021944
ENSMGAP00000000658	ENSORLP00000001577
ENSMGAP00000003193	ENSORLP00000018219
ENSMGAP00000013180	ENSORLP00000017951
ENSMGAP00000015168	ENSORLP00000025322
ENSMGAP00000014190	ENSORLP00000011678
ENSMGAP00000011200	ENSORLP00000008354
ENSMGAP00000012716	ENSORLP00000019252
ENSMGAP00000004286	ENSORLP00000019359
ENSMGAP00000015921	ENSORLP00000007124
ENSMGAP00000004686	ENSORLP00000012870
ENSMGAP00000012293	ENSORLP00000007034
ENSMGAP00000012293	ENSORLP00000007487
ENSMGAP00000012567	ENSORLP00000015932
ENSMGAP00000004825	ENSORLP00000009315
ENSMGAP00000011895	ENSORLP00000020867
ENSMGAP00000016932	ENSORLP00000011564
ENSMGAP00000016932	ENSORLP00000019894
ENSMGAP00000003006	ENSORLP00000024800
ENSMGAP00000012247	ENSORLP00000007077
ENSMGAP00000014607	ENSORLP00000024904
ENSMGAP00000009385	ENSORLP00000006482
ENSMGAP00000003174	ENSORLP00000019911
ENSMGAP00000019511	ENSORLP00000020745
ENSMGAP00000008676	ENSORLP00000001781
ENSMGAP00000001216	ENSORLP00000005587
ENSMGAP00000002542	ENSORLP00000013383
ENSMGAP00000005695	ENSORLP00000010739
ENSMGAP00000004331	ENSORLP00000009562
ENSMGAP00000009432	ENSORLP00000012180
ENSMGAP00000000274	ENSORLP00000024584
ENSMGAP00000010744	ENSORLP00000023411
ENSMGAP00000003117	ENSORLP00000006062
ENSMGAP00000001476	ENSORLP00000019163
ENSMGAP00000013721	ENSORLP00000018661
ENSMGAP00000013725	ENSORLP00000010478
ENSMGAP00000013048	ENSORLP00000013461
ENSMGAP00000014676	ENSORLP00000000093
ENSMGAP00000000554	ENSORLP00000017161
ENSMGAP00000001646	ENSORLP00000001375
ENSMGAP00000019711	ENSORLP00000009986
ENSMGAP00000006977	ENSORLP00000009658
ENSMGAP00000001435	ENSORLP00000013549
ENSMGAP00000009095	ENSORLP00000008551
ENSMGAP00000014946	ENSORLP00000015108
ENSMGAP00000007197	ENSORLP00000019348
ENSMGAP00000006159	ENSORLP00000024219
ENSMGAP00000010454	ENSORLP00000020909
ENSMGAP00000016670	ENSORLP00000014530
ENSMGAP00000014489	ENSORLP00000012053
ENSMGAP00000000425	ENSORLP00000011996
ENSMGAP00000002124	ENSORLP00000022031
ENSMGAP00000002164	ENSORLP00000023285
ENSMGAP00000017243	ENSORLP00000022377
ENSMGAP00000005654	ENSORLP00000022926
ENSMGAP00000013323	ENSORLP00000019531
ENSMGAP00000003562	ENSORLP00000016412
ENSMGAP00000001669	ENSORLP00000002720
ENSMGAP00000001104	ENSORLP00000006563
ENSMGAP00000016393	ENSORLP00000009690
ENSMGAP00000008620	ENSORLP00000016302
ENSMGAP00000003958	ENSORLP00000007190
ENSMGAP00000007237	ENSORLP00000017467
ENSMGAP00000014373	ENSORLP00000022505
ENSMGAP00000008999	ENSORLP00000018271
ENSMGAP00000012710	ENSORLP00000005159
ENSMGAP00000007765	ENSORLP00000024521
ENSMGAP00000007765	ENSORLP00000023018
ENSMGAP00000017839	ENSORLP00000017219
ENSMGAP00000014179	ENSORLP00000013189
ENSMGAP00000010888	ENSORLP00000007425
ENSMGAP00000015443	ENSORLP00000025805
ENSMGAP00000016614	ENSORLP00000017040
ENSMGAP00000013143	ENSORLP00000005671
ENSMGAP00000010129	ENSORLP00000003950
ENSMGAP00000003979	ENSORLP00000001553
ENSMGAP00000012865	ENSORLP00000014642
ENSMGAP00000013453	ENSORLP00000020691
ENSMGAP00000003162	ENSORLP00000008403
ENSMGAP00000017072	ENSORLP00000004242
ENSMGAP00000004024	ENSORLP00000019089
ENSMGAP00000000365	ENSORLP00000005982
ENSMGAP00000001918	ENSORLP00000007862
ENSMGAP00000001031	ENSORLP00000025039
ENSMGAP00000013195	ENSORLP00000017889
ENSMGAP00000007493	ENSORLP00000017431
ENSMGAP00000010839	ENSORLP00000021453
ENSMGAP00000007063	ENSORLP00000005889
ENSMGAP00000007858	ENSORLP00000000507
ENSMGAP00000013428	ENSORLP00000020906
ENSMGAP00000003756	ENSORLP00000007738
ENSMGAP00000001067	ENSORLP00000008542
ENSMGAP00000009509	ENSORLP00000023430
ENSMGAP00000012040	ENSORLP00000002229
ENSMGAP00000010971	ENSORLP00000024792
ENSMGAP00000014096	ENSORLP00000020532
ENSMGAP00000016846	ENSORLP00000010285
ENSMGAP00000001103	ENSORLP00000024055
ENSMGAP00000013064	ENSORLP00000013365
ENSMGAP00000009478	ENSORLP00000025246
ENSMGAP00000012052	ENSORLP00000014007
ENSMGAP00000008454	ENSORLP00000021606
ENSMGAP00000000279	ENSORLP00000016298
ENSMGAP00000001841	ENSORLP00000020219
ENSMGAP00000012843	ENSORLP00000013474
ENSMGAP00000006741	ENSORLP00000010934
ENSMGAP00000000671	ENSORLP00000005454
ENSMGAP00000012780	ENSORLP00000018346
ENSMGAP00000002613	ENSORLP00000013707
ENSMGAP00000019565	ENSORLP00000018348
ENSMGAP00000013280	ENSORLP00000007839
ENSMGAP00000013876	ENSORLP00000022793
ENSMGAP00000009041	ENSORLP00000013733
ENSMGAP00000011527	ENSORLP00000025496
ENSMGAP00000010802	ENSORLP00000015668
ENSMGAP00000006582	ENSORLP00000005642
ENSMGAP00000002332	ENSORLP00000010924
ENSMGAP00000006572	ENSORLP00000003732
ENSMGAP00000010047	ENSORLP00000022712
ENSMGAP00000004031	ENSORLP00000014418
ENSMGAP00000017022	ENSORLP00000013183
ENSMGAP00000014554	ENSORLP00000013006
ENSMGAP00000015710	ENSORLP00000015601
ENSMGAP00000001902	ENSORLP00000009484
ENSMGAP00000001726	ENSORLP00000021118
ENSMGAP00000015531	ENSORLP00000017639
ENSMGAP00000018900	ENSORLP00000013324
ENSMGAP00000012141	ENSORLP00000011911
ENSMGAP00000006093	ENSORLP00000015131
ENSMGAP00000003542	ENSORLP00000019691
ENSMGAP00000019092	ENSORLP00000014389
ENSMGAP00000002759	ENSORLP00000008507
ENSMGAP00000006667	ENSORLP00000014380
ENSMGAP00000001340	ENSORLP00000000980
ENSMGAP00000019107	ENSORLP00000000129
ENSMGAP00000017850	ENSORLP00000014439
ENSMGAP00000010976	ENSORLP00000025836
ENSMGAP00000013764	ENSORLP00000009567
ENSMGAP00000001991	ENSORLP00000007834
ENSMGAP00000003764	ENSORLP00000006842
ENSMGAP00000010436	ENSORLP00000009310
ENSMGAP00000014776	ENSORLP00000017407
ENSMGAP00000007266	ENSORLP00000010529
ENSMGAP00000013020	ENSORLP00000003013
ENSMGAP00000003513	ENSORLP00000019213
ENSMGAP00000012969	ENSORLP00000025788
ENSMGAP00000007016	ENSORLP00000018376
ENSMGAP00000002111	ENSORLP00000007800
ENSMGAP00000010461	ENSORLP00000001105
ENSMGAP00000011612	ENSORLP00000006787
ENSMGAP00000014464	ENSORLP00000018567
ENSMGAP00000008666	ENSORLP00000008529
ENSMGAP00000003152	ENSORLP00000019794
ENSMGAP00000011366	ENSORLP00000015062
ENSMGAP00000009283	ENSORLP00000019741
ENSMGAP00000013347	ENSORLP00000006241
ENSMGAP00000013347	ENSORLP00000000795
ENSMGAP00000004384	ENSORLP00000015664
ENSMGAP00000013606	ENSORLP00000018096
ENSMGAP00000007472	ENSORLP00000012754
ENSMGAP00000019236	ENSORLP00000016926
ENSMGAP00000000852	ENSORLP00000021530
ENSMGAP00000014791	ENSORLP00000025270
ENSMGAP00000000912	ENSORLP00000004705
ENSMGAP00000012092	ENSORLP00000010050
ENSMGAP00000010969	ENSORLP00000005871
ENSMGAP00000004337	ENSORLP00000011668
ENSMGAP00000007816	ENSORLP00000001578
ENSMGAP00000013277	ENSORLP00000019179
ENSMGAP00000000362	ENSORLP00000012145
ENSMGAP00000007070	ENSORLP00000019743
ENSMGAP00000015291	ENSORLP00000004609
ENSMGAP00000001075	ENSORLP00000001041
ENSMGAP00000006940	ENSORLP00000022334
