ENSDARP00000074624	ENSP00000262384
ENSDARP00000118365	ENSP00000369786
ENSDARP00000101840	ENSP00000380251
ENSDARP00000085896	ENSP00000247933
ENSDARP00000116965	ENSP00000245816
ENSDARP00000105445	ENSP00000332646
ENSDARP00000091646	ENSP00000432305
ENSDARP00000098205	ENSP00000471454
ENSDARP00000121048	ENSP00000361092
ENSDARP00000050905	ENSP00000292616
ENSDARP00000059399	ENSP00000445446
ENSDARP00000006379	ENSP00000253079
ENSDARP00000041381	ENSP00000362869
ENSDARP00000063543	ENSP00000338990
ENSDARP00000021095	ENSP00000250495
ENSDARP00000125914	ENSP00000322832
ENSDARP00000053200	ENSP00000403852
ENSDARP00000118380	ENSP00000219400
ENSDARP00000076889	ENSP00000354553
ENSDARP00000061188	ENSP00000242729
ENSDARP00000072730	ENSP00000220597
ENSDARP00000036480	ENSP00000359339
ENSDARP00000104255	ENSP00000349296
ENSDARP00000098771	ENSP00000335201
ENSDARP00000099103	ENSP00000368688
ENSDARP00000027560	ENSP00000415556
ENSDARP00000128177	ENSP00000329860
ENSDARP00000093404	ENSP00000356988
ENSDARP00000122683	ENSP00000310375
ENSDARP00000085122	ENSP00000339637
ENSDARP00000102439	ENSP00000452773
ENSDARP00000041750	ENSP00000013807
ENSDARP00000036413	ENSP00000382327
ENSDARP00000077572	ENSP00000250156
ENSDARP00000047911	ENSP00000156109
ENSDARP00000066896	ENSP00000328088
ENSDARP00000026288	ENSP00000357901
ENSDARP00000012519	ENSP00000366006
ENSDARP00000107938	ENSP00000378736
ENSDARP00000104465	ENSP00000288502
ENSDARP00000102386	ENSP00000379226
ENSDARP00000104175	ENSP00000315635
ENSDARP00000104860	ENSP00000362392
ENSDARP00000040722	ENSP00000288607
ENSDARP00000108947	ENSP00000375907
ENSDARP00000105610	ENSP00000430598
ENSDARP00000094420	ENSP00000371805
ENSDARP00000056671	ENSP00000420037
ENSDARP00000119789	ENSP00000330361
ENSDARP00000002453	ENSP00000310448
ENSDARP00000120933	ENSP00000308944
ENSDARP00000006590	ENSP00000220659
ENSDARP00000109973	ENSP00000323076
ENSDARP00000090572	ENSP00000383063
ENSDARP00000114091	ENSP00000383063
ENSDARP00000098454	ENSP00000318222
ENSDARP00000105154	ENSP00000360492
ENSDARP00000109550	ENSP00000337065
ENSDARP00000052344	ENSP00000341268
ENSDARP00000085532	ENSP00000233331
ENSDARP00000111165	ENSP00000287078
ENSDARP00000025585	ENSP00000357051
ENSDARP00000096469	ENSP00000331849
ENSDARP00000075747	ENSP00000329360
ENSDARP00000098404	ENSP00000326110
ENSDARP00000002941	ENSP00000415430
ENSDARP00000127643	ENSP00000328079
ENSDARP00000119099	ENSP00000219431
ENSDARP00000036675	ENSP00000431808
ENSDARP00000084449	ENSP00000376349
ENSDARP00000107217	ENSP00000389427
ENSDARP00000029445	ENSP00000380495
ENSDARP00000020801	ENSP00000323275
ENSDARP00000011317	ENSP00000398882
ENSDARP00000055955	ENSP00000345974
ENSDARP00000090196	ENSP00000265239
ENSDARP00000116390	ENSP00000290953
ENSDARP00000126690	ENSP00000272342
ENSDARP00000052358	ENSP00000259895
ENSDARP00000116032	ENSP00000309792
ENSDARP00000105301	ENSP00000226105
ENSDARP00000027408	ENSP00000312624
ENSDARP00000017787	ENSP00000457352
ENSDARP00000037977	ENSP00000294258
ENSDARP00000103987	ENSP00000280245
ENSDARP00000058464	ENSP00000371770
ENSDARP00000105647	ENSP00000371770
ENSDARP00000059242	ENSP00000332681
ENSDARP00000028805	ENSP00000364749
ENSDARP00000114281	ENSP00000317579
ENSDARP00000049367	ENSP00000327832
ENSDARP00000022333	ENSP00000344572
ENSDARP00000102748	ENSP00000324741
ENSDARP00000055766	ENSP00000301727
ENSDARP00000087555	ENSP00000424191
ENSDARP00000058382	ENSP00000222284
ENSDARP00000104104	ENSP00000307975
ENSDARP00000116717	ENSP00000377170
ENSDARP00000067289	ENSP00000273968
ENSDARP00000106951	ENSP00000368119
ENSDARP00000045893	ENSP00000221486
ENSDARP00000123627	ENSP00000446205
ENSDARP00000054802	ENSP00000378050
ENSDARP00000105519	ENSP00000247970
ENSDARP00000103948	ENSP00000297562
ENSDARP00000127826	ENSP00000304713
ENSDARP00000117450	ENSP00000295958
ENSDARP00000002939	ENSP00000332404
ENSDARP00000044811	ENSP00000333283
ENSDARP00000124168	ENSP00000357452
ENSDARP00000097435	ENSP00000302552
ENSDARP00000120675	ENSP00000412922
ENSDARP00000077509	ENSP00000264434
ENSDARP00000115951	ENSP00000468778
ENSDARP00000111049	ENSP00000369962
ENSDARP00000117822	ENSP00000369962
ENSDARP00000128458	ENSP00000316598
ENSDARP00000128017	ENSP00000406164
ENSDARP00000104449	ENSP00000216223
ENSDARP00000067842	ENSP00000288757
ENSDARP00000103037	ENSP00000376445
ENSDARP00000082858	ENSP00000221455
ENSDARP00000060468	ENSP00000321706
ENSDARP00000110117	ENSP00000367229
ENSDARP00000056934	ENSP00000302783
ENSDARP00000078007	ENSP00000465432
ENSDARP00000093415	ENSP00000313759
ENSDARP00000100959	ENSP00000330075
ENSDARP00000105452	ENSP00000363668
ENSDARP00000119705	ENSP00000306157
ENSDARP00000121908	ENSP00000313034
ENSDARP00000107837	ENSP00000343636
ENSDARP00000110663	ENSP00000434847
ENSDARP00000028787	ENSP00000457016
ENSDARP00000085284	ENSP00000292778
ENSDARP00000043451	ENSP00000373485
ENSDARP00000031379	ENSP00000314343
ENSDARP00000080840	ENSP00000352734
ENSDARP00000025246	ENSP00000350704
ENSDARP00000064392	ENSP00000239878
ENSDARP00000096307	ENSP00000300714
ENSDARP00000038408	ENSP00000367910
ENSDARP00000017551	ENSP00000320303
ENSDARP00000025210	ENSP00000255631
ENSDARP00000098911	ENSP00000354762
ENSDARP00000128959	ENSP00000354762
ENSDARP00000104114	ENSP00000303208
ENSDARP00000124884	ENSP00000313422
ENSDARP00000079298	ENSP00000368869
ENSDARP00000120776	ENSP00000457810
ENSDARP00000118487	ENSP00000473755
ENSDARP00000118984	ENSP00000450310
ENSDARP00000105049	ENSP00000377971
ENSDARP00000099588	ENSP00000442563
ENSDARP00000127203	ENSP00000437532
ENSDARP00000062428	ENSP00000252505
ENSDARP00000004190	ENSP00000351644
ENSDARP00000017410	ENSP00000346173
ENSDARP00000092768	ENSP00000309463
ENSDARP00000006492	ENSP00000372482
ENSDARP00000016855	ENSP00000412894
ENSDARP00000090552	ENSP00000468025
ENSDARP00000113540	ENSP00000455026
ENSDARP00000102497	ENSP00000429275
ENSDARP00000127758	ENSP00000429275
ENSDARP00000105589	ENSP00000221671
ENSDARP00000103164	ENSP00000374234
ENSDARP00000073711	ENSP00000254803
ENSDARP00000057296	ENSP00000361548
ENSDARP00000112479	ENSP00000401980
ENSDARP00000129789	ENSP00000287437
ENSDARP00000019235	ENSP00000337850
ENSDARP00000075084	ENSP00000256010
ENSDARP00000091479	ENSP00000296597
ENSDARP00000111045	ENSP00000376946
ENSDARP00000112838	ENSP00000341610
ENSDARP00000070154	ENSP00000337513
ENSDARP00000098832	ENSP00000368152
ENSDARP00000058019	ENSP00000247815
ENSDARP00000073155	ENSP00000333697
ENSDARP00000115493	ENSP00000333697
ENSDARP00000031386	ENSP00000377118
ENSDARP00000033279	ENSP00000330721
ENSDARP00000082342	ENSP00000363984
ENSDARP00000068947	ENSP00000325958
ENSDARP00000114472	ENSP00000414786
ENSDARP00000055251	ENSP00000270502
ENSDARP00000054005	ENSP00000368127
ENSDARP00000096230	ENSP00000386563
ENSDARP00000090421	ENSP00000328133
ENSDARP00000091714	ENSP00000361923
ENSDARP00000103891	ENSP00000366970
ENSDARP00000097605	ENSP00000366970
ENSDARP00000026630	ENSP00000367952
ENSDARP00000018714	ENSP00000351100
ENSDARP00000104440	ENSP00000300091
ENSDARP00000106394	ENSP00000380702
ENSDARP00000063862	ENSP00000471455
ENSDARP00000055247	ENSP00000245812
ENSDARP00000093996	ENSP00000295682
ENSDARP00000088643	ENSP00000379869
ENSDARP00000021167	ENSP00000303452
ENSDARP00000112315	ENSP00000352928
ENSDARP00000043608	ENSP00000376799
ENSDARP00000102458	ENSP00000368318
ENSDARP00000075821	ENSP00000367462
ENSDARP00000047012	ENSP00000418401
ENSDARP00000102863	ENSP00000264771
ENSDARP00000128488	ENSP00000342356
ENSDARP00000091231	ENSP00000353854
ENSDARP00000057527	ENSP00000358953
ENSDARP00000036819	ENSP00000357069
ENSDARP00000064364	ENSP00000355623
ENSDARP00000105998	ENSP00000419370
ENSDARP00000092432	ENSP00000254079
ENSDARP00000100334	ENSP00000326846
ENSDARP00000121330	ENSP00000249064
ENSDARP00000111660	ENSP00000401597
ENSDARP00000111824	ENSP00000253237
ENSDARP00000099890	ENSP00000359401
ENSDARP00000101563	ENSP00000293404
ENSDARP00000109643	ENSP00000380531
ENSDARP00000074046	ENSP00000310182
ENSDARP00000129519	ENSP00000367193
ENSDARP00000094552	ENSP00000238379
ENSDARP00000022916	ENSP00000475473
ENSDARP00000018961	ENSP00000406327
ENSDARP00000052648	ENSP00000386878
ENSDARP00000126587	ENSP00000268711
ENSDARP00000072634	ENSP00000332389
ENSDARP00000122505	ENSP00000247665
ENSDARP00000070141	ENSP00000321691
ENSDARP00000089108	ENSP00000298546
ENSDARP00000029247	ENSP00000222224
ENSDARP00000103808	ENSP00000246041
ENSDARP00000125718	ENSP00000343298
ENSDARP00000068138	ENSP00000472836
ENSDARP00000105776	ENSP00000274897
ENSDARP00000065210	ENSP00000360327
ENSDARP00000105262	ENSP00000344331
ENSDARP00000109297	ENSP00000418086
ENSDARP00000101988	ENSP00000372394
ENSDARP00000116545	ENSP00000454153
ENSDARP00000114895	ENSP00000328729
ENSDARP00000121121	ENSP00000300557
ENSDARP00000119908	ENSP00000300557
ENSDARP00000101960	ENSP00000419417
ENSDARP00000123731	ENSP00000332809
ENSDARP00000044124	ENSP00000229281
ENSDARP00000036626	ENSP00000280200
ENSDARP00000047014	ENSP00000259229
ENSDARP00000014514	ENSP00000443476
ENSDARP00000103685	ENSP00000270066
ENSDARP00000118967	ENSP00000384006
ENSDARP00000116139	ENSP00000406026
ENSDARP00000112176	ENSP00000339830
ENSDARP00000097767	ENSP00000405674
ENSDARP00000059052	ENSP00000367439
ENSDARP00000078063	ENSP00000448665
ENSDARP00000051296	ENSP00000296776
ENSDARP00000057347	ENSP00000243786
ENSDARP00000058055	ENSP00000369682
ENSDARP00000124599	ENSP00000328182
ENSDARP00000114080	ENSP00000361577
ENSDARP00000067379	ENSP00000362507
ENSDARP00000126536	ENSP00000335325
ENSDARP00000096444	ENSP00000356560
ENSDARP00000114898	ENSP00000356560
ENSDARP00000091074	ENSP00000312318
ENSDARP00000028630	ENSP00000222008
ENSDARP00000052168	ENSP00000386439
ENSDARP00000104905	ENSP00000306407
ENSDARP00000104986	ENSP00000389810
ENSDARP00000120361	ENSP00000411268
ENSDARP00000107951	ENSP00000431374
ENSDARP00000052711	ENSP00000331313
ENSDARP00000090162	ENSP00000360803
ENSDARP00000051197	ENSP00000290130
ENSDARP00000060954	ENSP00000307852
ENSDARP00000126126	ENSP00000344129
ENSDARP00000041548	ENSP00000257940
ENSDARP00000127991	ENSP00000436607
ENSDARP00000014491	ENSP00000261623
ENSDARP00000091469	ENSP00000355299
ENSDARP00000122996	ENSP00000220514
ENSDARP00000120100	ENSP00000299440
ENSDARP00000127109	ENSP00000268314
ENSDARP00000117470	ENSP00000464330
ENSDARP00000089681	ENSP00000263468
ENSDARP00000087736	ENSP00000259953
ENSDARP00000058247	ENSP00000320649
ENSDARP00000098216	ENSP00000411584
ENSDARP00000064149	ENSP00000229903
ENSDARP00000087423	ENSP00000296333
ENSDARP00000005533	ENSP00000476140
ENSDARP00000054336	ENSP00000366628
ENSDARP00000075886	ENSP00000217173
ENSDARP00000063716	ENSP00000355692
ENSDARP00000069636	ENSP00000281471
ENSDARP00000109477	ENSP00000308727
ENSDARP00000115972	ENSP00000332823
ENSDARP00000076652	ENSP00000363530
ENSDARP00000117847	ENSP00000382828
ENSDARP00000070991	ENSP00000322524
ENSDARP00000124274	ENSP00000264717
ENSDARP00000120241	ENSP00000299328
ENSDARP00000128202	ENSP00000265643
ENSDARP00000109915	ENSP00000329213
ENSDARP00000110522	ENSP00000375849
ENSDARP00000119803	ENSP00000457205
ENSDARP00000073820	ENSP00000221573
ENSDARP00000118018	ENSP00000288014
ENSDARP00000112089	ENSP00000324775
ENSDARP00000087874	ENSP00000354632
ENSDARP00000012805	ENSP00000438273
ENSDARP00000068045	ENSP00000388320
ENSDARP00000100727	ENSP00000444210
ENSDARP00000129539	ENSP00000417841
ENSDARP00000115913	ENSP00000318982
ENSDARP00000054069	ENSP00000361032
ENSDARP00000067178	ENSP00000380466
ENSDARP00000093077	ENSP00000367817
ENSDARP00000129667	ENSP00000450444
ENSDARP00000059016	ENSP00000365318
ENSDARP00000100437	ENSP00000431759
ENSDARP00000101629	ENSP00000371388
ENSDARP00000088249	ENSP00000332103
ENSDARP00000099663	ENSP00000361667
ENSDARP00000119256	ENSP00000330730
ENSDARP00000109990	ENSP00000265462
ENSDARP00000055307	ENSP00000262265
ENSDARP00000064804	ENSP00000364737
ENSDARP00000113627	ENSP00000357384
ENSDARP00000107706	ENSP00000299340
ENSDARP00000110325	ENSP00000324651
ENSDARP00000081879	ENSP00000379667
ENSDARP00000004281	ENSP00000442688
ENSDARP00000086444	ENSP00000340474
ENSDARP00000100433	ENSP00000252723
ENSDARP00000097597	ENSP00000360323
ENSDARP00000063522	ENSP00000302111
ENSDARP00000054688	ENSP00000304676
ENSDARP00000102959	ENSP00000324901
ENSDARP00000127770	ENSP00000359018
ENSDARP00000111991	ENSP00000419457
ENSDARP00000100739	ENSP00000363322
ENSDARP00000094226	ENSP00000402297
ENSDARP00000117327	ENSP00000402297
ENSDARP00000090527	ENSP00000269967
ENSDARP00000087872	ENSP00000354876
ENSDARP00000125622	ENSP00000455265
ENSDARP00000090899	ENSP00000310459
ENSDARP00000100925	ENSP00000254337
ENSDARP00000114854	ENSP00000382218
ENSDARP00000128738	ENSP00000358753
ENSDARP00000087881	ENSP00000354554
ENSDARP00000051134	ENSP00000380322
ENSDARP00000057051	ENSP00000335557
ENSDARP00000127625	ENSP00000401477
ENSDARP00000095167	ENSP00000364813
ENSDARP00000122175	ENSP00000301327
ENSDARP00000018399	ENSP00000272139
ENSDARP00000126922	ENSP00000364260
ENSDARP00000046158	ENSP00000288048
ENSDARP00000099025	ENSP00000413163
ENSDARP00000075234	ENSP00000219454
ENSDARP00000123066	ENSP00000271843
ENSDARP00000069992	ENSP00000298352
ENSDARP00000068402	ENSP00000308620
ENSDARP00000099807	ENSP00000356444
ENSDARP00000043665	ENSP00000305193
ENSDARP00000087879	ENSP00000354813
ENSDARP00000114819	ENSP00000325301
ENSDARP00000014999	ENSP00000346931
ENSDARP00000129489	ENSP00000262109
ENSDARP00000123314	ENSP00000283006
ENSDARP00000115603	ENSP00000382474
ENSDARP00000116796	ENSP00000308699
ENSDARP00000091417	ENSP00000308699
ENSDARP00000124651	ENSP00000342676
ENSDARP00000087123	ENSP00000353660
ENSDARP00000101455	ENSP00000295131
ENSDARP00000099646	ENSP00000382646
ENSDARP00000091379	ENSP00000342254
ENSDARP00000127658	ENSP00000424951
ENSDARP00000064232	ENSP00000326267
ENSDARP00000109690	ENSP00000329380
ENSDARP00000092541	ENSP00000321179
ENSDARP00000087875	ENSP00000354982
ENSDARP00000066555	ENSP00000380286
ENSDARP00000100883	ENSP00000386607
ENSDARP00000128968	ENSP00000452793
ENSDARP00000106876	ENSP00000316628
ENSDARP00000084846	ENSP00000319597
ENSDARP00000126886	ENSP00000253794
ENSDARP00000077208	ENSP00000380635
ENSDARP00000108176	ENSP00000358045
ENSDARP00000109816	ENSP00000358045
ENSDARP00000111501	ENSP00000399475
ENSDARP00000048822	ENSP00000224181
ENSDARP00000076009	ENSP00000365433
ENSDARP00000052897	ENSP00000336661
ENSDARP00000102869	ENSP00000324672
ENSDARP00000082632	ENSP00000334974
ENSDARP00000105219	ENSP00000334974
ENSDARP00000084113	ENSP00000403104
ENSDARP00000128211	ENSP00000375840
ENSDARP00000111034	ENSP00000322396
ENSDARP00000113946	ENSP00000376945
ENSDARP00000093941	ENSP00000342015
ENSDARP00000118700	ENSP00000362888
ENSDARP00000062857	ENSP00000362888
ENSDARP00000113320	ENSP00000418661
ENSDARP00000073053	ENSP00000360660
ENSDARP00000098274	ENSP00000360660
ENSDARP00000013437	ENSP00000360498
ENSDARP00000102657	ENSP00000347919
ENSDARP00000104675	ENSP00000237353
ENSDARP00000105222	ENSP00000237353
ENSDARP00000110656	ENSP00000252486
ENSDARP00000058964	ENSP00000252486
ENSDARP00000056628	ENSP00000439056
ENSDARP00000128043	ENSP00000322170
ENSDARP00000055413	ENSP00000331106
ENSDARP00000100335	ENSP00000377504
ENSDARP00000090818	ENSP00000355306
ENSDARP00000012989	ENSP00000294811
ENSDARP00000121110	ENSP00000279206
ENSDARP00000063695	ENSP00000369518
ENSDARP00000103177	ENSP00000279168
ENSDARP00000100167	ENSP00000454804
ENSDARP00000054333	ENSP00000338607
ENSDARP00000116542	ENSP00000338607
ENSDARP00000062108	ENSP00000370215
ENSDARP00000127949	ENSP00000446830
ENSDARP00000107756	ENSP00000304956
ENSDARP00000100417	ENSP00000304956
ENSDARP00000098753	ENSP00000324204
ENSDARP00000087871	ENSP00000354499
ENSDARP00000122067	ENSP00000301671
ENSDARP00000054709	ENSP00000302478
ENSDARP00000091593	ENSP00000378195
ENSDARP00000088395	ENSP00000194214
ENSDARP00000006646	ENSP00000324792
ENSDARP00000100791	ENSP00000316609
ENSDARP00000107936	ENSP00000361980
ENSDARP00000121280	ENSP00000396896
ENSDARP00000104159	ENSP00000307129
ENSDARP00000081101	ENSP00000295268
ENSDARP00000115287	ENSP00000343118
ENSDARP00000096258	ENSP00000309561
ENSDARP00000083775	ENSP00000356951
ENSDARP00000109847	ENSP00000235332
ENSDARP00000119580	ENSP00000310726
ENSDARP00000051530	ENSP00000299732
ENSDARP00000088485	ENSP00000299290
ENSDARP00000124126	ENSP00000349313
ENSDARP00000104293	ENSP00000330098
ENSDARP00000103510	ENSP00000443900
ENSDARP00000098301	ENSP00000233627
ENSDARP00000128007	ENSP00000380762
ENSDARP00000039210	ENSP00000316990
ENSDARP00000118485	ENSP00000329287
ENSDARP00000086702	ENSP00000355385
ENSDARP00000122568	ENSP00000386485
ENSDARP00000029972	ENSP00000465391
ENSDARP00000087878	ENSP00000354961
ENSDARP00000106528	ENSP00000469474
ENSDARP00000029816	ENSP00000279392
ENSDARP00000060897	ENSP00000276585
ENSDARP00000087880	ENSP00000354665
ENSDARP00000084349	ENSP00000335076
ENSDARP00000119170	ENSP00000377303
ENSDARP00000104260	ENSP00000359230
ENSDARP00000109836	ENSP00000408527
ENSDARP00000099916	ENSP00000321464
ENSDARP00000089060	ENSP00000301838
ENSDARP00000115588	ENSP00000168148
ENSDARP00000063567	ENSP00000264218
ENSDARP00000112388	ENSP00000370224
ENSDARP00000122282	ENSP00000429517
ENSDARP00000108496	ENSP00000376307
ENSDARP00000067930	ENSP00000299413
ENSDARP00000056864	ENSP00000366474
ENSDARP00000064374	ENSP00000403755
ENSDARP00000065024	ENSP00000328977
ENSDARP00000113874	ENSP00000006777
ENSDARP00000091517	ENSP00000402661
ENSDARP00000057676	ENSP00000340644
ENSDARP00000107038	ENSP00000369798
ENSDARP00000100247	ENSP00000447731
ENSDARP00000127633	ENSP00000369840
ENSDARP00000112403	ENSP00000369618
ENSDARP00000071497	ENSP00000334037
ENSDARP00000102399	ENSP00000240652
ENSDARP00000108929	ENSP00000300303
ENSDARP00000020123	ENSP00000331268
ENSDARP00000095322	ENSP00000293330
ENSDARP00000042272	ENSP00000293889
ENSDARP00000035010	ENSP00000415998
ENSDARP00000033200	ENSP00000415998
ENSDARP00000115136	ENSP00000323065
ENSDARP00000108470	ENSP00000427407
ENSDARP00000106985	ENSP00000365071
ENSDARP00000075599	ENSP00000215570
ENSDARP00000061424	ENSP00000355752
ENSDARP00000127484	ENSP00000299155
ENSDARP00000081997	ENSP00000257336
ENSDARP00000102151	ENSP00000312439
ENSDARP00000128581	ENSP00000380959
ENSDARP00000059871	ENSP00000292330
ENSDARP00000108781	ENSP00000442793
ENSDARP00000129769	ENSP00000333837
ENSDARP00000116374	ENSP00000421842
ENSDARP00000052870	ENSP00000304353
ENSDARP00000069975	ENSP00000391692
ENSDARP00000103805	ENSP00000382708
ENSDARP00000097696	ENSP00000329698
ENSDARP00000056518	ENSP00000348161
ENSDARP00000103969	ENSP00000230431
ENSDARP00000118059	ENSP00000325290
ENSDARP00000087876	ENSP00000355206
ENSDARP00000105834	ENSP00000260276
ENSDARP00000125904	ENSP00000291691
ENSDARP00000058384	ENSP00000358149
ENSDARP00000063816	ENSP00000276062
ENSDARP00000087870	ENSP00000355046
ENSDARP00000128695	ENSP00000400736
ENSDARP00000122168	ENSP00000333845
ENSDARP00000101303	ENSP00000412388
ENSDARP00000104025	ENSP00000412388
ENSDARP00000028280	ENSP00000399803
ENSDARP00000103823	ENSP00000331640
ENSDARP00000111760	ENSP00000309132
ENSDARP00000123136	ENSP00000365081
ENSDARP00000078381	ENSP00000317177
ENSDARP00000103065	ENSP00000423567
ENSDARP00000120551	ENSP00000353470
ENSDARP00000098546	ENSP00000216085
ENSDARP00000111981	ENSP00000337255
ENSDARP00000064887	ENSP00000273590
ENSDARP00000121630	ENSP00000253047
ENSDARP00000108836	ENSP00000332875
ENSDARP00000062374	ENSP00000356135
ENSDARP00000104692	ENSP00000307264
ENSDARP00000006375	ENSP00000334437
ENSDARP00000104895	ENSP00000362799
ENSDARP00000108717	ENSP00000369286
ENSDARP00000026509	ENSP00000299238
ENSDARP00000106158	ENSP00000368511
ENSDARP00000109636	ENSP00000259053
ENSDARP00000083446	ENSP00000256362
ENSDARP00000057163	ENSP00000374562
ENSDARP00000117866	ENSP00000290418
ENSDARP00000120384	ENSP00000310008
ENSDARP00000118626	ENSP00000319006
ENSDARP00000110613	ENSP00000425166
ENSDARP00000126646	ENSP00000398350
ENSDARP00000123345	ENSP00000329040
ENSDARP00000107590	ENSP00000242784
ENSDARP00000106252	ENSP00000387298
ENSDARP00000119975	ENSP00000379003
ENSDARP00000100113	ENSP00000436621
ENSDARP00000116578	ENSP00000355572
ENSDARP00000076825	ENSP00000303148
ENSDARP00000128982	ENSP00000314116
ENSDARP00000052341	ENSP00000304689
ENSDARP00000105599	ENSP00000417806
ENSDARP00000100971	ENSP00000385452
ENSDARP00000121717	ENSP00000252602
ENSDARP00000112208	ENSP00000450527
ENSDARP00000104396	ENSP00000382330
ENSDARP00000112171	ENSP00000465204
ENSDARP00000067113	ENSP00000353794
ENSDARP00000089406	ENSP00000305647
ENSDARP00000115351	ENSP00000295622
ENSDARP00000111012	ENSP00000325655
ENSDARP00000023226	ENSP00000357624
ENSDARP00000023772	ENSP00000357624
ENSDARP00000129487	ENSP00000367330
ENSDARP00000117032	ENSP00000361392
ENSDARP00000060904	ENSP00000259254
ENSDARP00000101285	ENSP00000304553
ENSDARP00000110106	ENSP00000400803
ENSDARP00000128306	ENSP00000467267
ENSDARP00000112004	ENSP00000237642
ENSDARP00000129304	ENSP00000310966
ENSDARP00000055854	ENSP00000373860
