ENSGACP00000003450	ENSMGAP00000004951
ENSGACP00000020397	ENSMGAP00000006850
ENSGACP00000011236	ENSMGAP00000005423
ENSGACP00000017746	ENSMGAP00000001365
ENSGACP00000025696	ENSMGAP00000008013
ENSGACP00000016201	ENSMGAP00000009773
ENSGACP00000008495	ENSMGAP00000010675
ENSGACP00000015450	ENSMGAP00000009809
ENSGACP00000022864	ENSMGAP00000009618
ENSGACP00000019704	ENSMGAP00000015463
ENSGACP00000021708	ENSMGAP00000003892
ENSGACP00000023475	ENSMGAP00000003892
ENSGACP00000025878	ENSMGAP00000002736
ENSGACP00000017553	ENSMGAP00000014786
ENSGACP00000011884	ENSMGAP00000006412
ENSGACP00000015866	ENSMGAP00000013630
ENSGACP00000008827	ENSMGAP00000009103
ENSGACP00000009345	ENSMGAP00000013222
ENSGACP00000011398	ENSMGAP00000002443
ENSGACP00000026478	ENSMGAP00000013794
ENSGACP00000012103	ENSMGAP00000013386
ENSGACP00000016128	ENSMGAP00000000844
ENSGACP00000017074	ENSMGAP00000010903
ENSGACP00000010836	ENSMGAP00000004703
ENSGACP00000007083	ENSMGAP00000009272
ENSGACP00000009570	ENSMGAP00000019763
ENSGACP00000009731	ENSMGAP00000004762
ENSGACP00000010405	ENSMGAP00000007010
ENSGACP00000011190	ENSMGAP00000014339
ENSGACP00000025567	ENSMGAP00000003677
ENSGACP00000014799	ENSMGAP00000007984
ENSGACP00000006141	ENSMGAP00000002816
ENSGACP00000009425	ENSMGAP00000004372
ENSGACP00000000967	ENSMGAP00000008255
ENSGACP00000026100	ENSMGAP00000001199
ENSGACP00000013541	ENSMGAP00000000749
ENSGACP00000002899	ENSMGAP00000013112
ENSGACP00000006510	ENSMGAP00000010134
ENSGACP00000027468	ENSMGAP00000001720
ENSGACP00000007846	ENSMGAP00000009437
ENSGACP00000008388	ENSMGAP00000015319
ENSGACP00000023616	ENSMGAP00000009360
ENSGACP00000026131	ENSMGAP00000012664
ENSGACP00000000970	ENSMGAP00000010371
ENSGACP00000019893	ENSMGAP00000013367
ENSGACP00000010790	ENSMGAP00000000841
ENSGACP00000009507	ENSMGAP00000000841
ENSGACP00000001565	ENSMGAP00000007888
ENSGACP00000017763	ENSMGAP00000007062
ENSGACP00000005229	ENSMGAP00000019299
ENSGACP00000003588	ENSMGAP00000001139
ENSGACP00000022749	ENSMGAP00000002956
ENSGACP00000009726	ENSMGAP00000014954
ENSGACP00000022975	ENSMGAP00000011034
ENSGACP00000015025	ENSMGAP00000001592
ENSGACP00000024476	ENSMGAP00000007680
ENSGACP00000023191	ENSMGAP00000012794
ENSGACP00000026249	ENSMGAP00000013808
ENSGACP00000013661	ENSMGAP00000008944
ENSGACP00000021472	ENSMGAP00000012079
ENSGACP00000018913	ENSMGAP00000012246
ENSGACP00000007641	ENSMGAP00000007456
ENSGACP00000027622	ENSMGAP00000003660
ENSGACP00000025216	ENSMGAP00000005743
ENSGACP00000006771	ENSMGAP00000009372
ENSGACP00000025071	ENSMGAP00000014633
ENSGACP00000009203	ENSMGAP00000012329
ENSGACP00000014761	ENSMGAP00000001788
ENSGACP00000018777	ENSMGAP00000014500
ENSGACP00000003410	ENSMGAP00000001519
ENSGACP00000013568	ENSMGAP00000015032
ENSGACP00000004673	ENSMGAP00000009356
ENSGACP00000002586	ENSMGAP00000014374
ENSGACP00000021687	ENSMGAP00000007167
ENSGACP00000010737	ENSMGAP00000004374
ENSGACP00000005672	ENSMGAP00000004162
ENSGACP00000003344	ENSMGAP00000017011
ENSGACP00000014758	ENSMGAP00000012190
ENSGACP00000011571	ENSMGAP00000001146
ENSGACP00000027274	ENSMGAP00000005701
ENSGACP00000018362	ENSMGAP00000015195
ENSGACP00000020801	ENSMGAP00000011739
ENSGACP00000006338	ENSMGAP00000001787
ENSGACP00000002775	ENSMGAP00000015461
ENSGACP00000012176	ENSMGAP00000016811
ENSGACP00000025400	ENSMGAP00000000796
ENSGACP00000005988	ENSMGAP00000003450
ENSGACP00000014320	ENSMGAP00000001633
ENSGACP00000006536	ENSMGAP00000019495
ENSGACP00000019448	ENSMGAP00000009564
ENSGACP00000016167	ENSMGAP00000013866
ENSGACP00000016704	ENSMGAP00000006297
ENSGACP00000004330	ENSMGAP00000015486
ENSGACP00000007665	ENSMGAP00000008998
ENSGACP00000021119	ENSMGAP00000000906
ENSGACP00000016378	ENSMGAP00000000906
ENSGACP00000018025	ENSMGAP00000015207
ENSGACP00000022468	ENSMGAP00000012265
ENSGACP00000014550	ENSMGAP00000007089
ENSGACP00000006955	ENSMGAP00000007749
ENSGACP00000012192	ENSMGAP00000015873
ENSGACP00000020368	ENSMGAP00000008043
ENSGACP00000004277	ENSMGAP00000000741
ENSGACP00000011274	ENSMGAP00000018535
ENSGACP00000015685	ENSMGAP00000011799
ENSGACP00000014391	ENSMGAP00000005123
ENSGACP00000027279	ENSMGAP00000008370
ENSGACP00000015710	ENSMGAP00000002959
ENSGACP00000009533	ENSMGAP00000004255
ENSGACP00000019715	ENSMGAP00000016171
ENSGACP00000002209	ENSMGAP00000015482
ENSGACP00000020081	ENSMGAP00000017266
ENSGACP00000024286	ENSMGAP00000012359
ENSGACP00000000645	ENSMGAP00000003208
ENSGACP00000003929	ENSMGAP00000015242
ENSGACP00000020813	ENSMGAP00000004584
ENSGACP00000021383	ENSMGAP00000013240
ENSGACP00000006740	ENSMGAP00000010707
ENSGACP00000014694	ENSMGAP00000013322
ENSGACP00000018039	ENSMGAP00000013914
ENSGACP00000017888	ENSMGAP00000004018
ENSGACP00000007108	ENSMGAP00000012787
ENSGACP00000008591	ENSMGAP00000000793
ENSGACP00000026533	ENSMGAP00000014006
ENSGACP00000022766	ENSMGAP00000008639
ENSGACP00000006313	ENSMGAP00000012781
ENSGACP00000018194	ENSMGAP00000008416
ENSGACP00000014702	ENSMGAP00000014274
ENSGACP00000016863	ENSMGAP00000014697
ENSGACP00000019986	ENSMGAP00000006181
ENSGACP00000011282	ENSMGAP00000014605
ENSGACP00000003181	ENSMGAP00000008481
ENSGACP00000010367	ENSMGAP00000019573
ENSGACP00000012320	ENSMGAP00000019480
ENSGACP00000000639	ENSMGAP00000004231
ENSGACP00000004860	ENSMGAP00000004231
ENSGACP00000020698	ENSMGAP00000008638
ENSGACP00000020568	ENSMGAP00000004708
ENSGACP00000023618	ENSMGAP00000013479
ENSGACP00000021177	ENSMGAP00000013479
ENSGACP00000005593	ENSMGAP00000009676
ENSGACP00000010286	ENSMGAP00000013567
ENSGACP00000008546	ENSMGAP00000014736
ENSGACP00000020428	ENSMGAP00000004696
ENSGACP00000012333	ENSMGAP00000009551
ENSGACP00000018330	ENSMGAP00000002460
ENSGACP00000007147	ENSMGAP00000004756
ENSGACP00000022680	ENSMGAP00000004756
ENSGACP00000025053	ENSMGAP00000002744
ENSGACP00000017529	ENSMGAP00000014783
ENSGACP00000003409	ENSMGAP00000006688
ENSGACP00000011620	ENSMGAP00000002931
ENSGACP00000019222	ENSMGAP00000010804
ENSGACP00000008650	ENSMGAP00000001739
ENSGACP00000020372	ENSMGAP00000010520
ENSGACP00000018880	ENSMGAP00000012333
ENSGACP00000011601	ENSMGAP00000016797
ENSGACP00000008912	ENSMGAP00000005764
ENSGACP00000001582	ENSMGAP00000005764
ENSGACP00000024740	ENSMGAP00000011453
ENSGACP00000017539	ENSMGAP00000014785
ENSGACP00000014547	ENSMGAP00000014161
ENSGACP00000014344	ENSMGAP00000000597
ENSGACP00000005838	ENSMGAP00000000327
ENSGACP00000019823	ENSMGAP00000009097
ENSGACP00000025398	ENSMGAP00000006478
ENSGACP00000011947	ENSMGAP00000009262
ENSGACP00000013801	ENSMGAP00000014763
ENSGACP00000018607	ENSMGAP00000009727
ENSGACP00000014209	ENSMGAP00000000929
ENSGACP00000001977	ENSMGAP00000008783
ENSGACP00000011592	ENSMGAP00000010041
ENSGACP00000003887	ENSMGAP00000010806
ENSGACP00000025695	ENSMGAP00000017767
ENSGACP00000005263	ENSMGAP00000014104
ENSGACP00000023313	ENSMGAP00000016258
ENSGACP00000001397	ENSMGAP00000001126
ENSGACP00000026043	ENSMGAP00000002657
ENSGACP00000014023	ENSMGAP00000014493
ENSGACP00000013250	ENSMGAP00000000024
ENSGACP00000022622	ENSMGAP00000010676
ENSGACP00000017673	ENSMGAP00000014859
ENSGACP00000021420	ENSMGAP00000011928
ENSGACP00000018967	ENSMGAP00000006236
ENSGACP00000014385	ENSMGAP00000006236
ENSGACP00000026875	ENSMGAP00000008127
ENSGACP00000008710	ENSMGAP00000011541
ENSGACP00000003845	ENSMGAP00000000743
ENSGACP00000010246	ENSMGAP00000013961
ENSGACP00000014236	ENSMGAP00000017591
ENSGACP00000009640	ENSMGAP00000003875
ENSGACP00000005194	ENSMGAP00000010139
ENSGACP00000022814	ENSMGAP00000011561
ENSGACP00000011745	ENSMGAP00000004120
ENSGACP00000023257	ENSMGAP00000018724
ENSGACP00000004862	ENSMGAP00000007652
ENSGACP00000027634	ENSMGAP00000016181
ENSGACP00000003159	ENSMGAP00000016789
ENSGACP00000000010	ENSMGAP00000017783
ENSGACP00000011356	ENSMGAP00000005600
ENSGACP00000013399	ENSMGAP00000000520
ENSGACP00000019835	ENSMGAP00000007712
ENSGACP00000020622	ENSMGAP00000003110
ENSGACP00000024387	ENSMGAP00000004845
ENSGACP00000022444	ENSMGAP00000007271
ENSGACP00000005403	ENSMGAP00000003539
ENSGACP00000013990	ENSMGAP00000014773
ENSGACP00000024625	ENSMGAP00000003800
ENSGACP00000020158	ENSMGAP00000015180
ENSGACP00000002249	ENSMGAP00000019729
ENSGACP00000026361	ENSMGAP00000014026
ENSGACP00000007068	ENSMGAP00000009188
ENSGACP00000005691	ENSMGAP00000000206
ENSGACP00000008448	ENSMGAP00000004180
ENSGACP00000009869	ENSMGAP00000004794
ENSGACP00000007038	ENSMGAP00000002427
ENSGACP00000003506	ENSMGAP00000008456
ENSGACP00000012441	ENSMGAP00000009688
ENSGACP00000010821	ENSMGAP00000003815
ENSGACP00000024868	ENSMGAP00000011853
ENSGACP00000003757	ENSMGAP00000002491
ENSGACP00000021330	ENSMGAP00000012601
ENSGACP00000001329	ENSMGAP00000012601
ENSGACP00000010033	ENSMGAP00000016015
ENSGACP00000019627	ENSMGAP00000005647
ENSGACP00000018425	ENSMGAP00000000400
ENSGACP00000017527	ENSMGAP00000014032
ENSGACP00000013391	ENSMGAP00000017480
ENSGACP00000017058	ENSMGAP00000015226
ENSGACP00000000017	ENSMGAP00000007946
ENSGACP00000012242	ENSMGAP00000004453
ENSGACP00000001394	ENSMGAP00000005351
ENSGACP00000002666	ENSMGAP00000005540
ENSGACP00000005831	ENSMGAP00000004308
ENSGACP00000023959	ENSMGAP00000006209
ENSGACP00000015699	ENSMGAP00000000281
ENSGACP00000023796	ENSMGAP00000019451
ENSGACP00000020720	ENSMGAP00000008752
ENSGACP00000003786	ENSMGAP00000008365
ENSGACP00000026634	ENSMGAP00000015185
ENSGACP00000015956	ENSMGAP00000012463
ENSGACP00000010641	ENSMGAP00000011589
ENSGACP00000014524	ENSMGAP00000007052
ENSGACP00000010497	ENSMGAP00000014419
ENSGACP00000020065	ENSMGAP00000017744
ENSGACP00000003307	ENSMGAP00000006916
ENSGACP00000006263	ENSMGAP00000012076
ENSGACP00000005868	ENSMGAP00000005772
ENSGACP00000027056	ENSMGAP00000003318
ENSGACP00000000765	ENSMGAP00000018104
ENSGACP00000005693	ENSMGAP00000018104
ENSGACP00000009561	ENSMGAP00000012573
ENSGACP00000009808	ENSMGAP00000009804
ENSGACP00000009642	ENSMGAP00000018998
ENSGACP00000009639	ENSMGAP00000012775
ENSGACP00000019315	ENSMGAP00000004054
ENSGACP00000004941	ENSMGAP00000012261
ENSGACP00000020045	ENSMGAP00000008317
ENSGACP00000000398	ENSMGAP00000000210
ENSGACP00000002922	ENSMGAP00000008720
ENSGACP00000004525	ENSMGAP00000011978
ENSGACP00000005762	ENSMGAP00000014121
ENSGACP00000016030	ENSMGAP00000016179
ENSGACP00000011632	ENSMGAP00000011754
ENSGACP00000023222	ENSMGAP00000001481
ENSGACP00000013680	ENSMGAP00000000130
ENSGACP00000026023	ENSMGAP00000005983
ENSGACP00000024302	ENSMGAP00000019189
ENSGACP00000024327	ENSMGAP00000004145
ENSGACP00000026758	ENSMGAP00000013459
ENSGACP00000019775	ENSMGAP00000009504
ENSGACP00000007943	ENSMGAP00000014656
ENSGACP00000026784	ENSMGAP00000016133
ENSGACP00000001276	ENSMGAP00000004327
ENSGACP00000017502	ENSMGAP00000007352
ENSGACP00000001346	ENSMGAP00000012506
ENSGACP00000002857	ENSMGAP00000011654
ENSGACP00000003164	ENSMGAP00000007426
ENSGACP00000021531	ENSMGAP00000018680
ENSGACP00000006812	ENSMGAP00000010756
ENSGACP00000026496	ENSMGAP00000011985
ENSGACP00000021922	ENSMGAP00000001409
ENSGACP00000014145	ENSMGAP00000014891
ENSGACP00000003469	ENSMGAP00000006144
ENSGACP00000005765	ENSMGAP00000001480
ENSGACP00000001929	ENSMGAP00000008605
ENSGACP00000006941	ENSMGAP00000003913
ENSGACP00000007668	ENSMGAP00000007482
ENSGACP00000002661	ENSMGAP00000008359
ENSGACP00000009830	ENSMGAP00000007112
ENSGACP00000009072	ENSMGAP00000001339
ENSGACP00000020723	ENSMGAP00000008060
ENSGACP00000015587	ENSMGAP00000014475
ENSGACP00000026506	ENSMGAP00000011949
ENSGACP00000008255	ENSMGAP00000000943
ENSGACP00000006161	ENSMGAP00000008112
ENSGACP00000007696	ENSMGAP00000008983
ENSGACP00000014379	ENSMGAP00000001531
ENSGACP00000006507	ENSMGAP00000013011
ENSGACP00000005223	ENSMGAP00000007174
ENSGACP00000022433	ENSMGAP00000010637
ENSGACP00000019365	ENSMGAP00000008959
ENSGACP00000006738	ENSMGAP00000003806
ENSGACP00000001402	ENSMGAP00000010916
ENSGACP00000006598	ENSMGAP00000014331
ENSGACP00000024731	ENSMGAP00000019467
ENSGACP00000019259	ENSMGAP00000004949
ENSGACP00000014697	ENSMGAP00000008257
ENSGACP00000008940	ENSMGAP00000013454
ENSGACP00000002026	ENSMGAP00000011713
ENSGACP00000023546	ENSMGAP00000010000
ENSGACP00000001468	ENSMGAP00000003866
ENSGACP00000024393	ENSMGAP00000016729
ENSGACP00000011851	ENSMGAP00000008968
ENSGACP00000019045	ENSMGAP00000002430
ENSGACP00000012798	ENSMGAP00000009474
ENSGACP00000006545	ENSMGAP00000003999
ENSGACP00000011457	ENSMGAP00000008633
ENSGACP00000026010	ENSMGAP00000006191
ENSGACP00000023566	ENSMGAP00000009953
ENSGACP00000008986	ENSMGAP00000001865
ENSGACP00000027534	ENSMGAP00000005533
ENSGACP00000003876	ENSMGAP00000010817
ENSGACP00000011544	ENSMGAP00000002786
ENSGACP00000004535	ENSMGAP00000002786
ENSGACP00000026305	ENSMGAP00000006784
ENSGACP00000020401	ENSMGAP00000006874
ENSGACP00000023870	ENSMGAP00000016124
ENSGACP00000027442	ENSMGAP00000000584
ENSGACP00000025532	ENSMGAP00000014562
ENSGACP00000025399	ENSMGAP00000001629
ENSGACP00000002460	ENSMGAP00000015785
ENSGACP00000009117	ENSMGAP00000016028
ENSGACP00000001666	ENSMGAP00000000949
ENSGACP00000002432	ENSMGAP00000012249
ENSGACP00000014729	ENSMGAP00000012127
ENSGACP00000011810	ENSMGAP00000014804
ENSGACP00000003627	ENSMGAP00000010738
ENSGACP00000022932	ENSMGAP00000008089
ENSGACP00000008136	ENSMGAP00000004671
ENSGACP00000013761	ENSMGAP00000013275
ENSGACP00000018158	ENSMGAP00000008244
ENSGACP00000026777	ENSMGAP00000006509
ENSGACP00000011688	ENSMGAP00000014696
ENSGACP00000006807	ENSMGAP00000010269
ENSGACP00000006635	ENSMGAP00000009612
ENSGACP00000000650	ENSMGAP00000009031
ENSGACP00000027006	ENSMGAP00000015946
ENSGACP00000025273	ENSMGAP00000010363
ENSGACP00000017210	ENSMGAP00000010620
ENSGACP00000020984	ENSMGAP00000004945
ENSGACP00000017169	ENSMGAP00000016487
ENSGACP00000005089	ENSMGAP00000016174
ENSGACP00000023337	ENSMGAP00000006307
ENSGACP00000012034	ENSMGAP00000006424
ENSGACP00000002630	ENSMGAP00000018795
ENSGACP00000021501	ENSMGAP00000016159
ENSGACP00000020293	ENSMGAP00000014482
ENSGACP00000003389	ENSMGAP00000015105
ENSGACP00000010591	ENSMGAP00000014199
ENSGACP00000014659	ENSMGAP00000003305
ENSGACP00000006828	ENSMGAP00000014529
ENSGACP00000018788	ENSMGAP00000003652
ENSGACP00000014329	ENSMGAP00000012898
ENSGACP00000012083	ENSMGAP00000006324
ENSGACP00000001983	ENSMGAP00000006280
ENSGACP00000006584	ENSMGAP00000014333
ENSGACP00000024180	ENSMGAP00000016908
ENSGACP00000019066	ENSMGAP00000001722
ENSGACP00000026301	ENSMGAP00000006809
ENSGACP00000008236	ENSMGAP00000007229
ENSGACP00000002880	ENSMGAP00000002927
ENSGACP00000003942	ENSMGAP00000011662
ENSGACP00000006662	ENSMGAP00000004760
ENSGACP00000019674	ENSMGAP00000007894
ENSGACP00000023608	ENSMGAP00000018798
ENSGACP00000015294	ENSMGAP00000013363
ENSGACP00000002504	ENSMGAP00000016041
ENSGACP00000005134	ENSMGAP00000000528
ENSGACP00000022200	ENSMGAP00000005386
ENSGACP00000007183	ENSMGAP00000008897
ENSGACP00000022133	ENSMGAP00000005340
ENSGACP00000008185	ENSMGAP00000014689
ENSGACP00000002525	ENSMGAP00000013801
ENSGACP00000007324	ENSMGAP00000004217
ENSGACP00000000391	ENSMGAP00000017460
ENSGACP00000014944	ENSMGAP00000013189
ENSGACP00000018613	ENSMGAP00000011288
ENSGACP00000004838	ENSMGAP00000008977
ENSGACP00000019529	ENSMGAP00000009005
ENSGACP00000004261	ENSMGAP00000015153
ENSGACP00000020188	ENSMGAP00000019552
ENSGACP00000014303	ENSMGAP00000008455
ENSGACP00000014046	ENSMGAP00000003971
ENSGACP00000000542	ENSMGAP00000008476
ENSGACP00000023152	ENSMGAP00000014037
ENSGACP00000017924	ENSMGAP00000014641
ENSGACP00000020005	ENSMGAP00000015903
ENSGACP00000006148	ENSMGAP00000006877
ENSGACP00000018605	ENSMGAP00000010317
ENSGACP00000022771	ENSMGAP00000009182
ENSGACP00000017035	ENSMGAP00000010930
ENSGACP00000003432	ENSMGAP00000012295
ENSGACP00000007060	ENSMGAP00000005778
ENSGACP00000000883	ENSMGAP00000009722
ENSGACP00000018124	ENSMGAP00000014227
ENSGACP00000026289	ENSMGAP00000014227
ENSGACP00000018575	ENSMGAP00000013326
ENSGACP00000005810	ENSMGAP00000011764
ENSGACP00000000560	ENSMGAP00000003277
ENSGACP00000003855	ENSMGAP00000016061
ENSGACP00000025762	ENSMGAP00000008911
ENSGACP00000000947	ENSMGAP00000010562
ENSGACP00000015008	ENSMGAP00000008425
ENSGACP00000021138	ENSMGAP00000000939
ENSGACP00000002829	ENSMGAP00000013092
ENSGACP00000007238	ENSMGAP00000015530
ENSGACP00000019807	ENSMGAP00000003863
ENSGACP00000018011	ENSMGAP00000014027
ENSGACP00000026363	ENSMGAP00000014027
ENSGACP00000009301	ENSMGAP00000011368
ENSGACP00000014208	ENSMGAP00000004167
ENSGACP00000016200	ENSMGAP00000014457
ENSGACP00000005848	ENSMGAP00000000084
ENSGACP00000016757	ENSMGAP00000000084
ENSGACP00000017148	ENSMGAP00000011632
ENSGACP00000022197	ENSMGAP00000000661
ENSGACP00000017201	ENSMGAP00000010612
ENSGACP00000004345	ENSMGAP00000008228
ENSGACP00000025173	ENSMGAP00000005186
ENSGACP00000008846	ENSMGAP00000006862
ENSGACP00000006167	ENSMGAP00000002710
ENSGACP00000005154	ENSMGAP00000004927
ENSGACP00000000755	ENSMGAP00000013466
ENSGACP00000008683	ENSMGAP00000014189
ENSGACP00000011588	ENSMGAP00000005673
ENSGACP00000014090	ENSMGAP00000010527
ENSGACP00000003660	ENSMGAP00000015193
ENSGACP00000011211	ENSMGAP00000014337
ENSGACP00000018022	ENSMGAP00000008497
ENSGACP00000022573	ENSMGAP00000005104
ENSGACP00000012162	ENSMGAP00000005465
ENSGACP00000000311	ENSMGAP00000012551
ENSGACP00000012727	ENSMGAP00000012285
ENSGACP00000007840	ENSMGAP00000006011
ENSGACP00000022095	ENSMGAP00000004911
ENSGACP00000006243	ENSMGAP00000002013
ENSGACP00000004451	ENSMGAP00000011806
ENSGACP00000010390	ENSMGAP00000001368
ENSGACP00000020566	ENSMGAP00000001368
ENSGACP00000005196	ENSMGAP00000005079
ENSGACP00000014636	ENSMGAP00000002900
ENSGACP00000018522	ENSMGAP00000007783
ENSGACP00000008712	ENSMGAP00000009214
ENSGACP00000009179	ENSMGAP00000008334
ENSGACP00000024779	ENSMGAP00000008334
ENSGACP00000010722	ENSMGAP00000012621
ENSGACP00000013073	ENSMGAP00000015787
ENSGACP00000008156	ENSMGAP00000018821
ENSGACP00000022245	ENSMGAP00000007396
ENSGACP00000004293	ENSMGAP00000014806
ENSGACP00000020088	ENSMGAP00000012913
ENSGACP00000027447	ENSMGAP00000000553
ENSGACP00000012823	ENSMGAP00000005948
ENSGACP00000015402	ENSMGAP00000003688
ENSGACP00000021157	ENSMGAP00000001055
ENSGACP00000019244	ENSMGAP00000011696
ENSGACP00000008656	ENSMGAP00000000598
ENSGACP00000003097	ENSMGAP00000005323
ENSGACP00000016218	ENSMGAP00000013817
ENSGACP00000006786	ENSMGAP00000006896
ENSGACP00000011458	ENSMGAP00000001749
ENSGACP00000014990	ENSMGAP00000005417
ENSGACP00000018818	ENSMGAP00000015352
ENSGACP00000014876	ENSMGAP00000007417
ENSGACP00000006454	ENSMGAP00000016099
ENSGACP00000025358	ENSMGAP00000008059
ENSGACP00000009210	ENSMGAP00000013244
ENSGACP00000022437	ENSMGAP00000013249
ENSGACP00000023373	ENSMGAP00000007453
ENSGACP00000025224	ENSMGAP00000004426
ENSGACP00000021510	ENSMGAP00000008779
ENSGACP00000013030	ENSMGAP00000008606
ENSGACP00000026523	ENSMGAP00000005058
ENSGACP00000007014	ENSMGAP00000011046
ENSGACP00000009279	ENSMGAP00000015854
ENSGACP00000006750	ENSMGAP00000005682
ENSGACP00000008172	ENSMGAP00000014687
ENSGACP00000018839	ENSMGAP00000005768
ENSGACP00000009607	ENSMGAP00000009878
ENSGACP00000027439	ENSMGAP00000019512
ENSGACP00000019414	ENSMGAP00000003964
ENSGACP00000016254	ENSMGAP00000016863
ENSGACP00000004173	ENSMGAP00000011832
ENSGACP00000021534	ENSMGAP00000008746
ENSGACP00000018214	ENSMGAP00000003275
ENSGACP00000022192	ENSMGAP00000007348
ENSGACP00000009138	ENSMGAP00000015416
ENSGACP00000016163	ENSMGAP00000011533
ENSGACP00000026122	ENSMGAP00000011603
ENSGACP00000019829	ENSMGAP00000013996
ENSGACP00000004432	ENSMGAP00000004916
ENSGACP00000007580	ENSMGAP00000007373
ENSGACP00000021464	ENSMGAP00000004177
ENSGACP00000004193	ENSMGAP00000007555
ENSGACP00000014492	ENSMGAP00000008995
ENSGACP00000001368	ENSMGAP00000006300
ENSGACP00000020374	ENSMGAP00000008185
ENSGACP00000018108	ENSMGAP00000003142
ENSGACP00000016330	ENSMGAP00000008078
ENSGACP00000020227	ENSMGAP00000015736
ENSGACP00000022451	ENSMGAP00000001076
ENSGACP00000001628	ENSMGAP00000003109
ENSGACP00000025146	ENSMGAP00000007683
ENSGACP00000021048	ENSMGAP00000008571
ENSGACP00000021704	ENSMGAP00000017525
ENSGACP00000009866	ENSMGAP00000014623
ENSGACP00000012134	ENSMGAP00000014436
ENSGACP00000008556	ENSMGAP00000001108
ENSGACP00000016380	ENSMGAP00000000826
ENSGACP00000023587	ENSMGAP00000011175
ENSGACP00000026238	ENSMGAP00000014550
ENSGACP00000008447	ENSMGAP00000011608
ENSGACP00000003826	ENSMGAP00000015668
ENSGACP00000007993	ENSMGAP00000019652
ENSGACP00000019547	ENSMGAP00000014975
ENSGACP00000005876	ENSMGAP00000014975
ENSGACP00000023850	ENSMGAP00000001355
ENSGACP00000022750	ENSMGAP00000003494
ENSGACP00000009512	ENSMGAP00000010190
ENSGACP00000007833	ENSMGAP00000009376
ENSGACP00000009219	ENSMGAP00000012335
ENSGACP00000008892	ENSMGAP00000006831
ENSGACP00000017591	ENSMGAP00000004719
ENSGACP00000022924	ENSMGAP00000017702
ENSGACP00000019710	ENSMGAP00000010285
ENSGACP00000007897	ENSMGAP00000012387
ENSGACP00000006581	ENSMGAP00000011454
ENSGACP00000010456	ENSMGAP00000014407
ENSGACP00000017166	ENSMGAP00000012504
ENSGACP00000000889	ENSMGAP00000002229
ENSGACP00000009928	ENSMGAP00000010070
ENSGACP00000002774	ENSMGAP00000000072
ENSGACP00000019612	ENSMGAP00000015061
ENSGACP00000023195	ENSMGAP00000008910
ENSGACP00000013912	ENSMGAP00000012938
ENSGACP00000018463	ENSMGAP00000002811
ENSGACP00000012753	ENSMGAP00000007291
ENSGACP00000007647	ENSMGAP00000013626
ENSGACP00000015647	ENSMGAP00000007892
ENSGACP00000013582	ENSMGAP00000000767
ENSGACP00000011652	ENSMGAP00000013562
ENSGACP00000014565	ENSMGAP00000006386
ENSGACP00000016701	ENSMGAP00000000917
ENSGACP00000026157	ENSMGAP00000018602
ENSGACP00000019697	ENSMGAP00000019358
ENSGACP00000025839	ENSMGAP00000000461
ENSGACP00000026252	ENSMGAP00000009717
ENSGACP00000014951	ENSMGAP00000009717
ENSGACP00000002754	ENSMGAP00000018621
ENSGACP00000005063	ENSMGAP00000018462
ENSGACP00000018157	ENSMGAP00000015893
ENSGACP00000003024	ENSMGAP00000003441
ENSGACP00000011780	ENSMGAP00000005931
ENSGACP00000002429	ENSMGAP00000015838
ENSGACP00000003041	ENSMGAP00000005191
ENSGACP00000027326	ENSMGAP00000000543
ENSGACP00000024103	ENSMGAP00000017747
ENSGACP00000014309	ENSMGAP00000015015
ENSGACP00000000839	ENSMGAP00000008970
ENSGACP00000003413	ENSMGAP00000001035
ENSGACP00000017816	ENSMGAP00000007444
ENSGACP00000005073	ENSMGAP00000002288
ENSGACP00000011782	ENSMGAP00000014809
ENSGACP00000017913	ENSMGAP00000018834
ENSGACP00000003822	ENSMGAP00000008283
ENSGACP00000015292	ENSMGAP00000006751
ENSGACP00000026785	ENSMGAP00000006827
ENSGACP00000002340	ENSMGAP00000015833
