ENSGALP00000006197	ENSDARP00000074624
ENSGALP00000015219	ENSDARP00000096562
ENSGALP00000026133	ENSDARP00000123079
ENSGALP00000005490	ENSDARP00000067637
ENSGALP00000000677	ENSDARP00000023460
ENSGALP00000023274	ENSDARP00000103943
ENSGALP00000015565	ENSDARP00000064802
ENSGALP00000043315	ENSDARP00000094012
ENSGALP00000013160	ENSDARP00000086605
ENSGALP00000019470	ENSDARP00000106419
ENSGALP00000019470	ENSDARP00000077967
ENSGALP00000037829	ENSDARP00000093629
ENSGALP00000018294	ENSDARP00000102666
ENSGALP00000038750	ENSDARP00000088015
ENSGALP00000036335	ENSDARP00000014151
ENSGALP00000025672	ENSDARP00000073610
ENSGALP00000020267	ENSDARP00000058350
ENSGALP00000041880	ENSDARP00000100148
ENSGALP00000042988	ENSDARP00000041113
ENSGALP00000043325	ENSDARP00000048674
ENSGALP00000043350	ENSDARP00000024490
ENSGALP00000024160	ENSDARP00000050825
ENSGALP00000006590	ENSDARP00000027320
ENSGALP00000033286	ENSDARP00000043075
ENSGALP00000033286	ENSDARP00000031112
ENSGALP00000027618	ENSDARP00000075051
ENSGALP00000024582	ENSDARP00000097746
ENSGALP00000005311	ENSDARP00000059353
ENSGALP00000015411	ENSDARP00000083980
ENSGALP00000014230	ENSDARP00000054321
ENSGALP00000014230	ENSDARP00000111036
ENSGALP00000037250	ENSDARP00000105284
ENSGALP00000031473	ENSDARP00000084087
ENSGALP00000018559	ENSDARP00000127531
ENSGALP00000000908	ENSDARP00000003198
ENSGALP00000006778	ENSDARP00000116987
ENSGALP00000006778	ENSDARP00000077564
ENSGALP00000027626	ENSDARP00000101727
ENSGALP00000007347	ENSDARP00000090309
ENSGALP00000025851	ENSDARP00000028109
ENSGALP00000002497	ENSDARP00000122309
ENSGALP00000012291	ENSDARP00000065324
ENSGALP00000038272	ENSDARP00000105288
ENSGALP00000000392	ENSDARP00000052786
ENSGALP00000025111	ENSDARP00000003488
ENSGALP00000027920	ENSDARP00000062851
ENSGALP00000024617	ENSDARP00000060591
ENSGALP00000027778	ENSDARP00000023604
ENSGALP00000011879	ENSDARP00000053813
ENSGALP00000017448	ENSDARP00000016349
ENSGALP00000025445	ENSDARP00000033381
ENSGALP00000007788	ENSDARP00000110309
ENSGALP00000026583	ENSDARP00000061333
ENSGALP00000041075	ENSDARP00000072623
ENSGALP00000016550	ENSDARP00000103689
ENSGALP00000038885	ENSDARP00000004179
ENSGALP00000015370	ENSDARP00000124096
ENSGALP00000002119	ENSDARP00000041739
ENSGALP00000002119	ENSDARP00000089161
ENSGALP00000016486	ENSDARP00000124464
ENSGALP00000013717	ENSDARP00000100660
ENSGALP00000004539	ENSDARP00000035079
ENSGALP00000043165	ENSDARP00000054439
ENSGALP00000043165	ENSDARP00000052647
ENSGALP00000008091	ENSDARP00000007628
ENSGALP00000026716	ENSDARP00000013651
ENSGALP00000007559	ENSDARP00000064808
ENSGALP00000024348	ENSDARP00000111416
ENSGALP00000007391	ENSDARP00000032037
ENSGALP00000007133	ENSDARP00000128424
ENSGALP00000042669	ENSDARP00000070516
ENSGALP00000024861	ENSDARP00000077038
ENSGALP00000019744	ENSDARP00000104733
ENSGALP00000013515	ENSDARP00000066890
ENSGALP00000005184	ENSDARP00000070383
ENSGALP00000027121	ENSDARP00000009441
ENSGALP00000041812	ENSDARP00000054604
ENSGALP00000029605	ENSDARP00000092761
ENSGALP00000010125	ENSDARP00000017647
ENSGALP00000019613	ENSDARP00000022310
ENSGALP00000017016	ENSDARP00000040389
ENSGALP00000012790	ENSDARP00000127799
ENSGALP00000002279	ENSDARP00000058459
ENSGALP00000022875	ENSDARP00000077729
ENSGALP00000015560	ENSDARP00000026560
ENSGALP00000015560	ENSDARP00000068470
ENSGALP00000024121	ENSDARP00000076298
ENSGALP00000009139	ENSDARP00000059350
ENSGALP00000017539	ENSDARP00000110651
ENSGALP00000009344	ENSDARP00000098016
ENSGALP00000042736	ENSDARP00000088637
ENSGALP00000001617	ENSDARP00000022189
ENSGALP00000020793	ENSDARP00000066998
ENSGALP00000003210	ENSDARP00000013664
ENSGALP00000013151	ENSDARP00000041069
ENSGALP00000009008	ENSDARP00000073961
ENSGALP00000015722	ENSDARP00000074168
ENSGALP00000001528	ENSDARP00000080456
ENSGALP00000008693	ENSDARP00000031013
ENSGALP00000004641	ENSDARP00000121091
ENSGALP00000018203	ENSDARP00000031494
ENSGALP00000013348	ENSDARP00000041503
ENSGALP00000013348	ENSDARP00000035258
ENSGALP00000024938	ENSDARP00000101720
ENSGALP00000015448	ENSDARP00000017350
ENSGALP00000025797	ENSDARP00000073678
ENSGALP00000035717	ENSDARP00000102557
ENSGALP00000023982	ENSDARP00000047068
ENSGALP00000022445	ENSDARP00000052239
ENSGALP00000016164	ENSDARP00000128879
ENSGALP00000024735	ENSDARP00000013774
ENSGALP00000013373	ENSDARP00000066545
ENSGALP00000009456	ENSDARP00000118802
ENSGALP00000013047	ENSDARP00000039092
ENSGALP00000023412	ENSDARP00000060632
ENSGALP00000032597	ENSDARP00000078068
ENSGALP00000024069	ENSDARP00000115081
ENSGALP00000008098	ENSDARP00000127595
ENSGALP00000008098	ENSDARP00000106615
ENSGALP00000017383	ENSDARP00000015592
ENSGALP00000003205	ENSDARP00000111715
ENSGALP00000002495	ENSDARP00000084220
ENSGALP00000014507	ENSDARP00000028927
ENSGALP00000004251	ENSDARP00000086442
ENSGALP00000008785	ENSDARP00000066986
ENSGALP00000015651	ENSDARP00000013273
ENSGALP00000016742	ENSDARP00000108504
ENSGALP00000005965	ENSDARP00000127487
ENSGALP00000013132	ENSDARP00000060294
ENSGALP00000005550	ENSDARP00000020953
ENSGALP00000040730	ENSDARP00000051669
ENSGALP00000015971	ENSDARP00000076556
ENSGALP00000013171	ENSDARP00000045638
ENSGALP00000002782	ENSDARP00000111339
ENSGALP00000036845	ENSDARP00000060694
ENSGALP00000022355	ENSDARP00000066782
ENSGALP00000027063	ENSDARP00000082215
ENSGALP00000008312	ENSDARP00000014583
ENSGALP00000023047	ENSDARP00000065231
ENSGALP00000043311	ENSDARP00000072446
ENSGALP00000005633	ENSDARP00000108800
ENSGALP00000041799	ENSDARP00000080008
ENSGALP00000041799	ENSDARP00000029749
ENSGALP00000001577	ENSDARP00000081257
ENSGALP00000003026	ENSDARP00000004251
ENSGALP00000017009	ENSDARP00000041450
ENSGALP00000020647	ENSDARP00000085810
ENSGALP00000027194	ENSDARP00000126605
ENSGALP00000021587	ENSDARP00000024527
ENSGALP00000043240	ENSDARP00000114762
ENSGALP00000038835	ENSDARP00000017721
ENSGALP00000009408	ENSDARP00000017622
ENSGALP00000015492	ENSDARP00000044127
ENSGALP00000030345	ENSDARP00000094053
ENSGALP00000017465	ENSDARP00000073846
ENSGALP00000002744	ENSDARP00000105555
ENSGALP00000029109	ENSDARP00000025779
ENSGALP00000008605	ENSDARP00000111696
ENSGALP00000017322	ENSDARP00000068223
ENSGALP00000010470	ENSDARP00000037308
ENSGALP00000012931	ENSDARP00000000019
ENSGALP00000014362	ENSDARP00000068523
ENSGALP00000003172	ENSDARP00000027484
ENSGALP00000014603	ENSDARP00000119233
ENSGALP00000030003	ENSDARP00000072564
ENSGALP00000041701	ENSDARP00000089506
ENSGALP00000014543	ENSDARP00000067993
ENSGALP00000016438	ENSDARP00000079916
ENSGALP00000042749	ENSDARP00000124077
ENSGALP00000018029	ENSDARP00000064111
ENSGALP00000027161	ENSDARP00000107908
ENSGALP00000027424	ENSDARP00000091951
ENSGALP00000027424	ENSDARP00000069002
ENSGALP00000014141	ENSDARP00000006549
ENSGALP00000022947	ENSDARP00000042671
ENSGALP00000042966	ENSDARP00000020042
ENSGALP00000007621	ENSDARP00000101486
ENSGALP00000010895	ENSDARP00000017003
ENSGALP00000015782	ENSDARP00000129538
ENSGALP00000017346	ENSDARP00000053762
ENSGALP00000042512	ENSDARP00000109840
ENSGALP00000010308	ENSDARP00000037364
ENSGALP00000014641	ENSDARP00000026769
ENSGALP00000016461	ENSDARP00000069247
ENSGALP00000039927	ENSDARP00000065995
ENSGALP00000003474	ENSDARP00000086095
ENSGALP00000012452	ENSDARP00000107015
ENSGALP00000005102	ENSDARP00000074549
ENSGALP00000007472	ENSDARP00000021565
ENSGALP00000009487	ENSDARP00000076844
ENSGALP00000024611	ENSDARP00000121828
ENSGALP00000020133	ENSDARP00000079717
ENSGALP00000006210	ENSDARP00000120246
ENSGALP00000023184	ENSDARP00000040775
ENSGALP00000021314	ENSDARP00000093822
ENSGALP00000021314	ENSDARP00000111675
ENSGALP00000011554	ENSDARP00000097766
ENSGALP00000020173	ENSDARP00000055442
ENSGALP00000019438	ENSDARP00000048870
ENSGALP00000009665	ENSDARP00000073498
ENSGALP00000029464	ENSDARP00000045123
ENSGALP00000039978	ENSDARP00000099447
ENSGALP00000012920	ENSDARP00000122983
ENSGALP00000001109	ENSDARP00000002108
ENSGALP00000013962	ENSDARP00000015118
ENSGALP00000014752	ENSDARP00000095073
ENSGALP00000024251	ENSDARP00000097737
ENSGALP00000042402	ENSDARP00000055565
ENSGALP00000037490	ENSDARP00000008857
ENSGALP00000043044	ENSDARP00000068720
ENSGALP00000043044	ENSDARP00000067754
ENSGALP00000003525	ENSDARP00000126236
ENSGALP00000011853	ENSDARP00000125625
ENSGALP00000003909	ENSDARP00000121684
ENSGALP00000001521	ENSDARP00000105162
ENSGALP00000038107	ENSDARP00000004923
ENSGALP00000013303	ENSDARP00000047207
ENSGALP00000022457	ENSDARP00000003173
ENSGALP00000041780	ENSDARP00000103116
ENSGALP00000032872	ENSDARP00000092338
ENSGALP00000023709	ENSDARP00000091471
ENSGALP00000041054	ENSDARP00000060730
ENSGALP00000033117	ENSDARP00000128871
ENSGALP00000041961	ENSDARP00000046839
ENSGALP00000017951	ENSDARP00000056925
ENSGALP00000023415	ENSDARP00000087506
ENSGALP00000020198	ENSDARP00000064438
ENSGALP00000001161	ENSDARP00000068087
ENSGALP00000008152	ENSDARP00000081911
ENSGALP00000020530	ENSDARP00000069326
ENSGALP00000036879	ENSDARP00000107199
ENSGALP00000013572	ENSDARP00000052323
ENSGALP00000023149	ENSDARP00000006223
ENSGALP00000016026	ENSDARP00000006732
ENSGALP00000003216	ENSDARP00000112480
ENSGALP00000003216	ENSDARP00000065265
ENSGALP00000020581	ENSDARP00000108231
ENSGALP00000026576	ENSDARP00000121489
ENSGALP00000007872	ENSDARP00000098858
ENSGALP00000016422	ENSDARP00000056648
ENSGALP00000026699	ENSDARP00000053932
ENSGALP00000000524	ENSDARP00000058289
ENSGALP00000008003	ENSDARP00000102182
ENSGALP00000026465	ENSDARP00000049223
ENSGALP00000008613	ENSDARP00000034175
ENSGALP00000026670	ENSDARP00000060133
ENSGALP00000002041	ENSDARP00000106420
ENSGALP00000042897	ENSDARP00000122064
ENSGALP00000011349	ENSDARP00000009619
ENSGALP00000009528	ENSDARP00000012488
ENSGALP00000023186	ENSDARP00000022770
ENSGALP00000004839	ENSDARP00000052348
ENSGALP00000020641	ENSDARP00000113407
ENSGALP00000037974	ENSDARP00000120704
ENSGALP00000031926	ENSDARP00000055610
ENSGALP00000025680	ENSDARP00000115495
ENSGALP00000009807	ENSDARP00000002605
ENSGALP00000042810	ENSDARP00000024616
ENSGALP00000038313	ENSDARP00000105892
ENSGALP00000017055	ENSDARP00000095783
ENSGALP00000014331	ENSDARP00000117101
ENSGALP00000012938	ENSDARP00000126600
ENSGALP00000030135	ENSDARP00000073936
ENSGALP00000010673	ENSDARP00000112810
ENSGALP00000013917	ENSDARP00000094113
ENSGALP00000025170	ENSDARP00000004735
ENSGALP00000013700	ENSDARP00000071531
ENSGALP00000022311	ENSDARP00000103971
ENSGALP00000017381	ENSDARP00000109722
ENSGALP00000042252	ENSDARP00000008455
ENSGALP00000021502	ENSDARP00000047250
ENSGALP00000021502	ENSDARP00000116431
ENSGALP00000042597	ENSDARP00000020711
ENSGALP00000025393	ENSDARP00000074588
ENSGALP00000015316	ENSDARP00000115398
ENSGALP00000025077	ENSDARP00000021768
ENSGALP00000041193	ENSDARP00000061405
ENSGALP00000042956	ENSDARP00000080966
ENSGALP00000034188	ENSDARP00000035108
ENSGALP00000020971	ENSDARP00000084619
ENSGALP00000040674	ENSDARP00000042491
ENSGALP00000014529	ENSDARP00000124483
ENSGALP00000014301	ENSDARP00000065565
ENSGALP00000004521	ENSDARP00000072728
ENSGALP00000008356	ENSDARP00000026192
ENSGALP00000040872	ENSDARP00000067667
ENSGALP00000042217	ENSDARP00000071213
ENSGALP00000039960	ENSDARP00000082118
ENSGALP00000038005	ENSDARP00000096299
ENSGALP00000025712	ENSDARP00000095264
ENSGALP00000009586	ENSDARP00000100108
ENSGALP00000009586	ENSDARP00000101392
ENSGALP00000023000	ENSDARP00000060576
ENSGALP00000024162	ENSDARP00000051892
ENSGALP00000041377	ENSDARP00000016305
ENSGALP00000041606	ENSDARP00000124965
ENSGALP00000019462	ENSDARP00000056036
ENSGALP00000042148	ENSDARP00000091993
ENSGALP00000025900	ENSDARP00000052502
ENSGALP00000027458	ENSDARP00000074049
ENSGALP00000026895	ENSDARP00000079877
ENSGALP00000014676	ENSDARP00000116017
ENSGALP00000005109	ENSDARP00000079466
ENSGALP00000002701	ENSDARP00000076392
ENSGALP00000026742	ENSDARP00000063332
ENSGALP00000026742	ENSDARP00000091524
ENSGALP00000007893	ENSDARP00000058668
ENSGALP00000020742	ENSDARP00000065337
ENSGALP00000016464	ENSDARP00000103306
ENSGALP00000024054	ENSDARP00000078444
ENSGALP00000006932	ENSDARP00000025305
ENSGALP00000009278	ENSDARP00000117319
ENSGALP00000023093	ENSDARP00000035286
ENSGALP00000003582	ENSDARP00000117314
ENSGALP00000022859	ENSDARP00000084908
ENSGALP00000007031	ENSDARP00000032121
ENSGALP00000031178	ENSDARP00000100201
ENSGALP00000029448	ENSDARP00000128329
ENSGALP00000007179	ENSDARP00000109261
ENSGALP00000027981	ENSDARP00000010800
ENSGALP00000005729	ENSDARP00000011338
ENSGALP00000040691	ENSDARP00000065340
ENSGALP00000032101	ENSDARP00000027115
ENSGALP00000013929	ENSDARP00000038215
ENSGALP00000016786	ENSDARP00000071305
ENSGALP00000027097	ENSDARP00000072280
ENSGALP00000025512	ENSDARP00000039986
ENSGALP00000027999	ENSDARP00000097969
ENSGALP00000042100	ENSDARP00000072428
ENSGALP00000027036	ENSDARP00000090050
ENSGALP00000026704	ENSDARP00000000952
ENSGALP00000008139	ENSDARP00000117221
ENSGALP00000021795	ENSDARP00000078609
ENSGALP00000009857	ENSDARP00000110677
ENSGALP00000027494	ENSDARP00000081548
ENSGALP00000039021	ENSDARP00000006705
ENSGALP00000043338	ENSDARP00000111674
ENSGALP00000018755	ENSDARP00000110236
ENSGALP00000005469	ENSDARP00000073520
ENSGALP00000041605	ENSDARP00000016280
ENSGALP00000039943	ENSDARP00000121984
ENSGALP00000022301	ENSDARP00000107627
ENSGALP00000020406	ENSDARP00000049098
ENSGALP00000032107	ENSDARP00000060705
ENSGALP00000027512	ENSDARP00000072835
ENSGALP00000021875	ENSDARP00000072745
ENSGALP00000004467	ENSDARP00000113910
ENSGALP00000000782	ENSDARP00000051541
ENSGALP00000037807	ENSDARP00000125000
ENSGALP00000000088	ENSDARP00000009133
ENSGALP00000038052	ENSDARP00000062705
ENSGALP00000005711	ENSDARP00000119212
ENSGALP00000037707	ENSDARP00000103018
ENSGALP00000002609	ENSDARP00000124229
ENSGALP00000042585	ENSDARP00000051054
ENSGALP00000038876	ENSDARP00000124457
ENSGALP00000003639	ENSDARP00000107782
ENSGALP00000039859	ENSDARP00000069232
ENSGALP00000039859	ENSDARP00000005452
ENSGALP00000002576	ENSDARP00000118562
ENSGALP00000011868	ENSDARP00000055527
ENSGALP00000038914	ENSDARP00000122322
ENSGALP00000012911	ENSDARP00000112332
ENSGALP00000006597	ENSDARP00000083675
ENSGALP00000013275	ENSDARP00000033056
ENSGALP00000011873	ENSDARP00000022891
ENSGALP00000011873	ENSDARP00000098029
ENSGALP00000042890	ENSDARP00000027942
ENSGALP00000035610	ENSDARP00000111856
ENSGALP00000009558	ENSDARP00000056033
ENSGALP00000013912	ENSDARP00000084122
ENSGALP00000004707	ENSDARP00000018811
ENSGALP00000004889	ENSDARP00000079227
ENSGALP00000016469	ENSDARP00000016277
ENSGALP00000019221	ENSDARP00000068161
ENSGALP00000006762	ENSDARP00000060254
ENSGALP00000023895	ENSDARP00000093328
ENSGALP00000012932	ENSDARP00000067719
ENSGALP00000001443	ENSDARP00000116117
ENSGALP00000009866	ENSDARP00000063823
ENSGALP00000016456	ENSDARP00000110172
ENSGALP00000021224	ENSDARP00000056131
ENSGALP00000024051	ENSDARP00000006504
ENSGALP00000030991	ENSDARP00000125093
ENSGALP00000003618	ENSDARP00000097860
ENSGALP00000019815	ENSDARP00000111767
ENSGALP00000001581	ENSDARP00000091982
ENSGALP00000003129	ENSDARP00000100426
ENSGALP00000016917	ENSDARP00000085842
ENSGALP00000016917	ENSDARP00000104253
ENSGALP00000027557	ENSDARP00000048272
ENSGALP00000035801	ENSDARP00000121195
ENSGALP00000009003	ENSDARP00000005117
ENSGALP00000009003	ENSDARP00000002953
ENSGALP00000020750	ENSDARP00000040264
ENSGALP00000019820	ENSDARP00000110518
ENSGALP00000004832	ENSDARP00000099760
ENSGALP00000015992	ENSDARP00000115456
ENSGALP00000022318	ENSDARP00000017491
ENSGALP00000006030	ENSDARP00000065754
ENSGALP00000012694	ENSDARP00000009932
ENSGALP00000007166	ENSDARP00000122374
ENSGALP00000001210	ENSDARP00000092435
ENSGALP00000037778	ENSDARP00000012513
ENSGALP00000018120	ENSDARP00000086334
ENSGALP00000042447	ENSDARP00000024931
ENSGALP00000005547	ENSDARP00000079164
ENSGALP00000005547	ENSDARP00000106010
ENSGALP00000001803	ENSDARP00000073957
ENSGALP00000016696	ENSDARP00000121341
ENSGALP00000006856	ENSDARP00000078815
ENSGALP00000013891	ENSDARP00000056187
ENSGALP00000043400	ENSDARP00000075336
ENSGALP00000008442	ENSDARP00000073252
ENSGALP00000020463	ENSDARP00000018877
ENSGALP00000023851	ENSDARP00000012236
ENSGALP00000016513	ENSDARP00000011002
ENSGALP00000023919	ENSDARP00000091815
ENSGALP00000016565	ENSDARP00000042485
ENSGALP00000010244	ENSDARP00000079032
ENSGALP00000019359	ENSDARP00000078268
ENSGALP00000024630	ENSDARP00000051091
ENSGALP00000021535	ENSDARP00000104754
ENSGALP00000000325	ENSDARP00000008668
ENSGALP00000006110	ENSDARP00000045503
ENSGALP00000012782	ENSDARP00000003498
ENSGALP00000023634	ENSDARP00000065035
ENSGALP00000012987	ENSDARP00000104084
ENSGALP00000017640	ENSDARP00000104602
ENSGALP00000014967	ENSDARP00000087847
ENSGALP00000008063	ENSDARP00000068927
ENSGALP00000035895	ENSDARP00000101591
ENSGALP00000000758	ENSDARP00000006941
ENSGALP00000008336	ENSDARP00000075874
ENSGALP00000043343	ENSDARP00000025996
ENSGALP00000040937	ENSDARP00000094663
ENSGALP00000022334	ENSDARP00000023925
ENSGALP00000010710	ENSDARP00000048255
ENSGALP00000007024	ENSDARP00000054783
ENSGALP00000026431	ENSDARP00000025936
ENSGALP00000008798	ENSDARP00000028398
ENSGALP00000020792	ENSDARP00000018434
ENSGALP00000024145	ENSDARP00000030659
ENSGALP00000005367	ENSDARP00000008898
ENSGALP00000016302	ENSDARP00000030612
ENSGALP00000007146	ENSDARP00000062365
ENSGALP00000011087	ENSDARP00000066287
ENSGALP00000019330	ENSDARP00000105174
ENSGALP00000035497	ENSDARP00000100881
ENSGALP00000041464	ENSDARP00000103059
ENSGALP00000041761	ENSDARP00000122028
ENSGALP00000005207	ENSDARP00000007839
ENSGALP00000019408	ENSDARP00000027502
ENSGALP00000010260	ENSDARP00000113321
ENSGALP00000009273	ENSDARP00000023515
ENSGALP00000002458	ENSDARP00000098870
ENSGALP00000004545	ENSDARP00000017782
ENSGALP00000042235	ENSDARP00000112137
ENSGALP00000014751	ENSDARP00000073691
ENSGALP00000012703	ENSDARP00000097545
ENSGALP00000004223	ENSDARP00000115988
ENSGALP00000019921	ENSDARP00000108106
ENSGALP00000012231	ENSDARP00000098600
ENSGALP00000043443	ENSDARP00000105827
ENSGALP00000012478	ENSDARP00000059437
ENSGALP00000025206	ENSDARP00000060048
ENSGALP00000008634	ENSDARP00000104290
ENSGALP00000018048	ENSDARP00000023984
ENSGALP00000013451	ENSDARP00000062723
ENSGALP00000020323	ENSDARP00000125701
ENSGALP00000001407	ENSDARP00000120399
ENSGALP00000001407	ENSDARP00000073346
ENSGALP00000010241	ENSDARP00000087753
ENSGALP00000008467	ENSDARP00000124625
ENSGALP00000010575	ENSDARP00000101882
ENSGALP00000012687	ENSDARP00000098507
ENSGALP00000034460	ENSDARP00000011140
ENSGALP00000026728	ENSDARP00000061828
ENSGALP00000013106	ENSDARP00000013902
ENSGALP00000031387	ENSDARP00000118462
ENSGALP00000022999	ENSDARP00000074317
ENSGALP00000020797	ENSDARP00000040444
ENSGALP00000010528	ENSDARP00000004350
ENSGALP00000017662	ENSDARP00000056457
ENSGALP00000022317	ENSDARP00000118390
ENSGALP00000007867	ENSDARP00000118229
ENSGALP00000009619	ENSDARP00000053462
ENSGALP00000005033	ENSDARP00000091811
ENSGALP00000008644	ENSDARP00000047739
ENSGALP00000000911	ENSDARP00000008507
ENSGALP00000022974	ENSDARP00000066979
ENSGALP00000017880	ENSDARP00000007903
ENSGALP00000040708	ENSDARP00000003132
ENSGALP00000025490	ENSDARP00000121710
ENSGALP00000041673	ENSDARP00000050864
ENSGALP00000026843	ENSDARP00000079159
ENSGALP00000038109	ENSDARP00000084049
ENSGALP00000019572	ENSDARP00000029689
ENSGALP00000017599	ENSDARP00000109592
ENSGALP00000006952	ENSDARP00000117869
ENSGALP00000007430	ENSDARP00000086283
ENSGALP00000015055	ENSDARP00000070483
ENSGALP00000040930	ENSDARP00000030536
ENSGALP00000005799	ENSDARP00000070510
ENSGALP00000019484	ENSDARP00000106969
ENSGALP00000024604	ENSDARP00000065137
ENSGALP00000010585	ENSDARP00000064155
ENSGALP00000024983	ENSDARP00000120275
ENSGALP00000042225	ENSDARP00000124189
ENSGALP00000002623	ENSDARP00000119003
ENSGALP00000035897	ENSDARP00000103296
ENSGALP00000023219	ENSDARP00000103296
ENSGALP00000023942	ENSDARP00000062956
ENSGALP00000013078	ENSDARP00000093287
ENSGALP00000023081	ENSDARP00000062675
ENSGALP00000011418	ENSDARP00000074610
ENSGALP00000007330	ENSDARP00000069553
ENSGALP00000026160	ENSDARP00000083959
ENSGALP00000031458	ENSDARP00000063577
ENSGALP00000015397	ENSDARP00000049146
ENSGALP00000032935	ENSDARP00000122697
ENSGALP00000024702	ENSDARP00000101599
ENSGALP00000025453	ENSDARP00000099746
ENSGALP00000007667	ENSDARP00000062334
ENSGALP00000005437	ENSDARP00000098756
ENSGALP00000027351	ENSDARP00000118377
ENSGALP00000010034	ENSDARP00000077215
ENSGALP00000004373	ENSDARP00000107067
ENSGALP00000004344	ENSDARP00000128473
ENSGALP00000037166	ENSDARP00000090088
ENSGALP00000040939	ENSDARP00000129633
ENSGALP00000008835	ENSDARP00000097730
ENSGALP00000013622	ENSDARP00000091019
ENSGALP00000004417	ENSDARP00000007588
ENSGALP00000022724	ENSDARP00000059344
ENSGALP00000035865	ENSDARP00000109032
ENSGALP00000018752	ENSDARP00000105166
ENSGALP00000019133	ENSDARP00000126101
ENSGALP00000001591	ENSDARP00000128440
ENSGALP00000024767	ENSDARP00000125447
ENSGALP00000024767	ENSDARP00000101853
ENSGALP00000006933	ENSDARP00000012019
ENSGALP00000023257	ENSDARP00000123226
ENSGALP00000015733	ENSDARP00000090567
ENSGALP00000017802	ENSDARP00000120194
ENSGALP00000023488	ENSDARP00000111839
ENSGALP00000036678	ENSDARP00000100377
ENSGALP00000014386	ENSDARP00000129643
ENSGALP00000000924	ENSDARP00000118830
ENSGALP00000020973	ENSDARP00000057506
ENSGALP00000037584	ENSDARP00000057499
