ENSORLP00000017023	ENSMUSP00000034074
ENSORLP00000023430	ENSMUSP00000099329
ENSORLP00000002229	ENSMUSP00000045269
ENSORLP00000025448	ENSMUSP00000085981
ENSORLP00000024792	ENSMUSP00000106242
ENSORLP00000020532	ENSMUSP00000136167
ENSORLP00000010285	ENSMUSP00000041523
ENSORLP00000018611	ENSMUSP00000037341
ENSORLP00000024055	ENSMUSP00000030893
ENSORLP00000013365	ENSMUSP00000061167
ENSORLP00000025246	ENSMUSP00000021078
ENSORLP00000000656	ENSMUSP00000000505
ENSORLP00000014007	ENSMUSP00000095303
ENSORLP00000021606	ENSMUSP00000103530
ENSORLP00000020219	ENSMUSP00000058631
ENSORLP00000010934	ENSMUSP00000052507
ENSORLP00000005454	ENSMUSP00000025314
ENSORLP00000018346	ENSMUSP00000086578
ENSORLP00000021631	ENSMUSP00000023221
ENSORLP00000018348	ENSMUSP00000030644
ENSORLP00000007839	ENSMUSP00000098220
ENSORLP00000022793	ENSMUSP00000054611
ENSORLP00000013733	ENSMUSP00000103401
ENSORLP00000025496	ENSMUSP00000029643
ENSORLP00000015668	ENSMUSP00000106232
ENSORLP00000019345	ENSMUSP00000032070
ENSORLP00000005642	ENSMUSP00000025075
ENSORLP00000010924	ENSMUSP00000137354
ENSORLP00000003732	ENSMUSP00000034699
ENSORLP00000022712	ENSMUSP00000027940
ENSORLP00000014418	ENSMUSP00000019075
ENSORLP00000013183	ENSMUSP00000051644
ENSORLP00000013006	ENSMUSP00000108871
ENSORLP00000015601	ENSMUSP00000010434
ENSORLP00000009484	ENSMUSP00000034512
ENSORLP00000021118	ENSMUSP00000099469
ENSORLP00000017639	ENSMUSP00000108140
ENSORLP00000013324	ENSMUSP00000039500
ENSORLP00000024895	ENSMUSP00000042134
ENSORLP00000011911	ENSMUSP00000075037
ENSORLP00000015131	ENSMUSP00000005173
ENSORLP00000019691	ENSMUSP00000016673
ENSORLP00000014389	ENSMUSP00000101036
ENSORLP00000014528	ENSMUSP00000080043
ENSORLP00000008507	ENSMUSP00000098272
ENSORLP00000014380	ENSMUSP00000006105
ENSORLP00000000980	ENSMUSP00000049770
ENSORLP00000016979	ENSMUSP00000071794
ENSORLP00000000129	ENSMUSP00000041049
ENSORLP00000014439	ENSMUSP00000130684
ENSORLP00000011579	ENSMUSP00000049116
ENSORLP00000009567	ENSMUSP00000030993
ENSORLP00000018478	ENSMUSP00000080215
ENSORLP00000007834	ENSMUSP00000000896
ENSORLP00000006842	ENSMUSP00000050481
ENSORLP00000009310	ENSMUSP00000024984
ENSORLP00000017407	ENSMUSP00000050729
ENSORLP00000010529	ENSMUSP00000003621
ENSORLP00000003013	ENSMUSP00000022913
ENSORLP00000019213	ENSMUSP00000004786
ENSORLP00000003152	ENSMUSP00000042183
ENSORLP00000025788	ENSMUSP00000108263
ENSORLP00000002568	ENSMUSP00000007253
ENSORLP00000018376	ENSMUSP00000107978
ENSORLP00000007800	ENSMUSP00000078372
ENSORLP00000001062	ENSMUSP00000119535
ENSORLP00000012468	ENSMUSP00000081319
ENSORLP00000018567	ENSMUSP00000029975
ENSORLP00000008529	ENSMUSP00000036921
ENSORLP00000019794	ENSMUSP00000068111
ENSORLP00000021340	ENSMUSP00000036923
ENSORLP00000019741	ENSMUSP00000045272
ENSORLP00000015664	ENSMUSP00000099320
ENSORLP00000018096	ENSMUSP00000030986
ENSORLP00000015620	ENSMUSP00000034245
ENSORLP00000012754	ENSMUSP00000032169
ENSORLP00000007698	ENSMUSP00000022815
ENSORLP00000016926	ENSMUSP00000043462
ENSORLP00000025270	ENSMUSP00000020969
ENSORLP00000010676	ENSMUSP00000061185
ENSORLP00000008562	ENSMUSP00000061185
ENSORLP00000004705	ENSMUSP00000010188
ENSORLP00000021209	ENSMUSP00000115342
ENSORLP00000009027	ENSMUSP00000022767
ENSORLP00000010050	ENSMUSP00000135483
ENSORLP00000005871	ENSMUSP00000106897
ENSORLP00000011668	ENSMUSP00000131855
ENSORLP00000013496	ENSMUSP00000125341
ENSORLP00000012145	ENSMUSP00000067516
ENSORLP00000016989	ENSMUSP00000104216
ENSORLP00000023241	ENSMUSP00000004396
ENSORLP00000019743	ENSMUSP00000095970
ENSORLP00000004609	ENSMUSP00000002925
ENSORLP00000001041	ENSMUSP00000099615
ENSORLP00000003750	ENSMUSP00000047720
ENSORLP00000022334	ENSMUSP00000030125
ENSORLP00000020249	ENSMUSP00000119308
ENSORLP00000025163	ENSMUSP00000040249
ENSORLP00000023035	ENSMUSP00000029085
ENSORLP00000019288	ENSMUSP00000047655
ENSORLP00000009055	ENSMUSP00000127385
ENSORLP00000009671	ENSMUSP00000068511
ENSORLP00000015119	ENSMUSP00000033087
ENSORLP00000010399	ENSMUSP00000084788
ENSORLP00000025533	ENSMUSP00000066324
ENSORLP00000025781	ENSMUSP00000030201
ENSORLP00000024798	ENSMUSP00000077380
ENSORLP00000012069	ENSMUSP00000045913
ENSORLP00000008107	ENSMUSP00000036555
ENSORLP00000014462	ENSMUSP00000138855
ENSORLP00000021412	ENSMUSP00000030274
ENSORLP00000002076	ENSMUSP00000023217
ENSORLP00000005103	ENSMUSP00000038476
ENSORLP00000020790	ENSMUSP00000131648
ENSORLP00000010987	ENSMUSP00000131648
ENSORLP00000004537	ENSMUSP00000036725
ENSORLP00000025667	ENSMUSP00000046185
ENSORLP00000019304	ENSMUSP00000026816
ENSORLP00000007497	ENSMUSP00000130452
ENSORLP00000014548	ENSMUSP00000111984
ENSORLP00000005226	ENSMUSP00000095752
ENSORLP00000004151	ENSMUSP00000107887
ENSORLP00000003109	ENSMUSP00000013299
ENSORLP00000019957	ENSMUSP00000118918
ENSORLP00000017843	ENSMUSP00000099627
ENSORLP00000011588	ENSMUSP00000039555
ENSORLP00000003237	ENSMUSP00000123563
ENSORLP00000012212	ENSMUSP00000030637
ENSORLP00000002313	ENSMUSP00000107221
ENSORLP00000001765	ENSMUSP00000044926
ENSORLP00000016806	ENSMUSP00000035516
ENSORLP00000017456	ENSMUSP00000058783
ENSORLP00000009908	ENSMUSP00000036116
ENSORLP00000008383	ENSMUSP00000066803
ENSORLP00000010252	ENSMUSP00000102127
ENSORLP00000023727	ENSMUSP00000010506
ENSORLP00000016860	ENSMUSP00000020301
ENSORLP00000018403	ENSMUSP00000116103
ENSORLP00000017933	ENSMUSP00000036784
ENSORLP00000024215	ENSMUSP00000112404
ENSORLP00000009775	ENSMUSP00000014892
ENSORLP00000019908	ENSMUSP00000003312
ENSORLP00000005471	ENSMUSP00000002064
ENSORLP00000008022	ENSMUSP00000032114
ENSORLP00000025122	ENSMUSP00000071752
ENSORLP00000021496	ENSMUSP00000062395
ENSORLP00000016404	ENSMUSP00000049186
ENSORLP00000013921	ENSMUSP00000091487
ENSORLP00000009063	ENSMUSP00000049319
ENSORLP00000003989	ENSMUSP00000085849
ENSORLP00000024286	ENSMUSP00000105680
ENSORLP00000011915	ENSMUSP00000061913
ENSORLP00000011656	ENSMUSP00000045544
ENSORLP00000005347	ENSMUSP00000067049
ENSORLP00000008764	ENSMUSP00000018431
ENSORLP00000007040	ENSMUSP00000004206
ENSORLP00000019832	ENSMUSP00000099881
ENSORLP00000012700	ENSMUSP00000000175
ENSORLP00000024218	ENSMUSP00000025686
ENSORLP00000007826	ENSMUSP00000072389
ENSORLP00000003968	ENSMUSP00000092896
ENSORLP00000014923	ENSMUSP00000122623
ENSORLP00000022023	ENSMUSP00000010038
ENSORLP00000004908	ENSMUSP00000040917
ENSORLP00000015493	ENSMUSP00000042265
ENSORLP00000012553	ENSMUSP00000025163
ENSORLP00000002675	ENSMUSP00000132963
ENSORLP00000013354	ENSMUSP00000109299
ENSORLP00000021527	ENSMUSP00000081636
ENSORLP00000013130	ENSMUSP00000001247
ENSORLP00000018615	ENSMUSP00000057731
ENSORLP00000004562	ENSMUSP00000047825
ENSORLP00000007345	ENSMUSP00000040450
ENSORLP00000013151	ENSMUSP00000116278
ENSORLP00000019493	ENSMUSP00000091471
ENSORLP00000019857	ENSMUSP00000020444
ENSORLP00000009949	ENSMUSP00000039692
ENSORLP00000016849	ENSMUSP00000023357
ENSORLP00000025258	ENSMUSP00000055321
ENSORLP00000014671	ENSMUSP00000136247
ENSORLP00000005858	ENSMUSP00000092414
ENSORLP00000016204	ENSMUSP00000023237
ENSORLP00000000106	ENSMUSP00000003386
ENSORLP00000002776	ENSMUSP00000015000
ENSORLP00000006991	ENSMUSP00000066488
ENSORLP00000015583	ENSMUSP00000019441
ENSORLP00000022765	ENSMUSP00000021715
ENSORLP00000014682	ENSMUSP00000024734
ENSORLP00000024921	ENSMUSP00000078697
ENSORLP00000022001	ENSMUSP00000095915
ENSORLP00000018824	ENSMUSP00000113342
ENSORLP00000015698	ENSMUSP00000051246
ENSORLP00000008293	ENSMUSP00000085322
ENSORLP00000019644	ENSMUSP00000027861
ENSORLP00000012832	ENSMUSP00000040935
ENSORLP00000016039	ENSMUSP00000108774
ENSORLP00000012095	ENSMUSP00000025759
ENSORLP00000023853	ENSMUSP00000137301
ENSORLP00000021306	ENSMUSP00000035009
ENSORLP00000023988	ENSMUSP00000033483
ENSORLP00000008111	ENSMUSP00000092746
ENSORLP00000013221	ENSMUSP00000025305
ENSORLP00000025256	ENSMUSP00000043315
ENSORLP00000008169	ENSMUSP00000137189
ENSORLP00000023782	ENSMUSP00000033749
ENSORLP00000014755	ENSMUSP00000047778
ENSORLP00000021659	ENSMUSP00000002735
ENSORLP00000001966	ENSMUSP00000001109
ENSORLP00000011500	ENSMUSP00000096377
ENSORLP00000007984	ENSMUSP00000037278
ENSORLP00000004976	ENSMUSP00000048457
ENSORLP00000018248	ENSMUSP00000006301
ENSORLP00000006916	ENSMUSP00000058114
ENSORLP00000012475	ENSMUSP00000028256
ENSORLP00000003288	ENSMUSP00000048099
ENSORLP00000004643	ENSMUSP00000099409
ENSORLP00000015723	ENSMUSP00000045474
ENSORLP00000021785	ENSMUSP00000023191
ENSORLP00000018951	ENSMUSP00000056195
ENSORLP00000018281	ENSMUSP00000043566
ENSORLP00000002005	ENSMUSP00000135398
ENSORLP00000015266	ENSMUSP00000047702
ENSORLP00000014261	ENSMUSP00000032383
ENSORLP00000016260	ENSMUSP00000124529
ENSORLP00000003242	ENSMUSP00000099421
ENSORLP00000003238	ENSMUSP00000099421
ENSORLP00000008560	ENSMUSP00000041809
ENSORLP00000007801	ENSMUSP00000072344
ENSORLP00000009972	ENSMUSP00000106926
ENSORLP00000016803	ENSMUSP00000113718
ENSORLP00000020458	ENSMUSP00000047667
ENSORLP00000011102	ENSMUSP00000036016
ENSORLP00000019401	ENSMUSP00000038589
ENSORLP00000020313	ENSMUSP00000003645
ENSORLP00000003729	ENSMUSP00000106957
ENSORLP00000018094	ENSMUSP00000076178
ENSORLP00000019811	ENSMUSP00000134337
ENSORLP00000008877	ENSMUSP00000131386
ENSORLP00000000192	ENSMUSP00000058502
ENSORLP00000003083	ENSMUSP00000026608
ENSORLP00000002549	ENSMUSP00000076891
ENSORLP00000002407	ENSMUSP00000009814
ENSORLP00000001574	ENSMUSP00000047831
ENSORLP00000019806	ENSMUSP00000110353
ENSORLP00000014733	ENSMUSP00000127716
ENSORLP00000023021	ENSMUSP00000103610
ENSORLP00000011647	ENSMUSP00000041700
ENSORLP00000008653	ENSMUSP00000109547
ENSORLP00000015433	ENSMUSP00000002502
ENSORLP00000011116	ENSMUSP00000033877
ENSORLP00000023231	ENSMUSP00000073832
ENSORLP00000000720	ENSMUSP00000112959
ENSORLP00000020323	ENSMUSP00000093177
ENSORLP00000001272	ENSMUSP00000016571
ENSORLP00000000239	ENSMUSP00000021970
ENSORLP00000007754	ENSMUSP00000022062
ENSORLP00000011074	ENSMUSP00000034359
ENSORLP00000009898	ENSMUSP00000032109
ENSORLP00000008523	ENSMUSP00000020284
ENSORLP00000003683	ENSMUSP00000075289
ENSORLP00000021216	ENSMUSP00000039951
ENSORLP00000009421	ENSMUSP00000062540
ENSORLP00000024223	ENSMUSP00000128759
ENSORLP00000008090	ENSMUSP00000023474
ENSORLP00000006514	ENSMUSP00000020528
ENSORLP00000000798	ENSMUSP00000115672
ENSORLP00000022194	ENSMUSP00000002881
ENSORLP00000013729	ENSMUSP00000042586
ENSORLP00000022290	ENSMUSP00000031478
ENSORLP00000000180	ENSMUSP00000072534
ENSORLP00000000487	ENSMUSP00000005849
ENSORLP00000015938	ENSMUSP00000087197
ENSORLP00000002970	ENSMUSP00000075957
ENSORLP00000013420	ENSMUSP00000001565
ENSORLP00000004223	ENSMUSP00000008021
ENSORLP00000009120	ENSMUSP00000034842
ENSORLP00000013535	ENSMUSP00000025707
ENSORLP00000014354	ENSMUSP00000022784
ENSORLP00000004385	ENSMUSP00000095422
ENSORLP00000002645	ENSMUSP00000033044
ENSORLP00000017445	ENSMUSP00000111961
ENSORLP00000013134	ENSMUSP00000056383
ENSORLP00000002536	ENSMUSP00000025847
ENSORLP00000011493	ENSMUSP00000062344
ENSORLP00000019228	ENSMUSP00000065835
ENSORLP00000007564	ENSMUSP00000006478
ENSORLP00000010735	ENSMUSP00000048636
ENSORLP00000017839	ENSMUSP00000001172
ENSORLP00000014940	ENSMUSP00000081745
ENSORLP00000005054	ENSMUSP00000105358
ENSORLP00000012338	ENSMUSP00000024543
ENSORLP00000017016	ENSMUSP00000041863
ENSORLP00000013219	ENSMUSP00000038267
ENSORLP00000016273	ENSMUSP00000109571
ENSORLP00000024064	ENSMUSP00000029564
ENSORLP00000007718	ENSMUSP00000033503
ENSORLP00000005785	ENSMUSP00000102395
ENSORLP00000003166	ENSMUSP00000057461
ENSORLP00000014175	ENSMUSP00000064547
ENSORLP00000023316	ENSMUSP00000109425
ENSORLP00000020117	ENSMUSP00000076458
ENSORLP00000016953	ENSMUSP00000086820
ENSORLP00000018453	ENSMUSP00000031538
ENSORLP00000002194	ENSMUSP00000101851
ENSORLP00000018401	ENSMUSP00000135435
ENSORLP00000008247	ENSMUSP00000083205
ENSORLP00000008047	ENSMUSP00000098956
ENSORLP00000012369	ENSMUSP00000099558
ENSORLP00000003374	ENSMUSP00000099661
ENSORLP00000014911	ENSMUSP00000019506
ENSORLP00000023955	ENSMUSP00000026169
ENSORLP00000008089	ENSMUSP00000044682
ENSORLP00000008945	ENSMUSP00000015239
ENSORLP00000018022	ENSMUSP00000091713
ENSORLP00000016309	ENSMUSP00000049851
ENSORLP00000021693	ENSMUSP00000069864
ENSORLP00000009250	ENSMUSP00000003536
ENSORLP00000021344	ENSMUSP00000080650
ENSORLP00000005121	ENSMUSP00000118478
ENSORLP00000010568	ENSMUSP00000030165
ENSORLP00000023863	ENSMUSP00000132288
ENSORLP00000014254	ENSMUSP00000017332
ENSORLP00000002020	ENSMUSP00000055757
ENSORLP00000007810	ENSMUSP00000031351
ENSORLP00000007037	ENSMUSP00000038188
ENSORLP00000008733	ENSMUSP00000113162
ENSORLP00000001050	ENSMUSP00000021060
ENSORLP00000022717	ENSMUSP00000020965
ENSORLP00000011125	ENSMUSP00000007754
ENSORLP00000018963	ENSMUSP00000004729
ENSORLP00000006436	ENSMUSP00000046654
ENSORLP00000003357	ENSMUSP00000036951
ENSORLP00000016301	ENSMUSP00000043825
ENSORLP00000013033	ENSMUSP00000063157
ENSORLP00000005022	ENSMUSP00000087896
ENSORLP00000022780	ENSMUSP00000105828
ENSORLP00000000406	ENSMUSP00000006178
ENSORLP00000005712	ENSMUSP00000130532
ENSORLP00000016125	ENSMUSP00000133360
ENSORLP00000018926	ENSMUSP00000051515
ENSORLP00000006798	ENSMUSP00000010249
ENSORLP00000001902	ENSMUSP00000038739
ENSORLP00000024885	ENSMUSP00000032747
ENSORLP00000003811	ENSMUSP00000040885
ENSORLP00000016024	ENSMUSP00000055892
ENSORLP00000024372	ENSMUSP00000058283
ENSORLP00000004937	ENSMUSP00000110662
ENSORLP00000002972	ENSMUSP00000039010
ENSORLP00000023438	ENSMUSP00000002737
ENSORLP00000007756	ENSMUSP00000104235
ENSORLP00000013716	ENSMUSP00000006046
ENSORLP00000020317	ENSMUSP00000095344
ENSORLP00000020918	ENSMUSP00000073244
ENSORLP00000011432	ENSMUSP00000027955
ENSORLP00000008073	ENSMUSP00000035157
ENSORLP00000021174	ENSMUSP00000068607
ENSORLP00000008903	ENSMUSP00000034846
ENSORLP00000008633	ENSMUSP00000129589
ENSORLP00000006687	ENSMUSP00000052838
ENSORLP00000009881	ENSMUSP00000031839
ENSORLP00000004271	ENSMUSP00000077760
ENSORLP00000021420	ENSMUSP00000059435
ENSORLP00000003313	ENSMUSP00000093968
ENSORLP00000014165	ENSMUSP00000116252
ENSORLP00000023427	ENSMUSP00000050258
ENSORLP00000014704	ENSMUSP00000045111
ENSORLP00000019466	ENSMUSP00000050336
ENSORLP00000022858	ENSMUSP00000054462
ENSORLP00000022653	ENSMUSP00000062387
ENSORLP00000009057	ENSMUSP00000093622
ENSORLP00000024832	ENSMUSP00000036337
ENSORLP00000015560	ENSMUSP00000047015
ENSORLP00000004412	ENSMUSP00000027781
ENSORLP00000019003	ENSMUSP00000094318
ENSORLP00000010008	ENSMUSP00000080641
ENSORLP00000017640	ENSMUSP00000037417
ENSORLP00000008164	ENSMUSP00000101630
ENSORLP00000014051	ENSMUSP00000019878
ENSORLP00000022549	ENSMUSP00000086933
ENSORLP00000013376	ENSMUSP00000091165
ENSORLP00000025540	ENSMUSP00000019439
ENSORLP00000006094	ENSMUSP00000046910
ENSORLP00000015388	ENSMUSP00000103262
ENSORLP00000013584	ENSMUSP00000045376
ENSORLP00000014186	ENSMUSP00000004389
ENSORLP00000010230	ENSMUSP00000042918
ENSORLP00000011751	ENSMUSP00000136988
ENSORLP00000007993	ENSMUSP00000002280
ENSORLP00000021206	ENSMUSP00000101449
ENSORLP00000003394	ENSMUSP00000120802
ENSORLP00000001286	ENSMUSP00000078084
ENSORLP00000007876	ENSMUSP00000071818
ENSORLP00000011561	ENSMUSP00000050992
ENSORLP00000004529	ENSMUSP00000042173
ENSORLP00000006754	ENSMUSP00000026475
ENSORLP00000004037	ENSMUSP00000057581
ENSORLP00000002713	ENSMUSP00000040310
ENSORLP00000000099	ENSMUSP00000110762
ENSORLP00000022771	ENSMUSP00000123324
ENSORLP00000021596	ENSMUSP00000027554
ENSORLP00000008255	ENSMUSP00000075065
ENSORLP00000002492	ENSMUSP00000025885
ENSORLP00000016547	ENSMUSP00000076227
ENSORLP00000017471	ENSMUSP00000099659
ENSORLP00000008193	ENSMUSP00000099419
ENSORLP00000019093	ENSMUSP00000130371
ENSORLP00000005293	ENSMUSP00000028295
ENSORLP00000005465	ENSMUSP00000097150
ENSORLP00000018298	ENSMUSP00000042727
ENSORLP00000007822	ENSMUSP00000029839
ENSORLP00000009047	ENSMUSP00000033054
ENSORLP00000011738	ENSMUSP00000017604
ENSORLP00000010502	ENSMUSP00000015124
ENSORLP00000012014	ENSMUSP00000115219
ENSORLP00000014992	ENSMUSP00000077584
ENSORLP00000002620	ENSMUSP00000040568
ENSORLP00000002751	ENSMUSP00000073873
ENSORLP00000005632	ENSMUSP00000034827
ENSORLP00000021440	ENSMUSP00000060309
ENSORLP00000007571	ENSMUSP00000057362
ENSORLP00000014192	ENSMUSP00000055382
ENSORLP00000002535	ENSMUSP00000023351
ENSORLP00000024740	ENSMUSP00000025045
ENSORLP00000007200	ENSMUSP00000092020
ENSORLP00000004871	ENSMUSP00000028761
ENSORLP00000000981	ENSMUSP00000092907
ENSORLP00000004247	ENSMUSP00000090798
ENSORLP00000009700	ENSMUSP00000047845
ENSORLP00000005539	ENSMUSP00000072084
ENSORLP00000025013	ENSMUSP00000109818
ENSORLP00000023299	ENSMUSP00000025842
ENSORLP00000016497	ENSMUSP00000061683
ENSORLP00000007734	ENSMUSP00000056026
ENSORLP00000025409	ENSMUSP00000005053
ENSORLP00000025833	ENSMUSP00000052179
ENSORLP00000020469	ENSMUSP00000051618
ENSORLP00000001649	ENSMUSP00000020878
ENSORLP00000008837	ENSMUSP00000015017
ENSORLP00000024125	ENSMUSP00000039784
ENSORLP00000015001	ENSMUSP00000026698
ENSORLP00000017988	ENSMUSP00000038877
ENSORLP00000007332	ENSMUSP00000104849
ENSORLP00000009473	ENSMUSP00000025719
ENSORLP00000011421	ENSMUSP00000035452
ENSORLP00000007416	ENSMUSP00000129517
ENSORLP00000018894	ENSMUSP00000046196
ENSORLP00000011620	ENSMUSP00000069159
ENSORLP00000008932	ENSMUSP00000123155
ENSORLP00000021025	ENSMUSP00000082490
ENSORLP00000000602	ENSMUSP00000103086
ENSORLP00000006300	ENSMUSP00000109811
ENSORLP00000023842	ENSMUSP00000104270
ENSORLP00000009811	ENSMUSP00000061997
ENSORLP00000004502	ENSMUSP00000106667
ENSORLP00000012442	ENSMUSP00000035773
ENSORLP00000022918	ENSMUSP00000030942
ENSORLP00000014011	ENSMUSP00000031749
ENSORLP00000024430	ENSMUSP00000081573
ENSORLP00000021370	ENSMUSP00000138455
ENSORLP00000016646	ENSMUSP00000002683
ENSORLP00000004458	ENSMUSP00000091608
ENSORLP00000020726	ENSMUSP00000006397
ENSORLP00000001401	ENSMUSP00000033335
ENSORLP00000014823	ENSMUSP00000038568
ENSORLP00000014929	ENSMUSP00000072688
ENSORLP00000025893	ENSMUSP00000081003
ENSORLP00000014386	ENSMUSP00000060892
ENSORLP00000015510	ENSMUSP00000019224
ENSORLP00000022008	ENSMUSP00000020719
ENSORLP00000008905	ENSMUSP00000083752
ENSORLP00000004113	ENSMUSP00000061100
ENSORLP00000008998	ENSMUSP00000019198
ENSORLP00000019822	ENSMUSP00000024107
ENSORLP00000020358	ENSMUSP00000021420
ENSORLP00000003509	ENSMUSP00000059143
ENSORLP00000015003	ENSMUSP00000038204
ENSORLP00000023277	ENSMUSP00000080081
ENSORLP00000017679	ENSMUSP00000097648
ENSORLP00000025891	ENSMUSP00000081001
ENSORLP00000013891	ENSMUSP00000071772
ENSORLP00000003212	ENSMUSP00000060363
ENSORLP00000017505	ENSMUSP00000081114
ENSORLP00000010873	ENSMUSP00000013842
ENSORLP00000000176	ENSMUSP00000045608
ENSORLP00000021679	ENSMUSP00000056154
ENSORLP00000003983	ENSMUSP00000058985
ENSORLP00000008461	ENSMUSP00000127596
ENSORLP00000002190	ENSMUSP00000031324
ENSORLP00000025887	ENSMUSP00000080997
ENSORLP00000009638	ENSMUSP00000069230
ENSORLP00000000880	ENSMUSP00000034413
ENSORLP00000014710	ENSMUSP00000061808
ENSORLP00000016879	ENSMUSP00000050103
ENSORLP00000014293	ENSMUSP00000042088
ENSORLP00000007611	ENSMUSP00000113444
ENSORLP00000009037	ENSMUSP00000076188
ENSORLP00000000367	ENSMUSP00000112665
ENSORLP00000000327	ENSMUSP00000026832
ENSORLP00000008972	ENSMUSP00000041855
ENSORLP00000008805	ENSMUSP00000027449
ENSORLP00000008762	ENSMUSP00000125167
ENSORLP00000020621	ENSMUSP00000062303
ENSORLP00000007407	ENSMUSP00000095571
ENSORLP00000019804	ENSMUSP00000027492
ENSORLP00000010671	ENSMUSP00000071955
ENSORLP00000016325	ENSMUSP00000092845
ENSORLP00000018312	ENSMUSP00000075107
ENSORLP00000003577	ENSMUSP00000032882
ENSORLP00000004213	ENSMUSP00000053727
ENSORLP00000011543	ENSMUSP00000133302
ENSORLP00000017533	ENSMUSP00000133302
ENSORLP00000021756	ENSMUSP00000019697
ENSORLP00000004823	ENSMUSP00000064870
ENSORLP00000019851	ENSMUSP00000085921
ENSORLP00000000219	ENSMUSP00000073259
ENSORLP00000010990	ENSMUSP00000076686
ENSORLP00000024745	ENSMUSP00000136653
ENSORLP00000002738	ENSMUSP00000137738
ENSORLP00000015406	ENSMUSP00000118182
ENSORLP00000020386	ENSMUSP00000013766
ENSORLP00000006944	ENSMUSP00000109154
ENSORLP00000003600	ENSMUSP00000002452
ENSORLP00000022205	ENSMUSP00000069692
ENSORLP00000022203	ENSMUSP00000069692
ENSORLP00000009560	ENSMUSP00000055482
ENSORLP00000014843	ENSMUSP00000092034
ENSORLP00000025883	ENSMUSP00000080993
ENSORLP00000005594	ENSMUSP00000017891
ENSORLP00000012857	ENSMUSP00000058355
ENSORLP00000013592	ENSMUSP00000105057
ENSORLP00000000691	ENSMUSP00000119124
ENSORLP00000012865	ENSMUSP00000139299
ENSORLP00000002755	ENSMUSP00000136062
ENSORLP00000024027	ENSMUSP00000056693
ENSORLP00000002062	ENSMUSP00000116797
ENSORLP00000010048	ENSMUSP00000023219
ENSORLP00000010327	ENSMUSP00000101003
ENSORLP00000000971	ENSMUSP00000021130
ENSORLP00000006927	ENSMUSP00000025910
ENSORLP00000020471	ENSMUSP00000036541
ENSORLP00000010273	ENSMUSP00000044570
ENSORLP00000022408	ENSMUSP00000131169
ENSORLP00000019178	ENSMUSP00000042334
ENSORLP00000025890	ENSMUSP00000081000
ENSORLP00000012506	ENSMUSP00000072982
ENSORLP00000014037	ENSMUSP00000035535
ENSORLP00000025892	ENSMUSP00000081002
ENSORLP00000002245	ENSMUSP00000136158
ENSORLP00000021148	ENSMUSP00000112277
ENSORLP00000002507	ENSMUSP00000033737
ENSORLP00000000302	ENSMUSP00000033394
ENSORLP00000008573	ENSMUSP00000113266
ENSORLP00000025813	ENSMUSP00000042416
ENSORLP00000018243	ENSMUSP00000049678
ENSORLP00000022235	ENSMUSP00000105891
ENSORLP00000002295	ENSMUSP00000008284
ENSORLP00000010977	ENSMUSP00000043956
ENSORLP00000004866	ENSMUSP00000057578
ENSORLP00000020494	ENSMUSP00000112644
ENSORLP00000020774	ENSMUSP00000037783
ENSORLP00000011298	ENSMUSP00000056646
ENSORLP00000021421	ENSMUSP00000119782
ENSORLP00000009526	ENSMUSP00000021707
ENSORLP00000019674	ENSMUSP00000110357
ENSORLP00000002297	ENSMUSP00000098184
ENSORLP00000021475	ENSMUSP00000031739
ENSORLP00000008902	ENSMUSP00000044417
ENSORLP00000019499	ENSMUSP00000039761
ENSORLP00000004479	ENSMUSP00000106664
ENSORLP00000010041	ENSMUSP00000054990
ENSORLP00000021602	ENSMUSP00000113963
ENSORLP00000004006	ENSMUSP00000045283
ENSORLP00000007310	ENSMUSP00000055806
ENSORLP00000025888	ENSMUSP00000080998
ENSORLP00000020400	ENSMUSP00000102716
ENSORLP00000025882	ENSMUSP00000080992
ENSORLP00000019086	ENSMUSP00000034554
ENSORLP00000016532	ENSMUSP00000109855
ENSORLP00000016602	ENSMUSP00000109855
