ENSTGUP00000008915	ENSGALP00000006197
ENSTGUP00000009731	ENSGALP00000028302
ENSTGUP00000011611	ENSGALP00000040836
ENSTGUP00000008783	ENSGALP00000004257
ENSTGUP00000002192	ENSGALP00000010899
ENSTGUP00000008974	ENSGALP00000005536
ENSTGUP00000000581	ENSGALP00000040746
ENSTGUP00000000574	ENSGALP00000005535
ENSTGUP00000009152	ENSGALP00000018828
ENSTGUP00000012983	ENSGALP00000036796
ENSTGUP00000005525	ENSGALP00000016527
ENSTGUP00000005170	ENSGALP00000024204
ENSTGUP00000005139	ENSGALP00000030498
ENSTGUP00000007721	ENSGALP00000000499
ENSTGUP00000001483	ENSGALP00000003009
ENSTGUP00000011341	ENSGALP00000022123
ENSTGUP00000007122	ENSGALP00000012175
ENSTGUP00000007143	ENSGALP00000012165
ENSTGUP00000000320	ENSGALP00000004536
ENSTGUP00000017695	ENSGALP00000023550
ENSTGUP00000006448	ENSGALP00000020666
ENSTGUP00000005757	ENSGALP00000006196
ENSTGUP00000006354	ENSGALP00000007019
ENSTGUP00000000056	ENSGALP00000012007
ENSTGUP00000011729	ENSGALP00000016915
ENSTGUP00000013361	ENSGALP00000019336
ENSTGUP00000001159	ENSGALP00000001891
ENSTGUP00000009189	ENSGALP00000010132
ENSTGUP00000002296	ENSGALP00000004799
ENSTGUP00000014257	ENSGALP00000000471
ENSTGUP00000010544	ENSGALP00000018306
ENSTGUP00000011730	ENSGALP00000022414
ENSTGUP00000008865	ENSGALP00000013003
ENSTGUP00000005382	ENSGALP00000033759
ENSTGUP00000010398	ENSGALP00000010633
ENSTGUP00000009338	ENSGALP00000037625
ENSTGUP00000010439	ENSGALP00000027015
ENSTGUP00000009862	ENSGALP00000019304
ENSTGUP00000005130	ENSGALP00000006157
ENSTGUP00000013414	ENSGALP00000041351
ENSTGUP00000009427	ENSGALP00000012094
ENSTGUP00000005229	ENSGALP00000005948
ENSTGUP00000003579	ENSGALP00000000070
ENSTGUP00000013600	ENSGALP00000042786
ENSTGUP00000013367	ENSGALP00000026388
ENSTGUP00000010738	ENSGALP00000037708
ENSTGUP00000001888	ENSGALP00000005125
ENSTGUP00000012140	ENSGALP00000041087
ENSTGUP00000014140	ENSGALP00000043396
ENSTGUP00000010284	ENSGALP00000017938
ENSTGUP00000009324	ENSGALP00000037463
ENSTGUP00000005155	ENSGALP00000016403
ENSTGUP00000002352	ENSGALP00000031616
ENSTGUP00000001922	ENSGALP00000020075
ENSTGUP00000001977	ENSGALP00000000830
ENSTGUP00000001268	ENSGALP00000010210
ENSTGUP00000007569	ENSGALP00000039645
ENSTGUP00000007878	ENSGALP00000021255
ENSTGUP00000017748	ENSGALP00000000747
ENSTGUP00000002353	ENSGALP00000021958
ENSTGUP00000005336	ENSGALP00000019248
ENSTGUP00000007033	ENSGALP00000007469
ENSTGUP00000011405	ENSGALP00000022285
ENSTGUP00000017370	ENSGALP00000004214
ENSTGUP00000010571	ENSGALP00000024018
ENSTGUP00000008911	ENSGALP00000012973
ENSTGUP00000013440	ENSGALP00000026477
ENSTGUP00000003298	ENSGALP00000019271
ENSTGUP00000010637	ENSGALP00000013431
ENSTGUP00000010183	ENSGALP00000037408
ENSTGUP00000002440	ENSGALP00000014788
ENSTGUP00000011558	ENSGALP00000043057
ENSTGUP00000001713	ENSGALP00000015846
ENSTGUP00000000151	ENSGALP00000023166
ENSTGUP00000009114	ENSGALP00000007487
ENSTGUP00000007804	ENSGALP00000007481
ENSTGUP00000007649	ENSGALP00000029363
ENSTGUP00000002047	ENSGALP00000038362
ENSTGUP00000011425	ENSGALP00000041620
ENSTGUP00000007611	ENSGALP00000009169
ENSTGUP00000011054	ENSGALP00000020439
ENSTGUP00000017808	ENSGALP00000036846
ENSTGUP00000012992	ENSGALP00000017609
ENSTGUP00000012407	ENSGALP00000030189
ENSTGUP00000008510	ENSGALP00000003353
ENSTGUP00000008155	ENSGALP00000003020
ENSTGUP00000018288	ENSGALP00000041825
ENSTGUP00000014221	ENSGALP00000042759
ENSTGUP00000013823	ENSGALP00000024484
ENSTGUP00000003349	ENSGALP00000012869
ENSTGUP00000001489	ENSGALP00000001251
ENSTGUP00000006021	ENSGALP00000014222
ENSTGUP00000001375	ENSGALP00000005680
ENSTGUP00000004028	ENSGALP00000018777
ENSTGUP00000011708	ENSGALP00000027623
ENSTGUP00000001315	ENSGALP00000025251
ENSTGUP00000012579	ENSGALP00000016780
ENSTGUP00000009205	ENSGALP00000012427
ENSTGUP00000012045	ENSGALP00000027545
ENSTGUP00000003230	ENSGALP00000015986
ENSTGUP00000012810	ENSGALP00000017339
ENSTGUP00000010684	ENSGALP00000018494
ENSTGUP00000013667	ENSGALP00000023446
ENSTGUP00000004670	ENSGALP00000000968
ENSTGUP00000012451	ENSGALP00000042769
ENSTGUP00000011807	ENSGALP00000018963
ENSTGUP00000013523	ENSGALP00000020185
ENSTGUP00000007598	ENSGALP00000008926
ENSTGUP00000000037	ENSGALP00000012493
ENSTGUP00000003520	ENSGALP00000000615
ENSTGUP00000000533	ENSGALP00000021774
ENSTGUP00000008728	ENSGALP00000017268
ENSTGUP00000002027	ENSGALP00000005322
ENSTGUP00000010246	ENSGALP00000012632
ENSTGUP00000004884	ENSGALP00000021614
ENSTGUP00000001859	ENSGALP00000021367
ENSTGUP00000004252	ENSGALP00000019192
ENSTGUP00000006490	ENSGALP00000032984
ENSTGUP00000009301	ENSGALP00000041003
ENSTGUP00000009275	ENSGALP00000017271
ENSTGUP00000003892	ENSGALP00000004274
ENSTGUP00000009470	ENSGALP00000016816
ENSTGUP00000009870	ENSGALP00000028010
ENSTGUP00000012189	ENSGALP00000016108
ENSTGUP00000013505	ENSGALP00000020221
ENSTGUP00000016443	ENSGALP00000008890
ENSTGUP00000002608	ENSGALP00000037150
ENSTGUP00000008387	ENSGALP00000026692
ENSTGUP00000008450	ENSGALP00000009954
ENSTGUP00000010917	ENSGALP00000034674
ENSTGUP00000009957	ENSGALP00000019335
ENSTGUP00000010561	ENSGALP00000013184
ENSTGUP00000007835	ENSGALP00000008254
ENSTGUP00000003533	ENSGALP00000041791
ENSTGUP00000011127	ENSGALP00000025404
ENSTGUP00000008652	ENSGALP00000017305
ENSTGUP00000003482	ENSGALP00000028028
ENSTGUP00000013110	ENSGALP00000018184
ENSTGUP00000007450	ENSGALP00000016526
ENSTGUP00000018094	ENSGALP00000004745
ENSTGUP00000011999	ENSGALP00000015671
ENSTGUP00000005171	ENSGALP00000002093
ENSTGUP00000004182	ENSGALP00000000224
ENSTGUP00000010989	ENSGALP00000021704
ENSTGUP00000011822	ENSGALP00000042924
ENSTGUP00000012177	ENSGALP00000020154
ENSTGUP00000000049	ENSGALP00000021752
ENSTGUP00000009291	ENSGALP00000041542
ENSTGUP00000012714	ENSGALP00000021412
ENSTGUP00000013645	ENSGALP00000035905
ENSTGUP00000004007	ENSGALP00000016215
ENSTGUP00000011572	ENSGALP00000015743
ENSTGUP00000017773	ENSGALP00000000941
ENSTGUP00000005963	ENSGALP00000038578
ENSTGUP00000003723	ENSGALP00000042156
ENSTGUP00000010885	ENSGALP00000012879
ENSTGUP00000003788	ENSGALP00000020088
ENSTGUP00000006399	ENSGALP00000011006
ENSTGUP00000001951	ENSGALP00000043340
ENSTGUP00000003508	ENSGALP00000024448
ENSTGUP00000008550	ENSGALP00000026739
ENSTGUP00000007795	ENSGALP00000023057
ENSTGUP00000011256	ENSGALP00000003872
ENSTGUP00000007577	ENSGALP00000001441
ENSTGUP00000004387	ENSGALP00000005180
ENSTGUP00000009187	ENSGALP00000006965
ENSTGUP00000016584	ENSGALP00000016622
ENSTGUP00000009525	ENSGALP00000022296
ENSTGUP00000005797	ENSGALP00000016477
ENSTGUP00000006151	ENSGALP00000038461
ENSTGUP00000010697	ENSGALP00000029965
ENSTGUP00000003042	ENSGALP00000043306
ENSTGUP00000007014	ENSGALP00000016133
ENSTGUP00000002858	ENSGALP00000023728
ENSTGUP00000000282	ENSGALP00000024792
ENSTGUP00000008502	ENSGALP00000010756
ENSTGUP00000006682	ENSGALP00000014308
ENSTGUP00000011368	ENSGALP00000025771
ENSTGUP00000010589	ENSGALP00000039050
ENSTGUP00000012470	ENSGALP00000027431
ENSTGUP00000009788	ENSGALP00000007819
ENSTGUP00000002081	ENSGALP00000010223
ENSTGUP00000012034	ENSGALP00000004392
ENSTGUP00000002325	ENSGALP00000017763
ENSTGUP00000010176	ENSGALP00000024037
ENSTGUP00000012544	ENSGALP00000041320
ENSTGUP00000003211	ENSGALP00000038673
ENSTGUP00000011162	ENSGALP00000025438
ENSTGUP00000001978	ENSGALP00000013137
ENSTGUP00000012614	ENSGALP00000030179
ENSTGUP00000002269	ENSGALP00000014919
ENSTGUP00000011394	ENSGALP00000024711
ENSTGUP00000012171	ENSGALP00000041080
ENSTGUP00000009058	ENSGALP00000006434
ENSTGUP00000000740	ENSGALP00000001461
ENSTGUP00000012426	ENSGALP00000021574
ENSTGUP00000000340	ENSGALP00000012921
ENSTGUP00000010706	ENSGALP00000013386
ENSTGUP00000005931	ENSGALP00000004786
ENSTGUP00000005675	ENSGALP00000005006
ENSTGUP00000003695	ENSGALP00000008087
ENSTGUP00000010963	ENSGALP00000037597
ENSTGUP00000003135	ENSGALP00000031297
ENSTGUP00000014035	ENSGALP00000024646
ENSTGUP00000000378	ENSGALP00000009121
ENSTGUP00000012625	ENSGALP00000030178
ENSTGUP00000001038	ENSGALP00000003113
ENSTGUP00000004366	ENSGALP00000009085
ENSTGUP00000005076	ENSGALP00000037556
ENSTGUP00000012564	ENSGALP00000016737
ENSTGUP00000009097	ENSGALP00000023101
ENSTGUP00000012126	ENSGALP00000040768
ENSTGUP00000002308	ENSGALP00000042705
ENSTGUP00000005193	ENSGALP00000001808
ENSTGUP00000011529	ENSGALP00000015548
ENSTGUP00000005092	ENSGALP00000005208
ENSTGUP00000017688	ENSGALP00000023567
ENSTGUP00000012228	ENSGALP00000022956
ENSTGUP00000012281	ENSGALP00000016237
ENSTGUP00000009535	ENSGALP00000003329
ENSTGUP00000004245	ENSGALP00000040671
ENSTGUP00000005460	ENSGALP00000019873
ENSTGUP00000012123	ENSGALP00000023891
ENSTGUP00000017065	ENSGALP00000043475
ENSTGUP00000009241	ENSGALP00000010258
ENSTGUP00000011614	ENSGALP00000016711
ENSTGUP00000003973	ENSGALP00000021808
ENSTGUP00000003768	ENSGALP00000041959
ENSTGUP00000006192	ENSGALP00000009058
ENSTGUP00000004714	ENSGALP00000039818
ENSTGUP00000016082	ENSGALP00000043185
ENSTGUP00000007848	ENSGALP00000002281
ENSTGUP00000002075	ENSGALP00000021003
ENSTGUP00000003156	ENSGALP00000020543
ENSTGUP00000016467	ENSGALP00000023543
ENSTGUP00000010061	ENSGALP00000022539
ENSTGUP00000007713	ENSGALP00000009474
ENSTGUP00000009943	ENSGALP00000012245
ENSTGUP00000014192	ENSGALP00000043152
ENSTGUP00000008334	ENSGALP00000021416
ENSTGUP00000001681	ENSGALP00000001394
ENSTGUP00000011537	ENSGALP00000015591
ENSTGUP00000011725	ENSGALP00000022410
ENSTGUP00000010854	ENSGALP00000013755
ENSTGUP00000017732	ENSGALP00000042057
ENSTGUP00000009180	ENSGALP00000017134
ENSTGUP00000008837	ENSGALP00000017240
ENSTGUP00000006334	ENSGALP00000004091
ENSTGUP00000007883	ENSGALP00000042578
ENSTGUP00000007714	ENSGALP00000040677
ENSTGUP00000006267	ENSGALP00000009257
ENSTGUP00000012133	ENSGALP00000021547
ENSTGUP00000005045	ENSGALP00000004983
ENSTGUP00000003562	ENSGALP00000003213
ENSTGUP00000011192	ENSGALP00000003623
ENSTGUP00000010540	ENSGALP00000017892
ENSTGUP00000007096	ENSGALP00000040409
ENSTGUP00000001058	ENSGALP00000000282
ENSTGUP00000001904	ENSGALP00000003788
ENSTGUP00000001051	ENSGALP00000000293
ENSTGUP00000010781	ENSGALP00000026970
ENSTGUP00000008045	ENSGALP00000021294
ENSTGUP00000006892	ENSGALP00000005042
ENSTGUP00000010012	ENSGALP00000019392
ENSTGUP00000011291	ENSGALP00000020561
ENSTGUP00000010145	ENSGALP00000013669
ENSTGUP00000010046	ENSGALP00000008362
ENSTGUP00000006673	ENSGALP00000006641
ENSTGUP00000007465	ENSGALP00000001512
ENSTGUP00000001602	ENSGALP00000003063
ENSTGUP00000002011	ENSGALP00000013779
ENSTGUP00000005506	ENSGALP00000010450
ENSTGUP00000004679	ENSGALP00000018452
ENSTGUP00000012557	ENSGALP00000022761
ENSTGUP00000000786	ENSGALP00000032180
ENSTGUP00000009445	ENSGALP00000037377
ENSTGUP00000008187	ENSGALP00000009002
ENSTGUP00000008320	ENSGALP00000003183
ENSTGUP00000013890	ENSGALP00000024797
ENSTGUP00000000420	ENSGALP00000021940
ENSTGUP00000005447	ENSGALP00000005151
ENSTGUP00000002365	ENSGALP00000021959
ENSTGUP00000005839	ENSGALP00000033977
ENSTGUP00000011420	ENSGALP00000022278
ENSTGUP00000005422	ENSGALP00000004465
ENSTGUP00000000005	ENSGALP00000000373
ENSTGUP00000005241	ENSGALP00000005824
ENSTGUP00000006058	ENSGALP00000005037
ENSTGUP00000013805	ENSGALP00000024360
ENSTGUP00000006416	ENSGALP00000030441
ENSTGUP00000001311	ENSGALP00000025249
ENSTGUP00000006014	ENSGALP00000006116
ENSTGUP00000010293	ENSGALP00000018082
ENSTGUP00000011424	ENSGALP00000032417
ENSTGUP00000011732	ENSGALP00000019039
ENSTGUP00000011285	ENSGALP00000015219
ENSTGUP00000006813	ENSGALP00000026133
ENSTGUP00000017727	ENSGALP00000005490
ENSTGUP00000013731	ENSGALP00000023274
ENSTGUP00000004326	ENSGALP00000043315
ENSTGUP00000007285	ENSGALP00000013160
ENSTGUP00000004709	ENSGALP00000019470
ENSTGUP00000010399	ENSGALP00000037829
ENSTGUP00000005425	ENSGALP00000038750
ENSTGUP00000007605	ENSGALP00000036335
ENSTGUP00000011235	ENSGALP00000025672
ENSTGUP00000013491	ENSGALP00000020267
ENSTGUP00000004056	ENSGALP00000041880
ENSTGUP00000009373	ENSGALP00000016944
ENSTGUP00000001720	ENSGALP00000042988
ENSTGUP00000011984	ENSGALP00000043325
ENSTGUP00000009229	ENSGALP00000043350
ENSTGUP00000010748	ENSGALP00000024160
ENSTGUP00000004626	ENSGALP00000006590
ENSTGUP00000008832	ENSGALP00000040792
ENSTGUP00000007632	ENSGALP00000033286
ENSTGUP00000011733	ENSGALP00000027618
ENSTGUP00000011310	ENSGALP00000024582
ENSTGUP00000002016	ENSGALP00000005311
ENSTGUP00000005847	ENSGALP00000019676
ENSTGUP00000006008	ENSGALP00000003252
ENSTGUP00000001538	ENSGALP00000015411
ENSTGUP00000002443	ENSGALP00000014230
ENSTGUP00000003896	ENSGALP00000016182
ENSTGUP00000007334	ENSGALP00000031473
ENSTGUP00000010815	ENSGALP00000018559
ENSTGUP00000014743	ENSGALP00000000908
ENSTGUP00000008413	ENSGALP00000006778
ENSTGUP00000004325	ENSGALP00000007347
ENSTGUP00000012523	ENSGALP00000025851
ENSTGUP00000006700	ENSGALP00000002497
ENSTGUP00000000038	ENSGALP00000012291
ENSTGUP00000001605	ENSGALP00000017661
ENSTGUP00000005838	ENSGALP00000038272
ENSTGUP00000001526	ENSGALP00000003250
ENSTGUP00000012122	ENSGALP00000015931
ENSTGUP00000000020	ENSGALP00000000392
ENSTGUP00000007201	ENSGALP00000025111
ENSTGUP00000012890	ENSGALP00000027316
ENSTGUP00000013849	ENSGALP00000027920
ENSTGUP00000009367	ENSGALP00000011879
ENSTGUP00000009612	ENSGALP00000017448
ENSTGUP00000012827	ENSGALP00000025445
ENSTGUP00000007548	ENSGALP00000007788
ENSTGUP00000017792	ENSGALP00000001025
ENSTGUP00000008487	ENSGALP00000021472
ENSTGUP00000004830	ENSGALP00000041075
ENSTGUP00000004375	ENSGALP00000015012
ENSTGUP00000005633	ENSGALP00000015370
ENSTGUP00000012401	ENSGALP00000016486
ENSTGUP00000003091	ENSGALP00000000261
ENSTGUP00000007887	ENSGALP00000013717
ENSTGUP00000003737	ENSGALP00000004539
ENSTGUP00000005726	ENSGALP00000043165
ENSTGUP00000011864	ENSGALP00000021043
ENSTGUP00000006983	ENSGALP00000008091
ENSTGUP00000006466	ENSGALP00000006424
ENSTGUP00000005568	ENSGALP00000007559
ENSTGUP00000009453	ENSGALP00000011409
ENSTGUP00000002019	ENSGALP00000000696
ENSTGUP00000000906	ENSGALP00000024348
ENSTGUP00000009355	ENSGALP00000007391
ENSTGUP00000011029	ENSGALP00000029626
ENSTGUP00000006468	ENSGALP00000007133
ENSTGUP00000003751	ENSGALP00000042669
ENSTGUP00000006499	ENSGALP00000024861
ENSTGUP00000013441	ENSGALP00000019744
ENSTGUP00000002814	ENSGALP00000013515
ENSTGUP00000008184	ENSGALP00000009296
ENSTGUP00000005106	ENSGALP00000005184
ENSTGUP00000009428	ENSGALP00000027121
ENSTGUP00000013043	ENSGALP00000041812
ENSTGUP00000010451	ENSGALP00000029605
ENSTGUP00000008122	ENSGALP00000022597
ENSTGUP00000010442	ENSGALP00000019613
ENSTGUP00000007945	ENSGALP00000041458
ENSTGUP00000010429	ENSGALP00000012790
ENSTGUP00000001507	ENSGALP00000002279
ENSTGUP00000010888	ENSGALP00000024299
ENSTGUP00000001730	ENSGALP00000022875
ENSTGUP00000011903	ENSGALP00000015560
ENSTGUP00000008449	ENSGALP00000006711
ENSTGUP00000008969	ENSGALP00000009139
ENSTGUP00000009790	ENSGALP00000017539
ENSTGUP00000013720	ENSGALP00000042736
ENSTGUP00000011648	ENSGALP00000020793
ENSTGUP00000006001	ENSGALP00000003210
ENSTGUP00000001957	ENSGALP00000013151
ENSTGUP00000007974	ENSGALP00000009008
ENSTGUP00000011219	ENSGALP00000014530
ENSTGUP00000006375	ENSGALP00000015722
ENSTGUP00000000830	ENSGALP00000001528
ENSTGUP00000005862	ENSGALP00000004641
ENSTGUP00000002931	ENSGALP00000018203
ENSTGUP00000010795	ENSGALP00000025188
ENSTGUP00000006748	ENSGALP00000007995
ENSTGUP00000005985	ENSGALP00000015448
ENSTGUP00000012808	ENSGALP00000035717
ENSTGUP00000012788	ENSGALP00000026375
ENSTGUP00000003043	ENSGALP00000007280
ENSTGUP00000009868	ENSGALP00000022445
ENSTGUP00000014508	ENSGALP00000016164
ENSTGUP00000006039	ENSGALP00000004984
ENSTGUP00000003205	ENSGALP00000013047
ENSTGUP00000015935	ENSGALP00000023412
ENSTGUP00000002940	ENSGALP00000007501
ENSTGUP00000009999	ENSGALP00000032597
ENSTGUP00000013768	ENSGALP00000024069
ENSTGUP00000007372	ENSGALP00000008098
ENSTGUP00000008357	ENSGALP00000003205
ENSTGUP00000005492	ENSGALP00000002495
ENSTGUP00000005808	ENSGALP00000014507
ENSTGUP00000012627	ENSGALP00000036479
ENSTGUP00000005327	ENSGALP00000004251
ENSTGUP00000004501	ENSGALP00000008785
ENSTGUP00000002924	ENSGALP00000015651
ENSTGUP00000006256	ENSGALP00000005965
ENSTGUP00000001414	ENSGALP00000005550
ENSTGUP00000015976	ENSGALP00000040730
ENSTGUP00000006654	ENSGALP00000015971
ENSTGUP00000007750	ENSGALP00000002782
ENSTGUP00000012792	ENSGALP00000036845
ENSTGUP00000010104	ENSGALP00000027063
ENSTGUP00000006439	ENSGALP00000008312
ENSTGUP00000001391	ENSGALP00000005633
ENSTGUP00000002863	ENSGALP00000041799
ENSTGUP00000000841	ENSGALP00000001577
ENSTGUP00000004729	ENSGALP00000003026
ENSTGUP00000012681	ENSGALP00000017009
ENSTGUP00000006575	ENSGALP00000020647
ENSTGUP00000011193	ENSGALP00000027194
ENSTGUP00000017653	ENSGALP00000021587
ENSTGUP00000017200	ENSGALP00000043240
ENSTGUP00000005725	ENSGALP00000038835
ENSTGUP00000002175	ENSGALP00000005868
ENSTGUP00000004135	ENSGALP00000015179
ENSTGUP00000002616	ENSGALP00000011524
ENSTGUP00000007276	ENSGALP00000026209
ENSTGUP00000008605	ENSGALP00000015492
ENSTGUP00000006134	ENSGALP00000015620
ENSTGUP00000008868	ENSGALP00000030345
ENSTGUP00000010981	ENSGALP00000017465
ENSTGUP00000001412	ENSGALP00000002744
ENSTGUP00000002331	ENSGALP00000029109
ENSTGUP00000001145	ENSGALP00000008605
ENSTGUP00000008662	ENSGALP00000010470
ENSTGUP00000001944	ENSGALP00000012931
ENSTGUP00000003939	ENSGALP00000017190
ENSTGUP00000002354	ENSGALP00000014362
ENSTGUP00000005979	ENSGALP00000003172
ENSTGUP00000007204	ENSGALP00000014603
ENSTGUP00000008575	ENSGALP00000030003
ENSTGUP00000005184	ENSGALP00000008387
ENSTGUP00000003366	ENSGALP00000041701
ENSTGUP00000004662	ENSGALP00000014543
ENSTGUP00000012381	ENSGALP00000016438
ENSTGUP00000012565	ENSGALP00000042749
ENSTGUP00000013047	ENSGALP00000018029
ENSTGUP00000004931	ENSGALP00000005122
ENSTGUP00000009086	ENSGALP00000027161
ENSTGUP00000012486	ENSGALP00000027424
ENSTGUP00000006074	ENSGALP00000014141
ENSTGUP00000008708	ENSGALP00000022947
ENSTGUP00000002433	ENSGALP00000042966
ENSTGUP00000006873	ENSGALP00000007621
ENSTGUP00000008590	ENSGALP00000010895
ENSTGUP00000011778	ENSGALP00000015782
ENSTGUP00000006716	ENSGALP00000017346
ENSTGUP00000000490	ENSGALP00000042512
ENSTGUP00000006040	ENSGALP00000010308
ENSTGUP00000002525	ENSGALP00000014641
ENSTGUP00000015837	ENSGALP00000003222
ENSTGUP00000008075	ENSGALP00000016461
ENSTGUP00000001404	ENSGALP00000039927
ENSTGUP00000010079	ENSGALP00000012452
ENSTGUP00000007810	ENSGALP00000007472
ENSTGUP00000008111	ENSGALP00000009487
ENSTGUP00000014039	ENSGALP00000024611
ENSTGUP00000001880	ENSGALP00000020133
ENSTGUP00000012813	ENSGALP00000021314
ENSTGUP00000005427	ENSGALP00000008604
ENSTGUP00000013102	ENSGALP00000042714
ENSTGUP00000014087	ENSGALP00000042576
ENSTGUP00000009889	ENSGALP00000011554
ENSTGUP00000014647	ENSGALP00000042367
ENSTGUP00000001858	ENSGALP00000020173
ENSTGUP00000010190	ENSGALP00000019438
ENSTGUP00000006023	ENSGALP00000012624
ENSTGUP00000008692	ENSGALP00000009665
ENSTGUP00000012015	ENSGALP00000029464
ENSTGUP00000013589	ENSGALP00000020002
ENSTGUP00000004035	ENSGALP00000039978
ENSTGUP00000010957	ENSGALP00000012920
ENSTGUP00000011158	ENSGALP00000013962
ENSTGUP00000007389	ENSGALP00000008813
ENSTGUP00000012429	ENSGALP00000024251
ENSTGUP00000001515	ENSGALP00000042402
ENSTGUP00000013809	ENSGALP00000043044
ENSTGUP00000017831	ENSGALP00000003525
ENSTGUP00000004778	ENSGALP00000011853
ENSTGUP00000004785	ENSGALP00000003909
ENSTGUP00000000249	ENSGALP00000040931
ENSTGUP00000007134	ENSGALP00000038107
ENSTGUP00000010798	ENSGALP00000013303
ENSTGUP00000012604	ENSGALP00000022684
ENSTGUP00000009823	ENSGALP00000022457
ENSTGUP00000006552	ENSGALP00000041780
ENSTGUP00000002784	ENSGALP00000023709
ENSTGUP00000017626	ENSGALP00000033117
ENSTGUP00000006323	ENSGALP00000041961
ENSTGUP00000017934	ENSGALP00000011720
ENSTGUP00000010410	ENSGALP00000017951
ENSTGUP00000003650	ENSGALP00000023415
ENSTGUP00000011691	ENSGALP00000020198
ENSTGUP00000008501	ENSGALP00000001161
ENSTGUP00000007707	ENSGALP00000008152
ENSTGUP00000003248	ENSGALP00000020530
ENSTGUP00000009833	ENSGALP00000036879
ENSTGUP00000014022	ENSGALP00000024714
ENSTGUP00000010955	ENSGALP00000013572
ENSTGUP00000009505	ENSGALP00000023149
ENSTGUP00000002432	ENSGALP00000016026
ENSTGUP00000005914	ENSGALP00000003216
ENSTGUP00000015004	ENSGALP00000026576
ENSTGUP00000007489	ENSGALP00000007872
ENSTGUP00000007867	ENSGALP00000016422
ENSTGUP00000008411	ENSGALP00000026699
ENSTGUP00000001059	ENSGALP00000000524
ENSTGUP00000013423	ENSGALP00000026465
ENSTGUP00000008342	ENSGALP00000026670
ENSTGUP00000004122	ENSGALP00000002041
ENSTGUP00000003661	ENSGALP00000042897
ENSTGUP00000000124	ENSGALP00000011349
ENSTGUP00000008193	ENSGALP00000009528
ENSTGUP00000009684	ENSGALP00000023186
ENSTGUP00000006773	ENSGALP00000004839
ENSTGUP00000006659	ENSGALP00000020641
ENSTGUP00000011531	ENSGALP00000037974
ENSTGUP00000002409	ENSGALP00000023951
ENSTGUP00000012265	ENSGALP00000025680
ENSTGUP00000006301	ENSGALP00000009807
ENSTGUP00000010666	ENSGALP00000037230
ENSTGUP00000013764	ENSGALP00000023989
ENSTGUP00000003946	ENSGALP00000017187
ENSTGUP00000007337	ENSGALP00000043282
ENSTGUP00000012699	ENSGALP00000017055
ENSTGUP00000002377	ENSGALP00000014331
ENSTGUP00000010491	ENSGALP00000012938
ENSTGUP00000008926	ENSGALP00000010673
ENSTGUP00000011141	ENSGALP00000013917
ENSTGUP00000001201	ENSGALP00000025170
ENSTGUP00000010784	ENSGALP00000013700
ENSTGUP00000001726	ENSGALP00000017381
ENSTGUP00000012755	ENSGALP00000042252
ENSTGUP00000000429	ENSGALP00000042597
ENSTGUP00000012690	ENSGALP00000025077
ENSTGUP00000011973	ENSGALP00000020971
ENSTGUP00000009714	ENSGALP00000040674
ENSTGUP00000007135	ENSGALP00000014529
ENSTGUP00000005943	ENSGALP00000014301
ENSTGUP00000005345	ENSGALP00000004521
ENSTGUP00000010037	ENSGALP00000008356
ENSTGUP00000014145	ENSGALP00000040872
ENSTGUP00000015949	ENSGALP00000039960
ENSTGUP00000000589	ENSGALP00000038005
ENSTGUP00000008653	ENSGALP00000009586
ENSTGUP00000009616	ENSGALP00000043026
ENSTGUP00000017538	ENSGALP00000034250
ENSTGUP00000016207	ENSGALP00000006407
ENSTGUP00000003840	ENSGALP00000041377
ENSTGUP00000007847	ENSGALP00000021246
ENSTGUP00000007838	ENSGALP00000041757
ENSTGUP00000002058	ENSGALP00000005915
ENSTGUP00000002789	ENSGALP00000041606
ENSTGUP00000010216	ENSGALP00000019462
ENSTGUP00000012611	ENSGALP00000025900
ENSTGUP00000012399	ENSGALP00000027458
ENSTGUP00000013649	ENSGALP00000026895
ENSTGUP00000009596	ENSGALP00000014676
