ENSLOCP00000011371	ENSDARP00000122973
ENSLOCP00000009586	ENSDARP00000074153
ENSLOCP00000014959	ENSDARP00000054860
ENSLOCP00000017929	ENSDARP00000116242
ENSLOCP00000019822	ENSDARP00000025466
ENSLOCP00000001008	ENSDARP00000102078
ENSLOCP00000021224	ENSDARP00000129175
ENSLOCP00000011344	ENSDARP00000006173
ENSLOCP00000002227	ENSDARP00000010013
ENSLOCP00000019276	ENSDARP00000044042
ENSLOCP00000021366	ENSDARP00000116237
ENSLOCP00000019474	ENSDARP00000019903
ENSLOCP00000013250	ENSDARP00000055486
ENSLOCP00000019215	ENSDARP00000056179
ENSLOCP00000003590	ENSDARP00000115433
ENSLOCP00000004824	ENSDARP00000105727
ENSLOCP00000020547	ENSDARP00000128519
ENSLOCP00000020320	ENSDARP00000062091
ENSLOCP00000001567	ENSDARP00000066190
ENSLOCP00000006650	ENSDARP00000088640
ENSLOCP00000012594	ENSDARP00000121705
ENSLOCP00000012057	ENSDARP00000111658
ENSLOCP00000012057	ENSDARP00000016213
ENSLOCP00000006452	ENSDARP00000104242
ENSLOCP00000004124	ENSDARP00000105820
ENSLOCP00000001572	ENSDARP00000017149
ENSLOCP00000019519	ENSDARP00000102969
ENSLOCP00000012023	ENSDARP00000110068
ENSLOCP00000007712	ENSDARP00000080925
ENSLOCP00000008009	ENSDARP00000108416
ENSLOCP00000008009	ENSDARP00000063612
ENSLOCP00000020286	ENSDARP00000099617
ENSLOCP00000000005	ENSDARP00000025243
ENSLOCP00000000005	ENSDARP00000118084
ENSLOCP00000007782	ENSDARP00000071726
ENSLOCP00000006416	ENSDARP00000118992
ENSLOCP00000006669	ENSDARP00000129851
ENSLOCP00000006669	ENSDARP00000088806
ENSLOCP00000000959	ENSDARP00000064693
ENSLOCP00000000981	ENSDARP00000127347
ENSLOCP00000016839	ENSDARP00000005886
ENSLOCP00000019302	ENSDARP00000072990
ENSLOCP00000011842	ENSDARP00000076519
ENSLOCP00000003482	ENSDARP00000076735
ENSLOCP00000012837	ENSDARP00000064065
ENSLOCP00000005134	ENSDARP00000102047
ENSLOCP00000012132	ENSDARP00000101565
ENSLOCP00000012284	ENSDARP00000050846
ENSLOCP00000012856	ENSDARP00000060688
ENSLOCP00000016007	ENSDARP00000004687
ENSLOCP00000020397	ENSDARP00000121982
ENSLOCP00000019347	ENSDARP00000031745
ENSLOCP00000012861	ENSDARP00000042220
ENSLOCP00000003749	ENSDARP00000067234
ENSLOCP00000010470	ENSDARP00000037419
ENSLOCP00000004301	ENSDARP00000116409
ENSLOCP00000012006	ENSDARP00000109353
ENSLOCP00000007594	ENSDARP00000059559
ENSLOCP00000020419	ENSDARP00000017103
ENSLOCP00000011582	ENSDARP00000018505
ENSLOCP00000000948	ENSDARP00000067095
ENSLOCP00000019583	ENSDARP00000124362
ENSLOCP00000003012	ENSDARP00000097615
ENSLOCP00000020395	ENSDARP00000060189
ENSLOCP00000003300	ENSDARP00000123267
ENSLOCP00000002201	ENSDARP00000068017
ENSLOCP00000003972	ENSDARP00000101015
ENSLOCP00000005869	ENSDARP00000037304
ENSLOCP00000011452	ENSDARP00000106732
ENSLOCP00000011452	ENSDARP00000098431
ENSLOCP00000016130	ENSDARP00000038195
ENSLOCP00000009730	ENSDARP00000065502
ENSLOCP00000015373	ENSDARP00000106449
ENSLOCP00000017265	ENSDARP00000105984
ENSLOCP00000016569	ENSDARP00000055445
ENSLOCP00000002796	ENSDARP00000089478
ENSLOCP00000004299	ENSDARP00000076893
ENSLOCP00000002764	ENSDARP00000063150
ENSLOCP00000002764	ENSDARP00000088158
ENSLOCP00000009526	ENSDARP00000124404
ENSLOCP00000009526	ENSDARP00000098601
ENSLOCP00000015430	ENSDARP00000106280
ENSLOCP00000004458	ENSDARP00000126728
ENSLOCP00000017304	ENSDARP00000044114
ENSLOCP00000015596	ENSDARP00000032165
ENSLOCP00000020611	ENSDARP00000126427
ENSLOCP00000020848	ENSDARP00000067396
ENSLOCP00000009206	ENSDARP00000070899
ENSLOCP00000005052	ENSDARP00000111067
ENSLOCP00000015288	ENSDARP00000034563
ENSLOCP00000007756	ENSDARP00000123964
ENSLOCP00000014211	ENSDARP00000050244
ENSLOCP00000000625	ENSDARP00000127074
ENSLOCP00000008271	ENSDARP00000071703
ENSLOCP00000010753	ENSDARP00000118435
ENSLOCP00000004221	ENSDARP00000012858
ENSLOCP00000017242	ENSDARP00000087580
ENSLOCP00000000171	ENSDARP00000097688
ENSLOCP00000011507	ENSDARP00000124120
ENSLOCP00000012620	ENSDARP00000051775
ENSLOCP00000010085	ENSDARP00000081745
ENSLOCP00000010664	ENSDARP00000118997
ENSLOCP00000009597	ENSDARP00000085187
ENSLOCP00000014676	ENSDARP00000124644
ENSLOCP00000016782	ENSDARP00000106592
ENSLOCP00000020405	ENSDARP00000101805
ENSLOCP00000017317	ENSDARP00000076262
ENSLOCP00000002984	ENSDARP00000059298
ENSLOCP00000006068	ENSDARP00000118262
ENSLOCP00000008032	ENSDARP00000013430
ENSLOCP00000006074	ENSDARP00000089349
ENSLOCP00000007160	ENSDARP00000069707
ENSLOCP00000019237	ENSDARP00000095658
ENSLOCP00000014578	ENSDARP00000110958
ENSLOCP00000018823	ENSDARP00000011401
ENSLOCP00000011503	ENSDARP00000087195
ENSLOCP00000011907	ENSDARP00000111216
ENSLOCP00000012829	ENSDARP00000120332
ENSLOCP00000019676	ENSDARP00000011083
ENSLOCP00000019873	ENSDARP00000034129
ENSLOCP00000019873	ENSDARP00000016859
ENSLOCP00000013258	ENSDARP00000074854
ENSLOCP00000004649	ENSDARP00000016047
ENSLOCP00000016117	ENSDARP00000106414
ENSLOCP00000005415	ENSDARP00000076357
ENSLOCP00000013223	ENSDARP00000056293
ENSLOCP00000018532	ENSDARP00000082748
ENSLOCP00000012868	ENSDARP00000104141
ENSLOCP00000010012	ENSDARP00000123531
ENSLOCP00000016654	ENSDARP00000127123
ENSLOCP00000016654	ENSDARP00000101527
ENSLOCP00000006638	ENSDARP00000054152
ENSLOCP00000020066	ENSDARP00000126448
ENSLOCP00000008948	ENSDARP00000061760
ENSLOCP00000018436	ENSDARP00000116217
ENSLOCP00000004517	ENSDARP00000081096
ENSLOCP00000005142	ENSDARP00000005238
ENSLOCP00000007846	ENSDARP00000052644
ENSLOCP00000015880	ENSDARP00000072369
ENSLOCP00000003502	ENSDARP00000047953
ENSLOCP00000006850	ENSDARP00000037928
ENSLOCP00000008655	ENSDARP00000015953
ENSLOCP00000014663	ENSDARP00000048639
ENSLOCP00000019016	ENSDARP00000024817
ENSLOCP00000011860	ENSDARP00000058031
ENSLOCP00000019955	ENSDARP00000062555
ENSLOCP00000005219	ENSDARP00000043430
ENSLOCP00000003644	ENSDARP00000006378
ENSLOCP00000006195	ENSDARP00000089067
ENSLOCP00000008809	ENSDARP00000027131
ENSLOCP00000008809	ENSDARP00000096562
ENSLOCP00000002719	ENSDARP00000123079
ENSLOCP00000015575	ENSDARP00000067637
ENSLOCP00000005084	ENSDARP00000023460
ENSLOCP00000008468	ENSDARP00000103943
ENSLOCP00000021054	ENSDARP00000064802
ENSLOCP00000008510	ENSDARP00000094012
ENSLOCP00000019150	ENSDARP00000086605
ENSLOCP00000014793	ENSDARP00000106419
ENSLOCP00000014793	ENSDARP00000077967
ENSLOCP00000001547	ENSDARP00000093629
ENSLOCP00000014254	ENSDARP00000102666
ENSLOCP00000007109	ENSDARP00000088015
ENSLOCP00000015558	ENSDARP00000014151
ENSLOCP00000011417	ENSDARP00000073610
ENSLOCP00000014863	ENSDARP00000058350
ENSLOCP00000003091	ENSDARP00000100148
ENSLOCP00000000778	ENSDARP00000041113
ENSLOCP00000019866	ENSDARP00000048674
ENSLOCP00000006758	ENSDARP00000024490
ENSLOCP00000001893	ENSDARP00000050825
ENSLOCP00000012454	ENSDARP00000112809
ENSLOCP00000006230	ENSDARP00000043075
ENSLOCP00000006230	ENSDARP00000031112
ENSLOCP00000019350	ENSDARP00000067338
ENSLOCP00000013407	ENSDARP00000075051
ENSLOCP00000006996	ENSDARP00000097746
ENSLOCP00000014474	ENSDARP00000059353
ENSLOCP00000013139	ENSDARP00000083980
ENSLOCP00000019724	ENSDARP00000054321
ENSLOCP00000019724	ENSDARP00000111036
ENSLOCP00000010212	ENSDARP00000105284
ENSLOCP00000020256	ENSDARP00000111776
ENSLOCP00000017126	ENSDARP00000084087
ENSLOCP00000004851	ENSDARP00000102160
ENSLOCP00000013810	ENSDARP00000127531
ENSLOCP00000002733	ENSDARP00000003198
ENSLOCP00000005044	ENSDARP00000116987
ENSLOCP00000005044	ENSDARP00000077564
ENSLOCP00000013337	ENSDARP00000101727
ENSLOCP00000004959	ENSDARP00000090309
ENSLOCP00000011602	ENSDARP00000028109
ENSLOCP00000003815	ENSDARP00000122309
ENSLOCP00000011732	ENSDARP00000065324
ENSLOCP00000003140	ENSDARP00000105288
ENSLOCP00000015023	ENSDARP00000106089
ENSLOCP00000000090	ENSDARP00000007002
ENSLOCP00000006888	ENSDARP00000052786
ENSLOCP00000006423	ENSDARP00000003488
ENSLOCP00000013939	ENSDARP00000016113
ENSLOCP00000005362	ENSDARP00000062358
ENSLOCP00000013633	ENSDARP00000090111
ENSLOCP00000002569	ENSDARP00000062851
ENSLOCP00000006844	ENSDARP00000060591
ENSLOCP00000008991	ENSDARP00000023604
ENSLOCP00000009422	ENSDARP00000064130
ENSLOCP00000017401	ENSDARP00000053813
ENSLOCP00000003642	ENSDARP00000016349
ENSLOCP00000020923	ENSDARP00000033381
ENSLOCP00000005449	ENSDARP00000110309
ENSLOCP00000019555	ENSDARP00000061333
ENSLOCP00000020487	ENSDARP00000097494
ENSLOCP00000017537	ENSDARP00000072623
ENSLOCP00000011221	ENSDARP00000103689
ENSLOCP00000021850	ENSDARP00000004179
ENSLOCP00000021442	ENSDARP00000071657
ENSLOCP00000019610	ENSDARP00000124096
ENSLOCP00000017576	ENSDARP00000041739
ENSLOCP00000017576	ENSDARP00000089161
ENSLOCP00000011252	ENSDARP00000124464
ENSLOCP00000020878	ENSDARP00000100660
ENSLOCP00000018095	ENSDARP00000035079
ENSLOCP00000009874	ENSDARP00000054439
ENSLOCP00000009874	ENSDARP00000052647
ENSLOCP00000016927	ENSDARP00000007628
ENSLOCP00000019497	ENSDARP00000013651
ENSLOCP00000006862	ENSDARP00000090987
ENSLOCP00000017097	ENSDARP00000064808
ENSLOCP00000016258	ENSDARP00000086537
ENSLOCP00000014572	ENSDARP00000058220
ENSLOCP00000011605	ENSDARP00000111416
ENSLOCP00000001898	ENSDARP00000032037
ENSLOCP00000006546	ENSDARP00000128424
ENSLOCP00000019813	ENSDARP00000070516
ENSLOCP00000003637	ENSDARP00000077038
ENSLOCP00000013731	ENSDARP00000104733
ENSLOCP00000019703	ENSDARP00000066890
ENSLOCP00000003726	ENSDARP00000051648
ENSLOCP00000005399	ENSDARP00000095043
ENSLOCP00000017002	ENSDARP00000070383
ENSLOCP00000011984	ENSDARP00000009441
ENSLOCP00000008385	ENSDARP00000054604
ENSLOCP00000001656	ENSDARP00000092761
ENSLOCP00000017382	ENSDARP00000103183
ENSLOCP00000020718	ENSDARP00000017647
ENSLOCP00000014024	ENSDARP00000022310
ENSLOCP00000009218	ENSDARP00000040389
ENSLOCP00000001626	ENSDARP00000127799
ENSLOCP00000007000	ENSDARP00000058459
ENSLOCP00000007785	ENSDARP00000063544
ENSLOCP00000006017	ENSDARP00000077729
ENSLOCP00000017450	ENSDARP00000026560
ENSLOCP00000017450	ENSDARP00000068470
ENSLOCP00000005385	ENSDARP00000076298
ENSLOCP00000001589	ENSDARP00000123048
ENSLOCP00000006297	ENSDARP00000059350
ENSLOCP00000010605	ENSDARP00000110651
ENSLOCP00000019704	ENSDARP00000088637
ENSLOCP00000003119	ENSDARP00000022189
ENSLOCP00000018672	ENSDARP00000066998
ENSLOCP00000015876	ENSDARP00000013664
ENSLOCP00000019217	ENSDARP00000041069
ENSLOCP00000010562	ENSDARP00000073961
ENSLOCP00000016115	ENSDARP00000074168
ENSLOCP00000006005	ENSDARP00000031013
ENSLOCP00000006539	ENSDARP00000121091
ENSLOCP00000013141	ENSDARP00000031494
ENSLOCP00000004243	ENSDARP00000041503
ENSLOCP00000004243	ENSDARP00000035258
ENSLOCP00000010772	ENSDARP00000101720
ENSLOCP00000009652	ENSDARP00000017350
ENSLOCP00000008283	ENSDARP00000073678
ENSLOCP00000006426	ENSDARP00000102557
ENSLOCP00000011284	ENSDARP00000099918
ENSLOCP00000013490	ENSDARP00000047068
ENSLOCP00000011761	ENSDARP00000052239
ENSLOCP00000008678	ENSDARP00000128879
ENSLOCP00000015660	ENSDARP00000013774
ENSLOCP00000008301	ENSDARP00000029558
ENSLOCP00000005548	ENSDARP00000118802
ENSLOCP00000019480	ENSDARP00000039092
ENSLOCP00000018382	ENSDARP00000060632
ENSLOCP00000004501	ENSDARP00000078068
ENSLOCP00000007569	ENSDARP00000115081
ENSLOCP00000013652	ENSDARP00000015592
ENSLOCP00000016675	ENSDARP00000111715
ENSLOCP00000008112	ENSDARP00000084220
ENSLOCP00000020100	ENSDARP00000028927
ENSLOCP00000005581	ENSDARP00000055709
ENSLOCP00000020588	ENSDARP00000080930
ENSLOCP00000020510	ENSDARP00000127228
ENSLOCP00000007795	ENSDARP00000086442
ENSLOCP00000002544	ENSDARP00000066986
ENSLOCP00000019601	ENSDARP00000013273
ENSLOCP00000003732	ENSDARP00000108504
ENSLOCP00000007321	ENSDARP00000127487
ENSLOCP00000007185	ENSDARP00000060294
ENSLOCP00000002604	ENSDARP00000020953
ENSLOCP00000017674	ENSDARP00000109292
ENSLOCP00000003944	ENSDARP00000051669
ENSLOCP00000020399	ENSDARP00000076556
ENSLOCP00000010971	ENSDARP00000013392
ENSLOCP00000019068	ENSDARP00000045638
ENSLOCP00000011030	ENSDARP00000111339
ENSLOCP00000012739	ENSDARP00000060694
ENSLOCP00000002542	ENSDARP00000066782
ENSLOCP00000010620	ENSDARP00000082215
ENSLOCP00000013467	ENSDARP00000014583
ENSLOCP00000008937	ENSDARP00000065231
ENSLOCP00000005857	ENSDARP00000072446
ENSLOCP00000017919	ENSDARP00000064112
ENSLOCP00000000810	ENSDARP00000063788
ENSLOCP00000002525	ENSDARP00000108800
ENSLOCP00000009615	ENSDARP00000080008
ENSLOCP00000009615	ENSDARP00000029749
ENSLOCP00000009577	ENSDARP00000004251
ENSLOCP00000016201	ENSDARP00000041450
ENSLOCP00000004120	ENSDARP00000085810
ENSLOCP00000012269	ENSDARP00000126605
ENSLOCP00000009785	ENSDARP00000024527
ENSLOCP00000016517	ENSDARP00000114762
ENSLOCP00000020114	ENSDARP00000017721
ENSLOCP00000011938	ENSDARP00000017622
ENSLOCP00000020642	ENSDARP00000119405
ENSLOCP00000009281	ENSDARP00000044127
ENSLOCP00000020304	ENSDARP00000112036
ENSLOCP00000020304	ENSDARP00000103406
ENSLOCP00000008752	ENSDARP00000094053
ENSLOCP00000020555	ENSDARP00000073846
ENSLOCP00000013948	ENSDARP00000105555
ENSLOCP00000015871	ENSDARP00000025779
ENSLOCP00000010500	ENSDARP00000111696
ENSLOCP00000016893	ENSDARP00000068223
ENSLOCP00000000038	ENSDARP00000037308
ENSLOCP00000019652	ENSDARP00000000019
ENSLOCP00000019781	ENSDARP00000068523
ENSLOCP00000011130	ENSDARP00000027484
ENSLOCP00000004348	ENSDARP00000119233
ENSLOCP00000019408	ENSDARP00000072564
ENSLOCP00000002845	ENSDARP00000089506
ENSLOCP00000019569	ENSDARP00000067993
ENSLOCP00000017239	ENSDARP00000079916
ENSLOCP00000020416	ENSDARP00000124077
ENSLOCP00000010350	ENSDARP00000064111
ENSLOCP00000018642	ENSDARP00000063391
ENSLOCP00000008896	ENSDARP00000095418
ENSLOCP00000011016	ENSDARP00000107908
ENSLOCP00000011291	ENSDARP00000091951
ENSLOCP00000011291	ENSDARP00000069002
ENSLOCP00000019315	ENSDARP00000006549
ENSLOCP00000015269	ENSDARP00000042671
ENSLOCP00000019735	ENSDARP00000020042
ENSLOCP00000009709	ENSDARP00000101486
ENSLOCP00000017892	ENSDARP00000017003
ENSLOCP00000009867	ENSDARP00000129538
ENSLOCP00000016863	ENSDARP00000053762
ENSLOCP00000001789	ENSDARP00000109840
ENSLOCP00000009078	ENSDARP00000048858
ENSLOCP00000011985	ENSDARP00000037364
ENSLOCP00000005769	ENSDARP00000026769
ENSLOCP00000021067	ENSDARP00000069247
ENSLOCP00000005012	ENSDARP00000099210
ENSLOCP00000013085	ENSDARP00000065995
ENSLOCP00000001305	ENSDARP00000034979
ENSLOCP00000001305	ENSDARP00000114359
ENSLOCP00000008756	ENSDARP00000086095
ENSLOCP00000005858	ENSDARP00000107015
ENSLOCP00000015280	ENSDARP00000074549
ENSLOCP00000005853	ENSDARP00000021565
ENSLOCP00000000573	ENSDARP00000066392
ENSLOCP00000017901	ENSDARP00000076844
ENSLOCP00000013061	ENSDARP00000121828
ENSLOCP00000011363	ENSDARP00000079717
ENSLOCP00000003857	ENSDARP00000120246
ENSLOCP00000017334	ENSDARP00000040775
ENSLOCP00000000987	ENSDARP00000093822
ENSLOCP00000000987	ENSDARP00000111675
ENSLOCP00000003460	ENSDARP00000097766
ENSLOCP00000016520	ENSDARP00000055442
ENSLOCP00000014160	ENSDARP00000048870
ENSLOCP00000003785	ENSDARP00000073498
ENSLOCP00000010943	ENSDARP00000097488
ENSLOCP00000002318	ENSDARP00000045123
ENSLOCP00000011174	ENSDARP00000099447
ENSLOCP00000006349	ENSDARP00000122983
ENSLOCP00000013783	ENSDARP00000002108
ENSLOCP00000016353	ENSDARP00000015118
ENSLOCP00000001484	ENSDARP00000095073
ENSLOCP00000016422	ENSDARP00000107809
ENSLOCP00000017703	ENSDARP00000109409
ENSLOCP00000021195	ENSDARP00000097737
ENSLOCP00000011718	ENSDARP00000055565
ENSLOCP00000000915	ENSDARP00000068720
ENSLOCP00000000915	ENSDARP00000067754
ENSLOCP00000010776	ENSDARP00000126236
ENSLOCP00000019667	ENSDARP00000113240
ENSLOCP00000007981	ENSDARP00000125625
ENSLOCP00000007492	ENSDARP00000121684
ENSLOCP00000014671	ENSDARP00000105162
ENSLOCP00000005651	ENSDARP00000004923
ENSLOCP00000007648	ENSDARP00000047207
ENSLOCP00000011728	ENSDARP00000003173
ENSLOCP00000005839	ENSDARP00000103116
ENSLOCP00000006372	ENSDARP00000092338
ENSLOCP00000009417	ENSDARP00000091471
ENSLOCP00000008213	ENSDARP00000096200
ENSLOCP00000017036	ENSDARP00000060730
ENSLOCP00000017799	ENSDARP00000058907
ENSLOCP00000014094	ENSDARP00000046839
ENSLOCP00000019488	ENSDARP00000056925
ENSLOCP00000001709	ENSDARP00000087506
ENSLOCP00000021021	ENSDARP00000064438
ENSLOCP00000009294	ENSDARP00000025069
ENSLOCP00000005334	ENSDARP00000068087
ENSLOCP00000001397	ENSDARP00000081911
ENSLOCP00000002622	ENSDARP00000069326
ENSLOCP00000020802	ENSDARP00000107199
ENSLOCP00000018088	ENSDARP00000075733
ENSLOCP00000011688	ENSDARP00000106102
ENSLOCP00000006855	ENSDARP00000052323
ENSLOCP00000011866	ENSDARP00000006223
ENSLOCP00000011049	ENSDARP00000006732
ENSLOCP00000006383	ENSDARP00000112480
ENSLOCP00000006383	ENSDARP00000065265
ENSLOCP00000013064	ENSDARP00000108231
ENSLOCP00000019641	ENSDARP00000121489
ENSLOCP00000010743	ENSDARP00000098858
ENSLOCP00000003303	ENSDARP00000056648
ENSLOCP00000012300	ENSDARP00000053932
ENSLOCP00000006704	ENSDARP00000058289
ENSLOCP00000004297	ENSDARP00000102182
ENSLOCP00000020806	ENSDARP00000049223
ENSLOCP00000003696	ENSDARP00000034175
ENSLOCP00000009456	ENSDARP00000060133
ENSLOCP00000017998	ENSDARP00000106420
ENSLOCP00000000830	ENSDARP00000098710
ENSLOCP00000018670	ENSDARP00000122064
ENSLOCP00000002805	ENSDARP00000009619
ENSLOCP00000011400	ENSDARP00000106401
ENSLOCP00000017884	ENSDARP00000012488
ENSLOCP00000013041	ENSDARP00000128752
ENSLOCP00000016207	ENSDARP00000022770
ENSLOCP00000009705	ENSDARP00000052348
ENSLOCP00000007105	ENSDARP00000113407
ENSLOCP00000014066	ENSDARP00000120704
ENSLOCP00000013309	ENSDARP00000055610
ENSLOCP00000012327	ENSDARP00000115495
ENSLOCP00000006796	ENSDARP00000002605
ENSLOCP00000004812	ENSDARP00000024616
ENSLOCP00000017486	ENSDARP00000107556
ENSLOCP00000005293	ENSDARP00000072692
ENSLOCP00000015551	ENSDARP00000116055
ENSLOCP00000009726	ENSDARP00000105892
ENSLOCP00000010712	ENSDARP00000095783
ENSLOCP00000019765	ENSDARP00000117101
ENSLOCP00000001287	ENSDARP00000126600
ENSLOCP00000011230	ENSDARP00000073936
ENSLOCP00000007086	ENSDARP00000112810
ENSLOCP00000015157	ENSDARP00000094113
ENSLOCP00000002213	ENSDARP00000004735
ENSLOCP00000016685	ENSDARP00000071531
ENSLOCP00000001460	ENSDARP00000103971
ENSLOCP00000013638	ENSDARP00000109722
ENSLOCP00000019897	ENSDARP00000008455
ENSLOCP00000019784	ENSDARP00000047250
ENSLOCP00000019784	ENSDARP00000116431
ENSLOCP00000011990	ENSDARP00000020711
ENSLOCP00000013328	ENSDARP00000074588
ENSLOCP00000020271	ENSDARP00000115398
ENSLOCP00000007228	ENSDARP00000035352
ENSLOCP00000007228	ENSDARP00000107535
ENSLOCP00000020967	ENSDARP00000021768
ENSLOCP00000018724	ENSDARP00000061405
ENSLOCP00000015032	ENSDARP00000080966
ENSLOCP00000002143	ENSDARP00000035108
ENSLOCP00000020498	ENSDARP00000084619
ENSLOCP00000019904	ENSDARP00000065565
ENSLOCP00000009000	ENSDARP00000072728
ENSLOCP00000006048	ENSDARP00000026192
ENSLOCP00000017725	ENSDARP00000071213
ENSLOCP00000018909	ENSDARP00000082118
ENSLOCP00000012207	ENSDARP00000096299
ENSLOCP00000007740	ENSDARP00000095264
ENSLOCP00000003866	ENSDARP00000100108
ENSLOCP00000003866	ENSDARP00000101392
ENSLOCP00000017489	ENSDARP00000025160
ENSLOCP00000005903	ENSDARP00000104227
ENSLOCP00000005903	ENSDARP00000098593
ENSLOCP00000015901	ENSDARP00000060576
ENSLOCP00000012227	ENSDARP00000051892
ENSLOCP00000018541	ENSDARP00000016305
ENSLOCP00000016699	ENSDARP00000103658
ENSLOCP00000019313	ENSDARP00000074130
ENSLOCP00000010867	ENSDARP00000124965
ENSLOCP00000014280	ENSDARP00000056036
ENSLOCP00000001344	ENSDARP00000097448
ENSLOCP00000005185	ENSDARP00000091993
ENSLOCP00000003615	ENSDARP00000052502
ENSLOCP00000010614	ENSDARP00000074049
ENSLOCP00000020543	ENSDARP00000079877
ENSLOCP00000007727	ENSDARP00000116017
ENSLOCP00000018661	ENSDARP00000079466
ENSLOCP00000013723	ENSDARP00000076392
ENSLOCP00000020612	ENSDARP00000063332
ENSLOCP00000020612	ENSDARP00000091524
ENSLOCP00000017181	ENSDARP00000058668
ENSLOCP00000016221	ENSDARP00000065337
ENSLOCP00000001104	ENSDARP00000008022
ENSLOCP00000016241	ENSDARP00000103306
ENSLOCP00000014142	ENSDARP00000121103
ENSLOCP00000016979	ENSDARP00000098468
ENSLOCP00000012907	ENSDARP00000109358
ENSLOCP00000020527	ENSDARP00000057160
ENSLOCP00000021161	ENSDARP00000078444
ENSLOCP00000006320	ENSDARP00000025305
ENSLOCP00000011785	ENSDARP00000117319
ENSLOCP00000016013	ENSDARP00000035286
ENSLOCP00000018566	ENSDARP00000042477
ENSLOCP00000002670	ENSDARP00000117314
ENSLOCP00000011519	ENSDARP00000084908
ENSLOCP00000016599	ENSDARP00000032121
ENSLOCP00000006717	ENSDARP00000012553
ENSLOCP00000009953	ENSDARP00000126028
ENSLOCP00000005550	ENSDARP00000100201
ENSLOCP00000013317	ENSDARP00000128329
ENSLOCP00000006622	ENSDARP00000109261
ENSLOCP00000009653	ENSDARP00000010800
ENSLOCP00000001310	ENSDARP00000011338
ENSLOCP00000019905	ENSDARP00000128195
ENSLOCP00000011354	ENSDARP00000065340
ENSLOCP00000000006	ENSDARP00000027115
ENSLOCP00000015205	ENSDARP00000038215
ENSLOCP00000008988	ENSDARP00000071305
ENSLOCP00000003201	ENSDARP00000072280
ENSLOCP00000021098	ENSDARP00000039986
ENSLOCP00000013643	ENSDARP00000097969
ENSLOCP00000016016	ENSDARP00000072428
ENSLOCP00000012961	ENSDARP00000090050
ENSLOCP00000012281	ENSDARP00000000952
ENSLOCP00000001522	ENSDARP00000117221
ENSLOCP00000002060	ENSDARP00000078609
ENSLOCP00000004880	ENSDARP00000110677
ENSLOCP00000010331	ENSDARP00000081548
ENSLOCP00000009640	ENSDARP00000006705
ENSLOCP00000010713	ENSDARP00000111674
ENSLOCP00000016717	ENSDARP00000104495
ENSLOCP00000021995	ENSDARP00000110236
ENSLOCP00000010388	ENSDARP00000073520
ENSLOCP00000018895	ENSDARP00000016280
ENSLOCP00000018014	ENSDARP00000121984
ENSLOCP00000020212	ENSDARP00000107627
ENSLOCP00000009865	ENSDARP00000049098
ENSLOCP00000015636	ENSDARP00000060705
ENSLOCP00000010111	ENSDARP00000072835
ENSLOCP00000006562	ENSDARP00000072745
ENSLOCP00000009969	ENSDARP00000004826
ENSLOCP00000007918	ENSDARP00000113910
ENSLOCP00000011455	ENSDARP00000098511
ENSLOCP00000014583	ENSDARP00000051541
ENSLOCP00000017922	ENSDARP00000125000
ENSLOCP00000015159	ENSDARP00000009133
ENSLOCP00000009097	ENSDARP00000004945
ENSLOCP00000002660	ENSDARP00000062705
ENSLOCP00000011234	ENSDARP00000119212
ENSLOCP00000015367	ENSDARP00000103018
ENSLOCP00000007777	ENSDARP00000101488
ENSLOCP00000018394	ENSDARP00000124229
ENSLOCP00000008416	ENSDARP00000051054
ENSLOCP00000018461	ENSDARP00000107782
ENSLOCP00000005924	ENSDARP00000069232
ENSLOCP00000005924	ENSDARP00000005452
ENSLOCP00000002590	ENSDARP00000118562
ENSLOCP00000015715	ENSDARP00000111486
ENSLOCP00000015715	ENSDARP00000106702
ENSLOCP00000008036	ENSDARP00000055527
ENSLOCP00000007393	ENSDARP00000110919
ENSLOCP00000008697	ENSDARP00000122322
ENSLOCP00000006310	ENSDARP00000112332
ENSLOCP00000011145	ENSDARP00000083675
