ENSGALP00000006197	ENSACAP00000005936
ENSGALP00000041031	ENSACAP00000011153
ENSGALP00000023110	ENSACAP00000001169
ENSGALP00000017145	ENSACAP00000008401
ENSGALP00000032822	ENSACAP00000010733
ENSGALP00000007438	ENSACAP00000007281
ENSGALP00000015956	ENSACAP00000016783
ENSGALP00000018600	ENSACAP00000013791
ENSGALP00000015356	ENSACAP00000016261
ENSGALP00000020353	ENSACAP00000015419
ENSGALP00000003745	ENSACAP00000014069
ENSGALP00000029076	ENSACAP00000009215
ENSGALP00000038976	ENSACAP00000011661
ENSGALP00000011216	ENSACAP00000013748
ENSGALP00000042238	ENSACAP00000007316
ENSGALP00000032614	ENSACAP00000011867
ENSGALP00000000704	ENSACAP00000007958
ENSGALP00000005605	ENSACAP00000011627
ENSGALP00000004077	ENSACAP00000003945
ENSGALP00000025001	ENSACAP00000002021
ENSGALP00000018122	ENSACAP00000010485
ENSGALP00000019929	ENSACAP00000016296
ENSGALP00000027453	ENSACAP00000016552
ENSGALP00000000541	ENSACAP00000005187
ENSGALP00000010968	ENSACAP00000012935
ENSGALP00000015313	ENSACAP00000015181
ENSGALP00000012877	ENSACAP00000003735
ENSGALP00000025845	ENSACAP00000009217
ENSGALP00000001991	ENSACAP00000006156
ENSGALP00000015260	ENSACAP00000015537
ENSGALP00000011621	ENSACAP00000002878
ENSGALP00000005261	ENSACAP00000012761
ENSGALP00000010200	ENSACAP00000003469
ENSGALP00000024924	ENSACAP00000010287
ENSGALP00000013963	ENSACAP00000015459
ENSGALP00000042432	ENSACAP00000009910
ENSGALP00000021023	ENSACAP00000007786
ENSGALP00000028267	ENSACAP00000003685
ENSGALP00000020476	ENSACAP00000016475
ENSGALP00000022899	ENSACAP00000016387
ENSGALP00000023788	ENSACAP00000007949
ENSGALP00000011863	ENSACAP00000006901
ENSGALP00000012024	ENSACAP00000006847
ENSGALP00000007724	ENSACAP00000007038
ENSGALP00000011634	ENSACAP00000002760
ENSGALP00000001721	ENSACAP00000001170
ENSGALP00000021929	ENSACAP00000012199
ENSGALP00000012919	ENSACAP00000021017
ENSGALP00000020888	ENSACAP00000017413
ENSGALP00000014324	ENSACAP00000000685
ENSGALP00000013467	ENSACAP00000006340
ENSGALP00000043129	ENSACAP00000000899
ENSGALP00000011907	ENSACAP00000006983
ENSGALP00000022966	ENSACAP00000003146
ENSGALP00000006234	ENSACAP00000003783
ENSGALP00000013841	ENSACAP00000012042
ENSGALP00000014193	ENSACAP00000014012
ENSGALP00000026078	ENSACAP00000011770
ENSGALP00000000331	ENSACAP00000006974
ENSGALP00000027765	ENSACAP00000013828
ENSGALP00000042887	ENSACAP00000011140
ENSGALP00000022871	ENSACAP00000015595
ENSGALP00000003001	ENSACAP00000015946
ENSGALP00000027213	ENSACAP00000008895
ENSGALP00000027603	ENSACAP00000003090
ENSGALP00000003621	ENSACAP00000007984
ENSGALP00000003681	ENSACAP00000009239
ENSGALP00000003325	ENSACAP00000006830
ENSGALP00000041232	ENSACAP00000013596
ENSGALP00000014899	ENSACAP00000020790
ENSGALP00000026439	ENSACAP00000001887
ENSGALP00000031279	ENSACAP00000023461
ENSGALP00000016419	ENSACAP00000006133
ENSGALP00000006184	ENSACAP00000021554
ENSGALP00000026357	ENSACAP00000009494
ENSGALP00000018232	ENSACAP00000010524
ENSGALP00000016059	ENSACAP00000001172
ENSGALP00000012793	ENSACAP00000009837
ENSGALP00000012684	ENSACAP00000005899
ENSGALP00000012072	ENSACAP00000000902
ENSGALP00000027468	ENSACAP00000016362
ENSGALP00000015845	ENSACAP00000001520
ENSGALP00000015204	ENSACAP00000003126
ENSGALP00000041945	ENSACAP00000001888
ENSGALP00000016708	ENSACAP00000002988
ENSGALP00000007558	ENSACAP00000001562
ENSGALP00000002814	ENSACAP00000002441
ENSGALP00000037470	ENSACAP00000002617
ENSGALP00000000096	ENSACAP00000000978
ENSGALP00000024093	ENSACAP00000011190
ENSGALP00000041714	ENSACAP00000007148
ENSGALP00000018900	ENSACAP00000010896
ENSGALP00000038992	ENSACAP00000005695
ENSGALP00000031033	ENSACAP00000021606
ENSGALP00000030714	ENSACAP00000013462
ENSGALP00000042900	ENSACAP00000008937
ENSGALP00000007026	ENSACAP00000014671
ENSGALP00000011327	ENSACAP00000005869
ENSGALP00000024927	ENSACAP00000010301
ENSGALP00000023743	ENSACAP00000015485
ENSGALP00000001532	ENSACAP00000017147
ENSGALP00000042324	ENSACAP00000011800
ENSGALP00000014153	ENSACAP00000013990
ENSGALP00000009035	ENSACAP00000005790
ENSGALP00000001795	ENSACAP00000013776
ENSGALP00000037201	ENSACAP00000008263
ENSGALP00000003796	ENSACAP00000006822
ENSGALP00000022377	ENSACAP00000012857
ENSGALP00000010955	ENSACAP00000000839
ENSGALP00000023937	ENSACAP00000010589
ENSGALP00000021124	ENSACAP00000006152
ENSGALP00000027624	ENSACAP00000002406
ENSGALP00000001149	ENSACAP00000014575
ENSGALP00000038757	ENSACAP00000002649
ENSGALP00000015294	ENSACAP00000015238
ENSGALP00000018441	ENSACAP00000013564
ENSGALP00000008496	ENSACAP00000008896
ENSGALP00000026201	ENSACAP00000006483
ENSGALP00000042023	ENSACAP00000003559
ENSGALP00000017390	ENSACAP00000009667
ENSGALP00000007709	ENSACAP00000004333
ENSGALP00000020279	ENSACAP00000002970
ENSGALP00000016401	ENSACAP00000001467
ENSGALP00000013421	ENSACAP00000003202
ENSGALP00000036160	ENSACAP00000009749
ENSGALP00000025738	ENSACAP00000003822
ENSGALP00000011060	ENSACAP00000013760
ENSGALP00000005534	ENSACAP00000011577
ENSGALP00000008908	ENSACAP00000005333
ENSGALP00000025878	ENSACAP00000000599
ENSGALP00000027387	ENSACAP00000016189
ENSGALP00000009814	ENSACAP00000012078
ENSGALP00000013340	ENSACAP00000016234
ENSGALP00000041735	ENSACAP00000012895
ENSGALP00000016310	ENSACAP00000009522
ENSGALP00000010667	ENSACAP00000000800
ENSGALP00000003951	ENSACAP00000003283
ENSGALP00000021244	ENSACAP00000012034
ENSGALP00000027459	ENSACAP00000016478
ENSGALP00000023376	ENSACAP00000012026
ENSGALP00000018713	ENSACAP00000014659
ENSGALP00000006251	ENSACAP00000011879
ENSGALP00000027656	ENSACAP00000005141
ENSGALP00000002706	ENSACAP00000017240
ENSGALP00000043432	ENSACAP00000003005
ENSGALP00000010641	ENSACAP00000010145
ENSGALP00000019755	ENSACAP00000002521
ENSGALP00000016220	ENSACAP00000002572
ENSGALP00000019890	ENSACAP00000002331
ENSGALP00000014121	ENSACAP00000005006
ENSGALP00000026373	ENSACAP00000016453
ENSGALP00000002756	ENSACAP00000008349
ENSGALP00000041214	ENSACAP00000011853
ENSGALP00000018307	ENSACAP00000007613
ENSGALP00000007678	ENSACAP00000001383
ENSGALP00000025447	ENSACAP00000014910
ENSGALP00000000579	ENSACAP00000010689
ENSGALP00000013826	ENSACAP00000003365
ENSGALP00000014980	ENSACAP00000015646
ENSGALP00000015195	ENSACAP00000003094
ENSGALP00000005650	ENSACAP00000009995
ENSGALP00000004546	ENSACAP00000020560
ENSGALP00000009795	ENSACAP00000000041
ENSGALP00000010374	ENSACAP00000010975
ENSGALP00000020495	ENSACAP00000014527
ENSGALP00000024213	ENSACAP00000011089
ENSGALP00000007747	ENSACAP00000001268
ENSGALP00000016162	ENSACAP00000014942
ENSGALP00000016976	ENSACAP00000007093
ENSGALP00000024598	ENSACAP00000010876
ENSGALP00000009272	ENSACAP00000005542
ENSGALP00000019401	ENSACAP00000006386
ENSGALP00000008930	ENSACAP00000008745
ENSGALP00000003039	ENSACAP00000001521
ENSGALP00000004058	ENSACAP00000016408
ENSGALP00000033172	ENSACAP00000006034
ENSGALP00000019018	ENSACAP00000004642
ENSGALP00000022212	ENSACAP00000001112
ENSGALP00000008637	ENSACAP00000011567
ENSGALP00000038839	ENSACAP00000013669
ENSGALP00000006944	ENSACAP00000013507
ENSGALP00000020938	ENSACAP00000001701
ENSGALP00000033992	ENSACAP00000008685
ENSGALP00000010530	ENSACAP00000011556
ENSGALP00000010328	ENSACAP00000015997
ENSGALP00000019737	ENSACAP00000009306
ENSGALP00000009858	ENSACAP00000006434
ENSGALP00000015703	ENSACAP00000013421
ENSGALP00000042901	ENSACAP00000011494
ENSGALP00000006262	ENSACAP00000003886
ENSGALP00000015880	ENSACAP00000005750
ENSGALP00000019762	ENSACAP00000007167
ENSGALP00000027219	ENSACAP00000016513
ENSGALP00000024296	ENSACAP00000010618
ENSGALP00000003710	ENSACAP00000007895
ENSGALP00000023242	ENSACAP00000006442
ENSGALP00000019716	ENSACAP00000009460
ENSGALP00000009040	ENSACAP00000008643
ENSGALP00000005314	ENSACAP00000008170
ENSGALP00000019786	ENSACAP00000002122
ENSGALP00000037426	ENSACAP00000008152
ENSGALP00000007017	ENSACAP00000001123
ENSGALP00000017454	ENSACAP00000009317
ENSGALP00000001406	ENSACAP00000009093
ENSGALP00000020618	ENSACAP00000018624
ENSGALP00000013094	ENSACAP00000018119
ENSGALP00000025433	ENSACAP00000001226
ENSGALP00000003906	ENSACAP00000007031
ENSGALP00000002890	ENSACAP00000010554
ENSGALP00000010425	ENSACAP00000022878
ENSGALP00000027722	ENSACAP00000012553
ENSGALP00000026404	ENSACAP00000019793
ENSGALP00000011548	ENSACAP00000010887
ENSGALP00000041656	ENSACAP00000001297
ENSGALP00000016517	ENSACAP00000011773
ENSGALP00000000921	ENSACAP00000003370
ENSGALP00000010797	ENSACAP00000009713
ENSGALP00000014189	ENSACAP00000016394
ENSGALP00000022263	ENSACAP00000003676
ENSGALP00000010703	ENSACAP00000001333
ENSGALP00000017703	ENSACAP00000001078
ENSGALP00000026607	ENSACAP00000008153
ENSGALP00000024339	ENSACAP00000018554
ENSGALP00000042898	ENSACAP00000006493
ENSGALP00000008967	ENSACAP00000011812
ENSGALP00000018366	ENSACAP00000000017
ENSGALP00000022683	ENSACAP00000016730
ENSGALP00000000429	ENSACAP00000016358
ENSGALP00000029711	ENSACAP00000000070
ENSGALP00000008947	ENSACAP00000019179
ENSGALP00000003530	ENSACAP00000022226
ENSGALP00000005130	ENSACAP00000012436
ENSGALP00000041885	ENSACAP00000000171
ENSGALP00000014703	ENSACAP00000007268
ENSGALP00000015187	ENSACAP00000016609
ENSGALP00000023119	ENSACAP00000015052
ENSGALP00000031537	ENSACAP00000002233
ENSGALP00000041438	ENSACAP00000018742
ENSGALP00000009081	ENSACAP00000015612
ENSGALP00000025844	ENSACAP00000005309
ENSGALP00000016958	ENSACAP00000009309
ENSGALP00000042940	ENSACAP00000014417
ENSGALP00000007969	ENSACAP00000013110
ENSGALP00000041850	ENSACAP00000000057
ENSGALP00000004830	ENSACAP00000015273
ENSGALP00000012743	ENSACAP00000009635
ENSGALP00000005482	ENSACAP00000002985
ENSGALP00000010002	ENSACAP00000016791
ENSGALP00000010136	ENSACAP00000000799
ENSGALP00000005427	ENSACAP00000009654
ENSGALP00000027112	ENSACAP00000000352
ENSGALP00000042758	ENSACAP00000011282
ENSGALP00000006387	ENSACAP00000006476
ENSGALP00000006683	ENSACAP00000007611
ENSGALP00000000178	ENSACAP00000014725
ENSGALP00000018565	ENSACAP00000002256
ENSGALP00000036277	ENSACAP00000004419
ENSGALP00000025400	ENSACAP00000014415
ENSGALP00000025431	ENSACAP00000014682
ENSGALP00000009902	ENSACAP00000009661
ENSGALP00000000556	ENSACAP00000016378
ENSGALP00000016989	ENSACAP00000006925
ENSGALP00000041275	ENSACAP00000015617
ENSGALP00000013773	ENSACAP00000003286
ENSGALP00000027009	ENSACAP00000000856
ENSGALP00000014434	ENSACAP00000004075
ENSGALP00000026777	ENSACAP00000010528
ENSGALP00000016195	ENSACAP00000003498
ENSGALP00000012282	ENSACAP00000002229
ENSGALP00000012529	ENSACAP00000018905
ENSGALP00000017888	ENSACAP00000007996
ENSGALP00000020586	ENSACAP00000012679
ENSGALP00000003086	ENSACAP00000008040
ENSGALP00000018470	ENSACAP00000012953
ENSGALP00000036972	ENSACAP00000000013
ENSGALP00000019738	ENSACAP00000000638
ENSGALP00000015464	ENSACAP00000005580
ENSGALP00000021954	ENSACAP00000020736
ENSGALP00000009918	ENSACAP00000002848
ENSGALP00000001281	ENSACAP00000007307
ENSGALP00000011462	ENSACAP00000008203
ENSGALP00000026567	ENSACAP00000011406
ENSGALP00000024677	ENSACAP00000005620
ENSGALP00000000975	ENSACAP00000003629
ENSGALP00000015925	ENSACAP00000000559
ENSGALP00000002626	ENSACAP00000018634
ENSGALP00000030558	ENSACAP00000011544
ENSGALP00000009476	ENSACAP00000005896
ENSGALP00000020475	ENSACAP00000010236
ENSGALP00000014982	ENSACAP00000000754
ENSGALP00000004248	ENSACAP00000004221
ENSGALP00000022280	ENSACAP00000004775
ENSGALP00000005067	ENSACAP00000014750
ENSGALP00000037428	ENSACAP00000002788
ENSGALP00000004902	ENSACAP00000005131
ENSGALP00000042951	ENSACAP00000017690
ENSGALP00000035711	ENSACAP00000006308
ENSGALP00000020822	ENSACAP00000002992
ENSGALP00000007973	ENSACAP00000018026
ENSGALP00000027307	ENSACAP00000001918
ENSGALP00000001986	ENSACAP00000017407
ENSGALP00000005592	ENSACAP00000000726
ENSGALP00000014674	ENSACAP00000007005
ENSGALP00000009988	ENSACAP00000004844
ENSGALP00000042153	ENSACAP00000000672
ENSGALP00000041333	ENSACAP00000006627
ENSGALP00000019574	ENSACAP00000014762
ENSGALP00000026444	ENSACAP00000001547
ENSGALP00000008503	ENSACAP00000015036
ENSGALP00000011329	ENSACAP00000012366
ENSGALP00000007445	ENSACAP00000014685
ENSGALP00000027298	ENSACAP00000000493
ENSGALP00000019025	ENSACAP00000004685
ENSGALP00000016732	ENSACAP00000018531
ENSGALP00000010514	ENSACAP00000011647
ENSGALP00000027475	ENSACAP00000015585
ENSGALP00000016389	ENSACAP00000014068
ENSGALP00000013474	ENSACAP00000004976
ENSGALP00000022375	ENSACAP00000008284
ENSGALP00000024966	ENSACAP00000010367
ENSGALP00000011488	ENSACAP00000003037
ENSGALP00000033978	ENSACAP00000000218
ENSGALP00000013364	ENSACAP00000016137
ENSGALP00000013394	ENSACAP00000001663
ENSGALP00000014737	ENSACAP00000013019
ENSGALP00000027524	ENSACAP00000004459
ENSGALP00000006245	ENSACAP00000004857
ENSGALP00000003281	ENSACAP00000005960
ENSGALP00000031205	ENSACAP00000021857
ENSGALP00000011335	ENSACAP00000003295
ENSGALP00000012180	ENSACAP00000005820
ENSGALP00000039394	ENSACAP00000015180
ENSGALP00000024081	ENSACAP00000008224
ENSGALP00000020525	ENSACAP00000005151
ENSGALP00000018854	ENSACAP00000010777
ENSGALP00000015355	ENSACAP00000002125
ENSGALP00000014845	ENSACAP00000008427
ENSGALP00000027663	ENSACAP00000005890
ENSGALP00000018615	ENSACAP00000013979
ENSGALP00000035861	ENSACAP00000013515
ENSGALP00000041834	ENSACAP00000016422
ENSGALP00000043086	ENSACAP00000005470
ENSGALP00000040928	ENSACAP00000007256
ENSGALP00000005089	ENSACAP00000007371
ENSGALP00000018065	ENSACAP00000001258
ENSGALP00000019790	ENSACAP00000001930
ENSGALP00000034981	ENSACAP00000003719
ENSGALP00000040968	ENSACAP00000018557
ENSGALP00000006730	ENSACAP00000009543
ENSGALP00000001293	ENSACAP00000016437
ENSGALP00000039399	ENSACAP00000004614
ENSGALP00000016829	ENSACAP00000009594
ENSGALP00000003374	ENSACAP00000007652
ENSGALP00000011595	ENSACAP00000011114
ENSGALP00000010323	ENSACAP00000011180
ENSGALP00000042968	ENSACAP00000005946
ENSGALP00000013965	ENSACAP00000020485
ENSGALP00000016287	ENSACAP00000009417
ENSGALP00000004093	ENSACAP00000001376
ENSGALP00000029681	ENSACAP00000000660
ENSGALP00000033603	ENSACAP00000001371
ENSGALP00000024148	ENSACAP00000009644
ENSGALP00000027285	ENSACAP00000015891
ENSGALP00000027191	ENSACAP00000002847
ENSGALP00000041567	ENSACAP00000014559
ENSGALP00000004275	ENSACAP00000013067
ENSGALP00000000927	ENSACAP00000003378
ENSGALP00000005298	ENSACAP00000008931
ENSGALP00000007450	ENSACAP00000008872
ENSGALP00000043150	ENSACAP00000007579
ENSGALP00000013608	ENSACAP00000014920
ENSGALP00000042875	ENSACAP00000018316
ENSGALP00000034161	ENSACAP00000011154
ENSGALP00000019903	ENSACAP00000016142
ENSGALP00000006065	ENSACAP00000011136
ENSGALP00000005624	ENSACAP00000013898
ENSGALP00000024997	ENSACAP00000016171
ENSGALP00000007619	ENSACAP00000013926
ENSGALP00000040877	ENSACAP00000023482
ENSGALP00000016413	ENSACAP00000014456
ENSGALP00000010874	ENSACAP00000003359
ENSGALP00000003770	ENSACAP00000009988
ENSGALP00000011896	ENSACAP00000004343
ENSGALP00000019856	ENSACAP00000000395
ENSGALP00000009486	ENSACAP00000021254
ENSGALP00000003938	ENSACAP00000008125
ENSGALP00000017260	ENSACAP00000000664
ENSGALP00000037382	ENSACAP00000001665
ENSGALP00000042470	ENSACAP00000012575
ENSGALP00000007093	ENSACAP00000008273
ENSGALP00000018186	ENSACAP00000011061
ENSGALP00000021904	ENSACAP00000004325
ENSGALP00000042242	ENSACAP00000010987
ENSGALP00000020045	ENSACAP00000001667
ENSGALP00000021403	ENSACAP00000006679
ENSGALP00000005290	ENSACAP00000006178
ENSGALP00000004016	ENSACAP00000003930
ENSGALP00000042821	ENSACAP00000007713
ENSGALP00000012527	ENSACAP00000009687
ENSGALP00000043174	ENSACAP00000003191
ENSGALP00000010744	ENSACAP00000009823
ENSGALP00000039556	ENSACAP00000013589
ENSGALP00000022600	ENSACAP00000005893
ENSGALP00000027345	ENSACAP00000000780
ENSGALP00000037344	ENSACAP00000009575
ENSGALP00000024546	ENSACAP00000010659
ENSGALP00000009151	ENSACAP00000001678
ENSGALP00000042223	ENSACAP00000014854
ENSGALP00000013733	ENSACAP00000014361
ENSGALP00000022472	ENSACAP00000005852
ENSGALP00000023888	ENSACAP00000010025
ENSGALP00000039672	ENSACAP00000007688
ENSGALP00000015546	ENSACAP00000016357
ENSGALP00000043003	ENSACAP00000012952
ENSGALP00000030336	ENSACAP00000002184
ENSGALP00000041503	ENSACAP00000018223
ENSGALP00000016605	ENSACAP00000014869
ENSGALP00000020693	ENSACAP00000023146
ENSGALP00000016440	ENSACAP00000001272
ENSGALP00000001995	ENSACAP00000002179
ENSGALP00000023269	ENSACAP00000006514
ENSGALP00000023447	ENSACAP00000007050
ENSGALP00000006338	ENSACAP00000005030
ENSGALP00000018610	ENSACAP00000010295
ENSGALP00000041515	ENSACAP00000004234
ENSGALP00000033089	ENSACAP00000000676
ENSGALP00000037366	ENSACAP00000013920
ENSGALP00000022692	ENSACAP00000008891
ENSGALP00000042332	ENSACAP00000010117
ENSGALP00000042922	ENSACAP00000006566
ENSGALP00000003617	ENSACAP00000003512
ENSGALP00000038767	ENSACAP00000002417
ENSGALP00000009172	ENSACAP00000015707
ENSGALP00000023848	ENSACAP00000008563
ENSGALP00000019277	ENSACAP00000015753
ENSGALP00000042051	ENSACAP00000006603
ENSGALP00000034255	ENSACAP00000012200
ENSGALP00000043041	ENSACAP00000012433
ENSGALP00000042808	ENSACAP00000012837
ENSGALP00000040666	ENSACAP00000009358
ENSGALP00000021588	ENSACAP00000009156
ENSGALP00000016735	ENSACAP00000000527
ENSGALP00000023940	ENSACAP00000010642
ENSGALP00000017459	ENSACAP00000013821
ENSGALP00000022218	ENSACAP00000000873
ENSGALP00000018500	ENSACAP00000005086
ENSGALP00000016593	ENSACAP00000015037
ENSGALP00000031931	ENSACAP00000016012
ENSGALP00000006013	ENSACAP00000000997
ENSGALP00000025719	ENSACAP00000019740
ENSGALP00000006056	ENSACAP00000015819
ENSGALP00000025566	ENSACAP00000002891
ENSGALP00000027263	ENSACAP00000002414
ENSGALP00000041995	ENSACAP00000013656
ENSGALP00000007493	ENSACAP00000012682
ENSGALP00000016363	ENSACAP00000017477
ENSGALP00000004094	ENSACAP00000009271
ENSGALP00000022400	ENSACAP00000004787
ENSGALP00000032152	ENSACAP00000010142
ENSGALP00000010416	ENSACAP00000011671
ENSGALP00000038350	ENSACAP00000008681
ENSGALP00000015013	ENSACAP00000001637
ENSGALP00000000161	ENSACAP00000004875
ENSGALP00000001292	ENSACAP00000005832
ENSGALP00000021905	ENSACAP00000000296
ENSGALP00000018548	ENSACAP00000002697
ENSGALP00000022055	ENSACAP00000008868
ENSGALP00000002634	ENSACAP00000015171
ENSGALP00000036895	ENSACAP00000012464
ENSGALP00000017409	ENSACAP00000006662
ENSGALP00000032142	ENSACAP00000017096
ENSGALP00000004079	ENSACAP00000018764
ENSGALP00000000338	ENSACAP00000008295
ENSGALP00000012786	ENSACAP00000015155
ENSGALP00000026693	ENSACAP00000010423
ENSGALP00000023862	ENSACAP00000021106
ENSGALP00000012822	ENSACAP00000009861
ENSGALP00000027538	ENSACAP00000004960
ENSGALP00000006929	ENSACAP00000007575
ENSGALP00000035713	ENSACAP00000006262
ENSGALP00000011222	ENSACAP00000012125
ENSGALP00000007254	ENSACAP00000020470
ENSGALP00000040983	ENSACAP00000003120
ENSGALP00000039522	ENSACAP00000010790
ENSGALP00000013392	ENSACAP00000001664
ENSGALP00000002522	ENSACAP00000007009
ENSGALP00000020863	ENSACAP00000006444
ENSGALP00000008538	ENSACAP00000018331
ENSGALP00000022468	ENSACAP00000013036
ENSGALP00000014109	ENSACAP00000007655
ENSGALP00000025128	ENSACAP00000005615
ENSGALP00000002096	ENSACAP00000000442
ENSGALP00000001298	ENSACAP00000002013
ENSGALP00000022598	ENSACAP00000008935
ENSGALP00000002477	ENSACAP00000012907
ENSGALP00000012944	ENSACAP00000010065
ENSGALP00000011996	ENSACAP00000003720
ENSGALP00000008325	ENSACAP00000017538
ENSGALP00000015973	ENSACAP00000006505
ENSGALP00000014598	ENSACAP00000000319
ENSGALP00000041568	ENSACAP00000008127
ENSGALP00000009253	ENSACAP00000015491
ENSGALP00000032268	ENSACAP00000011252
ENSGALP00000025051	ENSACAP00000015937
ENSGALP00000024462	ENSACAP00000009996
ENSGALP00000016986	ENSACAP00000006943
ENSGALP00000005743	ENSACAP00000017412
ENSGALP00000008999	ENSACAP00000017167
ENSGALP00000033928	ENSACAP00000012698
ENSGALP00000011210	ENSACAP00000012165
ENSGALP00000011393	ENSACAP00000013859
ENSGALP00000007924	ENSACAP00000000991
ENSGALP00000024386	ENSACAP00000012566
ENSGALP00000008887	ENSACAP00000005376
ENSGALP00000018079	ENSACAP00000001426
ENSGALP00000043018	ENSACAP00000018113
ENSGALP00000008764	ENSACAP00000002516
ENSGALP00000028320	ENSACAP00000016223
ENSGALP00000013349	ENSACAP00000016183
ENSGALP00000012396	ENSACAP00000005039
ENSGALP00000006757	ENSACAP00000008851
ENSGALP00000003334	ENSACAP00000007722
ENSGALP00000017923	ENSACAP00000022557
ENSGALP00000016843	ENSACAP00000009547
ENSGALP00000019948	ENSACAP00000020634
ENSGALP00000020427	ENSACAP00000015992
ENSGALP00000021251	ENSACAP00000012268
ENSGALP00000037976	ENSACAP00000008676
ENSGALP00000022395	ENSACAP00000004786
ENSGALP00000038307	ENSACAP00000013505
ENSGALP00000010426	ENSACAP00000010123
ENSGALP00000036991	ENSACAP00000020609
ENSGALP00000001163	ENSACAP00000010037
ENSGALP00000002168	ENSACAP00000011284
ENSGALP00000032675	ENSACAP00000012972
ENSGALP00000030736	ENSACAP00000013934
ENSGALP00000040172	ENSACAP00000008874
ENSGALP00000002407	ENSACAP00000000937
ENSGALP00000019265	ENSACAP00000015912
ENSGALP00000011207	ENSACAP00000001571
ENSGALP00000013642	ENSACAP00000005033
ENSGALP00000026301	ENSACAP00000009815
ENSGALP00000026400	ENSACAP00000006910
ENSGALP00000003409	ENSACAP00000007588
ENSGALP00000016325	ENSACAP00000001893
ENSGALP00000017466	ENSACAP00000013887
ENSGALP00000043019	ENSACAP00000001803
ENSGALP00000013504	ENSACAP00000004854
ENSGALP00000042775	ENSACAP00000005413
ENSGALP00000013950	ENSACAP00000005487
ENSGALP00000043093	ENSACAP00000000740
