ENSTGUP00000008915	ENSMUSP00000034074
ENSTGUP00000007608	ENSMUSP00000036971
ENSTGUP00000006869	ENSMUSP00000054367
ENSTGUP00000012654	ENSMUSP00000029909
ENSTGUP00000002914	ENSMUSP00000022227
ENSTGUP00000006066	ENSMUSP00000028911
ENSTGUP00000005175	ENSMUSP00000034234
ENSTGUP00000011620	ENSMUSP00000043355
ENSTGUP00000017709	ENSMUSP00000009102
ENSTGUP00000005075	ENSMUSP00000002845
ENSTGUP00000004847	ENSMUSP00000043519
ENSTGUP00000001522	ENSMUSP00000007559
ENSTGUP00000006222	ENSMUSP00000070821
ENSTGUP00000014155	ENSMUSP00000003906
ENSTGUP00000013175	ENSMUSP00000019861
ENSTGUP00000012894	ENSMUSP00000067830
ENSTGUP00000012369	ENSMUSP00000021416
ENSTGUP00000010859	ENSMUSP00000099654
ENSTGUP00000009877	ENSMUSP00000095149
ENSTGUP00000013803	ENSMUSP00000137597
ENSTGUP00000006322	ENSMUSP00000099383
ENSTGUP00000008697	ENSMUSP00000024486
ENSTGUP00000012149	ENSMUSP00000114504
ENSTGUP00000007326	ENSMUSP00000029105
ENSTGUP00000010693	ENSMUSP00000035506
ENSTGUP00000006623	ENSMUSP00000029842
ENSTGUP00000011840	ENSMUSP00000033282
ENSTGUP00000012394	ENSMUSP00000067701
ENSTGUP00000003912	ENSMUSP00000049759
ENSTGUP00000012986	ENSMUSP00000065198
ENSTGUP00000001405	ENSMUSP00000030313
ENSTGUP00000006610	ENSMUSP00000070834
ENSTGUP00000008800	ENSMUSP00000108771
ENSTGUP00000005078	ENSMUSP00000028592
ENSTGUP00000012269	ENSMUSP00000093406
ENSTGUP00000015164	ENSMUSP00000092409
ENSTGUP00000007662	ENSMUSP00000059471
ENSTGUP00000007636	ENSMUSP00000099758
ENSTGUP00000012831	ENSMUSP00000103768
ENSTGUP00000016891	ENSMUSP00000046558
ENSTGUP00000011105	ENSMUSP00000036915
ENSTGUP00000006361	ENSMUSP00000017443
ENSTGUP00000003954	ENSMUSP00000069078
ENSTGUP00000011247	ENSMUSP00000120840
ENSTGUP00000012398	ENSMUSP00000138581
ENSTGUP00000007098	ENSMUSP00000071719
ENSTGUP00000003777	ENSMUSP00000025101
ENSTGUP00000014042	ENSMUSP00000110011
ENSTGUP00000007764	ENSMUSP00000029092
ENSTGUP00000013375	ENSMUSP00000112121
ENSTGUP00000004756	ENSMUSP00000051216
ENSTGUP00000017316	ENSMUSP00000082374
ENSTGUP00000004578	ENSMUSP00000027623
ENSTGUP00000008862	ENSMUSP00000034079
ENSTGUP00000016254	ENSMUSP00000008094
ENSTGUP00000000756	ENSMUSP00000081889
ENSTGUP00000006028	ENSMUSP00000110822
ENSTGUP00000007938	ENSMUSP00000017622
ENSTGUP00000001603	ENSMUSP00000015333
ENSTGUP00000008488	ENSMUSP00000072800
ENSTGUP00000000708	ENSMUSP00000131842
ENSTGUP00000017820	ENSMUSP00000046517
ENSTGUP00000013737	ENSMUSP00000125874
ENSTGUP00000008237	ENSMUSP00000134781
ENSTGUP00000017588	ENSMUSP00000043143
ENSTGUP00000004954	ENSMUSP00000116575
ENSTGUP00000009332	ENSMUSP00000114906
ENSTGUP00000004601	ENSMUSP00000138112
ENSTGUP00000006843	ENSMUSP00000038938
ENSTGUP00000017401	ENSMUSP00000030536
ENSTGUP00000013886	ENSMUSP00000061835
ENSTGUP00000009380	ENSMUSP00000033198
ENSTGUP00000001445	ENSMUSP00000103762
ENSTGUP00000013139	ENSMUSP00000063450
ENSTGUP00000009715	ENSMUSP00000032887
ENSTGUP00000012765	ENSMUSP00000022998
ENSTGUP00000009954	ENSMUSP00000115882
ENSTGUP00000002128	ENSMUSP00000088725
ENSTGUP00000008325	ENSMUSP00000034392
ENSTGUP00000008962	ENSMUSP00000032410
ENSTGUP00000001369	ENSMUSP00000117009
ENSTGUP00000017373	ENSMUSP00000109312
ENSTGUP00000009463	ENSMUSP00000045925
ENSTGUP00000017162	ENSMUSP00000037484
ENSTGUP00000001106	ENSMUSP00000097156
ENSTGUP00000013173	ENSMUSP00000042009
ENSTGUP00000006754	ENSMUSP00000038367
ENSTGUP00000003330	ENSMUSP00000024725
ENSTGUP00000002693	ENSMUSP00000043390
ENSTGUP00000001018	ENSMUSP00000050647
ENSTGUP00000005773	ENSMUSP00000038387
ENSTGUP00000004852	ENSMUSP00000035196
ENSTGUP00000017561	ENSMUSP00000099482
ENSTGUP00000013199	ENSMUSP00000120816
ENSTGUP00000013543	ENSMUSP00000001559
ENSTGUP00000005866	ENSMUSP00000062217
ENSTGUP00000003012	ENSMUSP00000045948
ENSTGUP00000007554	ENSMUSP00000127662
ENSTGUP00000005264	ENSMUSP00000023913
ENSTGUP00000009345	ENSMUSP00000109109
ENSTGUP00000008065	ENSMUSP00000020049
ENSTGUP00000002373	ENSMUSP00000017384
ENSTGUP00000004180	ENSMUSP00000038211
ENSTGUP00000009129	ENSMUSP00000120658
ENSTGUP00000017539	ENSMUSP00000027846
ENSTGUP00000007873	ENSMUSP00000043439
ENSTGUP00000015199	ENSMUSP00000046033
ENSTGUP00000008106	ENSMUSP00000104496
ENSTGUP00000006125	ENSMUSP00000108526
ENSTGUP00000004966	ENSMUSP00000099515
ENSTGUP00000009550	ENSMUSP00000040347
ENSTGUP00000004543	ENSMUSP00000129441
ENSTGUP00000006297	ENSMUSP00000047761
ENSTGUP00000005888	ENSMUSP00000132688
ENSTGUP00000008260	ENSMUSP00000056485
ENSTGUP00000004886	ENSMUSP00000033933
ENSTGUP00000013052	ENSMUSP00000034896
ENSTGUP00000012785	ENSMUSP00000095783
ENSTGUP00000012807	ENSMUSP00000048319
ENSTGUP00000003618	ENSMUSP00000020493
ENSTGUP00000017567	ENSMUSP00000047700
ENSTGUP00000008663	ENSMUSP00000074025
ENSTGUP00000011089	ENSMUSP00000087636
ENSTGUP00000010460	ENSMUSP00000027257
ENSTGUP00000010928	ENSMUSP00000103845
ENSTGUP00000010029	ENSMUSP00000039853
ENSTGUP00000004324	ENSMUSP00000024946
ENSTGUP00000000523	ENSMUSP00000050854
ENSTGUP00000001844	ENSMUSP00000031345
ENSTGUP00000006997	ENSMUSP00000028251
ENSTGUP00000003531	ENSMUSP00000026823
ENSTGUP00000006005	ENSMUSP00000136163
ENSTGUP00000003372	ENSMUSP00000024736
ENSTGUP00000011858	ENSMUSP00000072018
ENSTGUP00000009916	ENSMUSP00000062887
ENSTGUP00000002156	ENSMUSP00000021313
ENSTGUP00000013752	ENSMUSP00000027970
ENSTGUP00000013581	ENSMUSP00000043662
ENSTGUP00000012541	ENSMUSP00000019932
ENSTGUP00000008371	ENSMUSP00000003946
ENSTGUP00000012113	ENSMUSP00000126772
ENSTGUP00000002721	ENSMUSP00000054994
ENSTGUP00000008058	ENSMUSP00000109236
ENSTGUP00000004774	ENSMUSP00000022345
ENSTGUP00000000148	ENSMUSP00000069017
ENSTGUP00000005730	ENSMUSP00000027357
ENSTGUP00000005110	ENSMUSP00000023365
ENSTGUP00000002768	ENSMUSP00000102929
ENSTGUP00000013091	ENSMUSP00000027338
ENSTGUP00000012684	ENSMUSP00000022586
ENSTGUP00000002442	ENSMUSP00000001757
ENSTGUP00000007267	ENSMUSP00000031588
ENSTGUP00000012900	ENSMUSP00000097912
ENSTGUP00000004717	ENSMUSP00000048042
ENSTGUP00000008109	ENSMUSP00000066679
ENSTGUP00000000538	ENSMUSP00000083341
ENSTGUP00000004748	ENSMUSP00000018516
ENSTGUP00000013704	ENSMUSP00000022528
ENSTGUP00000004808	ENSMUSP00000031678
ENSTGUP00000013396	ENSMUSP00000019862
ENSTGUP00000013413	ENSMUSP00000076090
ENSTGUP00000009268	ENSMUSP00000033173
ENSTGUP00000012917	ENSMUSP00000022721
ENSTGUP00000008393	ENSMUSP00000024763
ENSTGUP00000007740	ENSMUSP00000030265
ENSTGUP00000000258	ENSMUSP00000034803
ENSTGUP00000009315	ENSMUSP00000031590
ENSTGUP00000011288	ENSMUSP00000119829
ENSTGUP00000012667	ENSMUSP00000103857
ENSTGUP00000009921	ENSMUSP00000055776
ENSTGUP00000015068	ENSMUSP00000042825
ENSTGUP00000012130	ENSMUSP00000038576
ENSTGUP00000017648	ENSMUSP00000049124
ENSTGUP00000004644	ENSMUSP00000102224
ENSTGUP00000010181	ENSMUSP00000034465
ENSTGUP00000012408	ENSMUSP00000134259
ENSTGUP00000006389	ENSMUSP00000096898
ENSTGUP00000010800	ENSMUSP00000002805
ENSTGUP00000017010	ENSMUSP00000025823
ENSTGUP00000002778	ENSMUSP00000094808
ENSTGUP00000004791	ENSMUSP00000052765
ENSTGUP00000013010	ENSMUSP00000048709
ENSTGUP00000003667	ENSMUSP00000044350
ENSTGUP00000012033	ENSMUSP00000037459
ENSTGUP00000001013	ENSMUSP00000030661
ENSTGUP00000007458	ENSMUSP00000089808
ENSTGUP00000008715	ENSMUSP00000034429
ENSTGUP00000010314	ENSMUSP00000034457
ENSTGUP00000011959	ENSMUSP00000043442
ENSTGUP00000016786	ENSMUSP00000132443
ENSTGUP00000003277	ENSMUSP00000042391
ENSTGUP00000001011	ENSMUSP00000030662
ENSTGUP00000005936	ENSMUSP00000097221
ENSTGUP00000009443	ENSMUSP00000084252
ENSTGUP00000009303	ENSMUSP00000006900
ENSTGUP00000008202	ENSMUSP00000091768
ENSTGUP00000001801	ENSMUSP00000056027
ENSTGUP00000017279	ENSMUSP00000117583
ENSTGUP00000010584	ENSMUSP00000126603
ENSTGUP00000006100	ENSMUSP00000027503
ENSTGUP00000000194	ENSMUSP00000053145
ENSTGUP00000008878	ENSMUSP00000092839
ENSTGUP00000005858	ENSMUSP00000062326
ENSTGUP00000012952	ENSMUSP00000022716
ENSTGUP00000013950	ENSMUSP00000109858
ENSTGUP00000008328	ENSMUSP00000034393
ENSTGUP00000005283	ENSMUSP00000033961
ENSTGUP00000005500	ENSMUSP00000021817
ENSTGUP00000010736	ENSMUSP00000070619
ENSTGUP00000007700	ENSMUSP00000020794
ENSTGUP00000013478	ENSMUSP00000070548
ENSTGUP00000001113	ENSMUSP00000060026
ENSTGUP00000006800	ENSMUSP00000132247
ENSTGUP00000004703	ENSMUSP00000046658
ENSTGUP00000011681	ENSMUSP00000027049
ENSTGUP00000011638	ENSMUSP00000038375
ENSTGUP00000007827	ENSMUSP00000099748
ENSTGUP00000006012	ENSMUSP00000033121
ENSTGUP00000001604	ENSMUSP00000065228
ENSTGUP00000009388	ENSMUSP00000070098
ENSTGUP00000012036	ENSMUSP00000125149
ENSTGUP00000014461	ENSMUSP00000071078
ENSTGUP00000004266	ENSMUSP00000125623
ENSTGUP00000000852	ENSMUSP00000048395
ENSTGUP00000008197	ENSMUSP00000062410
ENSTGUP00000013085	ENSMUSP00000127413
ENSTGUP00000008278	ENSMUSP00000095251
ENSTGUP00000000552	ENSMUSP00000026986
ENSTGUP00000009738	ENSMUSP00000112790
ENSTGUP00000006839	ENSMUSP00000060835
ENSTGUP00000001899	ENSMUSP00000103518
ENSTGUP00000008901	ENSMUSP00000032406
ENSTGUP00000001097	ENSMUSP00000055318
ENSTGUP00000012798	ENSMUSP00000022601
ENSTGUP00000005152	ENSMUSP00000027380
ENSTGUP00000013837	ENSMUSP00000055455
ENSTGUP00000018128	ENSMUSP00000124305
ENSTGUP00000011071	ENSMUSP00000063461
ENSTGUP00000002239	ENSMUSP00000022751
ENSTGUP00000008464	ENSMUSP00000120016
ENSTGUP00000000572	ENSMUSP00000072788
ENSTGUP00000009302	ENSMUSP00000019276
ENSTGUP00000003628	ENSMUSP00000034859
ENSTGUP00000008159	ENSMUSP00000099760
ENSTGUP00000011464	ENSMUSP00000020488
ENSTGUP00000012382	ENSMUSP00000121617
ENSTGUP00000015363	ENSMUSP00000022680
ENSTGUP00000013732	ENSMUSP00000032485
ENSTGUP00000013664	ENSMUSP00000004379
ENSTGUP00000001240	ENSMUSP00000101477
ENSTGUP00000002467	ENSMUSP00000028907
ENSTGUP00000013078	ENSMUSP00000035304
ENSTGUP00000003355	ENSMUSP00000027478
ENSTGUP00000009700	ENSMUSP00000030365
ENSTGUP00000002282	ENSMUSP00000043033
ENSTGUP00000011412	ENSMUSP00000096880
ENSTGUP00000001671	ENSMUSP00000099677
ENSTGUP00000004277	ENSMUSP00000112116
ENSTGUP00000010467	ENSMUSP00000127142
ENSTGUP00000013343	ENSMUSP00000050532
ENSTGUP00000006962	ENSMUSP00000065352
ENSTGUP00000006719	ENSMUSP00000025490
ENSTGUP00000008542	ENSMUSP00000022063
ENSTGUP00000017652	ENSMUSP00000005015
ENSTGUP00000001524	ENSMUSP00000020579
ENSTGUP00000009641	ENSMUSP00000030360
ENSTGUP00000011834	ENSMUSP00000033276
ENSTGUP00000008093	ENSMUSP00000030446
ENSTGUP00000017330	ENSMUSP00000095441
ENSTGUP00000008686	ENSMUSP00000026976
ENSTGUP00000005881	ENSMUSP00000113928
ENSTGUP00000003822	ENSMUSP00000132516
ENSTGUP00000000025	ENSMUSP00000053216
ENSTGUP00000007800	ENSMUSP00000031628
ENSTGUP00000002185	ENSMUSP00000132614
ENSTGUP00000001947	ENSMUSP00000117971
ENSTGUP00000011266	ENSMUSP00000020002
ENSTGUP00000005315	ENSMUSP00000109484
ENSTGUP00000017810	ENSMUSP00000022135
ENSTGUP00000008673	ENSMUSP00000049280
ENSTGUP00000000771	ENSMUSP00000099959
ENSTGUP00000004712	ENSMUSP00000034205
ENSTGUP00000003348	ENSMUSP00000036141
ENSTGUP00000007928	ENSMUSP00000031289
ENSTGUP00000004840	ENSMUSP00000034094
ENSTGUP00000009110	ENSMUSP00000103348
ENSTGUP00000005722	ENSMUSP00000027358
ENSTGUP00000012348	ENSMUSP00000055295
ENSTGUP00000009138	ENSMUSP00000043580
ENSTGUP00000006443	ENSMUSP00000065275
ENSTGUP00000008455	ENSMUSP00000027785
ENSTGUP00000008119	ENSMUSP00000062811
ENSTGUP00000001286	ENSMUSP00000092673
ENSTGUP00000006084	ENSMUSP00000001127
ENSTGUP00000001946	ENSMUSP00000055293
ENSTGUP00000000502	ENSMUSP00000073171
ENSTGUP00000007083	ENSMUSP00000041184
ENSTGUP00000000308	ENSMUSP00000133259
ENSTGUP00000009201	ENSMUSP00000021157
ENSTGUP00000008392	ENSMUSP00000128141
ENSTGUP00000012066	ENSMUSP00000113247
ENSTGUP00000005570	ENSMUSP00000021135
ENSTGUP00000004104	ENSMUSP00000124033
ENSTGUP00000012717	ENSMUSP00000059173
ENSTGUP00000009329	ENSMUSP00000070927
ENSTGUP00000004371	ENSMUSP00000088663
ENSTGUP00000002770	ENSMUSP00000109409
ENSTGUP00000009217	ENSMUSP00000099301
ENSTGUP00000007106	ENSMUSP00000123994
ENSTGUP00000001174	ENSMUSP00000137367
ENSTGUP00000009795	ENSMUSP00000025425
ENSTGUP00000010679	ENSMUSP00000059538
ENSTGUP00000000635	ENSMUSP00000020580
ENSTGUP00000002270	ENSMUSP00000026927
ENSTGUP00000009650	ENSMUSP00000107678
ENSTGUP00000006444	ENSMUSP00000025639
ENSTGUP00000003208	ENSMUSP00000027933
ENSTGUP00000015650	ENSMUSP00000003444
ENSTGUP00000001002	ENSMUSP00000089498
ENSTGUP00000017715	ENSMUSP00000062837
ENSTGUP00000004284	ENSMUSP00000135206
ENSTGUP00000013819	ENSMUSP00000125352
ENSTGUP00000008654	ENSMUSP00000135831
ENSTGUP00000002756	ENSMUSP00000001802
ENSTGUP00000006734	ENSMUSP00000047413
ENSTGUP00000001648	ENSMUSP00000126901
ENSTGUP00000002576	ENSMUSP00000109049
ENSTGUP00000009858	ENSMUSP00000103709
ENSTGUP00000000848	ENSMUSP00000084882
ENSTGUP00000009113	ENSMUSP00000040975
ENSTGUP00000005871	ENSMUSP00000022153
ENSTGUP00000008696	ENSMUSP00000018522
ENSTGUP00000010297	ENSMUSP00000054788
ENSTGUP00000006887	ENSMUSP00000043543
ENSTGUP00000010678	ENSMUSP00000047012
ENSTGUP00000009274	ENSMUSP00000091477
ENSTGUP00000008425	ENSMUSP00000031539
ENSTGUP00000010458	ENSMUSP00000034313
ENSTGUP00000009432	ENSMUSP00000092897
ENSTGUP00000011048	ENSMUSP00000016781
ENSTGUP00000012872	ENSMUSP00000009256
ENSTGUP00000002790	ENSMUSP00000093110
ENSTGUP00000008960	ENSMUSP00000099532
ENSTGUP00000011269	ENSMUSP00000040707
ENSTGUP00000005913	ENSMUSP00000104923
ENSTGUP00000008680	ENSMUSP00000026735
ENSTGUP00000017068	ENSMUSP00000108313
ENSTGUP00000006765	ENSMUSP00000038580
ENSTGUP00000006593	ENSMUSP00000096136
ENSTGUP00000006168	ENSMUSP00000038298
ENSTGUP00000013446	ENSMUSP00000033020
ENSTGUP00000008428	ENSMUSP00000059983
ENSTGUP00000008789	ENSMUSP00000023391
ENSTGUP00000003295	ENSMUSP00000117538
ENSTGUP00000009671	ENSMUSP00000102167
ENSTGUP00000012852	ENSMUSP00000022980
ENSTGUP00000013379	ENSMUSP00000020970
ENSTGUP00000008459	ENSMUSP00000014812
ENSTGUP00000012333	ENSMUSP00000021411
ENSTGUP00000009677	ENSMUSP00000059741
ENSTGUP00000006293	ENSMUSP00000105716
ENSTGUP00000010690	ENSMUSP00000040944
ENSTGUP00000007797	ENSMUSP00000068590
ENSTGUP00000014881	ENSMUSP00000034278
ENSTGUP00000005358	ENSMUSP00000002846
ENSTGUP00000003756	ENSMUSP00000109703
ENSTGUP00000005326	ENSMUSP00000021285
ENSTGUP00000007482	ENSMUSP00000018568
ENSTGUP00000009792	ENSMUSP00000033006
ENSTGUP00000011762	ENSMUSP00000124819
ENSTGUP00000001528	ENSMUSP00000048222
ENSTGUP00000001123	ENSMUSP00000022078
ENSTGUP00000008277	ENSMUSP00000103716
ENSTGUP00000003978	ENSMUSP00000123935
ENSTGUP00000009000	ENSMUSP00000046120
ENSTGUP00000004481	ENSMUSP00000028209
ENSTGUP00000003726	ENSMUSP00000047569
ENSTGUP00000003572	ENSMUSP00000023911
ENSTGUP00000005590	ENSMUSP00000076594
ENSTGUP00000003231	ENSMUSP00000039463
ENSTGUP00000010507	ENSMUSP00000027285
ENSTGUP00000007802	ENSMUSP00000089230
ENSTGUP00000001307	ENSMUSP00000021963
ENSTGUP00000001991	ENSMUSP00000071495
ENSTGUP00000003470	ENSMUSP00000026661
ENSTGUP00000013826	ENSMUSP00000027867
ENSTGUP00000010732	ENSMUSP00000057828
ENSTGUP00000013850	ENSMUSP00000079631
ENSTGUP00000006011	ENSMUSP00000026595
ENSTGUP00000010820	ENSMUSP00000009220
ENSTGUP00000008985	ENSMUSP00000114839
ENSTGUP00000004976	ENSMUSP00000113864
ENSTGUP00000010376	ENSMUSP00000037385
ENSTGUP00000011325	ENSMUSP00000019944
ENSTGUP00000012864	ENSMUSP00000022656
ENSTGUP00000017621	ENSMUSP00000135642
ENSTGUP00000001296	ENSMUSP00000055271
ENSTGUP00000001519	ENSMUSP00000020578
ENSTGUP00000006264	ENSMUSP00000108290
ENSTGUP00000006374	ENSMUSP00000061180
ENSTGUP00000012469	ENSMUSP00000133045
ENSTGUP00000013349	ENSMUSP00000061488
ENSTGUP00000003331	ENSMUSP00000110835
ENSTGUP00000015830	ENSMUSP00000111291
ENSTGUP00000017581	ENSMUSP00000096441
ENSTGUP00000009044	ENSMUSP00000126814
ENSTGUP00000010810	ENSMUSP00000129244
ENSTGUP00000017675	ENSMUSP00000005923
ENSTGUP00000004602	ENSMUSP00000098134
ENSTGUP00000013817	ENSMUSP00000038779
ENSTGUP00000011737	ENSMUSP00000022536
ENSTGUP00000008432	ENSMUSP00000031536
ENSTGUP00000010824	ENSMUSP00000028696
ENSTGUP00000001121	ENSMUSP00000019679
ENSTGUP00000008817	ENSMUSP00000132918
ENSTGUP00000008478	ENSMUSP00000027464
ENSTGUP00000012533	ENSMUSP00000128022
ENSTGUP00000014529	ENSMUSP00000078580
ENSTGUP00000004812	ENSMUSP00000035120
ENSTGUP00000010417	ENSMUSP00000112410
ENSTGUP00000000625	ENSMUSP00000117531
ENSTGUP00000008608	ENSMUSP00000136313
ENSTGUP00000008135	ENSMUSP00000062556
ENSTGUP00000010865	ENSMUSP00000049973
ENSTGUP00000009512	ENSMUSP00000075488
ENSTGUP00000002661	ENSMUSP00000022275
ENSTGUP00000007584	ENSMUSP00000031560
ENSTGUP00000007391	ENSMUSP00000121007
ENSTGUP00000003070	ENSMUSP00000101834
ENSTGUP00000001701	ENSMUSP00000095248
ENSTGUP00000004583	ENSMUSP00000120659
ENSTGUP00000002842	ENSMUSP00000030895
ENSTGUP00000006512	ENSMUSP00000034746
ENSTGUP00000005515	ENSMUSP00000034761
ENSTGUP00000004291	ENSMUSP00000041800
ENSTGUP00000004781	ENSMUSP00000111041
ENSTGUP00000008309	ENSMUSP00000032865
ENSTGUP00000005781	ENSMUSP00000062496
ENSTGUP00000004107	ENSMUSP00000024959
ENSTGUP00000000456	ENSMUSP00000026997
ENSTGUP00000017611	ENSMUSP00000107245
ENSTGUP00000010830	ENSMUSP00000112554
ENSTGUP00000010201	ENSMUSP00000034463
ENSTGUP00000013162	ENSMUSP00000059871
ENSTGUP00000003612	ENSMUSP00000107544
ENSTGUP00000002843	ENSMUSP00000028341
ENSTGUP00000009914	ENSMUSP00000042073
ENSTGUP00000001295	ENSMUSP00000021959
ENSTGUP00000000626	ENSMUSP00000033184
ENSTGUP00000004474	ENSMUSP00000025014
ENSTGUP00000004378	ENSMUSP00000034285
ENSTGUP00000002470	ENSMUSP00000099522
ENSTGUP00000001852	ENSMUSP00000054036
ENSTGUP00000010622	ENSMUSP00000093713
ENSTGUP00000003543	ENSMUSP00000029158
ENSTGUP00000000248	ENSMUSP00000049823
ENSTGUP00000012091	ENSMUSP00000024005
ENSTGUP00000011070	ENSMUSP00000105370
ENSTGUP00000004436	ENSMUSP00000053802
ENSTGUP00000005959	ENSMUSP00000112640
ENSTGUP00000000685	ENSMUSP00000104855
ENSTGUP00000018117	ENSMUSP00000023851
ENSTGUP00000012675	ENSMUSP00000029925
ENSTGUP00000008606	ENSMUSP00000032840
ENSTGUP00000012623	ENSMUSP00000107841
ENSTGUP00000010392	ENSMUSP00000043000
ENSTGUP00000002131	ENSMUSP00000058412
ENSTGUP00000007619	ENSMUSP00000068380
ENSTGUP00000012982	ENSMUSP00000125502
ENSTGUP00000005897	ENSMUSP00000126061
ENSTGUP00000002786	ENSMUSP00000110914
ENSTGUP00000011763	ENSMUSP00000078123
ENSTGUP00000017420	ENSMUSP00000082011
ENSTGUP00000007121	ENSMUSP00000125314
ENSTGUP00000007145	ENSMUSP00000022119
ENSTGUP00000001643	ENSMUSP00000007046
ENSTGUP00000011118	ENSMUSP00000066050
ENSTGUP00000007809	ENSMUSP00000034281
ENSTGUP00000004351	ENSMUSP00000023532
ENSTGUP00000013905	ENSMUSP00000043724
ENSTGUP00000007966	ENSMUSP00000006760
ENSTGUP00000010887	ENSMUSP00000091074
ENSTGUP00000001376	ENSMUSP00000072614
ENSTGUP00000011628	ENSMUSP00000035829
ENSTGUP00000002329	ENSMUSP00000022791
ENSTGUP00000002520	ENSMUSP00000040187
ENSTGUP00000002664	ENSMUSP00000069275
ENSTGUP00000017239	ENSMUSP00000122435
ENSTGUP00000010283	ENSMUSP00000045683
ENSTGUP00000009168	ENSMUSP00000099329
ENSTGUP00000009955	ENSMUSP00000045269
ENSTGUP00000006968	ENSMUSP00000034048
ENSTGUP00000003139	ENSMUSP00000085981
ENSTGUP00000001000	ENSMUSP00000048768
ENSTGUP00000007270	ENSMUSP00000091708
ENSTGUP00000010502	ENSMUSP00000106242
ENSTGUP00000002773	ENSMUSP00000028351
ENSTGUP00000011828	ENSMUSP00000136167
ENSTGUP00000001886	ENSMUSP00000041523
ENSTGUP00000002803	ENSMUSP00000030893
ENSTGUP00000010542	ENSMUSP00000061167
ENSTGUP00000009115	ENSMUSP00000021078
ENSTGUP00000017947	ENSMUSP00000110545
ENSTGUP00000009840	ENSMUSP00000103530
ENSTGUP00000002887	ENSMUSP00000050237
ENSTGUP00000007536	ENSMUSP00000043130
ENSTGUP00000005301	ENSMUSP00000058631
ENSTGUP00000008339	ENSMUSP00000052507
ENSTGUP00000015025	ENSMUSP00000025314
ENSTGUP00000007770	ENSMUSP00000047682
ENSTGUP00000010117	ENSMUSP00000086578
ENSTGUP00000001080	ENSMUSP00000030644
ENSTGUP00000012791	ENSMUSP00000098220
ENSTGUP00000012984	ENSMUSP00000054611
ENSTGUP00000001530	ENSMUSP00000103401
ENSTGUP00000004302	ENSMUSP00000029643
ENSTGUP00000010270	ENSMUSP00000106232
ENSTGUP00000001092	ENSMUSP00000025075
ENSTGUP00000007151	ENSMUSP00000034699
ENSTGUP00000012769	ENSMUSP00000045827
ENSTGUP00000003153	ENSMUSP00000027940
ENSTGUP00000001052	ENSMUSP00000034311
ENSTGUP00000000699	ENSMUSP00000051644
ENSTGUP00000011133	ENSMUSP00000039493
ENSTGUP00000012979	ENSMUSP00000108871
ENSTGUP00000010054	ENSMUSP00000010434
ENSTGUP00000000416	ENSMUSP00000034512
ENSTGUP00000003024	ENSMUSP00000099469
ENSTGUP00000007664	ENSMUSP00000108140
ENSTGUP00000004336	ENSMUSP00000039500
ENSTGUP00000012860	ENSMUSP00000037557
ENSTGUP00000011704	ENSMUSP00000075037
ENSTGUP00000005691	ENSMUSP00000110202
ENSTGUP00000003195	ENSMUSP00000005173
ENSTGUP00000001118	ENSMUSP00000016673
ENSTGUP00000006959	ENSMUSP00000101036
ENSTGUP00000017321	ENSMUSP00000080043
ENSTGUP00000005423	ENSMUSP00000098272
ENSTGUP00000005368	ENSMUSP00000049770
ENSTGUP00000003479	ENSMUSP00000028881
ENSTGUP00000006027	ENSMUSP00000112064
ENSTGUP00000000675	ENSMUSP00000041049
ENSTGUP00000009891	ENSMUSP00000130684
ENSTGUP00000013046	ENSMUSP00000093090
ENSTGUP00000007444	ENSMUSP00000049116
ENSTGUP00000010884	ENSMUSP00000030993
ENSTGUP00000009900	ENSMUSP00000080215
ENSTGUP00000003316	ENSMUSP00000024984
ENSTGUP00000001703	ENSMUSP00000139347
ENSTGUP00000013338	ENSMUSP00000050729
ENSTGUP00000009161	ENSMUSP00000003621
ENSTGUP00000012539	ENSMUSP00000022913
ENSTGUP00000000943	ENSMUSP00000004786
ENSTGUP00000013192	ENSMUSP00000131841
ENSTGUP00000000062	ENSMUSP00000042183
ENSTGUP00000011917	ENSMUSP00000108263
ENSTGUP00000007031	ENSMUSP00000078372
ENSTGUP00000001577	ENSMUSP00000081319
ENSTGUP00000002159	ENSMUSP00000063554
ENSTGUP00000012836	ENSMUSP00000029975
ENSTGUP00000000893	ENSMUSP00000101002
ENSTGUP00000010052	ENSMUSP00000036921
ENSTGUP00000001150	ENSMUSP00000068111
ENSTGUP00000010509	ENSMUSP00000045272
ENSTGUP00000004926	ENSMUSP00000034245
ENSTGUP00000008257	ENSMUSP00000032169
ENSTGUP00000004544	ENSMUSP00000043462
ENSTGUP00000013377	ENSMUSP00000020969
ENSTGUP00000011624	ENSMUSP00000061185
ENSTGUP00000004813	ENSMUSP00000010188
ENSTGUP00000011916	ENSMUSP00000135483
ENSTGUP00000004434	ENSMUSP00000131855
ENSTGUP00000012702	ENSMUSP00000125341
ENSTGUP00000013922	ENSMUSP00000002925
ENSTGUP00000004941	ENSMUSP00000099615
ENSTGUP00000008441	ENSMUSP00000030125
ENSTGUP00000006542	ENSMUSP00000119308
ENSTGUP00000008298	ENSMUSP00000040249
ENSTGUP00000007911	ENSMUSP00000029085
ENSTGUP00000002534	ENSMUSP00000047655
ENSTGUP00000001245	ENSMUSP00000127385
ENSTGUP00000009876	ENSMUSP00000068511
ENSTGUP00000015376	ENSMUSP00000033087
