ENSMODP00000016222	ENSTGUP00000008915
ENSMODP00000029192	ENSTGUP00000007764
ENSMODP00000010778	ENSTGUP00000013375
ENSMODP00000017119	ENSTGUP00000004756
ENSMODP00000011348	ENSTGUP00000017316
ENSMODP00000000168	ENSTGUP00000004578
ENSMODP00000003467	ENSTGUP00000003870
ENSMODP00000011700	ENSTGUP00000011432
ENSMODP00000018850	ENSTGUP00000016254
ENSMODP00000006653	ENSTGUP00000000756
ENSMODP00000023007	ENSTGUP00000006028
ENSMODP00000005238	ENSTGUP00000007938
ENSMODP00000020884	ENSTGUP00000001603
ENSMODP00000012487	ENSTGUP00000008488
ENSMODP00000010693	ENSTGUP00000000708
ENSMODP00000009708	ENSTGUP00000011297
ENSMODP00000017085	ENSTGUP00000017820
ENSMODP00000021983	ENSTGUP00000007588
ENSMODP00000022817	ENSTGUP00000013737
ENSMODP00000010181	ENSTGUP00000008237
ENSMODP00000004201	ENSTGUP00000017588
ENSMODP00000011990	ENSTGUP00000004954
ENSMODP00000000692	ENSTGUP00000009332
ENSMODP00000000026	ENSTGUP00000004601
ENSMODP00000022409	ENSTGUP00000001769
ENSMODP00000015031	ENSTGUP00000006843
ENSMODP00000019920	ENSTGUP00000017401
ENSMODP00000026263	ENSTGUP00000013886
ENSMODP00000008997	ENSTGUP00000009380
ENSMODP00000005328	ENSTGUP00000001445
ENSMODP00000024301	ENSTGUP00000006780
ENSMODP00000000681	ENSTGUP00000013139
ENSMODP00000007641	ENSTGUP00000009715
ENSMODP00000002795	ENSTGUP00000012765
ENSMODP00000000968	ENSTGUP00000009954
ENSMODP00000015175	ENSTGUP00000002128
ENSMODP00000003385	ENSTGUP00000008325
ENSMODP00000006312	ENSTGUP00000008962
ENSMODP00000012474	ENSTGUP00000001369
ENSMODP00000018638	ENSTGUP00000000725
ENSMODP00000015527	ENSTGUP00000009463
ENSMODP00000008855	ENSTGUP00000014680
ENSMODP00000021127	ENSTGUP00000002428
ENSMODP00000019650	ENSTGUP00000017162
ENSMODP00000023331	ENSTGUP00000013173
ENSMODP00000020053	ENSTGUP00000006754
ENSMODP00000018495	ENSTGUP00000003330
ENSMODP00000007671	ENSTGUP00000002693
ENSMODP00000017998	ENSTGUP00000001018
ENSMODP00000005283	ENSTGUP00000005773
ENSMODP00000015017	ENSTGUP00000004852
ENSMODP00000006769	ENSTGUP00000017561
ENSMODP00000016682	ENSTGUP00000013199
ENSMODP00000022884	ENSTGUP00000013543
ENSMODP00000012846	ENSTGUP00000005866
ENSMODP00000025897	ENSTGUP00000003012
ENSMODP00000002914	ENSTGUP00000007554
ENSMODP00000026229	ENSTGUP00000005264
ENSMODP00000030355	ENSTGUP00000009345
ENSMODP00000016323	ENSTGUP00000002373
ENSMODP00000007749	ENSTGUP00000004180
ENSMODP00000008279	ENSTGUP00000009129
ENSMODP00000001989	ENSTGUP00000017539
ENSMODP00000005453	ENSTGUP00000007873
ENSMODP00000000585	ENSTGUP00000015199
ENSMODP00000004549	ENSTGUP00000008106
ENSMODP00000020071	ENSTGUP00000006125
ENSMODP00000028836	ENSTGUP00000004966
ENSMODP00000004640	ENSTGUP00000009550
ENSMODP00000002326	ENSTGUP00000004543
ENSMODP00000014519	ENSTGUP00000006297
ENSMODP00000019141	ENSTGUP00000005888
ENSMODP00000028315	ENSTGUP00000008260
ENSMODP00000023729	ENSTGUP00000004886
ENSMODP00000023125	ENSTGUP00000013052
ENSMODP00000022796	ENSTGUP00000012785
ENSMODP00000022824	ENSTGUP00000012807
ENSMODP00000024520	ENSTGUP00000003618
ENSMODP00000011336	ENSTGUP00000017567
ENSMODP00000002329	ENSTGUP00000008663
ENSMODP00000008432	ENSTGUP00000012395
ENSMODP00000000264	ENSTGUP00000011089
ENSMODP00000001609	ENSTGUP00000010460
ENSMODP00000026622	ENSTGUP00000010928
ENSMODP00000005314	ENSTGUP00000010029
ENSMODP00000019830	ENSTGUP00000004324
ENSMODP00000000593	ENSTGUP00000000523
ENSMODP00000023964	ENSTGUP00000001844
ENSMODP00000024562	ENSTGUP00000006997
ENSMODP00000020829	ENSTGUP00000003531
ENSMODP00000019091	ENSTGUP00000006005
ENSMODP00000032516	ENSTGUP00000003372
ENSMODP00000012475	ENSTGUP00000011858
ENSMODP00000004842	ENSTGUP00000009916
ENSMODP00000014067	ENSTGUP00000002156
ENSMODP00000001147	ENSTGUP00000013752
ENSMODP00000002604	ENSTGUP00000013581
ENSMODP00000022471	ENSTGUP00000012541
ENSMODP00000003245	ENSTGUP00000008371
ENSMODP00000001558	ENSTGUP00000012113
ENSMODP00000021885	ENSTGUP00000006616
ENSMODP00000001686	ENSTGUP00000002721
ENSMODP00000010167	ENSTGUP00000008058
ENSMODP00000005495	ENSTGUP00000012563
ENSMODP00000000193	ENSTGUP00000004774
ENSMODP00000009535	ENSTGUP00000011410
ENSMODP00000015949	ENSTGUP00000005609
ENSMODP00000017703	ENSTGUP00000000148
ENSMODP00000019224	ENSTGUP00000005730
ENSMODP00000006067	ENSTGUP00000005110
ENSMODP00000023166	ENSTGUP00000013091
ENSMODP00000018659	ENSTGUP00000012684
ENSMODP00000012562	ENSTGUP00000002442
ENSMODP00000024148	ENSTGUP00000007267
ENSMODP00000015240	ENSTGUP00000004717
ENSMODP00000010421	ENSTGUP00000008109
ENSMODP00000006103	ENSTGUP00000000538
ENSMODP00000004629	ENSTGUP00000004748
ENSMODP00000011101	ENSTGUP00000013704
ENSMODP00000019338	ENSTGUP00000004808
ENSMODP00000028537	ENSTGUP00000011619
ENSMODP00000040852	ENSTGUP00000013396
ENSMODP00000018381	ENSTGUP00000013413
ENSMODP00000017676	ENSTGUP00000008167
ENSMODP00000009632	ENSTGUP00000009268
ENSMODP00000001367	ENSTGUP00000012917
ENSMODP00000030309	ENSTGUP00000008393
ENSMODP00000012822	ENSTGUP00000012347
ENSMODP00000003628	ENSTGUP00000007740
ENSMODP00000004397	ENSTGUP00000009315
ENSMODP00000021559	ENSTGUP00000011288
ENSMODP00000022597	ENSTGUP00000012667
ENSMODP00000004682	ENSTGUP00000000772
ENSMODP00000018873	ENSTGUP00000010647
ENSMODP00000023925	ENSTGUP00000015068
ENSMODP00000041202	ENSTGUP00000004690
ENSMODP00000033276	ENSTGUP00000012130
ENSMODP00000007923	ENSTGUP00000017648
ENSMODP00000037793	ENSTGUP00000008712
ENSMODP00000011687	ENSTGUP00000010181
ENSMODP00000006262	ENSTGUP00000007461
ENSMODP00000034506	ENSTGUP00000012408
ENSMODP00000003638	ENSTGUP00000006389
ENSMODP00000007334	ENSTGUP00000010800
ENSMODP00000009768	ENSTGUP00000017010
ENSMODP00000005796	ENSTGUP00000002778
ENSMODP00000006957	ENSTGUP00000004791
ENSMODP00000018304	ENSTGUP00000013010
ENSMODP00000018846	ENSTGUP00000003667
ENSMODP00000007725	ENSTGUP00000012033
ENSMODP00000018015	ENSTGUP00000001013
ENSMODP00000025535	ENSTGUP00000007458
ENSMODP00000002653	ENSTGUP00000008715
ENSMODP00000011316	ENSTGUP00000010314
ENSMODP00000000591	ENSTGUP00000011959
ENSMODP00000016799	ENSTGUP00000016786
ENSMODP00000028477	ENSTGUP00000003277
ENSMODP00000018023	ENSTGUP00000001011
ENSMODP00000023660	ENSTGUP00000009443
ENSMODP00000038433	ENSTGUP00000009303
ENSMODP00000009859	ENSTGUP00000001801
ENSMODP00000000160	ENSTGUP00000011167
ENSMODP00000019443	ENSTGUP00000002622
ENSMODP00000032286	ENSTGUP00000017279
ENSMODP00000010342	ENSTGUP00000010584
ENSMODP00000017317	ENSTGUP00000000194
ENSMODP00000014029	ENSTGUP00000007009
ENSMODP00000002065	ENSTGUP00000005858
ENSMODP00000001855	ENSTGUP00000012952
ENSMODP00000026253	ENSTGUP00000013950
ENSMODP00000003372	ENSTGUP00000008328
ENSMODP00000013226	ENSTGUP00000005283
ENSMODP00000020561	ENSTGUP00000005500
ENSMODP00000005762	ENSTGUP00000010736
ENSMODP00000040640	ENSTGUP00000003001
ENSMODP00000039958	ENSTGUP00000007700
ENSMODP00000014593	ENSTGUP00000013478
ENSMODP00000014813	ENSTGUP00000006800
ENSMODP00000000525	ENSTGUP00000004703
ENSMODP00000009761	ENSTGUP00000011681
ENSMODP00000003093	ENSTGUP00000011638
ENSMODP00000003280	ENSTGUP00000007827
ENSMODP00000012891	ENSTGUP00000009388
ENSMODP00000000787	ENSTGUP00000012036
ENSMODP00000004564	ENSTGUP00000014461
ENSMODP00000015278	ENSTGUP00000004266
ENSMODP00000019319	ENSTGUP00000008740
ENSMODP00000003166	ENSTGUP00000000852
ENSMODP00000021411	ENSTGUP00000017531
ENSMODP00000025658	ENSTGUP00000008197
ENSMODP00000022740	ENSTGUP00000013085
ENSMODP00000015502	ENSTGUP00000010805
ENSMODP00000006400	ENSTGUP00000000552
ENSMODP00000010019	ENSTGUP00000018253
ENSMODP00000012060	ENSTGUP00000009738
ENSMODP00000000271	ENSTGUP00000006839
ENSMODP00000008706	ENSTGUP00000001899
ENSMODP00000006276	ENSTGUP00000008901
ENSMODP00000002623	ENSTGUP00000001097
ENSMODP00000018457	ENSTGUP00000012798
ENSMODP00000019425	ENSTGUP00000005152
ENSMODP00000021292	ENSTGUP00000013837
ENSMODP00000041306	ENSTGUP00000008118
ENSMODP00000024804	ENSTGUP00000011071
ENSMODP00000014263	ENSTGUP00000003770
ENSMODP00000025400	ENSTGUP00000002239
ENSMODP00000010842	ENSTGUP00000008464
ENSMODP00000037707	ENSTGUP00000000572
ENSMODP00000014623	ENSTGUP00000009302
ENSMODP00000014949	ENSTGUP00000003628
ENSMODP00000002988	ENSTGUP00000008159
ENSMODP00000002532	ENSTGUP00000011464
ENSMODP00000015085	ENSTGUP00000012382
ENSMODP00000011615	ENSTGUP00000015363
ENSMODP00000022519	ENSTGUP00000013732
ENSMODP00000022645	ENSTGUP00000013664
ENSMODP00000032152	ENSTGUP00000001240
ENSMODP00000028543	ENSTGUP00000002467
ENSMODP00000009573	ENSTGUP00000003355
ENSMODP00000026697	ENSTGUP00000009700
ENSMODP00000021001	ENSTGUP00000002282
ENSMODP00000011737	ENSTGUP00000011412
ENSMODP00000025234	ENSTGUP00000007358
ENSMODP00000022289	ENSTGUP00000001671
ENSMODP00000004488	ENSTGUP00000009830
ENSMODP00000005596	ENSTGUP00000004277
ENSMODP00000026827	ENSTGUP00000010467
ENSMODP00000011197	ENSTGUP00000013343
ENSMODP00000025786	ENSTGUP00000008540
ENSMODP00000024556	ENSTGUP00000006962
ENSMODP00000019617	ENSTGUP00000006719
ENSMODP00000017284	ENSTGUP00000018256
ENSMODP00000000719	ENSTGUP00000008542
ENSMODP00000020945	ENSTGUP00000017652
ENSMODP00000025367	ENSTGUP00000002363
ENSMODP00000009473	ENSTGUP00000001524
ENSMODP00000013077	ENSTGUP00000011834
ENSMODP00000003015	ENSTGUP00000008093
ENSMODP00000010752	ENSTGUP00000008686
ENSMODP00000014590	ENSTGUP00000005881
ENSMODP00000026352	ENSTGUP00000013843
ENSMODP00000004101	ENSTGUP00000003822
ENSMODP00000011665	ENSTGUP00000011557
ENSMODP00000016688	ENSTGUP00000000025
ENSMODP00000001628	ENSTGUP00000007800
ENSMODP00000019939	ENSTGUP00000002185
ENSMODP00000022780	ENSTGUP00000001947
ENSMODP00000021572	ENSTGUP00000011266
ENSMODP00000015713	ENSTGUP00000005315
ENSMODP00000004744	ENSTGUP00000000771
ENSMODP00000028914	ENSTGUP00000004712
ENSMODP00000019277	ENSTGUP00000003348
ENSMODP00000013401	ENSTGUP00000007928
ENSMODP00000028127	ENSTGUP00000004840
ENSMODP00000015819	ENSTGUP00000009110
ENSMODP00000019228	ENSTGUP00000005722
ENSMODP00000012849	ENSTGUP00000012348
ENSMODP00000015846	ENSTGUP00000009138
ENSMODP00000025073	ENSTGUP00000006443
ENSMODP00000008237	ENSTGUP00000008455
ENSMODP00000010435	ENSTGUP00000008119
ENSMODP00000024011	ENSTGUP00000006084
ENSMODP00000009309	ENSTGUP00000001946
ENSMODP00000026334	ENSTGUP00000000502
ENSMODP00000024375	ENSTGUP00000007083
ENSMODP00000017993	ENSTGUP00000000308
ENSMODP00000021557	ENSTGUP00000008392
ENSMODP00000033316	ENSTGUP00000012066
ENSMODP00000024637	ENSTGUP00000004104
ENSMODP00000018623	ENSTGUP00000012717
ENSMODP00000026939	ENSTGUP00000018310
ENSMODP00000016630	ENSTGUP00000009329
ENSMODP00000008087	ENSTGUP00000004371
ENSMODP00000005727	ENSTGUP00000002770
ENSMODP00000015072	ENSTGUP00000009217
ENSMODP00000012671	ENSTGUP00000007106
ENSMODP00000034477	ENSTGUP00000004374
ENSMODP00000026758	ENSTGUP00000009795
ENSMODP00000004244	ENSTGUP00000010679
ENSMODP00000008039	ENSTGUP00000000635
ENSMODP00000035051	ENSTGUP00000002270
ENSMODP00000015802	ENSTGUP00000003111
ENSMODP00000033464	ENSTGUP00000006444
ENSMODP00000003544	ENSTGUP00000003208
ENSMODP00000024779	ENSTGUP00000015650
ENSMODP00000012247	ENSTGUP00000001002
ENSMODP00000000352	ENSTGUP00000017715
ENSMODP00000020514	ENSTGUP00000004284
ENSMODP00000022603	ENSTGUP00000013819
ENSMODP00000002344	ENSTGUP00000008654
ENSMODP00000020016	ENSTGUP00000006734
ENSMODP00000003822	ENSTGUP00000001648
ENSMODP00000017880	ENSTGUP00000002576
ENSMODP00000015034	ENSTGUP00000009858
ENSMODP00000003204	ENSTGUP00000000848
ENSMODP00000016037	ENSTGUP00000009113
ENSMODP00000002073	ENSTGUP00000005871
ENSMODP00000018489	ENSTGUP00000008696
ENSMODP00000011438	ENSTGUP00000010297
ENSMODP00000020096	ENSTGUP00000006887
ENSMODP00000019218	ENSTGUP00000010678
ENSMODP00000026139	ENSTGUP00000009274
ENSMODP00000012191	ENSTGUP00000008425
ENSMODP00000018965	ENSTGUP00000008517
ENSMODP00000010696	ENSTGUP00000010458
ENSMODP00000023665	ENSTGUP00000009432
ENSMODP00000014259	ENSTGUP00000013607
ENSMODP00000000941	ENSTGUP00000011048
ENSMODP00000023011	ENSTGUP00000012872
ENSMODP00000036898	ENSTGUP00000002790
ENSMODP00000024005	ENSTGUP00000008960
ENSMODP00000021570	ENSTGUP00000011269
ENSMODP00000017369	ENSTGUP00000005913
ENSMODP00000017956	ENSTGUP00000008680
ENSMODP00000004539	ENSTGUP00000017068
ENSMODP00000014799	ENSTGUP00000006765
ENSMODP00000038541	ENSTGUP00000006593
ENSMODP00000017163	ENSTGUP00000006168
ENSMODP00000006422	ENSTGUP00000013446
ENSMODP00000011311	ENSTGUP00000008428
ENSMODP00000012612	ENSTGUP00000008789
ENSMODP00000002483	ENSTGUP00000003295
ENSMODP00000007788	ENSTGUP00000009671
ENSMODP00000002236	ENSTGUP00000012852
ENSMODP00000018215	ENSTGUP00000013379
ENSMODP00000019078	ENSTGUP00000008459
ENSMODP00000016040	ENSTGUP00000012333
ENSMODP00000026695	ENSTGUP00000009677
ENSMODP00000005982	ENSTGUP00000006293
ENSMODP00000013778	ENSTGUP00000010690
ENSMODP00000009197	ENSTGUP00000007797
ENSMODP00000005675	ENSTGUP00000014881
ENSMODP00000023735	ENSTGUP00000005358
ENSMODP00000027993	ENSTGUP00000003756
ENSMODP00000010529	ENSTGUP00000005326
ENSMODP00000017543	ENSTGUP00000007482
ENSMODP00000027751	ENSTGUP00000009792
ENSMODP00000026583	ENSTGUP00000011762
ENSMODP00000009445	ENSTGUP00000001528
ENSMODP00000025103	ENSTGUP00000001123
ENSMODP00000028284	ENSTGUP00000007927
ENSMODP00000004103	ENSTGUP00000008277
ENSMODP00000008893	ENSTGUP00000009000
ENSMODP00000008284	ENSTGUP00000004481
ENSMODP00000017926	ENSTGUP00000003726
ENSMODP00000015536	ENSTGUP00000005666
ENSMODP00000035519	ENSTGUP00000003572
ENSMODP00000015582	ENSTGUP00000005590
ENSMODP00000002639	ENSTGUP00000003231
ENSMODP00000001446	ENSTGUP00000010507
ENSMODP00000012514	ENSTGUP00000007802
ENSMODP00000002741	ENSTGUP00000006647
ENSMODP00000017808	ENSTGUP00000001307
ENSMODP00000023088	ENSTGUP00000001991
ENSMODP00000003713	ENSTGUP00000013826
ENSMODP00000023820	ENSTGUP00000010732
ENSMODP00000000893	ENSTGUP00000010985
ENSMODP00000007254	ENSTGUP00000014429
ENSMODP00000008881	ENSTGUP00000013850
ENSMODP00000002755	ENSTGUP00000006011
ENSMODP00000011230	ENSTGUP00000010820
ENSMODP00000006321	ENSTGUP00000008985
ENSMODP00000019513	ENSTGUP00000004976
ENSMODP00000001394	ENSTGUP00000010376
ENSMODP00000021543	ENSTGUP00000011325
ENSMODP00000036495	ENSTGUP00000012864
ENSMODP00000008415	ENSTGUP00000017621
ENSMODP00000017928	ENSTGUP00000001296
ENSMODP00000009485	ENSTGUP00000001519
ENSMODP00000014853	ENSTGUP00000006264
ENSMODP00000005804	ENSTGUP00000006374
ENSMODP00000007933	ENSTGUP00000012469
ENSMODP00000011166	ENSTGUP00000013349
ENSMODP00000020203	ENSTGUP00000003331
ENSMODP00000005168	ENSTGUP00000007948
ENSMODP00000012959	ENSTGUP00000015830
ENSMODP00000013866	ENSTGUP00000017581
ENSMODP00000019094	ENSTGUP00000009044
ENSMODP00000023798	ENSTGUP00000010810
ENSMODP00000023545	ENSTGUP00000017675
ENSMODP00000017016	ENSTGUP00000004602
ENSMODP00000022606	ENSTGUP00000013817
ENSMODP00000038809	ENSTGUP00000011737
ENSMODP00000022346	ENSTGUP00000012405
ENSMODP00000004959	ENSTGUP00000001121
ENSMODP00000026496	ENSTGUP00000008478
ENSMODP00000013768	ENSTGUP00000012533
ENSMODP00000021060	ENSTGUP00000002351
ENSMODP00000010750	ENSTGUP00000014529
ENSMODP00000013851	ENSTGUP00000004812
ENSMODP00000010945	ENSTGUP00000010417
ENSMODP00000010329	ENSTGUP00000000625
ENSMODP00000010285	ENSTGUP00000008608
ENSMODP00000035174	ENSTGUP00000008135
ENSMODP00000004978	ENSTGUP00000010865
ENSMODP00000012775	ENSTGUP00000011800
ENSMODP00000019089	ENSTGUP00000009512
ENSMODP00000024351	ENSTGUP00000002661
ENSMODP00000008847	ENSTGUP00000012222
ENSMODP00000005559	ENSTGUP00000007584
ENSMODP00000003504	ENSTGUP00000007391
ENSMODP00000003144	ENSTGUP00000003070
ENSMODP00000040328	ENSTGUP00000001701
ENSMODP00000017009	ENSTGUP00000004583
ENSMODP00000008241	ENSTGUP00000002842
ENSMODP00000010144	ENSTGUP00000006512
ENSMODP00000014476	ENSTGUP00000005515
ENSMODP00000020346	ENSTGUP00000004291
ENSMODP00000019324	ENSTGUP00000004781
ENSMODP00000024237	ENSTGUP00000008309
ENSMODP00000022255	ENSTGUP00000005781
ENSMODP00000001159	ENSTGUP00000004107
ENSMODP00000006100	ENSTGUP00000000456
ENSMODP00000005111	ENSTGUP00000017611
ENSMODP00000005765	ENSTGUP00000000314
ENSMODP00000011650	ENSTGUP00000010201
ENSMODP00000023318	ENSTGUP00000013162
ENSMODP00000014610	ENSTGUP00000003612
ENSMODP00000021443	ENSTGUP00000002843
ENSMODP00000020240	ENSTGUP00000009914
ENSMODP00000017936	ENSTGUP00000001295
ENSMODP00000023163	ENSTGUP00000000626
ENSMODP00000020801	ENSTGUP00000004474
ENSMODP00000005866	ENSTGUP00000004378
ENSMODP00000006551	ENSTGUP00000000916
ENSMODP00000013645	ENSTGUP00000002470
ENSMODP00000007572	ENSTGUP00000012332
ENSMODP00000023377	ENSTGUP00000004588
ENSMODP00000038574	ENSTGUP00000010622
ENSMODP00000001729	ENSTGUP00000003543
ENSMODP00000017223	ENSTGUP00000000248
ENSMODP00000016886	ENSTGUP00000000955
ENSMODP00000001724	ENSTGUP00000012091
ENSMODP00000015332	ENSTGUP00000009484
ENSMODP00000012502	ENSTGUP00000004436
ENSMODP00000040029	ENSTGUP00000005959
ENSMODP00000006701	ENSTGUP00000000661
ENSMODP00000010485	ENSTGUP00000000685
ENSMODP00000019206	ENSTGUP00000018117
ENSMODP00000022605	ENSTGUP00000012675
ENSMODP00000024440	ENSTGUP00000008606
ENSMODP00000016569	ENSTGUP00000010071
ENSMODP00000022813	ENSTGUP00000012623
ENSMODP00000027071	ENSTGUP00000010392
ENSMODP00000004190	ENSTGUP00000002131
ENSMODP00000012109	ENSTGUP00000007619
ENSMODP00000022952	ENSTGUP00000012982
ENSMODP00000026292	ENSTGUP00000005897
ENSMODP00000034842	ENSTGUP00000002786
ENSMODP00000027870	ENSTGUP00000005328
ENSMODP00000009217	ENSTGUP00000011763
ENSMODP00000035450	ENSTGUP00000007432
ENSMODP00000016899	ENSTGUP00000017420
ENSMODP00000015811	ENSTGUP00000001914
ENSMODP00000000307	ENSTGUP00000005074
ENSMODP00000035957	ENSTGUP00000007145
ENSMODP00000014316	ENSTGUP00000001643
ENSMODP00000021457	ENSTGUP00000002590
ENSMODP00000021105	ENSTGUP00000011118
ENSMODP00000005718	ENSTGUP00000007809
ENSMODP00000009986	ENSTGUP00000008082
ENSMODP00000021489	ENSTGUP00000002289
ENSMODP00000003152	ENSTGUP00000013905
ENSMODP00000004984	ENSTGUP00000007966
ENSMODP00000011593	ENSTGUP00000010887
ENSMODP00000019609	ENSTGUP00000001376
ENSMODP00000020917	ENSTGUP00000011628
ENSMODP00000025376	ENSTGUP00000002329
ENSMODP00000024294	ENSTGUP00000002520
ENSMODP00000004997	ENSTGUP00000002664
ENSMODP00000014707	ENSTGUP00000010283
ENSMODP00000008510	ENSTGUP00000009168
ENSMODP00000004105	ENSTGUP00000009955
ENSMODP00000005724	ENSTGUP00000006968
ENSMODP00000001905	ENSTGUP00000003139
ENSMODP00000018029	ENSTGUP00000001000
ENSMODP00000014271	ENSTGUP00000007270
ENSMODP00000021422	ENSTGUP00000002773
ENSMODP00000015869	ENSTGUP00000011828
ENSMODP00000038877	ENSTGUP00000005548
ENSMODP00000027573	ENSTGUP00000001886
ENSMODP00000008058	ENSTGUP00000002803
ENSMODP00000011714	ENSTGUP00000010542
ENSMODP00000008606	ENSTGUP00000009115
ENSMODP00000004622	ENSTGUP00000017947
ENSMODP00000021155	ENSTGUP00000003776
ENSMODP00000018523	ENSTGUP00000009840
ENSMODP00000000936	ENSTGUP00000002887
ENSMODP00000000374	ENSTGUP00000007536
ENSMODP00000028752	ENSTGUP00000005301
ENSMODP00000007071	ENSTGUP00000010038
ENSMODP00000015701	ENSTGUP00000008339
ENSMODP00000013107	ENSTGUP00000015025
ENSMODP00000003610	ENSTGUP00000007770
ENSMODP00000002488	ENSTGUP00000012791
ENSMODP00000002690	ENSTGUP00000012984
ENSMODP00000003868	ENSTGUP00000001530
ENSMODP00000003463	ENSTGUP00000004302
ENSMODP00000022119	ENSTGUP00000010270
ENSMODP00000009984	ENSTGUP00000001092
ENSMODP00000002467	ENSTGUP00000007151
ENSMODP00000039114	ENSTGUP00000010295
ENSMODP00000032725	ENSTGUP00000012769
ENSMODP00000003612	ENSTGUP00000003153
ENSMODP00000006862	ENSTGUP00000011133
ENSMODP00000022999	ENSTGUP00000012979
ENSMODP00000016451	ENSTGUP00000000416
ENSMODP00000031774	ENSTGUP00000003024
ENSMODP00000009873	ENSTGUP00000007664
ENSMODP00000020764	ENSTGUP00000004336
ENSMODP00000009698	ENSTGUP00000011704
ENSMODP00000002707	ENSTGUP00000003195
ENSMODP00000002554	ENSTGUP00000001118
ENSMODP00000013672	ENSTGUP00000017321
ENSMODP00000024706	ENSTGUP00000005423
ENSMODP00000034846	ENSTGUP00000005368
ENSMODP00000017267	ENSTGUP00000003479
ENSMODP00000000406	ENSTGUP00000006027
ENSMODP00000004788	ENSTGUP00000009891
ENSMODP00000015829	ENSTGUP00000013046
ENSMODP00000017166	ENSTGUP00000007444
ENSMODP00000023576	ENSTGUP00000002085
ENSMODP00000005060	ENSTGUP00000010884
ENSMODP00000003729	ENSTGUP00000009900
ENSMODP00000020198	ENSTGUP00000003316
ENSMODP00000020552	ENSTGUP00000001703
ENSMODP00000017845	ENSTGUP00000013338
ENSMODP00000012608	ENSTGUP00000009161
ENSMODP00000020460	ENSTGUP00000015788
ENSMODP00000006732	ENSTGUP00000012539
ENSMODP00000006794	ENSTGUP00000000943
ENSMODP00000002740	ENSTGUP00000008647
ENSMODP00000016663	ENSTGUP00000013192
ENSMODP00000016821	ENSTGUP00000000062
ENSMODP00000000478	ENSTGUP00000011917
ENSMODP00000027411	ENSTGUP00000007031
ENSMODP00000014695	ENSTGUP00000010220
ENSMODP00000017069	ENSTGUP00000017821
ENSMODP00000022146	ENSTGUP00000001577
ENSMODP00000010817	ENSTGUP00000002159
ENSMODP00000022844	ENSTGUP00000012836
ENSMODP00000006362	ENSTGUP00000000893
ENSMODP00000012089	ENSTGUP00000010052
ENSMODP00000002401	ENSTGUP00000001150
ENSMODP00000023653	ENSTGUP00000009500
ENSMODP00000002806	ENSTGUP00000010509
ENSMODP00000002278	ENSTGUP00000012838
ENSMODP00000017591	ENSTGUP00000004926
ENSMODP00000009874	ENSTGUP00000008257
ENSMODP00000008378	ENSTGUP00000004544
ENSMODP00000007694	ENSTGUP00000002699
ENSMODP00000018208	ENSTGUP00000013377
ENSMODP00000036360	ENSTGUP00000011624
ENSMODP00000015163	ENSTGUP00000004813
ENSMODP00000008630	ENSTGUP00000011916
ENSMODP00000012679	ENSTGUP00000004434
ENSMODP00000006415	ENSTGUP00000012702
ENSMODP00000020996	ENSTGUP00000011719
ENSMODP00000005970	ENSTGUP00000001289
ENSMODP00000022692	ENSTGUP00000013922
ENSMODP00000011955	ENSTGUP00000004941
ENSMODP00000004953	ENSTGUP00000008441
ENSMODP00000002521	ENSTGUP00000008298
ENSMODP00000024582	ENSTGUP00000014570
ENSMODP00000017948	ENSTGUP00000002534
ENSMODP00000011332	ENSTGUP00000001245
ENSMODP00000020241	ENSTGUP00000009876
ENSMODP00000017206	ENSTGUP00000015376
ENSMODP00000035437	ENSTGUP00000010225
ENSMODP00000011845	ENSTGUP00000011168
ENSMODP00000003196	ENSTGUP00000000129
ENSMODP00000003733	ENSTGUP00000003140
ENSMODP00000024356	ENSTGUP00000002671
ENSMODP00000025652	ENSTGUP00000009809
ENSMODP00000000188	ENSTGUP00000008351
ENSMODP00000022290	ENSTGUP00000011469
ENSMODP00000005234	ENSTGUP00000002933
ENSMODP00000021424	ENSTGUP00000016029
ENSMODP00000000471	ENSTGUP00000003615
